|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m4/WD94/WD94_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1259.75        500.000        96.6237                 NaN  0.305960E-003  0.920272                 NaN            NaN  0.447547        2.00817                 NaN            NaN            NaN
  1258.24        500.000        96.7448                 NaN  0.648741E-003  0.890292                 NaN            NaN  0.435441        1.92885                 NaN            NaN            NaN
  1256.73        500.000        96.8752                 NaN            NaN  0.857862                 NaN            NaN  0.419047        1.84794                 NaN            NaN            NaN
  1255.22        500.000        96.9918                 NaN  0.191397E-003  0.828192                 NaN            NaN  0.404746        1.77505                 NaN            NaN            NaN
  1253.71        500.000        97.1009                 NaN  0.162551E-003  0.800633                 NaN            NaN  0.391230        1.70709                 NaN            NaN            NaN
  1252.20        500.000        97.2033                 NaN  0.164460E-005  0.775547                 NaN            NaN  0.377611        1.64356                 NaN            NaN            NaN
  1250.69        500.000        97.3028                 NaN  0.872214E-005  0.750086                 NaN            NaN  0.364722        1.58234                 NaN            NaN            NaN
  1249.18        500.000        97.3946                 NaN  0.414031E-004  0.725887                 NaN            NaN  0.353732        1.52575                 NaN            NaN            NaN
  1247.67        500.000        97.1734                 NaN            NaN  0.736841                 NaN            NaN  0.381862        1.67152       0.364115E-001            NaN            NaN
  1246.16        500.000        97.2054                 NaN            NaN  0.719111                 NaN            NaN  0.376422        1.65564       0.434578E-001            NaN            NaN
  1244.65        500.000        97.3118                 NaN            NaN  0.692489                 NaN            NaN  0.360553        1.59353       0.415948E-001            NaN            NaN
  1243.14        500.000        97.4115                 NaN            NaN  0.667743                 NaN            NaN  0.345231        1.53560       0.398855E-001            NaN            NaN
  1241.63        500.000        97.5014                 NaN            NaN  0.646684                 NaN            NaN  0.332727        1.48131       0.378457E-001            NaN            NaN
  1240.12        500.000        97.5963                 NaN            NaN  0.622134                 NaN            NaN  0.320012        1.42576       0.357852E-001            NaN            NaN
  1238.61        500.000        97.6732                 NaN            NaN  0.604215                 NaN            NaN  0.306974        1.38105       0.346067E-001            NaN            NaN
  1237.10        500.000        97.7558                 NaN            NaN  0.583105                 NaN            NaN  0.295387        1.33287       0.328581E-001            NaN            NaN
  1235.59        500.000        97.8325                 NaN            NaN  0.563921                 NaN            NaN  0.284858        1.28761       0.311333E-001            NaN            NaN
  1234.08        500.000        97.9012                 NaN            NaN  0.547180                 NaN            NaN  0.274459        1.24736       0.297622E-001            NaN            NaN
  1232.57        500.000        97.9721                 NaN            NaN  0.529162                 NaN            NaN  0.265396        1.20532       0.280360E-001            NaN            NaN
  1231.06        500.000        98.0384                 NaN            NaN  0.512100                 NaN            NaN  0.254745        1.16778       0.269601E-001            NaN            NaN
  1229.55        500.000        98.0974                 NaN            NaN  0.497945                 NaN            NaN  0.246393        1.13268       0.255924E-001            NaN            NaN
  1228.04        500.000        98.1607                 NaN            NaN  0.481016                 NaN            NaN  0.237388        1.09654       0.243248E-001            NaN            NaN
  1226.53        500.000        98.2175                 NaN            NaN  0.466526                 NaN            NaN  0.228946        1.06379       0.232264E-001            NaN            NaN
  1225.02        500.000        98.2730                 NaN            NaN  0.452147                 NaN            NaN  0.221480        1.03146       0.219582E-001            NaN            NaN
  1223.51        500.000        98.3249                 NaN            NaN  0.438917                 NaN            NaN  0.213882        1.00140       0.209306E-001            NaN            NaN
  1222.00        500.000        98.3762                 NaN            NaN  0.425373                 NaN            NaN  0.206557       0.971966       0.198830E-001            NaN            NaN
  1220.49        500.000        98.4239                 NaN            NaN  0.412793                 NaN            NaN  0.198283       0.945765       0.192789E-001            NaN            NaN
  1218.98        500.000        98.4782                 NaN            NaN  0.395483                 NaN            NaN  0.188346       0.919005       0.189649E-001            NaN            NaN
  1217.47        500.000        98.5110                 NaN            NaN  0.391511                 NaN            NaN  0.188010       0.892551       0.168973E-001            NaN            NaN
  1215.96        500.000        98.5584                 NaN            NaN  0.377557                 NaN            NaN  0.181177       0.866816       0.160940E-001            NaN            NaN
  1214.44        500.000        98.6007                 NaN            NaN  0.365944                 NaN            NaN  0.173728       0.843969       0.156414E-001            NaN            NaN
  1212.93        500.000        96.7638                 NaN            NaN  0.544809                 NaN            NaN  0.316803        1.52430       0.214693E-001  0.828789                 NaN
  1211.42        500.000        84.6630                 NaN            NaN   1.77361                 NaN            NaN   1.26412        6.02554       0.624400E-001   6.21126                 NaN
  1209.91        500.000        85.6350                 NaN            NaN   1.67125                 NaN            NaN   1.17674        5.63874       0.578911E-001   5.82034                 NaN
  1208.40        500.000        83.5450                 NaN  0.224088        1.33050                 NaN            NaN   1.34486        6.74772       0.838744E-001   6.72399                 NaN
  1206.89        500.000        90.5560                 NaN            NaN   1.24661       0.557155E-001            NaN  0.719734        3.46278       0.334608E-001   3.92573                 NaN
  1205.38        500.000        88.4991                 NaN            NaN   1.12318       0.283403                 NaN  0.942366        4.50322       0.417344E-001   4.60703                 NaN
  1203.87        500.000        89.7296                 NaN            NaN  0.176529        1.01228                 NaN  0.853646        4.03955       0.345919E-001   4.15378                 NaN
  1202.36        500.000        84.4715                 NaN  0.193165        1.26350                 NaN            NaN   1.28113        6.13595       0.663343E-001   6.58845                 NaN
  1200.85        500.000        99.2124                 NaN            NaN  0.416079E-001  0.592754E-001            NaN  0.581616E-001  0.489031       0.251773E-002  0.137028                 NaN
  1199.34        500.000        82.2461                 NaN            NaN  0.903147        1.25741                 NaN   1.45770        7.11279       0.571434E-001   6.96572                 NaN
  1197.83        500.000        94.5119                 NaN            NaN  0.802307                 NaN            NaN  0.414605        1.87488       0.810766E-002   2.38823                 NaN
  1196.32        500.000        88.0261                 NaN            NaN  0.415165       0.877874       0.871402E-004  0.895849        4.81956       0.483581E-001   4.91697                 NaN
  1194.81        500.000        91.9021                 NaN  0.162455       0.389761                 NaN            NaN  0.645127        3.40452       0.351223E-001   3.46094                 NaN
  1193.30        500.000        86.3733                 NaN            NaN   1.53740                 NaN            NaN   1.04464        5.62583       0.450236E-001   5.37382                 NaN
  1191.79        500.000        82.2803                 NaN            NaN   1.81404                 NaN            NaN   1.34306        7.28449       0.464733E-001   7.23165                 NaN
  1190.28        500.000                 NaN            NaN            NaN   4.70730        3.79340                 NaN   7.10292        42.9577       0.325612        41.1131                 NaN
  1188.77        500.000                 NaN            NaN  0.181429        8.17143                 NaN            NaN   7.05041        43.0723       0.340277        41.1842                 NaN
  1187.26        500.000                 NaN            NaN  0.448772        7.70974                 NaN            NaN   7.03533        43.1535       0.358704        41.2940                 NaN
  1185.75        500.000                 NaN            NaN  0.289773        8.00520       0.224367E-002            NaN   7.04921        43.0755       0.341796        41.2362                 NaN
  1184.24        500.000                 NaN            NaN  0.512428        7.63146       0.571877E-004            NaN   7.02326        43.1468       0.353993        41.3320                 NaN
  1182.73        500.000                 NaN            NaN  0.299316        7.98024       0.310228E-005            NaN   7.04374        43.0927       0.344601        41.2394                 NaN
  1181.22        500.000                 NaN            NaN  0.476267        7.66800       0.792462E-004            NaN   7.03352        43.1528       0.358748        41.3106                 NaN
  1179.71        500.000                 NaN            NaN  0.294151        7.99346       0.180711E-005            NaN   7.04848        43.0794       0.343464        41.2411                 NaN
  1178.20        500.000                 NaN            NaN   2.04667       0.218452        4.63319       0.194838E-005   6.69045        44.0037       0.476587        41.9309                 NaN
  1176.69        500.000                 NaN            NaN  0.547863        7.55370       0.111123E-004            NaN   7.02111        43.1680       0.362968        41.3463                 NaN
  1175.18        500.000                 NaN            NaN  0.546486        7.55737       0.267698E-004            NaN   7.02728        43.1618       0.360726        41.3463                 NaN
  1173.67        500.000                 NaN            NaN  0.422831        7.77968       0.589818E-005            NaN   7.03313        43.1154       0.349778        41.2992                 NaN
  1172.16        500.000                 NaN            NaN  0.583207        7.49875       0.850493E-004            NaN   7.02344        43.1679       0.361993        41.3646                 NaN
  1170.65        500.000                 NaN            NaN  0.497624        7.65433                 NaN            NaN   7.02267        43.1376       0.354160        41.3336                 NaN
  1169.14        500.000                 NaN            NaN  0.502320        7.65050                 NaN            NaN   7.02454        43.1321       0.353242        41.3373                 NaN
  1167.63        500.000                 NaN            NaN  0.517913        7.62513                 NaN            NaN   7.02442        43.1341       0.353566        41.3449                 NaN
  1166.12        500.000                 NaN            NaN  0.543829        7.58491       0.177167E-003            NaN   7.02013        43.1375       0.355616        41.3578                 NaN
  1164.61        500.000                 NaN            NaN  0.703400        7.30197       0.812988E-005            NaN   7.00623        43.1991       0.367653        41.4216                 NaN
  1163.10        500.000                 NaN            NaN  0.553118        7.56369       0.158640E-004            NaN   7.01747        43.1459       0.356757        41.3630                 NaN
  1161.59        500.000                 NaN            NaN  0.563387        7.54965       0.164276E-004            NaN   7.01956        43.1420       0.356363        41.3690                 NaN
  1160.08        500.000                 NaN            NaN  0.576240        7.53006       0.454050E-004            NaN   7.02024        43.1413       0.356412        41.3757                 NaN
  1158.57        500.000                 NaN            NaN  0.606403        7.48251       0.475001E-004            NaN   7.01732        43.1461       0.357850        41.3898                 NaN
  1157.06        500.000                 NaN            NaN  0.611036        7.47546       0.479875E-004            NaN   7.01503        43.1449       0.358786        41.3947                 NaN
  1155.55        500.000                 NaN            NaN  0.585979        7.50935       0.152037E-004            NaN   7.02267        43.1386       0.359224        41.3842                 NaN
  1154.04        500.000                 NaN            NaN  0.774455        7.19382       0.606968E-005            NaN   7.00148        43.1983       0.369525        41.4625                 NaN
  1152.53        500.000                 NaN            NaN  0.761264        7.21617       0.558543E-005            NaN   7.00084        43.1937       0.369485        41.4585                 NaN
  1151.02        500.000                 NaN            NaN  0.844126        7.07928       0.402083E-004            NaN   6.99144        43.2183       0.372528        41.4943                 NaN
  1149.51        500.000                 NaN            NaN  0.861976        7.04108       0.620000E-005            NaN   6.97646        43.2387       0.377643        41.5042                 NaN
  1148.00        500.000                 NaN            NaN  0.843207        7.08495       0.110958E-004            NaN   6.99438        43.2090       0.371526        41.4970                 NaN
  1146.49        500.000                 NaN            NaN  0.830408        7.10365       0.504037E-005            NaN   6.99149        43.2090       0.372579        41.4929                 NaN
  1144.98        500.000                 NaN            NaN  0.851017        7.06686       0.501414E-005            NaN   6.98355        43.2187       0.375307        41.5046                 NaN
  1143.47        500.000                 NaN            NaN  0.786070        7.19203       0.762310E-004            NaN   7.01200        43.1640       0.365669        41.4802                 NaN
  1141.96        500.000                 NaN            NaN  0.900226        6.99384       0.477048E-005            NaN   6.98828        43.2177       0.373556        41.5264                 NaN
  1140.45        500.000                 NaN            NaN  0.902265        6.98676                 NaN            NaN   6.98282        43.2243       0.375357        41.5285                 NaN
  1138.94        500.000                 NaN            NaN   2.49583       0.218133                 NaN            NaN   6.36056        45.0706       0.553340        41.9493        3.35225     
  1137.43        500.000                 NaN            NaN  0.976966        6.85870       0.471752E-005            NaN   6.96805        43.2543       0.380278        41.5617                 NaN
  1135.92        500.000                 NaN            NaN   2.49567       0.218123                 NaN            NaN   6.36048        45.0690       0.553311        41.9513        3.35210     
  1134.41        500.000                 NaN            NaN   1.00202        6.81724       0.442165E-005            NaN   6.96335        43.2609       0.381862        41.5746                 NaN
  1132.90        500.000                 NaN            NaN   1.01581        6.79486       0.428227E-005            NaN   6.96148        43.2637       0.382480        41.5817                 NaN
  1131.39        500.000                 NaN            NaN   1.02538        6.78139                 NaN            NaN   6.96286        43.2607       0.382015        41.5876                 NaN
  1129.88        500.000                 NaN            NaN   1.04321        6.75003                 NaN            NaN   6.95738        43.2698       0.383823        41.5957                 NaN
  1128.36        500.000                 NaN            NaN   2.49529       0.218087                 NaN            NaN   6.36027        45.0650       0.553239        41.9564        3.35172     
  1126.85        500.000                 NaN            NaN   1.06981        6.70694                 NaN            NaN   6.95388        43.2749       0.384973        41.6095                 NaN
  1125.34        500.000                 NaN            NaN   1.08285        6.68586                 NaN            NaN   6.95219        43.2773       0.385529        41.6163                 NaN
  1123.83        500.000                 NaN            NaN   2.49506       0.218064                 NaN            NaN   6.36015        45.0626       0.553195        41.9594        3.35150     
  1122.32        500.000                 NaN            NaN   1.10837       0.105066E-005   6.64462                 NaN   6.94891        43.2818       0.386608        41.6297                 NaN
  1120.81        500.000                 NaN            NaN   1.12079       0.105060E-005   6.62499                 NaN   6.94799        43.2829       0.386935        41.6364                 NaN
  1119.30        500.000                 NaN            NaN   2.12049       0.218160        4.51816                 NaN   6.69360        43.9645       0.476574        42.0085                 NaN
  1117.79        500.000                 NaN            NaN   2.49476       0.218035                 NaN            NaN   6.35998        45.0594       0.553138        41.9635        3.35119     
  1116.28        500.000                 NaN            NaN   1.17390        6.53617                 NaN            NaN   6.93836        43.2975       0.390154        41.6639                 NaN
  1114.77        500.000                 NaN            NaN   1.21489        6.47275                 NaN            NaN   6.94184        43.2993       0.389454        41.6818                 NaN
  1113.26        500.000                 NaN            NaN   1.18123       0.180852E-005   6.52802                 NaN   6.94110        43.2919       0.389241        41.6685                 NaN
  1111.75        500.000                 NaN            NaN   1.18116        6.53333       0.254114E-005            NaN   6.94503        43.2793       0.388726        41.6725                 NaN
  1110.24        500.000                 NaN            NaN   1.21668        6.46857                 NaN            NaN   6.93428        43.3017       0.391541        41.6872                 NaN
  1108.73        500.000                 NaN            NaN   1.19362        6.51508                 NaN            NaN   6.94337        43.2789       0.388834        41.6802                 NaN
  1107.22        500.000                 NaN            NaN            NaN   2.61722        5.98056       0.600358E-005   7.19700        42.7165       0.298017        41.1907                 NaN
  1105.71        500.000                 NaN            NaN   2.49415       0.217981                 NaN            NaN   6.35966        45.0530       0.553023        41.9716        3.35059     
  1104.20        500.000                 NaN            NaN   1.26036        6.41442       0.117988E-004            NaN   6.93831        43.2837       0.390230        41.7130                 NaN
  1102.69        500.000                 NaN            NaN   1.30233        6.33265                 NaN            NaN   6.93171        43.3105       0.393063        41.7298                 NaN
  1101.18        500.000                 NaN            NaN   1.29812        6.35129                 NaN            NaN   6.93578        43.2910       0.391638        41.7322                 NaN
  1099.67        500.000                 NaN            NaN            NaN   2.05386        6.56272       0.557338E-005   7.21660        42.6749       0.292362        41.1996                 NaN
  1098.16        500.000                 NaN            NaN   1.31909        6.30468       0.189942E-005            NaN   6.92390        43.3156       0.395714        41.7410                 NaN
  1096.65        500.000                 NaN            NaN   1.34346       0.180762E-005   6.26713                 NaN   6.92724        43.3147       0.394734        41.7527                 NaN
  1095.14        500.000                 NaN            NaN   1.35389       0.104805E-005   6.24996                 NaN   6.92591        43.3166       0.395202        41.7585                 NaN
  1093.63        500.000                 NaN            NaN   1.30298        6.34258       0.155993E-005            NaN   6.93797        43.2857       0.391350        41.7394                 NaN
  1092.12        500.000                 NaN            NaN   1.37245        6.22076       0.158227E-005            NaN   6.92405        43.3179       0.395842        41.7690                 NaN
  1090.61        500.000                 NaN            NaN   1.37729        6.21493       0.140789E-005            NaN   6.92441        43.3155       0.395583        41.7723                 NaN
  1089.10        500.000                 NaN            NaN   1.38733        6.19874       0.121081E-005            NaN   6.92321        43.3168       0.396018        41.7779                 NaN
  1087.59        500.000                 NaN            NaN   1.39675        6.18367       0.244866E-004            NaN   6.92217        43.3178       0.396399        41.7832                 NaN
  1086.08        500.000                 NaN            NaN   1.40711        6.16686                 NaN            NaN   6.92084        43.3195       0.396879        41.7889                 NaN
  1084.57        500.000                 NaN            NaN   1.41318        6.15797       0.148732E-004            NaN   6.92071        43.3183       0.396947        41.7929                 NaN
  1083.06        500.000                 NaN            NaN            NaN   1.13021        7.54122                 NaN   7.26119        42.5639       0.279831        41.2236                 NaN
  1081.55        500.000                 NaN            NaN   1.43330        6.12525                 NaN            NaN   6.91818        43.3213       0.397911        41.8040                 NaN
  1080.04        500.000                 NaN            NaN   1.44268        6.11018                 NaN            NaN   6.91710        43.3224       0.398309        41.8093                 NaN
  1078.53        500.000                 NaN            NaN   1.45199        6.09525                 NaN            NaN   6.91604        43.3234       0.398704        41.8146                 NaN
  1077.02        500.000                 NaN            NaN   1.46117        6.08053                 NaN            NaN   6.91499        43.3244       0.399093        41.8198                 NaN
  1075.51        500.000                 NaN            NaN   1.47093        6.06433                 NaN            NaN   6.91353        43.3265       0.399585        41.8251                 NaN
  1074.00        500.000                 NaN            NaN   1.49053        6.04833       0.100952E-005            NaN   6.92137        43.3049       0.396848        41.8380                 NaN
  1072.49        500.000                 NaN            NaN   1.48868        6.03590                 NaN            NaN   6.91152        43.3283       0.400338        41.8353                 NaN
  1070.98        500.000                 NaN            NaN   1.49732        6.02212                 NaN            NaN   6.91057        43.3290       0.400698        41.8403                 NaN
  1069.47        500.000                 NaN            NaN   1.50585        6.00851                 NaN            NaN   6.90964        43.3297       0.401053        41.8453                 NaN
  1067.96        500.000                 NaN            NaN   1.51430        5.99506                 NaN            NaN   6.90873        43.3303       0.401403        41.8502                 NaN
  1066.45        500.000                 NaN            NaN   1.53583        5.97510       0.864650E-006            NaN   6.91578        43.3107       0.398891        41.8637                 NaN
  1064.94        500.000                 NaN            NaN   1.50476        6.01801                 NaN            NaN   6.91475        43.3133       0.399352        41.8498                 NaN
  1063.43        500.000                 NaN            NaN   2.17954       0.209815        4.44566                 NaN   6.70129        43.9046       0.475695        42.0834                 NaN
  1061.92        500.000                 NaN            NaN   1.54757        5.94210                 NaN            NaN   6.90528        43.3325       0.402788        41.8698                 NaN
  1060.41        500.000                 NaN            NaN   1.55552        5.92960                 NaN            NaN   6.90452        43.3327       0.403094        41.8745                 NaN
  1058.90        500.000                 NaN            NaN   1.56573        5.91331       0.852933E-006            NaN   6.90415        43.3340       0.403197        41.8796                 NaN
  1057.39        500.000                 NaN            NaN   1.57067        5.90594                 NaN            NaN   6.90316        43.3328       0.403647        41.8837                 NaN
  1055.88        500.000                 NaN            NaN   1.57818        5.89419                 NaN            NaN   6.90248        43.3329       0.403928        41.8883                 NaN
  1054.37        500.000                 NaN            NaN   1.58558        5.88263                 NaN            NaN   6.90183        43.3329       0.404199        41.8929                 NaN
  1052.86        500.000                 NaN            NaN   1.59082        5.87506                 NaN            NaN   6.90132        43.3319       0.404298        41.8966                 NaN
  1051.35        500.000                 NaN            NaN   1.60097        5.85822                 NaN            NaN   6.90140        43.3340       0.404241        41.9012                 NaN
  1049.84        500.000                 NaN            NaN   1.60637        5.85014                 NaN            NaN   6.89976        43.3330       0.404928        41.9058                 NaN
  1048.33        500.000                 NaN            NaN   1.61355        5.83888                 NaN            NaN   6.89899        43.3332       0.405179        41.9102                 NaN
  1046.82        500.000                 NaN            NaN   1.62055        5.82819                 NaN            NaN   6.89851        43.3328       0.405401        41.9146                 NaN
  1045.31        500.000                 NaN            NaN   1.62811        5.81592                 NaN            NaN   6.89804        43.3332       0.405681        41.9191                 NaN
  1043.80        500.000                 NaN            NaN   1.63466        5.80783                 NaN            NaN   6.89832        43.3297       0.405664        41.9238                 NaN
  1042.28        500.000                 NaN            NaN   1.64188        5.79637                 NaN            NaN   6.89773        43.3300       0.405884        41.9281                 NaN
  1040.77        500.000                 NaN            NaN   1.64933        5.78433                 NaN            NaN   6.89676        43.3309       0.406239        41.9325                 NaN
  1039.26        500.000                 NaN            NaN   1.65568        5.77449                 NaN            NaN   6.89625        43.3306       0.406446        41.9365                 NaN
  1037.75        500.000                 NaN            NaN   1.66196        5.76571                 NaN            NaN   6.89626        43.3289       0.406496        41.9407                 NaN
  1036.24        500.000                 NaN            NaN   1.66513        5.76472                 NaN            NaN   6.89784        43.3218       0.406092        41.9444                 NaN
  1034.73        500.000                 NaN            NaN   1.63955        5.83190                 NaN            NaN   6.91355        43.2731       0.401318        41.9406                 NaN
  1033.22        500.000                 NaN            NaN   1.68200        5.73558                 NaN            NaN   6.89445        43.3267       0.407405        41.9539                 NaN
  1031.71        500.000                 NaN            NaN   1.68840        5.72596                 NaN            NaN   6.89402        43.3259       0.407610        41.9581                 NaN
  1030.20        500.000                 NaN            NaN   1.68637        5.73271                 NaN            NaN   6.89636        43.3193       0.406618        41.9586                 NaN
  1028.69        500.000                 NaN            NaN   1.69548        5.71389                 NaN            NaN   6.89357        43.3264       0.407732        41.9630                 NaN
  1027.18        500.000                 NaN            NaN   1.70213        5.70366                 NaN            NaN   6.89293        43.3262       0.407937        41.9671                 NaN
  1025.67        500.000                 NaN            NaN   1.71154        5.68899                 NaN            NaN   6.89174        43.3264       0.408418        41.9729                 NaN
  1024.16        500.000                 NaN            NaN   1.71477        5.68733                 NaN            NaN   6.89379        43.3200       0.407809        41.9763                 NaN
  1022.65        500.000                 NaN            NaN   1.71906        5.68049                 NaN            NaN   6.89294        43.3201       0.408108        41.9794                 NaN
  1021.14        500.000                 NaN            NaN   1.71448        5.69182                 NaN            NaN   6.89517        43.3120       0.407322        41.9793                 NaN
  1019.63        500.000                 NaN            NaN   1.73154        5.66112                 NaN            NaN   6.89221        43.3191       0.408507        41.9875                 NaN
  1018.12        500.000                 NaN            NaN   1.73718        5.65272                 NaN            NaN   6.89189        43.3182       0.408671        41.9914                 NaN
  1016.61        500.000                 NaN            NaN   1.74276        5.64445                 NaN            NaN   6.89158        43.3172       0.408830        41.9952                 NaN
  1015.10        500.000                 NaN            NaN   1.74828        5.63629                 NaN            NaN   6.89129        43.3162       0.408985        41.9990                 NaN
  1013.59        500.000                 NaN            NaN   1.75471        5.62678                 NaN            NaN   6.89034        43.3165       0.409146        42.0025                 NaN
  1012.08        500.000                 NaN            NaN   1.75966        5.61898                 NaN            NaN   6.88783        43.3162       0.410571        42.0068                 NaN
  1010.57        500.000                 NaN            NaN   1.75090        5.63896                 NaN            NaN   6.89468        43.3028       0.407776        42.0049                 NaN
  1009.06        500.000                 NaN            NaN   1.75614        5.63134                 NaN            NaN   6.89452        43.3015       0.407888        42.0086                 NaN
  1007.55        500.000                 NaN            NaN   1.76131        5.62382                 NaN            NaN   6.89437        43.3003       0.407996        42.0122                 NaN
  1006.04        500.000                 NaN            NaN   1.76916        5.60669                 NaN            NaN   6.88577        43.3105       0.411144        42.0167                 NaN
  1004.53        500.000                 NaN            NaN   1.77148        5.60905                 NaN            NaN   6.89410        43.2977       0.408202        42.0195                 NaN
  1003.02        500.000                 NaN            NaN   1.77648        5.60179                 NaN            NaN   6.89397        43.2964       0.408300        42.0230                 NaN
  1001.51        500.000                 NaN            NaN   1.78699        5.58552                 NaN            NaN   6.89311        43.2967       0.408682        42.0290                 NaN
  1000.00        500.000                 NaN            NaN   1.79211        5.57805                 NaN            NaN   6.89298        43.2954       0.408784        42.0326                 NaN
