|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m4/WD94/WD94_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1258.24        500.000        96.3686                 NaN  0.106296E-002   1.25158                 NaN            NaN  0.465057        1.91371                 NaN            NaN            NaN
  1256.73        500.000        96.5077                 NaN            NaN   1.20857                 NaN            NaN  0.448090        1.83566                 NaN            NaN            NaN
  1255.22        500.000        96.6315                 NaN  0.315252E-003   1.16945                 NaN            NaN  0.433324        1.76540                 NaN            NaN            NaN
  1253.71        500.000        96.7473                 NaN  0.268421E-003   1.13316                 NaN            NaN  0.419370        1.69991                 NaN            NaN            NaN
  1252.20        500.000        96.8562                 NaN  0.272271E-005   1.09979                 NaN            NaN  0.405276        1.63869                 NaN            NaN            NaN
  1250.69        500.000        96.9626                 NaN  0.144745E-004   1.06582                 NaN            NaN  0.391935        1.57964                 NaN            NaN            NaN
  1249.18        500.000        97.0603                 NaN  0.688790E-004   1.03395                 NaN            NaN  0.380606        1.52507                 NaN            NaN            NaN
  1247.67        500.000        96.7993                 NaN            NaN   1.04960                 NaN            NaN  0.411317        1.67259       0.672444E-001            NaN            NaN
  1246.16        500.000        96.8283                 NaN            NaN   1.02600                 NaN            NaN  0.406083        1.65925       0.803829E-001            NaN            NaN
  1244.65        500.000        96.9438                 NaN            NaN  0.989871                 NaN            NaN  0.389608        1.59966       0.770661E-001            NaN            NaN
  1243.14        500.000        97.0521                 NaN            NaN  0.956152                 NaN            NaN  0.373664        1.54404       0.740219E-001            NaN            NaN
  1241.63        500.000        97.1488                 NaN            NaN  0.928239                 NaN            NaN  0.360715        1.49187       0.703518E-001            NaN            NaN
  1240.12        500.000        97.2525                 NaN            NaN  0.895141                 NaN            NaN  0.347497        1.43827       0.666313E-001            NaN            NaN
  1238.61        500.000        97.3357                 NaN            NaN  0.870493                 NaN            NaN  0.333871        1.39539       0.645413E-001            NaN            NaN
  1237.10        500.000        97.4260                 NaN            NaN  0.841976                 NaN            NaN  0.321783        1.34887       0.613795E-001            NaN            NaN
  1235.59        500.000        97.5097                 NaN            NaN  0.816157                 NaN            NaN  0.310805        1.30513       0.582507E-001            NaN            NaN
  1234.08        500.000        97.5846                 NaN            NaN  0.793416                 NaN            NaN  0.299927        1.26631       0.557736E-001            NaN            NaN
  1232.57        500.000        97.6621                 NaN            NaN  0.769251                 NaN            NaN  0.290476        1.22555       0.526218E-001            NaN            NaN
  1231.06        500.000        97.7354                 NaN            NaN  0.745468                 NaN            NaN  0.279249        1.18921       0.506817E-001            NaN            NaN
  1229.55        500.000        97.7996                 NaN            NaN  0.726493                 NaN            NaN  0.270505        1.15523       0.481848E-001            NaN            NaN
  1228.04        500.000        97.8700                 NaN            NaN  0.703097                 NaN            NaN  0.261014        1.12007       0.458688E-001            NaN            NaN
  1226.53        500.000        97.9326                 NaN            NaN  0.683181                 NaN            NaN  0.252109        1.08824       0.438638E-001            NaN            NaN
  1225.02        500.000        97.9939                 NaN            NaN  0.663584                 NaN            NaN  0.244249        1.05674       0.415309E-001            NaN            NaN
  1223.51        500.000        98.0514                 NaN            NaN  0.645344                 NaN            NaN  0.236214        1.02744       0.396461E-001            NaN            NaN
  1222.00        500.000        98.1085                 NaN            NaN  0.626634                 NaN            NaN  0.228455       0.998690       0.377170E-001            NaN            NaN
  1220.49        500.000        98.1620                 NaN            NaN  0.608655                 NaN            NaN  0.219616       0.973153       0.366241E-001            NaN            NaN
  1218.98        500.000        98.2247                 NaN            NaN  0.583336                 NaN            NaN  0.208905       0.946953       0.360790E-001            NaN            NaN
  1217.47        500.000        98.2579                 NaN            NaN  0.580173                 NaN            NaN  0.208815       0.920952       0.321899E-001            NaN            NaN
  1215.96        500.000        98.3116                 NaN            NaN  0.560534                 NaN            NaN  0.201506       0.895647       0.307028E-001            NaN            NaN
  1214.44        500.000        98.3598                 NaN            NaN  0.543592                 NaN            NaN  0.193484       0.873228       0.298807E-001            NaN            NaN
  1212.93        500.000        96.3598                 NaN            NaN  0.809292                 NaN            NaN  0.352630        1.57623       0.409916E-001  0.861079                 NaN
  1211.42        500.000        83.3432                 NaN            NaN   2.60327                 NaN            NaN   1.39168        6.16151       0.117915        6.38243                 NaN
  1209.91        500.000        84.3769                 NaN            NaN   2.45345                 NaN            NaN   1.29740        5.77333       0.109489        5.98942                 NaN
  1208.40        500.000        82.2274                 NaN  0.387590        1.93318                 NaN            NaN   1.48122        6.90017       0.158470        6.91193                 NaN
  1206.89        500.000        89.6049                 NaN            NaN   1.82760       0.829661E-001            NaN  0.797700        3.56250       0.636189E-001   4.06071                 NaN
  1205.38        500.000        87.4200                 NaN            NaN   1.64628       0.421482                 NaN   1.04362        4.62777       0.792882E-001   4.76151                 NaN
  1203.87        500.000        88.7653                 NaN            NaN  0.259639        1.50030                 NaN  0.947434        4.15915       0.658636E-001   4.30231                 NaN
  1202.36        500.000        83.1868                 NaN  0.335526        1.85125                 NaN            NaN   1.41601        6.28902       0.125782        6.79565                 NaN
  1200.85        500.000        99.1290                 NaN            NaN  0.607592E-001  0.882934E-001            NaN  0.652343E-001  0.508455       0.484468E-002  0.143420                 NaN
  1199.34        500.000        80.6958                 NaN            NaN   1.29754        1.84530                 NaN   1.60850        7.27229       0.108180        7.17243                 NaN
  1197.83        500.000        93.9005                 NaN            NaN   1.18620                 NaN            NaN  0.463674        1.94187       0.155564E-001   2.49222                 NaN
  1196.32        500.000        86.9587                 NaN            NaN  0.612543        1.27201       0.127770E-003  0.996711        4.96315       0.923095E-001   5.10448                 NaN
  1194.81        500.000        91.2189                 NaN  0.285423       0.578058                 NaN            NaN  0.721145        3.51938       0.673616E-001   3.60975                 NaN
  1193.30        500.000        85.1536                 NaN            NaN   2.24775                 NaN            NaN   1.16133        5.77746       0.858790E-001   5.57394                 NaN
  1191.79        500.000        80.8238                 NaN            NaN   2.66478                 NaN            NaN   1.48950        7.45077       0.884333E-001   7.48271                 NaN
  1190.28        500.000                 NaN            NaN            NaN   6.38606        5.18692                 NaN   7.34215        40.8585       0.577515        39.6489                 NaN
  1188.77        500.000                 NaN            NaN  0.294835        11.1162                 NaN            NaN   7.28898        40.9741       0.603630        39.7222                 NaN
  1187.26        500.000                 NaN            NaN  0.729466        10.4622                 NaN            NaN   7.27503        41.0610       0.636474        39.8359                 NaN
  1185.75        500.000                 NaN            NaN  0.470965        10.8758       0.309535E-002            NaN   7.28839        40.9818       0.606403        39.7735                 NaN
  1184.24        500.000                 NaN            NaN  0.832996        10.3488       0.789053E-004            NaN   7.26270        41.0564       0.628153        39.8709                 NaN
  1182.73        500.000                 NaN            NaN  0.486513        10.8435       0.427893E-005            NaN   7.28296        41.0003       0.611421        39.7753                 NaN
  1181.22        500.000                 NaN            NaN  0.774260        10.4037       0.109279E-003            NaN   7.27341        41.0636       0.636624        39.8483                 NaN
  1179.71        500.000                 NaN            NaN  0.478143        10.8611       0.249192E-005            NaN   7.28790        40.9888       0.609431        39.7746                 NaN
  1178.20        500.000                 NaN            NaN   3.33194       0.290431        6.17274       0.265294E-005   6.92807        41.9306       0.846924        40.4993                 NaN
  1176.69        500.000                 NaN            NaN  0.890772        10.2404       0.153115E-004            NaN   7.26103        41.0820       0.644192        39.8815                 NaN
  1175.18        500.000                 NaN            NaN  0.888562        10.2464       0.368972E-004            NaN   7.26746        41.0768       0.640230        39.8805                 NaN
  1173.67        500.000                 NaN            NaN  0.687456        10.5595       0.813222E-005            NaN   7.27283        41.0293       0.620754        39.8301                 NaN
  1172.16        500.000                 NaN            NaN  0.948349        10.1630       0.117202E-003            NaN   7.26376        41.0851       0.642527        39.8972                 NaN
  1170.65        500.000                 NaN            NaN  0.809144        10.3829                 NaN            NaN   7.26244        41.0538       0.628591        39.8632                 NaN
  1169.14        500.000                 NaN            NaN  0.816810        10.3763                 NaN            NaN   7.26446        41.0495       0.626981        39.8660                 NaN
  1167.63        500.000                 NaN            NaN  0.842201        10.3404                 NaN            NaN   7.26447        41.0526       0.627581        39.8728                 NaN
  1166.12        500.000                 NaN            NaN  0.884391        10.2811       0.243935E-003            NaN   7.26025        41.0576       0.631251        39.8852                 NaN
  1164.61        500.000                 NaN            NaN   1.14407        9.88342       0.111954E-004            NaN   7.24684        41.1221       0.652718        39.9508                 NaN
  1163.10        500.000                 NaN            NaN  0.899557        10.2539       0.218484E-004            NaN   7.25762        41.0672       0.633313        39.8884                 NaN
  1161.59        500.000                 NaN            NaN  0.916291        10.2332       0.226214E-004            NaN   7.25988        41.0645       0.632633        39.8935                 NaN
  1160.08        500.000                 NaN            NaN  0.937232        10.2051       0.625098E-004            NaN   7.26069        41.0649       0.632742        39.8993                 NaN
  1158.57        500.000                 NaN            NaN  0.986342        10.1367       0.653826E-004            NaN   7.25786        41.0710       0.635325        39.9127                 NaN
  1157.06        500.000                 NaN            NaN  0.993897        10.1273       0.660433E-004            NaN   7.25547        41.0702       0.636997        39.9161                 NaN
  1155.55        500.000                 NaN            NaN  0.953160        10.1768       0.209120E-004            NaN   7.26334        41.0644       0.637784        39.9045                 NaN
  1154.04        500.000                 NaN            NaN   1.25997        9.72768       0.835032E-005            NaN   7.24259        41.1284       0.656191        39.9852                 NaN
  1152.53        500.000                 NaN            NaN   1.23852        9.75985       0.768323E-005            NaN   7.24184        41.1240       0.656125        39.9796                 NaN
  1151.02        500.000                 NaN            NaN   1.37346        9.56580       0.552923E-004            NaN   7.23262        41.1507       0.661589        40.0157                 NaN
  1149.51        500.000                 NaN            NaN   1.40254        9.51543       0.852463E-005            NaN   7.21711        41.1703       0.670684        40.0239                 NaN
  1148.00        500.000                 NaN            NaN   1.37205        9.57291       0.152557E-004            NaN   7.23573        41.1432       0.659841        40.0163                 NaN
  1146.49        500.000                 NaN            NaN   1.35125        9.60000       0.692923E-005            NaN   7.23270        41.1434       0.661721        40.0109                 NaN
  1144.98        500.000                 NaN            NaN   1.38482        9.55025       0.689176E-005            NaN   7.22449        41.1530       0.666578        40.0208                 NaN
  1143.47        500.000                 NaN            NaN   1.27912        9.72238       0.104764E-003            NaN   7.25370        41.1003       0.649454        39.9949                 NaN
  1141.96        500.000                 NaN            NaN   1.46507        9.44296       0.655506E-005            NaN   7.22991        41.1562       0.663543        40.0423                 NaN
  1140.45        500.000                 NaN            NaN   1.46842        9.43448                 NaN            NaN   7.22427        41.1629       0.666756        40.0432                 NaN
  1138.94        500.000                 NaN            NaN   4.06903       0.290442                 NaN            NaN   6.59184        42.9939       0.984626        40.5175        4.55270     
  1137.43        500.000                 NaN            NaN   1.59019        9.25396       0.647872E-005            NaN   7.20948        41.1952       0.675572        40.0756                 NaN
  1135.92        500.000                 NaN            NaN   4.06903       0.290447                 NaN            NaN   6.59184        42.9939       0.984626        40.5175        4.55270     
  1134.41        500.000                 NaN            NaN   1.63111        9.19478       0.607054E-005            NaN   7.20487        41.2039       0.678435        40.0869                 NaN
  1132.90        500.000                 NaN            NaN   1.65361        9.16295       0.587825E-005            NaN   7.20305        41.2077       0.679557        40.0931                 NaN
  1131.39        500.000                 NaN            NaN   1.66925        9.14392                 NaN            NaN   7.20453        41.2056       0.678750        40.0979                 NaN
  1129.88        500.000                 NaN            NaN   1.69835        9.09924                 NaN            NaN   7.19905        41.2159       0.681993        40.1055                 NaN
  1128.36        500.000                 NaN            NaN   4.06903       0.290446                 NaN            NaN   6.59184        42.9939       0.984626        40.5175        4.55270     
  1126.85        500.000                 NaN            NaN   1.74180        9.03794                 NaN            NaN   7.19565        41.2229       0.684084        40.1176                 NaN
  1125.34        500.000                 NaN            NaN   1.76310        9.00793                 NaN            NaN   7.19401        41.2263       0.685096        40.1236                 NaN
  1123.83        500.000                 NaN            NaN   4.06903       0.290445                 NaN            NaN   6.59184        42.9939       0.984626        40.5175        4.55270     
  1122.32        500.000                 NaN            NaN   1.80480       0.142878E-005   8.94923                 NaN   7.19084        41.2328       0.687060        40.1352                 NaN
  1120.81        500.000                 NaN            NaN   1.82510       0.142875E-005   8.92129                 NaN   7.18999        41.2349       0.687666        40.1410                 NaN
  1119.30        500.000                 NaN            NaN   3.45645       0.290429        6.00905                 NaN   6.93348        41.9248       0.847814        40.5380                 NaN
  1117.79        500.000                 NaN            NaN   4.06903       0.290444                 NaN            NaN   6.59184        42.9939       0.984626        40.5175        4.55270     
  1116.28        500.000                 NaN            NaN   1.91179        8.79739                 NaN            NaN   7.18029        41.2517       0.693454        40.1654                 NaN
  1114.77        500.000                 NaN            NaN   1.97871        8.70446                 NaN            NaN   7.18433        41.2564       0.692264        40.1838                 NaN
  1113.26        500.000                 NaN            NaN   1.92389       0.245999E-005   8.78317                 NaN   7.18338        41.2488       0.691882        40.1689                 NaN
  1111.75        500.000                 NaN            NaN   1.92381        8.78926       0.348039E-005            NaN   7.18743        41.2372       0.690978        40.1713                 NaN
  1110.24        500.000                 NaN            NaN   1.98176        8.70053                 NaN            NaN   7.17648        41.2599       0.696012        40.1853                 NaN
  1108.73        500.000                 NaN            NaN   1.94425        8.76276                 NaN            NaN   7.18587        41.2387       0.691213        40.1772                 NaN
  1107.22        500.000                 NaN            NaN            NaN   3.51724        8.17450       0.811943E-005   7.44179        40.6680       0.529314        39.6691                 NaN
  1105.71        500.000                 NaN            NaN   4.06903       0.290448                 NaN            NaN   6.59184        42.9939       0.984626        40.5175        4.55270     
  1104.20        500.000                 NaN            NaN   2.05324        8.61616       0.161449E-004            NaN   7.18114        41.2477       0.693783        40.2080                 NaN
  1102.69        500.000                 NaN            NaN   2.12176        8.50467                 NaN            NaN   7.17463        41.2754       0.698864        40.2247                 NaN
  1101.18        500.000                 NaN            NaN   2.11495        8.52700                 NaN            NaN   7.17881        41.2572       0.696341        40.2257                 NaN
  1099.67        500.000                 NaN            NaN            NaN   2.75475        8.95906       0.752192E-005   7.46225        40.6319       0.519334        39.6727                 NaN
  1098.16        500.000                 NaN            NaN   2.14930        8.46426       0.259701E-005            NaN   7.16676        41.2829       0.703640        40.2331                 NaN
  1096.65        500.000                 NaN            NaN   2.18910       0.245999E-005   8.41086                 NaN   7.17039        41.2836       0.701928        40.2441                 NaN
  1095.14        500.000                 NaN            NaN   2.20618       0.142635E-005   8.38666                 NaN   7.16911        41.2863       0.702783        40.2490                 NaN
  1093.63        500.000                 NaN            NaN   2.12322        8.51479       0.213198E-005            NaN   7.18139        41.2564       0.695928        40.2283                 NaN
  1092.12        500.000                 NaN            NaN   2.23659        8.34473       0.216160E-005            NaN   7.16736        41.2897       0.703967        40.2577                 NaN
  1090.61        500.000                 NaN            NaN   2.24456        8.33581       0.192303E-005            NaN   7.16781        41.2882       0.703526        40.2601                 NaN
  1089.10        500.000                 NaN            NaN   2.26101        8.31269       0.165349E-005            NaN   7.16666        41.2905       0.704324        40.2648                 NaN
  1087.59        500.000                 NaN            NaN   2.27643        8.29114       0.334048E-004            NaN   7.16567        41.2925       0.705025        40.2692                 NaN
  1086.08        500.000                 NaN            NaN   2.29341        8.26715                 NaN            NaN   7.16440        41.2951       0.705901        40.2740                 NaN
  1084.57        500.000                 NaN            NaN   2.30338        8.25420       0.202803E-004            NaN   7.16434        41.2949       0.706042        40.2771                 NaN
  1083.06        500.000                 NaN            NaN            NaN   1.51873        10.2576                 NaN   7.50869        40.5334       0.497202        39.6844                 NaN
  1081.55        500.000                 NaN            NaN   2.33635        8.20754                 NaN            NaN   7.16192        41.2999       0.707805        40.2865                 NaN
  1080.04        500.000                 NaN            NaN   2.35174        8.18599                 NaN            NaN   7.16089        41.3019       0.708536        40.2909                 NaN
  1078.53        500.000                 NaN            NaN   2.36699        8.16464                 NaN            NaN   7.15988        41.3039       0.709261        40.2953                 NaN
  1077.02        500.000                 NaN            NaN   2.38205        8.14357                 NaN            NaN   7.15889        41.3059       0.709976        40.2996                 NaN
  1075.51        500.000                 NaN            NaN   2.39805        8.12065                 NaN            NaN   7.15747        41.3089       0.710873        40.3041                 NaN
  1074.00        500.000                 NaN            NaN   2.43009        8.09301       0.137473E-005            NaN   7.16568        41.2894       0.706027        40.3158                 NaN
  1072.49        500.000                 NaN            NaN   2.42717        8.07996                 NaN            NaN   7.15557        41.3126       0.712260        40.3125                 NaN
  1070.98        500.000                 NaN            NaN   2.44134        8.06022                 NaN            NaN   7.15468        41.3143       0.712923        40.3166                 NaN
  1069.47        500.000                 NaN            NaN   2.45535        8.04071                 NaN            NaN   7.15380        41.3159       0.713576        40.3207                 NaN
  1067.96        500.000                 NaN            NaN   2.46921        8.02143                 NaN            NaN   7.15295        41.3175       0.714222        40.3247                 NaN
  1066.45        500.000                 NaN            NaN   2.50441        7.98845       0.117144E-005            NaN   7.16036        41.3000       0.709776        40.3370                 NaN
  1064.94        500.000                 NaN            NaN   2.45378        8.05211                 NaN            NaN   7.15920        41.3023       0.710601        40.3220                 NaN
  1063.43        500.000                 NaN            NaN   3.55680       0.281034        5.89999                 NaN   6.94326        41.8964       0.847079        40.5755                 NaN
  1061.92        500.000                 NaN            NaN   2.52382        7.94551                 NaN            NaN   7.14972        41.3235       0.716776        40.3407                 NaN
  1060.41        500.000                 NaN            NaN   2.53687        7.92753                 NaN            NaN   7.14901        41.3247       0.717343        40.3445                 NaN
  1058.90        500.000                 NaN            NaN   2.55364        7.90393       0.114804E-005            NaN   7.14877        41.3272       0.717553        40.3489                 NaN
  1057.39        500.000                 NaN            NaN   2.56177        7.89344                 NaN            NaN   7.14777        41.3267       0.718372        40.3519                 NaN
  1055.88        500.000                 NaN            NaN   2.57411        7.87652                 NaN            NaN   7.14715        41.3277       0.718893        40.3556                 NaN
  1054.37        500.000                 NaN            NaN   2.58628        7.85986                 NaN            NaN   7.14656        41.3287       0.719398        40.3592                 NaN
  1052.86        500.000                 NaN            NaN   2.59490        7.84884                 NaN            NaN   7.14610        41.3286       0.719594        40.3620                 NaN
  1051.35        500.000                 NaN            NaN   2.61158        7.82482                 NaN            NaN   7.14632        41.3319       0.719520        40.3659                 NaN
  1049.84        500.000                 NaN            NaN   2.62046        7.81315                 NaN            NaN   7.14465        41.3316       0.720761        40.3694                 NaN
  1048.33        500.000                 NaN            NaN   2.63227        7.79695                 NaN            NaN   7.14394        41.3328       0.721230        40.3728                 NaN
  1046.82        500.000                 NaN            NaN   2.64378        7.78145                 NaN            NaN   7.14352        41.3333       0.721646        40.3763                 NaN
  1045.31        500.000                 NaN            NaN   2.65621        7.76385                 NaN            NaN   7.14312        41.3347       0.722168        40.3800                 NaN
  1043.80        500.000                 NaN            NaN   2.66699        7.75135                 NaN            NaN   7.14348        41.3323       0.722158        40.3837                 NaN
  1042.28        500.000                 NaN            NaN   2.67887        7.73494                 NaN            NaN   7.14295        41.3335       0.722572        40.3871                 NaN
  1040.77        500.000                 NaN            NaN   2.69112        7.71766                 NaN            NaN   7.14203        41.3353       0.723227        40.3906                 NaN
  1039.26        500.000                 NaN            NaN   2.70158        7.70346                 NaN            NaN   7.14158        41.3360       0.723617        40.3938                 NaN
  1037.75        500.000                 NaN            NaN   2.71191        7.69039                 NaN            NaN   7.14167        41.3353       0.723728        40.3970                 NaN
  1036.24        500.000                 NaN            NaN   2.71718        7.68739                 NaN            NaN   7.14335        41.3294       0.723027        40.3996                 NaN
  1034.73        500.000                 NaN            NaN   2.67545        7.77331                 NaN            NaN   7.15951        41.2830       0.714530        40.3942                 NaN
  1033.22        500.000                 NaN            NaN   2.74491        7.64616                 NaN            NaN   7.14002        41.3360       0.725411        40.4075                 NaN
  1031.71        500.000                 NaN            NaN   2.75545        7.63220                 NaN            NaN   7.13965        41.3362       0.725798        40.4107                 NaN
  1030.20        500.000                 NaN            NaN   2.75221        7.64090                 NaN            NaN   7.14210        41.3306       0.724048        40.4102                 NaN
  1028.69        500.000                 NaN            NaN   2.76718        7.61527                 NaN            NaN   7.13932        41.3384       0.726056        40.4138                 NaN
  1027.18        500.000                 NaN            NaN   2.77813        7.60049                 NaN            NaN   7.13873        41.3392       0.726444        40.4170                 NaN
  1025.67        500.000                 NaN            NaN   2.79358        7.57948                 NaN            NaN   7.13757        41.3403       0.727322        40.4218                 NaN
  1024.16        500.000                 NaN            NaN   2.79894        7.57599                 NaN            NaN   7.13975        41.3349       0.726256        40.4241                 NaN
  1022.65        500.000                 NaN            NaN   2.80604        7.56613                 NaN            NaN   7.13893        41.3358       0.726808        40.4263                 NaN
  1021.14        500.000                 NaN            NaN   2.79863        7.58096                 NaN            NaN   7.14124        41.3287       0.725423        40.4250                 NaN
  1019.63        500.000                 NaN            NaN   2.82660        7.53824                 NaN            NaN   7.13832        41.3367       0.727561        40.4325                 NaN
  1018.12        500.000                 NaN            NaN   2.83591        7.52598                 NaN            NaN   7.13805        41.3367       0.727874        40.4355                 NaN
  1016.61        500.000                 NaN            NaN   2.84512        7.51388                 NaN            NaN   7.13781        41.3367       0.728179        40.4383                 NaN
  1015.10        500.000                 NaN            NaN   2.85423        7.50194                 NaN            NaN   7.13757        41.3366       0.728476        40.4412                 NaN
  1013.59        500.000                 NaN            NaN   2.86484        7.48759                 NaN            NaN   7.13669        41.3381       0.728787        40.4440                 NaN
  1012.08        500.000                 NaN            NaN   2.87301        7.47530                 NaN            NaN   7.13417        41.3388       0.731348        40.4474                 NaN
  1010.57        500.000                 NaN            NaN   2.85876        7.50372                 NaN            NaN   7.14119        41.3260       0.726375        40.4440                 NaN
  1009.06        500.000                 NaN            NaN   2.86740        7.49251                 NaN            NaN   7.14109        41.3257       0.726596        40.4467                 NaN
  1007.55        500.000                 NaN            NaN   2.87595        7.48145                 NaN            NaN   7.14100        41.3254       0.726809        40.4494                 NaN
  1006.04        500.000                 NaN            NaN   2.88886        7.45724                 NaN            NaN   7.13219        41.3362       0.732441        40.4530                 NaN
  1004.53        500.000                 NaN            NaN   2.89275        7.45972                 NaN            NaN   7.14086        41.3247       0.727217        40.4548                 NaN
  1003.02        500.000                 NaN            NaN   2.90101        7.44904                 NaN            NaN   7.14080        41.3243       0.727413        40.4574                 NaN
  1001.51        500.000                 NaN            NaN   2.91829        7.42542                 NaN            NaN   7.14000        41.3256       0.728117        40.4625                 NaN
  1000.00        500.000                 NaN            NaN   2.92675        7.41445                 NaN            NaN   7.13993        41.3253       0.728320        40.4652                 NaN
