|6.6.6
Archiving\03_Data\eqfrac/QFM_m2/YM20/YM20_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1318.42        2500.00                 NaN            NaN   99.4552                 NaN            NaN  0.690676E-001            NaN  0.129502       0.159388       0.186840                 NaN            NaN            NaN            NaN
  1316.96        2500.00                 NaN            NaN   99.4606                 NaN            NaN  0.679604E-001            NaN  0.157593       0.129044       0.184821                 NaN            NaN            NaN            NaN
  1315.51        2500.00                 NaN            NaN   99.4661                 NaN            NaN  0.665272E-001            NaN  0.129096       0.155642       0.182641                 NaN            NaN            NaN            NaN
  1314.06        2500.00                 NaN            NaN   99.4712                 NaN            NaN  0.654297E-001            NaN  0.129075       0.153524       0.180767                 NaN            NaN            NaN            NaN
  1312.60        2500.00                 NaN            NaN   83.7371                 NaN            NaN   1.32420                 NaN   1.98341       0.246897        2.10559        10.6028                 NaN            NaN            NaN
  1311.15        2500.00                 NaN            NaN   84.4796                 NaN            NaN   1.29156                 NaN   1.96447       0.125248        2.01283        10.1263                 NaN            NaN            NaN
  1309.69        2500.00                 NaN            NaN   86.1410                 NaN            NaN   1.18305                 NaN   1.82741       0.113696E-001   1.80740        9.02972                 NaN            NaN            NaN
  1308.24        2500.00                 NaN            NaN   87.4538                 NaN            NaN   1.06737                 NaN  0.748170E-002   1.67799        1.64454        8.14879                 NaN            NaN            NaN
  1306.79        2500.00                 NaN            NaN   88.6286                 NaN            NaN  0.964430                 NaN   1.54683                 NaN   1.49784        7.36234                 NaN            NaN            NaN
  1305.33        2500.00                 NaN            NaN   89.5983                 NaN            NaN  0.880494                 NaN   1.43083                 NaN   1.37696        6.71344                 NaN            NaN            NaN
  1303.88        2500.00                 NaN            NaN   90.4305                 NaN            NaN  0.808006                 NaN   1.33269                 NaN   1.27331        6.15548                 NaN            NaN            NaN
  1302.42        2500.00                 NaN            NaN   91.1288                 NaN            NaN  0.746779                 NaN   1.24514                 NaN   1.18527        5.69400                 NaN            NaN            NaN
  1300.97        2500.00                 NaN            NaN   91.9162                 NaN            NaN  0.684539                 NaN   1.14823                 NaN   1.08458        5.16642                 NaN            NaN            NaN
  1299.52        2500.00                 NaN            NaN   92.4116                 NaN            NaN  0.645967                 NaN   1.08124                 NaN   1.02417        4.83699                 NaN            NaN            NaN
  1298.06        2500.00                 NaN            NaN   92.9347                 NaN            NaN  0.603493                 NaN   1.01460                 NaN  0.957627        4.48954                 NaN            NaN            NaN
  1296.61        2500.00                 NaN            NaN   93.3929                 NaN            NaN  0.566051                 NaN  0.956263                 NaN  0.899594        4.18517                 NaN            NaN            NaN
  1295.15        2500.00                 NaN            NaN   93.8074                 NaN            NaN  0.532134                 NaN  0.905202                 NaN  0.847395        3.90783                 NaN            NaN            NaN
  1293.70        2500.00                 NaN            NaN   93.6045                 NaN            NaN  0.538058                 NaN  0.923888                 NaN  0.876341        4.03032       0.269147E-001            NaN            NaN
  1292.25        2500.00                 NaN            NaN   89.3488                 NaN            NaN  0.740089                 NaN   1.48615                 NaN   1.42751        6.70866       0.288816                 NaN            NaN
  1290.79        2500.00                 NaN            NaN   90.3900                 NaN            NaN  0.683119                 NaN   1.32991                 NaN   1.29088        6.04492       0.261192                 NaN            NaN
  1289.34        2500.00                 NaN            NaN   91.3838                 NaN            NaN  0.623120                 NaN   1.19125                 NaN   1.15970        5.40762       0.234519                 NaN            NaN
  1287.88        2500.00                 NaN            NaN   92.2140                 NaN            NaN  0.570864                 NaN   1.08054                 NaN   1.05087        4.87195       0.211818                 NaN            NaN
  1286.43        2500.00                 NaN            NaN   92.0174                 NaN            NaN  0.530902                 NaN   1.14175                 NaN   1.06414        4.99984       0.245992                 NaN            NaN
  1284.98        2500.00       0.392840                 NaN   92.1193                 NaN            NaN  0.324262                 NaN   1.19491                 NaN  0.998091        4.97062                 NaN            NaN            NaN
  1283.52        2500.00       0.509403                 NaN   89.7286                 NaN            NaN  0.512266                 NaN   1.33393                 NaN   1.37662        6.53918                 NaN            NaN            NaN
  1282.07        2500.00       0.196315                 NaN   95.7313                 NaN            NaN  0.113638                 NaN  0.960174                 NaN  0.465961        2.53262                 NaN            NaN            NaN
  1280.61        2500.00       0.300394                 NaN   93.9343                 NaN            NaN  0.252041                 NaN  0.965178                 NaN  0.765302        3.78274                 NaN            NaN            NaN
  1279.16        2500.00       0.334705                 NaN   93.4551                 NaN            NaN  0.236469                 NaN   1.05757                 NaN  0.819194        4.09700                 NaN            NaN            NaN
  1277.71        2500.00       0.230665                 NaN   95.1796                 NaN            NaN  0.233666                 NaN  0.765271                 NaN  0.612259        2.97850                 NaN            NaN            NaN
  1276.25        2500.00       0.259393                 NaN   94.8277                 NaN            NaN  0.208552                 NaN  0.839840                 NaN  0.647981        3.21650                 NaN            NaN            NaN
  1274.80        2500.00       0.237454                 NaN   95.2272                 NaN            NaN  0.201355                 NaN  0.776370                 NaN  0.599101        2.95854                 NaN            NaN            NaN
  1273.34        2500.00       0.851830E-001            NaN   98.3216                 NaN            NaN  0.628784E-001            NaN  0.233597                 NaN  0.215707        1.08102                 NaN            NaN            NaN
  1271.89        2500.00       0.245194E-001            NaN   99.3343                 NaN            NaN  0.376520E-001            NaN  0.103439                 NaN  0.869188E-001  0.413147                 NaN            NaN            NaN
  1270.44        2500.00       0.558531                 NaN   89.0705                 NaN            NaN  0.419868                 NaN   1.89882                 NaN   1.37054        6.68178                 NaN            NaN            NaN
  1268.98        2500.00       0.155888                 NaN   96.5915                 NaN            NaN  0.179329                 NaN  0.577750                 NaN  0.417983        2.07754                 NaN            NaN            NaN
  1267.53        2500.00       0.183966                 NaN   96.3888                 NaN            NaN  0.138437                 NaN  0.629856                 NaN  0.444847        2.21413                 NaN            NaN            NaN
  1266.07        2500.00       0.169789                 NaN   96.6836                 NaN            NaN  0.117872                 NaN  0.585813                 NaN  0.403861        2.03907                 NaN            NaN            NaN
  1264.62        2500.00       0.428797                 NaN   90.9459                 NaN            NaN  0.574609                 NaN   1.28473                 NaN   1.32469        5.44123                 NaN            NaN            NaN
  1263.17        2500.00       0.108976                 NaN   98.6170                 NaN            NaN            NaN            NaN  0.247310                 NaN  0.175734       0.850938                 NaN            NaN            NaN
  1261.71        2500.00       0.128456E-001            NaN   98.7078                 NaN            NaN            NaN            NaN  0.522850                 NaN            NaN  0.756456                 NaN            NaN            NaN
  1260.26        2500.00       0.547417E-001            NaN   97.2718                 NaN            NaN  0.217403                 NaN  0.526150                 NaN  0.291506        1.39949                 NaN  0.238862                 NaN
  1258.80        2500.00       0.216242                 NaN   95.0778                 NaN            NaN            NaN            NaN  0.887373                 NaN  0.462438        2.66268                 NaN  0.693477                 NaN
  1257.35        2500.00                 NaN            NaN   82.5201        16.4543                 NaN  0.141304                 NaN            NaN            NaN  0.256147       0.301001                 NaN  0.327139                 NaN
  1255.90        2500.00       0.625608                 NaN   79.4798                 NaN            NaN  0.508754                 NaN   3.85244                 NaN   1.77434        10.4719                 NaN   3.28715                 NaN
  1254.44        2500.00       0.434382                 NaN   84.6266                 NaN            NaN  0.457749                 NaN   2.61654                 NaN   1.39650        7.89124                 NaN   2.57696                 NaN
  1252.99        2500.00        1.81734                 NaN   28.7195                 NaN            NaN   2.10448                 NaN   11.4729                 NaN   6.12054        35.4324                 NaN   11.8641        2.46877     
  1251.54        2500.00        2.40680                 NaN            NaN            NaN            NaN   2.77354       0.225843        16.0947                 NaN   9.15755        46.6013                 NaN   16.1136        6.62672     
  1250.08        2500.00        2.40680                 NaN            NaN            NaN            NaN   2.77359       0.225847        16.0951                 NaN   9.15793        46.6339                 NaN   16.1281        6.57883     
  1248.63        2500.00        2.40681                 NaN            NaN            NaN            NaN   2.77364       0.225851        16.0954                 NaN   9.15831        46.6667                 NaN   16.1427        6.53065     
  1247.17        2500.00        2.40682                 NaN            NaN            NaN            NaN   2.77368       0.225855        16.0957                 NaN   9.15869        46.6997                 NaN   16.1574        6.48218     
  1245.72        2500.00        2.40682                 NaN            NaN            NaN            NaN   2.77373       0.225859        16.0961                 NaN   9.15907        46.7329                 NaN   16.1722        6.43335     
  1244.27        2500.00        2.40683                 NaN            NaN            NaN            NaN   2.77378       0.225863        16.0964                 NaN   9.15945        46.7664                 NaN   16.1871        6.38406     
  1242.81        2500.00        2.40684                 NaN            NaN            NaN            NaN   2.77382       0.225867        16.0968                 NaN   9.15983        46.8002                 NaN   16.2022        6.33445     
  1241.36        2500.00        2.40684                 NaN            NaN            NaN            NaN   2.77387       0.225871        16.0971                 NaN   9.16022        46.8341                 NaN   16.2174        6.28455     
  1239.90        2500.00        2.40685                 NaN            NaN            NaN            NaN   2.77392       0.225875        16.0975                 NaN   9.16060        46.8683                 NaN   16.2326        6.23435     
  1238.45        2500.00        2.40686                 NaN            NaN            NaN            NaN   2.77397       0.225879        16.0979                 NaN   9.16098        46.9027                 NaN   16.2480        6.18384     
  1237.00        2500.00        2.40687                 NaN            NaN            NaN            NaN   2.77401       0.225883        16.0982                 NaN   9.16137        46.9372                 NaN   16.2634        6.13302     
  1235.54        2500.00        2.40687                 NaN            NaN            NaN            NaN   2.77406       0.225887        16.0986                 NaN   9.16175        46.9721                 NaN   16.2790        6.08179     
  1234.09        2500.00        2.40688                 NaN            NaN            NaN            NaN   2.77411       0.225891        16.0989                 NaN   9.16214        47.0072                 NaN   16.2947        6.03017     
  1232.63        2500.00        2.40689                 NaN            NaN            NaN            NaN   2.77416       0.225895        16.0993                 NaN   9.16252        47.0425                 NaN   16.3105        5.97823     
  1231.18        2500.00        2.40690                 NaN            NaN            NaN            NaN   2.77421       0.225899        16.0996                 NaN   9.16291        47.0781                 NaN   16.3264        5.92596     
  1229.73        2500.00        2.40691                 NaN            NaN            NaN            NaN   2.77425       0.225903        16.1000                 NaN   9.16329        47.1138                 NaN   16.3424        5.87338     
  1228.27        2500.00        2.40691                 NaN            NaN            NaN            NaN   2.77430       0.225907        16.1003                 NaN   9.16368        47.1498                 NaN   16.3586        5.82047     
  1226.82        2500.00        2.40692                 NaN            NaN            NaN            NaN   2.77435       0.225912        16.1007                 NaN   9.16407        47.1861                 NaN   16.3748        5.76715     
  1225.36        2500.00        2.40693                 NaN            NaN            NaN            NaN   2.77440       0.225916        16.1011                 NaN   9.16446        47.2227                 NaN   16.3912        5.71333     
  1223.91        2500.00        2.40694                 NaN            NaN            NaN            NaN   2.77445       0.225920        16.1014                 NaN   9.16484        47.2595                 NaN   16.4078        5.65917     
  1222.46        2500.00        2.40695                 NaN            NaN            NaN            NaN   2.77450       0.225924        16.1018                 NaN   9.16523        47.2966                 NaN   16.4244        5.60467     
  1221.00        2500.00        2.40696                 NaN            NaN            NaN            NaN   2.77455       0.225928        16.1021                 NaN   9.16562        47.3338                 NaN   16.4411        5.54983     
  1219.55        2500.00        2.40697                 NaN            NaN            NaN            NaN   2.77459       0.225932        16.1025                 NaN   9.16601        47.3714                 NaN   16.4580        5.49465     
  1218.09        2500.00        2.40698                 NaN            NaN            NaN            NaN   2.77464       0.225937        16.1029                 NaN   9.16640        47.4091                 NaN   16.4750        5.43911     
  1216.64        2500.00        2.40699                 NaN            NaN            NaN            NaN   2.77469       0.225941        16.1032                 NaN   9.16680        47.4471                 NaN   16.4920        5.38323     
  1215.19        2500.00        2.40699                 NaN            NaN            NaN            NaN   2.77474       0.225945        16.1036                 NaN   9.16719        47.4853                 NaN   16.5092        5.32701     
  1213.73        2500.00        2.40700                 NaN            NaN            NaN            NaN   2.77479       0.225949        16.1040                 NaN   9.16758        47.5238                 NaN   16.5265        5.27040     
  1212.28        2500.00        2.40701                 NaN            NaN            NaN            NaN   2.77484       0.225954        16.1043                 NaN   9.16797        47.5625                 NaN   16.5439        5.21345     
  1210.82        2500.00        2.40703                 NaN            NaN            NaN            NaN   2.77489       0.225958        16.1047                 NaN   9.16837        47.6022                 NaN   16.5619        5.15497     
  1209.37        2500.00        2.40704                 NaN            NaN            NaN            NaN   2.77495       0.225962        16.1051                 NaN   9.16876        47.6416                 NaN   16.5796        5.09697     
  1207.92        2500.00        2.40705                 NaN            NaN            NaN            NaN   2.77500       0.225967        16.1055                 NaN   9.16916        47.6813                 NaN   16.5975        5.03855     
  1206.46        2500.00        2.40706                 NaN            NaN            NaN            NaN   2.77505       0.225971        16.1058                 NaN   9.16955        47.7213                 NaN   16.6155        4.97972     
  1205.01        2500.00        2.40707                 NaN            NaN            NaN            NaN   2.77510       0.225975        16.1062                 NaN   9.16995        47.7615                 NaN   16.6337        4.92048     
  1203.55        2500.00        2.40708                 NaN            NaN            NaN            NaN   2.77515       0.225980        16.1066                 NaN   9.17035        47.8014                 NaN   16.6516        4.86189     
  1202.10        2500.00        2.40709                 NaN            NaN            NaN            NaN   2.77520       0.225984        16.1070                 NaN   9.17075        47.8424                 NaN   16.6701        4.80151     
  1200.65        2500.00        2.40710                 NaN            NaN            NaN            NaN   2.77525       0.225988        16.1073                 NaN   9.17115        47.8836                 NaN   16.6888        4.74074     
  1199.19        2500.00        2.40711                 NaN            NaN            NaN            NaN   2.77531       0.225993        16.1077                 NaN   9.17155        47.9252                 NaN   16.7076        4.67959     
  1197.74        2500.00        2.40713                 NaN            NaN            NaN            NaN   2.77536       0.225997        16.1081                 NaN   9.17195        47.9670                 NaN   16.7265        4.61804     
  1196.28        2500.00        2.40714                 NaN            NaN            NaN            NaN   2.77541       0.226002        16.1085                 NaN   9.17235        48.0090                 NaN   16.7455        4.55611     
  1194.83        2500.00        2.40715                 NaN            NaN            NaN            NaN   2.77546       0.226006        16.1089                 NaN   9.17275        48.0514                 NaN   16.7646        4.49377     
  1193.38        2500.00        2.40716                 NaN            NaN            NaN            NaN   2.77552       0.226011        16.1092                 NaN   9.17316        48.0940                 NaN   16.7839        4.43103     
  1191.92        2500.00        2.40718                 NaN            NaN            NaN            NaN   2.77557       0.226015        16.1096                 NaN   9.17356        48.1368                 NaN   16.8033        4.36790     
  1190.47        2500.00        2.40719                 NaN            NaN            NaN            NaN   2.77562       0.226020        16.1100                 NaN   9.17396        48.1800                 NaN   16.8228        4.30435     
  1189.01        2500.00        2.40720                 NaN            NaN            NaN            NaN   2.77568       0.226024        16.1104                 NaN   9.17437        48.2234                 NaN   16.8425        4.24039     
  1187.56        2500.00        2.40722                 NaN            NaN            NaN            NaN   2.77573       0.226029        16.1108                 NaN   9.17478        48.2671                 NaN   16.8623        4.17602     
  1186.11        2500.00        2.40723                 NaN            NaN            NaN            NaN   2.77579       0.226034        16.1112                 NaN   9.17518        48.3111                 NaN   16.8823        4.11124     
  1184.65        2500.00        2.40725                 NaN            NaN            NaN            NaN   2.77584       0.226038        16.1116                 NaN   9.17559        48.3553                 NaN   16.9023        4.04604     
  1183.20        2500.00        2.40726                 NaN            NaN            NaN            NaN   2.77590       0.226043        16.1120                 NaN   9.17600        48.4007                 NaN   16.9229        3.97914     
  1181.74        2500.00        2.34096                 NaN            NaN            NaN            NaN   2.78654       0.318764        16.2162                 NaN   9.46268        48.1331                 NaN   16.9075        3.83430     
  1180.29        2500.00        2.34097                 NaN            NaN            NaN            NaN   2.78659       0.318770        16.2166                 NaN   9.46310        48.1782                 NaN   16.9280        3.76782     
  1178.84        2500.00        2.34098                 NaN            NaN            NaN            NaN   2.78665       0.318777        16.2170                 NaN   9.46352        48.2236                 NaN   16.9486        3.70085     
  1177.38        2500.00        2.34100                 NaN            NaN            NaN            NaN   2.78671       0.318784        16.2174                 NaN   9.46394        48.2694                 NaN   16.9694        3.63340     
  1175.93        2500.00        2.34101                 NaN            NaN            NaN            NaN   2.78676       0.318790        16.2178                 NaN   9.46437        48.3154                 NaN   16.9903        3.56546     
  1174.48        2500.00        2.34103                 NaN            NaN            NaN            NaN   2.78682       0.318797        16.2182                 NaN   9.46479        48.3619                 NaN   17.0114        3.49702     
  1173.02        2500.00        2.34104                 NaN            NaN            NaN            NaN   2.78687       0.318804        16.2187                 NaN   9.46522        48.4086                 NaN   17.0327        3.42809     
  1171.57        2500.00        2.34106                 NaN            NaN            NaN            NaN   2.78693       0.318810        16.2191                 NaN   9.46565        48.4557                 NaN   17.0541        3.35865     
  1170.11        2500.00        2.34107                 NaN            NaN            NaN            NaN   2.78699       0.318817        16.2195                 NaN   9.46608        48.5031                 NaN   17.0757        3.28871     
  1168.66        2500.00        2.31633                 NaN            NaN            NaN            NaN   2.81960       0.323762        16.2622                 NaN   9.56889        48.4409                 NaN   17.0826        3.18576     
  1167.21        2500.00        2.31635                 NaN            NaN            NaN            NaN   2.81966       0.323769        16.2626                 NaN   9.56932        48.4889                 NaN   17.1045        3.11495     
  1165.75        2500.00        2.31637                 NaN            NaN            NaN            NaN   2.81972       0.323776        16.2630                 NaN   9.56976        48.5372                 NaN   17.1265        3.04364     
  1164.30        2500.00        2.31638                 NaN            NaN            NaN            NaN   2.81978       0.323783        16.2635                 NaN   9.57020        48.5859                 NaN   17.1487        2.97180     
  1162.84        2500.00        2.31640                 NaN            NaN            NaN            NaN   2.81984       0.323790        16.2639                 NaN   9.57063        48.6350                 NaN   17.1710        2.89943     
  1161.39        2500.00        2.31642                 NaN            NaN            NaN            NaN   2.81990       0.323797        16.2643                 NaN   9.57107        48.6844                 NaN   17.1936        2.82654     
  1159.94        2500.00        2.31643                 NaN            NaN            NaN            NaN   2.81996       0.323804        16.2648                 NaN   9.57151        48.7341                 NaN   17.2163        2.75312     
  1158.48        2500.00        2.31645                 NaN            NaN            NaN            NaN   2.82002       0.323811        16.2652                 NaN   9.57196        48.7842                 NaN   17.2392        2.67916     
  1157.03        2500.00        2.31647                 NaN            NaN            NaN            NaN   2.82008       0.323819        16.2656                 NaN   9.57240        48.8347                 NaN   17.2622        2.60467     
  1155.57        2500.00        2.31649                 NaN            NaN            NaN            NaN   2.82014       0.323826        16.2661                 NaN   9.57284        48.8856                 NaN   17.2854        2.52963     
  1154.12        2500.00        2.31651                 NaN            NaN            NaN            NaN   2.82020       0.323833        16.2665                 NaN   9.57329        48.9368                 NaN   17.3088        2.45404     
  1152.67        2500.00        2.12814                 NaN            NaN            NaN            NaN   3.47325                 NaN   16.1960                 NaN   9.61718        48.8934                 NaN   17.4252        2.26673     
  1151.21        2500.00        2.13171                 NaN            NaN            NaN            NaN   3.46444                 NaN   16.2493                 NaN   9.61840        48.9321                 NaN   17.4366        2.16753     
  1149.76        2500.00        2.13055                 NaN            NaN            NaN            NaN   3.46373                 NaN   16.2449                 NaN   9.63726        48.9808                 NaN   17.4604        2.08234     
  1148.30        2500.00        2.19826       0.707809                 NaN            NaN            NaN   2.35287                 NaN   17.8256                 NaN   8.33969        49.9632                 NaN   17.0034        1.60918     
  1146.85        2500.00        2.19844       0.709759                 NaN            NaN            NaN   2.35019                 NaN   17.8325                 NaN   8.33505        50.0199                 NaN   17.0266        1.52760     
  1145.40        2500.00        2.19861       0.711719                 NaN            NaN            NaN   2.34750                 NaN   17.8393                 NaN   8.33041        50.0769                 NaN   17.0501        1.44543     
  1143.94        2500.00        2.19879       0.713690                 NaN            NaN            NaN   2.34479                 NaN   17.8462                 NaN   8.32575        50.1343                 NaN   17.0738        1.36266     
  1142.49        2500.00        2.19896       0.715673                 NaN            NaN            NaN   2.34209                 NaN   17.8531                 NaN   8.32107        50.1921                 NaN   17.0976        1.27929     
  1141.03        2500.00        2.32617                 NaN            NaN            NaN            NaN   3.13302                 NaN   16.3364                 NaN   9.59912        49.4485                 NaN   17.5091        1.64769     
  1139.58        2500.00        2.19928       0.719673                 NaN            NaN            NaN   2.33664                 NaN   17.8670                 NaN   8.31168        50.3091                 NaN   17.1459        1.11071     
  1138.13        2500.00        2.19944       0.721691                 NaN            NaN            NaN   2.33391                 NaN   17.8740                 NaN   8.30697        50.3682                 NaN   17.1703        1.02550     
  1136.67        2500.00        2.19959       0.723721                 NaN            NaN            NaN   2.33116                 NaN   17.8810                 NaN   8.30223        50.4277                 NaN   17.1949       0.939674     
  1135.22        2500.00        2.19744       0.738926                 NaN            NaN            NaN   2.31400                 NaN   17.9191                 NaN   8.27291        50.5022                 NaN   17.2124       0.843100     
  1133.76        2500.00        1.74458        1.81197                 NaN            NaN            NaN   1.58257                 NaN   20.4943                 NaN   6.54913        51.2179                 NaN   16.5996                 NaN
  1132.31        2500.00        1.74015        1.75457                 NaN            NaN            NaN   1.67390                 NaN   20.3146                 NaN   6.70823        51.1606                 NaN   16.6480                 NaN
  1130.86        2500.00        1.73420        1.87714                 NaN            NaN            NaN   1.51901                 NaN   20.6508                 NaN   6.48380        51.2241                 NaN   16.5109                 NaN
  1129.40        2500.00        1.64692        2.35193                 NaN            NaN            NaN   1.01015                 NaN   21.7502                 NaN   5.62974        51.4915                 NaN   16.1195                 NaN
  1127.95        2500.00        2.18188                 NaN            NaN            NaN            NaN   3.37208                 NaN   16.5185                 NaN   10.0535        49.4220                 NaN   17.6388       0.813117     
  1126.49        2500.00        2.08031                 NaN            NaN            NaN            NaN   3.53665                 NaN   16.6790                 NaN   10.3466        49.1330                 NaN   17.5986       0.625842     
  1125.04        2500.00        2.08033                 NaN            NaN            NaN            NaN   3.53673                 NaN   16.6795                 NaN   10.3471        49.1911                 NaN   17.6253       0.539977     
  1123.59        2500.00        2.08035                 NaN            NaN            NaN            NaN   3.53681                 NaN   16.6800                 NaN   10.3476        49.2495                 NaN   17.6522       0.453498     
  1122.13        2500.00        2.08038                 NaN            NaN            NaN            NaN   3.53690                 NaN   16.6806                 NaN   10.3481        49.3084                 NaN   17.6793       0.366395     
  1120.68        2500.00        2.02784       0.329208                 NaN            NaN            NaN   3.17193                 NaN   17.5043                 NaN   9.73449        49.7238                 NaN   17.5084                 NaN
  1119.22        2500.00        2.00941       0.444024                 NaN            NaN            NaN   3.04449                 NaN   17.7909                 NaN   9.52020        49.7835                 NaN   17.4074                 NaN
  1117.77        2500.00        1.99045       0.562130                 NaN            NaN            NaN   2.91340                 NaN   18.0858                 NaN   9.29975        49.8450                 NaN   17.3035                 NaN
  1116.32        2500.00        1.97100       0.683321                 NaN            NaN            NaN   2.77890                 NaN   18.3883                 NaN   9.07354        49.9079                 NaN   17.1970                 NaN
  1114.86        2500.00        1.95104       0.807660                 NaN            NaN            NaN   2.64090                 NaN   18.6987                 NaN   8.84144        49.9726                 NaN   17.0877                 NaN
  1113.41        2500.00        1.93027       0.937104                 NaN            NaN            NaN   2.49724                 NaN   19.0218                 NaN   8.59980        50.0398                 NaN   16.9740                 NaN
  1111.95        2500.00        1.90901        1.06964                 NaN            NaN            NaN   2.35016                 NaN   19.3527                 NaN   8.35238        50.1086                 NaN   16.8576                 NaN
  1110.50        2500.00        1.40451        3.15151                 NaN            NaN            NaN  0.256326                 NaN   23.8070                 NaN   4.45616        51.5142                 NaN   15.4103                 NaN
  1109.05        2500.00        1.37547        3.27825                 NaN            NaN            NaN  0.123864                 NaN   24.1158                 NaN   4.25325        51.5534                 NaN   15.3000                 NaN
  1107.59        2500.00        1.34795        3.40072                 NaN            NaN            NaN            NaN            NaN   24.4323                 NaN   4.04696        51.5841                 NaN   15.1880                 NaN
  1106.14        2500.00        3.41467        1.33426                 NaN            NaN            NaN            NaN            NaN   24.4790                 NaN   4.04771        51.5526                 NaN   15.1718                 NaN
  1104.69        2500.00        3.42385        1.32485                 NaN            NaN            NaN            NaN            NaN   24.5146                 NaN   4.05366        51.5233                 NaN   15.1598                 NaN
  1103.23        2500.00        3.42693        1.31950                 NaN            NaN            NaN            NaN            NaN   24.5331                 NaN   4.07027        51.4970                 NaN   15.1532                 NaN
  1101.78        2500.00        1.30593        3.44299                 NaN            NaN            NaN            NaN            NaN   24.5990                 NaN   4.06142        51.4604                 NaN   15.1303                 NaN
  1100.32        2500.00        3.53667        1.20690                 NaN            NaN            NaN            NaN            NaN   24.7288                 NaN   3.92924        51.4968       0.495600E-001   15.0520                 NaN
  1098.87        2500.00        1.10419        3.57447                 NaN            NaN            NaN            NaN            NaN   24.9104                 NaN   3.91671        51.3432       0.830931E-001   15.0680                 NaN
  1097.42        2500.00       0.861160        3.72481                 NaN            NaN            NaN            NaN            NaN   25.2306                 NaN   3.72571        51.2444       0.190597        15.0228                 NaN
  1095.96        2500.00       0.619502        3.87430                 NaN            NaN            NaN            NaN            NaN   25.5484                 NaN   3.53647        51.1451       0.297105        14.9792                 NaN
  1094.51        2500.00        4.01587       0.390281                 NaN            NaN            NaN            NaN            NaN   25.8459                 NaN   3.35839        51.0511       0.397989        14.9405                 NaN
  1093.05        2500.00        4.21047       0.848737E-001            NaN            NaN            NaN            NaN            NaN   26.2716                 NaN   3.10760        50.9242       0.530035        14.8713                 NaN
  1091.60        2500.00        4.28666                 NaN            NaN            NaN            NaN            NaN            NaN   26.4969                 NaN   2.99160        50.8798       0.567237        14.7778                 NaN
  1090.15        2500.00        4.26167                 NaN            NaN            NaN            NaN            NaN            NaN   26.3913                 NaN   3.06203        50.8648       0.568401        14.8517                 NaN
  1088.69        2500.00        4.29017                 NaN            NaN            NaN            NaN            NaN            NaN   26.4603                 NaN   3.02762        50.8884       0.572870        14.7607                 NaN
  1087.24        2500.00        4.26858                 NaN            NaN            NaN            NaN            NaN            NaN   26.4820                 NaN   3.06412        50.8098       0.567658        14.8078                 NaN
  1085.78        2500.00        4.26858                 NaN            NaN            NaN            NaN            NaN            NaN   26.4457                 NaN   3.07913        50.8328       0.565483        14.8084                 NaN
  1084.33        2500.00        4.27896                 NaN            NaN            NaN            NaN            NaN            NaN   26.4550                 NaN   3.07825        50.8341       0.574165        14.7795                 NaN
  1082.88        2500.00        4.27379                 NaN            NaN            NaN            NaN            NaN            NaN   26.5684                 NaN   3.08250        50.7431       0.567633        14.7647                 NaN
  1081.42        2500.00        4.27399                 NaN            NaN            NaN            NaN            NaN            NaN   26.5517                 NaN   3.10616        50.7357       0.565910        14.7665                 NaN
  1079.97        2500.00        4.27698                 NaN            NaN            NaN            NaN            NaN            NaN   26.6088                 NaN   3.09623        50.7083       0.568378        14.7412                 NaN
  1078.51        2500.00        4.28559                 NaN            NaN            NaN            NaN            NaN            NaN   26.5906                 NaN   3.08750        50.7339       0.571504        14.7309                 NaN
  1077.06        2500.00        4.29013                 NaN            NaN            NaN            NaN            NaN            NaN   26.6008                 NaN   3.08803        50.7305       0.572571        14.7179                 NaN
  1075.61        2500.00       0.429410        3.40943                 NaN            NaN            NaN  0.521077                 NaN   25.5811                 NaN   4.04434        50.2847       0.627759        15.1021                 NaN
  1074.15        2500.00        4.24986                 NaN            NaN            NaN            NaN  0.200682E-001            NaN   26.6582                 NaN   3.26317        50.5157       0.594780        14.6982                 NaN
  1072.70        2500.00        4.27684                 NaN            NaN            NaN            NaN            NaN            NaN   26.6612                 NaN   3.26047        50.5359       0.581111        14.6846                 NaN
  1071.24        2500.00        4.27423                 NaN            NaN            NaN            NaN            NaN            NaN   26.6727                 NaN   3.25238        50.5334       0.584292        14.6830                 NaN
  1069.79        2500.00        4.27394                 NaN            NaN            NaN            NaN            NaN            NaN   26.6795                 NaN   3.24764        50.5321       0.584957        14.6818                 NaN
  1068.34        2500.00        4.27309                 NaN            NaN            NaN            NaN            NaN            NaN   26.6858                 NaN   3.24333        50.5310       0.586130        14.6807                 NaN
  1066.88        2500.00        4.27223                 NaN            NaN            NaN            NaN            NaN            NaN   26.6935                 NaN   3.23796        50.5295       0.587398        14.6794                 NaN
  1065.43        2500.00        4.27139                 NaN            NaN            NaN            NaN            NaN            NaN   26.7012                 NaN   3.23259        50.5281       0.588645        14.6781                 NaN
  1063.97        2500.00        4.27057                 NaN            NaN            NaN            NaN            NaN            NaN   26.7089                 NaN   3.22723        50.5266       0.589871        14.6769                 NaN
