|6.6.6
Archiving\03_Data\eqfrac/QFM_m2/YM20/YM20_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1316.96        2500.00                 NaN            NaN   99.3411                 NaN            NaN  0.971334E-001            NaN  0.201752       0.167995       0.192021                 NaN            NaN            NaN            NaN
  1315.51        2500.00                 NaN            NaN   99.3472                 NaN            NaN  0.952198E-001            NaN  0.168240       0.199470       0.189895                 NaN            NaN            NaN            NaN
  1314.06        2500.00                 NaN            NaN   99.3528                 NaN            NaN  0.938034E-001            NaN  0.168390       0.196933       0.188083                 NaN            NaN            NaN            NaN
  1312.60        2500.00                 NaN            NaN   82.9347                 NaN            NaN   1.88859                 NaN   2.52351       0.319483        2.16979        10.1640                 NaN            NaN            NaN
  1311.15        2500.00                 NaN            NaN   83.7154                 NaN            NaN   1.84866                 NaN   2.50115       0.162180        2.07274        9.69984                 NaN            NaN            NaN
  1309.69        2500.00                 NaN            NaN   85.4480                 NaN            NaN   1.69960                 NaN   2.32908       0.147376E-001   1.86091        8.64766                 NaN            NaN            NaN
  1308.24        2500.00                 NaN            NaN   86.8177                 NaN            NaN   1.53853                 NaN  0.970398E-002   2.14033        1.69269        7.80102                 NaN            NaN            NaN
  1306.79        2500.00                 NaN            NaN   88.0451                 NaN            NaN   1.39414                 NaN   1.97415                 NaN   1.54116        7.04541                 NaN            NaN            NaN
  1305.33        2500.00                 NaN            NaN   89.0592                 NaN            NaN   1.27616                 NaN   1.82693                 NaN   1.41621        6.42147                 NaN            NaN            NaN
  1303.88        2500.00                 NaN            NaN   89.9296                 NaN            NaN   1.17431                 NaN   1.70209                 NaN   1.30903        5.88492                 NaN            NaN            NaN
  1302.42        2500.00                 NaN            NaN   90.6638                 NaN            NaN   1.08666                 NaN   1.59081                 NaN   1.21796        5.44081                 NaN            NaN            NaN
  1300.97        2500.00                 NaN            NaN   91.4857                 NaN            NaN  0.998750                 NaN   1.46682                 NaN   1.11407        4.93464                 NaN            NaN            NaN
  1299.52        2500.00                 NaN            NaN   92.0053                 NaN            NaN  0.944362                 NaN   1.38128                 NaN   1.05152        4.61756                 NaN            NaN            NaN
  1298.06        2500.00                 NaN            NaN   92.5537                 NaN            NaN  0.883703                 NaN   1.29593                 NaN  0.982781        4.28385                 NaN            NaN            NaN
  1296.61        2500.00                 NaN            NaN   93.0342                 NaN            NaN  0.830219                 NaN   1.22118                 NaN  0.922842        3.99156                 NaN            NaN            NaN
  1295.15        2500.00                 NaN            NaN   93.4679                 NaN            NaN  0.781721                 NaN   1.15602                 NaN  0.868944        3.72539                 NaN            NaN            NaN
  1293.70        2500.00                 NaN            NaN   93.2453                 NaN            NaN  0.791342                 NaN   1.17907                 NaN  0.897960        3.83907       0.472088E-001            NaN            NaN
  1292.25        2500.00                 NaN            NaN   88.6927                 NaN            NaN   1.08669                 NaN   1.88858                 NaN   1.45801        6.36902       0.504965                 NaN            NaN
  1290.79        2500.00                 NaN            NaN   89.7833                 NaN            NaN   1.00551                 NaN   1.69035                 NaN   1.31978        5.74392       0.457132                 NaN            NaN
  1289.34        2500.00                 NaN            NaN   90.8254                 NaN            NaN  0.919212                 NaN   1.51460                 NaN   1.18688        5.14301       0.410877                 NaN            NaN
  1287.88        2500.00                 NaN            NaN   91.6958                 NaN            NaN  0.844261                 NaN   1.37447                 NaN   1.07653        4.63749       0.371470                 NaN            NaN
  1286.43        2500.00                 NaN            NaN   91.4848                 NaN            NaN  0.783619                 NaN   1.44928                 NaN   1.09049        4.76028       0.431556                 NaN            NaN
  1284.98        2500.00       0.670999                 NaN   91.5708                 NaN            NaN  0.480175                 NaN   1.51898                 NaN   1.02359        4.73542                 NaN            NaN            NaN
  1283.52        2500.00       0.869806                 NaN   89.0341                 NaN            NaN  0.765503                 NaN   1.69391                 NaN   1.41127        6.22540                 NaN            NaN            NaN
  1282.07        2500.00       0.337109                 NaN   95.3662                 NaN            NaN  0.169378                 NaN   1.22470                 NaN  0.479941        2.42271                 NaN            NaN            NaN
  1280.61        2500.00       0.515759                 NaN   93.4733                 NaN            NaN  0.375742                 NaN   1.22963                 NaN  0.788181        3.61740                 NaN            NaN            NaN
  1279.16        2500.00       0.575008                 NaN   92.9592                 NaN            NaN  0.353192                 NaN   1.34816                 NaN  0.844255        3.92019                 NaN            NaN            NaN
  1277.71        2500.00       0.397316                 NaN   94.7890                 NaN            NaN  0.349076                 NaN  0.976475                 NaN  0.632377        2.85572                 NaN            NaN            NaN
  1276.25        2500.00       0.447236                 NaN   94.4132                 NaN            NaN  0.312097                 NaN   1.07184                 NaN  0.669777        3.08583                 NaN            NaN            NaN
  1274.80        2500.00       0.409851                 NaN   94.8355                 NaN            NaN  0.301563                 NaN  0.991104                 NaN  0.620046        2.84192                 NaN            NaN            NaN
  1273.34        2500.00       0.147588                 NaN   98.1931                 NaN            NaN  0.948169E-001            NaN  0.299233                 NaN  0.223927        1.04134                 NaN            NaN            NaN
  1271.89        2500.00       0.425216E-001            NaN   99.2798                 NaN            NaN  0.570340E-001            NaN  0.132181                 NaN  0.903065E-001  0.398117                 NaN            NaN            NaN
  1270.44        2500.00       0.963650                 NaN   88.1751                 NaN            NaN  0.631852                 NaN   2.41569                 NaN   1.41463        6.39906                 NaN            NaN            NaN
  1268.98        2500.00       0.270553                 NaN   96.2794                 NaN            NaN  0.269813                 NaN  0.740228                 NaN  0.434828        2.00521                 NaN            NaN            NaN
  1267.53        2500.00       0.319801                 NaN   96.0631                 NaN            NaN  0.208296                 NaN  0.806941                 NaN  0.463168        2.13869                 NaN            NaN            NaN
  1266.07        2500.00       0.295383                 NaN   96.3846                 NaN            NaN  0.177799                 NaN  0.750366                 NaN  0.420995        1.97090                 NaN            NaN            NaN
  1264.62        2500.00       0.744857                 NaN   90.1213                 NaN            NaN  0.871257                 NaN   1.63910                 NaN   1.37751        5.24600                 NaN            NaN            NaN
  1263.17        2500.00       0.191335                 NaN   98.4800                 NaN            NaN            NaN            NaN  0.318184                 NaN  0.184244       0.826232                 NaN            NaN            NaN
  1261.71        2500.00       0.224902E-001            NaN   98.5695                 NaN            NaN            NaN            NaN  0.672734                 NaN            NaN  0.735249                 NaN            NaN            NaN
  1260.26        2500.00       0.956959E-001            NaN   97.0055                 NaN            NaN  0.329798                 NaN  0.676374                 NaN  0.305511        1.35995                 NaN  0.227215                 NaN
  1258.80        2500.00       0.378503                 NaN   94.7549                 NaN            NaN            NaN            NaN   1.13850                 NaN  0.484424        2.58425                 NaN  0.659390                 NaN
  1257.35        2500.00                 NaN            NaN   82.5653        16.3446                 NaN  0.216490                 NaN            NaN            NaN  0.269107       0.292602                 NaN  0.311988                 NaN
  1255.90        2500.00        1.08319                 NaN   78.2826                 NaN            NaN  0.764860                 NaN   4.88799                 NaN   1.84046        10.0456                 NaN   3.09534                 NaN
  1254.44        2500.00       0.756185                 NaN   83.7231                 NaN            NaN  0.695023                 NaN   3.33071                 NaN   1.45641        7.59865                 NaN   2.43994                 NaN
  1252.99        2500.00        3.06919                 NaN   27.4984                 NaN            NaN   3.09451                 NaN   14.1284                 NaN   6.18026        32.9682                 NaN   10.8770        2.18401     
  1251.54        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        42.7006                 NaN   14.5492        5.77372     
  1250.08        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        42.7286                 NaN   14.5627        5.73227     
  1248.63        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        42.7567                 NaN   14.5762        5.69056     
  1247.17        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        42.7850                 NaN   14.5899        5.64860     
  1245.72        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        42.8135                 NaN   14.6036        5.60632     
  1244.27        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        42.8423                 NaN   14.6175        5.56363     
  1242.81        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        42.8713                 NaN   14.6315        5.52067     
  1241.36        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        42.9005                 NaN   14.6456        5.47744     
  1239.90        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        42.9298                 NaN   14.6597        5.43393     
  1238.45        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        42.9594                 NaN   14.6740        5.39016     
  1237.00        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        42.9891                 NaN   14.6883        5.34611     
  1235.54        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        43.0190                 NaN   14.7028        5.30170     
  1234.09        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        43.0492                 NaN   14.7173        5.25694     
  1232.63        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        43.0796                 NaN   14.7320        5.21190     
  1231.18        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        43.1102                 NaN   14.7468        5.16657     
  1229.73        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        43.1410                 NaN   14.7616        5.12096     
  1228.27        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        43.1719                 NaN   14.7765        5.07506     
  1226.82        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        43.2031                 NaN   14.7916        5.02879     
  1225.36        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        43.2346                 NaN   14.8068        4.98208     
  1223.91        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        43.2663                 NaN   14.8221        4.93507     
  1222.46        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        43.2983                 NaN   14.8375        4.88776     
  1221.00        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        43.3304                 NaN   14.8530        4.84015     
  1219.55        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        43.3627                 NaN   14.8686        4.79223     
  1218.09        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        43.3952                 NaN   14.8843        4.74399     
  1216.64        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        43.4280                 NaN   14.9001        4.69545     
  1215.19        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        43.4609                 NaN   14.9160        4.64661     
  1213.73        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        43.4941                 NaN   14.9320        4.59743     
  1212.28        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        43.5275                 NaN   14.9481        4.54794     
  1210.82        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        43.5618                 NaN   14.9646        4.49711     
  1209.37        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        43.5958                 NaN   14.9810        4.44669     
  1207.92        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        43.6300                 NaN   14.9976        4.39591     
  1206.46        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        43.6645                 NaN   15.0142        4.34476     
  1205.01        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        43.6993                 NaN   15.0310        4.29324     
  1203.55        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        43.7337                 NaN   15.0476        4.24230     
  1202.10        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        43.7691                 NaN   15.0646        4.18978     
  1200.65        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        43.8047                 NaN   15.0818        4.13692     
  1199.19        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        43.8406                 NaN   15.0992        4.08371     
  1197.74        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        43.8768                 NaN   15.1166        4.03016     
  1196.28        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        43.9131                 NaN   15.1341        3.97626     
  1194.83        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        43.9497                 NaN   15.1518        3.92201     
  1193.38        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        43.9865                 NaN   15.1696        3.86740     
  1191.92        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        44.0236                 NaN   15.1874        3.81244     
  1190.47        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        44.0609                 NaN   15.2055        3.75712     
  1189.01        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        44.0985                 NaN   15.2236        3.70142     
  1187.56        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        44.1363                 NaN   15.2418        3.64537     
  1186.11        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        44.1744                 NaN   15.2602        3.58896     
  1184.65        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        44.2127                 NaN   15.2787        3.53217     
  1183.20        2500.00        4.02198                 NaN            NaN            NaN            NaN   4.02241       0.339461        19.4864                 NaN   9.10624        44.2520                 NaN   15.2976        3.47389     
  1181.74        2500.00        3.91059                 NaN            NaN            NaN            NaN   4.03715       0.478625        19.5573                 NaN   9.38892        43.9986                 NaN   15.2817        3.34707     
  1180.29        2500.00        3.91059                 NaN            NaN            NaN            NaN   4.03715       0.478625        19.5573                 NaN   9.38892        44.0377                 NaN   15.3006        3.28915     
  1178.84        2500.00        3.91059                 NaN            NaN            NaN            NaN   4.03715       0.478625        19.5573                 NaN   9.38892        44.0770                 NaN   15.3196        3.23081     
  1177.38        2500.00        3.91059                 NaN            NaN            NaN            NaN   4.03715       0.478625        19.5573                 NaN   9.38892        44.1167                 NaN   15.3387        3.17203     
  1175.93        2500.00        3.91059                 NaN            NaN            NaN            NaN   4.03715       0.478625        19.5573                 NaN   9.38892        44.1566                 NaN   15.3580        3.11282     
  1174.48        2500.00        3.91059                 NaN            NaN            NaN            NaN   4.03715       0.478625        19.5573                 NaN   9.38892        44.1968                 NaN   15.3774        3.05318     
  1173.02        2500.00        3.91059                 NaN            NaN            NaN            NaN   4.03715       0.478625        19.5573                 NaN   9.38892        44.2374                 NaN   15.3969        2.99310     
  1171.57        2500.00        3.91059                 NaN            NaN            NaN            NaN   4.03715       0.478625        19.5573                 NaN   9.38892        44.2782                 NaN   15.4166        2.93257     
  1170.11        2500.00        3.91059                 NaN            NaN            NaN            NaN   4.03715       0.478625        19.5573                 NaN   9.38892        44.3193                 NaN   15.4365        2.87160     
  1168.66        2500.00        3.86903                 NaN            NaN            NaN            NaN   4.08409       0.486011        19.5894                 NaN   9.48994        44.2578                 NaN   15.4422        2.78164     
  1167.21        2500.00        3.86903                 NaN            NaN            NaN            NaN   4.08409       0.486011        19.5894                 NaN   9.48994        44.2994                 NaN   15.4622        2.71991     
  1165.75        2500.00        3.86903                 NaN            NaN            NaN            NaN   4.08409       0.486011        19.5894                 NaN   9.48994        44.3414                 NaN   15.4825        2.65773     
  1164.30        2500.00        3.86903                 NaN            NaN            NaN            NaN   4.08409       0.486011        19.5894                 NaN   9.48994        44.3836                 NaN   15.5029        2.59508     
  1162.84        2500.00        3.86903                 NaN            NaN            NaN            NaN   4.08409       0.486011        19.5894                 NaN   9.48994        44.4262                 NaN   15.5234        2.53197     
  1161.39        2500.00        3.86903                 NaN            NaN            NaN            NaN   4.08409       0.486011        19.5894                 NaN   9.48994        44.4691                 NaN   15.5441        2.46840     
  1159.94        2500.00        3.86903                 NaN            NaN            NaN            NaN   4.08409       0.486011        19.5894                 NaN   9.48994        44.5123                 NaN   15.5649        2.40435     
  1158.48        2500.00        3.86903                 NaN            NaN            NaN            NaN   4.08409       0.486011        19.5894                 NaN   9.48994        44.5558                 NaN   15.5859        2.33984     
  1157.03        2500.00        3.86903                 NaN            NaN            NaN            NaN   4.08409       0.486011        19.5894                 NaN   9.48994        44.5996                 NaN   15.6071        2.27485     
  1155.57        2500.00        3.86903                 NaN            NaN            NaN            NaN   4.08409       0.486011        19.5894                 NaN   9.48994        44.6438                 NaN   15.6284        2.20938     
  1154.12        2500.00        3.86903                 NaN            NaN            NaN            NaN   4.08409       0.486011        19.5894                 NaN   9.48994        44.6883                 NaN   15.6499        2.14342     
  1152.67        2500.00        3.55580                 NaN            NaN            NaN            NaN   5.06338                 NaN   19.4599                 NaN   9.53383        44.6502                 NaN   15.7568        1.98005     
  1151.21        2500.00        3.56107                 NaN            NaN            NaN            NaN   5.04557                 NaN   19.5202                 NaN   9.53386        44.6799                 NaN   15.7661        1.89331     
  1149.76        2500.00        3.56095                 NaN            NaN            NaN            NaN   5.04744                 NaN   19.5091                 NaN   9.55230        44.7230                 NaN   15.7882        1.81899     
  1148.30        2500.00        3.66089        1.07859                 NaN            NaN            NaN   3.39727                 NaN   21.4032                 NaN   8.24187        45.4857                 NaN   15.3308        1.40164     
  1146.85        2500.00        3.66112        1.08132                 NaN            NaN            NaN   3.39328                 NaN   21.4105                 NaN   8.23681        45.5344                 NaN   15.3520        1.33061     
  1145.40        2500.00        3.66134        1.08406                 NaN            NaN            NaN   3.38928                 NaN   21.4179                 NaN   8.23173        45.5834                 NaN   15.3732        1.25905     
  1143.94        2500.00        3.66155        1.08681                 NaN            NaN            NaN   3.38526                 NaN   21.4253                 NaN   8.22664        45.6328                 NaN   15.3947        1.18697     
  1142.49        2500.00        3.66175        1.08958                 NaN            NaN            NaN   3.38123                 NaN   21.4328                 NaN   8.22153        45.6825                 NaN   15.4163        1.11437     
  1141.03        2500.00        3.88470                 NaN            NaN            NaN            NaN   4.53602                 NaN   19.6627                 NaN   9.51114        45.1329                 NaN   15.8330        1.43945     
  1139.58        2500.00        3.66214        1.09518                 NaN            NaN            NaN   3.37314                 NaN   21.4477                 NaN   8.21127        45.7830                 NaN   15.4600       0.967553     
  1138.13        2500.00        3.66232        1.09801                 NaN            NaN            NaN   3.36907                 NaN   21.4552                 NaN   8.20611        45.8339                 NaN   15.4821       0.893340     
  1136.67        2500.00        3.66249        1.10085                 NaN            NaN            NaN   3.36498                 NaN   21.4628                 NaN   8.20094        45.8850                 NaN   15.5044       0.818583     
  1135.22        2500.00        3.65863        1.12324                 NaN            NaN            NaN   3.33990                 NaN   21.5063                 NaN   8.17101        45.9472                 NaN   15.5193       0.734423     
  1133.76        2500.00        2.89220        2.71899                 NaN            NaN            NaN   2.28995                 NaN   24.3738                 NaN   6.43881        46.3871                 NaN   14.8991                 NaN
  1132.31        2500.00        2.61300        2.90929                 NaN            NaN            NaN   2.41475                 NaN   24.1682                 NaN   6.59723        46.3494                 NaN   14.9481                 NaN
  1130.86        2500.00        2.87579        2.81738                 NaN            NaN            NaN   2.18278                 NaN   24.5502                 NaN   6.37300        46.3831                 NaN   14.8178                 NaN
  1129.40        2500.00        2.72504        3.52066                 NaN            NaN            NaN   1.44828                 NaN   25.8057                 NaN   5.52281        46.5380                 NaN   14.4395                 NaN
  1127.95        2500.00        3.64216                 NaN            NaN            NaN            NaN   4.87939                 NaN   19.7955                 NaN   9.95358        45.0718                 NaN   15.9473       0.710270     
  1126.49        2500.00        3.47163                 NaN            NaN            NaN            NaN   5.11603                 NaN   19.9246                 NaN   10.2405        44.7938                 NaN   15.9069       0.546548     
  1125.04        2500.00        3.47163                 NaN            NaN            NaN            NaN   5.11602                 NaN   19.9246                 NaN   10.2405        44.8444                 NaN   15.9313       0.471574     
  1123.59        2500.00        3.47164                 NaN            NaN            NaN            NaN   5.11602                 NaN   19.9246                 NaN   10.2405        44.8953                 NaN   15.9559       0.396060     
  1122.13        2500.00        3.47164                 NaN            NaN            NaN            NaN   5.11602                 NaN   19.9246                 NaN   10.2405        44.9466                 NaN   15.9807       0.319996     
  1120.68        2500.00        3.37879       0.488785                 NaN            NaN            NaN   4.58102                 NaN   20.8767                 NaN   9.61815        45.2541                 NaN   15.8024                 NaN
  1119.22        2500.00        3.34647       0.658922                 NaN            NaN            NaN   4.39480                 NaN   21.2082                 NaN   9.40153        45.2860                 NaN   15.7041                 NaN
  1117.77        2500.00        3.31326       0.833754                 NaN            NaN            NaN   4.20343                 NaN   21.5487                 NaN   9.17894        45.3188                 NaN   15.6031                 NaN
  1116.32        2500.00        3.27921        1.01296                 NaN            NaN            NaN   4.00728                 NaN   21.8978                 NaN   8.95078        45.3523                 NaN   15.4996                 NaN
  1114.86        2500.00        3.24432        1.19663                 NaN            NaN            NaN   3.80625                 NaN   22.2556                 NaN   8.71694        45.3868                 NaN   15.3935                 NaN
  1113.41        2500.00        3.20804        1.38763                 NaN            NaN            NaN   3.59720                 NaN   22.6277                 NaN   8.47377        45.4226                 NaN   15.2831                 NaN
  1111.95        2500.00        3.17093        1.58296                 NaN            NaN            NaN   3.38340                 NaN   23.0082                 NaN   8.22509        45.4592                 NaN   15.1703                 NaN
  1110.50        2500.00        2.31707        4.69077                 NaN            NaN            NaN  0.367849                 NaN   28.1169                 NaN   4.35471        46.3899                 NaN   13.7628                 NaN
  1109.05        2500.00        2.26835        4.87821                 NaN            NaN            NaN  0.177732                 NaN   28.4629                 NaN   4.15414        46.4010                 NaN   13.6577                 NaN
  1107.59        2500.00        2.22178        5.05368                 NaN            NaN            NaN            NaN            NaN   28.8198                 NaN   3.95041        46.4035                 NaN   13.5509                 NaN
  1106.14        2500.00        5.07414        2.19877                 NaN            NaN            NaN            NaN            NaN   28.8687                 NaN   3.95077        46.3716                 NaN   13.5361                 NaN
  1104.69        2500.00        5.08686        2.18317                 NaN            NaN            NaN            NaN            NaN   28.9068                 NaN   3.95625        46.3418                 NaN   13.5251                 NaN
  1103.23        2500.00        5.09256        2.17480                 NaN            NaN            NaN            NaN            NaN   28.9253                 NaN   3.97223        46.3159                 NaN   13.5193                 NaN
  1101.78        2500.00        2.15174        5.11230                 NaN            NaN            NaN            NaN            NaN   28.9968                 NaN   3.96311        46.2779                 NaN   13.4981                 NaN
  1100.32        2500.00        5.25556        1.98865                 NaN            NaN            NaN            NaN            NaN   29.0980                 NaN   3.83397        46.3123       0.829867E-001   13.4286                 NaN
  1098.87        2500.00        1.81889        5.30594                 NaN            NaN            NaN            NaN            NaN   29.3367                 NaN   3.81943        46.1444       0.139055        13.4356                 NaN
  1097.42        2500.00        1.41797        5.52716                 NaN            NaN            NaN            NaN            NaN   29.6959                 NaN   3.63056        46.0231       0.318739        13.3865                 NaN
  1095.96        2500.00        1.01964        5.74690                 NaN            NaN            NaN            NaN            NaN   30.0529                 NaN   3.44366        45.9015       0.496503        13.3389                 NaN
  1094.51        2500.00        5.95505       0.642120                 NaN            NaN            NaN            NaN            NaN   30.3880                 NaN   3.26799        45.7861       0.664648        13.2961                 NaN
  1093.05        2500.00        6.24046       0.139560                 NaN            NaN            NaN            NaN            NaN   30.8575                 NaN   3.02128        45.6331       0.884396        13.2236                 NaN
  1091.60        2500.00        6.35243                 NaN            NaN            NaN            NaN            NaN            NaN   31.0657                 NaN   2.90797        45.5886       0.946317        13.1390                 NaN
  1090.15        2500.00        6.31786                 NaN            NaN            NaN            NaN            NaN            NaN   30.9893                 NaN   2.97597        45.5653       0.948127        13.2035                 NaN
  1088.69        2500.00        6.35498                 NaN            NaN            NaN            NaN            NaN            NaN   31.0212                 NaN   2.94309        45.5991       0.955784        13.1259                 NaN
  1087.24        2500.00        6.31981                 NaN            NaN            NaN            NaN            NaN            NaN   31.0811                 NaN   2.97755        45.5106       0.946780        13.1642                 NaN
  1085.78        2500.00        6.33008                 NaN            NaN            NaN            NaN            NaN            NaN   31.0345                 NaN   2.99227        45.5337       0.943212        13.1662                 NaN
  1084.33        2500.00        6.33561                 NaN            NaN            NaN            NaN            NaN            NaN   31.0378                 NaN   2.99142        45.5362       0.957712        13.1413                 NaN
  1082.88        2500.00        6.32235                 NaN            NaN            NaN            NaN            NaN            NaN   31.1664                 NaN   2.99483        45.4439       0.946609        13.1259                 NaN
  1081.42        2500.00        6.32915                 NaN            NaN            NaN            NaN            NaN            NaN   31.1427                 NaN   3.01784        45.4381       0.943760        13.1285                 NaN
  1079.97        2500.00        6.32489                 NaN            NaN            NaN            NaN            NaN            NaN   31.2053                 NaN   3.00784        45.4089       0.947782        13.1053                 NaN
  1078.51        2500.00        6.33909                 NaN            NaN            NaN            NaN            NaN            NaN   31.1802                 NaN   2.99932        45.4317       0.952998        13.0967                 NaN
  1077.06        2500.00        6.34545                 NaN            NaN            NaN            NaN            NaN            NaN   31.1873                 NaN   2.99970        45.4273       0.954753        13.0855                 NaN
  1075.61        2500.00       0.628011        5.05572                 NaN            NaN            NaN  0.741576                 NaN   30.0508                 NaN   3.93465        45.0924        1.04840        13.4485                 NaN
  1074.15        2500.00        6.26431                 NaN            NaN            NaN            NaN  0.285091E-001            NaN   31.2597                 NaN   3.16890        45.2212       0.991532        13.0658                 NaN
  1072.70        2500.00        6.30720                 NaN            NaN            NaN            NaN            NaN            NaN   31.2636                 NaN   3.16627        45.2396       0.968759        13.0545                 NaN
  1071.24        2500.00        6.30214                 NaN            NaN            NaN            NaN            NaN            NaN   31.2764                 NaN   3.15827        45.2358       0.974037        13.0534                 NaN
  1069.79        2500.00        6.30111                 NaN            NaN            NaN            NaN            NaN            NaN   31.2839                 NaN   3.15356        45.2336       0.975130        13.0527                 NaN
  1068.34        2500.00        6.29925                 NaN            NaN            NaN            NaN            NaN            NaN   31.2907                 NaN   3.14927        45.2316       0.977071        13.0521                 NaN
  1066.88        2500.00        6.29726                 NaN            NaN            NaN            NaN            NaN            NaN   31.2992                 NaN   3.14395        45.2291       0.979168        13.0514                 NaN
  1065.43        2500.00        6.29529                 NaN            NaN            NaN            NaN            NaN            NaN   31.3076                 NaN   3.13862        45.2266       0.981229        13.0506                 NaN
  1063.97        2500.00        6.29336                 NaN            NaN            NaN            NaN            NaN            NaN   31.3161                 NaN   3.13330        45.2241       0.983255        13.0499                 NaN
  1062.52        2500.00        6.29146                 NaN            NaN            NaN            NaN            NaN            NaN   31.3246                 NaN   3.12797        45.2216       0.985250        13.0491                 NaN
