|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2.75/EETA/EETA_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        an             Sp(TH)         O(HP)          San(TH)        ilm            q             
  1182.38        500.000                 NaN  0.364689        11.3742                 NaN   7.37810                 NaN            NaN   40.8563       0.575185        39.4515     
  1181.32        500.000                 NaN  0.154784        11.5876                 NaN   7.38038                 NaN            NaN   40.8508       0.574241        39.4523     
  1180.26        500.000                 NaN   11.7446                 NaN            NaN   7.38180                 NaN            NaN   40.8483       0.573336        39.4520     
  1179.20        500.000                 NaN   11.7459                 NaN            NaN   7.38468                 NaN            NaN   40.8445       0.572554        39.4524     
  1178.14        500.000                 NaN   11.7389                 NaN            NaN   7.38287                 NaN            NaN   40.8522       0.574837        39.4512     
  1177.08        500.000                 NaN  0.508321        11.2390                 NaN   7.38724                 NaN            NaN   40.8414       0.571544        39.4526     
  1176.02        500.000                 NaN   5.24273        6.45475       0.132325E-002   7.35205                 NaN            NaN   40.9116       0.589637        39.4479     
  1174.96        500.000                 NaN   4.29170        7.41832                 NaN   7.36333                 NaN            NaN   40.8927       0.585041        39.4489     
  1173.90        500.000                 NaN   5.10395        6.59669       0.186664E-002   7.35611                 NaN            NaN   40.9047       0.588164        39.4486     
  1172.84        500.000                 NaN   4.09845        7.61459                 NaN   7.36869                 NaN            NaN   40.8865       0.582932        39.4488     
  1171.78        500.000                 NaN   4.47145        7.23933       0.385739E-004   7.36378                 NaN            NaN   40.8910       0.584881        39.4495     
  1170.72        500.000                 NaN  0.262408E-001   2.82256        8.94237        7.34149                 NaN            NaN   40.8231       0.576108        39.4681     
  1169.66        500.000                 NaN   2.85945        8.93028       0.163956E-004   7.34189                 NaN            NaN   40.8254       0.575907        39.4671     
  1168.60        500.000                 NaN   4.21622        7.50251                 NaN   7.37162                 NaN            NaN   40.8761       0.582594        39.4510     
  1167.54        500.000                 NaN   4.64434        7.06936       0.247220E-003   7.37265                 NaN            NaN   40.8808       0.582750        39.4498     
  1166.48        500.000                 NaN   2.39948        9.36010                 NaN   7.40065                 NaN            NaN   40.8188       0.566493        39.4545     
  1165.41        500.000                 NaN   4.57137        7.14395       0.105317E-002   7.37316                 NaN            NaN   40.8778       0.582102        39.4506     
  1164.35        500.000                 NaN   4.51188        7.20662                 NaN   7.37503                 NaN            NaN   40.8743       0.581226        39.4509     
  1163.29        500.000                 NaN   2.81799        8.94375                 NaN   7.40384                 NaN            NaN   40.8142       0.565374        39.4549     
  1162.23        500.000                 NaN   11.7714                 NaN            NaN   7.41450                 NaN            NaN   40.7971       0.561158        39.4558     
  1161.17        500.000                 NaN   6.95688        4.78038                 NaN   7.39448                 NaN            NaN   40.8447       0.573011        39.4505     
  1160.11        500.000                 NaN   2.27471        9.47626                 NaN   7.40202                 NaN            NaN   40.8242       0.568585        39.4543     
  1159.05        500.000                 NaN   4.12864        7.60185       0.133795E-005   7.38748                 NaN            NaN   40.8534       0.576102        39.4526     
  1157.99        500.000                 NaN   4.09065        7.63873       0.175109E-005   7.38882                 NaN            NaN   40.8530       0.576391        39.4524     
  1156.93        500.000                 NaN   2.64282        6.33765        2.75681        7.40013                 NaN            NaN   40.8383       0.571208        39.4531     
  1155.87        500.000                 NaN   4.24041        7.52938                 NaN   7.41725                 NaN            NaN   40.7957       0.561202        39.4560     
  1154.81        500.000                 NaN   3.83987        7.89213                 NaN   7.39788                 NaN            NaN   40.8427       0.575219        39.4522     
  1153.75        500.000                 NaN   3.81807        7.92190                 NaN   7.39906                 NaN            NaN   40.8352       0.572047        39.4537     
  1152.69        500.000                 NaN   3.75419        7.98627       0.629282E-005   7.40051                 NaN            NaN   40.8333       0.571806        39.4539     
  1151.63        500.000                 NaN   2.52171        7.07553        2.15567        7.40885                 NaN            NaN   40.8159       0.567165        39.4551     
  1150.57        500.000                 NaN   3.61835        8.12430       0.624147E-005   7.40212                 NaN            NaN   40.8306       0.570534        39.4541     
  1149.51        500.000                 NaN   3.86941        7.88043                 NaN   7.40472                 NaN            NaN   40.8206       0.569412        39.4554     
  1148.45        500.000                 NaN   3.72461        8.03083       0.600673E-004   7.40585                 NaN            NaN   40.8132       0.568743        39.4567     
  1147.39        500.000                 NaN   3.73505        8.01941                 NaN   7.40849                 NaN            NaN   40.8129       0.567835        39.4563     
  1146.33        500.000                 NaN   3.65145        8.10486                 NaN   7.41043                 NaN            NaN   40.8095       0.567130        39.4567     
  1145.27        500.000                 NaN   3.55574        8.20181                 NaN   7.41291                 NaN            NaN   40.8063       0.566453        39.4568     
  1144.21        500.000                 NaN  0.881501        10.8827                 NaN   7.46972                 NaN            NaN   40.7548       0.557389        39.4538     
  1143.15        500.000                 NaN   2.29697        9.47617       0.116727E-005   7.43027                 NaN            NaN   40.7793       0.558176        39.4591     
  1142.09        500.000                 NaN   9.39790        2.39056                 NaN   7.46583                 NaN            NaN   40.7423       0.546643        39.4568     
  1141.03        500.000                 NaN   3.30895        8.45493                 NaN   7.42228                 NaN            NaN   40.7952       0.562256        39.4564     
  1139.97        500.000                 NaN   1.00690        10.7574       0.188092E-005   7.47263                 NaN            NaN   40.7528       0.557293        39.4530     
  1138.91        500.000                 NaN   3.18115        8.58481                 NaN   7.42886                 NaN            NaN   40.7867       0.560582        39.4579     
  1137.85        500.000                 NaN   3.09225        8.67549       0.556556E-003   7.42974                 NaN            NaN   40.7841       0.559868        39.4580     
  1136.79        500.000                 NaN   2.97249        8.79946                 NaN   7.43455                 NaN            NaN   40.7769       0.558022        39.4585     
  1135.72        500.000                 NaN   2.85959        8.91551                 NaN   7.43750                 NaN            NaN   40.7719       0.556684        39.4588     
  1134.66        500.000                 NaN   2.66098        9.11625                 NaN   7.44209                 NaN            NaN   40.7663       0.555400        39.4589     
  1133.60        500.000                 NaN   2.62307        9.15843                 NaN   7.44350                 NaN            NaN   40.7614       0.554046        39.4595     
  1132.54        500.000                 NaN   2.54597        9.23752                 NaN   7.44758                 NaN            NaN   40.7565       0.552871        39.4595     
  1131.48        500.000                 NaN   2.49749        9.28948                 NaN   7.44864                 NaN            NaN   40.7522       0.551962        39.4602     
  1130.42        500.000                 NaN   2.43698        9.35082       0.808568E-003   7.44908                 NaN            NaN   40.7507       0.551279        39.4603     
  1129.36        500.000                 NaN   2.35889        9.43361                 NaN   7.45357                 NaN            NaN   40.7434       0.549537        39.4610     
  1128.30        500.000                 NaN   2.28174        9.51336                 NaN   7.45567                 NaN            NaN   40.7394       0.548532        39.4613     
  1127.24        500.000                 NaN   2.45877        9.35201                 NaN   7.45381                 NaN            NaN   40.7271       0.545490        39.4628     
  1126.18        500.000                 NaN   2.02214        9.78170                 NaN   7.46164                 NaN            NaN   40.7274       0.545003        39.4621     
  1125.12        500.000                 NaN   2.07376        9.72810       0.525812E-003   7.46166                 NaN            NaN   40.7284       0.545576        39.4620     
  1124.06        500.000                 NaN   1.99015        9.81646                 NaN   7.46570                 NaN            NaN   40.7210       0.543951        39.4627     
  1123.00        500.000                 NaN   1.78866        10.0242                 NaN   7.46910                 NaN            NaN   40.7134       0.541437        39.4632     
  1121.94        500.000                 NaN   1.83418        9.97847                 NaN   7.47118                 NaN            NaN   40.7113       0.541395        39.4635     
  1120.88        500.000                 NaN   1.58696        10.2307                 NaN   7.47496                 NaN            NaN   40.7044       0.539293        39.4637     
  1119.82        500.000                 NaN   1.50779        10.3135                 NaN   7.47822                 NaN            NaN   40.6984       0.537935        39.4642     
  1118.76        500.000                 NaN   1.44108        10.3834       0.787713E-005   7.47995                 NaN            NaN   40.6943       0.536629        39.4646     
  1117.70        500.000                 NaN   1.37982        10.4458                 NaN   7.48139                 NaN            NaN   40.6921       0.536113        39.4647     
  1116.64        500.000                 NaN   1.27518        10.5539                 NaN   7.48428                 NaN            NaN   40.6868       0.534675        39.4651     
  1115.58        500.000                 NaN   1.26264        10.5686       0.281219E-005   7.48634                 NaN            NaN   40.6832       0.533745        39.4654     
  1114.52        500.000                 NaN   1.35762        10.4844                 NaN   7.49500                 NaN            NaN   40.6676       0.529394        39.4659     
  1113.46        500.000                 NaN   10.5693        1.27785                 NaN   7.49628                 NaN            NaN   40.6617       0.527922        39.4670     
  1112.40        500.000                 NaN   10.8075        1.04278                 NaN   7.49903                 NaN            NaN   40.6568       0.526570        39.4673     
  1111.34        500.000                 NaN   11.0720       0.781629                 NaN   7.50188                 NaN            NaN   40.6516       0.525146        39.4677     
  1110.28        500.000                 NaN   11.3857       0.471605                 NaN   7.50489                 NaN            NaN   40.6462       0.523609        39.4680     
  1109.22        500.000                 NaN   11.6632       0.193042       0.369269E-003   7.52524                 NaN            NaN   40.6253       0.526080        39.4668     
  1108.16        500.000                 NaN   11.7192       0.274554E-004            NaN   7.49959                 NaN  0.975863E-001   40.6608       0.528087        39.4948     
  1107.10        500.000                 NaN   11.4883                 NaN            NaN   7.47981                 NaN  0.248381        40.7069       0.542524        39.5341     
  1106.04        500.000                 NaN   10.0803                 NaN            NaN   7.37190                 NaN   1.19586        40.9499       0.613853        39.7882     
  1104.97        500.000                 NaN   9.63869       0.137866E-003            NaN   7.33531                 NaN   1.48950        41.0311       0.638473        39.8668     
  1103.91        500.000                 NaN   9.42618                 NaN            NaN   7.31839                 NaN   1.63049        41.0700       0.650343        39.9046     
  1102.85        500.000                 NaN   9.30039                 NaN            NaN   7.30804                 NaN   1.71440        41.0928       0.657257        39.9272     
  1101.79        500.000                 NaN   9.16013                 NaN            NaN   7.29686                 NaN   1.80764        41.1181       0.665040        39.9523     
  1100.73        500.000                 NaN   9.05194                 NaN            NaN   7.28829                 NaN   1.87978        41.1372       0.670931        39.9718     
  1099.67        500.000                 NaN   8.96341                 NaN            NaN   7.28146                 NaN   1.93886        41.1527       0.675750        39.9879     
  1098.61        500.000                 NaN   7.64958       0.318380E-005            NaN   7.15908                 NaN   2.78114        41.4413       0.759802        40.2090     
  1097.55        500.000                 NaN   8.81466                 NaN            NaN   7.27040                 NaN   2.03855        41.1775       0.683733        40.0151     
  1096.49        500.000                 NaN   8.74442                 NaN            NaN   7.26485                 NaN   2.08504        41.1905       0.687595        40.0276     
  1095.43        500.000                 NaN   7.90304                 NaN            NaN   7.18580                 NaN   2.62832        41.3789       0.737542        40.1665     
  1094.37        500.000                 NaN   8.62921                 NaN            NaN   7.25637                 NaN   2.16217        41.2098       0.693752        40.0487     
  1093.31        500.000                 NaN   8.58040                 NaN            NaN   7.25285                 NaN   2.19495        41.2174       0.696511        40.0579     
  1092.25        500.000                 NaN   7.57308                 NaN            NaN   7.15709                 NaN   2.83565        41.4463       0.762485        40.2254     
  1091.19        500.000                 NaN   7.55905       0.130193E-002            NaN   7.15665                 NaN   2.84481        41.4472       0.762927        40.2280     
  1090.13        500.000                 NaN   7.54804                 NaN            NaN   7.15636                 NaN   2.85366        41.4479       0.763344        40.2307     
  1089.07        500.000                 NaN   7.53538                 NaN            NaN   7.15595                 NaN   2.86267        41.4488       0.763839        40.2334     
  1088.01        500.000                 NaN   7.52366                 NaN            NaN   7.15590                 NaN   2.87110        41.4491       0.764221        40.2360     
  1086.95        500.000                 NaN   7.51097                 NaN            NaN   7.15532                 NaN   2.88010        41.4504       0.764661        40.2386     
  1085.89        500.000                 NaN   7.49887                 NaN            NaN   7.15510                 NaN   2.88885        41.4508       0.765059        40.2413     
  1084.83        500.000                 NaN   7.48767                 NaN            NaN   7.15478                 NaN   2.89687        41.4516       0.765440        40.2437     
  1083.77        500.000                 NaN   7.47581                 NaN            NaN   7.15452                 NaN   2.90536        41.4522       0.765856        40.2462     
  1082.71        500.000                 NaN   7.46442                 NaN            NaN   7.15424                 NaN   2.91356        41.4528       0.766246        40.2487     
  1081.65        500.000                 NaN   7.45289                 NaN            NaN   7.15397                 NaN   2.92183        41.4535       0.766627        40.2512     
  1080.59        500.000                 NaN   7.44389                 NaN            NaN   7.15409                 NaN   2.92812        41.4538       0.767097        40.2530     
  1079.53        500.000                 NaN   7.43034                 NaN            NaN   7.15346                 NaN   2.93805        41.4546       0.767398        40.2561     
  1078.47        500.000                 NaN   7.41922                 NaN            NaN   7.15327                 NaN   2.94610        41.4550       0.767747        40.2586     
  1077.41        500.000                 NaN   7.40818                 NaN            NaN   7.15298                 NaN   2.95404        41.4556       0.768144        40.2610     
  1076.35        500.000                 NaN   7.39698                 NaN            NaN   7.15272                 NaN   2.96206        41.4563       0.768526        40.2634     
  1075.28        500.000                 NaN   7.38619                 NaN            NaN   7.15250                 NaN   2.96985        41.4568       0.768879        40.2658     
  1074.22        500.000                 NaN   7.37544                 NaN            NaN   7.15228                 NaN   2.97761        41.4572       0.769243        40.2682     
  1073.16        500.000                 NaN   7.36641                 NaN            NaN   7.15240                 NaN   2.98413        41.4573       0.769596        40.2702     
  1072.10        500.000                 NaN   7.35490                 NaN            NaN   7.15218                 NaN   2.99240        41.4580       0.769896        40.2726     
  1071.04        500.000                 NaN   7.34360                 NaN            NaN   7.15158                 NaN   3.00066        41.4586       0.770287        40.2752     
  1069.98        500.000                 NaN   7.33320                 NaN            NaN   7.15138                 NaN   3.00818        41.4591       0.770618        40.2776     
  1068.92        500.000                 NaN   7.32354                 NaN            NaN   7.15124                 NaN   3.01532        41.4592       0.770889        40.2798     
  1067.86        500.000                 NaN   7.31239                 NaN            NaN   7.15108                 NaN   3.02320        41.4598       0.771322        40.2822     
  1066.80        500.000                 NaN   7.30224                 NaN            NaN   7.15091                 NaN   3.03056        41.4602       0.771648        40.2844     
  1065.74        500.000                 NaN   7.29207                 NaN            NaN   7.15072                 NaN   3.03793        41.4606       0.771987        40.2867     
  1064.68        500.000                 NaN   7.28203                 NaN            NaN   7.15055                 NaN   3.04522        41.4609       0.772310        40.2890     
  1063.62        500.000                 NaN   7.27217                 NaN            NaN   7.15041                 NaN   3.05238        41.4612       0.772632        40.2912     
  1062.56        500.000                 NaN   7.26229                 NaN            NaN   7.15025                 NaN   3.05958        41.4615       0.772942        40.2934     
  1061.50        500.000                 NaN   7.25255                 NaN            NaN   7.15008                 NaN   3.06666        41.4618       0.773253        40.2956     
  1060.44        500.000                 NaN   7.24280                 NaN            NaN   7.14996                 NaN   3.07375        41.4621       0.773569        40.2978     
  1059.38        500.000                 NaN   7.23320                 NaN            NaN   7.14983                 NaN   3.08075        41.4624       0.773871        40.3000     
  1058.32        500.000                 NaN   7.22367                 NaN            NaN   7.14969                 NaN   3.08769        41.4626       0.774174        40.3021     
  1057.26        500.000                 NaN   7.21419                 NaN            NaN   7.14957                 NaN   3.09461        41.4629       0.774474        40.3043     
  1056.20        500.000                 NaN   7.20481                 NaN            NaN   7.14945                 NaN   3.10146        41.4631       0.774768        40.3064     
  1055.14        500.000                 NaN   7.27696                 NaN            NaN   7.15066                 NaN   3.04758        41.4592       0.774407        40.2912     
  1054.08        500.000                 NaN   7.26760                 NaN            NaN   7.15055                 NaN   3.05442        41.4594       0.774698        40.2933     
  1053.02        500.000                 NaN   7.25831                 NaN            NaN   7.15044                 NaN   3.06122        41.4596       0.774985        40.2955     
  1051.96        500.000                 NaN   7.24909                 NaN            NaN   7.15035                 NaN   3.06797        41.4598       0.775268        40.2976     
  1050.90        500.000                 NaN   7.23995                 NaN            NaN   7.15025                 NaN   3.07466        41.4599       0.775547        40.2997     
  1049.84        500.000                 NaN   7.23088                 NaN            NaN   7.15016                 NaN   3.08131        41.4600       0.775826        40.3018     
  1048.78        500.000                 NaN   7.22188                 NaN            NaN   7.15008                 NaN   3.08791        41.4602       0.776099        40.3039     
  1047.72        500.000                 NaN   7.21295                 NaN            NaN   7.15000                 NaN   3.09446        41.4603       0.776369        40.3059     
  1046.66        500.000                 NaN   7.20410                 NaN            NaN   7.14993                 NaN   3.10097        41.4604       0.776636        40.3080     
  1045.60        500.000                 NaN   7.19531                 NaN            NaN   7.14987                 NaN   3.10744        41.4604       0.776898        40.3100     
  1044.53        500.000                 NaN   7.18659                 NaN            NaN   7.14981                 NaN   3.11386        41.4605       0.777159        40.3121     
  1043.47        500.000                 NaN   7.09768                 NaN            NaN   7.14843                 NaN   3.17998        41.4646       0.778063        40.3312     
  1042.41        500.000                 NaN   7.08921                 NaN            NaN   7.14839                 NaN   3.18623        41.4646       0.778312        40.3332     
  1041.35        500.000                 NaN   7.08082                 NaN            NaN   7.14836                 NaN   3.19243        41.4646       0.778559        40.3352     
  1040.29        500.000                 NaN   7.07249                 NaN            NaN   7.14833                 NaN   3.19859        41.4646       0.778803        40.3372     
  1039.23        500.000                 NaN   7.06423                 NaN            NaN   7.14830                 NaN   3.20470        41.4646       0.779043        40.3391     
  1038.17        500.000                 NaN   7.05603                 NaN            NaN   7.14828                 NaN   3.21078        41.4646       0.779281        40.3411     
  1037.11        500.000                 NaN   7.04789                 NaN            NaN   7.14827                 NaN   3.21681        41.4645       0.779515        40.3430     
  1036.05        500.000                 NaN   7.03982                 NaN            NaN   7.14826                 NaN   3.22280        41.4644       0.779746        40.3449     
  1034.99        500.000                 NaN   7.03181                 NaN            NaN   7.14825                 NaN   3.22875        41.4644       0.779974        40.3469     
  1033.93        500.000                 NaN   7.02386                 NaN            NaN   7.14825                 NaN   3.23466        41.4643       0.780199        40.3488     
  1032.87        500.000                 NaN   7.01597                 NaN            NaN   7.14826                 NaN   3.24053        41.4642       0.780421        40.3507     
  1031.81        500.000                 NaN   7.00814                 NaN            NaN   7.14827                 NaN   3.24636        41.4640       0.780639        40.3526     
  1030.75        500.000                 NaN   7.00037                 NaN            NaN   7.14829                 NaN   3.25215        41.4639       0.780855        40.3544     
  1029.69        500.000                 NaN   6.99267                 NaN            NaN   7.14831                 NaN   3.25789        41.4637       0.781067        40.3563     
  1028.63        500.000                 NaN   6.98501                 NaN            NaN   7.14834                 NaN   3.26362        41.4636       0.781277        40.3582     
  1027.57        500.000                 NaN   6.97742                 NaN            NaN   7.14837                 NaN   3.26929        41.4634       0.781484        40.3600     
  1026.51        500.000                 NaN   6.97044                 NaN            NaN   7.14848                 NaN   3.27461        41.4630       0.781643        40.3618     
  1025.45        500.000                 NaN   6.96296                 NaN            NaN   7.14853                 NaN   3.28022        41.4628       0.781843        40.3636     
  1024.39        500.000                 NaN   6.95552                 NaN            NaN   7.14858                 NaN   3.28579        41.4626       0.782042        40.3655     
  1023.33        500.000                 NaN   6.94816                 NaN            NaN   7.14864                 NaN   3.29133        41.4624       0.782236        40.3673     
  1022.27        500.000                 NaN   6.94083                 NaN            NaN   7.14869                 NaN   3.29683        41.4621       0.782431        40.3691     
  1021.21        500.000                 NaN   6.93357                 NaN            NaN   7.14876                 NaN   3.30229        41.4619       0.782620        40.3709     
  1020.15        500.000                 NaN   6.92637                 NaN            NaN   7.14883                 NaN   3.30772        41.4616       0.782807        40.3727     
  1019.09        500.000                 NaN   6.91921                 NaN            NaN   7.14891                 NaN   3.31311        41.4613       0.782991        40.3745     
  1018.03        500.000                 NaN   6.91161                 NaN            NaN   7.14893                 NaN   3.31876        41.4611       0.783213        40.3763     
  1016.97        500.000                 NaN   6.90457                 NaN            NaN   7.14902                 NaN   3.32409        41.4608       0.783390        40.3781     
  1015.91        500.000                 NaN   6.89759                 NaN            NaN   7.14911                 NaN   3.32937        41.4605       0.783566        40.3799     
  1014.84        500.000                 NaN   6.89065                 NaN            NaN   7.14921                 NaN   3.33463        41.4601       0.783737        40.3816     
  1013.78        500.000                 NaN   6.88376                 NaN            NaN   7.14931                 NaN   3.33985        41.4598       0.783907        40.3834     
  1012.72        500.000                 NaN   6.87693                 NaN            NaN   7.14942                 NaN   3.34504        41.4594       0.784074        40.3851     
  1011.66        500.000                 NaN   6.87015                 NaN            NaN   7.14953                 NaN   3.35020        41.4590       0.784238        40.3868     
  1010.60        500.000                 NaN   6.86342                 NaN            NaN   7.14965                 NaN   3.35532        41.4586       0.784399        40.3886     
  1009.54        500.000                 NaN   6.85674                 NaN            NaN   7.14978                 NaN   3.36042        41.4582       0.784558        40.3903     
  1008.48        500.000                 NaN   6.85011                 NaN            NaN   7.14991                 NaN   3.36547        41.4578       0.784715        40.3920     
  1007.42        500.000                 NaN   6.84353                 NaN            NaN   7.15004                 NaN   3.37050        41.4574       0.784868        40.3937     
  1006.36        500.000                 NaN   6.83699                 NaN            NaN   7.15018                 NaN   3.37550        41.4569       0.785018        40.3954     
  1005.30        500.000                 NaN   6.83044                 NaN            NaN   7.15030                 NaN   3.38048        41.4565       0.785176        40.3971     
  1004.24        500.000                 NaN   6.82407                 NaN            NaN   7.15047                 NaN   3.38541        41.4560       0.785311        40.3988     
  1003.18        500.000                 NaN   6.81679                 NaN            NaN   7.15052                 NaN   3.39082        41.4558       0.785530        40.4006     
  1002.12        500.000                 NaN   6.81083                 NaN            NaN   7.15073                 NaN   3.39548        41.4551       0.785637        40.4022     
  1001.06        500.000                 NaN   6.80490                 NaN            NaN   7.15094                 NaN   3.40012        41.4545       0.785743        40.4038     
