|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2.75/EETA/EETA_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        an             Sp(TH)         O(HP)          San(TH)        ilm            q             
  1185.56        500.000                 NaN  0.784634        7.82483                 NaN   7.13418                 NaN            NaN   43.0022       0.326666        40.9275     
  1184.50        500.000                 NaN  0.650848        7.96471                 NaN   7.13408                 NaN            NaN   42.9949       0.326119        40.9293     
  1183.44        500.000                 NaN   3.21968        5.36841       0.122940E-005   7.12420                 NaN            NaN   43.0314       0.331777        40.9245     
  1182.38        500.000                 NaN  0.270354        8.35128                 NaN   7.14061                 NaN            NaN   42.9815       0.324397        40.9318     
  1181.32        500.000                 NaN  0.114762        8.50989                 NaN   7.14280                 NaN            NaN   42.9753       0.323859        40.9334     
  1180.26        500.000                 NaN   8.62644                 NaN            NaN   7.14415                 NaN            NaN   42.9721       0.323343        40.9339     
  1179.20        500.000                 NaN   8.62764                 NaN            NaN   7.14690                 NaN            NaN   42.9676       0.322896        40.9349     
  1178.14        500.000                 NaN   8.62130                 NaN            NaN   7.14509                 NaN            NaN   42.9751       0.324176        40.9344     
  1177.08        500.000                 NaN  0.369789        8.25876                 NaN   7.14931                 NaN            NaN   42.9633       0.322314        40.9366     
  1176.02        500.000                 NaN   3.88986        4.69605       0.972540E-003   7.11493                 NaN            NaN   43.0349       0.332498        40.9308     
  1174.96        500.000                 NaN   3.18481        5.41159                 NaN   7.12588                 NaN            NaN   43.0149       0.329903        40.9329     
  1173.90        500.000                 NaN   3.78812        4.80052       0.137232E-002   7.11881                 NaN            NaN   43.0266       0.331656        40.9329     
  1172.84        500.000                 NaN   3.04228        5.55653                 NaN   7.13100                 NaN            NaN   43.0073       0.328702        40.9342     
  1171.78        500.000                 NaN   3.31961        5.27748       0.283958E-004   7.12619                 NaN            NaN   43.0113       0.329794        40.9356     
  1170.72        500.000                 NaN  0.197899E-001   2.09772        6.54952        7.10528                 NaN            NaN   42.9433       0.324872        40.9595     
  1169.66        500.000                 NaN   2.12500        6.54021       0.121273E-004   7.10563                 NaN            NaN   42.9453       0.324753        40.9591     
  1168.60        500.000                 NaN   3.13211        5.47244                 NaN   7.13369                 NaN            NaN   42.9941       0.328487        40.9392     
  1167.54        500.000                 NaN   3.45000        5.14988       0.181809E-003   7.13461                 NaN            NaN   42.9983       0.328566        40.9385     
  1166.48        500.000                 NaN   1.74807        6.89059                 NaN   7.16197                 NaN            NaN   42.9343       0.319407        40.9457     
  1165.41        500.000                 NaN   3.39687        5.20406       0.775439E-003   7.13507                 NaN            NaN   42.9942       0.328190        40.9408     
  1164.35        500.000                 NaN   3.35315        5.25030                 NaN   7.13685                 NaN            NaN   42.9901       0.327690        40.9419     
  1163.29        500.000                 NaN   2.05333        6.58676                 NaN   7.16497                 NaN            NaN   42.9280       0.318759        40.9482     
  1162.23        500.000                 NaN   8.64876                 NaN            NaN   7.17527                 NaN            NaN   42.9095       0.316377        40.9501     
  1161.17        500.000                 NaN   5.13477        3.48412                 NaN   7.15569                 NaN            NaN   42.9581       0.323046        40.9443     
  1160.11        500.000                 NaN   1.65811        6.97384                 NaN   7.16295                 NaN            NaN   42.9358       0.320544        40.9488     
  1159.05        500.000                 NaN   3.07178        5.54187       0.985949E-006   7.14876                 NaN            NaN   42.9655       0.324773        40.9473     
  1157.99        500.000                 NaN   3.04276        5.56990       0.129113E-005   7.15002                 NaN            NaN   42.9646       0.324929        40.9477     
  1156.93        500.000                 NaN   1.96613        4.62244        2.03074        7.16093                 NaN            NaN   42.9485       0.322002        40.9492     
  1155.87        500.000                 NaN   3.09324        5.55403                 NaN   7.17767                 NaN            NaN   42.9045       0.316364        40.9542     
  1154.81        500.000                 NaN   2.85781        5.75735                 NaN   7.15869                 NaN            NaN   42.9522       0.324251        40.9497     
  1153.75        500.000                 NaN   2.84222        5.77971                 NaN   7.15981                 NaN            NaN   42.9438       0.322457        40.9520     
  1152.69        500.000                 NaN   2.79460        5.82777       0.464266E-005   7.16118                 NaN            NaN   42.9412       0.322315        40.9529     
  1151.63        500.000                 NaN   1.87743        5.16390        1.59146        7.16929                 NaN            NaN   42.9229       0.319697        40.9553     
  1150.57        500.000                 NaN   2.69421        5.93020       0.460662E-005   7.16263                 NaN            NaN   42.9371       0.321585        40.9543     
  1149.51        500.000                 NaN   2.87946        5.75058                 NaN   7.16523                 NaN            NaN   42.9268       0.320952        40.9570     
  1148.45        500.000                 NaN   2.77217        5.86271       0.442794E-004   7.16634                 NaN            NaN   42.9188       0.320571        40.9594     
  1147.39        500.000                 NaN   2.78044        5.85358                 NaN   7.16882                 NaN            NaN   42.9177       0.320052        40.9594     
  1146.33        500.000                 NaN   2.71877        5.91682                 NaN   7.17068                 NaN            NaN   42.9136       0.319649        40.9605     
  1145.27        500.000                 NaN   2.64812        5.98860                 NaN   7.17304                 NaN            NaN   42.9097       0.319261        40.9613     
  1144.21        500.000                 NaN  0.656900        7.98867                 NaN   7.22784                 NaN            NaN   42.8542       0.314141        40.9582     
  1143.15        500.000                 NaN   1.71286        6.93723       0.864201E-006   7.18978                 NaN            NaN   42.8804       0.314585        40.9652     
  1142.09        500.000                 NaN   6.88710        1.77750                 NaN   7.22407                 NaN            NaN   42.8403       0.308076        40.9630     
  1141.03        500.000                 NaN   2.46521        6.17671                 NaN   7.18195                 NaN            NaN   42.8957       0.316871        40.9636     
  1139.97        500.000                 NaN  0.750758        7.89469       0.139118E-005   7.23052                 NaN            NaN   42.8499       0.314064        40.9601     
  1138.91        500.000                 NaN   2.37223        6.27086                 NaN   7.18829                 NaN            NaN   42.8860       0.315918        40.9667     
  1137.85        500.000                 NaN   2.30631        6.33869       0.411639E-003   7.18908                 NaN            NaN   42.8826       0.315509        40.9674     
  1136.79        500.000                 NaN   2.21722        6.43101                 NaN   7.19374                 NaN            NaN   42.8748       0.314464        40.9688     
  1135.72        500.000                 NaN   2.13328        6.51762                 NaN   7.19657                 NaN            NaN   42.8689       0.313704        40.9699     
  1134.66        500.000                 NaN   1.98537        6.66724                 NaN   7.20099                 NaN            NaN   42.8627       0.312976        40.9708     
  1133.60        500.000                 NaN   1.95736        6.69909                 NaN   7.20232                 NaN            NaN   42.8570       0.312207        40.9721     
  1132.54        500.000                 NaN   1.90007        6.75818                 NaN   7.20623                 NaN            NaN   42.8512       0.311539        40.9728     
  1131.48        500.000                 NaN   1.86436        6.79700                 NaN   7.20723                 NaN            NaN   42.8462       0.311022        40.9742     
  1130.42        500.000                 NaN   1.81927        6.84288       0.599637E-003   7.20762                 NaN            NaN   42.8441       0.310631        40.9749     
  1129.36        500.000                 NaN   1.76121        6.90461                 NaN   7.21196                 NaN            NaN   42.8360       0.309645        40.9766     
  1128.30        500.000                 NaN   1.70393        6.96420                 NaN   7.21396                 NaN            NaN   42.8313       0.309073        40.9775     
  1127.24        500.000                 NaN   1.83624        6.84580                 NaN   7.21219                 NaN            NaN   42.8182       0.307356        40.9802     
  1126.18        500.000                 NaN   1.51154        7.16404                 NaN   7.21970                 NaN            NaN   42.8177       0.307074        40.9799     
  1125.12        500.000                 NaN   1.54914        7.12493       0.390363E-003   7.21966                 NaN            NaN   42.8181       0.307391        40.9804     
  1124.06        500.000                 NaN   1.48706        7.19100                 NaN   7.22356                 NaN            NaN   42.8099       0.306470        40.9820     
  1123.00        500.000                 NaN   1.33759        7.34567                 NaN   7.22684                 NaN            NaN   42.8016       0.305049        40.9833     
  1121.94        500.000                 NaN   1.37080        7.31223                 NaN   7.22882                 NaN            NaN   42.7989       0.305020        40.9843     
  1120.88        500.000                 NaN   1.18692        7.50056                 NaN   7.23245                 NaN            NaN   42.7910       0.303830        40.9852     
  1119.82        500.000                 NaN   1.12787        7.56269                 NaN   7.23558                 NaN            NaN   42.7843       0.303061        40.9865     
  1118.76        500.000                 NaN   1.07826        7.61505       0.585641E-005   7.23723                 NaN            NaN   42.7795       0.302320        40.9877     
  1117.70        500.000                 NaN   1.03172        7.66260                 NaN   7.23859                 NaN            NaN   42.7766       0.302023        40.9885     
  1116.64        500.000                 NaN  0.953594        7.74363                 NaN   7.24136                 NaN            NaN   42.7706       0.301208        40.9896     
  1115.58        500.000                 NaN  0.944340        7.75466       0.209101E-005   7.24333                 NaN            NaN   42.7663       0.300679        40.9907     
  1114.52        500.000                 NaN   1.00933        7.69855                 NaN   7.25174                 NaN            NaN   42.7499       0.298225        40.9923     
  1113.46        500.000                 NaN   7.76132       0.951089                 NaN   7.25296                 NaN            NaN   42.7431       0.297391        40.9941     
  1112.40        500.000                 NaN   7.93882       0.776301                 NaN   7.25560                 NaN            NaN   42.7375       0.296625        40.9952     
  1111.34        500.000                 NaN   8.13599       0.582007                 NaN   7.25834                 NaN            NaN   42.7316       0.295817        40.9963     
  1110.28        500.000                 NaN   8.36986       0.351237                 NaN   7.26122                 NaN            NaN   42.7253       0.294947        40.9974     
  1109.22        500.000                 NaN   8.57816       0.144362       0.274828E-003   7.28090                 NaN            NaN   42.7030       0.296334        40.9970     
  1108.16        500.000                 NaN   8.62406       0.204033E-004            NaN   7.25573                 NaN  0.599865E-001   42.7379       0.297446        41.0249     
  1107.10        500.000                 NaN   8.45909                 NaN            NaN   7.23607                 NaN  0.152667        42.7830       0.305551        41.0636     
  1106.04        500.000                 NaN   7.46095                 NaN            NaN   7.12859                 NaN  0.734702        43.0197       0.345569        41.3105     
  1104.97        500.000                 NaN   7.14742       0.101363E-003            NaN   7.09221                 NaN  0.914964        43.0987       0.359374        41.3872     
  1103.91        500.000                 NaN   6.99646                 NaN            NaN   7.07536                 NaN   1.00148        43.1362       0.366025        41.4245     
  1102.85        500.000                 NaN   6.90721                 NaN            NaN   7.06505                 NaN   1.05295        43.1579       0.369895        41.4470     
  1101.79        500.000                 NaN   6.80765                 NaN            NaN   7.05390                 NaN   1.11015        43.1821       0.374252        41.4720     
  1100.73        500.000                 NaN   6.73089                 NaN            NaN   7.04534                 NaN   1.15439        43.2002       0.377548        41.4916     
  1099.67        500.000                 NaN   6.66811                 NaN            NaN   7.03852                 NaN   1.19061        43.2147       0.380242        41.5078     
  1098.61        500.000                 NaN   5.72957       0.236842E-005            NaN   6.91720                 NaN   1.70707        43.4988       0.427345        41.7200     
  1097.55        500.000                 NaN   6.56277                 NaN            NaN   7.02744                 NaN   1.25172        43.2378       0.384702        41.5355     
  1096.49        500.000                 NaN   6.51285                 NaN            NaN   7.02189                 NaN   1.28021        43.2499       0.386860        41.5483     
  1095.43        500.000                 NaN   5.90986                 NaN            NaN   6.94363                 NaN   1.61333        43.4361       0.414845        41.6822     
  1094.37        500.000                 NaN   6.43125                 NaN            NaN   7.01337                 NaN   1.32746        43.2675       0.390295        41.5701     
  1093.31        500.000                 NaN   6.39673                 NaN            NaN   7.00983                 NaN   1.34754        43.2744       0.391834        41.5797     
  1092.25        500.000                 NaN   5.67622                 NaN            NaN   6.91491                 NaN   1.74025        43.4997       0.428797        41.7401     
  1091.19        500.000                 NaN   5.66636       0.970867E-003            NaN   6.91443                 NaN   1.74583        43.5000       0.429036        41.7434     
  1090.13        500.000                 NaN   5.65876                 NaN            NaN   6.91410                 NaN   1.75122        43.4999       0.429261        41.7467     
  1089.07        500.000                 NaN   5.64994                 NaN            NaN   6.91365                 NaN   1.75670        43.5001       0.429530        41.7500     
  1088.01        500.000                 NaN   5.64182                 NaN            NaN   6.91353                 NaN   1.76183        43.4998       0.429735        41.7533     
  1086.95        500.000                 NaN   5.63291                 NaN            NaN   6.91292                 NaN   1.76731        43.5004       0.429973        41.7565     
  1085.89        500.000                 NaN   5.62453                 NaN            NaN   6.91265                 NaN   1.77264        43.5002       0.430188        41.7598     
  1084.83        500.000                 NaN   5.61672                 NaN            NaN   6.91228                 NaN   1.77751        43.5002       0.430393        41.7629     
  1083.77        500.000                 NaN   5.60845                 NaN            NaN   6.91198                 NaN   1.78268        43.5002       0.430617        41.7661     
  1082.71        500.000                 NaN   5.60053                 NaN            NaN   6.91165                 NaN   1.78766        43.5002       0.430827        41.7692     
  1081.65        500.000                 NaN   5.59250                 NaN            NaN   6.91132                 NaN   1.79269        43.5002       0.431032        41.7723     
  1080.59        500.000                 NaN   5.58629                 NaN            NaN   6.91139                 NaN   1.79651        43.4998       0.431287        41.7747     
  1079.53        500.000                 NaN   5.57682                 NaN            NaN   6.91072                 NaN   1.80255        43.5000       0.431446        41.7785     
  1078.47        500.000                 NaN   5.56910                 NaN            NaN   6.91049                 NaN   1.80745        43.4997       0.431633        41.7816     
  1077.41        500.000                 NaN   5.56143                 NaN            NaN   6.91015                 NaN   1.81227        43.4997       0.431847        41.7846     
  1076.35        500.000                 NaN   5.55363                 NaN            NaN   6.90984                 NaN   1.81715        43.4996       0.432052        41.7877     
  1075.28        500.000                 NaN   5.54614                 NaN            NaN   6.90958                 NaN   1.82188        43.4994       0.432241        41.7907     
  1074.22        500.000                 NaN   5.53867                 NaN            NaN   6.90931                 NaN   1.82660        43.4993       0.432437        41.7937     
  1073.16        500.000                 NaN   5.53240                 NaN            NaN   6.90937                 NaN   1.83055        43.4987       0.432626        41.7964     
  1072.10        500.000                 NaN   5.52440                 NaN            NaN   6.90910                 NaN   1.83558        43.4987       0.432785        41.7994     
  1071.04        500.000                 NaN   5.51658                 NaN            NaN   6.90847                 NaN   1.84060        43.4987       0.432996        41.8027     
  1069.98        500.000                 NaN   5.50937                 NaN            NaN   6.90822                 NaN   1.84516        43.4984       0.433173        41.8057     
  1068.92        500.000                 NaN   5.50272                 NaN            NaN   6.90803                 NaN   1.84950        43.4979       0.433316        41.8085     
  1067.86        500.000                 NaN   5.49493                 NaN            NaN   6.90782                 NaN   1.85429        43.4979       0.433550        41.8115     
  1066.80        500.000                 NaN   5.48789                 NaN            NaN   6.90761                 NaN   1.85875        43.4976       0.433724        41.8145     
  1065.74        500.000                 NaN   5.48085                 NaN            NaN   6.90737                 NaN   1.86323        43.4973       0.433905        41.8174     
  1064.68        500.000                 NaN   5.47389                 NaN            NaN   6.90715                 NaN   1.86765        43.4970       0.434077        41.8203     
  1063.62        500.000                 NaN   5.46707                 NaN            NaN   6.90696                 NaN   1.87200        43.4966       0.434249        41.8231     
  1062.56        500.000                 NaN   5.46023                 NaN            NaN   6.90675                 NaN   1.87637        43.4962       0.434414        41.8260     
  1061.50        500.000                 NaN   5.45349                 NaN            NaN   6.90654                 NaN   1.88066        43.4959       0.434579        41.8288     
  1060.44        500.000                 NaN   5.44674                 NaN            NaN   6.90636                 NaN   1.88497        43.4955       0.434748        41.8317     
  1059.38        500.000                 NaN   5.44010                 NaN            NaN   6.90618                 NaN   1.88921        43.4951       0.434908        41.8345     
  1058.32        500.000                 NaN   5.43351                 NaN            NaN   6.90600                 NaN   1.89342        43.4947       0.435070        41.8373     
  1057.26        500.000                 NaN   5.42696                 NaN            NaN   6.90583                 NaN   1.89762        43.4942       0.435229        41.8401     
  1056.20        500.000                 NaN   5.42047                 NaN            NaN   6.90567                 NaN   1.90177        43.4938       0.435385        41.8429     
  1055.14        500.000                 NaN   5.47202                 NaN            NaN   6.90684                 NaN   1.86870        43.4893       0.435177        41.8280     
  1054.08        500.000                 NaN   5.46554                 NaN            NaN   6.90668                 NaN   1.87285        43.4888       0.435331        41.8308     
  1053.02        500.000                 NaN   5.45912                 NaN            NaN   6.90653                 NaN   1.87697        43.4883       0.435483        41.8336     
  1051.96        500.000                 NaN   5.45274                 NaN            NaN   6.90639                 NaN   1.88106        43.4879       0.435633        41.8363     
  1050.90        500.000                 NaN   5.44643                 NaN            NaN   6.90624                 NaN   1.88512        43.4873       0.435781        41.8391     
  1049.84        500.000                 NaN   5.44015                 NaN            NaN   6.90611                 NaN   1.88915        43.4868       0.435929        41.8418     
  1048.78        500.000                 NaN   5.43394                 NaN            NaN   6.90598                 NaN   1.89316        43.4863       0.436073        41.8446     
  1047.72        500.000                 NaN   5.42778                 NaN            NaN   6.90585                 NaN   1.89713        43.4857       0.436216        41.8473     
  1046.66        500.000                 NaN   5.42166                 NaN            NaN   6.90574                 NaN   1.90107        43.4852       0.436356        41.8500     
  1045.60        500.000                 NaN   5.41560                 NaN            NaN   6.90562                 NaN   1.90499        43.4846       0.436495        41.8527     
  1044.53        500.000                 NaN   5.40958                 NaN            NaN   6.90552                 NaN   1.90888        43.4840       0.436632        41.8554     
  1043.47        500.000                 NaN   5.34652                 NaN            NaN   6.90408                 NaN   1.94935        43.4875       0.437127        41.8755     
  1042.41        500.000                 NaN   5.34070                 NaN            NaN   6.90399                 NaN   1.95314        43.4868       0.437258        41.8781     
  1041.35        500.000                 NaN   5.33493                 NaN            NaN   6.90391                 NaN   1.95689        43.4862       0.437388        41.8807     
  1040.29        500.000                 NaN   5.32921                 NaN            NaN   6.90383                 NaN   1.96061        43.4855       0.437516        41.8833     
  1039.23        500.000                 NaN   5.32354                 NaN            NaN   6.90375                 NaN   1.96432        43.4848       0.437642        41.8860     
  1038.17        500.000                 NaN   5.31791                 NaN            NaN   6.90368                 NaN   1.96799        43.4841       0.437766        41.8885     
  1037.11        500.000                 NaN   5.31233                 NaN            NaN   6.90362                 NaN   1.97164        43.4834       0.437889        41.8911     
  1036.05        500.000                 NaN   5.30679                 NaN            NaN   6.90356                 NaN   1.97526        43.4827       0.438010        41.8937     
  1034.99        500.000                 NaN   5.30130                 NaN            NaN   6.90351                 NaN   1.97886        43.4819       0.438129        41.8963     
  1033.93        500.000                 NaN   5.29585                 NaN            NaN   6.90346                 NaN   1.98244        43.4812       0.438246        41.8988     
  1032.87        500.000                 NaN   5.29044                 NaN            NaN   6.90342                 NaN   1.98599        43.4804       0.438362        41.9014     
  1031.81        500.000                 NaN   5.28508                 NaN            NaN   6.90338                 NaN   1.98951        43.4796       0.438476        41.9039     
  1030.75        500.000                 NaN   5.27977                 NaN            NaN   6.90335                 NaN   1.99301        43.4788       0.438588        41.9065     
  1029.69        500.000                 NaN   5.27450                 NaN            NaN   6.90333                 NaN   1.99649        43.4780       0.438698        41.9090     
  1028.63        500.000                 NaN   5.26926                 NaN            NaN   6.90331                 NaN   1.99995        43.4772       0.438807        41.9115     
  1027.57        500.000                 NaN   5.26407                 NaN            NaN   6.90329                 NaN   2.00338        43.4763       0.438914        41.9140     
  1026.51        500.000                 NaN   5.25933                 NaN            NaN   6.90335                 NaN   2.00659        43.4753       0.438995        41.9164     
  1025.45        500.000                 NaN   5.25422                 NaN            NaN   6.90335                 NaN   2.00997        43.4744       0.439098        41.9189     
  1024.39        500.000                 NaN   5.24915                 NaN            NaN   6.90334                 NaN   2.01334        43.4736       0.439201        41.9214     
  1023.33        500.000                 NaN   5.24412                 NaN            NaN   6.90335                 NaN   2.01668        43.4727       0.439301        41.9239     
  1022.27        500.000                 NaN   5.23913                 NaN            NaN   6.90336                 NaN   2.02001        43.4718       0.439401        41.9263     
  1021.21        500.000                 NaN   5.23418                 NaN            NaN   6.90338                 NaN   2.02331        43.4708       0.439499        41.9288     
  1020.15        500.000                 NaN   5.22927                 NaN            NaN   6.90340                 NaN   2.02658        43.4699       0.439595        41.9312     
  1019.09        500.000                 NaN   5.22441                 NaN            NaN   6.90343                 NaN   2.02984        43.4690       0.439689        41.9337     
  1018.03        500.000                 NaN   5.21921                 NaN            NaN   6.90340                 NaN   2.03325        43.4681       0.439805        41.9362     
  1016.97        500.000                 NaN   5.21443                 NaN            NaN   6.90344                 NaN   2.03647        43.4672       0.439895        41.9386     
  1015.91        500.000                 NaN   5.20968                 NaN            NaN   6.90348                 NaN   2.03966        43.4662       0.439985        41.9410     
  1014.84        500.000                 NaN   5.20496                 NaN            NaN   6.90353                 NaN   2.04283        43.4652       0.440073        41.9434     
  1013.78        500.000                 NaN   5.20029                 NaN            NaN   6.90358                 NaN   2.04598        43.4642       0.440159        41.9458     
  1012.72        500.000                 NaN   5.19566                 NaN            NaN   6.90364                 NaN   2.04911        43.4631       0.440244        41.9482     
  1011.66        500.000                 NaN   5.19106                 NaN            NaN   6.90371                 NaN   2.05222        43.4621       0.440327        41.9506     
  1010.60        500.000                 NaN   5.18650                 NaN            NaN   6.90378                 NaN   2.05531        43.4610       0.440409        41.9530     
  1009.54        500.000                 NaN   5.18197                 NaN            NaN   6.90385                 NaN   2.05838        43.4599       0.440489        41.9554     
  1008.48        500.000                 NaN   5.17749                 NaN            NaN   6.90393                 NaN   2.06143        43.4589       0.440568        41.9577     
  1007.42        500.000                 NaN   5.17303                 NaN            NaN   6.90401                 NaN   2.06446        43.4578       0.440646        41.9601     
  1006.36        500.000                 NaN   5.16862                 NaN            NaN   6.90410                 NaN   2.06748        43.4567       0.440721        41.9624     
  1005.30        500.000                 NaN   5.16415                 NaN            NaN   6.90418                 NaN   2.07048        43.4556       0.440801        41.9648     
  1004.24        500.000                 NaN   5.15989                 NaN            NaN   6.90430                 NaN   2.07345        43.4544       0.440868        41.9671     
  1003.18        500.000                 NaN   5.15492                 NaN            NaN   6.90429                 NaN   2.07671        43.4535       0.440982        41.9695     
  1002.12        500.000                 NaN   5.15093                 NaN            NaN   6.90445                 NaN   2.07952        43.4522       0.441033        41.9718     
  1001.06        500.000                 NaN   5.14695                 NaN            NaN   6.90461                 NaN   2.08231        43.4509       0.441084        41.9741     
