|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.25/Y98/Y98_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          O(HP)          an             Sp(TH)         San(TH)        ilm            q             
  1236.45        2500.00        95.7214                 NaN  0.966448                 NaN            NaN            NaN            NaN  0.864851                 NaN   2.27404       0.173302                 NaN
  1235.28        2500.00        99.3709                 NaN  0.291982                 NaN            NaN            NaN            NaN  0.360421E-001            NaN  0.219315                 NaN  0.817349E-001
  1234.12        2500.00        99.4884                 NaN  0.197949                 NaN            NaN            NaN            NaN  0.600787E-001            NaN  0.197478                 NaN  0.561354E-001
  1232.95        2500.00        97.7373                 NaN   1.12580       0.219817                 NaN            NaN            NaN  0.281651                 NaN  0.635384                 NaN            NaN
  1231.79        2500.00        97.8059                 NaN  0.833255                 NaN            NaN            NaN            NaN  0.241550                 NaN   1.11934                 NaN            NaN
  1230.62        2500.00        89.1580                 NaN   1.91912                 NaN            NaN            NaN            NaN   1.07032                 NaN   4.55069       0.107435        3.19445     
  1229.46        2500.00        88.0684                 NaN  0.636572       0.855853E-004            NaN            NaN            NaN  0.843654                 NaN   5.18842       0.218242        5.04463     
  1228.29        2500.00        68.0658                 NaN   6.10618        1.86934                 NaN            NaN            NaN   3.15146                 NaN   12.8994       0.243756        7.66400     
  1227.13        2500.00        67.3594                 NaN   5.89495                 NaN            NaN            NaN            NaN   3.04197                 NaN   13.7089       0.319724        9.67508     
  1225.96        2500.00        47.8843                 NaN   5.90985        2.98014       0.191665E-005            NaN            NaN   4.45147                 NaN   22.4813       0.628689        15.6642     
  1224.80        2500.00                 NaN            NaN   12.5325        3.92536       0.184799E-004            NaN            NaN   8.55422                 NaN   43.3613        1.13418        30.4924     
  1223.63        2500.00                 NaN            NaN   2.72255        13.6263       0.362639E-004            NaN            NaN   8.52961                 NaN   43.4930        1.15308        30.4754     
  1222.47        2500.00                 NaN            NaN   12.5463        3.91326       0.607767E-005            NaN            NaN   8.56189                 NaN   43.3532        1.13300        30.4923     
  1221.30        2500.00                 NaN            NaN   2.72065        13.6293       0.311663E-004            NaN            NaN   8.53717                 NaN   43.4858        1.15194        30.4751     
  1220.14        2500.00                 NaN            NaN   2.71935        13.6312       0.305846E-004            NaN            NaN   8.54086                 NaN   43.4823        1.15139        30.4749     
  1218.98        2500.00                 NaN            NaN   2.71612        13.6352                 NaN            NaN            NaN   8.54425                 NaN   43.4788        1.15093        30.4747     
  1217.81        2500.00                 NaN            NaN   2.71490        13.6370                 NaN            NaN            NaN   8.54794                 NaN   43.4753        1.15038        30.4745     
  1216.65        2500.00                 NaN            NaN   2.71372        13.6388                 NaN            NaN            NaN   8.55163                 NaN   43.4717        1.14982        30.4743     
  1215.48        2500.00                 NaN            NaN   2.71261        13.6405                 NaN            NaN            NaN   8.55532                 NaN   43.4681        1.14926        30.4742     
  1214.32        2500.00                 NaN            NaN   2.71155        13.6422                 NaN            NaN            NaN   8.55900                 NaN   43.4646        1.14870        30.4740     
  1213.15        2500.00                 NaN            NaN   2.71054        13.6438                 NaN            NaN            NaN   8.56268                 NaN   43.4610        1.14813        30.4739     
  1211.99        2500.00                 NaN            NaN   2.70958        13.6454                 NaN            NaN            NaN   8.56636                 NaN   43.4574        1.14757        30.4737     
  1210.82        2500.00                 NaN            NaN   2.70868        13.6469                 NaN            NaN            NaN   8.57004                 NaN   43.4538        1.14700        30.4736     
  1209.66        2500.00                 NaN            NaN   2.70783        13.6484                 NaN            NaN            NaN   8.57371                 NaN   43.4502        1.14643        30.4734     
  1208.49        2500.00                 NaN            NaN   2.70705        13.6498                 NaN            NaN            NaN   8.57738                 NaN   43.4467        1.14586        30.4733     
  1207.33        2500.00                 NaN            NaN   2.70633        13.6512                 NaN            NaN            NaN   8.58105                 NaN   43.4431        1.14528        30.4731     
  1206.16        2500.00                 NaN            NaN   2.70565        13.6525                 NaN            NaN            NaN   8.58471                 NaN   43.4395        1.14470        30.4730     
  1205.00        2500.00                 NaN            NaN   2.70504        13.6538                 NaN            NaN            NaN   8.58838                 NaN   43.4359        1.14412        30.4728     
  1203.83        2500.00                 NaN            NaN   2.70448        13.6550                 NaN            NaN            NaN   8.59203                 NaN   43.4323        1.14354        30.4727     
  1202.67        2500.00                 NaN            NaN   2.70399        13.6561                 NaN            NaN            NaN   8.59569                 NaN   43.4287        1.14296        30.4726     
  1201.50        2500.00                 NaN            NaN   2.70354        13.6573                 NaN            NaN            NaN   8.59934                 NaN   43.4251        1.14237        30.4724     
  1200.34        2500.00                 NaN            NaN   2.70316        13.6583                 NaN            NaN            NaN   8.60299                 NaN   43.4214        1.14178        30.4723     
  1199.17        2500.00                 NaN            NaN   2.70284        13.6593                 NaN            NaN            NaN   8.60663                 NaN   43.4178        1.14119        30.4722     
  1198.01        2500.00                 NaN            NaN   2.70258        13.6603                 NaN            NaN            NaN   8.61027                 NaN   43.4142        1.14060        30.4720     
  1196.84        2500.00                 NaN            NaN   2.70238        13.6612                 NaN            NaN            NaN   8.61391                 NaN   43.4106        1.14000        30.4719     
  1195.68        2500.00                 NaN            NaN   2.70224        13.6620                 NaN            NaN            NaN   8.61754                 NaN   43.4070        1.13941        30.4718     
  1194.52        2500.00                 NaN            NaN   2.70217        13.6628                 NaN            NaN            NaN   8.62117                 NaN   43.4033        1.13881        30.4717     
  1193.35        2500.00                 NaN            NaN   2.70215        13.6636                 NaN            NaN            NaN   8.62479                 NaN   43.3997        1.13821        30.4716     
  1192.19        2500.00                 NaN            NaN   2.70219        13.6642                 NaN            NaN            NaN   8.62841                 NaN   43.3961        1.13760        30.4715     
  1191.02        2500.00                 NaN            NaN   2.70230        13.6649                 NaN            NaN            NaN   8.63202                 NaN   43.3925        1.13700        30.4713     
  1189.86        2500.00                 NaN            NaN   2.70247        13.6654                 NaN            NaN            NaN   8.63563                 NaN   43.3888        1.13639        30.4712     
  1188.69        2500.00                 NaN            NaN   2.70270        13.6659                 NaN            NaN            NaN   8.63924                 NaN   43.3852        1.13578        30.4711     
  1187.53        2500.00                 NaN            NaN   2.70299        13.6664                 NaN            NaN            NaN   8.64284                 NaN   43.3816        1.13517        30.4710     
  1186.36        2500.00                 NaN            NaN   2.70335        13.6668                 NaN            NaN            NaN   8.64644                 NaN   43.3779        1.13456        30.4709     
  1185.20        2500.00                 NaN            NaN   2.70377        13.6671                 NaN            NaN            NaN   8.65003                 NaN   43.3743        1.13394        30.4708     
  1184.03        2500.00                 NaN            NaN   2.70425        13.6674                 NaN            NaN            NaN   8.65362                 NaN   43.3707        1.13332        30.4707     
  1182.87        2500.00                 NaN            NaN   2.70480        13.6676                 NaN            NaN            NaN   8.65721                 NaN   43.3670        1.13270        30.4706     
  1181.70        2500.00                 NaN            NaN   2.70541        13.6678                 NaN            NaN            NaN   8.66079                 NaN   43.3634        1.13208        30.4705     
  1180.54        2500.00                 NaN            NaN   2.70608        13.6679                 NaN            NaN            NaN   8.66436                 NaN   43.3597        1.13146        30.4705     
  1179.37        2500.00                 NaN            NaN   2.70682        13.6680                 NaN            NaN            NaN   8.66793                 NaN   43.3561        1.13083        30.4704     
  1178.21        2500.00                 NaN            NaN   2.70762        13.6679                 NaN            NaN            NaN   8.67149                 NaN   43.3524        1.13021        30.4703     
  1177.04        2500.00                 NaN            NaN   2.70849        13.6679                 NaN            NaN            NaN   8.67505                 NaN   43.3488        1.12958        30.4702     
  1175.88        2500.00                 NaN            NaN   2.70942        13.6677                 NaN            NaN            NaN   8.67861                 NaN   43.3452        1.12895        30.4701     
  1174.71        2500.00                 NaN            NaN   2.71042        13.6675                 NaN            NaN            NaN   8.68215                 NaN   43.3415        1.12832        30.4700     
  1173.55        2500.00                 NaN            NaN   2.71148        13.6673                 NaN            NaN            NaN   8.68570                 NaN   43.3379        1.12768        30.4700     
  1172.38        2500.00                 NaN            NaN   2.71260        13.6670                 NaN            NaN            NaN   8.68923                 NaN   43.3342        1.12705        30.4699     
  1171.22        2500.00                 NaN            NaN   2.71380        13.6666                 NaN            NaN            NaN   8.69277                 NaN   43.3306        1.12641        30.4698     
  1170.06        2500.00                 NaN            NaN   2.71505        13.6662                 NaN            NaN            NaN   8.69629                 NaN   43.3269        1.12577        30.4698     
  1168.89        2500.00                 NaN            NaN   2.71645        13.6656                 NaN            NaN            NaN   8.69981                 NaN   43.3233        1.12513        30.4697     
  1167.73        2500.00                 NaN            NaN   6.88680       0.163439E-005            NaN   6.25550                 NaN   8.36188                 NaN   44.8114        1.57491        32.1095     
  1166.56        2500.00                 NaN            NaN   6.88680       0.163437E-005            NaN   6.25550                 NaN   8.36188                 NaN   44.8114        1.57491        32.1095     
  1165.40        2500.00                 NaN            NaN   6.88680       0.163441E-005            NaN   6.25550                 NaN   8.36188                 NaN   44.8114        1.57491        32.1095     
  1164.23        2500.00                 NaN            NaN   6.88680       0.163440E-005            NaN   6.25550                 NaN   8.36188                 NaN   44.8114        1.57491        32.1095     
  1163.07        2500.00                 NaN            NaN   2.72374        13.6625       0.938613E-004            NaN            NaN   8.71733                 NaN   43.3051        1.12190        30.4694     
  1161.90        2500.00                 NaN            NaN   6.88680       0.163442E-005            NaN   6.25550                 NaN   8.36188                 NaN   44.8114        1.57491        32.1095     
  1160.74        2500.00                 NaN            NaN   6.88680       0.163437E-005            NaN   6.25550                 NaN   8.36188                 NaN   44.8114        1.57491        32.1095     
  1159.57        2500.00                 NaN            NaN   6.88680       0.163441E-005            NaN   6.25550                 NaN   8.36188                 NaN   44.8114        1.57491        32.1095     
  1158.41        2500.00                 NaN            NaN   6.88680       0.163438E-005            NaN   6.25550                 NaN   8.36188                 NaN   44.8114        1.57491        32.1095     
  1157.24        2500.00                 NaN            NaN   6.88680       0.163438E-005            NaN   6.25550                 NaN   8.36188                 NaN   44.8114        1.57491        32.1095     
  1156.08        2500.00                 NaN            NaN   6.88680       0.163438E-005            NaN   6.25550                 NaN   8.36188                 NaN   44.8114        1.57491        32.1095     
  1154.91        2500.00                 NaN            NaN   6.88680       0.163439E-005            NaN   6.25550                 NaN   8.36188                 NaN   44.8114        1.57491        32.1095     
  1153.75        2500.00                 NaN            NaN   6.88680       0.163439E-005            NaN   6.25550                 NaN   8.36188                 NaN   44.8114        1.57491        32.1095     
  1152.58        2500.00                 NaN            NaN   6.88680       0.163437E-005            NaN   6.25550                 NaN   8.36188                 NaN   44.8114        1.57491        32.1095     
  1151.42        2500.00                 NaN            NaN   6.88680       0.163436E-005            NaN   6.25550                 NaN   8.36188                 NaN   44.8114        1.57491        32.1095     
  1150.25        2500.00                 NaN            NaN   6.88680       0.163435E-005            NaN   6.25550                 NaN   8.36188                 NaN   44.8114        1.57491        32.1095     
  1149.09        2500.00                 NaN            NaN   6.88680       0.163435E-005            NaN   6.25550                 NaN   8.36188                 NaN   44.8114        1.57491        32.1095     
  1147.92        2500.00                 NaN            NaN   6.88680       0.163439E-005            NaN   6.25550                 NaN   8.36188                 NaN   44.8114        1.57491        32.1095     
  1146.76        2500.00                 NaN            NaN   6.88680       0.163441E-005            NaN   6.25550                 NaN   8.36188                 NaN   44.8114        1.57491        32.1095     
  1145.60        2500.00                 NaN            NaN   6.88680       0.163437E-005            NaN   6.25550                 NaN   8.36188                 NaN   44.8114        1.57491        32.1095     
  1144.43        2500.00                 NaN            NaN   6.88680       0.163437E-005            NaN   6.25550                 NaN   8.36188                 NaN   44.8114        1.57491        32.1095     
  1143.27        2500.00                 NaN            NaN   6.88680       0.163436E-005            NaN   6.25550                 NaN   8.36188                 NaN   44.8114        1.57491        32.1095     
  1142.10        2500.00                 NaN            NaN   6.88680       0.163443E-005            NaN   6.25550                 NaN   8.36188                 NaN   44.8114        1.57491        32.1095     
  1140.94        2500.00                 NaN            NaN   6.88680       0.163438E-005            NaN   6.25550                 NaN   8.36188                 NaN   44.8114        1.57491        32.1095     
  1139.77        2500.00                 NaN            NaN   6.88680       0.163441E-005            NaN   6.25550                 NaN   8.36188                 NaN   44.8114        1.57491        32.1095     
  1138.61        2500.00                 NaN            NaN   6.88680       0.163442E-005            NaN   6.25550                 NaN   8.36188                 NaN   44.8114        1.57491        32.1095     
  1137.44        2500.00                 NaN            NaN   2.77642        13.6298                 NaN            NaN            NaN   8.79254                 NaN   43.2252        1.10721        30.4688     
  1136.28        2500.00                 NaN            NaN   6.88680       0.163442E-005            NaN   6.25550                 NaN   8.36188                 NaN   44.8114        1.57491        32.1095     
  1135.11        2500.00                 NaN            NaN   6.88680       0.163442E-005            NaN   6.25550                 NaN   8.36188                 NaN   44.8114        1.57491        32.1095     
  1133.95        2500.00                 NaN            NaN   6.88680       0.163438E-005            NaN   6.25550                 NaN   8.36188                 NaN   44.8114        1.57491        32.1095     
  1132.78        2500.00                 NaN            NaN   6.88680       0.163437E-005            NaN   6.25550                 NaN   8.36188                 NaN   44.8114        1.57491        32.1095     
  1131.62        2500.00                 NaN            NaN   6.88680       0.163435E-005            NaN   6.25550                 NaN   8.36188                 NaN   44.8114        1.57491        32.1095     
  1130.45        2500.00                 NaN            NaN   6.88680       0.163439E-005            NaN   6.25550                 NaN   8.36188                 NaN   44.8114        1.57491        32.1095     
  1129.29        2500.00                 NaN            NaN   6.88680       0.163434E-005            NaN   6.25550                 NaN   8.36188                 NaN   44.8114        1.57491        32.1095     
  1128.12        2500.00                 NaN            NaN   6.88680       0.163437E-005            NaN   6.25550                 NaN   8.36188                 NaN   44.8114        1.57491        32.1095     
  1126.96        2500.00                 NaN            NaN   6.88680       0.163435E-005            NaN   6.25550                 NaN   8.36188                 NaN   44.8114        1.57491        32.1095     
  1125.79        2500.00                 NaN            NaN   6.88680       0.163437E-005            NaN   6.25550                 NaN   8.36188                 NaN   44.8114        1.57491        32.1095     
  1124.63        2500.00                 NaN            NaN   6.88680       0.163443E-005            NaN   6.25550                 NaN   8.36188                 NaN   44.8114        1.57491        32.1095     
  1123.46        2500.00                 NaN            NaN   4.27283        12.3164                 NaN            NaN            NaN   8.87469                 NaN   42.9773        1.06528        30.4935     
  1122.30        2500.00                 NaN            NaN   12.7958        3.76635                 NaN            NaN            NaN   8.88816                 NaN   42.9748        1.07444        30.5005     
  1121.14        2500.00                 NaN            NaN   1.99077        14.7052                 NaN            NaN            NaN   8.97167                 NaN   42.8065        1.02316        30.5027     
  1119.97        2500.00                 NaN            NaN   12.8527        3.71742                 NaN            NaN            NaN   8.89761                 NaN   42.9607        1.07012        30.5014     
  1118.81        2500.00                 NaN            NaN   14.1299        2.55720                 NaN            NaN            NaN   8.96665                 NaN   42.8148        1.02721        30.5042     
  1117.64        2500.00                 NaN            NaN   13.2387        3.48363                 NaN            NaN            NaN   8.73640                 NaN   42.9313        1.06222        30.5477     
  1116.48        2500.00                 NaN            NaN   13.8878        2.79805                 NaN            NaN            NaN   8.96837                 NaN   42.8126        1.02780        30.5054     
  1115.31        2500.00                 NaN            NaN   13.2454        3.41508                 NaN            NaN            NaN   8.95670                 NaN   42.8399        1.03776        30.5051     
  1114.15        2500.00                 NaN            NaN   3.45176        13.1717                 NaN            NaN            NaN   8.87438                 NaN   42.9122        1.06934        30.5206     
  1112.98        2500.00                 NaN            NaN   2.48039        14.1358                 NaN            NaN            NaN   8.96599                 NaN   42.8595        1.05588        30.5024     
  1111.82        2500.00                 NaN            NaN   12.3056        4.27211                 NaN            NaN            NaN   8.90609                 NaN   42.9167        1.07554        30.5239     
  1110.65        2500.00                 NaN            NaN   12.7211        3.88780                 NaN            NaN            NaN   8.87691                 NaN   42.9131        1.08098        30.5201     
  1109.49        2500.00                 NaN            NaN   1.37694        15.2778                 NaN            NaN            NaN   9.00768                 NaN   42.8194        1.02783        30.4903     
  1108.32        2500.00                 NaN            NaN   13.1416        3.49485                 NaN            NaN            NaN   8.95390                 NaN   42.8626        1.04025        30.5069     
  1107.16        2500.00                 NaN            NaN   2.62071        13.9969                 NaN            NaN            NaN   9.00131                 NaN   42.8445        1.04270        30.4938     
  1105.99        2500.00                 NaN            NaN   3.04361        13.5688                 NaN            NaN            NaN   8.98325                 NaN   42.8662        1.04498        30.4932     
  1104.83        2500.00                 NaN            NaN   3.95972        12.6762                 NaN            NaN            NaN   8.95732                 NaN   42.8606        1.03944        30.5067     
  1103.66        2500.00                 NaN            NaN   3.89499        12.7683                 NaN            NaN            NaN   8.95662                 NaN   42.8260        1.03981        30.5143     
  1102.50        2500.00                 NaN            NaN   6.88213       0.160213E-001            NaN   6.24805                 NaN   8.36250                 NaN   44.8094        1.57434        32.1076     
  1101.33        2500.00                 NaN            NaN   3.95529        12.6622                 NaN            NaN            NaN   8.96234                 NaN   42.8765        1.04596        30.4977     
  1100.17        2500.00                 NaN            NaN   4.05787        12.5710                 NaN            NaN            NaN   8.97896                 NaN   42.8497        1.04178        30.5007     
  1099.00        2500.00                 NaN            NaN   4.05555        12.5751                 NaN            NaN            NaN   8.98239                 NaN   42.8446        1.04101        30.5013     
  1097.84        2500.00                 NaN            NaN   13.0041        3.60942                 NaN            NaN            NaN   8.94934                 NaN   42.8832        1.05077        30.5031     
  1096.68        2500.00                 NaN            NaN   4.00833        12.6152                 NaN            NaN            NaN   8.97324                 NaN   42.8595        1.04365        30.5000     
  1095.51        2500.00                 NaN            NaN   2.39558        14.2943                 NaN            NaN            NaN   9.03810                 NaN   42.7519        1.01552        30.5046     
  1094.35        2500.00                 NaN            NaN   13.7684        2.88232                 NaN            NaN            NaN   8.97116                 NaN   42.8097        1.06121        30.5071     
  1093.18        2500.00                 NaN            NaN   4.14456        12.4910                 NaN            NaN            NaN   8.99177                 NaN   42.8292        1.03714        30.5063     
  1092.02        2500.00                 NaN            NaN   4.10795        12.5194                 NaN            NaN            NaN   8.97646                 NaN   42.8477        1.04375        30.5047     
  1090.85        2500.00                 NaN            NaN   12.5908        4.03795                 NaN            NaN            NaN   8.99981                 NaN   42.8240        1.04227        30.5053     
  1089.69        2500.00                 NaN            NaN   2.61370        14.1118                 NaN            NaN            NaN   9.05323                 NaN   42.6996        1.00806        30.5136     
  1088.52        2500.00                 NaN            NaN   3.75142        12.8868                 NaN            NaN            NaN   9.03002                 NaN   42.7880        1.03950        30.5043     
  1087.36        2500.00                 NaN            NaN   3.81219        12.8247                 NaN            NaN            NaN   9.02940                 NaN   42.7912        1.03839        30.5041     
  1086.19        2500.00                 NaN            NaN   3.97197        12.6655                 NaN            NaN            NaN   9.00154                 NaN   42.8130        1.03883        30.5092     
  1085.03        2500.00                 NaN            NaN   3.82203        12.8175                 NaN            NaN            NaN   9.03337                 NaN   42.7864        1.03671        30.5040     
  1083.86        2500.00                 NaN            NaN   3.99414        12.6426                 NaN            NaN            NaN   9.00160                 NaN   42.8183        1.03683        30.5065     
  1082.70        2500.00                 NaN            NaN   3.80891        12.8328                 NaN            NaN            NaN   9.03550                 NaN   42.7803        1.03738        30.5051     
  1081.53        2500.00                 NaN            NaN   1.84547        14.8418                 NaN            NaN            NaN   9.07991                 NaN   42.7305        1.00724        30.4950     
  1080.37        2500.00                 NaN            NaN   13.8618        2.87034                 NaN            NaN            NaN   9.07050                 NaN   42.6762        1.00395        30.5171     
  1079.20        2500.00                 NaN            NaN   3.11949        3.29097        3.20963        4.58350                 NaN   8.51129                 NaN   44.1525        1.41567        31.7169     
  1078.04        2500.00                 NaN            NaN   13.8201        2.91427                 NaN            NaN            NaN   9.07589                 NaN   42.6687        1.00288        30.5181     
  1076.87        2500.00                 NaN            NaN   13.8579        2.87529                 NaN            NaN            NaN   9.08676                 NaN   42.6607        1.00211        30.5173     
  1075.71        2500.00                 NaN            NaN   2.42691        14.2639                 NaN            NaN            NaN   9.08880                 NaN   42.7107        1.00640        30.5033     
  1074.54        2500.00                 NaN            NaN   2.55546        14.1294                 NaN            NaN            NaN   9.08586                 NaN   42.7172        1.00873        30.5034     
  1073.38        2500.00                 NaN            NaN   2.64673        14.0352                 NaN            NaN            NaN   9.08556                 NaN   42.7186        1.00989        30.5040     
  1072.22        2500.00                 NaN            NaN   2.70836        13.9670                 NaN            NaN            NaN   9.08176                 NaN   42.7270        1.01257        30.5033     
  1071.05        2500.00                 NaN            NaN   2.80835        13.8719                 NaN            NaN            NaN   9.08327                 NaN   42.7205        1.01176        30.5042     
  1069.89        2500.00                 NaN            NaN   2.99462        13.7484                 NaN            NaN            NaN   9.10004                 NaN   42.6375       0.998383        30.5211     
  1068.72        2500.00                 NaN            NaN   3.03959        13.7051                 NaN            NaN            NaN   9.09889                 NaN   42.6364       0.997942        30.5221     
  1067.56        2500.00                 NaN            NaN   4.63776        12.2702                 NaN            NaN            NaN   9.02254                 NaN   42.5908       0.948629        30.5300     
  1066.39        2500.00                 NaN            NaN   3.10293        13.6433                 NaN            NaN            NaN   9.10332                 NaN   42.6300       0.997321        30.5232     
  1065.23        2500.00                 NaN            NaN   3.08961        13.6589                 NaN            NaN            NaN   9.10727                 NaN   42.6245       0.996179        30.5236     
  1064.06        2500.00                 NaN            NaN   3.13170        13.6171                 NaN            NaN            NaN   9.10905                 NaN   42.6218       0.996087        30.5243     
  1062.90        2500.00                 NaN            NaN   3.82060        12.8523                 NaN            NaN            NaN   9.06563                 NaN   42.7209        1.02427        30.5163     
  1061.73        2500.00                 NaN            NaN   3.16854        13.5417                 NaN            NaN            NaN   9.09846                 NaN   42.6711        1.00377        30.5164     
  1060.57        2500.00                 NaN            NaN   3.77263        12.9262                 NaN            NaN            NaN   9.08629                 NaN   42.6833        1.01159        30.5200     
  1059.40        2500.00                 NaN            NaN   3.10961        13.6094                 NaN            NaN            NaN   9.11100                 NaN   42.6506        1.00094        30.5184     
  1058.24        2500.00                 NaN            NaN   3.74259        12.9555                 NaN            NaN            NaN   9.09249                 NaN   42.6800        1.01017        30.5193     
  1057.07        2500.00                 NaN            NaN   6.88680       0.163431E-005            NaN   6.25550                 NaN   8.36188                 NaN   44.8114        1.57491        32.1095     
  1055.91        2500.00                 NaN            NaN   6.88680       0.163441E-005            NaN   6.25550                 NaN   8.36188                 NaN   44.8114        1.57491        32.1095     
  1054.74        2500.00                 NaN            NaN   3.76802        12.9317                 NaN            NaN            NaN   9.10456                 NaN   42.6630        1.01119        30.5215     
  1053.58        2500.00                 NaN            NaN   3.75026        12.9367                 NaN            NaN            NaN   9.09532                 NaN   42.6815        1.01653        30.5198     
  1052.41        2500.00                 NaN            NaN   3.75679        12.9198                 NaN            NaN            NaN   9.09204                 NaN   42.6951        1.01887        30.5174     
  1051.25        2500.00                 NaN            NaN   3.69598        12.9945                 NaN            NaN            NaN   9.10288                 NaN   42.6715        1.01371        30.5214     
  1050.08        2500.00                 NaN            NaN   3.75073        12.9311                 NaN            NaN            NaN   9.09569                 NaN   42.6859        1.01773        30.5189     
  1048.92        2500.00                 NaN            NaN   3.61747        13.0603                 NaN            NaN            NaN   9.11135                 NaN   42.6778        1.01522        30.5179     
  1047.76        2500.00                 NaN            NaN   3.69409        13.0031                 NaN            NaN            NaN   9.11187                 NaN   42.6566        1.01071        30.5236     
  1046.59        2500.00                 NaN            NaN   3.63107        13.0674                 NaN            NaN            NaN   9.12105                 NaN   42.6503        1.00787        30.5223     
  1045.43        2500.00                 NaN            NaN   3.36112        13.4097                 NaN            NaN            NaN   9.15401                 NaN   42.5557       0.986298        30.5332     
  1044.26        2500.00                 NaN            NaN   12.9452        3.75157                 NaN            NaN            NaN   9.12387                 NaN   42.6440        1.01032        30.5251     
  1043.10        2500.00                 NaN            NaN   3.38449        13.3894                 NaN            NaN            NaN   9.15979                 NaN   42.5470       0.984950        30.5343     
  1041.93        2500.00                 NaN            NaN   3.45093        13.2661                 NaN            NaN            NaN   9.14067                 NaN   42.6165        1.00140        30.5244     
  1040.77        2500.00                 NaN            NaN   12.8107        3.89115                 NaN            NaN            NaN   9.13143                 NaN   42.6313        1.00799        30.5274     
  1039.60        2500.00                 NaN            NaN   3.56421        13.1573                 NaN            NaN            NaN   9.14458                 NaN   42.6067       0.999154        30.5280     
  1038.44        2500.00                 NaN            NaN   3.52220        13.1895                 NaN            NaN            NaN   9.15310                 NaN   42.6080        1.00113        30.5261     
  1037.27        2500.00                 NaN            NaN   3.50048        13.2188                 NaN            NaN            NaN   9.16015                 NaN   42.5979       0.997426        30.5253     
  1036.11        2500.00                 NaN            NaN   3.88778        12.8248                 NaN            NaN            NaN   9.13804                 NaN   42.6132        1.00587        30.5303     
  1034.94        2500.00                 NaN            NaN   3.88520        12.8294                 NaN            NaN            NaN   9.14142                 NaN   42.6082        1.00496        30.5309     
  1033.78        2500.00                 NaN            NaN   3.88276        12.8338                 NaN            NaN            NaN   9.14479                 NaN   42.6031        1.00406        30.5314     
  1032.61        2500.00                 NaN            NaN   3.51349        13.2723                 NaN            NaN            NaN   9.18400                 NaN   42.5105       0.979879        30.5398     
  1031.45        2500.00                 NaN            NaN   3.87828        12.8424                 NaN            NaN            NaN   9.15155                 NaN   42.5929        1.00223        30.5326     
  1030.28        2500.00                 NaN            NaN   3.87623        12.8465                 NaN            NaN            NaN   9.15492                 NaN   42.5878        1.00131        30.5332     
  1029.12        2500.00                 NaN            NaN   2.86646        14.0586                 NaN            NaN            NaN   8.85099                 NaN   42.6488       0.988255        30.5869     
  1027.95        2500.00                 NaN            NaN   3.80965        12.9341                 NaN            NaN            NaN   9.18120                 NaN   42.5464       0.991296        30.5373     
  1026.79        2500.00                 NaN            NaN   3.87079        12.8582                 NaN            NaN            NaN   9.16507                 NaN   42.5723       0.998532        30.5350     
  1025.62        2500.00                 NaN            NaN   2.80078        14.1690                 NaN            NaN            NaN   8.91399                 NaN   42.5712       0.955006        30.5900     
  1024.46        2500.00                 NaN            NaN   4.43482        12.2629                 NaN            NaN            NaN   9.12553                 NaN   42.6174        1.01741        30.5419     
  1023.30        2500.00                 NaN            NaN   4.58310        12.1704                 NaN            NaN            NaN   9.06193                 NaN   42.6098        1.00696        30.5678     
  1022.13        2500.00                 NaN            NaN   3.86504        12.8725                 NaN            NaN            NaN   9.17861                 NaN   42.5515       0.994777        30.5375     
  1020.97        2500.00                 NaN            NaN   3.86385        12.8759                 NaN            NaN            NaN   9.18200                 NaN   42.5463       0.993829        30.5381     
  1019.80        2500.00                 NaN            NaN   2.74520        14.2462                 NaN            NaN            NaN   8.92694                 NaN   42.5398       0.947446        30.5944     
  1018.64        2500.00                 NaN            NaN   3.61717        13.1901                 NaN            NaN            NaN   9.22053                 NaN   42.4541       0.970742        30.5473     
  1017.47        2500.00                 NaN            NaN   4.56820        12.1950                 NaN            NaN            NaN   9.07640                 NaN   42.5861        1.00303        30.5712     
  1016.31        2500.00                 NaN            NaN   3.86015        12.8883                 NaN            NaN            NaN   9.19556                 NaN   42.5253       0.990005        30.5407     
  1015.14        2500.00                 NaN            NaN   3.85922        12.8915                 NaN            NaN            NaN   9.19897                 NaN   42.5199       0.989035        30.5413     
  1013.98        2500.00                 NaN            NaN   4.07492        12.6799                 NaN            NaN            NaN   9.18982                 NaN   42.5158       0.991894        30.5476     
  1012.81        2500.00                 NaN            NaN   2.68113        14.3371                 NaN            NaN            NaN   8.94300                 NaN   42.5011       0.938078        30.5997     
  1011.65        2500.00                 NaN            NaN   5.95132        6.08652                 NaN   3.13291                 NaN   8.87747                 NaN   43.3157        1.24360        31.3924     
  1010.48        2500.00                 NaN            NaN   3.85696        12.9028                 NaN            NaN            NaN   9.21257                 NaN   42.4986       0.985134        30.5440     
  1009.32        2500.00                 NaN            NaN   3.85657        12.9055                 NaN            NaN            NaN   9.21598                 NaN   42.4932       0.984150        30.5446     
  1008.15        2500.00                 NaN            NaN   7.75283       0.153627E-001            NaN   5.98176                 NaN   8.58910                 NaN   44.0222        1.46978        32.1689     
