|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m2.75/YM20/YM20_3.tab                   
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1283.62        500.000                 NaN   99.4800                 NaN            NaN  0.663900E-001  0.718960E-001  0.207032                 NaN  0.174695                 NaN            NaN            NaN
  1282.16        500.000                 NaN   99.4843                 NaN            NaN  0.638520E-001  0.764283E-001  0.202430                 NaN  0.172961                 NaN            NaN            NaN
  1280.70        500.000                 NaN   92.8144                 NaN            NaN            NaN   1.25448       0.612678                 NaN  0.906284        4.41213                 NaN            NaN
  1279.24        500.000                 NaN   92.4874                 NaN            NaN            NaN  0.621536        1.31225                 NaN  0.941410        4.63736                 NaN            NaN
  1277.78        500.000                 NaN   93.0058                 NaN            NaN            NaN  0.566501        1.24399                 NaN  0.883099        4.30059                 NaN            NaN
  1276.31        500.000                 NaN   93.4724                 NaN            NaN  0.510470E-005   1.18539       0.512978                 NaN  0.830086        3.99916                 NaN            NaN
  1274.85        500.000                 NaN   93.8854                 NaN            NaN            NaN  0.458499        1.14045                 NaN  0.783011        3.73264                 NaN            NaN
  1273.39        500.000                 NaN   94.2391                 NaN            NaN  0.786979E-006   1.11766       0.397258                 NaN  0.743005        3.50302                 NaN            NaN
  1271.93        500.000                 NaN   94.5733                 NaN            NaN            NaN  0.326263        1.10800                 NaN  0.704470        3.28794                 NaN            NaN
  1270.47        500.000                 NaN   94.8751                 NaN            NaN            NaN   1.13776       0.223077                 NaN  0.669512        3.09460                 NaN            NaN
  1269.00        500.000                 NaN   95.1423                 NaN            NaN            NaN   1.29612                 NaN            NaN  0.638483        2.92315                 NaN            NaN
  1267.54        500.000                 NaN   95.3953                 NaN            NaN            NaN   1.23426                 NaN            NaN  0.607378        2.76305                 NaN            NaN
  1266.08        500.000                 NaN   95.6272                 NaN            NaN            NaN   1.17711                 NaN            NaN  0.579098        2.61655                 NaN            NaN
  1264.62        500.000                 NaN   95.8332                 NaN            NaN            NaN   1.12627                 NaN            NaN  0.554442        2.48614                 NaN            NaN
  1263.16        500.000                 NaN   96.0279                 NaN            NaN            NaN   1.07721                 NaN            NaN  0.531183        2.36374                 NaN            NaN
  1261.69        500.000                 NaN   96.2048                 NaN            NaN            NaN   1.03386                 NaN            NaN  0.508753        2.25256                 NaN            NaN
  1260.23        500.000                 NaN   95.9231                 NaN            NaN            NaN   1.06212                 NaN            NaN  0.546471        2.42835       0.399500E-001            NaN
  1258.77        500.000                 NaN   95.6695                 NaN            NaN            NaN   1.08371                 NaN            NaN  0.576743        2.59067       0.793440E-001            NaN
  1257.31        500.000                 NaN   95.8813                 NaN            NaN            NaN   1.03385                 NaN            NaN  0.548058        2.46147       0.753345E-001            NaN
  1255.85        500.000                 NaN   96.0859                 NaN            NaN            NaN  0.984264                 NaN            NaN  0.521108        2.33751       0.712156E-001            NaN
  1254.38        500.000                 NaN   96.2685                 NaN            NaN            NaN  0.940622                 NaN            NaN  0.496908        2.22652       0.674688E-001            NaN
  1252.92        500.000                 NaN   96.4339                 NaN            NaN            NaN  0.901603                 NaN            NaN  0.476150        2.12486       0.635275E-001            NaN
  1251.46        500.000                 NaN   96.5890                 NaN            NaN            NaN  0.864222                 NaN            NaN  0.455481        2.03106       0.602678E-001            NaN
  1250.00        500.000                 NaN   96.7389                 NaN            NaN            NaN  0.826727                 NaN            NaN  0.435586        1.94164       0.571319E-001            NaN
  1248.54        500.000                 NaN   96.8625                 NaN            NaN            NaN  0.798741                 NaN            NaN  0.418441        1.86587       0.544700E-001            NaN
  1247.07        500.000                 NaN   96.9961                 NaN            NaN            NaN  0.764921                 NaN            NaN  0.401466        1.78617       0.513866E-001            NaN
  1245.61        500.000                 NaN   97.1100                 NaN            NaN            NaN  0.737320                 NaN            NaN  0.384642        1.71867       0.493442E-001            NaN
  1244.15        500.000                 NaN   97.2163                 NaN            NaN            NaN  0.712166                 NaN            NaN  0.372181        1.65307       0.462523E-001            NaN
  1242.69        500.000                 NaN   97.3200                 NaN            NaN            NaN  0.686748                 NaN            NaN  0.357899        1.59132       0.440675E-001            NaN
  1241.23        500.000                 NaN   97.4149                 NaN            NaN            NaN  0.663563                 NaN            NaN  0.344113        1.53531       0.421535E-001            NaN
  1239.76        500.000                 NaN   97.5064                 NaN            NaN            NaN  0.641210                 NaN            NaN  0.331300        1.48090       0.401786E-001            NaN
  1238.30        500.000                 NaN   97.5915                 NaN            NaN            NaN  0.620400                 NaN            NaN  0.320506        1.42960       0.380050E-001            NaN
  1236.84        500.000                 NaN   97.6728                 NaN            NaN            NaN  0.600563                 NaN            NaN  0.310298        1.38050       0.358106E-001            NaN
  1235.38        500.000                 NaN   97.7667                 NaN            NaN            NaN  0.564720                 NaN            NaN  0.289318        1.34236       0.368856E-001            NaN
  1233.92        500.000                 NaN   97.8698                 NaN            NaN            NaN  0.546198                 NaN            NaN  0.273887        1.27545       0.347011E-001            NaN
  1232.45        500.000                 NaN   97.0422                 NaN            NaN  0.216975       0.246809                 NaN            NaN  0.436880        2.01223       0.448576E-001            NaN
  1230.99        500.000                 NaN   99.0199                 NaN            NaN            NaN  0.200064                 NaN            NaN  0.817241E-002  0.722650       0.491776E-001            NaN
  1229.53        500.000                 NaN   97.6769                 NaN            NaN            NaN  0.920819                 NaN            NaN  0.414024       0.988229                 NaN            NaN
  1228.07        500.000                 NaN   97.0539                 NaN            NaN  0.359648       0.133359       0.213266                 NaN  0.484699        1.70275       0.523327E-001            NaN
  1226.61        500.000                 NaN   98.5860                 NaN            NaN            NaN  0.377064                 NaN            NaN  0.138779       0.884458       0.136990E-001            NaN
  1225.14        500.000                 NaN   97.9897                 NaN            NaN            NaN  0.558592                 NaN            NaN  0.212131        1.21178       0.277820E-001            NaN
  1223.68        500.000                 NaN   99.2037                 NaN            NaN            NaN  0.117893                 NaN            NaN  0.891282E-001  0.571733       0.175543E-001            NaN
  1222.22        500.000                 NaN   98.3821                 NaN            NaN            NaN  0.404229                 NaN            NaN  0.200064       0.988816       0.248175E-001            NaN
  1220.76        500.000                 NaN   98.5139                 NaN            NaN            NaN  0.339252                 NaN            NaN  0.166990       0.951486       0.283745E-001            NaN
  1219.30        500.000                 NaN   97.2877                 NaN            NaN  0.218401E-001  0.428081                 NaN            NaN  0.385727        1.80856       0.680984E-001            NaN
  1217.84        500.000                 NaN   99.0708                 NaN            NaN            NaN  0.285358                 NaN            NaN  0.960832E-001  0.543532       0.426371E-002            NaN
  1216.37        500.000                 NaN   98.8487                 NaN            NaN            NaN  0.247649E-001  0.477466                 NaN  0.123313       0.525780                 NaN            NaN
  1214.91        500.000                 NaN   97.9880                 NaN            NaN            NaN  0.440066                 NaN            NaN  0.273722        1.27979       0.184148E-001            NaN
  1213.45        500.000                 NaN   98.2218                 NaN            NaN            NaN  0.202596       0.136112                 NaN  0.215132        1.19670       0.276134E-001            NaN
  1211.99        500.000                 NaN   99.6477                 NaN            NaN            NaN  0.305065                 NaN            NaN  0.254350E-001  0.203946E-001  0.143360E-002            NaN
  1210.53        500.000                 NaN   98.2445                 NaN            NaN            NaN  0.446807                 NaN            NaN  0.230573        1.06850       0.959437E-002            NaN
  1209.06        500.000                 NaN   97.7196                 NaN            NaN            NaN  0.586323                 NaN            NaN  0.283758        1.38342       0.268547E-001            NaN
  1207.60        500.000                 NaN   99.3035                 NaN            NaN            NaN  0.191376       0.455565E-002            NaN  0.783392E-001  0.413469       0.871280E-002            NaN
  1206.14        500.000                 NaN   96.4601                 NaN            NaN  0.766870E-001  0.269175                 NaN            NaN  0.301204        1.46178       0.181510E-001   1.41287     
  1204.68        500.000                 NaN   98.3135                 NaN            NaN            NaN  0.163002       0.279829E-001            NaN  0.124963       0.622139       0.742323E-002  0.741002     
  1203.22        500.000                 NaN   83.4595                 NaN            NaN            NaN   1.82823                 NaN            NaN   1.33046        6.62595       0.768492E-001   6.67899     
  1201.75        500.000                 NaN   86.3422                 NaN            NaN            NaN   1.49589                 NaN            NaN   1.12165        5.44653       0.552003E-001   5.53857     
  1200.29        500.000                 NaN   95.8727                 NaN            NaN            NaN  0.525345                 NaN            NaN  0.343630        1.62024       0.133291E-001   1.62480     
  1198.83        500.000                 NaN   93.9064                 NaN            NaN            NaN  0.352975       0.282073                 NaN  0.483049        2.41718       0.251811E-001   2.53312     
  1197.37        500.000                 NaN   87.2727                 NaN            NaN            NaN  0.791842       0.639484                 NaN   1.02077        5.08013       0.497673E-001   5.14533     
  1195.91        500.000                 NaN   90.8078                 NaN            NaN            NaN   1.09775                 NaN            NaN  0.754014        3.68411       0.276746E-001   3.62865     
  1194.44        500.000                 NaN   91.2148                 NaN            NaN            NaN  0.393231       0.532136                 NaN  0.705967        3.56078       0.300180E-001   3.56310     
  1192.98        500.000                 NaN   88.4831                 NaN            NaN            NaN  0.351858       0.904642                 NaN  0.904802        4.67165       0.380787E-001   4.64590     
  1191.52        500.000                 NaN   85.4265                 NaN            NaN            NaN  0.522382       0.937740                 NaN   1.11804        5.99715       0.496108E-001   5.94860     
  1190.06        500.000                 NaN   71.5827                 NaN            NaN            NaN  0.314150        2.33439                 NaN   2.09628        12.0727       0.919362E-001   11.5078     
  1188.60        500.000                 NaN            NaN            NaN            NaN            NaN  0.910563        7.73480                 NaN   7.14180        42.9954       0.327374        40.8901     
  1187.13        500.000                 NaN            NaN            NaN            NaN            NaN  0.831218        7.81631                 NaN   7.14445        42.9898       0.326773        40.8914     
  1185.67        500.000                 NaN            NaN            NaN            NaN            NaN  0.746164        7.90364                 NaN   7.14715        42.9841       0.326149        40.8927     
  1184.21        500.000                 NaN            NaN            NaN            NaN            NaN  0.654766        7.99742                 NaN   7.14993        42.9783       0.325502        40.8941     
  1182.75        500.000                 NaN            NaN            NaN            NaN            NaN  0.556287        8.09842                 NaN   7.15280        42.9722       0.324828        40.8955     
  1181.29        500.000                 NaN            NaN            NaN            NaN            NaN  0.449884        8.20748                 NaN   7.15575        42.9659       0.324125        40.8969     
  1179.82        500.000                 NaN            NaN            NaN            NaN            NaN  0.334519        8.32566                 NaN   7.15880        42.9594       0.323389        40.8983     
  1178.36        500.000                 NaN            NaN            NaN            NaN            NaN  0.209009        8.45415                 NaN   7.16197        42.9525       0.322616        40.8997     
  1176.90        500.000                 NaN            NaN            NaN            NaN            NaN  0.718977E-001   8.59445                 NaN   7.16526        42.9454       0.321803        40.9012     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN   8.66789                 NaN            NaN   7.16756        42.9408       0.321368        40.9024     
  1173.98        500.000                 NaN            NaN            NaN            NaN            NaN   8.66987                 NaN            NaN   7.16989        42.9357       0.320797        40.9037     
  1172.51        500.000                 NaN            NaN            NaN            NaN            NaN   8.67197                 NaN            NaN   7.17232        42.9304       0.320190        40.9052     
  1171.05        500.000                 NaN            NaN            NaN            NaN            NaN   8.67445                 NaN            NaN   7.17530        42.9242       0.319484        40.9065     
  1169.59        500.000                 NaN            NaN            NaN            NaN            NaN  0.850112        7.82396                 NaN   7.17559        42.9232       0.319466        40.9076     
  1168.13        500.000                 NaN            NaN            NaN            NaN            NaN  0.942974        7.73198                 NaN   7.17711        42.9199       0.319135        40.9089     
  1166.67        500.000                 NaN            NaN            NaN            NaN            NaN  0.188333        1.23776        7.24706        7.17672        42.9210       0.319368        40.9097     
  1165.20        500.000                 NaN            NaN            NaN            NaN            NaN  0.534379        1.68680        6.44787        7.17471        42.9259       0.320079        40.9103     
  1163.74        500.000                 NaN            NaN            NaN            NaN            NaN   8.68396                 NaN            NaN   7.18747        42.8987       0.316685        40.9132     
  1162.28        500.000                 NaN            NaN            NaN            NaN            NaN  0.401293        8.26858                 NaN   7.17948        42.9206       0.319839        40.9102     
  1160.82        500.000                 NaN            NaN            NaN            NaN            NaN   1.01884        7.66139                 NaN   7.18038        42.9067       0.318056        40.9147     
  1159.36        500.000                 NaN            NaN            NaN            NaN            NaN   1.66734        2.56377        4.41682        7.16169        42.9543       0.324589        40.9115     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN   1.66355        7.01660                 NaN   7.18873        42.8972       0.317105        40.9168     
  1156.43        500.000                 NaN            NaN            NaN            NaN            NaN   8.69209                 NaN            NaN   7.19886        42.8756       0.314051        40.9194     
  1154.97        500.000                 NaN            NaN            NaN            NaN            NaN   8.69315                 NaN            NaN   7.20065        42.8718       0.313755        40.9206     
  1153.51        500.000                 NaN            NaN            NaN            NaN            NaN   4.54325        4.10457                 NaN   7.16764        42.9454       0.323299        40.9159     
  1152.05        500.000                 NaN            NaN            NaN            NaN            NaN   4.37310        4.27383                 NaN   7.16813        42.9449       0.323288        40.9168     
  1150.58        500.000                 NaN            NaN            NaN            NaN            NaN   8.69312                 NaN            NaN   7.20449        42.8656       0.313447        40.9233     
  1149.12        500.000                 NaN            NaN            NaN            NaN            NaN   4.24662        4.43942                 NaN   7.20123        42.8747       0.315110        40.9229     
  1147.66        500.000                 NaN            NaN            NaN            NaN            NaN   4.89048        3.80161                 NaN   7.20316        42.8644       0.313430        40.9270     
  1146.20        500.000                 NaN            NaN            NaN            NaN            NaN   4.63408        4.05981                 NaN   7.20569        42.8591       0.312859        40.9284     
  1144.74        500.000                 NaN            NaN            NaN            NaN            NaN   4.30336        4.39231                 NaN   7.20821        42.8539       0.312291        40.9299     
  1143.27        500.000                 NaN            NaN            NaN            NaN            NaN   4.53158        4.16587                 NaN   7.21073        42.8488       0.311721        40.9313     
  1141.81        500.000                 NaN            NaN            NaN            NaN            NaN   4.74415        3.95509                 NaN   7.21327        42.8436       0.311146        40.9328     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN   4.94122        3.75984                 NaN   7.21584        42.8384       0.310561        40.9342     
  1138.89        500.000                 NaN            NaN            NaN            NaN            NaN   3.57954        5.12338                 NaN   7.21844        42.8331       0.309963        40.9356     
  1137.43        500.000                 NaN            NaN            NaN            NaN            NaN   3.41314        5.29170                 NaN   7.22108        42.8278       0.309349        40.9370     
  1135.96        500.000                 NaN            NaN            NaN            NaN            NaN   3.26947        5.43733                 NaN   7.22378        42.8223       0.308710        40.9384     
  1134.50        500.000                 NaN            NaN            NaN            NaN            NaN   1.34619        6.34012        1.00737        7.21893        42.8381       0.311067        40.9382     
  1133.04        500.000                 NaN            NaN            NaN            NaN            NaN   3.06889        5.64252                 NaN   7.22953        42.8107       0.307289        40.9411     
  1131.58        500.000                 NaN            NaN            NaN            NaN            NaN   5.74851        2.96525                 NaN   7.23243        42.8048       0.306564        40.9425     
  1130.12        500.000                 NaN            NaN            NaN            NaN            NaN   5.85758        2.85857                 NaN   7.23534        42.7988       0.305827        40.9439     
  1128.65        500.000                 NaN            NaN            NaN            NaN            NaN   5.97058        2.74800                 NaN   7.23828        42.7928       0.305076        40.9452     
  1127.19        500.000                 NaN            NaN            NaN            NaN            NaN   6.08848        2.63258                 NaN   7.24125        42.7868       0.304309        40.9466     
  1125.73        500.000                 NaN            NaN            NaN            NaN            NaN   6.21248        2.51112                 NaN   7.24426        42.7806       0.303523        40.9480     
  1124.27        500.000                 NaN            NaN            NaN            NaN            NaN  0.706556        1.36792        6.64588        7.24471        42.7830       0.304362        40.9475     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN  0.389524       0.475237        7.86151        7.26961        42.7564       0.301516        40.9462     
  1121.34        500.000                 NaN            NaN            NaN            NaN            NaN  0.693384        8.04535                 NaN   7.25912        42.7483       0.300198        40.9537     
  1119.88        500.000                 NaN            NaN            NaN            NaN            NaN   2.06869        6.66834                 NaN   7.25706        42.7527       0.300062        40.9531     
  1118.42        500.000                 NaN            NaN            NaN            NaN            NaN   1.76186        6.97876                 NaN   7.26084        42.7449       0.298964        40.9547     
  1116.96        500.000                 NaN            NaN            NaN            NaN            NaN   1.40254        7.34134                 NaN   7.26384        42.7382       0.298097        40.9560     
  1115.50        500.000                 NaN            NaN            NaN            NaN            NaN   1.34898        7.39711                 NaN   7.26622        42.7329       0.297454        40.9573     
  1114.03        500.000                 NaN            NaN            NaN            NaN            NaN   1.22981        7.51853                 NaN   7.26858        42.7277       0.296810        40.9586     
  1112.57        500.000                 NaN            NaN            NaN            NaN            NaN   1.03570        7.71550                 NaN   7.27131        42.7215       0.296037        40.9600     
  1111.11        500.000                 NaN            NaN            NaN            NaN            NaN  0.803372        7.95092                 NaN   7.27418        42.7150       0.295217        40.9614     
  1109.65        500.000                 NaN            NaN            NaN            NaN            NaN  0.511881        8.24582                 NaN   7.27722        42.7080       0.294338        40.9628     
  1108.19        500.000                 NaN            NaN            NaN            NaN            NaN   8.76299       0.473878E-005            NaN   7.28091        42.6987       0.293302        40.9641     
  1106.72        500.000                 NaN            NaN            NaN            NaN            NaN   1.66860        7.09480                 NaN   7.28264        42.6955       0.292996        40.9654     
  1105.26        500.000                 NaN            NaN            NaN            NaN   1.45262        1.52661        4.64992                 NaN   6.96175        43.4290       0.413485        41.5666     
  1103.80        500.000                 NaN            NaN            NaN            NaN            NaN   1.22043        7.54692                 NaN   7.28602        42.6862       0.292179        40.9682     
  1102.34        500.000                 NaN            NaN            NaN            NaN  0.722639        5.06237        2.45515                 NaN   7.14572        42.9958       0.344999        41.2733     
  1100.88        500.000                 NaN            NaN            NaN            NaN  0.806623        5.09261        2.28034                 NaN   7.13048        43.0291       0.350943        41.3099     
  1099.41        500.000                 NaN            NaN            NaN            NaN   1.03120        6.98984                 NaN            NaN   7.09011        43.1166       0.366058        41.4062     
  1097.95        500.000                 NaN            NaN            NaN            NaN   1.18423        6.72025                 NaN            NaN   7.05772        43.1879       0.378506        41.4714     
  1096.49        500.000                 NaN            NaN            NaN            NaN   1.20124        6.69258                 NaN            NaN   7.05581        43.1910       0.379358        41.4800     
  1095.03        500.000                 NaN            NaN            NaN            NaN   1.26327        6.58405                 NaN            NaN   7.04336        43.2178       0.384221        41.5073     
  1093.57        500.000                 NaN            NaN            NaN            NaN   1.31406        6.49513                 NaN            NaN   7.03327        43.2395       0.388193        41.5299     
  1092.10        500.000                 NaN            NaN            NaN            NaN   1.37421        6.38929                 NaN            NaN   7.02090        43.2662       0.393054        41.5563     
  1090.64        500.000                 NaN            NaN            NaN            NaN   1.40015        6.34464                 NaN            NaN   7.01640        43.2753       0.394900        41.5686     
  1089.18        500.000                 NaN            NaN            NaN            NaN   1.42099        6.30908                 NaN            NaN   7.01304        43.2819       0.396306        41.5787     
  1087.72        500.000                 NaN            NaN            NaN            NaN   1.44912        6.26037                 NaN            NaN   7.00794        43.2923       0.398391        41.5919     
  1086.26        500.000                 NaN            NaN            NaN            NaN   1.47092        6.22297                 NaN            NaN   7.00428        43.2995       0.399919        41.6024     
  1084.79        500.000                 NaN            NaN            NaN            NaN   1.49142        6.18786                 NaN            NaN   7.00090        43.3061       0.401343        41.6124     
  1083.33        500.000                 NaN            NaN            NaN            NaN   1.51094        6.15447                 NaN            NaN   6.99771        43.3123       0.402691        41.6219     
  1081.87        500.000                 NaN            NaN            NaN            NaN   1.52957        6.12263                 NaN            NaN   6.99470        43.3180       0.403971        41.6311     
  1080.41        500.000                 NaN            NaN            NaN            NaN   1.54739        6.09219                 NaN            NaN   6.99186        43.3234       0.405189        41.6400     
  1078.95        500.000                 NaN            NaN            NaN            NaN   1.54662        6.09571                 NaN            NaN   6.99370        43.3181       0.404608        41.6413     
  1077.48        500.000                 NaN            NaN            NaN            NaN   1.58175        6.03304                 NaN            NaN   6.98675        43.3337       0.407641        41.6572     
  1076.02        500.000                 NaN            NaN            NaN            NaN   1.57942        6.04001                 NaN            NaN   6.98861        43.3273       0.406816        41.6578     
  1074.56        500.000                 NaN            NaN            NaN            NaN   1.59560        6.01096                 NaN            NaN   6.98463        43.3354       0.408167        41.6652     
  1073.10        500.000                 NaN            NaN            NaN            NaN   1.61303        5.98255                 NaN            NaN   6.98318        43.3374       0.409147        41.6747     
  1071.64        500.000                 NaN            NaN            NaN            NaN   1.63943        5.93587                 NaN            NaN   6.97792        43.3485       0.411310        41.6869     
  1070.18        500.000                 NaN            NaN            NaN            NaN   1.65301        5.91290                 NaN            NaN   6.97595        43.3520       0.412188        41.6940     
  1068.71        500.000                 NaN            NaN            NaN            NaN   1.66451        5.89376                 NaN            NaN   6.97449        43.3541       0.412878        41.7003     
  1067.25        500.000                 NaN            NaN            NaN            NaN   1.66841        5.88881                 NaN            NaN   6.97507        43.3514       0.412779        41.7035     
  1065.79        500.000                 NaN            NaN            NaN            NaN   1.69008        5.85058                 NaN            NaN   6.97101        43.3600       0.414527        41.7138     
  1064.33        500.000                 NaN            NaN            NaN            NaN   1.70218        5.83014                 NaN            NaN   6.96947        43.3628       0.415273        41.7201     
  1062.87        500.000                 NaN            NaN            NaN            NaN   1.70753        5.82240                 NaN            NaN   6.96961        43.3614       0.415126        41.7239     
  1061.40        500.000                 NaN            NaN            NaN            NaN   1.71661        5.80704                 NaN            NaN   6.96857        43.3626       0.415965        41.7292     
  1059.94        500.000                 NaN            NaN            NaN            NaN   1.72791        5.78884                 NaN            NaN   6.96697        43.3642       0.416536        41.7355     
  1058.48        500.000                 NaN            NaN            NaN            NaN   1.73958        5.76883                 NaN            NaN   6.96476        43.3679       0.417371        41.7415     
  1057.02        500.000                 NaN            NaN            NaN            NaN   1.75972        5.73233                 NaN            NaN   6.96107        43.3764       0.419052        41.7515     
  1055.56        500.000                 NaN            NaN            NaN            NaN   1.76927        5.71663                 NaN            NaN   6.96004        43.3776       0.419590        41.7569     
  1054.09        500.000                 NaN            NaN            NaN            NaN   1.77514        5.70807                 NaN            NaN   6.96002        43.3762       0.419726        41.7609     
  1052.63        500.000                 NaN            NaN            NaN            NaN   1.78735        5.68708                 NaN            NaN   6.95814        43.3795       0.420585        41.7673     
  1051.17        500.000                 NaN            NaN            NaN            NaN   1.79163        5.68165                 NaN            NaN   6.95857        43.3769       0.420546        41.7707     
  1049.71        500.000                 NaN            NaN            NaN            NaN   1.79965        5.66883                 NaN            NaN   6.95790        43.3772       0.420939        41.7755     
  1048.25        500.000                 NaN            NaN            NaN            NaN   1.81296        5.64625                 NaN            NaN   6.95588        43.3805       0.421890        41.7825     
  1046.78        500.000                 NaN            NaN            NaN            NaN   1.82255        5.63024                 NaN            NaN   6.95471        43.3820       0.422480        41.7880     
  1045.32        500.000                 NaN            NaN            NaN            NaN   1.82387        5.62990                 NaN            NaN   6.95575        43.3783       0.422170        41.7900     
  1043.86        500.000                 NaN            NaN            NaN            NaN   1.90574        5.44122                 NaN            NaN   6.91798        43.4819       0.435745        41.8174     
  1042.40        500.000                 NaN            NaN            NaN            NaN   1.91763        5.43361                 NaN            NaN   6.92266        43.4652       0.434593        41.8263     
  1040.94        500.000                 NaN            NaN            NaN            NaN   1.92086        5.42787                 NaN            NaN   6.92215        43.4656       0.434816        41.8287     
  1039.47        500.000                 NaN            NaN            NaN            NaN   1.86143        5.56728                 NaN            NaN   6.95120        43.3841       0.424497        41.8115     
  1038.01        500.000                 NaN            NaN            NaN            NaN   1.86659        5.55989                 NaN            NaN   6.95120        43.3824       0.424623        41.8153     
  1036.55        500.000                 NaN            NaN            NaN            NaN   1.92982        5.41179                 NaN            NaN   6.92069        43.4665       0.435444        41.8358     
  1035.09        500.000                 NaN            NaN            NaN            NaN   1.88281        5.53262                 NaN            NaN   6.94940        43.3848       0.425578        41.8248     
  1033.63        500.000                 NaN            NaN            NaN            NaN   1.89057        5.52042                 NaN            NaN   6.94884        43.3847       0.425956        41.8295     
  1032.16        500.000                 NaN            NaN            NaN            NaN   1.89582        5.51266                 NaN            NaN   6.94884        43.3833       0.426096        41.8333     
  1030.70        500.000                 NaN            NaN            NaN            NaN   1.94005        5.39334                 NaN            NaN   6.91902        43.4670       0.436157        41.8444     
  1029.24        500.000                 NaN            NaN            NaN            NaN   1.91093        5.48755                 NaN            NaN   6.94723        43.3849       0.426977        41.8424     
  1027.78        500.000                 NaN            NaN            NaN            NaN   1.91827        5.47594                 NaN            NaN   6.94670        43.3847       0.427346        41.8470     
  1026.32        500.000                 NaN            NaN            NaN            NaN   1.92494        5.46531                 NaN            NaN   6.94624        43.3846       0.427669        41.8513     
  1024.85        500.000                 NaN            NaN            NaN            NaN   1.93153        5.45483                 NaN            NaN   6.94579        43.3844       0.427986        41.8555     
  1023.39        500.000                 NaN            NaN            NaN            NaN   1.93746        5.44528                 NaN            NaN   6.94540        43.3842       0.428258        41.8594     
  1021.93        500.000                 NaN            NaN            NaN            NaN   1.94443        5.43434                 NaN            NaN   6.94496        43.3838       0.428598        41.8639     
  1020.47        500.000                 NaN            NaN            NaN            NaN   1.95075        5.42433                 NaN            NaN   6.94457        43.3834       0.428895        41.8680     
  1019.01        500.000                 NaN            NaN            NaN            NaN   1.95703        5.41441                 NaN            NaN   6.94420        43.3831       0.429188        41.8721     
  1017.54        500.000                 NaN            NaN            NaN            NaN   1.96323        5.40462                 NaN            NaN   6.94384        43.3826       0.429476        41.8762     
  1016.08        500.000                 NaN            NaN            NaN            NaN   1.96871        5.39587                 NaN            NaN   6.94354        43.3823       0.429715        41.8799     
  1014.62        500.000                 NaN            NaN            NaN            NaN   1.97467        5.38647                 NaN            NaN   6.94322        43.3818       0.429985        41.8839     
  1013.16        500.000                 NaN            NaN            NaN            NaN   1.97590        5.38639                 NaN            NaN   6.94419        43.3777       0.429726        41.8861     
  1011.70        500.000                 NaN            NaN            NaN            NaN   1.98743        5.36658                 NaN            NaN   6.94258        43.3805       0.430575        41.8923     
  1010.23        500.000                 NaN            NaN            NaN            NaN   1.98700        5.36969                 NaN            NaN   6.94410        43.3754       0.430077        41.8938     
  1008.77        500.000                 NaN            NaN            NaN            NaN   1.99223        5.36177                 NaN            NaN   6.94400        43.3743       0.430256        41.8975     
  1007.31        500.000                 NaN            NaN            NaN            NaN   2.00538        5.33887                 NaN            NaN   6.94213        43.3778       0.431302        41.9045     
  1005.85        500.000                 NaN            NaN            NaN            NaN   2.00436        5.34296                 NaN            NaN   6.94352        43.3727       0.430804        41.9057     
  1004.39        500.000                 NaN            NaN            NaN            NaN   2.01567        5.32268                 NaN            NaN   6.94144        43.3768       0.431799        41.9116     
  1002.92        500.000                 NaN            NaN            NaN            NaN   2.02115        5.31419                 NaN            NaN   6.94126        43.3759       0.432031        41.9154     
  1001.46        500.000                 NaN            NaN            NaN            NaN   2.02656        5.30583                 NaN            NaN   6.94108        43.3750       0.432257        41.9192     
  1000.00        500.000                 NaN            NaN            NaN            NaN   2.03191        5.29757                 NaN            NaN   6.94093        43.3741       0.432479        41.9230     
