|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.75/LAR/LAR_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        O(HP)          iron           an             San(TH)        San(TH)        ilm            ne             lc            
  1226.14        2500.00                 NaN            NaN   14.0127                 NaN   3.10120                 NaN   8.37716        48.8287                 NaN   1.80332        17.3038        6.57313     
  1225.05        2500.00                 NaN            NaN   14.0129                 NaN   3.10125                 NaN   8.37744        48.8571                 NaN   1.80336        17.3165        6.53133     
  1223.96        2500.00                 NaN            NaN   14.0132                 NaN   3.10129                 NaN   8.37772        48.8858                 NaN   1.80339        17.3294        6.48924     
  1222.87        2500.00                 NaN            NaN   14.0134                 NaN   3.10133                 NaN   8.37799        48.9147                 NaN   1.80343        17.3423        6.44687     
  1221.77        2500.00                 NaN            NaN   14.0136                 NaN   3.10137                 NaN   8.37827        48.9436                 NaN   1.80346        17.3553        6.40430     
  1220.68        2500.00                 NaN            NaN   14.0139                 NaN   3.10141                 NaN   8.37854        48.9728                 NaN   1.80349        17.3684        6.36152     
  1219.59        2500.00                 NaN            NaN   14.0141                 NaN   3.10145                 NaN   8.37882        49.0020                 NaN   1.80353        17.3815        6.31855     
  1218.50        2500.00                 NaN            NaN   14.0143                 NaN   3.10150                 NaN   8.37910        49.0314                 NaN   1.80356        17.3947        6.27537     
  1217.40        2500.00                 NaN            NaN   14.0146                 NaN   3.10154                 NaN   8.37938        49.0609                 NaN   1.80360        17.4080        6.23200     
  1216.31        2500.00                 NaN            NaN   14.0148                 NaN   3.10158                 NaN   8.37965        49.0906                 NaN   1.80363        17.4213        6.18841     
  1215.22        2500.00                 NaN            NaN   14.0150                 NaN   3.10162                 NaN   8.37993        49.1205                 NaN   1.80366        17.4347        6.14454     
  1214.13        2500.00                 NaN            NaN   14.0153                 NaN   3.10166                 NaN   8.38021        49.1505                 NaN   1.80370        17.4483        6.10036     
  1213.03        2500.00                 NaN            NaN   14.0155                 NaN   3.10171                 NaN   8.38049        49.1808                 NaN   1.80373        17.4618        6.05596     
  1211.94        2500.00                 NaN            NaN   14.0158                 NaN   3.10175                 NaN   8.38077        49.2111                 NaN   1.80377        17.4755        6.01136     
  1210.85        2500.00                 NaN            NaN   14.0160                 NaN   3.10179                 NaN   8.38105        49.2416                 NaN   1.80380        17.4892        5.96654     
  1209.76        2500.00                 NaN            NaN   14.0162                 NaN   3.10184                 NaN   8.38133        49.2722                 NaN   1.80384        17.5030        5.92150     
  1208.66        2500.00                 NaN            NaN   14.0165                 NaN   3.10188                 NaN   8.38161        49.3030                 NaN   1.80387        17.5169        5.87626     
  1207.57        2500.00                 NaN            NaN   14.0167                 NaN   3.10192                 NaN   8.38189        49.3340                 NaN   1.80391        17.5308        5.83080     
  1206.48        2500.00                 NaN            NaN   14.0170                 NaN   3.10196                 NaN   8.38217        49.3651                 NaN   1.80394        17.5448        5.78504     
  1205.39        2500.00                 NaN            NaN   14.0172                 NaN   3.10201                 NaN   8.38245        49.3965                 NaN   1.80398        17.5590        5.73894     
  1204.29        2500.00                 NaN            NaN   14.0174                 NaN   3.10205                 NaN   8.38273        49.4280                 NaN   1.80401        17.5732        5.69262     
  1203.20        2500.00                 NaN            NaN   14.0177                 NaN   3.10210                 NaN   8.38301        49.4596                 NaN   1.80405        17.5875        5.64609     
  1202.11        2500.00                 NaN            NaN   14.0179                 NaN   3.10214                 NaN   8.38330        49.4914                 NaN   1.80408        17.6018        5.59932     
  1201.02        2500.00                 NaN            NaN   14.0182                 NaN   3.10218                 NaN   8.38358        49.5234                 NaN   1.80412        17.6162        5.55233     
  1199.92        2500.00                 NaN            NaN   14.0184                 NaN   3.10223                 NaN   8.38386        49.5555                 NaN   1.80415        17.6307        5.50512     
  1198.83        2500.00                 NaN            NaN   14.0187                 NaN   3.10227                 NaN   8.38415        49.5878                 NaN   1.80419        17.6453        5.45768     
  1197.74        2500.00                 NaN            NaN   14.0189                 NaN   3.10232                 NaN   8.38443        49.6202                 NaN   1.80422        17.6600        5.40994     
  1196.65        2500.00                 NaN            NaN   14.0192                 NaN   3.10236                 NaN   8.38471        49.6530                 NaN   1.80426        17.6747        5.36183     
  1195.55        2500.00                 NaN            NaN   14.0194                 NaN   3.10240                 NaN   8.38500        49.6858                 NaN   1.80429        17.6896        5.31348     
  1194.46        2500.00                 NaN            NaN   14.0196                 NaN   3.10245                 NaN   8.38529        49.7189                 NaN   1.80433        17.7045        5.26489     
  1193.37        2500.00                 NaN            NaN   14.0199                 NaN   3.10249                 NaN   8.38557        49.7521                 NaN   1.80437        17.7195        5.21608     
  1192.28        2500.00                 NaN            NaN   14.0201                 NaN   3.10254                 NaN   8.38586        49.7854                 NaN   1.80440        17.7346        5.16703     
  1191.18        2500.00                 NaN            NaN   14.0204                 NaN   3.10259                 NaN   8.38614        49.8189                 NaN   1.80444        17.7498        5.11775     
  1190.09        2500.00                 NaN            NaN   14.0206                 NaN   3.10263                 NaN   8.38643        49.8526                 NaN   1.80447        17.7650        5.06822     
  1189.00        2500.00                 NaN            NaN   14.0209                 NaN   3.10268                 NaN   8.38672        49.8864                 NaN   1.80451        17.7803        5.01840     
  1187.91        2500.00                 NaN            NaN   14.0089                 NaN   3.17106                 NaN   8.52022        49.8956                 NaN   1.80294        17.7650        4.83628     
  1186.81        2500.00                 NaN            NaN   13.9640                 NaN   3.18255                 NaN   8.51857        49.9603                 NaN   1.80709        17.7831        4.78432     
  1185.72        2500.00                 NaN            NaN   13.9960                 NaN   3.17869                 NaN   8.52915        49.9707                 NaN   1.80388        17.7951        4.72642     
  1184.63        2500.00                 NaN            NaN   13.9912                 NaN   3.18210                 NaN   8.53371        50.0076                 NaN   1.80424        17.8102        4.67104     
  1183.54        2500.00                 NaN            NaN   13.9865                 NaN   3.18604                 NaN   8.53879        50.0456                 NaN   1.80528        17.8240        4.61392     
  1182.44        2500.00                 NaN            NaN   13.9816                 NaN   3.18892                 NaN   8.54279        50.0818                 NaN   1.80499        17.8405        4.55939     
  1181.35        2500.00                 NaN            NaN   13.9769                 NaN   3.19235                 NaN   8.54732        50.1193                 NaN   1.80537        17.8557        4.50312     
  1180.26        2500.00                 NaN            NaN   13.8159                 NaN   3.22277                 NaN   8.50172        50.2882                 NaN   1.82529        17.8725        4.47367     
  1179.17        2500.00                 NaN            NaN   13.9677                 NaN   3.19912                 NaN   8.55636        50.1947                 NaN   1.80613        17.8865        4.38949     
  1178.07        2500.00                 NaN            NaN   13.9631                 NaN   3.20250                 NaN   8.56086        50.2328                 NaN   1.80650        17.9021        4.33215     
  1176.98        2500.00                 NaN            NaN   13.9586                 NaN   3.20589                 NaN   8.56543        50.2710                 NaN   1.80689        17.9177        4.27450     
  1175.89        2500.00                 NaN            NaN   13.9539                 NaN   3.20924                 NaN   8.56996        50.3094                 NaN   1.80733        17.9334        4.21667     
  1174.80        2500.00                 NaN            NaN   13.9498                 NaN   3.21271                 NaN   8.57439        50.3480                 NaN   1.80764        17.9491        4.15835     
  1173.70        2500.00                 NaN            NaN   13.9418                 NaN   3.21743                 NaN   8.57774        50.3905                 NaN   1.80788        17.9654        4.09927     
  1172.61        2500.00                 NaN            NaN   13.9466                 NaN   3.21729                 NaN   8.58318        50.4209                 NaN   1.80726        17.9822        4.04263     
  1171.52        2500.00                 NaN            NaN   13.9425                 NaN   3.22061                 NaN   8.58767        50.4599                 NaN   1.80763        17.9982        3.98352     
  1170.43        2500.00                 NaN            NaN   13.9384                 NaN   3.22392                 NaN   8.59215        50.4993                 NaN   1.80800        18.0143        3.92388     
  1169.33        2500.00                 NaN            NaN   13.9349                 NaN   3.22667                 NaN   8.59628        50.5377                 NaN   1.80783        18.0316        3.86507     
  1168.24        2500.00                 NaN            NaN   13.9046                 NaN   3.22742                 NaN   8.58123        50.5958                 NaN   1.80815        18.0567        3.82614     
  1167.15        2500.00                 NaN            NaN   13.9218                 NaN   3.23521                 NaN   8.60552        50.6223                 NaN   1.80994        18.0628        3.74246     
  1166.06        2500.00                 NaN            NaN   13.8708                 NaN   3.25098                 NaN   8.60626        50.7023                 NaN   1.81984        18.0726        3.67719     
  1164.96        2500.00                 NaN            NaN   13.8710                 NaN   3.25103                 NaN   8.60657        50.7405                 NaN   1.81988        18.0900        3.62099     
  1163.87        2500.00                 NaN            NaN   13.8713                 NaN   3.25108                 NaN   8.60687        50.7788                 NaN   1.81992        18.1075        3.56451     
  1162.78        2500.00                 NaN            NaN   13.8716                 NaN   3.25113                 NaN   8.60718        50.8174                 NaN   1.81996        18.1250        3.50773     
  1161.69        2500.00                 NaN            NaN   13.8719                 NaN   3.25118                 NaN   8.60749        50.8563                 NaN   1.82000        18.1428        3.45041     
  1160.59        2500.00                 NaN            NaN   13.8721                 NaN   3.25124                 NaN   8.60780        50.8954                 NaN   1.82004        18.1606        3.39281     
  1159.50        2500.00                 NaN            NaN   13.8724                 NaN   3.25129                 NaN   8.60811        50.9347                 NaN   1.82008        18.1785        3.33492     
  1158.41        2500.00                 NaN            NaN   13.8727                 NaN   3.25134                 NaN   8.60842        50.9741                 NaN   1.82012        18.1965        3.27676     
  1157.32        2500.00                 NaN            NaN   13.8688                 NaN   3.26577                 NaN   8.66229        50.9834                 NaN   1.81232        18.2270        3.18039     
  1156.22        2500.00                 NaN            NaN   13.8667                 NaN   3.26817                 NaN   8.66562        51.0246                 NaN   1.81244        18.2446        3.11788     
  1155.13        2500.00                 NaN            NaN   13.8646                 NaN   3.27058                 NaN   8.66895        51.0659                 NaN   1.81255        18.2623        3.05502     
  1154.04        2500.00                 NaN            NaN   13.8626                 NaN   3.27300                 NaN   8.67229        51.1075                 NaN   1.81265        18.2801        2.99185     
  1152.95        2500.00                 NaN            NaN   13.8606                 NaN   3.27543                 NaN   8.67566        51.1494                 NaN   1.81275        18.2981        2.92802     
  1151.85        2500.00                 NaN            NaN   13.8587                 NaN   3.27787                 NaN   8.67904        51.1916                 NaN   1.81285        18.3162        2.86386     
  1150.76        2500.00                 NaN            NaN   13.8567                 NaN   3.28032                 NaN   8.68243        51.2339                 NaN   1.81295        18.3343        2.79936     
  1149.67        2500.00                 NaN            NaN   13.8548                 NaN   3.28278                 NaN   8.68584        51.2765                 NaN   1.81305        18.3525        2.73452     
  1148.58        2500.00                 NaN            NaN   13.8529                 NaN   3.28525                 NaN   8.68926        51.3192                 NaN   1.81314        18.3709        2.66935     
  1147.48        2500.00                 NaN            NaN   13.8510                 NaN   3.28774                 NaN   8.69271        51.3622                 NaN   1.81322        18.3893        2.60384     
  1146.39        2500.00                 NaN            NaN   13.6257                 NaN   3.32569                 NaN   8.76095        51.4634                 NaN   1.84436        18.4348        2.54513     
  1145.30        2500.00                 NaN            NaN   13.6259                 NaN   3.32575                 NaN   8.76127        51.5054                 NaN   1.84441        18.4540        2.48315     
  1144.21        2500.00                 NaN            NaN   13.6262                 NaN   3.32580                 NaN   8.76160        51.5479                 NaN   1.84445        18.4735        2.42054     
  1143.12        2500.00                 NaN            NaN   13.6265                 NaN   3.32586                 NaN   8.76192        51.5906                 NaN   1.84449        18.4930        2.35763     
  1142.02        2500.00                 NaN            NaN   13.6268                 NaN   3.32592                 NaN   8.76225        51.6334                 NaN   1.84453        18.5126        2.29440     
  1140.93        2500.00                 NaN            NaN   13.6271                 NaN   3.32598                 NaN   8.76257        51.6765                 NaN   1.84458        18.5324        2.23088     
  1139.84        2500.00                 NaN            NaN   13.6274                 NaN   3.32604                 NaN   8.76290        51.7198                 NaN   1.84462        18.5522        2.16707     
  1138.75        2500.00                 NaN            NaN   13.6277                 NaN   3.32610                 NaN   8.76323        51.7632                 NaN   1.84466        18.5721        2.10295     
  1137.65        2500.00                 NaN            NaN   13.6280                 NaN   3.32616                 NaN   8.76356        51.8070                 NaN   1.84471        18.5922        2.03838     
  1136.56        2500.00                 NaN            NaN   13.6283                 NaN   3.32622                 NaN   8.76389        51.8511                 NaN   1.84475        18.6124        1.97343     
  1135.47        2500.00                 NaN            NaN   13.6286                 NaN   3.32628                 NaN   8.76422        51.8953                 NaN   1.84479        18.6327        1.90818     
  1134.38        2500.00                 NaN            NaN   13.6289                 NaN   3.32634                 NaN   8.76455        51.9397                 NaN   1.84484        18.6530        1.84263     
  1133.28        2500.00                 NaN            NaN   13.6292                 NaN   3.32640                 NaN   8.76488        51.9844                 NaN   1.84488        18.6735        1.77677     
  1132.19        2500.00                 NaN            NaN   13.6295                 NaN   3.32646                 NaN   8.76521        52.0292                 NaN   1.84493        18.6941        1.71059     
  1131.10        2500.00                 NaN            NaN   13.6298                 NaN   3.32652                 NaN   8.76555        52.0743                 NaN   1.84497        18.7148        1.64410     
  1130.01        2500.00                 NaN            NaN   13.6301                 NaN   3.32658                 NaN   8.76588        52.1196                 NaN   1.84502        18.7356        1.57731     
  1128.91        2500.00                 NaN            NaN   13.6304                 NaN   3.32665                 NaN   8.76622        52.1657                 NaN   1.84506        18.7568        1.50920     
  1127.82        2500.00                 NaN            NaN   13.6307                 NaN   3.32671                 NaN   8.76656        52.2116                 NaN   1.84511        18.7779        1.44143     
  1126.73        2500.00                 NaN            NaN   13.6310                 NaN   3.32677                 NaN   8.76689        52.2578                 NaN   1.84515        18.7991        1.37330     
  1125.64        2500.00                 NaN            NaN   13.6313                 NaN   3.32683                 NaN   8.76723        52.3042                 NaN   1.84520        18.8204        1.30480     
  1124.54        2500.00                 NaN            NaN   13.6316                 NaN   3.32690                 NaN   8.76757        52.3509                 NaN   1.84524        18.8419        1.23593     
  1123.45        2500.00                 NaN            NaN   13.6319                 NaN   3.32696                 NaN   8.76791        52.3978                 NaN   1.84529        18.8634        1.16668     
  1122.36        2500.00                 NaN            NaN   13.6322                 NaN   3.32703                 NaN   8.76825        52.4450                 NaN   1.84533        18.8851        1.09706     
  1121.27        2500.00                 NaN            NaN   13.6326                 NaN   3.32709                 NaN   8.76859        52.4924                 NaN   1.84538        18.9069        1.02707     
  1120.17        2500.00                 NaN            NaN   13.6329                 NaN   3.32716                 NaN   8.76894        52.5400                 NaN   1.84543        18.9289       0.956697     
  1119.08        2500.00                 NaN            NaN   13.6332                 NaN   3.32722                 NaN   8.76928        52.5880                 NaN   1.84547        18.9509       0.885944     
  1117.99        2500.00                 NaN            NaN   13.8271                 NaN   3.36260                 NaN   8.79751        52.6077                 NaN   1.81422        18.9181       0.672797     
  1116.90        2500.00                 NaN            NaN   13.8272                 NaN   3.36542                 NaN   8.80208        52.6619                 NaN   1.81448        18.9411       0.587755     
  1115.80        2500.00                 NaN            NaN   13.8264                 NaN   3.36794                 NaN   8.80615        52.7115                 NaN   1.81434        18.9632       0.510516     
  1114.71        2500.00                 NaN            NaN   13.8230                 NaN   3.37128                 NaN   8.80976        52.7637                 NaN   1.81488        18.9850       0.432320     
  1113.62        2500.00                 NaN            NaN   13.8228                 NaN   3.37405                 NaN   8.81417        52.8144                 NaN   1.81472        19.0067       0.353164     
  1112.53        2500.00                 NaN            NaN   13.8225                 NaN   3.37662                 NaN   8.81836        52.8647                 NaN   1.81467        19.0289       0.274288     
  1111.43        2500.00                 NaN            NaN   13.8222                 NaN   3.37922                 NaN   8.82254        52.9154                 NaN   1.81461        19.0511       0.194928     
  1110.34        2500.00                 NaN            NaN   13.8220                 NaN   3.38171                 NaN   8.82683        52.9661                 NaN   1.81458        19.0735       0.115267     
  1109.25        2500.00                 NaN            NaN   13.8237                 NaN   3.38326                 NaN   8.83110        53.0144                 NaN   1.81390        19.0970       0.366393E-001
  1108.16        2500.00                 NaN            NaN   13.8190                 NaN   3.38696                 NaN   8.83373        53.0399                 NaN   1.81506        19.1054                 NaN
  1107.06        2500.00                 NaN            NaN   13.8208                 NaN   3.38861                 NaN   8.83960        53.0350                 NaN   1.81440        19.1016                 NaN
  1105.97        2500.00                 NaN            NaN   13.8200                 NaN   3.39056                 NaN   8.84388        53.0322                 NaN   1.81429        19.0990                 NaN
  1104.88        2500.00                 NaN            NaN   13.8193                 NaN   3.39250                 NaN   8.84815        53.0294                 NaN   1.81419        19.0965                 NaN
  1103.79        2500.00                 NaN            NaN   13.8200                 NaN   3.39331                 NaN   8.85243        53.0252                 NaN   1.81341        19.0957                 NaN
  1102.69        2500.00                 NaN            NaN   13.8194                 NaN   3.39640                 NaN   8.85783        53.0219                 NaN   1.81355        19.0909                 NaN
  1101.60        2500.00                 NaN            NaN   13.8173                 NaN   3.39822                 NaN   8.86082        53.0210                 NaN   1.81375        19.0889                 NaN
  1100.51        2500.00                 NaN            NaN   13.8070                 NaN   3.40245                 NaN   8.89054        53.0012                 NaN   1.81460        19.0842                 NaN
  1099.42        2500.00                 NaN            NaN   13.8174                 NaN   3.40091                 NaN   8.86934        53.0138                 NaN   1.81280        19.0857                 NaN
  1098.32        2500.00                 NaN            NaN   13.8159                 NaN   3.40398                 NaN   8.87356        53.0121                 NaN   1.81324        19.0812                 NaN
  1097.23        2500.00                 NaN            NaN   13.8165                 NaN   3.40466                 NaN   8.87782        53.0079                 NaN   1.81248        19.0807                 NaN
  1096.14        2500.00                 NaN            NaN   13.8136                 NaN   3.40780                 NaN   8.88267        53.0065                 NaN   1.81280        19.0766                 NaN
  1095.05        2500.00                 NaN            NaN   13.8149                 NaN   3.40929                 NaN   8.88631        53.0029                 NaN   1.81273        19.0738                 NaN
  1093.95        2500.00                 NaN            NaN   13.8151                 NaN   3.41153                 NaN   8.89031        52.9998                 NaN   1.81261        19.0707                 NaN
  1092.86        2500.00                 NaN            NaN   13.8124                 NaN   3.41357                 NaN   8.89598        52.9973                 NaN   1.81231        19.0685                 NaN
  1091.77        2500.00                 NaN            NaN   13.8147                 NaN   3.41488                 NaN   8.89902        52.9933                 NaN   1.81221        19.0658                 NaN
  1090.68        2500.00                 NaN            NaN   13.8117                 NaN   3.41749                 NaN   8.90513        52.9907                 NaN   1.81189        19.0631                 NaN
  1089.58        2500.00                 NaN            NaN   13.8162                 NaN   3.41767                 NaN   8.90759        52.9856                 NaN   1.81127        19.0616                 NaN
  1088.49        2500.00                 NaN            NaN   13.8171                 NaN   3.42016                 NaN   8.91223        52.9821                 NaN   1.81151        19.0569                 NaN
  1087.40        2500.00                 NaN            NaN   13.8156                 NaN   3.42221                 NaN   8.91618        52.9801                 NaN   1.81142        19.0546                 NaN
  1086.31        2500.00                 NaN            NaN   13.8157                 NaN   3.42399                 NaN   8.92035        52.9768                 NaN   1.81115        19.0520                 NaN
  1085.21        2500.00                 NaN            NaN   13.8169                 NaN   3.42559                 NaN   8.92460        52.9728                 NaN   1.81085        19.0493                 NaN
  1084.12        2500.00                 NaN            NaN   13.8146                 NaN   3.42697                 NaN   8.92795        52.9709                 NaN   1.81015        19.0494                 NaN
  1083.03        2500.00                 NaN            NaN   13.8177                 NaN   3.42913                 NaN   8.93302        52.9659                 NaN   1.81029        19.0440                 NaN
  1081.94        2500.00                 NaN            NaN   13.8194                 NaN   3.43029                 NaN   8.93743        52.9612                 NaN   1.80963        19.0421                 NaN
  1080.84        2500.00                 NaN            NaN   13.8183                 NaN   3.43238                 NaN   8.94145        52.9589                 NaN   1.80957        19.0394                 NaN
  1079.75        2500.00                 NaN            NaN   13.8188                 NaN   3.43455                 NaN   8.94569        52.9556                 NaN   1.80946        19.0359                 NaN
  1078.66        2500.00                 NaN            NaN   13.8142                 NaN   3.43391                 NaN   8.96239        52.9445                 NaN   1.81023        19.0348                 NaN
  1077.57        2500.00                 NaN            NaN   13.8193                 NaN   3.43826                 NaN   8.95405        52.9491                 NaN   1.80895        19.0303                 NaN
  1076.47        2500.00                 NaN            NaN   13.8164                 NaN   3.43962                 NaN   8.95760        52.9483                 NaN   1.80900        19.0291                 NaN
  1075.38        2500.00                 NaN            NaN   13.8191                 NaN   3.44118                 NaN   8.96204        52.9433                 NaN   1.80852        19.0259                 NaN
  1074.29        2500.00                 NaN            NaN   13.8223                 NaN   3.44310                 NaN   8.96645        52.9376                 NaN   1.80778        19.0228                 NaN
  1073.20        2500.00                 NaN            NaN   13.8240                 NaN   3.44497                 NaN   8.97115        52.9334                 NaN   1.80771        19.0188                 NaN
  1072.10        2500.00                 NaN            NaN   13.8259                 NaN   3.44130                 NaN   8.97686        52.9263                 NaN   1.80721        19.0225                 NaN
  1071.01        2500.00                 NaN            NaN   13.8271                 NaN   3.44777                 NaN   8.98004        52.9247                 NaN   1.80697        19.0135                 NaN
  1069.92        2500.00                 NaN            NaN   13.8280                 NaN   3.44944                 NaN   8.98425        52.9209                 NaN   1.80667        19.0108                 NaN
  1068.83        2500.00                 NaN            NaN   13.8295                 NaN   3.45115                 NaN   8.98853        52.9167                 NaN   1.80626        19.0078                 NaN
  1067.73        2500.00                 NaN            NaN   13.8314                 NaN   3.45257                 NaN   8.99291        52.9122                 NaN   1.80586        19.0050                 NaN
  1066.64        2500.00                 NaN            NaN   13.8301                 NaN   3.45414                 NaN   9.01136        52.8977                 NaN   1.80600        19.0007                 NaN
  1065.55        2500.00                 NaN            NaN   13.8346                 NaN   3.45587                 NaN   9.00150        52.9038                 NaN   1.80509        18.9992                 NaN
  1064.46        2500.00                 NaN            NaN   13.8363                 NaN   3.45750                 NaN   9.00581        52.8995                 NaN   1.80469        18.9962                 NaN
  1063.36        2500.00                 NaN            NaN   13.8414                 NaN   3.45322                 NaN   9.02231        52.8850                 NaN   1.80704        18.9911                 NaN
  1062.27        2500.00                 NaN            NaN   13.8378                 NaN   3.46085                 NaN   9.01389        52.8923                 NaN   1.80376        18.9914                 NaN
  1061.18        2500.00                 NaN            NaN   13.8423                 NaN   3.46205                 NaN   9.01867        52.8857                 NaN   1.80299        18.9883                 NaN
  1060.09        2500.00                 NaN            NaN   13.8444                 NaN   3.46367                 NaN   9.02304        52.8812                 NaN   1.80259        18.9852                 NaN
  1058.99        2500.00                 NaN            NaN   13.8395                 NaN   3.46936                 NaN   9.04143        52.8678                 NaN   1.80126        18.9806                 NaN
  1057.90        2500.00                 NaN            NaN   13.8454                 NaN   3.46798                 NaN   9.03084        52.8754                 NaN   1.80257        18.9778                 NaN
  1056.81        2500.00                 NaN            NaN   13.8495                 NaN   3.46929                 NaN   9.03575        52.8690                 NaN   1.80191        18.9745                 NaN
  1055.72        2500.00                 NaN            NaN   13.8555                 NaN   3.47251                 NaN   9.05970        52.8452                 NaN   1.80075        18.9663                 NaN
  1054.62        2500.00                 NaN            NaN   13.8555                 NaN   3.47150                 NaN   9.04500        52.8578                 NaN   1.80033        18.9698                 NaN
  1053.53        2500.00                 NaN            NaN   13.8585                 NaN   3.47448                 NaN   9.05007        52.8528                 NaN   1.80001        18.9641                 NaN
  1052.44        2500.00                 NaN            NaN   13.8606                 NaN   3.47455                 NaN   9.05388        52.8480                 NaN   1.79935        18.9636                 NaN
  1051.35        2500.00                 NaN            NaN   13.8630                 NaN   3.47608                 NaN   9.05827        52.8432                 NaN   1.79883        18.9606                 NaN
  1050.25        2500.00                 NaN            NaN   13.8612                 NaN   3.47971                 NaN   9.06315        52.8412                 NaN   1.79939        18.9553                 NaN
  1049.16        2500.00                 NaN            NaN   13.8668                 NaN   3.47977                 NaN   9.06670        52.8348                 NaN   1.79814        18.9538                 NaN
  1048.07        2500.00                 NaN            NaN   13.8691                 NaN   3.48059                 NaN   9.07105        52.8295                 NaN   1.79713        18.9526                 NaN
  1046.98        2500.00                 NaN            NaN   13.8742                 NaN   3.48213                 NaN   9.07610        52.8228                 NaN   1.79671        18.9480                 NaN
  1045.88        2500.00                 NaN            NaN   13.8709                 NaN   3.48516                 NaN   9.07863        52.8239                 NaN   1.79736        18.9441                 NaN
  1044.79        2500.00                 NaN            NaN   13.8710                 NaN   3.48771                 NaN   9.09079        52.8121                 NaN   1.79494        18.9434                 NaN
  1043.70        2500.00                 NaN            NaN   13.8804                 NaN   3.48738                 NaN   9.08880        52.8097                 NaN   1.79533        18.9384                 NaN
  1042.61        2500.00                 NaN            NaN   13.8872                 NaN   3.48816                 NaN   9.09437        52.8012                 NaN   1.79458        18.9344                 NaN
  1041.51        2500.00                 NaN            NaN   13.9161                 NaN   3.49034                 NaN   9.12956        52.7566                 NaN   1.79378        18.9137                 NaN
  1040.42        2500.00                 NaN            NaN   13.8894                 NaN   3.49157                 NaN   9.10230        52.7939                 NaN   1.79356        18.9293                 NaN
  1039.33        2500.00                 NaN            NaN   13.8929                 NaN   3.49301                 NaN   9.10690        52.7882                 NaN   1.79294        18.9260                 NaN
  1038.24        2500.00                 NaN            NaN   13.8966                 NaN   3.49446                 NaN   9.11151        52.7825                 NaN   1.79232        18.9227                 NaN
  1037.14        2500.00                 NaN            NaN   13.9009                 NaN   3.49302                 NaN   9.12171        52.7726                 NaN   1.79273        18.9190                 NaN
  1036.05        2500.00                 NaN            NaN   13.9072                 NaN   3.49728                 NaN   9.12161        52.7686                 NaN   1.79113        18.9142                 NaN
  1034.96        2500.00                 NaN            NaN   13.9114                 NaN   3.49869                 NaN   9.12630        52.7625                 NaN   1.79047        18.9107                 NaN
  1033.87        2500.00                 NaN            NaN   13.9161                 NaN   3.50009                 NaN   9.13118        52.7560                 NaN   1.78977        18.9069                 NaN
  1032.77        2500.00                 NaN            NaN   13.9201                 NaN   3.50147                 NaN   9.13569        52.7501                 NaN   1.78910        18.9036                 NaN
  1031.68        2500.00                 NaN            NaN   13.9237                 NaN   3.50215                 NaN   9.14052        52.7436                 NaN   1.78795        18.9021                 NaN
  1030.59        2500.00                 NaN            NaN   13.9325                 NaN   3.50388                 NaN   9.15622        52.7263                 NaN   1.78748        18.8936                 NaN
  1029.50        2500.00                 NaN            NaN   13.9287                 NaN   3.50223                 NaN   9.14784        52.7344                 NaN   1.78653        18.9003                 NaN
  1028.40        2500.00                 NaN            NaN   13.9357                 NaN   3.50490                 NaN   9.15994        52.7222                 NaN   1.78695        18.8903                 NaN
  1027.31        2500.00                 NaN            NaN   13.9429                 NaN   3.50834                 NaN   9.15988        52.7177                 NaN   1.78547        18.8857                 NaN
  1026.22        2500.00                 NaN            NaN   13.9478                 NaN   3.50967                 NaN   9.16478        52.7110                 NaN   1.78471        18.8821                 NaN
  1025.13        2500.00                 NaN            NaN   13.9523                 NaN   3.51022                 NaN   9.16982        52.7039                 NaN   1.78358        18.8802                 NaN
  1024.03        2500.00                 NaN            NaN   13.9567                 NaN   3.51183                 NaN   9.17453        52.6977                 NaN   1.78291        18.8763                 NaN
  1022.94        2500.00                 NaN            NaN   13.9630                 NaN   3.51359                 NaN   9.17967        52.6903                 NaN   1.78236        18.8711                 NaN
  1021.85        2500.00                 NaN            NaN   13.9669                 NaN   3.51444                 NaN   9.18461        52.6841                 NaN   1.78160        18.8683                 NaN
  1020.76        2500.00                 NaN            NaN   13.9722                 NaN   3.51575                 NaN   9.18961        52.6770                 NaN   1.78078        18.8646                 NaN
  1019.66        2500.00                 NaN            NaN   13.9745                 NaN   3.51745                 NaN   9.19368        52.6727                 NaN   1.78030        18.8613                 NaN
  1018.57        2500.00                 NaN            NaN   13.9834                 NaN   3.51833                 NaN   9.19977        52.6625                 NaN   1.77912        18.8569                 NaN
  1017.48        2500.00                 NaN            NaN   13.9894                 NaN   3.51996                 NaN   9.20528        52.6544                 NaN   1.77799        18.8530                 NaN
  1016.39        2500.00                 NaN            NaN   13.9949                 NaN   3.52047                 NaN   9.21004        52.6470                 NaN   1.77693        18.8506                 NaN
  1015.29        2500.00                 NaN            NaN   13.9984                 NaN   3.52168                 NaN   9.21461        52.6411                 NaN   1.77596        18.8482                 NaN
  1014.20        2500.00                 NaN            NaN   14.0044                 NaN   3.52292                 NaN   9.21985        52.6334                 NaN   1.77505        18.8443                 NaN
  1013.11        2500.00                 NaN            NaN   14.0130                 NaN   3.52456                 NaN   9.22567        52.6244                 NaN   1.77461        18.8377                 NaN
