|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.75/LAR/LAR_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        O(HP)          iron           an             San(TH)        San(TH)        ilm            ne             lc            
  1009.83        2500.00                 NaN            NaN   16.7087                 NaN   4.88165                 NaN   9.28420        48.7052                 NaN   3.05778        17.3625                 NaN
  1008.74        2500.00                 NaN            NaN   16.7153                 NaN   4.88323                 NaN   9.28936        48.6968                 NaN   3.05600        17.3594                 NaN
  1007.65        2500.00                 NaN            NaN   16.7214                 NaN   4.88504                 NaN   9.29438        48.6887                 NaN   3.05428        17.3562                 NaN
  1006.55        2500.00                 NaN            NaN   16.7285                 NaN   4.88649                 NaN   9.29991        48.6798                 NaN   3.05239        17.3529                 NaN
  1005.46        2500.00                 NaN            NaN   16.7393                 NaN   4.88623                 NaN   9.30572        48.6698                 NaN   3.05086        17.3481                 NaN
  1004.37        2500.00                 NaN            NaN   16.7448                 NaN   4.88898                 NaN   9.31117        48.6606                 NaN   3.04831        17.3461                 NaN
  1003.28        2500.00                 NaN            NaN   16.7477                 NaN   4.89236                 NaN   9.31582        48.6537                 NaN   3.04631        17.3441                 NaN
  1002.18        2500.00                 NaN            NaN   16.7605                 NaN   4.89076                 NaN   9.32191        48.6434                 NaN   3.04520        17.3382                 NaN
  1001.09        2500.00                 NaN            NaN   16.7652                 NaN   4.88762                 NaN   9.32782        48.6370                 NaN   3.04472        17.3376                 NaN
  1000.00        2500.00                 NaN            NaN   16.7707                 NaN   4.89594                 NaN   9.33204        48.6282                 NaN   3.04099        17.3322                 NaN
