|6.6.6
Archiving\03_Data\eqLP/QFM_m4.5/TIS/TIS_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         iron           O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1336.54        500.000        7.27975       0.984262                 NaN   1.08741                 NaN   28.0692                 NaN   33.3587        21.9333        7.28738                 NaN            NaN
  1333.33        500.000        4.10644       0.984267                 NaN   1.08647                 NaN   28.0480                 NaN   35.1547        21.8377        8.78246                 NaN            NaN
  1330.13        500.000        4.10644       0.984267                 NaN   1.08647                 NaN   28.0480                 NaN   35.1547        21.8377        8.78246                 NaN            NaN
  1326.92        500.000        4.10644       0.984267                 NaN   1.08647                 NaN   28.0480                 NaN   35.1547        21.8377        8.78246                 NaN            NaN
  1323.72        500.000        4.10644       0.984267                 NaN   1.08647                 NaN   28.0480                 NaN   35.1547        21.8377        8.78246                 NaN            NaN
  1320.51        500.000        4.10644       0.984267                 NaN   1.08647                 NaN   28.0480                 NaN   35.1547        21.8377        8.78246                 NaN            NaN
  1317.31        500.000        4.10644       0.984267                 NaN   1.08647                 NaN   28.0480                 NaN   35.1547        21.8377        8.78246                 NaN            NaN
  1314.10        500.000        4.10644       0.984267                 NaN   1.08647                 NaN   28.0480                 NaN   35.1547        21.8377        8.78246                 NaN            NaN
  1310.90        500.000        4.10644       0.984267                 NaN   1.08647                 NaN   28.0480                 NaN   35.1547        21.8377        8.78246                 NaN            NaN
  1307.69        500.000        1.86961       0.984268                 NaN   1.08038                 NaN   27.9366                 NaN   21.4712        36.6705        9.98749                 NaN            NaN
  1304.49        500.000        1.63272       0.984268                 NaN   1.07811                 NaN   27.9183                 NaN   36.8553        21.4075        10.1237                 NaN            NaN
  1301.28        500.000       0.341579       0.984270                 NaN   1.07550                 NaN   27.8729                 NaN   21.4457        37.2782        10.3724       0.629429                 NaN
  1298.08        500.000                 NaN  0.984270                 NaN   1.07749                 NaN   27.8774                 NaN   37.3228        21.4751        10.4301       0.832724                 NaN
  1294.87        500.000                 NaN  0.984271                 NaN   1.07996                 NaN   27.8896                 NaN   21.4720        37.2907        10.4489       0.834505                 NaN
  1291.67        500.000                 NaN  0.984271                 NaN   1.07996                 NaN   27.8896                 NaN   21.4720        37.2907        10.4489       0.834505                 NaN
  1288.46        500.000                 NaN  0.984271                 NaN   1.07996                 NaN   27.8896                 NaN   21.4720        37.2907        10.4489       0.834505                 NaN
  1285.26        500.000                 NaN  0.984271                 NaN   1.07996                 NaN   27.8896                 NaN   21.4720        37.2907        10.4489       0.834505                 NaN
  1282.05        500.000                 NaN  0.984271                 NaN   1.08968                 NaN   27.9401                 NaN   37.1641        21.4573        10.5239       0.840624                 NaN
  1278.85        500.000                 NaN  0.984271                 NaN   1.08968                 NaN   27.9401                 NaN   37.1641        21.4573        10.5239       0.840624                 NaN
  1275.64        500.000                 NaN  0.984271                 NaN   1.08968                 NaN   27.9401                 NaN   37.1641        21.4573        10.5239       0.840624                 NaN
  1272.44        500.000                 NaN  0.984271                 NaN   1.08968                 NaN   27.9401                 NaN   37.1641        21.4573        10.5239       0.840624                 NaN
  1269.23        500.000                 NaN  0.984271                 NaN   1.08968                 NaN   27.9401                 NaN   37.1641        21.4573        10.5239       0.840624                 NaN
  1266.03        500.000                 NaN  0.984271                 NaN   1.08968                 NaN   27.9401                 NaN   37.1641        21.4573        10.5239       0.840624                 NaN
  1262.82        500.000                 NaN  0.984271                 NaN   1.08968                 NaN   27.9401                 NaN   37.1641        21.4573        10.5239       0.840624                 NaN
  1259.62        500.000                 NaN  0.984271                 NaN   1.08968                 NaN   27.9401                 NaN   37.1641        21.4573        10.5239       0.840624                 NaN
  1256.41        500.000                 NaN  0.984272                 NaN   1.10836                 NaN   28.0357                 NaN   36.9480        21.4081        10.6631       0.852471                 NaN
  1253.21        500.000                 NaN  0.984272                 NaN   1.10836                 NaN   28.0357                 NaN   36.9480        21.4081        10.6631       0.852471                 NaN
  1250.00        500.000                 NaN  0.984272                 NaN   1.10836                 NaN   28.0357                 NaN   36.9480        21.4081        10.6631       0.852471                 NaN
  1246.79        500.000                 NaN  0.984272                 NaN   1.10836                 NaN   28.0357                 NaN   36.9480        21.4081        10.6631       0.852471                 NaN
  1243.59        500.000                 NaN  0.984272                 NaN   1.10836                 NaN   28.0357                 NaN   36.9480        21.4081        10.6631       0.852471                 NaN
  1240.38        500.000                 NaN  0.984272                 NaN   1.10836                 NaN   28.0357                 NaN   36.9480        21.4081        10.6631       0.852471                 NaN
  1237.18        500.000                 NaN  0.984272                 NaN   1.10836                 NaN   28.0357                 NaN   36.9480        21.4081        10.6631       0.852471                 NaN
  1233.97        500.000                 NaN  0.984272                 NaN   1.10836                 NaN   28.0357                 NaN   36.9480        21.4081        10.6631       0.852471                 NaN
  1230.77        500.000                 NaN  0.984273                 NaN   1.12661                 NaN   28.1201                 NaN   36.7858        21.3304        10.7916       0.861297                 NaN
  1227.56        500.000                 NaN  0.984273                 NaN   1.12661                 NaN   28.1201                 NaN   36.7858        21.3304        10.7916       0.861297                 NaN
  1224.36        500.000                 NaN  0.984273                 NaN   1.13100                 NaN   28.1399                 NaN   36.7474        21.3123        10.8216       0.863517                 NaN
  1221.15        500.000                 NaN  0.984274                 NaN   1.13283                 NaN   28.1504       0.147005E-001   36.7132        21.3039        10.8361       0.864511                 NaN
  1217.95        500.000                 NaN  0.984273                 NaN   1.12375                 NaN   28.1665       0.348790        36.3317        21.3379        10.8342       0.872836                 NaN
  1214.74        500.000                 NaN  0.984273                 NaN   1.12375                 NaN   28.1665       0.348790        36.3317        21.3379        10.8342       0.872836                 NaN
  1211.54        500.000                 NaN  0.984273                 NaN   1.12375                 NaN   28.1665       0.348790        36.3317        21.3379        10.8342       0.872836                 NaN
  1208.33        500.000                 NaN  0.984273                 NaN   1.12375                 NaN   28.1665       0.348790        36.3317        21.3379        10.8342       0.872836                 NaN
  1205.13        500.000                 NaN  0.984272                 NaN   1.09092                 NaN   28.2220        1.59953        34.9188        21.4528        10.8298       0.901944                 NaN
  1201.92        500.000                 NaN  0.984272                 NaN   1.09092                 NaN   28.2220        1.59953        34.9188        21.4528        10.8298       0.901944                 NaN
  1198.72        500.000                 NaN  0.984272                 NaN   1.09092                 NaN   28.2220        1.59953        34.9188        21.4528        10.8298       0.901944                 NaN
  1195.51        500.000                 NaN  0.984272                 NaN   1.09092                 NaN   28.2220        1.59953        34.9188        21.4528        10.8298       0.901944                 NaN
  1192.31        500.000                 NaN  0.984272                 NaN   1.09092                 NaN   28.2220        1.59953        34.9188        21.4528        10.8298       0.901944                 NaN
  1189.10        500.000                 NaN  0.984272                 NaN   1.09092                 NaN   28.2220        1.59953        34.9188        21.4528        10.8298       0.901944                 NaN
  1185.90        500.000                 NaN  0.984272                 NaN   1.09092                 NaN   28.2220        1.59953        34.9188        21.4528        10.8298       0.901944                 NaN
  1182.69        500.000                 NaN  0.984272                 NaN   1.09092                 NaN   28.2220        1.59953        34.9188        21.4528        10.8298       0.901944                 NaN
  1179.49        500.000                 NaN  0.984271                 NaN   1.03629                 NaN   28.3212        3.89020        32.3848        21.6062        10.8271       0.949969                 NaN
  1176.28        500.000                 NaN  0.984271                 NaN   1.03629                 NaN   28.3212        3.89020        32.3848        21.6062        10.8271       0.949969                 NaN
  1173.08        500.000                 NaN  0.984271                 NaN   1.03629                 NaN   28.3212        3.89020        32.3848        21.6062        10.8271       0.949969                 NaN
  1169.87        500.000                 NaN  0.984271                 NaN   1.03629                 NaN   28.3212        3.89020        32.3848        21.6062        10.8271       0.949969                 NaN
  1166.67        500.000                 NaN  0.984271                 NaN   1.03629                 NaN   28.3212        3.89020        32.3848        21.6062        10.8271       0.949969                 NaN
  1163.46        500.000                 NaN  0.984271                 NaN   1.03629                 NaN   28.3212        3.89020        32.3848        21.6062        10.8271       0.949969                 NaN
  1160.26        500.000                 NaN  0.984271                 NaN   1.03629                 NaN   28.3212        3.89020        32.3848        21.6062        10.8271       0.949969                 NaN
  1157.05        500.000                 NaN  0.984271                 NaN   1.03629                 NaN   28.3212        3.89020        32.3848        21.6062        10.8271       0.949969                 NaN
  1153.85        500.000                 NaN  0.984270                 NaN  0.994152                 NaN   28.4078        5.94518        21.6827        30.1681        10.8323       0.985489                 NaN
  1150.64        500.000                 NaN  0.984270                 NaN  0.994152                 NaN   28.4078        5.94518        21.6827        30.1681        10.8323       0.985489                 NaN
  1147.44        500.000                 NaN  0.984270                 NaN  0.994152                 NaN   28.4078        5.94518        21.6827        30.1681        10.8323       0.985489                 NaN
  1144.23        500.000                 NaN  0.984270                 NaN  0.994152                 NaN   28.4078        5.94518        21.6827        30.1681        10.8323       0.985489                 NaN
  1141.03        500.000                 NaN  0.984270                 NaN  0.994152                 NaN   28.4078        5.94518        21.6827        30.1681        10.8323       0.985489                 NaN
  1137.82        500.000                 NaN  0.984270                 NaN  0.994152                 NaN   28.4078        5.94518        21.6827        30.1681        10.8323       0.985489                 NaN
  1134.62        500.000                 NaN  0.984270                 NaN  0.994152                 NaN   28.4078        5.94518        21.6827        30.1681        10.8323       0.985489                 NaN
  1131.41        500.000                 NaN  0.984270                 NaN  0.994152                 NaN   28.4078        5.94518        21.6827        30.1681        10.8323       0.985489                 NaN
  1128.21        500.000                 NaN  0.984269                 NaN  0.962284                 NaN   28.4817        7.80753        28.2056        21.7022        10.8467        1.00968                 NaN
  1125.00        500.000                 NaN  0.984269                 NaN  0.962284                 NaN   28.4817        7.80753        28.2056        21.7022        10.8467        1.00968                 NaN
  1121.79        500.000                 NaN  0.984269                 NaN  0.962284                 NaN   28.4817        7.80753        28.2056        21.7022        10.8467        1.00968                 NaN
  1118.59        500.000                 NaN  0.984269                 NaN  0.962284                 NaN   28.4817        7.80753        28.2056        21.7022        10.8467        1.00968                 NaN
  1115.38        500.000                 NaN  0.984268                 NaN  0.950082                 NaN   28.5127        8.67275        21.6969        27.3088        10.8573        1.01713                 NaN
  1112.18        500.000                 NaN  0.984268                 NaN  0.950082                 NaN   28.5127        8.67275        21.6969        27.3088        10.8573        1.01713                 NaN
  1108.97        500.000                 NaN  0.984268                 NaN  0.944947                 NaN   28.5281        9.09353        21.6896        26.8766        10.8630        1.01992                 NaN
  1105.77        500.000                 NaN  0.984268                 NaN  0.936525                 NaN   28.5476        9.50994        21.6757        26.4531        10.8703                 NaN   1.02255     
  1102.56        500.000                 NaN  0.984268                 NaN  0.940135                 NaN   28.5430        9.50906        26.4498        21.6824        10.8687                 NaN   1.02248     
  1099.36        500.000                 NaN  0.984268                 NaN  0.940135                 NaN   28.5430        9.50906        26.4498        21.6824        10.8687                 NaN   1.02248     
  1096.15        500.000                 NaN  0.984268                 NaN  0.940135                 NaN   28.5430        9.50906        26.4498        21.6824        10.8687                 NaN   1.02248     
  1092.95        500.000                 NaN  0.984268                 NaN  0.940135                 NaN   28.5430        9.50906        26.4498        21.6824        10.8687                 NaN   1.02248     
  1089.74        500.000                 NaN  0.984268                 NaN  0.940135                 NaN   28.5430        9.50906        26.4498        21.6824        10.8687                 NaN   1.02248     
  1086.54        500.000                 NaN  0.984268                 NaN  0.940135                 NaN   28.5430        9.50906        26.4498        21.6824        10.8687                 NaN   1.02248     
  1083.33        500.000                 NaN  0.984268                 NaN  0.940135                 NaN   28.5430        9.50906        26.4498        21.6824        10.8687                 NaN   1.02248     
  1080.13        500.000                 NaN  0.984268                 NaN  0.940135                 NaN   28.5430        9.50906        26.4498        21.6824        10.8687                 NaN   1.02248     
  1076.92        500.000                 NaN  0.984267                 NaN  0.926422                 NaN   28.5994        11.0909        24.8360        21.6359        10.8910                 NaN   1.03614     
  1073.72        500.000                 NaN  0.984267                 NaN  0.926422                 NaN   28.5994        11.0909        24.8360        21.6359        10.8910                 NaN   1.03614     
  1070.51        500.000                 NaN  0.984267                 NaN  0.926422                 NaN   28.5994        11.0909        24.8360        21.6359        10.8910                 NaN   1.03614     
  1067.31        500.000                 NaN  0.984267                 NaN  0.926422                 NaN   28.5994        11.0909        24.8360        21.6359        10.8910                 NaN   1.03614     
  1064.10        500.000                 NaN  0.984267                 NaN  0.926422                 NaN   28.5994        11.0909        24.8360        21.6359        10.8910                 NaN   1.03614     
  1060.90        500.000                 NaN  0.984267                 NaN  0.926422                 NaN   28.5994        11.0909        24.8360        21.6359        10.8910                 NaN   1.03614     
  1057.69        500.000                 NaN  0.984267                 NaN  0.926422                 NaN   28.5994        11.0909        24.8360        21.6359        10.8910                 NaN   1.03614     
  1054.49        500.000                 NaN  0.984267                 NaN  0.926422                 NaN   28.5994        11.0909        24.8360        21.6359        10.8910                 NaN   1.03614     
  1051.28        500.000                 NaN  0.984267                 NaN  0.920616                 NaN   28.6463        12.5666        23.3529        21.5666        10.9176                 NaN   1.04519     
  1048.08        500.000                 NaN  0.984267                 NaN  0.920616                 NaN   28.6463        12.5666        23.3529        21.5666        10.9176                 NaN   1.04519     
  1044.87        500.000                 NaN  0.984267                 NaN  0.920616                 NaN   28.6463        12.5666        23.3529        21.5666        10.9176                 NaN   1.04519     
  1041.67        500.000                 NaN  0.984267                 NaN  0.920616                 NaN   28.6463        12.5666        23.3529        21.5666        10.9176                 NaN   1.04519     
  1038.46        500.000                 NaN  0.984267                 NaN  0.920616                 NaN   28.6463        12.5666        23.3529        21.5666        10.9176                 NaN   1.04519     
  1035.26        500.000                 NaN  0.984267                 NaN  0.920616                 NaN   28.6463        12.5666        23.3529        21.5666        10.9176                 NaN   1.04519     
  1032.05        500.000                 NaN  0.984267                 NaN  0.920616                 NaN   28.6463        12.5666        23.3529        21.5666        10.9176                 NaN   1.04519     
  1028.85        500.000                 NaN  0.984267                 NaN  0.920616                 NaN   28.6463        12.5666        23.3529        21.5666        10.9176                 NaN   1.04519     
  1025.64        500.000                 NaN  0.984267                 NaN  0.921912                 NaN   28.6924        13.9615        21.4776        21.9631        10.9465                 NaN   1.05267     
  1022.44        500.000                 NaN  0.984267                 NaN  0.921912                 NaN   28.6924        13.9615        21.4776        21.9631        10.9465                 NaN   1.05267     
  1019.23        500.000                 NaN  0.984267                 NaN  0.921912                 NaN   28.6924        13.9615        21.4776        21.9631        10.9465                 NaN   1.05267     
  1016.03        500.000                 NaN  0.984267                 NaN  0.921912                 NaN   28.6924        13.9615        21.4776        21.9631        10.9465                 NaN   1.05267     
  1012.82        500.000                 NaN  0.984267                 NaN  0.921912                 NaN   28.6924        13.9615        21.4776        21.9631        10.9465                 NaN   1.05267     
  1009.62        500.000                 NaN  0.984267                 NaN  0.921912                 NaN   28.6924        13.9615        21.4776        21.9631        10.9465                 NaN   1.05267     
  1006.41        500.000                 NaN  0.984267                 NaN  0.921912                 NaN   28.6924        13.9615        21.4776        21.9631        10.9465                 NaN   1.05267     
  1003.21        500.000                 NaN  0.984267                 NaN  0.921912                 NaN   28.6924        13.9615        21.4776        21.9631        10.9465                 NaN   1.05267     
  1000.00        500.000                 NaN  0.984267                 NaN  0.930408                 NaN   28.7299        15.2748        21.3743        20.6701        10.9791                 NaN   1.05710     
