|6.6.6
Archiving\03_Data\fracLP/QFM_m4.75/KHA22/KHA22_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       mang           Ni             iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1533.83        500.000        98.9950                 NaN            NaN            NaN  0.194203E-001            NaN  0.985590                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.0120                 NaN            NaN            NaN  0.239172E-001            NaN  0.964058                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.0225                 NaN            NaN            NaN  0.914048E-002            NaN  0.968335                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.0346                 NaN            NaN            NaN  0.118029E-002            NaN  0.964196                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.0481                 NaN            NaN            NaN  0.162467E-001            NaN  0.935634                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.0580                 NaN            NaN            NaN  0.235664E-003            NaN  0.941743                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.0730                 NaN            NaN            NaN            NaN            NaN  0.926960                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.0804                 NaN            NaN            NaN            NaN            NaN  0.919624                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.0980                 NaN            NaN            NaN  0.202623E-001            NaN  0.881780                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.1047                 NaN            NaN            NaN            NaN            NaN  0.895273                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1163                 NaN            NaN            NaN            NaN            NaN  0.883678                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.1259                 NaN            NaN            NaN            NaN            NaN  0.874112                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.1388                 NaN            NaN            NaN            NaN            NaN  0.861191                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.1437                 NaN            NaN            NaN            NaN            NaN  0.856323                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.1565                 NaN            NaN            NaN            NaN            NaN  0.843485                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.1640                 NaN            NaN            NaN            NaN            NaN  0.835967                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.1750                 NaN            NaN            NaN            NaN            NaN  0.824995                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.1808                 NaN            NaN            NaN            NaN            NaN  0.819235                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.1515                 NaN            NaN            NaN            NaN            NaN  0.598314       0.250139                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.0653                 NaN            NaN            NaN            NaN            NaN  0.923860E-001  0.842266                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.0738                 NaN            NaN            NaN            NaN            NaN  0.854502E-001  0.840758                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.0808                 NaN            NaN            NaN            NaN            NaN  0.762663E-001  0.842936                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.0883                 NaN            NaN            NaN            NaN            NaN  0.679782E-001  0.843710                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.0951                 NaN            NaN            NaN            NaN            NaN  0.609146E-001  0.843989                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.1007                 NaN            NaN            NaN            NaN            NaN  0.501760E-001  0.849163                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.1070                 NaN            NaN            NaN            NaN            NaN  0.414929E-001  0.851487                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.1135                 NaN            NaN            NaN            NaN            NaN  0.334935E-001  0.853038                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.1164                 NaN            NaN            NaN            NaN            NaN  0.236123E-001  0.859994                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.1223                 NaN            NaN            NaN            NaN            NaN  0.134711E-001  0.864196                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.1211                 NaN            NaN            NaN            NaN            NaN            NaN  0.878887                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.1321                 NaN            NaN            NaN            NaN            NaN  0.250202E-001  0.842919                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.1315                 NaN            NaN            NaN            NaN            NaN            NaN  0.868482                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.1344                 NaN            NaN            NaN            NaN            NaN  0.120620E-001  0.853586                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.1315                 NaN            NaN            NaN            NaN            NaN            NaN  0.868503                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.1349                 NaN            NaN            NaN            NaN            NaN            NaN  0.865069                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.1294                 NaN            NaN            NaN            NaN            NaN            NaN  0.870552                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.1270                 NaN            NaN            NaN            NaN            NaN            NaN  0.872994                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.9158                 NaN            NaN            NaN            NaN            NaN            NaN  0.713749       0.370424                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.8015                 NaN            NaN            NaN            NaN            NaN  0.276258       0.922284                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.5821                 NaN            NaN            NaN            NaN            NaN            NaN  0.717612       0.700316                 NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.7185                 NaN            NaN            NaN            NaN            NaN            NaN  0.790393       0.491089                 NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.7373                 NaN            NaN            NaN            NaN            NaN            NaN  0.483389       0.779329                 NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        98.7579                 NaN            NaN            NaN            NaN            NaN            NaN  0.474706       0.767357                 NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        98.7761                 NaN            NaN            NaN            NaN            NaN            NaN  0.756750       0.467185                 NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        98.7944                 NaN            NaN            NaN            NaN            NaN            NaN  0.459658       0.745927                 NaN            NaN            NaN            NaN            NaN
  1421.05        500.000        98.8125                 NaN            NaN            NaN            NaN            NaN            NaN  0.452286       0.735211                 NaN            NaN            NaN            NaN            NaN
  1418.55        500.000        98.8294                 NaN            NaN            NaN            NaN            NaN            NaN  0.444940       0.725694                 NaN            NaN            NaN            NaN            NaN
  1416.04        500.000        97.0240                 NaN            NaN            NaN            NaN            NaN            NaN  0.875372        1.26855                 NaN  0.832071                 NaN            NaN            NaN
  1413.53        500.000        96.9541                 NaN            NaN            NaN            NaN            NaN            NaN   1.30379       0.860051                 NaN  0.882103                 NaN            NaN            NaN
  1411.03        500.000        97.0455                 NaN            NaN            NaN            NaN            NaN            NaN   1.26437       0.833934                 NaN  0.856189                 NaN            NaN            NaN
  1408.52        500.000        97.1561                 NaN            NaN            NaN            NaN            NaN            NaN   1.21789       0.802061                 NaN  0.823924                 NaN            NaN            NaN
  1406.02        500.000        97.2408                 NaN            NaN            NaN            NaN            NaN            NaN  0.777546        1.18142                 NaN  0.800230                 NaN            NaN            NaN
  1403.51        500.000        97.3247                 NaN            NaN            NaN            NaN            NaN            NaN   1.14573       0.753477                 NaN  0.776101                 NaN            NaN            NaN
  1401.00        500.000        97.4053                 NaN            NaN            NaN            NaN            NaN            NaN   1.11183       0.730013                 NaN  0.752885                 NaN            NaN            NaN
  1398.50        500.000        97.4830                 NaN            NaN            NaN            NaN            NaN            NaN  0.706920        1.07952                 NaN  0.730513                 NaN            NaN            NaN
  1395.99        500.000        97.5555                 NaN            NaN            NaN            NaN            NaN            NaN  0.686013        1.04877                 NaN  0.709693                 NaN            NaN            NaN
  1393.48        500.000        97.6256                 NaN            NaN            NaN            NaN            NaN            NaN  0.665560        1.01943                 NaN  0.689412                 NaN            NaN            NaN
  1390.98        500.000        97.6914                 NaN            NaN            NaN            NaN            NaN            NaN  0.991866       0.646567                 NaN  0.670144                 NaN            NaN            NaN
  1388.47        500.000        97.7566                 NaN            NaN            NaN            NaN            NaN            NaN  0.965113       0.626957                 NaN  0.651310                 NaN            NaN            NaN
  1385.96        500.000        97.8123                 NaN            NaN            NaN            NaN            NaN            NaN  0.942383       0.609817                 NaN  0.635455                 NaN            NaN            NaN
  1383.46        500.000        97.8782                 NaN            NaN            NaN            NaN            NaN            NaN  0.591164       0.914906                 NaN  0.615734                 NaN            NaN            NaN
  1380.95        500.000        97.9317                 NaN            NaN            NaN            NaN            NaN            NaN  0.892196       0.575749                 NaN  0.600355                 NaN            NaN            NaN
  1378.45        500.000        97.9853                 NaN            NaN            NaN            NaN            NaN            NaN  0.559172       0.870938                 NaN  0.584606                 NaN            NaN            NaN
  1375.94        500.000        98.0351                 NaN            NaN            NaN            NaN            NaN            NaN  0.850052       0.544775                 NaN  0.570029                 NaN            NaN            NaN
  1373.43        500.000        98.0851                 NaN            NaN            NaN            NaN            NaN            NaN  0.529812       0.829633                 NaN  0.555441                 NaN            NaN            NaN
  1370.93        500.000        98.1332                 NaN            NaN            NaN            NaN            NaN            NaN  0.515492       0.810184                 NaN  0.541155                 NaN            NaN            NaN
  1368.42        500.000        98.1787                 NaN            NaN            NaN            NaN            NaN            NaN  0.791719       0.501915                 NaN  0.527630                 NaN            NaN            NaN
  1365.91        500.000        98.2226                 NaN            NaN            NaN            NaN            NaN            NaN  0.488881       0.773786                 NaN  0.514720                 NaN            NaN            NaN
  1363.41        500.000        98.2650                 NaN            NaN            NaN            NaN            NaN            NaN  0.476182       0.756607                 NaN  0.502226                 NaN            NaN            NaN
  1360.90        500.000        98.3058                 NaN            NaN            NaN            NaN            NaN            NaN  0.463946       0.740153                 NaN  0.490107                 NaN            NaN            NaN
  1358.40        500.000        98.3450                 NaN            NaN            NaN            NaN            NaN            NaN  0.452142       0.724412                 NaN  0.478485                 NaN            NaN            NaN
  1355.89        500.000        98.3841                 NaN            NaN            NaN            NaN            NaN            NaN  0.440831       0.708085                 NaN  0.466974                 NaN            NaN            NaN
  1353.38        500.000        98.4199                 NaN            NaN            NaN            NaN            NaN            NaN  0.430107       0.693787                 NaN  0.456204                 NaN            NaN            NaN
  1350.88        500.000        98.4552                 NaN            NaN            NaN            NaN            NaN            NaN  0.679824       0.419245                 NaN  0.445697                 NaN            NaN            NaN
  1348.37        500.000        98.4895                 NaN            NaN            NaN            NaN            NaN            NaN  0.408903       0.666136                 NaN  0.435506                 NaN            NaN            NaN
  1345.86        500.000        98.5225                 NaN            NaN            NaN            NaN            NaN            NaN  0.399131       0.652786                 NaN  0.425556                 NaN            NaN            NaN
  1343.36        500.000        98.5553                 NaN            NaN            NaN            NaN            NaN            NaN  0.639691       0.389148                 NaN  0.415824                 NaN            NaN            NaN
  1340.85        500.000        98.5854                 NaN            NaN            NaN            NaN            NaN            NaN  0.380333       0.627499                 NaN  0.406743                 NaN            NaN            NaN
  1338.35        500.000        98.6161                 NaN            NaN            NaN            NaN            NaN            NaN  0.615583       0.370749                 NaN  0.397551                 NaN            NaN            NaN
  1335.84        500.000        98.6449                 NaN            NaN            NaN            NaN            NaN            NaN  0.604582       0.361583                 NaN  0.388984                 NaN            NaN            NaN
  1333.33        500.000        98.6733                 NaN            NaN            NaN            NaN            NaN            NaN  0.353623       0.592711                 NaN  0.380365                 NaN            NaN            NaN
  1330.83        500.000        98.6999                 NaN            NaN            NaN            NaN            NaN            NaN  0.345433       0.582234                 NaN  0.372407                 NaN            NaN            NaN
  1328.32        500.000        98.7269                 NaN            NaN            NaN            NaN            NaN            NaN  0.337440       0.571466                 NaN  0.364205                 NaN            NaN            NaN
  1325.81        500.000        98.7526                 NaN            NaN            NaN            NaN            NaN            NaN  0.561774       0.328974                 NaN  0.356652                 NaN            NaN            NaN
  1323.31        500.000        98.7779                 NaN            NaN            NaN            NaN            NaN            NaN  0.321504       0.551634                 NaN  0.348930                 NaN            NaN            NaN
  1320.80        500.000        98.8020                 NaN            NaN            NaN            NaN            NaN            NaN  0.542151       0.314186                 NaN  0.341704                 NaN            NaN            NaN
  1318.30        500.000        98.8251                 NaN            NaN            NaN            NaN            NaN            NaN  0.307204       0.533069                 NaN  0.334664                 NaN            NaN            NaN
  1315.79        500.000        98.8493                 NaN            NaN            NaN            NaN            NaN            NaN  0.299790       0.523483                 NaN  0.327403                 NaN            NaN            NaN
  1313.28        500.000        98.8712                 NaN            NaN            NaN            NaN            NaN            NaN  0.514582       0.293408                 NaN  0.320808                 NaN            NaN            NaN
  1310.78        500.000        98.8931                 NaN            NaN            NaN            NaN            NaN            NaN  0.286865       0.505857                 NaN  0.314196                 NaN            NaN            NaN
  1308.27        500.000        98.9144                 NaN            NaN            NaN            NaN            NaN            NaN  0.497454       0.280376                 NaN  0.307800                 NaN            NaN            NaN
  1305.76        500.000        98.9347                 NaN            NaN            NaN            NaN            NaN            NaN  0.489265       0.274353                 NaN  0.301632                 NaN            NaN            NaN
  1303.26        500.000        98.9550                 NaN            NaN            NaN            NaN            NaN            NaN  0.481394       0.268076                 NaN  0.295493                 NaN            NaN            NaN
  1300.75        500.000        98.9750                 NaN            NaN            NaN            NaN            NaN            NaN  0.473863       0.261542                 NaN  0.289643                 NaN            NaN            NaN
  1298.25        500.000        98.9937                 NaN            NaN            NaN            NaN            NaN            NaN  0.465949       0.256578                 NaN  0.283770                 NaN            NaN            NaN
  1295.74        500.000        99.0125                 NaN            NaN            NaN            NaN            NaN            NaN  0.250922       0.458435                 NaN  0.278178                 NaN            NaN            NaN
  1293.23        500.000        80.4401                 NaN            NaN            NaN            NaN            NaN            NaN   2.04205        3.78983                 NaN   2.25754        11.4705                 NaN            NaN
  1290.73        500.000        79.2555                 NaN            NaN            NaN            NaN            NaN            NaN   2.17056        3.92732                 NaN   2.36862        12.2781                 NaN            NaN
  1288.22        500.000        83.2401                 NaN            NaN            NaN            NaN            NaN            NaN   1.79180        3.15115                 NaN   1.92961        9.88734                 NaN            NaN
  1285.71        500.000        85.9857                 NaN            NaN            NaN            NaN            NaN            NaN   2.61412        1.52957                 NaN   1.62538        8.24526                 NaN            NaN
  1283.21        500.000        88.0007                 NaN            NaN            NaN            NaN            NaN            NaN   2.22075        1.33252                 NaN   1.40041        7.04559                 NaN            NaN
  1280.70        500.000        89.5241                 NaN            NaN            NaN            NaN            NaN            NaN   1.18463        1.92137                 NaN   1.22931        6.14058                 NaN            NaN
  1278.20        500.000        90.7250                 NaN            NaN            NaN            NaN            NaN            NaN   1.68401        1.06671                 NaN   1.09301        5.43130                 NaN            NaN
  1275.69        500.000        91.6846                 NaN            NaN            NaN            NaN            NaN            NaN   1.49385       0.972993                 NaN  0.983478        4.86505                 NaN            NaN
  1273.18        500.000        92.4751                 NaN            NaN            NaN            NaN            NaN            NaN   1.33658       0.895142                 NaN  0.892450        4.40068                 NaN            NaN
  1270.68        500.000        93.1396                 NaN            NaN            NaN            NaN            NaN            NaN   1.20587       0.827398                 NaN  0.815418        4.01167                 NaN            NaN
  1268.17        500.000        93.7011                 NaN            NaN            NaN            NaN            NaN            NaN   1.08960       0.774942                 NaN  0.749525        3.68486                 NaN            NaN
  1265.66        500.000        94.1819                 NaN            NaN            NaN            NaN            NaN            NaN  0.998798       0.723631                 NaN  0.692965        3.40273                 NaN            NaN
  1263.16        500.000        94.5992                 NaN            NaN            NaN            NaN            NaN            NaN  0.680526       0.916528                 NaN  0.643426        3.16034                 NaN            NaN
  1260.65        500.000        94.9654                 NaN            NaN            NaN            NaN            NaN            NaN  0.842712       0.644424                 NaN  0.599634        2.94785                 NaN            NaN
  1258.15        500.000        95.2914                 NaN            NaN            NaN            NaN            NaN            NaN  0.778192       0.610892                 NaN  0.560452        2.75904                 NaN            NaN
  1255.64        500.000        95.5792                 NaN            NaN            NaN            NaN            NaN            NaN  0.583290       0.719935                 NaN  0.525570        2.59201                 NaN            NaN
  1253.13        500.000        95.8403                 NaN            NaN            NaN            NaN            NaN            NaN  0.554908       0.669366                 NaN  0.493525        2.44189                 NaN            NaN
  1250.63        500.000        96.0774                 NaN            NaN            NaN            NaN            NaN            NaN  0.623178       0.529563                 NaN  0.464575        2.30524                 NaN            NaN
  1248.12        500.000        96.2843                 NaN            NaN            NaN            NaN            NaN            NaN  0.510470       0.581120                 NaN  0.439039        2.18510                 NaN            NaN
  1245.61        500.000        96.4754                 NaN            NaN            NaN            NaN            NaN            NaN  0.544482       0.490366                 NaN  0.415445        2.07430                 NaN            NaN
  1243.11        500.000        96.6541                 NaN            NaN            NaN            NaN            NaN            NaN  0.474830       0.505981                 NaN  0.393180        1.97191                 NaN            NaN
  1240.60        500.000        96.8179                 NaN            NaN            NaN            NaN            NaN            NaN  0.931530                 NaN            NaN  0.372918        1.87762                 NaN            NaN
  1238.10        500.000        96.9658                 NaN            NaN            NaN            NaN            NaN            NaN  0.887666                 NaN            NaN  0.354174        1.79235                 NaN            NaN
  1235.59        500.000        97.1008                 NaN            NaN            NaN            NaN            NaN            NaN  0.848058                 NaN            NaN  0.337139        1.71400                 NaN            NaN
  1233.08        500.000        97.2314                 NaN            NaN            NaN            NaN            NaN            NaN  0.808453                 NaN            NaN  0.320600        1.63956                 NaN            NaN
  1230.58        500.000        97.3513                 NaN            NaN            NaN            NaN            NaN            NaN  0.773094                 NaN            NaN  0.304260        1.57136                 NaN            NaN
  1228.07        500.000        97.4604                 NaN            NaN            NaN            NaN            NaN            NaN  0.740922                 NaN            NaN  0.291019        1.50770                 NaN            NaN
  1225.56        500.000        97.5610                 NaN            NaN            NaN            NaN            NaN            NaN  0.711582                 NaN            NaN  0.278421        1.44904                 NaN            NaN
  1223.06        500.000        97.6594                 NaN            NaN            NaN            NaN            NaN            NaN  0.681886                 NaN            NaN  0.265538        1.39320                 NaN            NaN
  1220.55        500.000        97.7459                 NaN            NaN            NaN            NaN            NaN            NaN  0.657603                 NaN            NaN  0.254169        1.34228                 NaN            NaN
  1218.05        500.000        97.8288                 NaN            NaN            NaN            NaN            NaN            NaN  0.634137                 NaN            NaN  0.242934        1.29414                 NaN            NaN
  1215.54        500.000        97.9095                 NaN            NaN            NaN            NaN            NaN            NaN  0.609475                 NaN            NaN  0.233760        1.24723                 NaN            NaN
  1213.03        500.000        97.9816                 NaN            NaN            NaN            NaN            NaN            NaN  0.589311                 NaN            NaN  0.223869        1.20521                 NaN            NaN
  1210.53        500.000        88.8195                 NaN            NaN            NaN            NaN            NaN            NaN   1.51170                 NaN            NaN  0.896992        4.46350        4.30835                 NaN
  1208.02        500.000        86.7590                 NaN            NaN            NaN            NaN            NaN            NaN   1.76670                 NaN            NaN   1.05126        5.14702        5.27600                 NaN
  1205.51        500.000        86.9007                 NaN            NaN            NaN            NaN            NaN            NaN   1.79660                 NaN            NaN   1.04529        5.05310        5.20428                 NaN
  1203.01        500.000        82.1417                 NaN            NaN            NaN            NaN            NaN            NaN   2.11172                 NaN            NaN   1.39558        7.16748        7.10254       0.810060E-001
  1200.50        500.000        88.8650                 NaN            NaN            NaN            NaN            NaN            NaN   1.72505                 NaN            NaN  0.935580        3.97741        4.43966       0.573285E-001
  1197.99        500.000        85.2996                 NaN            NaN            NaN            NaN            NaN            NaN   2.02416                 NaN            NaN   1.16162        5.70653        5.69705       0.111074     
  1195.49        500.000        84.2386                 NaN            NaN            NaN            NaN            NaN            NaN   1.93136                 NaN            NaN   1.29532        5.77549        6.64247       0.116773     
  1192.98        500.000        72.8788                 NaN            NaN            NaN            NaN            NaN            NaN   3.51892                 NaN            NaN   2.03284        11.4087        9.99644       0.164367     
  1190.48        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.5820                 NaN            NaN   7.18170        40.7835        39.8404       0.612388     
  1187.97        500.000                 NaN            NaN            NaN            NaN   1.00297                 NaN            NaN   3.61531        6.34674                 NaN   7.02417        41.2208        40.0776       0.712357     
  1185.46        500.000                 NaN            NaN            NaN            NaN  0.636431                 NaN            NaN   3.63407        6.89474                 NaN   7.06878        41.0965        39.9868       0.682633     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.8419       0.777317                 NaN   7.14399        40.8005        39.8446       0.591595     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.0546       0.569843                 NaN   7.14785        40.7928        39.8454       0.589540     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.3287       0.301486                 NaN   7.15157        40.7847        39.8463       0.587265     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.5369       0.986313E-001            NaN   7.15528        40.7769        39.8471       0.585134     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.4072       0.231622                 NaN   7.15932        40.7702        39.8477       0.583975     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.1127       0.528436                 NaN   7.16381        40.7636        39.8482       0.583181     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.7420       0.901339                 NaN   7.16879        40.7568        39.8487       0.582488     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.5798       0.296991E-001            NaN   7.18165        40.7575        39.8441       0.607330     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.5261        1.12091                 NaN   7.17287        40.7494        39.8495       0.581223     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.2906        1.35852                 NaN   7.17657        40.7439        39.8499       0.580519     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.0450        1.60604                 NaN   7.18033        40.7384        39.8503       0.579833     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.84321        1.81040                 NaN   7.18427        40.7324        39.8508       0.578940     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.5382        1.06032                 NaN   7.21560        40.7432        39.8417       0.600946     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.39962        2.25860                 NaN   7.19222        40.7205        39.8518       0.577293     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.68105        1.93528                 NaN   7.22650        40.7178        39.8450       0.594388     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.43427        2.18583                 NaN   7.22950        40.7117        39.8457       0.592969     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.23930        2.38474                 NaN   7.23278        40.7053        39.8464       0.591451     
  1140.35        500.000                 NaN            NaN            NaN            NaN  0.555716                 NaN            NaN   10.7923                 NaN            NaN   7.17052        40.8570        39.9909       0.633587     
  1137.84        500.000                 NaN            NaN            NaN            NaN   2.12502                 NaN            NaN   4.52010        3.80505                 NaN   6.93774        41.4580        40.3774       0.776678     
  1135.34        500.000                 NaN            NaN            NaN            NaN  0.659520                 NaN            NaN   10.6452                 NaN            NaN   7.16394        40.8733        40.0195       0.638556     
  1132.83        500.000                 NaN            NaN            NaN            NaN  0.711851                 NaN            NaN   10.5709                 NaN            NaN   7.16042        40.8819        40.0339       0.641135     
  1130.33        500.000                 NaN            NaN            NaN            NaN  0.764819                 NaN            NaN   10.4955                 NaN            NaN   7.15673        40.8907        40.0484       0.643806     
  1127.82        500.000                 NaN            NaN            NaN            NaN  0.813956                 NaN            NaN   10.4258                 NaN            NaN   7.15344        40.8986        40.0620       0.646204     
  1125.31        500.000                 NaN            NaN            NaN            NaN  0.911810                 NaN            NaN   10.2844       0.201951E-004            NaN   7.14442        40.9185        40.0888       0.652047     
  1122.81        500.000                 NaN            NaN            NaN            NaN  0.956620                 NaN            NaN   10.2210       0.191520E-004            NaN   7.14147        40.9254        40.1012       0.654198     
  1120.30        500.000                 NaN            NaN            NaN            NaN   1.00230                 NaN            NaN   10.1563       0.181697E-004            NaN   7.13831        40.9328        40.1139       0.656459     
  1117.79        500.000                 NaN            NaN            NaN            NaN  0.424799                 NaN            NaN   2.80588        8.18566                 NaN   7.18988        40.8012        39.9642       0.628398     
  1115.29        500.000                 NaN            NaN            NaN            NaN  0.441771                 NaN            NaN   2.74649        8.22547                 NaN   7.19241        40.7971        39.9694       0.627299     
  1112.78        500.000                 NaN            NaN            NaN            NaN   1.12502                 NaN            NaN   9.98267       0.183143E-004            NaN   7.12992        40.9515        40.1483       0.662555     
  1110.28        500.000                 NaN            NaN            NaN            NaN   1.17604                 NaN            NaN   9.91002       0.144722E-004            NaN   7.12606        40.9607        40.1621       0.665113     
  1107.77        500.000                 NaN            NaN            NaN            NaN   1.20917                 NaN            NaN   9.86347       0.161708E-004            NaN   7.12389        40.9650        40.1717       0.666779     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.7414                 NaN            NaN   7.32136        40.5223        39.8667       0.548273     
  1102.76        500.000                 NaN            NaN            NaN            NaN   3.05642                 NaN            NaN   6.89796                 NaN            NaN   6.81554        41.7647        40.6138       0.851569     
  1100.25        500.000                 NaN            NaN            NaN            NaN   3.06219                 NaN            NaN   6.89091                 NaN            NaN   6.81591        41.7638        40.6157       0.851492     
  1097.74        500.000                 NaN            NaN            NaN            NaN   3.06795                 NaN            NaN   6.88390                 NaN            NaN   6.81628        41.7629        40.6176       0.851413     
  1095.24        500.000                 NaN            NaN            NaN            NaN   3.07369                 NaN            NaN   6.87694                 NaN            NaN   6.81665        41.7619        40.6195       0.851331     
  1092.73        500.000                 NaN            NaN            NaN            NaN   3.08650                 NaN            NaN   6.86175                 NaN            NaN   6.82018        41.7555        40.6250       0.850987     
  1090.23        500.000                 NaN            NaN            NaN            NaN   3.08750                 NaN            NaN   6.86036                 NaN            NaN   6.81857        41.7590        40.6240       0.850602     
  1087.72        500.000                 NaN            NaN            NaN            NaN   3.09315                 NaN            NaN   6.85355                 NaN            NaN   6.81897        41.7580        40.6258       0.850494     
  1085.21        500.000                 NaN            NaN            NaN            NaN   3.09867                 NaN            NaN   6.84713                 NaN            NaN   6.81899        41.7569        40.6278       0.850579     
  1082.71        500.000                 NaN            NaN            NaN            NaN   3.10428                 NaN            NaN   6.84039                 NaN            NaN   6.81945        41.7558        40.6296       0.850443     
  1080.20        500.000                 NaN            NaN            NaN            NaN   1.58234                 NaN            NaN   9.33919                 NaN            NaN   7.09925        41.0196        40.2755       0.684124     
  1077.69        500.000                 NaN            NaN            NaN            NaN   3.11539                 NaN            NaN   6.82705                 NaN            NaN   6.82040        41.7537        40.6333       0.850148     
  1075.19        500.000                 NaN            NaN            NaN            NaN   3.12088                 NaN            NaN   6.82047                 NaN            NaN   6.82090        41.7527        40.6351       0.849989     
  1072.68        500.000                 NaN            NaN            NaN            NaN   3.12633                 NaN            NaN   6.81394                 NaN            NaN   6.82142        41.7516        40.6369       0.849822     
  1070.18        500.000                 NaN            NaN            NaN            NaN   3.13173                 NaN            NaN   6.80748                 NaN            NaN   6.82196        41.7505        40.6387       0.849647     
  1067.67        500.000                 NaN            NaN            NaN            NaN   3.13765                 NaN            NaN   6.80097                 NaN            NaN   6.82215        41.7488        40.6408       0.849671     
