|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3/LAR/LAR_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          San(TH)        San(TH)        ilm            q             
  1170.70        500.000                 NaN   11.5008                 NaN            NaN   7.31956                 NaN   40.9447                 NaN  0.581277        39.6536     
  1169.69        500.000                 NaN   11.5000                 NaN            NaN   7.31999                 NaN   40.9452                 NaN  0.581341        39.6535     
  1168.69        500.000                 NaN   1.00926        10.4894                 NaN   7.32006                 NaN   40.9462                 NaN  0.581724        39.6533     
  1167.69        500.000                 NaN   11.5021                 NaN            NaN   7.32253                 NaN   40.9412                 NaN  0.580395        39.6538     
  1166.68        500.000                 NaN   1.18050        10.3203                 NaN   7.32287                 NaN   40.9418                 NaN  0.580932        39.6537     
  1165.68        500.000                 NaN   1.24524        10.2570                 NaN   7.32427                 NaN   40.9392                 NaN  0.580280        39.6539     
  1164.67        500.000                 NaN  0.925982        10.5799                 NaN   7.32710                 NaN   40.9339                 NaN  0.578683        39.6543     
  1163.67        500.000                 NaN   11.5111                 NaN            NaN   7.33105                 NaN   40.9260                 NaN  0.576797        39.6551     
  1162.67        500.000                 NaN  0.321521E-001   2.10019        9.37131        7.32617                 NaN   40.9364                 NaN  0.579602        39.6541     
  1161.66        500.000                 NaN  0.146773E-001   2.14890        9.34188        7.32833                 NaN   40.9330                 NaN  0.578868        39.6544     
  1160.66        500.000                 NaN  0.148285E-002   2.18669        9.31911        7.32999                 NaN   40.9301                 NaN  0.577965        39.6546     
  1159.65        500.000                 NaN   2.27209        9.23811                 NaN   7.33244                 NaN   40.9255                 NaN  0.576882        39.6550     
  1158.65        500.000                 NaN   11.5163                 NaN            NaN   7.33795                 NaN   40.9157                 NaN  0.574250        39.6558     
  1157.65        500.000                 NaN   1.61922        9.89490                 NaN   7.33751                 NaN   40.9178                 NaN  0.575020        39.6556     
  1156.64        500.000                 NaN   1.99347        9.52071                 NaN   7.33883                 NaN   40.9163                 NaN  0.575023        39.6557     
  1155.64        500.000                 NaN   2.06463        9.45102                 NaN   7.34053                 NaN   40.9135                 NaN  0.574403        39.6559     
  1154.63        500.000                 NaN   1.77974        9.73911                 NaN   7.34191                 NaN   40.9098                 NaN  0.573120        39.6563     
  1153.63        500.000                 NaN   1.86739        9.65376                 NaN   7.34364                 NaN   40.9061                 NaN  0.572243        39.6569     
  1152.62        500.000                 NaN   10.4351        1.08940                 NaN   7.34669                 NaN   40.9010                 NaN  0.570760        39.6571     
  1151.62        500.000                 NaN   10.4287        1.09734                 NaN   7.34835                 NaN   40.8982                 NaN  0.570085        39.6573     
  1150.62        500.000                 NaN   2.62980        8.89249                 NaN   7.34903                 NaN   40.9002                 NaN  0.571530        39.6569     
  1149.61        500.000                 NaN  0.156189        2.77891        8.58742        7.34944                 NaN   40.8997                 NaN  0.571306        39.6570     
  1148.61        500.000                 NaN  0.982392        10.5324                 NaN   7.34488                 NaN   40.9108                 NaN  0.574076        39.6555     
  1147.60        500.000                 NaN   1.05697        10.4591                 NaN   7.35120                 NaN   40.9048                 NaN  0.572644        39.6553     
  1146.60        500.000                 NaN   3.18759        8.33354                 NaN   7.34823                 NaN   40.9020                 NaN  0.572024        39.6566     
  1145.60        500.000                 NaN   7.07899        4.45659                 NaN   7.35820                 NaN   40.8813                 NaN  0.566051        39.6589     
  1144.59        500.000                 NaN   7.41291        4.12444                 NaN   7.36002                 NaN   40.8782                 NaN  0.565289        39.6591     
  1143.59        500.000                 NaN   9.26296        2.27617                 NaN   7.36077                 NaN   40.8759                 NaN  0.564607        39.6596     
  1142.58        500.000                 NaN   9.81497        1.71588                 NaN   7.35727                 NaN   40.8860                 NaN  0.567851        39.6580     
  1141.58        500.000                 NaN   8.71512        2.81422                 NaN   7.35824                 NaN   40.8863                 NaN  0.568110        39.6580     
  1140.58        500.000                 NaN   8.68120        2.85985                 NaN   7.36538                 NaN   40.8705                 NaN  0.563413        39.6596     
  1139.57        500.000                 NaN   6.88639        4.65703                 NaN   7.36700                 NaN   40.8661                 NaN  0.562977        39.6605     
  1138.57        500.000                 NaN   8.82795        2.70679                 NaN   7.36361                 NaN   40.8776                 NaN  0.565462        39.6586     
  1137.56        500.000                 NaN   8.79421        2.74187                 NaN   7.36618                 NaN   40.8738                 NaN  0.565117        39.6588     
  1136.56        500.000                 NaN   2.15864        4.72207        4.64168        7.35931                 NaN   40.8911                 NaN  0.569731        39.6575     
  1135.55        500.000                 NaN   9.14596        2.39429                 NaN   7.36944                 NaN   40.8653                 NaN  0.565106        39.6599     
  1134.55        500.000                 NaN   11.4242       0.112977                 NaN   7.36479                 NaN   40.8738                 NaN  0.565385        39.6588     
  1133.55        500.000                 NaN   6.99345        4.56183                 NaN   7.37722                 NaN   40.8475                 NaN  0.558052        39.6619     
  1132.54        500.000                 NaN   7.92977        3.61574                 NaN   7.37262                 NaN   40.8598                 NaN  0.561738        39.6604     
  1131.54        500.000                 NaN   6.58126        4.97668                 NaN   7.37994                 NaN   40.8428                 NaN  0.556934        39.6624     
  1130.53        500.000                 NaN   11.5642                 NaN            NaN   7.38607                 NaN   40.8331                 NaN  0.553912        39.6627     
  1129.53        500.000                 NaN   7.32883        4.22750                 NaN   7.38087                 NaN   40.8436                 NaN  0.557290        39.6619     
  1128.53        500.000                 NaN   6.66232        4.89499                 NaN   7.38198                 NaN   40.8414                 NaN  0.556962        39.6623     
  1127.52        500.000                 NaN   11.5688                 NaN            NaN   7.38969                 NaN   40.8264                 NaN  0.551976        39.6632     
  1126.52        500.000                 NaN   3.23144        8.32441                 NaN   7.37997                 NaN   40.8444                 NaN  0.558117        39.6617     
  1125.51        500.000                 NaN   5.29002        6.26832                 NaN   7.38455                 NaN   40.8388                 NaN  0.556034        39.6623     
  1124.51        500.000                 NaN   5.10917        6.45311                 NaN   7.38741                 NaN   40.8324                 NaN  0.554774        39.6631     
  1123.51        500.000                 NaN   11.5627                 NaN            NaN   7.38904                 NaN   40.8315                 NaN  0.554164        39.6626     
  1122.50        500.000                 NaN   11.2007       0.375979                 NaN   7.39616                 NaN   40.8145                 NaN  0.548247        39.6644     
  1121.50        500.000                 NaN   7.16621        4.40880                 NaN   7.39763                 NaN   40.8125                 NaN  0.549579        39.6653     
  1120.49        500.000                 NaN   11.5792                 NaN            NaN   7.40233                 NaN   40.8068                 NaN  0.546806        39.6649     
  1119.49        500.000                 NaN   8.66675        2.90119                 NaN   7.39392                 NaN   40.8224                 NaN  0.551921        39.6638     
  1118.49        500.000                 NaN   7.58542        3.98740                 NaN   7.39750                 NaN   40.8145                 NaN  0.550383        39.6648     
  1117.48        500.000                 NaN   7.74930        3.82567                 NaN   7.39939                 NaN   40.8109                 NaN  0.549530        39.6652     
  1116.48        500.000                 NaN   2.81651        8.76318                 NaN   7.40348                 NaN   40.8038                 NaN  0.547316        39.6657     
  1115.47        500.000                 NaN   3.54150        8.03557                 NaN   7.40275                 NaN   40.8065                 NaN  0.548106        39.6656     
  1114.47        500.000                 NaN   6.17989        5.39230                 NaN   7.39603                 NaN   40.8156                 NaN  0.551180        39.6650     
  1113.46        500.000                 NaN   8.32027        3.26245                 NaN   7.40655                 NaN   40.7980                 NaN  0.546318        39.6664     
  1112.46        500.000                 NaN   8.44153        3.14310                 NaN   7.40834                 NaN   40.7947                 NaN  0.545513        39.6668     
  1111.46        500.000                 NaN   8.55113        3.03550                 NaN   7.41016                 NaN   40.7914                 NaN  0.544697        39.6671     
  1110.45        500.000                 NaN   11.6017                 NaN            NaN   7.42120                 NaN   40.7707                 NaN  0.538121        39.6683     
  1109.45        500.000                 NaN   11.6030                 NaN            NaN   7.42251                 NaN   40.7683                 NaN  0.537571        39.6686     
  1108.44        500.000                 NaN   11.6035                 NaN            NaN   7.42354                 NaN   40.7667                 NaN  0.537441        39.6688     
  1107.44        500.000                 NaN   11.6051                 NaN            NaN   7.42477                 NaN   40.7645                 NaN  0.536662        39.6690     
  1106.44        500.000                 NaN   11.5976                 NaN            NaN   7.42003                 NaN   40.7748                 NaN  0.539641        39.6679     
  1105.43        500.000                 NaN   11.6085       0.888079E-004            NaN   7.42789                 NaN   40.7586                 NaN  0.535283        39.6697     
  1104.43        500.000                 NaN   11.6104       0.114257E-003            NaN   7.42953                 NaN   40.7555                 NaN  0.534545        39.6700     
  1103.42        500.000                 NaN   11.6120                 NaN            NaN   7.43156                 NaN   40.7530                 NaN  0.533447        39.6700     
  1102.42        500.000                 NaN   8.71510        2.89451                 NaN   7.43131                 NaN   40.7527                 NaN  0.535517        39.6709     
  1101.42        500.000                 NaN   7.75150        3.86431                 NaN   7.43431                 NaN   40.7465                 NaN  0.532464        39.6709     
  1100.41        500.000                 NaN   11.6162                 NaN            NaN   7.43595                 NaN   40.7454                 NaN  0.531865        39.6705     
  1099.41        500.000                 NaN   9.92602        1.68964                 NaN   7.43582                 NaN   40.7452                 NaN  0.532331        39.6710     
  1098.40        500.000                 NaN   11.2161       0.408126                 NaN   7.44193                 NaN   40.7334                 NaN  0.528626        39.6719     
  1097.40        500.000                 NaN   9.81013        1.81010                 NaN   7.43954                 NaN   40.7376                 NaN  0.530715        39.6719     
  1096.39        500.000                 NaN   10.9775       0.649761                 NaN   7.44486                 NaN   40.7281                 NaN  0.527366        39.6725     
  1095.39        500.000                 NaN   10.8276       0.800655                 NaN   7.44627                 NaN   40.7259                 NaN  0.526868        39.6727     
  1094.39        500.000                 NaN   10.7535       0.876453                 NaN   7.44757                 NaN   40.7233                 NaN  0.526226        39.6730     
  1093.38        500.000                 NaN   9.90947        1.71504                 NaN   7.44684                 NaN   40.7281                 NaN  0.527986        39.6726     
  1092.38        500.000                 NaN   10.3057        1.33066                 NaN   7.45266                 NaN   40.7144                 NaN  0.523107        39.6735     
  1091.37        500.000                 NaN   1.00330        10.6332                 NaN   7.45479                 NaN   40.7121                 NaN  0.522960        39.6736     
  1090.37        500.000                 NaN   8.45350        2.03285                 NaN   7.36205       0.774689        7.95430        32.9580       0.583376        39.8813     
  1089.37        500.000                 NaN   8.23947        1.84472                 NaN   7.32653        1.04095        8.04446        32.9455       0.606376        39.9520     
  1088.36        500.000                 NaN   8.27962        3.00335                 NaN   7.42554       0.236659        40.7749                 NaN  0.542294        39.7376     
  1087.36        500.000                 NaN   8.46394        1.04601                 NaN   7.27325        1.41750        41.1073                 NaN  0.640418        40.0515     
  1086.35        500.000                 NaN   9.36214                 NaN            NaN   7.26232        1.51768        41.1325                 NaN  0.647344        40.0780     
  1085.35        500.000                 NaN   9.22613                 NaN            NaN   7.25060        1.60774        41.1583                 NaN  0.655123        40.1021     
  1084.35        500.000                 NaN   9.01490                 NaN            NaN   7.23208        1.74738        41.1984                 NaN  0.667557        40.1397     
  1083.34        500.000                 NaN   8.94285                 NaN            NaN   7.22226        1.78973        41.2186                 NaN  0.675575        40.1510     
  1082.34        500.000                 NaN   8.97514                 NaN            NaN   7.22985        1.77465        41.2040                 NaN  0.669147        40.1472     
  1081.33        500.000                 NaN   8.87097                 NaN            NaN   7.22091        1.84352        41.2238                 NaN  0.675158        40.1656     
  1080.33        500.000                 NaN   8.74094                 NaN            NaN   7.20984        1.92958        41.2479                 NaN  0.682825        40.1889     
  1079.32        500.000                 NaN   8.68572                 NaN            NaN   7.20564        1.96648        41.2574                 NaN  0.685839        40.1990     
  1078.32        500.000                 NaN   8.68948                 NaN            NaN   7.20774        1.96705        41.2512                 NaN  0.684631        40.1999     
  1077.32        500.000                 NaN   8.63976                 NaN            NaN   7.20277        1.99828        41.2637                 NaN  0.687773        40.2078     
  1076.31        500.000                 NaN   8.51458                 NaN            NaN   7.19260        2.07921        41.2883                 NaN  0.695875        40.2294     
  1075.31        500.000                 NaN   8.49120                 NaN            NaN   7.19071        2.09591        41.2915                 NaN  0.696592        40.2341     
  1074.30        500.000                 NaN   8.45142                 NaN            NaN   7.18807        2.12240        41.2978                 NaN  0.698900        40.2414     
  1073.30        500.000                 NaN   8.41711                 NaN            NaN   7.18556        2.14572        41.3032                 NaN  0.700596        40.2479     
  1072.30        500.000                 NaN   8.38116                 NaN            NaN   7.18286        2.17001        41.3089                 NaN  0.702450        40.2546     
  1071.29        500.000                 NaN   8.34648                 NaN            NaN   7.18023        2.19342        41.3145                 NaN  0.704294        40.2611     
  1070.29        500.000                 NaN   8.31851                 NaN            NaN   7.17805        2.21296        41.3184                 NaN  0.705406        40.2667     
  1069.28        500.000                 NaN   8.28337                 NaN            NaN   7.17532        2.23632        41.3249                 NaN  0.707154        40.2729     
  1068.28        500.000                 NaN   8.25352                 NaN            NaN   7.17327        2.25677        41.3286                 NaN  0.708934        40.2789     
  1067.28        500.000                 NaN   8.22279                 NaN            NaN   7.17098        2.27765        41.3335                 NaN  0.710454        40.2846     
  1066.27        500.000                 NaN   8.19272                 NaN            NaN   7.16890        2.29793        41.3383                 NaN  0.711944        40.2902     
  1065.27        500.000                 NaN   8.16306                 NaN            NaN   7.16691        2.31792        41.3429                 NaN  0.713494        40.2958     
  1064.26        500.000                 NaN   8.13497                 NaN            NaN   7.16499        2.33692        41.3471                 NaN  0.714929        40.3010     
  1063.26        500.000                 NaN   8.10789                 NaN            NaN   7.16313        2.35524        41.3513                 NaN  0.716321        40.3061     
  1062.25        500.000                 NaN   8.08144                 NaN            NaN   7.16134        2.37315        41.3553                 NaN  0.717669        40.3111     
  1061.25        500.000                 NaN   8.06998                 NaN            NaN   7.16085        2.38108        41.3565                 NaN  0.718113        40.3135     
  1060.25        500.000                 NaN   8.02743                 NaN            NaN   7.15717        2.40874        41.3648                 NaN  0.720715        40.3211     
  1059.24        500.000                 NaN   8.00484                 NaN            NaN   7.15573        2.42411        41.3680                 NaN  0.721836        40.3255     
  1058.24        500.000                 NaN   8.01867                 NaN            NaN   7.15802        2.41638        41.3629                 NaN  0.720414        40.3237     
  1057.23        500.000                 NaN   7.99353                 NaN            NaN   7.15639        2.43354        41.3664                 NaN  0.721670        40.3285     
  1056.23        500.000                 NaN   7.97384                 NaN            NaN   7.15522        2.44703        41.3689                 NaN  0.722615        40.3324     
  1055.23        500.000                 NaN   7.91587                 NaN            NaN   7.14994        2.48451        41.3808                 NaN  0.726311        40.3425     
  1054.22        500.000                 NaN   7.84943                 NaN            NaN   7.13929        2.52089        41.4074                 NaN  0.732952        40.3501     
  1053.22        500.000                 NaN   7.83577                 NaN            NaN   7.13893        2.53106        41.4077                 NaN  0.733348        40.3532     
  1052.21        500.000                 NaN   7.84960                 NaN            NaN   7.14576        2.52960        41.3901                 NaN  0.729622        40.3553     
  1051.21        500.000                 NaN   7.83251                 NaN            NaN   7.14487        2.54147        41.3920                 NaN  0.730387        40.3587     
  1050.21        500.000                 NaN   7.81571                 NaN            NaN   7.14401        2.55316        41.3939                 NaN  0.731133        40.3621     
  1049.20        500.000                 NaN   7.80495                 NaN            NaN   7.14374        2.56103        41.3943                 NaN  0.731470        40.3645     
  1048.20        500.000                 NaN   7.81058                 NaN            NaN   7.14541        2.55895        41.3902                 NaN  0.730511        40.3643     
  1047.19        500.000                 NaN   7.76717                 NaN            NaN   7.14155        2.58696        41.3991                 NaN  0.733280        40.3720     
  1046.19        500.000                 NaN   7.74729                 NaN            NaN   7.14033        2.60056        41.4019                 NaN  0.734231        40.3757     
  1045.18        500.000                 NaN   7.73504                 NaN            NaN   7.14007        2.60935        41.4023                 NaN  0.734702        40.3785     
  1044.18        500.000                 NaN   7.74535                 NaN            NaN   7.14194        2.60430        41.3974                 NaN  0.733368        40.3776     
  1043.18        500.000                 NaN   7.70553                 NaN            NaN   7.13893        2.63015        41.4047                 NaN  0.735956        40.3847     
  1042.17        500.000                 NaN   7.69436                 NaN            NaN   7.13956        2.64061        41.4006                 NaN  0.735892        40.3889     
  1041.17        500.000                 NaN   7.67649                 NaN            NaN   7.13736        2.65062        41.4077                 NaN  0.737152        40.3907     
  1040.16        500.000                 NaN   7.66493                 NaN            NaN   7.13795        2.66085        41.4044                 NaN  0.737181        40.3947     
  1039.16        500.000                 NaN   7.58938                 NaN            NaN   7.12760        2.70373        41.4314                 NaN  0.743925        40.4040     
  1038.16        500.000                 NaN   7.57534                 NaN            NaN   7.12674        2.71327        41.4333                 NaN  0.744640        40.4067     
  1037.15        500.000                 NaN   7.62939                 NaN            NaN   7.13628        2.68488        41.4094                 NaN  0.738628        40.4014     
  1036.15        500.000                 NaN   7.61112                 NaN            NaN   7.13434        2.69746        41.4123                 NaN  0.739796        40.4050     
  1035.14        500.000                 NaN   7.59251                 NaN            NaN   7.13351        2.70904        41.4162                 NaN  0.740865        40.4079     
  1034.14        500.000                 NaN   7.57632                 NaN            NaN   7.13270        2.72072        41.4174                 NaN  0.741498        40.4114     
  1033.14        500.000                 NaN   7.56251                 NaN            NaN   7.13216        2.73044        41.4185                 NaN  0.742072        40.4143     
  1032.13        500.000                 NaN   7.54897                 NaN            NaN   7.13153        2.73998        41.4197                 NaN  0.742656        40.4171     
  1031.13        500.000                 NaN   7.54876                 NaN            NaN   7.13240        2.74134        41.4176                 NaN  0.742193        40.4177     
  1030.12        500.000                 NaN   7.52235                 NaN            NaN   7.13041        2.75876        41.4220                 NaN  0.743776        40.4227     
  1029.12        500.000                 NaN   7.52299                 NaN            NaN   7.13132        2.75949        41.4197                 NaN  0.743282        40.4232     
  1028.12        500.000                 NaN   7.50755                 NaN            NaN   7.13052        2.77022        41.4214                 NaN  0.743989        40.4263     
  1027.11        500.000                 NaN   7.49731                 NaN            NaN   7.13022        2.77760        41.4218                 NaN  0.744393        40.4287     
  1026.11        500.000                 NaN   7.48536                 NaN            NaN   7.12976        2.78603        41.4228                 NaN  0.744882        40.4312     
  1025.10        500.000                 NaN   7.47325                 NaN            NaN   7.12940        2.79468        41.4234                 NaN  0.745353        40.4339     
  1024.10        500.000                 NaN   7.46136                 NaN            NaN   7.12896        2.80318        41.4242                 NaN  0.745816        40.4364     
  1023.09        500.000                 NaN   7.43734                 NaN            NaN   7.12763        2.81998        41.4269                 NaN  0.746976        40.4411     
  1022.09        500.000                 NaN   7.43839                 NaN            NaN   7.12818        2.81960        41.4257                 NaN  0.746710        40.4414     
  1021.09        500.000                 NaN   7.41478                 NaN            NaN   7.12689        2.83611        41.4283                 NaN  0.747854        40.4461     
  1020.08        500.000                 NaN   7.41551                 NaN            NaN   7.12741        2.83594        41.4271                 NaN  0.747609        40.4464     
  1019.08        500.000                 NaN   7.40431                 NaN            NaN   7.12704        2.84395        41.4278                 NaN  0.748043        40.4489     
  1018.07        500.000                 NaN   7.39328                 NaN            NaN   7.12669        2.85186        41.4284                 NaN  0.748468        40.4513     
  1017.07        500.000                 NaN   7.38239                 NaN            NaN   7.12635        2.85967        41.4290                 NaN  0.748884        40.4537     
  1016.07        500.000                 NaN   7.36276                 NaN            NaN   7.12327        2.87322        41.4328                 NaN  0.750196        40.4578     
  1015.06        500.000                 NaN   7.36107                 NaN            NaN   7.12573        2.87502        41.4301                 NaN  0.749687        40.4584     
  1014.06        500.000                 NaN   7.33537                 NaN            NaN   7.12384        2.89217        41.4346                 NaN  0.751020        40.4630     
  1013.05        500.000                 NaN   7.32713                 NaN            NaN   7.12349        2.89789        41.4348                 NaN  0.751687        40.4650     
  1012.05        500.000                 NaN   7.31601                 NaN            NaN   7.12351        2.90641        41.4349                 NaN  0.751682        40.4675     
  1011.05        500.000                 NaN   7.30424                 NaN            NaN   7.12290        2.91434        41.4364                 NaN  0.752324        40.4698     
  1010.04        500.000                 NaN   7.29692                 NaN            NaN   7.12292        2.91991        41.4360                 NaN  0.752549        40.4717     
  1009.04        500.000                 NaN   7.28815                 NaN            NaN   7.12263        2.92639        41.4363                 NaN  0.752816        40.4737     
  1008.03        500.000                 NaN   7.27902                 NaN            NaN   7.12242        2.93307        41.4366                 NaN  0.753131        40.4758     
  1007.03        500.000                 NaN   7.28114                 NaN            NaN   7.12376        2.93297        41.4331                 NaN  0.752572        40.4764     
  1006.02        500.000                 NaN   7.27181                 NaN            NaN   7.12358        2.93978        41.4334                 NaN  0.752888        40.4786     
  1005.02        500.000                 NaN   7.26252                 NaN            NaN   7.12340        2.94659        41.4336                 NaN  0.753205        40.4807     
  1004.02        500.000                 NaN   7.25334                 NaN            NaN   7.12324        2.95331        41.4337                 NaN  0.753514        40.4828     
  1003.01        500.000                 NaN   7.23233                 NaN            NaN   7.12162        2.96710        41.4377                 NaN  0.754752        40.4865     
  1002.01        500.000                 NaN   7.23478                 NaN            NaN   7.12284        2.96680        41.4343                 NaN  0.754173        40.4871     
  1001.00        500.000                 NaN   7.22594                 NaN            NaN   7.12272        2.97331        41.4344                 NaN  0.754460        40.4892     
  1000.00        500.000                 NaN   7.20601                 NaN            NaN   7.12125        2.98650        41.4379                 NaN  0.755609        40.4927     
