|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3/LAR/LAR_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          San(TH)        San(TH)        ilm            q             
  1174.72        500.000                 NaN   8.44733                 NaN            NaN   7.06923                 NaN   43.0502                 NaN  0.329234        41.1040     
  1173.71        500.000                 NaN  0.556649E-001  0.790346        7.59999        7.06877                 NaN   43.0513                 NaN  0.329595        41.1043     
  1172.71        500.000                 NaN  0.419599E-001  0.787427        7.61785        7.07048                 NaN   43.0479                 NaN  0.329218        41.1052     
  1171.70        500.000                 NaN   8.15328       0.297025                 NaN   7.07321                 NaN   43.0416                 NaN  0.328324        41.1065     
  1170.70        500.000                 NaN   8.45358                 NaN            NaN   7.07648                 NaN   43.0345                 NaN  0.327437        41.1080     
  1169.69        500.000                 NaN   8.45258                 NaN            NaN   7.07687                 NaN   43.0345                 NaN  0.327467        41.1086     
  1168.69        500.000                 NaN  0.735042        7.71646                 NaN   7.07688                 NaN   43.0350                 NaN  0.327676        41.1090     
  1167.69        500.000                 NaN   8.45426                 NaN            NaN   7.07927                 NaN   43.0293                 NaN  0.326923        41.1103     
  1166.68        500.000                 NaN  0.859718        7.59361                 NaN   7.07954                 NaN   43.0293                 NaN  0.327218        41.1106     
  1165.68        500.000                 NaN  0.906898        7.54769                 NaN   7.08086                 NaN   43.0261                 NaN  0.326845        41.1116     
  1164.67        500.000                 NaN  0.675522        7.78196                 NaN   7.08359                 NaN   43.0202                 NaN  0.325941        41.1128     
  1163.67        500.000                 NaN   8.46210                 NaN            NaN   7.08738                 NaN   43.0114                 NaN  0.324874        41.1143     
  1162.67        500.000                 NaN  0.238884E-001   1.53193        6.90003        7.08258                 NaN   43.0215                 NaN  0.326445        41.1136     
  1161.66        500.000                 NaN  0.109047E-001   1.56767        6.87881        7.08464                 NaN   43.0174                 NaN  0.326026        41.1146     
  1160.66        500.000                 NaN  0.110168E-002   1.59535        6.86246        7.08621                 NaN   43.0139                 NaN  0.325512        41.1155     
  1159.65        500.000                 NaN   1.65797        6.80330                 NaN   7.08856                 NaN   43.0086                 NaN  0.324897        41.1167     
  1158.65        500.000                 NaN   8.46608                 NaN            NaN   7.09390                 NaN   42.9982                 NaN  0.323411        41.1184     
  1157.65        500.000                 NaN   1.18012        7.28431                 NaN   7.09342                 NaN   42.9997                 NaN  0.323838        41.1187     
  1156.64        500.000                 NaN   1.45325        7.01141                 NaN   7.09465                 NaN   42.9975                 NaN  0.323833        41.1193     
  1155.64        500.000                 NaN   1.50526        6.96065                 NaN   7.09626                 NaN   42.9941                 NaN  0.323478        41.1203     
  1154.63        500.000                 NaN   1.29778        7.17060                 NaN   7.09759                 NaN   42.9898                 NaN  0.322751        41.1215     
  1153.63        500.000                 NaN   1.36268        7.10760                 NaN   7.09924                 NaN   42.9855                 NaN  0.322252        41.1227     
  1152.62        500.000                 NaN   7.67674       0.796123                 NaN   7.10218                 NaN   42.9798                 NaN  0.321412        41.1238     
  1151.62        500.000                 NaN   7.67234       0.801812                 NaN   7.10375                 NaN   42.9764                 NaN  0.321026        41.1247     
  1150.62        500.000                 NaN   1.91841        6.55320                 NaN   7.10432                 NaN   42.9776                 NaN  0.321832        41.1246     
  1149.61        500.000                 NaN  0.116012        2.02720        6.32851        7.10468                 NaN   42.9766                 NaN  0.321700        41.1253     
  1148.61        500.000                 NaN  0.716372        7.74839                 NaN   7.10022                 NaN   42.9876                 NaN  0.323253        41.1242     
  1147.60        500.000                 NaN  0.771476        7.69523                 NaN   7.10622                 NaN   42.9803                 NaN  0.322438        41.1243     
  1146.60        500.000                 NaN   2.33059        6.13917                 NaN   7.10344                 NaN   42.9777                 NaN  0.322089        41.1270     
  1145.60        500.000                 NaN   5.21906        3.26306                 NaN   7.11310                 NaN   42.9557                 NaN  0.318722        41.1303     
  1144.59        500.000                 NaN   5.46448        3.01912                 NaN   7.11482                 NaN   42.9520                 NaN  0.318288        41.1313     
  1143.59        500.000                 NaN   6.82533        1.65996                 NaN   7.11551                 NaN   42.9490                 NaN  0.317897        41.1323     
  1142.58        500.000                 NaN   7.22602        1.25213                 NaN   7.11206                 NaN   42.9589                 NaN  0.319717        41.1311     
  1141.58        500.000                 NaN   6.42288        2.05441                 NaN   7.11292                 NaN   42.9584                 NaN  0.319855        41.1315     
  1140.58        500.000                 NaN   6.39955        2.08722                 NaN   7.11987                 NaN   42.9418                 NaN  0.317208        41.1343     
  1139.57        500.000                 NaN   5.08005        3.40889                 NaN   7.12141                 NaN   42.9367                 NaN  0.316958        41.1359     
  1138.57        500.000                 NaN   6.50527        1.97608                 NaN   7.11804                 NaN   42.9480                 NaN  0.318349        41.1343     
  1137.56        500.000                 NaN   6.48025        2.00234                 NaN   7.12051                 NaN   42.9436                 NaN  0.318149        41.1352     
  1136.56        500.000                 NaN   1.60290        3.47796        3.38884        7.11383                 NaN   42.9613                 NaN  0.320741        41.1345     
  1135.55        500.000                 NaN   6.73861        1.74825                 NaN   7.12360                 NaN   42.9337                 NaN  0.318133        41.1377     
  1134.55        500.000                 NaN   8.40009       0.825178E-001            NaN   7.11912                 NaN   42.9425                 NaN  0.318286        41.1375     
  1133.55        500.000                 NaN   5.16123        3.33870                 NaN   7.13105                 NaN   42.9138                 NaN  0.314150        41.1410     
  1132.54        500.000                 NaN   5.84536        2.64599                 NaN   7.12654                 NaN   42.9260                 NaN  0.316218        41.1399     
  1131.54        500.000                 NaN   4.85967        3.64248                 NaN   7.13362                 NaN   42.9079                 NaN  0.313509        41.1428     
  1130.53        500.000                 NaN   8.50627                 NaN            NaN   7.13960                 NaN   42.8979                 NaN  0.311807        41.1445     
  1129.53        500.000                 NaN   5.40435        3.09594                 NaN   7.13446                 NaN   42.9078                 NaN  0.313699        41.1438     
  1128.53        500.000                 NaN   4.91627        3.58488                 NaN   7.13550                 NaN   42.9050                 NaN  0.313509        41.1448     
  1127.52        500.000                 NaN   8.51138                 NaN            NaN   7.14292                 NaN   42.8887                 NaN  0.310697        41.1463     
  1126.52        500.000                 NaN   2.36312        6.13689                 NaN   7.13347                 NaN   42.9070                 NaN  0.314148        41.1454     
  1125.51        500.000                 NaN   3.90750        4.59335                 NaN   7.13794                 NaN   42.9011                 NaN  0.312973        41.1471     
  1124.51        500.000                 NaN   3.77745        4.72791                 NaN   7.14062                 NaN   42.8935                 NaN  0.312256        41.1483     
  1123.51        500.000                 NaN   8.50466                 NaN            NaN   7.14223                 NaN   42.8925                 NaN  0.311910        41.1487     
  1122.50        500.000                 NaN   8.23815       0.278680                 NaN   7.14909                 NaN   42.8742                 NaN  0.308575        41.1513     
  1121.50        500.000                 NaN   5.25490        3.26121                 NaN   7.15045                 NaN   42.8714                 NaN  0.309318        41.1528     
  1120.49        500.000                 NaN   8.51875                 NaN            NaN   7.15501                 NaN   42.8652                 NaN  0.307754        41.1533     
  1119.49        500.000                 NaN   6.36124        2.14828                 NaN   7.14678                 NaN   42.8807                 NaN  0.310624        41.1524     
  1118.49        500.000                 NaN   5.56163        2.95292                 NaN   7.15017                 NaN   42.8716                 NaN  0.309752        41.1539     
  1117.48        500.000                 NaN   5.68257        2.83402                 NaN   7.15196                 NaN   42.8673                 NaN  0.309265        41.1549     
  1116.48        500.000                 NaN   2.08711        6.43246                 NaN   7.15596                 NaN   42.8599                 NaN  0.308017        41.1565     
  1115.47        500.000                 NaN   2.62514        5.89229                 NaN   7.15519                 NaN   42.8620                 NaN  0.308456        41.1569     
  1114.47        500.000                 NaN   4.56617        3.94924                 NaN   7.14850                 NaN   42.8699                 NaN  0.310173        41.1560     
  1113.46        500.000                 NaN   6.10365        2.41977                 NaN   7.15875                 NaN   42.8516                 NaN  0.307436        41.1588     
  1112.46        500.000                 NaN   6.19310        2.33196                 NaN   7.16045                 NaN   42.8478                 NaN  0.306978        41.1597     
  1111.46        500.000                 NaN   6.27406        2.25281                 NaN   7.16217                 NaN   42.8438                 NaN  0.306513        41.1607     
  1110.45        500.000                 NaN   8.53785                 NaN            NaN   7.17299                 NaN   42.8227                 NaN  0.302815        41.1637     
  1109.45        500.000                 NaN   8.53897                 NaN            NaN   7.17422                 NaN   42.8197                 NaN  0.302501        41.1646     
  1108.44        500.000                 NaN   8.53931                 NaN            NaN   7.17520                 NaN   42.8176                 NaN  0.302423        41.1655     
  1107.44        500.000                 NaN   8.54056                 NaN            NaN   7.17635                 NaN   42.8147                 NaN  0.301979        41.1664     
  1106.44        500.000                 NaN   8.53409                 NaN            NaN   7.17170                 NaN   42.8249                 NaN  0.303648        41.1657     
  1105.43        500.000                 NaN   8.54387       0.651460E-004            NaN   7.17929                 NaN   42.8074                 NaN  0.301191        41.1682     
  1104.43        500.000                 NaN   8.54554       0.838232E-004            NaN   7.18084                 NaN   42.8036                 NaN  0.300771        41.1692     
  1103.42        500.000                 NaN   8.54630                 NaN            NaN   7.18280                 NaN   42.8007                 NaN  0.300149        41.1701     
  1102.42        500.000                 NaN   6.39719        2.15220                 NaN   7.18218                 NaN   42.7975                 NaN  0.301294        41.1696     
  1101.42        500.000                 NaN   5.69175        2.85908                 NaN   7.18533                 NaN   42.7924                 NaN  0.299583        41.1719     
  1100.41        500.000                 NaN   8.55005                 NaN            NaN   7.18694                 NaN   42.7912                 NaN  0.299243        41.1725     
  1099.41        500.000                 NaN   7.29617        1.25558                 NaN   7.18663                 NaN   42.7893                 NaN  0.299494        41.1728     
  1098.40        500.000                 NaN   8.25328       0.303630                 NaN   7.19268                 NaN   42.7777                 NaN  0.297411        41.1753     
  1097.40        500.000                 NaN   7.21034        1.34544                 NaN   7.19017                 NaN   42.7804                 NaN  0.298575        41.1751     
  1096.39        500.000                 NaN   8.07590       0.483572                 NaN   7.19544                 NaN   42.7711                 NaN  0.296693        41.1773     
  1095.39        500.000                 NaN   7.96451       0.595895                 NaN   7.19677                 NaN   42.7683                 NaN  0.296407        41.1781     
  1094.39        500.000                 NaN   7.90916       0.652556                 NaN   7.19801                 NaN   42.7651                 NaN  0.296041        41.1791     
  1093.38        500.000                 NaN   7.28214        1.27603                 NaN   7.19716                 NaN   42.7689                 NaN  0.297022        41.1788     
  1092.38        500.000                 NaN   7.58157       0.985251                 NaN   7.20289                 NaN   42.7549                 NaN  0.294277        41.1811     
  1091.37        500.000                 NaN  0.744594        7.82448                 NaN   7.20477                 NaN   42.7510                 NaN  0.294183        41.1810     
  1090.37        500.000                 NaN   6.26443        1.49293                 NaN   7.11255       0.475482        8.35365        34.5906       0.328046        41.3823     
  1089.37        500.000                 NaN   6.11681        1.35458                 NaN   7.07735       0.638813        8.44723        34.5729       0.340932        41.4514     
  1088.36        500.000                 NaN   6.08308        2.23351                 NaN   7.17575       0.145260        42.8118                 NaN  0.305016        41.2456     
  1087.36        500.000                 NaN   6.29068       0.768029                 NaN   7.02476       0.869733        43.1371                 NaN  0.360005        41.5497     
  1086.35        500.000                 NaN   6.95322                 NaN            NaN   7.01393       0.930986        43.1616                 NaN  0.363880        41.5764     
  1085.35        500.000                 NaN   6.85662                 NaN            NaN   7.00229       0.986179        43.1864                 NaN  0.368231        41.6003     
  1084.35        500.000                 NaN   6.70792                 NaN            NaN   6.98382        1.07190        43.2245                 NaN  0.375184        41.6367     
  1083.34        500.000                 NaN   6.65588                 NaN            NaN   6.97416        1.09783        43.2443                 NaN  0.379675        41.6481     
  1082.34        500.000                 NaN   6.67843                 NaN            NaN   6.98162        1.08846        43.2297                 NaN  0.376065        41.6458     
  1081.33        500.000                 NaN   6.60461                 NaN            NaN   6.97273        1.13058        43.2485                 NaN  0.379424        41.6642     
  1080.33        500.000                 NaN   6.51332                 NaN            NaN   6.96165        1.18347        43.2710                 NaN  0.383706        41.6869     
  1079.32        500.000                 NaN   6.47425                 NaN            NaN   6.95745        1.20606        43.2796                 NaN  0.385387        41.6972     
  1078.32        500.000                 NaN   6.47950                 NaN            NaN   6.95934        1.20632        43.2719                 NaN  0.384696        41.6983     
  1077.32        500.000                 NaN   6.44156                 NaN            NaN   6.95455        1.22528        43.2849                 NaN  0.386457        41.7073     
  1076.31        500.000                 NaN   6.35298                 NaN            NaN   6.94437        1.27504        43.3082                 NaN  0.390984        41.7285     
  1075.31        500.000                 NaN   6.33659                 NaN            NaN   6.94246        1.28526        43.3106                 NaN  0.391378        41.7337     
  1074.30        500.000                 NaN   6.30845                 NaN            NaN   6.93980        1.30143        43.3163                 NaN  0.392663        41.7414     
  1073.30        500.000                 NaN   6.28424                 NaN            NaN   6.93728        1.31569        43.3209                 NaN  0.393605        41.7483     
  1072.30        500.000                 NaN   6.25885                 NaN            NaN   6.93456        1.33053        43.3260                 NaN  0.394635        41.7554     
  1071.29        500.000                 NaN   6.23436                 NaN            NaN   6.93192        1.34483        43.3308                 NaN  0.395660        41.7624     
  1070.29        500.000                 NaN   6.21469                 NaN            NaN   6.92973        1.35678        43.3340                 NaN  0.396274        41.7685     
  1069.28        500.000                 NaN   6.18976                 NaN            NaN   6.92698        1.37105        43.3399                 NaN  0.397244        41.7751     
  1068.28        500.000                 NaN   6.16884                 NaN            NaN   6.92490        1.38353        43.3429                 NaN  0.398234        41.7816     
  1067.28        500.000                 NaN   6.14715                 NaN            NaN   6.92261        1.39624        43.3471                 NaN  0.399078        41.7878     
  1066.27        500.000                 NaN   6.12588                 NaN            NaN   6.92050        1.40861        43.3512                 NaN  0.399904        41.7939     
  1065.27        500.000                 NaN   6.10495                 NaN            NaN   6.91849        1.42079        43.3551                 NaN  0.400764        41.7999     
  1064.26        500.000                 NaN   6.08514                 NaN            NaN   6.91654        1.43237        43.3588                 NaN  0.401560        41.8056     
  1063.26        500.000                 NaN   6.06604                 NaN            NaN   6.91466        1.44353        43.3622                 NaN  0.402331        41.8112     
  1062.25        500.000                 NaN   6.04739                 NaN            NaN   6.91284        1.45444        43.3656                 NaN  0.403078        41.8167     
  1061.25        500.000                 NaN   6.03866                 NaN            NaN   6.91235        1.45935        43.3664                 NaN  0.403321        41.8199     
  1060.25        500.000                 NaN   6.00774                 NaN            NaN   6.90871        1.47644        43.3743                 NaN  0.404772        41.8280     
  1059.24        500.000                 NaN   5.99175                 NaN            NaN   6.90723        1.48582        43.3769                 NaN  0.405392        41.8329     
  1058.24        500.000                 NaN   6.00167                 NaN            NaN   6.90947        1.48094        43.3713                 NaN  0.404589        41.8320     
  1057.23        500.000                 NaN   5.98400                 NaN            NaN   6.90781        1.49140        43.3742                 NaN  0.405284        41.8373     
  1056.23        500.000                 NaN   5.97014                 NaN            NaN   6.90661        1.49964        43.3761                 NaN  0.405805        41.8417     
  1055.23        500.000                 NaN   5.92878                 NaN            NaN   6.90135        1.52268        43.3872                 NaN  0.407866        41.8521     
  1054.22        500.000                 NaN   5.87959                 NaN            NaN   6.89089        1.54461        43.4136                 NaN  0.411579        41.8597     
  1053.22        500.000                 NaN   5.87019                 NaN            NaN   6.89049        1.55080        43.4133                 NaN  0.411793        41.8634     
  1052.21        500.000                 NaN   5.88203                 NaN            NaN   6.89708        1.55018        43.3946                 NaN  0.409696        41.8665     
  1051.21        500.000                 NaN   5.87005                 NaN            NaN   6.89616        1.55742        43.3958                 NaN  0.410117        41.8704     
  1050.21        500.000                 NaN   5.85828                 NaN            NaN   6.89526        1.56454        43.3970                 NaN  0.410526        41.8744     
  1049.20        500.000                 NaN   5.85083                 NaN            NaN   6.89494        1.56932        43.3968                 NaN  0.410707        41.8774     
  1048.20        500.000                 NaN   5.85535                 NaN            NaN   6.89654        1.56790        43.3921                 NaN  0.410162        41.8779     
  1047.19        500.000                 NaN   5.82433                 NaN            NaN   6.89269        1.58513        43.4003                 NaN  0.411704        41.8859     
  1046.19        500.000                 NaN   5.81050                 NaN            NaN   6.89144        1.59325        43.4025                 NaN  0.412228        41.8901     
  1045.18        500.000                 NaN   5.80183                 NaN            NaN   6.89113        1.59877        43.4022                 NaN  0.412484        41.8936     
  1044.18        500.000                 NaN   5.80945                 NaN            NaN   6.89294        1.59562        43.3968                 NaN  0.411730        41.8934     
  1043.18        500.000                 NaN   5.78143                 NaN            NaN   6.88990        1.61143        43.4032                 NaN  0.413169        41.9008     
  1042.17        500.000                 NaN   5.77436                 NaN            NaN   6.89047        1.61778        43.3984                 NaN  0.413126        41.9058     
  1041.17        500.000                 NaN   5.76113                 NaN            NaN   6.88826        1.62389        43.4049                 NaN  0.413823        41.9080     
  1040.16        500.000                 NaN   5.75360                 NaN            NaN   6.88880        1.63010        43.4009                 NaN  0.413832        41.9127     
  1039.16        500.000                 NaN   5.69924                 NaN            NaN   6.87853        1.65598        43.4272                 NaN  0.417596        41.9215     
  1038.16        500.000                 NaN   5.68933                 NaN            NaN   6.87764        1.66178        43.4285                 NaN  0.417988        41.9248     
  1037.15        500.000                 NaN   5.72828                 NaN            NaN   6.88701        1.64469        43.4043                 NaN  0.414618        41.9211     
  1036.15        500.000                 NaN   5.71558                 NaN            NaN   6.88507        1.65235        43.4065                 NaN  0.415264        41.9252     
  1035.14        500.000                 NaN   5.70215                 NaN            NaN   6.88419        1.65944        43.4098                 NaN  0.415854        41.9286     
  1034.14        500.000                 NaN   5.69103                 NaN            NaN   6.88335        1.66655        43.4102                 NaN  0.416200        41.9326     
  1033.14        500.000                 NaN   5.68142                 NaN            NaN   6.88275        1.67246        43.4108                 NaN  0.416513        41.9361     
  1032.13        500.000                 NaN   5.67201                 NaN            NaN   6.88209        1.67826        43.4113                 NaN  0.416832        41.9395     
  1031.13        500.000                 NaN   5.67218                 NaN            NaN   6.88291        1.67892        43.4086                 NaN  0.416566        41.9408     
  1030.12        500.000                 NaN   5.65350                 NaN            NaN   6.88089        1.68968        43.4123                 NaN  0.417443        41.9462     
  1029.12        500.000                 NaN   5.65420                 NaN            NaN   6.88175        1.68998        43.4095                 NaN  0.417159        41.9474     
  1028.12        500.000                 NaN   5.64343                 NaN            NaN   6.88092        1.69648        43.4105                 NaN  0.417547        41.9511     
  1027.11        500.000                 NaN   5.63627                 NaN            NaN   6.88057        1.70107        43.4103                 NaN  0.417765        41.9540     
  1026.11        500.000                 NaN   5.62794                 NaN            NaN   6.88007        1.70620        43.4106                 NaN  0.418030        41.9572     
  1025.10        500.000                 NaN   5.61954                 NaN            NaN   6.87966        1.71145        43.4107                 NaN  0.418286        41.9604     
  1024.10        500.000                 NaN   5.61128                 NaN            NaN   6.87919        1.71661        43.4108                 NaN  0.418538        41.9635     
  1023.09        500.000                 NaN   5.59583                 NaN            NaN   6.87776        1.72662        43.4123                 NaN  0.419174        41.9683     
  1022.09        500.000                 NaN   5.59535                 NaN            NaN   6.87833        1.72658        43.4110                 NaN  0.419022        41.9697     
  1021.09        500.000                 NaN   5.58016                 NaN            NaN   6.87693        1.73643        43.4124                 NaN  0.419649        41.9745     
  1020.08        500.000                 NaN   5.57948                 NaN            NaN   6.87747        1.73650        43.4112                 NaN  0.419509        41.9758     
  1019.08        500.000                 NaN   5.57172                 NaN            NaN   6.87706        1.74137        43.4112                 NaN  0.419744        41.9789     
  1018.07        500.000                 NaN   5.56407                 NaN            NaN   6.87667        1.74617        43.4112                 NaN  0.419974        41.9819     
  1017.07        500.000                 NaN   5.55653                 NaN            NaN   6.87629        1.75091        43.4112                 NaN  0.420198        41.9849     
  1016.07        500.000                 NaN   5.54285                 NaN            NaN   6.87325        1.75906        43.4144                 NaN  0.420925        41.9896     
  1015.06        500.000                 NaN   5.54178                 NaN            NaN   6.87558        1.76022        43.4110                 NaN  0.420632        41.9908     
  1014.06        500.000                 NaN   5.52376                 NaN            NaN   6.87367        1.77048        43.4149                 NaN  0.421369        41.9958     
  1013.05        500.000                 NaN   5.51813                 NaN            NaN   6.87329        1.77398        43.4145                 NaN  0.421735        41.9984     
  1012.05        500.000                 NaN   5.51040                 NaN            NaN   6.87326        1.77912        43.4139                 NaN  0.421724        42.0016     
  1011.05        500.000                 NaN   5.50221                 NaN            NaN   6.87261        1.78393        43.4148                 NaN  0.422075        42.0044     
  1010.04        500.000                 NaN   5.49729                 NaN            NaN   6.87258        1.78730        43.4137                 NaN  0.422193        42.0069     
  1009.04        500.000                 NaN   5.49126                 NaN            NaN   6.87225        1.79123        43.4134                 NaN  0.422334        42.0095     
  1008.03        500.000                 NaN   5.48496                 NaN            NaN   6.87200        1.79528        43.4131                 NaN  0.422503        42.0122     
  1007.03        500.000                 NaN   5.48663                 NaN            NaN   6.87327        1.79536        43.4090                 NaN  0.422182        42.0135     
  1006.02        500.000                 NaN   5.48022                 NaN            NaN   6.87305        1.79949        43.4086                 NaN  0.422351        42.0163     
  1005.02        500.000                 NaN   5.47382                 NaN            NaN   6.87283        1.80361        43.4082                 NaN  0.422520        42.0190     
  1004.02        500.000                 NaN   5.46752                 NaN            NaN   6.87262        1.80769        43.4077                 NaN  0.422685        42.0217     
  1003.01        500.000                 NaN   5.45284                 NaN            NaN   6.87098        1.81589        43.4110                 NaN  0.423370        42.0259     
  1002.01        500.000                 NaN   5.45464                 NaN            NaN   6.87214        1.81586        43.4071                 NaN  0.423039        42.0272     
  1001.00        500.000                 NaN   5.44858                 NaN            NaN   6.87197        1.81980        43.4066                 NaN  0.423191        42.0299     
  1000.00        500.000                 NaN   5.43479                 NaN            NaN   6.87048        1.82764        43.4094                 NaN  0.423825        42.0339     
