|6.6.6
Archiving\03_Data\Deqfrac/QFM_m2.75/YM20/YM20_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1322.47        2500.00        99.2553                 NaN            NaN  0.113749                 NaN  0.327825       0.475689E-001            NaN  0.255580                 NaN            NaN            NaN            NaN
  1320.92        2500.00        99.2624                 NaN            NaN  0.110658                 NaN  0.493079E-001  0.325152                 NaN  0.252527                 NaN            NaN            NaN            NaN
  1319.37        2500.00        99.2695                 NaN            NaN  0.107468                 NaN  0.521955E-001  0.321334                 NaN  0.249515                 NaN            NaN            NaN            NaN
  1317.82        2500.00        99.2749                 NaN            NaN  0.104336                 NaN  0.319126       0.545464E-001            NaN  0.247092                 NaN            NaN            NaN            NaN
  1316.27        2500.00        99.2811                 NaN            NaN  0.100815                 NaN  0.572979E-001  0.316574                 NaN  0.244185                 NaN            NaN            NaN            NaN
  1314.72        2500.00        99.2879                 NaN            NaN  0.983198E-001            NaN  0.314063       0.582214E-001            NaN  0.241508                 NaN            NaN            NaN            NaN
  1313.17        2500.00        99.2941                 NaN            NaN  0.948817E-001            NaN  0.310516       0.617419E-001            NaN  0.238728                 NaN            NaN            NaN            NaN
  1311.62        2500.00        99.2973                 NaN            NaN  0.919428E-001            NaN  0.656837E-001  0.307576                 NaN  0.237450                 NaN            NaN            NaN            NaN
  1310.07        2500.00        99.3065                 NaN            NaN  0.874632E-001            NaN  0.693447E-001  0.303686                 NaN  0.232991                 NaN            NaN            NaN            NaN
  1308.52        2500.00        99.3101                 NaN            NaN  0.849855E-001            NaN  0.727040E-001  0.300451                 NaN  0.231758                 NaN            NaN            NaN            NaN
  1306.97        2500.00        99.3193                 NaN            NaN  0.880734E-001            NaN  0.237900E-001  0.340270                 NaN  0.228597                 NaN            NaN            NaN            NaN
  1305.42        2500.00        92.8856                 NaN            NaN  0.420330                 NaN   1.45144                 NaN            NaN   1.03904        4.20363                 NaN            NaN            NaN
  1303.87        2500.00        87.7669                 NaN            NaN  0.675303                 NaN   2.33471                 NaN            NaN   1.68402        7.53910                 NaN            NaN            NaN
  1302.32        2500.00        88.5834                 NaN            NaN  0.624276                 NaN   2.21207                 NaN            NaN   1.58146        6.99885                 NaN            NaN            NaN
  1300.77        2500.00        89.3029                 NaN            NaN  0.599039                 NaN   2.07509                 NaN            NaN   1.49060        6.53235                 NaN            NaN            NaN
  1299.22        2500.00        89.9220                 NaN            NaN  0.556753                 NaN   1.98720                 NaN            NaN   1.41262        6.12146                 NaN            NaN            NaN
  1297.67        2500.00        81.0719                 NaN            NaN  0.999921                 NaN   3.37271                 NaN            NaN   2.61971        11.5725       0.363235                 NaN            NaN
  1296.12        2500.00        79.2637                 NaN            NaN   1.15595                 NaN   3.58823                 NaN            NaN   2.86474        12.6742       0.453116                 NaN            NaN
  1294.57        2500.00        81.2288                 NaN            NaN   1.06371                 NaN   3.27090                 NaN            NaN   2.59486        11.4385       0.403207                 NaN            NaN
  1293.02        2500.00        81.8451                 NaN            NaN   1.07412                 NaN   3.11908                 NaN            NaN   2.50712        11.0670       0.387613                 NaN            NaN
  1291.47        2500.00        83.7811                 NaN            NaN  0.979084                 NaN   2.81594                 NaN            NaN   2.24491        9.84166       0.337287                 NaN            NaN
  1289.92        2500.00        82.3170                 NaN            NaN   1.07760                 NaN   3.28864                 NaN            NaN   2.50419        10.4439       0.368727                 NaN            NaN
  1288.37        2500.00        84.9671                 NaN            NaN  0.972846                 NaN   2.24620                 NaN            NaN   2.09347        9.39948       0.320922                 NaN            NaN
  1286.81        2500.00        85.2940                 NaN            NaN  0.842670                 NaN   2.75585                 NaN            NaN   1.92526        8.92004       0.262155                 NaN            NaN
  1285.26        2500.00        85.0172                 NaN            NaN  0.915980                 NaN   2.61907                 NaN            NaN   2.04821        9.10584       0.293681                 NaN            NaN
  1283.71        2500.00        83.4765                 NaN            NaN  0.978705                 NaN   2.91419                 NaN            NaN   2.24617        10.0671       0.317304                 NaN            NaN
  1282.16        2500.00        80.8981                 NaN            NaN   1.10187                 NaN   3.41246                 NaN            NaN   2.65149        11.5575       0.378573                 NaN            NaN
  1280.61        2500.00        82.2999                 NaN            NaN   1.04101                 NaN   2.94004                 NaN            NaN   2.21583        11.1957       0.307537                 NaN            NaN
  1279.06        2500.00                 NaN            NaN            NaN   5.84124                 NaN   3.18599        10.9034        2.06293        12.5696        63.6007        1.83607                 NaN            NaN
  1277.51        2500.00        8.02201                 NaN            NaN   5.24804                 NaN   15.7544                 NaN            NaN   11.7644        57.5967        1.61445                 NaN            NaN
  1275.96        2500.00        56.7105                 NaN            NaN   2.43354                 NaN   7.46965                 NaN            NaN   5.52246        27.1098       0.754095                 NaN            NaN
  1274.41        2500.00        70.4072                 NaN            NaN   1.59521                 NaN   5.32654                 NaN            NaN   3.79769        18.3657       0.507700                 NaN            NaN
  1272.86        2500.00        78.4059                 NaN            NaN   1.11428                 NaN   3.99303                 NaN            NaN   2.78800        13.3282       0.370514                 NaN            NaN
  1271.31        2500.00        54.9467                 NaN            NaN   1.84328                 NaN   8.92326                 NaN            NaN   5.99507        27.4938       0.797877                 NaN            NaN
  1269.76        2500.00        99.8484                 NaN            NaN  0.151609                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1268.21        2500.00        96.6336                 NaN            NaN            NaN            NaN  0.907516                 NaN            NaN  0.309017        2.14990                 NaN            NaN            NaN
  1266.66        2500.00        86.1852                 NaN            NaN  0.680477                 NaN   2.41325                 NaN            NaN   1.90537        8.55397       0.261705                 NaN            NaN
  1265.11        2500.00        59.8276                 NaN            NaN   3.16693                 NaN   4.15052                 NaN            NaN   4.84615        27.1744       0.834401                 NaN            NaN
  1263.56        2500.00        97.9162       0.966720                 NaN  0.155919                 NaN  0.281617E-003            NaN            NaN  0.935378                 NaN  0.254649E-001            NaN            NaN
  1262.01        2500.00        99.9608                 NaN            NaN            NaN            NaN  0.354253E-001            NaN            NaN            NaN            NaN  0.378506E-002            NaN            NaN
  1260.46        2500.00        97.8617                 NaN            NaN            NaN            NaN  0.430965        1.70736                 NaN            NaN            NaN            NaN            NaN            NaN
  1258.91        2500.00        99.1050       0.197088E-004            NaN  0.393641E-002            NaN            NaN            NaN            NaN  0.449962       0.441123                 NaN            NaN            NaN
  1257.36        2500.00        99.9240                 NaN            NaN            NaN            NaN  0.300360E-001            NaN            NaN            NaN            NaN  0.459292E-001            NaN            NaN
  1255.81        2500.00        99.2150                 NaN            NaN            NaN            NaN  0.776681                 NaN            NaN  0.832632E-002            NaN            NaN            NaN            NaN
  1254.26        2500.00        99.6073                 NaN            NaN            NaN            NaN  0.391585       0.111106E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1252.71        2500.00        96.7159                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.263062        3.02103                 NaN            NaN            NaN
  1251.16        2500.00        99.1653                 NaN            NaN            NaN            NaN  0.179915E-002  0.832896                 NaN            NaN            NaN            NaN            NaN            NaN
  1249.61        2500.00        99.0676                 NaN            NaN            NaN            NaN  0.840363                 NaN            NaN  0.920084E-001            NaN            NaN            NaN            NaN
  1248.06        2500.00        99.8203                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.179745                 NaN            NaN            NaN            NaN
  1246.51        2500.00        98.2360                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.117762        1.59413       0.417601E-001  0.104014E-001            NaN
  1244.96        2500.00        97.5192        2.37515                 NaN  0.521809E-001            NaN            NaN            NaN            NaN  0.534835E-001            NaN            NaN            NaN            NaN
  1243.41        2500.00        98.2746                 NaN            NaN            NaN            NaN  0.461144        1.00450                 NaN  0.259706                 NaN            NaN            NaN            NaN
  1241.85        2500.00        99.6813                 NaN            NaN            NaN            NaN  0.254328                 NaN            NaN  0.643749E-001            NaN            NaN            NaN            NaN
  1240.30        2500.00        97.2612                 NaN            NaN            NaN            NaN   1.10465                 NaN            NaN  0.139922        1.24570                 NaN  0.248496                 NaN
  1238.75        2500.00        99.5016                 NaN            NaN            NaN            NaN  0.425996                 NaN            NaN  0.724136E-001            NaN            NaN            NaN            NaN
  1237.20        2500.00        99.7757                 NaN            NaN  0.100796E-005            NaN  0.522262E-001            NaN            NaN  0.172082                 NaN            NaN            NaN            NaN
  1235.65        2500.00        98.8789                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.147759E-001   1.06333       0.429645E-001            NaN            NaN
  1234.10        2500.00        98.3003                 NaN            NaN            NaN            NaN  0.324949                 NaN            NaN  0.210979        1.13290       0.309006E-001            NaN            NaN
  1232.55        2500.00        99.4846                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.139930       0.355777       0.196599E-001            NaN            NaN
  1231.00        2500.00        99.3316                 NaN            NaN            NaN            NaN  0.110666       0.659787E-005            NaN  0.155245       0.396319       0.612809E-002            NaN            NaN
  1229.45        2500.00        82.6002                 NaN            NaN            NaN            NaN   2.09917                 NaN            NaN   1.59133        8.52485       0.982061E-001   5.08622                 NaN
  1227.90        2500.00                 NaN            NaN            NaN            NaN            NaN   12.6223                 NaN            NaN   8.50029        45.4687       0.532029        32.8767                 NaN
  1226.35        2500.00                 NaN            NaN            NaN   3.73895                 NaN   5.94603       0.840237E-004            NaN   8.03844        47.1224       0.791570        34.3626                 NaN
  1224.80        2500.00                 NaN            NaN            NaN            NaN            NaN   2.23648        10.2015                 NaN   8.37322        45.7816       0.563720        32.8434                 NaN
  1223.25        2500.00                 NaN            NaN            NaN   3.74480                 NaN   5.93689                 NaN            NaN   8.03881        47.1202       0.791635        34.3676                 NaN
  1221.70        2500.00                 NaN            NaN            NaN   4.36684                 NaN  0.136493E-005            NaN            NaN   7.57819        48.6407       0.874652        34.3161        4.22353     
  1220.15        2500.00                 NaN            NaN            NaN   4.36671                 NaN  0.138646E-005            NaN            NaN   7.57816        48.6400       0.874630        34.3171        4.22345     
  1218.60        2500.00                 NaN            NaN            NaN   4.36642                 NaN  0.156676E-002            NaN            NaN   7.57826        48.6389       0.874587        34.3180        4.22224     
  1217.05        2500.00                 NaN            NaN            NaN   4.36630                 NaN  0.158185E-002            NaN            NaN   7.57823        48.6382       0.874566        34.3190        4.22215     
  1215.50        2500.00                 NaN            NaN            NaN   4.36634                 NaN  0.145347E-005            NaN            NaN   7.57807        48.6379       0.874567        34.3200        4.22319     
  1213.95        2500.00                 NaN            NaN            NaN            NaN            NaN   8.43412        4.21211                 NaN   8.51310        45.4001       0.537613        32.9029                 NaN
  1212.40        2500.00                 NaN            NaN            NaN   4.36609                 NaN  0.150026E-005            NaN            NaN   7.57801        48.6365       0.874525        34.3219        4.22302     
  1210.85        2500.00                 NaN            NaN            NaN   3.76419                 NaN   5.91139                 NaN            NaN   8.04681        47.0985       0.791156        34.3880                 NaN
  1209.30        2500.00                 NaN            NaN            NaN            NaN            NaN   9.25387        3.29657                 NaN   8.46300        45.5636       0.544621        32.8784                 NaN
  1207.75        2500.00                 NaN            NaN            NaN   4.36555                 NaN  0.161561E-002            NaN            NaN   7.57805        48.6340       0.874439        34.3248        4.22161     
  1206.20        2500.00                 NaN            NaN            NaN   3.77296                 NaN   5.89718                 NaN            NaN   8.04673        47.0965       0.791300        34.3954                 NaN
  1204.65        2500.00                 NaN            NaN            NaN   3.77371                 NaN   5.89634                 NaN            NaN   8.04583        47.0955       0.791573        34.3970                 NaN
  1203.10        2500.00                 NaN            NaN            NaN   3.73635                 NaN   5.95127                 NaN            NaN   8.04749        47.0925       0.791362        34.3810                 NaN
  1201.55        2500.00                 NaN            NaN            NaN   4.36500                 NaN  0.217912E-002            NaN            NaN   7.57797        48.6310       0.874347        34.3286        4.22086     
  1200.00        2500.00                 NaN            NaN            NaN   3.78679                 NaN   5.87118       0.978635E-006            NaN   8.04175        47.1035       0.792035        34.4048                 NaN
  1198.44        2500.00                 NaN            NaN            NaN   3.78950                 NaN   5.86697       0.985233E-006            NaN   8.04195        47.1023       0.792058        34.4072                 NaN
  1196.89        2500.00                 NaN            NaN            NaN   3.79219                 NaN   5.86278                 NaN            NaN   8.04215        47.1011       0.792079        34.4097                 NaN
  1195.34        2500.00                 NaN            NaN            NaN   4.36471                 NaN            NaN            NaN            NaN   7.57768        48.6288       0.874293        34.3325        4.22209     
  1193.79        2500.00                 NaN            NaN            NaN   3.79765                 NaN   5.85427       0.979586E-006            NaN   8.04260        47.0988       0.792129        34.4146                 NaN
  1192.24        2500.00                 NaN            NaN            NaN   3.80032                 NaN   5.85014       0.978157E-006            NaN   8.04281        47.0976       0.792149        34.4170                 NaN
  1190.69        2500.00                 NaN            NaN            NaN            NaN            NaN   9.57522        2.99063                 NaN   8.53444        45.4706       0.538372        32.8907                 NaN
  1189.14        2500.00                 NaN            NaN            NaN   4.36421                 NaN            NaN            NaN            NaN   7.57756        48.6260       0.874210        34.3363        4.22175     
  1187.59        2500.00                 NaN            NaN            NaN            NaN            NaN   1.87596        10.6107                 NaN   8.50866        45.5858       0.547056        32.8718                 NaN
  1186.04        2500.00                 NaN            NaN            NaN   4.36397                 NaN            NaN            NaN            NaN   7.57751        48.6246       0.874168        34.3382        4.22158     
  1184.49        2500.00                 NaN            NaN            NaN   3.81192                 NaN   5.83267                 NaN            NaN   8.04325        47.0914       0.792135        34.4286                 NaN
  1182.94        2500.00                 NaN            NaN            NaN   4.36372                 NaN            NaN            NaN            NaN   7.57745        48.6232       0.874126        34.3401        4.22141     
  1181.39        2500.00                 NaN            NaN            NaN            NaN            NaN   1.83684        10.6599       0.149392E-005   8.52891        45.5529       0.544109        32.8774                 NaN
  1179.84        2500.00                 NaN            NaN            NaN            NaN            NaN   1.82941        10.6698       0.161512E-005   8.53365        45.5451       0.543356        32.8788                 NaN
  1178.29        2500.00                 NaN            NaN            NaN   4.36334                 NaN            NaN            NaN            NaN   7.57736        48.6211       0.874063        34.3430        4.22115     
  1176.74        2500.00                 NaN            NaN            NaN   4.36322                 NaN            NaN            NaN            NaN   7.57733        48.6204       0.874043        34.3440        4.22107     
  1175.19        2500.00                 NaN            NaN            NaN            NaN            NaN   1.39527        11.2150       0.789492E-003   8.49346        45.4354       0.541685        32.9184                 NaN
  1173.64        2500.00                 NaN            NaN            NaN            NaN            NaN   1.38701        11.2222       0.535055E-002   8.49774        45.4269       0.540577        32.9202                 NaN
  1172.09        2500.00                 NaN            NaN            NaN   3.83388                 NaN   5.79833       0.558687E-004            NaN   8.04559        47.0815       0.792362        34.4483                 NaN
  1170.54        2500.00                 NaN            NaN            NaN   3.83638                 NaN   5.79450       0.563345E-004            NaN   8.04581        47.0802       0.792376        34.4507                 NaN
  1168.99        2500.00                 NaN            NaN            NaN   3.83887                 NaN   5.79068       0.580167E-004            NaN   8.04603        47.0789       0.792388        34.4531                 NaN
  1167.44        2500.00                 NaN            NaN            NaN   3.84135                 NaN   5.78690       0.568096E-004            NaN   8.04626        47.0776       0.792397        34.4554                 NaN
  1165.89        2500.00                 NaN            NaN            NaN   3.84383                 NaN   5.78310       0.567167E-004            NaN   8.04648        47.0763       0.792410        34.4578                 NaN
  1164.34        2500.00                 NaN            NaN            NaN   3.84629                 NaN   5.77935       0.562714E-004            NaN   8.04671        47.0750       0.792421        34.4602                 NaN
  1162.79        2500.00                 NaN            NaN            NaN   3.84874                 NaN   5.77561       0.557994E-004            NaN   8.04694        47.0737       0.792429        34.4625                 NaN
  1161.24        2500.00                 NaN            NaN            NaN   3.85118                 NaN   5.77189       0.541814E-004            NaN   8.04717        47.0724       0.792440        34.4649                 NaN
  1159.69        2500.00                 NaN            NaN            NaN   4.36186                 NaN  0.958722E-006            NaN            NaN   7.57702        48.6127       0.873815        34.3545        4.22014     
  1158.14        2500.00                 NaN            NaN            NaN   3.85603                 NaN   5.76453       0.510952E-004            NaN   8.04764        47.0697       0.792456        34.4696                 NaN
  1156.59        2500.00                 NaN            NaN            NaN   3.85844                 NaN   5.76087       0.494489E-004            NaN   8.04788        47.0684       0.792464        34.4719                 NaN
  1155.04        2500.00                 NaN            NaN            NaN   3.86083                 NaN   5.75723       0.479501E-004            NaN   8.04811        47.0670       0.792472        34.4743                 NaN
  1153.48        2500.00                 NaN            NaN            NaN   3.86322                 NaN   5.75361       0.475665E-004            NaN   8.04835        47.0657       0.792479        34.4766                 NaN
  1151.93        2500.00                 NaN            NaN            NaN   3.86560                 NaN   5.75001       0.435838E-004            NaN   8.04859        47.0643       0.792485        34.4790                 NaN
  1150.38        2500.00                 NaN            NaN            NaN   3.86797                 NaN   5.74644       0.401934E-004            NaN   8.04883        47.0629       0.792490        34.4813                 NaN
  1148.83        2500.00                 NaN            NaN            NaN   4.36099                 NaN  0.108413E-005            NaN            NaN   7.57683        48.6078       0.873670        34.3611        4.21954     
  1147.28        2500.00                 NaN            NaN            NaN   3.87269                 NaN   5.73948                 NaN            NaN   8.04952        47.0599       0.792481        34.4860                 NaN
  1145.73        2500.00                 NaN            NaN            NaN   3.87502                 NaN   5.73584                 NaN            NaN   8.04957        47.0588       0.792505        34.4883                 NaN
  1144.18        2500.00                 NaN            NaN            NaN   3.87734                 NaN   5.73233                 NaN            NaN   8.04980        47.0574       0.792511        34.4906                 NaN
  1142.63        2500.00                 NaN            NaN            NaN   3.87966                 NaN   5.72884                 NaN            NaN   8.05007        47.0560       0.792513        34.4929                 NaN
  1141.08        2500.00                 NaN            NaN            NaN   3.88196                 NaN   5.72541                 NaN            NaN   8.05028        47.0546       0.792513        34.4953                 NaN
  1139.53        2500.00                 NaN            NaN            NaN   3.88424                 NaN   5.72200                 NaN            NaN   8.05051        47.0532       0.792511        34.4976                 NaN
  1137.98        2500.00                 NaN            NaN            NaN   3.88651                 NaN   5.71855                 NaN            NaN   8.05065        47.0519       0.792527        34.4999                 NaN
  1136.43        2500.00                 NaN            NaN            NaN   3.88875                 NaN   5.71521                 NaN            NaN   8.05093        47.0504       0.792512        34.5022                 NaN
  1134.88        2500.00                 NaN            NaN            NaN   3.89108                 NaN   5.71175                 NaN            NaN   8.05135        47.0488       0.792517        34.5045                 NaN
  1133.33        2500.00                 NaN            NaN            NaN   3.89332                 NaN   5.70841                 NaN            NaN   8.05160        47.0474       0.792519        34.5068                 NaN
  1131.78        2500.00                 NaN            NaN            NaN   4.35964                 NaN  0.132152E-005            NaN            NaN   7.57653        48.6002       0.873445        34.3716        4.21861     
  1130.23        2500.00                 NaN            NaN            NaN   3.89782                 NaN   5.70171                 NaN            NaN   8.05214        47.0444       0.792515        34.5114                 NaN
  1128.68        2500.00                 NaN            NaN            NaN   3.90004                 NaN   5.69840                 NaN            NaN   8.05241        47.0429       0.792512        34.5137                 NaN
  1127.13        2500.00                 NaN            NaN            NaN   3.90227                 NaN   5.69511                 NaN            NaN   8.05268        47.0415       0.792509        34.5160                 NaN
  1125.58        2500.00                 NaN            NaN            NaN   3.90447                 NaN   5.69184                 NaN            NaN   8.05296        47.0400       0.792506        34.5183                 NaN
  1124.03        2500.00                 NaN            NaN            NaN   3.90666                 NaN   5.68859                 NaN            NaN   8.05323        47.0385       0.792502        34.5205                 NaN
  1122.48        2500.00                 NaN            NaN            NaN            NaN            NaN   11.1560        1.58639                 NaN   8.69097        45.0820       0.509707        32.9749                 NaN
  1120.93        2500.00                 NaN            NaN            NaN            NaN            NaN   11.1862        1.55965                 NaN   8.69732        45.0721       0.507934        32.9768                 NaN
  1119.38        2500.00                 NaN            NaN            NaN            NaN            NaN   11.1882        1.56151                 NaN   8.69980        45.0643       0.507222        32.9790                 NaN
  1117.83        2500.00                 NaN            NaN            NaN            NaN            NaN   12.7777                 NaN            NaN   8.82799        44.9435       0.479919        32.9710                 NaN
  1116.28        2500.00                 NaN            NaN            NaN            NaN            NaN   11.1995        1.55788                 NaN   8.70420        45.0504       0.505580        32.9825                 NaN
  1114.73        2500.00                 NaN            NaN            NaN   4.35828                 NaN  0.162079E-005            NaN            NaN   7.57623        48.5926       0.873221        34.3820        4.21768     
  1113.18        2500.00                 NaN            NaN            NaN            NaN            NaN   11.2194        1.54951                 NaN   8.71565        45.0248       0.502504        32.9882                 NaN
  1111.63        2500.00                 NaN            NaN            NaN            NaN            NaN   11.1994        1.57157                 NaN   8.71808        45.0189       0.502121        32.9899                 NaN
  1110.07        2500.00                 NaN            NaN            NaN            NaN            NaN   11.1768        1.58830                 NaN   8.72246        45.0257       0.499843        32.9869                 NaN
  1108.52        2500.00                 NaN            NaN            NaN            NaN            NaN   11.1752        1.59502                 NaN   8.72548        45.0156       0.499015        32.9896                 NaN
  1106.97        2500.00                 NaN            NaN            NaN            NaN            NaN   11.0712        1.70423                 NaN   8.72119        45.0075       0.501173        32.9946                 NaN
  1105.42        2500.00                 NaN            NaN            NaN            NaN            NaN   11.1724        1.60915                 NaN   8.73194        44.9940       0.497236        32.9953                 NaN
  1103.87        2500.00                 NaN            NaN            NaN            NaN            NaN   11.2175        1.56850                 NaN   8.73256        44.9872       0.496598        32.9977                 NaN
  1102.32        2500.00                 NaN            NaN            NaN            NaN            NaN   11.6331        1.20270       0.162859E-005   8.78000        44.8956       0.479916        33.0086                 NaN
  1100.77        2500.00                 NaN            NaN            NaN            NaN            NaN   10.2615        2.56801                 NaN   8.77890        44.9021       0.484125        33.0053                 NaN
  1099.22        2500.00                 NaN            NaN            NaN   3.93202                 NaN   5.65124       0.178392E-003            NaN   8.05813        47.0134       0.792382        34.5527                 NaN
  1097.67        2500.00                 NaN            NaN            NaN   3.93344                 NaN   5.64919       0.160765E-003            NaN   8.05845        47.0118       0.792371        34.5546                 NaN
  1096.12        2500.00                 NaN            NaN            NaN   3.62339                 NaN   5.85356       0.367097                 NaN   8.08573        46.8339       0.782831        34.4535                 NaN
  1094.57        2500.00                 NaN            NaN            NaN   3.79976                 NaN   5.92083                 NaN            NaN   8.06222        46.8960       0.792449        34.5288                 NaN
  1093.02        2500.00                 NaN            NaN            NaN   3.80187                 NaN   5.91774                 NaN            NaN   8.06253        46.8944       0.792432        34.5310                 NaN
  1091.47        2500.00                 NaN            NaN            NaN   3.80398                 NaN   5.91467                 NaN            NaN   8.06284        46.8928       0.792415        34.5333                 NaN
  1089.92        2500.00                 NaN            NaN            NaN            NaN            NaN   2.31272        10.2980       0.328152E-005   8.75345        45.1618       0.510942        32.9631                 NaN
  1088.37        2500.00                 NaN            NaN            NaN   3.95460                 NaN   5.61888                 NaN            NaN   8.06023        47.0017       0.792261        34.5723                 NaN
  1086.82        2500.00                 NaN            NaN            NaN            NaN            NaN   10.1643        2.59709       0.708133E-003   8.85442        44.9257       0.475931        32.9819                 NaN
  1085.27        2500.00                 NaN            NaN            NaN            NaN            NaN   10.9668        1.69843       0.142151E-005   8.81684        45.0534       0.494360        32.9701                 NaN
  1083.72        2500.00                 NaN            NaN            NaN            NaN            NaN   10.9631        1.70468       0.131629E-005   8.82092        45.0462       0.493546        32.9716                 NaN
  1082.17        2500.00                 NaN            NaN            NaN            NaN            NaN   10.9252        1.74197       0.171071E-005   8.82219        45.0445       0.493578        32.9726                 NaN
  1080.62        2500.00                 NaN            NaN            NaN            NaN            NaN   1.67474        10.9865                 NaN   8.83058        45.0490       0.490984        32.9682                 NaN
  1079.07        2500.00                 NaN            NaN            NaN            NaN            NaN   1.68148        10.9823                 NaN   8.83464        45.0418       0.490169        32.9697                 NaN
  1077.52        2500.00                 NaN            NaN            NaN            NaN            NaN   1.68843        10.9778                 NaN   8.83869        45.0346       0.489354        32.9711                 NaN
  1075.97        2500.00                 NaN            NaN            NaN            NaN            NaN   1.69566        10.9730                 NaN   8.84272        45.0275       0.488543        32.9726                 NaN
  1074.42        2500.00                 NaN            NaN            NaN            NaN            NaN   1.70321        10.9678                 NaN   8.84671        45.0204       0.487736        32.9740                 NaN
  1072.87        2500.00                 NaN            NaN            NaN            NaN            NaN   1.71081        10.9626       0.121555E-005   8.85071        45.0134       0.486927        32.9755                 NaN
  1071.32        2500.00                 NaN            NaN            NaN   4.35486                 NaN  0.280720E-005            NaN            NaN   7.57553        48.5733       0.872659        34.4083        4.21532     
  1069.77        2500.00                 NaN            NaN            NaN            NaN            NaN   1.72682        10.9515                 NaN   8.85863        44.9993       0.485318        32.9784                 NaN
  1068.22        2500.00                 NaN            NaN            NaN            NaN            NaN   1.73515        10.9455       0.117261E-005   8.86256        44.9924       0.484517        32.9799                 NaN
  1066.67        2500.00                 NaN            NaN            NaN            NaN            NaN   1.74368        10.9394                 NaN   8.86648        44.9854       0.483718        32.9814                 NaN
  1065.11        2500.00                 NaN            NaN            NaN            NaN            NaN   1.75239        10.9331       0.115493E-005   8.87038        44.9784       0.482920        32.9828                 NaN
  1063.56        2500.00                 NaN            NaN            NaN            NaN            NaN   1.76126        10.9266       0.114947E-005   8.87427        44.9715       0.482123        32.9843                 NaN
  1062.01        2500.00                 NaN            NaN            NaN            NaN            NaN   1.77036        10.9198       0.114395E-005   8.87814        44.9646       0.481330        32.9857                 NaN
  1060.46        2500.00                 NaN            NaN            NaN            NaN            NaN   1.77958        10.9130       0.113850E-005   8.88200        44.9577       0.480538        32.9872                 NaN
  1058.91        2500.00                 NaN            NaN            NaN            NaN            NaN   1.78911        10.9058       0.113247E-005   8.88583        44.9509       0.479748        32.9887                 NaN
  1057.36        2500.00                 NaN            NaN            NaN            NaN            NaN   1.79871        10.8985       0.112682E-005   8.88965        44.9440       0.478960        32.9901                 NaN
  1055.81        2500.00                 NaN            NaN            NaN            NaN            NaN   1.80845        10.8911       0.112118E-005   8.89345        44.9372       0.478174        32.9916                 NaN
  1054.26        2500.00                 NaN            NaN            NaN            NaN            NaN   1.81833        10.8836       0.111562E-005   8.89725        44.9304       0.477390        32.9931                 NaN
  1052.71        2500.00                 NaN            NaN            NaN            NaN            NaN   1.82836        10.8759       0.111009E-005   8.90102        44.9236       0.476607        32.9945                 NaN
  1051.16        2500.00                 NaN            NaN            NaN            NaN            NaN   1.83858        10.8679       0.110424E-005   8.90478        44.9169       0.475830        32.9960                 NaN
  1049.61        2500.00                 NaN            NaN            NaN            NaN            NaN   1.84892        10.8599       0.109845E-005   8.90853        44.9101       0.475051        32.9975                 NaN
  1048.06        2500.00                 NaN            NaN            NaN            NaN            NaN   1.85936        10.8518       0.109289E-005   8.91227        44.9034       0.474272        32.9990                 NaN
  1046.51        2500.00                 NaN            NaN            NaN   4.35292                 NaN  0.392119E-005            NaN            NaN   7.57514        48.5623       0.872342        34.4233        4.21398     
  1044.96        2500.00                 NaN            NaN            NaN   4.00666                 NaN   5.54684       0.104343E-005            NaN   8.07076        46.9505       0.791541        34.6337                 NaN
  1043.41        2500.00                 NaN            NaN            NaN   4.00842                 NaN   5.54448       0.105372E-005            NaN   8.07118        46.9486       0.791507        34.6359                 NaN
  1041.86        2500.00                 NaN            NaN            NaN   4.01015                 NaN   5.54217       0.106414E-005            NaN   8.07161        46.9466       0.791472        34.6380                 NaN
  1040.31        2500.00                 NaN            NaN            NaN   4.01187                 NaN   5.53988       0.107410E-005            NaN   8.07204        46.9446       0.791436        34.6402                 NaN
  1038.76        2500.00                 NaN            NaN            NaN   4.01359                 NaN   5.53761       0.108418E-005            NaN   8.07248        46.9426       0.791399        34.6423                 NaN
  1037.21        2500.00                 NaN            NaN            NaN   4.01530                 NaN   5.53536       0.109522E-005            NaN   8.07291        46.9406       0.791362        34.6445                 NaN
  1035.66        2500.00                 NaN            NaN            NaN   4.01700                 NaN   5.53313       0.110628E-005            NaN   8.07335        46.9386       0.791324        34.6466                 NaN
  1034.11        2500.00                 NaN            NaN            NaN   4.35195                 NaN  0.466304E-005            NaN            NaN   7.57496        48.5568       0.872184        34.4308        4.21331     
