|6.6.6
Archiving\03_Data\Dfrac/QFM_m4.75/WD94/WD94_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1503.76        2500.00        98.7361                 NaN            NaN            NaN            NaN   1.26393                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.7100                 NaN            NaN            NaN            NaN   1.29002                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.4610                 NaN            NaN            NaN            NaN   1.08981       0.449185                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.0399                 NaN            NaN            NaN            NaN  0.607012        1.35308                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.0716                 NaN            NaN            NaN            NaN   1.33073       0.597627                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.0984                 NaN            NaN            NaN            NaN   1.31228       0.589286                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.1277                 NaN            NaN            NaN            NaN  0.577880        1.29438                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.1515                 NaN            NaN            NaN            NaN   1.27985       0.568610                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.1770                 NaN            NaN            NaN            NaN   1.26156       0.561470                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.1999                 NaN            NaN            NaN            NaN  0.552178        1.24788                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.2262                 NaN            NaN            NaN            NaN   1.23068       0.543125                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.2449                 NaN            NaN            NaN            NaN   1.22043       0.534630                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.2692                 NaN            NaN            NaN            NaN  0.529104        1.20169                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.2876                 NaN            NaN            NaN            NaN  0.519892        1.19254                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.3089                 NaN            NaN            NaN            NaN  0.512432        1.17863                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.3274                 NaN            NaN            NaN            NaN   1.16617       0.506422                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.3446                 NaN            NaN            NaN            NaN  0.495735        1.15970                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.3621                 NaN            NaN            NaN            NaN   1.14622       0.491637                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.3801                 NaN            NaN            NaN            NaN   1.13809       0.481764                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        95.0047                 NaN  0.156056                 NaN            NaN   1.84786        1.51520                 NaN   1.47617                 NaN            NaN            NaN            NaN
  1453.63        2500.00        95.0057                 NaN  0.567053                 NaN            NaN   1.65567        1.23480                 NaN   1.53675                 NaN            NaN            NaN            NaN
  1451.13        2500.00        95.2013                 NaN  0.538422                 NaN            NaN   1.18746        1.59750                 NaN   1.47534                 NaN            NaN            NaN            NaN
  1448.62        2500.00        95.3580                 NaN  0.577964                 NaN            NaN   1.05410        1.57567                 NaN   1.43422                 NaN            NaN            NaN            NaN
  1446.12        2500.00        95.5287                 NaN  0.549900                 NaN            NaN   1.52446        1.01741                 NaN   1.37953                 NaN            NaN            NaN            NaN
  1443.61        2500.00        95.6369       0.860538E-002  0.525000                 NaN            NaN   1.49713       0.987633                 NaN   1.34470                 NaN            NaN            NaN            NaN
  1441.10        2500.00        94.0017       0.358592                 NaN            NaN            NaN   1.83664        2.00008                 NaN   1.80295                 NaN            NaN            NaN            NaN
  1438.60        2500.00        94.3755       0.332890                 NaN            NaN            NaN   1.72520        1.87529                 NaN   1.69116                 NaN            NaN            NaN            NaN
  1436.09        2500.00        94.7093       0.310127                 NaN            NaN            NaN   1.62262        1.76648                 NaN   1.59151                 NaN            NaN            NaN            NaN
  1433.58        2500.00        95.0097       0.289906                 NaN            NaN            NaN   1.66408        1.53436                 NaN   1.50199                 NaN            NaN            NaN            NaN
  1431.08        2500.00        95.2786       0.271469                 NaN            NaN            NaN   1.57582        1.45304                 NaN   1.42110                 NaN            NaN            NaN            NaN
  1428.57        2500.00        95.5210       0.254629                 NaN            NaN            NaN   1.49445        1.38145                 NaN   1.34851                 NaN            NaN            NaN            NaN
  1426.07        2500.00        95.7447       0.239303                 NaN            NaN            NaN   1.41903        1.31600                 NaN   1.28100                 NaN            NaN            NaN            NaN
  1423.56        2500.00        95.9474       0.225537                 NaN            NaN            NaN   1.35041        1.25671                 NaN   1.22000                 NaN            NaN            NaN            NaN
  1421.05        2500.00        96.1312       0.212675                 NaN            NaN            NaN   1.28796        1.20379                 NaN   1.16438                 NaN            NaN            NaN            NaN
  1418.55        2500.00        96.3037       0.200773                 NaN            NaN            NaN   1.22925        1.15409                 NaN   1.11221                 NaN            NaN            NaN            NaN
  1416.04        2500.00        96.4602       0.190357                 NaN            NaN            NaN   1.17476        1.10967                 NaN   1.06503                 NaN            NaN            NaN            NaN
  1413.53        2500.00        96.6077       0.179732                 NaN            NaN            NaN   1.12557        1.06695                 NaN   1.02010                 NaN            NaN            NaN            NaN
  1411.03        2500.00        96.7426       0.170360                 NaN            NaN            NaN   1.07812        1.02981                 NaN  0.979134                 NaN            NaN            NaN            NaN
  1408.52        2500.00        96.8670       0.161184                 NaN            NaN            NaN  0.996386        1.03406                 NaN  0.941397                 NaN            NaN            NaN            NaN
  1406.02        2500.00        96.9866       0.153045                 NaN            NaN            NaN  0.962901       0.992857                 NaN  0.904636                 NaN            NaN            NaN            NaN
  1403.51        2500.00        97.0948       0.145072                 NaN            NaN            NaN  0.954990       0.933619                 NaN  0.871508                 NaN            NaN            NaN            NaN
  1401.00        2500.00        97.1974       0.137746                 NaN            NaN            NaN  0.906596       0.918124                 NaN  0.840120                 NaN            NaN            NaN            NaN
  1398.50        2500.00        97.2942       0.130956                 NaN            NaN            NaN  0.880185       0.884022                 NaN  0.810600                 NaN            NaN            NaN            NaN
  1395.99        2500.00        97.3858       0.124228                 NaN            NaN            NaN  0.851686       0.856150                 NaN  0.782097                 NaN            NaN            NaN            NaN
  1393.48        2500.00        97.4705       0.117941                 NaN            NaN            NaN  0.834782       0.820640                 NaN  0.756118                 NaN            NaN            NaN            NaN
  1390.98        2500.00        97.5505       0.112165                 NaN            NaN            NaN  0.792467       0.813451                 NaN  0.731366                 NaN            NaN            NaN            NaN
  1388.47        2500.00        97.6272       0.106777                 NaN            NaN            NaN  0.793068       0.765098                 NaN  0.707809                 NaN            NaN            NaN            NaN
  1385.96        2500.00        97.6990       0.100916                 NaN            NaN            NaN  0.777700       0.736866                 NaN  0.685507                 NaN            NaN            NaN            NaN
  1383.46        2500.00        97.7669       0.958230E-001            NaN            NaN            NaN  0.712013       0.760856                 NaN  0.664364                 NaN            NaN            NaN            NaN
  1380.95        2500.00        97.8314       0.910466E-001            NaN            NaN            NaN  0.688349       0.744990                 NaN  0.644218                 NaN            NaN            NaN            NaN
  1378.45        2500.00        97.8925       0.861641E-001            NaN            NaN            NaN  0.730866       0.665247                 NaN  0.625186                 NaN            NaN            NaN            NaN
  1375.94        2500.00        97.9511       0.817994E-001            NaN            NaN            NaN  0.717185       0.642931                 NaN  0.606958                 NaN            NaN            NaN            NaN
  1373.43        2500.00        98.0053       0.774150E-001            NaN            NaN            NaN  0.622235       0.705218                 NaN  0.589856                 NaN            NaN            NaN            NaN
  1370.93        2500.00        98.0594       0.733412E-001            NaN            NaN            NaN  0.601460       0.692908                 NaN  0.572925                 NaN            NaN            NaN            NaN
  1368.42        2500.00        98.1089       0.691845E-001            NaN            NaN            NaN  0.682925       0.581689                 NaN  0.557313                 NaN            NaN            NaN            NaN
  1365.91        2500.00        98.1556       0.652752E-001            NaN            NaN            NaN  0.562844       0.673544                 NaN  0.542695                 NaN            NaN            NaN            NaN
  1363.41        2500.00        98.2026       0.613551E-001            NaN            NaN            NaN  0.543884       0.664524                 NaN  0.527594                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.2450       0.578271E-001            NaN            NaN            NaN  0.656521       0.526150                 NaN  0.514501                 NaN            NaN            NaN            NaN
  1358.40        2500.00        98.2871       0.540908E-001            NaN            NaN            NaN  0.648390       0.509682                 NaN  0.500775                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.3262       0.507703E-001            NaN            NaN            NaN  0.493069       0.641521                 NaN  0.488445                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.3646       0.474679E-001            NaN            NaN            NaN  0.635583       0.476061                 NaN  0.476247                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.4010       0.442805E-001            NaN            NaN            NaN  0.629788       0.460357                 NaN  0.464623                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.4354       0.409795E-001            NaN            NaN            NaN  0.444369       0.625677                 NaN  0.453622                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.4684       0.378815E-001            NaN            NaN            NaN  0.429502       0.621303                 NaN  0.442915                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.4997       0.347183E-001            NaN            NaN            NaN  0.618295       0.414438                 NaN  0.432842                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.5308       0.319750E-001            NaN            NaN            NaN  0.399765       0.614604                 NaN  0.422813                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.5599       0.290033E-001            NaN            NaN            NaN  0.384995       0.612697                 NaN  0.413414                 NaN            NaN            NaN            NaN
  1335.84        2500.00        98.5878       0.262056E-001            NaN            NaN            NaN  0.611284       0.370347                 NaN  0.404352                 NaN            NaN            NaN            NaN
  1333.33        2500.00        98.6146       0.233898E-001            NaN            NaN            NaN  0.355856       0.610487                 NaN  0.395650                 NaN            NaN            NaN            NaN
  1330.83        2500.00        98.6401       0.207161E-001            NaN            NaN            NaN  0.609745       0.342098                 NaN  0.387306                 NaN            NaN            NaN            NaN
  1328.32        2500.00        98.6649       0.179734E-001            NaN            NaN            NaN  0.326927       0.610923                 NaN  0.379237                 NaN            NaN            NaN            NaN
  1325.81        2500.00        98.6875       0.151821E-001            NaN            NaN            NaN  0.614574       0.310873                 NaN  0.371835                 NaN            NaN            NaN            NaN
  1323.31        2500.00        98.7114       0.125468E-001            NaN            NaN            NaN  0.615677       0.296501                 NaN  0.363908                 NaN            NaN            NaN            NaN
  1320.80        2500.00        98.7324       0.992482E-002            NaN            NaN            NaN  0.619972       0.280611                 NaN  0.357082                 NaN            NaN            NaN            NaN
  1318.30        2500.00        98.7537       0.759654E-002            NaN            NaN            NaN  0.265661       0.623052                 NaN  0.349980                 NaN            NaN            NaN            NaN
  1315.79        2500.00        98.7731       0.499095E-002            NaN            NaN            NaN  0.248553       0.629784                 NaN  0.343600                 NaN            NaN            NaN            NaN
  1313.28        2500.00        84.3807       0.375051                 NaN            NaN            NaN   2.22448        2.40806                 NaN   2.14680        8.46495                 NaN            NaN            NaN
  1310.78        2500.00        63.6267       0.847703                 NaN            NaN            NaN   4.53869        5.51827                 NaN   4.71674        20.7519                 NaN            NaN            NaN
  1308.27        2500.00        71.4116       0.610344                 NaN            NaN            NaN   3.64928        4.36115                 NaN   3.71853        16.2491                 NaN            NaN            NaN
  1305.76        2500.00        76.3730       0.456227                 NaN            NaN            NaN   6.70990                 NaN            NaN   3.08362        13.3772                 NaN            NaN            NaN
  1303.26        2500.00        79.8391       0.350499                 NaN            NaN            NaN   5.79841                 NaN            NaN   2.63695        11.3751                 NaN            NaN            NaN
  1300.75        2500.00        82.3944       0.267724                 NaN            NaN            NaN   5.13083                 NaN            NaN   2.30850        9.89852                 NaN            NaN            NaN
  1298.25        2500.00        79.5672       0.323995                 NaN            NaN            NaN   5.48324       0.310413                 NaN   2.70045        11.6147                 NaN            NaN            NaN
  1295.74        2500.00        90.9517       0.413524E-001            NaN            NaN            NaN   2.96638                 NaN            NaN   1.17026        4.87027                 NaN            NaN            NaN
  1293.23        2500.00        87.8269       0.853508E-001            NaN            NaN            NaN   3.64966                 NaN            NaN   1.62719        6.81088                 NaN            NaN            NaN
  1290.73        2500.00        81.1916       0.356601                 NaN            NaN            NaN   4.35817       0.360521                 NaN   2.37454        10.9386       0.419933                 NaN            NaN
  1288.22        2500.00        87.4907                 NaN            NaN            NaN            NaN   4.00893                 NaN            NaN   1.66007        6.54895       0.291323                 NaN            NaN
  1285.71        2500.00        84.0733                 NaN            NaN            NaN            NaN   3.67689                 NaN            NaN   2.03266        9.56223       0.654922                 NaN            NaN
  1283.21        2500.00        78.0053                 NaN            NaN            NaN            NaN   5.53964                 NaN            NaN   2.80089        12.9542       0.700017                 NaN            NaN
  1280.70        2500.00        98.5880                 NaN            NaN            NaN            NaN  0.310828       0.480146                 NaN  0.598922                 NaN  0.221267E-001            NaN            NaN
  1278.20        2500.00        88.8243                 NaN            NaN            NaN            NaN   3.82221                 NaN            NaN   1.09146        5.95982       0.302225                 NaN            NaN
  1275.69        2500.00        87.2698                 NaN            NaN            NaN            NaN   3.15799                 NaN            NaN   1.47203        7.55359       0.546600                 NaN            NaN
  1273.18        2500.00        89.8232                 NaN            NaN            NaN            NaN   2.66329                 NaN            NaN   1.13286        5.93148       0.449204                 NaN            NaN
  1270.68        2500.00        89.6318                 NaN            NaN            NaN            NaN   3.04329                 NaN            NaN   1.21149        5.78548       0.327990                 NaN            NaN
  1268.17        2500.00        90.7013                 NaN            NaN            NaN            NaN   2.52781                 NaN            NaN   1.08719        5.33073       0.352939                 NaN            NaN
  1265.66        2500.00        91.1458                 NaN            NaN            NaN            NaN   2.00357       0.416458                 NaN   1.05269        5.06500       0.316470                 NaN            NaN
  1263.16        2500.00        92.1830                 NaN            NaN            NaN            NaN   2.33225                 NaN            NaN  0.972795        4.19054       0.321439                 NaN            NaN
  1260.65        2500.00        90.0258       0.408451E-001            NaN            NaN            NaN   1.69466                 NaN            NaN   1.48846        6.47447       0.275722                 NaN            NaN
  1258.15        2500.00        94.9262                 NaN            NaN            NaN            NaN   1.20429                 NaN            NaN  0.539895        3.12801       0.201594                 NaN            NaN
  1255.64        2500.00        95.1925                 NaN            NaN            NaN            NaN   2.68238                 NaN            NaN  0.193949        1.75537       0.175841                 NaN            NaN
  1253.13        2500.00        94.6948                 NaN            NaN            NaN            NaN   1.66989       0.455597E-001            NaN  0.798327        2.60610       0.185280                 NaN            NaN
  1250.63        2500.00        90.4930                 NaN            NaN            NaN            NaN   1.76255       0.402846E-001            NaN   1.39850        6.16668       0.138941                 NaN            NaN
  1248.12        2500.00        97.3893                 NaN            NaN            NaN            NaN   1.76636                 NaN            NaN            NaN  0.699494       0.144897                 NaN            NaN
  1245.61        2500.00        94.5790                 NaN            NaN            NaN            NaN  0.697093                 NaN            NaN  0.850614        3.68533       0.187952                 NaN            NaN
  1243.11        2500.00        96.7841                 NaN            NaN            NaN            NaN   1.84905                 NaN            NaN  0.875125E-001   1.19080       0.885019E-001            NaN            NaN
  1240.60        2500.00        96.8579                 NaN            NaN            NaN            NaN  0.130785                 NaN            NaN  0.305941        2.50819       0.197200                 NaN            NaN
  1238.10        2500.00        95.6693                 NaN            NaN            NaN            NaN   2.08140                 NaN            NaN  0.618626        1.58260       0.481159E-001            NaN            NaN
  1235.59        2500.00        64.5634                 NaN   1.59735                 NaN            NaN            NaN            NaN            NaN   3.02338        18.6203       0.737256        11.4583                 NaN
  1233.08        2500.00        99.5414                 NaN  0.159479                 NaN            NaN  0.156310                 NaN            NaN  0.122849                 NaN  0.199845E-001            NaN            NaN
  1230.58        2500.00        99.5454                 NaN  0.157533                 NaN            NaN  0.154755                 NaN            NaN  0.122291                 NaN  0.200668E-001            NaN            NaN
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN   10.5096        9.30071                 NaN   7.87076        42.6862       0.987274        28.6455                 NaN
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN   10.7404        9.00006                 NaN   7.92572        42.6831        1.01627        28.6345                 NaN
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN   10.0249        9.72556                 NaN   7.96861        42.6427        1.00564        28.6326                 NaN
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN   9.97064        9.79218                 NaN   7.97134        42.6305        1.00067        28.6347                 NaN
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN   9.89269        9.89990                 NaN   8.00038        42.5809       0.984804        28.6414                 NaN
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN   9.78122        10.0041                 NaN   8.00494        42.5890       0.984191        28.6366                 NaN
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN   9.68164        10.1416                 NaN   7.98221        42.5647       0.982108        28.6477                 NaN
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN   9.88709        9.92596                 NaN   8.00075        42.5558       0.984882        28.6455                 NaN
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN   9.60047        10.2295                 NaN   8.01286        42.5321       0.977186        28.6479                 NaN
  1205.51        2500.00                 NaN            NaN   5.07806                 NaN            NaN   6.92480                 NaN            NaN   7.37280        44.7961        1.43205        29.7610        4.63520     
  1203.01        2500.00                 NaN            NaN   5.08250                 NaN            NaN   6.92792                 NaN            NaN   7.37415        44.7926        1.43155        29.7630        4.62821     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN   9.62526        10.2395                 NaN   8.00699        42.5098       0.963616        28.6548                 NaN
  1197.99        2500.00                 NaN            NaN   5.02897                 NaN            NaN   7.01273                 NaN            NaN   7.37819        44.7782        1.42894        29.7500        4.62298     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN   9.26023        10.5119                 NaN   8.10107        42.5154       0.979765        28.6316                 NaN
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN   9.04031        10.8048                 NaN   8.14542        42.3991       0.962129        28.6483                 NaN
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN   8.86229        10.9880                 NaN   8.14674        42.3939       0.960318        28.6488                 NaN
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN   8.96019        10.8785                 NaN   8.14589        42.4084       0.960917        28.6461                 NaN
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN   8.92254        10.9301                 NaN   8.14663        42.3898       0.960206        28.6507                 NaN
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN   8.85017        11.0046                 NaN   8.14577        42.3883       0.960289        28.6509                 NaN
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN   8.73744        11.1445                 NaN   8.16351        42.3498       0.949675        28.6551                 NaN
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN   8.93133        10.9350                 NaN   8.17327        42.3661       0.945171        28.6491                 NaN
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN   8.69907        11.1869                 NaN   8.17401        42.3395       0.945391        28.6551                 NaN
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN   8.69738        11.1696                 NaN   8.15526        42.3696       0.955244        28.6529                 NaN
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN   8.65921        11.2198                 NaN   8.16983        42.3501       0.947095        28.6540                 NaN
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN   8.67929        11.2139                 NaN   8.18173        42.3272       0.941229        28.6566                 NaN
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN   8.64244        11.2576                 NaN   8.18607        42.3175       0.938630        28.6578                 NaN
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN   9.94160        10.3468                 NaN   8.35647        41.7614       0.857197        28.7366                 NaN
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN   8.53387        11.3848                 NaN   8.18601        42.2976       0.935268        28.6625                 NaN
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN   8.52914        11.3907                 NaN   8.20480        42.2895       0.926794        28.6590                 NaN
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN   8.41152        11.5390                 NaN   8.20929        42.2477       0.924352        28.6682                 NaN
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN   8.50529        11.4440                 NaN   8.21716        42.2447       0.921784        28.6670                 NaN
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN   8.45022        11.4949                 NaN   8.21482        42.2519       0.922361        28.6658                 NaN
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN   8.44091        11.5242                 NaN   8.23016        42.2210       0.914370        28.6694                 NaN
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN   9.32336        10.5744                 NaN   8.16399        42.3226       0.952689        28.6630                 NaN
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN   8.28738        11.6968                 NaN   8.23814        42.1958       0.908868        28.6731                 NaN
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN   9.26773        10.6407                 NaN   8.17753        42.3007       0.948352        28.6650                 NaN
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN   9.24100        10.6729                 NaN   8.18428        42.2897       0.946163        28.6660                 NaN
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN   9.21494        10.7044                 NaN   8.19102        42.2787       0.943958        28.6670                 NaN
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN   9.18958        10.7353                 NaN   8.19775        42.2677       0.941739        28.6680                 NaN
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN   9.16493        10.7655                 NaN   8.20446        42.2566       0.939506        28.6690                 NaN
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN   9.14105        10.7949                 NaN   8.21115        42.2456       0.937260        28.6700                 NaN
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN   9.11789        10.8237                 NaN   8.21783        42.2345       0.935001        28.6711                 NaN
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN   9.09548        10.8517                 NaN   8.22449        42.2234       0.932729        28.6721                 NaN
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN   8.26609        11.7601                 NaN   8.26815        42.1317       0.892792        28.6812                 NaN
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN   8.31003        11.7237                 NaN   8.27786        42.1180       0.888207        28.6822                 NaN
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN   8.15570        11.9003                 NaN   8.29073        42.0868       0.880217        28.6862                 NaN
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN   8.25422        11.7907                 NaN   8.28170        42.1028       0.885715        28.6849                 NaN
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN   8.27587        11.7657                 NaN   8.28216        42.1051       0.886568        28.6846                 NaN
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN   8.22590        11.8536                 NaN   8.31548        42.0470       0.867779        28.6903                 NaN
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN   8.21940        11.8664                 NaN   8.32031        42.0373       0.865207        28.6914                 NaN
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN   8.25225        11.8271                 NaN   8.30449        42.0500       0.874108        28.6921                 NaN
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN   8.32427        11.7523                 NaN   8.30617        42.0508       0.874342        28.6921                 NaN
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN   8.92547        11.0833                 NaN   8.29412        42.1068       0.907043        28.6833                 NaN
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN   8.20448        11.8842                 NaN   8.31389        42.0360       0.868280        28.6932                 NaN
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN   8.88574        11.1314                 NaN   8.30304        42.0899       0.904619        28.6853                 NaN
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN   8.34313        11.7657                 NaN   8.33557        42.0003       0.858532        28.6968                 NaN
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN   8.11068        12.0142                 NaN   8.33588        41.9822       0.856741        28.7003                 NaN
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN   8.10859        12.0242                 NaN   8.34140        41.9705       0.853591        28.7017                 NaN
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN   8.10799        12.0360                 NaN   8.35325        41.9520       0.847075        28.7037                 NaN
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN   8.16471        11.9729                 NaN   8.35149        41.9602       0.848581        28.7021                 NaN
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN   8.19305        11.9532                 NaN   8.35787        41.9462       0.845600        28.7040                 NaN
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN   8.22353        11.9241                 NaN   8.36041        41.9438       0.844153        28.7040                 NaN
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN   8.25815        11.8853                 NaN   8.35777        41.9484       0.846425        28.7039                 NaN
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN   16.3840        4.27734                 NaN   8.64343        41.1583       0.730343        28.8066                 NaN
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN   9.19303        10.8313                 NaN   8.32652        42.0676       0.895172        28.6864                 NaN
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN   9.18314        10.8470                 NaN   8.33291        42.0567       0.892794        28.6875                 NaN
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN   9.17208        10.8637                 NaN   8.33936        42.0460       0.890376        28.6885                 NaN
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN   9.16307        10.8788                 NaN   8.34580        42.0347       0.887958        28.6897                 NaN
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN   5.36324        15.3766                 NaN   8.69623        41.0389       0.703694        28.8214                 NaN
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN   9.14665        10.9075                 NaN   8.35865        42.0120       0.883092        28.6921                 NaN
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN   10.4539        10.1785                 NaN   8.61741        41.1992       0.746662        28.8044                 NaN
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN   9.14638        10.9247                 NaN   8.37794        41.9823       0.874188        28.6945                 NaN
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN   8.27318        11.9506                 NaN   8.42059        41.8226       0.813767        28.7192                 NaN
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN   8.17940        11.9216                 NaN   8.44813        41.8882       0.864988        28.6977                 NaN
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN   8.43822        11.7097                 NaN   8.43523        41.8553       0.852352        28.7093                 NaN
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN   8.22407        11.8909                 NaN   8.45764        41.8627       0.861874        28.7028                 NaN
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN   9.10382        10.9943                 NaN   8.40324        41.9321       0.865777        28.7008                 NaN
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN   9.10510        11.0017                 NaN   8.41208        41.9170       0.861775        28.7023                 NaN
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN   9.09569        11.0152                 NaN   8.41591        41.9090       0.860747        28.7034                 NaN
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN   7.78448        12.8007       0.442346E-004   8.59408        41.2599       0.759871        28.8009                 NaN
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN   9.37981        11.3754       0.464237E-005   8.72758        40.9977       0.692499        28.8269                 NaN
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN   7.10078        13.5039       0.123108E-005   8.60788        41.2265       0.755547        28.8054                 NaN
