|6.6.6
Archiving\03_Data\Dfrac/QFM_m4.75/WD94/WD94_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1503.76        2500.00        98.8927                 NaN            NaN            NaN            NaN   1.10732                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.8705                 NaN            NaN            NaN            NaN   1.12950                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.6500                 NaN            NaN            NaN            NaN  0.953952       0.396022                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.2760                 NaN            NaN            NaN            NaN  0.531161        1.19279                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.3051                 NaN            NaN            NaN            NaN   1.17236       0.522510                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.3298                 NaN            NaN            NaN            NaN   1.15535       0.514803                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.3567                 NaN            NaN            NaN            NaN  0.504413        1.13888                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.3788                 NaN            NaN            NaN            NaN   1.12532       0.495844                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.4023                 NaN            NaN            NaN            NaN   1.10852       0.489223                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.4234                 NaN            NaN            NaN            NaN  0.480725        1.09586                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.4478                 NaN            NaN            NaN            NaN   1.07986       0.472355                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.4655                 NaN            NaN            NaN            NaN   1.07002       0.464488                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.4877                 NaN            NaN            NaN            NaN  0.459367        1.05295                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.5050                 NaN            NaN            NaN            NaN  0.450876        1.04410                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.5247                 NaN            NaN            NaN            NaN  0.444049        1.03130                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.5420                 NaN            NaN            NaN            NaN   1.01958       0.438389                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.5582                 NaN            NaN            NaN            NaN  0.428739        1.01309                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.5747                 NaN            NaN            NaN            NaN   1.00058       0.424737                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.5915                 NaN            NaN            NaN            NaN  0.992701       0.415819                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        95.3932                 NaN  0.127598                 NaN            NaN   1.59587        1.32280                 NaN   1.56058                 NaN            NaN            NaN            NaN
  1453.63        2500.00        95.4059                 NaN  0.462044                 NaN            NaN   1.44340        1.06457                 NaN   1.62410                 NaN            NaN            NaN            NaN
  1451.13        2500.00        95.5923                 NaN  0.437095                 NaN            NaN   1.02187        1.39047                 NaN   1.55830                 NaN            NaN            NaN            NaN
  1448.62        2500.00        95.7443                 NaN  0.467498                 NaN            NaN  0.905251        1.36902                 NaN   1.51390                 NaN            NaN            NaN            NaN
  1446.12        2500.00        95.9074                 NaN  0.443142                 NaN            NaN   1.32229       0.872028                 NaN   1.45516                 NaN            NaN            NaN            NaN
  1443.61        2500.00        96.0167       0.327461E-002  0.421507                 NaN            NaN   1.29627       0.844802                 NaN   1.41744                 NaN            NaN            NaN            NaN
  1441.10        2500.00        94.6584       0.136542                 NaN            NaN            NaN   1.57112        1.73213                 NaN   1.90180                 NaN            NaN            NaN            NaN
  1438.60        2500.00        95.0042       0.126418                 NaN            NaN            NaN   1.47099        1.61913                 NaN   1.77927                 NaN            NaN            NaN            NaN
  1436.09        2500.00        95.3126       0.117467                 NaN            NaN            NaN   1.37915        1.52062                 NaN   1.67018                 NaN            NaN            NaN            NaN
  1433.58        2500.00        95.5897       0.109527                 NaN            NaN            NaN   1.42837        1.30012                 NaN   1.57232                 NaN            NaN            NaN            NaN
  1431.08        2500.00        95.8375       0.102305                 NaN            NaN            NaN   1.34867        1.22747                 NaN   1.48402                 NaN            NaN            NaN            NaN
  1428.57        2500.00        96.0606       0.957230E-001            NaN            NaN            NaN   1.27535        1.16346                 NaN   1.40486                 NaN            NaN            NaN            NaN
  1426.07        2500.00        96.2662       0.897437E-001            NaN            NaN            NaN   1.20766        1.10505                 NaN   1.33138                 NaN            NaN            NaN            NaN
  1423.56        2500.00        96.4522       0.843801E-001            NaN            NaN            NaN   1.14610        1.05226                 NaN   1.26506                 NaN            NaN            NaN            NaN
  1421.05        2500.00        96.6209       0.793820E-001            NaN            NaN            NaN   1.09010        1.00502                 NaN   1.20465                 NaN            NaN            NaN            NaN
  1418.55        2500.00        96.7787       0.747667E-001            NaN            NaN            NaN   1.03763       0.960809                 NaN   1.14810                 NaN            NaN            NaN            NaN
  1416.04        2500.00        96.9219       0.707270E-001            NaN            NaN            NaN  0.989107       0.921326                 NaN   1.09697                 NaN            NaN            NaN            NaN
  1413.53        2500.00        97.0565       0.666299E-001            NaN            NaN            NaN  0.945133       0.883366                 NaN   1.04842                 NaN            NaN            NaN            NaN
  1411.03        2500.00        97.1795       0.630161E-001            NaN            NaN            NaN  0.902956       0.850326                 NaN   1.00417                 NaN            NaN            NaN            NaN
  1408.52        2500.00        97.2928       0.594925E-001            NaN            NaN            NaN  0.820458       0.863775                 NaN  0.963433                 NaN            NaN            NaN            NaN
  1406.02        2500.00        97.4016       0.563673E-001            NaN            NaN            NaN  0.790819       0.827315                 NaN  0.923888                 NaN            NaN            NaN            NaN
  1403.51        2500.00        97.5000       0.533177E-001            NaN            NaN            NaN  0.793724       0.764715                 NaN  0.888235                 NaN            NaN            NaN            NaN
  1401.00        2500.00        97.5931       0.505195E-001            NaN            NaN            NaN  0.740676       0.761179                 NaN  0.854517                 NaN            NaN            NaN            NaN
  1398.50        2500.00        97.6808       0.479303E-001            NaN            NaN            NaN  0.717271       0.731139                 NaN  0.822849                 NaN            NaN            NaN            NaN
  1395.99        2500.00        97.7637       0.453753E-001            NaN            NaN            NaN  0.702684       0.695908                 NaN  0.792356                 NaN            NaN            NaN            NaN
  1393.48        2500.00        97.8402       0.429928E-001            NaN            NaN            NaN  0.676829       0.675421                 NaN  0.764552                 NaN            NaN            NaN            NaN
  1390.98        2500.00        97.9125       0.408064E-001            NaN            NaN            NaN  0.650685       0.657910                 NaN  0.738112                 NaN            NaN            NaN            NaN
  1388.47        2500.00        97.9816       0.387701E-001            NaN            NaN            NaN  0.639911       0.626775                 NaN  0.712989                 NaN            NaN            NaN            NaN
  1385.96        2500.00        98.0461       0.365713E-001            NaN            NaN            NaN  0.625920       0.602154                 NaN  0.689239                 NaN            NaN            NaN            NaN
  1383.46        2500.00        98.1072       0.346595E-001            NaN            NaN            NaN  0.580497       0.610894                 NaN  0.666755                 NaN            NaN            NaN            NaN
  1380.95        2500.00        98.1651       0.328700E-001            NaN            NaN            NaN  0.559933       0.596755                 NaN  0.645365                 NaN            NaN            NaN            NaN
  1378.45        2500.00        98.2198       0.310495E-001            NaN            NaN            NaN  0.584043       0.539878                 NaN  0.625180                 NaN            NaN            NaN            NaN
  1375.94        2500.00        98.2723       0.294226E-001            NaN            NaN            NaN  0.571816       0.520604                 NaN  0.605880                 NaN            NaN            NaN            NaN
  1373.43        2500.00        98.3208       0.277952E-001            NaN            NaN            NaN  0.502692       0.560958                 NaN  0.587784                 NaN            NaN            NaN            NaN
  1370.93        2500.00        98.3690       0.262854E-001            NaN            NaN            NaN  0.484843       0.549964                 NaN  0.569929                 NaN            NaN            NaN            NaN
  1368.42        2500.00        98.4131       0.247519E-001            NaN            NaN            NaN  0.540798       0.467846                 NaN  0.553458                 NaN            NaN            NaN            NaN
  1365.91        2500.00        98.4548       0.233126E-001            NaN            NaN            NaN  0.451675       0.532170                 NaN  0.538039                 NaN            NaN            NaN            NaN
  1363.41        2500.00        98.4965       0.218748E-001            NaN            NaN            NaN  0.435512       0.523884                 NaN  0.522201                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.5342       0.205819E-001            NaN            NaN            NaN  0.516449       0.420383                 NaN  0.508411                 NaN            NaN            NaN            NaN
  1358.40        2500.00        98.5715       0.192197E-001            NaN            NaN            NaN  0.508939       0.406331                 NaN  0.494050                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.6061       0.180100E-001            NaN            NaN            NaN  0.392243       0.502484                 NaN  0.481119                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.6401       0.168109E-001            NaN            NaN            NaN  0.496796       0.377914                 NaN  0.468367                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.6722       0.156567E-001            NaN            NaN            NaN  0.491246       0.364672                 NaN  0.456226                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.7025       0.144663E-001            NaN            NaN            NaN  0.351242       0.487013                 NaN  0.444743                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.7317       0.133516E-001            NaN            NaN            NaN  0.338773       0.482624                 NaN  0.433588                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.7592       0.122176E-001            NaN            NaN            NaN  0.479293       0.326178                 NaN  0.423096                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.7866       0.112348E-001            NaN            NaN            NaN  0.314003       0.475527                 NaN  0.412682                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.8121       0.101752E-001            NaN            NaN            NaN  0.301758       0.473095                 NaN  0.402921                 NaN            NaN            NaN            NaN
  1335.84        2500.00        98.8365       0.917980E-002            NaN            NaN            NaN  0.471083       0.289679                 NaN  0.393522                 NaN            NaN            NaN            NaN
  1333.33        2500.00        98.8600       0.818123E-002            NaN            NaN            NaN  0.277756       0.469563                 NaN  0.384507                 NaN            NaN            NaN            NaN
  1330.83        2500.00        98.8823       0.723541E-002            NaN            NaN            NaN  0.468116       0.266454                 NaN  0.375870                 NaN            NaN            NaN            NaN
  1328.32        2500.00        98.9040       0.626836E-002            NaN            NaN            NaN  0.254111       0.468123                 NaN  0.367530                 NaN            NaN            NaN            NaN
  1325.81        2500.00        98.9237       0.528726E-002            NaN            NaN            NaN  0.470013       0.241125                 NaN  0.359863                 NaN            NaN            NaN            NaN
  1323.31        2500.00        98.9444       0.436331E-002            NaN            NaN            NaN  0.470017       0.229497                 NaN  0.351715                 NaN            NaN            NaN            NaN
  1320.80        2500.00        98.9627       0.344664E-002            NaN            NaN            NaN  0.472416       0.216736                 NaN  0.344658                 NaN            NaN            NaN            NaN
  1318.30        2500.00        98.9813       0.263443E-002            NaN            NaN            NaN  0.204783       0.473957                 NaN  0.337358                 NaN            NaN            NaN            NaN
  1315.79        2500.00        98.9981       0.172846E-002            NaN            NaN            NaN  0.191185       0.478222                 NaN  0.330777                 NaN            NaN            NaN            NaN
  1313.28        2500.00        85.3810       0.130976                 NaN            NaN            NaN   1.70243        1.86558                 NaN   2.08414        8.83583                 NaN            NaN            NaN
  1310.78        2500.00        65.2707       0.299907                 NaN            NaN            NaN   3.51763        4.32162                 NaN   4.63926        21.9509                 NaN            NaN            NaN
  1308.27        2500.00        72.8628       0.214631                 NaN            NaN            NaN   2.81140        3.38593                 NaN   3.63566        17.0896                 NaN            NaN            NaN
  1305.76        2500.00        77.6571       0.159792                 NaN            NaN            NaN   5.16280                 NaN            NaN   3.00302        14.0173                 NaN            NaN            NaN
  1303.26        2500.00        80.9859       0.122403                 NaN            NaN            NaN   4.44263                 NaN            NaN   2.56071        11.8884                 NaN            NaN            NaN
  1300.75        2500.00        83.4278       0.932874E-001            NaN            NaN            NaN   3.91650                 NaN            NaN   2.23690        10.3255                 NaN            NaN            NaN
  1298.25        2500.00        80.7090       0.113046                 NaN            NaN            NaN   4.18123       0.238835                 NaN   2.62039        12.1375                 NaN            NaN            NaN
  1295.74        2500.00        91.5605       0.143159E-001            NaN            NaN            NaN   2.24746                 NaN            NaN   1.12678        5.05097                 NaN            NaN            NaN
  1293.23        2500.00        88.5678       0.295951E-001            NaN            NaN            NaN   2.75548                 NaN            NaN   1.56935        7.07774                 NaN            NaN            NaN
  1290.73        2500.00        82.3108       0.124128                 NaN            NaN            NaN   3.33853       0.270598                 NaN   2.29914        11.4193       0.237519                 NaN            NaN
  1288.22        2500.00        88.4089                 NaN            NaN            NaN            NaN   3.02492                 NaN            NaN   1.59903        6.80323       0.163918                 NaN            NaN
  1285.71        2500.00        85.0033                 NaN            NaN            NaN            NaN   2.75369                 NaN            NaN   1.95798        9.91648       0.368501                 NaN            NaN
  1283.21        2500.00        79.1870                 NaN            NaN            NaN            NaN   4.18438                 NaN            NaN   2.70451        13.5293       0.394814                 NaN            NaN
  1280.70        2500.00        98.8302                 NaN            NaN            NaN            NaN  0.234501       0.352775                 NaN  0.570209                 NaN  0.123043E-001            NaN            NaN
  1278.20        2500.00        89.7441                 NaN            NaN            NaN            NaN   2.87696                 NaN            NaN   1.04413        6.16596       0.168866                 NaN            NaN
  1275.69        2500.00        88.1297                 NaN            NaN            NaN            NaN   2.35626                 NaN            NaN   1.40534        7.80394       0.304777                 NaN            NaN
  1273.18        2500.00        90.5815                 NaN            NaN            NaN            NaN   1.98209                 NaN            NaN   1.07816        6.10854       0.249680                 NaN            NaN
  1270.68        2500.00        90.4590                 NaN            NaN            NaN            NaN   2.25449                 NaN            NaN   1.15118        5.95331       0.182014                 NaN            NaN
  1268.17        2500.00        91.4411                 NaN            NaN            NaN            NaN   1.86428                 NaN            NaN   1.02975        5.46960       0.195223                 NaN            NaN
  1265.66        2500.00        91.8724                 NaN            NaN            NaN            NaN   1.46489       0.306132                 NaN  0.994562        5.18741       0.174604                 NaN            NaN
  1263.16        2500.00        92.9226                 NaN            NaN            NaN            NaN   1.70652                 NaN            NaN  0.916470        4.27752       0.176836                 NaN            NaN
  1260.65        2500.00        90.6131       0.137887E-001            NaN            NaN            NaN   1.22684                 NaN            NaN   1.39884        6.59609       0.151309                 NaN            NaN
  1258.15        2500.00        95.3295                 NaN            NaN            NaN            NaN  0.879573                 NaN            NaN  0.505685        3.17500       0.110254                 NaN            NaN
  1255.64        2500.00        96.0093                 NaN            NaN            NaN            NaN   1.93284                 NaN            NaN  0.181582        1.78016       0.961250E-001            NaN            NaN
  1253.13        2500.00        95.3169                 NaN            NaN            NaN            NaN   1.17596       0.326226E-001            NaN  0.743500        2.63026       0.100750                 NaN            NaN
  1250.63        2500.00        91.1408                 NaN            NaN            NaN            NaN   1.23240       0.292430E-001            NaN   1.30058        6.22151       0.754414E-001            NaN            NaN
  1248.12        2500.00        97.9632                 NaN            NaN            NaN            NaN   1.25697                 NaN            NaN            NaN  0.701582       0.782863E-001            NaN            NaN
  1245.61        2500.00        94.9311                 NaN            NaN            NaN            NaN  0.497101                 NaN            NaN  0.784787        3.68578       0.101238                 NaN            NaN
  1243.11        2500.00        97.3757                 NaN            NaN            NaN            NaN   1.30727                 NaN            NaN  0.806435E-001   1.18877       0.476117E-001            NaN            NaN
  1240.60        2500.00        97.0280                 NaN            NaN            NaN            NaN  0.931769E-001            NaN            NaN  0.280657        2.49259       0.105607                 NaN            NaN
  1238.10        2500.00        96.3692                 NaN            NaN            NaN            NaN   1.46196                 NaN            NaN  0.568213        1.57484       0.257992E-001            NaN            NaN
  1235.59        2500.00        65.4939                 NaN  0.950847                 NaN            NaN            NaN            NaN            NaN   2.82499        18.8738       0.402127        11.4543                 NaN
  1233.08        2500.00        99.6708                 NaN  0.936027E-001            NaN            NaN  0.111707                 NaN            NaN  0.113185                 NaN  0.107477E-001            NaN            NaN
  1230.58        2500.00        99.6738                 NaN  0.923593E-001            NaN            NaN  0.110490                 NaN            NaN  0.112552                 NaN  0.107802E-001            NaN            NaN
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN   8.10747        6.90129                 NaN   7.83014        46.0946       0.573281        30.4932                 NaN
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN   8.28437        6.67146                 NaN   7.88443        46.0882       0.590068        30.4815                 NaN
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN   7.73349        7.23461                 NaN   7.92676        46.0415       0.583855        30.4798                 NaN
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN   7.69186        7.28573                 NaN   7.92956        46.0280       0.580957        30.4839                 NaN
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN   7.63270        7.36669                 NaN   7.95880        45.9761       0.571751        30.4940                 NaN
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN   7.54689        7.44862                 NaN   7.96292        45.9813       0.571347        30.4889                 NaN
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN   7.47175        7.55575                 NaN   7.94082        45.9572       0.570155        30.5043                 NaN
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN   7.63061        7.38787                 NaN   7.95926        45.9470       0.571747        30.5035                 NaN
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN   7.41020        7.62211                 NaN   7.97140        45.9211       0.567267        30.5079                 NaN
  1205.51        2500.00                 NaN            NaN   3.20650                 NaN            NaN   5.33836                 NaN            NaN   7.31118        48.2095       0.828633        31.5936        3.51218     
  1203.01        2500.00                 NaN            NaN   3.20916                 NaN            NaN   5.34119                 NaN            NaN   7.31249        48.2048       0.828314        31.5972        3.50678     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN   7.43174        7.62637                 NaN   7.96576        45.8960       0.559349        30.5208                 NaN
  1197.99        2500.00                 NaN            NaN   3.17518                 NaN            NaN   5.40259                 NaN            NaN   7.31666        48.1887       0.826770        31.5874        3.50271     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN   7.15052        7.83038                 NaN   8.05853        45.8959       0.568628        30.4961                 NaN
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN   6.98122        8.06863                 NaN   8.10306        45.7716       0.558403        30.5171                 NaN
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN   6.84480        8.20969                 NaN   8.10432        45.7649       0.557331        30.5190                 NaN
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN   6.92110        8.11964                 NaN   8.10352        45.7802       0.557663        30.5179                 NaN
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN   6.89230        8.16205                 NaN   8.10432        45.7595       0.557237        30.5245                 NaN
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN   6.83693        8.22063                 NaN   8.10332        45.7561       0.557257        30.5258                 NaN
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN   6.75127        8.32768                 NaN   8.12128        45.7157       0.551101        30.5330                 NaN
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN   6.90109        8.16312                 NaN   8.13058        45.7302       0.548442        30.5266                 NaN
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN   6.72227        8.36028                 NaN   8.13155        45.7019       0.548567        30.5354                 NaN
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN   6.72175        8.34257                 NaN   8.11291        45.7338       0.554268        30.5347                 NaN
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN   6.69275        8.38217                 NaN   8.12731        45.7112       0.549515        30.5370                 NaN
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN   6.70894        8.37831                 NaN   8.13917        45.6859       0.546096        30.5416                 NaN
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN   6.68113        8.41173                 NaN   8.14351        45.6747       0.544571        30.5444                 NaN
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN   7.60870        7.83593                 NaN   8.31708        45.0958       0.497553        30.6449                 NaN
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN   6.59840        8.51120                 NaN   8.14349        45.6517       0.542589        30.5527                 NaN
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN   6.59532        8.51441                 NaN   8.16197        45.6409       0.537641        30.5497                 NaN
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN   6.50531        8.63313                 NaN   8.16673        45.5964       0.536226        30.5622                 NaN
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN   6.57832        8.55793                 NaN   8.17451        45.5922       0.534716        30.5623                 NaN
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN   6.53640        8.59514                 NaN   8.17213        45.5990       0.535030        30.5623                 NaN
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN   6.52989        8.61878                 NaN   8.18749        45.5654       0.530385        30.5681                 NaN
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN   7.21386        7.87631                 NaN   8.12152        45.6734       0.552585        30.5623                 NaN
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN   6.41241        8.75247                 NaN   8.19552        45.5370       0.527165        30.5754                 NaN
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN   7.17221        7.92713                 NaN   8.13500        45.6481       0.550034        30.5675                 NaN
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN   7.15221        7.95175                 NaN   8.14172        45.6355       0.548747        30.5701                 NaN
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN   7.13273        7.97590                 NaN   8.14842        45.6227       0.547450        30.5727                 NaN
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN   7.11380        7.99954                 NaN   8.15511        45.6100       0.546146        30.5754                 NaN
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN   7.09541        8.02267                 NaN   8.16179        45.5973       0.544834        30.5780                 NaN
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN   7.07760        8.04525                 NaN   8.16845        45.5845       0.543514        30.5807                 NaN
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06036        8.06730                 NaN   8.17509        45.5718       0.542187        30.5833                 NaN
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN   7.04369        8.08880                 NaN   8.18172        45.5590       0.540852        30.5860                 NaN
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN   6.40155        8.79688                 NaN   8.22539        45.4605       0.517692        30.5980                 NaN
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN   6.43615        8.76907                 NaN   8.23497        45.4444       0.515012        30.6003                 NaN
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN   6.31728        8.90714                 NaN   8.24791        45.4106       0.510371        30.6067                 NaN
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN   6.39416        8.82018                 NaN   8.23886        45.4267       0.513539        30.6065                 NaN
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN   6.41129        8.79927                 NaN   8.23931        45.4284       0.514016        30.6077                 NaN
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN   6.37600        8.86992                 NaN   8.27232        45.3639       0.503099        30.6148                 NaN
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN   6.37159        8.87956                 NaN   8.27713        45.3526       0.501592        30.6176                 NaN
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN   6.39523        8.84848                 NaN   8.26166        45.3671       0.506752        30.6208                 NaN
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN   6.45167        8.78935                 NaN   8.26326        45.3668       0.506867        30.6221                 NaN
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN   6.91893        8.26621                 NaN   8.25101        45.4249       0.525791        30.6132                 NaN
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN   6.36008        8.88911                 NaN   8.27104        45.3498       0.503327        30.6266                 NaN
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN   6.88931        8.30318                 NaN   8.25987        45.4049       0.524352        30.6183                 NaN
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN   6.46933        8.79972                 NaN   8.29239        45.3081       0.497632        30.6328                 NaN
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN   6.28925        8.99338                 NaN   8.29293        45.2890       0.496591        30.6388                 NaN
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN   6.28810        9.00121                 NaN   8.29843        45.2757       0.494750        30.6418                 NaN
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN   6.28832        9.01018                 NaN   8.31021        45.2549       0.490958        30.6455                 NaN
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN   6.33296        8.95915                 NaN   8.30840        45.2626       0.491812        30.6451                 NaN
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN   6.35562        8.94382                 NaN   8.31479        45.2469       0.490071        30.6488                 NaN
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN   6.37974        8.91983                 NaN   8.31733        45.2436       0.489217        30.6503                 NaN
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN   6.40725        8.88946                 NaN   8.31457        45.2469       0.490511        30.6513                 NaN
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN   12.4911        3.28118                 NaN   8.60382        44.4199       0.423476        30.7806                 NaN
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN   7.13322        8.06242                 NaN   8.28278        45.3699       0.518683        30.6330                 NaN
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN   7.12625        8.07443                 NaN   8.28913        45.3572       0.517289        30.6357                 NaN
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN   7.11838        8.08718                 NaN   8.29553        45.3448       0.515871        30.6382                 NaN
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN   7.11209        8.09876                 NaN   8.30194        45.3317       0.514453        30.6410                 NaN
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN   4.07141        11.7705                 NaN   8.65670        44.2884       0.407975        30.8051                 NaN
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN   7.10077        8.12077                 NaN   8.31472        45.3055       0.511602        30.6466                 NaN
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN   8.06483        7.68139                 NaN   8.57753        44.4560       0.432823        30.7874                 NaN
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN   7.10147        8.13401                 NaN   8.33393        45.2720       0.506413        30.6522                 NaN
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN   6.42587        8.94078                 NaN   8.37702        45.1023       0.471434        30.6826                 NaN
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN   6.35298        8.91633                 NaN   8.40365        45.1678       0.501046        30.6582                 NaN
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN   6.55526        8.75111                 NaN   8.39134        45.1345       0.493742        30.6740                 NaN
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN   6.38911        8.89365                 NaN   8.41309        45.1384       0.499209        30.6665                 NaN
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN   7.07245        8.18737                 NaN   8.35908        45.2133       0.501460        30.6663                 NaN
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN   7.07435        8.19305                 NaN   8.36787        45.1962       0.499126        30.6694                 NaN
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06758        8.20346                 NaN   8.37167        45.1867       0.498515        30.6721                 NaN
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN   5.80337        9.89879       0.334808E-004   8.55351        44.5097       0.440314        30.7943                 NaN
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN   7.25570        8.59848       0.357160E-005   8.68726        44.2305       0.401303        30.8268                 NaN
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN   5.29152        10.4296       0.930955E-006   8.56724        44.4717       0.437781        30.8021                 NaN
