|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.75/EETA/EETA_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        O(HP)          O(HP)          an             San(TH)        ilm            q             
  1193.69        2500.00                 NaN            NaN  0.957981        15.1769                 NaN            NaN   8.66581        43.2088        1.06997        30.9205     
  1192.59        2500.00                 NaN            NaN   1.01724        15.1188                 NaN            NaN   8.66922        43.2049        1.06928        30.9206     
  1191.49        2500.00                 NaN            NaN   1.07884        15.0584                 NaN            NaN   8.67263        43.2009        1.06858        30.9207     
  1190.39        2500.00                 NaN            NaN   1.14247        14.9959                 NaN            NaN   8.67608        43.1969        1.06787        30.9208     
  1189.29        2500.00                 NaN            NaN   1.23252        14.9062                 NaN            NaN   8.67882        43.1942        1.06746        30.9207     
  1188.19        2500.00                 NaN            NaN   1.32997        14.8089                 NaN            NaN   8.68133        43.1919        1.06714        30.9207     
  1187.09        2500.00                 NaN            NaN   1.42804        14.7110                 NaN            NaN   8.68375        43.1897        1.06683        30.9207     
  1185.98        2500.00                 NaN            NaN   1.52615        14.6130                 NaN            NaN   8.68613        43.1875        1.06653        30.9206     
  1184.88        2500.00                 NaN            NaN   1.62410        14.5152                 NaN            NaN   8.68844        43.1854        1.06624        30.9206     
  1183.78        2500.00                 NaN            NaN   1.72200        14.4174                 NaN            NaN   8.69070        43.1834        1.06596        30.9206     
  1182.68        2500.00                 NaN            NaN   1.81969        14.3198                 NaN            NaN   8.69289        43.1814        1.06569        30.9205     
  1181.58        2500.00                 NaN            NaN   1.91703        14.2225                 NaN            NaN   8.69502        43.1794        1.06544        30.9205     
  1180.48        2500.00                 NaN            NaN   2.01385        14.1258                 NaN            NaN   8.69709        43.1775        1.06519        30.9205     
  1179.38        2500.00                 NaN            NaN   1.50563        14.6450                 NaN            NaN   8.70774        43.1591        1.06094        30.9216     
  1178.28        2500.00                 NaN            NaN   1.54844        14.6034                 NaN            NaN   8.71085        43.1553        1.06026        30.9217     
  1177.18        2500.00                 NaN            NaN   16.1616                 NaN            NaN            NaN   8.72031        43.1398        1.05624        30.9220     
  1176.08        2500.00                 NaN            NaN   1.63550        14.5189                 NaN            NaN   8.71697        43.1479        1.05888        30.9219     
  1174.98        2500.00                 NaN            NaN   16.1567                 NaN            NaN            NaN   8.72515        43.1400        1.05735        30.9209     
  1173.88        2500.00                 NaN            NaN   16.1582                 NaN            NaN            NaN   8.72860        43.1357        1.05653        30.9210     
  1172.78        2500.00                 NaN            NaN   16.1591                 NaN            NaN            NaN   8.73122        43.1326        1.05600        30.9210     
  1171.68        2500.00                 NaN            NaN   2.75928        13.3807                 NaN            NaN   8.71169        43.1643        1.06356        30.9205     
  1170.58        2500.00                 NaN            NaN   1.87081        14.2899                 NaN            NaN   8.73210        43.1293        1.05544        30.9225     
  1169.48        2500.00                 NaN            NaN   16.1734                 NaN            NaN            NaN   8.74404        43.1096        1.05018        30.9229     
  1168.38        2500.00                 NaN            NaN   3.01673        13.1233                 NaN            NaN   8.71600        43.1603        1.06307        30.9206     
  1167.28        2500.00                 NaN            NaN   2.00185        14.1628                 NaN            NaN   8.74134        43.1178        1.05326        30.9229     
  1166.18        2500.00                 NaN            NaN   3.18670        12.9527                 NaN            NaN   8.71854        43.1586        1.06298        30.9205     
  1165.08        2500.00                 NaN            NaN   3.26511        12.8746                 NaN            NaN   8.72004        43.1569        1.06279        30.9206     
  1163.97        2500.00                 NaN            NaN   3.34625        12.7932                 NaN            NaN   8.72097        43.1562        1.06270        30.9206     
  1162.87        2500.00                 NaN            NaN   2.82066        13.3393                 NaN            NaN   8.74607        43.1166        1.05478        30.9226     
  1161.77        2500.00                 NaN            NaN   3.11809        13.0368                 NaN            NaN   8.73875        43.1276        1.05646        30.9224     
  1160.67        2500.00                 NaN            NaN   3.18700        12.9699                 NaN            NaN   8.73948        43.1241        1.05638        30.9232     
  1159.57        2500.00                 NaN            NaN   3.08351        13.0750                 NaN            NaN   8.75095        43.1137        1.05449        30.9224     
  1158.47        2500.00                 NaN            NaN   3.11024        13.0448                 NaN            NaN   8.75368        43.1152        1.05480        30.9213     
  1157.37        2500.00                 NaN            NaN   3.13652        13.0255                 NaN            NaN   8.75596        43.1066        1.05272        30.9226     
  1156.27        2500.00                 NaN            NaN   3.28087        12.8877                 NaN            NaN   8.76106        43.0963        1.04965        30.9244     
  1155.17        2500.00                 NaN            NaN   3.25703        12.9117                 NaN            NaN   8.76522        43.0923        1.04975        30.9240     
  1154.07        2500.00                 NaN            NaN   3.32470        12.8439                 NaN            NaN   8.76707        43.0907        1.04971        30.9239     
  1152.97        2500.00                 NaN            NaN   3.34216        12.8263                 NaN            NaN   8.76969        43.0889        1.04932        30.9236     
  1151.87        2500.00                 NaN            NaN   3.41261        12.7562                 NaN            NaN   8.77106        43.0875        1.04905        30.9236     
  1150.77        2500.00                 NaN            NaN   3.48750        12.6816                 NaN            NaN   8.77244        43.0860        1.04877        30.9237     
  1149.67        2500.00                 NaN            NaN   3.97471        12.1814                 NaN            NaN   8.76604        43.1025        1.05315        30.9222     
  1148.57        2500.00                 NaN            NaN   3.59728        12.5706                 NaN            NaN   8.77469        43.0851        1.04892        30.9234     
  1147.47        2500.00                 NaN            NaN   3.75965        12.4122                 NaN            NaN   8.77340        43.0823        1.04790        30.9246     
  1146.37        2500.00                 NaN            NaN   3.82776        12.3431                 NaN            NaN   8.77423        43.0824        1.04808        30.9244     
  1145.27        2500.00                 NaN            NaN   3.94714        12.2094                 NaN            NaN   8.77496        43.0944        1.05183        30.9222     
  1144.17        2500.00                 NaN            NaN   3.09721        13.0951                 NaN            NaN   8.80082        43.0412        1.03904        30.9266     
  1143.07        2500.00                 NaN            NaN   3.04247        13.1564                 NaN            NaN   8.80554        43.0316        1.03649        30.9275     
  1141.96        2500.00                 NaN            NaN   3.08685        13.1135                 NaN            NaN   8.80833        43.0278        1.03577        30.9277     
  1140.86        2500.00                 NaN            NaN   3.13013        13.0717                 NaN            NaN   8.81111        43.0241        1.03505        30.9280     
  1139.76        2500.00                 NaN            NaN   10.2338        5.96496                 NaN            NaN   8.81476        43.0259        1.03550        30.9251     
  1138.66        2500.00                 NaN            NaN   11.7195        4.48209                 NaN            NaN   8.82053        43.0191        1.03386        30.9249     
  1137.56        2500.00                 NaN            NaN   13.3253        2.87942                 NaN            NaN   8.82676        43.0117        1.03207        30.9248     
  1136.46        2500.00                 NaN            NaN   14.6576        1.54973                 NaN            NaN   8.83266        43.0049        1.03047        30.9247     
  1135.36        2500.00                 NaN            NaN   15.4902       0.719725                 NaN            NaN   8.83842        42.9981        1.02892        30.9246     
  1134.26        2500.00                 NaN            NaN   16.1125       0.100192                 NaN            NaN   8.84431        42.9912        1.02730        30.9245     
  1133.16        2500.00                 NaN            NaN   15.0179        1.19497                 NaN            NaN   8.84689        42.9889        1.02695        30.9243     
  1132.06        2500.00                 NaN            NaN   15.5684       0.647009                 NaN            NaN   8.85227        42.9826        1.02549        30.9243     
  1130.96        2500.00                 NaN            NaN   16.0851       0.132869                 NaN            NaN   8.85766        42.9761        1.02401        30.9243     
  1129.86        2500.00                 NaN            NaN   16.2328                 NaN            NaN            NaN   8.86627        42.9563        1.01831        30.9264     
  1128.76        2500.00                 NaN            NaN  0.743471E-001   16.1720                 NaN            NaN   8.87363        42.9383        1.01317        30.9285     
  1127.66        2500.00                 NaN            NaN  0.325592        15.9213                 NaN            NaN   8.87537        42.9360        1.01290        30.9288     
  1126.56        2500.00                 NaN            NaN  0.552874        15.6946                 NaN            NaN   8.87715        42.9336        1.01260        30.9292     
  1125.46        2500.00                 NaN            NaN  0.759299        15.4888                 NaN            NaN   8.87896        42.9311        1.01227        30.9295     
  1124.36        2500.00                 NaN            NaN  0.947561        15.3013                 NaN            NaN   8.88080        42.9286        1.01194        30.9299     
  1123.26        2500.00                 NaN            NaN   1.11987        15.1297                 NaN            NaN   8.88267        42.9260        1.01159        30.9302     
  1122.16        2500.00                 NaN            NaN   1.27807        14.9722                 NaN            NaN   8.88456        42.9234        1.01122        30.9306     
  1121.06        2500.00                 NaN            NaN   1.42374        14.8273                 NaN            NaN   8.88647        42.9207        1.01085        30.9309     
  1119.95        2500.00                 NaN            NaN   1.55829        14.6936                 NaN            NaN   8.88839        42.9180        1.01047        30.9313     
  1118.85        2500.00                 NaN            NaN   1.68288        14.5698                 NaN            NaN   8.89033        42.9153        1.01008        30.9316     
  1117.75        2500.00                 NaN            NaN   1.79856        14.4549                 NaN            NaN   8.89228        42.9126        1.00968        30.9320     
  1116.65        2500.00                 NaN            NaN   1.90620        14.3482                 NaN            NaN   8.89424        42.9098        1.00928        30.9323     
  1115.55        2500.00                 NaN            NaN   14.2982        1.95570                 NaN            NaN   8.89548        42.9084        1.00939        30.9328     
  1114.45        2500.00                 NaN            NaN   14.5376        1.69632                 NaN            NaN   8.88768        42.9295        1.01591        30.9330     
  1113.35        2500.00                 NaN            NaN   14.4471        1.78666                 NaN            NaN   8.88910        42.9279        1.01588        30.9334     
  1112.25        2500.00                 NaN            NaN   14.3603        1.87332                 NaN            NaN   8.89054        42.9263        1.01583        30.9337     
  1111.15        2500.00                 NaN            NaN   13.2808        2.97678                 NaN            NaN   8.90097        42.8990        1.00826        30.9342     
  1110.05        2500.00                 NaN            NaN   14.1971        2.03649                 NaN            NaN   8.89350        42.9228        1.01568        30.9344     
  1108.95        2500.00                 NaN            NaN   14.1202        2.11339                 NaN            NaN   8.89501        42.9210        1.01558        30.9348     
  1107.85        2500.00                 NaN            NaN   14.0463        2.18739                 NaN            NaN   8.89655        42.9191        1.01547        30.9352     
  1106.75        2500.00                 NaN            NaN   13.9751        2.25869                 NaN            NaN   8.89810        42.9172        1.01535        30.9355     
  1105.65        2500.00                 NaN            NaN   13.9066        2.32742                 NaN            NaN   8.89966        42.9152        1.01522        30.9359     
  1104.55        2500.00                 NaN            NaN   13.6128        2.64814                 NaN            NaN   8.91445        42.8821        1.00593        30.9366     
  1103.45        2500.00                 NaN            NaN   13.5613        2.70041                 NaN            NaN   8.91639        42.8794        1.00556        30.9369     
  1102.35        2500.00                 NaN            NaN   13.5120        2.75056                 NaN            NaN   8.91834        42.8766        1.00518        30.9373     
  1101.25        2500.00                 NaN            NaN   13.4647        2.79862                 NaN            NaN   8.92030        42.8739        1.00481        30.9377     
  1100.15        2500.00                 NaN            NaN   13.4194        2.84474                 NaN            NaN   8.92226        42.8711        1.00443        30.9381     
  1099.05        2500.00                 NaN            NaN   13.3759        2.88906                 NaN            NaN   8.92424        42.8683        1.00404        30.9385     
  1097.94        2500.00                 NaN            NaN   13.3340        2.93173                 NaN            NaN   8.92622        42.8655        1.00365        30.9389     
  1096.84        2500.00                 NaN            NaN   13.2937        2.97282                 NaN            NaN   8.92820        42.8627        1.00326        30.9393     
  1095.74        2500.00                 NaN            NaN   13.2550        3.01243                 NaN            NaN   8.93019        42.8599        1.00286        30.9397     
  1094.64        2500.00                 NaN            NaN   13.2176        3.05066                 NaN            NaN   8.93219        42.8570        1.00246        30.9401     
  1093.54        2500.00                 NaN            NaN   13.1815        3.08758                 NaN            NaN   8.93419        42.8542        1.00206        30.9405     
  1092.44        2500.00                 NaN            NaN   13.1468        3.12321                 NaN            NaN   8.93620        42.8513        1.00166        30.9409     
  1091.34        2500.00                 NaN            NaN   13.1130        3.15780                 NaN            NaN   8.93821        42.8484        1.00125        30.9413     
  1090.24        2500.00                 NaN            NaN   13.0805        3.19123                 NaN            NaN   8.94023        42.8455        1.00084        30.9417     
  1089.14        2500.00                 NaN            NaN   13.0490        3.22364                 NaN            NaN   8.94226        42.8426        1.00042        30.9421     
  1088.04        2500.00                 NaN            NaN   13.0185        3.25503                 NaN            NaN   8.94429        42.8397        1.00001        30.9425     
  1086.94        2500.00                 NaN            NaN   12.9889        3.28550                 NaN            NaN   8.94632        42.8368       0.999587        30.9429     
  1085.84        2500.00                 NaN            NaN   12.9603        3.31508                 NaN            NaN   8.94836        42.8338       0.999164        30.9433     
  1084.74        2500.00                 NaN            NaN   12.9325        3.34384                 NaN            NaN   8.95040        42.8308       0.998739        30.9437     
  1083.64        2500.00                 NaN            NaN   12.9063        3.37099                 NaN            NaN   8.95248        42.8278       0.998297        30.9441     
  1082.54        2500.00                 NaN            NaN   12.8840        3.39434                 NaN            NaN   8.95468        42.8246       0.997796        30.9445     
  1081.44        2500.00                 NaN            NaN   12.8626        3.41682                 NaN            NaN   8.95688        42.8214       0.997292        30.9450     
  1080.34        2500.00                 NaN            NaN   12.7937        3.48854                 NaN            NaN   8.95911        42.8175       0.996147        30.9449     
  1079.24        2500.00                 NaN            NaN   12.8223        3.45939                 NaN            NaN   8.96131        42.8149       0.996270        30.9458     
  1078.14        2500.00                 NaN            NaN   12.8032        3.47963                 NaN            NaN   8.96354        42.8117       0.995753        30.9462     
  1077.04        2500.00                 NaN            NaN   12.7847        3.49922                 NaN            NaN   8.96577        42.8084       0.995231        30.9466     
  1075.93        2500.00                 NaN            NaN   3.55318        12.7359                 NaN            NaN   8.96992        42.8012       0.993170        30.9467     
  1074.83        2500.00                 NaN            NaN   12.7497        3.53665                 NaN            NaN   8.97026        42.8018       0.994176        30.9475     
  1073.73        2500.00                 NaN            NaN   12.7110        3.57980                 NaN            NaN   8.97408        42.7953       0.992333        30.9476     
  1072.63        2500.00                 NaN            NaN   12.7173        3.57124                 NaN            NaN   8.97478        42.7952       0.993100        30.9483     
  1071.53        2500.00                 NaN            NaN   12.7016        3.58820                 NaN            NaN   8.97705        42.7918       0.992558        30.9488     
  1070.43        2500.00                 NaN            NaN   12.6863        3.60466                 NaN            NaN   8.97931        42.7885       0.992014        30.9492     
  1069.33        2500.00                 NaN            NaN   12.6715        3.62072                 NaN            NaN   8.98159        42.7851       0.991465        30.9496     
  1068.23        2500.00                 NaN            NaN   3.64337        12.6519                 NaN            NaN   8.98467        42.7801       0.990130        30.9498     
  1067.13        2500.00                 NaN            NaN   3.65571        12.6405                 NaN            NaN   8.98681        42.7771       0.989677        30.9502     
  1066.03        2500.00                 NaN            NaN   3.66778        12.6295                 NaN            NaN   8.98895        42.7739       0.989217        30.9507     
  1064.93        2500.00                 NaN            NaN   12.6185        3.67968                 NaN            NaN   8.99111        42.7708       0.988753        30.9511     
  1063.83        2500.00                 NaN            NaN   3.69143        12.6078                 NaN            NaN   8.99327        42.7677       0.988285        30.9516     
  1062.73        2500.00                 NaN            NaN   3.70295        12.5973                 NaN            NaN   8.99544        42.7645       0.987812        30.9520     
  1061.63        2500.00                 NaN            NaN   3.71429        12.5870                 NaN            NaN   8.99761        42.7613       0.987335        30.9525     
  1060.53        2500.00                 NaN            NaN   3.72542        12.5769                 NaN            NaN   8.99980        42.7581       0.986853        30.9529     
  1059.43        2500.00                 NaN            NaN   3.73638        12.5670                 NaN            NaN   9.00199        42.7549       0.986366        30.9534     
  1058.33        2500.00                 NaN            NaN   3.74715        12.5573                 NaN            NaN   9.00418        42.7517       0.985875        30.9538     
  1057.23        2500.00                 NaN            NaN   12.5479        3.75757                 NaN            NaN   9.00638        42.7484       0.985374        30.9543     
  1056.13        2500.00                 NaN            NaN   3.76801        12.5386                 NaN            NaN   9.00860        42.7452       0.984879        30.9548     
  1055.03        2500.00                 NaN            NaN   3.77819        12.5295                 NaN            NaN   9.01081        42.7419       0.984375        30.9552     
  1053.92        2500.00                 NaN            NaN   3.78823        12.5206                 NaN            NaN   9.01303        42.7386       0.983866        30.9557     
  1052.82        2500.00                 NaN            NaN   3.79795        12.5120                 NaN            NaN   9.01527        42.7353       0.983351        30.9562     
  1051.72        2500.00                 NaN            NaN   3.80756        12.5035                 NaN            NaN   9.01751        42.7319       0.982834        30.9566     
  1050.62        2500.00                 NaN            NaN   3.81696        12.4953                 NaN            NaN   9.01975        42.7286       0.982312        30.9571     
  1049.52        2500.00                 NaN            NaN   12.4873        3.82613                 NaN            NaN   9.02201        42.7252       0.981783        30.9576     
  1048.42        2500.00                 NaN            NaN   3.83528        12.4793                 NaN            NaN   9.02426        42.7218       0.981253        30.9581     
  1047.32        2500.00                 NaN            NaN   3.84405        12.4717                 NaN            NaN   9.02653        42.7184       0.980716        30.9586     
  1046.22        2500.00                 NaN            NaN   3.85273        12.4642                 NaN            NaN   9.02881        42.7150       0.980174        30.9590     
  1045.12        2500.00                 NaN            NaN   3.86123        12.4570                 NaN            NaN   9.03109        42.7116       0.979629        30.9595     
  1044.02        2500.00                 NaN            NaN   3.86954        12.4499                 NaN            NaN   9.03338        42.7081       0.979077        30.9600     
  1042.92        2500.00                 NaN            NaN   3.87769        12.4430                 NaN            NaN   9.03567        42.7046       0.978522        30.9605     
  1041.82        2500.00                 NaN            NaN   3.88559        12.4363                 NaN            NaN   9.03798        42.7011       0.977959        30.9610     
  1040.72        2500.00                 NaN            NaN   3.89345        12.4297                 NaN            NaN   9.04029        42.6976       0.977395        30.9615     
  1039.62        2500.00                 NaN            NaN   3.90109        12.4234                 NaN            NaN   9.04261        42.6941       0.976825        30.9620     
  1038.52        2500.00                 NaN            NaN   3.90855        12.4172                 NaN            NaN   9.04493        42.6906       0.976249        30.9625     
  1037.42        2500.00                 NaN            NaN   3.91585        12.4112                 NaN            NaN   9.04727        42.6870       0.975668        30.9630     
  1036.32        2500.00                 NaN            NaN   3.92297        12.4054                 NaN            NaN   9.04961        42.6834       0.975082        30.9635     
  1035.22        2500.00                 NaN            NaN   3.92992        12.3998                 NaN            NaN   9.05196        42.6798       0.974490        30.9640     
  1034.12        2500.00                 NaN            NaN   12.3659        3.97204                 NaN            NaN   9.05762        42.6678       0.971733        30.9650     
  1033.02        2500.00                 NaN            NaN   12.4271        3.91019                 NaN            NaN   9.05968        42.6649       0.972286        30.9658     
  1031.91        2500.00                 NaN            NaN   12.4235        3.91524                 NaN            NaN   9.06212        42.6612       0.971619        30.9663     
  1030.81        2500.00                 NaN            NaN   12.4441        3.90004                 NaN            NaN   9.06741        42.6516       0.969589        30.9673     
  1029.71        2500.00                 NaN            NaN   12.4168        3.92500                 NaN            NaN   9.06702        42.6536       0.970268        30.9673     
  1028.61        2500.00                 NaN            NaN   12.4137        3.92965                 NaN            NaN   9.06949        42.6497       0.969583        30.9679     
  1027.51        2500.00                 NaN            NaN   12.4107        3.93419                 NaN            NaN   9.07197        42.6459       0.968893        30.9684     
  1026.41        2500.00                 NaN            NaN   12.4079        3.93859                 NaN            NaN   9.07445        42.6420       0.968197        30.9689     
  1025.31        2500.00                 NaN            NaN   12.4154        3.93376                 NaN            NaN   9.07781        42.6364       0.967056        30.9695     
  1024.21        2500.00                 NaN            NaN   12.4072        3.94281                 NaN            NaN   9.07971        42.6337       0.966640        30.9700     
  1023.11        2500.00                 NaN            NaN   12.4238        3.92738                 NaN            NaN   9.08191        42.6305       0.966159        30.9702     
  1022.01        2500.00                 NaN            NaN   12.3978        3.95504                 NaN            NaN   9.08449        42.6263       0.965346        30.9710     
  1020.91        2500.00                 NaN            NaN   12.3097        4.04909                 NaN            NaN   9.08805        42.6189       0.962949        30.9713     
  1019.81        2500.00                 NaN            NaN   12.3063        4.05432                 NaN            NaN   9.09064        42.6147       0.962183        30.9719     
  1018.71        2500.00                 NaN            NaN   3.92967        12.4292                 NaN            NaN   9.09386        42.6129       0.962071        30.9723     
  1017.61        2500.00                 NaN            NaN   3.96302        12.3912                 NaN            NaN   9.09157        42.6183       0.963954        30.9720     
  1016.51        2500.00                 NaN            NaN   3.99496        12.3665                 NaN            NaN   9.09799        42.6055       0.961242        30.9738     
  1015.41        2500.00                 NaN            NaN   3.94852        12.4115                 NaN            NaN   9.09806        42.6076       0.961165        30.9731     
  1014.31        2500.00                 NaN            NaN   12.2978        4.07282                 NaN            NaN   9.10425        42.5922       0.958084        30.9749     
  1013.21        2500.00                 NaN            NaN   12.2905        4.08188                 NaN            NaN   9.10652        42.5884       0.957381        30.9753     
  1012.11        2500.00                 NaN            NaN   12.2877        4.08657                 NaN            NaN   9.10921        42.5841       0.956558        30.9759     
  1011.01        2500.00                 NaN            NaN   12.2866        4.08963                 NaN            NaN   9.11192        42.5797       0.955760        30.9765     
  1009.90        2500.00                 NaN            NaN   12.3087        4.06595                 NaN            NaN   9.11309        42.5797       0.955940        30.9766     
  1008.80        2500.00                 NaN            NaN   12.3079        4.06870                 NaN            NaN   9.11573        42.5754       0.955141        30.9771     
  1007.70        2500.00                 NaN            NaN   12.3079        4.07075                 NaN            NaN   9.11836        42.5710       0.954333        30.9777     
  1006.60        2500.00                 NaN            NaN   3.90037        12.4828                 NaN            NaN   9.12886        42.5584       0.951312        30.9783     
  1005.50        2500.00                 NaN            NaN   12.3322        4.05584                 NaN            NaN   9.12186        42.5577       0.951924        30.9805     
  1004.40        2500.00                 NaN            NaN   12.3059        4.07851                 NaN            NaN   9.12642        42.5580       0.951861        30.9794     
  1003.30        2500.00                 NaN            NaN   12.2765        4.11446                 NaN            NaN   9.13104        42.5477       0.949695        30.9806     
  1002.20        2500.00                 NaN            NaN   12.3087        4.08354                 NaN            NaN   9.13475        42.5417       0.949225        30.9821     
  1001.10        2500.00                 NaN            NaN   12.3150        4.07210                 NaN            NaN   9.13603        42.5455       0.949820        30.9816     
  1000.00        2500.00                 NaN            NaN   12.3156        4.07350                 NaN            NaN   9.13879        42.5410       0.948938        30.9822     
