|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.75/EETA/EETA_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        O(HP)          O(HP)          an             San(TH)        ilm            q             
  1194.79        2500.00                 NaN            NaN  0.678536        11.3196                 NaN            NaN   8.53726        46.2189       0.615634        32.6301     
  1193.69        2500.00                 NaN            NaN  0.721828        11.2773                 NaN            NaN   8.54059        46.2142       0.615224        32.6308     
  1192.59        2500.00                 NaN            NaN  0.766505        11.2337                 NaN            NaN   8.54394        46.2095       0.614815        32.6316     
  1191.49        2500.00                 NaN            NaN  0.812951        11.1883                 NaN            NaN   8.54727        46.2048       0.614402        32.6323     
  1190.39        2500.00                 NaN            NaN  0.860934        11.1413                 NaN            NaN   8.55065        46.2000       0.613988        32.6330     
  1189.29        2500.00                 NaN            NaN  0.928834        11.0737                 NaN            NaN   8.55333        46.1967       0.613742        32.6337     
  1188.19        2500.00                 NaN            NaN   1.00230        11.0004                 NaN            NaN   8.55578        46.1937       0.613547        32.6343     
  1187.09        2500.00                 NaN            NaN   1.07626        10.9265                 NaN            NaN   8.55815        46.1909       0.613357        32.6349     
  1185.98        2500.00                 NaN            NaN   1.15024        10.8526                 NaN            NaN   8.56047        46.1881       0.613174        32.6355     
  1184.88        2500.00                 NaN            NaN   1.22411        10.7787                 NaN            NaN   8.56272        46.1853       0.612997        32.6361     
  1183.78        2500.00                 NaN            NaN   1.29795        10.7049                 NaN            NaN   8.56492        46.1826       0.612826        32.6367     
  1182.68        2500.00                 NaN            NaN   1.37164        10.6313                 NaN            NaN   8.56705        46.1800       0.612662        32.6373     
  1181.58        2500.00                 NaN            NaN   1.44507        10.5579                 NaN            NaN   8.56914        46.1775       0.612504        32.6380     
  1180.48        2500.00                 NaN            NaN   1.51811        10.4848                 NaN            NaN   8.57115        46.1750       0.612350        32.6386     
  1179.38        2500.00                 NaN            NaN   1.13505        10.8777                 NaN            NaN   8.58168        46.1550       0.609903        32.6406     
  1178.28        2500.00                 NaN            NaN   1.16737        10.8464                 NaN            NaN   8.58472        46.1506       0.609499        32.6414     
  1177.18        2500.00                 NaN            NaN   12.0222                 NaN            NaN            NaN   8.59410        46.1339       0.607186        32.6426     
  1176.08        2500.00                 NaN            NaN   1.23311        10.7828                 NaN            NaN   8.59072        46.1417       0.608689        32.6429     
  1174.98        2500.00                 NaN            NaN   12.0180                 NaN            NaN            NaN   8.59878        46.1329       0.607800        32.6426     
  1173.88        2500.00                 NaN            NaN   12.0193                 NaN            NaN            NaN   8.60217        46.1279       0.607316        32.6433     
  1172.78        2500.00                 NaN            NaN   12.0201                 NaN            NaN            NaN   8.60473        46.1241       0.607005        32.6441     
  1171.68        2500.00                 NaN            NaN   2.08072        9.92184                 NaN            NaN   8.58536        46.1570       0.611331        32.6438     
  1170.58        2500.00                 NaN            NaN   1.41082        10.6105                 NaN            NaN   8.60554        46.1196       0.606661        32.6469     
  1169.48        2500.00                 NaN            NaN   12.0323                 NaN            NaN            NaN   8.61738        46.0985       0.603636        32.6482     
  1168.38        2500.00                 NaN            NaN   2.27515        9.72712                 NaN            NaN   8.58954        46.1514       0.611022        32.6458     
  1167.28        2500.00                 NaN            NaN   1.50983        10.5149                 NaN            NaN   8.61460        46.1060       0.605376        32.6493     
  1166.18        2500.00                 NaN            NaN   2.40355        9.59795                 NaN            NaN   8.59200        46.1485       0.610950        32.6470     
  1165.08        2500.00                 NaN            NaN   2.46280        9.53885                 NaN            NaN   8.59347        46.1463       0.610826        32.6478     
  1163.97        2500.00                 NaN            NaN   2.52411        9.47722                 NaN            NaN   8.59436        46.1451       0.610766        32.6484     
  1162.87        2500.00                 NaN            NaN   2.12776        9.89314                 NaN            NaN   8.61911        46.1024       0.606207        32.6514     
  1161.77        2500.00                 NaN            NaN   2.35224        9.66306                 NaN            NaN   8.61190        46.1138       0.607163        32.6518     
  1160.67        2500.00                 NaN            NaN   2.40435        9.61275                 NaN            NaN   8.61262        46.1097       0.607108        32.6535     
  1159.57        2500.00                 NaN            NaN   2.32636        9.69293                 NaN            NaN   8.62384        46.0979       0.606009        32.6530     
  1158.47        2500.00                 NaN            NaN   2.34664        9.66954                 NaN            NaN   8.62649        46.0988       0.606175        32.6524     
  1157.37        2500.00                 NaN            NaN   2.36659        9.65590                 NaN            NaN   8.62873        46.0893       0.604971        32.6545     
  1156.27        2500.00                 NaN            NaN   2.47565        9.55200                 NaN            NaN   8.63380        46.0781       0.603205        32.6573     
  1155.17        2500.00                 NaN            NaN   2.45779        9.57002                 NaN            NaN   8.63790        46.0735       0.603250        32.6576     
  1154.07        2500.00                 NaN            NaN   2.50898        9.51866                 NaN            NaN   8.63970        46.0713       0.603221        32.6581     
  1152.97        2500.00                 NaN            NaN   2.52228        9.50545                 NaN            NaN   8.64223        46.0687       0.602981        32.6584     
  1151.87        2500.00                 NaN            NaN   2.57559        9.45236                 NaN            NaN   8.64355        46.0667       0.602818        32.6590     
  1150.77        2500.00                 NaN            NaN   2.63226        9.39585                 NaN            NaN   8.64489        46.0646       0.602646        32.6597     
  1149.67        2500.00                 NaN            NaN   3.00013        9.01645                 NaN            NaN   8.63847        46.0814       0.605146        32.6585     
  1148.57        2500.00                 NaN            NaN   2.71542        9.31166                 NaN            NaN   8.64704        46.0625       0.602711        32.6606     
  1147.47        2500.00                 NaN            NaN   2.83817        9.19193                 NaN            NaN   8.64579        46.0593       0.602117        32.6626     
  1146.37        2500.00                 NaN            NaN   2.88976        9.13952                 NaN            NaN   8.64657        46.0589       0.602208        32.6631     
  1145.27        2500.00                 NaN            NaN   2.98002        9.03734                 NaN            NaN   8.64711        46.0704       0.604342        32.6608     
  1144.17        2500.00                 NaN            NaN   2.33857        9.70996                 NaN            NaN   8.67285        46.0145       0.597001        32.6671     
  1143.07        2500.00                 NaN            NaN   2.29928        9.75484                 NaN            NaN   8.67752        46.0040       0.595529        32.6689     
  1141.96        2500.00                 NaN            NaN   2.33299        9.72238                 NaN            NaN   8.68025        45.9995       0.595108        32.6698     
  1140.86        2500.00                 NaN            NaN   2.36588        9.69075                 NaN            NaN   8.68297        45.9950       0.594687        32.6707     
  1139.76        2500.00                 NaN            NaN   7.64888        4.40477                 NaN            NaN   8.68656        45.9965       0.594936        32.6683     
  1138.66        2500.00                 NaN            NaN   8.74899        3.30709                 NaN            NaN   8.69223        45.9889       0.593983        32.6688     
  1137.56        2500.00                 NaN            NaN   9.93596        2.12283                 NaN            NaN   8.69836        45.9806       0.592946        32.6694     
  1136.46        2500.00                 NaN            NaN   10.9195        1.14163                 NaN            NaN   8.70416        45.9728       0.592016        32.6699     
  1135.36        2500.00                 NaN            NaN   11.5335       0.529900                 NaN            NaN   8.70982        45.9652       0.591114        32.6705     
  1134.26        2500.00                 NaN            NaN   11.9921       0.737364E-001            NaN            NaN   8.71561        45.9573       0.590179        32.6710     
  1133.16        2500.00                 NaN            NaN   11.1858       0.880263                 NaN            NaN   8.71813        45.9544       0.589966        32.6715     
  1132.06        2500.00                 NaN            NaN   11.5918       0.476477                 NaN            NaN   8.72341        45.9471       0.589115        32.6721     
  1130.96        2500.00                 NaN            NaN   11.9727       0.978199E-001            NaN            NaN   8.72871        45.9398       0.588257        32.6727     
  1129.86        2500.00                 NaN            NaN   12.0833                 NaN            NaN            NaN   8.73725        45.9186       0.584979        32.6759     
  1128.76        2500.00                 NaN            NaN  0.562616E-001   12.0388                 NaN            NaN   8.74457        45.8993       0.582023        32.6791     
  1127.66        2500.00                 NaN            NaN  0.246426        11.8491                 NaN            NaN   8.74625        45.8963       0.581854        32.6801     
  1126.56        2500.00                 NaN            NaN  0.418509        11.6775                 NaN            NaN   8.74798        45.8932       0.581672        32.6811     
  1125.46        2500.00                 NaN            NaN  0.574860        11.5217                 NaN            NaN   8.74974        45.8901       0.581478        32.6821     
  1124.36        2500.00                 NaN            NaN  0.717512        11.3797                 NaN            NaN   8.75154        45.8869       0.581275        32.6831     
  1123.26        2500.00                 NaN            NaN  0.848137        11.2497                 NaN            NaN   8.75336        45.8837       0.581063        32.6841     
  1122.16        2500.00                 NaN            NaN  0.968120        11.1303                 NaN            NaN   8.75520        45.8804       0.580845        32.6851     
  1121.06        2500.00                 NaN            NaN   1.07867        11.0205                 NaN            NaN   8.75706        45.8771       0.580620        32.6861     
  1119.95        2500.00                 NaN            NaN   1.18083        10.9190                 NaN            NaN   8.75893        45.8737       0.580391        32.6871     
  1118.85        2500.00                 NaN            NaN   1.27548        10.8251                 NaN            NaN   8.76082        45.8703       0.580158        32.6882     
  1117.75        2500.00                 NaN            NaN   1.36342        10.7378                 NaN            NaN   8.76272        45.8669       0.579920        32.6892     
  1116.65        2500.00                 NaN            NaN   1.44530        10.6567                 NaN            NaN   8.76463        45.8635       0.579680        32.6902     
  1115.55        2500.00                 NaN            NaN   10.6174        1.48430                 NaN            NaN   8.76583        45.8614       0.579734        32.6913     
  1114.45        2500.00                 NaN            NaN   10.7876        1.29699                 NaN            NaN   8.75794        45.8826       0.583458        32.6914     
  1113.35        2500.00                 NaN            NaN   10.7184        1.36608                 NaN            NaN   8.75930        45.8804       0.583431        32.6924     
  1112.25        2500.00                 NaN            NaN   10.6520        1.43235                 NaN            NaN   8.76069        45.8781       0.583392        32.6934     
  1111.15        2500.00                 NaN            NaN   9.85034        2.25439                 NaN            NaN   8.77117        45.8496       0.579049        32.6954     
  1110.05        2500.00                 NaN            NaN   10.5272        1.55718                 NaN            NaN   8.76356        45.8734       0.583286        32.6954     
  1108.95        2500.00                 NaN            NaN   10.4684        1.61604                 NaN            NaN   8.76502        45.8709       0.583221        32.6964     
  1107.85        2500.00                 NaN            NaN   10.4118        1.67268                 NaN            NaN   8.76650        45.8684       0.583147        32.6974     
  1106.75        2500.00                 NaN            NaN   10.3574        1.72727                 NaN            NaN   8.76800        45.8659       0.583066        32.6984     
  1105.65        2500.00                 NaN            NaN   10.3049        1.77991                 NaN            NaN   8.76952        45.8633       0.582979        32.6994     
  1104.55        2500.00                 NaN            NaN   10.0933        2.01462                 NaN            NaN   8.78429        45.8285       0.577651        32.7016     
  1103.45        2500.00                 NaN            NaN   10.0538        2.05481                 NaN            NaN   8.78618        45.8251       0.577429        32.7026     
  1102.35        2500.00                 NaN            NaN   10.0159        2.09340                 NaN            NaN   8.78808        45.8217       0.577205        32.7037     
  1101.25        2500.00                 NaN            NaN   9.97965        2.13040                 NaN            NaN   8.78999        45.8183       0.576978        32.7047     
  1100.15        2500.00                 NaN            NaN   9.94483        2.16594                 NaN            NaN   8.79190        45.8148       0.576750        32.7057     
  1099.05        2500.00                 NaN            NaN   9.91138        2.20011                 NaN            NaN   8.79382        45.8114       0.576519        32.7068     
  1097.94        2500.00                 NaN            NaN   9.87919        2.23303                 NaN            NaN   8.79575        45.8079       0.576286        32.7078     
  1096.84        2500.00                 NaN            NaN   9.84821        2.26475                 NaN            NaN   8.79769        45.8044       0.576051        32.7089     
  1095.74        2500.00                 NaN            NaN   9.81836        2.29536                 NaN            NaN   8.79963        45.8009       0.575815        32.7099     
  1094.64        2500.00                 NaN            NaN   9.78957        2.32491                 NaN            NaN   8.80157        45.7974       0.575576        32.7110     
  1093.54        2500.00                 NaN            NaN   9.76177        2.35347                 NaN            NaN   8.80353        45.7939       0.575336        32.7120     
  1092.44        2500.00                 NaN            NaN   9.73496        2.38105                 NaN            NaN   8.80549        45.7903       0.575094        32.7131     
  1091.34        2500.00                 NaN            NaN   9.70896        2.40785                 NaN            NaN   8.80745        45.7867       0.574850        32.7142     
  1090.24        2500.00                 NaN            NaN   9.68383        2.43377                 NaN            NaN   8.80941        45.7832       0.574605        32.7152     
  1089.14        2500.00                 NaN            NaN   9.65950        2.45890                 NaN            NaN   8.81139        45.7796       0.574358        32.7163     
  1088.04        2500.00                 NaN            NaN   9.63594        2.48327                 NaN            NaN   8.81337        45.7760       0.574108        32.7173     
  1086.94        2500.00                 NaN            NaN   9.61309        2.50694                 NaN            NaN   8.81535        45.7724       0.573858        32.7184     
  1085.84        2500.00                 NaN            NaN   9.59093        2.52994                 NaN            NaN   8.81734        45.7687       0.573606        32.7195     
  1084.74        2500.00                 NaN            NaN   9.56939        2.55230                 NaN            NaN   8.81933        45.7651       0.573353        32.7205     
  1083.64        2500.00                 NaN            NaN   9.54912        2.57345                 NaN            NaN   8.82135        45.7614       0.573089        32.7216     
  1082.54        2500.00                 NaN            NaN   9.53186        2.59168                 NaN            NaN   8.82350        45.7575       0.572793        32.7227     
  1081.44        2500.00                 NaN            NaN   9.51527        2.60925                 NaN            NaN   8.82565        45.7536       0.572494        32.7238     
  1080.34        2500.00                 NaN            NaN   9.46354        2.66331                 NaN            NaN   8.82784        45.7490       0.571828        32.7244     
  1079.24        2500.00                 NaN            NaN   9.48393        2.64260                 NaN            NaN   8.82998        45.7457       0.571889        32.7259     
  1078.14        2500.00                 NaN            NaN   9.46907        2.65847                 NaN            NaN   8.83215        45.7417       0.571583        32.7270     
  1077.04        2500.00                 NaN            NaN   9.45472        2.67385                 NaN            NaN   8.83433        45.7378       0.571274        32.7281     
  1075.93        2500.00                 NaN            NaN   2.71378        9.41904                 NaN            NaN   8.83843        45.7298       0.570084        32.7289     
  1074.83        2500.00                 NaN            NaN   9.42738        2.70327                 NaN            NaN   8.83871        45.7297       0.570650        32.7302     
  1073.73        2500.00                 NaN            NaN   9.39910        2.73530                 NaN            NaN   8.84249        45.7225       0.569585        32.7311     
  1072.63        2500.00                 NaN            NaN   9.40202        2.73042                 NaN            NaN   8.84315        45.7219       0.570015        32.7325     
  1071.53        2500.00                 NaN            NaN   9.38973        2.74380                 NaN            NaN   8.84536        45.7178       0.569695        32.7336     
  1070.43        2500.00                 NaN            NaN   9.37782        2.75680                 NaN            NaN   8.84757        45.7137       0.569373        32.7347     
  1069.33        2500.00                 NaN            NaN   9.36624        2.76949                 NaN            NaN   8.84980        45.7096       0.569049        32.7358     
  1068.23        2500.00                 NaN            NaN   2.78669        9.35165                 NaN            NaN   8.85282        45.7040       0.568275        32.7366     
  1067.13        2500.00                 NaN            NaN   2.79666        9.34256                 NaN            NaN   8.85491        45.7002       0.568005        32.7377     
  1066.03        2500.00                 NaN            NaN   2.80643        9.33369                 NaN            NaN   8.85700        45.6964       0.567732        32.7388     
  1064.93        2500.00                 NaN            NaN   9.32496        2.81606                 NaN            NaN   8.85910        45.6925       0.567456        32.7399     
  1063.83        2500.00                 NaN            NaN   2.82557        9.31637                 NaN            NaN   8.86121        45.6887       0.567179        32.7410     
  1062.73        2500.00                 NaN            NaN   2.83490        9.30797                 NaN            NaN   8.86332        45.6848       0.566898        32.7421     
  1061.63        2500.00                 NaN            NaN   2.84409        9.29972                 NaN            NaN   8.86545        45.6809       0.566614        32.7432     
  1060.53        2500.00                 NaN            NaN   2.85312        9.29165                 NaN            NaN   8.86757        45.6770       0.566329        32.7443     
  1059.43        2500.00                 NaN            NaN   2.86201        9.28372                 NaN            NaN   8.86971        45.6731       0.566040        32.7454     
  1058.33        2500.00                 NaN            NaN   2.87076        9.27595                 NaN            NaN   8.87185        45.6692       0.565749        32.7465     
  1057.23        2500.00                 NaN            NaN   9.26848        2.87923                 NaN            NaN   8.87400        45.6652       0.565452        32.7476     
  1056.13        2500.00                 NaN            NaN   2.88772        9.26097                 NaN            NaN   8.87616        45.6612       0.565159        32.7487     
  1055.03        2500.00                 NaN            NaN   2.89600        9.25370                 NaN            NaN   8.87832        45.6573       0.564860        32.7499     
  1053.92        2500.00                 NaN            NaN   2.90417        9.24655                 NaN            NaN   8.88048        45.6533       0.564559        32.7510     
  1052.82        2500.00                 NaN            NaN   2.91211        9.23966                 NaN            NaN   8.88267        45.6492       0.564255        32.7521     
  1051.72        2500.00                 NaN            NaN   2.91994        9.23286                 NaN            NaN   8.88485        45.6452       0.563949        32.7532     
  1050.62        2500.00                 NaN            NaN   2.92762        9.22624                 NaN            NaN   8.88704        45.6411       0.563640        32.7544     
  1049.52        2500.00                 NaN            NaN   9.21980        2.93513                 NaN            NaN   8.88924        45.6370       0.563328        32.7555     
  1048.42        2500.00                 NaN            NaN   2.94261        9.21340                 NaN            NaN   8.89144        45.6329       0.563014        32.7566     
  1047.32        2500.00                 NaN            NaN   2.94980        9.20730                 NaN            NaN   8.89366        45.6288       0.562697        32.7577     
  1046.22        2500.00                 NaN            NaN   2.95692        9.20129                 NaN            NaN   8.89588        45.6246       0.562377        32.7589     
  1045.12        2500.00                 NaN            NaN   2.96391        9.19542                 NaN            NaN   8.89810        45.6205       0.562055        32.7600     
  1044.02        2500.00                 NaN            NaN   2.97074        9.18972                 NaN            NaN   8.90034        45.6163       0.561729        32.7612     
  1042.92        2500.00                 NaN            NaN   2.97745        9.18415                 NaN            NaN   8.90258        45.6121       0.561401        32.7623     
  1041.82        2500.00                 NaN            NaN   2.98397        9.17879                 NaN            NaN   8.90483        45.6079       0.561070        32.7635     
  1040.72        2500.00                 NaN            NaN   2.99045        9.17347                 NaN            NaN   8.90709        45.6037       0.560737        32.7646     
  1039.62        2500.00                 NaN            NaN   2.99676        9.16834                 NaN            NaN   8.90935        45.5994       0.560401        32.7657     
  1038.52        2500.00                 NaN            NaN   3.00294        9.16336                 NaN            NaN   8.91162        45.5951       0.560061        32.7669     
  1037.42        2500.00                 NaN            NaN   3.00899        9.15851                 NaN            NaN   8.91390        45.5908       0.559719        32.7681     
  1036.32        2500.00                 NaN            NaN   3.01490        9.15382                 NaN            NaN   8.91619        45.5865       0.559374        32.7692     
  1035.22        2500.00                 NaN            NaN   3.02068        9.14927                 NaN            NaN   8.91848        45.5822       0.559025        32.7704     
  1034.12        2500.00                 NaN            NaN   9.12554        3.05155                 NaN            NaN   8.92410        45.5691       0.557438        32.7722     
  1033.02        2500.00                 NaN            NaN   9.17034        3.00660                 NaN            NaN   8.92609        45.5656       0.557745        32.7737     
  1031.91        2500.00                 NaN            NaN   9.16739        3.01091                 NaN            NaN   8.92847        45.5610       0.557354        32.7748     
  1030.81        2500.00                 NaN            NaN   9.18408        2.99963                 NaN            NaN   8.93363        45.5501       0.556179        32.7764     
  1029.71        2500.00                 NaN            NaN   9.16178        3.01927                 NaN            NaN   8.93326        45.5520       0.556561        32.7772     
  1028.61        2500.00                 NaN            NaN   9.15918        3.02327                 NaN            NaN   8.93567        45.5474       0.556159        32.7783     
  1027.51        2500.00                 NaN            NaN   9.15668        3.02718                 NaN            NaN   8.93809        45.5428       0.555754        32.7795     
  1026.41        2500.00                 NaN            NaN   9.15430        3.03099                 NaN            NaN   8.94052        45.5382       0.555346        32.7807     
  1025.31        2500.00                 NaN            NaN   9.16002        3.02769                 NaN            NaN   8.94381        45.5318       0.554683        32.7820     
  1024.21        2500.00                 NaN            NaN   9.15342        3.03506                 NaN            NaN   8.94565        45.5283       0.554436        32.7831     
  1023.11        2500.00                 NaN            NaN   9.16603        3.02360                 NaN            NaN   8.94781        45.5244       0.554151        32.7840     
  1022.01        2500.00                 NaN            NaN   9.14584        3.04531                 NaN            NaN   8.95033        45.5194       0.553676        32.7854     
  1020.91        2500.00                 NaN            NaN   9.08065        3.11534                 NaN            NaN   8.95386        45.5113       0.552295        32.7865     
  1019.81        2500.00                 NaN            NaN   9.07792        3.11974                 NaN            NaN   8.95639        45.5064       0.551847        32.7877     
  1018.71        2500.00                 NaN            NaN   3.02682        9.16963                 NaN            NaN   8.95949        45.5037       0.551770        32.7886     
  1017.61        2500.00                 NaN            NaN   3.05291        9.13948                 NaN            NaN   8.95719        45.5088       0.552840        32.7888     
  1016.51        2500.00                 NaN            NaN   3.07790        9.12197                 NaN            NaN   8.96343        45.4943       0.551271        32.7912     
  1015.41        2500.00                 NaN            NaN   3.04255        9.15490                 NaN            NaN   8.96355        45.4965       0.551223        32.7913     
  1014.31        2500.00                 NaN            NaN   9.07085        3.13595                 NaN            NaN   8.96971        45.4800       0.549452        32.7941     
  1013.21        2500.00                 NaN            NaN   9.06510        3.14332                 NaN            NaN   8.97193        45.4754       0.549040        32.7952     
  1012.11        2500.00                 NaN            NaN   9.06280        3.14731                 NaN            NaN   8.97456        45.4704       0.548560        32.7964     
  1011.01        2500.00                 NaN            NaN   9.06181        3.15008                 NaN            NaN   8.97721        45.4651       0.548093        32.7977     
  1009.90        2500.00                 NaN            NaN   9.07795        3.13267                 NaN            NaN   8.97831        45.4646       0.548186        32.7983     
  1008.80        2500.00                 NaN            NaN   9.07716        3.13519                 NaN            NaN   8.98090        45.4595       0.547719        32.7995     
  1007.70        2500.00                 NaN            NaN   9.07707        3.13715                 NaN            NaN   8.98347        45.4543       0.547247        32.8008     
  1006.60        2500.00                 NaN            NaN   3.00863        9.20992                 NaN            NaN   8.99378        45.4402       0.545505        32.8019     
  1005.50        2500.00                 NaN            NaN   9.09612        3.12646                 NaN            NaN   8.98695        45.4394       0.545852        32.8052     
  1004.40        2500.00                 NaN            NaN   9.07515        3.14431                 NaN            NaN   8.99136        45.4390       0.545804        32.8044     
  1003.30        2500.00                 NaN            NaN   9.05346        3.17186                 NaN            NaN   8.99593        45.4277       0.544556        32.8065     
  1002.20        2500.00                 NaN            NaN   9.07708        3.14972                 NaN            NaN   8.99955        45.4208       0.544277        32.8086     
  1001.10        2500.00                 NaN            NaN   9.08159        3.14006                 NaN            NaN   9.00077        45.4243       0.544608        32.8086     
  1000.00        2500.00                 NaN            NaN   9.08197        3.14154                 NaN            NaN   9.00348        45.4190       0.544094        32.8099     
