|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.25/ALH/ALH_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Sp(TH)         Sp(TH)         an             San(TH)        ilm            q             
  1254.22        2500.00        99.9989                 NaN            NaN  0.145155E-003  0.922453E-004  0.764697E-004            NaN  0.143992E-003  0.612975E-003  0.176640E-004            NaN
  1252.84        2500.00        91.4788                 NaN            NaN  0.775759        1.63843       0.174969                 NaN   1.11216        4.52837       0.291504                 NaN
  1251.46        2500.00        97.1456                 NaN            NaN  0.639036                 NaN  0.222332                 NaN  0.361220        1.56925       0.625309E-001            NaN
  1250.08        2500.00        96.3529                 NaN            NaN   1.13071       0.128182E-001            NaN            NaN  0.488842        1.88810       0.126663                 NaN
  1248.70        2500.00        96.2918                 NaN            NaN   1.00502                 NaN  0.194837                 NaN  0.439739        1.95598       0.112650                 NaN
  1247.32        2500.00        97.2001                 NaN            NaN  0.792720                 NaN  0.207511E-002            NaN  0.374984        1.52715       0.103020                 NaN
  1245.93        2500.00        94.8651                 NaN            NaN  0.459830       0.502972       0.675923                 NaN  0.716119        2.78001                 NaN            NaN
  1244.55        2500.00       100.0000                 NaN  0.530314E-005  0.529410E-005            NaN            NaN            NaN  0.445365E-005  0.138645E-004            NaN            NaN
  1243.17        2500.00        99.9999                 NaN  0.559037E-005  0.855511E-005  0.220058E-004            NaN            NaN  0.161467E-004  0.705747E-004  0.628915E-005            NaN
  1241.79        2500.00        93.5180                 NaN            NaN   1.44376       0.451902                 NaN            NaN  0.831470        3.50147       0.253395                 NaN
  1240.41        2500.00        96.3978                 NaN            NaN  0.676855       0.246251                 NaN            NaN  0.436913        2.05628       0.185890                 NaN
  1239.03        2500.00        97.9081                 NaN            NaN  0.377599       0.155916                 NaN            NaN  0.247056        1.22780       0.835544E-001            NaN
  1237.64        2500.00       100.0000                 NaN            NaN            NaN            NaN  0.232686E-005            NaN            NaN  0.874425E-005            NaN            NaN
  1236.26        2500.00        95.8492                 NaN            NaN   1.34559                 NaN            NaN            NaN  0.581934        2.07425       0.149007                 NaN
  1234.88        2500.00        95.9683                 NaN            NaN  0.571617       0.191900       0.418107                 NaN  0.485458        2.34287       0.217026E-001            NaN
  1233.50        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1232.12        2500.00        99.9999                 NaN  0.776752E-005  0.140780E-004  0.777567E-005            NaN            NaN  0.157911E-004  0.715176E-004  0.441455E-005            NaN
  1230.74        2500.00        91.8607                 NaN            NaN  0.701614        1.52349                 NaN            NaN   1.00277        4.59810       0.313298                 NaN
  1229.35        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1227.97        2500.00        99.2971                 NaN            NaN  0.273017                 NaN            NaN            NaN  0.941071E-001  0.322485       0.133341E-001            NaN
  1226.59        2500.00        98.4288                 NaN            NaN  0.444692E-001            NaN            NaN            NaN  0.103698       0.645620       0.184173E-001  0.758970     
  1225.21        2500.00        81.1883                 NaN            NaN  0.290293        1.80404       0.436298       0.877884        1.76788        8.71870                 NaN   4.91662     
  1223.83        2500.00                 NaN            NaN            NaN   8.37063                 NaN   5.78776                 NaN   8.26280        44.9437                 NaN   32.6351     
  1222.45        2500.00                 NaN            NaN            NaN   8.45579                 NaN   5.73887                 NaN   8.26957        44.9346                 NaN   32.6012     
  1221.06        2500.00                 NaN            NaN            NaN   8.46355                 NaN   5.73082                 NaN   8.29097        44.9043       0.582613E-002   32.6046     
  1219.68        2500.00                 NaN            NaN            NaN   8.45729                 NaN   5.73943                 NaN   8.29286        44.9035                 NaN   32.6069     
  1218.30        2500.00                 NaN            NaN            NaN   8.44950                 NaN   5.74206                 NaN   8.29681        44.9027                 NaN   32.6090     
  1216.92        2500.00                 NaN            NaN            NaN   8.45556                 NaN   5.73884                 NaN   8.29615        44.9000       0.137711E-002   32.6081     
  1215.54        2500.00                 NaN            NaN            NaN   8.46226                 NaN   5.72322                 NaN   8.29786        44.8972       0.137583E-001   32.6057     
  1214.16        2500.00                 NaN            NaN            NaN   8.46903                 NaN   5.70756                 NaN   8.29965        44.8943       0.261234E-001   32.6034     
  1212.77        2500.00                 NaN            NaN            NaN   8.52399                 NaN   5.65550                 NaN   8.31331        44.8757       0.478804E-001   32.5836     
  1211.39        2500.00                 NaN            NaN            NaN   8.52541                 NaN   5.64375                 NaN   8.31377        44.8749       0.591706E-001   32.5830     
  1210.01        2500.00                 NaN            NaN            NaN   8.48752                 NaN   5.66171                 NaN   8.30410        44.8865       0.632148E-001   32.5969     
  1208.63        2500.00                 NaN            NaN            NaN   8.49251                 NaN   5.64762                 NaN   8.30563        44.8843       0.748557E-001   32.5951     
  1207.25        2500.00                 NaN            NaN            NaN   8.49765                 NaN   5.63313                 NaN   8.30701        44.8821       0.868806E-001   32.5932     
  1205.87        2500.00                 NaN            NaN            NaN   8.50233                 NaN   5.61899                 NaN   8.30822        44.8801       0.988622E-001   32.5915     
  1204.48        2500.00                 NaN            NaN            NaN   8.53221                 NaN   5.58391                 NaN   8.31630        44.8709       0.116823        32.5798     
  1203.10        2500.00                 NaN            NaN            NaN   8.53320                 NaN   5.57308                 NaN   8.31658        44.8702       0.127516        32.5795     
  1201.72        2500.00                 NaN            NaN            NaN   8.53461                 NaN   5.56120                 NaN   8.31708        44.8694       0.138924        32.5788     
  1200.34        2500.00                 NaN            NaN            NaN   8.19841       0.479164        5.44508                 NaN   8.31944        44.8598       0.173741        32.5244     
  1198.96        2500.00                 NaN            NaN            NaN  0.573292        8.14623        5.40348                 NaN   8.32422        44.8523       0.191814        32.5087     
  1197.58        2500.00                 NaN            NaN            NaN   8.06947       0.713238        5.34684                 NaN   8.33052        44.8421       0.212857        32.4850     
  1196.19        2500.00                 NaN            NaN            NaN   7.99578       0.849042        5.29118                 NaN   8.33679        44.8320       0.233490        32.4617     
  1194.81        2500.00                 NaN            NaN            NaN   7.92415       0.982864        5.23564                 NaN   8.34306        44.8219       0.253965        32.4384     
  1193.43        2500.00                 NaN            NaN            NaN   7.85468        1.11405        5.18065                 NaN   8.34933        44.8119       0.274151        32.4152     
  1192.05        2500.00                 NaN            NaN            NaN   7.78709        1.24298        5.12611                 NaN   8.35562        44.8019       0.294066        32.3922     
  1190.67        2500.00                 NaN            NaN            NaN   1.37128        7.72067        5.07137                 NaN   8.36192        44.7919       0.313892        32.3690     
  1189.29        2500.00                 NaN            NaN            NaN   7.65492        1.49956        5.01635                 NaN   8.36831        44.7818       0.333605        32.3455     
  1187.90        2500.00                 NaN            NaN            NaN   1.62318        7.59158        4.96298                 NaN   8.37458        44.7719       0.352928        32.3229     
  1186.52        2500.00                 NaN            NaN            NaN   7.52767        1.75045        4.90778                 NaN   8.38103        44.7616       0.372373        32.2991     
  1185.14        2500.00                 NaN            NaN            NaN   7.55751        1.71613        4.90133                 NaN   8.38271        44.7595       0.381730        32.3011     
  1183.76        2500.00                 NaN            NaN            NaN   1.81398        7.51265        4.85392                 NaN   8.38837        44.7505       0.399319        32.2812     
  1182.38        2500.00                 NaN            NaN            NaN   7.45596        1.93333        4.79970                 NaN   8.39478        44.7403       0.418171        32.2577     
  1181.00        2500.00                 NaN            NaN            NaN   2.08290        7.38264        4.73591                 NaN   8.40225        44.7285       0.438785        32.2290     
  1179.62        2500.00                 NaN            NaN            NaN   2.22954        7.31129        4.67308                 NaN   8.40969        44.7168       0.458959        32.2006     
  1178.23        2500.00                 NaN            NaN            NaN   7.24064        2.37646        4.60977                 NaN   8.41722        44.7050       0.479046        32.1719     
  1176.85        2500.00                 NaN            NaN            NaN   7.17064        2.52372        4.54597                 NaN   8.42485        44.6931       0.499042        32.1427     
  1175.47        2500.00                 NaN            NaN            NaN   2.66999        7.10179        4.48230                 NaN   8.43252        44.6811       0.518800        32.1135     
  1174.09        2500.00                 NaN            NaN            NaN   2.81423        7.03447        4.41926                 NaN   8.44018        44.6692       0.538204        32.0844     
  1172.71        2500.00                 NaN            NaN            NaN   6.97067        2.95049        4.35973                 NaN   8.44761        44.6576       0.556697        32.0572     
  1171.33        2500.00                 NaN            NaN            NaN   6.91022        3.08725        4.29733                 NaN   8.45511        44.6461       0.575727        32.0282     
  1169.94        2500.00                 NaN            NaN            NaN   3.12440        6.93299        4.25765                 NaN   8.47930        44.6035       0.586462        32.0157     
  1168.56        2500.00                 NaN            NaN            NaN   3.50424        6.71172        4.12793                 NaN   8.47500        44.6151       0.620876        31.9452     
  1167.18        2500.00                 NaN            NaN            NaN   6.64531        3.64776        4.06591                 NaN   8.48314        44.6027       0.639112        31.9161     
  1165.80        2500.00                 NaN            NaN            NaN   3.82267        6.57235        3.98671                 NaN   8.49308        44.5877       0.660164        31.8773     
  1164.42        2500.00                 NaN            NaN            NaN   3.92662        6.53054        3.93640                 NaN   8.49980        44.5774       0.675257        31.8540     
  1163.04        2500.00                 NaN            NaN            NaN   6.45027        4.09863        3.86475                 NaN   8.50888        44.5637       0.694652        31.8191     
  1161.65        2500.00                 NaN            NaN            NaN   6.40891        4.21743        3.80399                 NaN   8.51665        44.5516       0.711465        31.7899     
  1160.27        2500.00                 NaN            NaN            NaN   4.18967        6.43427        3.79776                 NaN   8.51843        44.5495       0.719252        31.7912     
  1158.89        2500.00                 NaN            NaN            NaN   4.32190        6.37958        3.73692                 NaN   8.52641        44.5375       0.735957        31.7618     
  1157.51        2500.00                 NaN            NaN            NaN   6.31477        4.47539        3.66864                 NaN   8.53531        44.5241       0.753704        31.7281     
  1156.13        2500.00                 NaN            NaN            NaN   6.16513        4.81763        3.52992                 NaN   8.55199        44.4978       0.782710        31.6548     
  1154.75        2500.00                 NaN            NaN            NaN   6.10313        4.97383        3.45860                 NaN   8.56126        44.4837       0.800394        31.6191     
  1153.36        2500.00                 NaN            NaN            NaN   5.04976        6.07514        3.41861                 NaN   8.56713        44.4757       0.812961        31.6007     
  1151.98        2500.00                 NaN            NaN            NaN   6.00560        5.22701        3.33867                 NaN   8.57745        44.4598       0.831567        31.5599     
  1150.60        2500.00                 NaN            NaN            NaN   5.44919        5.91800        3.24112                 NaN   8.58982        44.4405       0.852507        31.5088     
  1149.22        2500.00                 NaN            NaN            NaN   5.85591        5.61170        3.16671                 NaN   8.59967        44.4257       0.869674        31.4707     
  1147.84        2500.00                 NaN            NaN            NaN   5.79333        5.77250        3.09379                 NaN   8.60951        44.4111       0.886519        31.4333     
  1146.46        2500.00                 NaN            NaN            NaN   5.53139        6.51271        2.73521                 NaN   8.66058        44.3384       0.971148        31.2506     
  1145.07        2500.00                 NaN            NaN            NaN   5.53139        6.51271        2.73521                 NaN   8.66058        44.3384       0.971149        31.2506     
  1143.69        2500.00                 NaN            NaN            NaN   5.53139        6.51271        2.73521                 NaN   8.66058        44.3384       0.971149        31.2506     
  1142.31        2500.00                 NaN            NaN            NaN   5.53139        6.51271        2.73521                 NaN   8.66058        44.3384       0.971149        31.2506     
  1140.93        2500.00                 NaN            NaN            NaN   5.53139        6.51271        2.73521                 NaN   8.66058        44.3384       0.971149        31.2506     
  1139.55        2500.00                 NaN            NaN            NaN   5.53139        6.51271        2.73521                 NaN   8.66058        44.3384       0.971149        31.2506     
  1138.17        2500.00                 NaN            NaN            NaN   5.53139        6.51271        2.73521                 NaN   8.66058        44.3384       0.971149        31.2506     
  1136.78        2500.00                 NaN            NaN            NaN   5.53139        6.51271        2.73521                 NaN   8.66058        44.3384       0.971149        31.2506     
  1135.40        2500.00                 NaN            NaN            NaN   5.58171        6.55514        2.64167                 NaN   8.67134        44.3355        1.00776        31.2069     
  1134.02        2500.00                 NaN            NaN            NaN   7.14452        5.30975        2.43509                 NaN   8.70718        44.2750        1.03527        31.0932     
  1132.64        2500.00                 NaN            NaN            NaN   8.05331        5.05221        2.00078                 NaN   8.76805        44.1911        1.09492        30.8397     
  1131.26        2500.00                 NaN            NaN            NaN   8.05331        5.05221        2.00078                 NaN   8.76805        44.1911        1.09492        30.8397     
  1129.88        2500.00                 NaN            NaN            NaN   8.05331        5.05221        2.00078                 NaN   8.76805        44.1911        1.09492        30.8397     
  1128.49        2500.00                 NaN            NaN            NaN   8.08688        5.03818        1.95607                 NaN   8.77126        44.1889        1.12814        30.8306     
  1127.11        2500.00                 NaN            NaN            NaN   8.08688        5.03818        1.95607                 NaN   8.77126        44.1889        1.12814        30.8306     
  1125.73        2500.00                 NaN            NaN            NaN   8.31897        4.93976        1.87016                 NaN   8.78525        44.1653        1.13848        30.7821     
  1124.35        2500.00                 NaN            NaN            NaN   8.31897        4.93976        1.87016                 NaN   8.78525        44.1653        1.13848        30.7821     
  1122.97        2500.00                 NaN            NaN            NaN   8.31897        4.93976        1.87016                 NaN   8.78525        44.1653        1.13848        30.7821     
  1121.59        2500.00                 NaN            NaN            NaN   4.67546        9.31948        1.38628                 NaN   8.85452        44.0703        1.19851        30.4954     
  1120.20        2500.00                 NaN            NaN            NaN   9.55924        4.57783        1.28455                 NaN   8.86976        44.0461        1.21960        30.4430     
  1118.82        2500.00                 NaN            NaN            NaN   9.55924        4.57783        1.28455                 NaN   8.86976        44.0461        1.21960        30.4430     
  1117.44        2500.00                 NaN            NaN            NaN   9.55924        4.57783        1.28455                 NaN   8.86976        44.0461        1.21960        30.4430     
  1116.06        2500.00                 NaN            NaN            NaN   9.77153        4.49138        1.20427                 NaN   8.88301        44.0238        1.22872        30.3973     
  1114.68        2500.00                 NaN            NaN            NaN   9.78076        4.48752        1.19153                 NaN   8.88398        44.0232        1.23826        30.3948     
  1113.30        2500.00                 NaN            NaN            NaN   10.8637        4.07170       0.779449                 NaN   8.93057        43.9340        1.27421        30.1465     
  1111.91        2500.00                 NaN            NaN            NaN   3.96130        11.2008       0.632485                 NaN   8.95109        43.9035        1.29135        30.0595     
  1110.53        2500.00                 NaN            NaN            NaN   3.87310        11.4813       0.508042                 NaN   8.96891        43.8772        1.30565        29.9858     
  1109.15        2500.00                 NaN            NaN            NaN   11.7042        3.80978       0.404751                 NaN   8.98388        43.8553        1.31747        29.9246     
  1107.77        2500.00                 NaN            NaN            NaN   11.9870        3.72314       0.278599                 NaN   9.00200        43.8287        1.33118        29.8494     
  1106.39        2500.00                 NaN            NaN            NaN   3.63637        12.2733       0.150816                 NaN   9.02038        43.8017        1.34465        29.7728     
  1105.01        2500.00                 NaN            NaN            NaN   12.6000        3.53633       0.631668E-002            NaN   9.04097        43.7712        1.35928        29.6859     
  1103.62        2500.00                 NaN            NaN            NaN   12.6208        3.52577                 NaN            NaN   9.04896        43.7606        1.35980        29.6841     
  1102.24        2500.00                 NaN            NaN            NaN   3.53835        12.6092                 NaN            NaN   9.05140        43.7584        1.35902        29.6836     
  1100.86        2500.00                 NaN            NaN            NaN   12.5950        3.55265                 NaN            NaN   9.05410        43.7564        1.35860        29.6832     
  1099.48        2500.00                 NaN            NaN            NaN   3.59807        12.4664       0.532283E-001            NaN   9.05203        43.7615        1.35287        29.7159     
  1098.10        2500.00                 NaN            NaN            NaN   12.5140        3.62973                 NaN            NaN   9.06586        43.7477        1.35886        29.6838     
  1096.72        2500.00                 NaN            NaN            NaN   12.4967        3.64627                 NaN            NaN   9.06949        43.7445        1.35883        29.6842     
  1095.33        2500.00                 NaN            NaN            NaN   12.4839        3.65855                 NaN            NaN   9.07248        43.7417        1.35882        29.6846     
  1093.95        2500.00                 NaN            NaN            NaN   12.4750        3.66711                 NaN            NaN   9.07498        43.7392        1.35879        29.6849     
  1092.57        2500.00                 NaN            NaN            NaN   12.4687        3.67318                 NaN            NaN   9.07711        43.7370        1.35877        29.6853     
  1091.19        2500.00                 NaN            NaN            NaN   12.4645        3.67720                 NaN            NaN   9.07895        43.7350        1.35874        29.6856     
  1089.81        2500.00                 NaN            NaN            NaN   12.4621        3.67960                 NaN            NaN   9.08056        43.7331        1.35872        29.6860     
  1088.43        2500.00                 NaN            NaN            NaN   12.4610        3.68069                 NaN            NaN   9.08198        43.7313        1.35870        29.6864     
  1087.04        2500.00                 NaN            NaN            NaN   12.4609        3.68083                 NaN            NaN   9.08323        43.7296        1.35868        29.6868     
  1085.66        2500.00                 NaN            NaN            NaN   12.5430        3.61273                 NaN            NaN   9.10077        43.7033        1.35267        29.6875     
  1084.28        2500.00                 NaN            NaN            NaN   12.5242        3.62950                 NaN            NaN   9.10114        43.7040        1.35337        29.6878     
  1082.90        2500.00                 NaN            NaN            NaN   12.5192        3.63484                 NaN            NaN   9.10418        43.7005        1.35310        29.6882     
  1081.52        2500.00                 NaN            NaN            NaN   12.5157        3.63888                 NaN            NaN   9.10744        43.6966        1.35272        29.6887     
  1080.14        2500.00                 NaN            NaN            NaN   12.5075        3.64435                 NaN            NaN   9.10483        43.7004        1.35395        29.6889     
  1078.75        2500.00                 NaN            NaN            NaN   12.5135        3.64117                 NaN            NaN   9.11171        43.6917        1.35249        29.6894     
  1077.37        2500.00                 NaN            NaN            NaN   12.5284        3.63239                 NaN            NaN   9.12681        43.6736        1.34904        29.6897     
  1075.99        2500.00                 NaN            NaN            NaN   12.5241        3.63780                 NaN            NaN   9.13100        43.6682        1.34859        29.6903     
  1074.61        2500.00                 NaN            NaN            NaN   12.4988        3.65968                 NaN            NaN   9.13361        43.6679        1.34956        29.6905     
  1073.23        2500.00                 NaN            NaN            NaN   12.5097        3.65378                 NaN            NaN   9.13836        43.6594        1.34752        29.6913     
  1071.85        2500.00                 NaN            NaN            NaN   3.67112        12.4883                 NaN            NaN   9.14137        43.6598        1.34856        29.6908     
  1070.46        2500.00                 NaN            NaN            NaN   12.4391        3.71149                 NaN            NaN   9.14345        43.6628        1.35181        29.6913     
  1069.08        2500.00                 NaN            NaN            NaN   3.69106        12.4537                 NaN            NaN   9.13820        43.6728        1.35400        29.6902     
  1067.70        2500.00                 NaN            NaN            NaN   3.67253        12.4953                 NaN            NaN   9.15569        43.6381        1.34500        29.6934     
  1066.32        2500.00                 NaN            NaN            NaN   3.74066        12.4077                 NaN            NaN   9.15445        43.6529        1.35195        29.6923     
  1064.94        2500.00                 NaN            NaN            NaN   12.4051        3.74394                 NaN            NaN   9.15771        43.6493        1.35145        29.6924     
  1063.56        2500.00                 NaN            NaN            NaN   3.69671        12.4732                 NaN            NaN   9.16750        43.6238        1.34368        29.6951     
  1062.17        2500.00                 NaN            NaN            NaN   3.69884        12.4725                 NaN            NaN   9.17187        43.6183        1.34291        29.6955     
  1060.79        2500.00                 NaN            NaN            NaN   12.4699        3.70299                 NaN            NaN   9.17707        43.6118        1.34196        29.6963     
  1059.41        2500.00                 NaN            NaN            NaN   12.4745        3.69945                 NaN            NaN   9.18092        43.6073        1.34139        29.6964     
  1058.03        2500.00                 NaN            NaN            NaN   3.70739        12.4675                 NaN            NaN   9.18463        43.6026        1.34090        29.6969     
  1056.65        2500.00                 NaN            NaN            NaN   12.4626        3.71372                 NaN            NaN   9.18975        43.5957        1.34023        29.6980     
  1055.27        2500.00                 NaN            NaN            NaN   12.4619        3.71573                 NaN            NaN   9.19396        43.5905        1.33952        29.6984     
  1053.88        2500.00                 NaN            NaN            NaN   12.4617        3.71732                 NaN            NaN   9.19832        43.5851        1.33873        29.6989     
  1052.50        2500.00                 NaN            NaN            NaN   3.72117        12.4592                 NaN            NaN   9.20161        43.5807        1.33802        29.6993     
  1051.12        2500.00                 NaN            NaN            NaN   12.4637        3.72146                 NaN            NaN   9.21180        43.5678        1.33515        29.7002     
  1049.74        2500.00                 NaN            NaN            NaN   12.4578        3.72523                 NaN            NaN   9.21179        43.5680        1.33663        29.7006     
  1048.36        2500.00                 NaN            NaN            NaN   12.4540        3.73035                 NaN            NaN   9.21557        43.5629        1.33598        29.7012     
  1046.98        2500.00                 NaN            NaN            NaN   12.4515        3.73372                 NaN            NaN   9.21982        43.5580        1.33538        29.7016     
  1045.59        2500.00                 NaN            NaN            NaN   12.4488        3.73797                 NaN            NaN   9.22394        43.5523        1.33464        29.7023     
  1044.21        2500.00                 NaN            NaN            NaN   3.82365        12.3455                 NaN            NaN   9.22651        43.5608        1.34054        29.7030     
  1042.83        2500.00                 NaN            NaN            NaN   3.82791        12.3418                 NaN            NaN   9.22834        43.5587        1.34018        29.7031     
  1041.45        2500.00                 NaN            NaN            NaN   3.83202        12.3381                 NaN            NaN   9.23007        43.5568        1.33986        29.7032     
  1040.07        2500.00                 NaN            NaN            NaN   3.82865        12.3486                 NaN            NaN   9.23229        43.5484        1.33779        29.7042     
  1038.69        2500.00                 NaN            NaN            NaN   3.82689        12.3514                 NaN            NaN   9.23429        43.5452        1.33746        29.7048     
  1037.30        2500.00                 NaN            NaN            NaN   3.82505        12.3542                 NaN            NaN   9.23626        43.5420        1.33713        29.7054     
  1035.92        2500.00                 NaN            NaN            NaN   12.3571        3.82315                 NaN            NaN   9.23820        43.5388        1.33681        29.7060     
  1034.54        2500.00                 NaN            NaN            NaN   12.4365        3.76222                 NaN            NaN   9.25868        43.5066        1.32875        29.7073     
  1033.16        2500.00                 NaN            NaN            NaN   3.76472        12.4351                 NaN            NaN   9.26352        43.5008        1.32808        29.7077     
  1031.78        2500.00                 NaN            NaN            NaN   3.76888        12.4329                 NaN            NaN   9.26741        43.4950        1.32724        29.7086     
  1030.40        2500.00                 NaN            NaN            NaN   12.4317        3.77131                 NaN            NaN   9.27117        43.4903        1.32656        29.7090     
  1029.01        2500.00                 NaN            NaN            NaN   12.4303        3.77440                 NaN            NaN   9.27556        43.4843        1.32579        29.7097     
  1027.63        2500.00                 NaN            NaN            NaN   12.4288        3.77746                 NaN            NaN   9.27997        43.4783        1.32501        29.7104     
  1026.25        2500.00                 NaN            NaN            NaN   12.4275        3.78049                 NaN            NaN   9.28438        43.4723        1.32423        29.7111     
  1024.87        2500.00                 NaN            NaN            NaN   12.4262        3.78350                 NaN            NaN   9.28881        43.4662        1.32343        29.7118     
  1023.49        2500.00                 NaN            NaN            NaN   12.4247        3.78667                 NaN            NaN   9.29322        43.4602        1.32265        29.7126     
  1022.11        2500.00                 NaN            NaN            NaN   12.4240        3.78953                 NaN            NaN   9.29824        43.4530        1.32173        29.7135     
  1020.72        2500.00                 NaN            NaN            NaN   12.4231        3.79201                 NaN            NaN   9.30246        43.4473        1.32094        29.7142     
  1019.34        2500.00                 NaN            NaN            NaN   3.79678        12.4203                 NaN            NaN   9.30741        43.4401        1.32011        29.7152     
  1017.96        2500.00                 NaN            NaN            NaN   12.4018        3.81122                 NaN            NaN   9.30950        43.4408        1.32142        29.7152     
  1016.58        2500.00                 NaN            NaN            NaN   12.4122        3.80597                 NaN            NaN   9.31482        43.4315        1.31935        29.7162     
  1015.20        2500.00                 NaN            NaN            NaN   3.82055        12.3937                 NaN            NaN   9.31696        43.4319        1.32066        29.7162     
  1013.82        2500.00                 NaN            NaN            NaN   12.3576        3.85088                 NaN            NaN   9.32295        43.4302        1.32215        29.7162     
  1012.43        2500.00                 NaN            NaN            NaN   12.3769        3.85627                 NaN            NaN   9.35544        43.3825        1.31032        29.7186     
  1011.05        2500.00                 NaN            NaN            NaN   12.3814        3.85287                 NaN            NaN   9.35682        43.3797        1.31002        29.7192     
  1009.67        2500.00                 NaN            NaN            NaN   12.3860        3.84937                 NaN            NaN   9.35808        43.3771        1.30975        29.7197     
  1008.29        2500.00                 NaN            NaN            NaN   12.3906        3.84578                 NaN            NaN   9.35924        43.3746        1.30951        29.7203     
  1006.91        2500.00                 NaN            NaN            NaN   12.3952        3.84214                 NaN            NaN   9.36032        43.3723        1.30930        29.7208     
  1005.53        2500.00                 NaN            NaN            NaN   12.4055        3.83332                 NaN            NaN   9.36562        43.3601        1.31006        29.7254     
  1004.14        2500.00                 NaN            NaN            NaN   12.4050        3.83342                 NaN            NaN   9.36283        43.3677        1.30900        29.7221     
  1002.76        2500.00                 NaN            NaN            NaN   12.4077        3.83209                 NaN            NaN   9.36340        43.3652        1.30888        29.7226     
  1001.38        2500.00                 NaN            NaN            NaN   12.4118        3.82888                 NaN            NaN   9.36448        43.3628        1.30873        29.7233     
  1000.00        2500.00                 NaN            NaN            NaN   12.4159        3.82567                 NaN            NaN   9.36554        43.3604        1.30859        29.7239     
