|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.25/ALH/ALH_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Sp(TH)         Sp(TH)         an             San(TH)        ilm            q             
  1254.22        2500.00        99.9990                 NaN            NaN  0.107486E-003  0.666389E-004  0.415829E-004            NaN  0.135693E-003  0.623155E-003  0.971931E-005            NaN
  1252.84        2500.00        92.2940                 NaN            NaN  0.576680        1.18701       0.956191E-001            NaN   1.05373        4.63171       0.161259                 NaN
  1251.46        2500.00        97.4406                 NaN            NaN  0.471171                 NaN  0.120603                 NaN  0.339787        1.59354       0.343430E-001            NaN
  1250.08        2500.00        96.7327                 NaN            NaN  0.812189       0.945100E-002            NaN            NaN  0.459527        1.91663       0.695175E-001            NaN
  1248.70        2500.00        96.6939                 NaN            NaN  0.742292                 NaN  0.105367                 NaN  0.412700        1.98397       0.617255E-001            NaN
  1247.32        2500.00        97.4822                 NaN            NaN  0.564707                 NaN  0.111892E-002            NaN  0.351077        1.54462       0.563118E-001            NaN
  1245.93        2500.00        95.4619                 NaN            NaN  0.336867       0.356819       0.361150                 NaN  0.670212        2.81310                 NaN            NaN
  1244.55        2500.00       100.0000                 NaN  0.321151E-005  0.374330E-005            NaN            NaN            NaN  0.414220E-005  0.139335E-004            NaN            NaN
  1243.17        2500.00        99.9999                 NaN  0.336679E-005  0.606370E-005  0.160274E-004            NaN            NaN  0.150179E-004  0.709492E-004  0.341491E-005            NaN
  1241.79        2500.00        94.1941                 NaN            NaN   1.02627       0.330118                 NaN            NaN  0.776506        3.53491       0.138150                 NaN
  1240.41        2500.00        96.7582                 NaN            NaN  0.493099       0.174775                 NaN            NaN  0.406015        2.06708       0.100844                 NaN
  1239.03        2500.00        98.1131                 NaN            NaN  0.268075       0.113802                 NaN            NaN  0.229022        1.23074       0.452159E-001            NaN
  1237.64        2500.00       100.0000                 NaN            NaN            NaN            NaN  0.123602E-005            NaN            NaN  0.874895E-005            NaN            NaN
  1236.26        2500.00        96.3518                 NaN            NaN  0.947145                 NaN            NaN            NaN  0.539756        2.08058       0.806775E-001            NaN
  1234.88        2500.00        96.4274                 NaN            NaN  0.412936       0.134356       0.220588                 NaN  0.448836        2.34414       0.117129E-001            NaN
  1233.50        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1232.12        2500.00        99.9999                 NaN  0.460722E-005  0.101256E-004  0.543081E-005            NaN            NaN  0.145309E-004  0.711272E-004  0.237119E-005            NaN
  1230.74        2500.00        92.7280                 NaN            NaN  0.506910        1.06678                 NaN            NaN  0.927306        4.60189       0.169111                 NaN
  1229.35        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1227.97        2500.00        99.3981                 NaN            NaN  0.188791                 NaN            NaN            NaN  0.862525E-001  0.319714       0.713329E-002            NaN
  1226.59        2500.00        98.4779                 NaN            NaN  0.319562E-001            NaN            NaN            NaN  0.950735E-001  0.640616       0.985565E-002  0.744598     
  1225.21        2500.00        82.5069                 NaN            NaN  0.204014        1.30502       0.230998       0.466940        1.64073        8.76258                 NaN   4.88284     
  1223.83        2500.00                 NaN            NaN            NaN   6.42531                 NaN   3.25068                 NaN   8.11523        47.9091                 NaN   34.2997     
  1222.45        2500.00                 NaN            NaN            NaN   6.48629                 NaN   3.22378                 NaN   8.12224        47.9010                 NaN   34.2666     
  1221.06        2500.00                 NaN            NaN            NaN   6.49433                 NaN   3.21845                 NaN   8.14336        47.8689       0.333977E-002   34.2716     
  1219.68        2500.00                 NaN            NaN            NaN   6.48981                 NaN   3.22324                 NaN   8.14514        47.8671                 NaN   34.2747     
  1218.30        2500.00                 NaN            NaN            NaN   6.48407                 NaN   3.22428                 NaN   8.14893        47.8653                 NaN   34.2774     
  1216.92        2500.00                 NaN            NaN            NaN   6.48867                 NaN   3.22246                 NaN   8.14832        47.8622       0.789359E-003   34.2776     
  1215.54        2500.00                 NaN            NaN            NaN   6.49358                 NaN   3.21304                 NaN   8.15006        47.8591       0.788617E-002   34.2764     
  1214.16        2500.00                 NaN            NaN            NaN   6.49854                 NaN   3.20359                 NaN   8.15187        47.8559       0.149736E-001   34.2751     
  1212.77        2500.00                 NaN            NaN            NaN   6.53882                 NaN   3.17331                 NaN   8.16566        47.8379       0.274452E-001   34.2569     
  1211.39        2500.00                 NaN            NaN            NaN   6.53977                 NaN   3.16608                 NaN   8.16615        47.8367       0.339162E-001   34.2574     
  1210.01        2500.00                 NaN            NaN            NaN   6.51206                 NaN   3.17590                 NaN   8.15642        47.8474       0.362327E-001   34.2720     
  1208.63        2500.00                 NaN            NaN            NaN   6.51568                 NaN   3.16735                 NaN   8.15798        47.8448       0.429044E-001   34.2713     
  1207.25        2500.00                 NaN            NaN            NaN   6.51939                 NaN   3.15858                 NaN   8.15939        47.8423       0.497961E-001   34.2706     
  1205.87        2500.00                 NaN            NaN            NaN   6.52282                 NaN   3.14999                 NaN   8.16063        47.8399       0.566627E-001   34.2700     
  1204.48        2500.00                 NaN            NaN            NaN   6.54431                 NaN   3.12926                 NaN   8.16878        47.8311       0.669574E-001   34.2596     
  1203.10        2500.00                 NaN            NaN            NaN   6.54495                 NaN   3.12259                 NaN   8.16909        47.8300       0.730849E-001   34.2603     
  1201.72        2500.00                 NaN            NaN            NaN   6.54590                 NaN   3.11528                 NaN   8.16961        47.8289       0.796227E-001   34.2607     
  1200.34        2500.00                 NaN            NaN            NaN   6.29413       0.354904        3.05019                 NaN   8.17255        47.8217       0.995829E-001   34.2070     
  1198.96        2500.00                 NaN            NaN            NaN  0.424551        6.25476        3.02627                 NaN   8.17748        47.8146       0.109943        34.1924     
  1197.58        2500.00                 NaN            NaN            NaN   6.19681       0.528130        2.99396                 NaN   8.18400        47.8052       0.122007        34.1699     
  1196.19        2500.00                 NaN            NaN            NaN   6.14101       0.628608        2.96222                 NaN   8.19050        47.7960       0.133837        34.1478     
  1194.81        2500.00                 NaN            NaN            NaN   6.08690       0.727600        2.93056                 NaN   8.19700        47.7867       0.145577        34.1256     
  1193.43        2500.00                 NaN            NaN            NaN   6.03435       0.824611        2.89921                 NaN   8.20349        47.7775       0.157152        34.1036     
  1192.05        2500.00                 NaN            NaN            NaN   5.98314       0.919914        2.86813                 NaN   8.21001        47.7684       0.168571        34.0818     
  1190.67        2500.00                 NaN            NaN            NaN   1.01475        5.93299        2.83694                 NaN   8.21654        47.7592       0.179941        34.0597     
  1189.29        2500.00                 NaN            NaN            NaN   5.88325        1.10954        2.80561                 NaN   8.22315        47.7499       0.191245        34.0373     
  1187.90        2500.00                 NaN            NaN            NaN   1.20084        5.83524        2.77524                 NaN   8.22965        47.7408       0.202328        34.0159     
  1186.52        2500.00                 NaN            NaN            NaN   5.78691        1.29484        2.74383                 NaN   8.23633        47.7314       0.213480        33.9932     
  1185.14        2500.00                 NaN            NaN            NaN   5.80945        1.26899        2.73959                 NaN   8.23799        47.7288       0.218841        33.9963     
  1183.76        2500.00                 NaN            NaN            NaN   1.34111        5.77553        2.71255                 NaN   8.24385        47.7204       0.228928        33.9776     
  1182.38        2500.00                 NaN            NaN            NaN   5.73264        1.42915        2.68171                 NaN   8.25049        47.7110       0.239741        33.9552     
  1181.00        2500.00                 NaN            NaN            NaN   1.53956        5.67713        2.64556                 NaN   8.25824        47.7003       0.251568        33.9276     
  1179.62        2500.00                 NaN            NaN            NaN   1.64779        5.62312        2.60995                 NaN   8.26594        47.6897       0.263142        33.9003     
  1178.23        2500.00                 NaN            NaN            NaN   5.56961        1.75621        2.57409                 NaN   8.27375        47.6790       0.274667        33.8727     
  1176.85        2500.00                 NaN            NaN            NaN   5.51660        1.86485        2.53798                 NaN   8.28166        47.6681       0.286142        33.8446     
  1175.47        2500.00                 NaN            NaN            NaN   1.97275        5.46445        2.50194                 NaN   8.28961        47.6573       0.297480        33.8165     
  1174.09        2500.00                 NaN            NaN            NaN   2.07912        5.41346        2.46627                 NaN   8.29755        47.6465       0.308616        33.7885     
  1172.71        2500.00                 NaN            NaN            NaN   5.36514        2.17973        2.43257                 NaN   8.30524        47.6358       0.319229        33.7623     
  1171.33        2500.00                 NaN            NaN            NaN   5.31936        2.28043        2.39728                 NaN   8.31301        47.6254       0.330152        33.7344     
  1169.94        2500.00                 NaN            NaN            NaN   2.30756        5.33845        2.37468                 NaN   8.33722        47.5819       0.336319        33.7239     
  1168.56        2500.00                 NaN            NaN            NaN   2.58835        5.16878        2.30196                 NaN   8.33370        47.5978       0.356078        33.6534     
  1167.18        2500.00                 NaN            NaN            NaN   5.11867        2.69416        2.26693                 NaN   8.34210        47.5863       0.366547        33.6253     
  1165.80        2500.00                 NaN            NaN            NaN   2.82302        5.06306        2.22233                 NaN   8.35242        47.5730       0.378639        33.5876     
  1164.42        2500.00                 NaN            NaN            NaN   2.89938        5.03135        2.19387                 NaN   8.35936        47.5634       0.387304        33.5653     
  1163.04        2500.00                 NaN            NaN            NaN   4.97054        3.02635        2.15354                 NaN   8.36876        47.5510       0.398444        33.5314     
  1161.65        2500.00                 NaN            NaN            NaN   4.93907        3.11350        2.11926                 NaN   8.37682        47.5400       0.408101        33.5032     
  1160.27        2500.00                 NaN            NaN            NaN   3.09218        4.95866        2.11529                 NaN   8.37858        47.5373       0.412560        33.5054     
  1158.89        2500.00                 NaN            NaN            NaN   3.18947        4.91721        2.08100                 NaN   8.38682        47.5263       0.422155        33.4770     
  1157.51        2500.00                 NaN            NaN            NaN   4.86803        3.30249        2.04258                 NaN   8.39604        47.5142       0.432351        33.4443     
  1156.13        2500.00                 NaN            NaN            NaN   4.75398        3.55527        1.96507                 NaN   8.41345        47.4913       0.449035        33.3719     
  1154.75        2500.00                 NaN            NaN            NaN   4.70687        3.67021        1.92500                 NaN   8.42306        47.4785       0.459199        33.3371     
  1153.36        2500.00                 NaN            NaN            NaN   3.72582        4.68593        1.90233                 NaN   8.42907        47.4708       0.466413        33.3197     
  1151.98        2500.00                 NaN            NaN            NaN   4.63303        3.85630        1.85751                 NaN   8.43979        47.4566       0.477111        33.2797     
  1150.60        2500.00                 NaN            NaN            NaN   4.01994        4.56617        1.80294                 NaN   8.45267        47.4395       0.489158        33.2296     
  1149.22        2500.00                 NaN            NaN            NaN   4.51894        4.13949        1.76122                 NaN   8.46288        47.4261       0.499030        33.1924     
  1147.84        2500.00                 NaN            NaN            NaN   4.47141        4.25782        1.72033                 NaN   8.47306        47.4129       0.508717        33.1558     
  1146.46        2500.00                 NaN            NaN            NaN   4.27197        4.80048        1.51941                 NaN   8.52605        47.3501       0.557449        32.9746     
  1145.07        2500.00                 NaN            NaN            NaN   4.27186        4.80035        1.51935                 NaN   8.52604        47.3495       0.557439        32.9755     
  1143.69        2500.00                 NaN            NaN            NaN   4.27176        4.80022        1.51929                 NaN   8.52602        47.3490       0.557428        32.9763     
  1142.31        2500.00                 NaN            NaN            NaN   4.27166        4.80009        1.51922                 NaN   8.52601        47.3484       0.557417        32.9772     
  1140.93        2500.00                 NaN            NaN            NaN   4.27155        4.79996        1.51916                 NaN   8.52599        47.3479       0.557406        32.9780     
  1139.55        2500.00                 NaN            NaN            NaN   4.27145        4.79983        1.51910                 NaN   8.52598        47.3473       0.557396        32.9789     
  1138.17        2500.00                 NaN            NaN            NaN   4.27135        4.79970        1.51904                 NaN   8.52596        47.3468       0.557385        32.9798     
  1136.78        2500.00                 NaN            NaN            NaN   4.27124        4.79957        1.51898                 NaN   8.52595        47.3463       0.557374        32.9806     
  1135.40        2500.00                 NaN            NaN            NaN   4.31025        4.82574        1.46587                 NaN   8.53703        47.3454       0.578411        32.9373     
  1134.02        2500.00                 NaN            NaN            NaN   5.26047        4.10668        1.35143                 NaN   8.57390        47.2889       0.594299        32.8243     
  1132.64        2500.00                 NaN            NaN            NaN   5.92713        3.90893        1.11078                 NaN   8.63717        47.2171       0.628771        32.5701     
  1131.26        2500.00                 NaN            NaN            NaN   5.92697        3.90883        1.11074                 NaN   8.63716        47.2166       0.628759        32.5710     
  1129.88        2500.00                 NaN            NaN            NaN   5.92682        3.90874        1.11069                 NaN   8.63715        47.2160       0.628747        32.5718     
  1128.49        2500.00                 NaN            NaN            NaN   5.95151        3.89789        1.08403                 NaN   8.64052        47.2144       0.647827        32.5639     
  1127.11        2500.00                 NaN            NaN            NaN   5.95135        3.89780        1.08399                 NaN   8.64051        47.2138       0.647815        32.5647     
  1125.73        2500.00                 NaN            NaN            NaN   6.12247        3.82369        1.03642                 NaN   8.65495        47.1917       0.653790        32.5169     
  1124.35        2500.00                 NaN            NaN            NaN   6.12231        3.82360        1.03638                 NaN   8.65494        47.1912       0.653778        32.5178     
  1122.97        2500.00                 NaN            NaN            NaN   6.12215        3.82351        1.03634                 NaN   8.65493        47.1907       0.653765        32.5186     
  1121.59        2500.00                 NaN            NaN            NaN   3.62043        6.85580       0.768503                 NaN   8.72695        47.1091       0.688525        32.2307     
  1120.20        2500.00                 NaN            NaN            NaN   7.03261        3.54677       0.711550                 NaN   8.74273        47.0868       0.700690        32.1789     
  1118.82        2500.00                 NaN            NaN            NaN   7.03242        3.54668       0.711522                 NaN   8.74272        47.0862       0.700677        32.1797     
  1117.44        2500.00                 NaN            NaN            NaN   7.03223        3.54660       0.711494                 NaN   8.74270        47.0857       0.700664        32.1806     
  1116.06        2500.00                 NaN            NaN            NaN   7.18874        3.48150       0.667051                 NaN   8.75640        47.0648       0.705938        32.1356     
  1114.68        2500.00                 NaN            NaN            NaN   7.19539        3.47844       0.659424                 NaN   8.75741        47.0640       0.711412        32.1339     
  1113.30        2500.00                 NaN            NaN            NaN   8.00205        3.15628       0.431623                 NaN   8.80677        46.9862       0.732339        31.8847     
  1111.91        2500.00                 NaN            NaN            NaN   3.07140        8.25051       0.350202                 NaN   8.82819        46.9595       0.742276        31.7980     
  1110.53        2500.00                 NaN            NaN            NaN   3.00365        8.45706       0.281263                 NaN   8.84677        46.9362       0.750569        31.7244     
  1109.15        2500.00                 NaN            NaN            NaN   8.62085        2.95510       0.224045                 NaN   8.86237        46.9167       0.757422        31.6635     
  1107.77        2500.00                 NaN            NaN            NaN   8.82915        2.88851       0.154196                 NaN   8.88126        46.8931       0.765378        31.5884     
  1106.39        2500.00                 NaN            NaN            NaN   2.82180        9.03993       0.834611E-001            NaN   8.90044        46.8692       0.773198        31.5120     
  1105.01        2500.00                 NaN            NaN            NaN   9.28066        2.74480       0.349526E-002            NaN   8.92195        46.8424       0.781705        31.4250     
  1103.62        2500.00                 NaN            NaN            NaN   9.29485        2.73820                 NaN            NaN   8.92989        46.8309       0.781991        31.4242     
  1102.24        2500.00                 NaN            NaN            NaN   2.74755        9.28647                 NaN            NaN   8.93225        46.8279       0.781530        31.4243     
  1100.86        2500.00                 NaN            NaN            NaN   9.27575        2.75854                 NaN            NaN   8.93486        46.8250       0.781266        31.4246     
  1099.48        2500.00                 NaN            NaN            NaN   2.79407        9.18038       0.294292E-001            NaN   8.93235        46.8274       0.777917        31.4584     
  1098.10        2500.00                 NaN            NaN            NaN   9.21216        2.81921                 NaN            NaN   8.94637        46.8142       0.781382        31.4267     
  1096.72        2500.00                 NaN            NaN            NaN   9.19830        2.83243                 NaN            NaN   8.94992        46.8102       0.781351        31.4278     
  1095.33        2500.00                 NaN            NaN            NaN   9.18794        2.84241                 NaN            NaN   8.95285        46.8065       0.781324        31.4289     
  1093.95        2500.00                 NaN            NaN            NaN   9.18052        2.84944                 NaN            NaN   8.95530        46.8033       0.781293        31.4301     
  1092.57        2500.00                 NaN            NaN            NaN   9.17514        2.85456                 NaN            NaN   8.95738        46.8004       0.781265        31.4313     
  1091.19        2500.00                 NaN            NaN            NaN   9.17141        2.85809                 NaN            NaN   8.95918        46.7976       0.781237        31.4325     
  1089.81        2500.00                 NaN            NaN            NaN   9.16900        2.86037                 NaN            NaN   8.96075        46.7950       0.781208        31.4337     
  1088.43        2500.00                 NaN            NaN            NaN   9.16764        2.86162                 NaN            NaN   8.96213        46.7926       0.781179        31.4349     
  1087.04        2500.00                 NaN            NaN            NaN   9.16705        2.86214                 NaN            NaN   8.96335        46.7902       0.781153        31.4361     
  1085.66        2500.00                 NaN            NaN            NaN   9.23389        2.80918                 NaN            NaN   8.98060        46.7612       0.777679        31.4375     
  1084.28        2500.00                 NaN            NaN            NaN   9.21830        2.82271                 NaN            NaN   8.98095        46.7613       0.778069        31.4386     
  1082.90        2500.00                 NaN            NaN            NaN   9.21410        2.82723                 NaN            NaN   8.98392        46.7570       0.777895        31.4399     
  1081.52        2500.00                 NaN            NaN            NaN   9.21114        2.83075                 NaN            NaN   8.98712        46.7522       0.777665        31.4411     
  1080.14        2500.00                 NaN            NaN            NaN   9.20348        2.83553                 NaN            NaN   8.98453        46.7559       0.778356        31.4422     
  1078.75        2500.00                 NaN            NaN            NaN   9.20853        2.83340                 NaN            NaN   8.99129        46.7459       0.777500        31.4434     
  1077.37        2500.00                 NaN            NaN            NaN   9.22165        2.82686                 NaN            NaN   9.00611        46.7255       0.775498        31.4444     
  1075.99        2500.00                 NaN            NaN            NaN   9.21821        2.83142                 NaN            NaN   9.01023        46.7192       0.775219        31.4457     
  1074.61        2500.00                 NaN            NaN            NaN   9.19807        2.84870                 NaN            NaN   9.01275        46.7181       0.775760        31.4466     
  1073.23        2500.00                 NaN            NaN            NaN   9.20659        2.84463                 NaN            NaN   9.01744        46.7085       0.774577        31.4483     
  1071.85        2500.00                 NaN            NaN            NaN   2.85867        9.18914                 NaN            NaN   9.02035        46.7082       0.775157        31.4485     
  1070.46        2500.00                 NaN            NaN            NaN   9.15095        2.88980                 NaN            NaN   9.02231        46.7104       0.776998        31.4496     
  1069.08        2500.00                 NaN            NaN            NaN   2.87467        9.15901                 NaN            NaN   9.01722        46.7213       0.778255        31.4495     
  1067.70        2500.00                 NaN            NaN            NaN   2.86061        9.19508                 NaN            NaN   9.03442        46.6832       0.773063        31.4536     
  1066.32        2500.00                 NaN            NaN            NaN   2.91356        9.12584                 NaN            NaN   9.03304        46.6977       0.777029        31.4528     
  1064.94        2500.00                 NaN            NaN            NaN   9.12323        2.91678                 NaN            NaN   9.03624        46.6934       0.776729        31.4536     
  1063.56        2500.00                 NaN            NaN            NaN   2.88053        9.17751                 NaN            NaN   9.04600        46.6660       0.772256        31.4577     
  1062.17        2500.00                 NaN            NaN            NaN   2.88256        9.17686                 NaN            NaN   9.05028        46.6596       0.771802        31.4589     
  1060.79        2500.00                 NaN            NaN            NaN   9.17498        2.88606                 NaN            NaN   9.05538        46.6519       0.771236        31.4605     
  1059.41        2500.00                 NaN            NaN            NaN   9.17826        2.88388                 NaN            NaN   9.05915        46.6465       0.770893        31.4613     
  1058.03        2500.00                 NaN            NaN            NaN   2.89053        9.17267                 NaN            NaN   9.06278        46.6408       0.770593        31.4626     
  1056.65        2500.00                 NaN            NaN            NaN   9.16923        2.89549                 NaN            NaN   9.06781        46.6328       0.770197        31.4645     
  1055.27        2500.00                 NaN            NaN            NaN   9.16844        2.89752                 NaN            NaN   9.07193        46.6266       0.769774        31.4657     
  1053.88        2500.00                 NaN            NaN            NaN   9.16810        2.89923                 NaN            NaN   9.07621        46.6202       0.769304        31.4669     
  1052.50        2500.00                 NaN            NaN            NaN   2.90273        9.16581                 NaN            NaN   9.07944        46.6150       0.768879        31.4681     
  1051.12        2500.00                 NaN            NaN            NaN   9.17049        2.90304                 NaN            NaN   9.08942        46.6002       0.767211        31.4697     
  1049.74        2500.00                 NaN            NaN            NaN   9.16498        2.90647                 NaN            NaN   9.08943        46.6001       0.768050        31.4710     
  1048.36        2500.00                 NaN            NaN            NaN   9.16184        2.91090                 NaN            NaN   9.09313        46.5940       0.767657        31.4724     
  1046.98        2500.00                 NaN            NaN            NaN   9.15972        2.91395                 NaN            NaN   9.09729        46.5882       0.767298        31.4736     
  1045.59        2500.00                 NaN            NaN            NaN   9.15757        2.91768                 NaN            NaN   9.10134        46.5815       0.766859        31.4751     
  1044.21        2500.00                 NaN            NaN            NaN   2.98424        9.07609                 NaN            NaN   9.10375        46.5895       0.770225        31.4762     
  1042.83        2500.00                 NaN            NaN            NaN   2.98750        9.07307                 NaN            NaN   9.10555        46.5867       0.770005        31.4772     
  1041.45        2500.00                 NaN            NaN            NaN   2.99064        9.07019                 NaN            NaN   9.10723        46.5841       0.769803        31.4780     
  1040.07        2500.00                 NaN            NaN            NaN   2.99034        9.07687                 NaN            NaN   9.10943        46.5747       0.768604        31.4801     
  1038.69        2500.00                 NaN            NaN            NaN   2.98937        9.07868                 NaN            NaN   9.11140        46.5707       0.768399        31.4815     
  1037.30        2500.00                 NaN            NaN            NaN   2.98835        9.08055                 NaN            NaN   9.11333        46.5667       0.768197        31.4829     
  1035.92        2500.00                 NaN            NaN            NaN   9.08246        2.98727                 NaN            NaN   9.11523        46.5627       0.767999        31.4843     
  1034.54        2500.00                 NaN            NaN            NaN   9.14749        2.93977                 NaN            NaN   9.13540        46.5276       0.763352        31.4864     
  1033.16        2500.00                 NaN            NaN            NaN   2.94219        9.14636                 NaN            NaN   9.14015        46.5207       0.762949        31.4877     
  1031.78        2500.00                 NaN            NaN            NaN   2.94579        9.14466                 NaN            NaN   9.14396        46.5138       0.762453        31.4893     
  1030.40        2500.00                 NaN            NaN            NaN   9.14349        2.94820                 NaN            NaN   9.14764        46.5082       0.762048        31.4905     
  1029.01        2500.00                 NaN            NaN            NaN   9.14232        2.95100                 NaN            NaN   9.15195        46.5012       0.761589        31.4920     
  1027.63        2500.00                 NaN            NaN            NaN   9.14120        2.95378                 NaN            NaN   9.15627        46.4942       0.761126        31.4935     
  1026.25        2500.00                 NaN            NaN            NaN   9.14013        2.95653                 NaN            NaN   9.16060        46.4871       0.760660        31.4950     
  1024.87        2500.00                 NaN            NaN            NaN   9.13910        2.95927                 NaN            NaN   9.16494        46.4800       0.760189        31.4965     
  1023.49        2500.00                 NaN            NaN            NaN   9.13795        2.96213                 NaN            NaN   9.16927        46.4729       0.759721        31.4980     
  1022.11        2500.00                 NaN            NaN            NaN   9.13756        2.96460                 NaN            NaN   9.17420        46.4646       0.759179        31.4999     
  1020.72        2500.00                 NaN            NaN            NaN   9.13673        2.96699                 NaN            NaN   9.17835        46.4579       0.758711        31.5013     
  1019.34        2500.00                 NaN            NaN            NaN   2.97088        9.13484                 NaN            NaN   9.18321        46.4497       0.758219        31.5032     
  1017.96        2500.00                 NaN            NaN            NaN   9.11975        2.98267                 NaN            NaN   9.18521        46.4496       0.758954        31.5038     
  1016.58        2500.00                 NaN            NaN            NaN   9.12799        2.97905                 NaN            NaN   9.19046        46.4391       0.757751        31.5056     
  1015.20        2500.00                 NaN            NaN            NaN   2.99092        9.11295                 NaN            NaN   9.19251        46.4388       0.758485        31.5063     
  1013.82        2500.00                 NaN            NaN            NaN   9.08450        3.01511                 NaN            NaN   9.19832        46.4360       0.759319        31.5068     
  1012.43        2500.00                 NaN            NaN            NaN   9.10246        3.02032                 NaN            NaN   9.23035        46.3842       0.752510        31.5101     
  1011.05        2500.00                 NaN            NaN            NaN   9.10555        3.01812                 NaN            NaN   9.23170        46.3808       0.752325        31.5115     
  1009.67        2500.00                 NaN            NaN            NaN   9.10867        3.01584                 NaN            NaN   9.23294        46.3775       0.752159        31.5129     
  1008.29        2500.00                 NaN            NaN            NaN   9.11180        3.01349                 NaN            NaN   9.23408        46.3743       0.752008        31.5143     
  1006.91        2500.00                 NaN            NaN            NaN   9.11493        3.01109                 NaN            NaN   9.23513        46.3713       0.751872        31.5157     
  1005.53        2500.00                 NaN            NaN            NaN   9.12297        3.00522                 NaN            NaN   9.24036        46.3578       0.752295        31.5214     
  1004.14        2500.00                 NaN            NaN            NaN   9.12173        3.00495                 NaN            NaN   9.23760        46.3654       0.751671        31.5187     
  1002.76        2500.00                 NaN            NaN            NaN   9.12351        3.00446                 NaN            NaN   9.23816        46.3622       0.751591        31.5201     
  1001.38        2500.00                 NaN            NaN            NaN   9.12629        3.00236                 NaN            NaN   9.23921        46.3591       0.751493        31.5216     
  1000.00        2500.00                 NaN            NaN            NaN   9.12907        3.00027                 NaN            NaN   9.24026        46.3560       0.751398        31.5230     
