|6.6.6
Archiving\03_Data\DfracLP/QFM_m4.75/K22/K22_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1556.39        500.000        98.7577                 NaN            NaN            NaN  0.656260E-002            NaN   1.23576                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.7777                 NaN            NaN            NaN  0.419475E-001            NaN   1.18036                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.7831                 NaN            NaN            NaN  0.438406E-001            NaN   1.17302                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.8167                 NaN            NaN            NaN  0.208625E-005            NaN   1.18325                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.5122                 NaN            NaN            NaN  0.381373                 NaN   1.10643                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.2199                 NaN            NaN            NaN            NaN            NaN  0.780061                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.8563                 NaN            NaN            NaN            NaN            NaN   1.14370                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.8682                 NaN            NaN            NaN            NaN            NaN   1.13184                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.8886                 NaN            NaN            NaN            NaN            NaN   1.11145                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.9031                 NaN            NaN            NaN            NaN            NaN   1.09687                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.9099                 NaN            NaN            NaN            NaN            NaN   1.09008                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.9279                 NaN            NaN            NaN            NaN            NaN   1.07213                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.9389                 NaN            NaN            NaN            NaN            NaN   1.06113                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.9559                 NaN            NaN            NaN            NaN            NaN   1.04409                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.9683                 NaN            NaN            NaN            NaN            NaN   1.03170                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.9803                 NaN            NaN            NaN            NaN            NaN   1.01968                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        98.9884                 NaN            NaN            NaN            NaN            NaN   1.01156                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.0031                 NaN            NaN            NaN            NaN            NaN  0.996866                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.0143                 NaN            NaN            NaN            NaN            NaN  0.985738                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        98.9396                 NaN            NaN            NaN            NaN            NaN  0.549074       0.511363                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        98.8379                 NaN            NaN            NaN            NaN            NaN  0.126774E-001   1.14946                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        98.8646                 NaN            NaN            NaN            NaN            NaN  0.693067E-001   1.06608                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        98.8254                 NaN            NaN            NaN            NaN            NaN            NaN   1.17459                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        98.8654                 NaN            NaN            NaN            NaN            NaN  0.476604E-001   1.08692                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        98.8750                 NaN            NaN            NaN            NaN            NaN  0.183857       0.941096                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        98.8695                 NaN            NaN            NaN            NaN            NaN  0.420789E-001   1.08841                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        98.8678                 NaN            NaN            NaN            NaN            NaN            NaN   1.13218                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        98.8750                 NaN            NaN            NaN            NaN            NaN            NaN   1.12502                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        98.8719                 NaN            NaN            NaN            NaN            NaN            NaN   1.12814                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        98.8719                 NaN            NaN            NaN            NaN            NaN            NaN   1.12807                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        98.8699                 NaN            NaN            NaN            NaN            NaN            NaN   1.13014                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        98.8625                 NaN            NaN            NaN            NaN            NaN            NaN   1.13752                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.6758                 NaN            NaN            NaN            NaN            NaN            NaN   1.32417                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.9759                 NaN            NaN            NaN            NaN            NaN            NaN  0.558759E-001  0.968202                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.1514                 NaN            NaN            NaN            NaN            NaN            NaN  0.691888        1.15669                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.1872                 NaN            NaN            NaN            NaN            NaN            NaN   1.13252       0.680259                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.2157                 NaN            NaN            NaN            NaN            NaN            NaN   1.11811       0.666205                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.2522                 NaN            NaN            NaN            NaN            NaN            NaN   1.09622       0.651535                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.2801                 NaN            NaN            NaN            NaN            NaN            NaN   1.08032       0.639560                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.3101                 NaN            NaN            NaN            NaN            NaN            NaN   1.06462       0.625304                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.3394                 NaN            NaN            NaN            NaN            NaN            NaN  0.614198        1.04637                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.3669                 NaN            NaN            NaN            NaN            NaN            NaN   1.02873       0.604419                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.3948                 NaN            NaN            NaN            NaN            NaN            NaN  0.591946        1.01329                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.4220                 NaN            NaN            NaN            NaN            NaN            NaN  0.579709       0.998319                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.4454                 NaN            NaN            NaN            NaN            NaN            NaN  0.569942       0.984628                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.4719                 NaN            NaN            NaN            NaN            NaN            NaN  0.969978       0.558086                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.4932                 NaN            NaN            NaN            NaN            NaN            NaN  0.548308       0.958510                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.5201                 NaN            NaN            NaN            NaN            NaN            NaN  0.941607       0.538295                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        95.4109                 NaN            NaN            NaN            NaN            NaN            NaN   1.90945        1.37727                 NaN            NaN   1.30238                 NaN            NaN            NaN
  1433.58        500.000        95.4809                 NaN            NaN            NaN            NaN            NaN            NaN   1.33880        1.88105                 NaN            NaN   1.29922                 NaN            NaN            NaN
  1431.08        500.000        95.6609                 NaN            NaN            NaN            NaN            NaN            NaN   1.28669        1.80392                 NaN            NaN   1.24847                 NaN            NaN            NaN
  1428.57        500.000        95.8337                 NaN            NaN            NaN            NaN            NaN            NaN   1.23646        1.72984                 NaN            NaN   1.19998                 NaN            NaN            NaN
  1426.07        500.000        95.9908                 NaN            NaN            NaN            NaN            NaN            NaN   1.19091        1.66273                 NaN            NaN   1.15560                 NaN            NaN            NaN
  1423.56        500.000        96.1397                 NaN            NaN            NaN            NaN            NaN            NaN   1.59850        1.14851                 NaN            NaN   1.11332                 NaN            NaN            NaN
  1421.05        500.000        96.2776                 NaN            NaN            NaN            NaN            NaN            NaN   1.10769        1.54054                 NaN            NaN   1.07422                 NaN            NaN            NaN
  1418.55        500.000        96.4071                 NaN            NaN            NaN            NaN            NaN            NaN   1.06907        1.48642                 NaN            NaN   1.03738                 NaN            NaN            NaN
  1416.04        500.000        96.5311                 NaN            NaN            NaN            NaN            NaN            NaN   1.03348        1.43343                 NaN            NaN   1.00195                 NaN            NaN            NaN
  1413.53        500.000        96.6458                 NaN            NaN            NaN            NaN            NaN            NaN   1.38465        1.00043                 NaN            NaN  0.969119                 NaN            NaN            NaN
  1411.03        500.000        96.7558                 NaN            NaN            NaN            NaN            NaN            NaN  0.967713        1.33880                 NaN            NaN  0.937648                 NaN            NaN            NaN
  1408.52        500.000        96.8596                 NaN            NaN            NaN            NaN            NaN            NaN   1.29704       0.935545                 NaN            NaN  0.907816                 NaN            NaN            NaN
  1406.02        500.000        96.9572                 NaN            NaN            NaN            NaN            NaN            NaN  0.907756        1.25524                 NaN            NaN  0.879776                 NaN            NaN            NaN
  1403.51        500.000        97.0499                 NaN            NaN            NaN            NaN            NaN            NaN  0.879692        1.21729                 NaN            NaN  0.853094                 NaN            NaN            NaN
  1401.00        500.000        97.1385                 NaN            NaN            NaN            NaN            NaN            NaN  0.852725        1.18131                 NaN            NaN  0.827470                 NaN            NaN            NaN
  1398.50        500.000        97.2157                 NaN            NaN            NaN            NaN            NaN            NaN   1.14880       0.830707                 NaN            NaN  0.804820                 NaN            NaN            NaN
  1395.99        500.000        97.3049                 NaN            NaN            NaN            NaN            NaN            NaN   1.11444       0.801365                 NaN            NaN  0.779288                 NaN            NaN            NaN
  1393.48        500.000        97.3736                 NaN            NaN            NaN            NaN            NaN            NaN   1.08553       0.782154                 NaN            NaN  0.758680                 NaN            NaN            NaN
  1390.98        500.000        97.4520                 NaN            NaN            NaN            NaN            NaN            NaN  0.758020        1.05376                 NaN            NaN  0.736223                 NaN            NaN            NaN
  1388.47        500.000        97.5183                 NaN            NaN            NaN            NaN            NaN            NaN   1.02760       0.737317                 NaN            NaN  0.716792                 NaN            NaN            NaN
  1385.96        500.000        97.5858                 NaN            NaN            NaN            NaN            NaN            NaN  0.717008        1.00002                 NaN            NaN  0.697213                 NaN            NaN            NaN
  1383.46        500.000        97.6462                 NaN            NaN            NaN            NaN            NaN            NaN  0.698709       0.975938                 NaN            NaN  0.679156                 NaN            NaN            NaN
  1380.95        500.000        97.7080                 NaN            NaN            NaN            NaN            NaN            NaN  0.679355       0.951532                 NaN            NaN  0.661111                 NaN            NaN            NaN
  1378.45        500.000        97.7653                 NaN            NaN            NaN            NaN            NaN            NaN  0.661276       0.929297                 NaN            NaN  0.644127                 NaN            NaN            NaN
  1375.94        500.000        97.8204                 NaN            NaN            NaN            NaN            NaN            NaN  0.907982       0.643800                 NaN            NaN  0.627789                 NaN            NaN            NaN
  1373.43        500.000        97.8731                 NaN            NaN            NaN            NaN            NaN            NaN  0.627654       0.886882                 NaN            NaN  0.612343                 NaN            NaN            NaN
  1370.93        500.000        97.9249                 NaN            NaN            NaN            NaN            NaN            NaN  0.611183       0.867054                 NaN            NaN  0.596907                 NaN            NaN            NaN
  1368.42        500.000        97.9749                 NaN            NaN            NaN            NaN            NaN            NaN  0.847707       0.594988                 NaN            NaN  0.582424                 NaN            NaN            NaN
  1365.91        500.000        98.0200                 NaN            NaN            NaN            NaN            NaN            NaN  0.830818       0.580674                 NaN            NaN  0.568512                 NaN            NaN            NaN
  1363.41        500.000       0.187626        97.8157                 NaN            NaN            NaN            NaN            NaN  0.839149       0.584492                 NaN            NaN  0.573037                 NaN            NaN            NaN
  1360.90        500.000        23.1539        67.1732       0.416645                 NaN            NaN            NaN            NaN   3.32800        3.02858                 NaN            NaN   2.89964                 NaN            NaN            NaN
  1358.40        500.000        35.6100        59.8491       0.211441                 NaN            NaN            NaN            NaN   1.39225        1.57174                 NaN            NaN   1.36546                 NaN            NaN            NaN
  1355.89        500.000        42.9634        54.2354       0.127402                 NaN            NaN            NaN            NaN  0.960351       0.872473                 NaN            NaN  0.840927                 NaN            NaN            NaN
  1353.38        500.000        47.8487        50.1702       0.868835E-001            NaN            NaN            NaN            NaN  0.630347       0.670742                 NaN            NaN  0.593127                 NaN            NaN            NaN
  1350.88        500.000        51.3368        47.1437       0.636163E-001            NaN            NaN            NaN            NaN  0.495240       0.507512                 NaN            NaN  0.453202                 NaN            NaN            NaN
  1348.37        500.000        53.9907        44.7665       0.495266E-001            NaN            NaN            NaN            NaN  0.413724       0.410436                 NaN            NaN  0.369145                 NaN            NaN            NaN
  1345.86        500.000        56.0572        42.8959       0.392796E-001            NaN            NaN            NaN            NaN  0.340841       0.357368                 NaN            NaN  0.309402                 NaN            NaN            NaN
  1343.36        500.000        63.0686        34.0143       0.117175                 NaN            NaN            NaN            NaN  0.867311        1.09603                 NaN            NaN  0.836612                 NaN            NaN            NaN
  1340.85        500.000        98.1194                 NaN  0.721877E-001            NaN            NaN            NaN            NaN  0.710307       0.559916                 NaN            NaN  0.538156                 NaN            NaN            NaN
  1338.35        500.000        98.4106                 NaN  0.469686E-001            NaN            NaN            NaN            NaN  0.520173       0.572962                 NaN            NaN  0.449337                 NaN            NaN            NaN
  1335.84        500.000        98.9308                 NaN  0.278462E-001            NaN            NaN            NaN            NaN  0.338887       0.401285                 NaN            NaN  0.301140                 NaN            NaN            NaN
  1333.33        500.000        99.2191                 NaN  0.181634E-001            NaN            NaN            NaN            NaN  0.299959       0.243459                 NaN            NaN  0.219358                 NaN            NaN            NaN
  1330.83        500.000        99.3866                 NaN  0.125998E-001            NaN            NaN            NaN            NaN  0.188618       0.240408                 NaN            NaN  0.171726                 NaN            NaN            NaN
  1328.32        500.000        99.4909                 NaN  0.916605E-002            NaN            NaN            NaN            NaN  0.202961       0.154893                 NaN            NaN  0.142039                 NaN            NaN            NaN
  1325.81        500.000        99.5624                 NaN  0.678326E-002            NaN            NaN            NaN            NaN  0.130948       0.178065                 NaN            NaN  0.121808                 NaN            NaN            NaN
  1323.31        500.000        99.6129                 NaN  0.510311E-002            NaN            NaN            NaN            NaN  0.114671       0.159884                 NaN            NaN  0.107439                 NaN            NaN            NaN
  1320.80        500.000        99.6499                 NaN  0.384235E-002            NaN            NaN            NaN            NaN  0.102647       0.146698                 NaN            NaN  0.969323E-001            NaN            NaN            NaN
  1318.30        500.000        83.4745        16.2028       0.287005E-002            NaN            NaN            NaN            NaN  0.938190E-001  0.136887                 NaN            NaN  0.891231E-001            NaN            NaN            NaN
  1315.79        500.000        83.7649        15.9362       0.174275E-002            NaN            NaN            NaN            NaN  0.135340       0.786297E-001            NaN            NaN  0.831698E-001            NaN            NaN            NaN
  1313.28        500.000        83.9414        15.7677       0.183029E-002            NaN            NaN            NaN            NaN  0.903183E-001  0.119523                 NaN            NaN  0.792123E-001            NaN            NaN            NaN
  1310.78        500.000        84.0576        15.6653       0.955658E-003            NaN            NaN            NaN            NaN  0.794402E-001  0.120585                 NaN            NaN  0.760641E-001            NaN            NaN            NaN
  1308.27        500.000        84.0946        15.6348       0.503666E-003            NaN            NaN            NaN            NaN  0.118433       0.775503E-001            NaN            NaN  0.741995E-001            NaN            NaN            NaN
  1305.76        500.000        84.0549        15.6771       0.109017E-003            NaN            NaN            NaN            NaN  0.769254E-001  0.117597                 NaN            NaN  0.733746E-001            NaN            NaN            NaN
  1303.26        500.000        83.9361        15.7955                 NaN            NaN            NaN            NaN            NaN  0.773281E-001  0.117473                 NaN            NaN  0.735437E-001            NaN            NaN            NaN
  1300.75        500.000        83.7233        16.0019                 NaN            NaN            NaN            NaN            NaN  0.118743       0.808276E-001            NaN            NaN  0.752188E-001            NaN            NaN            NaN
  1298.25        500.000        83.4052        16.3096                 NaN            NaN            NaN            NaN            NaN  0.854723E-001  0.121589                 NaN            NaN  0.780690E-001            NaN            NaN            NaN
  1295.74        500.000        99.6975                 NaN            NaN            NaN            NaN            NaN            NaN  0.127796       0.917966E-001            NaN            NaN  0.828738E-001            NaN            NaN            NaN
  1293.23        500.000        99.6727                 NaN            NaN            NaN            NaN            NaN            NaN  0.137248       0.100245                 NaN            NaN  0.898441E-001            NaN            NaN            NaN
  1290.73        500.000        99.6314                 NaN            NaN            NaN            NaN            NaN            NaN  0.150047       0.117538                 NaN            NaN  0.101004                 NaN            NaN            NaN
  1288.22        500.000        99.5720                 NaN            NaN            NaN            NaN            NaN            NaN  0.137245       0.173090                 NaN            NaN  0.117624                 NaN            NaN            NaN
  1285.71        500.000        99.4660                 NaN            NaN            NaN            NaN            NaN            NaN  0.178366       0.209092                 NaN            NaN  0.146498                 NaN            NaN            NaN
  1283.21        500.000        99.2666                 NaN            NaN            NaN            NaN            NaN            NaN  0.249037       0.283112                 NaN            NaN  0.201202                 NaN            NaN            NaN
  1280.70        500.000        98.8202                 NaN            NaN            NaN            NaN            NaN            NaN  0.448169       0.408045                 NaN            NaN  0.323592                 NaN            NaN            NaN
  1278.20        500.000        99.5289                 NaN            NaN            NaN            NaN            NaN            NaN  0.234076       0.108322                 NaN            NaN  0.128748                 NaN            NaN            NaN
  1275.69        500.000        99.5846                 NaN            NaN            NaN            NaN            NaN            NaN  0.719155E-001  0.230423                 NaN            NaN  0.113013                 NaN            NaN            NaN
  1273.18        500.000        99.5163                 NaN            NaN            NaN            NaN            NaN            NaN  0.763335E-001  0.276054                 NaN            NaN  0.131350                 NaN            NaN            NaN
  1270.68        500.000        99.4095                 NaN            NaN            NaN            NaN            NaN            NaN  0.825321E-001  0.347812                 NaN            NaN  0.160130                 NaN            NaN            NaN
  1268.17        500.000        99.2288                 NaN            NaN            NaN            NaN            NaN            NaN  0.468245       0.937435E-001            NaN            NaN  0.209180                 NaN            NaN            NaN
  1265.66        500.000        98.2352                 NaN            NaN            NaN            NaN            NaN            NaN  0.814238       0.165456                 NaN            NaN  0.370431       0.414698                 NaN            NaN
  1263.16        500.000        92.2067                 NaN            NaN            NaN            NaN            NaN            NaN  0.561261        2.65569                 NaN            NaN   1.24630        3.33001                 NaN            NaN
  1260.65        500.000        83.3403                 NaN            NaN            NaN            NaN            NaN            NaN   1.33580        5.20233                 NaN            NaN   2.54876        7.57278                 NaN            NaN
  1258.15        500.000        92.3716                 NaN            NaN            NaN            NaN            NaN            NaN  0.505349        1.70908                 NaN            NaN  0.893986        4.52001                 NaN            NaN
  1255.64        500.000        93.1559                 NaN            NaN            NaN            NaN            NaN            NaN   1.96302                 NaN            NaN            NaN  0.800252        4.08083                 NaN            NaN
  1253.13        500.000        93.0614                 NaN            NaN            NaN            NaN            NaN            NaN   2.02656                 NaN            NaN            NaN  0.812705        4.09936                 NaN            NaN
  1250.63        500.000        93.7874                 NaN            NaN            NaN            NaN            NaN            NaN   1.78910                 NaN            NaN            NaN  0.727325        3.69613                 NaN            NaN
  1248.12        500.000        94.1835                 NaN            NaN            NaN            NaN            NaN            NaN   1.67138                 NaN            NaN            NaN  0.679363        3.46574                 NaN            NaN
  1245.61        500.000        94.5653                 NaN            NaN            NaN            NaN            NaN            NaN   1.55740                 NaN            NaN            NaN  0.632985        3.24426                 NaN            NaN
  1243.11        500.000        94.8970                 NaN            NaN            NaN            NaN            NaN            NaN   1.46042                 NaN            NaN            NaN  0.593795        3.04882                 NaN            NaN
  1240.60        500.000        95.2217                 NaN            NaN            NaN            NaN            NaN            NaN   1.36514                 NaN            NaN            NaN  0.556744        2.85646                 NaN            NaN
  1238.10        500.000        95.5090                 NaN            NaN            NaN            NaN            NaN            NaN   1.28116                 NaN            NaN            NaN  0.521653        2.68814                 NaN            NaN
  1235.59        500.000        95.7617                 NaN            NaN            NaN            NaN            NaN            NaN   1.21021                 NaN            NaN            NaN  0.487594        2.54052                 NaN            NaN
  1233.08        500.000        96.0113                 NaN            NaN            NaN            NaN            NaN            NaN   1.13547                 NaN            NaN            NaN  0.463020        2.39025                 NaN            NaN
  1230.58        500.000        96.2300                 NaN            NaN            NaN            NaN            NaN            NaN   1.07263                 NaN            NaN            NaN  0.435603        2.26178                 NaN            NaN
  1228.07        500.000        96.4264                 NaN            NaN            NaN            NaN            NaN            NaN   1.01605                 NaN            NaN            NaN  0.411907        2.14564                 NaN            NaN
  1225.56        500.000        96.6136                 NaN            NaN            NaN            NaN            NaN            NaN  0.962600                 NaN            NaN            NaN  0.388286        2.03555                 NaN            NaN
  1223.06        500.000        96.7800                 NaN            NaN            NaN            NaN            NaN            NaN  0.914142                 NaN            NaN            NaN  0.368815        1.93701                 NaN            NaN
  1220.55        500.000        96.8736                 NaN            NaN            NaN            NaN            NaN            NaN  0.871010                 NaN            NaN            NaN  0.356044        1.88604       0.132988E-001            NaN
  1218.05        500.000        96.6526                 NaN            NaN            NaN            NaN            NaN            NaN  0.835467                 NaN            NaN            NaN  0.376166        2.04198       0.937362E-001            NaN
  1215.54        500.000        96.8279                 NaN            NaN            NaN            NaN            NaN            NaN  0.790337                 NaN            NaN            NaN  0.352969        1.94136       0.873997E-001            NaN
  1213.03        500.000        96.9897                 NaN            NaN            NaN            NaN            NaN            NaN  0.747227                 NaN            NaN            NaN  0.328773        1.85136       0.828945E-001            NaN
  1210.53        500.000        97.1414                 NaN            NaN            NaN            NaN            NaN            NaN  0.708841                 NaN            NaN            NaN  0.309348        1.76347       0.769902E-001            NaN
  1208.02        500.000        97.8075                 NaN            NaN            NaN            NaN            NaN            NaN  0.345831                 NaN            NaN            NaN  0.258301        1.47535       0.112998                 NaN
  1205.51        500.000        97.9145                 NaN            NaN            NaN            NaN            NaN            NaN  0.889970                 NaN            NaN            NaN  0.276210       0.888711       0.306448E-001            NaN
  1203.01        500.000        96.8082                 NaN            NaN            NaN            NaN            NaN            NaN  0.424317                 NaN            NaN            NaN  0.229165        2.46320       0.751515E-001            NaN
  1200.50        500.000        97.6406                 NaN            NaN            NaN            NaN            NaN            NaN  0.758263                 NaN            NaN            NaN  0.269322        1.27117       0.606863E-001            NaN
  1197.99        500.000        97.6859                 NaN            NaN            NaN            NaN            NaN            NaN  0.471844                 NaN            NaN            NaN  0.194509        1.57813       0.696020E-001            NaN
  1195.49        500.000        97.9817                 NaN            NaN            NaN            NaN            NaN            NaN  0.193446       0.278005                 NaN            NaN  0.229050        1.26719       0.505691E-001            NaN
  1192.98        500.000        84.9601                 NaN            NaN            NaN            NaN            NaN            NaN  0.136125                 NaN            NaN            NaN  0.827858        7.53802       0.259700        6.27816     
  1190.48        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.07864        7.34877                 NaN            NaN   7.46550        40.6309       0.530403        38.9458     
  1187.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.72203        5.65055                 NaN            NaN   7.42674        40.7135       0.550081        38.9371     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.18701        5.18890                 NaN            NaN   7.43243        40.7047       0.548959        38.9380     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.24834        5.13097                 NaN            NaN   7.43645        40.6983       0.547457        38.9385     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.30808        5.07467                 NaN            NaN   7.44049        40.6918       0.545937        38.9390     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.36723        5.01903                 NaN            NaN   7.44454        40.6853       0.544396        38.9396     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.42677        4.96304                 NaN            NaN   7.44860        40.6786       0.542835        38.9401     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.218021E-004  0.444218        8.17057        3.75254        7.44303        40.7110       0.544826        38.9338     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.54254        4.85440                 NaN            NaN   7.45673        40.6654       0.539683        38.9412     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.59854        4.80210                 NaN            NaN   7.46083        40.6587       0.538062        38.9418     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.65331        4.75108                 NaN            NaN   7.46495        40.6518       0.536422        38.9424     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.70808        4.70013                 NaN            NaN   7.46909        40.6450       0.534763        38.9430     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.76121        4.65087                 NaN            NaN   7.47325        40.6380       0.533081        38.9436     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.81295        4.60303                 NaN            NaN   7.47741        40.6310       0.531385        38.9442     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.86375        4.55620                 NaN            NaN   7.48159        40.6240       0.529667        38.9448     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.91460        4.50938                 NaN            NaN   7.48579        40.6169       0.527928        38.9454     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.96221        4.46581                 NaN            NaN   7.48999        40.6097       0.526173        38.9461     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.99866        4.43349                 NaN            NaN   7.49415        40.6024       0.524479        38.9468     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.03127        4.40506                 NaN            NaN   7.49830        40.5951       0.522778        38.9475     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.06301        4.37754                 NaN            NaN   7.50247        40.5877       0.521060        38.9482     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.09313        4.35172                 NaN            NaN   7.50665        40.5802       0.519321        38.9489     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.12128        4.32785                 NaN            NaN   7.51080        40.5728       0.517579        38.9497     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.14941        4.30407                 NaN            NaN   7.51500        40.5653       0.515815        38.9504     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.26400        4.19378                 NaN            NaN   7.51980        40.5583       0.513371        38.9508     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.30064        4.16157                 NaN            NaN   7.52410        40.5507       0.511473        38.9515     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.33441        4.13225                 NaN            NaN   7.52841        40.5432       0.509563        38.9522     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.36750        4.10367                 NaN            NaN   7.53273        40.5355       0.507634        38.9529     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.39910        4.07662                 NaN            NaN   7.53707        40.5279       0.505690        38.9537     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.42666        4.05363                 NaN            NaN   7.54140        40.5202       0.503738        38.9544     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.45255        4.03238       0.253567E-005            NaN   7.54575        40.5124       0.501765        38.9552     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.84199        9.73080                 NaN            NaN   7.60298        40.3849       0.470087        38.9692     
