|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m2.75/T13/T13_3.tab                   
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1301.93        500.000        99.3295                 NaN            NaN            NaN  0.118684                 NaN  0.320172                 NaN            NaN  0.231611                 NaN            NaN            NaN
  1300.43        500.000        99.3408                 NaN            NaN            NaN  0.118065                 NaN  0.313870                 NaN            NaN  0.227247                 NaN            NaN            NaN
  1298.93        500.000        99.3488                 NaN            NaN            NaN  0.117817                 NaN  0.308796                 NaN            NaN  0.224612                 NaN            NaN            NaN
  1297.43        500.000        99.1964                 NaN            NaN            NaN  0.249253                 NaN  0.200766                 NaN            NaN  0.353558                 NaN            NaN            NaN
  1295.92        500.000        99.5287                 NaN            NaN            NaN            NaN            NaN  0.383512                 NaN            NaN  0.877777E-001            NaN            NaN            NaN
  1294.42        500.000        99.3784                 NaN            NaN            NaN  0.102144                 NaN  0.308063                 NaN            NaN  0.211355                 NaN            NaN            NaN
  1292.92        500.000        99.3800                 NaN            NaN            NaN  0.108897                 NaN  0.298952                 NaN            NaN  0.212139                 NaN            NaN            NaN
  1291.42        500.000        1.97328        93.3777       0.457515E-004            NaN  0.161034       0.152361E-005   2.97967                 NaN            NaN   1.50830                 NaN            NaN            NaN
  1289.92        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1288.41        500.000       100.0000                 NaN            NaN            NaN  0.142084E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1286.91        500.000       100.0000                 NaN            NaN            NaN  0.255059E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1285.41        500.000        99.9690                 NaN            NaN            NaN            NaN            NaN  0.310250E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1283.91        500.000        99.8185                 NaN            NaN            NaN            NaN            NaN  0.145056                 NaN            NaN  0.364746E-001            NaN            NaN            NaN
  1282.41        500.000        99.4600                 NaN            NaN            NaN  0.488877E-001            NaN  0.316297                 NaN            NaN  0.174786                 NaN            NaN            NaN
  1280.90        500.000        99.4444                 NaN            NaN            NaN  0.907524E-001            NaN  0.276505                 NaN            NaN  0.188389                 NaN            NaN            NaN
  1279.40        500.000        99.4519                 NaN            NaN            NaN  0.838054E-001            NaN  0.279788                 NaN            NaN  0.184549                 NaN            NaN            NaN
  1277.90        500.000        99.4582                 NaN            NaN            NaN  0.820352E-001            NaN  0.277698                 NaN            NaN  0.182091                 NaN            NaN            NaN
  1276.40        500.000        99.4634                 NaN            NaN            NaN  0.785789E-001            NaN  0.278151                 NaN            NaN  0.179898                 NaN            NaN            NaN
  1274.89        500.000        99.4705                 NaN            NaN            NaN  0.788293E-001            NaN  0.273298                 NaN            NaN  0.177360                 NaN            NaN            NaN
  1273.39        500.000        99.4759                 NaN            NaN            NaN  0.750726E-001            NaN  0.274168                 NaN            NaN  0.174885                 NaN            NaN            NaN
  1271.89        500.000        98.5904                 NaN            NaN            NaN  0.942632E-001            NaN  0.435599                 NaN            NaN  0.267226       0.612484                 NaN            NaN
  1270.39        500.000        94.9854                 NaN            NaN            NaN  0.113993E-001            NaN  0.871566       0.447610                 NaN  0.651379        3.03262                 NaN            NaN
  1268.89        500.000        95.1650                 NaN            NaN            NaN            NaN            NaN   1.20952       0.860012E-001            NaN  0.636749        2.90275                 NaN            NaN
  1267.38        500.000        95.4277                 NaN            NaN            NaN  0.265086E-003            NaN   1.22950                 NaN            NaN  0.604368        2.73812                 NaN            NaN
  1265.88        500.000        95.6590                 NaN            NaN            NaN            NaN            NaN   1.17244                 NaN            NaN  0.576128        2.59242                 NaN            NaN
  1264.38        500.000        95.8587                 NaN            NaN            NaN            NaN            NaN   1.12375                 NaN            NaN  0.551896        2.46567                 NaN            NaN
  1262.88        500.000        96.0567                 NaN            NaN            NaN  0.328751E-005            NaN   1.07487                 NaN            NaN  0.527001        2.34146                 NaN            NaN
  1261.38        500.000        96.2373                 NaN            NaN            NaN  0.916331E-006            NaN   1.02914                 NaN            NaN  0.504393        2.22915                 NaN            NaN
  1259.87        500.000        96.3994                 NaN            NaN            NaN            NaN            NaN  0.988114                 NaN            NaN  0.484860        2.12763                 NaN            NaN
  1258.37        500.000        96.5451                 NaN            NaN            NaN            NaN            NaN  0.952527                 NaN            NaN  0.466791        2.03559                 NaN            NaN
  1256.87        500.000        96.6903                 NaN            NaN            NaN            NaN            NaN  0.915476                 NaN            NaN  0.447697        1.94656                 NaN            NaN
  1255.37        500.000        96.8170                 NaN            NaN            NaN            NaN            NaN  0.883096                 NaN            NaN  0.432974        1.86696                 NaN            NaN
  1253.86        500.000        96.5966                 NaN            NaN            NaN            NaN            NaN  0.900284                 NaN            NaN  0.462117        2.00627       0.347397E-001            NaN
  1252.36        500.000        96.4673                 NaN            NaN            NaN            NaN            NaN  0.904590                 NaN            NaN  0.477779        2.08984       0.604587E-001            NaN
  1250.86        500.000        96.6323                 NaN            NaN            NaN            NaN            NaN  0.862167                 NaN            NaN  0.454317        1.99364       0.576143E-001            NaN
  1249.36        500.000        96.7654                 NaN            NaN            NaN            NaN            NaN  0.832003                 NaN            NaN  0.433392        1.91368       0.555607E-001            NaN
  1247.86        500.000        96.8922                 NaN            NaN            NaN            NaN            NaN  0.801787                 NaN            NaN  0.417489        1.83619       0.523091E-001            NaN
  1246.35        500.000        97.0222                 NaN            NaN            NaN            NaN            NaN  0.768998                 NaN            NaN  0.398812        1.76015       0.498870E-001            NaN
  1244.85        500.000        97.1402                 NaN            NaN            NaN            NaN            NaN  0.739781                 NaN            NaN  0.382211        1.69032       0.474913E-001            NaN
  1243.35        500.000        97.2417                 NaN            NaN            NaN            NaN            NaN  0.716414                 NaN            NaN  0.369975        1.62740       0.445391E-001            NaN
  1241.85        500.000        97.3440                 NaN            NaN            NaN            NaN            NaN  0.691117                 NaN            NaN  0.355286        1.56708       0.424826E-001            NaN
  1240.34        500.000        97.4374                 NaN            NaN            NaN            NaN            NaN  0.667593                 NaN            NaN  0.339639        1.51421       0.411884E-001            NaN
  1238.84        500.000        97.5398                 NaN            NaN            NaN            NaN            NaN  0.641681                 NaN            NaN  0.329384        1.45127       0.378530E-001            NaN
  1237.34        500.000        97.6192                 NaN            NaN            NaN  0.763743E-004            NaN  0.622565                 NaN            NaN  0.318203        1.40392       0.359907E-001            NaN
  1235.84        500.000        97.6980                 NaN            NaN            NaN            NaN            NaN  0.603312                 NaN            NaN  0.305998        1.35813       0.345526E-001            NaN
  1234.34        500.000        97.7765                 NaN            NaN            NaN            NaN            NaN  0.583418                 NaN            NaN  0.295102        1.31221       0.327796E-001            NaN
  1232.83        500.000        97.8491                 NaN            NaN            NaN            NaN            NaN  0.565478                 NaN            NaN  0.284954        1.26933       0.310918E-001            NaN
  1231.33        500.000        97.9198                 NaN            NaN            NaN            NaN            NaN  0.547535                 NaN            NaN  0.273973        1.22887       0.298022E-001            NaN
  1229.83        500.000        97.9861                 NaN            NaN            NaN            NaN            NaN  0.530917                 NaN            NaN  0.264948        1.18984       0.282370E-001            NaN
  1228.33        500.000        98.0513                 NaN            NaN            NaN            NaN            NaN  0.513809                 NaN            NaN  0.256723        1.15159       0.265417E-001            NaN
  1226.83        500.000        98.1138                 NaN            NaN            NaN            NaN            NaN  0.497806                 NaN            NaN  0.246077        1.11662       0.256748E-001            NaN
  1225.32        500.000        98.1687                 NaN            NaN            NaN            NaN            NaN  0.484262                 NaN            NaN  0.238889        1.08390       0.242294E-001            NaN
  1223.82        500.000        98.2246                 NaN            NaN            NaN            NaN            NaN  0.470010                 NaN            NaN  0.231183        1.05124       0.229298E-001            NaN
  1222.32        500.000        98.2782                 NaN            NaN            NaN            NaN            NaN  0.456093                 NaN            NaN  0.223096        1.02068       0.219086E-001            NaN
  1220.82        500.000        98.3305                 NaN            NaN            NaN            NaN            NaN  0.442448                 NaN            NaN  0.215870       0.990474       0.207232E-001            NaN
  1219.31        500.000        98.3807                 NaN            NaN            NaN            NaN            NaN  0.428959                 NaN            NaN  0.207735       0.962595       0.199647E-001            NaN
  1217.81        500.000        98.4297                 NaN            NaN            NaN            NaN            NaN  0.415690                 NaN            NaN  0.200827       0.934790       0.189475E-001            NaN
  1216.31        500.000        98.4752                 NaN            NaN            NaN            NaN            NaN  0.403358                 NaN            NaN  0.194696       0.908809       0.179635E-001            NaN
  1214.81        500.000        98.5165                 NaN            NaN            NaN            NaN            NaN  0.393727                 NaN            NaN  0.188258       0.884410       0.170919E-001            NaN
  1213.31        500.000        41.8453                 NaN            NaN            NaN            NaN            NaN   4.51583        3.07438                 NaN   5.07817        23.5036       0.242842        21.7398     
  1211.80        500.000        99.8769                 NaN            NaN            NaN            NaN            NaN  0.106863E-001            NaN            NaN            NaN            NaN  0.809678E-002  0.104360     
  1210.30        500.000        99.6998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.686727E-001            NaN  0.141114E-001  0.217405     
  1208.80        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1207.30        500.000        99.7433                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.175260E-001            NaN            NaN  0.239132     
  1205.80        500.000        96.6106                 NaN            NaN            NaN  0.731710E-001            NaN  0.160676       0.212494                 NaN  0.232334        1.60528                 NaN   1.10541     
  1204.29        500.000        99.8387                 NaN            NaN            NaN  0.944469E-005            NaN  0.318366E-001            NaN            NaN  0.505006E-002  0.579966E-001            NaN  0.664041E-001
  1202.79        500.000        99.4670                 NaN            NaN            NaN            NaN            NaN  0.802725E-001            NaN            NaN  0.600252E-001  0.244467       0.155282E-002  0.146635     
  1201.29        500.000        99.9176                 NaN            NaN            NaN            NaN            NaN  0.864061E-002            NaN            NaN  0.498146E-002            NaN  0.388433E-003  0.684108E-001
  1199.79        500.000        99.6227                 NaN            NaN            NaN  0.518357E-002            NaN  0.329339E-001            NaN            NaN  0.315405E-001  0.180541       0.126367E-002  0.125858     
  1198.28        500.000        99.8065                 NaN            NaN            NaN            NaN            NaN  0.136913E-001            NaN            NaN  0.136269E-001  0.889615E-001  0.165291E-002  0.755293E-001
  1196.78        500.000        80.4158                 NaN            NaN            NaN            NaN            NaN  0.511830        1.67572                 NaN   1.56661        7.80977       0.744620E-001   7.94578     
  1195.28        500.000        87.0651                 NaN            NaN            NaN  0.115755                 NaN   1.25565                 NaN            NaN   1.03561        5.25135       0.496736E-001   5.22681     
  1193.78        500.000        95.5614                 NaN            NaN            NaN            NaN            NaN  0.477203                 NaN            NaN  0.360476        1.80148       0.137689E-001   1.78570     
  1192.28        500.000        99.8347                 NaN            NaN            NaN            NaN            NaN  0.151169E-001  0.149137E-002            NaN  0.129714E-001  0.680864E-001  0.478864E-003  0.671871E-001
  1190.77        500.000        66.3857                 NaN            NaN            NaN            NaN            NaN   2.61948       0.654099                 NaN   2.53719        14.0296       0.114320        13.6597     
  1189.27        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.74369        4.99743                 NaN   7.15908        42.9242       0.333812        40.8418     
  1187.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.76404                 NaN            NaN   7.17716        42.8844       0.328002        40.8464     
  1186.27        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.72723        7.04095                 NaN   7.18021        42.8763       0.326872        40.8484     
  1184.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.66394        7.10607                 NaN   7.18280        42.8712       0.326319        40.8497     
  1183.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.23880        7.53628                 NaN   7.18728        42.8611       0.324945        40.8516     
  1181.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.12822        7.64814                 NaN   7.19028        42.8561       0.324472        40.8528     
  1180.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.77553                 NaN            NaN   7.19106        42.8553       0.324616        40.8535     
  1178.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.00323        4.75418                 NaN   7.17968        42.8823       0.329328        40.8512     
  1177.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.77521                 NaN            NaN   7.19901        42.8471       0.324213        40.8545     
  1175.75        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.78162                 NaN            NaN   7.19894        42.8391       0.322788        40.8576     
  1174.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.56821        3.19855                 NaN   7.18891        42.8616       0.326394        40.8564     
  1172.75        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.76919        3.00562                 NaN   7.19475        42.8471       0.324320        40.8590     
  1171.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.42660        3.34363                 NaN   7.19466        42.8510       0.325478        40.8587     
  1169.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.73060        3.04731                 NaN   7.19943        42.8378       0.323319        40.8616     
  1168.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.19376        4.57712                 NaN   7.19868        42.8448       0.325067        40.8606     
  1166.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.93163        6.00453       0.832773        7.20020        42.8422       0.325404        40.8632     
  1165.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.93663        6.07612       0.755402        7.20180        42.8414       0.325325        40.8634     
  1163.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.34316        5.72067        1.71311        7.20425        42.8309       0.322341        40.8656     
  1162.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.39778        4.38028                 NaN   7.20695        42.8263       0.322958        40.8657     
  1160.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.47458        5.71480        1.58916        7.20828        42.8217       0.322640        40.8688     
  1159.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.47113        5.77988        1.52893        7.21063        42.8171       0.322171        40.8702     
  1157.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.42816        5.80883        1.54255        7.21413        42.8138       0.321738        40.8708     
  1156.22        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.52415        4.26488                 NaN   7.21386        42.8042       0.320421        40.8725     
  1154.72        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.91175        6.38464       0.488224        7.22003        42.8002       0.320971        40.8742     
  1153.22        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.91573        6.41668       0.452316        7.22003        42.7993       0.320758        40.8751     
  1151.72        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.19542        6.02760        1.56966        7.22377        42.7883       0.318525        40.8767     
  1150.22        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.44484        6.09860        1.24748        7.22415        42.7884       0.318612        40.8779     
  1148.71        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.81503                 NaN            NaN   7.24047        42.7502       0.312697        40.8816     
  1147.21        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.69374        2.11480                 NaN   7.23886        42.7572       0.314392        40.8810     
  1145.71        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.696572        7.04040        1.05860        7.24876        42.7611       0.316624        40.8780     
  1144.21        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.68960        2.11802                 NaN   7.25211        42.7456       0.313527        40.8812     
  1142.70        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.16817        3.64054                 NaN   7.23971        42.7521       0.314325        40.8852     
  1141.20        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.51529        3.30195                 NaN   7.24679        42.7356       0.312509        40.8879     
  1139.70        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.00747        6.79291       0.368787E-005   7.24046        42.7568       0.315440        40.8869     
  1138.20        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.84237        6.89384       0.661369E-001   7.24522        42.7499       0.314370        40.8881     
  1136.70        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.82344                 NaN            NaN   7.25803        42.7180       0.309831        40.8907     
  1135.19        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.66567        3.15564                 NaN   7.25390        42.7216       0.310782        40.8924     
  1133.69        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.84157                 NaN            NaN   7.27136        42.6856       0.305115        40.8964     
  1132.19        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.76230        6.95724       0.941902E-001   7.25374        42.7268       0.311656        40.8940     
  1130.69        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.03913        1.77685                 NaN   7.25644        42.7212       0.310962        40.8954     
  1129.19        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.183758        8.66104       0.862671E-003   7.27613        42.6741       0.304141        40.9000     
  1127.68        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.85003                 NaN            NaN   7.28086        42.6646       0.302713        40.9018     
  1126.18        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.25011        2.58711                 NaN   7.27190        42.6835       0.306117        40.9012     
  1124.68        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.37625        2.46384                 NaN   7.27501        42.6769       0.305290        40.9027     
  1123.18        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.21708        2.62674                 NaN   7.27793        42.6692       0.304543        40.9045     
  1121.67        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.85113                 NaN            NaN   7.28601        42.6550       0.302118        40.9058     
  1120.17        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.845045        7.28807       0.710583        7.28208        42.6640       0.303602        40.9066     
  1118.67        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.86492                 NaN            NaN   7.29736        42.6290       0.298374        40.9104     
  1117.17        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.85606                 NaN            NaN   7.29247        42.6413       0.300620        40.9096     
  1115.67        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.06127        7.78462       0.403660E-002   7.29005        42.6479       0.301547        40.9105     
  1114.16        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.86202                 NaN            NaN   7.29846        42.6279       0.298942        40.9126     
  1112.66        500.000                 NaN            NaN            NaN            NaN  0.115184                 NaN   8.66291                 NaN            NaN   7.27782        42.6751       0.307158        40.9618     
  1111.16        500.000                 NaN            NaN            NaN            NaN  0.859881E-001            NaN   8.71523                 NaN            NaN   7.28549        42.6579       0.304511        40.9509     
  1109.66        500.000                 NaN            NaN            NaN            NaN   1.01960                 NaN   4.36515        2.68250                 NaN   7.07730        43.1357       0.382898        41.3368     
  1108.16        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.76131       0.121214                 NaN   7.31594        42.5878       0.293442        40.9203     
  1106.65        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.88413                 NaN            NaN   7.31759        42.5830       0.293041        40.9222     
  1105.15        500.000                 NaN            NaN            NaN            NaN  0.162637                 NaN   2.93237        5.66991                 NaN   7.28622        42.6522       0.305032        40.9917     
  1103.65        500.000                 NaN            NaN            NaN            NaN  0.466499                 NaN   4.07566        4.00304                 NaN   7.22930        42.7780       0.326711        41.1208     
  1102.15        500.000                 NaN            NaN            NaN            NaN   1.07544                 NaN   7.02524                 NaN            NaN   7.11072        43.0393       0.371434        41.3779     
  1100.64        500.000                 NaN            NaN            NaN            NaN   1.00039                 NaN   7.15974                 NaN            NaN   7.12902        42.9980       0.364672        41.3482     
  1099.14        500.000                 NaN            NaN            NaN            NaN   1.08964                 NaN   7.00443                 NaN            NaN   7.11183        43.0356       0.371395        41.3871     
  1097.64        500.000                 NaN            NaN            NaN            NaN   1.20353                 NaN   6.80416                 NaN            NaN   7.08760        43.0880       0.380635        41.4360     
  1096.14        500.000                 NaN            NaN            NaN            NaN   1.21985                 NaN   6.77763                 NaN            NaN   7.08583        43.0908       0.381439        41.4445     
  1094.64        500.000                 NaN            NaN            NaN            NaN   1.30755                 NaN   6.62303                 NaN            NaN   7.06741        43.1311       0.388607        41.4823     
  1093.13        500.000                 NaN            NaN            NaN            NaN   1.34616                 NaN   6.55602                 NaN            NaN   7.06017        43.1462       0.391505        41.4999     
  1091.63        500.000                 NaN            NaN            NaN            NaN   1.49700                 NaN   6.22246                 NaN            NaN   6.98938        43.3228       0.416604        41.5517     
  1090.13        500.000                 NaN            NaN            NaN            NaN   1.41912                 NaN   6.42898                 NaN            NaN   7.04641        43.1751       0.397054        41.5333     
  1088.63        500.000                 NaN            NaN            NaN            NaN   1.42508                 NaN   6.42094                 NaN            NaN   7.04645        43.1732       0.396964        41.5374     
  1087.13        500.000                 NaN            NaN            NaN            NaN   1.52158                 NaN   6.18058                 NaN            NaN   6.98427        43.3297       0.418386        41.5655     
  1085.62        500.000                 NaN            NaN            NaN            NaN   1.49559                 NaN   6.28456                 NaN            NaN   7.02542        43.2224       0.404964        41.5670     
  1084.12        500.000                 NaN            NaN            NaN            NaN   1.53133                 NaN   6.15404                 NaN            NaN   6.97720        43.3470       0.420675        41.5698     
  1082.62        500.000                 NaN            NaN            NaN            NaN   1.51483                 NaN   6.26648                 NaN            NaN   7.03242        43.2025       0.403102        41.5807     
  1081.12        500.000                 NaN            NaN            NaN            NaN   1.52560                 NaN   6.24932                 NaN            NaN   7.03071        43.2037       0.403859        41.5868     
  1079.61        500.000                 NaN            NaN            NaN            NaN   1.54030                 NaN   6.13537                 NaN            NaN   6.97404        43.3522       0.421770        41.5763     
  1078.11        500.000                 NaN            NaN            NaN            NaN   1.58838                 NaN   6.13748                 NaN            NaN   7.01787        43.2315       0.409145        41.6156     
  1076.61        500.000                 NaN            NaN            NaN            NaN   1.58505                 NaN   6.11398                 NaN            NaN   7.00053        43.2769       0.414400        41.6092     
  1075.11        500.000                 NaN            NaN            NaN            NaN   1.62334                 NaN   6.07875                 NaN            NaN   7.01252        43.2407       0.411415        41.6333     
  1073.61        500.000                 NaN            NaN            NaN            NaN   1.61665                 NaN   6.06828                 NaN            NaN   7.00066        43.2726       0.414983        41.6269     
  1072.10        500.000                 NaN            NaN            NaN            NaN   1.63904                 NaN   6.03892                 NaN            NaN   7.00252        43.2651       0.414845        41.6396     
  1070.60        500.000                 NaN            NaN            NaN            NaN   1.64785                 NaN   6.02086                 NaN            NaN   6.99936        43.2719       0.415994        41.6440     
  1069.10        500.000                 NaN            NaN            NaN            NaN   1.65497                 NaN   6.02959                 NaN            NaN   7.01100        43.2394       0.412502        41.6526     
  1067.60        500.000                 NaN            NaN            NaN            NaN   1.69870                 NaN   5.95041                 NaN            NaN   7.00116        43.2614       0.416477        41.6719     
  1066.09        500.000                 NaN            NaN            NaN            NaN   1.68387                 NaN   5.98062                 NaN            NaN   7.00672        43.2468       0.414422        41.6676     
  1064.59        500.000                 NaN            NaN            NaN            NaN   1.69715                 NaN   5.95804                 NaN            NaN   7.00485        43.2501       0.415307        41.6746     
  1063.09        500.000                 NaN            NaN            NaN            NaN   1.73499                 NaN   5.89000                 NaN            NaN   6.99639        43.2686       0.418720        41.6913     
  1061.59        500.000                 NaN            NaN            NaN            NaN   1.77632                 NaN   5.81888                 NaN            NaN   6.99010        43.2822       0.421737        41.7108     
  1060.09        500.000                 NaN            NaN            NaN            NaN   1.75451                 NaN   5.85813                 NaN            NaN   6.99456        43.2706       0.419760        41.7025     
  1058.58        500.000                 NaN            NaN            NaN            NaN   1.73936                 NaN   5.88841                 NaN            NaN   6.99983        43.2565       0.417714        41.6982     
  1057.08        500.000                 NaN            NaN            NaN            NaN   1.76907                 NaN   5.83492                 NaN            NaN   6.99308        43.2710       0.420340        41.7116     
  1055.58        500.000                 NaN            NaN            NaN            NaN   1.77718                 NaN   5.82160                 NaN            NaN   6.99278        43.2711       0.420760        41.7166     
  1054.08        500.000                 NaN            NaN            NaN            NaN   1.79049                 NaN   5.79871                 NaN            NaN   6.99065        43.2748       0.421730        41.7236     
  1052.58        500.000                 NaN            NaN            NaN            NaN   1.79967                 NaN   5.78370                 NaN            NaN   6.98970        43.2758       0.422230        41.7289     
  1051.07        500.000                 NaN            NaN            NaN            NaN   1.80800                 NaN   5.77028                 NaN            NaN   6.98899        43.2762       0.422645        41.7339     
  1049.57        500.000                 NaN            NaN            NaN            NaN   1.81638                 NaN   5.75678                 NaN            NaN   6.98825        43.2766       0.423069        41.7390     
  1048.07        500.000                 NaN            NaN            NaN            NaN   1.82425                 NaN   5.74418                 NaN            NaN   6.98763        43.2767       0.423445        41.7438     
  1046.57        500.000                 NaN            NaN            NaN            NaN   2.03667                 NaN   5.37734                 NaN            NaN   6.95522        43.3511       0.439475        41.8402     
  1045.06        500.000                 NaN            NaN            NaN            NaN   1.84096                 NaN   5.71671                 NaN            NaN   6.98627        43.2780       0.424357        41.7537     
  1043.56        500.000                 NaN            NaN            NaN            NaN   1.84839                 NaN   5.70511                 NaN            NaN   6.98553        43.2779       0.424672        41.7584     
  1042.06        500.000                 NaN            NaN            NaN            NaN   1.85602                 NaN   5.69294                 NaN            NaN   6.98496        43.2779       0.425037        41.7632     
  1040.56        500.000                 NaN            NaN            NaN            NaN   1.86355                 NaN   5.68115                 NaN            NaN   6.98469        43.2773       0.425355        41.7679     
  1039.06        500.000                 NaN            NaN            NaN            NaN   1.87082                 NaN   5.66954                 NaN            NaN   6.98392        43.2776       0.425722        41.7724     
  1037.55        500.000                 NaN            NaN            NaN            NaN   1.87812                 NaN   5.65796                 NaN            NaN   6.98344        43.2774       0.426059        41.7770     
  1036.05        500.000                 NaN            NaN            NaN            NaN   1.88531                 NaN   5.64655                 NaN            NaN   6.98295        43.2772       0.426392        41.7816     
  1034.55        500.000                 NaN            NaN            NaN            NaN   1.89235                 NaN   5.63551                 NaN            NaN   6.98252        43.2769       0.426706        41.7860     
  1033.05        500.000                 NaN            NaN            NaN            NaN   2.03825                 NaN   5.37213                 NaN            NaN   6.95454        43.3453       0.439546        41.8502     
  1031.55        500.000                 NaN            NaN            NaN            NaN   2.03819                 NaN   5.37197                 NaN            NaN   6.95450        43.3446       0.439535        41.8512     
  1030.04        500.000                 NaN            NaN            NaN            NaN   2.03811                 NaN   5.37184                 NaN            NaN   6.95447        43.3438       0.439522        41.8522     
  1028.54        500.000                 NaN            NaN            NaN            NaN   2.03807                 NaN   5.37163                 NaN            NaN   6.95443        43.3431       0.439513        41.8533     
  1027.04        500.000                 NaN            NaN            NaN            NaN   2.03800                 NaN   5.37147                 NaN            NaN   6.95439        43.3424       0.439502        41.8543     
  1025.54        500.000                 NaN            NaN            NaN            NaN   2.03795                 NaN   5.37130                 NaN            NaN   6.95435        43.3416       0.439492        41.8553     
  1024.03        500.000                 NaN            NaN            NaN            NaN   2.03789                 NaN   5.37114                 NaN            NaN   6.95432        43.3409       0.439481        41.8563     
  1022.53        500.000                 NaN            NaN            NaN            NaN   2.03783                 NaN   5.37097                 NaN            NaN   6.95428        43.3402       0.439471        41.8573     
  1021.03        500.000                 NaN            NaN            NaN            NaN   2.03777                 NaN   5.37080                 NaN            NaN   6.95424        43.3394       0.439460        41.8583     
  1019.53        500.000                 NaN            NaN            NaN            NaN   2.03771                 NaN   5.37064                 NaN            NaN   6.95421        43.3387       0.439449        41.8593     
  1018.03        500.000                 NaN            NaN            NaN            NaN   2.03765                 NaN   5.37047                 NaN            NaN   6.95417        43.3380       0.439438        41.8603     
  1016.52        500.000                 NaN            NaN            NaN            NaN   2.03759                 NaN   5.37030                 NaN            NaN   6.95413        43.3373       0.439428        41.8613     
  1015.02        500.000                 NaN            NaN            NaN            NaN   2.03753                 NaN   5.37014                 NaN            NaN   6.95409        43.3365       0.439417        41.8623     
