|6.6.6
Archiving\03_Data\DfracLP/QFM_m5/YM20/YM20_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1501.25        500.000        98.7796                 NaN            NaN            NaN            NaN  0.294356E-001   1.19098                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        98.7842                 NaN            NaN            NaN            NaN  0.956446E-002   1.20626                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        98.7860                 NaN            NaN            NaN            NaN  0.173469E-001   1.19670                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        98.8149                 NaN            NaN            NaN            NaN            NaN   1.18510                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        98.7520                 NaN            NaN            NaN            NaN            NaN   1.24803                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.1718                 NaN            NaN            NaN            NaN  0.828227                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        98.1847                 NaN            NaN            NaN            NaN            NaN   1.48051       0.334756                 NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        97.9114                 NaN            NaN            NaN            NaN            NaN   1.19351       0.895091                 NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        97.9516                 NaN            NaN            NaN            NaN            NaN  0.874425        1.17400                 NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        97.9924                 NaN            NaN            NaN            NaN            NaN   1.15429       0.853339                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.0332                 NaN            NaN            NaN            NaN            NaN   1.13347       0.833367                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.0714                 NaN            NaN            NaN            NaN            NaN   1.11414       0.814474                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.1090                 NaN            NaN            NaN            NaN            NaN  0.794482        1.09656                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.1455                 NaN            NaN            NaN            NaN            NaN  0.776790        1.07768                 NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.1785                 NaN            NaN            NaN            NaN            NaN  0.759359        1.06210                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.2151                 NaN            NaN            NaN            NaN            NaN   1.04340       0.741476                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.2316                 NaN            NaN            NaN            NaN            NaN   1.03067       0.731937                 NaN  0.584184E-002            NaN            NaN            NaN
  1458.65        500.000        93.1754                 NaN            NaN            NaN            NaN            NaN   2.93785        1.94188                 NaN   1.94484                 NaN            NaN            NaN
  1456.14        500.000        93.5649                 NaN            NaN            NaN            NaN            NaN   1.83251        2.76487                 NaN   1.83769                 NaN            NaN            NaN
  1453.63        500.000        93.8779                 NaN            NaN            NaN            NaN            NaN   2.62678        1.74010                 NaN   1.75522                 NaN            NaN            NaN
  1451.13        500.000        94.2896                 NaN            NaN            NaN            NaN            NaN   2.44471        1.62913                 NaN   1.63655                 NaN            NaN            NaN
  1448.62        500.000        94.5373                 NaN            NaN            NaN            NaN            NaN   2.33316        1.56073                 NaN   1.56882                 NaN            NaN            NaN
  1446.12        500.000        94.8012                 NaN            NaN            NaN            NaN            NaN   2.21626        1.48717                 NaN   1.49539                 NaN            NaN            NaN
  1443.61        500.000        95.0394                 NaN            NaN            NaN            NaN            NaN   1.41916        2.11121                 NaN   1.43025                 NaN            NaN            NaN
  1441.10        500.000        95.2834                 NaN            NaN            NaN            NaN            NaN   1.35095        2.00485                 NaN   1.36080                 NaN            NaN            NaN
  1438.60        500.000        95.4844                 NaN            NaN            NaN            NaN            NaN   1.91627        1.29453                 NaN   1.30482                 NaN            NaN            NaN
  1436.09        500.000        95.6779                 NaN            NaN            NaN            NaN            NaN   1.83106        1.24079                 NaN   1.25022                 NaN            NaN            NaN
  1433.58        500.000        95.8569                 NaN            NaN            NaN            NaN            NaN   1.19068        1.75258                 NaN   1.19983                 NaN            NaN            NaN
  1431.08        500.000        96.0251                 NaN            NaN            NaN            NaN            NaN   1.67988        1.14249                 NaN   1.15254                 NaN            NaN            NaN
  1428.57        500.000        96.1788                 NaN            NaN            NaN            NaN            NaN   1.09738        1.61462                 NaN   1.10917                 NaN            NaN            NaN
  1426.07        500.000        96.3290                 NaN            NaN            NaN            NaN            NaN   1.54801        1.05664                 NaN   1.06638                 NaN            NaN            NaN
  1423.56        500.000        96.4638                 NaN            NaN            NaN            NaN            NaN   1.01782        1.49000                 NaN   1.02842                 NaN            NaN            NaN
  1421.05        500.000        96.5951                 NaN            NaN            NaN            NaN            NaN   1.43316       0.980856                 NaN  0.990848                 NaN            NaN            NaN
  1418.55        500.000        96.7147                 NaN            NaN            NaN            NaN            NaN  0.945318        1.38280                 NaN  0.957160                 NaN            NaN            NaN
  1416.04        500.000        96.8272                 NaN            NaN            NaN            NaN            NaN  0.914075        1.33394                 NaN  0.924835                 NaN            NaN            NaN
  1413.53        500.000        96.9359                 NaN            NaN            NaN            NaN            NaN  0.882939        1.28754                 NaN  0.893633                 NaN            NaN            NaN
  1411.03        500.000        96.9286       0.364924E-001            NaN            NaN            NaN            NaN   1.21180       0.915824                 NaN  0.907244                 NaN            NaN            NaN
  1408.52        500.000        96.8663       0.961652E-001            NaN            NaN            NaN            NaN  0.986068        1.10795                 NaN  0.943534                 NaN            NaN            NaN
  1406.02        500.000        96.9931       0.909957E-001            NaN            NaN            NaN            NaN  0.945789        1.06440                 NaN  0.905692                 NaN            NaN            NaN
  1403.51        500.000        97.1117       0.860239E-001            NaN            NaN            NaN            NaN  0.907986        1.02408                 NaN  0.870234                 NaN            NaN            NaN
  1401.00        500.000        97.2188       0.821893E-001            NaN            NaN            NaN            NaN  0.985949       0.874337                 NaN  0.838712                 NaN            NaN            NaN
  1398.50        500.000        97.3312       0.770588E-001            NaN            NaN            NaN            NaN  0.949858       0.837635                 NaN  0.804226                 NaN            NaN            NaN
  1395.99        500.000        97.4260       0.729496E-001            NaN            NaN            NaN            NaN  0.806922       0.918393                 NaN  0.775698                 NaN            NaN            NaN
  1393.48        500.000        97.5172       0.692719E-001            NaN            NaN            NaN            NaN  0.777679       0.887611                 NaN  0.748229                 NaN            NaN            NaN
  1390.98        500.000        97.6040       0.657666E-001            NaN            NaN            NaN            NaN  0.858587       0.749670                 NaN  0.721930                 NaN            NaN            NaN
  1388.47        500.000        97.6864       0.620812E-001            NaN            NaN            NaN            NaN  0.831865       0.722470                 NaN  0.697229                 NaN            NaN            NaN
  1385.96        500.000        97.7636       0.588019E-001            NaN            NaN            NaN            NaN  0.697094       0.806899                 NaN  0.673556                 NaN            NaN            NaN
  1383.46        500.000        97.8373       0.558403E-001            NaN            NaN            NaN            NaN  0.673519       0.782148                 NaN  0.651158                 NaN            NaN            NaN
  1380.95        500.000        97.9065       0.529433E-001            NaN            NaN            NaN            NaN  0.759563       0.650893                 NaN  0.630073                 NaN            NaN            NaN
  1378.45        500.000        97.9727       0.500545E-001            NaN            NaN            NaN            NaN  0.737611       0.629956                 NaN  0.609661                 NaN            NaN            NaN
  1375.94        500.000        98.0364       0.471863E-001            NaN            NaN            NaN            NaN  0.717998       0.608134                 NaN  0.590310                 NaN            NaN            NaN
  1373.43        500.000        98.0954       0.446059E-001            NaN            NaN            NaN            NaN  0.588538       0.699259                 NaN  0.572169                 NaN            NaN            NaN
  1370.93        500.000        98.1522       0.421548E-001            NaN            NaN            NaN            NaN  0.570509       0.680269                 NaN  0.554825                 NaN            NaN            NaN
  1368.42        500.000        98.2079       0.396324E-001            NaN            NaN            NaN            NaN  0.551127       0.663811                 NaN  0.537508                 NaN            NaN            NaN
  1365.91        500.000        98.2589       0.376035E-001            NaN            NaN            NaN            NaN  0.534659       0.646959                 NaN  0.521902                 NaN            NaN            NaN
  1363.41        500.000        98.3083       0.356287E-001            NaN            NaN            NaN            NaN  0.519054       0.630362                 NaN  0.506689                 NaN            NaN            NaN
  1360.90        500.000        98.3584       0.329692E-001            NaN            NaN            NaN            NaN  0.616803       0.500857                 NaN  0.490990                 NaN            NaN            NaN
  1358.40        500.000        98.4022       0.310375E-001            NaN            NaN            NaN            NaN  0.603154       0.486104                 NaN  0.477531                 NaN            NaN            NaN
  1355.89        500.000        98.4459       0.290098E-001            NaN            NaN            NaN            NaN  0.471336       0.589841                 NaN  0.463946                 NaN            NaN            NaN
  1353.38        500.000        98.4872       0.271274E-001            NaN            NaN            NaN            NaN  0.577371       0.457165                 NaN  0.451124                 NaN            NaN            NaN
  1350.88        500.000        98.5284       0.251228E-001            NaN            NaN            NaN            NaN  0.565333       0.442896                 NaN  0.438207                 NaN            NaN            NaN
  1348.37        500.000        98.5663       0.234124E-001            NaN            NaN            NaN            NaN  0.430015       0.553869                 NaN  0.426415                 NaN            NaN            NaN
  1345.86        500.000        98.6035       0.215234E-001            NaN            NaN            NaN            NaN  0.543210       0.416987                 NaN  0.414783                 NaN            NaN            NaN
  1343.36        500.000        98.6390       0.197046E-001            NaN            NaN            NaN            NaN  0.404415       0.533235                 NaN  0.403656                 NaN            NaN            NaN
  1340.85        500.000        98.6731       0.180823E-001            NaN            NaN            NaN            NaN  0.523134       0.392802                 NaN  0.392920                 NaN            NaN            NaN
  1338.35        500.000        98.7061       0.164311E-001            NaN            NaN            NaN            NaN  0.381045       0.513828                 NaN  0.382582                 NaN            NaN            NaN
  1335.84        500.000        98.7378       0.148107E-001            NaN            NaN            NaN            NaN  0.369268       0.505414                 NaN  0.372747                 NaN            NaN            NaN
  1333.33        500.000        98.7686       0.132809E-001            NaN            NaN            NaN            NaN  0.496383       0.358829                 NaN  0.362945                 NaN            NaN            NaN
  1330.83        500.000        98.7977       0.116966E-001            NaN            NaN            NaN            NaN  0.488577       0.348287                 NaN  0.353779                 NaN            NaN            NaN
  1328.32        500.000        98.8260       0.101914E-001            NaN            NaN            NaN            NaN  0.480956       0.338005                 NaN  0.344800                 NaN            NaN            NaN
  1325.81        500.000        98.8530       0.849930E-002            NaN            NaN            NaN            NaN  0.474716       0.327501                 NaN  0.336276                 NaN            NaN            NaN
  1323.31        500.000        98.8793       0.703192E-002            NaN            NaN            NaN            NaN  0.317778       0.467888                 NaN  0.327968                 NaN            NaN            NaN
  1320.80        500.000        98.9054       0.585614E-002            NaN            NaN            NaN            NaN  0.460212       0.308761                 NaN  0.319760                 NaN            NaN            NaN
  1318.30        500.000        98.9295       0.443497E-002            NaN            NaN            NaN            NaN  0.454094       0.299887                 NaN  0.312087                 NaN            NaN            NaN
  1315.79        500.000        98.9530       0.311878E-002            NaN            NaN            NaN            NaN  0.291005       0.448261                 NaN  0.304664                 NaN            NaN            NaN
  1313.28        500.000        98.9752       0.165417E-002            NaN            NaN            NaN            NaN  0.282711       0.442869                 NaN  0.297549                 NaN            NaN            NaN
  1310.78        500.000        98.9985       0.225588E-003            NaN            NaN            NaN            NaN  0.273077       0.438078                 NaN  0.290127                 NaN            NaN            NaN
  1308.27        500.000        99.0191                 NaN            NaN            NaN            NaN            NaN  0.266844       0.430134                 NaN  0.283900                 NaN            NaN            NaN
  1305.76        500.000        99.0387                 NaN            NaN            NaN            NaN            NaN  0.260720       0.422568                 NaN  0.277987                 NaN            NaN            NaN
  1303.26        500.000        99.0585                 NaN            NaN            NaN            NaN            NaN  0.414737       0.254766                 NaN  0.272023                 NaN            NaN            NaN
  1300.75        500.000        99.0774                 NaN            NaN            NaN            NaN            NaN  0.249241       0.407108                 NaN  0.266210                 NaN            NaN            NaN
  1298.25        500.000        99.0958                 NaN            NaN            NaN            NaN            NaN  0.243130       0.400272                 NaN  0.260773                 NaN            NaN            NaN
  1295.74        500.000        99.1133                 NaN            NaN            NaN            NaN            NaN  0.237591       0.393612                 NaN  0.255479                 NaN            NaN            NaN
  1293.23        500.000        99.1309                 NaN            NaN            NaN            NaN            NaN  0.386828       0.232080                 NaN  0.250226                 NaN            NaN            NaN
  1290.73        500.000        99.1479                 NaN            NaN            NaN            NaN            NaN  0.379838       0.227212                 NaN  0.245041                 NaN            NaN            NaN
  1288.22        500.000        95.8734                 NaN            NaN            NaN            NaN            NaN  0.520367       0.912552                 NaN  0.573818        2.11987                 NaN            NaN
  1285.71        500.000        88.6146                 NaN            NaN            NaN            NaN            NaN   1.17258        2.05760                 NaN   1.29503        6.86022                 NaN            NaN
  1283.21        500.000        90.1055                 NaN            NaN            NaN            NaN            NaN   1.76466        1.03633                 NaN   1.12970        5.96376                 NaN            NaN
  1280.70        500.000        91.2742                 NaN            NaN            NaN            NaN            NaN   1.53609       0.925633                 NaN  0.999298        5.26477                 NaN            NaN
  1278.20        500.000        92.1992                 NaN            NaN            NaN            NaN            NaN  0.839462        1.35347                 NaN  0.895164        4.71272                 NaN            NaN
  1275.69        500.000        92.9585                 NaN            NaN            NaN            NaN            NaN   1.20431       0.767168                 NaN  0.809043        4.26098                 NaN            NaN
  1273.18        500.000        93.5934                 NaN            NaN            NaN            NaN            NaN  0.706990        1.07864                 NaN  0.736420        3.88455                 NaN            NaN
  1270.68        500.000        94.1263                 NaN            NaN            NaN            NaN            NaN  0.654373       0.975633                 NaN  0.675168        3.56855                 NaN            NaN
  1268.17        500.000        94.5896                 NaN            NaN            NaN            NaN            NaN  0.609917       0.883913                 NaN  0.621310        3.29527                 NaN            NaN
  1265.66        500.000        94.9913                 NaN            NaN            NaN            NaN            NaN  0.805620       0.569985                 NaN  0.574359        3.05871                 NaN            NaN
  1263.16        500.000        95.3337                 NaN            NaN            NaN            NaN            NaN  0.537724       0.738275                 NaN  0.534054        2.85624                 NaN            NaN
  1260.65        500.000        95.6516                 NaN            NaN            NaN            NaN            NaN  0.505215       0.677320                 NaN  0.496604        2.66928                 NaN            NaN
  1258.15        500.000        95.9249                 NaN            NaN            NaN            NaN            NaN  0.477075       0.624639                 NaN  0.464213        2.50915                 NaN            NaN
  1255.64        500.000        96.1760                 NaN            NaN            NaN            NaN            NaN  0.451769       0.576308                 NaN  0.434150        2.36179                 NaN            NaN
  1253.13        500.000        96.3972                 NaN            NaN            NaN            NaN            NaN  0.534509       0.429094                 NaN  0.407731        2.23143                 NaN            NaN
  1250.63        500.000        96.5998                 NaN            NaN            NaN            NaN            NaN  0.496491       0.407919                 NaN  0.383308        2.11246                 NaN            NaN
  1248.12        500.000        96.7842                 NaN            NaN            NaN            NaN            NaN  0.461868       0.388639                 NaN  0.361130        2.00416                 NaN            NaN
  1245.61        500.000        96.9518                 NaN            NaN            NaN            NaN            NaN  0.371827       0.430173                 NaN  0.340780        1.90544                 NaN            NaN
  1243.11        500.000        97.1050                 NaN            NaN            NaN            NaN            NaN  0.402057       0.355598                 NaN  0.322255        1.81512                 NaN            NaN
  1240.60        500.000        97.2457                 NaN            NaN            NaN            NaN            NaN  0.376515       0.340652                 NaN  0.305156        1.73193                 NaN            NaN
  1238.10        500.000        97.3758                 NaN            NaN            NaN            NaN            NaN  0.327082       0.352719                 NaN  0.289305        1.65507                 NaN            NaN
  1235.59        500.000        97.4965                 NaN            NaN            NaN            NaN            NaN  0.330696       0.314410                 NaN  0.274576        1.58380                 NaN            NaN
  1233.08        500.000        97.6059                 NaN            NaN            NaN            NaN            NaN  0.303435       0.310929                 NaN  0.261253        1.51853                 NaN            NaN
  1230.58        500.000        97.7102                 NaN            NaN            NaN            NaN            NaN  0.292245       0.292320                 NaN  0.248510        1.45668                 NaN            NaN
  1228.07        500.000        97.8061                 NaN            NaN            NaN            NaN            NaN  0.275004       0.282707                 NaN  0.236838        1.39936                 NaN            NaN
  1225.56        500.000        97.8953                 NaN            NaN            NaN            NaN            NaN  0.273771       0.258978                 NaN  0.225934        1.34604                 NaN            NaN
  1223.06        500.000        97.9809                 NaN            NaN            NaN            NaN            NaN  0.243454       0.264792                 NaN  0.215348        1.29549                 NaN            NaN
  1220.55        500.000        97.8619                 NaN            NaN            NaN            NaN            NaN  0.234907       0.269149                 NaN  0.220077        1.32279       0.911230E-001            NaN
  1218.05        500.000        86.4494                 NaN            NaN            NaN            NaN            NaN  0.377680        1.06377                 NaN   1.03220        5.55951        5.51740                 NaN
  1215.54        500.000        87.2623                 NaN            NaN            NaN            NaN            NaN   1.39380                 NaN            NaN  0.981419        5.18720        5.17531                 NaN
  1213.03        500.000        84.2425                 NaN            NaN            NaN            NaN            NaN   1.59612                 NaN            NaN   1.22243        6.44876        6.27584       0.214382     
  1210.53        500.000        85.1983                 NaN            NaN            NaN            NaN            NaN   1.52536                 NaN            NaN   1.14506        6.03747        5.89414       0.199705     
  1208.02        500.000        85.0288       0.114626                 NaN            NaN            NaN            NaN   1.39403                 NaN            NaN   1.17001        6.05905        6.05122       0.182229     
  1205.51        500.000        85.6152       0.117991                 NaN            NaN            NaN            NaN   1.32983                 NaN            NaN   1.11270        5.82438        5.82850       0.171365     
  1203.01        500.000        85.9454       0.113538                 NaN            NaN            NaN            NaN   1.29759                 NaN            NaN   1.07425        5.70279        5.70249       0.163970     
  1200.50        500.000        85.8464       0.127386                 NaN            NaN            NaN            NaN   1.23182                 NaN            NaN   1.06320        5.77972        5.78808       0.163380     
  1197.99        500.000        84.0366       0.130737                 NaN            NaN            NaN            NaN   1.40473                 NaN            NaN   1.18304        6.55395        6.51607       0.174870     
  1195.49        500.000        79.0849       0.177087                 NaN            NaN            NaN            NaN   1.77329                 NaN            NaN   1.50481        8.70569        8.53571       0.218522     
  1192.98        500.000        27.4170       0.599165                 NaN            NaN            NaN            NaN   5.66346                 NaN            NaN   4.96396        30.8184        29.8503       0.687829     
  1190.48        500.000                 NaN  0.777465                 NaN            NaN            NaN            NaN   7.82842                 NaN            NaN   6.69903        42.4822        41.2974       0.915544     
  1187.97        500.000                 NaN  0.924397                 NaN            NaN            NaN            NaN   4.82516        2.53439                 NaN   6.64809        42.6697        41.4481       0.950183     
  1185.46        500.000                 NaN  0.800876                 NaN            NaN            NaN            NaN   7.74542                 NaN            NaN   6.68726        42.5227        41.3200       0.923716     
  1182.96        500.000                 NaN  0.769757                 NaN            NaN            NaN            NaN   7.83180                 NaN            NaN   6.69413        42.4998        41.2854       0.919125     
  1180.45        500.000                 NaN  0.734918                 NaN            NaN            NaN            NaN   7.92840                 NaN            NaN   6.70190        42.4744        41.2464       0.913920     
  1177.94        500.000                 NaN  0.695509                 NaN            NaN            NaN            NaN   8.03750                 NaN            NaN   6.71077        42.4459        41.2024       0.907968     
  1175.44        500.000                 NaN  0.468056                 NaN            NaN            NaN            NaN   8.68028                 NaN            NaN   6.76693        42.2631        40.9513       0.870378     
  1172.93        500.000                 NaN  0.320533                 NaN            NaN            NaN            NaN   9.10046                 NaN            NaN   6.80637        42.1398        40.7887       0.844099     
  1170.43        500.000                 NaN  0.188894                 NaN            NaN            NaN            NaN   9.46207                 NaN            NaN   6.83642        42.0478        40.6410       0.823855     
  1167.92        500.000                 NaN  0.457232E-001            NaN            NaN            NaN            NaN   1.93960        7.90532                 NaN   6.86453        41.9619        40.4784       0.804516     
  1165.41        500.000                 NaN  0.365401E-001            NaN            NaN            NaN            NaN   9.86171                 NaN            NaN   6.86173        41.9667        40.4668       0.806614     
  1162.91        500.000                 NaN  0.163813                 NaN            NaN            NaN            NaN   9.49299       0.520881E-005            NaN   6.82741        42.0813        40.6048       0.829663     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.58039       0.366921                 NaN   6.86870        41.9602        40.4216       0.802151     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.85703        3.08489                 NaN   6.86715        41.9668        40.4210       0.803101     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.54707        4.39064                 NaN   6.86519        41.9724        40.4205       0.804216     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.69188        4.24964                 NaN   6.86827        41.9663        40.4211       0.802795     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.84160        4.10378                 NaN   6.87137        41.9601        40.4218       0.801355     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.99588        3.95345                 NaN   6.87448        41.9538        40.4225       0.799894     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.16276        3.79028       0.316383E-003   6.87764        41.9475        40.4231       0.798406     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.32856        3.62863       0.261731E-003   6.88080        41.9410        40.4238       0.796908     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.49644        3.46493       0.218603E-003   6.88397        41.9345        40.4245       0.795391     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.57855        3.38845       0.855005E-004   6.88754        41.9262        40.4255       0.793649     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.76005        3.21126       0.705150E-004   6.89074        41.9195        40.4263       0.792100     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.93968        3.03596       0.587698E-004   6.89394        41.9128        40.4270       0.790540     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.12584        2.85420       0.493453E-004   6.89715        41.9060        40.4277       0.788967     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.32960        2.65488       0.416107E-004   6.90038        41.8992        40.4285       0.787378     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.54802        2.44096       0.352646E-004   6.90361        41.8923        40.4292       0.785777     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.75653        2.23699       0.301984E-004   6.90683        41.8854        40.4300       0.784168     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.96674        2.03136       0.260383E-004   6.91007        41.8785        40.4308       0.782549     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.20135        1.80138       0.225115E-004   6.91330        41.8715        40.4316       0.780920     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.42497        1.58242       0.196546E-004   6.91653        41.8644        40.4324       0.779283     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.64771        1.36438       0.172657E-004   6.91977        41.8573        40.4332       0.777637     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.88504        1.13180       0.152147E-004   6.92301        41.8502        40.4340       0.775983     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.12802       0.893594       0.134890E-004   6.92624        41.8430        40.4348       0.774323     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.38703       0.639400       0.119905E-004   6.92947        41.8358        40.4356       0.772661     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.63376       0.397522       0.107405E-004   6.93270        41.8286        40.4364       0.770987     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.87754       0.158652                 NaN   6.93595        41.8213        40.4373       0.769300     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.0368       0.160208E-004            NaN   6.93646        41.8200        40.4374       0.769239     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.83475       0.208660       0.200461E-003   6.94068        41.8102        40.4388       0.766810     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.69276       0.353870       0.187491E-003   6.94274        41.8053        40.4395       0.765733     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.54702       0.502755       0.181548E-003   6.94477        41.8005        40.4401       0.764677     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.40667       0.646311       0.171821E-003   6.94689        41.7955        40.4408       0.763588     
  1085.21        500.000                 NaN            NaN            NaN  0.211568                 NaN            NaN   9.73272       0.991740E-004            NaN   6.91743        41.8610        40.4956       0.781651     
  1082.71        500.000                 NaN            NaN            NaN  0.254472                 NaN            NaN   9.67173       0.935737E-004            NaN   6.91392        41.8684        40.5075       0.783931     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.50718        4.56322                 NaN   6.96053        41.7666        40.4450       0.757500     
  1077.69        500.000                 NaN            NaN            NaN  0.333340                 NaN            NaN   9.56015       0.830804E-004            NaN   6.90777        41.8812        40.5295       0.787962     
  1075.19        500.000                 NaN            NaN            NaN  0.372866                 NaN            NaN   9.50411       0.773294E-004            NaN   6.90459        41.8878        40.5405       0.790031     
  1072.68        500.000                 NaN            NaN            NaN  0.410655                 NaN            NaN   9.45067       0.726534E-004            NaN   6.90162        41.8940        40.5511       0.791973     
  1070.18        500.000                 NaN            NaN            NaN  0.450067                 NaN            NaN   9.39467       0.680154E-004            NaN   6.89833        41.9008        40.5620       0.794091     
  1067.67        500.000                 NaN            NaN            NaN  0.484432                 NaN            NaN   9.34637       0.638796E-004            NaN   6.89580        41.9059        40.5717       0.795767     
  1065.16        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.38461        1.70012       0.100140E-003   6.96920        41.7461        40.4474       0.752453     
  1062.66        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.30038        1.78829       0.912793E-004   6.97202        41.7400        40.4482       0.751053     
  1060.15        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.20444        1.88795       0.824809E-004   6.97475        41.7341        40.4490       0.749712     
  1057.64        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.18677        1.90444       0.752853E-004   6.97421        41.7353        40.4489       0.750300     
  1055.14        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.11288        1.98249       0.688115E-004   6.97720        41.7288        40.4497       0.748814     
  1052.63        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.0013       0.141911       0.216411E-005   7.00835        41.6599        40.4570       0.731558     
  1050.13        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.94726        2.15629       0.570952E-004   6.98318        41.7160        40.4514       0.745847     
  1047.62        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.87445        2.23330       0.521930E-004   6.98623        41.7094        40.4522       0.744333     
  1045.11        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.80596        2.30602       0.478044E-004   6.98932        41.7028        40.4530       0.742803     
  1042.61        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.76296        2.35242       0.773957E-005   6.99171        41.6975        40.4538       0.741630     
  1040.10        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.70040        2.41921       0.708106E-005   6.99481        41.6908        40.4546       0.740098     
  1037.59        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.64070        2.48321       0.649434E-005   6.99794        41.6841        40.4555       0.738547     
  1035.09        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.58411        2.54409       0.596836E-005   7.00107        41.6774        40.4563       0.736997     
  1032.58        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.52929        2.60324                 NaN   7.00422        41.6706        40.4572       0.735433     
  1030.08        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.47707        2.65981       0.506415E-005   7.00739        41.6638        40.4581       0.733861     
  1027.57        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.42755        2.71370       0.468107E-005   7.01059        41.6569        40.4590       0.732279     
  1025.06        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.38320        2.76250       0.435125E-005   7.01380        41.6500        40.4599       0.730686     
  1022.56        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.33696        2.81317       0.401956E-005   7.01692        41.6431        40.4607       0.729111     
  1020.05        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.29456        2.86002       0.374992E-005   7.02022        41.6361        40.4616       0.727485     
