|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.5/Y98/Y98_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          an             ilm            San(TH)        San(TH)        q             
  1274.07        2500.00                 NaN   91.5666                 NaN            NaN  0.428876                 NaN            NaN            NaN   1.01771        1.35232       0.169192        5.46532                 NaN            NaN
  1272.84        2500.00                 NaN   95.2502                 NaN            NaN   1.95622                 NaN            NaN            NaN            NaN  0.593743       0.223991E-001   2.17744                 NaN            NaN
  1271.61        2500.00                 NaN   93.9173                 NaN            NaN  0.939712                 NaN            NaN            NaN            NaN  0.792470       0.190286        4.16021                 NaN            NaN
  1270.38        2500.00                 NaN   88.2864                 NaN            NaN   3.48651                 NaN            NaN            NaN  0.112517        1.68918       0.157691        6.26775                 NaN            NaN
  1269.16        2500.00                 NaN   2.02437        83.7324       0.475474E-005   1.22531        3.07033                 NaN            NaN            NaN   2.01450       0.123263        7.80982                 NaN            NaN
  1267.93        2500.00                 NaN   11.6480        80.8072       0.471767E-005   1.19005        1.03546                 NaN            NaN            NaN   1.09697       0.102263        4.12002                 NaN            NaN
  1266.70        2500.00                 NaN   99.7801                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.211733       0.819751E-002            NaN            NaN            NaN
  1265.47        2500.00                 NaN   99.7624                 NaN            NaN  0.139500E-002            NaN            NaN            NaN  0.109670                 NaN  0.984093E-002  0.116686                 NaN            NaN
  1264.24        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1263.01        2500.00                 NaN   99.5911                 NaN            NaN  0.408289                 NaN            NaN            NaN            NaN            NaN  0.596482E-003            NaN            NaN            NaN
  1261.78        2500.00                 NaN   99.6792                 NaN            NaN  0.190489                 NaN            NaN            NaN            NaN            NaN  0.169522E-001  0.113358                 NaN            NaN
  1260.55        2500.00                 NaN   99.7778                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.175577       0.465796E-001            NaN            NaN            NaN
  1259.32        2500.00                 NaN   96.5920                 NaN            NaN  0.878986                 NaN            NaN            NaN            NaN  0.250975                 NaN   2.27805                 NaN            NaN
  1258.09        2500.00                 NaN   97.6620                 NaN            NaN  0.885606                 NaN            NaN            NaN            NaN  0.361469       0.351465E-001   1.05575                 NaN            NaN
  1256.87        2500.00                 NaN   96.4843                 NaN            NaN  0.956191                 NaN            NaN            NaN            NaN  0.454211       0.345773E-001   2.07070                 NaN            NaN
  1255.64        2500.00                 NaN   96.5174                 NaN            NaN  0.926632                 NaN            NaN            NaN            NaN  0.457826       0.416419E-001   2.05646                 NaN            NaN
  1254.41        2500.00                 NaN   99.5078                 NaN            NaN  0.340730E-001            NaN            NaN            NaN            NaN  0.159278E-001            NaN  0.442154                 NaN            NaN
  1253.18        2500.00                 NaN   97.4578                 NaN            NaN  0.676376                 NaN            NaN            NaN            NaN  0.310513       0.347318E-001   1.52056                 NaN            NaN
  1251.95        2500.00                 NaN   94.6471                 NaN            NaN   1.52301                 NaN            NaN            NaN            NaN  0.811521       0.874695E-001   2.93089                 NaN            NaN
  1250.72        2500.00                 NaN   97.4208                 NaN            NaN  0.575865                 NaN            NaN            NaN            NaN  0.288196       0.329707E-001   1.68218                 NaN            NaN
  1249.49        2500.00                 NaN   97.3981                 NaN            NaN  0.613749                 NaN            NaN            NaN            NaN  0.308052       0.276826E-001   1.65245                 NaN            NaN
  1248.26        2500.00                 NaN   97.8669                 NaN            NaN  0.641707                 NaN            NaN            NaN            NaN  0.297590       0.220494E-001   1.17175                 NaN            NaN
  1247.03        2500.00                 NaN   97.9398                 NaN            NaN  0.547844                 NaN            NaN            NaN            NaN  0.280054       0.260793E-001   1.20618                 NaN            NaN
  1245.80        2500.00                 NaN   99.0203                 NaN            NaN  0.299386                 NaN            NaN            NaN            NaN  0.134404       0.988972E-002  0.536049                 NaN            NaN
  1244.58        2500.00                 NaN   96.8470                 NaN            NaN  0.793984                 NaN            NaN            NaN            NaN  0.429496       0.426324E-001   1.88691                 NaN            NaN
  1243.35        2500.00                 NaN   97.9210                 NaN            NaN  0.532269                 NaN            NaN            NaN            NaN  0.285970       0.235608E-001   1.23720                 NaN            NaN
  1242.12        2500.00                 NaN   89.0050                 NaN            NaN   2.85604                 NaN            NaN            NaN            NaN   1.66631       0.156223        6.31641                 NaN            NaN
  1240.89        2500.00                 NaN   99.5328                 NaN            NaN  0.144668                 NaN            NaN            NaN            NaN  0.557727E-001  0.495905E-002  0.261810                 NaN            NaN
  1239.66        2500.00                 NaN   99.5347                 NaN            NaN  0.143656                 NaN            NaN            NaN            NaN  0.553957E-001  0.495697E-002  0.261311                 NaN            NaN
  1238.43        2500.00                 NaN   99.5365                 NaN            NaN  0.142649                 NaN            NaN            NaN            NaN  0.550192E-001  0.494757E-002  0.260842                 NaN            NaN
  1237.20        2500.00                 NaN   99.9914                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.861515E-002            NaN            NaN
  1235.97        2500.00                 NaN   99.7070                 NaN            NaN  0.896799E-001            NaN            NaN            NaN            NaN            NaN  0.985943E-002  0.193482                 NaN            NaN
  1234.74        2500.00                 NaN   98.8041                 NaN            NaN  0.653135E-001            NaN            NaN            NaN            NaN  0.256492E-001            NaN   1.10494                 NaN            NaN
  1233.51        2500.00                 NaN   99.4584                 NaN            NaN  0.358295                 NaN            NaN            NaN            NaN  0.151433       0.105347E-001  0.213733E-001            NaN            NaN
  1232.29        2500.00                 NaN   99.0722                 NaN            NaN  0.519934E-001            NaN            NaN            NaN            NaN  0.119519E-002  0.110507E-002  0.873473                 NaN            NaN
  1231.06        2500.00                 NaN   44.6742                 NaN            NaN   6.38735                 NaN            NaN            NaN            NaN   4.64130       0.329427        25.7720                 NaN   18.1957     
  1229.83        2500.00                 NaN            NaN            NaN            NaN   10.5675                 NaN            NaN            NaN  0.379829        8.27495       0.601372        46.4016                 NaN   33.7748     
  1228.60        2500.00                 NaN            NaN            NaN            NaN   10.5672                 NaN            NaN            NaN  0.379821        8.27493       0.601361        46.4011                 NaN   33.7756     
  1227.37        2500.00                 NaN            NaN            NaN            NaN   10.5670                 NaN            NaN            NaN  0.379812        8.27491       0.601350        46.4006                 NaN   33.7764     
  1226.14        2500.00                 NaN            NaN            NaN            NaN   10.5667                 NaN            NaN            NaN  0.379804        8.27489       0.601339        46.4001                 NaN   33.7772     
  1224.91        2500.00                 NaN            NaN            NaN            NaN   10.5664                 NaN            NaN            NaN  0.379796        8.27487       0.601328        46.3996                 NaN   33.7779     
  1223.68        2500.00                 NaN            NaN            NaN            NaN   10.5662                 NaN            NaN            NaN  0.379788        8.27485       0.601317        46.3991                 NaN   33.7787     
  1222.45        2500.00                 NaN            NaN            NaN            NaN   10.5659                 NaN            NaN            NaN  0.379779        8.27483       0.601306        46.3987                 NaN   33.7795     
  1221.22        2500.00                 NaN            NaN            NaN            NaN   10.5656                 NaN            NaN            NaN  0.379771        8.27481       0.601295        46.3982                 NaN   33.7803     
  1220.00        2500.00                 NaN            NaN            NaN            NaN   10.5654                 NaN            NaN            NaN  0.379763        8.27479       0.601284        46.3977                 NaN   33.7811     
  1218.77        2500.00                 NaN            NaN            NaN            NaN   10.5664                 NaN            NaN            NaN  0.378966        8.27489       0.601234        46.3970                 NaN   33.7815     
  1217.54        2500.00                 NaN            NaN            NaN            NaN   11.1906                 NaN            NaN            NaN            NaN   8.32844       0.582599        46.2770                 NaN   33.6213     
  1216.31        2500.00                 NaN            NaN            NaN            NaN   11.1903                 NaN            NaN            NaN            NaN   8.32842       0.582589        46.2766                 NaN   33.6221     
  1215.08        2500.00                 NaN            NaN            NaN            NaN   9.28046        1.91882                 NaN            NaN            NaN   8.28502       0.582836        46.3064                 NaN   33.6265     
  1213.85        2500.00                 NaN            NaN            NaN            NaN   11.1898                 NaN            NaN            NaN            NaN   8.32826       0.582579        46.2758                 NaN   33.6236     
  1212.62        2500.00                 NaN            NaN            NaN            NaN   11.1888                 NaN            NaN            NaN            NaN   8.26992       0.585661        46.3303                 NaN   33.6252     
  1211.39        2500.00                 NaN            NaN            NaN            NaN   11.1894                 NaN            NaN            NaN            NaN   8.27122       0.585416        46.3278                 NaN   33.6262     
  1210.16        2500.00                 NaN            NaN            NaN            NaN   11.1898                 NaN            NaN            NaN            NaN   8.27263       0.585206        46.3254                 NaN   33.6270     
  1208.93        2500.00                 NaN            NaN            NaN            NaN   11.1903                 NaN            NaN            NaN            NaN   8.27409       0.584984        46.3227                 NaN   33.6279     
  1207.70        2500.00                 NaN            NaN            NaN            NaN   11.1907                 NaN            NaN            NaN            NaN   8.27553       0.584769        46.3202                 NaN   33.6288     
  1206.48        2500.00                 NaN            NaN            NaN            NaN   11.1911                 NaN            NaN            NaN            NaN   8.27697       0.584554        46.3177                 NaN   33.6297     
  1205.25        2500.00                 NaN            NaN            NaN            NaN   11.1916                 NaN            NaN            NaN            NaN   8.27837       0.584339        46.3151                 NaN   33.6306     
  1204.02        2500.00                 NaN            NaN            NaN            NaN   11.1920                 NaN            NaN            NaN            NaN   8.27976       0.584131        46.3126                 NaN   33.6315     
  1202.79        2500.00                 NaN            NaN            NaN            NaN   11.1924                 NaN            NaN            NaN            NaN   8.28114       0.583926        46.3102                 NaN   33.6323     
  1201.56        2500.00                 NaN            NaN            NaN            NaN   11.1928                 NaN            NaN            NaN            NaN   8.28265       0.583690        46.3076                 NaN   33.6332     
  1200.33        2500.00                 NaN            NaN            NaN            NaN   11.1945                 NaN            NaN            NaN            NaN   8.28330       0.583578        46.3050                 NaN   33.6336     
  1199.10        2500.00                 NaN            NaN            NaN            NaN   11.1949                 NaN            NaN            NaN            NaN   8.28471       0.583365        46.3025                 NaN   33.6345     
  1197.87        2500.00                 NaN            NaN            NaN            NaN   11.1953                 NaN            NaN            NaN            NaN   8.28611       0.583143        46.3001                 NaN   33.6354     
  1196.64        2500.00                 NaN            NaN            NaN            NaN   11.1957                 NaN            NaN            NaN            NaN   8.28752       0.582929        46.2976                 NaN   33.6362     
  1195.41        2500.00                 NaN            NaN            NaN            NaN   11.1962                 NaN            NaN            NaN            NaN   8.28890       0.582698        46.2950                 NaN   33.6372     
  1194.19        2500.00                 NaN            NaN            NaN            NaN   11.1965                 NaN            NaN            NaN            NaN   8.29055       0.582505        46.2924                 NaN   33.6380     
  1192.96        2500.00                 NaN            NaN            NaN            NaN   9.26309        1.93433                 NaN            NaN            NaN   8.29651       0.581484        46.2840                 NaN   33.6406     
  1191.73        2500.00                 NaN            NaN            NaN            NaN   11.1975                 NaN            NaN            NaN            NaN   8.29302       0.582047        46.2876                 NaN   33.6398     
  1190.50        2500.00                 NaN            NaN            NaN            NaN   11.1980                 NaN            NaN            NaN            NaN   8.29436       0.581834        46.2851                 NaN   33.6407     
  1189.27        2500.00                 NaN            NaN            NaN            NaN   11.1984       0.616201E-004            NaN            NaN            NaN   8.29565       0.581607        46.2827                 NaN   33.6416     
  1188.04        2500.00                 NaN            NaN            NaN            NaN   11.1987       0.222478E-003            NaN            NaN            NaN   8.29706       0.581367        46.2802                 NaN   33.6425     
  1186.81        2500.00                 NaN            NaN            NaN            NaN   11.1994                 NaN            NaN            NaN            NaN   8.29836       0.581137        46.2777                 NaN   33.6434     
  1185.58        2500.00                 NaN            NaN            NaN            NaN   11.1997                 NaN            NaN            NaN            NaN   8.29967       0.580963        46.2754                 NaN   33.6443     
  1184.35        2500.00                 NaN            NaN            NaN            NaN   11.2002                 NaN            NaN            NaN            NaN   8.30043       0.580777        46.2734                 NaN   33.6452     
  1183.12        2500.00                 NaN            NaN            NaN            NaN   11.2005                 NaN            NaN            NaN            NaN   8.30191       0.580577        46.2709                 NaN   33.6460     
  1181.90        2500.00                 NaN            NaN            NaN            NaN   11.2006       0.368468E-003            NaN            NaN            NaN   8.30319       0.580330        46.2686                 NaN   33.6469     
  1180.67        2500.00                 NaN            NaN            NaN            NaN   11.2014                 NaN            NaN            NaN            NaN   8.30443       0.580131        46.2662                 NaN   33.6478     
  1179.44        2500.00                 NaN            NaN            NaN            NaN   11.2019                 NaN            NaN            NaN            NaN   8.30569       0.579926        46.2638                 NaN   33.6487     
  1178.21        2500.00                 NaN            NaN            NaN            NaN   11.2023                 NaN            NaN            NaN            NaN   8.30696       0.579734        46.2614                 NaN   33.6496     
  1176.98        2500.00                 NaN            NaN            NaN            NaN   11.2028                 NaN            NaN            NaN            NaN   8.30822       0.579498        46.2590                 NaN   33.6505     
  1175.75        2500.00                 NaN            NaN            NaN            NaN   11.2033                 NaN            NaN            NaN            NaN   8.30948       0.579279        46.2566                 NaN   33.6513     
  1174.52        2500.00                 NaN            NaN            NaN            NaN   11.2039                 NaN            NaN            NaN            NaN   8.31076       0.579069        46.2540                 NaN   33.6523     
  1173.29        2500.00                 NaN            NaN            NaN            NaN   11.2036       0.838265E-003            NaN            NaN            NaN   8.31204       0.578823        46.2516                 NaN   33.6531     
  1172.06        2500.00                 NaN            NaN            NaN            NaN   11.1804                 NaN            NaN            NaN            NaN   8.32780       0.582211        46.2594                 NaN   33.6501     
  1170.83        2500.00                 NaN            NaN            NaN            NaN   11.2031                 NaN            NaN            NaN            NaN   8.31508       0.578317        46.2479                 NaN   33.6556     
  1169.61        2500.00                 NaN            NaN            NaN            NaN   11.1799                 NaN            NaN            NaN            NaN   8.32777       0.582190        46.2585                 NaN   33.6517     
  1168.38        2500.00                 NaN            NaN            NaN            NaN   11.2042                 NaN            NaN            NaN            NaN   8.31762       0.577856        46.2429                 NaN   33.6574     
  1167.15        2500.00                 NaN            NaN            NaN            NaN   11.1793                 NaN            NaN            NaN            NaN   8.32773       0.582169        46.2575                 NaN   33.6532     
  1165.92        2500.00                 NaN            NaN            NaN            NaN   11.2053                 NaN            NaN            NaN            NaN   8.32020       0.577383        46.2379                 NaN   33.6592     
  1164.69        2500.00                 NaN            NaN            NaN            NaN   10.0674        1.12272       0.215437E-003            NaN            NaN   8.29091       0.581665        46.2784                 NaN   33.6587     
  1163.46        2500.00                 NaN            NaN            NaN            NaN   3.92250        7.28752                 NaN            NaN            NaN   8.32249       0.576540        46.2314                 NaN   33.6595     
  1162.23        2500.00                 NaN            NaN            NaN            NaN   10.5528       0.631817       0.215530E-003            NaN            NaN   8.30743       0.581801        46.2674                 NaN   33.6585     
  1161.00        2500.00                 NaN            NaN            NaN            NaN   3.98685        7.22482                 NaN            NaN            NaN   8.32440       0.576366        46.2262                 NaN   33.6613     
  1159.77        2500.00                 NaN            NaN            NaN            NaN   11.2105                 NaN            NaN            NaN            NaN   8.32640       0.576199        46.2238                 NaN   33.6631     
  1158.54        2500.00                 NaN            NaN            NaN            NaN   8.60444        2.58720                 NaN            NaN            NaN   8.33211       0.577940        46.2384                 NaN   33.6599     
  1157.31        2500.00                 NaN            NaN            NaN            NaN   11.2155                 NaN            NaN            NaN            NaN   8.32894       0.575648        46.2158                 NaN   33.6641     
  1156.09        2500.00                 NaN            NaN            NaN            NaN   11.2161                 NaN            NaN            NaN            NaN   8.33040       0.575382        46.2131                 NaN   33.6650     
  1154.86        2500.00                 NaN            NaN            NaN            NaN   11.2168                 NaN            NaN            NaN            NaN   8.33178       0.575105        46.2103                 NaN   33.6659     
  1153.63        2500.00                 NaN            NaN            NaN            NaN   11.2176                 NaN            NaN            NaN            NaN   8.33323       0.574827        46.2074                 NaN   33.6669     
  1152.40        2500.00                 NaN            NaN            NaN            NaN   11.2184                 NaN            NaN            NaN            NaN   8.33466       0.574540        46.2046                 NaN   33.6678     
  1151.17        2500.00                 NaN            NaN            NaN            NaN   11.2191                 NaN            NaN            NaN            NaN   8.33609       0.574257        46.2018                 NaN   33.6688     
  1149.94        2500.00                 NaN            NaN            NaN            NaN   11.2199                 NaN            NaN            NaN            NaN   8.33755       0.573962        46.1989                 NaN   33.6697     
  1148.71        2500.00                 NaN            NaN            NaN            NaN   11.2208                 NaN            NaN            NaN            NaN   8.33908       0.573659        46.1958                 NaN   33.6707     
  1147.48        2500.00                 NaN            NaN            NaN            NaN   11.2216                 NaN            NaN            NaN            NaN   8.34048       0.573377        46.1930                 NaN   33.6716     
  1146.25        2500.00                 NaN            NaN            NaN            NaN   11.2224                 NaN            NaN            NaN            NaN   8.34196       0.573075        46.1900                 NaN   33.6726     
  1145.02        2500.00                 NaN            NaN            NaN            NaN   11.2232                 NaN            NaN            NaN            NaN   8.34346       0.572769        46.1870                 NaN   33.6735     
  1143.80        2500.00                 NaN            NaN            NaN            NaN   11.2240                 NaN            NaN            NaN            NaN   8.34493       0.572468        46.1841                 NaN   33.6744     
  1142.57        2500.00                 NaN            NaN            NaN            NaN   11.2250                 NaN            NaN            NaN            NaN   8.34653       0.572148        46.1808                 NaN   33.6755     
  1141.34        2500.00                 NaN            NaN            NaN            NaN   11.2259                 NaN            NaN            NaN            NaN   8.34807       0.571849        46.1777                 NaN   33.6764     
  1140.11        2500.00                 NaN            NaN            NaN            NaN   11.2268                 NaN            NaN            NaN            NaN   8.34958       0.571504        46.1747                 NaN   33.6774     
  1138.88        2500.00                 NaN            NaN            NaN            NaN   11.2278                 NaN            NaN            NaN            NaN   8.35112       0.571182        46.1716                 NaN   33.6784     
  1137.65        2500.00                 NaN            NaN            NaN            NaN   11.2287                 NaN            NaN            NaN            NaN   8.35268       0.570864        46.1684                 NaN   33.6793     
  1136.42        2500.00                 NaN            NaN            NaN            NaN   11.2297                 NaN            NaN            NaN            NaN   8.35427       0.570516        46.1652                 NaN   33.6803     
  1135.19        2500.00                 NaN            NaN            NaN            NaN   11.2307                 NaN            NaN            NaN            NaN   8.35586       0.570178        46.1620                 NaN   33.6813     
  1133.96        2500.00                 NaN            NaN            NaN            NaN   11.2317                 NaN            NaN            NaN            NaN   8.35749       0.569834        46.1587                 NaN   33.6823     
  1132.73        2500.00                 NaN            NaN            NaN            NaN   11.2327                 NaN            NaN            NaN            NaN   8.35908       0.569487        46.1554                 NaN   33.6833     
  1131.51        2500.00                 NaN            NaN            NaN            NaN   11.2338                 NaN            NaN            NaN            NaN   8.36071       0.569137        46.1521                 NaN   33.6843     
  1130.28        2500.00                 NaN            NaN            NaN            NaN   11.2349                 NaN            NaN            NaN            NaN   8.36236       0.568765        46.1487                 NaN   33.6853     
  1129.05        2500.00                 NaN            NaN            NaN            NaN   11.2362                 NaN            NaN            NaN            NaN   8.36419       0.568358        46.1449                 NaN   33.6864     
  1127.82        2500.00                 NaN            NaN            NaN            NaN   11.2370                 NaN            NaN            NaN            NaN   8.36561       0.568055        46.1420                 NaN   33.6873     
  1126.59        2500.00                 NaN            NaN            NaN            NaN   11.2382                 NaN            NaN            NaN            NaN   8.36737       0.567687        46.1385                 NaN   33.6883     
  1125.36        2500.00                 NaN            NaN            NaN            NaN   11.2398                 NaN            NaN            NaN            NaN   8.36952       0.567203        46.1341                 NaN   33.6894     
  1124.13        2500.00                 NaN            NaN            NaN            NaN   11.2415                 NaN            NaN            NaN            NaN   8.37165       0.566716        46.1297                 NaN   33.6905     
  1122.90        2500.00                 NaN            NaN            NaN            NaN   11.2432                 NaN            NaN            NaN            NaN   8.37387       0.566211        46.1251                 NaN   33.6916     
  1121.67        2500.00                 NaN            NaN            NaN            NaN   11.2450                 NaN            NaN            NaN            NaN   8.37615       0.565691        46.1205                 NaN   33.6927     
  1120.44        2500.00                 NaN            NaN            NaN            NaN   11.2469                 NaN            NaN            NaN            NaN   8.37849       0.565152        46.1128       0.278759E-002   33.6938     
  1119.22        2500.00                 NaN            NaN            NaN            NaN   11.2489                 NaN            NaN            NaN            NaN   8.38092       0.564593        46.1106                 NaN   33.6949     
  1117.99        2500.00                 NaN            NaN            NaN            NaN   8.66531        2.55768                 NaN            NaN            NaN   8.33679       0.572896        46.1697                 NaN   33.6976     
  1116.76        2500.00                 NaN            NaN            NaN            NaN   11.2904                 NaN            NaN            NaN            NaN   8.42989       0.553408        46.0198                 NaN   33.7065     
  1115.53        2500.00                 NaN            NaN            NaN            NaN   7.16225        4.13095                 NaN            NaN            NaN   8.43297       0.552653        46.0134                 NaN   33.7078     
  1114.30        2500.00                 NaN            NaN            NaN            NaN   7.48180        3.81413                 NaN            NaN            NaN   8.43588       0.551881        46.0071                 NaN   33.7092     
  1113.07        2500.00                 NaN            NaN            NaN            NaN   7.79375        3.50502                 NaN            NaN            NaN   8.43909       0.551104        46.0004                 NaN   33.7106     
  1111.84        2500.00                 NaN            NaN            NaN            NaN   8.06204        3.23949                 NaN            NaN            NaN   8.44208       0.550341        45.9941                 NaN   33.7120     
  1110.61        2500.00                 NaN            NaN            NaN            NaN   8.34519        2.95894                 NaN            NaN            NaN   8.44499       0.549642        45.9880                 NaN   33.7133     
  1109.38        2500.00                 NaN            NaN            NaN            NaN   8.77743        2.53447                 NaN            NaN            NaN   8.45143       0.547598        45.9732                 NaN   33.7158     
  1108.15        2500.00                 NaN            NaN            NaN            NaN   8.98617        2.32809                 NaN            NaN            NaN   8.45333       0.547244        45.9679                 NaN   33.7173     
  1106.92        2500.00                 NaN            NaN            NaN            NaN   11.2612       0.807770E-005            NaN            NaN            NaN   8.40377       0.558974        46.0681                 NaN   33.7079     
  1105.70        2500.00                 NaN            NaN            NaN            NaN   11.2627       0.910916E-005            NaN            NaN            NaN   8.40554       0.558641        46.0641                 NaN   33.7090     
  1104.47        2500.00                 NaN            NaN            NaN            NaN   11.3233                 NaN            NaN            NaN            NaN   8.43624       0.549695        45.9629                 NaN   33.7278     
  1103.24        2500.00                 NaN            NaN            NaN            NaN   11.3335                 NaN            NaN            NaN            NaN   8.44480       0.547074        45.9449                 NaN   33.7297     
  1102.01        2500.00                 NaN            NaN            NaN            NaN   11.3389                 NaN            NaN            NaN            NaN   8.45324       0.544512        45.9327                 NaN   33.7306     
  1100.78        2500.00                 NaN            NaN            NaN            NaN   11.3402                 NaN            NaN            NaN            NaN   8.45857       0.543092        45.9278                 NaN   33.7303     
  1099.55        2500.00                 NaN            NaN            NaN            NaN   11.3281                 NaN            NaN            NaN            NaN   8.47304       0.542953        45.9311                 NaN   33.7247     
  1098.32        2500.00                 NaN            NaN            NaN            NaN   11.2832       0.390193E-004            NaN            NaN            NaN   8.42886       0.553290        46.0172                 NaN   33.7175     
  1097.09        2500.00                 NaN            NaN            NaN            NaN   11.2869       0.541839E-003            NaN            NaN            NaN   8.43337       0.552186        46.0080                 NaN   33.7191     
  1095.86        2500.00                 NaN            NaN            NaN            NaN   10.2647        1.07839                 NaN            NaN            NaN   8.48679       0.539115        45.9009                 NaN   33.7301     
  1094.63        2500.00                 NaN            NaN            NaN            NaN   10.5457       0.795623       0.355904E-002            NaN            NaN   8.48928       0.538538        45.8960                 NaN   33.7313     
  1093.41        2500.00                 NaN            NaN            NaN            NaN   10.5976       0.745240       0.477560E-002            NaN            NaN   8.49249       0.537751        45.8895                 NaN   33.7326     
  1092.18        2500.00                 NaN            NaN            NaN            NaN   11.3501                 NaN            NaN            NaN            NaN   8.49753       0.536782        45.8812                 NaN   33.7344     
  1090.95        2500.00                 NaN            NaN            NaN            NaN   11.3184       0.468460E-005            NaN            NaN            NaN   8.46544       0.544293        45.9430                 NaN   33.7289     
  1089.72        2500.00                 NaN            NaN            NaN            NaN   11.3962                 NaN            NaN            NaN            NaN   8.48279       0.536256        45.8284                 NaN   33.7564     
  1088.49        2500.00                 NaN            NaN            NaN            NaN   10.5880       0.814843                 NaN            NaN            NaN   8.48453       0.535045        45.8185                 NaN   33.7590     
  1087.26        2500.00                 NaN            NaN            NaN            NaN   11.1945       0.213165       0.185783E-002            NaN            NaN   8.48556       0.533922        45.8093                 NaN   33.7617     
  1086.03        2500.00                 NaN            NaN            NaN            NaN   11.3657       0.500277E-001            NaN            NaN            NaN   8.48862       0.532467        45.7994                 NaN   33.7638     
  1084.80        2500.00                 NaN            NaN            NaN            NaN   11.3574                 NaN            NaN            NaN            NaN   8.50974       0.534678        45.8587                 NaN   33.7395     
  1083.57        2500.00                 NaN            NaN            NaN            NaN   11.3559                 NaN            NaN            NaN            NaN   8.50973       0.534981        45.8595                 NaN   33.7399     
  1082.34        2500.00                 NaN            NaN            NaN            NaN   11.3590                 NaN            NaN            NaN            NaN   8.51270       0.534124        45.8527                 NaN   33.7415     
  1081.12        2500.00                 NaN            NaN            NaN            NaN   11.3622                 NaN            NaN            NaN            NaN   8.51567       0.533270        45.8459                 NaN   33.7430     
  1079.89        2500.00                 NaN            NaN            NaN            NaN   11.3653                 NaN            NaN            NaN            NaN   8.51864       0.532416        45.8390                 NaN   33.7446     
  1078.66        2500.00                 NaN            NaN            NaN            NaN   11.3684                 NaN            NaN            NaN            NaN   8.52163       0.531560        45.8322                 NaN   33.7462     
  1077.43        2500.00                 NaN            NaN            NaN            NaN   11.3716                 NaN            NaN            NaN            NaN   8.52463       0.530703        45.8253                 NaN   33.7477     
  1076.20        2500.00                 NaN            NaN            NaN            NaN   8.14452        3.23026                 NaN            NaN            NaN   8.52763       0.529847        45.8185                 NaN   33.7493     
  1074.97        2500.00                 NaN            NaN            NaN            NaN   7.66751        3.71044                 NaN            NaN            NaN   8.53065       0.528986        45.8116                 NaN   33.7508     
  1073.74        2500.00                 NaN            NaN            NaN            NaN   7.19293        4.18817                 NaN            NaN            NaN   8.53368       0.528128        45.8047                 NaN   33.7524     
  1072.51        2500.00                 NaN            NaN            NaN            NaN   6.72278        4.66149                 NaN            NaN            NaN   8.53674       0.527266        45.7978                 NaN   33.7540     
  1071.28        2500.00                 NaN            NaN            NaN            NaN   6.26034        5.12711                 NaN            NaN            NaN   8.53983       0.526396        45.7908                 NaN   33.7555     
  1070.05        2500.00                 NaN            NaN            NaN            NaN   5.80441        5.58623                 NaN            NaN            NaN   8.54293       0.525527        45.7838                 NaN   33.7571     
  1068.83        2500.00                 NaN            NaN            NaN            NaN   5.36035        6.03350                 NaN            NaN            NaN   8.54609       0.524649        45.7768                 NaN   33.7586     
  1067.60        2500.00                 NaN            NaN            NaN            NaN   4.14157        7.25949                 NaN            NaN            NaN   8.55213       0.522907        45.7633                 NaN   33.7606     
  1066.37        2500.00                 NaN            NaN            NaN            NaN   4.27505        7.12715                 NaN            NaN            NaN   8.55256       0.522806        45.7610                 NaN   33.7614     
  1065.14        2500.00                 NaN            NaN            NaN            NaN   3.91842        7.48700                 NaN            NaN            NaN   8.55590       0.521895        45.7538                 NaN   33.7630     
  1063.91        2500.00                 NaN            NaN            NaN            NaN   3.57703        7.83188                 NaN            NaN            NaN   8.55931       0.520979        45.7462                 NaN   33.7646     
  1062.68        2500.00                 NaN            NaN            NaN            NaN   3.09006        8.32214                 NaN            NaN            NaN   8.56305       0.519943        45.7386                 NaN   33.7662     
  1061.45        2500.00                 NaN            NaN            NaN            NaN   3.04806        8.36721                 NaN            NaN            NaN   8.56614       0.519118        45.7319                 NaN   33.7676     
  1060.22        2500.00                 NaN            NaN            NaN            NaN   3.00435        8.41400                 NaN            NaN            NaN   8.56922       0.518284        45.7251                 NaN   33.7691     
  1058.99        2500.00                 NaN            NaN            NaN            NaN   2.96937        8.45195                 NaN            NaN            NaN   8.57230       0.517469        45.7184                 NaN   33.7705     
  1057.76        2500.00                 NaN            NaN            NaN            NaN   2.93285        8.49145                 NaN            NaN            NaN   8.57534       0.516657        45.7118                 NaN   33.7719     
  1056.54        2500.00                 NaN            NaN            NaN            NaN   2.89126        8.53651                 NaN            NaN            NaN   8.57822       0.515849        45.7046                 NaN   33.7735     
  1055.31        2500.00                 NaN            NaN            NaN            NaN   2.86676        8.56353                 NaN            NaN            NaN   8.58140       0.515032        45.6985                 NaN   33.7748     
