|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.5/Y98/Y98_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          an             ilm            San(TH)        San(TH)        q             
  1272.84        2500.00                 NaN   94.5944                 NaN            NaN   2.65245                 NaN            NaN            NaN            NaN  0.616502       0.398230E-001   2.09683                 NaN            NaN
  1271.61        2500.00                 NaN   93.5568                 NaN            NaN   1.26452                 NaN            NaN            NaN            NaN  0.825245       0.339298        4.01413                 NaN            NaN
  1270.38        2500.00                 NaN   87.0692                 NaN            NaN   4.71091                 NaN            NaN            NaN  0.181899        1.74818       0.279447        6.01034                 NaN            NaN
  1269.16        2500.00                 NaN   1.93715        82.3002       0.462706E-005   1.67155        4.23537                 NaN            NaN            NaN   2.09294       0.219285        7.54354                 NaN            NaN
  1267.93        2500.00                 NaN   11.2712        80.2776       0.463657E-005   1.64313        1.44341                 NaN            NaN            NaN   1.15344       0.184126        4.02702                 NaN            NaN
  1266.70        2500.00                 NaN   99.7603                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.224825       0.149054E-001            NaN            NaN            NaN
  1265.47        2500.00                 NaN   99.6827                 NaN            NaN  0.197065E-002            NaN            NaN            NaN  0.182712                 NaN  0.178943E-001  0.114744                 NaN            NaN
  1264.24        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1263.01        2500.00                 NaN   99.4199                 NaN            NaN  0.578983                 NaN            NaN            NaN            NaN            NaN  0.108483E-002            NaN            NaN            NaN
  1261.78        2500.00                 NaN   99.5918                 NaN            NaN  0.265893                 NaN            NaN            NaN            NaN            NaN  0.308724E-001  0.111473                 NaN            NaN
  1260.55        2500.00                 NaN   99.7282                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.186887       0.849074E-001            NaN            NaN            NaN
  1259.32        2500.00                 NaN   96.2734                 NaN            NaN   1.22482                 NaN            NaN            NaN            NaN  0.266576                 NaN   2.23517                 NaN            NaN
  1258.09        2500.00                 NaN   97.2786                 NaN            NaN   1.23581                 NaN            NaN            NaN            NaN  0.384444       0.640172E-001   1.03709                 NaN            NaN
  1256.87        2500.00                 NaN   96.0800                 NaN            NaN   1.33728                 NaN            NaN            NaN            NaN  0.483747       0.630683E-001   2.03593                 NaN            NaN
  1255.64        2500.00                 NaN   96.1007                 NaN            NaN   1.30926                 NaN            NaN            NaN            NaN  0.488422       0.760839E-001   2.02558                 NaN            NaN
  1254.41        2500.00                 NaN   99.4969                 NaN            NaN  0.483932E-001            NaN            NaN            NaN            NaN  0.170608E-001            NaN  0.437683                 NaN            NaN
  1253.18        2500.00                 NaN   97.1473                 NaN            NaN  0.955907                 NaN            NaN            NaN            NaN  0.332021       0.636052E-001   1.50122                 NaN            NaN
  1251.95        2500.00                 NaN   93.9250                 NaN            NaN   2.15542                 NaN            NaN            NaN            NaN  0.867123       0.160076        2.89243                 NaN            NaN
  1250.72        2500.00                 NaN   97.1397                 NaN            NaN  0.819803                 NaN            NaN            NaN            NaN  0.309756       0.606953E-001   1.67006                 NaN            NaN
  1249.49        2500.00                 NaN   97.1004                 NaN            NaN  0.874700                 NaN            NaN            NaN            NaN  0.331453       0.510161E-001   1.64246                 NaN            NaN
  1248.26        2500.00                 NaN   97.5651                 NaN            NaN  0.907485                 NaN            NaN            NaN            NaN  0.320655       0.406937E-001   1.16604                 NaN            NaN
  1247.03        2500.00                 NaN   97.6629                 NaN            NaN  0.784416                 NaN            NaN            NaN            NaN  0.302252       0.482102E-001   1.20218                 NaN            NaN
  1245.80        2500.00                 NaN   98.8698                 NaN            NaN  0.431406                 NaN            NaN            NaN            NaN  0.145363       0.183210E-001  0.535113                 NaN            NaN
  1244.58        2500.00                 NaN   96.4362                 NaN            NaN   1.13771                 NaN            NaN            NaN            NaN  0.464207       0.789263E-001   1.88296                 NaN            NaN
  1243.35        2500.00                 NaN   97.6330                 NaN            NaN  0.773618                 NaN            NaN            NaN            NaN  0.309944       0.437412E-001   1.23965                 NaN            NaN
  1242.12        2500.00                 NaN   87.5328                 NaN            NaN   4.09619                 NaN            NaN            NaN            NaN   1.79796       0.288744        6.28432                 NaN            NaN
  1240.89        2500.00                 NaN   99.4533                 NaN            NaN  0.210898                 NaN            NaN            NaN            NaN  0.611698E-001  0.931676E-002  0.265273                 NaN            NaN
  1239.66        2500.00                 NaN   99.4555                 NaN            NaN  0.209507                 NaN            NaN            NaN            NaN  0.607836E-001  0.931718E-002  0.264887                 NaN            NaN
  1238.43        2500.00                 NaN   99.4576                 NaN            NaN  0.208121                 NaN            NaN            NaN            NaN  0.603975E-001  0.930381E-002  0.264531                 NaN            NaN
  1237.20        2500.00                 NaN   99.9913                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.873333E-002            NaN            NaN
  1235.97        2500.00                 NaN   99.6548                 NaN            NaN  0.130539                 NaN            NaN            NaN            NaN            NaN  0.185513E-001  0.196088                 NaN            NaN
  1234.74        2500.00                 NaN   98.7573                 NaN            NaN  0.951207E-001            NaN            NaN            NaN            NaN  0.281680E-001            NaN   1.11940                 NaN            NaN
  1233.51        2500.00                 NaN   99.2674                 NaN            NaN  0.524849                 NaN            NaN            NaN            NaN  0.166291       0.198181E-001  0.216643E-001            NaN            NaN
  1232.29        2500.00                 NaN   99.0350                 NaN            NaN  0.757811E-001            NaN            NaN            NaN            NaN  0.131434E-002  0.208191E-002  0.885800                 NaN            NaN
  1231.06        2500.00                 NaN   42.7127                 NaN            NaN   8.88890                 NaN            NaN            NaN            NaN   4.88697       0.594245        25.0110                 NaN   17.9062     
  1229.83        2500.00                 NaN            NaN            NaN            NaN   14.1727                 NaN            NaN            NaN  0.607743        8.43419        1.05011        43.5621                 NaN   32.1731     
  1228.60        2500.00                 NaN            NaN            NaN            NaN   14.1727                 NaN            NaN            NaN  0.607743        8.43419        1.05011        43.5621                 NaN   32.1731     
  1227.37        2500.00                 NaN            NaN            NaN            NaN   14.1727                 NaN            NaN            NaN  0.607743        8.43419        1.05011        43.5621                 NaN   32.1731     
  1226.14        2500.00                 NaN            NaN            NaN            NaN   14.1727                 NaN            NaN            NaN  0.607743        8.43419        1.05011        43.5621                 NaN   32.1731     
  1224.91        2500.00                 NaN            NaN            NaN            NaN   14.1727                 NaN            NaN            NaN  0.607743        8.43419        1.05011        43.5621                 NaN   32.1731     
  1223.68        2500.00                 NaN            NaN            NaN            NaN   14.1727                 NaN            NaN            NaN  0.607744        8.43419        1.05011        43.5621                 NaN   32.1731     
  1222.45        2500.00                 NaN            NaN            NaN            NaN   14.1727                 NaN            NaN            NaN  0.607744        8.43419        1.05011        43.5621                 NaN   32.1731     
  1221.22        2500.00                 NaN            NaN            NaN            NaN   14.1727                 NaN            NaN            NaN  0.607743        8.43419        1.05011        43.5621                 NaN   32.1731     
  1220.00        2500.00                 NaN            NaN            NaN            NaN   14.1727                 NaN            NaN            NaN  0.607743        8.43419        1.05011        43.5621                 NaN   32.1731     
  1218.77        2500.00                 NaN            NaN            NaN            NaN   14.1745                 NaN            NaN            NaN  0.606481        8.43430        1.05004        43.5619                 NaN   32.1728     
  1217.54        2500.00                 NaN            NaN            NaN            NaN   15.0465                 NaN            NaN            NaN            NaN   8.48669        1.01725        43.4385                 NaN   32.0111     
  1216.31        2500.00                 NaN            NaN            NaN            NaN   15.0465                 NaN            NaN            NaN            NaN   8.48669        1.01725        43.4385                 NaN   32.0111     
  1215.08        2500.00                 NaN            NaN            NaN            NaN   12.4471        2.61414                 NaN            NaN            NaN   8.44221        1.01767        43.4654                 NaN   32.0135     
  1213.85        2500.00                 NaN            NaN            NaN            NaN   15.0464                 NaN            NaN            NaN            NaN   8.48656        1.01727        43.4386                 NaN   32.0111     
  1212.62        2500.00                 NaN            NaN            NaN            NaN   15.0497                 NaN            NaN            NaN            NaN   8.42697        1.02265        43.4895                 NaN   32.0113     
  1211.39        2500.00                 NaN            NaN            NaN            NaN   15.0506                 NaN            NaN            NaN            NaN   8.42831        1.02224        43.4875                 NaN   32.0114     
  1210.16        2500.00                 NaN            NaN            NaN            NaN   15.0512                 NaN            NaN            NaN            NaN   8.42977        1.02189        43.4857                 NaN   32.0115     
  1208.93        2500.00                 NaN            NaN            NaN            NaN   15.0520                 NaN            NaN            NaN            NaN   8.43127        1.02152        43.4837                 NaN   32.0116     
  1207.70        2500.00                 NaN            NaN            NaN            NaN   15.0526                 NaN            NaN            NaN            NaN   8.43276        1.02117        43.4818                 NaN   32.0117     
  1206.48        2500.00                 NaN            NaN            NaN            NaN   15.0534                 NaN            NaN            NaN            NaN   8.43424        1.02081        43.4798                 NaN   32.0118     
  1205.25        2500.00                 NaN            NaN            NaN            NaN   15.0541                 NaN            NaN            NaN            NaN   8.43569        1.02045        43.4779                 NaN   32.0119     
  1204.02        2500.00                 NaN            NaN            NaN            NaN   15.0548                 NaN            NaN            NaN            NaN   8.43712        1.02011        43.4760                 NaN   32.0120     
  1202.79        2500.00                 NaN            NaN            NaN            NaN   15.0554                 NaN            NaN            NaN            NaN   8.43855        1.01977        43.4742                 NaN   32.0121     
  1201.56        2500.00                 NaN            NaN            NaN            NaN   15.0562                 NaN            NaN            NaN            NaN   8.44011        1.01937        43.4722                 NaN   32.0122     
  1200.33        2500.00                 NaN            NaN            NaN            NaN   15.0569                 NaN            NaN            NaN            NaN   8.44088        1.01921        43.4708                 NaN   32.0122     
  1199.10        2500.00                 NaN            NaN            NaN            NaN   15.0576                 NaN            NaN            NaN            NaN   8.44233        1.01885        43.4689                 NaN   32.0123     
  1197.87        2500.00                 NaN            NaN            NaN            NaN   15.0583                 NaN            NaN            NaN            NaN   8.44378        1.01849        43.4671                 NaN   32.0124     
  1196.64        2500.00                 NaN            NaN            NaN            NaN   15.0590                 NaN            NaN            NaN            NaN   8.44524        1.01813        43.4652                 NaN   32.0125     
  1195.41        2500.00                 NaN            NaN            NaN            NaN   15.0598                 NaN            NaN            NaN            NaN   8.44665        1.01774        43.4632                 NaN   32.0126     
  1194.19        2500.00                 NaN            NaN            NaN            NaN   15.0604                 NaN            NaN            NaN            NaN   8.44836        1.01743        43.4612                 NaN   32.0126     
  1192.96        2500.00                 NaN            NaN            NaN            NaN   12.4294        2.63444                 NaN            NaN            NaN   8.45426        1.01564        43.4526                 NaN   32.0137     
  1191.73        2500.00                 NaN            NaN            NaN            NaN   15.0620                 NaN            NaN            NaN            NaN   8.45091        1.01666        43.4575                 NaN   32.0129     
  1190.50        2500.00                 NaN            NaN            NaN            NaN   15.0627                 NaN            NaN            NaN            NaN   8.45229        1.01631        43.4557                 NaN   32.0130     
  1189.27        2500.00                 NaN            NaN            NaN            NaN   15.0634       0.832734E-004            NaN            NaN            NaN   8.45362        1.01593        43.4538                 NaN   32.0131     
  1188.04        2500.00                 NaN            NaN            NaN            NaN   15.0639       0.300665E-003            NaN            NaN            NaN   8.45507        1.01553        43.4519                 NaN   32.0132     
  1186.81        2500.00                 NaN            NaN            NaN            NaN   15.0650                 NaN            NaN            NaN            NaN   8.45642        1.01515        43.4501                 NaN   32.0133     
  1185.58        2500.00                 NaN            NaN            NaN            NaN   15.0657                 NaN            NaN            NaN            NaN   8.45777        1.01486        43.4483                 NaN   32.0134     
  1184.35        2500.00                 NaN            NaN            NaN            NaN   15.0664                 NaN            NaN            NaN            NaN   8.45856        1.01455        43.4469                 NaN   32.0136     
  1183.12        2500.00                 NaN            NaN            NaN            NaN   15.0670                 NaN            NaN            NaN            NaN   8.46009        1.01422        43.4451                 NaN   32.0136     
  1181.90        2500.00                 NaN            NaN            NaN            NaN   15.0672       0.498022E-003            NaN            NaN            NaN   8.46142        1.01381        43.4433                 NaN   32.0137     
  1180.67        2500.00                 NaN            NaN            NaN            NaN   15.0685                 NaN            NaN            NaN            NaN   8.46270        1.01348        43.4416                 NaN   32.0138     
  1179.44        2500.00                 NaN            NaN            NaN            NaN   15.0692                 NaN            NaN            NaN            NaN   8.46400        1.01314        43.4398                 NaN   32.0139     
  1178.21        2500.00                 NaN            NaN            NaN            NaN   15.0699                 NaN            NaN            NaN            NaN   8.46531        1.01282        43.4380                 NaN   32.0140     
  1176.98        2500.00                 NaN            NaN            NaN            NaN   15.0707                 NaN            NaN            NaN            NaN   8.46661        1.01243        43.4361                 NaN   32.0141     
  1175.75        2500.00                 NaN            NaN            NaN            NaN   15.0715                 NaN            NaN            NaN            NaN   8.46792        1.01206        43.4343                 NaN   32.0143     
  1174.52        2500.00                 NaN            NaN            NaN            NaN   15.0723                 NaN            NaN            NaN            NaN   8.46923        1.01172        43.4324                 NaN   32.0144     
  1173.29        2500.00                 NaN            NaN            NaN            NaN   15.0720       0.113320E-002            NaN            NaN            NaN   8.47056        1.01130        43.4305                 NaN   32.0145     
  1172.06        2500.00                 NaN            NaN            NaN            NaN   15.0465                 NaN            NaN            NaN            NaN   8.48670        1.01725        43.4385                 NaN   32.0111     
  1170.83        2500.00                 NaN            NaN            NaN            NaN   15.0742                 NaN            NaN            NaN            NaN   8.47353        1.01044        43.4270                 NaN   32.0148     
  1169.61        2500.00                 NaN            NaN            NaN            NaN   15.0465                 NaN            NaN            NaN            NaN   8.48670        1.01725        43.4385                 NaN   32.0111     
  1168.38        2500.00                 NaN            NaN            NaN            NaN   15.0759                 NaN            NaN            NaN            NaN   8.47616        1.00967        43.4233                 NaN   32.0151     
  1167.15        2500.00                 NaN            NaN            NaN            NaN   15.0465                 NaN            NaN            NaN            NaN   8.48670        1.01725        43.4385                 NaN   32.0111     
  1165.92        2500.00                 NaN            NaN            NaN            NaN   15.0775                 NaN            NaN            NaN            NaN   8.47882        1.00888        43.4195                 NaN   32.0153     
  1164.69        2500.00                 NaN            NaN            NaN            NaN   13.5163        1.54663       0.291107E-003            NaN            NaN   8.44895        1.01637        43.4576                 NaN   32.0139     
  1163.46        2500.00                 NaN            NaN            NaN            NaN   5.29592        9.78409                 NaN            NaN            NaN   8.48147        1.00747        43.4159                 NaN   32.0151     
  1162.23        2500.00                 NaN            NaN            NaN            NaN   14.1853       0.870333       0.291251E-003            NaN            NaN   8.46593        1.01666        43.4488                 NaN   32.0127     
  1161.00        2500.00                 NaN            NaN            NaN            NaN   5.38106        9.70044                 NaN            NaN            NaN   8.48349        1.00721        43.4123                 NaN   32.0156     
  1159.77        2500.00                 NaN            NaN            NaN            NaN   15.0824                 NaN            NaN            NaN            NaN   8.48538        1.00692        43.4094                 NaN   32.0159     
  1158.54        2500.00                 NaN            NaN            NaN            NaN   11.5532        3.51076                 NaN            NaN            NaN   8.49116        1.00997        43.4230                 NaN   32.0119     
  1157.31        2500.00                 NaN            NaN            NaN            NaN   15.0855                 NaN            NaN            NaN            NaN   8.48821        1.00601        43.4041                 NaN   32.0162     
  1156.09        2500.00                 NaN            NaN            NaN            NaN   15.0864                 NaN            NaN            NaN            NaN   8.48972        1.00557        43.4020                 NaN   32.0163     
  1154.86        2500.00                 NaN            NaN            NaN            NaN   15.0875                 NaN            NaN            NaN            NaN   8.49114        1.00510        43.3999                 NaN   32.0164     
  1153.63        2500.00                 NaN            NaN            NaN            NaN   15.0885                 NaN            NaN            NaN            NaN   8.49263        1.00463        43.3976                 NaN   32.0166     
  1152.40        2500.00                 NaN            NaN            NaN            NaN   15.0896                 NaN            NaN            NaN            NaN   8.49412        1.00415        43.3954                 NaN   32.0168     
  1151.17        2500.00                 NaN            NaN            NaN            NaN   15.0906                 NaN            NaN            NaN            NaN   8.49559        1.00367        43.3932                 NaN   32.0169     
  1149.94        2500.00                 NaN            NaN            NaN            NaN   15.0917                 NaN            NaN            NaN            NaN   8.49709        1.00318        43.3909                 NaN   32.0171     
  1148.71        2500.00                 NaN            NaN            NaN            NaN   15.0929                 NaN            NaN            NaN            NaN   8.49867        1.00266        43.3885                 NaN   32.0173     
  1147.48        2500.00                 NaN            NaN            NaN            NaN   15.0940                 NaN            NaN            NaN            NaN   8.50011        1.00219        43.3863                 NaN   32.0174     
  1146.25        2500.00                 NaN            NaN            NaN            NaN   15.0951                 NaN            NaN            NaN            NaN   8.50164        1.00168        43.3839                 NaN   32.0176     
  1145.02        2500.00                 NaN            NaN            NaN            NaN   15.0963                 NaN            NaN            NaN            NaN   8.50319        1.00116        43.3816                 NaN   32.0178     
  1143.80        2500.00                 NaN            NaN            NaN            NaN   15.0973                 NaN            NaN            NaN            NaN   8.50470        1.00065        43.3794                 NaN   32.0179     
  1142.57        2500.00                 NaN            NaN            NaN            NaN   15.0987                 NaN            NaN            NaN            NaN   8.50634        1.00011        43.3767                 NaN   32.0182     
  1141.34        2500.00                 NaN            NaN            NaN            NaN   15.0999                 NaN            NaN            NaN            NaN   8.50793       0.999606        43.3742                 NaN   32.0184     
  1140.11        2500.00                 NaN            NaN            NaN            NaN   15.1011                 NaN            NaN            NaN            NaN   8.50949       0.999021        43.3718                 NaN   32.0186     
  1138.88        2500.00                 NaN            NaN            NaN            NaN   15.1024                 NaN            NaN            NaN            NaN   8.51107       0.998475        43.3693                 NaN   32.0187     
  1137.65        2500.00                 NaN            NaN            NaN            NaN   15.1036                 NaN            NaN            NaN            NaN   8.51268       0.997938        43.3669                 NaN   32.0189     
  1136.42        2500.00                 NaN            NaN            NaN            NaN   15.1049                 NaN            NaN            NaN            NaN   8.51431       0.997347        43.3643                 NaN   32.0191     
  1135.19        2500.00                 NaN            NaN            NaN            NaN   15.1063                 NaN            NaN            NaN            NaN   8.51595       0.996774        43.3617                 NaN   32.0194     
  1133.96        2500.00                 NaN            NaN            NaN            NaN   15.1076                 NaN            NaN            NaN            NaN   8.51763       0.996189        43.3590                 NaN   32.0196     
  1132.73        2500.00                 NaN            NaN            NaN            NaN   15.1089                 NaN            NaN            NaN            NaN   8.51927       0.995601        43.3564                 NaN   32.0198     
  1131.51        2500.00                 NaN            NaN            NaN            NaN   15.1103                 NaN            NaN            NaN            NaN   8.52094       0.995006        43.3538                 NaN   32.0200     
  1130.28        2500.00                 NaN            NaN            NaN            NaN   15.1118                 NaN            NaN            NaN            NaN   8.52264       0.994373        43.3510                 NaN   32.0202     
  1129.05        2500.00                 NaN            NaN            NaN            NaN   15.1134                 NaN            NaN            NaN            NaN   8.52452       0.993679        43.3479                 NaN   32.0205     
  1127.82        2500.00                 NaN            NaN            NaN            NaN   15.1146                 NaN            NaN            NaN            NaN   8.52598       0.993166        43.3456                 NaN   32.0207     
  1126.59        2500.00                 NaN            NaN            NaN            NaN   15.1160                 NaN            NaN            NaN            NaN   8.52779       0.992541        43.3428                 NaN   32.0209     
  1125.36        2500.00                 NaN            NaN            NaN            NaN   15.1180                 NaN            NaN            NaN            NaN   8.53000       0.991713        43.3391                 NaN   32.0212     
  1124.13        2500.00                 NaN            NaN            NaN            NaN   15.1199                 NaN            NaN            NaN            NaN   8.53220       0.990879        43.3355                 NaN   32.0215     
  1122.90        2500.00                 NaN            NaN            NaN            NaN   15.1220                 NaN            NaN            NaN            NaN   8.53448       0.990013        43.3317                 NaN   32.0218     
  1121.67        2500.00                 NaN            NaN            NaN            NaN   15.1241                 NaN            NaN            NaN            NaN   8.53681       0.989122        43.3277                 NaN   32.0222     
  1120.44        2500.00                 NaN            NaN            NaN            NaN   15.1264                 NaN            NaN            NaN            NaN   8.53922       0.988198        43.3211       0.262088E-002   32.0225     
  1119.22        2500.00                 NaN            NaN            NaN            NaN   15.1287                 NaN            NaN            NaN            NaN   8.54171       0.987237        43.3195                 NaN   32.0229     
  1117.99        2500.00                 NaN            NaN            NaN            NaN   11.6436        3.46514                 NaN            NaN            NaN   8.49607        1.00169        43.3713                 NaN   32.0222     
  1116.76        2500.00                 NaN            NaN            NaN            NaN   15.1764                 NaN            NaN            NaN            NaN   8.59135       0.967679        43.2333                 NaN   32.0313     
  1115.53        2500.00                 NaN            NaN            NaN            NaN   9.65036        5.52924                 NaN            NaN            NaN   8.59450       0.966376        43.2277                 NaN   32.0318     
  1114.30        2500.00                 NaN            NaN            NaN            NaN   10.0800        5.10289                 NaN            NaN            NaN   8.59747       0.965041        43.2223                 NaN   32.0323     
  1113.07        2500.00                 NaN            NaN            NaN            NaN   10.4991        4.68708                 NaN            NaN            NaN   8.60075       0.963699        43.2164                 NaN   32.0329     
  1111.84        2500.00                 NaN            NaN            NaN            NaN   10.8595        4.32992                 NaN            NaN            NaN   8.60382       0.962382        43.2109                 NaN   32.0335     
  1110.61        2500.00                 NaN            NaN            NaN            NaN   11.2396        3.95283                 NaN            NaN            NaN   8.60680       0.961175        43.2056                 NaN   32.0340     
  1109.38        2500.00                 NaN            NaN            NaN            NaN   11.8202        3.38128                 NaN            NaN            NaN   8.61334       0.957614        43.1920                 NaN   32.0356     
  1108.15        2500.00                 NaN            NaN            NaN            NaN   12.0997        3.10423                 NaN            NaN            NaN   8.61530       0.957012        43.1875                 NaN   32.0362     
  1106.92        2500.00                 NaN            NaN            NaN            NaN   15.1495       0.107619E-004            NaN            NaN            NaN   8.56477       0.977539        43.2817                 NaN   32.0265     
  1105.70        2500.00                 NaN            NaN            NaN            NaN   15.1512       0.121300E-004            NaN            NaN            NaN   8.56659       0.976975        43.2784                 NaN   32.0268     
  1104.47        2500.00                 NaN            NaN            NaN            NaN   15.2143                 NaN            NaN            NaN            NaN   8.59773       0.961327        43.1833                 NaN   32.0434     
  1103.24        2500.00                 NaN            NaN            NaN            NaN   15.2252                 NaN            NaN            NaN            NaN   8.60650       0.956763        43.1670                 NaN   32.0446     
  1102.01        2500.00                 NaN            NaN            NaN            NaN   15.2314                 NaN            NaN            NaN            NaN   8.61517       0.952304        43.1563                 NaN   32.0448     
  1100.78        2500.00                 NaN            NaN            NaN            NaN   15.2334                 NaN            NaN            NaN            NaN   8.62064       0.949842        43.1522                 NaN   32.0440     
  1099.55        2500.00                 NaN            NaN            NaN            NaN   15.2204                 NaN            NaN            NaN            NaN   8.63550       0.949624        43.1562                 NaN   32.0383     
  1098.32        2500.00                 NaN            NaN            NaN            NaN   15.1740       0.517802E-004            NaN            NaN            NaN   8.59047       0.967719        43.2372                 NaN   32.0306     
  1097.09        2500.00                 NaN            NaN            NaN            NaN   15.1780       0.718575E-003            NaN            NaN            NaN   8.59509       0.965805        43.2290                 NaN   32.0314     
  1095.86        2500.00                 NaN            NaN            NaN            NaN   13.8041        1.43274                 NaN            NaN            NaN   8.64958       0.942963        43.1293                 NaN   32.0413     
  1094.63        2500.00                 NaN            NaN            NaN            NaN   14.1803        1.05393       0.474662E-002            NaN            NaN   8.65214       0.941971        43.1252                 NaN   32.0417     
  1093.41        2500.00                 NaN            NaN            NaN            NaN   14.2492       0.986729       0.636671E-002            NaN            NaN   8.65542       0.940611        43.1195                 NaN   32.0422     
  1092.18        2500.00                 NaN            NaN            NaN            NaN   15.2463                 NaN            NaN            NaN            NaN   8.66046       0.938919        43.1115                 NaN   32.0428     
  1090.95        2500.00                 NaN            NaN            NaN            NaN   15.2128       0.619236E-005            NaN            NaN            NaN   8.62783       0.952080        43.1702                 NaN   32.0370     
  1089.72        2500.00                 NaN            NaN            NaN            NaN   15.2945                 NaN            NaN            NaN            NaN   8.64513       0.937997        43.0614                 NaN   32.0610     
  1088.49        2500.00                 NaN            NaN            NaN            NaN   14.2149        1.08724                 NaN            NaN            NaN   8.64689       0.935890        43.0525                 NaN   32.0626     
  1087.26        2500.00                 NaN            NaN            NaN            NaN   15.0252       0.282024       0.247567E-002            NaN            NaN   8.64792       0.933938        43.0441                 NaN   32.0643     
  1086.03        2500.00                 NaN            NaN            NaN            NaN   15.2509       0.660945E-001            NaN            NaN            NaN   8.65102       0.931405        43.0351                 NaN   32.0655     
  1084.80        2500.00                 NaN            NaN            NaN            NaN   15.2539                 NaN            NaN            NaN            NaN   8.67313       0.935352        43.0939                 NaN   32.0437     
  1083.57        2500.00                 NaN            NaN            NaN            NaN   15.2523                 NaN            NaN            NaN            NaN   8.67315       0.935899        43.0951                 NaN   32.0435     
  1082.34        2500.00                 NaN            NaN            NaN            NaN   15.2562                 NaN            NaN            NaN            NaN   8.67617       0.934415        43.0891                 NaN   32.0442     
  1081.12        2500.00                 NaN            NaN            NaN            NaN   15.2600                 NaN            NaN            NaN            NaN   8.67920       0.932933        43.0830                 NaN   32.0449     
  1079.89        2500.00                 NaN            NaN            NaN            NaN   15.2638                 NaN            NaN            NaN            NaN   8.68222       0.931454        43.0769                 NaN   32.0456     
  1078.66        2500.00                 NaN            NaN            NaN            NaN   15.2676                 NaN            NaN            NaN            NaN   8.68527       0.929970        43.0709                 NaN   32.0463     
  1077.43        2500.00                 NaN            NaN            NaN            NaN   15.2714                 NaN            NaN            NaN            NaN   8.68832       0.928486        43.0648                 NaN   32.0470     
  1076.20        2500.00                 NaN            NaN            NaN            NaN   10.9159        4.35941                 NaN            NaN            NaN   8.69138       0.927003        43.0587                 NaN   32.0477     
  1074.97        2500.00                 NaN            NaN            NaN            NaN   10.2724        5.00666                 NaN            NaN            NaN   8.69445       0.925510        43.0526                 NaN   32.0484     
  1073.74        2500.00                 NaN            NaN            NaN            NaN   9.63253        5.65037                 NaN            NaN            NaN   8.69754       0.924023        43.0465                 NaN   32.0491     
  1072.51        2500.00                 NaN            NaN            NaN            NaN   8.99884        6.28788                 NaN            NaN            NaN   8.70065       0.922529        43.0403                 NaN   32.0498     
  1071.28        2500.00                 NaN            NaN            NaN            NaN   8.37581        6.91475                 NaN            NaN            NaN   8.70380       0.921022        43.0341                 NaN   32.0505     
  1070.05        2500.00                 NaN            NaN            NaN            NaN   7.76182        7.53256                 NaN            NaN            NaN   8.70697       0.919515        43.0279                 NaN   32.0512     
  1068.83        2500.00                 NaN            NaN            NaN            NaN   7.16410        8.13413                 NaN            NaN            NaN   8.71018       0.917992        43.0217                 NaN   32.0519     
  1067.60        2500.00                 NaN            NaN            NaN            NaN   5.52903        9.77688                 NaN            NaN            NaN   8.71637       0.914962        43.0096                 NaN   32.0531     
  1066.37        2500.00                 NaN            NaN            NaN            NaN   5.70386        9.60286                 NaN            NaN            NaN   8.71688       0.914807        43.0083                 NaN   32.0533     
  1065.14        2500.00                 NaN            NaN            NaN            NaN   5.22486        10.0858                 NaN            NaN            NaN   8.72028       0.913226        43.0018                 NaN   32.0540     
  1063.91        2500.00                 NaN            NaN            NaN            NaN   4.76672        10.5481                 NaN            NaN            NaN   8.72375       0.911637        42.9950                 NaN   32.0548     
  1062.68        2500.00                 NaN            NaN            NaN            NaN   4.11376        11.2051                 NaN            NaN            NaN   8.72756       0.909839        42.9883                 NaN   32.0555     
  1061.45        2500.00                 NaN            NaN            NaN            NaN   4.05699        11.2655                 NaN            NaN            NaN   8.73072       0.908409        42.9823                 NaN   32.0561     
  1060.22        2500.00                 NaN            NaN            NaN            NaN   3.99793        11.3281                 NaN            NaN            NaN   8.73387       0.906966        42.9764                 NaN   32.0568     
  1058.99        2500.00                 NaN            NaN            NaN            NaN   3.95050        11.3790                 NaN            NaN            NaN   8.73701       0.905555        42.9705                 NaN   32.0574     
  1057.76        2500.00                 NaN            NaN            NaN            NaN   3.90103        11.4320                 NaN            NaN            NaN   8.74012       0.904148        42.9647                 NaN   32.0580     
  1056.54        2500.00                 NaN            NaN            NaN            NaN   3.84481        11.4922                 NaN            NaN            NaN   8.74306       0.902748        42.9584                 NaN   32.0588     
  1055.31        2500.00                 NaN            NaN            NaN            NaN   3.81134        11.5288                 NaN            NaN            NaN   8.74631       0.901334        42.9530                 NaN   32.0593     
  1054.08        2500.00                 NaN            NaN            NaN            NaN   3.77159        11.5720                 NaN            NaN            NaN   8.74937       0.899939        42.9472                 NaN   32.0599     
