|6.6.6
Archiving\03_Data\eqfrac/QFM/Y98/Y98_3.tab                                
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          an             Sp(TH)         San(TH)        ilm            q             
  1206.20        2500.00                 NaN   6.34302                 NaN            NaN            NaN   8.37993        3.12120        47.8515       0.341655        33.9627     
  1204.99        2500.00                 NaN   6.34288                 NaN            NaN            NaN   8.37991        3.12109        47.8509       0.341649        33.9635     
  1203.78        2500.00                 NaN   6.34825                 NaN            NaN            NaN   8.38471        3.11972        47.8418       0.341514        33.9640     
  1202.56        2500.00                 NaN   6.34812                 NaN            NaN            NaN   8.38469        3.11960        47.8413       0.341508        33.9648     
  1201.35        2500.00                 NaN   6.34952                 NaN            NaN            NaN   8.38543        3.09626        47.8424       0.362790        33.9636     
  1200.14        2500.00                 NaN   6.34939                 NaN            NaN            NaN   8.38541        3.09615        47.8419       0.362784        33.9644     
  1198.93        2500.00                 NaN   6.34925                 NaN            NaN            NaN   8.38540        3.09603        47.8414       0.362778        33.9652     
  1197.71        2500.00                 NaN   6.34911                 NaN            NaN            NaN   8.38539        3.09592        47.8408       0.362772        33.9660     
  1196.50        2500.00                 NaN   6.34970                 NaN            NaN            NaN   8.38576        3.08452        47.8411       0.373108        33.9658     
  1195.29        2500.00                 NaN  0.689905E-002   6.34616                 NaN            NaN   8.38681        3.07135        47.8404       0.384042        33.9643     
  1194.07        2500.00                 NaN  0.689889E-002   6.34602                 NaN            NaN   8.38680        3.07124        47.8399       0.384036        33.9651     
  1192.86        2500.00                 NaN  0.689874E-002   6.34588                 NaN            NaN   8.38679        3.07113        47.8394       0.384029        33.9659     
  1191.65        2500.00                 NaN   6.34892                 NaN            NaN            NaN   8.38594        3.06530        47.8393       0.391443        33.9691     
  1190.43        2500.00                 NaN   6.34499                 NaN            NaN            NaN   8.38528        3.03808        47.8365       0.420753        33.9744     
  1189.22        2500.00                 NaN   6.34485                 NaN            NaN            NaN   8.38526        3.03797        47.8360       0.420746        33.9752     
  1188.01        2500.00                 NaN   6.34471                 NaN            NaN            NaN   8.38525        3.03787        47.8354       0.420738        33.9760     
  1186.80        2500.00                 NaN   6.34458                 NaN            NaN            NaN   8.38524        3.03776        47.8349       0.420731        33.9768     
  1185.58        2500.00                 NaN   6.34444                 NaN            NaN            NaN   8.38523        3.03765        47.8344       0.420724        33.9776     
  1184.37        2500.00                 NaN  0.890374E-001   6.29062                 NaN            NaN   8.39371        3.02041        47.8202       0.423212        33.9628     
  1183.16        2500.00                 NaN  0.104707        6.28261                 NaN            NaN   8.39622        2.99470        47.8192       0.444070        33.9585     
  1181.94        2500.00                 NaN  0.104705        6.28247                 NaN            NaN   8.39620        2.99460        47.8187       0.444063        33.9593     
  1180.73        2500.00                 NaN   6.28245       0.106523                 NaN            NaN   8.39664        2.99348        47.8177       0.444212        33.9590     
  1179.52        2500.00                 NaN  0.218373        6.21631                 NaN            NaN   8.40771        2.97133        47.7993       0.447290        33.9397     
  1178.30        2500.00                 NaN  0.233603        6.20859                 NaN            NaN   8.41025        2.94618        47.7983       0.467650        33.9354     
  1177.09        2500.00                 NaN  0.233598        6.20845                 NaN            NaN   8.41023        2.94608        47.7978       0.467642        33.9362     
  1175.88        2500.00                 NaN  0.341492        6.14465                 NaN            NaN   8.42094        2.92494        47.7797       0.470447        33.9178     
  1174.67        2500.00                 NaN  0.341484        6.14452                 NaN            NaN   8.42093        2.92484        47.7792       0.470439        33.9186     
  1173.45        2500.00                 NaN  0.356116        6.13702                 NaN            NaN   8.42344        2.90040        47.7783       0.490267        33.9145     
  1172.24        2500.00                 NaN  0.356108        6.13689                 NaN            NaN   8.42343        2.90029        47.7777       0.490259        33.9153     
  1171.03        2500.00                 NaN  0.356100        6.13676                 NaN            NaN   8.42342        2.90019        47.7772       0.490250        33.9161     
  1169.81        2500.00                 NaN  0.356092        6.13663                 NaN            NaN   8.42341        2.90009        47.7767       0.490242        33.9169     
  1168.60        2500.00                 NaN  0.356083        6.13650                 NaN            NaN   8.42340        2.89999        47.7761       0.490234        33.9177     
  1167.39        2500.00                 NaN  0.356075        6.13637                 NaN            NaN   8.42338        2.89988        47.7756       0.490225        33.9184     
  1166.18        2500.00                 NaN  0.356067        6.13623                 NaN            NaN   8.42337        2.89978        47.7751       0.490217        33.9192     
  1164.96        2500.00                 NaN  0.356059        6.13610                 NaN            NaN   8.42336        2.89968        47.7746       0.490208        33.9200     
  1163.75        2500.00                 NaN  0.356051        6.13597                 NaN            NaN   8.42335        2.89957        47.7740       0.490200        33.9208     
  1162.54        2500.00                 NaN   6.13153       0.383915                 NaN            NaN   8.42872        2.88745        47.7677       0.491849        33.9089     
  1161.32        2500.00                 NaN   6.13140       0.383906                 NaN            NaN   8.42871        2.88734        47.7671       0.491841        33.9097     
  1160.11        2500.00                 NaN  0.973224        5.80342                 NaN            NaN   8.48919        2.76236        47.6692       0.508170        33.7944     
  1158.90        2500.00                 NaN  0.973201        5.80330                 NaN            NaN   8.48918        2.76226        47.6687       0.508161        33.7952     
  1157.68        2500.00                 NaN  0.973179        5.80318                 NaN            NaN   8.48917        2.76216        47.6682       0.508152        33.7960     
  1156.47        2500.00                 NaN   1.05799        5.76134                 NaN            NaN   8.50531        2.62873        47.6651       0.614618        33.7669     
  1155.26        2500.00                 NaN   1.05797        5.76122                 NaN            NaN   8.50530        2.62863        47.6646       0.614608        33.7677     
  1154.05        2500.00                 NaN   1.05795        5.76110                 NaN            NaN   8.50529        2.62854        47.6641       0.614597        33.7685     
  1152.83        2500.00                 NaN   1.05792        5.76098                 NaN            NaN   8.50528        2.62845        47.6635       0.614587        33.7692     
  1151.62        2500.00                 NaN   1.05790        5.76086                 NaN            NaN   8.50527        2.62836        47.6630       0.614577        33.7700     
  1150.41        2500.00                 NaN   1.05787        5.76074                 NaN            NaN   8.50526        2.62826        47.6625       0.614566        33.7708     
  1149.19        2500.00                 NaN   1.05785        5.76062                 NaN            NaN   8.50524        2.62817        47.6620       0.614556        33.7716     
  1147.98        2500.00                 NaN   1.05782        5.76050                 NaN            NaN   8.50523        2.62808        47.6615       0.614545        33.7724     
  1146.77        2500.00                 NaN   1.05780        5.76038                 NaN            NaN   8.50522        2.62799        47.6609       0.614535        33.7732     
  1145.55        2500.00                 NaN   1.16118        5.70433                 NaN            NaN   8.51621        2.60637        47.6418       0.616576        33.7536     
  1144.34        2500.00                 NaN   1.16115        5.70421                 NaN            NaN   8.51620        2.60628        47.6412       0.616566        33.7543     
  1143.13        2500.00                 NaN   1.16113        5.70409                 NaN            NaN   8.51619        2.60618        47.6407       0.616555        33.7551     
  1141.92        2500.00                 NaN   5.69868        1.19269                 NaN            NaN   8.52206        2.59326        47.6336       0.617861        33.7418     
  1140.70        2500.00                 NaN   5.69856        1.19266                 NaN            NaN   8.52205        2.59317        47.6331       0.617851        33.7426     
  1139.49        2500.00                 NaN   1.29403        5.64512                 NaN            NaN   8.53324        2.57136        47.6135       0.619899        33.7228     
  1138.28        2500.00                 NaN   1.30680        5.63858                 NaN            NaN   8.53588        2.55111        47.6127       0.635950        33.7190     
  1137.06        2500.00                 NaN   1.30677        5.63846                 NaN            NaN   8.53587        2.55103        47.6122       0.635939        33.7198     
  1135.85        2500.00                 NaN   1.30675        5.63835                 NaN            NaN   8.53586        2.55094        47.6116       0.635929        33.7205     
  1134.64        2500.00                 NaN   1.40360        5.58759                 NaN            NaN   8.54671        2.53020        47.5923       0.637747        33.7018     
  1133.43        2500.00                 NaN   1.41580        5.58125                 NaN            NaN   8.54931        2.51064        47.5915       0.653275        33.6982     
  1132.21        2500.00                 NaN   5.57514        1.45351                 NaN            NaN   8.55645        2.49529        47.5830       0.654652        33.6820     
  1131.00        2500.00                 NaN   5.57502        1.45347                 NaN            NaN   8.55643        2.49520        47.5825       0.654641        33.6827     
  1129.79        2500.00                 NaN   1.54849        5.52622                 NaN            NaN   8.56739        2.47450        47.5631       0.656341        33.6639     
  1128.57        2500.00                 NaN   1.56037        5.52006                 NaN            NaN   8.57000        2.45562        47.5623       0.671268        33.6603     
  1127.36        2500.00                 NaN   1.56034        5.51995                 NaN            NaN   8.56998        2.45554        47.5618       0.671257        33.6611     
  1126.15        2500.00                 NaN   1.56030        5.51984                 NaN            NaN   8.56997        2.45545        47.5613       0.671246        33.6619     
  1124.93        2500.00                 NaN   1.65211        5.47348                 NaN            NaN   8.58075        2.43547        47.5417       0.672758        33.6437     
  1123.72        2500.00                 NaN   1.66351        5.46749                 NaN            NaN   8.58331        2.41723        47.5409       0.687184        33.6403     
  1122.51        2500.00                 NaN   5.46034        1.70797                 NaN            NaN   8.59177        2.39941        47.5308       0.688574        33.6211     
  1121.30        2500.00                 NaN   5.46023        1.70793                 NaN            NaN   8.59175        2.39933        47.5303       0.688563        33.6219     
  1120.08        2500.00                 NaN   5.41533        1.79807                 NaN            NaN   8.60260        2.37943        47.5109       0.689965        33.6037     
  1118.87        2500.00                 NaN   5.40951        1.80918                 NaN            NaN   8.60516        2.36186        47.5101       0.703796        33.6004     
  1117.66        2500.00                 NaN   5.40940        1.80914                 NaN            NaN   8.60515        2.36178        47.5096       0.703784        33.6012     
  1116.44        2500.00                 NaN   5.40929        1.80909                 NaN            NaN   8.60514        2.36170        47.5091       0.703773        33.6019     
  1115.23        2500.00                 NaN   1.89628        5.36641                 NaN            NaN   8.61579        2.34250        47.4896       0.705008        33.5844     
  1114.02        2500.00                 NaN   1.90694        5.36074                 NaN            NaN   8.61832        2.32555        47.4889       0.718358        33.5812     
  1112.81        2500.00                 NaN   1.90689        5.36063                 NaN            NaN   8.61831        2.32547        47.4883       0.718346        33.5820     
  1111.59        2500.00                 NaN   1.90685        5.36052                 NaN            NaN   8.61830        2.32539        47.4878       0.718334        33.5828     
  1110.38        2500.00                 NaN   5.35528        1.96583                 NaN            NaN   8.63161        2.30005        47.4725       0.720036        33.5547     
  1109.17        2500.00                 NaN   5.35518        1.96578                 NaN            NaN   8.63160        2.29997        47.4720       0.720024        33.5554     
  1107.95        2500.00                 NaN   2.10879        5.28360                 NaN            NaN   8.65065        2.26979        47.4373       0.721701        33.5281     
  1106.74        2500.00                 NaN   2.12707        5.27353                 NaN            NaN   8.65555        2.23865        47.4366       0.746620        33.5220     
  1105.53        2500.00                 NaN   2.12702        5.27343                 NaN            NaN   8.65554        2.23857        47.4361       0.746608        33.5227     
  1104.31        2500.00                 NaN   2.12698        5.27332                 NaN            NaN   8.65553        2.23849        47.4356       0.746595        33.5235     
  1103.10        2500.00                 NaN   2.12693        5.27321                 NaN            NaN   8.65552        2.23841        47.4351       0.746583        33.5243     
  1101.89        2500.00                 NaN   2.21585        5.23122                 NaN            NaN   8.66664        2.21836        47.4147       0.747591        33.5056     
  1100.68        2500.00                 NaN   2.21580        5.23111                 NaN            NaN   8.66663        2.21828        47.4142       0.747579        33.5064     
  1099.46        2500.00                 NaN   5.21379        2.29069                 NaN            NaN   8.68110        2.17878        47.3997       0.760675        33.4752     
  1098.25        2500.00                 NaN   5.21368        2.29064                 NaN            NaN   8.68109        2.17871        47.3992       0.760662        33.4760     
  1097.04        2500.00                 NaN   5.21358        2.29059                 NaN            NaN   8.68108        2.17863        47.3987       0.760650        33.4768     
  1095.82        2500.00                 NaN   5.21347        2.29054                 NaN            NaN   8.68107        2.17856        47.3982       0.760637        33.4776     
  1094.61        2500.00                 NaN   5.20837        2.29995                 NaN            NaN   8.68355        2.16394        47.3975       0.772013        33.4747     
  1093.40        2500.00                 NaN   2.45646        5.13678                 NaN            NaN   8.70462        2.12872        47.3585       0.773327        33.4416     
  1092.18        2500.00                 NaN   2.45640        5.13668                 NaN            NaN   8.70461        2.12865        47.3580       0.773315        33.4423     
  1090.97        2500.00                 NaN   2.45635        5.13658                 NaN            NaN   8.70460        2.12857        47.3575       0.773302        33.4431     
  1089.76        2500.00                 NaN   2.46538        5.13163                 NaN            NaN   8.70702        2.11456        47.3569       0.784189        33.4403     
  1088.55        2500.00                 NaN   2.46532        5.13152                 NaN            NaN   8.70701        2.11449        47.3564       0.784176        33.4411     
  1087.33        2500.00                 NaN   2.46527        5.13142                 NaN            NaN   8.70700        2.11441        47.3559       0.784163        33.4419     
  1086.12        2500.00                 NaN   5.08550        2.62151                 NaN            NaN   8.72800        2.06129        47.3257       0.790157        33.3878     
  1084.91        2500.00                 NaN   5.07341        2.65386                 NaN            NaN   8.73310        2.04959        47.3182       0.793000        33.3789     
  1083.69        2500.00                 NaN   5.07808        2.65648                 NaN            NaN   8.74102        2.05230        47.3076       0.787739        33.3768     
  1082.48        2500.00                 NaN   5.06974        2.67040                 NaN            NaN   8.74554        2.02716        47.3072       0.807949        33.3720     
  1081.27        2500.00                 NaN   5.06964        2.67034                 NaN            NaN   8.74553        2.02709        47.3067       0.807937        33.3728     
  1080.06        2500.00                 NaN   5.06954        2.67028                 NaN            NaN   8.74552        2.02702        47.3062       0.807925        33.3735     
  1078.84        2500.00                 NaN   5.06944        2.67022                 NaN            NaN   8.74552        2.02695        47.3057       0.807911        33.3743     
  1077.63        2500.00                 NaN   5.06933        2.67016                 NaN            NaN   8.74551        2.02688        47.3052       0.807898        33.3751     
  1076.42        2500.00                 NaN   2.80169        5.01287                 NaN            NaN   8.76535        1.99694        47.2670       0.808502        33.3477     
  1075.20        2500.00                 NaN   2.81030        5.00816                 NaN            NaN   8.76776        1.98461        47.2664       0.817821        33.3450     
  1073.99        2500.00                 NaN   5.00217        2.87082                 NaN            NaN   8.78084        1.96026        47.2506       0.818420        33.3169     
  1072.78        2500.00                 NaN   5.00208        2.87075                 NaN            NaN   8.78083        1.96019        47.2501       0.818407        33.3176     
  1071.56        2500.00                 NaN   5.00198        2.87069                 NaN            NaN   8.78082        1.96012        47.2496       0.818396        33.3184     
  1070.35        2500.00                 NaN   4.99818        2.87710                 NaN            NaN   8.78286        1.94873        47.2491       0.827455        33.3165     
  1069.14        2500.00                 NaN   4.99807        2.87708                 NaN            NaN   8.78286        1.94865        47.2486       0.827437        33.3173     
  1067.93        2500.00                 NaN   3.08990        4.91854                 NaN            NaN   8.80510        1.89230        47.2100       0.828295        33.2559     
  1066.71        2500.00                 NaN   4.90666        3.12426                 NaN            NaN   8.81071        1.88027        47.2016       0.830578        33.2459     
  1065.50        2500.00                 NaN   4.89798        3.15108                 NaN            NaN   8.81561        1.87025        47.1942       0.832757        33.2382     
  1064.29        2500.00                 NaN   4.88715        3.18334                 NaN            NaN   8.82104        1.85883        47.1859       0.834933        33.2288     
  1063.07        2500.00                 NaN   3.21572        4.87634                 NaN            NaN   8.82651        1.84739        47.1777       0.837076        33.2193     
  1061.86        2500.00                 NaN   3.24821        4.86556                 NaN            NaN   8.83200        1.83592        47.1694       0.839185        33.2097     
  1060.65        2500.00                 NaN   4.85492        3.28035                 NaN            NaN   8.83747        1.82459        47.1611       0.841252        33.2003     
  1059.43        2500.00                 NaN   4.84439        3.31232                 NaN            NaN   8.84295        1.81333        47.1528       0.843278        33.1909     
  1058.22        2500.00                 NaN   3.34442        4.83387                 NaN            NaN   8.84846        1.80204        47.1445       0.845273        33.1814     
  1057.01        2500.00                 NaN   4.82337        3.37664                 NaN            NaN   8.85400        1.79073        47.1361       0.847235        33.1719     
  1055.80        2500.00                 NaN   3.40849        4.81302                 NaN            NaN   8.85952        1.77956        47.1278       0.849160        33.1625     
  1054.58        2500.00                 NaN   3.43942        4.80325                 NaN            NaN   8.86498        1.76859        47.1195       0.851039        33.1533     
  1053.37        2500.00                 NaN   4.79155        3.47666                 NaN            NaN   8.87107        1.75578        47.1102       0.852918        33.1419     
  1052.16        2500.00                 NaN   4.78123        3.50923                 NaN            NaN   8.87672        1.74441        47.1016       0.854740        33.1321     
  1050.94        2500.00                 NaN   4.77039        3.54306                 NaN            NaN   8.88248        1.73276        47.0929       0.856527        33.1219     
  1049.73        2500.00                 NaN   3.56323        4.76508                 NaN            NaN   8.88699        1.72467        47.0858       0.858264        33.1160     
  1048.52        2500.00                 NaN   3.59817        4.75410                 NaN            NaN   8.89292        1.71268        47.0768       0.859988        33.1054     
  1047.31        2500.00                 NaN   4.73991        3.64129                 NaN            NaN   8.89966        1.69858        47.0667       0.861674        33.0922     
  1046.09        2500.00                 NaN   4.72987        3.67448                 NaN            NaN   8.90548        1.68704        47.0578       0.863321        33.0820     
  1044.88        2500.00                 NaN   3.70290        4.72129                 NaN            NaN   8.91082        1.67691        47.0496       0.864946        33.0735     
  1043.67        2500.00                 NaN   3.73776        4.71056                 NaN            NaN   8.91682        1.66503        47.0405       0.866510        33.0628     
  1042.45        2500.00                 NaN   4.70221        3.77852                 NaN            NaN   8.93811        1.65505        47.0046       0.865098        33.0564     
  1041.24        2500.00                 NaN   4.69822        3.78657                 NaN            NaN   8.94021        1.64556        47.0039       0.871757        33.0538     
  1040.03        2500.00                 NaN   4.69813        3.78649                 NaN            NaN   8.94021        1.64550        47.0034       0.871744        33.0546     
  1038.81        2500.00                 NaN   4.69804        3.78640                 NaN            NaN   8.94020        1.64545        47.0028       0.871730        33.0553     
  1037.60        2500.00                 NaN   4.69795        3.78632                 NaN            NaN   8.94019        1.64539        47.0023       0.871716        33.0561     
  1036.39        2500.00                 NaN   4.69449        3.79142                 NaN            NaN   8.94223        1.63710        47.0020       0.878098        33.0546     
  1035.18        2500.00                 NaN   4.69440        3.79134                 NaN            NaN   8.94223        1.63705        47.0015       0.878084        33.0554     
  1033.96        2500.00                 NaN   4.69431        3.79125                 NaN            NaN   8.94222        1.63699        47.0010       0.878070        33.0561     
  1032.75        2500.00                 NaN   4.69422        3.79117                 NaN            NaN   8.94221        1.63693        47.0005       0.878056        33.0569     
  1031.54        2500.00                 NaN   4.69061        3.79771                 NaN            NaN   8.94420        1.62855        46.9999       0.884097        33.0549     
  1030.32        2500.00                 NaN   4.00538        4.62389                 NaN            NaN   8.97577        1.57333        46.9409       0.883178        32.9976     
  1029.11        2500.00                 NaN   4.59078        4.14664                 NaN            NaN   8.98930        1.52535        46.9297       0.882904        32.9353     
  1027.90        2500.00                 NaN   4.18597        4.57989                 NaN            NaN   8.99618        1.51229        46.9189       0.884013        32.9228     
  1026.69        2500.00                 NaN   4.56993        4.22086                 NaN            NaN   9.00228        1.50052        46.9096       0.885153        32.9116     
  1025.47        2500.00                 NaN   4.58785        4.23785                 NaN            NaN   9.01369        1.47993        46.9007       0.889392        32.8906     
  1024.26        2500.00                 NaN   4.58777        4.23774                 NaN            NaN   9.01369        1.47988        46.9002       0.889379        32.8913     
  1023.05        2500.00                 NaN   4.58769        4.23765                 NaN            NaN   9.01368        1.47983        46.8997       0.889365        32.8921     
  1021.83        2500.00                 NaN   4.58760        4.23755                 NaN            NaN   9.01368        1.47977        46.8992       0.889358        32.8928     
  1020.62        2500.00                 NaN   4.58750        4.23749                 NaN            NaN   9.01368        1.47968        46.8987       0.889370        32.8936     
  1019.41        2500.00                 NaN   4.28996        4.56063                 NaN            NaN   9.02961        1.46052        46.8707       0.898827        32.8897     
  1018.19        2500.00                 NaN   4.49942        4.47713                 NaN            NaN   9.04787        1.41495        46.8393       0.892045        32.8293     
  1016.98        2500.00                 NaN   4.48848        4.51694                 NaN            NaN   9.05478        1.40194        46.8287       0.892866        32.8163     
  1015.77        2500.00                 NaN   4.47911        4.55221                 NaN            NaN   9.06128        1.39015        46.8186       0.893703        32.8049     
  1014.56        2500.00                 NaN   4.46868        4.59090                 NaN            NaN   9.06811        1.37743        46.8080       0.894483        32.7923     
  1013.34        2500.00                 NaN   4.45824        4.62979                 NaN            NaN   9.07499        1.36466        46.7974       0.895232        32.7796     
  1012.13        2500.00                 NaN   4.44780        4.66890                 NaN            NaN   9.08191        1.35184        46.7868       0.895950        32.7668     
  1010.92        2500.00                 NaN   4.43735        4.70822                 NaN            NaN   9.08887        1.33897        46.7760       0.896637        32.7539     
  1009.70        2500.00                 NaN   4.42689        4.74786                 NaN            NaN   9.09586        1.32602        46.7652       0.897289        32.7409     
  1008.49        2500.00                 NaN   4.41645        4.78750                 NaN            NaN   9.10289        1.31308        46.7543       0.897911        32.7278     
  1007.28        2500.00                 NaN   4.40752        4.82481                 NaN            NaN   9.10972        1.30061        46.7434       0.898500        32.7154     
  1006.06        2500.00                 NaN   4.39554        4.86730                 NaN            NaN   9.11702        1.28703        46.7326       0.899082        32.7014     
  1004.85        2500.00                 NaN   4.90760        4.38509                 NaN            NaN   9.12417        1.27393        46.7216       0.899612        32.6880     
  1003.64        2500.00                 NaN   4.37523        4.94566                 NaN            NaN   9.13112        1.26157        46.7108       0.900109        32.6755     
  1002.43        2500.00                 NaN   4.36536        4.98392                 NaN            NaN   9.13810        1.24917        46.6999       0.900576        32.6630     
  1001.21        2500.00                 NaN   4.35549        5.02239                 NaN            NaN   9.14513        1.23671        46.6890       0.901014        32.6503     
  1000.00        2500.00                 NaN   4.34591        5.06367                 NaN            NaN   9.15225        1.22301        46.6777       0.901418        32.6360     
