|6.6.6
Archiving\03_Data\eqfrac/QFM/Y98/Y98_1.tab                                
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          an             Sp(TH)         San(TH)        ilm            q             
  1204.99        2500.00                 NaN   8.17376                 NaN            NaN            NaN   8.51870        5.58342        44.8777       0.595206        32.2512     
  1203.78        2500.00                 NaN   8.17996                 NaN            NaN            NaN   8.52356        5.58114        44.8696       0.594980        32.2508     
  1202.56        2500.00                 NaN   8.17996                 NaN            NaN            NaN   8.52356        5.58114        44.8696       0.594980        32.2508     
  1201.35        2500.00                 NaN   8.18213                 NaN            NaN            NaN   8.52416        5.54305        44.8703       0.632057        32.2483     
  1200.14        2500.00                 NaN   8.18213                 NaN            NaN            NaN   8.52416        5.54305        44.8703       0.632057        32.2483     
  1198.93        2500.00                 NaN   8.18213                 NaN            NaN            NaN   8.52416        5.54305        44.8703       0.632057        32.2483     
  1197.71        2500.00                 NaN   8.18213                 NaN            NaN            NaN   8.52416        5.54305        44.8703       0.632057        32.2483     
  1196.50        2500.00                 NaN   8.18315                 NaN            NaN            NaN   8.52448        5.52454        44.8707       0.650071        32.2470     
  1195.29        2500.00                 NaN  0.924089E-002   8.17866                 NaN            NaN   8.52547        5.50292        44.8700       0.669127        32.2446     
  1194.07        2500.00                 NaN  0.924089E-002   8.17866                 NaN            NaN   8.52547        5.50292        44.8700       0.669127        32.2446     
  1192.86        2500.00                 NaN  0.924089E-002   8.17866                 NaN            NaN   8.52547        5.50292        44.8700       0.669127        32.2446     
  1191.65        2500.00                 NaN   8.18272                 NaN            NaN            NaN   8.52459        5.49365        44.8703       0.682054        32.2467     
  1190.43        2500.00                 NaN   8.17700                 NaN            NaN            NaN   8.52373        5.44875        44.8672       0.733119        32.2502     
  1189.22        2500.00                 NaN   8.17700                 NaN            NaN            NaN   8.52373        5.44875        44.8672       0.733119        32.2502     
  1188.01        2500.00                 NaN   8.17700                 NaN            NaN            NaN   8.52373        5.44875        44.8672       0.733119        32.2502     
  1186.80        2500.00                 NaN   8.17700                 NaN            NaN            NaN   8.52373        5.44875        44.8672       0.733119        32.2502     
  1185.58        2500.00                 NaN   8.17700                 NaN            NaN            NaN   8.52373        5.44875        44.8672       0.733119        32.2502     
  1184.37        2500.00                 NaN  0.119279        8.10544                 NaN            NaN   8.53214        5.41788        44.8532       0.737448        32.2346     
  1183.16        2500.00                 NaN  0.140271        8.09511                 NaN            NaN   8.53451        5.37547        44.8518       0.773790        32.2291     
  1181.94        2500.00                 NaN  0.140271        8.09511                 NaN            NaN   8.53451        5.37547        44.8518       0.773790        32.2291     
  1180.73        2500.00                 NaN   8.09525       0.142803                 NaN            NaN   8.53496        5.37364        44.8513       0.774062        32.2280     
  1179.52        2500.00                 NaN  0.292744        8.00718                 NaN            NaN   8.54593        5.33389        44.8330       0.779412        32.2078     
  1178.30        2500.00                 NaN  0.313161        7.99723                 NaN            NaN   8.54834        5.29240        44.8317       0.814888        32.2023     
  1177.09        2500.00                 NaN  0.313161        7.99723                 NaN            NaN   8.54834        5.29240        44.8317       0.814888        32.2023     
  1175.88        2500.00                 NaN  0.457799        7.91221                 NaN            NaN   8.55895        5.25445        44.8138       0.819762        32.1831     
  1174.67        2500.00                 NaN  0.457799        7.91221                 NaN            NaN   8.55895        5.25445        44.8138       0.819762        32.1831     
  1173.45        2500.00                 NaN  0.477417        7.90255                 NaN            NaN   8.56134        5.21413        44.8125       0.854310        32.1778     
  1172.24        2500.00                 NaN  0.477417        7.90255                 NaN            NaN   8.56134        5.21413        44.8125       0.854310        32.1778     
  1171.03        2500.00                 NaN  0.477417        7.90255                 NaN            NaN   8.56134        5.21413        44.8125       0.854310        32.1778     
  1169.81        2500.00                 NaN  0.477417        7.90255                 NaN            NaN   8.56134        5.21413        44.8125       0.854310        32.1778     
  1168.60        2500.00                 NaN  0.477417        7.90255                 NaN            NaN   8.56134        5.21413        44.8125       0.854310        32.1778     
  1167.39        2500.00                 NaN  0.477417        7.90255                 NaN            NaN   8.56134        5.21413        44.8125       0.854310        32.1778     
  1166.18        2500.00                 NaN  0.477417        7.90255                 NaN            NaN   8.56134        5.21413        44.8125       0.854310        32.1778     
  1164.96        2500.00                 NaN  0.477417        7.90255                 NaN            NaN   8.56134        5.21413        44.8125       0.854310        32.1778     
  1163.75        2500.00                 NaN  0.477417        7.90255                 NaN            NaN   8.56134        5.21413        44.8125       0.854310        32.1778     
  1162.54        2500.00                 NaN   7.89685       0.515567                 NaN            NaN   8.56667        5.19241        44.8062       0.857184        32.1651     
  1161.32        2500.00                 NaN   7.89685       0.515567                 NaN            NaN   8.56667        5.19241        44.8062       0.857184        32.1651     
  1160.11        2500.00                 NaN   1.30677        7.45920                 NaN            NaN   8.62646        4.96684        44.7065       0.885483        32.0487     
  1158.90        2500.00                 NaN   1.30677        7.45920                 NaN            NaN   8.62646        4.96684        44.7065       0.885483        32.0487     
  1157.68        2500.00                 NaN   1.30677        7.45920                 NaN            NaN   8.62646        4.96684        44.7065       0.885483        32.0487     
  1156.47        2500.00                 NaN   1.42053        7.40477                 NaN            NaN   8.64192        4.74579        44.6992        1.07091        32.0169     
  1155.26        2500.00                 NaN   1.42053        7.40477                 NaN            NaN   8.64192        4.74579        44.6992        1.07091        32.0169     
  1154.05        2500.00                 NaN   1.42053        7.40477                 NaN            NaN   8.64192        4.74579        44.6992        1.07091        32.0169     
  1152.83        2500.00                 NaN   1.42053        7.40477                 NaN            NaN   8.64192        4.74579        44.6992        1.07091        32.0169     
  1151.62        2500.00                 NaN   1.42053        7.40477                 NaN            NaN   8.64192        4.74579        44.6992        1.07091        32.0169     
  1150.41        2500.00                 NaN   1.42053        7.40477                 NaN            NaN   8.64192        4.74579        44.6992        1.07091        32.0169     
  1149.19        2500.00                 NaN   1.42053        7.40477                 NaN            NaN   8.64192        4.74579        44.6992        1.07091        32.0169     
  1147.98        2500.00                 NaN   1.42053        7.40477                 NaN            NaN   8.64192        4.74579        44.6992        1.07091        32.0169     
  1146.77        2500.00                 NaN   1.42053        7.40477                 NaN            NaN   8.64192        4.74579        44.6992        1.07091        32.0169     
  1145.55        2500.00                 NaN   1.55934        7.33005                 NaN            NaN   8.65280        4.70675        44.6802        1.07444        31.9965     
  1144.34        2500.00                 NaN   1.55934        7.33005                 NaN            NaN   8.65280        4.70675        44.6802        1.07444        31.9965     
  1143.13        2500.00                 NaN   1.55934        7.33005                 NaN            NaN   8.65280        4.70675        44.6802        1.07444        31.9965     
  1141.92        2500.00                 NaN   7.32310        1.60251                 NaN            NaN   8.65860        4.68348        44.6731        1.07671        31.9824     
  1140.70        2500.00                 NaN   7.32310        1.60251                 NaN            NaN   8.65860        4.68348        44.6731        1.07671        31.9824     
  1139.49        2500.00                 NaN   1.73869        7.25168                 NaN            NaN   8.66968        4.64410        44.6538        1.08026        31.9618     
  1138.28        2500.00                 NaN   1.75586        7.24331                 NaN            NaN   8.67223        4.61068        44.6527        1.10824        31.9570     
  1137.06        2500.00                 NaN   1.75586        7.24331                 NaN            NaN   8.67223        4.61068        44.6527        1.10824        31.9570     
  1135.85        2500.00                 NaN   1.75586        7.24331                 NaN            NaN   8.67223        4.61068        44.6527        1.10824        31.9570     
  1134.64        2500.00                 NaN   1.88599        7.17539                 NaN            NaN   8.68297        4.57321        44.6337        1.11139        31.9374     
  1133.43        2500.00                 NaN   1.90239        7.16729                 NaN            NaN   8.68548        4.54095        44.6327        1.13845        31.9327     
  1132.21        2500.00                 NaN   7.15941        1.95396                 NaN            NaN   8.69254        4.51323        44.6242        1.14084        31.9158     
  1131.00        2500.00                 NaN   7.15941        1.95396                 NaN            NaN   8.69254        4.51323        44.6242        1.14084        31.9158     
  1129.79        2500.00                 NaN   2.08167        7.09416                 NaN            NaN   8.70338        4.47580        44.6051        1.14378        31.8962     
  1128.57        2500.00                 NaN   2.09766        7.08630                 NaN            NaN   8.70591        4.44465        44.6041        1.16980        31.8916     
  1127.36        2500.00                 NaN   2.09766        7.08630                 NaN            NaN   8.70591        4.44465        44.6041        1.16980        31.8916     
  1126.15        2500.00                 NaN   2.09766        7.08630                 NaN            NaN   8.70591        4.44465        44.6041        1.16980        31.8916     
  1124.93        2500.00                 NaN   2.22106        7.02393                 NaN            NaN   8.71659        4.40849        44.5849        1.17241        31.8726     
  1123.72        2500.00                 NaN   2.23642        7.01630                 NaN            NaN   8.71908        4.37841        44.5840        1.19756        31.8682     
  1122.51        2500.00                 NaN   7.00707        2.29715                 NaN            NaN   8.72743        4.34617        44.5738        1.19997        31.8484     
  1121.30        2500.00                 NaN   7.00707        2.29715                 NaN            NaN   8.72743        4.34617        44.5738        1.19997        31.8484     
  1120.08        2500.00                 NaN   6.94689        2.41836                 NaN            NaN   8.73816        4.31013        44.5547        1.20239        31.8294     
  1118.87        2500.00                 NaN   6.93948        2.43331                 NaN            NaN   8.74066        4.28116        44.5539        1.22650        31.8250     
  1117.66        2500.00                 NaN   6.93948        2.43331                 NaN            NaN   8.74066        4.28116        44.5539        1.22650        31.8250     
  1116.44        2500.00                 NaN   6.93948        2.43331                 NaN            NaN   8.74066        4.28116        44.5539        1.22650        31.8250     
  1115.23        2500.00                 NaN   2.55055        6.88177                 NaN            NaN   8.75121        4.24637        44.5347        1.22863        31.8067     
  1114.02        2500.00                 NaN   2.56491        6.87456                 NaN            NaN   8.75368        4.21842        44.5340        1.25190        31.8026     
  1112.81        2500.00                 NaN   2.56491        6.87456                 NaN            NaN   8.75368        4.21842        44.5340        1.25190        31.8026     
  1111.59        2500.00                 NaN   2.56492        6.87456                 NaN            NaN   8.75368        4.21842        44.5340        1.25190        31.8026     
  1110.38        2500.00                 NaN   6.86771        2.64569                 NaN            NaN   8.76687        4.17245        44.5185        1.25484        31.7740     
  1109.17        2500.00                 NaN   6.86771        2.64569                 NaN            NaN   8.76687        4.17245        44.5185        1.25484        31.7740     
  1107.95        2500.00                 NaN   2.83809        6.77052                 NaN            NaN   8.78579        4.11764        44.4844        1.25772        31.7458     
  1106.74        2500.00                 NaN   2.86270        6.75760                 NaN            NaN   8.79058        4.06624        44.4832        1.30114        31.7385     
  1105.53        2500.00                 NaN   2.86270        6.75760                 NaN            NaN   8.79058        4.06624        44.4832        1.30114        31.7385     
  1104.31        2500.00                 NaN   2.86270        6.75760                 NaN            NaN   8.79058        4.06624        44.4832        1.30114        31.7385     
  1103.10        2500.00                 NaN   2.86270        6.75760                 NaN            NaN   8.79058        4.06624        44.4832        1.30114        31.7385     
  1101.89        2500.00                 NaN   2.98234        6.70110                 NaN            NaN   8.80159        4.02981        44.4632        1.30288        31.7191     
  1100.68        2500.00                 NaN   2.98234        6.70110                 NaN            NaN   8.80159        4.02981        44.4632        1.30288        31.7191     
  1099.46        2500.00                 NaN   6.67871        3.08414                 NaN            NaN   8.81586        3.96045        44.4479        1.32566        31.6873     
  1098.25        2500.00                 NaN   6.67871        3.08414                 NaN            NaN   8.81586        3.96045        44.4479        1.32566        31.6873     
  1097.04        2500.00                 NaN   6.67871        3.08414                 NaN            NaN   8.81586        3.96045        44.4479        1.32566        31.6873     
  1095.82        2500.00                 NaN   6.67871        3.08414                 NaN            NaN   8.81586        3.96045        44.4479        1.32566        31.6873     
  1094.61        2500.00                 NaN   6.67223        3.09685                 NaN            NaN   8.81828        3.93636        44.4473        1.34549        31.6835     
  1093.40        2500.00                 NaN   3.30746        6.57517                 NaN            NaN   8.83917        3.87220        44.4088        1.34772        31.6495     
  1092.18        2500.00                 NaN   3.30746        6.57517                 NaN            NaN   8.83917        3.87220        44.4088        1.34772        31.6495     
  1090.97        2500.00                 NaN   3.30746        6.57517                 NaN            NaN   8.83917        3.87220        44.4088        1.34772        31.6495     
  1089.76        2500.00                 NaN   3.31966        6.56890                 NaN            NaN   8.84154        3.84911        44.4082        1.36670        31.6459     
  1088.55        2500.00                 NaN   3.31966        6.56890                 NaN            NaN   8.84154        3.84911        44.4082        1.36670        31.6459     
  1087.33        2500.00                 NaN   3.31967        6.56889                 NaN            NaN   8.84154        3.84910        44.4082        1.36670        31.6459     
  1086.12        2500.00                 NaN   6.50897        3.53098                 NaN            NaN   8.86209        3.75311        44.3766        1.37705        31.5912     
  1084.91        2500.00                 NaN   6.49292        3.57475                 NaN            NaN   8.86713        3.73242        44.3693        1.38201        31.5815     
  1083.69        2500.00                 NaN   6.49516        3.58107                 NaN            NaN   8.87527        3.73607        44.3604        1.37287        31.5791     
  1082.48        2500.00                 NaN   6.48451        3.59985                 NaN            NaN   8.87972        3.69466        44.3598        1.40810        31.5734     
  1081.27        2500.00                 NaN   6.48451        3.59985                 NaN            NaN   8.87972        3.69465        44.3598        1.40810        31.5734     
  1080.06        2500.00                 NaN   6.48451        3.59985                 NaN            NaN   8.87972        3.69465        44.3598        1.40810        31.5734     
  1078.84        2500.00                 NaN   6.48451        3.59985                 NaN            NaN   8.87972        3.69465        44.3598        1.40810        31.5734     
  1077.63        2500.00                 NaN   6.48451        3.59985                 NaN            NaN   8.87972        3.69465        44.3598        1.40810        31.5734     
  1076.42        2500.00                 NaN   3.77708        6.40688                 NaN            NaN   8.89942        3.64003        44.3224        1.40910        31.5451     
  1075.20        2500.00                 NaN   3.78873        6.40093                 NaN            NaN   8.90180        3.61970        44.3219        1.42535        31.5416     
  1073.99        2500.00                 NaN   6.39316        3.87142                 NaN            NaN   8.91475        3.57528        44.3060        1.42637        31.5130     
  1072.78        2500.00                 NaN   6.39317        3.87141                 NaN            NaN   8.91475        3.57528        44.3060        1.42637        31.5130     
  1071.56        2500.00                 NaN   6.39317        3.87142                 NaN            NaN   8.91475        3.57527        44.3060        1.42637        31.5130     
  1070.35        2500.00                 NaN   6.38839        3.88012                 NaN            NaN   8.91676        3.55654        44.3057        1.44217        31.5103     
  1069.14        2500.00                 NaN   6.38838        3.88017                 NaN            NaN   8.91676        3.55653        44.3057        1.44217        31.5103     
  1067.93        2500.00                 NaN   4.16475        6.28631                 NaN            NaN   8.93838        3.45378        44.2652        1.44353        31.4481     
  1066.71        2500.00                 NaN   6.27055        4.21126                 NaN            NaN   8.94392        3.43236        44.2571        1.44750        31.4373     
  1065.50        2500.00                 NaN   6.25887        4.24761                 NaN            NaN   8.94878        3.41461        44.2499        1.45130        31.4289     
  1064.29        2500.00                 NaN   6.24441        4.29127                 NaN            NaN   8.95415        3.39429        44.2420        1.45510        31.4187     
  1063.07        2500.00                 NaN   4.33510        6.22999                 NaN            NaN   8.95956        3.37392        44.2341        1.45883        31.4085     
  1061.86        2500.00                 NaN   4.37908        6.21559                 NaN            NaN   8.96499        3.35349        44.2261        1.46251        31.3983     
  1060.65        2500.00                 NaN   6.20138        4.42259                 NaN            NaN   8.97041        3.33331        44.2181        1.46611        31.3881     
  1059.43        2500.00                 NaN   6.18730        4.46587                 NaN            NaN   8.97583        3.31324        44.2101        1.46964        31.3780     
  1058.22        2500.00                 NaN   4.50932        6.17325                 NaN            NaN   8.98128        3.29313        44.2021        1.47311        31.3678     
  1057.01        2500.00                 NaN   6.15922        4.55294                 NaN            NaN   8.98676        3.27296        44.1940        1.47653        31.3576     
  1055.80        2500.00                 NaN   4.59606        6.14538                 NaN            NaN   8.99222        3.25303        44.1860        1.47989        31.3474     
  1054.58        2500.00                 NaN   4.63796        6.13229                 NaN            NaN   8.99763        3.23347        44.1780        1.48316        31.3375     
  1053.37        2500.00                 NaN   6.11670        4.68835                 NaN            NaN   9.00365        3.21053        44.1689        1.48643        31.3254     
  1052.16        2500.00                 NaN   6.10290        4.73246                 NaN            NaN   9.00924        3.19021        44.1607        1.48961        31.3149     
  1050.94        2500.00                 NaN   6.08845        4.77825                 NaN            NaN   9.01493        3.16937        44.1522        1.49272        31.3041     
  1049.73        2500.00                 NaN   4.80568        6.08105                 NaN            NaN   9.01942        3.15506        44.1456        1.49575        31.2974     
  1048.52        2500.00                 NaN   4.85297        6.06641                 NaN            NaN   9.02529        3.13359        44.1369        1.49876        31.2861     
  1047.31        2500.00                 NaN   6.04766        4.91128                 NaN            NaN   9.03194        3.10824        44.1270        1.50168        31.2722     
  1046.09        2500.00                 NaN   6.03421        4.95623                 NaN            NaN   9.03769        3.08757        44.1184        1.50455        31.2613     
  1044.88        2500.00                 NaN   4.99474        6.02266                 NaN            NaN   9.04299        3.06950        44.1106        1.50739        31.2521     
  1043.67        2500.00                 NaN   5.04193        6.00833                 NaN            NaN   9.04892        3.04818        44.1018        1.51011        31.2407     
  1042.45        2500.00                 NaN   5.99236        5.09732                 NaN            NaN   9.07048        3.02977        44.0686        1.50766        31.2338     
  1041.24        2500.00                 NaN   5.98734        5.10826                 NaN            NaN   9.07256        3.01406        44.0680        1.51928        31.2305     
  1040.03        2500.00                 NaN   5.98734        5.10826                 NaN            NaN   9.07256        3.01405        44.0680        1.51929        31.2305     
  1038.81        2500.00                 NaN   5.98734        5.10826                 NaN            NaN   9.07256        3.01405        44.0680        1.51929        31.2305     
  1037.60        2500.00                 NaN   5.98734        5.10826                 NaN            NaN   9.07256        3.01405        44.0680        1.51929        31.2305     
  1036.39        2500.00                 NaN   5.98303        5.11523                 NaN            NaN   9.07460        3.00048        44.0680        1.53043        31.2282     
  1035.18        2500.00                 NaN   5.98303        5.11523                 NaN            NaN   9.07460        3.00048        44.0680        1.53043        31.2282     
  1033.96        2500.00                 NaN   5.98303        5.11523                 NaN            NaN   9.07460        3.00048        44.0680        1.53043        31.2282     
  1032.75        2500.00                 NaN   5.98303        5.11523                 NaN            NaN   9.07460        3.00048        44.0680        1.53043        31.2282     
  1031.54        2500.00                 NaN   5.97850        5.12414                 NaN            NaN   9.07657        2.98665        44.0677        1.54097        31.2255     
  1030.32        2500.00                 NaN   5.40391        5.88799                 NaN            NaN   9.10769        2.88518        44.0086        1.53924        31.1674     
  1029.11        2500.00                 NaN   5.84810        5.59579                 NaN            NaN   9.12060        2.79720        43.9946        1.53865        31.1051     
  1027.90        2500.00                 NaN   5.64895        5.83348                 NaN            NaN   9.12740        2.77362        43.9841        1.54057        31.0919     
  1026.69        2500.00                 NaN   5.82015        5.69623                 NaN            NaN   9.13343        2.75240        43.9751        1.54255        31.0801     
  1025.47        2500.00                 NaN   5.84168        5.72276                 NaN            NaN   9.14484        2.71529        43.9665        1.54994        31.0590     
  1024.26        2500.00                 NaN   5.84170        5.72275                 NaN            NaN   9.14484        2.71529        43.9665        1.54994        31.0590     
  1023.05        2500.00                 NaN   5.84170        5.72275                 NaN            NaN   9.14484        2.71529        43.9665        1.54994        31.0590     
  1021.83        2500.00                 NaN   5.84170        5.72275                 NaN            NaN   9.14485        2.71527        43.9665        1.54995        31.0590     
  1020.62        2500.00                 NaN   5.84168        5.72279                 NaN            NaN   9.14486        2.71521        43.9665        1.55000        31.0590     
  1019.41        2500.00                 NaN   5.79370        5.80183                 NaN            NaN   9.16090        2.68252        43.9404        1.56648        31.0542     
  1018.19        2500.00                 NaN   5.72576        6.04327                 NaN            NaN   9.17849        2.59787        43.9069        1.55453        30.9932     
  1016.98        2500.00                 NaN   5.71115        6.09713                 NaN            NaN   9.18531        2.57431        43.8965        1.55595        30.9797     
  1015.77        2500.00                 NaN   5.69857        6.14492                 NaN            NaN   9.19174        2.55299        43.8867        1.55740        30.9676     
  1014.56        2500.00                 NaN   5.68462        6.19729                 NaN            NaN   9.19849        2.52997        43.8765        1.55876        30.9544     
  1013.34        2500.00                 NaN   5.67067        6.24994                 NaN            NaN   9.20528        2.50684        43.8661        1.56005        30.9411     
  1012.13        2500.00                 NaN   5.65671        6.30289                 NaN            NaN   9.21211        2.48360        43.8557        1.56130        30.9276     
  1010.92        2500.00                 NaN   5.64274        6.35612                 NaN            NaN   9.21898        2.46027        43.8453        1.56249        30.9141     
  1009.70        2500.00                 NaN   5.62875        6.40978                 NaN            NaN   9.22589        2.43679        43.8347        1.56362        30.9005     
  1008.49        2500.00                 NaN   5.61480        6.46344                 NaN            NaN   9.23284        2.41331        43.8241        1.56469        30.8868     
  1007.28        2500.00                 NaN   5.60274        6.51398                 NaN            NaN   9.23959        2.39069        43.8136        1.56571        30.8737     
  1006.06        2500.00                 NaN   5.58690        6.57151                 NaN            NaN   9.24679        2.36602        43.8030        1.56671        30.8591     
  1004.85        2500.00                 NaN   6.62606        5.57293                 NaN            NaN   9.25384        2.34222        43.7922        1.56763        30.8451     
  1003.64        2500.00                 NaN   5.55970        6.67757                 NaN            NaN   9.26071        2.31979        43.7817        1.56849        30.8320     
  1002.43        2500.00                 NaN   5.54648        6.72934                 NaN            NaN   9.26761        2.29726        43.7712        1.56929        30.8188     
  1001.21        2500.00                 NaN   5.53324        6.78140                 NaN            NaN   9.27455        2.27463        43.7606        1.57005        30.8055     
  1000.00        2500.00                 NaN   5.52038        6.83737                 NaN            NaN   9.28157        2.24969        43.7495        1.57074        30.7907     
