|6.6.6
Archiving\03_Data\eqfrac/QFM_m1/KHA22/KHA22_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         Sp(TH)         ne             lc             ilm           
  1285.18        2500.00        89.8622       0.465452                 NaN   1.79896                 NaN   1.16853        5.73039       0.974465                 NaN            NaN            NaN            NaN
  1283.71        2500.00        90.8618       0.442825                 NaN   1.61449                 NaN   1.05264        5.15430       0.873919                 NaN            NaN            NaN            NaN
  1282.24        2500.00        91.7394       0.386615                 NaN   1.47122                 NaN  0.944384        4.65838       0.799948                 NaN            NaN            NaN            NaN
  1280.77        2500.00        92.3616       0.355243                 NaN   1.36400                 NaN  0.867760        4.30603       0.745388                 NaN            NaN            NaN            NaN
  1279.30        2500.00        87.0328        1.12237                 NaN   2.15440                 NaN   1.60076        7.26419       0.825502                 NaN            NaN            NaN            NaN
  1277.83        2500.00        99.2343                 NaN            NaN  0.197338E-002            NaN  0.119370E-001  0.378683       0.373116                 NaN            NaN            NaN            NaN
  1276.36        2500.00        92.0039       0.275430                 NaN   1.54503                 NaN  0.935538        4.60415       0.635982                 NaN            NaN            NaN            NaN
  1274.89        2500.00        96.1911                 NaN            NaN  0.741046                 NaN  0.331406        2.10199       0.634458                 NaN            NaN            NaN            NaN
  1273.42        2500.00        95.8795                 NaN            NaN  0.900962                 NaN  0.416185        2.31389       0.489491                 NaN            NaN            NaN            NaN
  1271.95        2500.00        94.6072       0.361084E-001            NaN   1.11284                 NaN  0.554182        3.06947       0.620157                 NaN            NaN            NaN            NaN
  1270.48        2500.00        95.9641       0.139802                 NaN  0.863690                 NaN  0.467205        2.36898       0.196200                 NaN            NaN            NaN            NaN
  1269.01        2500.00        95.6270       0.182001                 NaN  0.765857                 NaN  0.422957        2.32866       0.673489                 NaN            NaN            NaN            NaN
  1267.54        2500.00        94.2448       0.242078                 NaN   1.12319                 NaN  0.625703        3.17984       0.584375                 NaN            NaN            NaN            NaN
  1266.07        2500.00        97.2342       0.779635E-001            NaN  0.526553                 NaN  0.271012        1.61069       0.279610                 NaN            NaN            NaN            NaN
  1264.60        2500.00        96.1865       0.140467                 NaN  0.744451                 NaN  0.393252        2.13008       0.405261                 NaN            NaN            NaN            NaN
  1263.13        2500.00        96.4488       0.122909                 NaN  0.720454                 NaN  0.359001        1.97727       0.371545                 NaN            NaN            NaN            NaN
  1261.66        2500.00        92.5209       0.112705                 NaN   1.59736                 NaN  0.637058        3.65012       0.601449                 NaN  0.880368                 NaN            NaN
  1260.19        2500.00        89.8536       0.605218                 NaN   1.89188                 NaN  0.928385        4.75459       0.540359                 NaN   1.42594                 NaN            NaN
  1258.72        2500.00        87.8237       0.305511                 NaN   2.45457                 NaN  0.989689        5.86953       0.987931                 NaN   1.56910                 NaN            NaN
  1257.25        2500.00        92.3868       0.435987                 NaN   1.47536                 NaN  0.673350        3.57756       0.327542                 NaN   1.12340                 NaN            NaN
  1255.78        2500.00        90.3147       0.143663                 NaN   1.97460                 NaN  0.769920        4.75301       0.680945                 NaN   1.36318                 NaN            NaN
  1254.31        2500.00        85.1707                 NaN            NaN   3.99170                 NaN  0.250481        7.48851       0.550522       0.829170        1.71895                 NaN            NaN
  1252.84        2500.00        78.2559                 NaN            NaN   5.64975                 NaN  0.349781        11.2290       0.775461        1.15617        2.58400                 NaN            NaN
  1251.37        2500.00        59.4739                 NaN            NaN   9.79719                 NaN  0.962820        21.1975        1.72722        1.63134        5.21003                 NaN            NaN
  1249.90        2500.00                 NaN   1.87276        9.59601        12.4286                 NaN            NaN   54.3438        3.23426        3.07741        11.6855        3.76158                 NaN
  1248.43        2500.00                 NaN   1.85388        9.54814        12.5066                 NaN            NaN   54.3651        3.23326        3.09502        11.6989        3.69908                 NaN
  1246.96        2500.00                 NaN   1.83467        9.50166        12.5832                 NaN            NaN   54.3867        3.23213        3.11288        11.7124        3.63624                 NaN
  1245.49        2500.00                 NaN   1.81629        9.45417        12.6613                 NaN            NaN   54.4081        3.23072        3.12984        11.7261        3.57340                 NaN
  1244.02        2500.00                 NaN   1.79479        9.40171        12.7482                 NaN            NaN   54.4276        3.22936        3.14914        11.7397        3.50948                 NaN
  1242.55        2500.00                 NaN   1.81786        9.47625        12.6728                 NaN            NaN   54.4660        3.19116        3.16919        11.7533        3.45340                 NaN
  1241.08        2500.00                 NaN   1.90176        9.53856        12.5206                 NaN            NaN   54.5443        3.12054        3.19867        11.7620        3.41359                 NaN
  1239.61        2500.00                 NaN   1.90176        9.53856        12.5206                 NaN            NaN   54.5821        3.12054        3.19867        11.7802        3.35761                 NaN
  1238.14        2500.00                 NaN   1.90176        9.53856        12.5206                 NaN            NaN   54.6201        3.12054        3.19867        11.7985        3.30124                 NaN
  1236.67        2500.00                 NaN   1.90176        9.53856        12.5206                 NaN            NaN   54.6584        3.12054        3.19867        11.8170        3.24448                 NaN
  1235.20        2500.00                 NaN   1.90176        9.53856        12.5206                 NaN            NaN   54.6969        3.12054        3.19867        11.8356        3.18732                 NaN
  1233.73        2500.00                 NaN   1.90176        9.53856        12.5206                 NaN            NaN   54.7358        3.12054        3.19867        11.8543        3.12976                 NaN
  1232.26        2500.00                 NaN            NaN   2.93462        22.4800                 NaN            NaN   51.5629        5.39405       0.602480        12.1041        3.06191        1.85986     
  1230.79        2500.00                 NaN            NaN   2.93462        22.4800                 NaN            NaN   51.6000        5.39405       0.602480        12.1220        3.00695        1.85986     
  1229.32        2500.00                 NaN            NaN   2.93462        22.4800                 NaN            NaN   51.6373        5.39405       0.602480        12.1400        2.95161        1.85986     
  1227.85        2500.00                 NaN            NaN   2.20745        23.4699                 NaN            NaN   51.3010        5.72124                 NaN   12.1860        2.87754        2.23680     
  1226.38        2500.00                 NaN            NaN   2.20745        23.4699                 NaN            NaN   51.3386        5.72124                 NaN   12.2042        2.82182        2.23680     
  1224.91        2500.00                 NaN            NaN   2.20745        23.4699                 NaN            NaN   51.3764        5.72124                 NaN   12.2224        2.76569        2.23680     
  1223.44        2500.00                 NaN            NaN   2.20745        23.4699                 NaN            NaN   51.4139        5.72124                 NaN   12.2405        2.71013        2.23680     
  1221.97        2500.00                 NaN            NaN   2.20745        23.4699                 NaN            NaN   51.4525        5.72124                 NaN   12.2591        2.65294        2.23680     
  1220.50        2500.00                 NaN            NaN   2.20745        23.4699                 NaN            NaN   51.4913        5.72124                 NaN   12.2779        2.59538        2.23680     
  1219.03        2500.00                 NaN            NaN   2.20745        23.4699                 NaN            NaN   51.5304        5.72124                 NaN   12.2967        2.53745        2.23680     
  1217.56        2500.00                 NaN            NaN   2.20745        23.4699                 NaN            NaN   51.5697        5.72124                 NaN   12.3157        2.47914        2.23680     
  1216.09        2500.00                 NaN            NaN   2.20745        23.4699                 NaN            NaN   51.6093        5.72124                 NaN   12.3348        2.42045        2.23680     
  1214.62        2500.00                 NaN            NaN   2.20745        23.4699                 NaN            NaN   51.6492        5.72124                 NaN   12.3540        2.36138        2.23680     
  1213.15        2500.00                 NaN            NaN   2.20745        23.4699                 NaN            NaN   51.6893        5.72124                 NaN   12.3734        2.30192        2.23680     
  1211.68        2500.00                 NaN            NaN   2.20745        23.4699                 NaN            NaN   51.7297        5.72124                 NaN   12.3928        2.24207        2.23680     
  1210.21        2500.00                 NaN            NaN   1.83678        24.0337                 NaN            NaN   51.4751        5.53842                 NaN   12.4605        2.22395        2.43154     
  1208.74        2500.00                 NaN            NaN   1.83678        24.0337                 NaN            NaN   51.5158        5.53842                 NaN   12.4801        2.16365        2.43154     
  1207.27        2500.00                 NaN            NaN   1.83678        24.0337                 NaN            NaN   51.5568        5.53842                 NaN   12.4999        2.10292        2.43154     
  1205.80        2500.00                 NaN            NaN   1.83678        24.0337                 NaN            NaN   51.5982        5.53842                 NaN   12.5199        2.04149        2.43154     
  1204.33        2500.00                 NaN            NaN  0.345014E-001   25.3503                 NaN   1.07269        50.4416        5.25555                 NaN   12.8663        2.28565        2.69339     
  1202.86        2500.00                 NaN            NaN  0.344995E-001   25.3503                 NaN   1.07269        50.4826        5.25555                 NaN   12.8861        2.22485        2.69339     
  1201.39        2500.00                 NaN            NaN  0.345086E-001   25.3503                 NaN   1.07268        50.5239        5.25555                 NaN   12.9060        2.16365        2.69339     
  1199.92        2500.00                 NaN            NaN  0.345086E-001   25.3503                 NaN   1.07268        50.5654        5.25555                 NaN   12.9261        2.10205        2.69339     
  1198.45        2500.00                 NaN            NaN  0.345086E-001   25.3503                 NaN   1.07268        50.6073        5.25555                 NaN   12.9463        2.04004        2.69339     
  1196.98        2500.00                 NaN  0.141131E-005  0.345029E-001   25.3503                 NaN   1.07269        50.6494        5.25555                 NaN   12.9666        1.97750        2.69339     
  1195.51        2500.00                 NaN  0.114922E-001            NaN   25.3560                 NaN   1.10572        50.6654        5.24157       0.406917E-003   12.9963        1.92306        2.69997     
  1194.04        2500.00                 NaN            NaN            NaN   25.3747                 NaN   1.09175        50.7164        5.25349                 NaN   13.0123        1.85280        2.69849     
  1192.57        2500.00                 NaN            NaN            NaN   25.2230                 NaN  0.928257        51.3481        5.62412                 NaN   12.8455        1.29669        2.73434     
  1191.10        2500.00                 NaN            NaN            NaN   25.2328                 NaN  0.942113        51.3776        5.62556                 NaN   12.8654        1.22316        2.73340     
  1189.63        2500.00                 NaN            NaN            NaN   25.2599                 NaN  0.970332        51.3843        5.62081                 NaN   12.8862        1.15079        2.72768     
  1188.16        2500.00                 NaN            NaN            NaN   25.3206                 NaN  0.985666        51.3685        5.60987                 NaN   12.9099        1.08157        2.72389     
  1186.69        2500.00                 NaN            NaN            NaN   25.3352                 NaN  0.974061        51.4281        5.61545                 NaN   12.9213       0.996503        2.72946     
  1185.22        2500.00                 NaN            NaN            NaN   25.3170                 NaN   1.07108        51.2995        5.52206                 NaN   13.0184        1.06422        2.70781     
  1183.75        2500.00                 NaN            NaN            NaN   25.1202                 NaN   1.44305        51.0791        5.56460                 NaN   13.0759       0.978183        2.73896     
  1182.28        2500.00                 NaN            NaN            NaN   25.3022                 NaN   1.29052        51.1235        5.48661                 NaN   13.0848       0.913708        2.79865     
  1180.81        2500.00                 NaN            NaN            NaN   25.3022                 NaN   1.29052        51.1693        5.48661                 NaN   13.1069       0.845826        2.79865     
  1179.34        2500.00                 NaN            NaN            NaN   25.3022                 NaN   1.29052        51.2154        5.48661                 NaN   13.1292       0.777439        2.79865     
  1177.87        2500.00                 NaN            NaN            NaN   25.3022                 NaN   1.29052        51.2619        5.48661                 NaN   13.1516       0.708544        2.79865     
  1176.40        2500.00                 NaN            NaN            NaN   25.3022                 NaN   1.29052        51.3087        5.48661                 NaN   13.1742       0.639135        2.79865     
  1174.93        2500.00                 NaN            NaN            NaN   25.3022                 NaN   1.29052        51.3559        5.48661                 NaN   13.1969       0.569210        2.79865     
  1173.46        2500.00                 NaN            NaN            NaN   25.1815                 NaN   1.39274        51.3887        5.59930                 NaN   13.1649       0.456656        2.81625     
  1171.99        2500.00                 NaN            NaN            NaN   25.2520                 NaN   1.32498        51.4514        5.57224                 NaN   13.1740       0.385344        2.84004     
  1170.52        2500.00                 NaN            NaN            NaN   25.2402                 NaN   1.38781        51.4933        5.63551                 NaN   13.1584       0.243667        2.84118     
  1169.05        2500.00                 NaN            NaN            NaN   25.3977                 NaN   1.24022        51.5922        5.60930                 NaN   13.1342       0.153266        2.87314     
  1167.58        2500.00                 NaN            NaN            NaN   25.3977                 NaN   1.24022        51.6412        5.60930                 NaN   13.1578       0.806319E-001   2.87314     
  1166.11        2500.00                 NaN            NaN            NaN   25.3977                 NaN   1.24022        51.6906        5.60930                 NaN   13.1816       0.745625E-002   2.87314     
  1164.64        2500.00                 NaN            NaN            NaN   25.3281                 NaN  0.905619        52.1462        5.71771                 NaN   13.1016                 NaN   2.80079     
  1163.17        2500.00                 NaN            NaN            NaN   25.3332                 NaN  0.903705        52.1433        5.72294                 NaN   13.0926                 NaN   2.80430     
  1161.70        2500.00                 NaN            NaN            NaN   25.3351                 NaN  0.904456        52.1392        5.72664                 NaN   13.0864                 NaN   2.80823     
  1160.23        2500.00                 NaN            NaN            NaN   25.3412                 NaN  0.904622        52.1338        5.73106                 NaN   13.0780                 NaN   2.81123     
  1158.76        2500.00                 NaN            NaN            NaN   25.3486                 NaN  0.904501        52.1282        5.73596                 NaN   13.0689                 NaN   2.81382     
  1157.29        2500.00                 NaN            NaN            NaN   25.3597                 NaN  0.914570        52.1107        5.73541                 NaN   13.0643                 NaN   2.81526     
  1155.82        2500.00                 NaN            NaN            NaN   25.3648                 NaN  0.911128        52.1096        5.74225                 NaN   13.0540                 NaN   2.81827     
  1154.35        2500.00                 NaN            NaN            NaN   25.4636                 NaN  0.975490        51.9928        5.71861                 NaN   13.0516                 NaN   2.79794     
  1152.88        2500.00                 NaN            NaN            NaN   25.5077                 NaN  0.952625        51.9914        5.71600                 NaN   13.0232                 NaN   2.80906     
  1151.41        2500.00                 NaN            NaN            NaN   25.4725                 NaN  0.981382        51.9830        5.72568                 NaN   13.0328                 NaN   2.80464     
  1149.94        2500.00                 NaN            NaN            NaN   25.3866                 NaN  0.928318        52.0738        5.75359                 NaN   13.0298                 NaN   2.82789     
  1148.47        2500.00                 NaN            NaN            NaN   25.4834                 NaN  0.989482        51.9658        5.73183                 NaN   13.0200                 NaN   2.80943     
  1147.00        2500.00                 NaN            NaN            NaN   25.5147                 NaN  0.973349        51.9601        5.73382                 NaN   13.0029                 NaN   2.81506     
  1145.53        2500.00                 NaN            NaN            NaN   25.5367                 NaN  0.960248        51.9108        5.68246                 NaN   13.0567                 NaN   2.85314     
  1144.06        2500.00                 NaN            NaN            NaN   25.4669                 NaN   1.00342        51.9548        5.75120                 NaN   13.0095                 NaN   2.81417     
  1142.59        2500.00                 NaN            NaN            NaN   25.4302                 NaN  0.954205        52.0189        5.76503                 NaN   12.9961                 NaN   2.83550     
  1141.12        2500.00                 NaN            NaN            NaN   25.5445                 NaN  0.987238        51.9247        5.74531                 NaN   12.9727                 NaN   2.82547     
  1139.65        2500.00                 NaN            NaN            NaN   25.5291                 NaN   1.00222        51.9153        5.75624                 NaN   12.9761                 NaN   2.82101     
  1138.18        2500.00                 NaN            NaN            NaN   25.5459                 NaN   1.21851        51.6976        5.76536                 NaN   12.9276                 NaN   2.84506     
  1136.71        2500.00                 NaN            NaN            NaN   25.5830                 NaN  0.986539        51.8977        5.75423                 NaN   12.9450                 NaN   2.83353     
  1135.24        2500.00                 NaN            NaN            NaN   25.5749                 NaN  0.998858        51.8916        5.76065                 NaN   12.9409                 NaN   2.83304     
  1133.77        2500.00                 NaN            NaN            NaN   25.5559                 NaN   1.01619        51.8818        5.77173                 NaN   12.9461                 NaN   2.82824     
  1132.30        2500.00                 NaN            NaN            NaN   25.5637                 NaN   1.01873        51.8739        5.77574                 NaN   12.9378                 NaN   2.83016     
  1130.83        2500.00                 NaN            NaN            NaN   25.5718                 NaN   1.02152        51.8656        5.77978                 NaN   12.9294                 NaN   2.83188     
  1129.36        2500.00                 NaN            NaN            NaN   25.5821                 NaN   1.02271        51.8576        5.78389                 NaN   12.9199                 NaN   2.83382     
  1127.89        2500.00                 NaN            NaN            NaN   25.5888                 NaN   1.02608        51.8497        5.78871                 NaN   12.9117                 NaN   2.83507     
  1126.42        2500.00                 NaN            NaN            NaN   25.5976                 NaN   1.02892        51.8410        5.79322                 NaN   12.9029                 NaN   2.83632     
  1124.95        2500.00                 NaN            NaN            NaN   25.6000                 NaN   1.03929        51.8281        5.79272                 NaN   12.9012                 NaN   2.83864     
  1123.48        2500.00                 NaN            NaN            NaN   25.6100                 NaN   1.04202        51.8190        5.79682                 NaN   12.8921                 NaN   2.84004     
  1122.01        2500.00                 NaN            NaN            NaN   25.6210                 NaN   1.04155        51.8126        5.80345                 NaN   12.8804                 NaN   2.84090     
  1120.54        2500.00                 NaN            NaN            NaN   25.6280                 NaN   1.04635        51.8030        5.80712                 NaN   12.8733                 NaN   2.84212     
  1119.07        2500.00                 NaN            NaN            NaN   25.6348                 NaN   1.05664        51.7884        5.80711                 NaN   12.8696                 NaN   2.84353     
  1117.60        2500.00                 NaN            NaN            NaN   25.6451                 NaN   1.05990        51.7792        5.81102                 NaN   12.8600                 NaN   2.84483     
  1116.13        2500.00                 NaN            NaN            NaN   25.6558                 NaN   1.06325        51.7699        5.81476                 NaN   12.8501                 NaN   2.84617     
  1114.66        2500.00                 NaN            NaN            NaN   25.6670                 NaN   1.06672        51.7604        5.81832                 NaN   12.8399                 NaN   2.84755     
  1113.19        2500.00                 NaN            NaN            NaN   25.6784                 NaN   1.07044        51.7508        5.82165                 NaN   12.8297                 NaN   2.84898     
  1111.72        2500.00                 NaN            NaN            NaN   25.6897                 NaN   1.07463        51.7410        5.82467                 NaN   12.8196                 NaN   2.85044     
  1110.25        2500.00                 NaN            NaN            NaN   25.6893                 NaN   1.07322        51.7414        5.83109                 NaN   12.8116                 NaN   2.85332     
  1108.78        2500.00                 NaN            NaN            NaN   25.6815                 NaN   1.06817        51.7487        5.83962                 NaN   12.8049                 NaN   2.85716     
  1107.31        2500.00                 NaN            NaN            NaN   25.6712                 NaN   1.06182        51.7584        5.84877                 NaN   12.7985                 NaN   2.86142     
  1105.84        2500.00                 NaN            NaN            NaN   25.7283                 NaN   1.09004        51.6980        5.84304                 NaN   12.7893                 NaN   2.85126     
  1104.37        2500.00                 NaN            NaN            NaN   25.7344                 NaN   1.09600        51.6878        5.84796                 NaN   12.7827                 NaN   2.85116     
  1102.90        2500.00                 NaN            NaN            NaN   25.7521                 NaN   1.09794        51.6765        5.85067                 NaN   12.7702                 NaN   2.85256     
  1101.43        2500.00                 NaN            NaN            NaN   25.8178                 NaN   1.07706        51.6601        5.84471                 NaN   12.7390                 NaN   2.86134     
  1099.96        2500.00                 NaN            NaN            NaN   25.7823                 NaN   1.10481        51.6535        5.85642                 NaN   12.7482                 NaN   2.85465     
  1098.49        2500.00                 NaN            NaN            NaN   25.8271                 NaN   1.05352        51.6656        5.91451                 NaN   12.6969                 NaN   2.84235     
  1097.02        2500.00                 NaN            NaN            NaN   25.7338                 NaN   1.11004        51.6712        5.87811                 NaN   12.7485                 NaN   2.85834     
  1095.55        2500.00                 NaN            NaN            NaN   25.8056                 NaN   1.11714        51.6175        5.87291                 NaN   12.7341                 NaN   2.85272     
  1094.08        2500.00                 NaN            NaN            NaN   25.8156                 NaN   1.12397        51.6067        5.87655                 NaN   12.7243                 NaN   2.85291     
  1092.61        2500.00                 NaN            NaN            NaN   25.8258                 NaN   1.13117        51.5956        5.87994                 NaN   12.7143                 NaN   2.85323     
  1091.14        2500.00                 NaN            NaN            NaN   25.8354                 NaN   1.13973        51.5849        5.88291                 NaN   12.7035                 NaN   2.85352     
  1089.67        2500.00                 NaN            NaN            NaN   25.8470                 NaN   1.14527        51.5726        5.88638                 NaN   12.6952                 NaN   2.85355     
  1088.20        2500.00                 NaN            NaN            NaN   25.8596                 NaN   1.15171        51.5606        5.88975                 NaN   12.6848                 NaN   2.85359     
  1086.73        2500.00                 NaN            NaN            NaN   25.8712                 NaN   1.15770        51.5480        5.89378                 NaN   12.6761                 NaN   2.85317     
  1085.26        2500.00                 NaN            NaN            NaN   25.8842                 NaN   1.16307        51.5356        5.89745                 NaN   12.6666                 NaN   2.85309     
  1083.79        2500.00                 NaN            NaN            NaN   25.8965                 NaN   1.16911        51.5227        5.90136                 NaN   12.6577                 NaN   2.85263     
  1082.32        2500.00                 NaN            NaN            NaN   25.9390                 NaN   1.16017        51.5045        5.90272                 NaN   12.6391                 NaN   2.85452     
  1080.85        2500.00                 NaN            NaN            NaN   25.9269                 NaN   1.18030        51.4958        5.90719                 NaN   12.6372                 NaN   2.85266     
  1079.38        2500.00                 NaN            NaN            NaN   25.8822                 NaN   1.19098        51.5061        5.92297                 NaN   12.6470                 NaN   2.85072     
  1077.91        2500.00                 NaN            NaN            NaN   25.9571                 NaN   1.19136        51.4690        5.91413                 NaN   12.6163                 NaN   2.85207     
  1076.44        2500.00                 NaN            NaN            NaN   25.9677                 NaN   1.20155        51.4567        5.91597                 NaN   12.6056                 NaN   2.85251     
  1074.97        2500.00                 NaN            NaN            NaN   25.9872                 NaN   1.20329        51.4414        5.92117                 NaN   12.5960                 NaN   2.85100     
  1073.50        2500.00                 NaN            NaN            NaN   25.9879                 NaN   1.21226        51.4301        5.92854                 NaN   12.5928                 NaN   2.84839     
  1072.03        2500.00                 NaN            NaN            NaN   25.9550                 NaN   1.21194        51.4464        5.94400                 NaN   12.5931                 NaN   2.84946     
  1070.56        2500.00                 NaN            NaN            NaN   26.0307                 NaN   1.22301        51.3989        5.93182                 NaN   12.5668                 NaN   2.84872     
  1069.09        2500.00                 NaN            NaN            NaN   26.0456                 NaN   1.22957        51.3845        5.93572                 NaN   12.5569                 NaN   2.84768     
  1067.62        2500.00                 NaN            NaN            NaN   26.0568                 NaN   1.24041        51.3713        5.93794                 NaN   12.5460                 NaN   2.84750     
  1066.15        2500.00                 NaN            NaN            NaN   26.0971                 NaN   1.23143        51.3498        5.94170                 NaN   12.5332                 NaN   2.84681     
  1064.68        2500.00                 NaN            NaN            NaN   26.0689                 NaN   1.23954        51.3652        5.95002                 NaN   12.5264                 NaN   2.85001     
  1063.21        2500.00                 NaN            NaN            NaN   26.1007                 NaN   1.25799        51.3265        5.95298                 NaN   12.5199                 NaN   2.84196     
  1061.74        2500.00                 NaN            NaN            NaN   26.0940                 NaN   1.25112        51.3403        5.95814                 NaN   12.5075                 NaN   2.84891     
  1060.27        2500.00                 NaN            NaN            NaN   26.0377                 NaN   1.21817        51.3931        5.98169                 NaN   12.5119                 NaN   2.85741     
  1058.80        2500.00                 NaN            NaN            NaN   26.1544                 NaN   1.29447        51.2661        5.97462                 NaN   12.4851                 NaN   2.82535     
  1057.33        2500.00                 NaN            NaN            NaN   26.1806                 NaN   1.27303        51.2710        5.96426                 NaN   12.4706                 NaN   2.84053     
  1055.86        2500.00                 NaN            NaN            NaN   26.1140                 NaN   1.30661        51.2839        5.98278                 NaN   12.4843                 NaN   2.82842     
  1054.39        2500.00                 NaN            NaN            NaN   26.1891                 NaN   1.31217        51.2372        5.97468                 NaN   12.4560                 NaN   2.83087     
  1052.92        2500.00                 NaN            NaN            NaN   26.2176                 NaN   1.31068        51.2145        5.97779                 NaN   12.4481                 NaN   2.83129     
  1051.45        2500.00                 NaN            NaN            NaN   26.2470                 NaN   1.31658        51.1956        5.97970                 NaN   12.4305                 NaN   2.83067     
  1049.98        2500.00                 NaN            NaN            NaN   26.2732                 NaN   1.32428        51.1765        5.98112                 NaN   12.4152                 NaN   2.82968     
  1048.51        2500.00                 NaN            NaN            NaN   26.2840                 NaN   1.33321        51.1611        5.98608                 NaN   12.4085                 NaN   2.82718     
  1047.04        2500.00                 NaN            NaN            NaN   26.2895                 NaN   1.34161        51.1473        5.99385                 NaN   12.4042                 NaN   2.82350     
  1045.57        2500.00                 NaN            NaN            NaN   26.3084                 NaN   1.35165        51.1297        5.99665                 NaN   12.3919                 NaN   2.82172     
  1044.10        2500.00                 NaN            NaN            NaN   26.3199                 NaN   1.36191        51.1140        6.00174                 NaN   12.3835                 NaN   2.81897     
  1042.63        2500.00                 NaN            NaN            NaN   26.3309                 NaN   1.36872        51.1019        6.00702                 NaN   12.3740                 NaN   2.81742     
  1041.16        2500.00                 NaN            NaN            NaN   26.3741                 NaN   1.37887        51.0729        6.00583                 NaN   12.3544                 NaN   2.81393     
  1039.69        2500.00                 NaN            NaN            NaN   26.4036                 NaN   1.38491        51.0508        6.00683                 NaN   12.3404                 NaN   2.81353     
  1038.22        2500.00                 NaN            NaN            NaN   26.3798                 NaN   1.36950        51.0494        6.02215                 NaN   12.3639                 NaN   2.81528     
  1036.75        2500.00                 NaN            NaN            NaN   26.3889                 NaN   1.37664        51.0380        6.02768                 NaN   12.3553                 NaN   2.81344     
  1035.28        2500.00                 NaN            NaN            NaN   26.4746                 NaN   1.41123        50.9913        6.01611                 NaN   12.3003                 NaN   2.80651     
  1033.81        2500.00                 NaN            NaN            NaN   26.4987                 NaN   1.42068        50.9706        6.01899                 NaN   12.2871                 NaN   2.80392     
  1032.34        2500.00                 NaN            NaN            NaN   26.4942                 NaN   1.43119        50.9654        6.02025                 NaN   12.2840                 NaN   2.80494     
  1030.87        2500.00                 NaN            NaN            NaN   26.4402                 NaN   1.41811        50.9761        6.03958                 NaN   12.3240                 NaN   2.80207     
  1029.40        2500.00                 NaN            NaN            NaN   26.5562                 NaN   1.44959        50.9124        6.03242                 NaN   12.2555                 NaN   2.79396     
  1027.93        2500.00                 NaN            NaN            NaN   26.3111                 NaN   1.40231        51.0876        5.95045                 NaN   12.3840                 NaN   2.86453     
  1026.46        2500.00                 NaN            NaN            NaN   26.5931                 NaN   1.44306        50.8963        6.02697                 NaN   12.2484                 NaN   2.79219     
  1024.99        2500.00                 NaN            NaN            NaN   26.5330                 NaN   1.46841        50.9011        6.03674                 NaN   12.2656                 NaN   2.79515     
  1023.52        2500.00                 NaN            NaN            NaN   26.6518                 NaN   1.49050        50.8263        6.04587                 NaN   12.2045                 NaN   2.78103     
  1022.05        2500.00                 NaN            NaN            NaN   26.6782                 NaN   1.50098        50.8036        6.04908                 NaN   12.1906                 NaN   2.77759     
  1020.58        2500.00                 NaN            NaN            NaN   26.7065                 NaN   1.51215        50.7795        6.05173                 NaN   12.1760                 NaN   2.77406     
  1019.11        2500.00                 NaN            NaN            NaN   26.6897                 NaN   1.50457        50.8102        6.01286                 NaN   12.1828                 NaN   2.79985     
  1017.64        2500.00                 NaN            NaN            NaN   26.7494                 NaN   1.53321        50.7372        6.06103                 NaN   12.1532                 NaN   2.76596     
  1016.17        2500.00                 NaN            NaN            NaN   26.7772                 NaN   1.54777        50.7140        6.06079                 NaN   12.1359                 NaN   2.76429     
  1014.70        2500.00                 NaN            NaN            NaN   26.6747                 NaN   1.52093        50.7823        6.04996                 NaN   12.1918                 NaN   2.78033     
  1013.23        2500.00                 NaN            NaN            NaN   26.7899                 NaN   1.54452        50.7124        6.07325                 NaN   12.1130                 NaN   2.76692     
  1011.76        2500.00                 NaN            NaN            NaN   26.8167                 NaN   1.55553        50.6890        6.07677                 NaN   12.0991                 NaN   2.76300     
  1010.29        2500.00                 NaN            NaN            NaN   26.8747                 NaN   1.58418        50.6340        6.07446                 NaN   12.0796                 NaN   2.75308     
  1008.82        2500.00                 NaN            NaN            NaN   26.9253                 NaN   1.60881        50.5859        6.07396                 NaN   12.0619                 NaN   2.74415     
  1007.35        2500.00                 NaN            NaN            NaN   26.9494                 NaN   1.61879        50.5621        6.07976                 NaN   12.0512                 NaN   2.73879     
  1005.88        2500.00                 NaN            NaN            NaN   26.9757                 NaN   1.62805        50.5374        6.08545                 NaN   12.0400                 NaN   2.73339     
  1004.41        2500.00                 NaN            NaN            NaN   27.0064                 NaN   1.63523        50.5112        6.09107                 NaN   12.0281                 NaN   2.72797     
  1002.94        2500.00                 NaN            NaN            NaN   27.0396                 NaN   1.64711        50.4831        6.09434                 NaN   12.0129                 NaN   2.72301     
  1001.47        2500.00                 NaN            NaN            NaN   27.0434                 NaN   1.65997        50.4696        6.09039                 NaN   12.0134                 NaN   2.72326     
  1000.00        2500.00                 NaN            NaN            NaN   27.1094                 NaN   1.68409        50.4212        6.09783                 NaN   11.9757                 NaN   2.71185     
