|6.6.6
Archiving\03_Data\fracLP/QFM_m4.75/LAR/LAR_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1491.23        500.000        99.0630                 NaN            NaN            NaN            NaN  0.484614E-001  0.888493                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.0649                 NaN            NaN            NaN            NaN  0.397332E-001  0.895328                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.0663                 NaN            NaN            NaN            NaN  0.310938E-001  0.902630                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.0688                 NaN            NaN            NaN            NaN  0.218871E-001  0.909334                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.0687                 NaN            NaN            NaN            NaN  0.115000E-001  0.919843                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.0672                 NaN            NaN            NaN            NaN  0.871692E-003  0.931930                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.0659                 NaN            NaN            NaN            NaN  0.620452E-001  0.872022                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.0605                 NaN            NaN            NaN            NaN            NaN  0.939495                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.0523                 NaN            NaN            NaN            NaN            NaN  0.947715                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.0392                 NaN            NaN            NaN            NaN  0.393321E-002  0.956876                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.8989                 NaN            NaN  0.177179E-002            NaN            NaN  0.230521       0.868832                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.5286                 NaN            NaN  0.362420E-002            NaN            NaN  0.529273       0.938494                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.5553                 NaN            NaN  0.344714E-002            NaN            NaN  0.921636       0.519612                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.5814                 NaN            NaN  0.326760E-002            NaN            NaN  0.905742       0.509574                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.6074                 NaN            NaN  0.309736E-002            NaN            NaN  0.888783       0.500711                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.8559                 NaN            NaN  0.243311E-002            NaN            NaN  0.411552       0.730126                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.4315                 NaN            NaN  0.323239E-002            NaN            NaN   1.00156       0.563659                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.6805                 NaN            NaN  0.260064E-002            NaN            NaN  0.843041       0.473908                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.7047                 NaN            NaN  0.245893E-002            NaN            NaN  0.465339       0.827467                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.7247                 NaN            NaN  0.231564E-002            NaN            NaN  0.457761       0.815259                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.7461                 NaN            NaN  0.217120E-002            NaN            NaN  0.450033       0.801699                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.7665                 NaN            NaN  0.204924E-002            NaN            NaN  0.788981       0.442423                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.7876                 NaN            NaN  0.190748E-002            NaN            NaN  0.775706       0.434757                 NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.8067                 NaN            NaN  0.178151E-002            NaN            NaN  0.427924       0.763567                 NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.8267                 NaN            NaN  0.165933E-002            NaN            NaN  0.420720       0.750921                 NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        98.8444                 NaN            NaN  0.154316E-002            NaN            NaN  0.413671       0.740386                 NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        98.8626                 NaN            NaN  0.142346E-002            NaN            NaN  0.406916       0.729050                 NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        98.8797                 NaN            NaN  0.131201E-002            NaN            NaN  0.717867       0.401074                 NaN            NaN            NaN            NaN            NaN
  1421.05        500.000        98.8971                 NaN            NaN  0.121025E-002            NaN            NaN  0.394100       0.707578                 NaN            NaN            NaN            NaN            NaN
  1418.55        500.000        98.9150                 NaN            NaN  0.111449E-002            NaN            NaN  0.695556       0.388302                 NaN            NaN            NaN            NaN            NaN
  1416.04        500.000        98.9304                 NaN            NaN  0.100305E-002            NaN            NaN  0.381855       0.686697                 NaN            NaN            NaN            NaN            NaN
  1413.53        500.000        98.9461                 NaN            NaN  0.917226E-003            NaN            NaN  0.376053       0.676925                 NaN            NaN            NaN            NaN            NaN
  1411.03        500.000        98.9610                 NaN            NaN  0.823813E-003            NaN            NaN  0.370285       0.667924                 NaN            NaN            NaN            NaN            NaN
  1408.52        500.000        97.8087                 NaN            NaN            NaN            NaN            NaN  0.773590       0.824225                 NaN  0.593533                 NaN            NaN            NaN
  1406.02        500.000        97.2624                 NaN            NaN  0.499231E-003            NaN            NaN   1.04283       0.807211                 NaN  0.887022                 NaN            NaN            NaN
  1403.51        500.000        97.3647                 NaN            NaN            NaN            NaN            NaN  0.777969        1.00339                 NaN  0.853902                 NaN            NaN            NaN
  1401.00        500.000        97.4354                 NaN            NaN            NaN            NaN            NaN  0.758234       0.974719                 NaN  0.831686                 NaN            NaN            NaN
  1398.50        500.000        97.5116                 NaN            NaN            NaN            NaN            NaN  0.736123       0.945075                 NaN  0.807182                 NaN            NaN            NaN
  1395.99        500.000        97.5851                 NaN            NaN            NaN            NaN            NaN  0.714229       0.916685                 NaN  0.783964                 NaN            NaN            NaN
  1393.48        500.000        97.6537                 NaN            NaN            NaN            NaN            NaN  0.694276       0.890253                 NaN  0.761812                 NaN            NaN            NaN
  1390.98        500.000        97.7207                 NaN            NaN            NaN            NaN            NaN  0.864660       0.674415                 NaN  0.740216                 NaN            NaN            NaN
  1388.47        500.000        97.7838                 NaN            NaN            NaN            NaN            NaN  0.655199       0.840983                 NaN  0.720022                 NaN            NaN            NaN
  1385.96        500.000        97.8434                 NaN            NaN            NaN            NaN            NaN  0.818693       0.637029                 NaN  0.700857                 NaN            NaN            NaN
  1383.46        500.000        97.8632                 NaN  0.807548E-002            NaN            NaN            NaN  0.650082       0.776017                 NaN  0.702609                 NaN            NaN            NaN
  1380.95        500.000        97.7907                 NaN  0.374839E-001            NaN            NaN            NaN  0.674290       0.741563                 NaN  0.755955                 NaN            NaN            NaN
  1378.45        500.000        97.8688                 NaN  0.354816E-001            NaN            NaN            NaN  0.714419       0.652387                 NaN  0.728948                 NaN            NaN            NaN
  1375.94        500.000        97.9414                 NaN  0.334604E-001            NaN            NaN            NaN  0.632782       0.688905                 NaN  0.703492                 NaN            NaN            NaN
  1373.43        500.000        98.0104                 NaN  0.316445E-001            NaN            NaN            NaN  0.665392       0.613042                 NaN  0.679498                 NaN            NaN            NaN
  1370.93        500.000        98.0751                 NaN  0.297889E-001            NaN            NaN            NaN  0.596415       0.642015                 NaN  0.656705                 NaN            NaN            NaN
  1368.42        500.000        98.1365                 NaN  0.280804E-001            NaN            NaN            NaN  0.579907       0.620439                 NaN  0.635066                 NaN            NaN            NaN
  1365.91        500.000        98.1954                 NaN  0.264806E-001            NaN            NaN            NaN  0.599554       0.564128                 NaN  0.614453                 NaN            NaN            NaN
  1363.41        500.000        98.2506                 NaN  0.249025E-001            NaN            NaN            NaN  0.550273       0.579282                 NaN  0.594985                 NaN            NaN            NaN
  1360.90        500.000        98.3022                 NaN  0.232413E-001            NaN            NaN            NaN  0.538474       0.559684                 NaN  0.576430                 NaN            NaN            NaN
  1358.40        500.000        98.3525                 NaN  0.218487E-001            NaN            NaN            NaN  0.541360       0.525617                 NaN  0.558715                 NaN            NaN            NaN
  1355.89        500.000        98.3999                 NaN  0.204685E-001            NaN            NaN            NaN  0.514023       0.523750                 NaN  0.541863                 NaN            NaN            NaN
  1353.38        500.000        98.4450                 NaN  0.191219E-001            NaN            NaN            NaN  0.506948       0.503193                 NaN  0.525785                 NaN            NaN            NaN
  1350.88        500.000        98.4872                 NaN  0.177744E-001            NaN            NaN            NaN  0.493213       0.491216                 NaN  0.510637                 NaN            NaN            NaN
  1348.37        500.000        98.5281                 NaN  0.165090E-001            NaN            NaN            NaN  0.475364       0.484068                 NaN  0.495988                 NaN            NaN            NaN
  1345.86        500.000        98.5670                 NaN  0.153176E-001            NaN            NaN            NaN  0.460293       0.475246                 NaN  0.482107                 NaN            NaN            NaN
  1343.36        500.000        98.6044                 NaN  0.140202E-001            NaN            NaN            NaN  0.445438       0.467695                 NaN  0.468411                 NaN            NaN            NaN
  1340.85        500.000        98.6395                 NaN  0.128797E-001            NaN            NaN            NaN  0.431494       0.460279                 NaN  0.455835                 NaN            NaN            NaN
  1338.35        500.000        92.8357                 NaN  0.134480                 NaN            NaN            NaN   2.64299        1.86090                 NaN   2.52594                 NaN            NaN            NaN
  1335.84        500.000        98.4964                 NaN  0.211324E-001            NaN            NaN            NaN  0.511261       0.452547                 NaN  0.518664                 NaN            NaN            NaN
  1333.33        500.000        98.7647                 NaN  0.159701E-001            NaN            NaN            NaN  0.412105       0.382983                 NaN  0.424254                 NaN            NaN            NaN
  1330.83        500.000        98.9382                 NaN  0.126194E-001            NaN            NaN            NaN  0.347807       0.338049                 NaN  0.363281                 NaN            NaN            NaN
  1328.32        500.000        99.0679                 NaN  0.100555E-001            NaN            NaN            NaN  0.305304       0.299084                 NaN  0.317626                 NaN            NaN            NaN
  1325.81        500.000        99.1685                 NaN  0.794185E-002            NaN            NaN            NaN  0.261081       0.280641                 NaN  0.281817                 NaN            NaN            NaN
  1323.31        500.000        99.2448                 NaN  0.638126E-002            NaN            NaN            NaN  0.261899       0.232076                 NaN  0.254827                 NaN            NaN            NaN
  1320.80        500.000        99.3061                 NaN  0.506232E-002            NaN            NaN            NaN  0.208476       0.247388                 NaN  0.233005                 NaN            NaN            NaN
  1318.30        500.000        99.3557                 NaN  0.393788E-002            NaN            NaN            NaN  0.189008       0.236099                 NaN  0.215298                 NaN            NaN            NaN
  1315.79        500.000        99.3962                 NaN  0.304965E-002            NaN            NaN            NaN  0.226914       0.173016                 NaN  0.200819                 NaN            NaN            NaN
  1313.28        500.000        99.4297                 NaN  0.213920E-002            NaN            NaN            NaN  0.220654       0.158870                 NaN  0.188590                 NaN            NaN            NaN
  1310.78        500.000        99.4568                 NaN  0.134718E-002            NaN            NaN            NaN  0.216156       0.147025                 NaN  0.178713                 NaN            NaN            NaN
  1308.27        500.000        99.4799                 NaN  0.666712E-003            NaN            NaN            NaN  0.136826       0.212461                 NaN  0.170152                 NaN            NaN            NaN
  1305.76        500.000        99.4973                 NaN  0.864563E-003            NaN            NaN            NaN  0.131264       0.206231                 NaN  0.164383                 NaN            NaN            NaN
  1303.26        500.000        99.5121                 NaN            NaN            NaN            NaN            NaN  0.121912       0.207278                 NaN  0.158663                 NaN            NaN            NaN
  1300.75        500.000        99.5242                 NaN            NaN            NaN            NaN            NaN  0.203870       0.117712                 NaN  0.154212                 NaN            NaN            NaN
  1298.25        500.000        99.5334                 NaN            NaN            NaN            NaN            NaN  0.202336       0.113200                 NaN  0.151072                 NaN            NaN            NaN
  1295.74        500.000        99.5382                 NaN            NaN            NaN            NaN            NaN  0.109925       0.202699                 NaN  0.149195                 NaN            NaN            NaN
  1293.23        500.000        99.5420                 NaN            NaN            NaN            NaN            NaN  0.107610       0.202631                 NaN  0.147757                 NaN            NaN            NaN
  1290.73        500.000        99.5425                 NaN            NaN            NaN            NaN            NaN  0.204775       0.105355                 NaN  0.147417                 NaN            NaN            NaN
  1288.22        500.000        99.5385                 NaN            NaN            NaN            NaN            NaN  0.103693       0.209298                 NaN  0.148533                 NaN            NaN            NaN
  1285.71        500.000        89.3250                 NaN  0.275831E-001            NaN            NaN            NaN   1.08334        1.27630                 NaN   1.25679        7.03097                 NaN            NaN
  1283.21        500.000        92.2519                 NaN  0.259682E-001            NaN            NaN            NaN  0.821038       0.832333                 NaN  0.895436        5.17328                 NaN            NaN
  1280.70        500.000        97.0705                 NaN  0.620660E-002            NaN            NaN            NaN  0.357151       0.300356                 NaN  0.347992        1.91777                 NaN            NaN
  1278.20        500.000        98.2479                 NaN  0.165800E-002            NaN            NaN            NaN  0.170127       0.240620                 NaN  0.213163        1.12652                 NaN            NaN
  1275.69        500.000        98.7429                 NaN  0.875357E-003            NaN            NaN            NaN  0.186044       0.118142                 NaN  0.157317       0.794748                 NaN            NaN
  1273.18        500.000        99.0073                 NaN            NaN            NaN            NaN            NaN  0.696797E-001  0.181880                 NaN  0.127895       0.613277                 NaN            NaN
  1270.68        500.000        99.0635                 NaN            NaN            NaN            NaN            NaN  0.127955       0.986792E-001            NaN  0.118050       0.591768                 NaN            NaN
  1268.17        500.000        99.2830                 NaN            NaN            NaN            NaN            NaN  0.217562                 NaN            NaN  0.105159       0.394267                 NaN            NaN
  1265.66        500.000        99.1716                 NaN            NaN            NaN            NaN            NaN  0.242204                 NaN            NaN  0.119516       0.466678                 NaN            NaN
  1263.16        500.000        98.8448                 NaN            NaN            NaN            NaN            NaN  0.344866                 NaN            NaN  0.174008       0.624957       0.113514E-001            NaN
  1260.65        500.000        97.2423                 NaN            NaN            NaN            NaN            NaN  0.823246                 NaN            NaN  0.428017        1.44191       0.645796E-001            NaN
  1258.15        500.000        67.8755                 NaN            NaN            NaN            NaN            NaN   9.93833                 NaN            NaN   5.16834        16.2333       0.784548                 NaN
  1255.64        500.000        94.6145                 NaN            NaN            NaN            NaN            NaN   1.16586                 NaN            NaN  0.676941        3.41820       0.124513                 NaN
  1253.13        500.000        95.0131                 NaN            NaN            NaN            NaN            NaN   1.07464                 NaN            NaN  0.622826        3.17397       0.115455                 NaN
  1250.63        500.000        95.3722                 NaN            NaN            NaN            NaN            NaN  0.993340                 NaN            NaN  0.577674        2.95091       0.105836                 NaN
  1248.12        500.000        95.6812                 NaN            NaN            NaN            NaN            NaN  0.924055                 NaN            NaN  0.535644        2.76087       0.982161E-001            NaN
  1245.61        500.000        95.9619                 NaN            NaN            NaN            NaN            NaN  0.861259                 NaN            NaN  0.499874        2.58657       0.903828E-001            NaN
  1243.11        500.000        96.2167                 NaN            NaN            NaN            NaN            NaN  0.804009                 NaN            NaN  0.467085        2.42890       0.833163E-001            NaN
  1240.60        500.000        96.4474                 NaN            NaN            NaN            NaN            NaN  0.751634                 NaN            NaN  0.435414        2.28807       0.774567E-001            NaN
  1238.10        500.000        96.6556                 NaN            NaN            NaN            NaN            NaN  0.705363                 NaN            NaN  0.408411        2.15904       0.715415E-001            NaN
  1235.59        500.000        96.8513                 NaN            NaN            NaN            NaN            NaN  0.660495                 NaN            NaN  0.382260        2.03952       0.663760E-001            NaN
  1233.08        500.000        97.0233                 NaN            NaN            NaN            NaN            NaN  0.622810                 NaN            NaN  0.358401        1.93366       0.617962E-001            NaN
  1230.58        500.000        97.1822                 NaN            NaN            NaN            NaN            NaN  0.588129                 NaN            NaN  0.337242        1.83518       0.572955E-001            NaN
  1228.07        500.000        97.3319                 NaN            NaN            NaN            NaN            NaN  0.554085                 NaN            NaN  0.316426        1.74411       0.534571E-001            NaN
  1225.56        500.000        97.4635                 NaN            NaN            NaN            NaN            NaN  0.527300                 NaN            NaN  0.300161        1.65979       0.492266E-001            NaN
  1223.06        500.000        97.5921                 NaN            NaN            NaN            NaN            NaN  0.497668                 NaN            NaN  0.281687        1.58240       0.461431E-001            NaN
  1220.55        500.000        97.7081                 NaN            NaN            NaN            NaN            NaN  0.472932                 NaN            NaN  0.267455        1.50898       0.425351E-001            NaN
  1218.05        500.000        97.8157                 NaN            NaN            NaN            NaN            NaN  0.450777                 NaN            NaN  0.253300        1.44074       0.394967E-001            NaN
  1215.54        500.000        97.9169                 NaN            NaN            NaN            NaN            NaN  0.428287                 NaN            NaN  0.239746        1.37831       0.367851E-001            NaN
  1213.03        500.000        98.0111                 NaN            NaN            NaN            NaN            NaN  0.407944                 NaN            NaN  0.227760        1.31907       0.341144E-001            NaN
  1210.53        500.000        98.0944                 NaN            NaN            NaN            NaN            NaN  0.391363                 NaN            NaN  0.215953        1.26641       0.319081E-001            NaN
  1208.02        500.000        97.5489                 NaN            NaN            NaN            NaN            NaN  0.414863                 NaN            NaN  0.248551        1.45471       0.330547E-001  0.299933     
  1205.51        500.000        87.0520                 NaN            NaN            NaN            NaN            NaN   1.13689                 NaN            NaN  0.992104        5.39731       0.780827E-001   5.34361     
  1203.01        500.000        87.2897                 NaN            NaN            NaN            NaN            NaN   1.13994                 NaN            NaN  0.971305        5.28259       0.719632E-001   5.24446     
  1200.50        500.000        87.2191                 NaN            NaN            NaN            NaN            NaN   1.16541                 NaN            NaN  0.974215        5.30334       0.672827E-001   5.27067     
  1197.99        500.000        86.6399                 NaN            NaN            NaN            NaN            NaN   1.22730                 NaN            NaN   1.01259        5.54926       0.650969E-001   5.50584     
  1195.49        500.000        84.7239                 NaN            NaN            NaN            NaN            NaN   1.39208                 NaN            NaN   1.14139        6.38221       0.687227E-001   6.29171     
  1192.98        500.000        76.3073                 NaN            NaN            NaN            NaN            NaN   2.07207                 NaN            NaN   1.72141        10.0484       0.956820E-001   9.75519     
  1190.48        500.000        16.6550                 NaN            NaN            NaN            NaN            NaN   1.34596        5.35304                 NaN   5.76831        36.1358       0.313616        34.4282     
  1187.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.01062        1.65607                 NaN   6.98919        42.9720       0.300550        41.0715     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.67024                 NaN            NaN   7.00797        42.9430       0.301957        41.0768     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.67303                 NaN            NaN   7.01577        42.9322       0.301131        41.0778     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.55243        5.12156                 NaN   7.02284        42.9219       0.301201        41.0800     
  1177.94        500.000                 NaN            NaN            NaN            NaN   1.71282                 NaN   4.38697        1.17724                 NaN   6.66292        43.8808       0.439319        41.7400     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.67162                 NaN            NaN   7.04277        42.9004       0.302686        41.0825     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.67611                 NaN            NaN   7.04739        42.8898       0.301513        41.0852     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.68030                 NaN            NaN   7.05010        42.8811       0.300477        41.0880     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.68627                 NaN            NaN   7.05558        42.8681       0.299005        41.0910     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.68871       0.727363E-003            NaN   7.05929        42.8598       0.298096        41.0934     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.69334                 NaN            NaN   7.06332        42.8503       0.297048        41.0960     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.69561                 NaN            NaN   7.06748        42.8426       0.296281        41.0980     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.62049        3.06475                 NaN   7.02605        42.8946       0.296351        41.0978     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.70389       0.105385E-002            NaN   7.07566        42.8220       0.293885        41.1035     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.70811       0.119410E-002            NaN   7.08010        42.8117       0.292728        41.1062     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.71321                 NaN            NaN   7.08441        42.8021       0.291644        41.1087     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.71291                 NaN            NaN   7.08580        42.7995       0.291603        41.1102     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.174441        8.53817                 NaN   7.08692        42.7971       0.291523        41.1118     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.19331        4.27538        3.21619        7.06802        42.8431       0.297019        41.1069     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.17732        4.18357        3.32792        7.07000        42.8356       0.296026        41.1096     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.897499        7.82330                 NaN   7.09571        42.7757       0.289132        41.1187     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.09597        7.62791                 NaN   7.09899        42.7679       0.288249        41.1210     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.28938        7.43765                 NaN   7.10235        42.7599       0.287345        41.1233     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.47689        7.25337                 NaN   7.10580        42.7518       0.286420        41.1257     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.65592        7.07769                 NaN   7.10933        42.7435       0.285471        41.1281     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.81056        6.92553                 NaN   7.11226        42.7367       0.284731        41.1302     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.97630        6.76333                 NaN   7.11598        42.7280       0.283727        41.1327     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.13795        6.60531                 NaN   7.11977        42.7192       0.282698        41.1351     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.48181        4.24768                 NaN   7.10978        42.7414       0.285561        41.1338     
  1115.29        500.000                 NaN            NaN            NaN            NaN  0.919754                 NaN   7.14122                 NaN            NaN   6.93340        43.1438       0.348533        41.5133     
  1112.78        500.000                 NaN            NaN            NaN            NaN  0.946423                 NaN   7.09777                 NaN            NaN   6.93023        43.1492       0.349729        41.5267     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.76475        5.99831                 NaN   7.13846        42.6759       0.277149        41.1454     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.70864        5.04828                 NaN   7.13427        42.6828       0.279762        41.1462     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.63310        2.19053        3.94790        7.14652        42.6566       0.274960        41.1504     
  1102.76        500.000                 NaN            NaN            NaN            NaN  0.872983                 NaN   7.28433                 NaN            NaN   6.92575        43.0532       0.341313        41.5225     
  1100.25        500.000                 NaN            NaN            NaN            NaN  0.904676                 NaN   7.23256                 NaN            NaN   6.92109        43.0611       0.342778        41.5378     
  1097.74        500.000                 NaN            NaN            NaN            NaN  0.935697                 NaN   7.18187                 NaN            NaN   6.91651        43.0689       0.344220        41.5528     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.19451        5.57629                 NaN   7.13362        42.6630       0.275756        41.1568     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.81141        3.96532                 NaN   7.15304        42.6350       0.273058        41.1622     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.02995        5.75503                 NaN   7.14632        42.6302       0.273245        41.1652     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.38119        4.39861                 NaN   7.16539        42.6185       0.271054        41.1653     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.68249        3.10938                 NaN   7.16455        42.6028       0.269759        41.1710     
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.76451        6.02352                 NaN   7.15963        42.6108       0.270836        41.1707     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.69705        6.09964                 NaN   7.17484        42.5887       0.267126        41.1726     
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.94486        5.87060                 NaN   7.18842        42.5527       0.263954        41.1795     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.15523        2.66833                 NaN   7.19870        42.5358       0.260468        41.1814     
  1072.68        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.84689                 NaN            NaN   7.21807        42.4929       0.254513        41.1877     
  1070.18        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.38677        6.42694       0.111631E-003   7.19530        42.5465       0.261914        41.1824     
  1067.67        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.32238        6.49688       0.893041E-004   7.20048        42.5345       0.260405        41.1852     
  1065.16        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.25635        6.56814       0.488646E-003   7.20569        42.5224       0.258899        41.1880     
  1062.66        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.19286        6.63786       0.641727E-004   7.21098        42.5100       0.257349        41.1909     
  1060.15        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.13177        6.70455       0.265885E-003   7.21623        42.4977       0.255804        41.1937     
  1057.64        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.07199        6.77013       0.360468E-003   7.22158        42.4852       0.254233        41.1965     
  1055.14        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.01614        6.83229       0.451229E-004   7.22694        42.4726       0.252642        41.1994     
  1052.63        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.95986        6.89460                 NaN   7.23229        42.4599       0.251053        41.2023     
  1050.13        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.90597        6.95458                 NaN   7.23769        42.4472       0.249442        41.2051     
  1047.62        500.000                 NaN            NaN            NaN            NaN   1.46850                 NaN   6.25379       0.258848E-003            NaN   6.86765        43.2345       0.372595        41.8027     
  1045.11        500.000                 NaN            NaN            NaN            NaN   1.48276                 NaN   6.23136       0.216179E-003            NaN   6.86619        43.2354       0.373128        41.8109     
  1042.61        500.000                 NaN            NaN            NaN            NaN   1.49670                 NaN   6.20948       0.181919E-003            NaN   6.86480        43.2362       0.373640        41.8190     
  1040.10        500.000                 NaN            NaN            NaN            NaN   1.51033                 NaN   6.18814       0.154408E-003            NaN   6.86347        43.2368       0.374131        41.8270     
  1037.59        500.000                 NaN            NaN            NaN            NaN   1.51455                 NaN   6.17296       0.127427E-003            NaN   6.85679        43.2502       0.376433        41.8289     
  1035.09        500.000                 NaN            NaN            NaN            NaN   1.53671                 NaN   6.14701       0.114040E-003            NaN   6.86099        43.2375       0.375049        41.8426     
  1032.58        500.000                 NaN            NaN            NaN            NaN   1.54947                 NaN   6.12718       0.992788E-004            NaN   6.85984        43.2377       0.375479        41.8502     
  1030.08        500.000                 NaN            NaN            NaN            NaN   1.56197                 NaN   6.10784       0.871123E-004            NaN   6.85875        43.2377       0.375888        41.8577     
  1027.57        500.000                 NaN            NaN            NaN            NaN   1.57419                 NaN   6.08897       0.769714E-004            NaN   6.85771        43.2376       0.376279        41.8652     
  1025.06        500.000                 NaN            NaN            NaN            NaN   1.58619                 NaN   6.07055       0.307965E-004            NaN   6.85673        43.2374       0.376652        41.8725     
  1022.56        500.000                 NaN            NaN            NaN            NaN   1.59792                 NaN   6.05257       0.264836E-004            NaN   6.85581        43.2370       0.377005        41.8797     
  1020.05        500.000                 NaN            NaN            NaN            NaN   1.60942                 NaN   6.03500       0.229915E-004            NaN   6.85494        43.2364       0.377342        41.8868     
  1017.54        500.000                 NaN            NaN            NaN            NaN   1.62068                 NaN   6.01786       0.201047E-004            NaN   6.85412        43.2358       0.377659        41.8939     
  1015.04        500.000                 NaN            NaN            NaN            NaN   1.26834                 NaN   6.70157       0.146043E-003            NaN   6.98052        42.9494       0.335437        41.7646     
  1012.53        500.000                 NaN            NaN            NaN            NaN   1.30161                 NaN   6.64499       0.119324E-003            NaN   6.97370        42.9613       0.337747        41.7805     
