|6.6.6
Archiving\03_Data\eqLP/QFM_m4.5/LAR/LAR_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         iron           O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1269.23        500.000                 NaN  0.810818       0.784972                 NaN   22.0500                 NaN   18.1121        38.8043        13.2596        6.17809                 NaN
  1266.03        500.000                 NaN  0.810818       0.784986                 NaN   22.0498                 NaN   18.1119        38.8040        13.2602        6.17815                 NaN
  1262.82        500.000                 NaN  0.810818       0.785000                 NaN   22.0496                 NaN   18.1117        38.8037        13.2609        6.17821                 NaN
  1259.62        500.000                 NaN  0.810818       0.785014                 NaN   22.0494                 NaN   18.1115        38.8034        13.2616        6.17827                 NaN
  1256.41        500.000                 NaN  0.810526       0.796576                 NaN   22.1160                 NaN   38.4254        18.2345        13.4358        6.18117                 NaN
  1253.21        500.000                 NaN  0.810526       0.796590                 NaN   22.1158                 NaN   38.4251        18.2343        13.4364        6.18123                 NaN
  1250.00        500.000                 NaN  0.810526       0.796604                 NaN   22.1156                 NaN   38.4248        18.2341        13.4371        6.18129                 NaN
  1246.79        500.000                 NaN  0.810525       0.796618                 NaN   22.1154                 NaN   38.4244        18.2339        13.4378        6.18134                 NaN
  1243.59        500.000                 NaN  0.810525       0.796632                 NaN   22.1152                 NaN   38.4241        18.2337        13.4384        6.18140                 NaN
  1240.38        500.000                 NaN  0.810525       0.796646                 NaN   22.1150                 NaN   38.4238        18.2335        13.4391        6.18146                 NaN
  1237.18        500.000                 NaN  0.810524       0.796660                 NaN   22.1147                 NaN   38.4235        18.2333        13.4397        6.18152                 NaN
  1233.97        500.000                 NaN  0.810524       0.796674                 NaN   22.1145                 NaN   38.4232        18.2331        13.4404        6.18158                 NaN
  1230.77        500.000                 NaN  0.810256       0.807321                 NaN   22.1757                 NaN   38.1142        18.3081        13.6013        6.18314                 NaN
  1227.56        500.000                 NaN  0.810255       0.807334                 NaN   22.1754                 NaN   38.1139        18.3079        13.6019        6.18320                 NaN
  1224.36        500.000                 NaN  0.810255       0.807348                 NaN   22.1752                 NaN   38.1136        18.3077        13.6026        6.18325                 NaN
  1221.15        500.000                 NaN  0.810254       0.807362                 NaN   22.1750                 NaN   38.1133        18.3075        13.6033        6.18331                 NaN
  1217.95        500.000                 NaN  0.810254       0.807376                 NaN   22.1748                 NaN   38.1130        18.3073        13.6039        6.18337                 NaN
  1214.74        500.000                 NaN  0.810253       0.807390                 NaN   22.1746                 NaN   38.1127        18.3071        13.6046        6.18343                 NaN
  1211.54        500.000                 NaN  0.810253       0.807403                 NaN   22.1744                 NaN   38.1124        18.3069        13.6053        6.18349                 NaN
  1208.33        500.000                 NaN  0.810252       0.807417                 NaN   22.1742                 NaN   38.1121        18.3066        13.6059        6.18354                 NaN
  1205.13        500.000                 NaN  0.810006       0.818216                 NaN   22.2284                 NaN   37.8623        18.3445        13.7546        6.18201                 NaN
  1201.92        500.000                 NaN  0.810005       0.818229                 NaN   22.2281                 NaN   37.8620        18.3443        13.7553        6.18207                 NaN
  1198.72        500.000                 NaN  0.810005       0.818243                 NaN   22.2279                 NaN   37.8617        18.3440        13.7559        6.18212                 NaN
  1195.51        500.000                 NaN  0.810004       0.818257                 NaN   22.2277                 NaN   37.8614        18.3438        13.7566        6.18218                 NaN
  1192.31        500.000                 NaN  0.809890       0.823468                 NaN   22.2545                 NaN   37.7487        18.3542        13.8275        6.18181                 NaN
  1189.10        500.000                 NaN  0.809889       0.823482                 NaN   22.2543                 NaN   37.7484        18.3540        13.8281        6.18186                 NaN
  1185.90        500.000                 NaN  0.809830       0.826148                 NaN   22.2645                 NaN   18.3527        37.7041        13.8632        6.17943                 NaN
  1182.69        500.000                 NaN  0.809817       0.822144                 NaN   22.2729       0.210287        37.4504        18.3813        13.8680        6.18502                 NaN
  1179.49        500.000                 NaN  0.809811       0.816132                 NaN   22.2811       0.507598        37.1073        18.4184        13.8673        6.19225                 NaN
  1176.28        500.000                 NaN  0.809810       0.816145                 NaN   22.2809       0.507593        37.1070        18.4182        13.8680        6.19231                 NaN
  1173.08        500.000                 NaN  0.809809       0.816158                 NaN   22.2807       0.507587        37.1067        18.4180        13.8687        6.19236                 NaN
  1169.87        500.000                 NaN  0.809808       0.816172                 NaN   22.2804       0.507581        37.1064        18.4178        13.8693        6.19242                 NaN
  1166.67        500.000                 NaN  0.809807       0.816185                 NaN   22.2802       0.507575        37.1062        18.4176        13.8700        6.19247                 NaN
  1163.46        500.000                 NaN  0.809806       0.816198                 NaN   22.2800       0.507570        37.1059        18.4173        13.8707        6.19253                 NaN
  1160.26        500.000                 NaN  0.809805       0.816212                 NaN   22.2798       0.507564        37.1056        18.4171        13.8714        6.19258                 NaN
  1157.05        500.000                 NaN  0.809804       0.816225                 NaN   22.2796       0.507558        37.1053        18.4169        13.8720        6.19264                 NaN
  1153.85        500.000                 NaN  0.809782       0.769925                 NaN   22.3472        2.89093        18.6915        34.3822        13.8611        6.24742                 NaN
  1150.64        500.000                 NaN  0.809781       0.769938                 NaN   22.3470        2.89090        18.6913        34.3819        13.8617        6.24748                 NaN
  1147.44        500.000                 NaN  0.809780       0.769950                 NaN   22.3468        2.89087        18.6910        34.3816        13.8624        6.24753                 NaN
  1144.23        500.000                 NaN  0.809779       0.769963                 NaN   22.3466        2.89084        18.6908        34.3814        13.8631        6.24759                 NaN
  1141.03        500.000                 NaN  0.809777       0.769975                 NaN   22.3463        2.89081        18.6906        34.3811        13.8638        6.24764                 NaN
  1137.82        500.000                 NaN  0.809776       0.769987                 NaN   22.3461        2.89077        18.6904        34.3809        13.8644        6.24770                 NaN
  1134.62        500.000                 NaN  0.809775       0.769999                 NaN   22.3459        2.89074        18.6901        34.3806        13.8651        6.24775                 NaN
  1131.41        500.000                 NaN  0.809774       0.770012                 NaN   22.3457        2.89071        18.6899        34.3803        13.8658        6.24781                 NaN
  1128.21        500.000                 NaN  0.809763       0.733522                 NaN   22.4015        5.03412        31.9930        18.8757        13.8681        6.28436                 NaN
  1125.00        500.000                 NaN  0.809762       0.733534                 NaN   22.4013        5.03407        31.9927        18.8754        13.8687        6.28442                 NaN
  1121.79        500.000                 NaN  0.809761       0.733545                 NaN   22.4011        5.03401        31.9925        18.8752        13.8694        6.28447                 NaN
  1118.59        500.000                 NaN  0.809759       0.733557                 NaN   22.4008        5.03396        31.9923        18.8750        13.8701        6.28453                 NaN
  1115.38        500.000                 NaN  0.809758       0.733568                 NaN   22.4006        5.03390        31.9921        18.8748        13.8708        6.28458                 NaN
  1112.18        500.000                 NaN  0.809757       0.733580                 NaN   22.4004        5.03385        31.9918        18.8745        13.8714        6.28463                 NaN
  1108.97        500.000                 NaN  0.809755       0.733591                 NaN   22.4002        5.03379        31.9916        18.8743        13.8721        6.28469                 NaN
  1105.77        500.000                 NaN  0.809754       0.733603                 NaN   22.3999        5.03374        31.9914        18.8741        13.8728        6.28474                 NaN
  1102.56        500.000                 NaN  0.809750       0.706169                 NaN   22.4441        6.95945        18.9882        29.8999        13.8895        6.30297                 NaN
  1099.36        500.000                 NaN  0.809749       0.706180                 NaN   22.4438        6.95938        18.9879        29.8997        13.8902        6.30302                 NaN
  1096.15        500.000                 NaN  0.809747       0.706191                 NaN   22.4436        6.95930        18.9877        29.8995        13.8909        6.30308                 NaN
  1092.95        500.000                 NaN  0.809746       0.706202                 NaN   22.4434        6.95923        18.9875        29.8993        13.8915        6.30313                 NaN
  1089.74        500.000                 NaN  0.809744       0.706212                 NaN   22.4431        6.95915        18.9873        29.8991        13.8922        6.30318                 NaN
  1086.54        500.000                 NaN  0.809743       0.706223                 NaN   22.4429        6.95908        18.9870        29.8989        13.8929        6.30323                 NaN
  1083.33        500.000                 NaN  0.809741       0.706234                 NaN   22.4427        6.95900        18.9868        29.8987        13.8935        6.30329                 NaN
  1080.13        500.000                 NaN  0.809739       0.706245                 NaN   22.4425        6.95893        18.9866        29.8985        13.8942        6.30334                 NaN
  1076.92        500.000                 NaN  0.809746       0.685640                 NaN   22.4799        8.75530        19.0522        27.9877        13.9214        6.30820                 NaN
  1073.72        500.000                 NaN  0.809745       0.685650                 NaN   22.4797        8.75521        19.0519        27.9875        13.9220        6.30826                 NaN
  1070.51        500.000                 NaN  0.809743       0.685661                 NaN   22.4795        8.75511        19.0517        27.9873        13.9227        6.30831                 NaN
  1067.31        500.000                 NaN  0.809741       0.685671                 NaN   22.4792        8.75502        19.0515        27.9871        13.9234        6.30836                 NaN
  1064.10        500.000                 NaN  0.809739       0.685681                 NaN   22.4790        8.75493        19.0513        27.9870        13.9240        6.30841                 NaN
  1060.90        500.000                 NaN  0.809737       0.685692                 NaN   22.4788        8.75484        19.0510        27.9868        13.9247        6.30846                 NaN
  1057.69        500.000                 NaN  0.809736       0.685702                 NaN   22.4785        8.75474        19.0508        27.9866        13.9254        6.30852                 NaN
  1054.49        500.000                 NaN  0.809734       0.685712                 NaN   22.4783        8.75465        19.0506        27.9864        13.9260        6.30857                 NaN
  1051.28        500.000                 NaN  0.809749       0.671945                 NaN   22.5074        10.4188        19.0757        26.2527        13.9650        6.29872                 NaN
  1048.08        500.000                 NaN  0.809747       0.671955                 NaN   22.5072        10.4186        19.0755        26.2526        13.9657        6.29877                 NaN
  1044.87        500.000                 NaN  0.809746       0.669866                 NaN   22.5104        10.7912        25.8725        19.0749        13.9803        6.29092                 NaN
  1041.67        500.000                 NaN  0.809752       0.668294                 NaN   22.5159        11.0171        25.6363        19.0771        13.9837        6.29183                 NaN
  1038.46        500.000                 NaN  0.809745       0.667491                 NaN   22.5137        11.1837        19.0734        25.4841        14.0018        3.95773        2.30833     
  1035.26        500.000                 NaN  0.809738       0.666174                 NaN   22.5113        11.3672        19.0704        25.3245        14.0252                 NaN   6.22553     
  1032.05        500.000                 NaN  0.809740       0.665422                 NaN   22.5155        11.5675        19.0702        25.1149        14.0277                 NaN   6.22892     
  1028.85        500.000                 NaN  0.809740       0.665433                 NaN   22.5153        11.5674        19.0700        25.1148        14.0284                 NaN   6.22877     
  1025.64        500.000                 NaN  0.809739       0.664301                 NaN   22.5212        11.9461        19.0682        24.7222        14.0361                 NaN   6.23208     
  1022.44        500.000                 NaN  0.809738       0.664312                 NaN   22.5210        11.9460        19.0680        24.7222        14.0368                 NaN   6.23192     
  1019.23        500.000                 NaN  0.809738       0.664323                 NaN   22.5208        11.9459        19.0678        24.7221        14.0375                 NaN   6.23177     
  1016.03        500.000                 NaN  0.809737       0.664334                 NaN   22.5207        11.9458        19.0676        24.7220        14.0382                 NaN   6.23162     
  1012.82        500.000                 NaN  0.809737       0.664345                 NaN   22.5205        11.9457        19.0675        24.7219        14.0389                 NaN   6.23147     
  1009.62        500.000                 NaN  0.809736       0.664356                 NaN   22.5203        11.9456        19.0673        24.7218        14.0396                 NaN   6.23132     
  1006.41        500.000                 NaN  0.809736       0.664367                 NaN   22.5201        11.9455        19.0671        24.7218        14.0403                 NaN   6.23117     
  1003.21        500.000                 NaN  0.809735       0.664378                 NaN   22.5199        11.9454        19.0669        24.7217        14.0410                 NaN   6.23102     
  1000.00        500.000                 NaN  0.809737       0.663122                 NaN   22.5416        13.4241        19.0507        23.1975        14.0687                 NaN   6.24456     
