|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.25/EETA/EETA_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         O(HP)          an             San(TH)        ilm            q              hed           
  1212.84        2500.00                 NaN   8.62241        2.99452       0.295282E-004            NaN            NaN   8.08833        46.7511       0.681271        32.8623                 NaN
  1211.68        2500.00                 NaN   7.62412        4.08058                 NaN            NaN            NaN   8.12185        46.6101       0.675482        32.8879                 NaN
  1210.53        2500.00                 NaN   7.17453        4.56448       0.248043E-005            NaN            NaN   8.14447        46.5513       0.669606        32.8956                 NaN
  1209.37        2500.00                 NaN   7.26165        4.47432       0.313122E-005            NaN            NaN   8.14231        46.5557       0.670044        32.8960                 NaN
  1208.21        2500.00                 NaN   7.26698        4.46880       0.310263E-005            NaN            NaN   8.14298        46.5544       0.669979        32.8968                 NaN
  1207.06        2500.00                 NaN   8.62665        2.98906       0.615568E-004            NaN            NaN   8.08848        46.7485       0.681176        32.8661                 NaN
  1205.90        2500.00                 NaN   7.27387        4.46271       0.304908E-005            NaN            NaN   8.14377        46.5513       0.669720        32.8986                 NaN
  1204.74        2500.00                 NaN   3.11217        8.73580                 NaN            NaN            NaN   8.25040        46.3448       0.646887        32.9099                 NaN
  1203.59        2500.00                 NaN   7.28270        4.45489       0.299287E-005            NaN            NaN   8.14466        46.5477       0.669510        32.9005                 NaN
  1202.43        2500.00                 NaN   7.28833        4.44995       0.296543E-005            NaN            NaN   8.14526        46.5456       0.669323        32.9016                 NaN
  1201.27        2500.00                 NaN  0.813123        11.0742                 NaN            NaN  0.260132E-005   8.30300        46.2573       0.637079        32.9154                 NaN
  1200.12        2500.00                 NaN   7.08019        4.65783       0.174419E-005            NaN            NaN   8.14360        46.5470       0.669868        32.9016                 NaN
  1198.96        2500.00                 NaN   7.22108        4.63869                 NaN            NaN            NaN   8.30653        46.2848       0.642911        32.9060                 NaN
  1197.80        2500.00                 NaN   7.29806        4.43999       0.287102E-005            NaN            NaN   8.14683        46.5406       0.669317        32.9052                 NaN
  1196.65        2500.00                 NaN   8.57104        3.04367                 NaN            NaN            NaN   8.09126        46.7383       0.681739        32.8740                 NaN
  1195.49        2500.00                 NaN   7.30816        4.43121                 NaN            NaN            NaN   8.14765        46.5371       0.668945        32.9069                 NaN
  1194.33        2500.00                 NaN   7.19110        4.55459                 NaN            NaN            NaN   8.13291        46.5423       0.668127        32.9110                 NaN
  1193.18        2500.00                 NaN   1.40041        10.4670                 NaN            NaN            NaN   8.29788        46.2787       0.640930        32.9151                 NaN
  1192.02        2500.00                 NaN   11.9055                 NaN            NaN            NaN            NaN   8.31716        46.2124       0.637496        32.9274                 NaN
  1190.86        2500.00                 NaN   11.3190       0.528265       0.876406E-006            NaN            NaN   8.34170        46.2366       0.650741        32.9237                 NaN
  1189.71        2500.00                 NaN   11.3141       0.535142       0.851633E-006            NaN            NaN   8.34407        46.2313       0.650145        32.9253                 NaN
  1188.55        2500.00                 NaN   11.3104       0.540936       0.844907E-006            NaN            NaN   8.34668        46.2253       0.649589        32.9271                 NaN
  1187.39        2500.00                 NaN   5.79674        5.11218                 NaN            NaN  0.495391        8.12488        46.6544       0.694835        33.1216                 NaN
  1186.24        2500.00                 NaN   5.78976                 NaN            NaN            NaN   1.34242        7.65630        48.2032       0.796080        33.1820        3.03020     
  1185.08        2500.00                 NaN   11.8775                 NaN            NaN            NaN            NaN   8.30082        46.2368       0.646622        32.9383                 NaN
  1183.92        2500.00                 NaN   7.53453        4.18788       0.127210E-004            NaN            NaN   8.14177        46.5514       0.671403        32.9130                 NaN
  1182.77        2500.00                 NaN   11.9145                 NaN            NaN            NaN            NaN   8.44486        46.1013       0.615998        32.9234                 NaN
  1181.61        2500.00                 NaN   5.79600        5.10093                 NaN            NaN  0.503951        8.12707        46.6474       0.694661        33.1300                 NaN
  1180.45        2500.00                 NaN   11.8717                 NaN            NaN            NaN            NaN   8.29122        46.2641       0.641789        32.9312                 NaN
  1179.29        2500.00                 NaN   7.32035        4.42809                 NaN            NaN            NaN   8.15664        46.5077       0.666625        32.9206                 NaN
  1178.14        2500.00                 NaN   7.27330        4.46301       0.278389E-005            NaN            NaN   8.15761        46.5137       0.671137        32.9213                 NaN
  1176.98        2500.00                 NaN   3.06257        8.81523                 NaN            NaN  0.128552E-005   8.29980        46.2520       0.637726        32.9327                 NaN
  1175.82        2500.00                 NaN   2.62809        9.24182                 NaN            NaN            NaN   8.30607        46.2542       0.639374        32.9305                 NaN
  1174.67        2500.00                 NaN   7.31000        4.42910                 NaN            NaN            NaN   8.15470        46.5153       0.668494        32.9224                 NaN
  1173.51        2500.00                 NaN   3.19364        8.68547                 NaN            NaN  0.124317E-005   8.30201        46.2462       0.637226        32.9355                 NaN
  1172.35        2500.00                 NaN   2.58496        9.28992                 NaN            NaN            NaN   8.31360        46.2401       0.637926        32.9335                 NaN
  1171.20        2500.00                 NaN   5.79466        5.07348                 NaN            NaN  0.519086        8.14157        46.6316       0.695618        33.1440                 NaN
  1170.04        2500.00                 NaN   2.46751        9.41234                 NaN            NaN            NaN   8.32125        46.2268       0.636516        32.9355                 NaN
  1168.88        2500.00                 NaN   7.22522        4.30797       0.214754                 NaN            NaN   8.16104        46.4952       0.667086        32.9287                 NaN
  1167.73        2500.00                 NaN   5.79438        5.10749                 NaN            NaN  0.503526        8.14110        46.6164       0.694020        33.1431                 NaN
  1166.57        2500.00                 NaN   1.36569        10.5963                 NaN            NaN  0.214918E-005   8.40590        46.0537       0.621844        32.9565                 NaN
  1165.41        2500.00                 NaN   5.79422        5.15774                 NaN            NaN  0.471300        8.13571        46.6207       0.692855        33.1275                 NaN
  1164.26        2500.00                 NaN   2.20623        9.68584                 NaN            NaN            NaN   8.33994        46.1942       0.633041        32.9408                 NaN
  1163.10        2500.00                 NaN   7.00377        4.74467       0.187323E-004            NaN            NaN   8.16532        46.4905       0.666601        32.9292                 NaN
  1161.94        2500.00                 NaN   7.34604       0.567000E-003   4.39859                 NaN            NaN   8.16171        46.4934       0.666711        32.9330                 NaN
  1160.79        2500.00                 NaN   6.99888        4.77697                 NaN            NaN            NaN   8.18053        46.4443       0.661065        32.9383                 NaN
  1159.63        2500.00                 NaN   7.61547        4.11224       0.378828E-004            NaN  0.205279E-005   8.14852        46.5224       0.669639        32.9317                 NaN
  1158.47        2500.00                 NaN   1.83199        10.0749                 NaN            NaN            NaN   8.36291        46.1552       0.628842        32.9461                 NaN
  1157.32        2500.00                 NaN   7.62008        4.10894       0.708475E-004            NaN            NaN   8.15010        46.5176       0.669266        32.9339                 NaN
  1156.16        2500.00                 NaN   7.10954        4.66357                 NaN            NaN            NaN   8.17856        46.4453       0.661451        32.9416                 NaN
  1155.00        2500.00                 NaN   7.11521        4.65841                 NaN            NaN            NaN   8.17906        46.4434       0.661299        32.9426                 NaN
  1153.85        2500.00                 NaN   7.12222        4.65178                 NaN            NaN            NaN   8.17940        46.4418       0.661218        32.9436                 NaN
  1152.69        2500.00                 NaN   1.25450        10.6717                 NaN            NaN            NaN   8.39343        46.1052       0.623415        32.9517                 NaN
  1151.53        2500.00                 NaN   6.73072        5.20901                 NaN            NaN  0.612901E-005   8.41082        46.0723       0.620818        32.9563                 NaN
  1150.38        2500.00                 NaN   6.84837        5.09319                 NaN            NaN  0.612438E-005   8.41371        46.0671       0.620283        32.9573                 NaN
  1149.22        2500.00                 NaN   8.39144        3.25302       0.357097E-004            NaN            NaN   8.06353        46.7070       0.678350        32.9066                 NaN
  1148.06        2500.00                 NaN   6.74816        5.20992                 NaN            NaN            NaN   8.42604        46.0378       0.616026        32.9620                 NaN
  1146.91        2500.00                 NaN  0.107273E-001   11.9478                 NaN            NaN            NaN   8.44700        46.0221       0.614396        32.9580                 NaN
  1145.75        2500.00                 NaN   3.90285        7.99604                 NaN            NaN            NaN   8.32231        46.1894       0.631268        32.9581                 NaN
  1144.59        2500.00                 NaN   7.62434        4.12110       0.268553E-005            NaN            NaN   8.16992        46.4696       0.665870        32.9491                 NaN
  1143.44        2500.00                 NaN   7.66054        4.07113       0.202647E-003            NaN  0.256472E-005   8.16190        46.4920       0.667859        32.9464                 NaN
  1142.28        2500.00                 NaN   7.05647        4.91095                 NaN            NaN            NaN   8.43950        46.0123       0.613392        32.9674                 NaN
  1141.12        2500.00                 NaN   11.9984                 NaN            NaN            NaN            NaN   8.34262        46.0495       0.625819        32.9836                 NaN
  1139.97        2500.00                 NaN   3.60874        8.28515                 NaN            NaN            NaN   8.33393        46.1793       0.631949        32.9610                 NaN
  1138.81        2500.00                 NaN   7.69288        4.04236                 NaN            NaN            NaN   8.15515        46.4924       0.667874        32.9493                 NaN
  1137.65        2500.00                 NaN   7.14855        4.63522                 NaN            NaN            NaN   8.18828        46.4116       0.658862        32.9575                 NaN
  1136.50        2500.00                 NaN   7.16449        4.61918                 NaN            NaN            NaN   8.18820        46.4109       0.658856        32.9584                 NaN
  1135.34        2500.00                 NaN   5.23387        6.84742                 NaN            NaN            NaN   8.41162        45.8914       0.607574        33.0081                 NaN
  1134.18        2500.00                 NaN   7.15185        4.62188                 NaN            NaN            NaN   8.18970        46.4157       0.662162        32.9587                 NaN
  1133.03        2500.00                 NaN   7.24234        4.53911                 NaN            NaN            NaN   8.18646        46.4120       0.659185        32.9609                 NaN
  1131.87        2500.00                 NaN   8.47540        3.15839       0.215110E-003            NaN            NaN   8.09916        46.6499       0.682450        32.9345                 NaN
  1130.71        2500.00                 NaN   8.47419        3.13236                 NaN            NaN            NaN   8.10086        46.6870       0.682271        32.9233                 NaN
  1129.56        2500.00                 NaN   1.56562        10.4097       0.714607E-005            NaN            NaN   8.48040        45.9604       0.608084        32.9757                 NaN
  1128.40        2500.00                 NaN   7.26895        4.51417                 NaN            NaN            NaN   8.18790        46.4055       0.658757        32.9648                 NaN
  1127.24        2500.00                 NaN   7.19410        4.58132                 NaN            NaN            NaN   8.19391        46.4065       0.660399        32.9638                 NaN
  1126.08        2500.00                 NaN   8.40720        3.20573       0.414689E-004            NaN            NaN   8.06763        46.7176       0.682565        32.9193                 NaN
  1124.93        2500.00                 NaN   7.28486        4.49982                 NaN            NaN            NaN   8.18916        46.4000       0.658388        32.9678                 NaN
  1123.77        2500.00                 NaN   10.5728        1.51540       0.620364E-004            NaN            NaN   8.45448        45.8528       0.596092        33.0084                 NaN
  1122.61        2500.00                 NaN   8.39540        3.21665       0.417279E-004            NaN            NaN   8.06851        46.7183       0.681394        32.9197                 NaN
  1121.46        2500.00                 NaN   6.93813        4.83144                 NaN            NaN            NaN   8.19533        46.4066       0.662827        32.9657                 NaN
  1120.30        2500.00                 NaN   7.31065        4.47568                 NaN            NaN            NaN   8.19045        46.3936       0.657976        32.9717                 NaN
  1119.14        2500.00                 NaN   8.45672        3.14058       0.515234E-004            NaN            NaN   8.09442        46.6934       0.684812        32.9300                 NaN
  1117.99        2500.00                 NaN   6.47991        5.48497                 NaN            NaN            NaN   8.48857        45.9580       0.612785        32.9758                 NaN
  1116.83        2500.00                 NaN   8.50280        3.13155       0.431922E-004            NaN            NaN   8.10244        46.6360       0.681706        32.9455                 NaN
  1115.67        2500.00                 NaN   10.1572        1.89171                 NaN            NaN  0.712189E-005   8.49878        45.8548       0.593596        33.0039                 NaN
  1114.52        2500.00                 NaN   8.50648        3.12809       0.466262E-004            NaN            NaN   8.10285        46.6337       0.681586        32.9473                 NaN
  1113.36        2500.00                 NaN   7.28567        4.50761                 NaN            NaN            NaN   8.19621        46.3760       0.656476        32.9780                 NaN
  1112.20        2500.00                 NaN   6.47533        5.50381                 NaN            NaN            NaN   8.50447        45.9256       0.609078        32.9817                 NaN
  1111.05        2500.00                 NaN   4.90347        7.00234       0.196490E-004            NaN            NaN   8.41870        46.0478       0.636676        32.9910                 NaN
  1109.89        2500.00                 NaN   7.30535        4.48932                 NaN            NaN            NaN   8.19721        46.3709       0.656166        32.9810                 NaN
  1108.73        2500.00                 NaN   7.31777        4.47694                 NaN            NaN            NaN   8.19726        46.3699       0.656134        32.9820                 NaN
  1107.58        2500.00                 NaN   4.94352        6.97228       0.305528E-004            NaN            NaN   8.42659        46.0257       0.634990        32.9968                 NaN
  1106.42        2500.00                 NaN   7.75062        4.20134                 NaN            NaN            NaN   8.49191        45.9548       0.614414        32.9869                 NaN
  1105.26        2500.00                 NaN   7.34515        4.45037                 NaN            NaN            NaN   8.19786        46.3658       0.655922        32.9849                 NaN
  1104.11        2500.00                 NaN   7.35142        4.44454                 NaN            NaN            NaN   8.19819        46.3642       0.655812        32.9859                 NaN
  1102.95        2500.00                 NaN   8.52572       0.114415E-005   3.10976                 NaN            NaN   8.10535        46.6215       0.681110        32.9566                 NaN
  1101.79        2500.00                 NaN   8.52767       0.114495E-005   3.10789                 NaN            NaN   8.10554        46.6204       0.681064        32.9575                 NaN
  1100.64        2500.00                 NaN   5.76321        6.24494       0.186408E-005            NaN            NaN   8.56070        45.8415       0.595629        32.9940                 NaN
  1099.48        2500.00                 NaN   2.66186        9.35290                 NaN            NaN            NaN   8.54401        45.8394       0.596191        33.0056                 NaN
  1098.32        2500.00                 NaN   2.68439        9.33190       0.398263E-004            NaN            NaN   8.54639        45.8348       0.595735        33.0068                 NaN
  1097.17        2500.00                 NaN   8.53509       0.114907E-005   3.10060                 NaN            NaN   8.10593        46.6171       0.680826        32.9605                 NaN
  1096.01        2500.00                 NaN   5.77896                 NaN            NaN            NaN   1.34030        7.65513        48.1664       0.795040        33.2373        3.02685     
  1094.85        2500.00                 NaN   5.78113        3.90149                 NaN            NaN   1.12223        8.02490        47.0161       0.743418        33.4108                 NaN
  1093.70        2500.00                 NaN   5.77865                 NaN            NaN            NaN   1.34025        7.65510        48.1655       0.795014        33.2387        3.02677     
  1092.54        2500.00                 NaN   8.47088       0.428814E-003   3.14670                 NaN            NaN   8.11451        46.6342       0.679187        32.9541                 NaN
  1091.38        2500.00                 NaN   7.10748        4.67668                 NaN            NaN            NaN   8.20351        46.3608       0.659258        32.9923                 NaN
  1090.23        2500.00                 NaN   7.46622        4.33307                 NaN            NaN            NaN   8.19988        46.3481       0.654978        32.9978                 NaN
  1089.07        2500.00                 NaN   6.64225        5.34945                 NaN            NaN            NaN   8.55090        45.8515       0.600841        33.0051                 NaN
  1087.91        2500.00                 NaN   7.33203        4.46353                 NaN            NaN            NaN   8.20576        46.3443       0.656090        32.9983                 NaN
  1086.76        2500.00                 NaN   7.33821        4.45795                 NaN            NaN            NaN   8.20608        46.3425       0.655950        32.9993                 NaN
  1085.60        2500.00                 NaN   7.40872        4.38413                 NaN            NaN            NaN   8.20323        46.3477       0.656346        32.9999                 NaN
  1084.44        2500.00                 NaN   8.55502       0.988390E-006   3.08202                 NaN            NaN   8.10867        46.6039       0.680124        32.9703                 NaN
  1083.29        2500.00                 NaN   5.92470        6.09839                 NaN            NaN            NaN   8.57409        45.8056       0.591127        33.0061                 NaN
  1082.13        2500.00                 NaN   5.77727                 NaN            NaN            NaN   1.33999        7.65496        48.1608       0.794884        33.2457        3.02635     
  1080.97        2500.00                 NaN   8.50640       0.430690E-003   3.10940                 NaN            NaN   8.11403        46.6342       0.677167        32.9583                 NaN
  1079.82        2500.00                 NaN   7.42633        4.37164                 NaN            NaN            NaN   8.20216        46.3395       0.655368        33.0050                 NaN
  1078.66        2500.00                 NaN   8.56361        3.04670                 NaN            NaN            NaN   8.10855        46.6394       0.679769        32.9620                 NaN
  1077.50        2500.00                 NaN   6.32092        5.70023                 NaN            NaN            NaN   8.57352        45.8015       0.592188        33.0116                 NaN
  1076.34        2500.00                 NaN   7.57238        4.22898                 NaN            NaN            NaN   8.20091        46.3345       0.654463        33.0088                 NaN
  1075.19        2500.00                 NaN   8.51624       0.988174E-006   3.08904                 NaN            NaN   8.10876        46.6418       0.680766        32.9634                 NaN
  1074.03        2500.00                 NaN   7.40199        4.40226                 NaN            NaN            NaN   8.20742        46.3235       0.654112        33.0107                 NaN
  1072.87        2500.00                 NaN   1.28239        10.8457                 NaN            NaN            NaN   8.69973        45.5955       0.559320        33.0174                 NaN
  1071.72        2500.00                 NaN   7.44318        4.35473                 NaN            NaN            NaN   8.20351        46.3314       0.655505        33.0117                 NaN
  1070.56        2500.00                 NaN   6.57034        5.43030                 NaN            NaN            NaN   8.54097        45.8317       0.604417        33.0222                 NaN
  1069.40        2500.00                 NaN  0.727154E-005   5.69932        6.33636                 NaN            NaN   8.56909        45.7592       0.598849        33.0371                 NaN
  1068.25        2500.00                 NaN   8.58016        3.03130                 NaN            NaN            NaN   8.11076        46.6285       0.679222        32.9701                 NaN
  1067.09        2500.00                 NaN   8.58243        3.05614       0.420480E-004            NaN            NaN   8.10805        46.5985       0.677437        32.9774                 NaN
  1065.93        2500.00                 NaN   7.63253        4.15803                 NaN            NaN            NaN   8.19711        46.3399       0.656691        33.0157                 NaN
  1064.78        2500.00                 NaN   8.58403        3.02873                 NaN            NaN            NaN   8.11159        46.6235       0.679000        32.9732                 NaN
  1063.62        2500.00                 NaN   8.58540        3.02712                 NaN            NaN            NaN   8.11268        46.6221       0.678901        32.9738                 NaN
  1062.46        2500.00                 NaN   8.58873        3.02427                 NaN            NaN            NaN   8.11269        46.6202       0.678882        32.9753                 NaN
  1061.31        2500.00                 NaN   8.58602        3.02725                 NaN            NaN            NaN   8.11296        46.6184       0.678999        32.9764                 NaN
  1060.15        2500.00                 NaN   7.70260        4.30907                 NaN            NaN            NaN   8.57251        45.7874       0.596725        33.0317                 NaN
  1058.99        2500.00                 NaN   7.60756       0.212555E-004   4.20621                 NaN            NaN   8.21016        46.2987       0.652011        33.0253                 NaN
  1057.84        2500.00                 NaN   8.59661        3.01669                 NaN            NaN            NaN   8.11405        46.6156       0.678589        32.9785                 NaN
  1056.68        2500.00                 NaN   8.59297        3.02182                 NaN            NaN            NaN   8.11524        46.6110       0.678516        32.9804                 NaN
  1055.52        2500.00                 NaN   7.60935        4.20523                 NaN            NaN            NaN   8.21330        46.2929       0.651483        33.0277                 NaN
  1054.37        2500.00                 NaN   3.59206        8.53912                 NaN            NaN            NaN   8.66008        45.5807       0.567719        33.0603                 NaN
  1053.21        2500.00                 NaN   7.62774        4.18848                 NaN            NaN            NaN   8.21196        46.2900       0.651497        33.0304                 NaN
  1052.05        2500.00                 NaN   8.60165        3.01100                 NaN            NaN            NaN   8.11467        46.6115       0.678590        32.9826                 NaN
  1050.90        2500.00                 NaN   7.63514        4.18185                 NaN            NaN            NaN   8.21261        46.2873       0.651180        33.0319                 NaN
  1049.74        2500.00                 NaN   4.67989        7.34705                 NaN            NaN            NaN   8.58271        45.7489       0.594998        33.0464                 NaN
  1048.58        2500.00                 NaN   5.34321        6.74200                 NaN            NaN            NaN   8.53730        45.7040       0.597860        33.0756                 NaN
  1047.43        2500.00                 NaN   4.71051        7.31741                 NaN            NaN            NaN   8.58601        45.7456       0.594204        33.0462                 NaN
  1046.27        2500.00                 NaN   5.34990        6.69792                 NaN            NaN            NaN   8.60226        45.7080       0.589823        33.0521                 NaN
  1045.11        2500.00                 NaN   4.65849        7.38416                 NaN            NaN            NaN   8.60090        45.7118       0.590468        33.0542                 NaN
  1043.96        2500.00                 NaN   4.65609        7.38881                 NaN            NaN            NaN   8.60318        45.7062       0.590009        33.0557                 NaN
  1042.80        2500.00                 NaN   4.00836        8.07643                 NaN            NaN            NaN   8.57484        45.6840       0.582937        33.0734                 NaN
  1041.64        2500.00                 NaN   8.55211       0.426546E-003   3.06981                 NaN            NaN   8.11872        46.5935       0.676239        32.9892                 NaN
  1040.49        2500.00                 NaN   5.15456        6.90267                 NaN            NaN            NaN   8.60518        45.6836       0.590846        33.0631                 NaN
  1039.33        2500.00                 NaN   8.56726       0.243483E-003   3.04766                 NaN            NaN   8.11723        46.5952       0.678613        32.9938                 NaN
  1038.17        2500.00                 NaN   4.62271        7.43006                 NaN            NaN            NaN   8.61332        45.6834       0.588247        33.0622                 NaN
  1037.02        2500.00                 NaN   3.49074        5.84164                 NaN            NaN   1.48947        8.14394        46.6210       0.730682        33.6825                 NaN
  1035.86        2500.00                 NaN   4.76497        7.29628                 NaN            NaN  0.859073E-005   8.61803        45.6673       0.586777        33.0666                 NaN
  1034.70        2500.00                 NaN   4.76058        7.30239                 NaN            NaN  0.859162E-005   8.62016        45.6625       0.586389        33.0680                 NaN
  1033.55        2500.00                 NaN   8.59296       0.431512E-003   3.03575                 NaN            NaN   8.12096        46.5755       0.675846        32.9986                 NaN
  1032.39        2500.00                 NaN   8.58539       0.430357E-003   3.04217                 NaN            NaN   8.12355        46.5754       0.674881        32.9981                 NaN
  1031.23        2500.00                 NaN   3.45889        5.84686                 NaN            NaN   1.50906        8.14657        46.6107       0.730758        33.6972                 NaN
  1030.08        2500.00                 NaN   8.57795        3.04716       0.422938E-005            NaN            NaN   8.11187        46.5828       0.678816        33.0014                 NaN
  1028.92        2500.00                 NaN   8.60009        3.02617       0.398983E-005            NaN            NaN   8.12280        46.5747       0.675355        33.0009                 NaN
  1027.76        2500.00                 NaN   7.72980       0.208307E-002   4.09774                 NaN            NaN   8.22081        46.2470       0.649002        33.0535                 NaN
  1026.61        2500.00                 NaN   8.58634        3.02608                 NaN            NaN            NaN   8.12005        46.5871       0.678280        33.0022                 NaN
  1025.45        2500.00                 NaN   3.95722        8.28658                 NaN            NaN            NaN   8.59167        45.4873       0.548487        33.1288                 NaN
  1024.29        2500.00                 NaN   8.63874        2.97827                 NaN            NaN            NaN   8.12097        46.5809       0.676975        33.0042                 NaN
  1023.13        2500.00                 NaN   5.77040                 NaN            NaN            NaN   1.33859        7.65433        48.1370       0.794226        33.2813        3.02414     
  1021.98        2500.00                 NaN   8.64125        2.97660                 NaN            NaN            NaN   8.12264        46.5766       0.676699        33.0062                 NaN
  1020.82        2500.00                 NaN   5.77006                 NaN            NaN            NaN   1.33856        7.65431        48.1361       0.794203        33.2827        3.02408     
  1019.66        2500.00                 NaN   4.17337        5.53099                 NaN            NaN   1.27526        8.16268        46.5319       0.717013        33.6088                 NaN
  1018.51        2500.00                 NaN   9.94118        2.25734                 NaN            NaN            NaN   8.76163        45.4068       0.543073        33.0900                 NaN
  1017.35        2500.00                 NaN   9.98420        2.21693                 NaN            NaN            NaN   8.75969        45.4019       0.544040        33.0932                 NaN
  1016.19        2500.00                 NaN   8.64922        2.96915                 NaN            NaN            NaN   8.12305        46.5709       0.676674        33.0110                 NaN
  1015.04        2500.00                 NaN   8.65026        2.96739                 NaN            NaN            NaN   8.12360        46.5706       0.676620        33.0115                 NaN
  1013.88        2500.00                 NaN   4.68423        7.43507                 NaN            NaN            NaN   8.62309        45.5613       0.579381        33.1169                 NaN
  1012.72        2500.00                 NaN   8.65096       0.313165E-001   2.93675                 NaN            NaN   8.12399        46.5665       0.676481        33.0140                 NaN
  1011.57        2500.00                 NaN   9.09510        3.13053                 NaN            NaN            NaN   8.77435        45.3524       0.540386        33.1072                 NaN
  1010.41        2500.00                 NaN   8.60559        3.01869                 NaN            NaN            NaN   8.12419        46.5611       0.675479        33.0149                 NaN
  1009.25        2500.00                 NaN   8.65786        2.96062                 NaN            NaN            NaN   8.12511        46.5639       0.676318        33.0162                 NaN
  1008.10        2500.00                 NaN   4.41713        5.41227                 NaN            NaN   1.20657        8.17100        46.4892       0.711844        33.5920                 NaN
  1006.94        2500.00                 NaN   9.01068        3.19057                 NaN            NaN            NaN   8.76838        45.3775       0.545085        33.1078                 NaN
  1005.78        2500.00                 NaN   3.39852        8.77980                 NaN            NaN            NaN   8.75266        45.4122       0.551360        33.1055                 NaN
  1004.63        2500.00                 NaN   8.61401        3.00438       0.136398E-003            NaN            NaN   8.12626        46.5596       0.676480        33.0192                 NaN
  1003.47        2500.00                 NaN   3.38852        8.81624                 NaN            NaN            NaN   8.77301        45.3634       0.545121        33.1137                 NaN
  1002.31        2500.00                 NaN   9.46956        2.75299                 NaN            NaN            NaN   8.78433        45.3365       0.541492        33.1151                 NaN
  1001.16        2500.00                 NaN   3.47295        8.73190                 NaN            NaN            NaN   8.77470        45.3594       0.545120        33.1159                 NaN
  1000.00        2500.00                 NaN   8.58288        3.60426                 NaN            NaN            NaN   8.76271        45.3861       0.550030        33.1140                 NaN
