|6.6.6
Archiving\03_Data\eqfracLP/QFM_m5/KHA22/KHA22_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           San(TH)        q              ilm           
  1266.82        500.000                 NaN   97.1866                 NaN            NaN  0.252390       0.371757                 NaN  0.325232                 NaN   1.86406                 NaN            NaN
  1265.43        500.000                 NaN   97.3085                 NaN            NaN  0.352830       0.242160                 NaN  0.310981                 NaN   1.78558                 NaN            NaN
  1264.04        500.000                 NaN   97.4176                 NaN            NaN  0.233769       0.335372                 NaN  0.298242                 NaN   1.71505                 NaN            NaN
  1262.65        500.000                 NaN   97.5196                 NaN            NaN  0.319540       0.225314                 NaN  0.286265                 NaN   1.64929                 NaN            NaN
  1261.26        500.000                 NaN   97.6184                 NaN            NaN  0.217103       0.304514                 NaN  0.274663                 NaN   1.58528                 NaN            NaN
  1259.87        500.000                 NaN   97.7106                 NaN            NaN  0.290370       0.209017                 NaN  0.263740                 NaN   1.52628                 NaN            NaN
  1258.48        500.000                 NaN   97.7948                 NaN            NaN  0.276968       0.202377                 NaN  0.253691                 NaN   1.47214                 NaN            NaN
  1257.09        500.000                 NaN   97.8743                 NaN            NaN  0.264646       0.195832                 NaN  0.244253                 NaN   1.42096                 NaN            NaN
  1255.70        500.000                 NaN   97.9493                 NaN            NaN  0.189597       0.252930                 NaN  0.235316                 NaN   1.37284                 NaN            NaN
  1254.31        500.000                 NaN   98.0205                 NaN            NaN  0.242460       0.183398                 NaN  0.226848                 NaN   1.32680                 NaN            NaN
  1252.93        500.000                 NaN   98.0872                 NaN            NaN  0.177941       0.232121                 NaN  0.218783                 NaN   1.28397                 NaN            NaN
  1251.54        500.000                 NaN   98.1495                 NaN            NaN  0.222552       0.172442                 NaN  0.211264                 NaN   1.24420                 NaN            NaN
  1250.15        500.000                 NaN   98.2111                 NaN            NaN  0.213134       0.167586                 NaN  0.203854                 NaN   1.20429                 NaN            NaN
  1248.76        500.000                 NaN   98.2682                 NaN            NaN  0.162379       0.204433                 NaN  0.196856                 NaN   1.16811                 NaN            NaN
  1247.37        500.000                 NaN   98.3210                 NaN            NaN  0.157966       0.196831                 NaN  0.190636                 NaN   1.13353                 NaN            NaN
  1245.98        500.000                 NaN   98.3716                 NaN            NaN  0.153708       0.189256                 NaN  0.184524                 NaN   1.10091                 NaN            NaN
  1244.59        500.000                 NaN   98.4206                 NaN            NaN  0.182044       0.149386                 NaN  0.178617                 NaN   1.06931                 NaN            NaN
  1243.20        500.000                 NaN   98.4679                 NaN            NaN  0.175008       0.145091                 NaN  0.172826                 NaN   1.03922                 NaN            NaN
  1241.81        500.000                 NaN   98.5115                 NaN            NaN  0.141695       0.168365                 NaN  0.167454                 NaN   1.01101                 NaN            NaN
  1240.42        500.000                 NaN   98.5532                 NaN            NaN  0.137987       0.162481                 NaN  0.162520                 NaN  0.983790                 NaN            NaN
  1239.03        500.000                 NaN   98.5937                 NaN            NaN  0.134369       0.156607                 NaN  0.157567                 NaN  0.957747                 NaN            NaN
  1237.64        500.000                 NaN   98.6326                 NaN            NaN  0.151041       0.130842                 NaN  0.152832                 NaN  0.932722                 NaN            NaN
  1236.25        500.000                 NaN   98.6694                 NaN            NaN  0.145543       0.127878                 NaN  0.148286                 NaN  0.908877                 NaN            NaN
  1234.86        500.000                 NaN   98.7041                 NaN            NaN  0.140507       0.124829                 NaN  0.144060                 NaN  0.886521                 NaN            NaN
  1233.47        500.000                 NaN   98.7387                 NaN            NaN  0.135737       0.121733                 NaN  0.139882                 NaN  0.863940                 NaN            NaN
  1232.08        500.000                 NaN   98.7691                 NaN            NaN  0.131035       0.119448                 NaN  0.136141                 NaN  0.844234                 NaN            NaN
  1230.69        500.000                 NaN   98.8018                 NaN            NaN  0.126875       0.116194                 NaN  0.132176                 NaN  0.822956                 NaN            NaN
  1229.30        500.000                 NaN   98.8322                 NaN            NaN  0.122186       0.113878                 NaN  0.128393                 NaN  0.803351                 NaN            NaN
  1227.91        500.000                 NaN   98.8593                 NaN            NaN  0.118737       0.111136                 NaN  0.125167                 NaN  0.785671                 NaN            NaN
  1226.52        500.000                 NaN   98.8878                 NaN            NaN  0.114235       0.109234                 NaN  0.121625                 NaN  0.767080                 NaN            NaN
  1225.13        500.000                 NaN   98.9141                 NaN            NaN  0.106784       0.110769                 NaN  0.118435                 NaN  0.749899                 NaN            NaN
  1223.74        500.000                 NaN   98.9386                 NaN            NaN  0.104427       0.107614                 NaN  0.115455                 NaN  0.733919                 NaN            NaN
  1222.35        500.000                 NaN   98.9640                 NaN            NaN  0.102625       0.103704                 NaN  0.112301                 NaN  0.717345                 NaN            NaN
  1220.96        500.000                 NaN   98.9871                 NaN            NaN  0.100668       0.100510                 NaN  0.109545                 NaN  0.702161                 NaN            NaN
  1219.57        500.000                 NaN   99.0096                 NaN            NaN  0.971189E-001  0.991086E-001            NaN  0.106759                 NaN  0.687457                 NaN            NaN
  1218.18        500.000                 NaN   99.0317                 NaN            NaN  0.970465E-001  0.942616E-001            NaN  0.104086                 NaN  0.672928                 NaN            NaN
  1216.79        500.000                 NaN   99.0534                 NaN            NaN  0.910325E-001  0.953171E-001            NaN  0.101358                 NaN  0.658881                 NaN            NaN
  1215.40        500.000                 NaN   99.0737                 NaN            NaN  0.879650E-001  0.939932E-001            NaN  0.989364E-001            NaN  0.645439                 NaN            NaN
  1214.01        500.000                 NaN   99.0927                 NaN            NaN  0.859529E-001  0.917793E-001            NaN  0.967429E-001            NaN  0.632872                 NaN            NaN
  1212.62        500.000                 NaN   99.1116                 NaN            NaN  0.921075E-001  0.816859E-001            NaN  0.944073E-001            NaN  0.620225                 NaN            NaN
  1211.23        500.000                 NaN   99.1305                 NaN            NaN  0.905505E-001  0.791677E-001            NaN  0.920024E-001            NaN  0.607747                 NaN            NaN
  1209.84        500.000                 NaN   97.5088                 NaN            NaN  0.173931       0.857977E-001            NaN  0.199441                 NaN   1.21929       0.812760                 NaN
  1208.45        500.000                 NaN   94.4976                 NaN            NaN  0.857185E-002  0.422644                 NaN  0.400599                 NaN   2.35309        2.31746                 NaN
  1207.07        500.000                 NaN   94.5732                 NaN            NaN  0.428355                 NaN            NaN  0.396819                 NaN   2.31674        2.28490                 NaN
  1205.68        500.000                 NaN   94.2626                 NaN            NaN  0.440512                 NaN            NaN  0.421186                 NaN   2.45820        2.40295       0.145882E-001
  1204.29        500.000                 NaN   93.3665                 NaN            NaN  0.477705                 NaN            NaN  0.489445                 NaN   2.86827        2.74826       0.498462E-001
  1202.90        500.000                 NaN   93.3246                 NaN            NaN  0.480661                 NaN            NaN  0.487543                 NaN   2.89009        2.76760       0.495415E-001
  1201.51        500.000                 NaN   92.0609                 NaN            NaN  0.487404       0.989272E-003            NaN  0.558641                 NaN   3.43346        3.39834       0.602335E-001
  1200.12        500.000                 NaN   91.5605                 NaN            NaN  0.888295E-001  0.113995       0.290250E-004  0.503232                 NaN   3.88023        3.76805       0.850918E-001
  1198.73        500.000                 NaN   93.0086                 NaN            NaN  0.329662       0.373074                 NaN  0.532467                 NaN   2.95528        2.76467       0.362090E-001
  1197.34        500.000                 NaN   90.9811                 NaN            NaN  0.520148E-001  0.978348       0.103458E-004  0.740396                 NaN   3.75334        3.46735       0.274419E-001
  1195.95        500.000                 NaN   90.1324                 NaN            NaN  0.693466                 NaN            NaN  0.679968                 NaN   4.37762        4.05464       0.618900E-001
  1194.56        500.000                 NaN   81.6265                 NaN            NaN   1.16243                 NaN            NaN   1.23575       0.123789E-001   8.18291        7.67329       0.106702     
  1193.17        500.000                 NaN   33.5883                 NaN            NaN   3.59866                 NaN            NaN   4.37735       0.201902        29.6536        28.2320       0.348113     
  1191.78        500.000                 NaN            NaN            NaN            NaN   5.60789                 NaN            NaN   6.45009       0.291262        44.5088        42.6246       0.517387     
  1190.39        500.000                 NaN            NaN            NaN            NaN   5.65539                 NaN            NaN   6.45596       0.283504        44.4885        42.6014       0.515236     
  1189.00        500.000                 NaN            NaN            NaN            NaN   5.68046                 NaN            NaN   6.45778       0.279004        44.4804        42.5880       0.514327     
  1187.61        500.000                 NaN            NaN            NaN            NaN   5.71389                 NaN            NaN   6.46264       0.273196        44.4673        42.5704       0.512581     
  1186.22        500.000                 NaN            NaN            NaN            NaN   5.82789                 NaN            NaN   6.47683       0.253778        44.4215        42.5125       0.507525     
  1184.83        500.000                 NaN            NaN            NaN            NaN   5.81958                 NaN            NaN   6.47139       0.254634        44.4332        42.5117       0.509482     
  1183.44        500.000                 NaN            NaN            NaN            NaN   5.94423                 NaN            NaN   6.48973       0.233395        44.3801        42.4498       0.502757     
  1182.05        500.000                 NaN            NaN            NaN            NaN   6.01134                 NaN            NaN   6.49870       0.221918        44.3531        42.4155       0.499453     
  1180.66        500.000                 NaN            NaN            NaN            NaN   5.92421                 NaN            NaN   6.48523       0.236768        44.3905        42.4589       0.504386     
  1179.27        500.000                 NaN            NaN            NaN            NaN   5.96597                 NaN            NaN   6.49060       0.229568        44.3742        42.4373       0.502407     
  1177.88        500.000                 NaN            NaN            NaN            NaN   6.26673                 NaN            NaN   6.52958       0.177465        44.2594        42.2788       0.488011     
  1176.49        500.000                 NaN            NaN            NaN            NaN   6.06259                 NaN            NaN   6.50276       0.212808        44.3375        42.3864       0.497911     
  1175.10        500.000                 NaN            NaN            NaN            NaN   6.46181                 NaN            NaN   6.54965       0.142521        44.1977        42.1679       0.480509     
  1173.71        500.000                 NaN            NaN            NaN            NaN   6.65822                 NaN            NaN   6.57653       0.109012        44.1201        42.0656       0.470514     
  1172.32        500.000                 NaN            NaN            NaN            NaN   6.83914                 NaN            NaN   6.59793       0.771664E-001   44.0576        41.9657       0.462496     
  1170.93        500.000                 NaN            NaN            NaN            NaN   2.70997        4.23010                 NaN   6.60535       0.580860E-001   44.0343        41.9026       0.459595     
  1169.54        500.000                 NaN            NaN            NaN            NaN   2.99328        4.17116                 NaN   6.63015       0.180138E-001   43.9616        41.7756       0.450137     
  1168.15        500.000                 NaN            NaN            NaN            NaN   7.26493                 NaN            NaN   6.64201                 NaN   43.9261        41.7211       0.445896     
  1166.76        500.000                 NaN            NaN            NaN            NaN   2.23858        5.03177                 NaN   6.64424                 NaN   43.9190        41.7218       0.444594     
  1165.37        500.000                 NaN            NaN            NaN            NaN   3.04141        4.22071                 NaN   6.64098                 NaN   43.9308        41.7198       0.446241     
  1163.98        500.000                 NaN            NaN            NaN            NaN   4.47634        2.79023                 NaN   6.64328                 NaN   43.9233        41.7212       0.445606     
  1162.59        500.000                 NaN            NaN            NaN            NaN   5.56663        1.69673                 NaN   6.64058                 NaN   43.9281        41.7211       0.446851     
  1161.21        500.000                 NaN            NaN            NaN            NaN   6.50245       0.757853                 NaN   6.63832                 NaN   43.9324        41.7210       0.447970     
  1159.82        500.000                 NaN            NaN            NaN            NaN   7.25809                 NaN            NaN   6.63712                 NaN   43.9349        41.7211       0.448787     
  1158.43        500.000                 NaN            NaN            NaN            NaN   6.87109       0.386519                 NaN   6.63805                 NaN   43.9334        41.7225       0.448485     
  1157.04        500.000                 NaN            NaN            NaN            NaN   5.89004        1.36312                 NaN   6.63673                 NaN   43.9387        41.7225       0.448907     
  1155.65        500.000                 NaN            NaN            NaN            NaN   5.81155        1.44285                 NaN   6.63830                 NaN   43.9350        41.7239       0.448401     
  1154.26        500.000                 NaN            NaN            NaN            NaN   5.81707        1.43887                 NaN   6.63967                 NaN   43.9312        41.7252       0.448017     
  1152.87        500.000                 NaN            NaN            NaN            NaN   5.82398        1.43352                 NaN   6.64104                 NaN   43.9274        41.7264       0.447630     
  1151.48        500.000                 NaN            NaN            NaN            NaN   5.83231        1.42676                 NaN   6.64242                 NaN   43.9235        41.7277       0.447240     
  1150.09        500.000                 NaN            NaN            NaN            NaN   5.84212        1.41856                 NaN   6.64381                 NaN   43.9197        41.7290       0.446846     
  1148.70        500.000                 NaN            NaN            NaN            NaN   5.85341        1.40887                 NaN   6.64521                 NaN   43.9158        41.7303       0.446448     
  1147.31        500.000                 NaN            NaN            NaN            NaN   5.86623        1.39768                 NaN   6.64662                 NaN   43.9118        41.7316       0.446047     
  1145.92        500.000                 NaN            NaN            NaN            NaN   5.88051        1.38505                 NaN   6.64803                 NaN   43.9079        41.7329       0.445643     
  1144.53        500.000                 NaN            NaN            NaN            NaN   5.89651        1.37071                 NaN   6.64946                 NaN   43.9039        41.7342       0.445235     
  1143.14        500.000                 NaN            NaN            NaN            NaN   5.91426        1.35464                 NaN   6.65089                 NaN   43.8999        41.7355       0.444822     
  1141.75        500.000                 NaN            NaN            NaN            NaN   5.93358        1.33703                 NaN   6.65233                 NaN   43.8958        41.7368       0.444407     
  1140.36        500.000                 NaN            NaN            NaN            NaN   7.28256                 NaN            NaN   6.66077                 NaN   43.8733        41.7419       0.441472     
  1138.97        500.000                 NaN            NaN            NaN            NaN   5.99555        1.27865                 NaN   6.65542                 NaN   43.8874        41.7395       0.443491     
  1137.58        500.000                 NaN            NaN            NaN            NaN   7.28563                 NaN            NaN   6.66345                 NaN   43.8658        41.7444       0.440714     
  1136.19        500.000                 NaN            NaN            NaN            NaN   7.28719                 NaN            NaN   6.66480                 NaN   43.8620        41.7457       0.440330     
  1134.80        500.000                 NaN            NaN            NaN            NaN   6.09976        1.17998                 NaN   6.66017                 NaN   43.8745        41.7435       0.442064     
  1133.41        500.000                 NaN            NaN            NaN            NaN   7.29035                 NaN            NaN   6.66752                 NaN   43.8544        41.7482       0.439553     
  1132.02        500.000                 NaN            NaN            NaN            NaN   6.17071        1.11281                 NaN   6.66337                 NaN   43.8659        41.7462       0.441099     
  1130.63        500.000                 NaN            NaN            NaN            NaN   6.20662        1.07880                 NaN   6.66498                 NaN   43.8615        41.7475       0.440612     
  1129.24        500.000                 NaN            NaN            NaN            NaN   6.24283        1.04450                 NaN   6.66660                 NaN   43.8571        41.7489       0.440123     
  1127.85        500.000                 NaN            NaN            NaN            NaN   7.29688                 NaN            NaN   6.67307                 NaN   43.8388        41.7533       0.437956     
  1126.46        500.000                 NaN            NaN            NaN            NaN   7.30158                 NaN            NaN   6.67697                 NaN   43.8290        41.7558       0.436638     
  1125.07        500.000                 NaN            NaN            NaN            NaN   7.30298                 NaN            NaN   6.67817                 NaN   43.8256        41.7570       0.436305     
  1123.68        500.000                 NaN            NaN            NaN            NaN   7.30581                 NaN            NaN   6.68049                 NaN   43.8195        41.7586       0.435568     
  1122.29        500.000                 NaN            NaN            NaN            NaN   7.30777                 NaN            NaN   6.68211                 NaN   43.8151        41.7599       0.435083     
  1120.90        500.000                 NaN            NaN            NaN            NaN   6.47758       0.822590       0.153557E-005   6.67646                 NaN   43.8287        41.7574       0.437233     
  1119.51        500.000                 NaN            NaN            NaN            NaN   6.47664       0.825057                 NaN   6.67779                 NaN   43.8248        41.7588       0.436851     
  1118.12        500.000                 NaN            NaN            NaN            NaN   5.96123        1.34489                 NaN   6.68139                 NaN   43.8160        41.7609       0.435576     
  1116.73        500.000                 NaN            NaN            NaN            NaN   6.02696        1.28108                 NaN   6.68298                 NaN   43.8116        41.7622       0.435095     
  1115.35        500.000                 NaN            NaN            NaN            NaN   5.98482        1.32609                 NaN   6.68473                 NaN   43.8056        41.7641       0.434631     
  1113.96        500.000                 NaN            NaN            NaN            NaN   6.03961        1.27319                 NaN   6.68624                 NaN   43.8013        41.7655       0.434183     
  1112.57        500.000                 NaN            NaN            NaN            NaN   6.09145        1.22325                 NaN   6.68778                 NaN   43.7970        41.7668       0.433728     
  1111.18        500.000                 NaN            NaN            NaN            NaN   6.14357        1.17306                 NaN   6.68931                 NaN   43.7926        41.7682       0.433270     
  1109.79        500.000                 NaN            NaN            NaN            NaN   6.19619        1.12238                 NaN   6.69086                 NaN   43.7882        41.7696       0.432810     
  1108.40        500.000                 NaN            NaN            NaN            NaN   7.32050                 NaN            NaN   6.69246                 NaN   43.7838        41.7709       0.432327     
  1107.01        500.000                 NaN            NaN            NaN            NaN   6.68031       0.634962                 NaN   6.68978                 NaN   43.7912        41.7704       0.433417     
  1105.62        500.000                 NaN            NaN            NaN            NaN   7.32446                 NaN            NaN   6.69580                 NaN   43.7749        41.7736       0.431288     
  1104.23        500.000                 NaN            NaN            NaN            NaN   7.33472                 NaN            NaN   6.70389                 NaN   43.7554        41.7775       0.428521     
  1102.84        500.000                 NaN            NaN            NaN            NaN   7.33639                 NaN            NaN   6.70516                 NaN   43.7515        41.7788       0.428159     
  1101.45        500.000                 NaN            NaN            NaN            NaN   7.33197                 NaN            NaN   6.70192                 NaN   43.7589        41.7778       0.429344     
  1100.06        500.000                 NaN            NaN            NaN            NaN   7.33258                 NaN            NaN   6.70261                 NaN   43.7568        41.7789       0.429164     
  1098.67        500.000                 NaN            NaN            NaN            NaN   7.33466                 NaN            NaN   6.70433                 NaN   43.7522        41.7802       0.428623     
  1097.28        500.000                 NaN            NaN            NaN            NaN   7.34214                 NaN            NaN   6.71000                 NaN   43.7372        41.7839       0.426761     
  1095.89        500.000                 NaN            NaN            NaN            NaN   7.33888                 NaN            NaN   6.70783                 NaN   43.7429        41.7828       0.427527     
  1094.50        500.000                 NaN            NaN            NaN            NaN   7.34101                 NaN            NaN   6.70959                 NaN   43.7382        41.7842       0.426973     
  1093.11        500.000                 NaN            NaN            NaN            NaN   7.34316                 NaN            NaN   6.71137                 NaN   43.7335        41.7855       0.426415     
  1091.72        500.000                 NaN            NaN            NaN            NaN   7.34534                 NaN            NaN   6.71315                 NaN   43.7288        41.7869       0.425852     
  1090.33        500.000                 NaN            NaN            NaN            NaN   7.31894       0.285932E-001            NaN   6.71498                 NaN   43.7239        41.7883       0.425272     
  1088.94        500.000                 NaN            NaN            NaN            NaN   7.28949       0.600962E-001            NaN   6.71670                 NaN   43.7193        41.7897       0.424723     
  1087.55        500.000                 NaN            NaN            NaN            NaN   7.25458       0.971208E-001            NaN   6.71848                 NaN   43.7146        41.7911       0.424156     
  1086.16        500.000                 NaN            NaN            NaN            NaN   7.21974       0.134091                 NaN   6.72026                 NaN   43.7098        41.7925       0.423587     
  1084.77        500.000                 NaN            NaN            NaN            NaN   7.23882       0.116105       0.148687E-004   6.72102                 NaN   43.7070        41.7937       0.423307     
  1083.38        500.000                 NaN            NaN            NaN            NaN   7.10341       0.255238                 NaN   6.72433                 NaN   43.6992        41.7955       0.422296     
  1081.99        500.000                 NaN            NaN            NaN            NaN   7.19196       0.166796       0.134826E-004   6.72416                 NaN   43.6983        41.7965       0.422289     
  1080.60        500.000                 NaN            NaN            NaN            NaN   7.39262                 NaN            NaN   6.75239                 NaN   43.6338        41.8083       0.412812     
  1079.21        500.000                 NaN            NaN            NaN            NaN   7.39479                 NaN            NaN   6.75419                 NaN   43.6290        41.8097       0.412258     
  1077.82        500.000                 NaN            NaN            NaN            NaN   7.39689                 NaN            NaN   6.75598                 NaN   43.6243        41.8111       0.411705     
  1076.43        500.000                 NaN            NaN            NaN            NaN   7.09759       0.268888       0.108235E-004   6.73051                 NaN   43.6808        41.8019       0.420237     
  1075.04        500.000                 NaN            NaN            NaN            NaN   7.40172                 NaN            NaN   6.75986                 NaN   43.6139        41.8140       0.410502     
  1073.65        500.000                 NaN            NaN            NaN            NaN   6.81013       0.564245                 NaN   6.73758                 NaN   43.6644        41.8056       0.418082     
  1072.26        500.000                 NaN            NaN            NaN            NaN   6.75357       0.623053                 NaN   6.73947                 NaN   43.6594        41.8070       0.417481     
  1070.87        500.000                 NaN            NaN            NaN            NaN   6.69786       0.681016                 NaN   6.74137                 NaN   43.6544        41.8085       0.416880     
  1069.48        500.000                 NaN            NaN            NaN            NaN   6.64304       0.738082                 NaN   6.74327                 NaN   43.6494        41.8099       0.416278     
  1068.10        500.000                 NaN            NaN            NaN            NaN   6.58926       0.794113                 NaN   6.74517                 NaN   43.6444        41.8114       0.415676     
  1066.71        500.000                 NaN            NaN            NaN            NaN   6.53659       0.849043                 NaN   6.74707                 NaN   43.6394        41.8128       0.415074     
  1065.32        500.000                 NaN            NaN            NaN            NaN   6.48510       0.902778                 NaN   6.74897                 NaN   43.6344        41.8143       0.414472     
  1063.93        500.000                 NaN            NaN            NaN            NaN   6.80617       0.576686       0.283499E-004   6.74396                 NaN   43.6431        41.8142       0.415916     
  1062.54        500.000                 NaN            NaN            NaN            NaN   6.77257       0.612132                 NaN   6.74546                 NaN   43.6389        41.8155       0.415436     
  1061.15        500.000                 NaN            NaN            NaN            NaN   6.33861        1.05601                 NaN   6.75466                 NaN   43.6195        41.8186       0.412671     
  1059.76        500.000                 NaN            NaN            NaN            NaN   6.70581       0.682538                 NaN   6.74848                 NaN   43.6304        41.8183       0.414475     
  1058.37        500.000                 NaN            NaN            NaN            NaN   6.67269       0.717458       0.270387E-004   6.75000                 NaN   43.6262        41.8196       0.413993     
  1056.98        500.000                 NaN            NaN            NaN            NaN   6.20520        1.19609                 NaN   6.76032                 NaN   43.6046        41.8229       0.410885     
  1055.59        500.000                 NaN            NaN            NaN            NaN   6.60710       0.786720       0.268746E-004   6.75305                 NaN   43.6177        41.8223       0.413027     
  1054.20        500.000                 NaN            NaN            NaN            NaN   6.12389        1.28182                 NaN   6.76406                 NaN   43.5948        41.8257       0.409704     
  1052.81        500.000                 NaN            NaN            NaN            NaN   6.08549        1.32241                 NaN   6.76591                 NaN   43.5899        41.8272       0.409118     
  1051.42        500.000                 NaN            NaN            NaN            NaN   6.04856        1.36152                 NaN   6.76776                 NaN   43.5850        41.8286       0.408535     
  1050.03        500.000                 NaN            NaN            NaN            NaN   7.44491                 NaN            NaN   6.79495                 NaN   43.5206        41.8399       0.399558     
  1048.64        500.000                 NaN            NaN            NaN            NaN  0.525642        6.91812                 NaN   6.79409                 NaN   43.5216        41.8407       0.399862     
  1047.25        500.000                 NaN            NaN            NaN            NaN  0.816855        6.62955                 NaN   6.79628                 NaN   43.5159        41.8422       0.399183     
  1045.86        500.000                 NaN            NaN            NaN            NaN  0.526917        6.92170                 NaN   6.79798                 NaN   43.5111        41.8436       0.398646     
  1044.47        500.000                 NaN            NaN            NaN            NaN   6.56461       0.886365                 NaN   6.79997                 NaN   43.5060        41.8450       0.398038     
  1043.08        500.000                 NaN            NaN            NaN            NaN  0.499708        6.95448                 NaN   6.80233                 NaN   43.4995        41.8467       0.397275     
  1041.69        500.000                 NaN            NaN            NaN            NaN   6.45103        1.00376                 NaN   6.80302                 NaN   43.4973        41.8477       0.397098     
  1040.30        500.000                 NaN            NaN            NaN            NaN   6.37267        1.08385                 NaN   6.80440                 NaN   43.4933        41.8491       0.396677     
  1038.91        500.000                 NaN            NaN            NaN            NaN  0.737488        6.72235                 NaN   6.80678                 NaN   43.4868        41.8507       0.395904     
  1037.52        500.000                 NaN            NaN            NaN            NaN  0.808268        6.65346                 NaN   6.80827                 NaN   43.4825        41.8521       0.395445     
  1036.13        500.000                 NaN            NaN            NaN            NaN  0.760705        6.70414                 NaN   6.81068                 NaN   43.4762        41.8536       0.394678     
  1034.74        500.000                 NaN            NaN            NaN            NaN   6.58684       0.881239                 NaN   6.81328                 NaN   43.4696        41.8552       0.393868     
  1033.35        500.000                 NaN            NaN            NaN            NaN   6.65007       0.821265                 NaN   6.81575                 NaN   43.4630        41.8568       0.393079     
  1031.96        500.000                 NaN            NaN            NaN            NaN  0.962006        6.50850                 NaN   6.81512                 NaN   43.4634        41.8577       0.393317     
  1030.57        500.000                 NaN            NaN            NaN            NaN   6.45626        1.01823                 NaN   6.81826                 NaN   43.4555        41.8594       0.392324     
  1029.18        500.000                 NaN            NaN            NaN            NaN   5.92104        1.52907                 NaN   6.80073                 NaN   43.4966        41.8543       0.398166     
  1027.79        500.000                 NaN            NaN            NaN            NaN   6.16178        1.30532                 NaN   6.81286                 NaN   43.4660        41.8598       0.394215     
  1026.40        500.000                 NaN            NaN            NaN            NaN   6.23341        1.24590                 NaN   6.82208                 NaN   43.4441        41.8633       0.391173     
  1025.01        500.000                 NaN            NaN            NaN            NaN   6.07015        1.40937                 NaN   6.82240                 NaN   43.4426        41.8643       0.391123     
  1023.62        500.000                 NaN            NaN            NaN            NaN   6.19624        1.28715                 NaN   6.82533                 NaN   43.4351        41.8660       0.390165     
  1022.24        500.000                 NaN            NaN            NaN            NaN   6.35069        1.11969                 NaN   6.81548                 NaN   43.4566        41.8641       0.393451     
  1020.85        500.000                 NaN            NaN            NaN            NaN   5.99048        1.49528                 NaN   6.82720                 NaN   43.4289        41.8685       0.389638     
  1019.46        500.000                 NaN            NaN            NaN            NaN   6.18339        1.29002                 NaN   6.81788                 NaN   43.4493        41.8666       0.392738     
  1018.07        500.000                 NaN            NaN            NaN            NaN   5.92513        1.56437                 NaN   6.83015                 NaN   43.4204        41.8712       0.388743     
  1016.68        500.000                 NaN            NaN            NaN            NaN   1.64726        5.84351                 NaN   6.83115                 NaN   43.4172        41.8724       0.388459     
  1015.29        500.000                 NaN            NaN            NaN            NaN   5.80692        1.68531                 NaN   6.83229                 NaN   43.4136        41.8737       0.388119     
  1013.90        500.000                 NaN            NaN            NaN            NaN   5.88040        1.61039                 NaN   6.83108                 NaN   43.4152        41.8743       0.388551     
  1012.51        500.000                 NaN            NaN            NaN            NaN   5.75462        1.74170                 NaN   6.83552                 NaN   43.4046        41.8764       0.387132     
  1011.12        500.000                 NaN            NaN            NaN            NaN   6.10006        1.39279                 NaN   6.83233                 NaN   43.4101        41.8765       0.388166     
  1009.73        500.000                 NaN            NaN            NaN            NaN   5.58857        1.88150                 NaN   6.81770                 NaN   43.4472        41.8720       0.393010     
  1008.34        500.000                 NaN            NaN            NaN            NaN   1.92950        5.56682                 NaN   6.83625                 NaN   43.4014        41.8791       0.386959     
  1006.95        500.000                 NaN            NaN            NaN            NaN   1.98257        5.51853                 NaN   6.83968                 NaN   43.3921        41.8812       0.385933     
  1005.56        500.000                 NaN            NaN            NaN            NaN   1.96575        5.53898                 NaN   6.84213                 NaN   43.3849        41.8830       0.385185     
  1004.17        500.000                 NaN            NaN            NaN            NaN   3.78464        3.72209       0.216153E-005   6.85071                 NaN   43.3818        41.8792       0.381597     
  1002.78        500.000                 NaN            NaN            NaN            NaN   1.88719        5.62069                 NaN   6.84425                 NaN   43.3777        41.8856       0.384521     
  1001.39        500.000                 NaN            NaN            NaN            NaN   5.44749        1.99380                 NaN   6.79647                 NaN   43.4921        41.8707       0.399457     
  1000.00        500.000                 NaN            NaN            NaN            NaN   5.43607        2.00783                 NaN   6.79833                 NaN   43.4860        41.8727       0.399066     
