|6.6.6
Archiving\03_Data\Deqfrac/QFM_m1.75/YM20/YM20_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         q              hed           
  1300.75        2500.00        88.6672                 NaN  0.799461       0.968172E-002   1.97420                 NaN   1.57756        6.97190                 NaN            NaN            NaN            NaN
  1299.21        2500.00        89.3486                 NaN  0.723350        1.92840                 NaN            NaN   1.49140        6.50821                 NaN            NaN            NaN            NaN
  1297.67        2500.00        89.9634                 NaN  0.673154        1.85088                 NaN            NaN   1.41348        6.09908                 NaN            NaN            NaN            NaN
  1296.12        2500.00        86.8771                 NaN  0.856140        2.31035                 NaN            NaN   1.84419        7.97310       0.139171                 NaN            NaN            NaN
  1294.58        2500.00        77.8597                 NaN   1.42039        3.64877                 NaN            NaN   3.08999        13.4692       0.511995                 NaN            NaN            NaN
  1293.04        2500.00        79.6127                 NaN   1.36248        3.33713                 NaN            NaN   2.85374        12.3682       0.465716                 NaN            NaN            NaN
  1291.50        2500.00        81.1781                 NaN   1.28576        3.08642                 NaN            NaN   2.64169        11.3845       0.423538                 NaN            NaN            NaN
  1289.95        2500.00        81.9019                 NaN  0.959211        3.13188                 NaN            NaN   2.50106        10.9267       0.158346       0.420887                 NaN            NaN
  1288.41        2500.00        82.7258                 NaN  0.735376        3.12018                 NaN            NaN   2.36656        10.3977                 NaN  0.654368                 NaN            NaN
  1286.87        2500.00        79.3615                 NaN  0.912134        3.66525                 NaN            NaN   2.88127        12.3954                 NaN  0.784509                 NaN            NaN
  1285.33        2500.00        90.2334                 NaN  0.632284        1.80602                 NaN            NaN   1.33482        5.79763       0.195821                 NaN            NaN            NaN
  1283.78        2500.00        79.5988                 NaN   1.37732        3.28293                 NaN            NaN   2.92607        12.3355       0.479347                 NaN            NaN            NaN
  1282.24        2500.00        94.8833                 NaN  0.223108        1.15220                 NaN            NaN  0.628201        3.02779                 NaN  0.854135E-001            NaN            NaN
  1280.70        2500.00        87.4252                 NaN  0.801424        2.16484                 NaN            NaN   1.74993        7.57318       0.211122       0.742952E-001            NaN            NaN
  1279.16        2500.00        86.7071                 NaN  0.791528        2.30737                 NaN            NaN   1.83518        8.03250       0.191872       0.134481                 NaN            NaN
  1277.62        2500.00        84.4808                 NaN  0.935276        2.59948                 NaN            NaN   2.13439        9.50734       0.342739                 NaN            NaN            NaN
  1276.07        2500.00        88.6578                 NaN  0.854133        1.93345                 NaN            NaN   1.55629        6.81205       0.186263                 NaN            NaN            NaN
  1274.53        2500.00        85.2904                 NaN  0.929942        2.46936                 NaN            NaN   1.98865        9.03438       0.287322                 NaN            NaN            NaN
  1272.99        2500.00        89.1476                 NaN  0.780250        1.48831                 NaN            NaN   1.49061        6.87408       0.219106                 NaN            NaN            NaN
  1271.45        2500.00        80.7660                 NaN   1.02803        3.67652                 NaN            NaN   2.53052        11.6409       0.358067                 NaN            NaN            NaN
  1269.90        2500.00        88.3841                 NaN  0.756475        1.81181                 NaN            NaN   1.56704        7.25299       0.227548                 NaN            NaN            NaN
  1268.36        2500.00        82.4281                 NaN   1.11031        2.74107                 NaN            NaN   2.34520        11.0306       0.344752                 NaN            NaN            NaN
  1266.82        2500.00        93.6747                 NaN  0.145502        1.69192                 NaN            NaN  0.807666        3.56995       0.110236                 NaN            NaN            NaN
  1265.28        2500.00        80.6789                 NaN  0.303281        4.69607                 NaN            NaN   2.61267        11.4037       0.305438                 NaN            NaN            NaN
  1263.73        2500.00        85.3208                 NaN            NaN   3.80158                 NaN            NaN   1.95670        8.69549       0.225460                 NaN            NaN            NaN
  1262.19        2500.00        99.9998                 NaN  0.445882E-004  0.518460E-004            NaN            NaN  0.127699E-003            NaN  0.109426E-004            NaN            NaN            NaN
  1260.65        2500.00        99.9993                 NaN            NaN  0.849860E-004  0.441212E-004            NaN            NaN  0.562098E-003  0.562703E-005            NaN            NaN            NaN
  1259.11        2500.00        89.8398                 NaN            NaN   2.82886                 NaN            NaN   1.37255        5.81987       0.138925                 NaN            NaN            NaN
  1257.57        2500.00        93.6710                 NaN            NaN   1.67181                 NaN            NaN  0.857741        3.70710       0.923177E-001            NaN            NaN            NaN
  1256.02        2500.00        93.5989                 NaN            NaN   1.72396                 NaN            NaN  0.870211        3.71800       0.889199E-001            NaN            NaN            NaN
  1254.48        2500.00        95.1091                 NaN            NaN   1.30943                 NaN            NaN  0.655320        2.85288       0.733145E-001            NaN            NaN            NaN
  1252.94        2500.00        93.8923                 NaN            NaN  0.411465        1.25716                 NaN  0.822516        3.52631       0.902540E-001            NaN            NaN            NaN
  1251.40        2500.00        94.9303                 NaN            NaN   1.39759                 NaN            NaN  0.698171        2.90828       0.656758E-001            NaN            NaN            NaN
  1249.85        2500.00        95.5236                 NaN            NaN   1.18441                 NaN            NaN  0.610256        2.61720       0.645683E-001            NaN            NaN            NaN
  1248.31        2500.00        95.9134                 NaN            NaN  0.853463       0.214048                 NaN  0.541199        2.41335       0.645509E-001            NaN            NaN            NaN
  1246.77        2500.00        96.0655                 NaN            NaN  0.661652       0.373566                 NaN  0.518133        2.31974       0.614390E-001            NaN            NaN            NaN
  1245.23        2500.00        96.0240                 NaN            NaN   1.08312                 NaN            NaN  0.552478        2.29154       0.488917E-001            NaN            NaN            NaN
  1243.68        2500.00        95.6845                 NaN            NaN   1.11454                 NaN            NaN  0.586299        2.55761       0.570504E-001            NaN            NaN            NaN
  1242.14        2500.00        98.4488                 NaN            NaN  0.352764                 NaN            NaN  0.216107       0.956014       0.262969E-001            NaN            NaN            NaN
  1240.60        2500.00        94.3747                 NaN            NaN  0.129279       0.925018                 NaN  0.648974        3.80779       0.114235                 NaN            NaN            NaN
  1239.06        2500.00        96.6274                 NaN            NaN  0.549372       0.188049                 NaN  0.501522        2.08608       0.475800E-001            NaN            NaN            NaN
  1237.52        2500.00        99.6948                 NaN            NaN  0.193799                 NaN            NaN  0.748485E-001  0.365475E-001            NaN            NaN            NaN            NaN
  1235.97        2500.00        99.1885                 NaN            NaN  0.153333                 NaN            NaN  0.724277E-001  0.573718       0.120007E-001            NaN            NaN            NaN
  1234.43        2500.00        94.7830                 NaN            NaN   1.99400                 NaN            NaN  0.775605        2.43541       0.120018E-001            NaN            NaN            NaN
  1232.89        2500.00        97.6128                 NaN  0.265831E-005  0.599795                 NaN            NaN  0.316507        1.43938       0.315595E-001            NaN            NaN            NaN
  1231.35        2500.00        96.2795                 NaN  0.361143E-001  0.869851                 NaN            NaN  0.494186        2.26909       0.512820E-001            NaN            NaN            NaN
  1229.80        2500.00        99.7589                 NaN            NaN  0.834484E-001            NaN            NaN  0.569568E-001  0.897042E-001  0.110335E-001            NaN            NaN            NaN
  1228.26        2500.00        99.9997                 NaN            NaN  0.155937E-003            NaN            NaN  0.790750E-004  0.238361E-004  0.122669E-004            NaN            NaN            NaN
  1226.72        2500.00                 NaN            NaN            NaN   12.5169                 NaN            NaN   8.63627        46.8145       0.626172                 NaN   31.4062                 NaN
  1225.18        2500.00                 NaN            NaN            NaN   12.5166                 NaN            NaN   8.63625        46.8139       0.626158                 NaN   31.4071                 NaN
  1223.63        2500.00                 NaN            NaN            NaN   12.5162                 NaN            NaN   8.63624        46.8133       0.626145                 NaN   31.4081                 NaN
  1222.09        2500.00                 NaN            NaN            NaN   12.5158                 NaN            NaN   8.63623        46.8128       0.626132                 NaN   31.4090                 NaN
  1220.55        2500.00                 NaN            NaN            NaN   12.5154                 NaN            NaN   8.63622        46.8122       0.626118                 NaN   31.4100                 NaN
  1219.01        2500.00                 NaN            NaN            NaN   12.5151                 NaN            NaN   8.63621        46.8116       0.626105                 NaN   31.4110                 NaN
  1217.47        2500.00                 NaN            NaN            NaN   12.5147                 NaN            NaN   8.63619        46.8111       0.626091                 NaN   31.4119                 NaN
  1215.92        2500.00                 NaN            NaN            NaN   12.5143                 NaN            NaN   8.63618        46.8105       0.626078                 NaN   31.4129                 NaN
  1214.38        2500.00                 NaN            NaN            NaN   12.5140                 NaN            NaN   8.63617        46.8100       0.626064                 NaN   31.4138                 NaN
  1212.84        2500.00                 NaN            NaN            NaN   12.5136                 NaN            NaN   8.63616        46.8094       0.626051                 NaN   31.4148                 NaN
  1211.30        2500.00                 NaN            NaN            NaN   12.5132                 NaN            NaN   8.63615        46.8088       0.626038                 NaN   31.4158                 NaN
  1209.75        2500.00                 NaN            NaN  0.547610E-005   12.5128                 NaN            NaN   8.63614        46.8083       0.626025                 NaN   31.4167                 NaN
  1208.21        2500.00                 NaN            NaN   1.06545        10.6729                 NaN            NaN   8.59932        47.1218       0.690728                 NaN   31.8499                 NaN
  1206.67        2500.00                 NaN            NaN   1.06542        10.6726                 NaN            NaN   8.59930        47.1212       0.690713                 NaN   31.8508                 NaN
  1205.13        2500.00                 NaN            NaN            NaN   12.5117                 NaN            NaN   8.63610        46.8066       0.625984                 NaN   31.4196                 NaN
  1203.58        2500.00                 NaN            NaN            NaN   12.5113                 NaN            NaN   8.63609        46.8060       0.625971                 NaN   31.4206                 NaN
  1202.04        2500.00                 NaN            NaN            NaN   12.5110                 NaN            NaN   8.63609        46.8054       0.625956                 NaN   31.4215                 NaN
  1200.50        2500.00                 NaN            NaN  0.952508        10.8660                 NaN            NaN   8.60314        47.0856       0.683802                 NaN   31.8089                 NaN
  1198.96        2500.00                 NaN            NaN  0.940138        10.8870                 NaN            NaN   8.60356        47.0814       0.683037                 NaN   31.8049                 NaN
  1197.42        2500.00                 NaN            NaN            NaN   12.5099                 NaN            NaN   8.63606        46.8038       0.625916                 NaN   31.4244                 NaN
  1195.87        2500.00                 NaN            NaN            NaN   12.5095                 NaN            NaN   8.63605        46.8032       0.625903                 NaN   31.4254                 NaN
  1194.33        2500.00                 NaN            NaN            NaN   12.5456                 NaN            NaN   8.74712        46.6720       0.613213                 NaN   31.4221                 NaN
  1192.79        2500.00                 NaN            NaN            NaN   12.5087                 NaN            NaN   8.63603        46.8021       0.625876                 NaN   31.4273                 NaN
  1191.25        2500.00                 NaN            NaN            NaN   12.5501                 NaN            NaN   8.75904        46.6552       0.611568                 NaN   31.4241                 NaN
  1189.70        2500.00                 NaN            NaN            NaN   7.36696        5.13090                 NaN   8.67680        46.7780       0.626111                 NaN   31.4212                 NaN
  1188.16        2500.00                 NaN            NaN            NaN   12.5550                 NaN            NaN   8.77142        46.6376       0.609818                 NaN   31.4262                 NaN
  1186.62        2500.00                 NaN            NaN   1.00589        10.7706                 NaN            NaN   8.60117        47.0962       0.686925                 NaN   31.8393                 NaN
  1185.08        2500.00                 NaN            NaN            NaN   12.5618                 NaN            NaN   8.78674        46.6154       0.607509                 NaN   31.4286                 NaN
  1183.53        2500.00                 NaN            NaN            NaN   12.5657                 NaN            NaN   8.79487        46.6034       0.606263                 NaN   31.4298                 NaN
  1181.99        2500.00                 NaN            NaN            NaN   12.5669                 NaN            NaN   8.80110        46.5959       0.605586                 NaN   31.4305                 NaN
  1180.45        2500.00                 NaN            NaN            NaN   12.5672                 NaN            NaN   8.80636        46.5903       0.605137                 NaN   31.4310                 NaN
  1178.91        2500.00                 NaN            NaN            NaN   12.5675                 NaN            NaN   8.81136        46.5849       0.604706                 NaN   31.4316                 NaN
  1177.37        2500.00                 NaN            NaN            NaN   12.5677                 NaN            NaN   8.81610        46.5798       0.604296                 NaN   31.4321                 NaN
  1175.82        2500.00                 NaN            NaN            NaN   12.5679                 NaN            NaN   8.82057        46.5749       0.603905                 NaN   31.4327                 NaN
  1174.28        2500.00                 NaN            NaN            NaN   6.42977        6.04802                 NaN   8.73131        46.7472       0.625082                 NaN   31.4186                 NaN
  1172.74        2500.00                 NaN            NaN            NaN   6.42958        6.04785                 NaN   8.73130        46.7467       0.625069                 NaN   31.4195                 NaN
  1171.20        2500.00                 NaN            NaN            NaN   6.42963        6.04743                 NaN   8.73130        46.7461       0.625056                 NaN   31.4205                 NaN
  1169.65        2500.00                 NaN            NaN            NaN   6.42944        6.04725                 NaN   8.73129        46.7455       0.625042                 NaN   31.4214                 NaN
  1168.11        2500.00                 NaN            NaN            NaN   6.42926        6.04706                 NaN   8.73128        46.7450       0.625029                 NaN   31.4224                 NaN
  1166.57        2500.00                 NaN            NaN            NaN   6.42898        6.04696                 NaN   8.73126        46.7444       0.625017                 NaN   31.4233                 NaN
  1165.03        2500.00                 NaN            NaN            NaN   6.42880        6.04678                 NaN   8.73125        46.7439       0.625004                 NaN   31.4243                 NaN
  1163.48        2500.00                 NaN            NaN            NaN   2.27082        10.3576                 NaN   8.94530        46.3675       0.599745                 NaN   31.4590                 NaN
  1161.94        2500.00                 NaN            NaN            NaN   2.27075        10.3573                 NaN   8.94529        46.3670       0.599733                 NaN   31.4600                 NaN
  1160.40        2500.00                 NaN            NaN            NaN   2.27069        10.3570                 NaN   8.94528        46.3664       0.599720                 NaN   31.4609                 NaN
  1158.86        2500.00                 NaN            NaN            NaN   2.27062        10.3567                 NaN   8.94527        46.3658       0.599708                 NaN   31.4619                 NaN
  1157.32        2500.00                 NaN            NaN            NaN   2.27055        10.3564                 NaN   8.94526        46.3653       0.599695                 NaN   31.4628                 NaN
  1155.77        2500.00                 NaN            NaN            NaN   2.27048        10.3561       0.127852E-005   8.94525        46.3647       0.599682                 NaN   31.4638                 NaN
  1154.23        2500.00                 NaN            NaN            NaN  0.600902        12.0516                 NaN   8.99357        46.2858       0.595343                 NaN   31.4728                 NaN
  1152.69        2500.00                 NaN            NaN            NaN  0.600885        12.0512                 NaN   8.99356        46.2853       0.595331                 NaN   31.4737                 NaN
  1151.15        2500.00                 NaN            NaN            NaN  0.600868        12.0509                 NaN   8.99355        46.2847       0.595318                 NaN   31.4747                 NaN
  1149.60        2500.00                 NaN            NaN            NaN  0.600852        12.0505                 NaN   8.99354        46.2842       0.595306                 NaN   31.4756                 NaN
  1148.06        2500.00                 NaN            NaN            NaN  0.600835        12.0502                 NaN   8.99353        46.2836       0.595293                 NaN   31.4766                 NaN
  1146.52        2500.00                 NaN            NaN            NaN  0.600818        12.0498                 NaN   8.99352        46.2830       0.595281                 NaN   31.4775                 NaN
  1144.98        2500.00                 NaN            NaN            NaN   11.9955       0.662392                 NaN   8.99854        46.2719       0.593359                 NaN   31.4783                 NaN
  1143.43        2500.00                 NaN            NaN            NaN   11.9952       0.662374                 NaN   8.99853        46.2714       0.593347                 NaN   31.4792                 NaN
  1141.89        2500.00                 NaN            NaN            NaN   11.9948       0.662355                 NaN   8.99852        46.2708       0.593334                 NaN   31.4801                 NaN
  1140.35        2500.00                 NaN            NaN            NaN   11.9945       0.662337                 NaN   8.99851        46.2703       0.593322                 NaN   31.4811                 NaN
  1138.81        2500.00                 NaN            NaN            NaN   11.9941       0.662318                 NaN   8.99850        46.2697       0.593310                 NaN   31.4820                 NaN
  1137.27        2500.00                 NaN            NaN            NaN   11.9938       0.662301                 NaN   8.99849        46.2692       0.593297                 NaN   31.4830                 NaN
  1135.72        2500.00                 NaN            NaN            NaN   11.9934       0.662282                 NaN   8.99848        46.2686       0.593285                 NaN   31.4839                 NaN
  1134.18        2500.00                 NaN            NaN            NaN   11.9931       0.662264                 NaN   8.99848        46.2680       0.593273                 NaN   31.4849                 NaN
  1132.64        2500.00                 NaN            NaN            NaN   11.9927       0.662246                 NaN   8.99847        46.2675       0.593260                 NaN   31.4858                 NaN
  1131.10        2500.00                 NaN            NaN            NaN   11.9924       0.662227                 NaN   8.99846        46.2669       0.593248                 NaN   31.4867                 NaN
  1129.55        2500.00                 NaN            NaN            NaN   11.9921       0.662209                 NaN   8.99845        46.2664       0.593236                 NaN   31.4877                 NaN
  1128.01        2500.00                 NaN            NaN            NaN   11.9917       0.662191                 NaN   8.99844        46.2658       0.593223                 NaN   31.4886                 NaN
  1126.47        2500.00                 NaN            NaN            NaN   11.9914       0.662172                 NaN   8.99843        46.2653       0.593211                 NaN   31.4896                 NaN
  1124.93        2500.00                 NaN            NaN            NaN   11.2298        1.36946                 NaN   9.00652        46.3404       0.589475                 NaN   31.4643                 NaN
  1123.38        2500.00                 NaN            NaN            NaN   11.2295        1.36942                 NaN   9.00651        46.3399       0.589463                 NaN   31.4652                 NaN
  1121.84        2500.00                 NaN            NaN            NaN   11.2292        1.36939                 NaN   9.00650        46.3393       0.589451                 NaN   31.4662                 NaN
  1120.30        2500.00                 NaN            NaN            NaN   11.2289        1.36935                 NaN   9.00649        46.3388       0.589438                 NaN   31.4671                 NaN
  1118.76        2500.00                 NaN            NaN            NaN   11.2285        1.36931                 NaN   9.00648        46.3382       0.589426                 NaN   31.4681                 NaN
  1117.22        2500.00                 NaN            NaN            NaN   11.2282        1.36927                 NaN   9.00647        46.3376       0.589414                 NaN   31.4690                 NaN
  1115.67        2500.00                 NaN            NaN            NaN   11.2279        1.36923                 NaN   9.00646        46.3371       0.589402                 NaN   31.4699                 NaN
  1114.13        2500.00                 NaN            NaN            NaN   11.2275        1.36920                 NaN   9.00646        46.3365       0.589390                 NaN   31.4709                 NaN
  1112.59        2500.00                 NaN            NaN            NaN   11.2272        1.36916                 NaN   9.00645        46.3360       0.589378                 NaN   31.4718                 NaN
  1111.05        2500.00                 NaN            NaN            NaN   11.2269        1.36912                 NaN   9.00644        46.3354       0.589366                 NaN   31.4728                 NaN
  1109.50        2500.00                 NaN            NaN            NaN   11.2266        1.36908                 NaN   9.00643        46.3349       0.589353                 NaN   31.4737                 NaN
  1107.96        2500.00                 NaN            NaN            NaN   11.2262        1.36905                 NaN   9.00642        46.3343       0.589341                 NaN   31.4746                 NaN
  1106.42        2500.00                 NaN            NaN            NaN   11.2259        1.36901                 NaN   9.00641        46.3338       0.589329                 NaN   31.4756                 NaN
  1104.88        2500.00                 NaN            NaN            NaN   11.2256        1.36896                 NaN   9.00641        46.3332       0.589317                 NaN   31.4765                 NaN
  1103.33        2500.00                 NaN            NaN            NaN  0.572872        12.1154                 NaN   9.04934        46.2053       0.564474                 NaN   31.4926                 NaN
  1101.79        2500.00                 NaN            NaN            NaN   11.3404        1.37853                 NaN   9.10407        46.1221       0.555886                 NaN   31.4990                 NaN
  1100.25        2500.00                 NaN            NaN            NaN  0.695398        11.9965                 NaN   9.05655        46.1927       0.563336                 NaN   31.4956                 NaN
  1098.71        2500.00                 NaN            NaN            NaN   11.9346       0.759510                 NaN   9.06019        46.1861       0.562715                 NaN   31.4968                 NaN
  1097.17        2500.00                 NaN            NaN            NaN   11.8819       0.812554                 NaN   9.06365        46.1809       0.562254                 NaN   31.4987                 NaN
  1095.62        2500.00                 NaN            NaN            NaN   11.8075       0.889219                 NaN   9.06673        46.1747       0.561817                 NaN   31.5000                 NaN
  1094.08        2500.00                 NaN            NaN            NaN   1.25334        11.4675                 NaN   9.10558        46.1118       0.555632                 NaN   31.5061                 NaN
  1092.54        2500.00                 NaN            NaN            NaN   1.25285        11.4677                 NaN   9.10556        46.1112       0.555620                 NaN   31.5071                 NaN
  1091.00        2500.00                 NaN            NaN            NaN   1.25287        11.4673                 NaN   9.10556        46.1107       0.555609                 NaN   31.5080                 NaN
  1089.45        2500.00                 NaN            NaN            NaN   1.23385        11.4858                 NaN   9.10502        46.1109       0.555587                 NaN   31.5089                 NaN
  1087.91        2500.00                 NaN            NaN            NaN   1.25291        11.4665                 NaN   9.10554        46.1096       0.555588                 NaN   31.5099                 NaN
  1086.37        2500.00                 NaN            NaN            NaN   1.23392        11.4850                 NaN   9.10501        46.1097       0.555564                 NaN   31.5108                 NaN
  1084.83        2500.00                 NaN            NaN            NaN   1.25303        11.4657                 NaN   9.10553        46.1084       0.555564                 NaN   31.5118                 NaN
  1083.28        2500.00                 NaN            NaN            NaN   1.24125        11.4770                 NaN   9.10520        46.1083       0.555546                 NaN   31.5127                 NaN
  1081.74        2500.00                 NaN            NaN            NaN   1.25301        11.4650                 NaN   9.10552        46.1073       0.555541                 NaN   31.5136                 NaN
  1080.20        2500.00                 NaN            NaN            NaN   1.23876        11.4787                 NaN   9.10512        46.1073       0.555522                 NaN   31.5145                 NaN
  1078.66        2500.00                 NaN            NaN            NaN   1.25187        11.4654                 NaN   9.10548        46.1063       0.555518                 NaN   31.5155                 NaN
  1077.12        2500.00                 NaN            NaN            NaN   1.22686        11.4898                 NaN   9.10478        46.1067       0.555492                 NaN   31.5164                 NaN
  1075.57        2500.00                 NaN            NaN            NaN   1.22685        11.4894                 NaN   9.10477        46.1061       0.555481                 NaN   31.5173                 NaN
  1074.03        2500.00                 NaN            NaN            NaN   1.22684        11.4891                 NaN   9.10477        46.1056       0.555470                 NaN   31.5182                 NaN
  1072.49        2500.00                 NaN            NaN            NaN   1.16342        11.5523                 NaN   9.10593        46.1040       0.555281                 NaN   31.5191                 NaN
  1070.95        2500.00                 NaN            NaN            NaN   1.16309        11.5523                 NaN   9.10594        46.1034       0.555268                 NaN   31.5200                 NaN
  1069.40        2500.00                 NaN            NaN            NaN   1.13042        11.5851                 NaN   9.10722        46.1003       0.555193                 NaN   31.5217                 NaN
  1067.86        2500.00                 NaN            NaN            NaN   1.13039        11.5848                 NaN   9.10721        46.0997       0.555182                 NaN   31.5227                 NaN
  1066.32        2500.00                 NaN            NaN            NaN   11.5850        1.12983                 NaN   9.10723        46.0991       0.555169                 NaN   31.5236                 NaN
  1064.78        2500.00                 NaN            NaN            NaN   10.8427        1.88472                 NaN   9.13029        46.0586       0.552793                 NaN   31.5309                 NaN
  1063.23        2500.00                 NaN            NaN            NaN   10.8049        1.92397                 NaN   9.13333        46.0529       0.552373                 NaN   31.5325                 NaN
  1061.69        2500.00                 NaN            NaN            NaN   1.96177        10.7686                 NaN   9.13639        46.0471       0.551947                 NaN   31.5341                 NaN
  1060.15        2500.00                 NaN            NaN            NaN   10.7337        1.99825                 NaN   9.13947        46.0413       0.551516                 NaN   31.5357                 NaN
  1058.61        2500.00                 NaN            NaN            NaN   10.7001        2.03344                 NaN   9.14256        46.0355       0.551081                 NaN   31.5373                 NaN
  1057.07        2500.00                 NaN            NaN            NaN   2.06743        10.6677                 NaN   9.14566        46.0296       0.550640                 NaN   31.5390                 NaN
  1055.52        2500.00                 NaN            NaN            NaN   2.10026        10.6365                 NaN   9.14877        46.0237       0.550195                 NaN   31.5406                 NaN
  1053.98        2500.00                 NaN            NaN            NaN   2.13200        10.6064                 NaN   9.15191        46.0177       0.549744                 NaN   31.5422                 NaN
  1052.44        2500.00                 NaN            NaN            NaN   2.16272        10.5774                 NaN   9.15505        46.0117       0.549289                 NaN   31.5438                 NaN
  1050.90        2500.00                 NaN            NaN            NaN   2.19243        10.5494                 NaN   9.15820        46.0057       0.548829                 NaN   31.5455                 NaN
  1049.35        2500.00                 NaN            NaN            NaN   2.22121        10.5223                 NaN   9.16137        45.9996       0.548365                 NaN   31.5471                 NaN
  1047.81        2500.00                 NaN            NaN            NaN   2.24911        10.4962                 NaN   9.16455        45.9935       0.547896                 NaN   31.5488                 NaN
  1046.27        2500.00                 NaN            NaN            NaN   2.27616        10.4709                 NaN   9.16774        45.9874       0.547422                 NaN   31.5504                 NaN
  1044.73        2500.00                 NaN            NaN            NaN   2.30239        10.4465                 NaN   9.17095        45.9812       0.546944                 NaN   31.5521                 NaN
  1043.18        2500.00                 NaN            NaN            NaN   2.32784        10.4228                 NaN   9.17416        45.9750       0.546458                 NaN   31.5537                 NaN
  1041.64        2500.00                 NaN            NaN            NaN   10.3928        2.35912                 NaN   9.17708        45.9695       0.546074                 NaN   31.5555                 NaN
  1040.10        2500.00                 NaN            NaN            NaN   2.39148        10.3620                 NaN   9.17993        45.9638       0.545697                 NaN   31.5571                 NaN
  1038.56        2500.00                 NaN            NaN            NaN   11.9936       0.181162                 NaN   9.04365        46.3009       0.562393                 NaN   31.4884       0.429882     
  1037.02        2500.00                 NaN            NaN            NaN   10.3901        2.36904                 NaN   9.19155        45.9455       0.543677                 NaN   31.5601                 NaN
  1035.47        2500.00                 NaN            NaN            NaN   10.4478        2.32185                 NaN   9.19588        45.9256       0.542281                 NaN   31.5665                 NaN
  1033.93        2500.00                 NaN            NaN            NaN   10.2725        2.48453                 NaN   9.19139        45.9460       0.545072                 NaN   31.5605                 NaN
  1032.39        2500.00                 NaN            NaN            NaN   10.2913        2.46860                 NaN   9.19642        45.9378       0.543801                 NaN   31.5620                 NaN
  1030.85        2500.00                 NaN            NaN            NaN   10.2827        2.48032                 NaN   9.20101        45.9291       0.542814                 NaN   31.5640                 NaN
  1029.30        2500.00                 NaN            NaN            NaN   10.2565        2.50866                 NaN   9.20383        45.9225       0.542350                 NaN   31.5662                 NaN
  1027.76        2500.00                 NaN            NaN            NaN   10.2822        2.48853                 NaN   9.21172        45.9090       0.540348                 NaN   31.5683                 NaN
  1026.22        2500.00                 NaN            NaN            NaN   10.2627        2.51161                 NaN   9.21587        45.8996       0.539663                 NaN   31.5706                 NaN
  1024.68        2500.00                 NaN            NaN            NaN   10.2611        2.51746                 NaN   9.22088        45.8891       0.538530                 NaN   31.5730                 NaN
  1023.13        2500.00                 NaN            NaN            NaN   2.54953        10.2312                 NaN   9.22298        45.8829       0.538224                 NaN   31.5752                 NaN
  1021.59        2500.00                 NaN            NaN            NaN   2.55693        10.2266                 NaN   9.22676        45.8750       0.537477                 NaN   31.5772                 NaN
  1020.05        2500.00                 NaN            NaN            NaN   10.2585        2.52889                 NaN   9.23162        45.8647       0.536677                 NaN   31.5797                 NaN
  1018.51        2500.00                 NaN            NaN            NaN   10.2461        2.54432                 NaN   9.23420        45.8574       0.535961                 NaN   31.5820                 NaN
  1016.97        2500.00                 NaN            NaN            NaN   9.12294        3.54999                 NaN   9.12994        46.0518       0.569681                 NaN   31.5757                 NaN
  1015.42        2500.00                 NaN            NaN            NaN   9.12268        3.54990                 NaN   9.12993        46.0512       0.569670                 NaN   31.5766                 NaN
  1013.88        2500.00                 NaN            NaN            NaN   9.12242        3.54981                 NaN   9.12993        46.0507       0.569658                 NaN   31.5775                 NaN
  1012.34        2500.00                 NaN            NaN            NaN   9.12220        3.54968                 NaN   9.12993        46.0501       0.569646                 NaN   31.5784                 NaN
  1010.80        2500.00                 NaN            NaN            NaN   9.12190        3.54962                 NaN   9.12992        46.0496       0.569636                 NaN   31.5794                 NaN
  1009.25        2500.00                 NaN            NaN            NaN   9.12164        3.54953                 NaN   9.12991        46.0490       0.569624                 NaN   31.5803                 NaN
  1007.71        2500.00                 NaN            NaN            NaN   9.12138        3.54943                 NaN   9.12991        46.0485       0.569613                 NaN   31.5812                 NaN
  1006.17        2500.00                 NaN            NaN            NaN   9.12112        3.54934                 NaN   9.12990        46.0479       0.569602                 NaN   31.5821                 NaN
  1004.63        2500.00                 NaN            NaN            NaN   9.12086        3.54925                 NaN   9.12990        46.0474       0.569591                 NaN   31.5830                 NaN
  1003.08        2500.00                 NaN            NaN            NaN   9.12060        3.54915                 NaN   9.12989        46.0468       0.569579                 NaN   31.5839                 NaN
  1001.54        2500.00                 NaN            NaN            NaN   9.12034        3.54906                 NaN   9.12989        46.0463       0.569568                 NaN   31.5849                 NaN
  1000.00        2500.00                 NaN            NaN            NaN   9.12008        3.54897                 NaN   9.12988        46.0457       0.569557                 NaN   31.5858                 NaN
