|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.75/Y98/Y98_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           San(TH)        ilm            q              O(HP)         
  1229.74        500.000                 NaN   98.7224                 NaN  0.312927                 NaN            NaN  0.142505                 NaN  0.775983       0.461614E-001            NaN            NaN
  1228.59        500.000                 NaN   98.7526                 NaN  0.305039                 NaN            NaN  0.138737                 NaN  0.759038       0.445963E-001            NaN            NaN
  1227.44        500.000                 NaN   98.7829                 NaN  0.296443                 NaN            NaN  0.134072                 NaN  0.743096       0.435116E-001            NaN            NaN
  1226.29        500.000                 NaN   98.8077                 NaN  0.291984                 NaN            NaN  0.132670                 NaN  0.726477       0.411624E-001            NaN            NaN
  1225.14        500.000                 NaN   98.8353                 NaN  0.284325                 NaN            NaN  0.128711                 NaN  0.711635       0.400275E-001            NaN            NaN
  1224.00        500.000                 NaN   98.8607                 NaN  0.277888                 NaN            NaN  0.125692                 NaN  0.697092       0.386172E-001            NaN            NaN
  1222.85        500.000                 NaN   98.8874                 NaN  0.270848                 NaN            NaN  0.121860                 NaN  0.682351       0.375068E-001            NaN            NaN
  1221.70        500.000                 NaN   90.2249                 NaN   1.08447                 NaN            NaN  0.775055                 NaN   4.00014       0.139343        3.77607                 NaN
  1220.55        500.000                 NaN   88.4734                 NaN   1.26832                 NaN            NaN  0.903587                 NaN   4.63847       0.154819        4.56135                 NaN
  1219.40        500.000                 NaN   89.0448                 NaN   1.23567                 NaN            NaN  0.861528                 NaN   4.38571       0.141467        4.33084                 NaN
  1218.25        500.000                 NaN   89.5075                 NaN   1.21223                 NaN            NaN  0.826529                 NaN   4.17900       0.130582        4.14415                 NaN
  1217.10        500.000                 NaN   89.8582                 NaN   1.20179                 NaN            NaN  0.800290                 NaN   4.01724       0.121482        4.00101                 NaN
  1215.95        500.000                 NaN   90.1590                 NaN   1.19590                 NaN            NaN  0.778368                 NaN   3.87657       0.113169        3.87697                 NaN
  1214.81        500.000                 NaN   90.4819                 NaN   1.18575                 NaN            NaN  0.757199                 NaN   3.72830       0.104203        3.74266                 NaN
  1213.66        500.000                 NaN   90.7047                 NaN   1.18464                 NaN            NaN  0.740605                 NaN   3.62189       0.978713E-001   3.65028                 NaN
  1212.51        500.000                 NaN   90.9188                 NaN   1.18260                 NaN            NaN  0.725745                 NaN   3.52034       0.914956E-001   3.56102                 NaN
  1211.36        500.000                 NaN   93.1727                 NaN  0.491158                 NaN            NaN  0.527356                 NaN   2.77969       0.887612E-001   2.94029                 NaN
  1210.21        500.000                 NaN   73.8326                 NaN   2.66906                 NaN            NaN   2.30658                 NaN   10.2218       0.180667        10.7893                 NaN
  1209.06        500.000                 NaN   95.2952                 NaN  0.879179                 NaN            NaN  0.380790                 NaN   1.72065       0.317212E-001   1.69250                 NaN
  1207.91        500.000                 NaN   94.9000                 NaN  0.934300                 NaN            NaN  0.411774                 NaN   1.86739       0.342666E-001   1.85229                 NaN
  1206.77        500.000                 NaN   89.2692                 NaN   3.25743                 NaN            NaN   1.00390                 NaN   3.20020       0.913960E-001   3.17788                 NaN
  1205.62        500.000                 NaN   96.1920                 NaN  0.736789                 NaN            NaN            NaN            NaN   1.63949       0.112642E-001   1.42051                 NaN
  1204.47        500.000                 NaN   96.3304                 NaN  0.592849                 NaN            NaN  0.272459                 NaN   1.40022       0.297517E-001   1.37429                 NaN
  1203.32        500.000                 NaN   94.3267                 NaN  0.702811                 NaN            NaN  0.439853                 NaN   2.21866       0.551205E-001   2.25686                 NaN
  1202.17        500.000                 NaN   72.1973                 NaN   2.85160       0.713222                 NaN   2.21614                 NaN   10.9326       0.238078        10.8511                 NaN
  1201.02        500.000                 NaN   99.0107                 NaN  0.158644                 NaN            NaN  0.636636E-001            NaN  0.338948       0.926766E-002  0.418759                 NaN
  1199.87        500.000                 NaN   99.3839                 NaN  0.802890E-001            NaN            NaN  0.442900E-001            NaN  0.245221       0.723331E-002  0.239020                 NaN
  1198.72        500.000                 NaN   99.4458                 NaN  0.729873E-001            NaN            NaN  0.394481E-001            NaN  0.218882       0.631573E-002  0.216573                 NaN
  1197.58        500.000                 NaN   99.5346                 NaN  0.401422E-001            NaN            NaN  0.406562E-001            NaN  0.215118       0.502711E-002  0.164496                 NaN
  1196.43        500.000                 NaN   78.5132                 NaN   2.25066        1.29686                 NaN   1.68072                 NaN   7.84046       0.107674        8.31044                 NaN
  1195.28        500.000                 NaN   99.7221                 NaN  0.109257E-004            NaN            NaN  0.228926E-001            NaN  0.111442       0.269957E-002  0.121715       0.191572E-001
  1194.13        500.000                 NaN   99.4201                 NaN  0.919869E-001  0.558390E-005            NaN  0.448079E-001            NaN  0.225760       0.267295E-002  0.214641                 NaN
  1192.98        500.000                 NaN   84.8968                 NaN   2.01134                 NaN            NaN   1.17165                 NaN   5.93294       0.857463E-001   5.90151                 NaN
  1191.83        500.000                 NaN   79.0735                 NaN   2.54493                 NaN            NaN   1.55906                 NaN   8.42932       0.127331        8.26582                 NaN
  1190.68        500.000                 NaN            NaN            NaN   11.4045                 NaN            NaN   7.28564                 NaN   40.9361       0.571785        39.8019                 NaN
  1189.53        500.000                 NaN            NaN            NaN   11.4170                 NaN            NaN   7.29860                 NaN   40.9141       0.566343        39.8040                 NaN
  1188.39        500.000                 NaN            NaN            NaN   11.4172                 NaN            NaN   7.29884                 NaN   40.9137       0.566255        39.8040                 NaN
  1187.24        500.000                 NaN            NaN            NaN   11.4175                 NaN            NaN   7.29917                 NaN   40.9132       0.566139        39.8040                 NaN
  1186.09        500.000                 NaN            NaN            NaN   11.4177                 NaN            NaN   7.29941                 NaN   40.9128       0.566045        39.8041                 NaN
  1184.94        500.000                 NaN            NaN            NaN   11.4180                 NaN            NaN   7.29972                 NaN   40.9123       0.565932        39.8041                 NaN
  1183.79        500.000                 NaN            NaN            NaN   11.4181                 NaN            NaN   7.29996                 NaN   40.9119       0.565847        39.8041                 NaN
  1182.64        500.000                 NaN            NaN            NaN   11.4185                 NaN            NaN   7.30030                 NaN   40.9113       0.565709        39.8042                 NaN
  1181.49        500.000                 NaN            NaN            NaN   11.4187                 NaN            NaN   7.30055                 NaN   40.9109       0.565613        39.8042                 NaN
  1180.35        500.000                 NaN            NaN            NaN   11.4190                 NaN            NaN   7.30087                 NaN   40.9104       0.565490        39.8042                 NaN
  1179.20        500.000                 NaN            NaN            NaN   11.4193                 NaN            NaN   7.30117                 NaN   40.9099       0.565367        39.8043                 NaN
  1178.05        500.000                 NaN            NaN            NaN   11.4196                 NaN            NaN   7.30151                 NaN   40.9094       0.565237        39.8043                 NaN
  1176.90        500.000                 NaN            NaN            NaN   11.4199                 NaN            NaN   7.30182                 NaN   40.9088       0.565112        39.8044                 NaN
  1175.75        500.000                 NaN            NaN            NaN   11.4202                 NaN            NaN   7.30215                 NaN   40.9083       0.564983        39.8044                 NaN
  1174.60        500.000                 NaN            NaN            NaN   11.4205                 NaN            NaN   7.30248                 NaN   40.9077       0.564848        39.8045                 NaN
  1173.45        500.000                 NaN            NaN            NaN   11.4208                 NaN            NaN   7.30283                 NaN   40.9071       0.564710        39.8045                 NaN
  1172.30        500.000                 NaN            NaN            NaN   11.4211                 NaN            NaN   7.30318                 NaN   40.9065       0.564566        39.8046                 NaN
  1171.16        500.000                 NaN            NaN            NaN   11.4219                 NaN            NaN   7.30369                 NaN   40.9054       0.564326        39.8047                 NaN
  1170.01        500.000                 NaN            NaN            NaN   11.4317                 NaN            NaN   7.31385                 NaN   40.8883       0.559942        39.8062                 NaN
  1168.86        500.000                 NaN            NaN            NaN   11.4173                 NaN            NaN   7.29615                 NaN   40.9156       0.566976        39.8039                 NaN
  1167.71        500.000                 NaN            NaN            NaN   11.4317                 NaN            NaN   7.31385                 NaN   40.8883       0.559942        39.8062                 NaN
  1166.56        500.000                 NaN            NaN            NaN   11.4317                 NaN            NaN   7.31385                 NaN   40.8883       0.559943        39.8062                 NaN
  1165.41        500.000                 NaN            NaN            NaN   11.4317                 NaN            NaN   7.31385                 NaN   40.8883       0.559942        39.8062                 NaN
  1164.26        500.000                 NaN            NaN            NaN   11.4317                 NaN            NaN   7.31385                 NaN   40.8883       0.559942        39.8062                 NaN
  1163.11        500.000                 NaN            NaN            NaN   11.4317                 NaN            NaN   7.31385                 NaN   40.8883       0.559942        39.8062                 NaN
  1161.97        500.000                 NaN            NaN            NaN   11.4317                 NaN            NaN   7.31385                 NaN   40.8883       0.559942        39.8062                 NaN
  1160.82        500.000                 NaN            NaN            NaN   11.4317                 NaN            NaN   7.31385                 NaN   40.8883       0.559942        39.8062                 NaN
  1159.67        500.000                 NaN            NaN            NaN   11.4317                 NaN            NaN   7.31385                 NaN   40.8883       0.559942        39.8062                 NaN
  1158.52        500.000                 NaN            NaN            NaN   11.4317                 NaN            NaN   7.31385                 NaN   40.8883       0.559942        39.8062                 NaN
  1157.37        500.000                 NaN            NaN            NaN   11.4317                 NaN            NaN   7.31385                 NaN   40.8883       0.559942        39.8062                 NaN
  1156.22        500.000                 NaN            NaN            NaN   11.4286                 NaN            NaN   7.31005                 NaN   40.8940       0.561565        39.8057                 NaN
  1155.07        500.000                 NaN            NaN            NaN   11.4284                 NaN            NaN   7.31021                 NaN   40.8941       0.561534        39.8057                 NaN
  1153.93        500.000                 NaN            NaN            NaN   11.4292                 NaN            NaN   7.31087                 NaN   40.8929       0.561236        39.8058                 NaN
  1152.78        500.000                 NaN            NaN            NaN   11.4299                 NaN            NaN   7.31157                 NaN   40.8916       0.560919        39.8060                 NaN
  1151.63        500.000                 NaN            NaN            NaN   11.4308                 NaN            NaN   7.31232                 NaN   40.8902       0.560579        39.8061                 NaN
  1150.48        500.000                 NaN            NaN            NaN   11.4317                 NaN            NaN   7.31312                 NaN   40.8888       0.560214        39.8062                 NaN
  1149.33        500.000                 NaN            NaN            NaN   11.4326                 NaN            NaN   7.31398                 NaN   40.8872       0.559820        39.8064                 NaN
  1148.18        500.000                 NaN            NaN            NaN   11.4337                 NaN            NaN   7.31490                 NaN   40.8854       0.559394        39.8066                 NaN
  1147.03        500.000                 NaN            NaN            NaN   11.4349                 NaN            NaN   7.31590                 NaN   40.8836       0.558930        39.8068                 NaN
  1145.88        500.000                 NaN            NaN            NaN   11.4361                 NaN            NaN   7.31699                 NaN   40.8815       0.558423        39.8070                 NaN
  1144.74        500.000                 NaN            NaN            NaN   11.4375                 NaN            NaN   7.31818                 NaN   40.8793       0.557864        39.8072                 NaN
  1143.59        500.000                 NaN            NaN            NaN   11.4442                 NaN            NaN   7.32375                 NaN   40.8686       0.555222        39.8083                 NaN
  1142.44        500.000                 NaN            NaN            NaN   11.4453                 NaN            NaN   7.32480                 NaN   40.8667       0.554747        39.8085                 NaN
  1141.29        500.000                 NaN            NaN            NaN   11.4466                 NaN            NaN   7.32588                 NaN   40.8647       0.554252        39.8087                 NaN
  1140.14        500.000                 NaN            NaN            NaN   11.4478                 NaN            NaN   7.32701                 NaN   40.8626       0.553737        39.8089                 NaN
  1138.99        500.000                 NaN            NaN            NaN   11.4491                 NaN            NaN   7.32819                 NaN   40.8604       0.553199        39.8091                 NaN
  1137.84        500.000                 NaN            NaN            NaN   11.4505                 NaN            NaN   7.32941                 NaN   40.8581       0.552638        39.8093                 NaN
  1136.69        500.000                 NaN            NaN            NaN   11.4697                 NaN            NaN   7.34475                 NaN   40.8277       0.545422        39.8124                 NaN
  1135.55        500.000                 NaN            NaN            NaN   11.4698                 NaN            NaN   7.34548                 NaN   40.8270       0.545321        39.8124                 NaN
  1134.40        500.000                 NaN            NaN            NaN   11.4683                 NaN            NaN   7.34524                 NaN   40.8285       0.545830        39.8121                 NaN
  1133.25        500.000                 NaN            NaN            NaN   11.4668                 NaN            NaN   7.34496                 NaN   40.8300       0.546350        39.8118                 NaN
  1132.10        500.000                 NaN            NaN            NaN   11.4778                 NaN            NaN   7.35223                 NaN   40.8142       0.542070        39.8137                 NaN
  1130.95        500.000                 NaN            NaN            NaN   11.4798                 NaN            NaN   7.35407                 NaN   40.8109       0.541246        39.8140                 NaN
  1129.80        500.000                 NaN            NaN            NaN   11.4822                 NaN            NaN   7.35610                 NaN   40.8070       0.540324        39.8144                 NaN
  1128.65        500.000                 NaN            NaN            NaN   11.4841                 NaN            NaN   7.35792                 NaN   40.8038       0.539509        39.8147                 NaN
  1127.51        500.000                 NaN            NaN            NaN   11.4860                 NaN            NaN   7.35977                 NaN   40.8005       0.538678        39.8150                 NaN
  1126.36        500.000                 NaN            NaN            NaN   11.4849                 NaN            NaN   7.35980                 NaN   40.8015       0.539011        39.8148                 NaN
  1125.21        500.000                 NaN            NaN            NaN   11.4881                 NaN            NaN   7.36241                 NaN   40.7965       0.537691        39.8153                 NaN
  1124.06        500.000                 NaN            NaN            NaN   11.4928                 NaN            NaN   7.36567                 NaN   40.7895       0.535985        39.8161                 NaN
  1122.91        500.000                 NaN            NaN            NaN   11.4940                 NaN            NaN   7.36728                 NaN   40.7871       0.535283        39.8163                 NaN
  1121.76        500.000                 NaN            NaN            NaN   11.4962                 NaN            NaN   7.36919                 NaN   40.7836       0.534408        39.8166                 NaN
  1120.61        500.000                 NaN            NaN            NaN   11.4858                 NaN            NaN   7.36336                 NaN   40.7976       0.538365        39.8149                 NaN
  1119.46        500.000                 NaN            NaN            NaN   11.5005                 NaN            NaN   7.37289                 NaN   40.7766       0.532702        39.8173                 NaN
  1118.32        500.000                 NaN            NaN            NaN   11.4841                 NaN            NaN   7.36324                 NaN   40.7991       0.538934        39.8146                 NaN
  1117.17        500.000                 NaN            NaN            NaN   11.4847                 NaN            NaN   7.36351                 NaN   40.7984       0.538702        39.8147                 NaN
  1116.02        500.000                 NaN            NaN            NaN   11.5065                 NaN            NaN   7.37849                 NaN   40.7665       0.530130        39.8183                 NaN
  1114.87        500.000                 NaN            NaN            NaN   11.5048                 NaN            NaN   7.37802                 NaN   40.7684       0.530741        39.8180                 NaN
  1113.72        500.000                 NaN            NaN            NaN   11.4959                 NaN            NaN   7.37300                 NaN   40.7804       0.534151        39.8165                 NaN
  1112.57        500.000                 NaN            NaN            NaN   11.4958                 NaN            NaN   7.37336                 NaN   40.7802       0.534182        39.8165                 NaN
  1111.42        500.000                 NaN            NaN            NaN   11.4982                 NaN            NaN   7.37542                 NaN   40.7763       0.533172        39.8169                 NaN
  1110.27        500.000                 NaN            NaN            NaN   11.5008                 NaN            NaN   7.37752                 NaN   40.7722       0.532137        39.8173                 NaN
  1109.13        500.000                 NaN            NaN            NaN   11.5034                 NaN            NaN   7.37967                 NaN   40.7681       0.531075        39.8178                 NaN
  1107.98        500.000                 NaN            NaN            NaN   11.5061                 NaN            NaN   7.38187                 NaN   40.7639       0.529979        39.8182                 NaN
  1106.83        500.000                 NaN            NaN            NaN   11.5088                 NaN            NaN   7.38409                 NaN   40.7596       0.528877        39.8187                 NaN
  1105.68        500.000                 NaN            NaN            NaN   11.5117                 NaN            NaN   7.38649                 NaN   40.7550       0.527666        39.8191                 NaN
  1104.53        500.000                 NaN            NaN            NaN   11.5100                 NaN            NaN   7.38587                 NaN   40.7570       0.528315        39.8188                 NaN
  1103.38        500.000                 NaN            NaN            NaN   11.2892       0.222051                 NaN   7.38702                 NaN   40.7549       0.527802        39.8191                 NaN
  1102.23        500.000                 NaN            NaN            NaN   11.0385       0.474769                 NaN   7.38864                 NaN   40.7517       0.526989        39.8194                 NaN
  1101.09        500.000                 NaN            NaN            NaN   10.7804       0.734879                 NaN   7.39027                 NaN   40.7484       0.526174        39.8198                 NaN
  1099.94        500.000                 NaN            NaN            NaN   10.5649       0.952338                 NaN   7.39188                 NaN   40.7453       0.525377        39.8201                 NaN
  1098.79        500.000                 NaN            NaN            NaN   11.5273                 NaN            NaN   7.39930                 NaN   40.7303       0.521343        39.8217                 NaN
  1097.64        500.000                 NaN            NaN            NaN   11.5299                 NaN            NaN   7.40140                 NaN   40.7263       0.520312        39.8222                 NaN
  1096.49        500.000                 NaN            NaN            NaN   11.5324                 NaN            NaN   7.40349                 NaN   40.7223       0.519290        39.8226                 NaN
  1095.34        500.000                 NaN            NaN            NaN   11.5446                 NaN            NaN   7.41185                 NaN   40.7045       0.514452        39.8246                 NaN
  1094.19        500.000                 NaN            NaN            NaN   8.09717        3.43380                 NaN   7.40292                 NaN   40.7238       0.519826        39.8224                 NaN
  1093.04        500.000                 NaN            NaN            NaN   8.05514        3.47679                 NaN   7.40369                 NaN   40.7223       0.519438        39.8226                 NaN
  1091.90        500.000                 NaN            NaN            NaN   8.50334        3.02876                 NaN   7.40389                 NaN   40.7220       0.519365        39.8227                 NaN
  1090.75        500.000                 NaN            NaN            NaN   8.87221        2.66031                 NaN   7.40427                 NaN   40.7213       0.519188        39.8228                 NaN
  1089.60        500.000                 NaN            NaN            NaN   9.11872        2.41487                 NaN   7.40516                 NaN   40.7196       0.518743        39.8229                 NaN
  1088.45        500.000                 NaN            NaN            NaN   9.31057        2.22438                 NaN   7.40630                 NaN   40.7174       0.518169        39.8232                 NaN
  1087.30        500.000                 NaN            NaN            NaN   9.51470        2.02153                 NaN   7.40736                 NaN   40.7154       0.517629        39.8233                 NaN
  1086.15        500.000                 NaN            NaN            NaN   9.45478        2.09076                 NaN   7.41350                 NaN   40.7021       0.513919        39.8249                 NaN
  1085.00        500.000                 NaN            NaN            NaN   2.04761        9.50679                 NaN   7.41978                 NaN   40.6891       0.510378        39.8263                 NaN
  1083.85        500.000                 NaN            NaN            NaN   1.75747        9.80079                 NaN   7.42316                 NaN   40.6829       0.508775        39.8269                 NaN
  1082.71        500.000                 NaN            NaN            NaN   1.58791        9.97354                 NaN   7.42590                 NaN   40.6778       0.507465        39.8274                 NaN
  1081.56        500.000                 NaN            NaN            NaN   1.60230        9.96122                 NaN   7.42757                 NaN   40.6745       0.506631        39.8278                 NaN
  1080.41        500.000                 NaN            NaN            NaN   9.95508        1.61053                 NaN   7.42927                 NaN   40.6712       0.505789        39.8281                 NaN
  1079.26        500.000                 NaN            NaN            NaN   1.59663        9.97129                 NaN   7.43115                 NaN   40.6676       0.504856        39.8285                 NaN
  1078.11        500.000                 NaN            NaN            NaN   1.56882        10.0015                 NaN   7.43315                 NaN   40.6637       0.503867        39.8289                 NaN
  1076.96        500.000                 NaN            NaN            NaN   1.55296        10.0197                 NaN   7.43507                 NaN   40.6600       0.502918        39.8293                 NaN
  1075.81        500.000                 NaN            NaN            NaN   1.51212        10.0631                 NaN   7.43718                 NaN   40.6560       0.501876        39.8297                 NaN
  1074.67        500.000                 NaN            NaN            NaN   10.1031        1.47519                 NaN   7.43961                 NaN   40.6513       0.500627        39.8302                 NaN
  1073.52        500.000                 NaN            NaN            NaN   10.2249        1.35625                 NaN   7.44210                 NaN   40.6466       0.499461        39.8307                 NaN
  1072.37        500.000                 NaN            NaN            NaN   11.5834                 NaN            NaN   7.44657                 NaN   40.6408       0.498337        39.8309                 NaN
  1071.22        500.000                 NaN            NaN            NaN   11.5914                 NaN            NaN   7.45231                 NaN   40.6290       0.495119        39.8322                 NaN
  1070.07        500.000                 NaN            NaN            NaN   11.5982                 NaN            NaN   7.45727                 NaN   40.6189       0.492381        39.8333                 NaN
  1068.92        500.000                 NaN            NaN            NaN   11.6034       0.740217E-005            NaN   7.46122                 NaN   40.6109       0.490239        39.8342                 NaN
  1067.77        500.000                 NaN            NaN            NaN   11.6062       0.702650E-005            NaN   7.46346                 NaN   40.6065       0.489106        39.8347                 NaN
  1066.62        500.000                 NaN            NaN            NaN   11.2560       0.351059                 NaN   7.46435                 NaN   40.6050       0.488752        39.8349                 NaN
  1065.48        500.000                 NaN            NaN            NaN   11.6120       0.622152E-005            NaN   7.46815                 NaN   40.5974       0.486737        39.8356                 NaN
  1064.33        500.000                 NaN            NaN            NaN   11.6146                 NaN            NaN   7.47042                 NaN   40.5934       0.485606        39.8360                 NaN
  1063.18        500.000                 NaN            NaN            NaN   11.2610       0.355927                 NaN   7.46991                 NaN   40.5910       0.485399        39.8368                 NaN
  1062.03        500.000                 NaN            NaN            NaN   10.2801       0.566653       0.763957        7.46705                 NaN   40.5994       0.487291        39.8355                 NaN
  1060.88        500.000                 NaN            NaN            NaN   10.4567        1.16202                 NaN   7.47406                 NaN   40.5864       0.483989        39.8368                 NaN
  1059.73        500.000                 NaN            NaN            NaN   11.6156       0.172557E-005            NaN   7.47229                 NaN   40.5906       0.485249        39.8362                 NaN
  1058.58        500.000                 NaN            NaN            NaN   10.3601        1.26354                 NaN   7.47803                 NaN   40.5786       0.482001        39.8377                 NaN
  1057.43        500.000                 NaN            NaN            NaN   10.3251        1.29953                 NaN   7.47896                 NaN   40.5771       0.481484        39.8379                 NaN
  1056.29        500.000                 NaN            NaN            NaN   10.1512        1.47688                 NaN   7.48128                 NaN   40.5719       0.480321        39.8384                 NaN
  1055.14        500.000                 NaN            NaN            NaN   1.66266        9.96375                 NaN   7.48103                 NaN   40.5738       0.480619        39.8382                 NaN
  1053.99        500.000                 NaN            NaN            NaN   9.60943        2.02140                 NaN   7.48417                 NaN   40.5668       0.479067        39.8391                 NaN
  1052.84        500.000                 NaN            NaN            NaN   9.41719        2.20441                 NaN   7.47943                 NaN   40.5803       0.481484        39.8372                 NaN
  1051.69        500.000                 NaN            NaN            NaN   9.24825        2.37333                 NaN   7.47798                 NaN   40.5812       0.481826        39.8375                 NaN
  1050.54        500.000                 NaN            NaN            NaN   2.23279        9.38487                 NaN   7.47702                 NaN   40.5856       0.483087        39.8366                 NaN
  1049.39        500.000                 NaN            NaN            NaN   1.85329        9.77696                 NaN   7.48578                 NaN   40.5668       0.478425        39.8388                 NaN
  1048.25        500.000                 NaN            NaN            NaN   10.1635        1.46287                 NaN   7.48395                 NaN   40.5726       0.479315        39.8378                 NaN
  1047.10        500.000                 NaN            NaN            NaN   10.9745       0.670304                 NaN   7.49648                 NaN   40.5452       0.472628        39.8409                 NaN
  1045.95        500.000                 NaN            NaN            NaN   10.6996       0.113039E-005            NaN   7.39938                 NaN   40.7455       0.529701        40.0025       0.623276     
  1044.80        500.000                 NaN            NaN            NaN   10.2624                 NaN            NaN   7.35544                 NaN   40.8367       0.555387        40.0777       0.912355     
  1043.65        500.000                 NaN            NaN            NaN   9.17291       0.762602                 NaN   7.31653                 NaN   40.9193       0.577738        40.1299        1.12094     
  1042.50        500.000                 NaN            NaN            NaN   9.68983                 NaN            NaN   7.28505                 NaN   40.9868       0.595695        40.1677        1.27490     
  1041.35        500.000                 NaN            NaN            NaN   9.50728                 NaN            NaN   7.26052                 NaN   41.0396       0.609618        40.1950        1.38790     
  1040.20        500.000                 NaN            NaN            NaN   9.36839                 NaN            NaN   7.24105                 NaN   41.0818       0.620631        40.2153        1.47286     
  1039.06        500.000                 NaN            NaN            NaN   9.27711                 NaN            NaN   7.21584                 NaN   41.1404       0.633797        40.2196        1.51326     
  1037.91        500.000                 NaN            NaN            NaN   9.39824       0.319346E-002            NaN   7.28187                 NaN   40.9886       0.598861        40.2335        1.49575     
  1036.76        500.000                 NaN            NaN            NaN   9.37847       0.242771E-002            NaN   7.28094                 NaN   40.9905       0.599498        40.2376        1.51053     
  1035.61        500.000                 NaN            NaN            NaN   9.24775                 NaN            NaN   7.21957                 NaN   41.1297       0.632364        40.2296        1.54106     
  1034.46        500.000                 NaN            NaN            NaN   4.75626        5.51101                 NaN   7.31645                 NaN   40.9315       0.575116        40.0501       0.859535     
  1033.31        500.000                 NaN            NaN            NaN   9.38678                 NaN            NaN   7.28636                 NaN   40.9782       0.596619        40.2397        1.51233     
  1032.16        500.000                 NaN            NaN            NaN   9.11816                 NaN            NaN   7.19797                 NaN   41.1778       0.643753        40.2457        1.61654     
  1031.01        500.000                 NaN            NaN            NaN   9.14089                 NaN            NaN   7.19905                 NaN   41.1736       0.643093        40.2419        1.60149     
  1029.87        500.000                 NaN            NaN            NaN   9.20370                 NaN            NaN   7.26915                 NaN   41.0146       0.606897        40.2717        1.63404     
  1028.72        500.000                 NaN            NaN            NaN   3.06047        5.41848                 NaN   7.17896                 NaN   41.2073       0.659784        40.3849        2.09013     
  1027.57        500.000                 NaN            NaN            NaN   9.15368                 NaN            NaN   7.26721                 NaN   41.0164       0.608233        40.2828        1.67165     
  1026.42        500.000                 NaN            NaN            NaN   8.90480                 NaN            NaN   7.23848                 NaN   41.0771       0.625051        40.3233        1.83124     
  1025.27        500.000                 NaN            NaN            NaN   2.86023        5.25772                 NaN   7.14118                 NaN   41.2883       0.682761        40.4462        2.32367     
  1024.12        500.000                 NaN            NaN            NaN   8.80260                 NaN            NaN   7.22937                 NaN   41.0953       0.630557        40.3418        1.90033     
  1022.97        500.000                 NaN            NaN            NaN   8.80718                 NaN            NaN   7.23098                 NaN   41.0919       0.629687        40.3418        1.89849     
  1021.83        500.000                 NaN            NaN            NaN   6.70842        1.10787                 NaN   7.11275                 NaN   41.3512       0.699748        40.4975        2.52257     
  1020.68        500.000                 NaN            NaN            NaN   6.71899        1.09581                 NaN   7.11257                 NaN   41.3516       0.699851        40.4977        2.52351     
  1019.53        500.000                 NaN            NaN            NaN   6.92726        1.59492                 NaN   7.20003                 NaN   41.1593       0.648153        40.3885        2.08189     
  1018.38        500.000                 NaN            NaN            NaN   6.74085        1.07086                 NaN   7.11221                 NaN   41.3524       0.700064        40.4982        2.52547     
  1017.23        500.000                 NaN            NaN            NaN   1.72957        6.72956                 NaN   7.19444                 NaN   41.1708       0.651564        40.3998        2.12428     
  1016.08        500.000                 NaN            NaN            NaN   6.78676        1.01845                 NaN   7.11145                 NaN   41.3540       0.700511        40.4992        2.52958     
  1014.93        500.000                 NaN            NaN            NaN   6.53705        1.86317                 NaN   7.18921                 NaN   41.1815       0.654757        40.4104        2.16388     
  1013.78        500.000                 NaN            NaN            NaN   6.81101       0.990776                 NaN   7.11105                 NaN   41.3549       0.700747        40.4998        2.53175     
  1012.64        500.000                 NaN            NaN            NaN   8.62632                 NaN            NaN   7.22174                 NaN   41.1077       0.635849        40.3792        2.02913     
  1011.49        500.000                 NaN            NaN            NaN   6.83625       0.961967                 NaN   7.11064                 NaN   41.3558       0.700993        40.5003        2.53401     
  1010.34        500.000                 NaN            NaN            NaN   8.56451                 NaN            NaN   7.21663                 NaN   41.1179       0.638928        40.3907        2.07136     
  1009.19        500.000                 NaN            NaN            NaN   6.83317       0.965491                 NaN   7.11069                 NaN   41.3557       0.700963        40.5003        2.53373     
  1008.04        500.000                 NaN            NaN            NaN   8.51458                 NaN            NaN   7.21310                 NaN   41.1246       0.641223        40.4004        2.10612     
  1006.89        500.000                 NaN            NaN            NaN   6.85810       0.937028                 NaN   7.11028                 NaN   41.3566       0.701206        40.5008        2.53596     
  1005.74        500.000                 NaN            NaN            NaN   8.45893                 NaN            NaN   7.20875                 NaN   41.1330       0.643937        40.4110        2.14442     
  1004.59        500.000                 NaN            NaN            NaN   6.88381       0.907687                 NaN   7.10985                 NaN   41.3575       0.701456        40.5014        2.53826     
  1003.45        500.000                 NaN            NaN            NaN   8.40565                 NaN            NaN   7.20458                 NaN   41.1411       0.646535        40.4211        2.18108     
  1002.30        500.000                 NaN            NaN            NaN   6.91031       0.877446                 NaN   7.10942                 NaN   41.3585       0.701714        40.5020        2.54064     
  1001.15        500.000                 NaN            NaN            NaN   8.35665                 NaN            NaN   7.20093                 NaN   41.1481       0.648838        40.4305        2.21503     
  1000.00        500.000                 NaN            NaN            NaN   6.93761       0.846282                 NaN   7.10897                 NaN   41.3594       0.701980        40.5026        2.54308     
