|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.75/Y98/Y98_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           San(TH)        ilm            q              O(HP)         
  1230.89        500.000                 NaN   98.8569                 NaN  0.222807                 NaN            NaN  0.131823                 NaN  0.763723       0.247543E-001            NaN            NaN
  1229.74        500.000                 NaN   98.8851                 NaN  0.216540                 NaN            NaN  0.127451                 NaN  0.746793       0.240737E-001            NaN            NaN
  1228.59        500.000                 NaN   98.9121                 NaN  0.210793                 NaN            NaN  0.123980                 NaN  0.729884       0.232382E-001            NaN            NaN
  1227.44        500.000                 NaN   98.9389                 NaN  0.204724                 NaN            NaN  0.119715                 NaN  0.713973       0.226544E-001            NaN            NaN
  1226.29        500.000                 NaN   98.9617                 NaN  0.201076                 NaN            NaN  0.118370                 NaN  0.697448       0.214140E-001            NaN            NaN
  1225.14        500.000                 NaN   98.9862                 NaN  0.195627                 NaN            NaN  0.114747                 NaN  0.682658       0.208069E-001            NaN            NaN
  1224.00        500.000                 NaN   99.0089                 NaN  0.190924                 NaN            NaN  0.111969                 NaN  0.668182       0.200580E-001            NaN            NaN
  1222.85        500.000                 NaN   99.0326                 NaN  0.185919                 NaN            NaN  0.108473                 NaN  0.653550       0.194661E-001            NaN            NaN
  1221.70        500.000                 NaN   90.9972                 NaN  0.748986                 NaN            NaN  0.694935                 NaN   3.85939       0.728449E-001   3.62662                 NaN
  1220.55        500.000                 NaN   89.3579                 NaN  0.876345                 NaN            NaN  0.811686                 NaN   4.48388       0.810846E-001   4.38907                 NaN
  1219.40        500.000                 NaN   89.8935                 NaN  0.851941                 NaN            NaN  0.773847                 NaN   4.23953       0.740850E-001   4.16706                 NaN
  1218.25        500.000                 NaN   90.3276                 NaN  0.834299                 NaN            NaN  0.742393                 NaN   4.03992       0.683820E-001   3.98743                 NaN
  1217.10        500.000                 NaN   90.6578                 NaN  0.825730                 NaN            NaN  0.718851                 NaN   3.88401       0.636179E-001   3.84995                 NaN
  1215.95        500.000                 NaN   90.9419                 NaN  0.820385                 NaN            NaN  0.699181                 NaN   3.74845       0.592658E-001   3.73079                 NaN
  1214.81        500.000                 NaN   91.2468                 NaN  0.811800                 NaN            NaN  0.680133                 NaN   3.60525       0.545666E-001   3.60146                 NaN
  1213.66        500.000                 NaN   91.4583                 NaN  0.810059                 NaN            NaN  0.665215                 NaN   3.50264       0.512492E-001   3.51258                 NaN
  1212.51        500.000                 NaN   91.6616                 NaN  0.807547                 NaN            NaN  0.651823                 NaN   3.40460       0.479067E-001   3.42653                 NaN
  1211.36        500.000                 NaN   93.6376                 NaN  0.335663                 NaN            NaN  0.472725                 NaN   2.68378       0.463843E-001   2.82384                 NaN
  1210.21        500.000                 NaN   75.3402                 NaN   1.84174                 NaN            NaN   2.10678                 NaN   10.0566       0.961982E-001   10.5584                 NaN
  1209.06        500.000                 NaN   95.7477                 NaN  0.597033                 NaN            NaN  0.342291                 NaN   1.66627       0.166223E-001   1.63006                 NaN
  1207.91        500.000                 NaN   95.3855                 NaN  0.634355                 NaN            NaN  0.370086                 NaN   1.80841       0.179531E-001   1.78374                 NaN
  1206.77        500.000                 NaN   90.6233                 NaN   2.23451                 NaN            NaN  0.906314                 NaN   3.11375       0.480986E-001   3.07405                 NaN
  1205.62        500.000                 NaN   96.5654                 NaN  0.492826                 NaN            NaN            NaN            NaN   1.57746       0.586001E-002   1.35840                 NaN
  1204.47        500.000                 NaN   96.6790                 NaN  0.402555                 NaN            NaN  0.243015                 NaN   1.34654       0.154685E-001   1.31346                 NaN
  1203.32        500.000                 NaN   94.8010                 NaN  0.479953                 NaN            NaN  0.392900                 NaN   2.13719       0.287001E-001   2.16021                 NaN
  1202.17        500.000                 NaN   74.0416                 NaN   1.96278       0.506195                 NaN   2.01943                 NaN   10.7478       0.126457        10.5957                 NaN
  1201.02        500.000                 NaN   99.1045                 NaN  0.109625                 NaN            NaN  0.566200E-001            NaN  0.325349       0.480434E-002  0.399100                 NaN
  1199.87        500.000                 NaN   99.4384                 NaN  0.553436E-001            NaN            NaN  0.393744E-001            NaN  0.235370       0.374821E-002  0.227716                 NaN
  1198.72        500.000                 NaN   99.4949                 NaN  0.502512E-001            NaN            NaN  0.350683E-001            NaN  0.210153       0.327252E-002  0.206325                 NaN
  1197.58        500.000                 NaN   99.5710                 NaN  0.269501E-001            NaN            NaN  0.361387E-001            NaN  0.206609       0.260453E-002  0.156701                 NaN
  1196.43        500.000                 NaN   80.2531                 NaN   1.53974       0.883051                 NaN   1.52241                 NaN   7.67735       0.568463E-001   8.06749                 NaN
  1195.28        500.000                 NaN   99.7449                 NaN  0.723924E-005            NaN            NaN  0.202915E-001            NaN  0.106899       0.139465E-002  0.115625       0.109001E-001
  1194.13        500.000                 NaN   99.4766                 NaN  0.615957E-001  0.373741E-005            NaN  0.397278E-001            NaN  0.216714       0.138126E-002  0.203964                 NaN
  1192.98        500.000                 NaN   86.0842                 NaN   1.36934                 NaN            NaN   1.05195                 NaN   5.77067       0.448694E-001   5.67899                 NaN
  1191.83        500.000                 NaN   80.5477                 NaN   1.74676                 NaN            NaN   1.40564                 NaN   8.24532       0.669076E-001   7.98763                 NaN
  1190.68        500.000                 NaN            NaN            NaN   8.38406                 NaN            NaN   7.04283                 NaN   43.0113       0.322135        41.2397                 NaN
  1189.53        500.000                 NaN            NaN            NaN   8.39510                 NaN            NaN   7.05535                 NaN   42.9877       0.319064        41.2428                 NaN
  1188.39        500.000                 NaN            NaN            NaN   8.39508                 NaN            NaN   7.05556                 NaN   42.9867       0.319008        41.2436                 NaN
  1187.24        500.000                 NaN            NaN            NaN   8.39513                 NaN            NaN   7.05584                 NaN   42.9856       0.318937        41.2445                 NaN
  1186.09        500.000                 NaN            NaN            NaN   8.39511                 NaN            NaN   7.05604                 NaN   42.9847       0.318877        41.2453                 NaN
  1184.94        500.000                 NaN            NaN            NaN   8.39516                 NaN            NaN   7.05631                 NaN   42.9836       0.318808        41.2461                 NaN
  1183.79        500.000                 NaN            NaN            NaN   8.39511                 NaN            NaN   7.05652                 NaN   42.9827       0.318753        41.2469                 NaN
  1182.64        500.000                 NaN            NaN            NaN   8.39522                 NaN            NaN   7.05681                 NaN   42.9815       0.318669        41.2478                 NaN
  1181.49        500.000                 NaN            NaN            NaN   8.39522                 NaN            NaN   7.05702                 NaN   42.9805       0.318609        41.2486                 NaN
  1180.35        500.000                 NaN            NaN            NaN   8.39528                 NaN            NaN   7.05729                 NaN   42.9795       0.318533        41.2494                 NaN
  1179.20        500.000                 NaN            NaN            NaN   8.39534                 NaN            NaN   7.05756                 NaN   42.9784       0.318458        41.2503                 NaN
  1178.05        500.000                 NaN            NaN            NaN   8.39541                 NaN            NaN   7.05785                 NaN   42.9772       0.318379        41.2511                 NaN
  1176.90        500.000                 NaN            NaN            NaN   8.39548                 NaN            NaN   7.05812                 NaN   42.9761       0.318302        41.2520                 NaN
  1175.75        500.000                 NaN            NaN            NaN   8.39556                 NaN            NaN   7.05841                 NaN   42.9750       0.318223        41.2528                 NaN
  1174.60        500.000                 NaN            NaN            NaN   8.39565                 NaN            NaN   7.05870                 NaN   42.9739       0.318141        41.2536                 NaN
  1173.45        500.000                 NaN            NaN            NaN   8.39575                 NaN            NaN   7.05900                 NaN   42.9727       0.318057        41.2545                 NaN
  1172.30        500.000                 NaN            NaN            NaN   8.39586                 NaN            NaN   7.05931                 NaN   42.9715       0.317970        41.2553                 NaN
  1171.16        500.000                 NaN            NaN            NaN   8.39669                 NaN            NaN   7.05975                 NaN   42.9696       0.317827        41.2561                 NaN
  1170.01        500.000                 NaN            NaN            NaN   8.40489                 NaN            NaN   7.06959                 NaN   42.9514       0.315354        41.2588                 NaN
  1168.86        500.000                 NaN            NaN            NaN   8.39331                 NaN            NaN   7.05231                 NaN   42.9786       0.319304        41.2564                 NaN
  1167.71        500.000                 NaN            NaN            NaN   8.40447                 NaN            NaN   7.06952                 NaN   42.9503       0.315342        41.2604                 NaN
  1166.56        500.000                 NaN            NaN            NaN   8.40425                 NaN            NaN   7.06949                 NaN   42.9498       0.315337        41.2612                 NaN
  1165.41        500.000                 NaN            NaN            NaN   8.40404                 NaN            NaN   7.06946                 NaN   42.9492       0.315330        41.2620                 NaN
  1164.26        500.000                 NaN            NaN            NaN   8.40383                 NaN            NaN   7.06943                 NaN   42.9487       0.315324        41.2628                 NaN
  1163.11        500.000                 NaN            NaN            NaN   8.40362                 NaN            NaN   7.06940                 NaN   42.9481       0.315318        41.2636                 NaN
  1161.97        500.000                 NaN            NaN            NaN   8.40340                 NaN            NaN   7.06937                 NaN   42.9476       0.315312        41.2643                 NaN
  1160.82        500.000                 NaN            NaN            NaN   8.40319                 NaN            NaN   7.06934                 NaN   42.9470       0.315306        41.2651                 NaN
  1159.67        500.000                 NaN            NaN            NaN   8.40298                 NaN            NaN   7.06931                 NaN   42.9465       0.315300        41.2659                 NaN
  1158.52        500.000                 NaN            NaN            NaN   8.40277                 NaN            NaN   7.06928                 NaN   42.9459       0.315293        41.2667                 NaN
  1157.37        500.000                 NaN            NaN            NaN   8.40255                 NaN            NaN   7.06925                 NaN   42.9454       0.315287        41.2675                 NaN
  1156.22        500.000                 NaN            NaN            NaN   8.40047                 NaN            NaN   7.06549                 NaN   42.9504       0.316192        41.2674                 NaN
  1155.07        500.000                 NaN            NaN            NaN   8.39967                 NaN            NaN   7.06563                 NaN   42.9501       0.316170        41.2684                 NaN
  1153.93        500.000                 NaN            NaN            NaN   8.40016                 NaN            NaN   7.06624                 NaN   42.9483       0.315996        41.2693                 NaN
  1152.78        500.000                 NaN            NaN            NaN   8.40069                 NaN            NaN   7.06689                 NaN   42.9464       0.315811        41.2702                 NaN
  1151.63        500.000                 NaN            NaN            NaN   8.40128                 NaN            NaN   7.06758                 NaN   42.9444       0.315614        41.2711                 NaN
  1150.48        500.000                 NaN            NaN            NaN   8.40193                 NaN            NaN   7.06832                 NaN   42.9423       0.315402        41.2721                 NaN
  1149.33        500.000                 NaN            NaN            NaN   8.40265                 NaN            NaN   7.06911                 NaN   42.9401       0.315174        41.2730                 NaN
  1148.18        500.000                 NaN            NaN            NaN   8.40345                 NaN            NaN   7.06997                 NaN   42.9377       0.314928        41.2740                 NaN
  1147.03        500.000                 NaN            NaN            NaN   8.40434                 NaN            NaN   7.07091                 NaN   42.9352       0.314661        41.2749                 NaN
  1145.88        500.000                 NaN            NaN            NaN   8.40533                 NaN            NaN   7.07193                 NaN   42.9324       0.314369        41.2759                 NaN
  1144.74        500.000                 NaN            NaN            NaN   8.40645                 NaN            NaN   7.07305                 NaN   42.9295       0.314049        41.2769                 NaN
  1143.59        500.000                 NaN            NaN            NaN   8.41266                 NaN            NaN   7.07839                 NaN   42.9176       0.312554        41.2788                 NaN
  1142.44        500.000                 NaN            NaN            NaN   8.41355                 NaN            NaN   7.07937                 NaN   42.9150       0.312281        41.2798                 NaN
  1141.29        500.000                 NaN            NaN            NaN   8.41449                 NaN            NaN   7.08039                 NaN   42.9124       0.311996        41.2807                 NaN
  1140.14        500.000                 NaN            NaN            NaN   8.41548                 NaN            NaN   7.08145                 NaN   42.9096       0.311700        41.2817                 NaN
  1138.99        500.000                 NaN            NaN            NaN   8.41653                 NaN            NaN   7.08255                 NaN   42.9068       0.311392        41.2827                 NaN
  1137.84        500.000                 NaN            NaN            NaN   8.41763                 NaN            NaN   7.08370                 NaN   42.9039       0.311070        41.2837                 NaN
  1136.69        500.000                 NaN            NaN            NaN   8.43737                 NaN            NaN   7.09837                 NaN   42.8703       0.306997        41.2870                 NaN
  1135.55        500.000                 NaN            NaN            NaN   8.43737                 NaN            NaN   7.09904                 NaN   42.8689       0.306933        41.2877                 NaN
  1134.40        500.000                 NaN            NaN            NaN   8.43599                 NaN            NaN   7.09876                 NaN   42.8699       0.307214        41.2882                 NaN
  1133.25        500.000                 NaN            NaN            NaN   8.43459                 NaN            NaN   7.09845                 NaN   42.8709       0.307499        41.2886                 NaN
  1132.10        500.000                 NaN            NaN            NaN   8.44421                 NaN            NaN   7.10547                 NaN   42.8538       0.305086        41.2914                 NaN
  1130.95        500.000                 NaN            NaN            NaN   8.44588                 NaN            NaN   7.10722                 NaN   42.8497       0.304616        41.2925                 NaN
  1129.80        500.000                 NaN            NaN            NaN   8.44810                 NaN            NaN   7.10913                 NaN   42.8450       0.304091        41.2936                 NaN
  1128.65        500.000                 NaN            NaN            NaN   8.44967                 NaN            NaN   7.11086                 NaN   42.8411       0.303627        41.2948                 NaN
  1127.51        500.000                 NaN            NaN            NaN   8.45118                 NaN            NaN   7.11262                 NaN   42.8372       0.303153        41.2959                 NaN
  1126.36        500.000                 NaN            NaN            NaN   8.44990                 NaN            NaN   7.11262                 NaN   42.8377       0.303335        41.2965                 NaN
  1125.21        500.000                 NaN            NaN            NaN   8.45267                 NaN            NaN   7.11512                 NaN   42.8318       0.302586        41.2978                 NaN
  1124.06        500.000                 NaN            NaN            NaN   8.45731                 NaN            NaN   7.11820                 NaN   42.8237       0.301619        41.2992                 NaN
  1122.91        500.000                 NaN            NaN            NaN   8.45773                 NaN            NaN   7.11976                 NaN   42.8209       0.301220        41.3004                 NaN
  1121.76        500.000                 NaN            NaN            NaN   8.45957                 NaN            NaN   7.12158                 NaN   42.8166       0.300721        41.3015                 NaN
  1120.61        500.000                 NaN            NaN            NaN   8.45025                 NaN            NaN   7.11588                 NaN   42.8306       0.302941        41.3003                 NaN
  1119.46        500.000                 NaN            NaN            NaN   8.46343                 NaN            NaN   7.12507                 NaN   42.8080       0.299749        41.3037                 NaN
  1118.32        500.000                 NaN            NaN            NaN   8.44858                 NaN            NaN   7.11569                 NaN   42.8310       0.303249        41.3015                 NaN
  1117.17        500.000                 NaN            NaN            NaN   8.44883                 NaN            NaN   7.11593                 NaN   42.8297       0.303113        41.3024                 NaN
  1116.02        500.000                 NaN            NaN            NaN   8.46832                 NaN            NaN   7.13041                 NaN   42.7958       0.298285        41.3072                 NaN
  1114.87        500.000                 NaN            NaN            NaN   8.46667                 NaN            NaN   7.12991                 NaN   42.7972       0.298623        41.3076                 NaN
  1113.72        500.000                 NaN            NaN            NaN   8.45882                 NaN            NaN   7.12500                 NaN   42.8091       0.300535        41.3066                 NaN
  1112.57        500.000                 NaN            NaN            NaN   8.45863                 NaN            NaN   7.12530                 NaN   42.8082       0.300546        41.3073                 NaN
  1111.42        500.000                 NaN            NaN            NaN   8.46074                 NaN            NaN   7.12726                 NaN   42.8035       0.299972        41.3085                 NaN
  1110.27        500.000                 NaN            NaN            NaN   8.46291                 NaN            NaN   7.12926                 NaN   42.7987       0.299384        41.3097                 NaN
  1109.13        500.000                 NaN            NaN            NaN   8.46512                 NaN            NaN   7.13131                 NaN   42.7939       0.298780        41.3109                 NaN
  1107.98        500.000                 NaN            NaN            NaN   8.46740                 NaN            NaN   7.13341                 NaN   42.7888       0.298158        41.3122                 NaN
  1106.83        500.000                 NaN            NaN            NaN   8.46967                 NaN            NaN   7.13553                 NaN   42.7838       0.297533        41.3134                 NaN
  1105.68        500.000                 NaN            NaN            NaN   8.47218                 NaN            NaN   7.13781                 NaN   42.7784       0.296846        41.3147                 NaN
  1104.53        500.000                 NaN            NaN            NaN   8.47056                 NaN            NaN   7.13718                 NaN   42.7799       0.297205        41.3151                 NaN
  1103.38        500.000                 NaN            NaN            NaN   8.30969       0.161923                 NaN   7.13825                 NaN   42.7771       0.296911        41.3161                 NaN
  1102.23        500.000                 NaN            NaN            NaN   8.12710       0.346255                 NaN   7.13978                 NaN   42.7732       0.296448        41.3173                 NaN
  1101.09        500.000                 NaN            NaN            NaN   7.93907       0.536029                 NaN   7.14132                 NaN   42.7692       0.295983        41.3184                 NaN
  1099.94        500.000                 NaN            NaN            NaN   7.78191       0.694742                 NaN   7.14285                 NaN   42.7654       0.295529        41.3196                 NaN
  1098.79        500.000                 NaN            NaN            NaN   8.48553                 NaN            NaN   7.15001                 NaN   42.7491       0.293255        41.3221                 NaN
  1097.64        500.000                 NaN            NaN            NaN   8.48773                 NaN            NaN   7.15201                 NaN   42.7443       0.292669        41.3233                 NaN
  1096.49        500.000                 NaN            NaN            NaN   8.48991                 NaN            NaN   7.15399                 NaN   42.7395       0.292089        41.3245                 NaN
  1095.34        500.000                 NaN            NaN            NaN   8.50061                 NaN            NaN   7.16207                 NaN   42.7204       0.289363        41.3275                 NaN
  1094.19        500.000                 NaN            NaN            NaN   5.97397        2.51443                 NaN   7.15337                 NaN   42.7400       0.292379        41.3258                 NaN
  1093.04        500.000                 NaN            NaN            NaN   5.94411        2.54496                 NaN   7.15409                 NaN   42.7379       0.292155        41.3268                 NaN
  1091.90        500.000                 NaN            NaN            NaN   6.27411        2.21485                 NaN   7.15425                 NaN   42.7370       0.292109        41.3277                 NaN
  1090.75        500.000                 NaN            NaN            NaN   6.54544        1.94363                 NaN   7.15459                 NaN   42.7358       0.292004        41.3286                 NaN
  1089.60        500.000                 NaN            NaN            NaN   6.72634        1.76341                 NaN   7.15543                 NaN   42.7335       0.291748        41.3296                 NaN
  1088.45        500.000                 NaN            NaN            NaN   6.86680        1.62391                 NaN   7.15651                 NaN   42.7307       0.291420        41.3306                 NaN
  1087.30        500.000                 NaN            NaN            NaN   7.01617        1.47540                 NaN   7.15751                 NaN   42.7282       0.291111        41.3316                 NaN
  1086.15        500.000                 NaN            NaN            NaN   6.97383        1.52562                 NaN   7.16345                 NaN   42.7139       0.289021        41.3342                 NaN
  1085.00        500.000                 NaN            NaN            NaN   1.49410        7.01306                 NaN   7.16951                 NaN   42.6997       0.287025        41.3366                 NaN
  1083.85        500.000                 NaN            NaN            NaN   1.28236        7.22828                 NaN   7.17273                 NaN   42.6926       0.286118        41.3380                 NaN
  1082.71        500.000                 NaN            NaN            NaN   1.15860        7.35484                 NaN   7.17535                 NaN   42.6866       0.285375        41.3392                 NaN
  1081.56        500.000                 NaN            NaN            NaN   1.16907        7.34611                 NaN   7.17694                 NaN   42.6826       0.284901        41.3404                 NaN
  1080.41        500.000                 NaN            NaN            NaN   7.34190        1.17505                 NaN   7.17855                 NaN   42.6786       0.284422        41.3415                 NaN
  1079.26        500.000                 NaN            NaN            NaN   1.16488        7.35403                 NaN   7.18034                 NaN   42.6742       0.283892        41.3426                 NaN
  1078.11        500.000                 NaN            NaN            NaN   1.14456        7.37643                 NaN   7.18224                 NaN   42.6696       0.283331        41.3438                 NaN
  1076.96        500.000                 NaN            NaN            NaN   1.13296        7.39003                 NaN   7.18406                 NaN   42.6652       0.282791        41.3450                 NaN
  1075.81        500.000                 NaN            NaN            NaN   1.10314        7.42206                 NaN   7.18606                 NaN   42.6603       0.282200        41.3462                 NaN
  1074.67        500.000                 NaN            NaN            NaN   7.45155        1.07617                 NaN   7.18838                 NaN   42.6549       0.281493        41.3475                 NaN
  1073.52        500.000                 NaN            NaN            NaN   7.54097       0.989380                 NaN   7.19075                 NaN   42.6494       0.280832        41.3487                 NaN
  1072.37        500.000                 NaN            NaN            NaN   8.53321                 NaN            NaN   7.19498                 NaN   42.6423       0.280192        41.3493                 NaN
  1071.22        500.000                 NaN            NaN            NaN   8.54019                 NaN            NaN   7.20051                 NaN   42.6294       0.278378        41.3516                 NaN
  1070.07        500.000                 NaN            NaN            NaN   8.54610                 NaN            NaN   7.20528                 NaN   42.6182       0.276834        41.3536                 NaN
  1068.92        500.000                 NaN            NaN            NaN   8.55068       0.550761E-005            NaN   7.20908                 NaN   42.6093       0.275624        41.3553                 NaN
  1067.77        500.000                 NaN            NaN            NaN   8.55305       0.522818E-005            NaN   7.21121                 NaN   42.6042       0.274982        41.3565                 NaN
  1066.62        500.000                 NaN            NaN            NaN   8.29286       0.260975                 NaN   7.21203                 NaN   42.6019       0.274777        41.3574                 NaN
  1065.48        500.000                 NaN            NaN            NaN   8.55802       0.462932E-005            NaN   7.21568                 NaN   42.5936       0.273640        41.3591                 NaN
  1064.33        500.000                 NaN            NaN            NaN   8.56024                 NaN            NaN   7.21784                 NaN   42.5887       0.272999        41.3602                 NaN
  1063.18        500.000                 NaN            NaN            NaN   8.29743       0.264763                 NaN   7.21733                 NaN   42.5857       0.272878        41.3619                 NaN
  1062.03        500.000                 NaN            NaN            NaN   7.57472       0.413265       0.568339        7.21453                 NaN   42.5940       0.273935        41.3612                 NaN
  1060.88        500.000                 NaN            NaN            NaN   7.70143       0.862461                 NaN   7.22125                 NaN   42.5796       0.272073        41.3632                 NaN
  1059.73        500.000                 NaN            NaN            NaN   8.56108       0.126895E-005            NaN   7.21950                 NaN   42.5833       0.272776        41.3633                 NaN
  1058.58        500.000                 NaN            NaN            NaN   7.62700       0.941146                 NaN   7.22502                 NaN   42.5702       0.270945        41.3657                 NaN
  1057.43        500.000                 NaN            NaN            NaN   7.60056       0.968221                 NaN   7.22589                 NaN   42.5681       0.270650        41.3666                 NaN
  1056.29        500.000                 NaN            NaN            NaN   7.47175        1.10020                 NaN   7.22809                 NaN   42.5620       0.269991        41.3680                 NaN
  1055.14        500.000                 NaN            NaN            NaN   1.23831        7.33193                 NaN   7.22782                 NaN   42.5634       0.270153        41.3684                 NaN
  1053.99        500.000                 NaN            NaN            NaN   7.06826        1.50622                 NaN   7.23080                 NaN   42.5555       0.269275        41.3700                 NaN
  1052.84        500.000                 NaN            NaN            NaN   6.92618        1.63914                 NaN   7.22619                 NaN   42.5691       0.270628        41.3688                 NaN
  1051.69        500.000                 NaN            NaN            NaN   6.80017        1.76527                 NaN   7.22474                 NaN   42.5693       0.270815        41.3697                 NaN
  1050.54        500.000                 NaN            NaN            NaN   1.66020        6.90132                 NaN   7.22379                 NaN   42.5735       0.271519        41.3697                 NaN
  1049.39        500.000                 NaN            NaN            NaN   1.37964        7.19330                 NaN   7.23224                 NaN   42.5532       0.268894        41.3727                 NaN
  1048.25        500.000                 NaN            NaN            NaN   7.48270        1.08605                 NaN   7.23045                 NaN   42.5589       0.269389        41.3725                 NaN
  1047.10        500.000                 NaN            NaN            NaN   8.08798       0.497630                 NaN   7.24255                 NaN   42.5296       0.265627        41.3766                 NaN
  1045.95        500.000                 NaN            NaN            NaN   7.91282       0.830227E-006            NaN   7.14667                 NaN   42.7273       0.297613        41.5335       0.382137     
  1044.80        500.000                 NaN            NaN            NaN   7.60176                 NaN            NaN   7.10328                 NaN   42.8169       0.311998        41.6069       0.559241     
  1043.65        500.000                 NaN            NaN            NaN   6.80075       0.565820                 NaN   7.06500                 NaN   42.8990       0.324517        41.6579       0.687009     
  1042.50        500.000                 NaN            NaN            NaN   7.18883                 NaN            NaN   7.03407                 NaN   42.9663       0.334573        41.6949       0.781296     
  1041.35        500.000                 NaN            NaN            NaN   7.05626                 NaN            NaN   7.01000                 NaN   43.0190       0.342369        41.7219       0.850480     
  1040.20        500.000                 NaN            NaN            NaN   6.95501                 NaN            NaN   6.99089                 NaN   43.0611       0.348534        41.7420       0.902486     
  1039.06        500.000                 NaN            NaN            NaN   6.88268                 NaN            NaN   6.96638                 NaN   43.1213       0.355914        41.7465       0.927200     
  1037.91        500.000                 NaN            NaN            NaN   6.99090       0.234605E-002            NaN   7.03019                 NaN   42.9616       0.336293        41.7621       0.916608     
  1036.76        500.000                 NaN            NaN            NaN   6.97710       0.178408E-002            NaN   7.02921                 NaN   42.9627       0.336642        41.7670       0.925629     
  1035.61        500.000                 NaN            NaN            NaN   6.86443                 NaN            NaN   6.96982                 NaN   43.1079       0.355085        41.7586       0.944158     
  1034.46        500.000                 NaN            NaN            NaN   3.49776        4.08859                 NaN   7.06547                 NaN   42.9126       0.323032        41.5858       0.526759     
  1033.31        500.000                 NaN            NaN            NaN   6.98461                 NaN            NaN   7.03436                 NaN   42.9481       0.335006        41.7713       0.926666     
  1032.16        500.000                 NaN            NaN            NaN   6.76810                 NaN            NaN   6.94863                 NaN   43.1553       0.361447        41.7762       0.990303     
  1031.01        500.000                 NaN            NaN            NaN   6.78422                 NaN            NaN   6.94970                 NaN   43.1506       0.361072        41.7733       0.981067     
  1029.87        500.000                 NaN            NaN            NaN   6.85439                 NaN            NaN   7.01725                 NaN   42.9821       0.340739        41.8044        1.00111     
  1028.72        500.000                 NaN            NaN            NaN   2.29758        4.03653                 NaN   6.92856                 NaN   43.1738       0.370340        41.9132        1.28004     
  1027.57        500.000                 NaN            NaN            NaN   6.82055                 NaN            NaN   7.01519                 NaN   42.9820       0.341469        41.8167        1.02406     
  1026.42        500.000                 NaN            NaN            NaN   6.64191                 NaN            NaN   6.98691                 NaN   43.0420       0.350879        41.8565        1.12176     
  1025.27        500.000                 NaN            NaN            NaN   2.12833        3.94643                 NaN   6.89133                 NaN   43.2530       0.383177        41.9748        1.42293     
  1024.12        500.000                 NaN            NaN            NaN   6.57024                 NaN            NaN   6.97781                 NaN   43.0584       0.353944        41.8757        1.16387     
  1022.97        500.000                 NaN            NaN            NaN   6.57325                 NaN            NaN   6.97936                 NaN   43.0545       0.353450        41.8766        1.16284     
  1021.83        500.000                 NaN            NaN            NaN   5.03442       0.826839                 NaN   6.86308                 NaN   43.3125       0.392647        42.0259        1.54458     
  1020.68        500.000                 NaN            NaN            NaN   5.04223       0.817814                 NaN   6.86288                 NaN   43.3124       0.392697        42.0269        1.54513     
  1019.53        500.000                 NaN            NaN            NaN   5.17216        1.19714                 NaN   6.94879                 NaN   43.1197       0.363763        41.9237        1.27478     
  1018.38        500.000                 NaN            NaN            NaN   5.05839       0.799152                 NaN   6.86247                 NaN   43.3120       0.392802        42.0289        1.54626     
  1017.23        500.000                 NaN            NaN            NaN   1.29811        5.02652                 NaN   6.94319                 NaN   43.1297       0.365656        41.9361        1.30066     
  1016.08        500.000                 NaN            NaN            NaN   5.09258       0.760007                 NaN   6.86166                 NaN   43.3126       0.393037        42.0314        1.54872     
  1014.93        500.000                 NaN            NaN            NaN   4.88460        1.39829                 NaN   6.93795                 NaN   43.1391       0.367428        41.9479        1.32481     
  1013.78        500.000                 NaN            NaN            NaN   5.11053       0.739317                 NaN   6.86121                 NaN   43.3123       0.393154        42.0335        1.54999     
  1012.64        500.000                 NaN            NaN            NaN   6.44800                 NaN            NaN   6.96974                 NaN   43.0632       0.356827        41.9197        1.24247     
  1011.49        500.000                 NaN            NaN            NaN   5.12921       0.717784                 NaN   6.86075                 NaN   43.3121       0.393277        42.0356        1.55131     
  1010.34        500.000                 NaN            NaN            NaN   6.40442                 NaN            NaN   6.96461                 NaN   43.0719       0.358534        41.9323        1.26824     
  1009.19        500.000                 NaN            NaN            NaN   5.12665       0.720379                 NaN   6.86074                 NaN   43.3109       0.393246        42.0370        1.55107     
  1008.04        500.000                 NaN            NaN            NaN   6.36939                 NaN            NaN   6.96104                 NaN   43.0771       0.359803        41.9432        1.28945     
  1006.89        500.000                 NaN            NaN            NaN   5.14510       0.699108                 NaN   6.86028                 NaN   43.3107       0.393367        42.0391        1.55237     
  1005.74        500.000                 NaN            NaN            NaN   6.33030                 NaN            NaN   6.95665                 NaN   43.0840       0.361305        41.9549        1.31283     
  1004.59        500.000                 NaN            NaN            NaN   5.16413       0.677183                 NaN   6.85981                 NaN   43.3105       0.393492        42.0412        1.55371     
  1003.45        500.000                 NaN            NaN            NaN   6.29280                 NaN            NaN   6.95245                 NaN   43.0906       0.362743        41.9662        1.33519     
  1002.30        500.000                 NaN            NaN            NaN   5.18375       0.654589                 NaN   6.85932                 NaN   43.3103       0.393622        42.0433        1.55510     
  1001.15        500.000                 NaN            NaN            NaN   6.25841                 NaN            NaN   6.94876                 NaN   43.0961       0.364016        41.9769        1.35590     
