|6.6.6
Archiving\03_Data\frac/QFM_m0.5/EETA/EETA_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1526.32        2500.00        99.0995                 NaN            NaN  0.801923E-001            NaN            NaN  0.820274                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.1068                 NaN            NaN  0.778187E-001            NaN            NaN  0.815419                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.1141                 NaN            NaN  0.735838E-001            NaN            NaN  0.812292                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.1262                 NaN            NaN  0.745507E-001            NaN            NaN  0.799220                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.1308                 NaN            NaN  0.702119E-001            NaN            NaN  0.799033                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.1403                 NaN            NaN  0.688820E-001            NaN            NaN  0.790859                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.1476                 NaN            NaN  0.670132E-001            NaN            NaN  0.785384                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.1538                 NaN            NaN  0.637053E-001            NaN            NaN  0.782544                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.1604                 NaN            NaN  0.613715E-001            NaN            NaN  0.778212                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.0948                 NaN            NaN  0.386271E-001            NaN            NaN  0.525799       0.340798                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.8769                 NaN            NaN  0.148215E-001            NaN            NaN            NaN   1.10828                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.8572                 NaN            NaN            NaN            NaN            NaN            NaN   1.14280                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.8379                 NaN            NaN            NaN            NaN            NaN            NaN   1.16212                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.7982                 NaN            NaN            NaN            NaN            NaN            NaN   1.20184                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.5887                 NaN            NaN  0.100369                 NaN            NaN  0.269565E-001   1.28402                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.0696                 NaN            NaN            NaN            NaN            NaN            NaN  0.886415        1.04400                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.2910                 NaN            NaN  0.860990E-002            NaN            NaN            NaN  0.533836        1.16652                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.3239                 NaN            NaN  0.130979                 NaN            NaN            NaN   1.21971       0.325439                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.3051                 NaN            NaN  0.139247                 NaN            NaN            NaN  0.321365        1.23428                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.4104                 NaN            NaN  0.132298                 NaN            NaN            NaN   1.15862       0.298640                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.3912                 NaN            NaN  0.128952                 NaN            NaN            NaN  0.315059        1.16483                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.4107                 NaN            NaN  0.124706                 NaN            NaN            NaN  0.316704        1.14785                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.4313                 NaN            NaN  0.120500                 NaN            NaN            NaN   1.12761       0.320560                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.4460                 NaN            NaN  0.116370                 NaN            NaN            NaN  0.322755        1.11486                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.4761                 NaN            NaN  0.111977                 NaN            NaN            NaN  0.324362        1.08757                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.4873                 NaN            NaN  0.108477                 NaN            NaN            NaN   1.07646       0.327758                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.5033                 NaN            NaN  0.104912                 NaN            NaN            NaN  0.330686        1.06109                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.5194                 NaN            NaN  0.101338                 NaN            NaN            NaN  0.332287        1.04695                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.5361                 NaN            NaN  0.977151E-001            NaN            NaN            NaN   1.03077       0.335450                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.5510                 NaN            NaN  0.943207E-001            NaN            NaN            NaN   1.01700       0.337713                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.5634                 NaN            NaN  0.912061E-001            NaN            NaN            NaN   1.00653       0.338877                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.5812                 NaN            NaN  0.875670E-001            NaN            NaN            NaN  0.989957       0.341244                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.5869                 NaN            NaN  0.859032E-001            NaN            NaN            NaN  0.343331       0.983905                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.6529                 NaN            NaN  0.792619E-001            NaN            NaN            NaN  0.330699       0.937112                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.5745                 NaN            NaN  0.793916E-001            NaN            NaN            NaN  0.984647       0.361468                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.6284                 NaN            NaN  0.759054E-001            NaN            NaN            NaN  0.946832       0.348822                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.6427                 NaN            NaN  0.719870E-001            NaN            NaN            NaN  0.351667       0.933662                 NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.6519                 NaN            NaN  0.696995E-001            NaN            NaN            NaN  0.353088       0.925332                 NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.6620                 NaN            NaN  0.668497E-001            NaN            NaN            NaN  0.354309       0.916891                 NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.6720                 NaN            NaN  0.640306E-001            NaN            NaN            NaN  0.906692       0.357294                 NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.6793                 NaN            NaN  0.618987E-001            NaN            NaN            NaN  0.359567       0.899197                 NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.6815                 NaN            NaN  0.604168E-001            NaN            NaN            NaN  0.894491       0.363602                 NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.7051                 NaN            NaN  0.538880E-001            NaN            NaN            NaN  0.362796       0.878257                 NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.7052                 NaN            NaN  0.536663E-001            NaN            NaN            NaN  0.876929       0.364177                 NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.7106                 NaN            NaN  0.511950E-001            NaN            NaN            NaN  0.874208       0.364027                 NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        98.7191                 NaN            NaN  0.479361E-001            NaN            NaN            NaN  0.865519       0.367435                 NaN            NaN            NaN            NaN            NaN
  1411.03        2500.00        98.7243                 NaN            NaN  0.452000E-001            NaN            NaN            NaN  0.860870       0.369677                 NaN            NaN            NaN            NaN            NaN
  1408.52        2500.00        97.7120                 NaN            NaN  0.328641                 NaN            NaN            NaN  0.398454       0.947412                 NaN  0.613467                 NaN            NaN            NaN
  1406.02        2500.00        97.1110                 NaN            NaN  0.513493                 NaN            NaN            NaN  0.390497       0.992048                 NaN  0.992923                 NaN            NaN            NaN
  1403.51        2500.00        97.1663                 NaN            NaN  0.515931                 NaN            NaN            NaN  0.360924       0.981818                 NaN  0.975039                 NaN            NaN            NaN
  1401.00        2500.00        97.2433                 NaN            NaN  0.513202                 NaN            NaN            NaN  0.332286       0.961390                 NaN  0.949780                 NaN            NaN            NaN
  1398.50        2500.00        97.2909                 NaN            NaN  0.518840                 NaN            NaN            NaN  0.946119       0.304977                 NaN  0.939188                 NaN            NaN            NaN
  1395.99        2500.00        97.3705                 NaN            NaN  0.511013                 NaN            NaN            NaN  0.936225       0.277187                 NaN  0.905076                 NaN            NaN            NaN
  1393.48        2500.00        97.4046                 NaN            NaN  0.517055                 NaN            NaN            NaN  0.253836       0.926869                 NaN  0.897665                 NaN            NaN            NaN
  1390.98        2500.00        97.4584                 NaN            NaN  0.517037                 NaN            NaN            NaN  0.914334       0.230465                 NaN  0.879721                 NaN            NaN            NaN
  1388.47        2500.00        97.4946                 NaN            NaN  0.521027                 NaN            NaN            NaN  0.202858       0.912956                 NaN  0.868596                 NaN            NaN            NaN
  1385.96        2500.00        97.5655                 NaN            NaN  0.514673                 NaN            NaN            NaN  0.888808       0.187720                 NaN  0.843321                 NaN            NaN            NaN
  1383.46        2500.00        97.6006                 NaN            NaN  0.518933                 NaN            NaN            NaN  0.163535       0.883700                 NaN  0.833209                 NaN            NaN            NaN
  1380.95        2500.00        97.6470                 NaN            NaN  0.516541                 NaN            NaN            NaN  0.873365       0.146708                 NaN  0.816372                 NaN            NaN            NaN
  1378.45        2500.00        97.6789                 NaN            NaN  0.519433                 NaN            NaN            NaN  0.868118       0.127379                 NaN  0.806174                 NaN            NaN            NaN
  1375.94        2500.00        97.7377                 NaN            NaN  0.513791                 NaN            NaN            NaN  0.109391       0.853630                 NaN  0.785498                 NaN            NaN            NaN
  1373.43        2500.00        97.7740                 NaN            NaN  0.514210                 NaN            NaN            NaN  0.911220E-001  0.847264                 NaN  0.773450                 NaN            NaN            NaN
  1370.93        2500.00        97.8130                 NaN            NaN  0.512996                 NaN            NaN            NaN  0.753110E-001  0.838520                 NaN  0.760214                 NaN            NaN            NaN
  1368.42        2500.00        97.8453                 NaN            NaN  0.512412                 NaN            NaN            NaN  0.614589E-001  0.831982                 NaN  0.748877                 NaN            NaN            NaN
  1365.91        2500.00        97.8903                 NaN            NaN  0.506996                 NaN            NaN            NaN  0.821104       0.494799E-001            NaN  0.732151                 NaN            NaN            NaN
  1363.41        2500.00        97.9227                 NaN            NaN  0.505547                 NaN            NaN            NaN  0.814947       0.360932E-001            NaN  0.720752                 NaN            NaN            NaN
  1360.90        2500.00        97.6165                 NaN            NaN  0.316497       0.150621                 NaN            NaN  0.939931       0.224121                 NaN  0.752334                 NaN            NaN            NaN
  1358.40        2500.00        97.4262                 NaN            NaN  0.182808       0.250221                 NaN            NaN  0.338994        1.03580                 NaN  0.765995                 NaN            NaN            NaN
  1355.89        2500.00        97.4302                 NaN            NaN  0.147411       0.268120                 NaN            NaN   1.04739       0.352320                 NaN  0.754539                 NaN            NaN            NaN
  1353.38        2500.00        97.4692                 NaN            NaN  0.126710       0.273648                 NaN            NaN  0.353600        1.03829                 NaN  0.738570                 NaN            NaN            NaN
  1350.88        2500.00        97.5179                 NaN            NaN  0.112099       0.274351                 NaN            NaN   1.02346       0.350420                 NaN  0.721804                 NaN            NaN            NaN
  1348.37        2500.00        97.5776                 NaN            NaN  0.101716       0.270914                 NaN            NaN  0.345653        1.00044                 NaN  0.703652                 NaN            NaN            NaN
  1345.86        2500.00        97.6419                 NaN            NaN  0.944075E-001  0.265536                 NaN            NaN  0.339430       0.973428                 NaN  0.685333                 NaN            NaN            NaN
  1343.36        2500.00        97.7021                 NaN            NaN  0.862994E-001  0.260255                 NaN            NaN  0.335674       0.947842                 NaN  0.667836                 NaN            NaN            NaN
  1340.85        2500.00        97.7638                 NaN            NaN  0.795451E-001  0.254215                 NaN            NaN  0.331508       0.920552                 NaN  0.650425                 NaN            NaN            NaN
  1338.35        2500.00        97.8257                 NaN            NaN  0.742197E-001  0.247589                 NaN            NaN  0.327813       0.891376                 NaN  0.633324                 NaN            NaN            NaN
  1335.84        2500.00        97.8845                 NaN            NaN  0.668681E-001  0.241500                 NaN            NaN  0.863399       0.327137                 NaN  0.616644                 NaN            NaN            NaN
  1333.33        2500.00        97.9401                 NaN            NaN  0.595939E-001  0.235625                 NaN            NaN  0.327903       0.835951                 NaN  0.600795                 NaN            NaN            NaN
  1330.83        2500.00        97.9957                 NaN            NaN  0.536709E-001  0.229712                 NaN            NaN  0.325670       0.810150                 NaN  0.585143                 NaN            NaN            NaN
  1328.32        2500.00        98.0489                 NaN            NaN  0.463686E-001  0.224205                 NaN            NaN  0.783608       0.327026                 NaN  0.569856                 NaN            NaN            NaN
  1325.81        2500.00        98.1013                 NaN            NaN  0.402635E-001  0.218556                 NaN            NaN  0.757571       0.327114                 NaN  0.555158                 NaN            NaN            NaN
  1323.31        2500.00        98.1506                 NaN            NaN  0.333045E-001  0.213339                 NaN            NaN  0.329339       0.732511                 NaN  0.540951                 NaN            NaN            NaN
  1320.80        2500.00        98.1972                 NaN            NaN  0.256124E-001  0.208249                 NaN            NaN  0.707956       0.333694                 NaN  0.527327                 NaN            NaN            NaN
  1318.30        2500.00        98.2431                 NaN            NaN  0.178996E-001  0.203344                 NaN            NaN  0.683456       0.338276                 NaN  0.513960                 NaN            NaN            NaN
  1315.79        2500.00        98.2885                 NaN            NaN  0.113576E-001  0.198611                 NaN            NaN  0.659968       0.340621                 NaN  0.500937                 NaN            NaN            NaN
  1313.28        2500.00        98.3305                 NaN            NaN  0.358982E-002  0.193933                 NaN            NaN  0.636551       0.346937                 NaN  0.488463                 NaN            NaN            NaN
  1310.78        2500.00        98.3732                 NaN            NaN  0.109575E-002  0.188756                 NaN            NaN  0.615897       0.344050                 NaN  0.476997                 NaN            NaN            NaN
  1308.27        2500.00        98.4179                 NaN            NaN  0.880226E-002  0.181897                 NaN            NaN  0.599802       0.324819                 NaN  0.466761                 NaN            NaN            NaN
  1305.76        2500.00        98.4564                 NaN            NaN            NaN  0.177921                 NaN            NaN  0.577516       0.332996                 NaN  0.455152                 NaN            NaN            NaN
  1303.26        2500.00        98.4960                 NaN            NaN            NaN  0.172427                 NaN            NaN  0.327829       0.558994                 NaN  0.444726                 NaN            NaN            NaN
  1300.75        2500.00        98.5346                 NaN            NaN            NaN  0.167387                 NaN            NaN  0.541677       0.321763                 NaN  0.434591                 NaN            NaN            NaN
  1298.25        2500.00        98.5717                 NaN            NaN            NaN  0.161948                 NaN            NaN  0.317183       0.524323                 NaN  0.424820                 NaN            NaN            NaN
  1295.74        2500.00        98.6075                 NaN            NaN  0.155089E-005  0.156801                 NaN            NaN  0.507329       0.312955                 NaN  0.415427                 NaN            NaN            NaN
  1293.23        2500.00        88.8412                 NaN            NaN            NaN  0.595159                 NaN            NaN   1.59571        1.39713                 NaN   1.66481        5.90603                 NaN            NaN
  1290.73        2500.00        72.1322                 NaN            NaN            NaN   1.23937                 NaN            NaN   3.57654        3.18739                 NaN   3.80684        16.0576                 NaN            NaN
  1288.22        2500.00        78.8613                 NaN            NaN            NaN  0.904983                 NaN            NaN   2.32162        2.89006                 NaN   2.93224        12.0898                 NaN            NaN
  1285.71        2500.00        82.9567                 NaN            NaN            NaN  0.706812                 NaN            NaN   2.45402        1.80169                 NaN   2.39520        9.68554                 NaN            NaN
  1283.21        2500.00        85.7385                 NaN            NaN            NaN  0.578262                 NaN            NaN   1.46056        2.13662                 NaN   2.02700        8.05901                 NaN            NaN
  1280.70        2500.00        80.7640                 NaN            NaN            NaN  0.124661       0.209056                 NaN   3.91239        1.32555                 NaN   2.72877        10.9356                 NaN            NaN
  1278.20        2500.00        95.1591                 NaN            NaN            NaN  0.607638                 NaN            NaN  0.942189       0.723329E-001            NaN  0.746616        2.47210                 NaN            NaN
  1275.69        2500.00        90.8552                 NaN            NaN            NaN  0.356141                 NaN            NaN  0.864594        1.48686                 NaN   1.33194        5.10521                 NaN            NaN
  1273.18        2500.00        89.9247                 NaN            NaN            NaN  0.417709                 NaN            NaN   1.46789        1.02952                 NaN   1.47888        5.68134                 NaN            NaN
  1270.68        2500.00        93.4170                 NaN            NaN            NaN  0.217073                 NaN            NaN   1.34185       0.477471                 NaN  0.970877        3.57573                 NaN            NaN
  1268.17        2500.00        90.6346                 NaN            NaN            NaN  0.426194                 NaN            NaN   1.10632        1.09122                 NaN   1.38361        5.35804                 NaN            NaN
  1265.66        2500.00        95.8446                 NaN            NaN            NaN  0.105185                 NaN            NaN   1.12659       0.139459                 NaN  0.621247        2.16287                 NaN            NaN
  1263.16        2500.00        92.1361                 NaN            NaN            NaN  0.321911                 NaN            NaN  0.868407        1.18442                 NaN   1.20252        4.28661                 NaN            NaN
  1260.65        2500.00        96.3542                 NaN            NaN            NaN  0.178679                 NaN            NaN  0.741846       0.129915                 NaN  0.486452        2.10893                 NaN            NaN
  1258.15        2500.00        94.6883                 NaN            NaN            NaN  0.171508                 NaN            NaN   1.21272       0.175463                 NaN  0.806769        2.94525                 NaN            NaN
  1255.64        2500.00        94.8657                 NaN            NaN            NaN  0.169251                 NaN            NaN   1.15474       0.181548                 NaN  0.775489        2.85324                 NaN            NaN
  1253.13        2500.00        95.6519                 NaN            NaN            NaN  0.171037                 NaN            NaN  0.920254       0.174785                 NaN  0.651731        2.43033                 NaN            NaN
  1250.63        2500.00        94.7292                 NaN            NaN            NaN  0.387327                 NaN            NaN  0.109380       0.933343                 NaN  0.827332        3.01346                 NaN            NaN
  1248.12        2500.00        96.6154                 NaN            NaN            NaN  0.274879E-002            NaN            NaN   1.11062                 NaN            NaN  0.451076        1.82012                 NaN            NaN
  1245.61        2500.00        95.2000                 NaN            NaN            NaN  0.383415                 NaN            NaN  0.731931                 NaN            NaN  0.641168        3.04346                 NaN            NaN
  1243.11        2500.00        96.9114                 NaN            NaN            NaN            NaN            NaN            NaN   1.16082                 NaN            NaN  0.543593        1.38418                 NaN            NaN
  1240.60        2500.00        96.9982                 NaN            NaN            NaN            NaN            NaN            NaN  0.713118       0.143541                 NaN  0.429585        1.71554                 NaN            NaN
  1238.10        2500.00        96.0424                 NaN            NaN            NaN            NaN            NaN            NaN   1.21697                 NaN            NaN  0.586153        2.09932       0.551623E-001            NaN
  1235.59        2500.00        86.8886                 NaN            NaN            NaN            NaN            NaN            NaN  0.333024        1.78827                 NaN   1.36176        5.80682       0.124769        3.69673     
  1233.08        2500.00        82.1187                 NaN            NaN            NaN  0.432463                 NaN            NaN   1.25688        1.05104                 NaN   1.79233        7.68359                 NaN   5.66497     
  1230.58        2500.00        82.2011                 NaN            NaN            NaN  0.489205                 NaN            NaN   1.32634       0.742621                 NaN   1.73685        7.73878                 NaN   5.76506     
  1228.07        2500.00        81.9479                 NaN            NaN            NaN  0.409671                 NaN            NaN  0.883948        1.43395                 NaN   1.76317        7.83343                 NaN   5.72795     
  1225.56        2500.00        78.2284                 NaN            NaN            NaN  0.500998                 NaN            NaN   1.31578        1.17546                 NaN   2.04336        9.69422                 NaN   7.04183     
  1223.06        2500.00                 NaN            NaN            NaN   2.27249        2.20266       0.117452                 NaN   5.99768       0.297674E-001            NaN   8.90392        46.6336                 NaN   33.8425     
  1220.55        2500.00                 NaN            NaN            NaN   2.13787        1.77505       0.631540                 NaN   6.06339       0.297648E-001            NaN   8.85194        46.6030                 NaN   33.9075     
  1218.05        2500.00                 NaN            NaN            NaN            NaN   2.20121                 NaN            NaN   4.64770        5.40840                 NaN   8.64532        46.2530                 NaN   32.8444     
  1215.54        2500.00                 NaN            NaN            NaN            NaN   2.37435                 NaN            NaN   4.52683        5.13286                 NaN   8.61337        46.2950                 NaN   33.0576     
  1213.03        2500.00                 NaN            NaN            NaN   4.33112       0.116562                 NaN            NaN  0.298552E-001   6.01478                 NaN   8.93240        46.7766       0.859969        32.9387     
  1210.53        2500.00                 NaN            NaN            NaN            NaN   2.23414                 NaN            NaN   4.75977        5.21764                 NaN   8.65862        46.2380                 NaN   32.8919     
  1208.02        2500.00                 NaN            NaN            NaN            NaN   2.18814                 NaN            NaN   4.70691        5.36222                 NaN   8.67366        46.2165       0.615404E-002   32.8464     
  1205.51        2500.00                 NaN            NaN            NaN            NaN  0.651327E-001            NaN            NaN   13.5297                 NaN            NaN   9.00798        45.7928       0.607783        30.9966     
  1203.01        2500.00                 NaN            NaN            NaN   4.30440       0.142369                 NaN            NaN  0.298483E-001   6.01931                 NaN   8.92756        46.7687       0.850908        32.9569     
  1200.50        2500.00                 NaN            NaN            NaN            NaN  0.551708                 NaN            NaN   3.66082        9.07330                 NaN   8.78605        45.8876       0.505417        31.5351     
  1197.99        2500.00                 NaN            NaN            NaN            NaN   2.01937                 NaN            NaN   4.83305        5.39398       0.132373E-004   8.71801        46.0632       0.122598        32.8497     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.14803        12.4738                 NaN   9.03686        45.7631       0.628730        30.9495     
  1192.98        2500.00                 NaN            NaN            NaN   3.74805       0.665638                 NaN            NaN  0.298220E-001   6.07704                 NaN   8.87225        46.7061       0.688289        33.2128     
  1190.48        2500.00                 NaN            NaN            NaN   4.29805       0.144901                 NaN            NaN  0.298406E-001   6.01840                 NaN   8.92698        46.7630       0.851627        32.9672     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.490418        13.1578                 NaN   9.08587        45.6967       0.619392        30.9499     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.39136        12.2488                 NaN   9.06935        45.7079       0.622862        30.9598     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.4883        1.15642                 NaN   9.08379        45.6921       0.621001        30.9584     
  1180.45        2500.00                 NaN            NaN            NaN   4.43228                 NaN            NaN            NaN  0.298404E-001   5.99764       0.229571E-001   8.94369        46.7745       0.899113        32.9000     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.68341        10.9333                 NaN   8.97821        45.7694       0.631868        31.0037     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.63632        10.9611                 NaN   8.99599        45.7758       0.637507        30.9933     
  1172.93        2500.00                 NaN            NaN            NaN   4.43169                 NaN            NaN            NaN  0.298358E-001   5.99676       0.229681E-001   8.94367        46.7714       0.899042        32.9047     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.93822        10.6806                 NaN   8.99695        45.7389       0.631654        31.0138     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.3542        2.23014                 NaN   9.10086        45.7150       0.633602        30.9662     
  1165.41        2500.00                 NaN            NaN            NaN   4.43118                 NaN            NaN            NaN  0.298314E-001   5.99608       0.229267E-001   8.94358        46.7680       0.898908        32.9095     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.89746        10.7410                 NaN   9.02598        45.7406       0.614614        30.9804     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.93786        10.6655                 NaN   9.03768        45.7136       0.633190        31.0121     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.5558        3.00933                 NaN   9.08046        45.7317       0.640251        30.9824     
  1155.39        2500.00                 NaN            NaN            NaN   4.43039                 NaN            NaN            NaN  0.298254E-001   5.99508       0.228654E-001   8.94347        46.7639       0.898787        32.9157     
  1152.88        2500.00                 NaN            NaN            NaN   4.43021                 NaN            NaN            NaN  0.298238E-001   5.99478       0.228449E-001   8.94351        46.7628       0.898766        32.9172     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.2738        2.36943                 NaN   9.10044        45.6474       0.615852        30.9931     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.5903        3.04254                 NaN   9.06280        45.6988       0.614326        30.9912     
  1145.36        2500.00                 NaN            NaN            NaN   4.42966                 NaN            NaN            NaN  0.298194E-001   5.99401       0.228124E-001   8.94340        46.7597       0.898666        32.9219     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.5223        2.10835                 NaN   9.19942        45.5662       0.617653        30.9861     
  1140.35        2500.00                 NaN            NaN            NaN   4.42925                 NaN            NaN            NaN  0.298165E-001   5.99341       0.228939E-001   8.94341        46.7576       0.898608        32.9250     
  1137.84        2500.00                 NaN            NaN            NaN   4.42907                 NaN            NaN            NaN  0.298150E-001   5.99321       0.228660E-001   8.94334        46.7565       0.898564        32.9266     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.4884        2.16470                 NaN   9.21732        45.5250       0.610752        30.9938     
  1132.83        2500.00                 NaN            NaN            NaN   4.42866                 NaN            NaN            NaN  0.298120E-001   5.99257       0.229550E-001   8.94334        46.7545       0.898516        32.9297     
  1130.33        2500.00                 NaN            NaN            NaN   4.42847                 NaN            NaN            NaN  0.298106E-001   5.99239       0.229188E-001   8.94327        46.7534       0.898475        32.9312     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.30148        11.3439                 NaN   9.24608        45.4984       0.612257        30.9979     
  1125.31        2500.00                 NaN            NaN            NaN   4.43450                 NaN            NaN  0.105800E-001  0.298074E-001   5.99283                 NaN   8.94339        46.7529       0.898985        32.9370     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.3736        2.27610                 NaN   9.27166        45.4664       0.610906        31.0014     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.3537        2.29660                 NaN   9.27901        45.4573       0.610419        31.0030     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.43371        11.2143                 NaN   9.27905        45.4551       0.611089        31.0067     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.3052        2.34652                 NaN   9.29449        45.4374       0.609454        31.0069     
  1112.78        2500.00                 NaN            NaN            NaN   4.42711                 NaN            NaN            NaN  0.298001E-001   5.99047       0.230752E-001   8.94321        46.7460       0.898243        32.9421     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.39809        11.2561                 NaN   9.31023        45.4158       0.608326        31.0115     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.44722        11.2012                 NaN   9.31543        45.4142       0.609521        31.0124     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.9332        2.69301                 NaN   9.30222        45.4410       0.615785        31.0148     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.1183        2.53430                 NaN   9.32623        45.3935       0.608486        31.0193     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.1089        2.54701                 NaN   9.33366        45.3816       0.607324        31.0215     
  1097.74        2500.00                 NaN            NaN            NaN   4.42599                 NaN            NaN            NaN  0.297913E-001   5.98889       0.230076E-001   8.94311        46.7398       0.898072        32.9513     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.8783        2.76310                 NaN   9.33342        45.3883       0.611012        31.0259     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.8241        2.80514                 NaN   9.33858        45.3926       0.613874        31.0257     
  1090.23        2500.00                 NaN            NaN            NaN   4.42538                 NaN            NaN            NaN  0.297870E-001   5.98816       0.230793E-001   8.94303        46.7366       0.897966        32.9560     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.94855        10.6917                 NaN   9.35551        45.3618       0.611843        31.0305     
  1085.21        2500.00                 NaN            NaN            NaN   3.46300                 NaN            NaN            NaN   5.32450        2.38015                 NaN   9.02194        46.4368       0.830040        32.5435     
  1082.71        2500.00                 NaN            NaN            NaN   3.46333                 NaN            NaN            NaN   5.32458        2.37892                 NaN   9.02188        46.4360       0.830041        32.5453     
