|6.6.6
Archiving\03_Data\frac/QFM_m2.25/KHA22/KHA22_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          Sp(TH)         Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1558.90        2500.00        99.1202                 NaN            NaN  0.795984E-001            NaN            NaN            NaN  0.800219                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.1309                 NaN            NaN  0.765140E-001            NaN            NaN            NaN  0.792631                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.1415                 NaN            NaN  0.741837E-001            NaN            NaN            NaN  0.784341                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.1529                 NaN            NaN  0.717775E-001            NaN            NaN            NaN  0.775366                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.1639                 NaN            NaN  0.688039E-001            NaN            NaN            NaN  0.767319                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.1698                 NaN            NaN  0.693071E-001            NaN            NaN            NaN  0.760903                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.1897                 NaN            NaN  0.638435E-001            NaN            NaN            NaN  0.746436                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.1964                 NaN            NaN  0.647662E-001            NaN            NaN            NaN  0.738823                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.1991                 NaN            NaN  0.613007E-001            NaN            NaN            NaN  0.739648                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.2203                 NaN            NaN  0.556971E-001            NaN            NaN            NaN  0.724041                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.2246                 NaN            NaN  0.562188E-001            NaN            NaN            NaN  0.719212                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.2312                 NaN            NaN  0.521902E-001            NaN            NaN            NaN  0.716606                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.2447                 NaN            NaN  0.526729E-001            NaN            NaN            NaN  0.702661                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.2512                 NaN            NaN  0.496798E-001            NaN            NaN            NaN  0.699084                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.2586                 NaN            NaN  0.469056E-001            NaN            NaN            NaN  0.694536                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.2680                 NaN            NaN  0.455523E-001            NaN            NaN            NaN  0.686492                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.2721                 NaN            NaN  0.408569E-001            NaN            NaN            NaN  0.687032                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.2836                 NaN            NaN  0.397790E-001            NaN            NaN            NaN  0.676591                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.2921                 NaN            NaN  0.401866E-001            NaN            NaN            NaN  0.667745                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.2988                 NaN            NaN  0.384294E-001            NaN            NaN            NaN  0.662746                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.3072                 NaN            NaN  0.361635E-001            NaN            NaN            NaN  0.656633                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.3142                 NaN            NaN  0.340723E-001            NaN            NaN            NaN  0.651763                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.2422                 NaN            NaN  0.125968E-003            NaN            NaN            NaN  0.327570       0.430078                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.1758                 NaN            NaN  0.220533E-005            NaN            NaN            NaN  0.115980E-001  0.812563                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.1798                 NaN            NaN  0.382979E-005            NaN            NaN            NaN            NaN  0.820224                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.1859                 NaN            NaN  0.792415E-005            NaN            NaN            NaN  0.696363E-002  0.807105                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.1871                 NaN            NaN  0.152940E-005            NaN            NaN            NaN            NaN  0.812943                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.1920                 NaN            NaN  0.113192E-004            NaN            NaN            NaN            NaN  0.807958                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.1947                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.805263                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.1959                 NaN            NaN  0.253256E-005            NaN            NaN            NaN            NaN  0.804064                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.1506                 NaN            NaN  0.942964E-001            NaN            NaN            NaN            NaN  0.755130                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.2745                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.725536                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.1964                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.803610                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.1957                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.804280                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.1904                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.809576                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        99.1884                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.811583                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        99.1766                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.823366                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        99.1219                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.782655       0.954862E-001            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        99.0826                 NaN            NaN            NaN            NaN            NaN            NaN  0.211535       0.622167       0.836736E-001            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.5575                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.930011       0.512481                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.8426                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.745636       0.411802                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.8576                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.735920       0.406448                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.8727                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.726359       0.400907                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.8884                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.716254       0.395312                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.9019                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.708562       0.389490                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.9153                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.384216       0.700442                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.9299                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.379913       0.690168                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.9406                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.685191       0.374251                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.9554                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.674470       0.370111                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.9660                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.669454       0.364505                 NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.9798                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.359853       0.660309                 NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.9902                 NaN            NaN  0.665713E-005            NaN            NaN            NaN            NaN  0.355975       0.653836                 NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        99.0022                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.351298       0.646483                 NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        99.0128                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.346519       0.640669                 NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.1311                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.638114       0.745567       0.485197                 NaN            NaN            NaN            NaN
  1421.05        2500.00        97.5604                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.621231        1.00840       0.809929                 NaN            NaN            NaN            NaN
  1418.55        2500.00        97.6295                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.601792       0.981543       0.787146                 NaN            NaN            NaN            NaN
  1416.04        2500.00        97.6721                 NaN            NaN  0.121955                 NaN            NaN            NaN            NaN  0.631589       0.777878       0.796493                 NaN            NaN            NaN            NaN
  1413.53        2500.00        97.7339                 NaN            NaN  0.259675                 NaN            NaN            NaN            NaN  0.659762       0.543437       0.803185                 NaN            NaN            NaN            NaN
  1411.03        2500.00        97.7646                 NaN            NaN  0.264072                 NaN            NaN            NaN            NaN  0.527904       0.648972       0.794461                 NaN            NaN            NaN            NaN
  1408.52        2500.00        97.8801                 NaN            NaN  0.250169                 NaN            NaN            NaN            NaN  0.497594       0.621918       0.750227                 NaN            NaN            NaN            NaN
  1406.02        2500.00        97.9167                 NaN            NaN  0.248901                 NaN            NaN            NaN            NaN  0.615033       0.480443       0.738936                 NaN            NaN            NaN            NaN
  1403.51        2500.00        97.9724                 NaN            NaN  0.248475                 NaN            NaN            NaN            NaN  0.598892       0.459973       0.720280                 NaN            NaN            NaN            NaN
  1401.00        2500.00        98.0157                 NaN            NaN  0.246746                 NaN            NaN            NaN            NaN  0.587721       0.443467       0.706381                 NaN            NaN            NaN            NaN
  1398.50        2500.00        98.0795                 NaN            NaN  0.242095                 NaN            NaN            NaN            NaN  0.423122       0.572527       0.682780                 NaN            NaN            NaN            NaN
  1395.99        2500.00        98.1235                 NaN            NaN  0.240734                 NaN            NaN            NaN            NaN  0.406723       0.560830       0.668255                 NaN            NaN            NaN            NaN
  1393.48        2500.00        98.1711                 NaN            NaN  0.237901                 NaN            NaN            NaN            NaN  0.390856       0.548595       0.651583                 NaN            NaN            NaN            NaN
  1390.98        2500.00        98.2163                 NaN            NaN  0.235286                 NaN            NaN            NaN            NaN  0.375213       0.537307       0.635870                 NaN            NaN            NaN            NaN
  1388.47        2500.00        98.2615                 NaN            NaN  0.232479                 NaN            NaN            NaN            NaN  0.525316       0.360741       0.620009                 NaN            NaN            NaN            NaN
  1385.96        2500.00        98.3038                 NaN            NaN  0.230084                 NaN            NaN            NaN            NaN  0.514341       0.346506       0.605317                 NaN            NaN            NaN            NaN
  1383.46        2500.00        98.3437                 NaN            NaN  0.227229                 NaN            NaN            NaN            NaN  0.333397       0.504589       0.591072                 NaN            NaN            NaN            NaN
  1380.95        2500.00        98.3845                 NaN            NaN  0.224652                 NaN            NaN            NaN            NaN  0.493994       0.320240       0.576607                 NaN            NaN            NaN            NaN
  1378.45        2500.00        98.4139                 NaN            NaN  0.222554                 NaN            NaN            NaN            NaN  0.487446       0.309311       0.566823                 NaN            NaN            NaN            NaN
  1375.94        2500.00        98.4659                 NaN            NaN  0.218471                 NaN            NaN            NaN            NaN  0.294946       0.473297       0.547426                 NaN            NaN            NaN            NaN
  1373.43        2500.00        98.4937                 NaN            NaN  0.216080                 NaN            NaN            NaN            NaN  0.465267       0.287179       0.537742                 NaN            NaN            NaN            NaN
  1370.93        2500.00        98.5282                 NaN            NaN  0.214463                 NaN            NaN            NaN            NaN  0.274872       0.456624       0.525792                 NaN            NaN            NaN            NaN
  1368.42        2500.00        98.5631                 NaN            NaN  0.210214                 NaN            NaN            NaN            NaN  0.267113       0.446688       0.512886                 NaN            NaN            NaN            NaN
  1365.91        2500.00        98.5936                 NaN            NaN  0.207899                 NaN            NaN            NaN            NaN  0.257841       0.438625       0.502068                 NaN            NaN            NaN            NaN
  1363.41        2500.00        98.6245                 NaN            NaN  0.204975                 NaN            NaN            NaN            NaN  0.430219       0.249354       0.490914                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.6543                 NaN            NaN  0.201440                 NaN            NaN            NaN            NaN  0.421333       0.242665       0.480270                 NaN            NaN            NaN            NaN
  1358.40        2500.00        98.6843                 NaN            NaN  0.199547                 NaN            NaN            NaN            NaN  0.232546       0.414343       0.469253                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.7092                 NaN            NaN  0.195648                 NaN            NaN            NaN            NaN  0.406617       0.228481       0.460080                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.7418                 NaN            NaN  0.192801                 NaN            NaN            NaN            NaN  0.218473       0.398822       0.448104                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.7650                 NaN            NaN  0.189573                 NaN            NaN            NaN            NaN  0.392086       0.213781       0.439524                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.7905                 NaN            NaN  0.186391                 NaN            NaN            NaN            NaN  0.208095       0.384736       0.430236                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.8156                 NaN            NaN  0.182481                 NaN            NaN            NaN            NaN  0.203844       0.377380       0.420658                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.8389                 NaN            NaN  0.179197                 NaN            NaN            NaN            NaN  0.370630       0.199212       0.412030                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.8616                 NaN            NaN  0.175967                 NaN            NaN            NaN            NaN  0.195045       0.363778       0.403627                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.8857                 NaN            NaN  0.172451                 NaN            NaN            NaN            NaN  0.190423       0.357001       0.394447                 NaN            NaN            NaN            NaN
  1335.84        2500.00        98.9046                 NaN            NaN  0.168837                 NaN            NaN            NaN            NaN  0.351573       0.187461       0.387481                 NaN            NaN            NaN            NaN
  1333.33        2500.00        98.9261                 NaN            NaN  0.163258                 NaN            NaN            NaN            NaN  0.342533       0.189349       0.378717                 NaN            NaN            NaN            NaN
  1330.83        2500.00        98.9477                 NaN            NaN  0.160526                 NaN            NaN            NaN            NaN  0.336564       0.184288       0.370884                 NaN            NaN            NaN            NaN
  1328.32        2500.00        98.9681                 NaN            NaN  0.156994                 NaN            NaN            NaN            NaN  0.330522       0.181289       0.363138                 NaN            NaN            NaN            NaN
  1325.81        2500.00        98.9869                 NaN            NaN  0.153034                 NaN            NaN            NaN            NaN  0.179505       0.324738       0.355794                 NaN            NaN            NaN            NaN
  1323.31        2500.00        99.0054                 NaN            NaN  0.148872                 NaN            NaN            NaN            NaN  0.178786       0.318325       0.348623                 NaN            NaN            NaN            NaN
  1320.80        2500.00        99.0225                 NaN            NaN  0.144160                 NaN            NaN            NaN            NaN  0.309869       0.181264       0.342194                 NaN            NaN            NaN            NaN
  1318.30        2500.00        99.0415                 NaN            NaN  0.141428                 NaN            NaN            NaN            NaN  0.175370       0.307144       0.334561                 NaN            NaN            NaN            NaN
  1315.79        2500.00        99.0581                 NaN            NaN  0.136551                 NaN            NaN            NaN            NaN  0.300310       0.176970       0.328101                 NaN            NaN            NaN            NaN
  1313.28        2500.00        83.2993                 NaN            NaN   1.20566                 NaN            NaN            NaN            NaN  0.575476        2.17475        2.28119        10.4636                 NaN            NaN            NaN
  1310.78        2500.00        71.1908                 NaN            NaN   2.01030                 NaN            NaN            NaN            NaN  0.742927        3.78318        3.78166        18.4911                 NaN            NaN            NaN
  1308.27        2500.00        75.7099                 NaN            NaN   1.73461                 NaN            NaN            NaN            NaN   3.44404       0.378694        3.22022        15.5126                 NaN            NaN            NaN
  1305.76        2500.00        79.0563                 NaN            NaN   1.53130                 NaN            NaN            NaN            NaN   3.23361       0.628185E-001   2.80239        13.3136                 NaN            NaN            NaN
  1303.26        2500.00        81.5795                 NaN            NaN   1.33105                 NaN            NaN            NaN            NaN   2.96801                 NaN   2.48611        11.6353                 NaN            NaN            NaN
  1300.75        2500.00        83.5922                 NaN            NaN   1.16373                 NaN            NaN            NaN            NaN   2.71662                 NaN   2.23307        10.2944                 NaN            NaN            NaN
  1298.25        2500.00        85.0158                 NaN            NaN   1.09350                 NaN            NaN            NaN            NaN   2.47438                 NaN   2.05771        9.35859                 NaN            NaN            NaN
  1295.74        2500.00        86.7307                 NaN            NaN  0.921672                 NaN            NaN            NaN            NaN   2.29738                 NaN   1.83314        8.21707                 NaN            NaN            NaN
  1293.23        2500.00        77.3462                 NaN            NaN   1.44430                 NaN            NaN            NaN            NaN   3.52411                 NaN   3.08030        14.1278       0.477245                 NaN            NaN
  1290.73        2500.00        77.4462                 NaN            NaN   1.47511                 NaN            NaN            NaN            NaN   3.41645                 NaN   3.05414        14.0698       0.538343                 NaN            NaN
  1288.22        2500.00        77.9310                 NaN            NaN   1.56249       0.499497E-001            NaN            NaN            NaN   3.10589                 NaN   3.19788        13.6129       0.539855                 NaN            NaN
  1285.71        2500.00        80.9514                 NaN            NaN  0.889147                 NaN            NaN            NaN            NaN   3.48557                 NaN   2.24793        11.9959       0.430010                 NaN            NaN
  1283.21        2500.00        82.9415                 NaN            NaN   1.13816       0.603280                 NaN            NaN            NaN   2.42883                 NaN   2.26287        10.6254                 NaN            NaN            NaN
  1280.70        2500.00        82.3408                 NaN            NaN  0.746458       0.746787                 NaN            NaN            NaN   2.79080                 NaN   2.23884        11.1363                 NaN            NaN            NaN
  1278.20        2500.00        84.4255                 NaN            NaN  0.658917       0.653269                 NaN            NaN            NaN   2.47071                 NaN   1.96110        9.83054                 NaN            NaN            NaN
  1275.69        2500.00        85.3110                 NaN            NaN  0.623640       0.619169                 NaN            NaN            NaN   2.30392                 NaN   1.83003        9.31221                 NaN            NaN            NaN
  1273.18        2500.00        86.7896                 NaN            NaN  0.563680       0.559023                 NaN            NaN            NaN   2.06897                 NaN   1.63290        8.38583                 NaN            NaN            NaN
  1270.68        2500.00        88.4941                 NaN            NaN  0.494527       0.487079                 NaN            NaN            NaN   1.82299                 NaN   1.41589        7.28545                 NaN            NaN            NaN
  1268.17        2500.00        89.8309                 NaN            NaN  0.350589       0.457416                 NaN            NaN            NaN   1.62785                 NaN   1.23299        6.50024                 NaN            NaN            NaN
  1265.66        2500.00        91.1854                 NaN            NaN  0.485360       0.346736                 NaN            NaN            NaN   1.44816                 NaN   1.10042        5.43391                 NaN            NaN            NaN
  1263.16        2500.00        92.0876                 NaN            NaN  0.345859       0.335737                 NaN            NaN            NaN   1.33002                 NaN  0.969849        4.93090                 NaN            NaN            NaN
  1260.65        2500.00        92.8402                 NaN            NaN  0.301270       0.307342                 NaN            NaN            NaN   1.23679                 NaN  0.871300        4.44315                 NaN            NaN            NaN
  1258.15        2500.00        93.4921                 NaN            NaN  0.288572       0.275886                 NaN            NaN            NaN   1.14413                 NaN  0.795545        4.00375                 NaN            NaN            NaN
  1255.64        2500.00        94.2220                 NaN            NaN  0.244169       0.248086                 NaN            NaN            NaN   1.06700                 NaN  0.700867        3.51791                 NaN            NaN            NaN
  1253.13        2500.00        94.2138                 NaN            NaN  0.182873       0.267082                 NaN            NaN            NaN   1.10360                 NaN  0.681400        3.55120                 NaN            NaN            NaN
  1250.63        2500.00                 NaN            NaN            NaN   3.42226        1.99897                 NaN            NaN            NaN   17.7855                 NaN   9.29213        45.7023                 NaN   16.5738        5.22498     
  1248.12        2500.00                 NaN            NaN            NaN   4.16144        1.21811       0.713924       0.863721E-005            NaN   14.7453                 NaN   9.85462        46.4817                 NaN   17.1420        5.68292     
  1245.61        2500.00                 NaN            NaN            NaN   4.16157        1.21811       0.713928       0.906251E-005            NaN   14.7458                 NaN   9.85533        46.5386                 NaN   17.1673        5.59944     
  1243.11        2500.00                 NaN            NaN            NaN   4.16170        1.21812       0.713931       0.952577E-005            NaN   14.7463                 NaN   9.85604        46.5960                 NaN   17.1928        5.51509     
  1240.60        2500.00                 NaN            NaN            NaN   4.16182        1.21812       0.713935       0.100304E-004            NaN   14.7467                 NaN   9.85675        46.6541                 NaN   17.2187        5.42986     
  1238.10        2500.00                 NaN            NaN            NaN   4.16195        1.21812       0.713939       0.105819E-004            NaN   14.7472                 NaN   9.85747        46.7137                 NaN   17.2453        5.34227     
  1235.59        2500.00                 NaN            NaN            NaN   4.16208        1.21813       0.713942       0.111839E-004            NaN   14.7477                 NaN   9.85818        46.7734                 NaN   17.2719        5.25465     
  1233.08        2500.00                 NaN            NaN            NaN   4.16221        1.21813       0.713946       0.118429E-004            NaN   14.7482                 NaN   9.85890        46.8337                 NaN   17.2989        5.16599     
  1230.58        2500.00                 NaN            NaN            NaN   4.16234        1.21813       0.713950       0.125651E-004            NaN   14.7487                 NaN   9.85962        46.8948                 NaN   17.3262        5.07630     
  1228.07        2500.00                 NaN            NaN            NaN   4.16248        1.21814       0.713954       0.133578E-004            NaN   14.7492                 NaN   9.86033        46.9565                 NaN   17.3538        4.98553     
  1225.56        2500.00                 NaN            NaN            NaN   4.16261        1.21814       0.713958       0.142295E-004            NaN   14.7497                 NaN   9.86106        47.0190                 NaN   17.3818        4.89369     
  1223.06        2500.00                 NaN            NaN            NaN   4.16274        1.21815       0.713963       0.151897E-004            NaN   14.7502                 NaN   9.86178        47.0823                 NaN   17.4101        4.80075     
  1220.55        2500.00                 NaN            NaN            NaN   4.16288        1.21815       0.713967       0.162491E-004            NaN   14.7507                 NaN   9.86250        47.1463                 NaN   17.4388        4.70669     
  1218.05        2500.00                 NaN            NaN            NaN   4.16301        1.21816       0.713971       0.174260E-004            NaN   14.7512                 NaN   9.86323        47.2111                 NaN   17.4679        4.61150     
  1215.54        2500.00                 NaN            NaN            NaN   4.16315        1.21816       0.713976       0.187283E-004            NaN   14.7517                 NaN   9.86396        47.2766                 NaN   17.4973        4.51516     
  1213.03        2500.00                 NaN            NaN            NaN   4.16328        1.21817       0.713980       0.201755E-004            NaN   14.7522                 NaN   9.86469        47.3429                 NaN   17.5271        4.41765     
  1210.53        2500.00                 NaN            NaN            NaN   4.16342        1.21817       0.713985       0.217833E-004            NaN   14.7527                 NaN   9.86542        47.4100                 NaN   17.5573        4.31895     
  1208.02        2500.00                 NaN            NaN            NaN   4.16356        1.21818       0.713990       0.235747E-004            NaN   14.7532                 NaN   9.86616        47.4780                 NaN   17.5879        4.21904     
  1205.51        2500.00                 NaN            NaN            NaN   4.16370        1.21818       0.713994       0.255748E-004            NaN   14.7538                 NaN   9.86690        47.5467                 NaN   17.6188        4.11791     
  1203.01        2500.00                 NaN            NaN            NaN   4.16384        1.21819       0.713999       0.278117E-004            NaN   14.7543                 NaN   9.86763        47.6157                 NaN   17.6499        4.01650     
  1200.50        2500.00                 NaN            NaN            NaN   4.16398        1.21819       0.714004       0.303206E-004            NaN   14.7548                 NaN   9.86838        47.6864                 NaN   17.6818        3.91242     
  1197.99        2500.00                 NaN            NaN            NaN   4.16412        1.21820       0.714009       0.331390E-004            NaN   14.7553                 NaN   9.86912        47.7579                 NaN   17.7141        3.80720     
  1195.49        2500.00                 NaN            NaN            NaN   4.16426        1.21821       0.714014       0.363147E-004            NaN   14.7559                 NaN   9.86987        47.8302                 NaN   17.7467        3.70081     
  1192.98        2500.00                 NaN            NaN            NaN   3.70544        1.88093                 NaN            NaN            NaN   17.5958                 NaN   9.94137        46.8125                 NaN   17.2269        2.83705     
  1190.48        2500.00                 NaN            NaN            NaN   3.71886        1.87343                 NaN            NaN            NaN   17.5957                 NaN   9.96900        46.8638                 NaN   17.2602        2.71893     
  1187.97        2500.00                 NaN            NaN            NaN   3.73231        1.86587                 NaN            NaN            NaN   17.5960                 NaN   9.99667        46.9158                 NaN   17.2938        2.59946     
  1185.46        2500.00                 NaN            NaN            NaN   3.74579        1.85824                 NaN            NaN            NaN   17.5965                 NaN   10.0244        46.9684                 NaN   17.3278        2.47879     
  1182.96        2500.00                 NaN            NaN            NaN   3.75926        1.85063                 NaN            NaN            NaN   17.5972                 NaN   10.0521        47.0228                 NaN   17.3626        2.35544     
  1180.45        2500.00                 NaN            NaN            NaN   3.79373        1.79565                 NaN            NaN            NaN   17.7721                 NaN   10.0555        46.9211                 NaN   17.4118        2.25004     
  1177.94        2500.00                 NaN            NaN            NaN   3.80650        1.78800                 NaN            NaN            NaN   17.7774                 NaN   10.0829        46.9748                 NaN   17.4464        2.12402     
  1175.44        2500.00                 NaN            NaN            NaN   3.81439        1.78443                 NaN            NaN            NaN   17.7843                 NaN   10.1163        47.0358                 NaN   17.4751        1.98973     
  1172.93        2500.00                 NaN            NaN            NaN   3.82725        1.77657                 NaN            NaN            NaN   17.7904                 NaN   10.1436        47.0909                 NaN   17.5106        1.86074     
  1170.43        2500.00                 NaN            NaN            NaN   3.84012        1.76862                 NaN            NaN            NaN   17.7970                 NaN   10.1709        47.1466                 NaN   17.5466        1.73021     
  1167.92        2500.00                 NaN            NaN            NaN   3.83467        1.78220                 NaN            NaN            NaN   17.7767                 NaN   10.1922        47.2600                 NaN   17.5709        1.58330     
  1165.41        2500.00                 NaN            NaN            NaN   3.84750        1.77427                 NaN            NaN            NaN   17.7837                 NaN   10.2196        47.3180                 NaN   17.6076        1.44928     
  1162.91        2500.00                 NaN            NaN            NaN   3.87894        1.74428                 NaN            NaN            NaN   17.8192                 NaN   10.2530        47.3183                 NaN   17.6571        1.32921     
  1160.40        2500.00                 NaN            NaN            NaN   3.87848        1.74520                 NaN            NaN            NaN   17.8363                 NaN   10.2736        47.3945                 NaN   17.6883        1.18366     
  1157.89        2500.00                 NaN            NaN            NaN   3.88810        1.74568                 NaN            NaN            NaN   17.8191                 NaN   10.3018        47.4828                 NaN   17.7225        1.04004     
  1155.39        2500.00                 NaN            NaN            NaN   3.91418        1.72114                 NaN            NaN            NaN   17.8490                 NaN   10.3273        47.5016                 NaN   17.7729       0.913896     
  1152.88        2500.00                 NaN            NaN            NaN   3.93575        1.70738                 NaN            NaN            NaN   17.8544                 NaN   10.3626        47.5518                 NaN   17.8133       0.774705     
  1150.38        2500.00                 NaN            NaN            NaN   3.93178        1.71060                 NaN            NaN            NaN   17.8733                 NaN   10.3844        47.6363                 NaN   17.8443       0.619363     
  1147.87        2500.00                 NaN            NaN            NaN   3.95642        1.69423                 NaN            NaN            NaN   17.8765                 NaN   10.4186        47.6843                 NaN   17.8893       0.480663     
  1145.36        2500.00                 NaN            NaN            NaN   3.97037        1.68471                 NaN            NaN            NaN   17.8868                 NaN   10.4450        47.7468                 NaN   17.9312       0.335039     
  1142.86        2500.00                 NaN            NaN            NaN   3.96893        1.68615                 NaN            NaN            NaN   17.9080                 NaN   10.4681        47.8305                 NaN   17.9637       0.174676     
  1140.35        2500.00                 NaN            NaN            NaN   3.98096        1.67812                 NaN            NaN            NaN   17.9208                 NaN   10.4962        47.8973                 NaN   18.0041       0.224230E-001
  1137.84        2500.00                 NaN            NaN            NaN   4.00665        1.66038                 NaN            NaN            NaN   17.9217                 NaN   10.5323        47.8653                 NaN   18.0136                 NaN
  1135.34        2500.00                 NaN            NaN            NaN   4.01135        1.67013                 NaN            NaN            NaN   17.8572                 NaN   10.5672        47.8942                 NaN   17.9999                 NaN
  1132.83        2500.00                 NaN            NaN            NaN   4.03422        1.64222                 NaN            NaN            NaN   17.9025                 NaN   10.5880        47.8171                 NaN   18.0160                 NaN
