|6.6.6
Archiving\03_Data\fracLP/QFM_m4.75/ALH/ALH_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       mang           iron           pxmn           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1551.38        500.000        98.9435                 NaN            NaN            NaN            NaN            NaN            NaN   1.05650                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.9567                 NaN            NaN            NaN            NaN            NaN            NaN   1.04327                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.9737                 NaN            NaN            NaN            NaN            NaN            NaN   1.02633                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.9890                 NaN            NaN            NaN            NaN            NaN            NaN   1.01103                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.0030                 NaN            NaN            NaN            NaN            NaN            NaN  0.996996                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.0163                 NaN            NaN            NaN            NaN            NaN            NaN  0.983710                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.0315                 NaN            NaN            NaN            NaN            NaN            NaN  0.968538                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.0411                 NaN            NaN            NaN            NaN            NaN            NaN  0.958916                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.0555                 NaN            NaN            NaN            NaN            NaN            NaN  0.944489                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.0703                 NaN            NaN            NaN            NaN            NaN            NaN  0.929685                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.9464                 NaN            NaN            NaN            NaN            NaN            NaN  0.311469       0.742089                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.9146                 NaN            NaN            NaN            NaN            NaN            NaN  0.119102       0.966304                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.9242                 NaN            NaN            NaN            NaN            NaN            NaN  0.112324       0.963431                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.9302                 NaN            NaN            NaN            NaN            NaN            NaN  0.108244       0.961594                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        98.9459                 NaN            NaN            NaN            NaN            NaN            NaN  0.939656E-001  0.960092                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        98.9474                 NaN            NaN            NaN            NaN            NaN            NaN  0.924670E-001  0.960125                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        98.9601                 NaN            NaN            NaN            NaN            NaN            NaN  0.836077E-001  0.956283                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        98.9662                 NaN            NaN            NaN            NaN            NaN            NaN  0.761388E-001  0.957628                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        98.9725                 NaN            NaN            NaN            NaN            NaN            NaN  0.700035E-001  0.957495                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        98.9775                 NaN            NaN            NaN            NaN            NaN            NaN  0.613705E-001  0.961092                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        98.9831                 NaN            NaN            NaN            NaN            NaN            NaN  0.553246E-001  0.961551                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        98.9865                 NaN            NaN            NaN            NaN            NaN            NaN  0.462144E-001  0.967240                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        98.9898                 NaN            NaN            NaN            NaN            NaN            NaN  0.366768E-001  0.973554                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        98.9912                 NaN            NaN            NaN            NaN            NaN            NaN  0.290091E-001  0.979791                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        98.9936                 NaN            NaN            NaN            NaN            NaN            NaN  0.193398E-001  0.987013                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        98.9921                 NaN            NaN            NaN            NaN            NaN            NaN  0.894348E-002  0.998959                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        98.9895                 NaN            NaN            NaN            NaN            NaN            NaN  0.839049E-001  0.926553                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        98.9842                 NaN            NaN            NaN            NaN            NaN            NaN  0.141679E-001   1.00163                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        98.9739                 NaN            NaN            NaN            NaN            NaN            NaN  0.200241E-001   1.00604                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        98.6817                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.447635       0.870652                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.3387                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.996968       0.664299                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.3703                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.650087       0.979642                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.4019                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.961572       0.636509                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.4356                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.623711       0.940660                 NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.4626                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.925193       0.612184                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.4924                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.908584       0.599063                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.5209                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.891791       0.587327                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.5482                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.875951       0.575857                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.5747                 NaN            NaN            NaN            NaN            NaN  0.520688E-003            NaN  0.860013       0.564726                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.6006                 NaN            NaN            NaN            NaN            NaN  0.299888E-002            NaN  0.840051       0.556372                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.6185                 NaN            NaN            NaN            NaN            NaN  0.284090E-002            NaN  0.548413       0.830206                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.6600                 NaN            NaN            NaN            NaN            NaN  0.264432E-002            NaN  0.531363       0.805980                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.6766                 NaN            NaN            NaN            NaN            NaN  0.249518E-002            NaN  0.523837       0.797057                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.7001                 NaN            NaN            NaN            NaN            NaN  0.233701E-002            NaN  0.513575       0.783995                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.7239                 NaN            NaN            NaN            NaN            NaN  0.217989E-002            NaN  0.770690       0.503202                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.7459                 NaN            NaN            NaN            NaN            NaN  0.203966E-002            NaN  0.758550       0.493546                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.7677                 NaN            NaN            NaN            NaN            NaN  0.189253E-002            NaN  0.746279       0.484157                 NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.7883                 NaN            NaN            NaN            NaN            NaN  0.175917E-002            NaN  0.475101       0.734859                 NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.8090                 NaN            NaN            NaN            NaN            NaN  0.163409E-002            NaN  0.465895       0.723456                 NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        98.8273                 NaN            NaN            NaN            NaN            NaN  0.152981E-002            NaN  0.457431       0.713712                 NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        98.8496                 NaN            NaN            NaN            NaN            NaN  0.137461E-002            NaN  0.448272       0.700728                 NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        97.3530                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.01816       0.886569                 NaN  0.742252                 NaN            NaN            NaN
  1421.05        500.000        96.8734                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.929501        1.19888                 NaN  0.998244                 NaN            NaN            NaN
  1418.55        500.000        96.9860                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.15370       0.896925                 NaN  0.963420                 NaN            NaN            NaN
  1416.04        500.000        97.0912                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.867103        1.11102                 NaN  0.930670                 NaN            NaN            NaN
  1413.53        500.000        97.1929                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.07014       0.837684                 NaN  0.899314                 NaN            NaN            NaN
  1411.03        500.000        97.2876                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.810105        1.03242                 NaN  0.869886                 NaN            NaN            NaN
  1408.52        500.000        97.3762                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.784392       0.997265                 NaN  0.842190                 NaN            NaN            NaN
  1406.02        500.000        97.4616                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.760287       0.962591                 NaN  0.815493                 NaN            NaN            NaN
  1403.51        500.000        97.5410                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.736392       0.931936                 NaN  0.790670                 NaN            NaN            NaN
  1401.00        500.000        97.6185                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.713883       0.901181                 NaN  0.766441                 NaN            NaN            NaN
  1398.50        500.000        97.6903                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.693102       0.872818                 NaN  0.743765                 NaN            NaN            NaN
  1395.99        500.000        97.7585                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.673067       0.846133                 NaN  0.722297                 NaN            NaN            NaN
  1393.48        500.000        97.8257                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.819571       0.653407                 NaN  0.701335                 NaN            NaN            NaN
  1390.98        500.000        97.8895                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.795912       0.633809                 NaN  0.680779                 NaN            NaN            NaN
  1388.47        500.000        97.9486                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.772780       0.616385                 NaN  0.662227                 NaN            NaN            NaN
  1385.96        500.000        98.0065                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.598611       0.750783                 NaN  0.644099                 NaN            NaN            NaN
  1383.46        500.000        98.0611                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.729753       0.582536                 NaN  0.626573                 NaN            NaN            NaN
  1380.95        500.000        98.1121                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.567266       0.710387                 NaN  0.610272                 NaN            NaN            NaN
  1378.45        500.000        98.1620                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.551968       0.691571                 NaN  0.594501                 NaN            NaN            NaN
  1375.94        500.000        98.2092                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.537953       0.673562                 NaN  0.579238                 NaN            NaN            NaN
  1373.43        500.000        98.2543                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.656820       0.524154                 NaN  0.564769                 NaN            NaN            NaN
  1370.93        500.000        98.3000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.510067       0.639857                 NaN  0.550100                 NaN            NaN            NaN
  1368.42        500.000        98.3419                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.623994       0.497391                 NaN  0.536749                 NaN            NaN            NaN
  1365.91        500.000        98.3816                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.609545       0.484914                 NaN  0.523893                 NaN            NaN            NaN
  1363.41        500.000        98.4220                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.472016       0.594873                 NaN  0.511074                 NaN            NaN            NaN
  1360.90        500.000        98.4588                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.460704       0.581398                 NaN  0.499069                 NaN            NaN            NaN
  1358.40        500.000        98.4916                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.450872       0.568582                 NaN  0.488967                 NaN            NaN            NaN
  1355.89        500.000        98.5338                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.554002       0.437593                 NaN  0.474567                 NaN            NaN            NaN
  1353.38        500.000        98.5632                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.543711       0.427730                 NaN  0.465361                 NaN            NaN            NaN
  1350.88        500.000        98.5957                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.417492       0.531890                 NaN  0.454873                 NaN            NaN            NaN
  1348.37        500.000        98.6262                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.520863       0.408041                 NaN  0.444859                 NaN            NaN            NaN
  1345.86        500.000        98.6562                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.398213       0.510452                 NaN  0.435141                 NaN            NaN            NaN
  1343.36        500.000        98.6856                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.388878       0.499938                 NaN  0.425589                 NaN            NaN            NaN
  1340.85        500.000        98.7135                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.379402       0.490546                 NaN  0.416562                 NaN            NaN            NaN
  1338.35        500.000        98.7399                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.481342       0.370738                 NaN  0.407990                 NaN            NaN            NaN
  1335.84        500.000        98.7660                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.472372       0.362011                 NaN  0.399657                 NaN            NaN            NaN
  1333.33        500.000        98.6415                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.522364       0.393007                 NaN  0.443147                 NaN            NaN            NaN
  1330.83        500.000        98.4230                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.444922       0.611612                 NaN  0.520461                 NaN            NaN            NaN
  1328.32        500.000        98.5991                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.394718       0.545081                 NaN  0.461117                 NaN            NaN            NaN
  1325.81        500.000        51.5640        41.5132                 NaN  0.231683                 NaN            NaN            NaN            NaN   2.02599        2.11627                 NaN   2.54891                 NaN            NaN            NaN
  1323.31        500.000        56.8509        42.4532                 NaN  0.167479E-001            NaN            NaN            NaN            NaN  0.236697       0.199273                 NaN  0.243203                 NaN            NaN            NaN
  1320.80        500.000        58.2970        41.0991                 NaN  0.121249E-001            NaN            NaN            NaN            NaN  0.199477       0.184239                 NaN  0.208060                 NaN            NaN            NaN
  1318.30        500.000        99.4628                 NaN            NaN  0.861145E-002            NaN            NaN            NaN            NaN  0.172010       0.174238                 NaN  0.182318                 NaN            NaN            NaN
  1315.79        500.000        99.5114                 NaN            NaN  0.585571E-002            NaN            NaN            NaN            NaN  0.167976       0.151475                 NaN  0.163288                 NaN            NaN            NaN
  1313.28        500.000        99.5484                 NaN            NaN  0.350142E-002            NaN            NaN            NaN            NaN  0.134747       0.164788                 NaN  0.148569                 NaN            NaN            NaN
  1310.78        500.000        99.5758                 NaN            NaN  0.153889E-002            NaN            NaN            NaN            NaN  0.121633       0.163572                 NaN  0.137418                 NaN            NaN            NaN
  1308.27        500.000        99.5961                 NaN            NaN  0.239308E-003            NaN            NaN            NaN            NaN  0.161630       0.112862                 NaN  0.129123                 NaN            NaN            NaN
  1305.76        500.000        99.6084                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.109246       0.157620                 NaN  0.124747                 NaN            NaN            NaN
  1303.26        500.000        99.6175                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.108020       0.152933                 NaN  0.121592                 NaN            NaN            NaN
  1300.75        500.000        99.6243                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.106869       0.149638                 NaN  0.119234                 NaN            NaN            NaN
  1298.25        500.000        99.6279                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.107540       0.146788                 NaN  0.117813                 NaN            NaN            NaN
  1295.74        500.000        99.6279                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.145333       0.109147                 NaN  0.117625                 NaN            NaN            NaN
  1293.23        500.000        99.6244                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.112505       0.144614                 NaN  0.118462                 NaN            NaN            NaN
  1290.73        500.000        99.6172                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.144743       0.117558                 NaN  0.120536                 NaN            NaN            NaN
  1288.22        500.000        99.6044                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.124790       0.146474                 NaN  0.124326                 NaN            NaN            NaN
  1285.71        500.000        99.5849                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.149409       0.135451                 NaN  0.130233                 NaN            NaN            NaN
  1283.21        500.000        96.2347                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.629078       0.334434                 NaN  0.481412        2.32040                 NaN            NaN
  1280.70        500.000        92.1502                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.14256       0.493424                 NaN  0.923301        5.10100       0.189554                 NaN
  1278.20        500.000        95.6850                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.773410       0.191797                 NaN  0.532269        2.71778       0.997113E-001            NaN
  1275.69        500.000        96.6672                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.691470       0.105659                 NaN  0.430092        2.03237       0.732547E-001            NaN
  1273.18        500.000        96.6416                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.117799       0.745441                 NaN  0.454655        1.97052       0.700039E-001            NaN
  1270.68        500.000        95.0014                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.10882       0.277737                 NaN  0.712608        2.80166       0.977810E-001            NaN
  1268.17        500.000        77.9984                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.84782        1.60712                 NaN   3.27487        11.8587       0.413060                 NaN
  1265.66        500.000        93.2665                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.00458       0.370193                 NaN  0.818987        4.35189       0.187876                 NaN
  1263.16        500.000        93.8673                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.942437       0.303838                 NaN  0.745341        3.97018       0.170953                 NaN
  1260.65        500.000        94.3884                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.875663       0.256815                 NaN  0.680840        3.64205       0.156273                 NaN
  1258.15        500.000        94.8321                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.212406       0.824365                 NaN  0.625545        3.36231       0.143228                 NaN
  1255.64        500.000        95.2231                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.776200       0.175686                 NaN  0.576331        3.11706       0.131622                 NaN
  1253.13        500.000        95.5684                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.145450       0.731638                 NaN  0.532704        2.90067       0.121124                 NaN
  1250.63        500.000        95.8750                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.116711       0.694189                 NaN  0.493586        2.70885       0.111662                 NaN
  1248.12        500.000        96.1523                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.656480       0.941271E-001            NaN  0.457998        2.53604       0.103078                 NaN
  1245.61        500.000        96.4001                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.730464E-001  0.624805                 NaN  0.426236        2.38072       0.951151E-001            NaN
  1243.11        500.000        96.6254                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.545530E-001  0.595114                 NaN  0.397186        2.23985       0.878981E-001            NaN
  1240.60        500.000        96.8308                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.566010       0.397188E-001            NaN  0.370603        2.11160       0.813031E-001            NaN
  1238.10        500.000        97.0173                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.231752E-001  0.543142                 NaN  0.346442        1.99472       0.752321E-001            NaN
  1235.59        500.000        97.1881                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.973841E-002  0.520559                 NaN  0.324268        1.88765       0.696703E-001            NaN
  1233.08        500.000        97.3451                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.497350                 NaN            NaN  0.303921        1.78910       0.645578E-001            NaN
  1230.58        500.000        97.4887                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.467234                 NaN            NaN  0.285415        1.69877       0.598456E-001            NaN
  1228.07        500.000        97.6223                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.440470                 NaN            NaN  0.269187        1.61293       0.551063E-001            NaN
  1225.56        500.000        97.7481                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.412526                 NaN            NaN  0.251673        1.53604       0.516320E-001            NaN
  1223.06        500.000        97.8594                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.390213                 NaN            NaN  0.236232        1.46589       0.482578E-001            NaN
  1220.55        500.000        97.9634                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.369874                 NaN            NaN  0.224586        1.39777       0.443553E-001            NaN
  1218.05        500.000        82.0736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.38173                 NaN            NaN   1.35450        7.67938       0.150164        7.36063     
  1215.54        500.000        83.1531                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.32831                 NaN            NaN   1.27263        7.15426       0.132160        6.95954     
  1213.03        500.000        84.6142                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.24744                 NaN            NaN   1.16454        6.50139       0.114111        6.35828     
  1210.53        500.000        85.6437                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.19976                 NaN            NaN   1.08968        6.03419       0.999204E-001   5.93277     
  1208.02        500.000        86.4454                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.16485                 NaN            NaN   1.03308        5.66942       0.880982E-001   5.59913     
  1205.51        500.000        86.9640                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.14881                 NaN            NaN  0.994386        5.43013       0.793256E-001   5.38338     
  1203.01        500.000        87.2140                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.15260                 NaN            NaN  0.975214        5.30845       0.725306E-001   5.27725     
  1200.50        500.000        87.1722                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.17582                 NaN            NaN  0.977314        5.31656       0.674243E-001   5.29065     
  1197.99        500.000        86.5824                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.24138                 NaN            NaN   1.01806        5.56459       0.648329E-001   5.52874     
  1195.49        500.000        84.7007                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.40500                 NaN            NaN   1.14638        6.38061       0.678840E-001   6.29937     
  1192.98        500.000        76.4626                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.07409                 NaN            NaN   1.71603        9.96602       0.937275E-001   9.68752     
  1190.48        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.70137        1.51059                 NaN   6.97573        43.1762       0.354084        41.2820     
  1187.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.23247                 NaN            NaN   6.98857        43.1394       0.350156        41.2894     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.296568        7.92963                 NaN   6.94482        43.1948       0.346219        41.2880     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.48877       0.734125                 NaN   6.95711        43.1834       0.348129        41.2885     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.31825       0.905368                 NaN   6.96153        43.1761       0.348193        41.2905     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.17664        5.70572       0.333961        6.98437        43.1547       0.352946        41.2916     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.21523        5.52621       0.476706        6.98652        43.1492       0.352368        41.2937     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.24049                 NaN            NaN   7.00328        43.1077       0.347413        41.3011     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.23537        5.23310       0.754446        6.99152        43.1363       0.351016        41.2982     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.28133        5.12008       0.823878        6.99428        43.1297       0.350311        41.3004     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.25182                 NaN            NaN   7.01486        43.0805       0.344239        41.3086     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.25451                 NaN            NaN   7.01805        43.0731       0.343454        41.3109     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.42313        4.75222        1.05619        7.00215        43.1109       0.348281        41.3071     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.46442        4.63105        1.13861        7.00499        43.1040       0.347545        41.3094     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.49541        4.50415        1.23714        7.00790        43.0970       0.346787        41.3116     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.25416                 NaN            NaN   7.02626        43.0608       0.342156        41.3166     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.25446                 NaN            NaN   7.02731        43.0577       0.342138        41.3184     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.26798                 NaN            NaN   7.03823        43.0323       0.338498        41.3230     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.26227                 NaN            NaN   7.03571        43.0389       0.339792        41.3233     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.08825       0.173693                 NaN   7.03617        43.0371       0.339802        41.3250     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.82388       0.441033                 NaN   7.03851        43.0302       0.339042        41.3274     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.56246       0.705458                 NaN   7.04094        43.0231       0.338270        41.3298     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.30859       0.962393                 NaN   7.04347        43.0159       0.337484        41.3322     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.06130        1.21279                 NaN   7.04609        43.0085       0.336683        41.3346     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN  0.820884                 NaN            NaN   2.20098        4.56459                 NaN   6.84893        43.5110       0.405909        41.6477     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN  0.831702                 NaN            NaN   2.15755        4.59358                 NaN   6.84993        43.5066       0.405725        41.6549     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.37095        1.91276                 NaN   7.05453        42.9857       0.334179        41.3419     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.15988        2.12718                 NaN   7.05754        42.9777       0.333306        41.3444     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.95953        2.33095                 NaN   7.06065        42.9696       0.332411        41.3468     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.51306        5.78085                 NaN   7.06387        42.9614       0.331500        41.3493     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN  0.890870                 NaN            NaN   1.91978        4.75106                 NaN   6.85350        43.4863       0.405176        41.6934     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.25005        1.54569        2.49344        7.06665        42.9623       0.331211        41.3506     
