|6.6.6
Archiving\03_Data\fracLP/QFM_m4.75/ALH/ALH_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       mang           iron           pxmn           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1551.38        500.000        98.7805                 NaN            NaN            NaN            NaN            NaN            NaN   1.21948                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.7950                 NaN            NaN            NaN            NaN            NaN            NaN   1.20500                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.8141                 NaN            NaN            NaN            NaN            NaN            NaN   1.18585                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.8311                 NaN            NaN            NaN            NaN            NaN            NaN   1.16892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.8469                 NaN            NaN            NaN            NaN            NaN            NaN   1.15315                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.8615                 NaN            NaN            NaN            NaN            NaN            NaN   1.13848                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.8785                 NaN            NaN            NaN            NaN            NaN            NaN   1.12154                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.8892                 NaN            NaN            NaN            NaN            NaN            NaN   1.11082                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.9054                 NaN            NaN            NaN            NaN            NaN            NaN   1.09456                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.9219                 NaN            NaN            NaN            NaN            NaN            NaN   1.07814                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.7825                 NaN            NaN            NaN            NaN            NaN            NaN  0.361364       0.856131                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.7463                 NaN            NaN            NaN            NaN            NaN            NaN  0.138254        1.11543                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.7566                 NaN            NaN            NaN            NaN            NaN            NaN  0.130480        1.11288                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.7627                 NaN            NaN            NaN            NaN            NaN            NaN  0.125851        1.11145                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        98.7798                 NaN            NaN            NaN            NaN            NaN            NaN  0.109329        1.11086                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        98.7807                 NaN            NaN            NaN            NaN            NaN            NaN  0.107657        1.11166                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        98.7947                 NaN            NaN            NaN            NaN            NaN            NaN  0.974034E-001   1.10789                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        98.8010                 NaN            NaN            NaN            NaN            NaN            NaN  0.887645E-001   1.11027                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        98.8073                 NaN            NaN            NaN            NaN            NaN            NaN  0.816804E-001   1.11105                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        98.8124                 NaN            NaN            NaN            NaN            NaN            NaN  0.716535E-001   1.11591                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        98.8181                 NaN            NaN            NaN            NaN            NaN            NaN  0.646350E-001   1.11725                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        98.8212                 NaN            NaN            NaN            NaN            NaN            NaN  0.540386E-001   1.12477                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        98.8241                 NaN            NaN            NaN            NaN            NaN            NaN  0.429196E-001   1.13297                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        98.8250                 NaN            NaN            NaN            NaN            NaN            NaN  0.339692E-001   1.14103                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        98.8270                 NaN            NaN            NaN            NaN            NaN            NaN  0.226640E-001   1.15035                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        98.8242                 NaN            NaN            NaN            NaN            NaN            NaN  0.104902E-001   1.16531                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        98.8198                 NaN            NaN            NaN            NaN            NaN            NaN  0.984850E-001   1.08169                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        98.8129                 NaN            NaN            NaN            NaN            NaN            NaN  0.166448E-001   1.17048                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        98.7999                 NaN            NaN            NaN            NaN            NaN            NaN  0.235457E-001   1.17651                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        98.4609                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.520470        1.01862                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.0628                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.15954       0.777608                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.0974                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.762008        1.14058                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.1325                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.12053       0.746961                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.1699                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.732808        1.09726                 NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.1994                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.08042       0.720211                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.2322                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.06214       0.705693                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.2637                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.04353       0.692759                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.2940                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.02598       0.680045                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.3229                 NaN            NaN            NaN            NaN            NaN  0.827946E-003            NaN   1.00843       0.667829                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.3504                 NaN            NaN            NaN            NaN            NaN  0.476768E-002            NaN  0.986032       0.658826                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.3698                 NaN            NaN            NaN            NaN            NaN  0.451567E-002            NaN  0.650206       0.975460                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.4170                 NaN            NaN            NaN            NaN            NaN  0.420255E-002            NaN  0.630836       0.948008                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.4349                 NaN            NaN            NaN            NaN            NaN  0.396457E-002            NaN  0.622682       0.938447                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.4608                 NaN            NaN            NaN            NaN            NaN  0.371326E-002            NaN  0.611369       0.924096                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.4874                 NaN            NaN            NaN            NaN            NaN  0.346284E-002            NaN  0.909355       0.599776                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.5118                 NaN            NaN            NaN            NaN            NaN  0.323905E-002            NaN  0.895977       0.589009                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.5360                 NaN            NaN            NaN            NaN            NaN  0.300513E-002            NaN  0.882413       0.578615                 NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.5587                 NaN            NaN            NaN            NaN            NaN  0.279289E-002            NaN  0.568583       0.869887                 NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.5818                 NaN            NaN            NaN            NaN            NaN  0.259402E-002            NaN  0.558340       0.857310                 NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        98.6019                 NaN            NaN            NaN            NaN            NaN  0.242798E-002            NaN  0.548976       0.846723                 NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        98.6269                 NaN            NaN            NaN            NaN            NaN  0.218110E-002            NaN  0.538699       0.832188                 NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        96.9915                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.22408        1.05302                 NaN  0.731447                 NaN            NaN            NaN
  1421.05        500.000        96.4661                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.10556        1.44399                 NaN  0.984368                 NaN            NaN            NaN
  1418.55        500.000        96.5869                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.39289        1.06896                 NaN  0.951230                 NaN            NaN            NaN
  1416.04        500.000        96.6998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.03552        1.34460                 NaN  0.920065                 NaN            NaN            NaN
  1413.53        500.000        96.8093                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.29814        1.00236                 NaN  0.890210                 NaN            NaN            NaN
  1411.03        500.000        96.9112                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.971276        1.25536                 NaN  0.862191                 NaN            NaN            NaN
  1408.52        500.000        97.0063                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.942379        1.21548                 NaN  0.835824                 NaN            NaN            NaN
  1406.02        500.000        97.0983                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.915264        1.17601                 NaN  0.810386                 NaN            NaN            NaN
  1403.51        500.000        97.1836                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.888353        1.14133                 NaN  0.786749                 NaN            NaN            NaN
  1401.00        500.000        97.2672                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.862929        1.10620                 NaN  0.763648                 NaN            NaN            NaN
  1398.50        500.000        97.3446                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.839471        1.07392                 NaN  0.742035                 NaN            NaN            NaN
  1395.99        500.000        97.4180                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.816897        1.04356                 NaN  0.721574                 NaN            NaN            NaN
  1393.48        500.000        97.4907                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.01304       0.794644                 NaN  0.701570                 NaN            NaN            NaN
  1390.98        500.000        97.5594                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.986274       0.772445                 NaN  0.681917                 NaN            NaN            NaN
  1388.47        500.000        97.6232                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.959799       0.752749                 NaN  0.664224                 NaN            NaN            NaN
  1385.96        500.000        97.6861                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.732469       0.934560                 NaN  0.646911                 NaN            NaN            NaN
  1383.46        500.000        97.7451                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.910518       0.714273                 NaN  0.630154                 NaN            NaN            NaN
  1380.95        500.000        97.7999                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.697027       0.888498                 NaN  0.614586                 NaN            NaN            NaN
  1378.45        500.000        97.8539                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.679649       0.866951                 NaN  0.599513                 NaN            NaN            NaN
  1375.94        500.000        97.9050                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.663773       0.846362                 NaN  0.584912                 NaN            NaN            NaN
  1373.43        500.000        97.9535                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.827278       0.648137                 NaN  0.571073                 NaN            NaN            NaN
  1370.93        500.000        98.0033                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.631997       0.807689                 NaN  0.556997                 NaN            NaN            NaN
  1368.42        500.000        98.0487                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.789472       0.617615                 NaN  0.544217                 NaN            NaN            NaN
  1365.91        500.000        98.0917                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.773020       0.603378                 NaN  0.531903                 NaN            NaN            NaN
  1363.41        500.000        98.1358                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.588532       0.756084                 NaN  0.519595                 NaN            NaN            NaN
  1360.90        500.000        98.1756                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.575686       0.740664                 NaN  0.508079                 NaN            NaN            NaN
  1358.40        500.000        98.2111                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.564492       0.725895                 NaN  0.498470                 NaN            NaN            NaN
  1355.89        500.000        98.2575                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.708952       0.549095                 NaN  0.484451                 NaN            NaN            NaN
  1353.38        500.000        98.2891                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.697343       0.537820                 NaN  0.475696                 NaN            NaN            NaN
  1350.88        500.000        98.3247                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.526045       0.683695                 NaN  0.465606                 NaN            NaN            NaN
  1348.37        500.000        98.3577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.671029       0.515269                 NaN  0.455974                 NaN            NaN            NaN
  1345.86        500.000        98.3904                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.503894       0.659068                 NaN  0.446618                 NaN            NaN            NaN
  1343.36        500.000        98.4226                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.493108       0.646896                 NaN  0.437407                 NaN            NaN            NaN
  1340.85        500.000        98.4530                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.482127       0.636155                 NaN  0.428708                 NaN            NaN            NaN
  1338.35        500.000        98.4818                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.625594       0.472132                 NaN  0.420454                 NaN            NaN            NaN
  1335.84        500.000        98.5103                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.615271       0.462004                 NaN  0.412422                 NaN            NaN            NaN
  1333.33        500.000        98.3577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.681831       0.502613                 NaN  0.457857                 NaN            NaN            NaN
  1330.83        500.000        98.0909                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.570380       0.800247                 NaN  0.538443                 NaN            NaN            NaN
  1328.32        500.000        98.2992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.507540       0.715312                 NaN  0.477990                 NaN            NaN            NaN
  1325.81        500.000        49.8362        41.4926                 NaN  0.666201                 NaN            NaN            NaN            NaN   2.65339        2.71671                 NaN   2.63484                 NaN            NaN            NaN
  1323.31        500.000        55.9625        43.1568                 NaN  0.490500E-001            NaN            NaN            NaN            NaN  0.309637       0.265924                 NaN  0.256040                 NaN            NaN            NaN
  1320.80        500.000        57.4609        41.7765                 NaN  0.355575E-001            NaN            NaN            NaN            NaN  0.261453       0.246304                 NaN  0.219316                 NaN            NaN            NaN
  1318.30        500.000        99.3228                 NaN            NaN  0.252965E-001            NaN            NaN            NaN            NaN  0.225987       0.233427                 NaN  0.192493                 NaN            NaN            NaN
  1315.79        500.000        99.3857                 NaN            NaN  0.172128E-001            NaN            NaN            NaN            NaN  0.225309       0.199259                 NaN  0.172503                 NaN            NaN            NaN
  1313.28        500.000        99.4337                 NaN            NaN  0.103011E-001            NaN            NaN            NaN            NaN  0.177538       0.221347                 NaN  0.157076                 NaN            NaN            NaN
  1310.78        500.000        99.4696                 NaN            NaN  0.453079E-002            NaN            NaN            NaN            NaN  0.160497       0.219980                 NaN  0.145385                 NaN            NaN            NaN
  1308.27        500.000        99.4958                 NaN            NaN  0.705040E-003            NaN            NaN            NaN            NaN  0.217655       0.149149                 NaN  0.136692                 NaN            NaN            NaN
  1305.76        500.000        99.5108                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.144580       0.212507                 NaN  0.132133                 NaN            NaN            NaN
  1303.26        500.000        99.5216                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.143170       0.206410                 NaN  0.128859                 NaN            NaN            NaN
  1300.75        500.000        99.5296                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.141811       0.202171                 NaN  0.126425                 NaN            NaN            NaN
  1298.25        500.000        99.5336                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.142892       0.198521                 NaN  0.124981                 NaN            NaN            NaN
  1295.74        500.000        99.5332                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.196750       0.145218                 NaN  0.124843                 NaN            NaN            NaN
  1293.23        500.000        99.5284                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.149875       0.195948                 NaN  0.125793                 NaN            NaN            NaN
  1290.73        500.000        99.5189                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.196275       0.156784                 NaN  0.128059                 NaN            NaN            NaN
  1288.22        500.000        99.5024                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.166627       0.198799                 NaN  0.132150                 NaN            NaN            NaN
  1285.71        500.000        99.4775                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.202932       0.181079                 NaN  0.138498                 NaN            NaN            NaN
  1283.21        500.000        95.8994                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.854257       0.447594                 NaN  0.510895        2.28781                 NaN            NaN
  1280.70        500.000        91.4510                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.53517       0.670922                 NaN  0.978128        5.02061       0.344145                 NaN
  1278.20        500.000        95.2553                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.04750       0.262407                 NaN  0.566341        2.68664       0.181828                 NaN
  1275.69        500.000        96.3092                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.939999       0.145014                 NaN  0.458594        2.01332       0.133871                 NaN
  1273.18        500.000        96.2553                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.162001        1.01405                 NaN  0.485523        1.95497       0.128130                 NaN
  1270.68        500.000        94.4138                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.49766       0.380291                 NaN  0.758708        2.77111       0.178440                 NaN
  1268.17        500.000        75.6403                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.41912        2.16402                 NaN   3.44471        11.5871       0.744731                 NaN
  1265.66        500.000        92.5287                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.36630       0.511824                 NaN  0.883699        4.36199       0.347490                 NaN
  1263.16        500.000        93.1743                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.28764       0.421877                 NaN  0.806818        3.99217       0.317217                 NaN
  1260.65        500.000        93.7370                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.20123       0.358017                 NaN  0.739278        3.67355       0.290884                 NaN
  1258.15        500.000        94.2170                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.297270        1.13567                 NaN  0.681247        3.40143       0.267399                 NaN
  1255.64        500.000        94.6415                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.07355       0.246793                 NaN  0.629440        3.16231       0.246442                 NaN
  1253.13        500.000        95.0174                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.205049        1.01586                 NaN  0.583389        2.95086       0.227415                 NaN
  1250.63        500.000        95.3522                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.165116       0.967498                 NaN  0.541976        2.76300       0.210210                 NaN
  1248.12        500.000        95.6562                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.918189       0.133606                 NaN  0.504178        2.59332       0.194550                 NaN
  1245.61        500.000        95.9280                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.104035       0.877168                 NaN  0.470360        2.44045       0.179965                 NaN
  1243.11        500.000        96.1761                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.779471E-001  0.838418                 NaN  0.439335        2.30146       0.166707                 NaN
  1240.60        500.000        96.4029                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.800107       0.569281E-001            NaN  0.410859        2.17461       0.154554                 NaN
  1238.10        500.000        96.6093                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.333157E-001  0.770402                 NaN  0.384911        2.05872       0.143330                 NaN
  1235.59        500.000        96.7988                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.140401E-001  0.740799                 NaN  0.361030        1.95232       0.133016                 NaN
  1233.08        500.000        96.9733                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.710017                 NaN            NaN  0.339060        1.85413       0.123508                 NaN
  1230.58        500.000        97.1333                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.668951                 NaN            NaN  0.319033        1.76395       0.114719                 NaN
  1228.07        500.000        97.2820                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.632711                 NaN            NaN  0.301458        1.67797       0.105836                 NaN
  1225.56        500.000        97.4237                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.593732                 NaN            NaN  0.282354        1.60088       0.993462E-001            NaN
  1223.06        500.000        97.5481                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.562970                 NaN            NaN  0.265488        1.53042       0.930172E-001            NaN
  1220.55        500.000        97.6643                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.535458                 NaN            NaN  0.252821        1.46175       0.856406E-001            NaN
  1218.05        500.000        80.6926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.97591                 NaN            NaN   1.50332        7.91620       0.285860        7.62608     
  1215.54        500.000        81.8346                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.90641                 NaN            NaN   1.41346        7.37842       0.251776        7.21531     
  1213.03        500.000        83.3812                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.79656                 NaN            NaN   1.29485        6.71076       0.217641        6.59896     
  1210.53        500.000        84.4698                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.73352                 NaN            NaN   1.21258        6.23153       0.190733        6.16189     
  1208.02        500.000        85.3174                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.68804                 NaN            NaN   1.15038        5.85679       0.168287        5.81907     
  1205.51        500.000        85.8644                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.66844                 NaN            NaN   1.10788        5.61020       0.151614        5.59749     
  1203.01        500.000        86.1247                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.67700                 NaN            NaN   1.08692        5.48376       0.138683        5.48890     
  1200.50        500.000        86.0747                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.71334                 NaN            NaN   1.08949        5.48985       0.128951        5.50370     
  1197.99        500.000        85.4407                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.81060                 NaN            NaN   1.13469        5.74011       0.123974        5.74995     
  1195.49        500.000        83.4378                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.04799                 NaN            NaN   1.27609        6.56573       0.129648        6.54274     
  1192.98        500.000        74.7644                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.00531                 NaN            NaN   1.89698        10.1638       0.177774        9.99172     
  1190.48        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.12193        2.03934                 NaN   7.22034        41.1242       0.628854        39.8653     
  1187.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.1849                 NaN            NaN   7.23357        41.0896       0.621893        39.8700     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.405578        10.7799                 NaN   7.18842        41.1438       0.614934        39.8673     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.1716        1.00775                 NaN   7.20128        41.1345       0.618357        39.8665     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.93670        1.24260                 NaN   7.20597        41.1292       0.618502        39.8671     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.97442        7.73170       0.460712        7.22969        41.1100       0.626972        39.8665     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.02634        7.48535       0.657457        7.23200        41.1060       0.625973        39.8669     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.1952                 NaN            NaN   7.24927        41.0668       0.617184        39.8715     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.05214        7.08315        1.03972        7.23731        41.0961       0.623625        39.8679     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.11401        6.92850        1.13543        7.24025        41.0910       0.622398        39.8684     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.2088                 NaN            NaN   7.26146        41.0444       0.611622        39.8738     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.2120                 NaN            NaN   7.26484        41.0386       0.610254        39.8743     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.30510        6.42540        1.45563        7.24860        41.0766       0.618870        39.8698     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.36037        6.25982        1.56903        7.25161        41.0712       0.617588        39.8703     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.40152        6.08646        1.70443        7.25470        41.0657       0.616268        39.8709     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.2125                 NaN            NaN   7.27371        41.0321       0.608058        39.8737     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.2129                 NaN            NaN   7.27487        41.0304       0.608052        39.8738     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.2287                 NaN            NaN   7.28621        41.0072       0.601606        39.8763     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.2223                 NaN            NaN   7.28371        41.0149       0.603935        39.8752     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.9834       0.238711                 NaN   7.28426        41.0144       0.603979        39.8752     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.6198       0.605975                 NaN   7.28676        41.0090       0.602653        39.8759     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.2603       0.969054                 NaN   7.28935        41.0034       0.601306        39.8766     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.91138        1.32167                 NaN   7.29203        40.9977       0.599934        39.8772     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.57165        1.66513                 NaN   7.29481        40.9919       0.598535        39.8779     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN   1.33811                 NaN            NaN   2.93178        6.20308                 NaN   7.09590        41.5016       0.722156        40.2074     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN   1.35582                 NaN            NaN   2.87370        6.23980                 NaN   7.09705        41.4988       0.721863        40.2130     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.62403        2.62427                 NaN   7.30376        40.9737       0.594160        39.8801     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.33454        2.91775                 NaN   7.30695        40.9674       0.592632        39.8808     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.05987        3.19648                 NaN   7.31025        40.9608       0.591065        39.8815     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.44544        7.81497                 NaN   7.31365        40.9542       0.589470        39.8822     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN   1.45268                 NaN            NaN   2.55600        6.43899                 NaN   7.10133        41.4868       0.721062        40.2432     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.75289        2.08175        3.42079        7.31676        40.9580       0.589014        39.8808     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.01425        7.25819                 NaN   7.32437        40.9343       0.584568        39.8843     
