|6.6.6
Archiving\03_Data\frac/QFM_m0.25/ALH/ALH_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           O(HP)          Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1473.68        2500.00        98.9935                 NaN            NaN            NaN            NaN            NaN   1.00645                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.9778                 NaN            NaN            NaN            NaN            NaN   1.02220                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.9511                 NaN            NaN            NaN            NaN            NaN   1.04889                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.9332                 NaN            NaN            NaN            NaN            NaN   1.06682                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.5671                 NaN            NaN            NaN            NaN            NaN  0.863699       0.569213                 NaN            NaN            NaN            NaN
  1461.15        2500.00        98.5071                 NaN            NaN            NaN            NaN            NaN   1.04066       0.452230                 NaN            NaN            NaN            NaN
  1458.65        2500.00        98.5224                 NaN            NaN            NaN            NaN            NaN   1.02780       0.449847                 NaN            NaN            NaN            NaN
  1456.14        2500.00        98.5412                 NaN  0.358999E-001            NaN            NaN            NaN   1.03900       0.383873                 NaN            NaN            NaN            NaN
  1453.63        2500.00        98.5693                 NaN  0.147723                 NaN            NaN            NaN   1.08739       0.195587                 NaN            NaN            NaN            NaN
  1451.13        2500.00        98.5832                 NaN  0.144554                 NaN            NaN            NaN  0.199883        1.07239                 NaN            NaN            NaN            NaN
  1448.62        2500.00        98.5984                 NaN  0.140508                 NaN            NaN            NaN  0.203597        1.05750                 NaN            NaN            NaN            NaN
  1446.12        2500.00        98.6108                 NaN  0.137337                 NaN            NaN            NaN   1.04251       0.209339                 NaN            NaN            NaN            NaN
  1443.61        2500.00        98.6246                 NaN  0.133598                 NaN            NaN            NaN   1.02589       0.215901                 NaN            NaN            NaN            NaN
  1441.10        2500.00        98.6366                 NaN  0.130294                 NaN            NaN            NaN   1.01314       0.219956                 NaN            NaN            NaN            NaN
  1438.60        2500.00        98.6488                 NaN  0.127055                 NaN            NaN            NaN  0.223602        1.00059                 NaN            NaN            NaN            NaN
  1436.09        2500.00        98.6590                 NaN  0.124149                 NaN            NaN            NaN  0.989214       0.227669                 NaN            NaN            NaN            NaN
  1433.58        2500.00        98.6738                 NaN  0.120075                 NaN            NaN            NaN  0.973114       0.232980                 NaN            NaN            NaN            NaN
  1431.08        2500.00        98.6828                 NaN  0.117408                 NaN            NaN            NaN  0.237092       0.962746                 NaN            NaN            NaN            NaN
  1428.57        2500.00        98.6936                 NaN  0.114169                 NaN            NaN            NaN  0.241591       0.950635                 NaN            NaN            NaN            NaN
  1426.07        2500.00        98.6968                 NaN  0.115603                 NaN            NaN            NaN  0.945672       0.241905                 NaN            NaN            NaN            NaN
  1423.56        2500.00        98.7202                 NaN  0.104807                 NaN            NaN            NaN  0.254844       0.920193                 NaN            NaN            NaN            NaN
  1421.05        2500.00        98.7210                 NaN  0.105620                 NaN            NaN            NaN  0.254698       0.918683                 NaN            NaN            NaN            NaN
  1418.55        2500.00        98.7294                 NaN  0.102588                 NaN            NaN            NaN  0.910161       0.257886                 NaN            NaN            NaN            NaN
  1416.04        2500.00        98.7370                 NaN  0.997189E-001            NaN            NaN            NaN  0.902095       0.261155                 NaN            NaN            NaN            NaN
  1413.53        2500.00        98.7454                 NaN  0.970041E-001            NaN            NaN            NaN  0.892268       0.265305                 NaN            NaN            NaN            NaN
  1411.03        2500.00        98.7495                 NaN  0.944949E-001            NaN            NaN            NaN  0.270240       0.885735                 NaN            NaN            NaN            NaN
  1408.52        2500.00        98.7586                 NaN  0.908940E-001            NaN            NaN            NaN  0.878612       0.271844                 NaN            NaN            NaN            NaN
  1406.02        2500.00        98.7636                 NaN  0.886673E-001            NaN            NaN            NaN  0.870212       0.277536                 NaN            NaN            NaN            NaN
  1403.51        2500.00        98.7693                 NaN  0.858449E-001            NaN            NaN            NaN  0.863673       0.281210                 NaN            NaN            NaN            NaN
  1401.00        2500.00        98.7741                 NaN  0.833387E-001            NaN            NaN            NaN  0.857393       0.285132                 NaN            NaN            NaN            NaN
  1398.50        2500.00        98.7779                 NaN  0.803963E-001            NaN            NaN            NaN  0.852891       0.288782                 NaN            NaN            NaN            NaN
  1395.99        2500.00        98.7818                 NaN  0.775851E-001            NaN            NaN            NaN  0.848249       0.292380                 NaN            NaN            NaN            NaN
  1393.48        2500.00        98.7845                 NaN  0.750494E-001            NaN            NaN            NaN  0.298241       0.842192                 NaN            NaN            NaN            NaN
  1390.98        2500.00        98.3900                 NaN  0.211281                 NaN            NaN            NaN  0.872282       0.274393       0.252060                 NaN            NaN            NaN
  1388.47        2500.00        97.3552                 NaN  0.584560                 NaN            NaN            NaN  0.955445       0.188203       0.916553                 NaN            NaN            NaN
  1385.96        2500.00        97.4045                 NaN  0.586093                 NaN            NaN            NaN  0.945624       0.163263       0.900519                 NaN            NaN            NaN
  1383.46        2500.00        97.4524                 NaN  0.587003                 NaN            NaN            NaN  0.936106       0.139897       0.884615                 NaN            NaN            NaN
  1380.95        2500.00        97.4978                 NaN  0.587928                 NaN            NaN            NaN  0.926873       0.117955       0.869460                 NaN            NaN            NaN
  1378.45        2500.00        97.5311                 NaN  0.579092       0.627588E-002            NaN            NaN  0.110731       0.916961       0.855836                 NaN            NaN            NaN
  1375.94        2500.00        97.3559                 NaN  0.435277       0.101168                 NaN            NaN  0.954598       0.287636       0.865416                 NaN            NaN            NaN
  1373.43        2500.00        97.1508                 NaN  0.281005       0.197585                 NaN            NaN   1.04047       0.454814       0.875338                 NaN            NaN            NaN
  1370.93        2500.00        96.9075                 NaN  0.926302E-001  0.309574                 NaN            NaN   1.14860       0.655804       0.885884                 NaN            NaN            NaN
  1368.42        2500.00        96.7756                 NaN            NaN  0.379086                 NaN            NaN  0.726947        1.22498       0.893343                 NaN            NaN            NaN
  1365.91        2500.00        96.7724                 NaN            NaN  0.400978                 NaN            NaN   1.25734       0.676938       0.892345                 NaN            NaN            NaN
  1363.41        2500.00        96.8396                 NaN            NaN  0.402000                 NaN            NaN   1.24279       0.640317       0.875297                 NaN            NaN            NaN
  1360.90        2500.00        96.9320                 NaN            NaN  0.393903                 NaN            NaN  0.612561        1.20900       0.852489                 NaN            NaN            NaN
  1358.40        2500.00        97.0279                 NaN            NaN  0.385029                 NaN            NaN   1.17489       0.583606       0.828614                 NaN            NaN            NaN
  1355.89        2500.00        97.1241                 NaN            NaN  0.374127                 NaN            NaN  0.560903        1.13589       0.804983                 NaN            NaN            NaN
  1353.38        2500.00        97.2222                 NaN            NaN  0.362494                 NaN            NaN   1.09601       0.538559       0.780716                 NaN            NaN            NaN
  1350.88        2500.00        97.3155                 NaN            NaN  0.351234                 NaN            NaN   1.05774       0.517914       0.757626                 NaN            NaN            NaN
  1348.37        2500.00        97.4073                 NaN            NaN  0.339645                 NaN            NaN  0.499359        1.01886       0.734871                 NaN            NaN            NaN
  1345.86        2500.00        97.4938                 NaN            NaN  0.328635                 NaN            NaN  0.482497       0.981737       0.713379                 NaN            NaN            NaN
  1343.36        2500.00        97.5795                 NaN            NaN  0.317888                 NaN            NaN  0.946196       0.464539       0.691875                 NaN            NaN            NaN
  1340.85        2500.00        97.6594                 NaN            NaN  0.307080                 NaN            NaN  0.911390       0.450261       0.671902                 NaN            NaN            NaN
  1338.35        2500.00        97.7379                 NaN            NaN  0.297079                 NaN            NaN  0.878604       0.434366       0.652035                 NaN            NaN            NaN
  1335.84        2500.00        97.8118                 NaN            NaN  0.287174                 NaN            NaN  0.846567       0.421051       0.633382                 NaN            NaN            NaN
  1333.33        2500.00        97.8825                 NaN            NaN  0.277627                 NaN            NaN  0.816597       0.407908       0.615350                 NaN            NaN            NaN
  1330.83        2500.00        97.9508                 NaN            NaN  0.268511                 NaN            NaN  0.787542       0.395224       0.597945                 NaN            NaN            NaN
  1328.32        2500.00        98.0155                 NaN            NaN  0.259224                 NaN            NaN  0.759412       0.384607       0.581230                 NaN            NaN            NaN
  1325.81        2500.00        98.0789                 NaN            NaN  0.250796                 NaN            NaN  0.732579       0.372793       0.564969                 NaN            NaN            NaN
  1323.31        2500.00        98.1379                 NaN            NaN  0.242030                 NaN            NaN  0.706358       0.363958       0.549706                 NaN            NaN            NaN
  1320.80        2500.00        98.1963                 NaN            NaN  0.233990                 NaN            NaN  0.353191       0.682084       0.534399                 NaN            NaN            NaN
  1318.30        2500.00        98.2520                 NaN            NaN  0.226167                 NaN            NaN  0.657729       0.344127       0.519983                 NaN            NaN            NaN
  1315.79        2500.00        98.3048                 NaN            NaN  0.218493                 NaN            NaN  0.635018       0.335610       0.506034                 NaN            NaN            NaN
  1313.28        2500.00        98.3565                 NaN            NaN  0.211163                 NaN            NaN  0.326962       0.612970       0.492438                 NaN            NaN            NaN
  1310.78        2500.00        98.4053                 NaN            NaN  0.203857                 NaN            NaN  0.591783       0.319581       0.479463                 NaN            NaN            NaN
  1308.27        2500.00        98.4525                 NaN            NaN  0.196910                 NaN            NaN  0.571710       0.312020       0.466852                 NaN            NaN            NaN
  1305.76        2500.00        98.4978                 NaN            NaN  0.190099                 NaN            NaN  0.305360       0.551976       0.454760                 NaN            NaN            NaN
  1303.26        2500.00        98.5416                 NaN            NaN  0.183254                 NaN            NaN  0.532360       0.299907       0.442832                 NaN            NaN            NaN
  1300.75        2500.00        98.5834                 NaN            NaN  0.176963                 NaN            NaN  0.514411       0.293536       0.431704                 NaN            NaN            NaN
  1298.25        2500.00        98.6247                 NaN            NaN  0.170761                 NaN            NaN  0.287556       0.496544       0.420410                 NaN            NaN            NaN
  1295.74        2500.00        98.6629                 NaN            NaN  0.164634                 NaN            NaN  0.479709       0.282738       0.410018                 NaN            NaN            NaN
  1293.23        2500.00        98.7014                 NaN            NaN  0.158953                 NaN            NaN  0.463748       0.276510       0.399437                 NaN            NaN            NaN
  1290.73        2500.00        88.9361                 NaN            NaN  0.511286                 NaN            NaN   1.30682        1.59201        1.63433        6.01946                 NaN            NaN
  1288.22        2500.00        82.9480                 NaN            NaN  0.686455                 NaN            NaN   1.71444        2.47825        2.37784        9.79502                 NaN            NaN
  1285.71        2500.00        85.9088                 NaN            NaN  0.565048                 NaN            NaN   1.40354        2.07541        1.98777        8.05942                 NaN            NaN
  1283.21        2500.00        88.0081                 NaN            NaN  0.482903                 NaN            NaN   1.77593        1.19041        1.70892        6.83378                 NaN            NaN
  1280.70        2500.00        88.8924                 NaN            NaN  0.461078                 NaN            NaN   1.17487        1.55202        1.59532        6.32431                 NaN            NaN
  1278.20        2500.00        91.2194                 NaN            NaN  0.329230                 NaN            NaN  0.764799        1.45742        1.27415        4.95495                 NaN            NaN
  1275.69        2500.00        91.5227                 NaN            NaN  0.354547                 NaN            NaN   1.21155       0.864622        1.23995        4.80660                 NaN            NaN
  1273.18        2500.00        92.8842                 NaN            NaN  0.317651                 NaN            NaN  0.982187       0.755678        1.04274        4.01750                 NaN            NaN
  1270.68        2500.00        93.1133                 NaN            NaN  0.297428                 NaN            NaN  0.719579       0.958913        1.01465        3.89610                 NaN            NaN
  1268.17        2500.00        93.7838                 NaN            NaN  0.277071                 NaN            NaN  0.854772       0.652521       0.918852        3.51294                 NaN            NaN
  1265.66        2500.00        94.1477                 NaN            NaN  0.255614                 NaN            NaN  0.615012       0.795372       0.866768        3.31950                 NaN            NaN
  1263.16        2500.00        94.5676                 NaN            NaN  0.251737                 NaN            NaN  0.571849       0.741305       0.807966        3.05953                 NaN            NaN
  1260.65        2500.00        94.7047                 NaN            NaN  0.236069                 NaN            NaN  0.688530       0.576398       0.788369        3.00591                 NaN            NaN
  1258.15        2500.00        95.6000                 NaN            NaN  0.223262                 NaN            NaN  0.515492       0.508698       0.653707        2.49885                 NaN            NaN
  1255.64        2500.00        95.5849                 NaN            NaN  0.211058                 NaN            NaN  0.492703       0.540364       0.656023        2.51500                 NaN            NaN
  1253.13        2500.00        95.8370                 NaN            NaN  0.202663                 NaN            NaN  0.474645       0.489337       0.618429        2.37790                 NaN            NaN
  1250.63        2500.00        96.0221                 NaN            NaN  0.196481                 NaN            NaN  0.463422       0.438522       0.588816        2.29062                 NaN            NaN
  1248.12        2500.00        96.2003                 NaN            NaN  0.121099                 NaN            NaN  0.467793       0.412150       0.552262        2.20780       0.386136E-001            NaN
  1245.61        2500.00        96.6010                 NaN            NaN  0.165839                 NaN            NaN  0.386565       0.393598       0.500147        1.95285                 NaN            NaN
  1243.11        2500.00        96.6576                 NaN            NaN  0.155338                 NaN            NaN  0.368194       0.397507       0.489711        1.93165                 NaN            NaN
  1240.60        2500.00        74.6622                 NaN            NaN   1.01682                 NaN            NaN   2.33310                 NaN   2.49109        11.0589                 NaN   8.43787     
  1238.10        2500.00        73.4905                 NaN            NaN  0.782158       0.289392                 NaN   2.32926                 NaN   2.59309        11.5513                 NaN   8.96433     
  1235.59        2500.00        86.7168                 NaN            NaN  0.539058                 NaN            NaN   1.27840                 NaN   1.27501        5.90733                 NaN   4.28335     
  1233.08        2500.00        82.0058                 NaN            NaN  0.756344                 NaN            NaN   1.44471       0.360049E-004   1.71652        7.91487                 NaN   6.16168     
  1230.58        2500.00        81.9766                 NaN            NaN  0.700435                 NaN            NaN   1.65130                 NaN   1.70149        7.93100                 NaN   6.03919     
  1228.07        2500.00        79.3939                 NaN            NaN  0.822120                 NaN            NaN   1.56733                 NaN   1.89886        9.21496                 NaN   7.10278     
  1225.56        2500.00        75.3760                 NaN            NaN  0.907845                 NaN            NaN   1.91168                 NaN   2.17409        11.2928                 NaN   8.33760     
  1223.06        2500.00                 NaN            NaN            NaN   3.49230                 NaN            NaN   6.41666                 NaN   8.22373        47.1790                 NaN   34.6883     
  1220.55        2500.00                 NaN            NaN            NaN   3.49461                 NaN            NaN   6.41078                 NaN   8.22716        47.1732                 NaN   34.6943     
  1218.05        2500.00                 NaN            NaN            NaN   3.49688                 NaN            NaN   6.40505                 NaN   8.23056        47.1673                 NaN   34.7002     
  1215.54        2500.00                 NaN            NaN            NaN   3.49911                 NaN            NaN   6.39947                 NaN   8.23391        47.1614                 NaN   34.7061     
  1213.03        2500.00                 NaN            NaN            NaN   3.50132                 NaN            NaN   6.39401                 NaN   8.23723        47.1555                 NaN   34.7119     
  1210.53        2500.00                 NaN            NaN            NaN   3.50350                 NaN            NaN   6.38867                 NaN   8.24051        47.1495                 NaN   34.7178     
  1208.02        2500.00                 NaN            NaN            NaN   1.73078        1.77130                 NaN   6.38497                 NaN   8.24683        47.1493                 NaN   34.7168     
  1205.51        2500.00                 NaN            NaN            NaN   3.51222                 NaN            NaN   6.37060                 NaN   8.24424        47.1373                 NaN   34.7357     
  1203.01        2500.00                 NaN            NaN            NaN  0.465110        3.04925                 NaN   6.32590                 NaN   8.27244        47.1511                 NaN   34.7362     
  1200.50        2500.00                 NaN            NaN            NaN   3.51192                 NaN            NaN   6.36608                 NaN   8.25516        47.1259                 NaN   34.7410     
  1197.99        2500.00                 NaN            NaN            NaN   3.52049                 NaN            NaN   6.34882                 NaN   8.25561        47.1191                 NaN   34.7560     
  1195.49        2500.00                 NaN            NaN            NaN   3.59987                 NaN            NaN   6.18326                 NaN   8.37928        46.9216                 NaN   34.9160     
  1192.98        2500.00                 NaN            NaN            NaN   3.52526                 NaN            NaN   6.33546                 NaN   8.26361        47.1072                 NaN   34.7685     
  1190.48        2500.00                 NaN            NaN            NaN   3.52965                 NaN            NaN   6.31620                 NaN   8.27217        47.1059                 NaN   34.7761     
  1187.97        2500.00                 NaN            NaN            NaN   3.53428                 NaN            NaN   6.30838                 NaN   8.27288        47.0989                 NaN   34.7856     
  1185.46        2500.00                 NaN            NaN            NaN   3.53095                 NaN            NaN   6.31925                 NaN   8.27550        47.0888                 NaN   34.7855     
  1182.96        2500.00                 NaN            NaN            NaN   3.59853                 NaN            NaN   6.18188                 NaN   8.37910        46.9163                 NaN   34.9242     
  1180.45        2500.00                 NaN            NaN            NaN   3.53319                 NaN            NaN   6.31211                 NaN   8.28350        47.0764                 NaN   34.7948     
  1177.94        2500.00                 NaN            NaN            NaN   3.53677                 NaN            NaN   6.30085                 NaN   8.28990        47.0692                 NaN   34.8032     
  1175.44        2500.00                 NaN            NaN            NaN   3.59772                 NaN            NaN   6.18106                 NaN   8.37899        46.9131                 NaN   34.9291     
  1172.93        2500.00                 NaN            NaN            NaN   3.53824                 NaN            NaN   6.29736                 NaN   8.29359        47.0608                 NaN   34.8100     
  1170.43        2500.00                 NaN            NaN            NaN   3.54063                 NaN            NaN   6.29098                 NaN   8.29778        47.0540                 NaN   34.8166     
  1167.92        2500.00                 NaN            NaN            NaN   3.52822                 NaN            NaN   6.25394                 NaN   8.31570        47.0493       0.208069E-001   34.8321     
  1165.41        2500.00                 NaN            NaN            NaN   3.54205                 NaN            NaN   6.28095                 NaN   8.30874        47.0440                 NaN   34.8243     
  1162.91        2500.00                 NaN            NaN            NaN   3.55419                 NaN            NaN   6.25774                 NaN   8.31110        47.0303                 NaN   34.8467     
  1160.40        2500.00                 NaN            NaN            NaN   3.55048                 NaN            NaN   6.26082                 NaN   8.31630        47.0294                 NaN   34.8430     
  1157.89        2500.00                 NaN            NaN            NaN   3.55258                 NaN            NaN   6.25508                 NaN   8.32051        47.0225                 NaN   34.8494     
  1155.39        2500.00                 NaN            NaN            NaN   3.53100                 NaN            NaN   6.24127                 NaN   8.32576        47.0174       0.256463E-001   34.8589     
  1152.88        2500.00                 NaN            NaN            NaN   3.55653                 NaN            NaN   6.24948                 NaN   8.32533        47.0064                 NaN   34.8622     
  1150.38        2500.00                 NaN            NaN            NaN   3.53547                 NaN            NaN   6.23348                 NaN   8.33189        47.0023       0.252067E-001   34.8717     
  1147.87        2500.00                 NaN            NaN            NaN   3.53770                 NaN            NaN   6.22957                 NaN   8.33507        46.9947       0.249528E-001   34.8780     
  1145.36        2500.00                 NaN            NaN            NaN   3.53993                 NaN            NaN   6.22564                 NaN   8.33832        46.9870       0.246766E-001   34.8844     
  1142.86        2500.00                 NaN            NaN            NaN   3.54216                 NaN            NaN   6.22171                 NaN   8.34165        46.9794       0.243790E-001   34.8907     
  1140.35        2500.00                 NaN            NaN            NaN   3.51737                 NaN            NaN   6.22455                 NaN   8.34916        46.9626       0.488218E-001   34.8975     
  1137.84        2500.00                 NaN            NaN            NaN   3.52055                 NaN            NaN   6.21983                 NaN   8.35275        46.9566       0.472735E-001   34.9030     
  1135.34        2500.00                 NaN            NaN            NaN   3.53885                 NaN            NaN   6.21606                 NaN   8.35420        46.9546       0.300818E-001   34.9062     
  1132.83        2500.00                 NaN            NaN            NaN   3.52681                 NaN            NaN   6.21105                 NaN   8.35897        46.9453       0.440700E-001   34.9139     
  1130.33        2500.00                 NaN            NaN            NaN   3.51375                 NaN            NaN   6.21401                 NaN   8.36100        46.9422       0.552697E-001   34.9137     
  1127.82        2500.00                 NaN            NaN            NaN   3.50293                 NaN            NaN   6.21349                 NaN   8.36258        46.9351       0.668191E-001   34.9191     
  1125.31        2500.00                 NaN            NaN            NaN   3.48937                 NaN            NaN   6.21515                 NaN   8.36647        46.9282       0.793340E-001   34.9215     
  1122.81        2500.00                 NaN            NaN            NaN   3.47653                 NaN            NaN   6.21508                 NaN   8.37074        46.9212       0.917802E-001   34.9247     
  1120.30        2500.00                 NaN            NaN            NaN   3.43271                 NaN            NaN   6.15950       0.117078        8.38224        46.9052       0.108221        34.8951     
  1117.79        2500.00                 NaN            NaN            NaN   3.39064                 NaN            NaN   6.12231       0.212858        8.39316        46.8899       0.123715        34.8674     
  1115.29        2500.00                 NaN            NaN            NaN   3.31083                 NaN            NaN   6.03032       0.441582        8.41162        46.8647       0.143770        34.7972     
  1112.78        2500.00                 NaN            NaN            NaN   3.24441                 NaN            NaN   5.95533       0.627116        8.42830        46.8423       0.161404        34.7412     
  1110.28        2500.00                 NaN            NaN            NaN   3.17641                 NaN            NaN   5.87996       0.817101        8.44547        46.8191       0.178920        34.6831     
  1107.77        2500.00                 NaN            NaN            NaN   3.10659                 NaN            NaN   1.01283        5.80352        8.46327        46.7953       0.196165        34.6223     
  1105.26        2500.00                 NaN            NaN            NaN   3.00764                 NaN            NaN   5.68914        1.25976        8.48930        46.7722       0.231621        34.5503     
  1102.76        2500.00                 NaN            NaN            NaN   2.96197                 NaN            NaN   5.64750        1.42142        8.50072        46.7455       0.229712        34.4932     
  1100.25        2500.00                 NaN            NaN            NaN   2.88186                 NaN            NaN   5.56404        1.64903        8.52156        46.7179       0.246512        34.4191     
  1097.74        2500.00                 NaN            NaN            NaN   2.66007                 NaN            NaN   2.37675        5.29531        8.58567        46.6392       0.266011        34.1770     
  1095.24        2500.00                 NaN            NaN            NaN   2.59748                 NaN            NaN   2.45778        5.26342        8.59591        46.6331       0.303618        34.1487     
  1092.73        2500.00                 NaN            NaN            NaN   2.59729                 NaN            NaN   2.45766        5.26319        8.59589        46.6321       0.303608        34.1503     
  1090.23        2500.00                 NaN            NaN            NaN   2.54153                 NaN            NaN   5.21570        2.62852        8.61220        46.5998       0.310056        34.0922     
  1087.72        2500.00                 NaN            NaN            NaN   2.44835                 NaN            NaN   2.89848        5.12409        8.63741        46.5670       0.325231        33.9994     
  1085.21        2500.00                 NaN            NaN            NaN   2.34013                 NaN            NaN   5.01705        3.21683        8.66648        46.5298       0.341014        33.8887     
  1082.71        2500.00                 NaN            NaN            NaN   2.24244                 NaN            NaN   4.92031        3.50334        8.69138        46.4990       0.355472        33.7881     
  1080.20        2500.00                 NaN            NaN            NaN   2.12521                 NaN            NaN   4.80882        3.84980        8.72528        46.4545       0.370443        33.6660     
  1077.69        2500.00                 NaN            NaN            NaN   1.99905                 NaN            NaN   4.68807        4.22512        8.75960        46.4109       0.385509        33.5317     
  1075.19        2500.00                 NaN            NaN            NaN   1.87224                 NaN            NaN   4.56812        4.60267        8.79441        46.3670       0.399893        33.3956     
  1072.68        2500.00                 NaN            NaN            NaN   1.73788                 NaN            NaN   4.44275        5.00348        8.83137        46.3205       0.414147        33.2498     
  1070.18        2500.00                 NaN            NaN            NaN   1.58530                 NaN            NaN   4.29925        5.46460        8.87342        46.2674       0.428485        33.0815     
  1067.67        2500.00                 NaN            NaN            NaN   1.45184                 NaN            NaN   4.18178        5.85872        8.91044        46.2214       0.441291        32.9346     
  1065.16        2500.00                 NaN            NaN            NaN   1.26593                 NaN            NaN   4.01194        6.42154        8.96118        46.1582       0.456201        32.7250     
  1062.66        2500.00                 NaN            NaN            NaN   1.06999                 NaN            NaN   3.83503        7.01567        9.01480        46.0917       0.470657        32.5022     
  1060.15        2500.00                 NaN            NaN            NaN  0.863350                 NaN            NaN   3.65051        7.64327        9.07151        46.0216       0.484624        32.2651     
  1057.64        2500.00                 NaN            NaN            NaN  0.627824                 NaN            NaN   3.42597        8.37940        9.13783        45.9388       0.498121        31.9920     
  1055.14        2500.00                 NaN            NaN            NaN  0.371068                 NaN            NaN   3.19278        9.17144        9.20893        45.8515       0.512100        31.6921     
  1052.63        2500.00                 NaN            NaN            NaN  0.791085E-001            NaN            NaN   2.93126        10.0709        9.29136        45.7535       0.526505        31.3473     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.90282        10.2716        9.31263        45.7249       0.530998        31.2570     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.90113        10.2775        9.32261        45.7094       0.529764        31.2596     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.90109        10.2815        9.33240        45.6942       0.528600        31.2622     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.94660        10.2257        9.33477        45.6984       0.531094        31.2634     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.95774        10.2154        9.34263        45.6877       0.530781        31.2658     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.96800        10.2062        9.35060        45.6766       0.530382        31.2682     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.97750        10.1982        9.35866        45.6650       0.529908        31.2707     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.98634        10.1911        9.36681        45.6531       0.529368        31.2732     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2658        2.93368        9.38190        45.6178       0.523528        31.2772     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.99928        10.1837        9.38334        45.6273       0.527807        31.2786     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.1848        3.00069        9.38869        45.6186       0.526963        31.2802     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.1794        3.00843        9.39674        45.6062       0.526294        31.2829     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.1787        3.01208        9.40633        45.5922       0.525396        31.2853     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.1766        3.01694        9.41557        45.5782       0.524738        31.2879     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2126        2.99559        9.42658        45.5523       0.520842        31.2921     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2528        2.95483        9.41877        45.5609       0.520424        31.2923     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2476        2.97754        9.45042        45.5083       0.516601        31.2995     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.98842        10.2418        9.45898        45.4925       0.515354        31.3030     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2025        3.02622        9.46079        45.4888       0.516178        31.3056     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.1722        3.04365        9.46471        45.4934       0.519406        31.3066     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2122        2.98192        9.43711        45.5501       0.522078        31.2966     
