|6.6.6
Archiving\03_Data\Deqfrac/QFM_m0.75/YM20/YM20_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             Sp(TH)         San(TH)        ilm            q             
  1280.77        2500.00        79.6836                 NaN  0.115562E-005   2.04553        2.71431                 NaN   2.86246       0.964049        11.7300                 NaN            NaN
  1279.24        2500.00        75.1461                 NaN            NaN   2.47696        4.01067                 NaN   3.42527       0.633853        14.3071                 NaN            NaN
  1277.71        2500.00        99.8253                 NaN            NaN            NaN            NaN            NaN  0.110616E-001  0.163613                 NaN            NaN            NaN
  1276.17        2500.00        95.2014                 NaN            NaN  0.480220       0.841993                 NaN  0.718871       0.776316E-001   2.67989                 NaN            NaN
  1274.64        2500.00        99.9117                 NaN            NaN            NaN            NaN            NaN            NaN  0.882625E-001            NaN            NaN            NaN
  1273.10        2500.00        99.9189                 NaN            NaN  0.333384E-002            NaN            NaN  0.496809E-001  0.280846E-001            NaN            NaN            NaN
  1271.57        2500.00        97.0641                 NaN            NaN  0.458835       0.272038                 NaN  0.426621       0.117290        1.66114                 NaN            NaN
  1270.03        2500.00        94.0124                 NaN            NaN   1.04915       0.448562                 NaN  0.799965       0.192773        3.49711                 NaN            NaN
  1268.50        2500.00        93.0077                 NaN            NaN   1.22717       0.504633                 NaN  0.974634       0.244024        4.04181                 NaN            NaN
  1266.97        2500.00        91.8335                 NaN            NaN   1.42569       0.566730                 NaN   1.13651       0.287696        4.74990                 NaN            NaN
  1265.43        2500.00        94.9466                 NaN            NaN  0.668242       0.495794                 NaN  0.705008       0.210909        2.97343                 NaN            NaN
  1263.90        2500.00        94.9980                 NaN            NaN  0.800077       0.482498                 NaN  0.689502       0.157000        2.87293                 NaN            NaN
  1262.36        2500.00        94.6723                 NaN            NaN   1.38046       0.961303E-002            NaN  0.750583       0.155143        3.03192                 NaN            NaN
  1260.83        2500.00        94.3953                 NaN            NaN  0.105319        1.26859                 NaN  0.777997       0.178228        3.27462                 NaN            NaN
  1259.29        2500.00        94.3694                 NaN            NaN  0.560343       0.806470                 NaN  0.759806       0.212197        3.29181                 NaN            NaN
  1257.76        2500.00        93.8597                 NaN            NaN   1.54083       0.186598                 NaN  0.858716                 NaN   3.55420                 NaN            NaN
  1256.23        2500.00        95.9586                 NaN            NaN  0.279840       0.675805                 NaN  0.599646       0.268293        2.21778                 NaN            NaN
  1254.69        2500.00        95.0682                 NaN            NaN   1.24681                 NaN            NaN  0.667980       0.103512        2.91348                 NaN            NaN
  1253.16        2500.00        95.8559                 NaN            NaN  0.524042       0.442344                 NaN  0.575202       0.117846        2.48467                 NaN            NaN
  1251.62        2500.00        95.2189                 NaN            NaN   1.24533                 NaN            NaN  0.675880       0.120070        2.73979                 NaN            NaN
  1250.09        2500.00        95.7849                 NaN            NaN   1.05978                 NaN            NaN  0.585755       0.108556        2.46102                 NaN            NaN
  1248.55        2500.00        94.9826                 NaN            NaN   1.18302                 NaN            NaN  0.701578       0.153229        2.97954                 NaN            NaN
  1247.02        2500.00        97.9417                 NaN            NaN  0.186242       0.362769                 NaN  0.326204       0.110396        1.07265                 NaN            NaN
  1245.49        2500.00        95.0606                 NaN            NaN   1.23377                 NaN            NaN  0.606941                 NaN   3.03687       0.618535E-001            NaN
  1243.95        2500.00        95.5658                 NaN            NaN  0.878708       0.142240                 NaN  0.402187                 NaN   2.82195       0.189096                 NaN
  1242.42        2500.00        94.2207                 NaN            NaN   1.50939                 NaN            NaN  0.968114                 NaN   3.30184                 NaN            NaN
  1240.88        2500.00        99.3797                 NaN            NaN  0.471117E-001  0.397698                 NaN  0.150824                 NaN            NaN  0.246616E-001            NaN
  1239.35        2500.00        96.4334                 NaN            NaN  0.611864       0.397222                 NaN  0.456767                 NaN   2.05007       0.507110E-001            NaN
  1237.81        2500.00        96.6976                 NaN            NaN  0.183630E-001            NaN            NaN  0.349366       0.841092E-001   2.77983       0.707768E-001            NaN
  1236.28        2500.00        96.2822                 NaN            NaN   1.50309                 NaN            NaN  0.531108                 NaN   1.66097       0.226739E-001            NaN
  1234.75        2500.00        98.2051                 NaN            NaN  0.558506                 NaN            NaN  0.302373                 NaN  0.933876       0.127783E-003            NaN
  1233.21        2500.00        96.8997                 NaN            NaN  0.713779                 NaN            NaN  0.371308                 NaN   1.97459       0.406093E-001            NaN
  1231.68        2500.00        97.2155                 NaN            NaN  0.863312                 NaN            NaN  0.413089                 NaN   1.46422       0.438395E-001            NaN
  1230.14        2500.00        97.3036                 NaN            NaN  0.603506                 NaN            NaN  0.311265                 NaN   1.75295       0.286832E-001            NaN
  1228.61        2500.00        97.4382                 NaN            NaN  0.717227                 NaN            NaN  0.365194                 NaN   1.44096       0.384004E-001            NaN
  1227.07        2500.00        97.8299                 NaN            NaN  0.566780E-001  0.288501                 NaN  0.211522                 NaN   1.56953       0.438611E-001            NaN
  1225.54        2500.00        97.7792                 NaN            NaN  0.347188       0.471137                 NaN  0.404086                 NaN  0.973530       0.248490E-001            NaN
  1224.01        2500.00        54.6597                 NaN            NaN   2.44982        3.35121                 NaN   3.96036                 NaN   21.4933       0.289976        13.7956     
  1222.47        2500.00                 NaN            NaN            NaN   10.0507        2.68907       0.173386E-005   8.54524                 NaN   46.4305       0.669561        31.6149     
  1220.94        2500.00                 NaN            NaN            NaN   7.09287        5.80025       0.680218E-004   8.61238                 NaN   46.2186       0.641319        31.6345     
  1219.40        2500.00                 NaN            NaN            NaN   10.0795        2.66188                 NaN   8.55696                 NaN   46.4171       0.668543        31.6160     
  1217.87        2500.00                 NaN            NaN            NaN   10.0925        2.64969       0.173340E-005   8.56284                 NaN   46.4103       0.668043        31.6166     
  1216.33        2500.00                 NaN            NaN            NaN   10.1052        2.63775                 NaN   8.56871                 NaN   46.4036       0.667540        31.6172     
  1214.80        2500.00                 NaN            NaN            NaN   5.15598        5.91893        1.72459        8.63582                 NaN   46.2943       0.656176        31.6142     
  1213.27        2500.00                 NaN            NaN            NaN   12.8668                 NaN            NaN   8.67628                 NaN   46.1967       0.639922        31.6203     
  1211.73        2500.00                 NaN            NaN            NaN   12.8707       0.328761E-005            NaN   8.64945                 NaN   46.2091       0.642389        31.6284     
  1210.20        2500.00                 NaN            NaN            NaN   12.6170       0.252942                 NaN   8.69160                 NaN   46.1777       0.638649        31.6221     
  1208.66        2500.00                 NaN            NaN            NaN   12.6470       0.223357                 NaN   8.69750                 NaN   46.1716       0.638132        31.6224     
  1207.13        2500.00                 NaN            NaN            NaN   12.4377       0.430085                 NaN   8.69965                 NaN   46.1702       0.638548        31.6238     
  1205.59        2500.00                 NaN            NaN            NaN   12.4781       0.394843                 NaN   8.70940                 NaN   46.1571       0.636925        31.6236     
  1204.06        2500.00                 NaN            NaN            NaN   10.0781        2.77794                 NaN   8.50608                 NaN   46.3545       0.650872        31.6325     
  1202.53        2500.00                 NaN            NaN            NaN   12.2193       0.647519                 NaN   8.71290                 NaN   46.1559       0.637972        31.6263     
  1200.99        2500.00                 NaN            NaN            NaN   10.4787        2.35866                 NaN   8.68370                 NaN   46.1952       0.648460        31.6354     
  1199.46        2500.00                 NaN            NaN            NaN   11.8271        1.04378                 NaN   8.72374                 NaN   46.1410       0.636652        31.6277     
  1197.92        2500.00                 NaN            NaN            NaN   11.8605        1.01042                 NaN   8.72896                 NaN   46.1354       0.636306        31.6284     
  1196.39        2500.00                 NaN            NaN            NaN   12.8760                 NaN            NaN   8.65164                 NaN   46.1879       0.641899        31.6425     
  1194.85        2500.00                 NaN            NaN            NaN   10.2130        2.61072                 NaN   8.67642                 NaN   46.2108       0.649877        31.6392     
  1193.32        2500.00                 NaN            NaN            NaN   10.1471        2.71277                 NaN   8.52523                 NaN   46.3235       0.650243        31.6412     
  1191.79        2500.00                 NaN            NaN            NaN   10.1406        2.72308                 NaN   8.52698                 NaN   46.3166       0.649254        31.6435     
  1190.25        2500.00                 NaN            NaN            NaN   6.96878        5.92390       0.343425E-005   8.67572                 NaN   46.1470       0.636955        31.6476     
  1188.72        2500.00                 NaN            NaN            NaN   10.9609        1.90191                 NaN   8.66954                 NaN   46.1828       0.642993        31.6419     
  1187.18        2500.00                 NaN            NaN            NaN   11.0456        1.81624                 NaN   8.66732                 NaN   46.1843       0.643454        31.6431     
  1185.65        2500.00                 NaN            NaN            NaN   11.1519        1.71070                 NaN   8.66948                 NaN   46.1807       0.643097        31.6441     
  1184.11        2500.00                 NaN            NaN            NaN   11.1975        1.66577                 NaN   8.67293                 NaN   46.1762       0.642747        31.6449     
  1182.58        2500.00                 NaN            NaN            NaN   11.3251        1.53906                 NaN   8.67414                 NaN   46.1734       0.642358        31.6459     
  1181.05        2500.00                 NaN            NaN            NaN   11.4771        1.39005                 NaN   8.67871                 NaN   46.1657       0.641384        31.6471     
  1179.51        2500.00                 NaN            NaN            NaN   11.4971        1.36964                 NaN   8.67835                 NaN   46.1653       0.641403        31.6482     
  1177.98        2500.00                 NaN            NaN            NaN   7.41661       0.912217        4.49774        8.60617                 NaN   46.2598       0.650860        31.6566     
  1176.44        2500.00                 NaN            NaN            NaN   11.3134        1.54889                 NaN   8.78836                 NaN   46.0745       0.634577        31.6403     
  1174.91        2500.00                 NaN            NaN            NaN   11.4179        1.45629                 NaN   8.68861                 NaN   46.1466       0.638883        31.6517     
  1173.37        2500.00                 NaN            NaN            NaN   1.17061        11.7122                 NaN   8.81384                 NaN   46.0330       0.628716        31.6417     
  1171.84        2500.00                 NaN            NaN            NaN   11.6446        1.23770                 NaN   8.81761                 NaN   46.0287       0.628616        31.6428     
  1170.31        2500.00                 NaN            NaN            NaN   3.31390        9.38982       0.132344E-004   8.64833                 NaN   46.3284       0.671544        31.6480     
  1168.77        2500.00                 NaN            NaN            NaN   11.5635        1.31936                 NaN   8.82633                 NaN   46.0179       0.628034        31.6449     
  1167.24        2500.00                 NaN            NaN            NaN   3.29463        9.41369       0.135942E-004   8.67188                 NaN   46.3000       0.669701        31.6501     
  1165.70        2500.00                 NaN            NaN            NaN   11.6884        1.19556                 NaN   8.84129                 NaN   46.0037       0.626559        31.6444     
  1164.17        2500.00                 NaN            NaN            NaN   1.46481        2.74440        8.51132        8.69662                 NaN   46.2662       0.668220        31.6484     
  1162.63        2500.00                 NaN            NaN            NaN   3.28751        9.42154       0.139439E-004   8.67943                 NaN   46.2884       0.669216        31.6539     
  1161.10        2500.00                 NaN            NaN            NaN   11.4380        1.44472                 NaN   8.85010                 NaN   45.9917       0.626541        31.6489     
  1159.57        2500.00                 NaN            NaN            NaN   3.26068        9.45654       0.142499E-004   8.70647                 NaN   46.2545       0.667108        31.6547     
  1158.03        2500.00                 NaN            NaN            NaN   11.3824        1.50055                 NaN   8.85923                 NaN   45.9813       0.625940        31.6506     
  1156.50        2500.00                 NaN            NaN            NaN   11.2453        1.63455                 NaN   8.85440                 NaN   45.9865       0.626426        31.6528     
  1154.96        2500.00                 NaN            NaN            NaN   1.56518        11.3174                 NaN   8.86734                 NaN   45.9716       0.625553        31.6530     
  1153.43        2500.00                 NaN            NaN            NaN   3.22366        9.49559                 NaN   8.73705                 NaN   46.2217       0.665834        31.6561     
  1151.89        2500.00                 NaN            NaN            NaN   3.27495        9.44581                 NaN   8.72893                 NaN   46.2259       0.665335        31.6591     
  1150.36        2500.00                 NaN            NaN            NaN   11.1255        1.76010                 NaN   8.87696                 NaN   45.9542       0.624807        31.6584     
  1148.83        2500.00                 NaN            NaN            NaN   3.22770        9.49394                 NaN   8.75089                 NaN   46.2040       0.664446        31.6590     
  1147.29        2500.00                 NaN            NaN            NaN   1.76318        11.1210                 NaN   8.88728                 NaN   45.9450       0.624295        31.6592     
  1145.76        2500.00                 NaN            NaN            NaN   3.27265        9.45349                 NaN   8.75832                 NaN   46.1900       0.662862        31.6626     
  1144.22        2500.00                 NaN            NaN            NaN   11.0355        1.85068                 NaN   8.89480                 NaN   45.9330       0.623668        31.6623     
  1142.69        2500.00                 NaN            NaN            NaN   1.86824        11.0198                 NaN   8.89622                 NaN   45.9276       0.623597        31.6646     
  1141.15        2500.00                 NaN            NaN            NaN   10.9598        1.92813                 NaN   8.90215                 NaN   45.9214       0.623078        31.6654     
  1139.62        2500.00                 NaN            NaN            NaN   10.9343        1.95400                 NaN   8.90632                 NaN   45.9159       0.622788        31.6667     
  1138.09        2500.00                 NaN            NaN            NaN   1.95892        10.9271                 NaN   8.91097                 NaN   45.9134       0.622819        31.6668     
  1136.55        2500.00                 NaN            NaN   1.59175        8.40777        1.69332                 NaN   8.57479                 NaN   46.6361       0.743456        32.3528     
  1135.02        2500.00                 NaN            NaN            NaN   2.01610        10.8706                 NaN   8.91888                 NaN   45.9027       0.622315        31.6693     
  1133.48        2500.00                 NaN            NaN            NaN   10.8281        2.05954                 NaN   8.92257                 NaN   45.8968       0.622060        31.6709     
  1131.95        2500.00                 NaN            NaN            NaN   10.8221        2.06728                 NaN   8.92757                 NaN   45.8894       0.621453        31.6722     
  1130.41        2500.00                 NaN            NaN            NaN   10.7988        2.09091                 NaN   8.93169                 NaN   45.8840       0.621174        31.6734     
  1128.88        2500.00                 NaN            NaN            NaN   2.13510        10.7530                 NaN   8.93422                 NaN   45.8817       0.621390        31.6746     
  1127.35        2500.00                 NaN            NaN            NaN   3.31770        9.43623                 NaN   8.80736                 NaN   46.1011       0.656900        31.6807     
  1125.81        2500.00                 NaN            NaN            NaN   10.7265        2.16589                 NaN   8.94348                 NaN   45.8662       0.620169        31.6778     
  1124.28        2500.00                 NaN            NaN            NaN   10.6762        2.21497                 NaN   8.94299                 NaN   45.8668       0.620043        31.6790     
  1122.74        2500.00                 NaN            NaN            NaN   4.01235        8.80918                 NaN   8.82796                 NaN   46.0106       0.646969        31.6929     
  1121.21        2500.00                 NaN            NaN            NaN   10.6786        2.21619                 NaN   8.95650                 NaN   45.8480       0.619069        31.6817     
  1119.67        2500.00                 NaN            NaN            NaN   3.48099        9.35307                 NaN   8.85704                 NaN   45.9716       0.642326        31.6950     
  1118.14        2500.00                 NaN            NaN            NaN   3.21196        9.57652                 NaN   8.83673                 NaN   46.0277       0.652190        31.6949     
  1116.61        2500.00                 NaN            NaN            NaN   10.1630        2.70617                 NaN   8.93819                 NaN   45.8780       0.626479        31.6881     
  1115.07        2500.00                 NaN            NaN            NaN   10.6014        2.29395                 NaN   8.97248                 NaN   45.8275       0.618148        31.6865     
  1113.54        2500.00                 NaN            NaN  0.209611        12.5622       0.809261E-005            NaN   9.01161                 NaN   45.8665       0.610556        31.7396     
  1112.00        2500.00                 NaN            NaN            NaN   2.31888        10.5803                 NaN   8.98176                 NaN   45.8126       0.617000        31.6895     
  1110.47        2500.00                 NaN            NaN            NaN   2.33432        10.5657                 NaN   8.98603                 NaN   45.8065       0.616636        31.6908     
  1108.93        2500.00                 NaN            NaN            NaN   2.38969        10.5079                 NaN   8.98755                 NaN   45.8057       0.617110        31.6920     
  1107.40        2500.00                 NaN            NaN            NaN   2.36571        10.5359                 NaN   8.99445                 NaN   45.7945       0.615928        31.6935     
  1105.87        2500.00                 NaN            NaN            NaN   10.5218        2.38066                 NaN   8.99869                 NaN   45.7883       0.615563        31.6949     
  1104.33        2500.00                 NaN            NaN            NaN   10.4950        2.40755                 NaN   9.00219                 NaN   45.7837       0.615415        31.6962     
  1102.80        2500.00                 NaN            NaN            NaN   10.9993        1.88674                 NaN   9.02964                 NaN   45.7920       0.613855        31.6785     
  1101.26        2500.00                 NaN            NaN            NaN   2.42921        10.4756                 NaN   9.01103                 NaN   45.7707       0.614539        31.6989     
  1099.73        2500.00                 NaN            NaN            NaN   10.4539        2.45103                 NaN   9.01460                 NaN   45.7658       0.614376        31.7003     
  1098.19        2500.00                 NaN            NaN            NaN   2.46195        10.4442                 NaN   9.01899                 NaN   45.7592       0.613941        31.7017     
  1096.66        2500.00                 NaN            NaN            NaN   2.12535        10.7410                 NaN   9.02514                 NaN   45.8075       0.617388        31.6837     
  1095.13        2500.00                 NaN            NaN            NaN   10.5647        2.31644                 NaN   9.03275                 NaN   45.7784       0.616510        31.6912     
  1093.59        2500.00                 NaN            NaN            NaN   3.59329        9.25976                 NaN   8.95966                 NaN   45.8488       0.630811        31.7076     
  1092.06        2500.00                 NaN            NaN            NaN   9.33444        3.51873                 NaN   8.96769                 NaN   45.8407       0.630249        31.7082     
  1090.52        2500.00                 NaN            NaN            NaN   9.53540        3.31148                 NaN   8.97080                 NaN   45.8448       0.629229        31.7083     
  1088.99        2500.00                 NaN            NaN            NaN   9.37115        3.48436                 NaN   8.97713                 NaN   45.8269       0.629320        31.7112     
  1087.45        2500.00                 NaN            NaN            NaN   9.41547        3.43913                 NaN   8.98129                 NaN   45.8218       0.629414        31.7129     
  1085.92        2500.00                 NaN            NaN            NaN   9.40526        3.45268                 NaN   8.98714                 NaN   45.8126       0.628351        31.7140     
  1084.39        2500.00                 NaN            NaN            NaN   9.43379        3.42738                 NaN   8.99317                 NaN   45.8023       0.627567        31.7158     
  1082.85        2500.00                 NaN            NaN            NaN   9.43606        3.42451                 NaN   8.99721                 NaN   45.7981       0.627339        31.7168     
  1081.32        2500.00                 NaN            NaN            NaN   3.41917        9.44350                 NaN   9.00215                 NaN   45.7912       0.626526        31.7174     
  1079.78        2500.00                 NaN            NaN            NaN   3.40633        9.45775                 NaN   9.00718                 NaN   45.7839       0.625998        31.7188     
  1078.25        2500.00                 NaN            NaN            NaN   9.43920        3.41146                 NaN   8.93929                 NaN   45.8485       0.628614        31.7329     
  1076.71        2500.00                 NaN            NaN            NaN   3.38249        9.48451                 NaN   9.01727                 NaN   45.7692       0.624915        31.7216     
  1075.18        2500.00                 NaN            NaN            NaN   9.52154        3.34460                 NaN   9.02359                 NaN   45.7601       0.625139        31.7251     
  1073.65        2500.00                 NaN            NaN            NaN   9.66955        3.19784                 NaN   9.03585                 NaN   45.7509       0.623118        31.7228     
  1072.11        2500.00                 NaN            NaN            NaN   9.52561        3.34539                 NaN   9.03273                 NaN   45.7459       0.623545        31.7268     
  1070.58        2500.00                 NaN            NaN   2.64213        2.91229        5.43385                 NaN   8.75192                 NaN   46.5907       0.795698        32.8734     
  1069.04        2500.00                 NaN            NaN            NaN   9.54719        3.32710                 NaN   9.04293                 NaN   45.7307       0.622401        31.7297     
  1067.51        2500.00                 NaN            NaN            NaN   9.55751        3.31847                 NaN   9.04804                 NaN   45.7230       0.621819        31.7312     
  1065.97        2500.00                 NaN            NaN   2.84214        2.58671        5.38443                 NaN   8.72186                 NaN   46.7008       0.811754        32.9523     
  1064.44        2500.00                 NaN            NaN            NaN   9.93356        2.96791                 NaN   9.08371                 NaN   45.6667       0.613645        31.7345     
  1062.91        2500.00                 NaN            NaN            NaN   9.91824        2.98346                 NaN   9.08700                 NaN   45.6617       0.613528        31.7360     
  1061.37        2500.00                 NaN            NaN            NaN   9.90397        2.99805                 NaN   9.09037                 NaN   45.6567       0.613388        31.7375     
  1059.84        2500.00                 NaN            NaN            NaN   9.89067        3.01174                 NaN   9.09382                 NaN   45.6515       0.613226        31.7390     
  1058.30        2500.00                 NaN            NaN            NaN   9.87829        3.02460                 NaN   9.09733                 NaN   45.6462       0.613042        31.7406     
  1056.77        2500.00                 NaN            NaN            NaN   9.86674        3.03670                 NaN   9.10091                 NaN   45.6407       0.612838        31.7421     
  1055.23        2500.00                 NaN            NaN            NaN   9.85597        3.04809                 NaN   9.10455                 NaN   45.6352       0.612616        31.7436     
  1053.70        2500.00                 NaN            NaN            NaN   9.84593        3.05881                 NaN   9.10825                 NaN   45.6295       0.612376        31.7451     
  1052.17        2500.00                 NaN            NaN            NaN   9.83658        3.06891                 NaN   9.11200                 NaN   45.6238       0.612118        31.7466     
  1050.63        2500.00                 NaN            NaN            NaN   2.79169        10.1530                 NaN   9.15084                 NaN   45.5550       0.600964        31.7485     
  1049.10        2500.00                 NaN            NaN            NaN   2.79641        10.1504                 NaN   9.15554                 NaN   45.5472       0.600355        31.7501     
  1047.56        2500.00                 NaN            NaN            NaN   2.79134        10.1589                 NaN   9.16131                 NaN   45.5372       0.599402        31.7519     
  1046.03        2500.00                 NaN            NaN            NaN   2.79895        10.1529                 NaN   9.16567                 NaN   45.5300       0.598903        31.7535     
  1044.49        2500.00                 NaN            NaN            NaN   10.1461        2.80738                 NaN   9.16992                 NaN   45.5230       0.598437        31.7551     
  1042.96        2500.00                 NaN            NaN            NaN   2.81529        10.1399                 NaN   9.17429                 NaN   45.5158       0.597941        31.7568     
  1041.43        2500.00                 NaN            NaN            NaN   2.99439        9.94621                 NaN   9.16287                 NaN   45.5370       0.602190        31.7573     
  1039.89        2500.00                 NaN            NaN            NaN   3.01999        9.91898                 NaN   9.16449                 NaN   45.5350       0.602608        31.7589     
  1038.36        2500.00                 NaN            NaN            NaN   3.04291        9.89471                 NaN   9.16638                 NaN   45.5325       0.602948        31.7605     
  1036.82        2500.00                 NaN            NaN            NaN   3.05679        9.88075                 NaN   9.16940                 NaN   45.5280       0.602927        31.7621     
  1035.29        2500.00                 NaN            NaN            NaN   3.06035        9.87868                 NaN   9.17375                 NaN   45.5210       0.602471        31.7637     
  1033.75        2500.00                 NaN            NaN            NaN   3.06377        9.87678                 NaN   9.17813                 NaN   45.5139       0.602005        31.7654     
  1032.22        2500.00                 NaN            NaN            NaN   3.06697        9.87515                 NaN   9.18253                 NaN   45.5068       0.601528        31.7670     
  1030.69        2500.00                 NaN            NaN            NaN   3.07005        9.87367                 NaN   9.18696                 NaN   45.4996       0.601043        31.7687     
  1029.15        2500.00                 NaN            NaN            NaN   3.07298        9.87240                 NaN   9.19141                 NaN   45.4923       0.600547        31.7703     
  1027.62        2500.00                 NaN            NaN            NaN   9.99740        3.00220                 NaN   9.18818                 NaN   45.4006       0.613429        31.7982     
  1026.08        2500.00                 NaN            NaN   3.22228        2.13631        5.23421                 NaN   8.75503                 NaN   46.6471       0.827015        33.1780     
  1024.55        2500.00                 NaN            NaN            NaN   2.74530        10.1980                 NaN   9.23303                 NaN   45.4654       0.595627        31.7626     
  1023.01        2500.00                 NaN            NaN            NaN   10.5439        2.47999                 NaN   9.20525                 NaN   45.3904       0.594661        31.7858     
  1021.48        2500.00                 NaN            NaN            NaN   2.50992        10.4905                 NaN   9.20869                 NaN   45.4162       0.593462        31.7812     
  1019.95        2500.00                 NaN            NaN            NaN   2.39260        10.6690                 NaN   9.21600                 NaN   45.3468       0.581851        31.7937     
  1018.41        2500.00                 NaN            NaN            NaN   2.39910        10.5608                 NaN   9.25430                 NaN   45.4368       0.589610        31.7594     
  1016.88        2500.00                 NaN            NaN            NaN   2.40078        10.6524                 NaN   9.24393                 NaN   45.3316       0.583092        31.7882     
  1015.34        2500.00                 NaN            NaN            NaN   2.40248        10.6479                 NaN   9.24459                 NaN   45.3340       0.582895        31.7881     
  1013.81        2500.00                 NaN            NaN            NaN   2.68495        10.2789                 NaN   9.31784                 NaN   45.3674       0.584328        31.7665     
  1012.27        2500.00                 NaN            NaN            NaN   2.97457        10.0510                 NaN   9.23304                 NaN   45.3272       0.600081        31.8142     
  1010.74        2500.00                 NaN            NaN            NaN   2.98224        10.0479                 NaN   9.23633                 NaN   45.3171       0.599588        31.8169     
  1009.21        2500.00                 NaN            NaN            NaN   2.98212        10.0451                 NaN   9.23677                 NaN   45.3157       0.600773        31.8195     
  1007.67        2500.00                 NaN            NaN            NaN   3.00309        10.0210                 NaN   9.23454                 NaN   45.3201       0.601216        31.8200     
  1006.14        2500.00                 NaN            NaN            NaN   3.00059        10.0338                 NaN   9.24288                 NaN   45.2999       0.598764        31.8241     
  1004.60        2500.00                 NaN            NaN            NaN   2.98584        10.0519                 NaN   9.24672                 NaN   45.2929       0.597745        31.8249     
  1003.07        2500.00                 NaN            NaN            NaN   2.84079        10.1260                 NaN   9.25176                 NaN   45.3967       0.589149        31.7955     
  1001.53        2500.00                 NaN            NaN            NaN   3.04392        9.99639                 NaN   9.25885                 NaN   45.2754       0.596416        31.8290     
  1000.00        2500.00                 NaN            NaN            NaN   3.01970        10.0145                 NaN   9.25944                 NaN   45.2771       0.597588        31.8317     
