|6.6.6
Archiving\03_Data\Deqfrac/QFM_m0.75/YM20/YM20_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             Sp(TH)         San(TH)        ilm            q             
  1279.24        2500.00        73.5387                 NaN            NaN   3.24222        5.29934                 NaN   3.44880        1.09221        13.3787                 NaN            NaN
  1277.71        2500.00        99.6979                 NaN            NaN            NaN            NaN            NaN  0.113817E-001  0.290753                 NaN            NaN            NaN
  1276.17        2500.00        94.7720                 NaN            NaN  0.642041        1.15517                 NaN  0.737829       0.137255        2.55573                 NaN            NaN
  1274.64        2500.00        99.8424                 NaN            NaN            NaN            NaN            NaN            NaN  0.157593                 NaN            NaN            NaN
  1273.10        2500.00        99.8943                 NaN            NaN  0.442164E-002            NaN            NaN  0.512540E-001  0.499891E-001            NaN            NaN            NaN
  1271.57        2500.00        96.7851                 NaN            NaN  0.619402       0.360588                 NaN  0.439297       0.209395        1.58619                 NaN            NaN
  1270.03        2500.00        93.4945                 NaN            NaN   1.41369       0.593006                 NaN  0.822549       0.343002        3.33326                 NaN            NaN
  1268.50        2500.00        92.3871                 NaN            NaN   1.65530       0.667783                 NaN   1.00266       0.434512        3.85269                 NaN            NaN
  1266.97        2500.00        91.1082                 NaN            NaN   1.92666       0.751929                 NaN   1.17022       0.512335        4.53061                 NaN            NaN
  1265.43        2500.00        94.4771                 NaN            NaN  0.906934       0.660694                 NaN  0.729135       0.377186        2.84897                 NaN            NaN
  1263.90        2500.00        94.5209                 NaN            NaN   1.08608       0.643931                 NaN  0.714020       0.280610        2.75448                 NaN            NaN
  1262.36        2500.00        94.1426                 NaN            NaN   1.87889       0.128583E-001            NaN  0.778193       0.278046        2.90942                 NaN            NaN
  1260.83        2500.00        93.8552                 NaN            NaN  0.141169        1.73006                 NaN  0.807949       0.320067        3.14556                 NaN            NaN
  1259.29        2500.00        93.8092                 NaN            NaN  0.771138        1.08094                 NaN  0.790459       0.381475        3.16678                 NaN            NaN
  1257.76        2500.00        93.2985                 NaN            NaN   2.11889       0.260780                 NaN  0.894446                 NaN   3.42740                 NaN            NaN
  1256.23        2500.00        95.4382                 NaN            NaN  0.375078       0.934260                 NaN  0.626697       0.483535        2.14220                 NaN            NaN
  1254.69        2500.00        94.5681                 NaN            NaN   1.72650                 NaN            NaN  0.699480       0.187168        2.81876                 NaN            NaN
  1253.16        2500.00        95.4353                 NaN            NaN  0.721643       0.616448                 NaN  0.603795       0.213428        2.40936                 NaN            NaN
  1251.62        2500.00        94.6823                 NaN            NaN   1.72927                 NaN            NaN  0.710187       0.217904        2.66037                 NaN            NaN
  1250.09        2500.00        95.3159                 NaN            NaN   1.47547                 NaN            NaN  0.617151       0.197257        2.39421                 NaN            NaN
  1248.55        2500.00        94.4249                 NaN            NaN   1.65399                 NaN            NaN  0.740320       0.278825        2.90199                 NaN            NaN
  1247.02        2500.00        97.6447                 NaN            NaN  0.261444       0.496425                 NaN  0.345754       0.201795        1.04987                 NaN            NaN
  1245.49        2500.00        94.5486                 NaN            NaN   1.72639                 NaN            NaN  0.642969                 NaN   2.96980       0.112236                 NaN
  1243.95        2500.00        95.0489                 NaN            NaN   1.21577       0.199178                 NaN  0.426982                 NaN   2.76533       0.343872                 NaN
  1242.42        2500.00        93.5902                 NaN            NaN   2.14257                 NaN            NaN   1.02922                 NaN   3.23798                 NaN            NaN
  1240.88        2500.00        99.1627                 NaN            NaN  0.654632E-001  0.565319                 NaN  0.161305                 NaN            NaN  0.451801E-001            NaN
  1239.35        2500.00        95.9863                 NaN            NaN  0.846044       0.564390                 NaN  0.488274                 NaN   2.02211       0.928602E-001            NaN
  1237.81        2500.00        96.5653                 NaN            NaN  0.264172E-001            NaN            NaN  0.374627       0.155658        2.74797       0.130010                 NaN
  1236.28        2500.00        95.5949                 NaN            NaN   2.15415                 NaN            NaN  0.568572                 NaN   1.64075       0.415821E-001            NaN
  1234.75        2500.00        97.9364                 NaN            NaN  0.809875                 NaN            NaN  0.325577                 NaN  0.927894       0.235706E-003            NaN
  1233.21        2500.00        96.5408                 NaN            NaN   1.02124                 NaN            NaN  0.400051                 NaN   1.96293       0.749549E-001            NaN
  1231.68        2500.00        96.7761                 NaN            NaN   1.23943                 NaN            NaN  0.445784                 NaN   1.45767       0.810493E-001            NaN
  1230.14        2500.00        96.9861                 NaN            NaN  0.873820                 NaN            NaN  0.336818                 NaN   1.75011       0.531747E-001            NaN
  1228.61        2500.00        97.0521                 NaN            NaN   1.04126                 NaN            NaN  0.395738                 NaN   1.43958       0.712918E-001            NaN
  1227.07        2500.00        97.6109                 NaN            NaN  0.815844E-001  0.423018                 NaN  0.229813                 NaN   1.57302       0.816446E-001            NaN
  1225.54        2500.00        97.3531                 NaN            NaN  0.500015       0.685407                 NaN  0.439244                 NaN  0.975994       0.462784E-001            NaN
  1224.01        2500.00        52.6964                 NaN            NaN   3.41880        4.74744                 NaN   4.17136                 NaN   20.8641       0.523299        13.5786     
  1222.47        2500.00                 NaN            NaN            NaN   13.6451        3.50111       0.232781E-005   8.63352                 NaN   43.2134        1.15907        29.8477     
  1220.94        2500.00                 NaN            NaN            NaN   9.49353        7.83066       0.889836E-004   8.69951                 NaN   43.0073        1.10996        29.8590     
  1219.40        2500.00                 NaN            NaN            NaN   13.6830        3.46496                 NaN   8.64543                 NaN   43.2021        1.15736        29.8471     
  1217.87        2500.00                 NaN            NaN            NaN   13.7001        3.44872       0.232822E-005   8.65139                 NaN   43.1965        1.15652        29.8468     
  1216.33        2500.00                 NaN            NaN            NaN   13.7169        3.43281                 NaN   8.65735                 NaN   43.1908        1.15568        29.8465     
  1214.80        2500.00                 NaN            NaN            NaN   6.99888        7.95046        2.26300        8.72455                 NaN   43.0865        1.13595        29.8407     
  1213.27        2500.00                 NaN            NaN            NaN   17.2904                 NaN            NaN   8.76487                 NaN   42.9934        1.10776        29.8436     
  1211.73        2500.00                 NaN            NaN            NaN   17.2979       0.429831E-005            NaN   8.73743                 NaN   43.0035        1.11201        29.8491     
  1210.20        2500.00                 NaN            NaN            NaN   16.9628       0.330830                 NaN   8.78040                 NaN   42.9768        1.10561        29.8436     
  1208.66        2500.00                 NaN            NaN            NaN   17.0021       0.291926                 NaN   8.78640                 NaN   42.9718        1.10474        29.8431     
  1207.13        2500.00                 NaN            NaN            NaN   16.7293       0.561711                 NaN   8.78863                 NaN   42.9713        1.10549        29.8436     
  1205.59        2500.00                 NaN            NaN            NaN   16.7775       0.519539                 NaN   8.79846                 NaN   42.9594        1.10270        29.8424     
  1204.06        2500.00                 NaN            NaN            NaN   13.4831        3.80869                 NaN   8.59252                 NaN   43.1409        1.12680        29.8480     
  1202.53        2500.00                 NaN            NaN            NaN   16.4444       0.845404                 NaN   8.80214                 NaN   42.9599        1.10457        29.8436     
  1200.99        2500.00                 NaN            NaN            NaN   14.1644        3.08634                 NaN   8.77322                 NaN   43.0000        1.12283        29.8532     
  1199.46        2500.00                 NaN            NaN            NaN   15.9217        1.37274                 NaN   8.81312                 NaN   42.9470        1.10234        29.8431     
  1197.92        2500.00                 NaN            NaN            NaN   15.9673        1.32720                 NaN   8.81842                 NaN   42.9424        1.10176        29.8430     
  1196.39        2500.00                 NaN            NaN            NaN   17.3080                 NaN            NaN   8.73962                 NaN   42.9881        1.11138        29.8530     
  1194.85        2500.00                 NaN            NaN            NaN   13.8289        3.41160                 NaN   8.76578                 NaN   43.0156        1.12536        29.8528     
  1193.32        2500.00                 NaN            NaN            NaN   13.5791        3.71769                 NaN   8.61194                 NaN   43.1155        1.12587        29.8499     
  1191.79        2500.00                 NaN            NaN            NaN   13.5708        3.73043                 NaN   8.61373                 NaN   43.1097        1.12419        29.8511     
  1190.25        2500.00                 NaN            NaN            NaN   9.33340        7.99289       0.448225E-005   8.76404                 NaN   42.9524        1.10292        29.8543     
  1188.72        2500.00                 NaN            NaN            NaN   14.7004        2.59237                 NaN   8.75801                 NaN   42.9871        1.11342        29.8487     
  1187.18        2500.00                 NaN            NaN            NaN   14.8157        2.47653                 NaN   8.75575                 NaN   42.9889        1.11424        29.8489     
  1185.65        2500.00                 NaN            NaN            NaN   14.9607        2.33271                 NaN   8.75795                 NaN   42.9861        1.11365        29.8489     
  1184.11        2500.00                 NaN            NaN            NaN   15.0234        2.27086                 NaN   8.76145                 NaN   42.9824        1.11307        29.8488     
  1182.58        2500.00                 NaN            NaN            NaN   15.1972        2.09865                 NaN   8.76267                 NaN   42.9802        1.11242        29.8488     
  1181.05        2500.00                 NaN            NaN            NaN   15.4042        1.89521                 NaN   8.76730                 NaN   42.9736        1.11075        29.8490     
  1179.51        2500.00                 NaN            NaN            NaN   15.4319        1.86752                 NaN   8.76694                 NaN   42.9737        1.11081        29.8491     
  1177.98        2500.00                 NaN            NaN            NaN   9.94241        1.18243        6.13203        8.69441                 NaN   43.0640        1.12726        29.8574     
  1176.44        2500.00                 NaN            NaN            NaN   15.2618        2.02172                 NaN   8.87906                 NaN   42.8951        1.09915        29.8432     
  1174.91        2500.00                 NaN            NaN            NaN   15.3227        1.98592                 NaN   8.77733                 NaN   42.9578        1.10651        29.8497     
  1173.37        2500.00                 NaN            NaN            NaN   1.52742        15.7798                 NaN   8.90470                 NaN   42.8569        1.08903        29.8422     
  1171.84        2500.00                 NaN            NaN            NaN   15.6919        1.61468                 NaN   8.90854                 NaN   42.8536        1.08888        29.8425     
  1170.31        2500.00                 NaN            NaN            NaN   4.29564        12.8083       0.177887E-004   8.73918                 NaN   43.1412        1.16349        29.8521     
  1168.77        2500.00                 NaN            NaN            NaN   15.5867        1.72034                 NaN   8.91743                 NaN   42.8448        1.08793        29.8429     
  1167.24        2500.00                 NaN            NaN            NaN   4.27033        12.8379       0.182861E-004   8.76303                 NaN   43.1160        1.16035        29.8524     
  1165.70        2500.00                 NaN            NaN            NaN   15.7501        1.55820                 NaN   8.93263                 NaN   42.8329        1.08542        29.8408     
  1164.17        2500.00                 NaN            NaN            NaN   1.96460        3.55661        11.6008        8.78780                 NaN   43.0843        1.15779        29.8482     
  1162.63        2500.00                 NaN            NaN            NaN   4.26041        12.8487       0.187715E-004   8.77075                 NaN   43.1070        1.15959        29.8535     
  1161.10        2500.00                 NaN            NaN            NaN   15.4248        1.88180                 NaN   8.94165                 NaN   42.8237        1.08547        29.8426     
  1159.57        2500.00                 NaN            NaN            NaN   4.22523        12.8914       0.192026E-004   8.79813                 NaN   43.0767        1.15599        29.8525     
  1158.03        2500.00                 NaN            NaN            NaN   15.3530        1.95373                 NaN   8.95095                 NaN   42.8152        1.08448        29.8426     
  1156.50        2500.00                 NaN            NaN            NaN   15.1762        2.12734                 NaN   8.94614                 NaN   42.8209        1.08536        29.8440     
  1154.96        2500.00                 NaN            NaN            NaN   2.03664        15.2695                 NaN   8.95923                 NaN   42.8075        1.08387        29.8433     
  1153.43        2500.00                 NaN            NaN            NaN   4.17636        12.9417                 NaN   8.82912                 NaN   43.0484        1.15388        29.8505     
  1151.89        2500.00                 NaN            NaN            NaN   4.24262        12.8783                 NaN   8.82091                 NaN   43.0528        1.15304        29.8523     
  1150.36        2500.00                 NaN            NaN            NaN   15.0200        2.28937                 NaN   8.96903                 NaN   42.7931        1.08265        29.8458     
  1148.83        2500.00                 NaN            NaN            NaN   4.18090        12.9400                 NaN   8.84318                 NaN   43.0337        1.15155        29.8507     
  1147.29        2500.00                 NaN            NaN            NaN   2.29233        15.0153                 NaN   8.97955                 NaN   42.7859        1.08181        29.8451     
  1145.76        2500.00                 NaN            NaN            NaN   4.23877        12.8879                 NaN   8.85069                 NaN   43.0215        1.14885        29.8523     
  1144.22        2500.00                 NaN            NaN            NaN   14.9043        2.40536                 NaN   8.98720                 NaN   42.7759        1.08078        29.8464     
  1142.69        2500.00                 NaN            NaN            NaN   2.42755        14.8841                 NaN   8.98864                 NaN   42.7714        1.08068        29.8476     
  1141.15        2500.00                 NaN            NaN            NaN   14.8064        2.50505                 NaN   8.99469                 NaN   42.7664        1.07980        29.8477     
  1139.62        2500.00                 NaN            NaN            NaN   14.7736        2.53819                 NaN   8.99894                 NaN   42.7619        1.07933        29.8480     
  1138.09        2500.00                 NaN            NaN            NaN   2.54404        14.7651                 NaN   9.00371                 NaN   42.7603        1.07941        29.8474     
  1136.55        2500.00                 NaN            NaN   2.53158        11.2940        2.19489                 NaN   8.67442                 NaN   43.4854        1.29006        30.5297     
  1135.02        2500.00                 NaN            NaN            NaN   2.61735        14.6924                 NaN   9.01177                 NaN   42.7516        1.07859        29.8482     
  1133.48        2500.00                 NaN            NaN            NaN   14.6372        2.67348                 NaN   9.01552                 NaN   42.7467        1.07817        29.8489     
  1131.95        2500.00                 NaN            NaN            NaN   14.6295        2.68306                 NaN   9.02060                 NaN   42.7404        1.07714        29.8493     
  1130.41        2500.00                 NaN            NaN            NaN   14.5996        2.71326                 NaN   9.02480                 NaN   42.7360        1.07668        29.8496     
  1128.88        2500.00                 NaN            NaN            NaN   2.77002        14.5409                 NaN   9.02741                 NaN   42.7346        1.07709        29.8500     
  1127.35        2500.00                 NaN            NaN            NaN   4.29528        12.8631                 NaN   8.90025                 NaN   42.9443        1.13879        29.8583     
  1125.81        2500.00                 NaN            NaN            NaN   14.5068        2.80889                 NaN   9.03680                 NaN   42.7213        1.07502        29.8513     
  1124.28        2500.00                 NaN            NaN            NaN   14.4424        2.87216                 NaN   9.03637                 NaN   42.7225        1.07483        29.8517     
  1122.74        2500.00                 NaN            NaN            NaN   5.22670        12.0124                 NaN   8.91999                 NaN   42.8560        1.12150        29.8634     
  1121.21        2500.00                 NaN            NaN            NaN   14.4455        2.87256                 NaN   9.05007                 NaN   42.7062        1.07318        29.8525     
  1119.67        2500.00                 NaN            NaN            NaN   4.51980        12.7317                 NaN   8.94953                 NaN   42.8214        1.11352        29.8641     
  1118.14        2500.00                 NaN            NaN            NaN   4.15678        13.0381                 NaN   8.92986                 NaN   42.8785        1.13075        29.8660     
  1116.61        2500.00                 NaN            NaN            NaN   13.7822        3.50614                 NaN   9.03185                 NaN   42.7369        1.08613        29.8568     
  1115.07        2500.00                 NaN            NaN            NaN   14.3471        2.97122                 NaN   9.06636                 NaN   42.6897        1.07169        29.8539     
  1113.54        2500.00                 NaN            NaN  0.333166        16.8598       0.110723E-004            NaN   9.10736                 NaN   42.7331        1.05872        29.9078     
  1112.00        2500.00                 NaN            NaN            NaN   3.00249        14.3200                 NaN   9.07578                 NaN   42.6769        1.06975        29.8551     
  1110.47        2500.00                 NaN            NaN            NaN   3.02196        14.3014                 NaN   9.08013                 NaN   42.6719        1.06914        29.8555     
  1108.93        2500.00                 NaN            NaN            NaN   3.09339        14.2271                 NaN   9.08173                 NaN   42.6719        1.06999        29.8559     
  1107.40        2500.00                 NaN            NaN            NaN   3.06157        14.2634                 NaN   9.08870                 NaN   42.6619        1.06796        29.8565     
  1105.87        2500.00                 NaN            NaN            NaN   14.2455        3.08039                 NaN   9.09303                 NaN   42.6568        1.06735        29.8569     
  1104.33        2500.00                 NaN            NaN            NaN   14.2109        3.11487                 NaN   9.09660                 NaN   42.6531        1.06712        29.8574     
  1102.80        2500.00                 NaN            NaN            NaN   14.8668        2.44040                 NaN   9.12465                 NaN   42.6629        1.06448        29.8408     
  1101.26        2500.00                 NaN            NaN            NaN   3.14175        14.1865                 NaN   9.10559                 NaN   42.6422        1.06565        29.8583     
  1099.73        2500.00                 NaN            NaN            NaN   14.1588        3.16940                 NaN   9.10923                 NaN   42.6383        1.06539        29.8588     
  1098.19        2500.00                 NaN            NaN            NaN   3.18295        14.1465                 NaN   9.11371                 NaN   42.6329        1.06466        29.8593     
  1096.66        2500.00                 NaN            NaN            NaN   2.74570        14.5389                 NaN   9.12048                 NaN   42.6809        1.07073        29.8432     
  1095.13        2500.00                 NaN            NaN            NaN   14.3065        2.99388                 NaN   9.12799                 NaN   42.6535        1.06921        29.8489     
  1093.59        2500.00                 NaN            NaN            NaN   4.66263        12.6063                 NaN   9.05411                 NaN   42.7195        1.09403        29.8634     
  1092.06        2500.00                 NaN            NaN            NaN   12.7053        4.56347                 NaN   9.06229                 NaN   42.7126        1.09308        29.8632     
  1090.52        2500.00                 NaN            NaN            NaN   12.9757        4.28635                 NaN   9.06564                 NaN   42.7179        1.09136        29.8631     
  1088.99        2500.00                 NaN            NaN            NaN   12.7551        4.51600                 NaN   9.07189                 NaN   42.7010        1.09152        29.8644     
  1087.45        2500.00                 NaN            NaN            NaN   12.8154        4.45440                 NaN   9.07615                 NaN   42.6971        1.09171        29.8653     
  1085.92        2500.00                 NaN            NaN            NaN   12.8013        4.47226                 NaN   9.08208                 NaN   42.6890        1.08989        29.8655     
  1084.39        2500.00                 NaN            NaN            NaN   12.8388        4.43822                 NaN   9.08819                 NaN   42.6799        1.08855        29.8663     
  1082.85        2500.00                 NaN            NaN            NaN   12.8430        4.43326                 NaN   9.09232                 NaN   42.6767        1.08818        29.8665     
  1081.32        2500.00                 NaN            NaN            NaN   4.42570        12.8530                 NaN   9.09733                 NaN   42.6709        1.08680        29.8663     
  1079.78        2500.00                 NaN            NaN            NaN   4.40788        12.8723                 NaN   9.10244                 NaN   42.6647        1.08591        29.8668     
  1078.25        2500.00                 NaN            NaN            NaN   12.8645        4.40887                 NaN   9.03362                 NaN   42.7241        1.09044        29.8785     
  1076.71        2500.00                 NaN            NaN            NaN   4.37473        12.9084                 NaN   9.11270                 NaN   42.6522        1.08408        29.8678     
  1075.18        2500.00                 NaN            NaN            NaN   12.9587        4.32268                 NaN   9.11916                 NaN   42.6445        1.08450        29.8704     
  1073.65        2500.00                 NaN            NaN            NaN   13.1526        4.13028                 NaN   9.13163                 NaN   42.6368        1.08102        29.8676     
  1072.11        2500.00                 NaN            NaN            NaN   12.9640        4.32305                 NaN   9.12843                 NaN   42.6324        1.08178        29.8703     
  1070.58        2500.00                 NaN            NaN   4.21121        3.97378        7.04160                 NaN   8.86340                 NaN   43.5121        1.38339        31.0145     
  1069.04        2500.00                 NaN            NaN            NaN   12.9931        4.29736                 NaN   9.13880                 NaN   42.6195        1.07984        29.8715     
  1067.51        2500.00                 NaN            NaN            NaN   13.0070        4.28522                 NaN   9.14399                 NaN   42.6129        1.07886        29.8720     
  1065.97        2500.00                 NaN            NaN   4.53142        3.53021        6.97089                 NaN   8.83508                 NaN   43.6270        1.41173        31.0937     
  1064.44        2500.00                 NaN            NaN            NaN   13.4972        3.82366                 NaN   9.18000                 NaN   42.5612        1.06471        29.8732     
  1062.91        2500.00                 NaN            NaN            NaN   13.4779        3.84308                 NaN   9.18336                 NaN   42.5572        1.06453        29.8739     
  1061.37        2500.00                 NaN            NaN            NaN   13.4599        3.86125                 NaN   9.18680                 NaN   42.5532        1.06431        29.8745     
  1059.84        2500.00                 NaN            NaN            NaN   13.4432        3.87826                 NaN   9.19032                 NaN   42.5490        1.06406        29.8752     
  1058.30        2500.00                 NaN            NaN            NaN   13.4276        3.89419                 NaN   9.19391                 NaN   42.5447        1.06376        29.8758     
  1056.77        2500.00                 NaN            NaN            NaN   13.4131        3.90913                 NaN   9.19756                 NaN   42.5402        1.06343        29.8765     
  1055.23        2500.00                 NaN            NaN            NaN   13.3997        3.92315                 NaN   9.20128                 NaN   42.5357        1.06307        29.8771     
  1053.70        2500.00                 NaN            NaN            NaN   13.3871        3.93632                 NaN   9.20505                 NaN   42.5311        1.06268        29.8778     
  1052.17        2500.00                 NaN            NaN            NaN   13.3754        3.94868                 NaN   9.20887                 NaN   42.5264        1.06226        29.8784     
  1050.63        2500.00                 NaN            NaN            NaN   3.59132        13.7777                 NaN   9.24790                 NaN   42.4617        1.04289        29.8785     
  1049.10        2500.00                 NaN            NaN            NaN   3.59680        13.7744                 NaN   9.25267                 NaN   42.4550        1.04186        29.8792     
  1047.56        2500.00                 NaN            NaN            NaN   3.58959        13.7853                 NaN   9.25852                 NaN   42.4463        1.04023        29.8801     
  1046.03        2500.00                 NaN            NaN            NaN   3.59879        13.7779                 NaN   9.26295                 NaN   42.4402        1.03939        29.8808     
  1044.49        2500.00                 NaN            NaN            NaN   13.7693        3.60905                 NaN   9.26728                 NaN   42.4343        1.03860        29.8815     
  1042.96        2500.00                 NaN            NaN            NaN   3.61866        13.7614                 NaN   9.27173                 NaN   42.4281        1.03776        29.8823     
  1041.43        2500.00                 NaN            NaN            NaN   3.85280        13.5104                 NaN   9.26031                 NaN   42.4490        1.04517        29.8823     
  1039.89        2500.00                 NaN            NaN            NaN   3.88499        13.4762                 NaN   9.26199                 NaN   42.4478        1.04592        29.8831     
  1038.36        2500.00                 NaN            NaN            NaN   3.91371        13.4457                 NaN   9.26396                 NaN   42.4463        1.04654        29.8838     
  1036.82        2500.00                 NaN            NaN            NaN   3.93082        13.4283                 NaN   9.26705                 NaN   42.4427        1.04653        29.8846     
  1035.29        2500.00                 NaN            NaN            NaN   3.93464        13.4260                 NaN   9.27148                 NaN   42.4368        1.04576        29.8853     
  1033.75        2500.00                 NaN            NaN            NaN   3.93829        13.4238                 NaN   9.27594                 NaN   42.4308        1.04498        29.8861     
  1032.22        2500.00                 NaN            NaN            NaN   3.94166        13.4221                 NaN   9.28042                 NaN   42.4248        1.04417        29.8869     
  1030.69        2500.00                 NaN            NaN            NaN   3.94488        13.4205                 NaN   9.28493                 NaN   42.4187        1.04335        29.8876     
  1029.15        2500.00                 NaN            NaN            NaN   3.94790        13.4191                 NaN   9.28945                 NaN   42.4126        1.04252        29.8884     
  1027.62        2500.00                 NaN            NaN            NaN   13.5655        3.85576                 NaN   9.28467                 NaN   42.3205        1.06472        29.9089     
  1026.08        2500.00                 NaN            NaN   5.14256        2.90928        6.73898                 NaN   8.87179                 NaN   43.6046        1.43950        31.2933     
  1024.55        2500.00                 NaN            NaN            NaN   3.52242        13.8418                 NaN   9.33183                 NaN   42.3904        1.03407        29.8795     
  1023.01        2500.00                 NaN            NaN            NaN   14.2738        3.17944                 NaN   9.30252                 NaN   42.3155        1.03227        29.8965     
  1021.48        2500.00                 NaN            NaN            NaN   3.21862        14.2157                 NaN   9.30585                 NaN   42.3388        1.03020        29.8908     
  1019.95        2500.00                 NaN            NaN            NaN   3.06762        14.4372                 NaN   9.31273                 NaN   42.2725        1.01000        29.9000     
  1018.41        2500.00                 NaN            NaN            NaN   3.07623        14.3086                 NaN   9.35328                 NaN   42.3654        1.02370        29.8728     
  1016.88        2500.00                 NaN            NaN            NaN   3.07629        14.4127                 NaN   9.34155                 NaN   42.2622        1.01226        29.8950     
  1015.34        2500.00                 NaN            NaN            NaN   3.07943        14.4072                 NaN   9.34225                 NaN   42.2651        1.01194        29.8941     
  1013.81        2500.00                 NaN            NaN            NaN   3.44018        13.9432                 NaN   9.41811                 NaN   42.3051        1.01465        29.8787     
  1012.27        2500.00                 NaN            NaN            NaN   3.81371        13.6362                 NaN   9.33071                 NaN   42.2603        1.04183        29.9173     
  1010.74        2500.00                 NaN            NaN            NaN   3.82123        13.6330                 NaN   9.33408                 NaN   42.2516        1.04100        29.9191     
  1009.21        2500.00                 NaN            NaN            NaN   3.81973        13.6310                 NaN   9.33455                 NaN   42.2510        1.04308        29.9207     
  1007.67        2500.00                 NaN            NaN            NaN   3.84698        13.6009                 NaN   9.33231                 NaN   42.2555        1.04387        29.9204     
  1006.14        2500.00                 NaN            NaN            NaN   3.84311        13.6169                 NaN   9.34064                 NaN   42.2367        1.03963        29.9230     
  1004.60        2500.00                 NaN            NaN            NaN   3.82365        13.6400                 NaN   9.34456                 NaN   42.2309        1.03788        29.9230     
  1003.07        2500.00                 NaN            NaN            NaN   3.63783        13.7569                 NaN   9.35082                 NaN   42.3331        1.02310        29.8983     
  1001.53        2500.00                 NaN            NaN            NaN   3.89892        13.5656                 NaN   9.35707                 NaN   42.2168        1.03564        29.9259     
  1000.00        2500.00                 NaN            NaN            NaN   3.86301        13.5954                 NaN   9.35766                 NaN   42.2187        1.03770        29.9275     
