|6.6.6
Archiving\03_Data\frac/QFM_m4.75/ALH/ALH_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       mang           iron           pxmn           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1533.83        2500.00        98.7531                 NaN            NaN            NaN            NaN            NaN  0.289721E-001   1.21795                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        98.7489                 NaN            NaN            NaN            NaN            NaN  0.217491E-001   1.22934                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.7624                 NaN            NaN            NaN            NaN            NaN  0.845385E-002   1.22910                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.7603                 NaN            NaN            NaN            NaN            NaN  0.194999E-002   1.23772                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.7577                 NaN            NaN            NaN            NaN            NaN  0.208490E-001   1.22147                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.7556                 NaN            NaN            NaN            NaN            NaN  0.215279E-002   1.24226                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.7541                 NaN            NaN            NaN            NaN            NaN  0.343752E-001   1.21148                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.7448                 NaN            NaN            NaN            NaN            NaN            NaN   1.25519                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.7345                 NaN            NaN            NaN            NaN            NaN  0.478474E-002   1.26075                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.7226                 NaN            NaN            NaN            NaN            NaN  0.451264E-001   1.23231                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.6967                 NaN            NaN            NaN            NaN  0.712621E-003            NaN   1.30256                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.2052                 NaN            NaN            NaN            NaN  0.110759E-001            NaN   1.44872       0.334985                 NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.4061                 NaN            NaN            NaN            NaN  0.594139E-002            NaN  0.980365       0.607617                 NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.0320                 NaN            NaN            NaN            NaN  0.708177E-002            NaN  0.750327        1.21063                 NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.0620                 NaN            NaN            NaN            NaN  0.672095E-002            NaN   1.19219       0.739044                 NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.0964                 NaN            NaN            NaN            NaN  0.638225E-002            NaN   1.16888       0.728295                 NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.1256                 NaN            NaN            NaN            NaN  0.602474E-002            NaN   1.15095       0.717406                 NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.1554                 NaN            NaN            NaN            NaN  0.571830E-002            NaN   1.13213       0.706749                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.1828                 NaN            NaN            NaN            NaN  0.539730E-002            NaN  0.697158        1.11460                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.2092                 NaN            NaN            NaN            NaN  0.510323E-002            NaN  0.687646        1.09804                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.2363                 NaN            NaN            NaN            NaN  0.478837E-002            NaN  0.677621        1.08125                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.2613                 NaN            NaN            NaN            NaN  0.450159E-002            NaN  0.668525        1.06566                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.2873                 NaN            NaN            NaN            NaN  0.425797E-002            NaN  0.658754        1.04967                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.3091                 NaN            NaN            NaN            NaN  0.402443E-002            NaN  0.650314        1.03655                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.3334                 NaN            NaN            NaN            NaN  0.377822E-002            NaN   1.02144       0.641348                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.3542                 NaN            NaN            NaN            NaN  0.351787E-002            NaN   1.00895       0.633298                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.3801                 NaN            NaN            NaN            NaN  0.332605E-002            NaN  0.624022       0.992587                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.3990                 NaN            NaN            NaN            NaN  0.305059E-002            NaN  0.615671       0.982306                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.4187                 NaN            NaN            NaN            NaN  0.285936E-002            NaN  0.608184       0.970295                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.4380                 NaN            NaN            NaN            NaN  0.267374E-002            NaN  0.959006       0.600355                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.4561                 NaN            NaN            NaN            NaN  0.245888E-002            NaN  0.592549       0.948899                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.4763                 NaN            NaN            NaN            NaN  0.228630E-002            NaN  0.585099       0.936335                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.4927                 NaN            NaN            NaN            NaN  0.212924E-002            NaN  0.927147       0.578051                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.5091                 NaN            NaN            NaN            NaN  0.195954E-002            NaN  0.918248       0.570703                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.5259                 NaN            NaN            NaN            NaN  0.176861E-002            NaN  0.908976       0.563327                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.5426                 NaN            NaN            NaN            NaN  0.167242E-002            NaN  0.899115       0.556575                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.5569                 NaN            NaN            NaN            NaN  0.151651E-002            NaN  0.550434       0.891117                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.5716                 NaN            NaN            NaN            NaN  0.142478E-002            NaN  0.543539       0.883433                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.5804                 NaN            NaN            NaN            NaN  0.124944E-002            NaN  0.539689       0.875918       0.277559E-002            NaN            NaN            NaN            NaN
  1436.09        2500.00        96.6520                 NaN            NaN            NaN            NaN  0.447971E-003            NaN   1.02318        1.40472       0.919682                 NaN            NaN            NaN            NaN
  1433.58        2500.00        96.7002                 NaN            NaN            NaN            NaN            NaN            NaN   1.38594       0.998762       0.915145                 NaN            NaN            NaN            NaN
  1431.08        2500.00        96.7958                 NaN            NaN            NaN            NaN            NaN            NaN  0.970107        1.34689       0.887239                 NaN            NaN            NaN            NaN
  1428.57        2500.00        96.8846                 NaN            NaN            NaN            NaN            NaN            NaN   1.31041       0.943602       0.861383                 NaN            NaN            NaN            NaN
  1426.07        2500.00        96.9712                 NaN            NaN            NaN            NaN            NaN            NaN   1.27611       0.916901       0.835741                 NaN            NaN            NaN            NaN
  1423.56        2500.00        97.0495                 NaN            NaN            NaN            NaN            NaN            NaN   1.24494       0.892326       0.813197                 NaN            NaN            NaN            NaN
  1421.05        2500.00        97.1267                 NaN            NaN            NaN            NaN            NaN            NaN  0.869403        1.21365       0.790271                 NaN            NaN            NaN            NaN
  1418.55        2500.00        97.1939                 NaN            NaN            NaN  0.249895E-001            NaN            NaN  0.857190        1.14868       0.775216                 NaN            NaN            NaN            NaN
  1416.04        2500.00        96.6862                 NaN  0.143272                 NaN  0.176685E-002            NaN            NaN   1.08968        1.13770       0.941329                 NaN            NaN            NaN            NaN
  1413.53        2500.00        96.5945                 NaN  0.189448                 NaN            NaN            NaN            NaN   1.09487        1.14505       0.976118                 NaN            NaN            NaN            NaN
  1411.03        2500.00        96.7293                 NaN  0.180102                 NaN            NaN            NaN            NaN   1.10020        1.05353       0.936827                 NaN            NaN            NaN            NaN
  1408.52        2500.00        96.8504                 NaN  0.171265                 NaN            NaN            NaN            NaN   1.05817        1.01844       0.901745                 NaN            NaN            NaN            NaN
  1406.02        2500.00        96.9645                 NaN  0.163163                 NaN            NaN            NaN            NaN   1.01949       0.984497       0.868384                 NaN            NaN            NaN            NaN
  1403.51        2500.00        97.0709                 NaN  0.155362                 NaN            NaN            NaN            NaN  0.953783       0.982727       0.837229                 NaN            NaN            NaN            NaN
  1401.00        2500.00        97.1710                 NaN  0.148127                 NaN            NaN            NaN            NaN  0.924656       0.948165       0.808023                 NaN            NaN            NaN            NaN
  1398.50        2500.00        97.2656                 NaN  0.141288                 NaN            NaN            NaN            NaN  0.898095       0.914753       0.780231                 NaN            NaN            NaN            NaN
  1395.99        2500.00        97.3539                 NaN  0.134881                 NaN            NaN            NaN            NaN  0.884309       0.872471       0.754487                 NaN            NaN            NaN            NaN
  1393.48        2500.00        97.4375                 NaN  0.128497                 NaN            NaN            NaN            NaN  0.854622       0.849687       0.729663                 NaN            NaN            NaN            NaN
  1390.98        2500.00        97.5159                 NaN  0.122884                 NaN            NaN            NaN            NaN  0.827069       0.827599       0.706529                 NaN            NaN            NaN            NaN
  1388.47        2500.00        97.5884                 NaN  0.117300                 NaN            NaN            NaN            NaN  0.802667       0.806592       0.684992                 NaN            NaN            NaN            NaN
  1385.96        2500.00        97.6620                 NaN  0.111721                 NaN            NaN            NaN            NaN  0.789898       0.772790       0.663607                 NaN            NaN            NaN            NaN
  1383.46        2500.00        97.7280                 NaN  0.106833                 NaN            NaN            NaN            NaN  0.749620       0.771683       0.643855                 NaN            NaN            NaN            NaN
  1380.95        2500.00        97.7899                 NaN  0.102000                 NaN            NaN            NaN            NaN  0.727722       0.754769       0.625648                 NaN            NaN            NaN            NaN
  1378.45        2500.00        97.8501                 NaN  0.971619E-001            NaN            NaN            NaN            NaN  0.704764       0.740423       0.607504                 NaN            NaN            NaN            NaN
  1375.94        2500.00        97.9065                 NaN  0.927658E-001            NaN            NaN            NaN            NaN  0.726076       0.683806       0.590834                 NaN            NaN            NaN            NaN
  1373.43        2500.00        97.9607                 NaN  0.883453E-001            NaN            NaN            NaN            NaN  0.662947       0.713506       0.574548                 NaN            NaN            NaN            NaN
  1370.93        2500.00        98.0118                 NaN  0.842240E-001            NaN            NaN            NaN            NaN  0.643489       0.701274       0.559241                 NaN            NaN            NaN            NaN
  1368.42        2500.00        98.0607                 NaN  0.800847E-001            NaN            NaN            NaN            NaN  0.690622       0.623872       0.544731                 NaN            NaN            NaN            NaN
  1365.91        2500.00        98.1072                 NaN  0.763471E-001            NaN            NaN            NaN            NaN  0.605855       0.679760       0.530835                 NaN            NaN            NaN            NaN
  1363.41        2500.00        98.1513                 NaN  0.725167E-001            NaN            NaN            NaN            NaN  0.670464       0.588199       0.517491                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.1936                 NaN  0.690368E-001            NaN            NaN            NaN            NaN  0.571727       0.660772       0.504842                 NaN            NaN            NaN            NaN
  1358.40        2500.00        98.2339                 NaN  0.656130E-001            NaN            NaN            NaN            NaN  0.652629       0.555134       0.492760                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.2715                 NaN  0.620926E-001            NaN            NaN            NaN            NaN  0.646197       0.538928       0.481264                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.3087                 NaN  0.588527E-001            NaN            NaN            NaN            NaN  0.638832       0.523473       0.470141                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.3439                 NaN  0.556999E-001            NaN            NaN            NaN            NaN  0.633286       0.507528       0.459569                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.3772                 NaN  0.524281E-001            NaN            NaN            NaN            NaN  0.628621       0.492307       0.449491                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.4084                 NaN  0.493175E-001            NaN            NaN            NaN            NaN  0.624082       0.478150       0.440048                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.4388                 NaN  0.464958E-001            NaN            NaN            NaN            NaN  0.618928       0.464929       0.430882                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.4674                 NaN  0.434364E-001            NaN            NaN            NaN            NaN  0.617052       0.449900       0.422171                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.4939                 NaN  0.406817E-001            NaN            NaN            NaN            NaN  0.436938       0.614240       0.414228                 NaN            NaN            NaN            NaN
  1335.84        2500.00        98.5215                 NaN  0.376369E-001            NaN            NaN            NaN            NaN  0.421952       0.613273       0.405616                 NaN            NaN            NaN            NaN
  1333.33        2500.00        98.5458                 NaN  0.348372E-001            NaN            NaN            NaN            NaN  0.613018       0.407926       0.398371                 NaN            NaN            NaN            NaN
  1330.83        2500.00        98.5697                 NaN  0.324617E-001            NaN            NaN            NaN            NaN  0.394648       0.611928       0.391237                 NaN            NaN            NaN            NaN
  1328.32        2500.00        98.5931                 NaN  0.296512E-001            NaN            NaN            NaN            NaN  0.612542       0.380526       0.384145                 NaN            NaN            NaN            NaN
  1325.81        2500.00        98.6148                 NaN  0.271739E-001            NaN            NaN            NaN            NaN  0.614265       0.365968       0.377761                 NaN            NaN            NaN            NaN
  1323.31        2500.00        98.6346                 NaN  0.242463E-001            NaN            NaN            NaN            NaN  0.350951       0.618592       0.371576                 NaN            NaN            NaN            NaN
  1320.80        2500.00        98.6541                 NaN  0.216803E-001            NaN            NaN            NaN            NaN  0.335850       0.622556       0.365858                 NaN            NaN            NaN            NaN
  1318.30        2500.00        98.6717                 NaN  0.190493E-001            NaN            NaN            NaN            NaN  0.628463       0.320342       0.360457                 NaN            NaN            NaN            NaN
  1315.79        2500.00        98.6891                 NaN  0.166239E-001            NaN            NaN            NaN            NaN  0.304529       0.634490       0.355224                 NaN            NaN            NaN            NaN
  1313.28        2500.00        98.7052                 NaN  0.142399E-001            NaN            NaN            NaN            NaN  0.642031       0.287962       0.350520                 NaN            NaN            NaN            NaN
  1310.78        2500.00        98.7208                 NaN  0.115809E-001            NaN            NaN            NaN            NaN  0.268496       0.653321       0.345801                 NaN            NaN            NaN            NaN
  1308.27        2500.00        78.7242                 NaN  0.717749                 NaN            NaN            NaN            NaN   3.59297        2.04892        2.79927        12.1169                 NaN            NaN            NaN
  1305.76        2500.00        81.7428                 NaN  0.628291                 NaN            NaN            NaN            NaN   3.18059        1.64964        2.40103        10.3977                 NaN            NaN            NaN
  1303.26        2500.00        79.9695                 NaN  0.628688                 NaN            NaN            NaN            NaN   4.16632       0.771717        2.57272        11.4829       0.408164                 NaN            NaN
  1300.75        2500.00        78.1143                 NaN  0.616104                 NaN            NaN            NaN            NaN   4.97845                 NaN   2.73781        12.6453       0.908016                 NaN            NaN
  1298.25        2500.00        82.8060                 NaN  0.406909                 NaN  0.376695                 NaN            NaN   3.54505                 NaN   2.16617        9.95694       0.742204                 NaN            NaN
  1295.74        2500.00        85.5550                 NaN  0.238599                 NaN  0.751157                 NaN            NaN   2.60753                 NaN   1.83947        8.36073       0.647501                 NaN            NaN
  1293.23        2500.00        87.8877                 NaN  0.193472                 NaN  0.676419                 NaN            NaN   2.14865                 NaN   1.53942        7.00022       0.554068                 NaN            NaN
  1290.73        2500.00        89.6864                 NaN  0.159684                 NaN  0.598469                 NaN            NaN   1.82828                 NaN   1.30866        5.94004       0.478445                 NaN            NaN
  1288.22        2500.00        90.3915                 NaN  0.168009                 NaN  0.504675                 NaN            NaN   1.73116                 NaN   1.21412        5.53899       0.451553                 NaN            NaN
  1285.71        2500.00        91.8853                 NaN  0.938666E-001            NaN  0.570235                 NaN            NaN   1.40162                 NaN   1.03244        4.63268       0.383867                 NaN            NaN
  1283.21        2500.00        93.4096                 NaN  0.826223E-001            NaN  0.435506                 NaN            NaN   1.17265                 NaN  0.830463        3.75286       0.316329                 NaN            NaN
  1280.70        2500.00        92.8558                 NaN  0.103522                 NaN  0.426037                 NaN            NaN   1.30304                 NaN  0.903359        4.06521       0.343077                 NaN            NaN
  1278.20        2500.00        94.5932                 NaN  0.535364E-001            NaN  0.394443                 NaN            NaN  0.960105                 NaN  0.678242        3.05760       0.262827                 NaN            NaN
  1275.69        2500.00        90.9359                 NaN  0.900757E-001            NaN  0.500523                 NaN            NaN   1.75301                 NaN   1.04514        4.68105       0.393469       0.600887                 NaN
  1273.18        2500.00        79.2901                 NaN  0.792143E-001            NaN  0.918913                 NaN            NaN   4.28093                 NaN   2.01438        9.32097       0.729161        3.36630                 NaN
  1270.68        2500.00        74.9920                 NaN  0.113149                 NaN   1.12775                 NaN            NaN   5.36252                 NaN   2.56187        10.7058       0.906279        4.23057                 NaN
  1268.17        2500.00        90.4231                 NaN  0.292954E-002            NaN  0.394768                 NaN            NaN   1.73237                 NaN  0.764134        5.03458       0.282577        1.36556                 NaN
  1265.66        2500.00        83.9539                 NaN  0.406890E-001            NaN  0.726695                 NaN            NaN   3.29292                 NaN   1.54921        7.26462       0.546579        2.62537                 NaN
  1263.16        2500.00        79.3919                 NaN  0.665915E-001            NaN  0.895433                 NaN            NaN   4.13244                 NaN   1.98372        9.48101       0.693902        3.35503                 NaN
  1260.65        2500.00        89.7063                 NaN  0.941573E-003            NaN  0.522040                 NaN            NaN   2.08520                 NaN  0.965115        4.70395       0.335036        1.68142                 NaN
  1258.15        2500.00        81.4620                 NaN  0.596415E-001            NaN  0.748439                 NaN            NaN   3.61175                 NaN   1.70251        8.79340       0.594651        3.02762                 NaN
  1255.64        2500.00        56.1412                 NaN  0.126003                 NaN   1.72115                 NaN            NaN   7.95466                 NaN   3.80098        21.5659        1.34868        7.34142                 NaN
  1253.13        2500.00                 NaN            NaN  0.259382E-001            NaN   4.10407                 NaN            NaN   17.5331                 NaN   8.34325        44.6690        3.02975        15.6478        6.64700     
  1250.63        2500.00                 NaN            NaN  0.259349E-001            NaN   4.10407                 NaN            NaN   17.5331                 NaN   8.34325        44.7193        3.02975        15.6721        6.57256     
  1248.12        2500.00                 NaN            NaN            NaN            NaN   4.15519                 NaN            NaN   17.5241                 NaN   8.35391        44.7274        3.03167        15.7049        6.50286     
  1245.61        2500.00                 NaN            NaN            NaN            NaN   4.15661                 NaN            NaN   17.5214                 NaN   8.35782        44.7784        3.03241        15.7285        6.42475     
  1243.11        2500.00                 NaN            NaN            NaN            NaN   4.15662                 NaN            NaN   17.5214                 NaN   8.35783        44.8302        3.03241        15.7535        6.34796     
  1240.60        2500.00                 NaN            NaN            NaN            NaN   4.15662                 NaN            NaN   17.5214                 NaN   8.35784        44.8826        3.03241        15.7788        6.27034     
  1238.10        2500.00                 NaN            NaN            NaN            NaN   4.15662                 NaN            NaN   17.5214                 NaN   8.35784        44.9364        3.03241        15.8047        6.19056     
  1235.59        2500.00                 NaN            NaN            NaN            NaN   4.15662                 NaN            NaN   17.5214                 NaN   8.35784        44.9903        3.03241        15.8307        6.11073     
  1233.08        2500.00                 NaN            NaN            NaN            NaN   4.15662                 NaN            NaN   17.5214                 NaN   8.35784        45.0448        3.03241        15.8570        6.02993     
  1230.58        2500.00                 NaN            NaN            NaN            NaN   4.15662                 NaN            NaN   17.5214                 NaN   8.35784        45.0999        3.03241        15.8836        5.94817     
  1228.07        2500.00                 NaN            NaN            NaN            NaN   4.15662                 NaN            NaN   17.5214                 NaN   8.35784        45.1557        3.03241        15.9106        5.86541     
  1225.56        2500.00                 NaN            NaN            NaN            NaN   4.22294                 NaN            NaN   17.3456                 NaN   8.52228        45.1676        3.05461        15.9449        5.74211     
  1223.06        2500.00                 NaN            NaN            NaN            NaN   4.22295                 NaN            NaN   17.3455                 NaN   8.52228        45.2247        3.05461        15.9725        5.65740     
  1220.55        2500.00                 NaN            NaN            NaN            NaN   4.28790                 NaN            NaN   17.2983                 NaN   8.48711        45.3791        3.05005        15.9794        5.51818     
  1218.05        2500.00                 NaN            NaN            NaN            NaN   4.30011                 NaN            NaN   17.2762                 NaN   8.49807        45.4442        3.05202        16.0064        5.42299     
  1215.54        2500.00                 NaN            NaN            NaN            NaN   4.31223                 NaN            NaN   17.2546                 NaN   8.50891        45.5098        3.05384        16.0339        5.32673     
  1213.03        2500.00                 NaN            NaN            NaN            NaN   4.32420                 NaN            NaN   17.2335                 NaN   8.51983        45.5758        3.05556        16.0618        5.22931     
  1210.53        2500.00                 NaN            NaN            NaN            NaN   4.33661                 NaN            NaN   17.2111                 NaN   8.53040        45.6436        3.05751        16.0900        5.13068     
  1208.02        2500.00                 NaN            NaN            NaN            NaN   4.32210                 NaN            NaN   17.1984                 NaN   8.53662        45.7196        3.05874        16.1426        5.02201     
  1205.51        2500.00                 NaN            NaN            NaN            NaN   4.25548                 NaN            NaN   17.2534                 NaN   8.60094        45.6187        3.06407        16.1850        5.02242     
  1203.01        2500.00                 NaN            NaN            NaN            NaN   4.35595                 NaN            NaN   17.1103                 NaN   8.64665        45.7488        3.07285        16.1819        4.88356     
  1200.50        2500.00                 NaN            NaN            NaN            NaN   4.38391                 NaN            NaN   17.1287                 NaN   8.57251        45.9192        3.06429        16.2067        4.72465     
  1197.99        2500.00                 NaN            NaN            NaN            NaN   4.41083                 NaN            NaN   17.0454                 NaN   8.57456        46.0291        3.07596        16.2412        4.62293     
  1195.49        2500.00                 NaN            NaN            NaN            NaN   4.40432                 NaN            NaN   17.0980                 NaN   8.59313        46.0576        3.06630        16.2674        4.51335     
  1192.98        2500.00                 NaN            NaN            NaN            NaN   4.44308                 NaN            NaN   17.0166                 NaN   8.64623        46.1086        3.07323        16.2873        4.42500     
  1190.48        2500.00                 NaN            NaN            NaN            NaN   4.46901                 NaN            NaN   16.9492                 NaN   8.69810        46.1536        3.08272        16.3032        4.34414     
  1187.97        2500.00                 NaN            NaN            NaN            NaN   4.46901                 NaN            NaN   16.9492                 NaN   8.69810        46.2216        3.08272        16.3360        4.24335     
  1185.46        2500.00                 NaN            NaN            NaN            NaN   4.46901                 NaN            NaN   16.9492                 NaN   8.69810        46.2903        3.08272        16.3692        4.14143     
  1182.96        2500.00                 NaN            NaN            NaN            NaN   4.46901                 NaN            NaN   16.9492                 NaN   8.69810        46.3607        3.08272        16.4031        4.03713     
  1180.45        2500.00                 NaN            NaN            NaN            NaN   4.46901                 NaN            NaN   16.9492                 NaN   8.69810        46.4315        3.08272        16.4373        3.93222     
  1177.94        2500.00                 NaN            NaN            NaN            NaN   4.46901                 NaN            NaN   16.9492                 NaN   8.69810        46.5031        3.08272        16.4718        3.82597     
  1175.44        2500.00                 NaN            NaN            NaN            NaN   4.46901                 NaN            NaN   16.9492                 NaN   8.69810        46.5757        3.08272        16.5069        3.71837     
  1172.93        2500.00                 NaN            NaN            NaN            NaN   4.46902                 NaN            NaN   16.9492                 NaN   8.69810        46.6492        3.08272        16.5423        3.60938     
  1170.43        2500.00                 NaN            NaN            NaN            NaN   4.50889                 NaN            NaN   16.9385                 NaN   8.69275        46.8091        3.07706        16.5961        3.37759     
  1167.92        2500.00                 NaN            NaN            NaN            NaN   4.51911                 NaN            NaN   16.9235                 NaN   8.70241        46.8894        3.07799        16.6315        3.25609     
  1165.41        2500.00                 NaN            NaN            NaN            NaN   4.54005                 NaN            NaN   16.8618                 NaN   8.70475        47.0004        3.08647        16.6709        3.13554     
  1162.91        2500.00                 NaN            NaN            NaN            NaN   4.54330                 NaN            NaN   16.8767                 NaN   8.71876        47.0641        3.08261        16.7051        3.00948     
  1160.40        2500.00                 NaN            NaN            NaN            NaN   4.55221                 NaN            NaN   16.8671                 NaN   8.72877        47.1445        3.08274        16.7416        2.88315     
  1157.89        2500.00                 NaN            NaN            NaN            NaN   4.56124                 NaN            NaN   16.8569                 NaN   8.73863        47.2264        3.08296        16.7786        2.75527     
  1155.39        2500.00                 NaN            NaN            NaN            NaN   4.56997                 NaN            NaN   16.8478                 NaN   8.74853        47.3088        3.08303        16.8161        2.62577     
  1152.88        2500.00                 NaN            NaN            NaN            NaN   4.57908                 NaN            NaN   16.8369                 NaN   8.75788        47.3936        3.08343        16.8543        2.49481     
  1150.38        2500.00                 NaN            NaN            NaN            NaN   4.58811                 NaN            NaN   16.8264                 NaN   8.76720        47.4794        3.08377        16.8930        2.36219     
  1147.87        2500.00                 NaN            NaN            NaN            NaN   4.59705                 NaN            NaN   16.8162                 NaN   8.77651        47.5661        3.08405        16.9322        2.22790     
  1145.36        2500.00                 NaN            NaN            NaN            NaN   4.60844                 NaN            NaN   16.7938                 NaN   8.78287        47.6629        3.08651        16.9729        2.09247     
  1142.86        2500.00                 NaN            NaN            NaN            NaN   4.61814                 NaN            NaN   16.7815                 NaN   8.79221        47.7527        3.08703        17.0134        1.95503     
  1140.35        2500.00                 NaN            NaN            NaN            NaN   4.61998                 NaN            NaN   16.8024                 NaN   8.80618        47.8231        3.08238        17.0517        1.81424     
  1137.84        2500.00                 NaN            NaN            NaN            NaN   4.64270                 NaN            NaN   16.7228                 NaN   8.88451        47.7959        3.09077        17.0489        1.81438     
  1135.34        2500.00                 NaN            NaN            NaN            NaN   4.64270                 NaN            NaN   16.7228                 NaN   8.88451        47.8848        3.09077        17.0918        1.68262     
  1132.83        2500.00                 NaN            NaN            NaN            NaN   4.64270                 NaN            NaN   16.7228                 NaN   8.88451        47.9748        3.09077        17.1352        1.54919     
  1130.33        2500.00                 NaN            NaN            NaN            NaN   4.64270                 NaN            NaN   16.7228                 NaN   8.88451        48.0660        3.09077        17.1792        1.41408     
  1127.82        2500.00                 NaN            NaN            NaN            NaN   4.64270                 NaN            NaN   16.7228                 NaN   8.88451        48.1583        3.09077        17.2237        1.27727     
  1125.31        2500.00                 NaN            NaN            NaN            NaN   4.64270                 NaN            NaN   16.7228                 NaN   8.88451        48.2517        3.09077        17.2688        1.13874     
  1122.81        2500.00                 NaN            NaN            NaN            NaN   4.64270                 NaN            NaN   16.7228                 NaN   8.88451        48.3463        3.09077        17.3145       0.998474     
  1120.30        2500.00                 NaN            NaN            NaN            NaN   4.68580                 NaN            NaN   16.7394                 NaN   8.87950        48.5841        3.08397        17.3953       0.631838     
  1117.79        2500.00                 NaN            NaN            NaN            NaN   4.69590                 NaN            NaN   16.7344                 NaN   8.88812        48.6789        3.08147        17.4428       0.478381     
  1115.29        2500.00                 NaN            NaN            NaN            NaN   4.70392                 NaN            NaN   16.7289                 NaN   8.89715        48.7794        3.08107        17.4890       0.320509     
  1112.78        2500.00                 NaN            NaN            NaN            NaN   4.71187                 NaN            NaN   16.7238                 NaN   8.90616        48.8809        3.08060        17.5358       0.160820     
  1110.28        2500.00                 NaN            NaN            NaN            NaN   4.71975                 NaN            NaN   16.7191                 NaN   8.91517        48.9830        3.08008        17.5830                 NaN
  1107.77        2500.00                 NaN            NaN            NaN            NaN   4.73913                 NaN            NaN   16.6566                 NaN   8.91316        49.0175        3.08906        17.5845                 NaN
  1105.26        2500.00                 NaN            NaN            NaN            NaN   4.73209                 NaN            NaN   16.7110                 NaN   8.93402        48.9689        3.07902        17.5750                 NaN
  1102.76        2500.00                 NaN            NaN            NaN            NaN   4.74324                 NaN            NaN   16.6861                 NaN   8.93959        48.9765        3.08176        17.5728                 NaN
  1100.25        2500.00                 NaN            NaN            NaN            NaN   4.74458                 NaN            NaN   16.7045                 NaN   8.95348        48.9535        3.07751        17.5665                 NaN
  1097.74        2500.00                 NaN            NaN            NaN            NaN   4.75460                 NaN            NaN   16.6728                 NaN   8.95976        48.9644        3.08120        17.5672                 NaN
  1095.24        2500.00                 NaN            NaN            NaN            NaN   4.75958                 NaN            NaN   16.6925                 NaN   8.97125        48.9425        3.07684        17.5573                 NaN
  1092.73        2500.00                 NaN            NaN            NaN            NaN   4.76625                 NaN            NaN   16.6910                 NaN   8.98050        48.9343        3.07592        17.5520                 NaN
  1090.23        2500.00                 NaN            NaN            NaN            NaN   4.76501                 NaN            NaN   16.7005                 NaN   8.99266        48.9196        3.07462        17.5477                 NaN
  1087.72        2500.00                 NaN            NaN            NaN            NaN   4.77998                 NaN            NaN   16.6510                 NaN   9.06129        48.8823        3.07483        17.5506                 NaN
