|6.6.6
Archiving\03_Data\fracLP/QFM_m5/EETA/EETA_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       pxmn           iron           Ni             Sp(TH)         Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1533.83        500.000        99.0054                 NaN            NaN            NaN            NaN  0.994623                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.0180                 NaN            NaN            NaN            NaN  0.981977                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.0311                 NaN            NaN            NaN            NaN  0.968916                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.8075                 NaN            NaN            NaN            NaN   1.19253                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.3002                 NaN            NaN            NaN            NaN  0.699782                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.0663                 NaN            NaN            NaN            NaN  0.933684                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.0789                 NaN            NaN            NaN            NaN  0.921091                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.0898                 NaN            NaN            NaN            NaN  0.910193                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        98.9276                 NaN            NaN            NaN            NaN  0.231751                 NaN  0.840627                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        98.8735                 NaN            NaN            NaN            NaN            NaN            NaN   1.12647                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        98.8748                 NaN            NaN            NaN            NaN            NaN            NaN   1.12515                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        98.8786                 NaN            NaN            NaN            NaN            NaN            NaN   1.12137                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        98.8772                 NaN            NaN            NaN            NaN  0.261092E-002            NaN   1.12018                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        98.8796                 NaN            NaN            NaN            NaN  0.105788                 NaN   1.01459                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        98.8702                 NaN            NaN            NaN            NaN            NaN            NaN   1.12982                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        98.8582                 NaN            NaN            NaN            NaN            NaN            NaN   1.14185                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        98.8446                 NaN            NaN            NaN            NaN            NaN            NaN   1.15541                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        98.2457                 NaN            NaN            NaN            NaN            NaN            NaN  0.895864       0.858432                 NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        98.1143                 NaN            NaN            NaN            NaN            NaN            NaN   1.12691       0.758749                 NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        98.1531                 NaN            NaN            NaN            NaN            NaN            NaN   1.10348       0.743388                 NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        98.1928                 NaN            NaN            NaN            NaN            NaN            NaN   1.08185       0.725332                 NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        98.2276                 NaN            NaN            NaN            NaN            NaN            NaN  0.711093        1.06134                 NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        98.2659                 NaN            NaN            NaN            NaN            NaN            NaN   1.04068       0.693377                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.2971                 NaN            NaN            NaN            NaN            NaN            NaN   1.02355       0.679319                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.3368                 NaN            NaN            NaN            NaN            NaN            NaN  0.663210       0.999973                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.3654                 NaN            NaN            NaN            NaN            NaN            NaN  0.982388       0.652223                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.3994                 NaN            NaN            NaN            NaN            NaN            NaN  0.964994       0.635581                 NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.4289                 NaN            NaN            NaN            NaN            NaN            NaN  0.947672       0.623429                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.4543                 NaN  0.312241E-002            NaN            NaN            NaN            NaN  0.599345       0.943244                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.4762                 NaN  0.930789E-002            NaN            NaN            NaN            NaN  0.564382       0.950100                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.5067                 NaN  0.883915E-002            NaN            NaN            NaN            NaN  0.930615       0.553854                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.5361                 NaN  0.837305E-002            NaN            NaN            NaN            NaN  0.543829       0.911684                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.5637                 NaN  0.793580E-002            NaN            NaN            NaN            NaN  0.534168       0.894174                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.5924                 NaN  0.750950E-002            NaN            NaN            NaN            NaN  0.523777       0.876282                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.6186                 NaN  0.703606E-002            NaN            NaN            NaN            NaN  0.859585       0.514735                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.6441                 NaN  0.663969E-002            NaN            NaN            NaN            NaN  0.843113       0.506168                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.6702                 NaN  0.627249E-002            NaN            NaN            NaN            NaN  0.495935       0.827568                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.6933                 NaN  0.589104E-002            NaN            NaN            NaN            NaN  0.812622       0.488173                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.7184                 NaN  0.550895E-002            NaN            NaN            NaN            NaN  0.797177       0.478951                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.7415                 NaN  0.514833E-002            NaN            NaN            NaN            NaN  0.782729       0.470654                 NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.3605                 NaN  0.122294E-001            NaN            NaN            NaN            NaN  0.587831       0.851364                 NaN  0.188058                 NaN            NaN            NaN
  1431.08        500.000        95.8020                 NaN  0.595066E-001            NaN            NaN            NaN            NaN   1.34657        1.37919                 NaN   1.41269                 NaN            NaN            NaN
  1428.57        500.000        96.0392                 NaN  0.555327E-001            NaN            NaN            NaN            NaN   1.29600        1.27437                 NaN   1.33493                 NaN            NaN            NaN
  1426.07        500.000        96.2598                 NaN  0.518288E-001            NaN            NaN            NaN            NaN   1.20482        1.22180                 NaN   1.26175                 NaN            NaN            NaN
  1423.56        500.000        96.4544                 NaN  0.485505E-001            NaN            NaN            NaN            NaN   1.14398        1.15562                 NaN   1.19743                 NaN            NaN            NaN
  1421.05        500.000        96.6327                 NaN  0.455631E-001            NaN            NaN            NaN            NaN   1.08837        1.09496                 NaN   1.13836                 NaN            NaN            NaN
  1418.55        500.000        96.7964                 NaN  0.427984E-001            NaN            NaN            NaN            NaN   1.03979        1.03717                 NaN   1.08380                 NaN            NaN            NaN
  1416.04        500.000        96.9474                 NaN  0.402503E-001            NaN            NaN            NaN            NaN  0.989525       0.989162                 NaN   1.03369                 NaN            NaN            NaN
  1413.53        500.000        97.0863                 NaN  0.381217E-001            NaN            NaN            NaN            NaN  0.945927       0.942081                 NaN  0.987538                 NaN            NaN            NaN
  1411.03        500.000        97.2157                 NaN  0.357418E-001            NaN            NaN            NaN            NaN  0.904643       0.899802                 NaN  0.944068                 NaN            NaN            NaN
  1408.52        500.000        97.3347                 NaN  0.337803E-001            NaN            NaN            NaN            NaN  0.860439       0.866856                 NaN  0.904237                 NaN            NaN            NaN
  1406.02        500.000        97.4460                 NaN  0.318969E-001            NaN            NaN            NaN            NaN  0.831352       0.823824                 NaN  0.866897                 NaN            NaN            NaN
  1403.51        500.000        97.5490                 NaN  0.301815E-001            NaN            NaN            NaN            NaN  0.790021       0.798493                 NaN  0.832275                 NaN            NaN            NaN
  1401.00        500.000        97.6464                 NaN  0.285289E-001            NaN            NaN            NaN            NaN  0.767196       0.758364                 NaN  0.799547                 NaN            NaN            NaN
  1398.50        500.000        97.7368                 NaN  0.269955E-001            NaN            NaN            NaN            NaN  0.738175       0.729007                 NaN  0.768985                 NaN            NaN            NaN
  1395.99        500.000        97.8218                 NaN  0.255515E-001            NaN            NaN            NaN            NaN  0.710841       0.701566                 NaN  0.740223                 NaN            NaN            NaN
  1393.48        500.000        97.9016                 NaN  0.242088E-001            NaN            NaN            NaN            NaN  0.675714       0.685236                 NaN  0.713199                 NaN            NaN            NaN
  1390.98        500.000        97.9772                 NaN  0.228589E-001            NaN            NaN            NaN            NaN  0.652493       0.660122                 NaN  0.687306                 NaN            NaN            NaN
  1388.47        500.000        98.0489                 NaN  0.217017E-001            NaN            NaN            NaN            NaN  0.628884       0.637142                 NaN  0.663325                 NaN            NaN            NaN
  1385.96        500.000        98.1161                 NaN  0.205038E-001            NaN            NaN            NaN            NaN  0.615006       0.608142                 NaN  0.640250                 NaN            NaN            NaN
  1383.46        500.000        98.1743                 NaN  0.192882E-001            NaN            NaN            NaN            NaN  0.596013       0.590223                 NaN  0.620199                 NaN            NaN            NaN
  1380.95        500.000        98.2441                 NaN  0.182117E-001            NaN            NaN            NaN            NaN  0.572827       0.568656                 NaN  0.596182                 NaN            NaN            NaN
  1378.45        500.000        98.2967                 NaN  0.173330E-001            NaN            NaN            NaN            NaN  0.555658       0.551748                 NaN  0.578536                 NaN            NaN            NaN
  1375.94        500.000        98.3524                 NaN  0.163406E-001            NaN            NaN            NaN            NaN  0.536769       0.535239                 NaN  0.559245                 NaN            NaN            NaN
  1373.43        500.000        98.4028                 NaN  0.154651E-001            NaN            NaN            NaN            NaN  0.519389       0.520304                 NaN  0.542023                 NaN            NaN            NaN
  1370.93        500.000        98.4536                 NaN  0.145345E-001            NaN            NaN            NaN            NaN  0.503083       0.504358                 NaN  0.524469                 NaN            NaN            NaN
  1368.42        500.000        98.4997                 NaN  0.136485E-001            NaN            NaN            NaN            NaN  0.491104       0.487199                 NaN  0.508358                 NaN            NaN            NaN
  1365.91        500.000        98.5447                 NaN  0.128562E-001            NaN            NaN            NaN            NaN  0.471855       0.477644                 NaN  0.492955                 NaN            NaN            NaN
  1363.41        500.000        98.5876                 NaN  0.120655E-001            NaN            NaN            NaN            NaN  0.457387       0.464905                 NaN  0.478058                 NaN            NaN            NaN
  1360.90        500.000        98.4994                 NaN  0.102619E-001            NaN            NaN            NaN            NaN  0.486146       0.492304                 NaN  0.511929                 NaN            NaN            NaN
  1358.40        500.000        97.8076                 NaN  0.773871E-002            NaN            NaN            NaN            NaN  0.768622       0.645813                 NaN  0.770272                 NaN            NaN            NaN
  1355.89        500.000        98.1849                 NaN  0.590909E-002            NaN            NaN            NaN            NaN  0.627251       0.546444                 NaN  0.635463                 NaN            NaN            NaN
  1353.38        500.000        98.4939                 NaN  0.523380E-002            NaN            NaN            NaN            NaN  0.510442       0.466953                 NaN  0.523469                 NaN            NaN            NaN
  1350.88        500.000        96.8486                 NaN  0.370761E-001            NaN            NaN            NaN            NaN  0.868198        1.15837                 NaN   1.08774                 NaN            NaN            NaN
  1348.37        500.000        96.3280                 NaN  0.581186E-001            NaN            NaN            NaN            NaN   1.50733       0.854168                 NaN   1.25237                 NaN            NaN            NaN
  1345.86        500.000        92.7736                 NaN  0.584490E-001            NaN            NaN            NaN            NaN   2.88231        1.84682                 NaN   2.43881                 NaN            NaN            NaN
  1343.36        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1340.85        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1338.35        500.000        99.9368                 NaN  0.176835E-002            NaN            NaN            NaN            NaN  0.430747E-001            NaN            NaN  0.183267E-001            NaN            NaN            NaN
  1335.84        500.000        99.9721                 NaN  0.297143E-003            NaN            NaN            NaN            NaN  0.865865E-002  0.951626E-002            NaN  0.938840E-002            NaN            NaN            NaN
  1333.33        500.000        99.9754                 NaN  0.259155E-003            NaN            NaN            NaN            NaN  0.994811E-002  0.620191E-002            NaN  0.816231E-002            NaN            NaN            NaN
  1330.83        500.000        99.9795                 NaN  0.274996E-003            NaN            NaN            NaN            NaN  0.839551E-002  0.507474E-002            NaN  0.677228E-002            NaN            NaN            NaN
  1328.32        500.000        99.9821                 NaN  0.302777E-003            NaN            NaN            NaN            NaN  0.741969E-002  0.434593E-002            NaN  0.587727E-002            NaN            NaN            NaN
  1325.81        500.000        99.9837                 NaN  0.345413E-003            NaN            NaN            NaN            NaN  0.385944E-002  0.682081E-002            NaN  0.529141E-002            NaN            NaN            NaN
  1323.31        500.000        99.9321                 NaN            NaN            NaN            NaN            NaN            NaN  0.435201E-001            NaN            NaN  0.243445E-001            NaN            NaN            NaN
  1320.80        500.000        99.9451                 NaN  0.626331E-002            NaN            NaN            NaN            NaN  0.368893E-001            NaN            NaN  0.117619E-001            NaN            NaN            NaN
  1318.30        500.000        98.6970                 NaN            NaN            NaN            NaN            NaN            NaN  0.894254                 NaN            NaN  0.408790                 NaN            NaN            NaN
  1315.79        500.000        99.1390                 NaN  0.661747E-001            NaN            NaN            NaN            NaN  0.505812                 NaN            NaN  0.288969                 NaN            NaN            NaN
  1313.28        500.000        99.5384                 NaN            NaN            NaN  0.240582E-001            NaN            NaN  0.227665                 NaN            NaN  0.209926                 NaN            NaN            NaN
  1310.78        500.000        99.8703                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.129667                 NaN            NaN            NaN
  1308.27        500.000        99.4928                 NaN            NaN            NaN            NaN            NaN            NaN  0.186061       0.119884                 NaN  0.201208                 NaN            NaN            NaN
  1305.76        500.000        99.8587                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.141273                 NaN            NaN            NaN
  1303.26        500.000        99.3316                 NaN            NaN            NaN            NaN            NaN            NaN  0.486003       0.399626E-001            NaN  0.142403                 NaN            NaN            NaN
  1300.75        500.000        99.0655                 NaN            NaN            NaN            NaN            NaN            NaN  0.858535                 NaN            NaN  0.759663E-001            NaN            NaN            NaN
  1298.25        500.000        99.7333                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.266700                 NaN            NaN            NaN
  1295.74        500.000        99.6547                 NaN            NaN            NaN            NaN            NaN            NaN  0.233644                 NaN            NaN  0.111651                 NaN            NaN            NaN
  1293.23        500.000        99.7008                 NaN            NaN            NaN            NaN            NaN            NaN  0.165013                 NaN            NaN  0.134180                 NaN            NaN            NaN
  1290.73        500.000        99.0004                 NaN            NaN            NaN            NaN            NaN            NaN  0.752147                 NaN            NaN  0.247492                 NaN            NaN            NaN
  1288.22        500.000        99.0852                 NaN            NaN            NaN            NaN            NaN            NaN  0.754852                 NaN            NaN  0.159912                 NaN            NaN            NaN
  1285.71        500.000        99.1155                 NaN            NaN            NaN            NaN            NaN            NaN  0.569894                 NaN            NaN  0.314573                 NaN            NaN            NaN
  1283.21        500.000        99.6574                 NaN            NaN            NaN            NaN            NaN            NaN  0.197766                 NaN            NaN  0.144849                 NaN            NaN            NaN
  1280.70        500.000        99.8723                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.127737                 NaN            NaN            NaN
  1278.20        500.000        99.6672                 NaN            NaN            NaN            NaN            NaN            NaN  0.236708                 NaN            NaN  0.960508E-001            NaN            NaN            NaN
  1275.69        500.000        99.4621                 NaN            NaN            NaN            NaN            NaN            NaN  0.405843                 NaN            NaN  0.132100                 NaN            NaN            NaN
  1273.18        500.000        97.1323                 NaN            NaN            NaN            NaN            NaN            NaN  0.760909                 NaN            NaN  0.307592        1.79921                 NaN            NaN
  1270.68        500.000        94.8031                 NaN            NaN            NaN            NaN            NaN            NaN   1.16453                 NaN            NaN  0.534117        3.42848       0.697712E-001            NaN
  1268.17        500.000        93.4615                 NaN            NaN            NaN            NaN            NaN            NaN   1.16852                 NaN            NaN  0.720235        4.40667       0.243080                 NaN
  1265.66        500.000        93.9695                 NaN            NaN            NaN            NaN            NaN            NaN   1.08401                 NaN            NaN  0.668061        4.05804       0.220400                 NaN
  1263.16        500.000        94.4077                 NaN            NaN            NaN            NaN            NaN            NaN   1.01006                 NaN            NaN  0.623029        3.75873       0.200438                 NaN
  1260.65        500.000        94.7479                 NaN            NaN            NaN            NaN            NaN            NaN  0.902128       0.650928E-001            NaN  0.596767        3.50938       0.178744                 NaN
  1258.15        500.000        95.0528                 NaN            NaN            NaN            NaN            NaN            NaN  0.204114       0.723163                 NaN  0.575495        3.28653       0.157948                 NaN
  1255.64        500.000        95.4194                 NaN            NaN            NaN            NaN            NaN            NaN  0.672914       0.177371                 NaN  0.530175        3.05450       0.145670                 NaN
  1253.13        500.000        95.7451                 NaN            NaN            NaN            NaN            NaN            NaN  0.626295       0.155200                 NaN  0.489565        2.84920       0.134610                 NaN
  1250.63        500.000        96.0367                 NaN            NaN            NaN            NaN            NaN            NaN  0.583289       0.137198                 NaN  0.453169        2.66522       0.124443                 NaN
  1248.12        500.000        96.3023                 NaN            NaN            NaN            NaN            NaN            NaN  0.120093       0.544553                 NaN  0.419663        2.49821       0.115210                 NaN
  1245.61        500.000        96.5398                 NaN            NaN            NaN            NaN            NaN            NaN  0.106514       0.508764                 NaN  0.389788        2.34852       0.106657                 NaN
  1243.11        500.000        96.7580                 NaN            NaN            NaN            NaN            NaN            NaN  0.475259       0.946311E-001            NaN  0.362151        2.21113       0.988794E-001            NaN
  1240.60        500.000        96.9564                 NaN            NaN            NaN            NaN            NaN            NaN  0.444906       0.840951E-001            NaN  0.337069        2.08583       0.916779E-001            NaN
  1238.10        500.000        97.1379                 NaN            NaN            NaN            NaN            NaN            NaN  0.416751       0.752299E-001            NaN  0.314147        1.97092       0.850056E-001            NaN
  1235.59        500.000        97.3048                 NaN            NaN            NaN            NaN            NaN            NaN  0.390500       0.674115E-001            NaN  0.293013        1.86535       0.789420E-001            NaN
  1233.08        500.000        97.4573                 NaN            NaN            NaN            NaN            NaN            NaN  0.366858       0.605791E-001            NaN  0.273849        1.76812       0.732777E-001            NaN
  1230.58        500.000        97.5980                 NaN            NaN            NaN            NaN            NaN            NaN  0.548157E-001  0.344490                 NaN  0.256107        1.67844       0.680978E-001            NaN
  1228.07        500.000        97.7279                 NaN            NaN            NaN            NaN            NaN            NaN  0.494692E-001  0.323964                 NaN  0.239787        1.59547       0.633852E-001            NaN
  1225.56        500.000        84.8556                 NaN            NaN            NaN            NaN            NaN            NaN  0.238231E-001   1.09393                 NaN   1.13940        6.95407       0.185633        5.74754     
  1223.06        500.000        75.0592                 NaN            NaN            NaN            NaN            NaN            NaN   1.69497                 NaN            NaN   1.82438        10.8783       0.258468        10.2847     
  1220.55        500.000        79.0642                 NaN            NaN            NaN            NaN            NaN            NaN   1.46193                 NaN            NaN   1.54049        9.08806       0.204126        8.64117     
  1218.05        500.000        81.8366                 NaN            NaN            NaN            NaN            NaN            NaN   1.29919                 NaN            NaN   1.34163        7.85062       0.167613        7.50430     
  1215.54        500.000        83.8318                 NaN            NaN            NaN            NaN            NaN            NaN   1.18482                 NaN            NaN   1.19888        6.95845       0.141094        6.68499     
  1213.03        500.000        85.2830                 NaN            NaN            NaN            NaN            NaN            NaN   1.10141                 NaN            NaN   1.09213        6.31121       0.122180        6.09009     
  1210.53        500.000        86.3660                 NaN            NaN            NaN            NaN            NaN            NaN   1.04283                 NaN            NaN   1.01337        5.82540       0.107220        5.64522     
  1208.02        500.000        86.6852                 NaN  0.182054E-001            NaN            NaN            NaN            NaN  0.981023                 NaN            NaN  0.998130        5.66123       0.962198E-001   5.55997     
  1205.51        500.000        86.7733                 NaN  0.373167E-001            NaN            NaN            NaN            NaN  0.923042                 NaN            NaN  0.994709        5.60948       0.889995E-001   5.57320     
  1203.01        500.000        87.0771                 NaN  0.358909E-001            NaN            NaN            NaN            NaN  0.900474                 NaN            NaN  0.959841        5.49239       0.850917E-001   5.44918     
  1200.50        500.000        86.8933                 NaN  0.356346E-001            NaN            NaN            NaN            NaN  0.906323                 NaN            NaN  0.959725        5.59173       0.838891E-001   5.52945     
  1197.99        500.000        85.6687                 NaN  0.384263E-001            NaN            NaN            NaN            NaN  0.970506                 NaN            NaN   1.02952        6.15550       0.882891E-001   6.04908     
  1195.49        500.000        80.7188                 NaN  0.526071E-001            NaN            NaN            NaN            NaN   1.23731                 NaN            NaN   1.34419        8.38964       0.112152        8.14525     
  1192.98        500.000        29.1543                 NaN  0.204258                 NaN            NaN            NaN            NaN   4.10521                 NaN            NaN   4.66311        31.4239       0.376652        30.0726     
  1190.48        500.000                 NaN            NaN  0.296891                 NaN            NaN            NaN            NaN   5.66061                 NaN            NaN   6.41077        44.4858       0.523030        42.6229     
  1187.97        500.000                 NaN            NaN  0.254825                 NaN            NaN            NaN            NaN   5.92892                 NaN            NaN   6.44735        44.3589       0.509449        42.5006     
  1185.46        500.000                 NaN            NaN  0.239903                 NaN            NaN            NaN            NaN   6.01529                 NaN            NaN   6.45748        44.3258       0.505713        42.4558     
  1182.96        500.000                 NaN            NaN  0.236607                 NaN            NaN            NaN            NaN   6.02993                 NaN            NaN   6.45804        44.3240       0.505462        42.4460     
  1180.45        500.000                 NaN            NaN  0.223235                 NaN            NaN            NaN            NaN   6.10603                 NaN            NaN   6.46670        44.2962       0.502236        42.4056     
  1177.94        500.000                 NaN            NaN  0.262629                 NaN            NaN            NaN            NaN   1.95705        3.87054                 NaN   6.42206        44.4548       0.518274        42.5146     
  1175.44        500.000                 NaN            NaN  0.184362                 NaN            NaN            NaN            NaN   6.32561                 NaN            NaN   6.49185        44.2192       0.493002        42.2859     
  1172.93        500.000                 NaN            NaN  0.164398                 NaN            NaN            NaN            NaN   6.43783                 NaN            NaN   6.50468        44.1807       0.488247        42.2242     
  1170.43        500.000                 NaN            NaN  0.591835E-001            NaN            NaN            NaN            NaN   7.05027                 NaN            NaN   6.58049        43.9530       0.459986        41.8971     
  1167.92        500.000                 NaN            NaN  0.727692E-001            NaN            NaN            NaN            NaN   6.96375                 NaN            NaN   6.56740        43.9924       0.464733        41.9389     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.60325        2.76269                 NaN   6.61602        43.8631       0.447955        41.7070     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.44900       0.911551                 NaN   6.60801        43.8737       0.449756        41.7080     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.604515        6.78266                 NaN   6.62168        43.8269       0.445039        41.7192     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.39594                 NaN            NaN   6.63030        43.8102       0.442519        41.7210     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.38419                 NaN            NaN   6.62314        43.8289       0.444863        41.7189     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.190696        7.19519                 NaN   6.62504        43.8237       0.444337        41.7210     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.389775        6.99793                 NaN   6.62703        43.8184       0.443779        41.7231     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.594634        6.79493                 NaN   6.62906        43.8130       0.443210        41.7252     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.805467        6.58595                 NaN   6.63111        43.8076       0.442632        41.7273     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.964988        5.21597       0.317895                 NaN   6.35649        44.5367       0.536515        42.0714     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.23367        6.16171                 NaN   6.63533        43.7964       0.441437        41.7315     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.47038        5.92708                 NaN   6.63750        43.7906       0.440814        41.7336     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.71664        5.68290                 NaN   6.63969        43.7849       0.440182        41.7357     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.75400        5.57982       0.470728E-004   6.61617        43.8839       0.448147        41.7179     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.66568        5.67409       0.430120E-004   6.62014        43.8720       0.446937        41.7211     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.11534        5.28277                 NaN            NaN   6.33633        44.5754       0.544267        42.1459     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.48055        5.87155       0.359297E-004   6.62821        43.8476       0.444460        41.7276     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.38376        5.97471       0.328583E-004   6.63230        43.8351       0.443194        41.7309     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.28424        6.08078                 NaN   6.63643        43.8224       0.441910        41.7342     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.18278        6.18896                 NaN   6.64061        43.8095       0.440605        41.7376     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.07791        6.30062                 NaN   6.64481        43.7964       0.439286        41.7410     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.32529        3.09540                 NaN   6.66116        43.7292       0.433848        41.7551     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.67160        2.75201                 NaN   6.66394        43.7221       0.432996        41.7574     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45025                 NaN            NaN   6.67824        43.6764       0.428482        41.7666     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.32370        2.10634                 NaN   6.66973        43.7070       0.431211        41.7620     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.516015        6.89827       0.609382E-004   6.66634        43.7283       0.432450        41.7586     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.16155        1.28354                 NaN   6.67934        43.6781       0.428187        41.7693     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.45980                 NaN            NaN   6.68840        43.6514       0.425425        41.7750     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.46402                 NaN            NaN   6.68985        43.6429       0.425040        41.7782     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.46232                 NaN            NaN   6.68996        43.6433       0.425094        41.7793     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.84743       0.619464                 NaN   6.69297        43.6338       0.424148        41.7822     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.29611        4.29161        1.84159        6.66199        43.6980       0.433010        41.7777     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.31855       0.157395                 NaN   6.69967        43.6145       0.422191        41.7877     
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.32331       0.154973                 NaN   6.70289        43.6080       0.421216        41.7896     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.24941       0.232315                 NaN   6.70551        43.6002       0.420335        41.7922     
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.49704                 NaN            NaN   6.71565        43.5731       0.416903        41.7973     
