|6.6.6
Archiving\03_Data\fracLP/QFM_m5/WD94/WD94_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1496.24        500.000        98.9672                 NaN            NaN            NaN            NaN  0.753942E-001  0.957363                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        98.9749                 NaN            NaN            NaN            NaN  0.634532E-001  0.961613                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        98.9833                 NaN            NaN            NaN            NaN  0.526730E-001  0.964015                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        98.9904                 NaN            NaN            NaN            NaN  0.418259E-001  0.967760                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        98.9965                 NaN            NaN            NaN            NaN  0.295042E-001  0.974009                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.0037                 NaN            NaN            NaN            NaN  0.206493E-001  0.975610                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.0087                 NaN            NaN            NaN            NaN  0.371234E-002  0.987563                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.0098                 NaN            NaN            NaN            NaN            NaN  0.990202                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.0209                 NaN            NaN            NaN            NaN  0.315434E-001  0.947588                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.0186                 NaN            NaN            NaN            NaN  0.842918E-002  0.973003                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.0201                 NaN            NaN            NaN            NaN            NaN  0.979870                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.0246                 NaN            NaN            NaN            NaN  0.592585E-001  0.916144                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.0125                 NaN            NaN            NaN            NaN            NaN  0.977989       0.948039E-002            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.4605                 NaN            NaN            NaN            NaN  0.299877E-002  0.690519       0.845982                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.4642                 NaN            NaN            NaN            NaN            NaN  0.666076       0.869735                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.4917                 NaN            NaN            NaN            NaN  0.430311E-002  0.647927       0.856085                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.5192                 NaN            NaN            NaN            NaN  0.125046E-001  0.625632       0.842677                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.5469                 NaN            NaN            NaN            NaN  0.869760E-001  0.832344       0.533813                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.5714                 NaN            NaN            NaN            NaN  0.814251E-001  0.528024       0.819112                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.5977                 NaN            NaN            NaN            NaN  0.805060E-001  0.515675       0.806152                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.6201                 NaN            NaN            NaN            NaN  0.771449E-001  0.794622       0.508135                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.8847                 NaN            NaN            NaN            NaN  0.663064E-001  0.405711       0.643331                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.4284                 NaN            NaN            NaN            NaN  0.910646E-001  0.907895       0.572641                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.6904                 NaN            NaN            NaN            NaN  0.718291E-001  0.480264       0.757501                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.6999                 NaN            NaN            NaN            NaN  0.690263E-001  0.747378       0.478239                 NaN  0.542101E-002            NaN            NaN            NaN
  1433.58        500.000        96.2673                 NaN            NaN            NaN            NaN            NaN   1.63466        1.02224                 NaN   1.07582                 NaN            NaN            NaN
  1431.08        500.000        96.4183                 NaN            NaN            NaN            NaN            NaN   1.56848       0.979414                 NaN   1.03382                 NaN            NaN            NaN
  1428.57        500.000        96.5561                 NaN            NaN            NaN            NaN            NaN   1.50736       0.941358                 NaN  0.995162                 NaN            NaN            NaN
  1426.07        500.000        96.6870                 NaN            NaN            NaN            NaN            NaN   1.44978       0.905040                 NaN  0.958197                 NaN            NaN            NaN
  1423.56        500.000        96.8119                 NaN            NaN            NaN            NaN            NaN  0.870638        1.39440                 NaN  0.923094                 NaN            NaN            NaN
  1421.05        500.000        96.9262                 NaN            NaN            NaN            NaN            NaN  0.837581        1.34517                 NaN  0.891041                 NaN            NaN            NaN
  1418.55        500.000        97.0356                 NaN            NaN            NaN            NaN            NaN   1.29743       0.806866                 NaN  0.860118                 NaN            NaN            NaN
  1416.04        500.000        97.1371                 NaN            NaN            NaN            NaN            NaN   1.25299       0.778641                 NaN  0.831302                 NaN            NaN            NaN
  1413.53        500.000        97.6291                 NaN            NaN            NaN            NaN            NaN  0.644104        1.03677                 NaN  0.690020                 NaN            NaN            NaN
  1411.03        500.000        96.9250                 NaN            NaN            NaN            NaN            NaN   1.34695       0.834484                 NaN  0.893565                 NaN            NaN            NaN
  1408.52        500.000        97.4137                 NaN            NaN            NaN            NaN            NaN  0.700102        1.13338                 NaN  0.752824                 NaN            NaN            NaN
  1406.02        500.000        97.4949                 NaN            NaN            NaN            NaN            NaN  0.678195        1.09747                 NaN  0.729418                 NaN            NaN            NaN
  1403.51        500.000        97.5737                 NaN            NaN            NaN            NaN            NaN   1.06469       0.654500                 NaN  0.707130                 NaN            NaN            NaN
  1401.00        500.000        97.6492                 NaN            NaN            NaN            NaN            NaN  0.634150        1.03137                 NaN  0.685242                 NaN            NaN            NaN
  1398.50        500.000        97.6877                 NaN            NaN            NaN            NaN            NaN   1.01073       0.626565                 NaN  0.675014                 NaN            NaN            NaN
  1395.99        500.000        97.8176                 NaN            NaN            NaN            NaN            NaN  0.957781       0.589898                 NaN  0.634720                 NaN            NaN            NaN
  1393.48        500.000        97.8515                 NaN            NaN            NaN            NaN            NaN  0.576700       0.944817                 NaN  0.626961                 NaN            NaN            NaN
  1390.98        500.000        97.9135                 NaN            NaN            NaN            NaN            NaN  0.559707       0.917810                 NaN  0.608964                 NaN            NaN            NaN
  1388.47        500.000        97.9717                 NaN            NaN            NaN            NaN            NaN  0.893170       0.543043                 NaN  0.592043                 NaN            NaN            NaN
  1385.96        500.000        98.0284                 NaN            NaN            NaN            NaN            NaN  0.527161       0.868800                 NaN  0.575642                 NaN            NaN            NaN
  1383.46        500.000        98.0826                 NaN            NaN            NaN            NaN            NaN  0.846006       0.511528                 NaN  0.559915                 NaN            NaN            NaN
  1380.95        500.000        98.1345                 NaN            NaN            NaN            NaN            NaN  0.496482       0.824200                 NaN  0.544806                 NaN            NaN            NaN
  1378.45        500.000        98.1843                 NaN            NaN            NaN            NaN            NaN  0.802992       0.482398                 NaN  0.530265                 NaN            NaN            NaN
  1375.94        500.000        98.2301                 NaN            NaN            NaN            NaN            NaN  0.783412       0.469455                 NaN  0.516999                 NaN            NaN            NaN
  1373.43        500.000        98.2785                 NaN            NaN            NaN            NaN            NaN  0.455953       0.762875                 NaN  0.502636                 NaN            NaN            NaN
  1370.93        500.000        98.3199                 NaN            NaN            NaN            NaN            NaN  0.745059       0.444450                 NaN  0.490633                 NaN            NaN            NaN
  1368.42        500.000        98.3652                 NaN            NaN            NaN            NaN            NaN  0.430988       0.726609                 NaN  0.477236                 NaN            NaN            NaN
  1365.91        500.000        98.4047                 NaN            NaN            NaN            NaN            NaN  0.420143       0.709599                 NaN  0.465533                 NaN            NaN            NaN
  1363.41        500.000        98.4446                 NaN            NaN            NaN            NaN            NaN  0.693196       0.408370                 NaN  0.453824                 NaN            NaN            NaN
  1360.90        500.000        98.4825                 NaN            NaN            NaN            NaN            NaN  0.398102       0.676824                 NaN  0.442612                 NaN            NaN            NaN
  1358.40        500.000        98.5192                 NaN            NaN            NaN            NaN            NaN  0.387401       0.661620                 NaN  0.431751                 NaN            NaN            NaN
  1355.89        500.000        98.5553                 NaN            NaN            NaN            NaN            NaN  0.646416       0.377210                 NaN  0.421104                 NaN            NaN            NaN
  1353.38        500.000        98.5884                 NaN            NaN            NaN            NaN            NaN  0.632565       0.367726                 NaN  0.411323                 NaN            NaN            NaN
  1350.88        500.000        98.6225                 NaN            NaN            NaN            NaN            NaN  0.357698       0.618612                 NaN  0.401166                 NaN            NaN            NaN
  1348.37        500.000        98.6534                 NaN            NaN            NaN            NaN            NaN  0.349050       0.605587                 NaN  0.391967                 NaN            NaN            NaN
  1345.86        500.000        98.6847                 NaN            NaN            NaN            NaN            NaN  0.592117       0.340555                 NaN  0.382632                 NaN            NaN            NaN
  1343.36        500.000        98.7147                 NaN            NaN            NaN            NaN            NaN  0.331817       0.579780                 NaN  0.373714                 NaN            NaN            NaN
  1340.85        500.000        98.7434                 NaN            NaN            NaN            NaN            NaN  0.567552       0.323910                 NaN  0.365097                 NaN            NaN            NaN
  1338.35        500.000        98.7719                 NaN            NaN            NaN            NaN            NaN  0.555941       0.315516                 NaN  0.356656                 NaN            NaN            NaN
  1335.84        500.000        98.7988                 NaN            NaN            NaN            NaN            NaN  0.307834       0.544697                 NaN  0.348667                 NaN            NaN            NaN
  1333.33        500.000        98.8257                 NaN            NaN            NaN            NaN            NaN  0.300285       0.533375                 NaN  0.340597                 NaN            NaN            NaN
  1330.83        500.000        98.8516                 NaN            NaN            NaN            NaN            NaN  0.293138       0.522443                 NaN  0.332855                 NaN            NaN            NaN
  1328.32        500.000        98.8752                 NaN            NaN            NaN            NaN            NaN  0.286472       0.512492                 NaN  0.325811                 NaN            NaN            NaN
  1325.81        500.000        98.9008                 NaN            NaN            NaN            NaN            NaN  0.279133       0.502048                 NaN  0.318046                 NaN            NaN            NaN
  1323.31        500.000        98.9237                 NaN            NaN            NaN            NaN            NaN  0.272685       0.492385                 NaN  0.311245                 NaN            NaN            NaN
  1320.80        500.000        98.9458                 NaN            NaN            NaN            NaN            NaN  0.266337       0.483220                 NaN  0.304654                 NaN            NaN            NaN
  1318.30        500.000        98.9691                 NaN            NaN            NaN            NaN            NaN  0.473223       0.260128                 NaN  0.297516                 NaN            NaN            NaN
  1315.79        500.000        98.9897                 NaN            NaN            NaN            NaN            NaN  0.254364       0.464543                 NaN  0.291428                 NaN            NaN            NaN
  1313.28        500.000        99.0109                 NaN            NaN            NaN            NaN            NaN  0.455876       0.248156                 NaN  0.285043                 NaN            NaN            NaN
  1310.78        500.000        99.0313                 NaN            NaN            NaN            NaN            NaN  0.242493       0.447264                 NaN  0.278954                 NaN            NaN            NaN
  1308.27        500.000        99.0511                 NaN            NaN            NaN            NaN            NaN  0.438879       0.236995                 NaN  0.273068                 NaN            NaN            NaN
  1305.76        500.000        99.0708                 NaN            NaN            NaN            NaN            NaN  0.231409       0.430705                 NaN  0.267126                 NaN            NaN            NaN
  1303.26        500.000        99.0880                 NaN            NaN            NaN            NaN            NaN  0.226757       0.423238                 NaN  0.262004                 NaN            NaN            NaN
  1300.75        500.000        99.1089                 NaN            NaN            NaN            NaN            NaN  0.221014       0.414498                 NaN  0.255554                 NaN            NaN            NaN
  1298.25        500.000        99.1253                 NaN            NaN            NaN            NaN            NaN  0.216939       0.407138                 NaN  0.250664                 NaN            NaN            NaN
  1295.74        500.000        87.1809                 NaN            NaN            NaN            NaN            NaN   1.23712        2.56304                 NaN   1.47897        7.53999                 NaN            NaN
  1293.23        500.000        78.5905                 NaN            NaN            NaN            NaN            NaN   1.96775        4.03676                 NaN   2.34253        13.0625                 NaN            NaN
  1290.73        500.000        83.0546                 NaN            NaN            NaN            NaN            NaN   3.16600        1.57958                 NaN   1.86479        10.3351                 NaN            NaN
  1288.22        500.000        85.9997                 NaN            NaN            NaN            NaN            NaN   1.32311        2.58842                 NaN   1.54765        8.54113                 NaN            NaN
  1285.71        500.000        88.0914                 NaN            NaN            NaN            NaN            NaN   1.13885        2.17772                 NaN   1.32101        7.27104                 NaN            NaN
  1283.21        500.000        89.6511                 NaN            NaN            NaN            NaN            NaN   1.00121        1.86974                 NaN   1.15078        6.32714                 NaN            NaN
  1280.70        500.000        90.8534                 NaN            NaN            NaN            NaN            NaN  0.895960        1.63061                 NaN   1.01851        5.60153                 NaN            NaN
  1278.20        500.000        91.8321                 NaN            NaN            NaN            NaN            NaN  0.807720        1.43632                 NaN  0.909886        5.01398                 NaN            NaN
  1275.69        500.000        92.6254                 NaN            NaN            NaN            NaN            NaN  0.735732        1.27908                 NaN  0.821304        4.53852                 NaN            NaN
  1273.18        500.000        93.2891                 NaN            NaN            NaN            NaN            NaN  0.675367        1.14748                 NaN  0.746777        4.14127                 NaN            NaN
  1270.68        500.000        93.8585                 NaN            NaN            NaN            NaN            NaN   1.03429       0.622246                 NaN  0.682128        3.80285                 NaN            NaN
  1268.17        500.000        94.3435                 NaN            NaN            NaN            NaN            NaN  0.577867       0.937968                 NaN  0.626809        3.51381                 NaN            NaN
  1265.66        500.000        94.7693                 NaN            NaN            NaN            NaN            NaN  0.853959       0.537894                 NaN  0.577938        3.26094                 NaN            NaN
  1263.16        500.000        95.1423                 NaN            NaN            NaN            NaN            NaN  0.502881       0.780175                 NaN  0.534761        3.03988                 NaN            NaN
  1260.65        500.000        95.4794                 NaN            NaN            NaN            NaN            NaN  0.469846       0.714699                 NaN  0.495705        2.84031                 NaN            NaN
  1258.15        500.000        95.7761                 NaN            NaN            NaN            NaN            NaN  0.656932       0.440779                 NaN  0.461075        2.66507                 NaN            NaN
  1255.64        500.000        96.0430                 NaN            NaN            NaN            NaN            NaN  0.415045       0.605301                 NaN  0.429772        2.50692                 NaN            NaN
  1253.13        500.000        96.2828                 NaN            NaN            NaN            NaN            NaN  0.391059       0.559436                 NaN  0.401689        2.36499                 NaN            NaN
  1250.63        500.000        96.5038                 NaN            NaN            NaN            NaN            NaN  0.517811       0.368803                 NaN  0.375716        2.23392                 NaN            NaN
  1248.12        500.000        96.7030                 NaN            NaN            NaN            NaN            NaN  0.348918       0.480143                 NaN  0.352146        2.11582                 NaN            NaN
  1245.61        500.000        96.8858                 NaN            NaN            NaN            NaN            NaN  0.330074       0.446192                 NaN  0.330581        2.00740                 NaN            NaN
  1243.11        500.000        97.0510                 NaN            NaN            NaN            NaN            NaN  0.415553       0.313317                 NaN  0.310993        1.90919                 NaN            NaN
  1240.60        500.000        97.2055                 NaN            NaN            NaN            NaN            NaN  0.297134       0.387601                 NaN  0.292772        1.81698                 NaN            NaN
  1238.10        500.000        97.3443                 NaN            NaN            NaN            NaN            NaN  0.282526       0.362866                 NaN  0.276354        1.73393                 NaN            NaN
  1235.59        500.000        97.4780                 NaN            NaN            NaN            NaN            NaN  0.269048       0.338394                 NaN  0.260568        1.65397                 NaN            NaN
  1233.08        500.000        97.5969                 NaN            NaN            NaN            NaN            NaN  0.256262       0.317998                 NaN  0.246607        1.58223                 NaN            NaN
  1230.58        500.000        97.7092                 NaN            NaN            NaN            NaN            NaN  0.298412       0.244172                 NaN  0.233247        1.51499                 NaN            NaN
  1228.07        500.000        97.8112                 NaN            NaN            NaN            NaN            NaN  0.280850       0.233585                 NaN  0.221188        1.45319                 NaN            NaN
  1225.56        500.000        97.9080                 NaN            NaN            NaN            NaN            NaN  0.264413       0.223363                 NaN  0.209810        1.39444                 NaN            NaN
  1223.06        500.000        97.9974                 NaN            NaN            NaN            NaN            NaN  0.249318       0.213845                 NaN  0.199317        1.34017                 NaN            NaN
  1220.55        500.000        98.0824                 NaN            NaN            NaN            NaN            NaN  0.235265       0.204448                 NaN  0.189256        1.28866                 NaN            NaN
  1218.05        500.000        98.0965                 NaN            NaN            NaN            NaN            NaN  0.199075       0.224385                 NaN  0.184543        1.26507       0.304644E-001            NaN
  1215.54        500.000        88.1284                 NaN            NaN            NaN            NaN            NaN  0.494241       0.626707                 NaN  0.854828        5.06582        4.83002                 NaN
  1213.03        500.000        88.2337                 NaN            NaN            NaN            NaN            NaN  0.476452       0.632298                 NaN  0.845343        4.99550        4.81673                 NaN
  1210.53        500.000        88.5039                 NaN            NaN            NaN            NaN            NaN  0.456769       0.632786                 NaN  0.824958        4.87413        4.70746                 NaN
  1208.02        500.000        88.5167                 NaN            NaN            NaN            NaN            NaN  0.650081       0.442250                 NaN  0.822263        4.86583        4.70288                 NaN
  1205.51        500.000        88.1677                 NaN            NaN            NaN            NaN            NaN  0.436359       0.688162                 NaN  0.843148        5.01755        4.84704                 NaN
  1203.01        500.000        87.0617                 NaN            NaN            NaN            NaN            NaN  0.449787       0.772259                 NaN  0.914849        5.50023        5.30122                 NaN
  1200.50        500.000        84.1163                 NaN            NaN            NaN            NaN            NaN  0.473551        1.00775                 NaN   1.10878        6.78426        6.50940                 NaN
  1197.99        500.000        78.3682                 NaN  0.689060E-001            NaN            NaN            NaN   1.72984                 NaN            NaN   1.41137        9.37120        9.05046                 NaN
  1195.49        500.000        47.4544                 NaN  0.601665                 NaN            NaN            NaN   3.62531       0.232254       0.115946E-005   3.61606        22.4541        22.0162                 NaN
  1192.98        500.000                 NaN            NaN  0.942037                 NaN            NaN            NaN   7.19997                 NaN            NaN   6.84493        42.7602        41.6117       0.641146     
  1190.48        500.000                 NaN            NaN  0.885085                 NaN            NaN            NaN   7.35697                 NaN            NaN   6.85847        42.7193        41.5480       0.632215     
  1187.97        500.000                 NaN            NaN  0.827321                 NaN            NaN            NaN   4.36177        3.15166                 NaN   6.87131        42.6815        41.4828       0.623667     
  1185.46        500.000                 NaN            NaN  0.725249                 NaN            NaN            NaN   3.87553        3.92128                 NaN   6.89595        42.6058        41.3690       0.607181     
  1182.96        500.000                 NaN            NaN  0.554996                 NaN            NaN            NaN   8.27256                 NaN            NaN   6.93774        42.4759        41.1798       0.578991     
  1180.45        500.000                 NaN            NaN  0.420543                 NaN            NaN            NaN   3.45075        5.17382                 NaN   6.95810        42.4062        41.0267       0.563934     
  1177.94        500.000                 NaN            NaN  0.231703                 NaN            NaN            NaN   4.29586        4.83987       0.360536E-004   6.99621        42.2862        40.8134       0.536711     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.77993                 NaN            NaN   7.05327        42.1130        40.5551       0.498720     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.97247        3.80983                 NaN   7.05520        42.1094        40.5555       0.497600     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.90947        7.87825                 NaN   7.05955        42.1014        40.5562       0.495106     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.76576                 NaN            NaN   7.04837        42.1274        40.5539       0.504639     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.77760                 NaN            NaN   7.05747        42.1112        40.5546       0.499152     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.79150                 NaN            NaN   7.06727        42.0918        40.5565       0.492934     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.80225                 NaN            NaN   7.07501        42.0755        40.5584       0.488813     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.29179        3.60482        4.84671        7.03127        42.1648        40.5493       0.511274     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.27403        3.48733                 NaN   7.03935        42.1425        40.5524       0.504420     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.27594        3.48838                 NaN   7.04246        42.1371        40.5529       0.503229     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.27788        3.48942                 NaN   7.04557        42.1317        40.5534       0.502029     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.27982        3.49047                 NaN   7.04867        42.1262        40.5540       0.500821     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.85677        7.94952       0.190345E-004   7.08503        42.0647        40.5586       0.485331     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.89609        7.91343       0.995632E-004   7.08838        42.0591        40.5591       0.483822     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.95335        7.85981       0.878199E-004   7.09177        42.0529        40.5598       0.482336     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.03277        7.78409       0.770331E-004   7.09516        42.0467        40.5604       0.480841     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.10312        7.71745       0.676417E-004   7.09855        42.0404        40.5610       0.479337     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.17957        7.64473       0.593887E-004   7.10195        42.0342        40.5617       0.477830     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.26846        7.55961       0.520506E-004   7.10533        42.0279        40.5624       0.476318     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.34501        7.48683       0.458355E-004   7.10872        42.0216        40.5630       0.474797     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.42488        7.41065       0.402230E-004   7.11206        42.0154        40.5637       0.473293     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.51849        7.32083       0.352371E-004   7.11542        42.0091        40.5644       0.471776     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.60841        7.23471       0.309792E-004   7.11877        42.0028        40.5650       0.470256     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.69840        7.14851       0.272825E-004   7.12211        41.9965        40.5657       0.468735     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.78869        7.06209       0.240836E-004   7.12546        41.9901        40.5664       0.467203     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.88276        6.97182       0.213254E-004   7.12877        41.9838        40.5671       0.465689     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.99807        4.83547                 NaN   7.11146        42.0150        40.5645       0.475569     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.99403        4.84295                 NaN   7.11471        42.0093        40.5650       0.474031     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.98919        4.85124                 NaN   7.11795        42.0036        40.5655       0.472484     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.98385        4.86003                 NaN   7.12121        41.9979        40.5661       0.470929     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.97767        4.86969                 NaN   7.12447        41.9922        40.5666       0.469365     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.97100        4.87984                 NaN   7.12773        41.9865        40.5671       0.467794     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.96354        4.89079                 NaN   7.13100        41.9808        40.5677       0.466215     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.95527        4.90256                 NaN   7.13428        41.9751        40.5682       0.464629     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.82239        5.04136                 NaN   7.13915        41.9654        40.5693       0.462431     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.81510        5.05220                 NaN   7.14245        41.9596        40.5698       0.460820     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.80672        5.06414                 NaN   7.14576        41.9538        40.5704       0.459202     
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.79788        5.07654                 NaN   7.14907        41.9480        40.5709       0.457580     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.78801        5.08999                 NaN   7.15239        41.9422        40.5715       0.455947     
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.77741        5.10416                 NaN   7.15570        41.9364        40.5720       0.454313     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.77061        5.11466                 NaN   7.15904        41.9304        40.5726       0.452675     
  1072.68        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.78564        5.10383                 NaN   7.16244        41.9236        40.5734       0.451062     
  1070.18        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.79991        5.09374                 NaN   7.16581        41.9169        40.5742       0.449457     
  1067.67        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.11689        4.74682                 NaN   7.14385        41.9618        40.5697       0.460920     
  1065.16        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.35569        5.52637                 NaN   7.15275        41.9344        40.5738       0.457061     
  1062.66        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.38881        5.49626                 NaN   7.15557        41.9294        40.5742       0.455669     
  1060.15        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.00798        4.86727       0.455872E-004   7.15169        41.9427        40.5725       0.457766     
  1057.64        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.98885        4.98092                 NaN   7.22166        41.8016        40.5867       0.420230     
  1055.14        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.69625        6.02820                 NaN   7.08466        42.1508        40.5434       0.496693     
  1052.63        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.04524        4.83955       0.454758E-004   7.16062        41.9272        40.5740       0.453384     
  1050.13        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.72360        6.00365       0.188083E-005   7.08853        42.1456        40.5437       0.494951     
  1047.62        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.07764        4.81349                 NaN   7.16661        41.9168        40.5750       0.450478     
  1045.11        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.08978        4.80446                 NaN   7.16953        41.9117        40.5755       0.449007     
  1042.61        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.76529        5.96641       0.181933E-005   7.09466        42.1373        40.5442       0.492153     
  1040.10        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.09461        4.80752       0.790447E-004   7.17607        41.8988        40.5770       0.445932     
  1037.59        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.78604        5.94812       0.179154E-005   7.09912        42.1318        40.5444       0.490446     
  1035.09        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.08361        4.82564       0.851333E-004   7.18197        41.8870        40.5784       0.443256     
  1032.58        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.07964        4.83394       0.897299E-004   7.18541        41.8798        40.5793       0.441820     
  1030.08        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.82832        5.91046       0.177028E-005   7.10443        42.1241        40.5450       0.487641     
  1027.57        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.84106        5.89896       0.176694E-005   7.10640        42.1217        40.5451       0.486773     
  1025.06        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.08710        4.83929       0.969241E-004   7.19635        41.8585        40.5818       0.436803     
  1022.56        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.86977        5.87391       0.177298E-005   7.10990        42.1160        40.5455       0.484855     
  1020.05        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.82629        5.93014       0.198094E-005   7.11422        42.1002        40.5479       0.481304     
  1017.54        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.49056        5.46319                 NaN   7.20881        41.8189        40.5879       0.430601     
  1015.04        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.79784        5.23164                 NaN   7.26908        41.7053        40.5987       0.397445     
  1012.53        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.30752        4.72569                 NaN   7.27227        41.6992        40.5994       0.395919     
  1010.03        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.30873        4.72003                 NaN   7.27057        41.7056        40.5982       0.396822     
