|6.6.6
Archiving\03_Data\eqLP/QFM_m3.5/GRV/GRV_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             ab             San(TH)       
  1217.95        500.000                 NaN  0.762432       0.463982        29.7806        44.0785        18.3174        6.32852       0.268515                 NaN            NaN
  1214.74        500.000                 NaN  0.762439       0.463994        29.7806        44.0786        18.3173        6.32855       0.268531                 NaN            NaN
  1211.54        500.000                 NaN  0.762445       0.464006        29.7805        44.0786        18.3173        6.32858       0.268547                 NaN            NaN
  1208.33        500.000                 NaN  0.762452       0.464018        29.7804        44.0787        18.3173        6.32860       0.268563                 NaN            NaN
  1205.13        500.000                 NaN  0.762343       0.511131        29.7871        44.2068        18.2428        6.09602       0.393795                 NaN            NaN
  1201.92        500.000                 NaN  0.762349       0.511144        29.7870        44.2068        18.2428        6.09605       0.393818                 NaN            NaN
  1198.72        500.000                 NaN  0.762356       0.511157        29.7869        44.2069        18.2427        6.09608       0.393841                 NaN            NaN
  1195.51        500.000                 NaN  0.762363       0.511170        29.7868        44.2070        18.2427        6.09611       0.393864                 NaN            NaN
  1192.31        500.000                 NaN  0.762369       0.511183        29.7868        44.2070        18.2427        6.09613       0.393887                 NaN            NaN
  1189.10        500.000                 NaN  0.762376       0.511197        29.7867        44.2071        18.2426        6.09616       0.393910                 NaN            NaN
  1185.90        500.000                 NaN  0.762382       0.511210        29.7866        44.2071        18.2426        6.09619       0.393933                 NaN            NaN
  1182.69        500.000                 NaN  0.762389       0.511223        29.7865        44.2072        18.2426        6.09622       0.393956                 NaN            NaN
  1179.49        500.000                 NaN  0.762297       0.557998        29.7940        44.3189        18.1815        5.87297       0.512335                 NaN            NaN
  1176.28        500.000                 NaN  0.762304       0.558012        29.7939        44.3189        18.1814        5.87300       0.512365                 NaN            NaN
  1173.08        500.000                 NaN  0.762310       0.558026        29.7939        44.3190        18.1814        5.87303       0.512395                 NaN            NaN
  1169.87        500.000                 NaN  0.762316       0.558040        29.7938        44.3190        18.1814        5.87305       0.512425                 NaN            NaN
  1166.67        500.000                 NaN  0.762323       0.558054        29.7937        44.3191        18.1813        5.87308       0.512455                 NaN            NaN
  1163.46        500.000                 NaN  0.762329       0.558068        29.7936        44.3192        18.1813        5.87311       0.512484                 NaN            NaN
  1160.26        500.000                 NaN  0.762335       0.558082        29.7935        44.3192        18.1812        5.87314       0.512514                 NaN            NaN
  1157.05        500.000                 NaN  0.762341       0.558096        29.7934        44.3193        18.1812        5.87317       0.512544                 NaN            NaN
  1153.85        500.000                 NaN  0.762254       0.607632        29.7939        44.4228        18.1173        5.67117       0.624820                 NaN            NaN
  1150.64        500.000                 NaN  0.762260       0.607647        29.7938        44.4229        18.1173        5.67120       0.624856                 NaN            NaN
  1147.44        500.000                 NaN  0.762266       0.607662        29.7937        44.4230        18.1173        5.67123       0.624892                 NaN            NaN
  1144.23        500.000                 NaN  0.762272       0.607677        29.7936        44.4230        18.1172        5.67125       0.624928                 NaN            NaN
  1141.03        500.000                 NaN  0.762278       0.607692        29.7935        44.4231        18.1172        5.67128       0.624964                 NaN            NaN
  1137.82        500.000                 NaN  0.762284       0.607707        29.7934        44.4231        18.1171        5.67131       0.625001                 NaN            NaN
  1134.62        500.000                 NaN  0.762290       0.607722        29.7933        44.4232        18.1171        5.67134       0.625037                 NaN            NaN
  1131.41        500.000                 NaN  0.762296       0.607737        29.7932        44.4233        18.1170        5.67137       0.625073                 NaN            NaN
  1128.21        500.000                 NaN  0.762216       0.659329        29.7868        44.5274        5.47375        18.0609       0.729654                 NaN            NaN
  1125.00        500.000                 NaN  0.762221       0.659345        29.7867        44.5275        5.47377        18.0608       0.729696                 NaN            NaN
  1121.79        500.000                 NaN  0.762207       0.672786        29.7839        44.5530        18.0466        5.42669       0.754778                 NaN            NaN
  1118.59        500.000                 NaN  0.762202       0.679449        29.7833        44.5660        18.0392        5.40154       0.765527                 NaN  0.274249E-002
  1115.38        500.000                 NaN  0.762194       0.686436        29.7822        44.5787        18.0322        5.37538       0.776064                 NaN  0.679961E-002
  1112.18        500.000                 NaN  0.762199       0.686452        29.7821        44.5787        18.0322        5.37541       0.776109                 NaN  0.679972E-002
  1108.97        500.000                 NaN  0.762179       0.700155        29.7813        44.6036        18.0168        5.32367       0.796798                 NaN  0.154756E-001
  1105.77        500.000                 NaN  0.762171       0.707155        29.7803        44.6164        5.29752        18.0099       0.807055                 NaN  0.194726E-001
  1102.56        500.000                 NaN  0.762164       0.714739        29.7778        44.6290        18.0035        5.27293       0.815568       0.242244E-001            NaN
  1099.36        500.000                 NaN  0.762170       0.714756        29.7777        44.6291        18.0035        5.27296       0.815615       0.242245E-001            NaN
  1096.15        500.000                 NaN  0.762175       0.714773        29.7776        44.6292        18.0034        5.27298       0.815662       0.242245E-001            NaN
  1092.95        500.000                 NaN  0.762181       0.714791        29.7775        44.6292        18.0034        5.27301       0.815709       0.242245E-001            NaN
  1089.74        500.000                 NaN  0.762186       0.714808        29.7774        44.6293        18.0033        5.27304       0.815756       0.242245E-001            NaN
  1086.54        500.000                 NaN  0.762191       0.714825        29.7772        44.6294        18.0033        5.27307       0.815802       0.242244E-001            NaN
  1083.33        500.000                 NaN  0.762197       0.714842        29.7771        44.6294        18.0032        5.27310       0.815849       0.242243E-001            NaN
  1080.13        500.000                 NaN  0.762202       0.714859        29.7770        44.6295        18.0032        5.27313       0.815896       0.242241E-001            NaN
  1076.92        500.000                 NaN  0.762100       0.772396        29.7688        44.7284        17.9426        5.07013       0.890951       0.646317E-001            NaN
  1073.72        500.000                 NaN  0.762106       0.772414        29.7687        44.7284        17.9425        5.07015       0.891002       0.646311E-001            NaN
  1070.51        500.000                 NaN  0.762111       0.772433        29.7686        44.7285        17.9425        5.07018       0.891053       0.646304E-001            NaN
  1067.31        500.000                 NaN  0.762116       0.772451        29.7685        44.7286        17.9424        5.07021       0.891104       0.646297E-001            NaN
  1064.10        500.000                 NaN  0.762121       0.772469        29.7684        44.7286        17.9424        5.07024       0.891155       0.646289E-001            NaN
  1060.90        500.000                 NaN  0.762126       0.772487        29.7682        44.7287        17.9423        5.07027       0.891205       0.646280E-001            NaN
  1057.69        500.000                 NaN  0.762131       0.772505        29.7681        44.7288        17.9423        5.07030       0.891256       0.646270E-001            NaN
  1054.49        500.000                 NaN  0.762137       0.772524        29.7680        44.7289        17.9422        5.07033       0.891307       0.646260E-001            NaN
  1051.28        500.000                 NaN  0.762043       0.832958        29.7541        44.8252        17.8841        4.87634       0.957977       0.107238                 NaN
  1048.08        500.000                 NaN  0.762048       0.832977        29.7539        44.8253        17.8841        4.87637       0.958031       0.107237                 NaN
  1044.87        500.000                 NaN  0.762053       0.832997        29.7538        44.8254        17.8840        4.87640       0.958086       0.107235                 NaN
  1041.67        500.000                 NaN  0.762058       0.833016        29.7537        44.8254        17.8840        4.87643       0.958140       0.107233                 NaN
  1038.46        500.000                 NaN  0.762062       0.833036        29.7536        44.8255        17.8839        4.87646       0.958195       0.107231                 NaN
  1035.26        500.000                 NaN  0.762067       0.833055        29.7534        44.8256        17.8839        4.87649       0.958250       0.107229                 NaN
  1032.05        500.000                 NaN  0.762072       0.833074        29.7533        44.8257        17.8838        4.87652       0.958304       0.107227                 NaN
  1028.85        500.000                 NaN  0.762077       0.833093        29.7532        44.8257        17.8838        4.87655       0.958358       0.107225                 NaN
  1025.64        500.000                 NaN  0.761986       0.896294        29.7341        44.9231        17.8274        4.68599        1.01880       0.152354                 NaN
  1022.44        500.000                 NaN  0.761991       0.896314        29.7339        44.9232        17.8274        4.68602        1.01886       0.152351                 NaN
  1019.23        500.000                 NaN  0.761996       0.896335        29.7338        44.9232        17.8273        4.68605        1.01892       0.152349                 NaN
  1016.03        500.000                 NaN  0.762001       0.896356        29.7337        44.9233        17.8273        4.68608        1.01898       0.152346                 NaN
  1012.82        500.000                 NaN  0.762005       0.896376        29.7335        44.9234        17.8272        4.68611        1.01903       0.152343                 NaN
  1009.62        500.000                 NaN  0.762010       0.896397        29.7334        44.9235        17.8272        4.68614        1.01909       0.152341                 NaN
  1006.41        500.000                 NaN  0.762015       0.896417        29.7333        44.9235        17.8271        4.68617        1.01915       0.152338                 NaN
  1003.21        500.000                 NaN  0.762019       0.896438        29.7331        44.9236        17.8270        4.68620        1.01921       0.152335                 NaN
  1000.00        500.000                 NaN  0.761938       0.963259        29.7068        45.0182        17.7739        4.50649        1.06881       0.200590                 NaN
