|6.6.6
Archiving\03_Data\eqLP/QFM_m3.5/GRV/GRV_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             ab             San(TH)       
  1217.95        500.000                 NaN  0.832813       0.597653        30.6754        43.6948        17.7871        6.19465       0.217599                 NaN            NaN
  1214.74        500.000                 NaN  0.832813       0.597653        30.6754        43.6948        17.7871        6.19465       0.217599                 NaN            NaN
  1211.54        500.000                 NaN  0.832813       0.597653        30.6754        43.6948        17.7871        6.19465       0.217599                 NaN            NaN
  1208.33        500.000                 NaN  0.832813       0.597653        30.6754        43.6948        17.7871        6.19465       0.217599                 NaN            NaN
  1205.13        500.000                 NaN  0.832815       0.658777        30.6814        43.8366        17.7060        5.96540       0.319098                 NaN            NaN
  1201.92        500.000                 NaN  0.832815       0.658777        30.6814        43.8366        17.7060        5.96540       0.319098                 NaN            NaN
  1198.72        500.000                 NaN  0.832815       0.658777        30.6814        43.8366        17.7060        5.96540       0.319098                 NaN            NaN
  1195.51        500.000                 NaN  0.832815       0.658777        30.6814        43.8366        17.7060        5.96540       0.319098                 NaN            NaN
  1192.31        500.000                 NaN  0.832815       0.658777        30.6814        43.8366        17.7060        5.96540       0.319098                 NaN            NaN
  1189.10        500.000                 NaN  0.832815       0.658777        30.6814        43.8366        17.7060        5.96540       0.319098                 NaN            NaN
  1185.90        500.000                 NaN  0.832815       0.658777        30.6814        43.8366        17.7060        5.96540       0.319098                 NaN            NaN
  1182.69        500.000                 NaN  0.832815       0.658777        30.6814        43.8366        17.7060        5.96540       0.319098                 NaN            NaN
  1179.49        500.000                 NaN  0.832818       0.719228        30.7044        43.9463        17.6378        5.74438       0.415014                 NaN            NaN
  1176.28        500.000                 NaN  0.832818       0.719228        30.7044        43.9463        17.6378        5.74438       0.415014                 NaN            NaN
  1173.08        500.000                 NaN  0.832818       0.719228        30.7044        43.9463        17.6378        5.74438       0.415014                 NaN            NaN
  1169.87        500.000                 NaN  0.832818       0.719228        30.7044        43.9463        17.6378        5.74438       0.415014                 NaN            NaN
  1166.67        500.000                 NaN  0.832818       0.719228        30.7044        43.9463        17.6378        5.74438       0.415014                 NaN            NaN
  1163.46        500.000                 NaN  0.832818       0.719228        30.7044        43.9463        17.6378        5.74438       0.415014                 NaN            NaN
  1160.26        500.000                 NaN  0.832818       0.719228        30.7044        43.9463        17.6378        5.74438       0.415014                 NaN            NaN
  1157.05        500.000                 NaN  0.832818       0.719228        30.7044        43.9463        17.6378        5.74438       0.415014                 NaN            NaN
  1153.85        500.000                 NaN  0.832820       0.783336        30.7140        44.0530        17.5666        5.54429       0.505959                 NaN            NaN
  1150.64        500.000                 NaN  0.832820       0.783336        30.7140        44.0530        17.5666        5.54429       0.505959                 NaN            NaN
  1147.44        500.000                 NaN  0.832820       0.783336        30.7140        44.0530        17.5666        5.54429       0.505959                 NaN            NaN
  1144.23        500.000                 NaN  0.832820       0.783336        30.7140        44.0530        17.5666        5.54429       0.505959                 NaN            NaN
  1141.03        500.000                 NaN  0.832820       0.783336        30.7140        44.0530        17.5666        5.54429       0.505959                 NaN            NaN
  1137.82        500.000                 NaN  0.832820       0.783336        30.7140        44.0530        17.5666        5.54429       0.505959                 NaN            NaN
  1134.62        500.000                 NaN  0.832820       0.783336        30.7140        44.0530        17.5666        5.54429       0.505959                 NaN            NaN
  1131.41        500.000                 NaN  0.832820       0.783336        30.7140        44.0530        17.5666        5.54429       0.505959                 NaN            NaN
  1128.21        500.000                 NaN  0.832823       0.850117        30.7108        44.1631        5.34885        17.5037       0.590645                 NaN            NaN
  1125.00        500.000                 NaN  0.832823       0.850117        30.7108        44.1631        5.34885        17.5037       0.590645                 NaN            NaN
  1121.79        500.000                 NaN  0.832823       0.867495        30.7089        44.1898        17.4879        5.30223       0.610928                 NaN            NaN
  1118.59        500.000                 NaN  0.832823       0.876075        30.7103        44.2028        17.4792        5.27710       0.619603                 NaN  0.206678E-002
  1115.38        500.000                 NaN  0.832824       0.885113        30.7091        44.2167        17.4717        5.25139       0.628107                 NaN  0.512429E-002
  1112.18        500.000                 NaN  0.832824       0.885113        30.7091        44.2167        17.4717        5.25139       0.628107                 NaN  0.512429E-002
  1108.97        500.000                 NaN  0.832824       0.902829        30.7116        44.2415        17.4544        5.20026       0.644836                 NaN  0.116628E-001
  1105.77        500.000                 NaN  0.832825       0.911839        30.7112        44.2549        5.17451        17.4469       0.653110                 NaN  0.146749E-001
  1102.56        500.000                 NaN  0.832825       0.921671        30.7072        44.2706        17.4395        5.14999       0.659973       0.182596E-001            NaN
  1099.36        500.000                 NaN  0.832825       0.921671        30.7072        44.2706        17.4395        5.14999       0.659973       0.182596E-001            NaN
  1096.15        500.000                 NaN  0.832825       0.921671        30.7072        44.2706        17.4395        5.14999       0.659973       0.182596E-001            NaN
  1092.95        500.000                 NaN  0.832825       0.921671        30.7072        44.2706        17.4395        5.14999       0.659973       0.182596E-001            NaN
  1089.74        500.000                 NaN  0.832825       0.921671        30.7072        44.2706        17.4395        5.14999       0.659973       0.182596E-001            NaN
  1086.54        500.000                 NaN  0.832825       0.921671        30.7072        44.2706        17.4395        5.14999       0.659973       0.182596E-001            NaN
  1083.33        500.000                 NaN  0.832825       0.921671        30.7072        44.2706        17.4395        5.14999       0.659973       0.182596E-001            NaN
  1080.13        500.000                 NaN  0.832825       0.921671        30.7072        44.2706        17.4395        5.14999       0.659973       0.182596E-001            NaN
  1076.92        500.000                 NaN  0.832827       0.996151        30.7054        44.3746        17.3719        4.94969       0.720746       0.487253E-001            NaN
  1073.72        500.000                 NaN  0.832827       0.996151        30.7054        44.3746        17.3719        4.94969       0.720746       0.487253E-001            NaN
  1070.51        500.000                 NaN  0.832827       0.996151        30.7054        44.3746        17.3719        4.94969       0.720746       0.487253E-001            NaN
  1067.31        500.000                 NaN  0.832827       0.996151        30.7054        44.3746        17.3719        4.94969       0.720746       0.487253E-001            NaN
  1064.10        500.000                 NaN  0.832827       0.996151        30.7054        44.3746        17.3719        4.94969       0.720746       0.487253E-001            NaN
  1060.90        500.000                 NaN  0.832827       0.996151        30.7054        44.3746        17.3719        4.94969       0.720746       0.487253E-001            NaN
  1057.69        500.000                 NaN  0.832827       0.996151        30.7054        44.3746        17.3719        4.94969       0.720746       0.487253E-001            NaN
  1054.49        500.000                 NaN  0.832827       0.996151        30.7054        44.3746        17.3719        4.94969       0.720746       0.487253E-001            NaN
  1051.28        500.000                 NaN  0.832829        1.07421        30.6972        44.4761        17.3061        4.75799       0.774717       0.808654E-001            NaN
  1048.08        500.000                 NaN  0.832829        1.07421        30.6972        44.4761        17.3061        4.75799       0.774717       0.808654E-001            NaN
  1044.87        500.000                 NaN  0.832829        1.07421        30.6972        44.4761        17.3061        4.75799       0.774717       0.808654E-001            NaN
  1041.67        500.000                 NaN  0.832829        1.07421        30.6972        44.4761        17.3061        4.75799       0.774717       0.808654E-001            NaN
  1038.46        500.000                 NaN  0.832829        1.07421        30.6972        44.4761        17.3061        4.75799       0.774717       0.808654E-001            NaN
  1035.26        500.000                 NaN  0.832829        1.07421        30.6972        44.4761        17.3061        4.75799       0.774717       0.808654E-001            NaN
  1032.05        500.000                 NaN  0.832829        1.07421        30.6972        44.4761        17.3061        4.75799       0.774717       0.808654E-001            NaN
  1028.85        500.000                 NaN  0.832829        1.07421        30.6972        44.4761        17.3061        4.75799       0.774717       0.808654E-001            NaN
  1025.64        500.000                 NaN  0.832831        1.15585        30.6813        44.5790        17.2427        4.56982       0.823637       0.114917                 NaN
  1022.44        500.000                 NaN  0.832831        1.15585        30.6813        44.5790        17.2427        4.56982       0.823637       0.114917                 NaN
  1019.23        500.000                 NaN  0.832831        1.15585        30.6813        44.5790        17.2427        4.56982       0.823637       0.114917                 NaN
  1016.03        500.000                 NaN  0.832831        1.15585        30.6813        44.5790        17.2427        4.56982       0.823637       0.114917                 NaN
  1012.82        500.000                 NaN  0.832831        1.15585        30.6813        44.5790        17.2427        4.56982       0.823637       0.114917                 NaN
  1009.62        500.000                 NaN  0.832831        1.15585        30.6813        44.5790        17.2427        4.56982       0.823637       0.114917                 NaN
  1006.41        500.000                 NaN  0.832831        1.15585        30.6813        44.5790        17.2427        4.56982       0.823637       0.114917                 NaN
  1003.21        500.000                 NaN  0.832831        1.15585        30.6813        44.5790        17.2427        4.56982       0.823637       0.114917                 NaN
  1000.00        500.000                 NaN  0.832833        1.24202        30.6560        44.6808        17.1810        4.39223       0.863769       0.151338                 NaN
