|6.6.6
Archiving\03_Data\fracLP/QFM_m4.5/Y98/Y98_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           ilm            San(TH)        q             
  1561.40        500.000        98.8526                 NaN            NaN            NaN            NaN  0.327469E-001   1.11469                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.8698                 NaN            NaN            NaN            NaN  0.310853E-001   1.09913                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.8859                 NaN            NaN            NaN            NaN  0.258649E-001   1.08825                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.9023                 NaN            NaN            NaN            NaN  0.268406E-001   1.07086                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.9172                 NaN            NaN            NaN            NaN  0.227456E-001   1.06005                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.9368                 NaN            NaN            NaN            NaN  0.312808E-001   1.03194                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.9469                 NaN            NaN            NaN            NaN  0.129383E-001   1.04017                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.9629                 NaN            NaN            NaN            NaN  0.208209E-001   1.01625                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.9769                 NaN            NaN            NaN            NaN  0.153917E-001   1.00769                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.9906                 NaN            NaN            NaN            NaN  0.166990E-001  0.992725                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.0025                 NaN            NaN            NaN            NaN  0.107811E-001  0.986728                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.0162                 NaN            NaN            NaN            NaN  0.132412E-001  0.970540                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.0316                 NaN            NaN            NaN            NaN  0.120507E-001  0.956308                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.0421                 NaN            NaN            NaN            NaN  0.823063E-002  0.949684                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.0553                 NaN            NaN            NaN            NaN  0.888991E-002  0.935762                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.0667                 NaN            NaN            NaN            NaN  0.684688E-002  0.926456                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.0775                 NaN            NaN            NaN            NaN  0.559129E-002  0.916906                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.0913                 NaN            NaN            NaN            NaN  0.230639E-001  0.885661                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.0970                 NaN            NaN            NaN            NaN            NaN  0.902996                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.4036                 NaN            NaN            NaN            NaN  0.137670E-001  0.582586                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        98.8250                 NaN            NaN            NaN            NaN            NaN   1.17499                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1305                 NaN            NaN            NaN            NaN            NaN  0.869540                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        98.9330                 NaN            NaN            NaN            NaN            NaN  0.100308E-001   1.05700                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        98.9367                 NaN            NaN            NaN            NaN            NaN            NaN   1.06333                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        98.9416                 NaN            NaN            NaN            NaN            NaN  0.134480E-001   1.04494                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        98.9465                 NaN            NaN            NaN            NaN            NaN  0.198414E-001   1.03362                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        98.9490                 NaN            NaN            NaN            NaN            NaN            NaN   1.05098                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        98.9550                 NaN            NaN            NaN            NaN            NaN  0.629006E-002   1.03873                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        98.9509                 NaN            NaN            NaN            NaN            NaN            NaN   1.04911                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        98.9534                 NaN            NaN            NaN            NaN            NaN            NaN   1.04663                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        98.9495                 NaN            NaN            NaN            NaN            NaN            NaN   1.05048                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        98.9463                 NaN            NaN            NaN            NaN            NaN            NaN   1.05366                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        98.9400                 NaN            NaN            NaN            NaN            NaN            NaN   1.05998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        98.9327                 NaN            NaN            NaN            NaN            NaN            NaN   1.06733                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.9145                 NaN            NaN            NaN            NaN            NaN            NaN   1.08547                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.8935                 NaN            NaN            NaN            NaN            NaN            NaN   1.10652                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.7409                 NaN            NaN            NaN            NaN            NaN            NaN  0.236559        1.02250                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.2507                 NaN            NaN            NaN            NaN            NaN            NaN  0.545225        1.20411                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.2786                 NaN            NaN            NaN            NaN            NaN            NaN   1.18456       0.536814                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.3078                 NaN            NaN            NaN            NaN            NaN            NaN   1.16625       0.525993                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.3360                 NaN            NaN            NaN            NaN            NaN            NaN   1.14459       0.519368                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.3690                 NaN            NaN            NaN            NaN            NaN            NaN  0.507073        1.12391                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.3950                 NaN            NaN            NaN            NaN            NaN            NaN  0.499449        1.10557                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.4204                 NaN            NaN            NaN            NaN            NaN            NaN  0.490555        1.08907                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.4490                 NaN            NaN            NaN            NaN            NaN            NaN   1.06898       0.482001                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.4733                 NaN            NaN            NaN            NaN            NaN            NaN   1.05301       0.473683                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.4965                 NaN            NaN            NaN            NaN            NaN            NaN  0.466850        1.03668                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.5220                 NaN            NaN            NaN            NaN            NaN            NaN   1.01894       0.459090                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.5446                 NaN            NaN            NaN            NaN            NaN            NaN  0.450081        1.00532                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.5670                 NaN            NaN            NaN            NaN            NaN            NaN  0.990914       0.442094                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.5885                 NaN            NaN            NaN            NaN            NaN            NaN  0.974466       0.437000                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.6090                 NaN            NaN            NaN            NaN            NaN            NaN  0.959867       0.431105                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        97.8981                 NaN            NaN            NaN            NaN            NaN            NaN  0.710760        1.05393                 NaN  0.337214                 NaN            NaN            NaN            NaN
  1428.57        500.000        95.5516                 NaN            NaN            NaN            NaN            NaN            NaN   1.64021        1.36491                 NaN   1.44325                 NaN            NaN            NaN            NaN
  1426.07        500.000        95.7160                 NaN            NaN            NaN            NaN            NaN            NaN   1.57267        1.32023                 NaN   1.39110                 NaN            NaN            NaN            NaN
  1423.56        500.000        95.8696                 NaN            NaN            NaN            NaN            NaN            NaN   1.27818        1.51054                 NaN   1.34171                 NaN            NaN            NaN            NaN
  1421.05        500.000        96.0162                 NaN            NaN            NaN            NaN            NaN            NaN   1.23573        1.45305                 NaN   1.29499                 NaN            NaN            NaN            NaN
  1418.55        500.000        96.1502                 NaN            NaN            NaN            NaN            NaN            NaN   1.40175        1.19630                 NaN   1.25171                 NaN            NaN            NaN            NaN
  1416.04        500.000        96.2821                 NaN            NaN            NaN            NaN            NaN            NaN   1.34867        1.16011                 NaN   1.20912                 NaN            NaN            NaN            NaN
  1413.53        500.000        96.3966                 NaN            NaN            NaN            NaN            NaN            NaN   1.12652        1.30407                 NaN   1.17284                 NaN            NaN            NaN            NaN
  1411.03        500.000        96.5167                 NaN            NaN            NaN            NaN            NaN            NaN   1.09356        1.25648                 NaN   1.13330                 NaN            NaN            NaN            NaN
  1408.52        500.000        96.6209                 NaN            NaN            NaN            NaN            NaN            NaN   1.21793        1.06187                 NaN   1.09934                 NaN            NaN            NaN            NaN
  1406.02        500.000        96.7246                 NaN            NaN            NaN            NaN            NaN            NaN   1.17707        1.03296                 NaN   1.06537                 NaN            NaN            NaN            NaN
  1403.51        500.000        96.8162                 NaN            NaN            NaN            NaN            NaN            NaN   1.14132        1.00722                 NaN   1.03522                 NaN            NaN            NaN            NaN
  1401.00        500.000        96.9091                 NaN            NaN            NaN            NaN            NaN            NaN  0.978747        1.10725                 NaN   1.00486                 NaN            NaN            NaN            NaN
  1398.50        500.000        96.9949                 NaN            NaN            NaN            NaN            NaN            NaN   1.07399       0.954429                 NaN  0.976665                 NaN            NaN            NaN            NaN
  1395.99        500.000        97.0743                 NaN            NaN            NaN            NaN            NaN            NaN  0.931752        1.04376                 NaN  0.950200                 NaN            NaN            NaN            NaN
  1393.48        500.000        97.1514                 NaN            NaN            NaN            NaN            NaN            NaN  0.908384        1.01564                 NaN  0.924629                 NaN            NaN            NaN            NaN
  1390.98        500.000        97.2218                 NaN            NaN            NaN            NaN            NaN            NaN  0.989790       0.887291                 NaN  0.901086                 NaN            NaN            NaN            NaN
  1388.47        500.000        97.2941                 NaN            NaN            NaN            NaN            NaN            NaN  0.866017       0.963027                 NaN  0.876807                 NaN            NaN            NaN            NaN
  1385.96        500.000        97.3585                 NaN            NaN            NaN            NaN            NaN            NaN  0.846449       0.939920                 NaN  0.855117                 NaN            NaN            NaN            NaN
  1383.46        500.000        97.4189                 NaN            NaN            NaN            NaN            NaN            NaN  0.828231       0.917884                 NaN  0.834975                 NaN            NaN            NaN            NaN
  1380.95        500.000        97.4836                 NaN            NaN            NaN            NaN            NaN            NaN  0.808905       0.894883                 NaN  0.812607                 NaN            NaN            NaN            NaN
  1378.45        500.000        97.5367                 NaN            NaN            NaN            NaN            NaN            NaN  0.793173       0.875467                 NaN  0.794638                 NaN            NaN            NaN            NaN
  1375.94        500.000        97.5917                 NaN            NaN            NaN            NaN            NaN            NaN  0.775852       0.856465                 NaN  0.776016                 NaN            NaN            NaN            NaN
  1373.43        500.000        97.6424                 NaN            NaN            NaN            NaN            NaN            NaN  0.760235       0.838905                 NaN  0.758449                 NaN            NaN            NaN            NaN
  1370.93        500.000        97.6904                 NaN            NaN            NaN            NaN            NaN            NaN  0.744740       0.823016                 NaN  0.741832                 NaN            NaN            NaN            NaN
  1368.42        500.000        97.7374                 NaN            NaN            NaN            NaN            NaN            NaN  0.805589       0.731476                 NaN  0.725556                 NaN            NaN            NaN            NaN
  1365.91        500.000        97.7829                 NaN            NaN            NaN            NaN            NaN            NaN  0.791758       0.715408                 NaN  0.709890                 NaN            NaN            NaN            NaN
  1363.41        500.000        97.8215                 NaN            NaN            NaN            NaN            NaN            NaN  0.777951       0.704477                 NaN  0.696078                 NaN            NaN            NaN            NaN
  1360.90        500.000        97.8618                 NaN            NaN            NaN            NaN            NaN            NaN  0.691555       0.764824                 NaN  0.681804                 NaN            NaN            NaN            NaN
  1358.40        500.000        97.9001                 NaN            NaN            NaN            NaN            NaN            NaN  0.678572       0.753105                 NaN  0.668267                 NaN            NaN            NaN            NaN
  1355.89        500.000        97.9379                 NaN            NaN            NaN            NaN            NaN            NaN  0.666318       0.740491                 NaN  0.655304                 NaN            NaN            NaN            NaN
  1353.38        500.000        97.9740                 NaN            NaN            NaN            NaN  0.210242E-002            NaN  0.657774       0.723603                 NaN  0.642480                 NaN            NaN            NaN            NaN
  1350.88        500.000        98.0282                 NaN            NaN            NaN            NaN  0.259287                 NaN   1.03478                 NaN            NaN  0.677762                 NaN            NaN            NaN            NaN
  1348.37        500.000        98.0558                 NaN            NaN            NaN            NaN  0.284150                 NaN  0.986390                 NaN            NaN  0.673685                 NaN            NaN            NaN            NaN
  1345.86        500.000        98.0877                 NaN            NaN            NaN            NaN  0.285195                 NaN  0.964590                 NaN            NaN  0.662526                 NaN            NaN            NaN            NaN
  1343.36        500.000        5.89677        90.8897                 NaN            NaN            NaN  0.652708                 NaN   1.38874                 NaN            NaN   1.17208                 NaN            NaN            NaN            NaN
  1340.85        500.000        11.9256        85.0867                 NaN            NaN            NaN  0.629562                 NaN   1.26999                 NaN            NaN   1.08811                 NaN            NaN            NaN            NaN
  1338.35        500.000        20.9249        75.5310                 NaN            NaN            NaN  0.941878E-001            NaN   1.93685                 NaN            NaN   1.32343       0.189604                 NaN            NaN            NaN
  1335.84        500.000        27.8021        69.5412                 NaN            NaN            NaN  0.756641E-001            NaN   1.45228                 NaN            NaN  0.988184       0.140585                 NaN            NaN            NaN
  1333.33        500.000        32.6172        65.3852                 NaN            NaN            NaN  0.127018                 NaN   1.05286                 NaN            NaN  0.733907       0.837749E-001            NaN            NaN            NaN
  1330.83        500.000        36.0798        62.3200                 NaN            NaN            NaN  0.162512                 NaN  0.809590                 NaN            NaN  0.579955       0.481691E-001            NaN            NaN            NaN
  1328.32        500.000        38.5702        60.0948                 NaN            NaN            NaN  0.191313                 NaN  0.646091                 NaN            NaN  0.475449       0.221757E-001            NaN            NaN            NaN
  1325.81        500.000        41.3993        57.0976                 NaN            NaN            NaN  0.155371                 NaN  0.729713                 NaN            NaN  0.523707       0.294837E-001  0.648900E-001            NaN            NaN
  1323.31        500.000        43.5267        55.2037                 NaN            NaN            NaN  0.190562                 NaN  0.583084                 NaN            NaN  0.433400       0.569881E-002  0.567972E-001            NaN            NaN
  1320.80        500.000        45.1762        53.6903                 NaN            NaN            NaN  0.184825                 NaN  0.515676                 NaN            NaN  0.383148                 NaN  0.498327E-001            NaN            NaN
  1318.30        500.000        46.5521        52.4046                 NaN            NaN            NaN  0.167611                 NaN  0.479896                 NaN            NaN  0.350786                 NaN  0.450096E-001            NaN            NaN
  1315.79        500.000        47.6212        51.4205                 NaN            NaN            NaN  0.152149                 NaN  0.446056                 NaN            NaN  0.319791                 NaN  0.402712E-001            NaN            NaN
  1313.28        500.000        48.5056        50.5925                 NaN            NaN            NaN  0.141027                 NaN  0.423866                 NaN            NaN  0.299778                 NaN  0.372623E-001            NaN            NaN
  1310.78        500.000        49.1706        49.9791                 NaN            NaN            NaN  0.130751                 NaN  0.404415                 NaN            NaN  0.280773                 NaN  0.342872E-001            NaN            NaN
  1308.27        500.000        49.6548        49.5349                 NaN            NaN            NaN  0.122009                 NaN  0.389972                 NaN            NaN  0.266266                 NaN  0.320578E-001            NaN            NaN
  1305.76        500.000        49.9584        49.2628                 NaN            NaN            NaN  0.114764                 NaN  0.379312                 NaN            NaN  0.254546                 NaN  0.301739E-001            NaN            NaN
  1303.26        500.000        99.2461                 NaN            NaN            NaN            NaN  0.108590                 NaN  0.371537                 NaN            NaN  0.245150                 NaN  0.286033E-001            NaN            NaN
  1300.75        500.000        99.2626                 NaN            NaN            NaN            NaN  0.103561                 NaN  0.367826                 NaN            NaN  0.238609                 NaN  0.274206E-001            NaN            NaN
  1298.25        500.000        99.2703                 NaN            NaN            NaN            NaN  0.997320E-001            NaN  0.368469                 NaN            NaN  0.234931                 NaN  0.265832E-001            NaN            NaN
  1295.74        500.000        99.2723                 NaN            NaN            NaN            NaN  0.964614E-001            NaN  0.372004                 NaN            NaN  0.233261                 NaN  0.260059E-001            NaN            NaN
  1293.23        500.000        99.2638                 NaN            NaN            NaN            NaN  0.950413E-001            NaN  0.380403                 NaN            NaN  0.234932                 NaN  0.257831E-001            NaN            NaN
  1290.73        500.000        99.2487                 NaN            NaN            NaN            NaN  0.930093E-001            NaN  0.393064                 NaN            NaN  0.239272                 NaN  0.259415E-001            NaN            NaN
  1288.22        500.000        99.2121                 NaN            NaN            NaN            NaN  0.930677E-001            NaN  0.419791                 NaN            NaN  0.248683                 NaN  0.264003E-001            NaN            NaN
  1285.71        500.000        99.1681                 NaN            NaN            NaN            NaN  0.934446E-001            NaN  0.449028                 NaN            NaN  0.262026                 NaN  0.274350E-001            NaN            NaN
  1283.21        500.000        42.6304        56.4698                 NaN            NaN            NaN  0.949416E-001            NaN  0.493313                 NaN            NaN  0.282489                 NaN  0.291076E-001            NaN            NaN
  1280.70        500.000        39.7964        59.1984                 NaN            NaN            NaN  0.966732E-001            NaN  0.562914                 NaN            NaN  0.313925                 NaN  0.316848E-001            NaN            NaN
  1278.20        500.000        35.9951        62.8409                 NaN            NaN            NaN  0.979386E-001            NaN  0.668734                 NaN            NaN  0.361772                 NaN  0.355956E-001            NaN            NaN
  1275.69        500.000        30.6767        67.8983                 NaN            NaN            NaN  0.946826E-001            NaN  0.848754                 NaN            NaN  0.439810                 NaN  0.417124E-001            NaN            NaN
  1273.18        500.000        22.5392        75.5318                 NaN            NaN            NaN  0.606091E-001            NaN   1.22866                 NaN            NaN  0.587952                 NaN  0.517671E-001            NaN            NaN
  1270.68        500.000        7.78891        89.0827                 NaN            NaN            NaN            NaN            NaN   2.10598                 NaN            NaN  0.952303                 NaN  0.700758E-001            NaN            NaN
  1268.17        500.000        97.7659                 NaN            NaN            NaN            NaN            NaN            NaN   1.49154                 NaN            NaN  0.691462                 NaN  0.511331E-001            NaN            NaN
  1265.66        500.000        99.0237                 NaN            NaN            NaN            NaN            NaN            NaN  0.640666                 NaN            NaN  0.307900                 NaN  0.277589E-001            NaN            NaN
  1263.16        500.000        97.1891                 NaN            NaN            NaN            NaN            NaN            NaN  0.992733                 NaN            NaN  0.503257                 NaN  0.556262E-001   1.25928                 NaN
  1260.65        500.000        92.9263                 NaN            NaN            NaN            NaN            NaN            NaN   1.80600                 NaN            NaN  0.950257                 NaN  0.120898        4.19653                 NaN
  1258.15        500.000        93.5317                 NaN            NaN            NaN            NaN            NaN            NaN   1.65773                 NaN            NaN  0.869030                 NaN  0.109375        3.83213                 NaN
  1255.64        500.000        94.0263                 NaN            NaN            NaN            NaN            NaN            NaN   1.53917                 NaN            NaN  0.801464                 NaN  0.996429E-001   3.53343                 NaN
  1253.13        500.000        94.4824                 NaN            NaN            NaN            NaN            NaN            NaN   1.42599                 NaN            NaN  0.739625                 NaN  0.906136E-001   3.26141                 NaN
  1250.63        500.000        94.8712                 NaN            NaN            NaN            NaN            NaN            NaN   1.33067                 NaN            NaN  0.689267                 NaN  0.818232E-001   3.02705                 NaN
  1248.12        500.000        95.2146                 NaN            NaN            NaN            NaN            NaN            NaN   1.24483                 NaN            NaN  0.636753                 NaN  0.761805E-001   2.82761                 NaN
  1245.61        500.000        95.5315                 NaN            NaN            NaN            NaN            NaN            NaN   1.16440                 NaN            NaN  0.592510                 NaN  0.698030E-001   2.64182                 NaN
  1243.11        500.000        95.8017                 NaN            NaN            NaN            NaN            NaN            NaN   1.09860                 NaN            NaN  0.557289                 NaN  0.632528E-001   2.47914                 NaN
  1240.60        500.000        96.0497                 NaN            NaN            NaN            NaN            NaN            NaN   1.03675                 NaN            NaN  0.522050                 NaN  0.580368E-001   2.33344                 NaN
  1238.10        500.000        96.2795                 NaN            NaN            NaN            NaN            NaN            NaN  0.977885                 NaN            NaN  0.488299                 NaN  0.535361E-001   2.20082                 NaN
  1235.59        500.000        96.4831                 NaN            NaN            NaN            NaN            NaN            NaN  0.927631                 NaN            NaN  0.459811                 NaN  0.489583E-001   2.08048                 NaN
  1233.08        500.000        96.6744                 NaN            NaN            NaN            NaN            NaN            NaN  0.878883                 NaN            NaN  0.433571                 NaN  0.446656E-001   1.96845                 NaN
  1230.58        500.000        96.8538                 NaN            NaN            NaN            NaN            NaN            NaN  0.831549                 NaN            NaN  0.406240                 NaN  0.414069E-001   1.86699                 NaN
  1228.07        500.000        97.0207                 NaN            NaN            NaN            NaN            NaN            NaN  0.787989                 NaN            NaN  0.382636                 NaN  0.379184E-001   1.77075                 NaN
  1225.56        500.000        97.1716                 NaN            NaN            NaN            NaN            NaN            NaN  0.748507                 NaN            NaN  0.360183                 NaN  0.350099E-001   1.68467                 NaN
  1223.06        500.000        97.3156                 NaN            NaN            NaN            NaN            NaN            NaN  0.709772                 NaN            NaN  0.338407                 NaN  0.324557E-001   1.60377                 NaN
  1220.55        500.000        97.4517                 NaN            NaN            NaN            NaN            NaN            NaN  0.672701                 NaN            NaN  0.319028                 NaN  0.298252E-001   1.52674                 NaN
  1218.05        500.000        81.2778                 NaN            NaN            NaN            NaN            NaN            NaN   2.42825                 NaN            NaN   1.61449                 NaN  0.912991E-001   7.67907        6.90909     
  1215.54        500.000        47.7425                 NaN            NaN            NaN            NaN  0.208360                 NaN   5.90461                 NaN            NaN   4.36372                 NaN  0.201952        20.3083        21.2706     
  1213.03        500.000        71.9198                 NaN            NaN            NaN            NaN            NaN            NaN   1.79102        1.43553       0.160465E-005   2.16178                 NaN  0.143507        11.1683        11.3800     
  1210.53        500.000        64.2415                 NaN            NaN            NaN            NaN  0.138274                 NaN   4.06825                 NaN            NaN   3.01745                 NaN  0.127385        14.0254        14.3817     
  1208.02        500.000        88.8147                 NaN            NaN            NaN            NaN            NaN            NaN  0.338950        1.28181       0.181850E-004  0.860820                 NaN  0.371649E-001   4.13057        4.53598     
  1205.51        500.000        80.9798                 NaN            NaN            NaN            NaN            NaN            NaN   2.29057       0.380908E-002            NaN   1.54726                 NaN  0.699782E-001   7.44935        7.65921     
  1203.01        500.000        82.2923                 NaN            NaN            NaN            NaN            NaN            NaN  0.161131        1.40617       0.467447        1.45447                 NaN  0.596183E-001   6.96528        7.19357     
  1200.50        500.000        52.6872                 NaN            NaN            NaN            NaN  0.398640                 NaN   4.29034                 NaN            NaN   3.78777                 NaN  0.176924        18.3700        20.2891     
  1197.99        500.000        97.9677                 NaN            NaN            NaN            NaN            NaN            NaN  0.480926       0.144396E-001            NaN  0.899041E-001            NaN            NaN   1.44704                 NaN
  1195.49        500.000        81.6095                 NaN            NaN            NaN            NaN  0.120931                 NaN   1.62370                 NaN            NaN   1.43664                 NaN  0.766892E-001   7.49207        7.64043     
  1192.98        500.000        98.2109                 NaN            NaN            NaN            NaN            NaN            NaN  0.457198                 NaN            NaN  0.920926E-001            NaN  0.144401E-002   1.23837                 NaN
  1190.48        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.39869        2.27572       0.149415E-003   6.96623                 NaN  0.325347        43.5007        40.5332     
  1187.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.30829        2.36937       0.850209E-005   6.96970                 NaN  0.324482        43.4926        40.5356     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.21705        2.46371       0.903358E-005   6.97333                 NaN  0.323625        43.4843        40.5380     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.12493        2.55895       0.850330E-005   6.97697                 NaN  0.322753        43.4760        40.5404     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.03278        2.65427       0.812275E-005   6.98068                 NaN  0.321873        43.4676        40.5428     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.93928        2.75095       0.781809E-005   6.98441                 NaN  0.320983        43.4592        40.5452     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.84603        2.84749       0.759872E-005   6.98818                 NaN  0.320079        43.4506        40.5476     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.75222        2.94461       0.848285E-005   6.99199                 NaN  0.319164        43.4419        40.5501     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.816614E-005   5.65781        3.04233        6.99584                 NaN  0.318246        43.4333        40.5525     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.821222E-005   5.56345        3.14012        6.99973                 NaN  0.317296        43.4244        40.5549     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.819527E-005   5.46796        3.23901        7.00366                 NaN  0.316347        43.4156        40.5574     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.784587E-005   5.36763        3.34308        7.00789                 NaN  0.315359        43.4061        40.5599     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.38446        5.35268                 NaN   7.03316                 NaN  0.308840        43.3535        40.5673     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.18191        3.53571       0.605505E-004   7.01577                 NaN  0.313379        43.3884        40.5648     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.05133        3.67124       0.640071E-004   7.02222                 NaN  0.311753        43.3759        40.5675     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.95412        3.77193       0.761423E-004   7.02627                 NaN  0.310759        43.3669        40.5699     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.85669        3.87284       0.104207E-003   7.03036                 NaN  0.309751        43.3579        40.5723     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.75912        3.97392       0.116676E-003   7.03452                 NaN  0.308731        43.3489        40.5747     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.66110        4.07547       0.129087E-003   7.03873                 NaN  0.307690        43.3397        40.5771     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.56336        4.17680       0.137465E-003   7.04298                 NaN  0.306637        43.3306        40.5795     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.46538        4.27839       0.146036E-003   7.04728                 NaN  0.305563        43.3213        40.5819     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.116429E-002   4.40410        4.34271        7.04960                 NaN  0.304981        43.3126        40.5849     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.30372        4.42341       0.254262E-001   7.05397                 NaN  0.303798        43.3021        40.5876     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.426668        8.37465                 NaN   7.09416                 NaN  0.292408        43.2120        40.6002     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN  0.881128                 NaN   6.82916       0.411950                 NaN   6.89733                 NaN  0.361953        43.6634        40.9551     
