|6.6.6
Archiving\03_Data\eqfracLP/QFM/TIS/TIS_1.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         an             San(TH)        ilm            q             
  1156.93        500.000                 NaN   5.90067                 NaN            NaN   3.74572        7.10710        42.3759       0.234442        40.6361     
  1155.87        500.000                 NaN   5.89769                 NaN            NaN   3.74623        7.11487        42.3598       0.237893        40.6435     
  1154.81        500.000                 NaN   5.89737                 NaN            NaN   3.74031        7.11520        42.3594       0.244163        40.6436     
  1153.75        500.000                 NaN   5.89529                 NaN            NaN   3.73636        7.11666        42.3570       0.249658        40.6450     
  1152.69        500.000                 NaN   5.89457                 NaN            NaN   3.73234        7.11843        42.3529       0.254906        40.6468     
  1151.63        500.000                 NaN   5.89602                 NaN            NaN   3.70940        7.11483        42.3636       0.275487        40.6407     
  1150.57        500.000                 NaN   5.88685                 NaN            NaN   3.72040        7.12832        42.3356       0.272914        40.6559     
  1149.51        500.000                 NaN   5.90266                 NaN            NaN   3.70281        7.10570        42.3801       0.276353        40.6324     
  1148.45        500.000                 NaN   5.90254                 NaN            NaN   3.69752        7.10710        42.3778       0.282120        40.6329     
  1147.39        500.000                 NaN   5.90187                 NaN            NaN   3.69287        7.10737        42.3770       0.287353        40.6335     
  1146.33        500.000                 NaN   5.90047                 NaN            NaN   3.68816        7.10848        42.3755       0.293159        40.6342     
  1145.27        500.000                 NaN   5.89312                 NaN            NaN   3.68057        7.11885        42.3579       0.306649        40.6429     
  1144.21        500.000                 NaN   5.89997                 NaN            NaN   3.67819        7.11051        42.3719       0.304049        40.6354     
  1143.15        500.000                 NaN   5.89008                 NaN            NaN   3.68640        7.12302        42.3457       0.305076        40.6497     
  1142.09        500.000                 NaN   5.89941                 NaN            NaN   3.66847        7.11238        42.3681       0.314837        40.6368     
  1141.03        500.000                 NaN   5.89873                 NaN            NaN   3.66365        7.11342        42.3666       0.320244        40.6374     
  1139.97        500.000                 NaN   5.89824                 NaN            NaN   3.65873        7.11426        42.3653       0.325643        40.6378     
  1138.91        500.000                 NaN   5.89812                 NaN            NaN   3.65402        7.11515        42.3632       0.330948        40.6386     
  1137.85        500.000                 NaN   5.89585                 NaN            NaN   3.64614        7.12015        42.3517       0.342444        40.6437     
  1136.79        500.000                 NaN   5.89719                 NaN            NaN   3.64453        7.11709        42.3599       0.341518        40.6398     
  1135.72        500.000                 NaN   5.89399                 NaN            NaN   3.64479        7.12261        42.3473       0.345178        40.6461     
  1134.66        500.000                 NaN   5.89643                 NaN            NaN   3.63503        7.11899        42.3564       0.352089        40.6411     
  1133.60        500.000                 NaN   5.89613                 NaN            NaN   3.63037        7.11954        42.3552       0.357148        40.6416     
  1132.54        500.000                 NaN   5.89266                 NaN            NaN   3.62868        7.12462        42.3458       0.362027        40.6462     
  1131.48        500.000                 NaN   5.89270                 NaN            NaN   3.62882        7.12482        42.3453       0.361997        40.6464     
  1130.42        500.000                 NaN   5.89451                 NaN            NaN   3.61646        7.12240        42.3503       0.372843        40.6435     
  1129.36        500.000                 NaN   5.89393                 NaN            NaN   3.61228        7.12331        42.3484       0.377685        40.6443     
  1128.30        500.000                 NaN   5.89210                 NaN            NaN   3.60764        7.12544        42.3453       0.383697        40.6458     
  1127.24        500.000                 NaN   5.89237                 NaN            NaN   3.60338        7.12518        42.3453       0.387986        40.6457     
  1126.18        500.000                 NaN   5.89251                 NaN            NaN   3.59825        7.12642        42.3431       0.393488        40.6463     
  1125.12        500.000                 NaN   5.88679                 NaN            NaN   3.58970        7.12715        42.3444       0.404704        40.6472     
  1124.06        500.000                 NaN   5.89203                 NaN            NaN   3.58899        7.12727        42.3400       0.404046        40.6477     
  1123.00        500.000                 NaN   5.89031                 NaN            NaN   3.58912        7.12914        42.3390       0.404243        40.6482     
  1121.94        500.000                 NaN   5.88936                 NaN            NaN   3.58088        7.12996        42.3370       0.413635        40.6492     
  1120.88        500.000                 NaN   5.88641                 NaN            NaN   3.57644        7.13124        42.3363       0.419722        40.6498     
  1119.82        500.000                 NaN   5.88822                 NaN            NaN   3.57073        7.13237        42.3337       0.424770        40.6502     
  1118.76        500.000                 NaN   5.88887                 NaN            NaN   3.56695        7.13311        42.3312       0.428867        40.6510     
  1117.70        500.000                 NaN   5.88638                 NaN            NaN   3.56320        7.13417        42.3304       0.434021        40.6519     
  1116.64        500.000                 NaN   5.88616                 NaN            NaN   3.55857        7.13520        42.3287       0.439035        40.6523     
  1115.58        500.000                 NaN   5.88591                 NaN            NaN   3.55379        7.13628        42.3269       0.444251        40.6528     
  1114.52        500.000                 NaN   5.88303                 NaN            NaN   3.54952        7.13740        42.3266       0.449992        40.6535     
  1113.46        500.000                 NaN   5.85806                 NaN            NaN   3.56290        7.13335        42.3311       0.450529        40.6641     
  1112.40        500.000                 NaN   5.79946                 NaN            NaN   3.57173        7.14375        42.3409       0.466053        40.6782     
  1111.34        500.000                 NaN   5.88032                 NaN            NaN   3.54018        7.13963        42.3206       0.462072        40.6572     
  1110.28        500.000                 NaN   5.87190                 NaN            NaN   3.53995        7.13990        42.3213       0.466862        40.6601     
  1109.22        500.000                 NaN   5.87344                 NaN            NaN   3.53449        7.14037        42.3198       0.471856        40.6601     
  1108.16        500.000                 NaN   5.87730                 NaN            NaN   3.52621        7.14255        42.3175       0.478003        40.6584     
  1107.10        500.000                 NaN   5.88033                 NaN            NaN   3.52345        7.14385        42.3125       0.480120        40.6597     
  1106.04        500.000                 NaN   5.88088                 NaN            NaN   3.51909        7.14484        42.3103       0.484560        40.6603     
  1104.97        500.000                 NaN   5.88223                 NaN            NaN   3.51280        7.14472        42.3089       0.490919        40.6604     
  1103.91        500.000                 NaN   5.87870                 NaN            NaN   3.51084        7.14702        42.3073       0.494452        40.6617     
  1102.85        500.000                 NaN   5.87819                 NaN            NaN   3.50716        7.14800        42.3054       0.498733        40.6625     
  1101.79        500.000                 NaN   5.87729                 NaN            NaN   3.50354        7.14900        42.3037       0.503117        40.6634     
  1100.73        500.000                 NaN   5.87603                 NaN            NaN   3.49820        7.15034        42.3027       0.509141        40.6636     
  1099.67        500.000                 NaN   5.87559                 NaN            NaN   3.49528        7.15115        42.3005       0.512776        40.6647     
  1098.61        500.000                 NaN   5.87451                 NaN            NaN   3.49271        7.16410        42.2774       0.517682        40.6736     
  1097.55        500.000                 NaN   5.87405                 NaN            NaN   3.48858        7.16403        42.2777       0.522129        40.6735     
  1096.49        500.000                 NaN   5.87355                 NaN            NaN   3.48448        7.16420        42.2776       0.526577        40.6736     
  1095.43        500.000                 NaN   5.87305                 NaN            NaN   3.48047        7.16464        42.2770       0.530987        40.6738     
  1094.37        500.000                 NaN   5.87188                 NaN            NaN   3.47834        7.15621        42.2908       0.533290        40.6695     
  1093.31        500.000                 NaN   5.87125                 NaN            NaN   3.47337        7.15735        42.2897       0.538720        40.6697     
  1092.25        500.000                 NaN   5.87044                 NaN            NaN   3.46980        7.15842        42.2879       0.542980        40.6705     
  1091.19        500.000                 NaN   5.87027                 NaN            NaN   3.46596        7.16115        42.2830       0.547375        40.6722     
  1090.13        500.000                 NaN   5.86907                 NaN            NaN   3.46285        7.16053        42.2840       0.551291        40.6722     
  1089.07        500.000                 NaN   5.86842                 NaN            NaN   3.45938        7.16158        42.2821       0.555399        40.6731     
  1088.01        500.000                 NaN   5.86785                 NaN            NaN   3.45598        7.16263        42.2802       0.559407        40.6739     
  1086.95        500.000                 NaN   5.86832                 NaN            NaN   3.45017        7.16858        42.2714       0.565051        40.6765     
  1085.89        500.000                 NaN   5.86615                 NaN            NaN   3.44806        7.16481        42.2771       0.568661        40.6752     
  1084.83        500.000                 NaN   5.86557                 NaN            NaN   3.44535        7.16586        42.2749       0.572038        40.6763     
  1083.77        500.000                 NaN   5.86416                 NaN            NaN   3.44493        7.16682        42.2714       0.573929        40.6788     
  1082.71        500.000                 NaN   5.86357                 NaN            NaN   3.43882        7.16808        42.2711       0.580207        40.6782     
  1081.65        500.000                 NaN   5.86276                 NaN            NaN   3.43567        7.16915        42.2692       0.584095        40.6791     
  1080.59        500.000                 NaN   5.86198                 NaN            NaN   3.43261        7.17021        42.2672       0.587880        40.6801     
  1079.53        500.000                 NaN   5.86098                 NaN            NaN   3.43045        7.17116        42.2650       0.590964        40.6814     
  1078.47        500.000                 NaN   5.86015                 NaN            NaN   3.42612        7.17239        42.2638       0.595804        40.6818     
  1077.41        500.000                 NaN   5.86507                 NaN            NaN   3.40731        7.18118        42.2567       0.608959        40.6808     
  1076.35        500.000                 NaN   5.85853                 NaN            NaN   3.41972        7.17455        42.2600       0.603648        40.6836     
  1075.28        500.000                 NaN   5.85679                 NaN            NaN   3.41632        7.17613        42.2576       0.608085        40.6851     
  1074.22        500.000                 NaN   5.85687                 NaN            NaN   3.41355        7.17676        42.2562       0.611260        40.6854     
  1073.16        500.000                 NaN   5.85665                 NaN            NaN   3.41084        7.17785        42.2537       0.614514        40.6865     
  1072.10        500.000                 NaN   5.86572                 NaN            NaN   3.39109        7.18083        42.2561       0.625615        40.6806     
  1071.04        500.000                 NaN   5.85505                 NaN            NaN   3.40477        7.18007        42.2498       0.621993        40.6883     
  1069.98        500.000                 NaN   5.86164                 NaN            NaN   3.38977        7.18141        42.2549       0.629968        40.6824     
  1068.92        500.000                 NaN   5.86246                 NaN            NaN   3.37954        7.18335        42.2557       0.638087        40.6809     
  1067.86        500.000                 NaN   5.86329                 NaN            NaN   3.38035        7.18206        42.2557       0.637467        40.6812     
  1066.80        500.000                 NaN   5.85183                 NaN            NaN   3.39251        7.18454        42.2423       0.637036        40.6918     
  1065.74        500.000                 NaN   5.85101                 NaN            NaN   3.38966        7.18570        42.2404       0.640567        40.6927     
  1064.68        500.000                 NaN   5.86044                 NaN            NaN   3.37098        7.18350        42.2540       0.648888        40.6822     
  1063.62        500.000                 NaN   5.84932                 NaN            NaN   3.38380        7.18799        42.2365       0.647864        40.6945     
  1062.56        500.000                 NaN   5.84930                 NaN            NaN   3.37990        7.18904        42.2347       0.651992        40.6951     
  1061.50        500.000                 NaN   5.84798                 NaN            NaN   3.37786        7.19034        42.2325       0.655066        40.6962     
  1060.44        500.000                 NaN   5.84775                 NaN            NaN   3.37467        7.19136        42.2305       0.658587        40.6972     
  1059.38        500.000                 NaN   5.84673                 NaN            NaN   3.37239        7.19257        42.2281       0.661737        40.6985     
  1058.32        500.000                 NaN   5.82218                 NaN            NaN   3.37954        7.18576        42.2464       0.665138        40.7010     
  1057.26        500.000                 NaN   5.82301                 NaN            NaN   3.37578        7.18694        42.2442       0.668712        40.7013     
  1056.20        500.000                 NaN   5.84389                 NaN            NaN   3.36415        7.19614        42.2225       0.672329        40.7010     
  1055.14        500.000                 NaN   5.84484                 NaN            NaN   3.36167        7.19770        42.2192       0.674595        40.7020     
  1054.08        500.000                 NaN   5.84217                 NaN            NaN   3.35843        7.19854        42.2187       0.679436        40.7027     
  1053.02        500.000                 NaN   5.84131                 NaN            NaN   3.35655        7.19963        42.2163       0.682162        40.7041     
  1051.96        500.000                 NaN   5.83994                 NaN            NaN   3.35468        7.20074        42.2142       0.685065        40.7054     
  1050.90        500.000                 NaN   5.83910                 NaN            NaN   3.35060        7.20201        42.2131       0.689624        40.7056     
  1049.84        500.000                 NaN   5.83822                 NaN            NaN   3.34947        7.20311        42.2102       0.691720        40.7073     
  1048.78        500.000                 NaN   5.83736                 NaN            NaN   3.34690        7.20431        42.2081       0.695015        40.7083     
  1047.72        500.000                 NaN   5.83650                 NaN            NaN   3.34434        7.20550        42.2061       0.698296        40.7092     
  1046.66        500.000                 NaN   5.83564                 NaN            NaN   3.34181        7.20670        42.2041       0.701547        40.7102     
  1045.60        500.000                 NaN   5.83501                 NaN            NaN   3.33994        7.20785        42.2015       0.704184        40.7115     
  1044.53        500.000                 NaN   5.83411                 NaN            NaN   3.33788        7.20910        42.1992       0.707016        40.7127     
  1043.47        500.000                 NaN   5.83341                 NaN            NaN   3.33504        7.21027        42.1973       0.710486        40.7135     
  1042.41        500.000                 NaN   5.83260                 NaN            NaN   3.33263        7.21149        42.1952       0.713605        40.7145     
  1041.35        500.000                 NaN   5.83179                 NaN            NaN   3.33023        7.21270        42.1931       0.716708        40.7155     
  1040.29        500.000                 NaN   5.83101                 NaN            NaN   3.32696        7.21400        42.1916       0.720486        40.7160     
  1039.23        500.000                 NaN   5.83025                 NaN            NaN   3.32461        7.21524        42.1894       0.723526        40.7170     
  1038.17        500.000                 NaN   5.82935                 NaN            NaN   3.32317        7.21638        42.1867       0.725886        40.7185     
  1037.11        500.000                 NaN   5.82841                 NaN            NaN   3.32011        7.21766        42.1852       0.729539        40.7191     
  1036.05        500.000                 NaN   5.82773                 NaN            NaN   3.31857        7.21885        42.1824       0.731903        40.7205     
  1034.99        500.000                 NaN   5.82685                 NaN            NaN   3.31554        7.22014        42.1808       0.735512        40.7211     
  1033.93        500.000                 NaN   5.82609                 NaN            NaN   3.31399        7.22133        42.1782       0.737889        40.7225     
  1032.87        500.000                 NaN   5.82531                 NaN            NaN   3.31176        7.22259        42.1760       0.740824        40.7235     
  1031.81        500.000                 NaN   5.82410                 NaN            NaN   3.31067        7.22390        42.1730       0.743003        40.7253     
  1030.75        500.000                 NaN   5.82363                 NaN            NaN   3.30754        7.22508        42.1715       0.746511        40.7257     
  1029.69        500.000                 NaN   5.82283                 NaN            NaN   3.30534        7.22635        42.1694       0.749405        40.7267     
  1028.63        500.000                 NaN   5.82203                 NaN            NaN   3.30317        7.22761        42.1672       0.752280        40.7277     
  1027.57        500.000                 NaN   5.78573                 NaN            NaN   3.31925        7.22554        42.1751       0.754832        40.7396     
  1026.51        500.000                 NaN   5.78472                 NaN            NaN   3.31490        7.22696        42.1746       0.759552        40.7393     
  1025.45        500.000                 NaN   5.81884                 NaN            NaN   3.29805        7.23153        42.1598       0.760098        40.7317     
  1024.39        500.000                 NaN   5.81811                 NaN            NaN   3.29608        7.23278        42.1575       0.762759        40.7328     
  1023.33        500.000                 NaN   5.81738                 NaN            NaN   3.29413        7.23404        42.1552       0.765402        40.7339     
  1022.27        500.000                 NaN   5.81709                 NaN            NaN   3.29122        7.23530        42.1534       0.768639        40.7344     
  1021.21        500.000                 NaN   5.81673                 NaN            NaN   3.28887        7.23660        42.1511       0.771496        40.7352     
  1020.15        500.000                 NaN   5.81508                 NaN            NaN   3.28743        7.23780        42.1491       0.774028        40.7366     
  1019.09        500.000                 NaN   5.79839                 NaN            NaN   3.29232        7.23773        42.1522       0.777600        40.7417     
  1018.03        500.000                 NaN   5.81208                 NaN            NaN   3.28541        7.24041        42.1444       0.778106        40.7396     
  1016.97        500.000                 NaN   5.80173                 NaN            NaN   3.28553        7.24071        42.1458       0.783345        40.7429     
  1015.91        500.000                 NaN   5.81162                 NaN            NaN   3.27901        7.24320        42.1404       0.785227        40.7405     
  1014.84        500.000                 NaN   5.80781                 NaN            NaN   3.27857        7.24478        42.1377       0.787916        40.7432     
  1013.78        500.000                 NaN   5.81637                 NaN            NaN   3.27160        7.25079        42.1268       0.791037        40.7435     
  1012.72        500.000                 NaN   5.82997                 NaN            NaN   3.25906        7.26433        42.1051       0.796480        40.7451     
  1011.66        500.000                 NaN   5.81532                 NaN            NaN   3.27121        7.24979        42.1251       0.793115        40.7455     
  1010.60        500.000                 NaN   5.80879                 NaN            NaN   3.27021        7.24982        42.1275       0.797310        40.7463     
  1009.54        500.000                 NaN   5.65770                 NaN            NaN   3.32338        7.21333        42.2471       0.802300        40.7562     
  1008.48        500.000                 NaN   5.80730                 NaN            NaN   3.26678        7.25252        42.1226       0.802158        40.7487     
  1007.42        500.000                 NaN   5.81208                 NaN            NaN   3.26305        7.25465        42.1182       0.803535        40.7485     
  1006.36        500.000                 NaN   5.80576                 NaN            NaN   3.26331        7.25522        42.1177       0.807048        40.7509     
  1005.30        500.000                 NaN   5.81284                 NaN            NaN   3.25766        7.25771        42.1125       0.809314        40.7500     
  1004.24        500.000                 NaN   5.79597                 NaN            NaN   3.27787        7.26171        42.1180       0.794069        40.7524     
  1003.18        500.000                 NaN   5.80224                 NaN            NaN   3.25917        7.25907        42.1107       0.813922        40.7548     
  1002.12        500.000                 NaN   5.80060                 NaN            NaN   3.25789        7.26032        42.1087       0.816290        40.7562     
  1001.06        500.000                 NaN   5.79975                 NaN            NaN   3.25560        7.26169        42.1068       0.819211        40.7569     
