|6.6.6
Archiving\03_Data\Dfrac/QFM_m4/T13/T13_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       Ni             Sp(TH)         Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1511.28        2500.00        99.3956                 NaN            NaN            NaN  0.223251E-005            NaN  0.604401                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.0337                 NaN            NaN            NaN  0.279327E-003            NaN  0.965979                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.0359                 NaN            NaN            NaN            NaN            NaN  0.964088                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.0373                 NaN            NaN            NaN            NaN            NaN  0.962717                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.0374                 NaN            NaN            NaN            NaN            NaN  0.962648                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.0386                 NaN            NaN            NaN            NaN            NaN  0.961436                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.0402                 NaN            NaN            NaN            NaN            NaN  0.959849                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.0385                 NaN            NaN            NaN            NaN            NaN  0.961522                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.0347                 NaN            NaN            NaN            NaN            NaN  0.965295                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.0307                 NaN            NaN            NaN            NaN            NaN  0.969297                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.0234                 NaN            NaN            NaN            NaN            NaN  0.976613                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.0170                 NaN            NaN            NaN            NaN            NaN  0.982955                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.0045                 NaN            NaN            NaN            NaN            NaN  0.995460                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.9932                 NaN            NaN            NaN            NaN            NaN   1.00675                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.9709                 NaN            NaN            NaN            NaN            NaN   1.02910                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.9489                 NaN            NaN            NaN            NaN            NaN   1.05112                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.9149                 NaN            NaN            NaN            NaN            NaN   1.08509                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.8435                 NaN            NaN            NaN            NaN            NaN   1.15655                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.5789                 NaN            NaN            NaN            NaN            NaN   1.07123       0.349915                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.5200                 NaN            NaN            NaN            NaN            NaN  0.130110E-001   1.46700                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.5372                 NaN            NaN            NaN            NaN            NaN  0.218604E-002   1.46066                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.5500                 NaN            NaN            NaN            NaN            NaN  0.622114E-001   1.38781                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.5653                 NaN            NaN            NaN            NaN            NaN  0.557479E-001   1.37896                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.5808                 NaN            NaN            NaN            NaN            NaN  0.336268E-001   1.38556                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.5953                 NaN            NaN            NaN            NaN            NaN  0.458780E-001   1.35879                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.6087                 NaN            NaN            NaN            NaN            NaN  0.277140E-001   1.36360                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.6215                 NaN            NaN            NaN            NaN            NaN  0.151152E-001   1.36343                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.6337                 NaN            NaN            NaN            NaN            NaN  0.180829E-001   1.34818                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.6416                 NaN            NaN            NaN            NaN            NaN  0.132487E-001   1.34510                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.6532                 NaN            NaN            NaN            NaN            NaN  0.112156E-001   1.33559                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.6648                 NaN            NaN            NaN            NaN            NaN   1.33515                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        96.9108                 NaN            NaN            NaN            NaN            NaN  0.898120        1.30601                 NaN  0.885059                 NaN            NaN            NaN
  1431.08        2500.00        96.0211                 NaN            NaN            NaN  0.201963                 NaN   1.14040        1.26401                 NaN   1.37255                 NaN            NaN            NaN
  1428.57        2500.00        95.9717                 NaN            NaN            NaN  0.597879                 NaN   1.96155                 NaN            NaN   1.46888                 NaN            NaN            NaN
  1426.07        2500.00        96.0924                 NaN            NaN            NaN  0.591648                 NaN   1.88892                 NaN            NaN   1.42703                 NaN            NaN            NaN
  1423.56        2500.00        96.2068                 NaN            NaN            NaN  0.606531                 NaN   1.79686                 NaN            NaN   1.38980                 NaN            NaN            NaN
  1421.05        2500.00        96.2851                 NaN            NaN            NaN  0.568365                 NaN   1.78751                 NaN            NaN   1.35905                 NaN            NaN            NaN
  1418.55        2500.00        96.3513                 NaN            NaN            NaN  0.499187                 NaN   1.82755                 NaN            NaN   1.32200                 NaN            NaN            NaN
  1416.04        2500.00        96.5303                 NaN            NaN            NaN  0.586763                 NaN   1.60860                 NaN            NaN   1.27436                 NaN            NaN            NaN
  1413.53        2500.00        96.6025                 NaN            NaN            NaN  0.585826                 NaN   1.56145                 NaN            NaN   1.25024                 NaN            NaN            NaN
  1411.03        2500.00        96.6863                 NaN            NaN            NaN  0.575239                 NaN   1.51998                 NaN            NaN   1.21851                 NaN            NaN            NaN
  1408.52        2500.00        96.7634                 NaN            NaN            NaN  0.564031                 NaN   1.48335                 NaN            NaN   1.18923                 NaN            NaN            NaN
  1406.02        2500.00        96.8370                 NaN            NaN            NaN  0.547922                 NaN   1.45404                 NaN            NaN   1.16105                 NaN            NaN            NaN
  1403.51        2500.00        96.9221                 NaN            NaN            NaN  0.551946                 NaN   1.39546                 NaN            NaN   1.13047                 NaN            NaN            NaN
  1401.00        2500.00        96.9892                 NaN            NaN            NaN  0.531435                 NaN   1.37576                 NaN            NaN   1.10365                 NaN            NaN            NaN
  1398.50        2500.00        97.0673                 NaN            NaN            NaN  0.546433                 NaN   1.30768                 NaN            NaN   1.07856                 NaN            NaN            NaN
  1395.99        2500.00        97.1270                 NaN            NaN            NaN  0.527051                 NaN   1.29282                 NaN            NaN   1.05314                 NaN            NaN            NaN
  1393.48        2500.00        97.1921                 NaN            NaN            NaN  0.521002                 NaN   1.25845                 NaN            NaN   1.02841                 NaN            NaN            NaN
  1390.98        2500.00        97.2584                 NaN            NaN            NaN  0.514991                 NaN   1.22256                 NaN            NaN   1.00404                 NaN            NaN            NaN
  1388.47        2500.00        97.3139                 NaN            NaN            NaN  0.505585                 NaN   1.19927                 NaN            NaN  0.981269                 NaN            NaN            NaN
  1385.96        2500.00        97.3726                 NaN            NaN            NaN  0.497098                 NaN   1.17180                 NaN            NaN  0.958514                 NaN            NaN            NaN
  1383.46        2500.00        97.4276                 NaN            NaN            NaN  0.488630                 NaN   1.14711                 NaN            NaN  0.936660                 NaN            NaN            NaN
  1380.95        2500.00        97.4842                 NaN            NaN            NaN  0.479796                 NaN   1.12151                 NaN            NaN  0.914490                 NaN            NaN            NaN
  1378.45        2500.00        97.5208                 NaN            NaN            NaN  0.471999                 NaN   1.10816                 NaN            NaN  0.898997                 NaN            NaN            NaN
  1375.94        2500.00        97.5924                 NaN            NaN            NaN  0.462021                 NaN   1.07521                 NaN            NaN  0.870367                 NaN            NaN            NaN
  1373.43        2500.00        97.6362                 NaN            NaN            NaN  0.455322                 NaN   1.05466                 NaN            NaN  0.853792                 NaN            NaN            NaN
  1370.93        2500.00        97.6767                 NaN            NaN            NaN  0.455786                 NaN   1.02884                 NaN            NaN  0.838681                 NaN            NaN            NaN
  1368.42        2500.00        97.7362                 NaN            NaN            NaN  0.434673                 NaN   1.01650                 NaN            NaN  0.812635                 NaN            NaN            NaN
  1365.91        2500.00        97.7738                 NaN            NaN            NaN  0.427122                 NaN   1.00178                 NaN            NaN  0.797319                 NaN            NaN            NaN
  1363.41        2500.00        97.8166                 NaN            NaN            NaN  0.418064                 NaN  0.985666                 NaN            NaN  0.779621                 NaN            NaN            NaN
  1360.90        2500.00        97.8575                 NaN            NaN            NaN  0.410274                 NaN  0.969155                 NaN            NaN  0.763098                 NaN            NaN            NaN
  1358.40        2500.00        97.9060                 NaN            NaN            NaN  0.405499                 NaN  0.943037                 NaN            NaN  0.745429                 NaN            NaN            NaN
  1355.89        2500.00        97.9452                 NaN            NaN            NaN  0.389410                 NaN  0.939366                 NaN            NaN  0.725988                 NaN            NaN            NaN
  1353.38        2500.00        97.9799                 NaN            NaN            NaN  0.381210                 NaN  0.926686                 NaN            NaN  0.712196                 NaN            NaN            NaN
  1350.88        2500.00        98.0208                 NaN            NaN            NaN  0.369302                 NaN  0.914449                 NaN            NaN  0.695449                 NaN            NaN            NaN
  1348.37        2500.00        98.0554                 NaN            NaN            NaN  0.362055                 NaN  0.901844                 NaN            NaN  0.680670                 NaN            NaN            NaN
  1345.86        2500.00        98.0911                 NaN            NaN            NaN  0.351680                 NaN  0.891629                 NaN            NaN  0.665597                 NaN            NaN            NaN
  1343.36        2500.00        98.1260                 NaN            NaN            NaN  0.342563                 NaN  0.880469                 NaN            NaN  0.650946                 NaN            NaN            NaN
  1340.85        2500.00        98.1596                 NaN            NaN            NaN  0.331561                 NaN  0.872276                 NaN            NaN  0.636566                 NaN            NaN            NaN
  1338.35        2500.00        98.1943                 NaN            NaN            NaN  0.323244                 NaN  0.860067                 NaN            NaN  0.622393                 NaN            NaN            NaN
  1335.84        2500.00        98.2265                 NaN            NaN            NaN  0.312393                 NaN  0.852589                 NaN            NaN  0.608568                 NaN            NaN            NaN
  1333.33        2500.00        98.2583                 NaN            NaN            NaN  0.304734                 NaN  0.841438                 NaN            NaN  0.595576                 NaN            NaN            NaN
  1330.83        2500.00        98.2904                 NaN            NaN            NaN  0.293004                 NaN  0.834594                 NaN            NaN  0.582036                 NaN            NaN            NaN
  1328.32        2500.00        98.3223                 NaN            NaN            NaN  0.284430                 NaN  0.824220                 NaN            NaN  0.569090                 NaN            NaN            NaN
  1325.81        2500.00        98.3507                 NaN            NaN            NaN  0.275254                 NaN  0.817069                 NaN            NaN  0.556952                 NaN            NaN            NaN
  1323.31        2500.00        98.3811                 NaN            NaN            NaN  0.264595                 NaN  0.809879                 NaN            NaN  0.544401                 NaN            NaN            NaN
  1320.80        2500.00        98.4128                 NaN            NaN            NaN  0.255926                 NaN  0.798737                 NaN            NaN  0.532582                 NaN            NaN            NaN
  1318.30        2500.00        98.4379                 NaN            NaN            NaN  0.244362                 NaN  0.797434                 NaN            NaN  0.520272                 NaN            NaN            NaN
  1315.79        2500.00        98.4646                 NaN            NaN            NaN  0.234263                 NaN  0.791428                 NaN            NaN  0.509701                 NaN            NaN            NaN
  1313.28        2500.00        98.4917                 NaN            NaN            NaN  0.223932                 NaN  0.785780                 NaN            NaN  0.498571                 NaN            NaN            NaN
  1310.78        2500.00        98.5171                 NaN            NaN            NaN  0.214824                 NaN  0.779930                 NaN            NaN  0.488127                 NaN            NaN            NaN
  1308.27        2500.00        98.5412                 NaN            NaN            NaN  0.204551                 NaN  0.776210                 NaN            NaN  0.478041                 NaN            NaN            NaN
  1305.76        2500.00        98.5672                 NaN            NaN            NaN  0.193671                 NaN  0.771620                 NaN            NaN  0.467538                 NaN            NaN            NaN
  1303.26        2500.00        98.5899                 NaN            NaN            NaN  0.182888                 NaN  0.769175                 NaN            NaN  0.458083                 NaN            NaN            NaN
  1300.75        2500.00        98.6140                 NaN            NaN            NaN  0.171160                 NaN  0.766544                 NaN            NaN  0.448295                 NaN            NaN            NaN
  1298.25        2500.00        98.6374                 NaN            NaN            NaN  0.161992                 NaN  0.761592                 NaN            NaN  0.438998                 NaN            NaN            NaN
  1295.74        2500.00        98.6573                 NaN            NaN            NaN  0.150389                 NaN  0.761649                 NaN            NaN  0.430662                 NaN            NaN            NaN
  1293.23        2500.00        98.6808                 NaN            NaN            NaN  0.139767                 NaN  0.757591                 NaN            NaN  0.421816                 NaN            NaN            NaN
  1290.73        2500.00        88.3770                 NaN            NaN            NaN  0.322217                 NaN   3.11520                 NaN            NaN   1.70999        6.47559                 NaN            NaN
  1288.22        2500.00        85.5111                 NaN            NaN            NaN  0.189810                 NaN   3.92034                 NaN            NaN   2.11441        8.07535       0.188971                 NaN
  1285.71        2500.00        86.2512                 NaN            NaN            NaN  0.424714E-001            NaN   3.90152                 NaN            NaN   2.01075        7.58179       0.212309                 NaN
  1283.21        2500.00        87.7284                 NaN            NaN            NaN            NaN            NaN   3.57840                 NaN            NaN   1.80751        6.70345       0.182228                 NaN
  1280.70        2500.00        89.0434                 NaN            NaN            NaN            NaN            NaN   3.22333                 NaN            NaN   1.62996        5.94583       0.157505                 NaN
  1278.20        2500.00        85.7890                 NaN            NaN            NaN  0.789183E-001            NaN   1.92101        1.84831                 NaN   2.14092        7.98176       0.240057                 NaN
  1275.69        2500.00        91.3994                 NaN            NaN            NaN  0.712700E-001            NaN   2.74626                 NaN            NaN   1.32491        4.35332       0.104886                 NaN
  1273.18        2500.00        92.9044                 NaN            NaN            NaN            NaN            NaN   2.13083                 NaN            NaN   1.04135        3.84259       0.808663E-001            NaN
  1270.68        2500.00        94.9325                 NaN            NaN            NaN            NaN            NaN  0.684664       0.409623E-001  0.591363       0.527232        3.11022       0.113030                 NaN
  1268.17        2500.00        92.4975                 NaN            NaN            NaN            NaN            NaN   2.49358                 NaN            NaN   1.37616        3.55492       0.778274E-001            NaN
  1265.66        2500.00        96.2838                 NaN            NaN            NaN            NaN            NaN  0.412730                 NaN            NaN  0.695256        2.56263       0.456093E-001            NaN
  1263.16        2500.00        93.2432                 NaN            NaN            NaN            NaN            NaN  0.305086        2.34566       0.407847E-001  0.867602        3.13488       0.628302E-001            NaN
  1260.65        2500.00        95.0421                 NaN            NaN            NaN            NaN            NaN   1.50041                 NaN            NaN  0.760021        2.62415       0.732912E-001            NaN
  1258.15        2500.00        94.7720                 NaN            NaN            NaN            NaN            NaN   1.25673       0.536841E-001            NaN  0.719331        3.12105       0.772546E-001            NaN
  1255.64        2500.00        97.1113                 NaN            NaN            NaN            NaN            NaN   1.01307                 NaN            NaN  0.419426        1.41478       0.414241E-001            NaN
  1253.13        2500.00        95.8882                 NaN            NaN            NaN            NaN            NaN   1.15645                 NaN            NaN  0.610136        2.28863       0.565592E-001            NaN
  1250.63        2500.00        96.4629                 NaN            NaN            NaN            NaN            NaN  0.464773       0.437110                 NaN  0.487108        2.08311       0.650110E-001            NaN
  1248.12        2500.00        96.5858                 NaN            NaN            NaN            NaN            NaN  0.932201                 NaN            NaN  0.605044        1.80593       0.710346E-001            NaN
  1245.61        2500.00        96.9343                 NaN            NaN            NaN            NaN            NaN  0.757720       0.143625                 NaN  0.324267        1.82326       0.168149E-001            NaN
  1243.11        2500.00        76.9954                 NaN            NaN            NaN            NaN            NaN  0.165666        3.39606                 NaN   2.30539        9.67898       0.134268        7.32426     
  1240.60        2500.00        78.7474                 NaN            NaN            NaN            NaN            NaN   3.17834                 NaN            NaN   2.05952        9.02269       0.136029        6.85598     
  1238.10        2500.00        81.7870                 NaN            NaN            NaN            NaN            NaN   2.66475                 NaN            NaN   1.70295        7.83251       0.125867        5.88692     
  1235.59        2500.00        81.5236                 NaN            NaN            NaN            NaN            NaN   2.25265       0.368161                 NaN   1.75802        7.88960       0.115195        6.09278     
  1233.08        2500.00        74.7437                 NaN            NaN            NaN            NaN            NaN   2.14550        1.17657                 NaN   2.24595        11.3598       0.161049        8.16742     
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.6083                 NaN            NaN   8.32242        46.1676       0.621191        33.2805     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.6032                 NaN            NaN   8.33904        46.1639       0.617689        33.2762     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.6317       0.589802E-004            NaN   8.37792        46.0964       0.611044        33.2829     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.6088                 NaN            NaN   8.35139        46.1437       0.615839        33.2803     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.93577        3.67184                 NaN   8.35336        46.1416       0.615754        33.2816     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.6150                 NaN            NaN   8.36549        46.1212       0.613767        33.2845     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.1196       0.515114                 NaN   8.39521        46.0716       0.608715        33.2897     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.6202                 NaN            NaN   8.37667        46.1024       0.612035        33.2887     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.6188                 NaN            NaN   8.37785        46.1011       0.611946        33.2903     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.6448                 NaN            NaN   8.41435        46.0390       0.605668        33.2963     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.6355                 NaN            NaN   8.40284        46.0578       0.607716        33.2961     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.20965        4.44672                 NaN   8.43480        46.0041       0.603320        33.3014     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.99473        4.66534                 NaN   8.44071        45.9932       0.602578        33.3034     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.80425        4.85845                 NaN   8.44585        45.9840       0.601931        33.3055     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.63261        5.03235                 NaN   8.45037        45.9757       0.601357        33.3076     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.47749        5.18942                 NaN   8.45434        45.9683       0.600848        33.3096     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.33551        5.32653                 NaN   8.46429        45.9660       0.599217        33.3084     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.20547        5.45754                 NaN   8.46791        45.9602       0.598726        33.3101     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.6373                 NaN            NaN   8.43372        46.0153       0.605276        33.3084     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.58050        8.08610                 NaN   8.45907        45.9600       0.598257        33.3161     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.58503        8.08388                 NaN   8.46353        45.9519       0.597472        33.3181     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.59147        8.07979                 NaN   8.46800        45.9439       0.596679        33.3202     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.59990        8.07374                 NaN   8.47246        45.9358       0.595877        33.3223     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.6638                 NaN            NaN   8.46372        45.9519       0.598197        33.3224     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.62323        8.05528                 NaN   8.48135        45.9195       0.594254        33.3264     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.05457        7.62603                 NaN   8.48337        45.9137       0.593510        33.3288     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.62458        8.05958                 NaN   8.49078        45.9014       0.592634        33.3310     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.6791                 NaN            NaN   8.48961        45.9066       0.593309        33.3314     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.69559        7.99298                 NaN   8.49900        45.8867       0.590937        33.3348     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.34568        6.32115                 NaN   8.49066        45.9170       0.595313        33.3302     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.6909                 NaN            NaN   8.50640        45.8744       0.589870        33.3385     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.77494        7.92136                 NaN   8.51200        45.8622       0.588414        33.3411     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.80639        7.89250                 NaN   8.51627        45.8540       0.587571        33.3432     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.84031        7.86118                 NaN   8.52051        45.8459       0.586726        33.3454     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.87698        7.82709                 NaN   8.52470        45.8379       0.585886        33.3475     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.97792        7.73231                 NaN   8.53248        45.8230       0.584037        33.3503     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.97578        7.73378                 NaN   8.53321        45.8213       0.584109        33.3518     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.28032        6.47602                 NaN   8.59151        45.7194       0.571757        33.3610     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.65543        8.06368                 NaN   8.54605        45.7966       0.581338        33.3569     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.29958        6.45584                 NaN   8.59358        45.7153       0.571614        33.3640     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.62938        8.11040                 NaN   8.57155        45.7492       0.575671        33.3638     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.16879        6.59304                 NaN   8.60043        45.6993       0.569693        33.3688     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.11363        6.64920                 NaN   8.60211        45.6951       0.569280        33.3707     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.05360        6.71031                 NaN   8.60385        45.6908       0.568848        33.3726     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.54962        5.21548                 NaN   8.60566        45.6864       0.568395        33.3745     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.49830        5.26810                 NaN   8.60755        45.6817       0.567916        33.3764     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.63170        3.19116                 NaN   8.65469        45.5775       0.555289        33.3897     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.41828        3.40985                 NaN   8.66053        45.5651       0.553889        33.3923     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.23325        3.59935                 NaN   8.66555        45.5544       0.552678        33.3948     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.07130        3.76514                 NaN   8.66990        45.5449       0.551619        33.3972     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.92858        3.91118                 NaN   8.67370        45.5364       0.550686        33.3995     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.22502        5.62901                 NaN   8.68752        45.5076       0.547421        33.4035     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.68917        4.15597                 NaN   8.68003        45.5219       0.549113        33.4038     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.11101        5.74145                 NaN   8.68769        45.5059       0.547539        33.4064     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.06760        5.78533                 NaN   8.68861        45.5030       0.547281        33.4082     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.04747        5.80566                 NaN   8.68931        45.5006       0.547078        33.4099     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.02672        5.82657                 NaN   8.68998        45.4982       0.546884        33.4116     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.00653        5.84689                 NaN   8.69060        45.4959       0.546701        33.4133     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.98683        5.86668                 NaN   8.69119        45.4937       0.546527        33.4150     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.96704        5.88652                 NaN   8.69174        45.4916       0.546361        33.4167     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.94731        5.90627                 NaN   8.69225        45.4895       0.546203        33.4184     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.92828        5.92529                 NaN   8.69274        45.4875       0.546053        33.4201     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.90752        5.94601                 NaN   8.69319        45.4856       0.545911        33.4218     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.88750        5.96595                 NaN   8.69362        45.4837       0.545775        33.4234     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.86736        5.98599                 NaN   8.69403        45.4819       0.545647        33.4251     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.84711        6.00612                 NaN   8.69440        45.4801       0.545524        33.4267     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.82675        6.02633                 NaN   8.69475        45.4784       0.545408        33.4284     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.80628        6.04662                 NaN   8.69508        45.4767       0.545299        33.4300     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.78579        6.06691                 NaN   8.69539        45.4750       0.545195        33.4317     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.76534        6.08713                 NaN   8.69567        45.4735       0.545097        33.4333     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.77951        6.07407                 NaN   8.69679        45.4697       0.544680        33.4353     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.42401        5.43609                 NaN   8.70435        45.4545       0.542822        33.4382     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.96430        4.90424                 NaN   8.71113        45.4374       0.541139        33.4418     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.02402        2.88463                 NaN   8.74904        45.3604       0.530236        33.4517     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.35963        5.50483                 NaN   8.70892        45.4412       0.541270        33.4442     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.30571        5.55891                 NaN   8.70958        45.4388       0.541076        33.4459     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.73087        3.19020                 NaN   8.76191        45.3313       0.526725        33.4590     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.38379        3.52952                 NaN   8.75824        45.3412       0.528572        33.4587     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.38183        5.48828                 NaN   8.71625        45.4225       0.539345        33.4518     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.00644        5.85544                 NaN   8.70988        45.4353       0.541156        33.4518     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.95189        5.91001                 NaN   8.71042        45.4332       0.540994        33.4535     
