|6.6.6
Archiving\03_Data\eqfracLP/QFM_m5/ALH/ALH_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          iron           Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         an             San(TH)        ilm            q             
  1027.15        500.000                 NaN            NaN            NaN            NaN   1.97402        3.25071        2.12577                 NaN            NaN   6.79877        44.1283        1.28426        40.4382     
  1025.79        500.000                 NaN            NaN            NaN            NaN   1.94391        3.24720        2.16164                 NaN            NaN   6.80038        44.1248        1.28348        40.4386     
  1024.44        500.000                 NaN            NaN            NaN            NaN   1.91404        3.24385        2.19712                 NaN            NaN   6.80199        44.1213        1.28270        40.4390     
  1023.08        500.000                 NaN            NaN            NaN            NaN   1.88411        3.24062        2.23256                 NaN            NaN   6.80361        44.1178        1.28192        40.4394     
  1021.72        500.000                 NaN            NaN            NaN            NaN   1.85400        3.23750        2.26809                 NaN            NaN   6.80524        44.1142        1.28112        40.4399     
  1020.36        500.000                 NaN            NaN            NaN            NaN   1.82397        3.23449        2.30344                 NaN            NaN   6.80688        44.1106        1.28032        40.4403     
  1019.01        500.000                 NaN            NaN            NaN            NaN   1.79347        3.23153        2.33925                 NaN            NaN   6.80853        44.1070        1.27951        40.4407     
  1017.65        500.000                 NaN            NaN            NaN            NaN   1.76359        3.22881        2.37421                 NaN            NaN   6.81019        44.1034        1.27870        40.4411     
  1016.29        500.000                 NaN            NaN            NaN            NaN   1.73218        3.22590        2.41092                 NaN            NaN   6.81186        44.0997        1.27788        40.4416     
  1014.93        500.000                 NaN            NaN            NaN            NaN   1.70141        3.22325        2.44674                 NaN            NaN   6.81355        44.0960        1.27705        40.4420     
  1013.58        500.000                 NaN            NaN            NaN            NaN   1.67053        3.22068        2.48261                 NaN            NaN   6.81524        44.0922        1.27622        40.4425     
  1012.22        500.000                 NaN            NaN            NaN            NaN   1.63971        3.21825        2.51831                 NaN            NaN   6.81694        44.0885        1.27538        40.4429     
  1010.86        500.000                 NaN            NaN            NaN            NaN   1.60866        3.21588        2.55418                 NaN            NaN   6.81865        44.0847        1.27453        40.4434     
  1009.50        500.000                 NaN            NaN            NaN            NaN   1.57691        3.21350        2.59081                 NaN            NaN   6.82038        44.0809        1.27368        40.4438     
  1008.15        500.000                 NaN            NaN            NaN            NaN   1.54578        3.21133        2.62661                 NaN            NaN   6.82211        44.0770        1.27282        40.4443     
  1006.79        500.000                 NaN            NaN            NaN            NaN   2.80220        3.64031       0.985473                 NaN            NaN   6.83622        44.0185        1.26420        40.4531     
  1005.43        500.000                 NaN            NaN            NaN            NaN   2.81169        3.65200       0.966122                 NaN            NaN   6.83776        44.0156        1.26346        40.4534     
  1004.07        500.000                 NaN            NaN            NaN            NaN   2.82106        3.66352       0.947064                 NaN            NaN   6.83931        44.0126        1.26271        40.4537     
  1002.72        500.000                 NaN            NaN            NaN            NaN   2.83042        3.67538       0.927702                 NaN            NaN   6.84087        44.0096        1.26196        40.4541     
  1001.36        500.000                 NaN            NaN            NaN            NaN   2.83977        3.68759       0.908014                 NaN            NaN   6.84244        44.0066        1.26120        40.4544     
  1000.00        500.000                 NaN            NaN            NaN            NaN   2.84910        3.70010       0.888055                 NaN            NaN   6.84401        44.0035        1.26043        40.4548     
