|6.6.6
Archiving\03_Data\eqfracLP/QFM_m5/ALH/ALH_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          iron           Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         an             San(TH)        ilm            q             
  1286.45        500.000        99.7881                 NaN            NaN            NaN  0.620999E-001  0.768519E-001            NaN            NaN            NaN  0.729167E-001            NaN            NaN            NaN
  1285.09        500.000        99.7763                 NaN            NaN            NaN  0.862859E-001  0.597210E-001            NaN            NaN            NaN  0.776484E-001            NaN            NaN            NaN
  1283.73        500.000        99.6502                 NaN            NaN            NaN  0.761018E-001  0.101192                 NaN            NaN            NaN  0.940088E-001  0.784610E-001            NaN            NaN
  1282.37        500.000        97.2635                 NaN            NaN            NaN  0.219445       0.406865                 NaN            NaN            NaN  0.310428        1.79980                 NaN            NaN
  1281.02        500.000        97.6788                 NaN            NaN            NaN  0.911058                 NaN            NaN            NaN            NaN  0.601518       0.808597                 NaN            NaN
  1279.66        500.000        82.9478                 NaN            NaN  0.176701        2.73963       0.376779                 NaN            NaN            NaN   2.09552        11.4720       0.191578                 NaN
  1278.30        500.000        95.9230                 NaN            NaN  0.197659E-001  0.184933       0.588900                 NaN            NaN            NaN  0.489658        2.70340       0.903181E-001            NaN
  1276.94        500.000        98.1602                 NaN            NaN            NaN  0.242499       0.124310                 NaN            NaN            NaN  0.215138        1.20755       0.503157E-001            NaN
  1275.59        500.000        98.7049                 NaN            NaN            NaN  0.820540E-001  0.175325                 NaN            NaN            NaN  0.151895       0.847849       0.379565E-001            NaN
  1274.23        500.000        98.9476                 NaN            NaN            NaN  0.624113E-001  0.145591                 NaN            NaN            NaN  0.123667       0.687483       0.332087E-001            NaN
  1272.87        500.000        99.0522                 NaN            NaN            NaN  0.135009       0.513047E-001            NaN            NaN            NaN  0.111419       0.617650       0.323982E-001            NaN
  1271.51        500.000        99.0594                 NaN            NaN            NaN  0.462424E-001  0.137289                 NaN            NaN            NaN  0.110457       0.611790       0.347970E-001            NaN
  1270.16        500.000        98.9606                 NaN            NaN            NaN  0.155575       0.455539E-001            NaN            NaN            NaN  0.121698       0.674668       0.419160E-001            NaN
  1268.80        500.000        98.6625                 NaN            NaN            NaN  0.204328       0.520266E-001            NaN            NaN            NaN  0.156002       0.866671       0.584821E-001            NaN
  1267.44        500.000        97.6564                 NaN            NaN            NaN  0.365530       0.789542E-001            NaN            NaN            NaN  0.271879        1.51563       0.111603                 NaN
  1266.08        500.000        87.6238                 NaN            NaN            NaN  0.369535        1.93684                 NaN            NaN            NaN   1.42423        8.00740       0.638236                 NaN
  1264.73        500.000        96.6467                 NaN            NaN            NaN  0.456004       0.159960                 NaN            NaN            NaN  0.381611        2.23688       0.118844                 NaN
  1263.37        500.000        96.8033                 NaN            NaN            NaN  0.434488       0.148618                 NaN            NaN            NaN  0.363015        2.13660       0.113939                 NaN
  1262.01        500.000        96.9483                 NaN            NaN            NaN  0.415057       0.138230                 NaN            NaN            NaN  0.345848        2.04344       0.109153                 NaN
  1260.65        500.000        97.0799                 NaN            NaN            NaN  0.128873       0.396911                 NaN            NaN            NaN  0.330133        1.95934       0.104824                 NaN
  1259.30        500.000        97.2028                 NaN            NaN            NaN  0.379860       0.120345                 NaN            NaN            NaN  0.315349        1.88090       0.100742                 NaN
  1257.94        500.000        97.3171                 NaN            NaN            NaN  0.363398       0.112724                 NaN            NaN            NaN  0.301546        1.80823       0.969853E-001            NaN
  1256.58        500.000        97.4242                 NaN            NaN            NaN  0.105493       0.348515                 NaN            NaN            NaN  0.288576        1.73996       0.932074E-001            NaN
  1255.22        500.000        97.5247                 NaN            NaN            NaN  0.334271       0.987555E-001            NaN            NaN            NaN  0.276381        1.67615       0.897876E-001            NaN
  1253.87        500.000        97.6181                 NaN            NaN            NaN  0.321048       0.926960E-001            NaN            NaN            NaN  0.264946        1.61676       0.864345E-001            NaN
  1252.51        500.000        97.1454                 NaN            NaN            NaN  0.325186                 NaN            NaN            NaN            NaN  0.556913        1.97253                 NaN            NaN
  1251.15        500.000        98.1072                 NaN            NaN            NaN  0.212487       0.263850                 NaN            NaN            NaN            NaN   1.23594       0.180557                 NaN
  1249.79        500.000        98.1207                 NaN            NaN            NaN  0.272776       0.467145E-001            NaN            NaN            NaN  0.161054        1.32903       0.697711E-001            NaN
  1248.44        500.000        97.9399                 NaN            NaN            NaN  0.274230       0.727766E-001            NaN            NaN            NaN  0.225503        1.41297       0.746652E-001            NaN
  1247.08        500.000        98.0200                 NaN            NaN            NaN  0.686843E-001  0.262476                 NaN            NaN            NaN  0.215789        1.36150       0.715580E-001            NaN
  1245.72        500.000        98.0849                 NaN            NaN            NaN  0.643562E-001  0.253516                 NaN            NaN            NaN  0.207564        1.32051       0.691938E-001            NaN
  1244.36        500.000        98.1487                 NaN            NaN            NaN  0.243778       0.609786E-001            NaN            NaN            NaN  0.199780        1.28010       0.666975E-001            NaN
  1243.00        500.000        98.2105                 NaN            NaN            NaN  0.576768E-001  0.234494                 NaN            NaN            NaN  0.192092        1.24094       0.643282E-001            NaN
  1241.65        500.000        98.2692                 NaN            NaN            NaN  0.547687E-001  0.225196                 NaN            NaN            NaN  0.184824        1.20383       0.621342E-001            NaN
  1240.29        500.000        98.3265                 NaN            NaN            NaN  0.217276       0.515370E-001            NaN            NaN            NaN  0.177724        1.16711       0.598268E-001            NaN
  1238.93        500.000        98.3796                 NaN            NaN            NaN  0.209194       0.488598E-001            NaN            NaN            NaN  0.171155        1.13348       0.577230E-001            NaN
  1237.57        500.000        98.4311                 NaN            NaN            NaN  0.201424       0.463048E-001            NaN            NaN            NaN  0.164772        1.10066       0.557219E-001            NaN
  1236.22        500.000        98.4803                 NaN            NaN            NaN  0.438935E-001  0.194040                 NaN            NaN            NaN  0.158704        1.06931       0.537524E-001            NaN
  1234.86        500.000        98.5276                 NaN            NaN            NaN  0.186612       0.417859E-001            NaN            NaN            NaN  0.152790        1.03932       0.519257E-001            NaN
  1233.50        500.000        98.5725                 NaN            NaN            NaN  0.179862       0.395530E-001            NaN            NaN            NaN  0.147287        1.01067       0.501515E-001            NaN
  1232.14        500.000        98.6164                 NaN            NaN            NaN  0.173833       0.375025E-001            NaN            NaN            NaN  0.141903       0.982074       0.482717E-001            NaN
  1230.79        500.000        98.6579                 NaN            NaN            NaN  0.167303       0.357086E-001            NaN            NaN            NaN  0.136849       0.955599       0.466558E-001            NaN
  1229.43        500.000        98.6978                 NaN            NaN            NaN  0.338928E-001  0.161372                 NaN            NaN            NaN  0.131915       0.930000       0.450331E-001            NaN
  1228.07        500.000        98.7361                 NaN            NaN            NaN  0.155767       0.322540E-001            NaN            NaN            NaN  0.127174       0.905222       0.434917E-001            NaN
  1226.71        500.000        98.7716                 NaN            NaN            NaN  0.150292       0.307952E-001            NaN            NaN            NaN  0.122936       0.882337       0.419909E-001            NaN
  1225.36        500.000        98.8092                 NaN            NaN            NaN  0.144922       0.292463E-001            NaN            NaN            NaN  0.118306       0.857784       0.405169E-001            NaN
  1224.00        500.000        87.6149                 NaN            NaN            NaN  0.656735E-001  0.664573                 NaN            NaN            NaN  0.879989        5.60531       0.174664        4.99494     
  1222.64        500.000        86.8828                 NaN            NaN            NaN  0.688538       0.654264E-001            NaN            NaN            NaN  0.925172        5.88055       0.179525        5.37804     
  1221.28        500.000        88.1053                 NaN            NaN            NaN  0.623238       0.593661E-001            NaN            NaN            NaN  0.837975        5.33369       0.161560        4.87888     
  1219.93        500.000        89.0924                 NaN            NaN            NaN  0.542542E-001  0.570540                 NaN            NaN            NaN  0.767651        4.89206       0.146959        4.47615     
  1218.57        500.000        89.9023                 NaN            NaN            NaN  0.527332       0.500155E-001            NaN            NaN            NaN  0.709688        4.53038       0.134871        4.14539     
  1217.21        500.000        90.5709                 NaN            NaN            NaN  0.465438E-001  0.490815                 NaN            NaN            NaN  0.661486        4.23222       0.124934        3.87307     
  1215.85        500.000        91.1246                 NaN            NaN            NaN  0.460945       0.434744E-001            NaN            NaN            NaN  0.621628        3.98553       0.116514        3.64733     
  1214.50        500.000        91.5850                 NaN            NaN            NaN  0.410087E-001  0.435111                 NaN            NaN            NaN  0.588123        3.78132       0.109527        3.45993     
  1213.14        500.000        91.9604                 NaN            NaN            NaN  0.414020       0.388183E-001            NaN            NaN            NaN  0.560525        3.61529       0.103638        3.30731     
  1211.78        500.000        92.2616                 NaN            NaN            NaN  0.368688E-001  0.396432                 NaN            NaN            NaN  0.538050        3.48342       0.987469E-001   3.18493     
  1210.42        500.000        92.4822                 NaN            NaN            NaN  0.383481       0.349190E-001            NaN            NaN            NaN  0.520852        3.38762       0.947956E-001   3.09608     
  1209.07        500.000        92.4152                 NaN            NaN            NaN  0.106001E-001  0.385831                 NaN            NaN            NaN  0.519308        3.42547       0.959075E-001   3.14773     
  1207.71        500.000        92.9601                 NaN            NaN            NaN  0.538287E-001  0.351402                 NaN            NaN            NaN  0.487202        3.18438       0.860444E-001   2.87701     
  1206.35        500.000        92.6136                 NaN            NaN            NaN  0.305698E-001  0.364220                 NaN            NaN            NaN  0.503649        3.34852       0.898972E-001   3.04953     
  1204.99        500.000        91.9128                 NaN            NaN            NaN  0.273910       0.210585                 NaN            NaN            NaN  0.593402        3.61814       0.728319E-001   3.31830     
  1203.64        500.000        90.1320                 NaN            NaN            NaN  0.216637       0.232812                 NaN            NaN            NaN  0.650625        4.49197       0.117736        4.15818     
  1202.28        500.000        90.1349                 NaN            NaN            NaN  0.323987                 NaN            NaN            NaN            NaN  0.553430        4.81929                 NaN   4.16837     
  1200.92        500.000        91.7729                 NaN            NaN            NaN  0.598505                 NaN            NaN            NaN            NaN  0.611693        3.57643       0.235825        3.20463     
  1199.56        500.000        66.9193                 NaN            NaN            NaN   1.22266                 NaN            NaN            NaN            NaN   2.01210        15.5168       0.382957        13.9462     
  1198.21        500.000        13.9736                 NaN            NaN            NaN  0.728045        3.08476                 NaN            NaN            NaN   5.23938        40.5977       0.843882        35.5326     
  1196.85        500.000                 NaN            NaN            NaN            NaN   3.31568        2.20947                 NaN            NaN            NaN   6.39061        45.9700       0.737571        41.3767     
  1195.49        500.000                 NaN            NaN            NaN            NaN   3.29795        1.81642       0.185435       0.279830E-004            NaN   6.20339        46.3997       0.778682        41.3184     
  1194.13        500.000                 NaN            NaN            NaN            NaN   3.19230        1.78767       0.324171       0.257269E-004            NaN   6.20882        46.3887       0.777929        41.3204     
  1192.77        500.000                 NaN            NaN            NaN            NaN   3.18458        1.78941       0.330628       0.244032E-004            NaN   6.20986        46.3863       0.777773        41.3215     
  1191.42        500.000                 NaN            NaN            NaN            NaN   3.17693        1.79122       0.336926       0.231551E-004            NaN   6.21088        46.3839       0.777619        41.3225     
  1190.06        500.000                 NaN            NaN            NaN            NaN   3.16926        1.79304       0.343246       0.224210E-004            NaN   6.21191        46.3815       0.777463        41.3235     
  1188.70        500.000                 NaN            NaN            NaN            NaN  0.264160        5.24617                 NaN            NaN            NaN   6.37395        45.9950       0.741426        41.3793     
  1187.34        500.000                 NaN            NaN            NaN            NaN  0.296474        5.21485                 NaN            NaN            NaN   6.37500        45.9922       0.741128        41.3804     
  1185.99        500.000                 NaN            NaN            NaN            NaN  0.329113        5.18316                 NaN            NaN            NaN   6.37603        45.9894       0.740837        41.3815     
  1184.63        500.000                 NaN            NaN            NaN            NaN  0.360030        5.15320                 NaN            NaN            NaN   6.37708        45.9866       0.740546        41.3826     
  1183.27        500.000                 NaN            NaN            NaN            NaN  0.390300        5.12387                 NaN            NaN            NaN   6.37813        45.9838       0.740259        41.3836     
  1181.91        500.000                 NaN            NaN            NaN            NaN  0.419458        5.09564                 NaN            NaN            NaN   6.37919        45.9810       0.739972        41.3847     
  1180.56        500.000                 NaN            NaN            NaN            NaN  0.448177        5.06784                 NaN            NaN            NaN   6.38025        45.9782       0.739689        41.3858     
  1179.20        500.000                 NaN            NaN            NaN            NaN   5.47800       0.640915E-001            NaN            NaN            NaN   6.40820        45.9244       0.733079        41.3922     
  1177.84        500.000                 NaN            NaN            NaN            NaN   5.40506       0.128296                 NaN            NaN            NaN   6.40020        45.9378       0.736434        41.3922     
  1176.48        500.000                 NaN            NaN            NaN            NaN   5.29678       0.247097                 NaN            NaN            NaN   6.40922        45.9195       0.732746        41.3946     
  1175.13        500.000                 NaN            NaN            NaN            NaN   5.27228       0.271060                 NaN            NaN            NaN   6.40923        45.9192       0.732819        41.3954     
  1173.77        500.000                 NaN            NaN            NaN            NaN  0.319247        5.22425                 NaN            NaN            NaN   6.40961        45.9178       0.732722        41.3963     
  1172.41        500.000                 NaN            NaN            NaN            NaN   5.16071       0.370982                 NaN            NaN            NaN   6.40156        45.9365       0.735663        41.3946     
  1171.05        500.000                 NaN            NaN            NaN            NaN   5.12748       0.404792                 NaN            NaN            NaN   6.40224        45.9344       0.735476        41.3956     
  1169.70        500.000                 NaN            NaN            NaN            NaN   5.09751       0.435387                 NaN            NaN            NaN   6.40294        45.9322       0.735288        41.3967     
  1168.34        500.000                 NaN            NaN            NaN            NaN   5.06698       0.466521                 NaN            NaN            NaN   6.40363        45.9300       0.735099        41.3977     
  1166.98        500.000                 NaN            NaN            NaN            NaN   5.03772       0.496394                 NaN            NaN            NaN   6.40432        45.9279       0.734910        41.3988     
  1165.62        500.000                 NaN            NaN            NaN            NaN   5.00947       0.525263                 NaN            NaN            NaN   6.40501        45.9257       0.734719        41.3998     
  1164.27        500.000                 NaN            NaN            NaN            NaN   4.98248       0.552884                 NaN            NaN            NaN   6.40571        45.9235       0.734527        41.4009     
  1162.91        500.000                 NaN            NaN            NaN            NaN   4.95605       0.579944                 NaN            NaN            NaN   6.40641        45.9213       0.734334        41.4020     
  1161.55        500.000                 NaN            NaN            NaN            NaN   4.93056       0.606078                 NaN            NaN            NaN   6.40711        45.9191       0.734141        41.4030     
  1160.19        500.000                 NaN            NaN            NaN            NaN   4.85633       0.686179                 NaN            NaN            NaN   6.41170        45.9084       0.732378        41.4050     
  1158.84        500.000                 NaN            NaN            NaN            NaN   4.81563       0.723759                 NaN            NaN            NaN   6.40985        45.9125       0.733052        41.4052     
  1157.48        500.000                 NaN            NaN            NaN            NaN   4.81437       0.725488                 NaN            NaN            NaN   6.41094        45.9105       0.732697        41.4060     
  1156.12        500.000                 NaN            NaN            NaN            NaN  0.768336        4.77914                 NaN            NaN            NaN   6.41705        45.8963       0.730638        41.4086     
  1154.76        500.000                 NaN            NaN            NaN            NaN   3.43935        1.91121                 NaN            NaN            NaN   6.20856        46.3038       0.770789        41.3663     
  1153.41        500.000                 NaN            NaN            NaN            NaN   4.74916       0.800989                 NaN            NaN            NaN   6.41903        45.8896       0.730076        41.4111     
  1152.05        500.000                 NaN            NaN            NaN            NaN   4.73076       0.820550                 NaN            NaN            NaN   6.41993        45.8866       0.729820        41.4124     
  1150.69        500.000                 NaN            NaN            NaN            NaN   3.42930        1.92530                 NaN            NaN            NaN   6.20961        46.2965       0.769379        41.3699     
  1149.33        500.000                 NaN            NaN            NaN            NaN  0.815385        4.72240                 NaN            NaN            NaN   6.41156        45.9066       0.733067        41.4110     
  1147.98        500.000                 NaN            NaN            NaN            NaN   3.42517        1.92806                 NaN            NaN            NaN   6.21169        46.2950       0.769152        41.3709     
  1146.62        500.000                 NaN            NaN            NaN            NaN  0.869415        4.66933                 NaN            NaN            NaN   6.41280        45.9027       0.732734        41.4130     
  1145.26        500.000                 NaN            NaN            NaN            NaN  0.890011        4.64923                 NaN            NaN            NaN   6.41340        45.9008       0.732554        41.4140     
  1143.90        500.000                 NaN            NaN            NaN            NaN   3.41905        1.93215                 NaN            NaN            NaN   6.21481        46.2928       0.768808        41.3724     
  1142.54        500.000                 NaN            NaN            NaN            NaN   1.17246        4.36204                 NaN            NaN            NaN   6.40874        45.9089       0.733163        41.4147     
  1141.19        500.000                 NaN            NaN            NaN            NaN   4.49330        1.04010                 NaN            NaN            NaN   6.41107        45.9060       0.733804        41.4157     
  1139.83        500.000                 NaN            NaN            NaN            NaN   4.45967        1.07882                 NaN            NaN            NaN   6.41321        45.8984       0.732309        41.4175     
  1138.47        500.000                 NaN            NaN            NaN            NaN   4.44467        1.08960                 NaN            NaN            NaN   6.41229        45.9023       0.733454        41.4176     
  1137.11        500.000                 NaN            NaN            NaN            NaN   4.45358        1.10181                 NaN            NaN            NaN   6.42614        45.8674       0.728097        41.4230     
  1135.76        500.000                 NaN            NaN            NaN            NaN   4.64173       0.898874                 NaN            NaN            NaN   6.41755        45.8892       0.731776        41.4208     
  1134.40        500.000                 NaN            NaN            NaN            NaN   1.27026       0.362158        3.90348                 NaN            NaN   6.41207        45.8997       0.732769        41.4196     
  1133.04        500.000                 NaN            NaN            NaN            NaN   4.45809        1.09828                 NaN            NaN            NaN   6.42666        45.8621       0.728307        41.4265     
  1131.68        500.000                 NaN            NaN            NaN            NaN   4.52609        1.01752                 NaN            NaN            NaN   6.41904        45.8821       0.730938        41.4243     
  1130.33        500.000                 NaN            NaN            NaN            NaN   4.65133       0.893667                 NaN            NaN            NaN   6.42052        45.8779       0.730784        41.4258     
  1128.97        500.000                 NaN            NaN            NaN            NaN   1.12352        4.43387                 NaN            NaN            NaN   6.42917        45.8566       0.727665        41.4292     
  1127.61        500.000                 NaN            NaN            NaN            NaN   4.49054        1.05245                 NaN            NaN            NaN   6.42030        45.8788       0.731206        41.4268     
  1126.25        500.000                 NaN            NaN            NaN            NaN  0.622515        1.03594        3.88917                 NaN            NaN   6.41894        45.8751       0.730000        41.4284     
  1124.90        500.000                 NaN            NaN            NaN            NaN   4.25124        1.30879                 NaN            NaN            NaN   6.43290        45.8490       0.726280        41.4317     
  1123.54        500.000                 NaN            NaN            NaN            NaN   4.37665        1.17283                 NaN            NaN            NaN   6.42481        45.8660       0.729013        41.4307     
  1122.18        500.000                 NaN            NaN            NaN            NaN   4.35856        1.19260                 NaN            NaN            NaN   6.42638        45.8620       0.728497        41.4320     
  1120.82        500.000                 NaN            NaN            NaN            NaN   4.34919        1.20199                 NaN            NaN            NaN   6.42662        45.8610       0.728465        41.4327     
  1119.47        500.000                 NaN            NaN            NaN            NaN   4.33372        1.21847                 NaN            NaN            NaN   6.42760        45.8583       0.728178        41.4338     
  1118.11        500.000                 NaN            NaN            NaN            NaN   4.19159        1.36723                 NaN            NaN            NaN   6.42883        45.8486       0.727331        41.4364     
  1116.75        500.000                 NaN            NaN            NaN            NaN   4.32738        1.22577                 NaN            NaN            NaN   6.42870        45.8544       0.727918        41.4358     
  1115.39        500.000                 NaN            NaN            NaN            NaN   4.28150        1.27338                 NaN            NaN            NaN   6.43034        45.8505       0.727329        41.4369     
  1114.04        500.000                 NaN            NaN            NaN            NaN   3.95993        1.60507                 NaN            NaN            NaN   6.43947        45.8309       0.724862        41.4398     
  1112.68        500.000                 NaN            NaN            NaN            NaN   4.27052        1.28457                 NaN            NaN            NaN   6.43144        45.8473       0.727319        41.4388     
  1111.32        500.000                 NaN            NaN            NaN            NaN   4.22027        1.33632                 NaN            NaN            NaN   6.43219        45.8437       0.727012        41.4405     
  1109.96        500.000                 NaN            NaN            NaN            NaN   4.23224        1.32394                 NaN            NaN            NaN   6.43291        45.8423       0.727197        41.4414     
  1108.61        500.000                 NaN            NaN            NaN            NaN   1.80605        3.75308                 NaN            NaN            NaN   6.44008        45.8341       0.725074        41.4416     
  1107.25        500.000                 NaN            NaN            NaN            NaN   1.80115        3.75821                 NaN            NaN            NaN   6.44033        45.8326       0.725068        41.4427     
  1105.89        500.000                 NaN            NaN            NaN            NaN   1.79641        3.76317                 NaN            NaN            NaN   6.44058        45.8311       0.725064        41.4437     
  1104.53        500.000                 NaN            NaN            NaN            NaN   1.92397        2.53109        1.02731                 NaN            NaN   6.41584        45.9491       0.732921        41.4197     
  1103.18        500.000                 NaN            NaN            NaN            NaN   1.89411        2.51569        1.07431                 NaN            NaN   6.41696        45.9452       0.732608        41.4211     
  1101.82        500.000                 NaN            NaN            NaN            NaN   1.86374        2.50071        1.12132                 NaN            NaN   6.41807        45.9414       0.732300        41.4225     
  1100.46        500.000                 NaN            NaN            NaN            NaN   1.83306        2.48630        1.16816                 NaN            NaN   6.41921        45.9374       0.731980        41.4238     
  1099.10        500.000                 NaN            NaN            NaN            NaN   1.80225        2.47247        1.21464                 NaN            NaN   6.42039        45.9334       0.731650        41.4252     
  1097.74        500.000                 NaN            NaN            NaN            NaN   1.77069        2.45880        1.26163                 NaN            NaN   6.42155        45.9294       0.731324        41.4266     
  1096.39        500.000                 NaN            NaN            NaN            NaN   1.73802        2.44545        1.30953                 NaN            NaN   6.42276        45.9252       0.730985        41.4281     
  1095.03        500.000                 NaN            NaN            NaN            NaN   1.70645        2.43285        1.35556                 NaN            NaN   6.42397        45.9211       0.730645        41.4295     
  1093.67        500.000                 NaN            NaN            NaN            NaN  0.660228        3.60824        1.25995                 NaN            NaN   6.42165        45.8753       0.731142        41.4435     
  1092.31        500.000                 NaN            NaN            NaN            NaN  0.673137        3.60548        1.25084                 NaN            NaN   6.42271        45.8723       0.730843        41.4447     
  1090.96        500.000                 NaN            NaN            NaN            NaN  0.686104        3.60271        1.24170                 NaN            NaN   6.42377        45.8694       0.730541        41.4458     
  1089.60        500.000                 NaN            NaN            NaN            NaN  0.699094        3.59993        1.23256                 NaN            NaN   6.42484        45.8664       0.730236        41.4469     
  1088.24        500.000                 NaN            NaN            NaN            NaN   1.51093        2.68213        1.37167                 NaN            NaN   6.45005        45.8066       0.722773        41.4558     
  1086.88        500.000                 NaN            NaN            NaN            NaN   2.41114        2.66647       0.428666                 NaN            NaN   6.42995        45.8938       0.729177        41.4408     
  1085.53        500.000                 NaN            NaN            NaN            NaN   2.39262        2.65779       0.457109                 NaN            NaN   6.43107        45.8905       0.728870        41.4420     
  1084.17        500.000                 NaN            NaN            NaN            NaN   2.37401        2.64945       0.485343                 NaN            NaN   6.43220        45.8872       0.728559        41.4432     
  1082.81        500.000                 NaN            NaN            NaN            NaN   2.35530        2.64133       0.513460                 NaN            NaN   6.43335        45.8839       0.728244        41.4444     
  1081.45        500.000                 NaN            NaN            NaN            NaN   2.33637        2.63350       0.541577                 NaN            NaN   6.43452        45.8805       0.727921        41.4456     
  1080.10        500.000                 NaN            NaN            NaN            NaN   2.31768        2.62589       0.569193                 NaN            NaN   6.43569        45.8772       0.727600        41.4467     
  1078.74        500.000                 NaN            NaN            NaN            NaN   2.29826        2.61829       0.597497                 NaN            NaN   6.43684        45.8739       0.727281        41.4479     
  1077.38        500.000                 NaN            NaN            NaN            NaN   2.27905        2.61103       0.625313                 NaN            NaN   6.43802        45.8705       0.726954        41.4491     
  1076.02        500.000                 NaN            NaN            NaN            NaN   2.25981        2.60400       0.652950                 NaN            NaN   6.43921        45.8671       0.726624        41.4503     
  1074.67        500.000                 NaN            NaN            NaN            NaN   2.24043        2.59723       0.680534                 NaN            NaN   6.44043        45.8636       0.726285        41.4515     
  1073.31        500.000                 NaN            NaN            NaN            NaN   2.22097        2.59051       0.708055                 NaN            NaN   6.44162        45.8601       0.725953        41.4527     
  1071.95        500.000                 NaN            NaN            NaN            NaN   2.20136        2.58400       0.735592                 NaN            NaN   6.44284        45.8567       0.725615        41.4539     
  1070.59        500.000                 NaN            NaN            NaN            NaN   2.18155        2.57774       0.763143                 NaN            NaN   6.44408        45.8531       0.725266        41.4551     
  1069.24        500.000                 NaN            NaN            NaN            NaN   2.16181        2.57151       0.790497                 NaN            NaN   6.44529        45.8496       0.724926        41.4564     
  1067.88        500.000                 NaN            NaN            NaN            NaN   2.14199        2.56555       0.817723                 NaN            NaN   6.44654        45.8460       0.724577        41.4576     
  1066.52        500.000                 NaN            NaN            NaN            NaN   2.12168        2.55965       0.845415                 NaN            NaN   6.44779        45.8424       0.724225        41.4588     
  1065.16        500.000                 NaN            NaN            NaN            NaN   2.10182        2.55399       0.872419                 NaN            NaN   6.44904        45.8388       0.723871        41.4600     
  1063.81        500.000                 NaN            NaN            NaN            NaN   2.08156        2.54842       0.899754                 NaN            NaN   6.45030        45.8352       0.723514        41.4612     
  1062.45        500.000                 NaN            NaN            NaN            NaN   2.06141        2.54307       0.926766                 NaN            NaN   6.45158        45.8316       0.723153        41.4625     
  1061.09        500.000                 NaN            NaN            NaN            NaN   2.04100        2.53780       0.953982                 NaN            NaN   6.45286        45.8279       0.722790        41.4637     
  1059.73        500.000                 NaN            NaN            NaN            NaN   2.02049        2.53265       0.981173                 NaN            NaN   6.45415        45.8242       0.722423        41.4649     
  1058.38        500.000                 NaN            NaN            NaN            NaN   1.99991        2.52765        1.00832                 NaN            NaN   6.45545        45.8205       0.722053        41.4662     
  1057.02        500.000                 NaN            NaN            NaN            NaN   1.97907        2.52277        1.03562                 NaN            NaN   6.45675        45.8167       0.721680        41.4674     
  1055.66        500.000                 NaN            NaN            NaN            NaN   1.95861        2.51807        1.06236                 NaN            NaN   6.45806        45.8130       0.721306        41.4686     
  1054.30        500.000                 NaN            NaN            NaN            NaN   1.93769        2.51345        1.08952                 NaN            NaN   6.45938        45.8092       0.720928        41.4699     
  1052.95        500.000                 NaN            NaN            NaN            NaN   1.91657        2.50882        1.11684                 NaN            NaN   6.46069        45.8054       0.720550        41.4711     
  1051.59        500.000                 NaN            NaN            NaN            NaN   1.89629        2.50467        1.14294                 NaN            NaN   6.46204        45.8015       0.720161        41.4724     
  1050.23        500.000                 NaN            NaN            NaN            NaN   1.87481        2.50024        1.17045                 NaN            NaN   6.46337        45.7977       0.719779        41.4736     
  1048.87        500.000                 NaN            NaN            NaN            NaN   1.86385        2.60645        1.12962                 NaN            NaN   6.48248        45.7150       0.713318        41.4893     
  1047.51        500.000                 NaN            NaN            NaN            NaN   1.87263        2.60953        1.11905                 NaN            NaN   6.48369        45.7117       0.712968        41.4904     
  1046.16        500.000                 NaN            NaN            NaN            NaN   1.88133        2.61283        1.10836                 NaN            NaN   6.48489        45.7084       0.712615        41.4916     
  1044.80        500.000                 NaN            NaN            NaN            NaN   1.88993        2.61636        1.09753                 NaN            NaN   6.48611        45.7051       0.712261        41.4927     
  1043.44        500.000                 NaN            NaN            NaN            NaN   1.89844        2.62007        1.08664                 NaN            NaN   6.48733        45.7017       0.711904        41.4939     
  1042.08        500.000                 NaN            NaN            NaN            NaN   1.90689        2.62391        1.07567                 NaN            NaN   6.48856        45.6984       0.711545        41.4951     
  1040.73        500.000                 NaN            NaN            NaN            NaN   1.91528        2.62813        1.06439                 NaN            NaN   6.48979        45.6950       0.711184        41.4962     
  1039.37        500.000                 NaN            NaN            NaN            NaN   1.92355        2.63234        1.05325                 NaN            NaN   6.49103        45.6916       0.710820        41.4974     
  1038.01        500.000                 NaN            NaN            NaN            NaN   1.68128        2.46663        1.41318                 NaN            NaN   6.47582        45.7619       0.716151        41.4850     
  1036.65        500.000                 NaN            NaN            NaN            NaN   1.93994        2.64133        1.03058                 NaN            NaN   6.49353        45.6848       0.710088        41.4997     
  1035.30        500.000                 NaN            NaN            NaN            NaN   1.94803        2.64632        1.01887                 NaN            NaN   6.49479        45.6814       0.709718        41.5009     
  1033.94        500.000                 NaN            NaN            NaN            NaN   1.95605        2.65130        1.00724                 NaN            NaN   6.49606        45.6780       0.709345        41.5020     
  1032.58        500.000                 NaN            NaN            NaN            NaN   1.96406        2.65672       0.995210                 NaN            NaN   6.49733        45.6745       0.708970        41.5032     
  1031.22        500.000                 NaN            NaN            NaN            NaN   1.97197        2.66215       0.983260                 NaN            NaN   6.49861        45.6710       0.708593        41.5044     
  1029.87        500.000                 NaN            NaN            NaN            NaN   1.97984        2.66781       0.971142                 NaN            NaN   6.49990        45.6676       0.708213        41.5055     
