|6.6.6
Archiving\03_Data\Dfrac/QFM_m4.5/YM20/YM20_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1536.34        2500.00        99.1336                 NaN            NaN            NaN  0.737498E-001            NaN  0.792659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.1430                 NaN            NaN            NaN  0.717966E-001            NaN  0.785214                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.1525                 NaN            NaN            NaN  0.692308E-001            NaN  0.778270                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.1614                 NaN            NaN            NaN  0.683170E-001            NaN  0.770306                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.1691                 NaN            NaN            NaN  0.628647E-001            NaN  0.768026                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.9870                 NaN            NaN            NaN  0.226496E-001            NaN  0.676400E-001  0.922711                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.9759                 NaN            NaN            NaN  0.178451E-002            NaN  0.985216E-001  0.923786                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.9757                 NaN            NaN            NaN            NaN            NaN            NaN   1.02429                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.9777                 NaN            NaN            NaN  0.978566E-003            NaN            NaN   1.02129                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.9776                 NaN            NaN            NaN            NaN            NaN            NaN   1.02242                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.9784                 NaN            NaN            NaN            NaN            NaN            NaN   1.02164                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.9792                 NaN            NaN            NaN            NaN            NaN            NaN   1.02076                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.9753                 NaN            NaN            NaN            NaN            NaN            NaN   1.02466                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.9700                 NaN            NaN            NaN            NaN            NaN            NaN   1.02997                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.9605                 NaN            NaN            NaN            NaN            NaN            NaN   1.03953                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.9572                 NaN            NaN            NaN            NaN            NaN            NaN   1.04280                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.9401                 NaN            NaN            NaN            NaN            NaN            NaN   1.05990                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.9268                 NaN            NaN            NaN            NaN            NaN            NaN   1.07324                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.8943                 NaN            NaN            NaN            NaN            NaN            NaN   1.10565                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.7158                 NaN            NaN            NaN            NaN            NaN            NaN  0.331122       0.953103                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.3443                 NaN            NaN            NaN            NaN            NaN            NaN   1.20430       0.451448                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.3671                 NaN            NaN            NaN            NaN            NaN            NaN   1.18993       0.442950                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.3889                 NaN            NaN            NaN            NaN            NaN            NaN   1.17573       0.435382                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.4112                 NaN            NaN            NaN            NaN            NaN            NaN   1.15980       0.428972                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.4303                 NaN            NaN            NaN            NaN            NaN            NaN   1.14792       0.421754                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.4522                 NaN            NaN            NaN            NaN            NaN            NaN   1.13012       0.417664                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.4701                 NaN            NaN            NaN            NaN            NaN            NaN  0.410076        1.11986                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.4878                 NaN            NaN            NaN            NaN            NaN            NaN   1.10901       0.403198                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.5059                 NaN            NaN            NaN            NaN            NaN            NaN   1.09614       0.397944                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.5228                 NaN            NaN            NaN            NaN            NaN            NaN  0.390696        1.08655                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.5373                 NaN            NaN            NaN            NaN            NaN            NaN   1.07848       0.384237                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.5567                 NaN            NaN            NaN            NaN            NaN            NaN  0.376985        1.06630                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.5541                 NaN            NaN            NaN            NaN            NaN            NaN  0.378896        1.06010                 NaN  0.687641E-002            NaN            NaN            NaN
  1453.63        2500.00        95.3728                 NaN            NaN            NaN  0.145649E-002            NaN            NaN   1.29926        1.78272                 NaN   1.54377                 NaN            NaN            NaN
  1451.13        2500.00        95.2859                 NaN            NaN            NaN  0.501881                 NaN            NaN  0.986730        1.55061                 NaN   1.67490                 NaN            NaN            NaN
  1448.62        2500.00        95.4538                 NaN            NaN            NaN  0.511045                 NaN            NaN   1.52076       0.893419                 NaN   1.62101                 NaN            NaN            NaN
  1446.12        2500.00        95.6174                 NaN            NaN            NaN  0.504854                 NaN            NaN   1.48657       0.825879                 NaN   1.56525                 NaN            NaN            NaN
  1443.61        2500.00        95.7172                 NaN            NaN            NaN  0.508438                 NaN            NaN   1.48241       0.756053                 NaN   1.53590                 NaN            NaN            NaN
  1441.10        2500.00        95.9749                 NaN            NaN            NaN  0.486864                 NaN            NaN   1.39756       0.699504                 NaN   1.44113                 NaN            NaN            NaN
  1438.60        2500.00        96.0520                 NaN            NaN            NaN  0.491620                 NaN            NaN   1.39897       0.639632                 NaN   1.41777                 NaN            NaN            NaN
  1436.09        2500.00        96.1789                 NaN            NaN            NaN  0.488253                 NaN            NaN   1.37494       0.583193                 NaN   1.37467                 NaN            NaN            NaN
  1433.58        2500.00        96.2992                 NaN            NaN            NaN  0.484380                 NaN            NaN   1.35425       0.528799                 NaN   1.33333                 NaN            NaN            NaN
  1431.08        2500.00        96.4148                 NaN            NaN            NaN  0.480811                 NaN            NaN  0.476245        1.33412                 NaN   1.29402                 NaN            NaN            NaN
  1428.57        2500.00        96.5053                 NaN            NaN            NaN  0.480303                 NaN            NaN  0.417145        1.32992                 NaN   1.26738                 NaN            NaN            NaN
  1426.07        2500.00        96.6598                 NaN            NaN            NaN  0.470233                 NaN            NaN  0.372659        1.28885                 NaN   1.20842                 NaN            NaN            NaN
  1423.56        2500.00        96.7273                 NaN            NaN            NaN  0.471170                 NaN            NaN  0.328121        1.28695                 NaN   1.18641                 NaN            NaN            NaN
  1421.05        2500.00        96.8187                 NaN            NaN            NaN  0.468359                 NaN            NaN  0.281965        1.27585                 NaN   1.15513                 NaN            NaN            NaN
  1418.55        2500.00        96.9107                 NaN            NaN            NaN  0.465054                 NaN            NaN   1.26266       0.238605                 NaN   1.12296                 NaN            NaN            NaN
  1416.04        2500.00        96.9973                 NaN            NaN            NaN  0.462259                 NaN            NaN   1.25132       0.196095                 NaN   1.09299                 NaN            NaN            NaN
  1413.53        2500.00        97.0782                 NaN            NaN            NaN  0.458851                 NaN            NaN   1.24986       0.148193                 NaN   1.06492                 NaN            NaN            NaN
  1411.03        2500.00        97.1572                 NaN            NaN            NaN  0.455815                 NaN            NaN   1.24109       0.108575                 NaN   1.03731                 NaN            NaN            NaN
  1408.52        2500.00        97.2158                 NaN            NaN            NaN  0.455119                 NaN            NaN   1.25249       0.598432E-001            NaN   1.01678                 NaN            NaN            NaN
  1406.02        2500.00        97.3099                 NaN            NaN            NaN  0.446361                 NaN            NaN   1.23031       0.308503E-001            NaN  0.982548                 NaN            NaN            NaN
  1403.51        2500.00        97.3666                 NaN            NaN            NaN  0.436221                 NaN            NaN  0.310558E-001   1.20447                 NaN  0.961634                 NaN            NaN            NaN
  1401.00        2500.00        97.4351                 NaN            NaN            NaN  0.430957                 NaN            NaN   1.19663                 NaN            NaN  0.937355                 NaN            NaN            NaN
  1398.50        2500.00        97.5009                 NaN            NaN            NaN  0.428590                 NaN            NaN   1.15578                 NaN            NaN  0.914704                 NaN            NaN            NaN
  1395.99        2500.00        97.5631                 NaN            NaN            NaN  0.420090                 NaN            NaN   1.12580                 NaN            NaN  0.890968                 NaN            NaN            NaN
  1393.48        2500.00        97.6120                 NaN            NaN            NaN  0.401297                 NaN            NaN   1.11631                 NaN            NaN  0.870431                 NaN            NaN            NaN
  1390.98        2500.00        97.6688                 NaN            NaN            NaN  0.398383                 NaN            NaN   1.08274                 NaN            NaN  0.850096                 NaN            NaN            NaN
  1388.47        2500.00        97.7204                 NaN            NaN            NaN  0.390203                 NaN            NaN   1.05879                 NaN            NaN  0.830568                 NaN            NaN            NaN
  1385.96        2500.00        97.7795                 NaN            NaN            NaN  0.389557                 NaN            NaN   1.02100                 NaN            NaN  0.809943                 NaN            NaN            NaN
  1383.46        2500.00        97.8280                 NaN            NaN            NaN  0.378926                 NaN            NaN   1.00235                 NaN            NaN  0.790684                 NaN            NaN            NaN
  1380.95        2500.00        97.8747                 NaN            NaN            NaN  0.370615                 NaN            NaN  0.981816                 NaN            NaN  0.772852                 NaN            NaN            NaN
  1378.45        2500.00        97.8765                 NaN            NaN            NaN  0.364548                 NaN            NaN  0.987054                 NaN            NaN  0.771948                 NaN            NaN            NaN
  1375.94        2500.00        98.0058                 NaN            NaN            NaN  0.350846                 NaN            NaN  0.921856                 NaN            NaN  0.721480                 NaN            NaN            NaN
  1373.43        2500.00        98.0068                 NaN            NaN            NaN  0.351393                 NaN            NaN  0.919989                 NaN            NaN  0.721803                 NaN            NaN            NaN
  1370.93        2500.00        98.0256                 NaN            NaN            NaN  0.350938                 NaN            NaN  0.905348                 NaN            NaN  0.718119                 NaN            NaN            NaN
  1368.42        2500.00        98.1166                 NaN            NaN            NaN  0.334541                 NaN            NaN  0.871698                 NaN            NaN  0.677163                 NaN            NaN            NaN
  1365.91        2500.00        98.1350                 NaN            NaN            NaN  0.333632                 NaN            NaN  0.858334                 NaN            NaN  0.673079                 NaN            NaN            NaN
  1363.41        2500.00        98.1723                 NaN            NaN            NaN  0.328345                 NaN            NaN  0.840693                 NaN            NaN  0.658685                 NaN            NaN            NaN
  1360.90        2500.00        98.2116                 NaN            NaN            NaN  0.316457                 NaN            NaN  0.829733                 NaN            NaN  0.642180                 NaN            NaN            NaN
  1358.40        2500.00        98.2446                 NaN            NaN            NaN  0.309037                 NaN            NaN  0.817222                 NaN            NaN  0.629129                 NaN            NaN            NaN
  1355.89        2500.00        98.2810                 NaN            NaN            NaN  0.310841                 NaN            NaN  0.790957                 NaN            NaN  0.617217                 NaN            NaN            NaN
  1353.38        2500.00        98.3143                 NaN            NaN            NaN  0.296980                 NaN            NaN  0.786897                 NaN            NaN  0.601860                 NaN            NaN            NaN
  1350.88        2500.00        98.3572                 NaN            NaN            NaN  0.286502                 NaN            NaN  0.772426                 NaN            NaN  0.583828                 NaN            NaN            NaN
  1348.37        2500.00        98.3796                 NaN            NaN            NaN  0.283185                 NaN            NaN  0.761550                 NaN            NaN  0.575665                 NaN            NaN            NaN
  1345.86        2500.00        98.1162                 NaN            NaN            NaN  0.394176                 NaN            NaN  0.766387                 NaN            NaN  0.723281                 NaN            NaN            NaN
  1343.36        2500.00        98.7404                 NaN            NaN            NaN  0.148184                 NaN            NaN  0.722996                 NaN            NaN  0.388420                 NaN            NaN            NaN
  1340.85        2500.00        98.4691                 NaN            NaN            NaN  0.253534                 NaN            NaN  0.739562                 NaN            NaN  0.537769                 NaN            NaN            NaN
  1338.35        2500.00        98.4992                 NaN            NaN            NaN  0.254021                 NaN            NaN  0.719895                 NaN            NaN  0.526900                 NaN            NaN            NaN
  1335.84        2500.00        98.5272                 NaN            NaN            NaN  0.247706                 NaN            NaN  0.709202                 NaN            NaN  0.515894                 NaN            NaN            NaN
  1333.33        2500.00        98.5515                 NaN            NaN            NaN  0.239028                 NaN            NaN  0.704175                 NaN            NaN  0.505295                 NaN            NaN            NaN
  1330.83        2500.00        98.5769                 NaN            NaN            NaN  0.231555                 NaN            NaN  0.696791                 NaN            NaN  0.494786                 NaN            NaN            NaN
  1328.32        2500.00        98.6019                 NaN            NaN            NaN  0.225229                 NaN            NaN  0.688296                 NaN            NaN  0.484557                 NaN            NaN            NaN
  1325.81        2500.00        98.6258                 NaN            NaN            NaN  0.213828                 NaN            NaN  0.685630                 NaN            NaN  0.474786                 NaN            NaN            NaN
  1323.31        2500.00        98.6523                 NaN            NaN            NaN  0.208758                 NaN            NaN  0.675505                 NaN            NaN  0.463457                 NaN            NaN            NaN
  1320.80        2500.00        98.6722                 NaN            NaN            NaN  0.203282                 NaN            NaN  0.669117                 NaN            NaN  0.455425                 NaN            NaN            NaN
  1318.30        2500.00        98.6942                 NaN            NaN            NaN  0.195104                 NaN            NaN  0.664500                 NaN            NaN  0.446221                 NaN            NaN            NaN
  1315.79        2500.00        98.7158                 NaN            NaN            NaN  0.187120                 NaN            NaN  0.659889                 NaN            NaN  0.437228                 NaN            NaN            NaN
  1313.28        2500.00        98.7363                 NaN            NaN            NaN  0.180352                 NaN            NaN  0.653889                 NaN            NaN  0.429500                 NaN            NaN            NaN
  1310.78        2500.00        98.7563                 NaN            NaN            NaN  0.168940                 NaN            NaN  0.655432                 NaN            NaN  0.419285                 NaN            NaN            NaN
  1308.27        2500.00        98.7738                 NaN            NaN            NaN  0.161587                 NaN            NaN  0.652126                 NaN            NaN  0.412536                 NaN            NaN            NaN
  1305.76        2500.00        98.7917                 NaN            NaN            NaN  0.156240                 NaN            NaN  0.646969                 NaN            NaN  0.405087                 NaN            NaN            NaN
  1303.26        2500.00        98.5349                 NaN            NaN            NaN  0.155660                 NaN            NaN  0.700831                 NaN            NaN  0.432267       0.176334                 NaN            NaN
  1300.75        2500.00        82.2424                 NaN            NaN            NaN  0.669429                 NaN            NaN   4.02158                 NaN            NaN   2.49917        10.5675                 NaN            NaN
  1298.25        2500.00        83.7053                 NaN            NaN            NaN  0.471270                 NaN            NaN   3.95851                 NaN            NaN   2.31623        9.54866                 NaN            NaN
  1295.74        2500.00        78.9802                 NaN            NaN            NaN  0.504199                 NaN            NaN   4.96915                 NaN            NaN   2.98672        12.2874       0.272345                 NaN
  1293.23        2500.00        78.7021                 NaN            NaN            NaN  0.457024                 NaN            NaN   5.06393                 NaN            NaN   3.03259        12.3724       0.371884                 NaN
  1290.73        2500.00        81.5982                 NaN            NaN            NaN  0.356769                 NaN            NaN   4.50433                 NaN            NaN   2.63315        10.5950       0.312537                 NaN
  1288.22        2500.00        83.9260                 NaN            NaN            NaN  0.271055                 NaN            NaN   4.04816                 NaN            NaN   2.31085        9.17806       0.265926                 NaN
  1285.71        2500.00        85.7943                 NaN            NaN            NaN  0.143417                 NaN            NaN   3.75161                 NaN            NaN   2.05015        8.03480       0.225740                 NaN
  1283.21        2500.00        79.8678                 NaN            NaN            NaN            NaN            NaN            NaN   5.47828                 NaN            NaN   2.86034        11.4614       0.332168                 NaN
  1280.70        2500.00        83.1905                 NaN            NaN            NaN   1.59353                 NaN            NaN   1.36453                 NaN            NaN   2.83404        10.6664       0.350974                 NaN
  1278.20        2500.00        88.1630                 NaN            NaN            NaN            NaN            NaN            NaN   2.81210                 NaN            NaN   1.80617        7.03321       0.185554                 NaN
  1275.69        2500.00        94.1709                 NaN            NaN            NaN            NaN            NaN            NaN   1.21824                 NaN            NaN  0.902637        3.60417       0.104066                 NaN
  1273.18        2500.00        96.7834                 NaN            NaN            NaN            NaN            NaN            NaN  0.659609                 NaN            NaN  0.499837        1.99973       0.574126E-001            NaN
  1270.68        2500.00        98.6071                 NaN            NaN            NaN            NaN            NaN            NaN  0.407281                 NaN            NaN  0.215422       0.753357       0.167936E-001            NaN
  1268.17        2500.00        97.8593                 NaN            NaN            NaN            NaN            NaN            NaN  0.134981       0.385517                 NaN  0.342072        1.24324       0.348917E-001            NaN
  1265.66        2500.00        98.9197                 NaN            NaN            NaN            NaN            NaN            NaN  0.336086                 NaN            NaN  0.133722       0.593928       0.165906E-001            NaN
  1263.16        2500.00        98.2847                 NaN            NaN            NaN            NaN            NaN            NaN  0.204156       0.943243E-001            NaN  0.287085        1.09755       0.321921E-001            NaN
  1260.65        2500.00        99.1811                 NaN            NaN            NaN            NaN            NaN            NaN  0.428787                 NaN            NaN  0.538778E-001  0.335153       0.103497E-002            NaN
  1258.15        2500.00        96.9615                 NaN            NaN            NaN            NaN            NaN            NaN   1.41888                 NaN            NaN  0.411861        1.19095       0.168491E-001            NaN
  1255.64        2500.00        69.5167        12.9160        14.2209                 NaN            NaN            NaN            NaN  0.881261                 NaN            NaN  0.494721        1.92140       0.489985E-001            NaN
  1253.13        2500.00        78.1157                 NaN            NaN            NaN            NaN            NaN            NaN   1.62725        8.31923                 NaN   2.71835        9.07839       0.141114                 NaN
  1250.63        2500.00        95.6876                 NaN            NaN            NaN            NaN            NaN            NaN   1.19273                 NaN            NaN  0.566472        2.48007       0.731726E-001            NaN
  1248.12        2500.00        96.0425                 NaN            NaN            NaN            NaN            NaN            NaN  0.805248       0.253954                 NaN  0.527754        2.30559       0.649838E-001            NaN
  1245.61        2500.00        96.0469                 NaN            NaN            NaN            NaN            NaN            NaN   1.10780                 NaN            NaN  0.546087        2.24411       0.550720E-001            NaN
  1243.11        2500.00        95.7244                 NaN            NaN            NaN            NaN            NaN            NaN   1.14891                 NaN            NaN  0.602574        2.44334       0.807632E-001            NaN
  1240.60        2500.00        95.7537                 NaN            NaN            NaN            NaN            NaN            NaN  0.241059       0.825706                 NaN  0.572560        2.57553       0.314244E-001            NaN
  1238.10        2500.00        98.3861                 NaN            NaN            NaN            NaN            NaN            NaN  0.122997       0.394358                 NaN  0.212116       0.855719       0.287288E-001            NaN
  1235.59        2500.00        97.2090                 NaN            NaN            NaN            NaN            NaN            NaN  0.411242                 NaN            NaN  0.278513        2.01063       0.906531E-001            NaN
  1233.08        2500.00        85.0414                 NaN            NaN            NaN            NaN            NaN            NaN   2.42080                 NaN            NaN   1.46107        6.56176       0.639370E-001   4.45101     
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.42889        6.11485       0.646365E-004   8.30393        46.2775       0.611624        33.2631     
  1228.07        2500.00                 NaN            NaN            NaN            NaN   2.91190                 NaN            NaN  0.211446E-005   6.37822                 NaN   7.93100        47.5767       0.804787        34.3973     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.91022        8.60429                 NaN   8.25179        46.3431       0.622866        33.2678     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.36333        6.23227       0.342835E-005   8.32244        46.1811       0.611849        33.2890     
  1220.55        2500.00                 NaN            NaN            NaN            NaN   2.96902                 NaN            NaN   6.29502                 NaN            NaN   7.92629        47.5746       0.804731        34.4303     
  1218.05        2500.00                 NaN            NaN            NaN            NaN   2.97504                 NaN            NaN   6.28551                 NaN            NaN   7.92655        47.5733       0.804761        34.4349     
  1215.54        2500.00                 NaN            NaN            NaN            NaN   2.98219                 NaN            NaN   6.27310                 NaN            NaN   7.92638        47.5739       0.804964        34.4394     
  1213.03        2500.00                 NaN            NaN            NaN            NaN   2.98698                 NaN            NaN   6.26655                 NaN            NaN   7.92640        47.5713       0.804939        34.4438     
  1210.53        2500.00                 NaN            NaN            NaN            NaN   2.99228                 NaN            NaN   6.25842                 NaN            NaN   7.92674        47.5696       0.804942        34.4480     
  1208.02        2500.00                 NaN            NaN            NaN            NaN   2.99871                 NaN            NaN   6.24968                 NaN            NaN   7.93073        47.5626       0.804922        34.4534     
  1205.51        2500.00                 NaN            NaN            NaN            NaN   3.00501                 NaN            NaN   6.23883                 NaN            NaN   7.93015        47.5634       0.805032        34.4576     
  1203.01        2500.00                 NaN            NaN            NaN            NaN   3.00979                 NaN            NaN   6.23128                 NaN            NaN   7.92640        47.5659       0.805176        34.4615     
  1200.50        2500.00                 NaN            NaN            NaN            NaN   3.01353                 NaN            NaN   6.22803                 NaN            NaN   7.93008        47.5575       0.804751        34.4662     
  1197.99        2500.00                 NaN            NaN            NaN            NaN   3.01972                 NaN            NaN   6.21784                 NaN            NaN   7.92845        47.5581       0.805395        34.4705     
  1195.49        2500.00                 NaN            NaN            NaN            NaN   3.02510                 NaN            NaN   6.20831                 NaN            NaN   7.92699        47.5602       0.805264        34.4741     
  1192.98        2500.00                 NaN            NaN            NaN            NaN   3.03285                 NaN            NaN   6.19429                 NaN            NaN   7.92799        47.5605       0.805564        34.4788     
  1190.48        2500.00                 NaN            NaN            NaN            NaN   3.03435                 NaN            NaN   6.19510                 NaN            NaN   7.92955        47.5534       0.805060        34.4826     
  1187.97        2500.00                 NaN            NaN            NaN            NaN   3.04280                 NaN            NaN   6.18004                 NaN            NaN   7.92677        47.5574       0.805526        34.4875     
  1185.46        2500.00                 NaN            NaN            NaN            NaN   3.04820                 NaN            NaN   6.17179                 NaN            NaN   7.92680        47.5560       0.805525        34.4917     
  1182.96        2500.00                 NaN            NaN            NaN            NaN   3.05167                 NaN            NaN   6.16728                 NaN            NaN   7.92906        47.5510       0.805263        34.4957     
  1180.45        2500.00                 NaN            NaN            NaN            NaN   3.05871                 NaN            NaN   6.15587                 NaN            NaN   7.92685        47.5527       0.805591        34.5003     
  1177.94        2500.00                 NaN            NaN            NaN            NaN   3.06441                 NaN            NaN   6.14643                 NaN            NaN   7.92764        47.5513       0.805742        34.5045     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.71953        8.75809       0.842701E-006   8.37001        46.2705       0.609631        33.2722     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.69919        8.78207                 NaN   8.37699        46.2587       0.608525        33.2745     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.92268        9.65918                 NaN   8.41161        46.0915       0.604960        33.3101     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.10945        9.45187                 NaN   8.40517        46.1175       0.608468        33.3076     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.01772        9.54137                 NaN   8.39636        46.1268       0.610304        33.3075     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.99909        9.56458                 NaN   8.40170        46.1165       0.608455        33.3096     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.01333        9.56912                 NaN   8.42766        46.0750       0.600526        33.3144     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.91279        9.68607                 NaN   8.43004        46.0513       0.598687        33.3211     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.83528        2.85521                 NaN   8.47081        45.9061       0.586329        33.3463     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.68604        3.00796       0.213949E-005   8.47888        45.8957       0.584309        33.3471     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.71273        2.97833                 NaN   8.48257        45.8959       0.583168        33.3473     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.72484        2.97323                 NaN   8.48732        45.8827       0.581552        33.3503     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.61404        3.06659                 NaN   8.47474        45.9080       0.585993        33.3506     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.54237        3.16280                 NaN   8.49254        45.8633       0.580441        33.3586     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.41081        3.29516       0.101943E-005   8.49499        45.8600       0.579765        33.3593     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.00006        9.61582                 NaN   8.45253        45.9999       0.592264        33.3394     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.01096        9.60156                 NaN   8.44037        46.0105       0.595427        33.3412     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.00301        9.61461                 NaN   8.44512        45.9996       0.593828        33.3438     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.99696        9.62582                 NaN   8.44992        45.9887       0.592225        33.3464     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.61634        10.0870                 NaN   8.49287        45.8535       0.577580        33.3727     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.62273        10.0821                 NaN   8.49537        45.8487       0.576680        33.3744     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.56960        10.1311                 NaN   8.49135        45.8556       0.577347        33.3750     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.55358        10.1535                 NaN   8.49284        45.8444       0.576822        33.3789     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.93181        9.72920                 NaN   8.49253        45.9077       0.578324        33.3604     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.88899        2.89117                 NaN   8.55750        45.7084       0.560231        33.3937     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.61459        3.14063                 NaN   8.53498        45.7545       0.566891        33.3885     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.81494        2.94702                 NaN   8.53952        45.7384       0.565850        33.3943     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.96187        9.72032                 NaN   8.51188        45.8613       0.572457        33.3721     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.99003        9.69064                 NaN   8.50073        45.8671       0.575996        33.3755     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.04172        2.74421                 NaN   8.57622        45.6795       0.554304        33.4040     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.01049        2.77813                 NaN   8.56929        45.6801       0.556142        33.4059     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.01787        3.70262                 NaN   8.61763        45.7258       0.557550        33.3785     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.56499        3.14329       0.490555E-005   8.61554        45.7462       0.553956        33.3760     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.97284        2.83540       0.422947E-005   8.58497        45.6394       0.551506        33.4158     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.30153        8.50186       0.220996E-005   8.57335        45.6531       0.554988        33.4152     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.912408E-002   8.89437        2.91331        8.59126        45.6267       0.547987        33.4172     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.26143        3.49855                 NaN   8.66535        45.6296       0.546501        33.3985     
  1082.71        2500.00                 NaN            NaN            NaN            NaN   3.19570                 NaN            NaN  0.210792E-005   5.95371                 NaN   7.93485        47.4729       0.805009        34.6378     
