|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.75/GRV/GRV_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1319.51        2500.00                 NaN   98.7820                 NaN            NaN            NaN  0.253738       0.569230                 NaN            NaN  0.324230       0.707664E-001            NaN            NaN
  1318.02        2500.00                 NaN   98.7922                 NaN            NaN            NaN  0.250590       0.566178                 NaN            NaN  0.321374       0.696537E-001            NaN            NaN
  1316.54        2500.00                 NaN   98.8100                 NaN            NaN            NaN  0.247188       0.558746                 NaN            NaN  0.316120       0.679318E-001            NaN            NaN
  1315.05        2500.00                 NaN   98.8237                 NaN            NaN            NaN  0.244422       0.552460                 NaN            NaN  0.312607       0.667779E-001            NaN            NaN
  1313.57        2500.00                 NaN   98.8370                 NaN            NaN            NaN  0.240966       0.547583                 NaN            NaN  0.308951       0.654840E-001            NaN            NaN
  1312.08        2500.00                 NaN   98.8502                 NaN            NaN            NaN  0.238410       0.541832                 NaN            NaN  0.305265       0.642890E-001            NaN            NaN
  1310.59        2500.00                 NaN   98.8632                 NaN            NaN            NaN  0.235512       0.536577                 NaN            NaN  0.301636       0.630604E-001            NaN            NaN
  1309.11        2500.00                 NaN   98.8761                 NaN            NaN            NaN  0.231249       0.532903                 NaN            NaN  0.297970       0.617515E-001            NaN            NaN
  1307.62        2500.00                 NaN   98.8895                 NaN            NaN            NaN  0.229431       0.525932                 NaN            NaN  0.294416       0.606821E-001            NaN            NaN
  1306.13        2500.00                 NaN   98.9020                 NaN            NaN            NaN  0.225046       0.522792                 NaN            NaN  0.290823       0.593851E-001            NaN            NaN
  1304.65        2500.00                 NaN   98.9142                 NaN            NaN            NaN  0.221980       0.518160                 NaN            NaN  0.287423       0.582143E-001            NaN            NaN
  1303.16        2500.00                 NaN   98.9268                 NaN            NaN            NaN  0.218956       0.513175                 NaN            NaN  0.283970       0.570951E-001            NaN            NaN
  1301.68        2500.00                 NaN   98.9394                 NaN            NaN            NaN  0.215849       0.508229                 NaN            NaN  0.280512       0.559855E-001            NaN            NaN
  1300.19        2500.00                 NaN   98.9509                 NaN            NaN            NaN  0.211290       0.505775                 NaN            NaN  0.277213       0.547729E-001            NaN            NaN
  1298.70        2500.00                 NaN   98.9624                 NaN            NaN            NaN  0.207679       0.502333                 NaN            NaN  0.273924       0.536260E-001            NaN            NaN
  1297.22        2500.00                 NaN   98.9747                 NaN            NaN            NaN  0.205618       0.496169                 NaN            NaN  0.270811       0.526547E-001            NaN            NaN
  1295.73        2500.00                 NaN   76.7324                 NaN            NaN            NaN   2.22722        4.99928                 NaN            NaN   3.17086       0.830742        12.0395                 NaN
  1294.25        2500.00                 NaN   76.1647                 NaN            NaN            NaN   2.28858        5.17839                 NaN            NaN   3.24194       0.830859        12.2955                 NaN
  1292.76        2500.00                 NaN   79.4790                 NaN            NaN            NaN   1.99876        4.46005                 NaN            NaN   2.80322       0.715170        10.5438                 NaN
  1291.27        2500.00                 NaN   82.8395                 NaN            NaN            NaN   1.69678        3.86966                 NaN            NaN   2.35911       0.573501        8.66149                 NaN
  1289.79        2500.00                 NaN   84.3261                 NaN            NaN            NaN   1.50083        3.62327                 NaN            NaN   2.16081       0.520490        7.86854                 NaN
  1288.30        2500.00                 NaN   86.1923                 NaN            NaN            NaN   1.30494        3.26523                 NaN            NaN   1.91013       0.452570        6.87486                 NaN
  1286.82        2500.00                 NaN   69.7404                 NaN            NaN            NaN   1.23381        9.04775                 NaN            NaN   3.87411       0.942364        15.1616                 NaN
  1285.33        2500.00                 NaN   97.9058                 NaN            NaN            NaN  0.629287       0.795391E-001            NaN            NaN  0.837690                 NaN  0.547668                 NaN
  1283.84        2500.00                 NaN   97.6914                 NaN            NaN            NaN  0.198842       0.796028                 NaN            NaN  0.301849       0.518878E-001  0.959958                 NaN
  1282.36        2500.00                 NaN   88.7040                 NaN            NaN            NaN  0.286891        3.26583                 NaN            NaN   1.51684       0.389316        5.83709                 NaN
  1280.87        2500.00                 NaN   93.4543                 NaN            NaN            NaN   1.19351        1.37619                 NaN            NaN  0.965570       0.174953        2.83543                 NaN
  1279.38        2500.00                 NaN   92.9125                 NaN            NaN            NaN  0.617761        1.94846                 NaN            NaN   1.00058       0.211286        3.30938                 NaN
  1277.90        2500.00                 NaN   55.4069                 NaN            NaN            NaN   2.59399        9.63346        3.41244                 NaN   6.31925        1.25534        21.3786                 NaN
  1276.41        2500.00                 NaN  100.0000                 NaN            NaN            NaN  0.217878E-005  0.222510E-005            NaN            NaN  0.124293E-005            NaN  0.418380E-005            NaN
  1274.93        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1273.44        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1271.95        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1270.47        2500.00                 NaN   99.9997       0.219325E-003            NaN            NaN  0.123844E-004  0.189119E-004            NaN            NaN  0.105243E-004  0.224074E-005  0.338159E-004            NaN
  1268.98        2500.00                 NaN   99.9998       0.203261E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1267.50        2500.00                 NaN   99.9998       0.202010E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1266.01        2500.00                 NaN   99.9999       0.477406E-004  0.599082E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1264.52        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1263.04        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1261.55        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1260.07        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1258.58        2500.00                 NaN   99.9999       0.112327E-003            NaN            NaN            NaN  0.124924E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1257.09        2500.00                 NaN   99.9999                 NaN            NaN            NaN  0.133901E-004  0.357946E-004            NaN            NaN  0.184642E-004  0.465694E-005  0.724488E-004            NaN
  1255.61        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1254.12        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1252.64        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1251.15        2500.00                 NaN   87.8130                 NaN            NaN            NaN            NaN   5.18996                 NaN            NaN   1.70755       0.221218        5.06824                 NaN
  1249.66        2500.00                 NaN   72.6935                 NaN            NaN            NaN            NaN   7.59436        3.81416                 NaN   3.84157       0.531934        11.5245                 NaN
  1248.18        2500.00                 NaN   96.7887                 NaN            NaN            NaN            NaN   1.23743                 NaN            NaN  0.438309       0.680540E-001   1.46755                 NaN
  1246.69        2500.00                 NaN   96.6967                 NaN            NaN            NaN            NaN  0.935405       0.180687                 NaN  0.413752       0.857156E-001   1.68772                 NaN
  1245.20        2500.00                 NaN   97.3548                 NaN            NaN            NaN            NaN   1.12601                 NaN            NaN  0.416745       0.370315E-001   1.06544                 NaN
  1243.72        2500.00                 NaN   97.5707                 NaN            NaN            NaN            NaN  0.827345                 NaN            NaN  0.344378       0.497296E-001   1.20787                 NaN
  1242.23        2500.00                 NaN   97.2985                 NaN            NaN            NaN            NaN  0.743846       0.253511                 NaN  0.377794       0.873157E-001   1.23903                 NaN
  1240.75        2500.00                 NaN   92.2267                 NaN            NaN            NaN            NaN   1.14256       0.685760                 NaN  0.756105       0.900795E-001   3.11189        1.98694     
  1239.26        2500.00                 NaN   85.7875                 NaN            NaN            NaN            NaN   2.60794       0.485981                 NaN   1.41175       0.162892        5.48238        4.06160     
  1237.77        2500.00                 NaN   91.0934                 NaN            NaN            NaN            NaN   1.84909       0.180299E-004            NaN  0.891309       0.980926E-001   3.47477        2.59334     
  1236.29        2500.00                 NaN   82.2078                 NaN            NaN            NaN            NaN  0.253600        3.50205                 NaN   1.82723       0.172620        6.92133        5.11540     
  1234.80        2500.00                 NaN   88.5822                 NaN            NaN            NaN            NaN   1.06790        1.29050                 NaN   1.11839       0.127748        4.53086        3.28237     
  1233.32        2500.00                 NaN   88.9565                 NaN            NaN            NaN  0.386813        1.55569                 NaN            NaN   1.11233       0.121149        4.53440        3.33308     
  1231.83        2500.00                 NaN  100.0000                 NaN            NaN            NaN  0.193846E-005            NaN            NaN            NaN  0.119266E-005            NaN  0.524988E-005  0.376161E-005
  1230.34        2500.00                 NaN   70.3772                 NaN            NaN            NaN            NaN   1.96197        3.82038       0.158056E-005   2.73098       0.361547        12.0025        8.74544     
  1228.86        2500.00                 NaN   64.5906                 NaN            NaN            NaN            NaN   2.31903        4.05505                 NaN   3.26999       0.409383        14.3855        10.9705     
  1227.37        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.3662        3.78364                 NaN   8.43547        1.08413        44.0199        30.3106     
  1225.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.94146        6.06355                 NaN   8.32033        1.13124        44.2465        30.2969     
  1224.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.67718        11.2323                 NaN   8.26131        1.15766        44.3877        30.2839     
  1222.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.96357        6.04357                 NaN   8.32137        1.13094        44.2428        30.2977     
  1221.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.97936        6.02900                 NaN   8.32182        1.13049        44.2414        30.2979     
  1219.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.0473        5.95717                 NaN   8.31925        1.13140        44.2477        30.2972     
  1218.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.1183        5.88541                 NaN   8.32599        1.13129        44.2425        30.2966     
  1216.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.0430        5.96521                 NaN   8.32218        1.13057        44.2409        30.2981     
  1215.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.1486        5.85672                 NaN   8.32644        1.13083        44.2404        30.2971     
  1214.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.67689        11.2326                 NaN   8.26128        1.15768        44.3877        30.2839     
  1212.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.2176                 NaN            NaN   8.44187        1.07937        43.9390        30.3221     
  1211.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.1609        5.84859                 NaN   8.32232        1.12844        44.2421        30.2976     
  1209.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2054        5.80336                 NaN   8.32755        1.12984        44.2358        30.2980     
  1208.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2258        5.78369                 NaN   8.32764        1.12965        44.2349        30.2983     
  1206.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2369        5.77358                 NaN   8.32803        1.12938        44.2336        30.2985     
  1205.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2528        5.75848                 NaN   8.32826        1.12915        44.2325        30.2988     
  1203.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2689        5.74328                 NaN   8.32850        1.12892        44.2314        30.2990     
  1202.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2851        5.72792                 NaN   8.32873        1.12869        44.2303        30.2993     
  1200.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.3014        5.71244                 NaN   8.32897        1.12846        44.2292        30.2996     
  1199.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.3179        5.69683                 NaN   8.32920        1.12824        44.2280        30.2998     
  1197.65        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.3390        5.67648                 NaN   8.32929        1.12806        44.2270        30.3001     
  1196.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.3559        5.66039                 NaN   8.32952        1.12784        44.2260        30.3004     
  1194.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.3729        5.64414                 NaN   8.32978        1.12763        44.2249        30.3006     
  1193.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.3901        5.62775                 NaN   8.33003        1.12741        44.2238        30.3009     
  1191.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.2053                 NaN            NaN   8.57209        1.08097        43.8252        30.3165     
  1190.22        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.85226        11.0775                 NaN   8.28182        1.14787        44.3569        30.2837     
  1188.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.70181        11.2097                 NaN   8.26335        1.15595        44.3858        30.2833     
  1187.25        2500.00                 NaN            NaN            NaN            NaN            NaN  0.118779E-005   10.3109        5.71284                 NaN   8.33031        1.12549        44.2235        30.2970     
  1185.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.67529        11.2341                 NaN   8.26115        1.15779        44.3878        30.2839     
  1184.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.70181        11.2097                 NaN   8.26335        1.15595        44.3858        30.2833     
  1182.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.5675        5.45249                 NaN   8.33584        1.12546        44.2171        30.3016     
  1181.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.5865        5.43413                 NaN   8.33663        1.12510        44.2158        30.3018     
  1179.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6093        5.41235                 NaN   8.33668        1.12484        44.2149        30.3019     
  1178.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6240        5.39811                 NaN   8.33747        1.12463        44.2138        30.3020     
  1176.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6380        5.38447                 NaN   8.33832        1.12443        44.2127        30.3021     
  1175.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6499        5.37288                 NaN   8.33953        1.12415        44.2114        30.3022     
  1173.87        2500.00                 NaN            NaN            NaN            NaN            NaN  0.269020E-005   10.6628        5.36022                 NaN   8.34053        1.12394        44.2103        30.3022     
  1172.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6670        5.54008                 NaN   8.59150        1.05181        43.8360        30.3136     
  1170.90        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6861        5.33697                 NaN   8.34276        1.12357        44.2084        30.3022     
  1169.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.2097                 NaN            NaN   8.63710        1.04433        43.8007        30.3081     
  1167.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.9039        5.11980                 NaN   8.34374        1.12507        44.2045        30.3031     
  1166.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.77551        11.1421                 NaN   8.26948        1.15083        44.3804        30.2817     
  1164.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.9412        5.08301                 NaN   8.34436        1.12473        44.2034        30.3033     
  1163.47        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.9620        5.06223                 NaN   8.34426        1.12485        44.2031        30.3036     
  1161.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.8780        5.13684                 NaN   8.34614        1.12695        44.2098        30.3022     
  1160.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.72351        9.50428                 NaN   8.64238        1.04329        43.7730        30.3136     
  1159.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.12962        9.12992                 NaN   8.65619        1.03389        43.7302        30.3201     
  1157.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.8713        1.79702        3.54991        8.60934        1.04791        43.8050        30.3196     
  1156.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.65120        9.62905                 NaN   8.65827        1.03158        43.7036        30.3263     
  1154.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.7709        5.24649                 NaN   8.33526        1.12803        44.2146        30.3048     
  1153.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.7997        5.23055                 NaN   8.32734        1.12551        44.2105        30.3063     
  1151.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.9865        5.03393                 NaN   8.34668        1.12646        44.2023        30.3042     
  1150.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.9776        5.04809                 NaN   8.34344        1.12143        44.2066        30.3029     
  1148.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.2860        4.78465                 NaN   8.41050        1.10904        44.1007        30.3090     
  1147.12        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.9168        5.12311                 NaN   8.33312        1.11926        44.2014        30.3063     
  1145.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.0687        4.95135                 NaN   8.33854        1.12785        44.2090        30.3046     
  1144.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.9860        5.04729                 NaN   8.34269        1.12603        44.1914        30.3066     
  1142.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.9921        5.03826                 NaN   8.34439        1.12677        44.1919        30.3066     
  1141.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.1130        4.93132                 NaN   8.34394        1.12027        44.1861        30.3054     
  1139.69        2500.00                 NaN            NaN            NaN            NaN            NaN  0.305889E-005   11.0269        5.00352                 NaN   8.33623        1.12633        44.2033        30.3037     
  1138.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.1463        4.87418                 NaN   8.34404        1.12702        44.2041        30.3044     
  1136.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.1450        4.87919                 NaN   8.34842        1.12498        44.1974        30.3050     
  1135.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.1763        4.85194                 NaN   8.34661        1.12673        44.1910        30.3074     
  1133.75        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.2833                 NaN            NaN   8.73568        1.01304        43.6514        30.3166     
  1132.26        2500.00                 NaN            NaN            NaN            NaN            NaN  0.236227E-005   4.53440        11.6647       0.116642E-003   8.64159        1.05116        43.7851        30.3230     
  1130.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.2375        4.78871                 NaN   8.34772        1.12541        44.1935        30.3072     
  1129.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.97175        12.2581       0.557455E-005   8.70917        1.03513        43.7011        30.3247     
  1127.80        2500.00                 NaN            NaN            NaN            NaN            NaN  0.232757E-005   4.11907        12.1151       0.748301E-005   8.68540        1.03872        43.7138        30.3279     
  1126.32        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.2888        4.73832                 NaN   8.34841        1.12533        44.1912        30.3079     
  1124.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.2931        4.73598                 NaN   8.34870        1.12468        44.1893        30.3082     
  1123.35        2500.00                 NaN            NaN            NaN            NaN            NaN  0.305320E-005   11.3060        4.72435                 NaN   8.34946        1.12459        44.1866        30.3090     
  1121.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.3010        4.73031                 NaN   8.34958        1.12488        44.1846        30.3096     
  1120.37        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.3075        4.72439                 NaN   8.35213        1.12416        44.1825        30.3093     
  1118.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.3072        4.72430                 NaN   8.35165        1.12312        44.1856        30.3081     
  1117.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.2921        4.74043                 NaN   8.35911        1.12355        44.1750        30.3098     
  1115.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.3377        4.69525                 NaN   8.35239        1.12384        44.1812        30.3096     
  1114.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.3599        4.67365                 NaN   8.35088        1.12390        44.1818        30.3099     
  1112.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.06000        14.2624                 NaN   8.77836       0.996965        43.5759        30.3264     
  1111.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.3136        4.72517                 NaN   8.36233        1.12194        44.1654        30.3116     
  1109.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.3261        4.71377                 NaN   8.36120        1.12210        44.1651        30.3117     
  1108.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.3851        4.65266                 NaN   8.35430        1.12291        44.1734        30.3116     
  1107.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.3558        4.68389                 NaN   8.36163        1.12222        44.1646        30.3119     
  1105.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.3586        4.68335                 NaN   8.36228        1.12171        44.1618        30.3123     
  1104.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.3660        4.67689                 NaN   8.36261        1.12153        44.1603        30.3127     
  1102.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.3723        4.67172                 NaN   8.36301        1.12129        44.1586        30.3131     
  1101.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.4169        4.62621                 NaN   8.35546        1.12188        44.1669        30.3126     
  1099.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.4626        2.87099                 NaN   8.80290       0.991823        43.5403        30.3314     
  1098.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.4254        2.91001                 NaN   8.80605       0.991030        43.5356        30.3319     
  1096.60        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.74781        13.5918                 NaN   8.81196       0.988942        43.5271        30.3323     
  1095.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.4697        4.57488                 NaN   8.35743        1.12148        44.1626        30.3140     
  1093.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.306955        11.6829        4.04032        8.35226        1.12420        44.1823        30.3111     
  1092.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.5689        4.48179                 NaN   8.35819        1.11952        44.1562        30.3154     
  1090.65        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.3690        4.67003                 NaN   8.33648        1.12769        44.1887        30.3081     
  1089.17        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.92396        11.3052                 NaN   8.73475        1.03387        43.6692        30.3330     
  1087.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.98603        11.2444                 NaN   8.73572        1.03307        43.6684        30.3324     
  1086.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.92318        3.45118        8.85077        8.69381        1.04203        43.7088        30.3303     
  1084.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.2735        1.08129                 NaN   8.86390       0.974923        43.4817        30.3247     
  1083.22        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.52234        8.01299        6.78083        8.79534        1.00484        43.5549        30.3288     
  1081.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.98551        11.2476                 NaN   8.75499        1.03112        43.6463        30.3345     
  1080.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.6418        4.41626                 NaN   8.36114        1.11784        44.1451        30.3178     
  1078.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.493667        15.8814                 NaN   8.87591       0.966856        43.4548        30.3274     
  1077.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.4994        1.84405                 NaN   8.86161       0.975606        43.4906        30.3287     
  1075.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.9882        1.39400                 NaN   8.88243       0.964145        43.4384        30.3328     
  1074.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.7162        1.66220                 NaN   8.88212       0.965735        43.4400        30.3338     
  1072.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.89063        14.4847                 NaN   8.88223       0.966949        43.4409        30.3346     
  1071.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.87119        12.4506                 NaN   8.83773       0.993096        43.5070        30.3404     
  1069.85        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.26982        14.1003                 NaN   8.88272       0.969060        43.4420        30.3361     
  1068.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.42362        13.9449                 NaN   8.88347       0.969691        43.4415        30.3368     
  1066.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.472107        11.6820        3.87468        8.34953        1.12695        44.1810        30.3137     
  1065.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.39336        12.9526                 NaN   8.87403       0.982475        43.4552        30.3423     
  1063.90        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.80316        13.5619                 NaN   8.88655       0.971058        43.4383        30.3390     
  1062.42        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.91139        13.4532                 NaN   8.88738       0.971457        43.4367        30.3398     
  1060.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.770221        11.9488        3.30181        8.33909        1.12723        44.2007        30.3122     
  1059.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.29008        12.5771       0.726718E-003   8.25347        1.16339        44.4346        30.2806     
  1057.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.29008        12.5771       0.717429E-003   8.25347        1.16339        44.4346        30.2806     
  1056.47        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.27077        13.0928                 NaN   8.89368       0.971938        43.4283        30.3426     
  1054.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.34806        13.0155                 NaN   8.89534       0.971970        43.4258        30.3433     
  1053.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.29062        12.5773                 NaN   8.25345        1.16339        44.4347        30.2806     
  1052.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.7464        3.62059                 NaN   8.90008       0.970631        43.4163        30.3460     
  1050.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.29062        12.5773                 NaN   8.25345        1.16339        44.4347        30.2806     
  1049.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.72464        12.6447                 NaN   8.90591       0.970825        43.4055        30.3484     
  1047.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.6886        3.67635                 NaN   8.90419       0.971688        43.4123        30.3468     
  1046.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.29062        12.5773                 NaN   8.25345        1.16339        44.4347        30.2806     
  1044.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.5792        3.78699                 NaN   8.90803       0.971373        43.4062        30.3483     
  1043.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.83870        12.5281                 NaN   8.90999       0.971185        43.4030        30.3490     
  1041.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.88879        12.4788                 NaN   8.91188       0.970972        43.3998        30.3497     
  1040.12        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.4330        3.93546                 NaN   8.91410       0.970647        43.3963        30.3505     
  1038.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.29009        12.5771       0.671924E-003   8.25347        1.16339        44.4346        30.2806     
