|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.75/GRV/GRV_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1319.51        2500.00                 NaN   99.0077                 NaN            NaN            NaN  0.172311       0.450345                 NaN            NaN  0.327796       0.418097E-001            NaN            NaN
  1318.02        2500.00                 NaN   99.0175                 NaN            NaN            NaN  0.169778       0.447133                 NaN            NaN  0.324455       0.410940E-001            NaN            NaN
  1316.54        2500.00                 NaN   99.0337                 NaN            NaN            NaN  0.167096       0.440500                 NaN            NaN  0.318702       0.400211E-001            NaN            NaN
  1315.05        2500.00                 NaN   99.0463                 NaN            NaN            NaN  0.164869       0.434848                 NaN            NaN  0.314721       0.392856E-001            NaN            NaN
  1313.57        2500.00                 NaN   99.0585                 NaN            NaN            NaN  0.162164       0.430246                 NaN            NaN  0.310607       0.384700E-001            NaN            NaN
  1312.08        2500.00                 NaN   99.0707                 NaN            NaN            NaN  0.160091       0.425052                 NaN            NaN  0.306475       0.377147E-001            NaN            NaN
  1310.59        2500.00                 NaN   99.0826                 NaN            NaN            NaN  0.157807       0.420210                 NaN            NaN  0.302411       0.369419E-001            NaN            NaN
  1309.11        2500.00                 NaN   99.0944                 NaN            NaN            NaN  0.154607       0.416569                 NaN            NaN  0.298322       0.361244E-001            NaN            NaN
  1307.62        2500.00                 NaN   99.1066                 NaN            NaN            NaN  0.153074       0.410511                 NaN            NaN  0.294356       0.354490E-001            NaN            NaN
  1306.13        2500.00                 NaN   99.1179                 NaN            NaN            NaN  0.149809       0.407322                 NaN            NaN  0.290364       0.346429E-001            NaN            NaN
  1304.65        2500.00                 NaN   99.1290                 NaN            NaN            NaN  0.147456       0.403026                 NaN            NaN  0.286575       0.339127E-001            NaN            NaN
  1303.16        2500.00                 NaN   99.1404                 NaN            NaN            NaN  0.145142       0.398494                 NaN            NaN  0.282745       0.332145E-001            NaN            NaN
  1301.68        2500.00                 NaN   99.1517                 NaN            NaN            NaN  0.142795       0.394013                 NaN            NaN  0.278921       0.325239E-001            NaN            NaN
  1300.19        2500.00                 NaN   99.1621                 NaN            NaN            NaN  0.139476       0.391398                 NaN            NaN  0.275266       0.317756E-001            NaN            NaN
  1298.70        2500.00                 NaN   99.1724                 NaN            NaN            NaN  0.136801       0.388073                 NaN            NaN  0.271633       0.310676E-001            NaN            NaN
  1297.22        2500.00                 NaN   99.1834                 NaN            NaN            NaN  0.135170       0.382736                 NaN            NaN  0.268184       0.304631E-001            NaN            NaN
  1295.73        2500.00                 NaN   77.9602                 NaN            NaN            NaN   1.47743        3.90212                 NaN            NaN   3.18379       0.487299        12.9891                 NaN
  1294.25        2500.00                 NaN   77.4363                 NaN            NaN            NaN   1.51186        4.03500                 NaN            NaN   3.25678       0.487602        13.2724                 NaN
  1292.76        2500.00                 NaN   80.6420                 NaN            NaN            NaN   1.31404        3.46266                 NaN            NaN   2.80907       0.418659        11.3536                 NaN
  1291.27        2500.00                 NaN   83.9111                 NaN            NaN            NaN   1.10703        2.98736                 NaN            NaN   2.35766       0.334814        9.30203                 NaN
  1289.79        2500.00                 NaN   85.3474                 NaN            NaN            NaN  0.974501        2.78610                 NaN            NaN   2.15511       0.303245        8.43366                 NaN
  1288.30        2500.00                 NaN   87.1429                 NaN            NaN            NaN  0.843456        2.49970                 NaN            NaN   1.90036       0.263013        7.35057                 NaN
  1286.82        2500.00                 NaN   71.4433                 NaN            NaN            NaN  0.808137        6.90462                 NaN            NaN   3.89704       0.553723        16.3932                 NaN
  1285.33        2500.00                 NaN   98.1397                 NaN            NaN            NaN  0.398793       0.599458E-001            NaN            NaN  0.823129                 NaN  0.578389                 NaN
  1283.84        2500.00                 NaN   97.9336                 NaN            NaN            NaN  0.125856       0.601021                 NaN            NaN  0.296440       0.297650E-001   1.01336                 NaN
  1282.36        2500.00                 NaN   89.4338                 NaN            NaN            NaN  0.182782        2.46427                 NaN            NaN   1.49809       0.224588        6.19648                 NaN
  1280.87        2500.00                 NaN   94.1601                 NaN            NaN            NaN  0.756153        1.03478                 NaN            NaN  0.949920       0.100532        2.99851                 NaN
  1279.38        2500.00                 NaN   93.5586                 NaN            NaN            NaN  0.389694        1.45803                 NaN            NaN  0.981842       0.121096        3.49076                 NaN
  1277.90        2500.00                 NaN   58.2295                 NaN            NaN            NaN   1.66602        7.29131        2.60524                 NaN   6.35683       0.737560        23.1135                 NaN
  1276.41        2500.00                 NaN  100.0000                 NaN            NaN            NaN  0.134298E-005  0.164614E-005            NaN            NaN  0.118975E-005            NaN  0.430580E-005            NaN
  1274.93        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1273.44        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1271.95        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1270.47        2500.00                 NaN   99.9997       0.219136E-003            NaN            NaN  0.752336E-005  0.139139E-004            NaN            NaN  0.100751E-004  0.125276E-005  0.348503E-004            NaN
  1268.98        2500.00                 NaN   99.9998       0.203085E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1267.50        2500.00                 NaN   99.9998       0.201834E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1266.01        2500.00                 NaN   99.9999       0.476988E-004  0.623219E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1264.52        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1263.04        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1261.55        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1260.07        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1258.58        2500.00                 NaN   99.9999       0.112225E-003            NaN            NaN            NaN  0.924385E-006            NaN            NaN            NaN            NaN            NaN            NaN
  1257.09        2500.00                 NaN   99.9999                 NaN            NaN            NaN  0.817117E-005  0.264089E-004            NaN            NaN  0.176806E-004  0.260380E-005  0.750239E-004            NaN
  1255.61        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1254.12        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1252.64        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1251.15        2500.00                 NaN   89.2069                 NaN            NaN            NaN            NaN   3.75818                 NaN            NaN   1.64787       0.124646        5.26244                 NaN
  1249.66        2500.00                 NaN   75.6592                 NaN            NaN            NaN            NaN   5.51046        2.78898                 NaN   3.72395       0.301059        12.0164                 NaN
  1248.18        2500.00                 NaN   97.2177                 NaN            NaN            NaN            NaN  0.862463                 NaN            NaN  0.409139       0.370881E-001   1.47359                 NaN
  1246.69        2500.00                 NaN   97.1037                 NaN            NaN            NaN            NaN  0.649438       0.124116                 NaN  0.385361       0.466090E-001   1.69079                 NaN
  1245.20        2500.00                 NaN   97.7483                 NaN            NaN            NaN            NaN  0.779400                 NaN            NaN  0.387224       0.200880E-001   1.06503                 NaN
  1243.72        2500.00                 NaN   97.8844                 NaN            NaN            NaN            NaN  0.565010                 NaN            NaN  0.319194       0.269091E-001   1.20452                 NaN
  1242.23        2500.00                 NaN   97.6756                 NaN            NaN            NaN            NaN  0.514223       0.179414                 NaN  0.349696       0.471829E-001   1.23392                 NaN
  1240.75        2500.00                 NaN   92.8965                 NaN            NaN            NaN            NaN  0.788136       0.486454                 NaN  0.701518       0.487900E-001   3.10653        1.97206     
  1239.26        2500.00                 NaN   86.8896                 NaN            NaN            NaN            NaN   1.82306       0.336241                 NaN   1.31547       0.886059E-001   5.49832        4.04867     
  1237.77        2500.00                 NaN   91.8047                 NaN            NaN            NaN            NaN   1.27879       0.122685E-004            NaN  0.825877       0.530586E-001   3.46683        2.57071     
  1236.29        2500.00                 NaN   83.5439                 NaN            NaN            NaN            NaN  0.178468        2.42463                 NaN   1.70385       0.939621E-001   6.95208        5.10314     
  1234.80        2500.00                 NaN   89.4868                 NaN            NaN            NaN            NaN  0.748514       0.887180                 NaN   1.03556       0.690479E-001   4.52129        3.25164     
  1233.32        2500.00                 NaN   89.7919                 NaN            NaN            NaN  0.227755        1.06753                 NaN            NaN   1.02809       0.653620E-001   4.52333        3.29602     
  1231.83        2500.00                 NaN  100.0000                 NaN            NaN            NaN  0.112628E-005            NaN            NaN            NaN  0.109209E-005            NaN  0.520878E-005  0.368534E-005
  1230.34        2500.00                 NaN   72.2173                 NaN            NaN            NaN            NaN   1.36555        2.73113       0.111345E-005   2.56035       0.197850        12.1551        8.77275     
  1228.86        2500.00                 NaN   66.5535                 NaN            NaN            NaN            NaN   1.67047        2.82808                 NaN   3.07201       0.224484        14.6237        11.0277     
  1227.37        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.17408        2.83692                 NaN   8.31354       0.623635        47.0871        31.9647     
  1225.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.27369        4.58672                 NaN   8.20067       0.650771        47.3345        31.9537     
  1224.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.52879        8.21931                 NaN   8.14388       0.666070        47.4957        31.9463     
  1222.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.28943        4.57235                 NaN   8.20168       0.650574        47.3295        31.9564     
  1221.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.30078        4.56168                 NaN   8.20212       0.650300        47.3275        31.9576     
  1219.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.35026        4.50820                 NaN   8.19955       0.650808        47.3335        31.9577     
  1218.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.40189        4.45629                 NaN   8.20614       0.650727        47.3271        31.9578     
  1216.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.34669        4.51484                 NaN   8.20242       0.650304        47.3252        31.9606     
  1215.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.42365        4.43530                 NaN   8.20658       0.650435        47.3238        31.9602     
  1214.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.52785        8.21776                 NaN   8.14377       0.665984        47.4918        31.9528     
  1212.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.0703                 NaN            NaN   8.32049       0.620825        46.9991        31.9892     
  1211.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.43223        4.42822                 NaN   8.20251       0.649025        47.3243        31.9637     
  1209.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.46430        4.39617                 NaN   8.20764       0.649819        47.3170        31.9651     
  1208.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.47902        4.38187                 NaN   8.20773       0.649694        47.3154        31.9663     
  1206.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.48688        4.37438                 NaN   8.20810       0.649524        47.3136        31.9675     
  1205.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.49832        4.36334                 NaN   8.20833       0.649378        47.3119        31.9688     
  1203.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.50984        4.35222                 NaN   8.20856       0.649233        47.3102        31.9700     
  1202.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.52147        4.34099                 NaN   8.20878       0.649089        47.3085        31.9712     
  1200.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.53320        4.32966                 NaN   8.20901       0.648946        47.3067        31.9725     
  1199.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.54502        4.31824                 NaN   8.20923       0.648805        47.3050        31.9737     
  1197.65        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.56025        4.30345                 NaN   8.20931       0.648689        47.3034        31.9749     
  1196.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.57237        4.29168                 NaN   8.20953       0.648550        47.3017        31.9762     
  1194.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.58460        4.27979                 NaN   8.20978       0.648413        47.3000        31.9774     
  1193.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.59693        4.26780                 NaN   8.21002       0.648277        47.2983        31.9786     
  1191.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.0683                 NaN            NaN   8.44826       0.621536        46.8672        31.9947     
  1190.22        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.65885        8.10031                 NaN   8.16377       0.660117        47.4496        31.9673     
  1188.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.54370        8.19687                 NaN   8.14565       0.664757        47.4808        31.9683     
  1187.25        2500.00                 NaN            NaN            NaN            NaN            NaN  0.743300E-006   7.53805        4.33119                 NaN   8.21021       0.647113        47.2954        31.9781     
  1185.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.52472        8.21411                 NaN   8.14341       0.665786        47.4814        31.9706     
  1184.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.54339        8.19612                 NaN   8.14561       0.664716        47.4791        31.9711     
  1182.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.72504        4.13902                 NaN   8.21567       0.647061        47.2873        31.9859     
  1181.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.73870        4.12563                 NaN   8.21644       0.646843        47.2854        31.9870     
  1179.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.75510        4.10978                 NaN   8.21648       0.646678        47.2839        31.9881     
  1178.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.76559        4.09940                 NaN   8.21724       0.646545        47.2822        31.9891     
  1176.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.77560        4.08946                 NaN   8.21806       0.646413        47.2804        31.9901     
  1175.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.78407        4.08101                 NaN   8.21924       0.646241        47.2784        31.9911     
  1173.87        2500.00                 NaN            NaN            NaN            NaN            NaN  0.168343E-005   7.79325        4.07179                 NaN   8.22021       0.646106        47.2766        31.9920     
  1172.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.89707        4.16469                 NaN   8.46639       0.604544        46.8668        32.0006     
  1170.90        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.80979        4.05480                 NaN   8.22236       0.645867        47.2734        31.9938     
  1169.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.0634                 NaN            NaN   8.51133       0.600224        46.8283        31.9968     
  1167.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.96856        3.89550                 NaN   8.22341       0.646708        47.2688        31.9970     
  1166.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.59427        8.14387                 NaN   8.15165       0.661618        47.4676        31.9810     
  1164.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.99535        3.86855                 NaN   8.22400       0.646489        47.2666        31.9990     
  1163.47        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.01035        3.85329                 NaN   8.22390       0.646544        47.2656        32.0003     
  1161.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.94864        3.90680                 NaN   8.22565       0.647730        47.2718        31.9994     
  1160.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.97351        7.10847                 NaN   8.51638       0.599545        46.7944        32.0077     
  1159.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.27363        6.83403                 NaN   8.53038       0.594163        46.7507        32.0171     
  1157.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.03862        1.36580        2.66682        8.48373       0.602173        46.8272        32.0156     
  1156.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.91877        7.20718                 NaN   8.53263       0.592828        46.7222        32.0264     
  1154.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.86936        3.98451                 NaN   8.21505       0.648301        47.2753        32.0075     
  1153.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.89030        3.97414                 NaN   8.20734       0.646847        47.2710        32.0104     
  1151.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.02624        3.83216                 NaN   8.22614       0.647359        47.2600        32.0081     
  1150.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.01953        3.84073                 NaN   8.22298       0.644459        47.2645        32.0078     
  1148.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.27021        3.64044                 NaN   8.28884       0.637306        47.1488        32.0144     
  1147.12        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.97471        3.89820                 NaN   8.21281       0.643188        47.2578        32.0133     
  1145.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.08547        3.76910                 NaN   8.21824       0.648116        47.2662        32.0129     
  1144.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.02505        3.84141                 NaN   8.22247       0.647069        47.2476        32.0164     
  1142.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.02920        3.83470                 NaN   8.22409       0.647481        47.2474        32.0172     
  1141.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.11741        3.75633                 NaN   8.22377       0.643741        47.2414        32.0174     
  1139.69        2500.00                 NaN            NaN            NaN            NaN            NaN  0.191404E-005   8.05407        3.80866                 NaN   8.21600       0.647198        47.2582        32.0159     
  1138.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.14083        3.71390                 NaN   8.22350       0.647564        47.2574        32.0168     
  1136.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.13964        3.71844                 NaN   8.22779       0.646380        47.2495        32.0183     
  1135.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.16230        3.70029                 NaN   8.22602       0.647375        47.2422        32.0218     
  1133.75        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.1295                 NaN            NaN   8.60799       0.581941        46.6536        32.0270     
  1132.26        2500.00                 NaN            NaN            NaN            NaN            NaN  0.147684E-005   3.44888        8.60486       0.868444E-004   8.51491       0.603799        46.7941        32.0333     
  1130.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.20619        3.65262                 NaN   8.22707       0.646575        47.2432        32.0244     
  1129.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.02094        9.06410       0.415364E-005   8.58136       0.594561        46.7025        32.0366     
  1127.80        2500.00                 NaN            NaN            NaN            NaN            NaN  0.145505E-005   3.13344        8.95434       0.557397E-005   8.55806       0.596620        46.7162        32.0413     
  1126.32        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.24293        3.61579                 NaN   8.22773       0.646493        47.2392        32.0279     
  1124.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.24586        3.61424                 NaN   8.22802       0.646104        47.2366        32.0291     
  1123.35        2500.00                 NaN            NaN            NaN            NaN            NaN  0.191036E-005   8.25506        3.60581                 NaN   8.22878       0.646040        47.2334        32.0310     
  1121.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.25118        3.61061                 NaN   8.22889       0.646195        47.2306        32.0325     
  1120.37        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.25562        3.60644                 NaN   8.23137       0.645768        47.2277        32.0331     
  1118.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.25516        3.60535                 NaN   8.23090       0.645159        47.2306        32.0328     
  1117.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.24392        3.61858                 NaN   8.23823       0.645392        47.2185        32.0354     
  1115.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.27695        3.58489                 NaN   8.23162       0.645550        47.2248        32.0362     
  1114.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.29290        3.56896                 NaN   8.23013       0.645569        47.2249        32.0375     
  1112.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.56538        10.5961                 NaN   8.64998       0.572551        46.5656        32.0504     
  1111.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.25861        3.60843                 NaN   8.24138       0.644414        47.2061        32.0411     
  1109.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.26757        3.59998                 NaN   8.24029       0.644498        47.2055        32.0422     
  1108.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.31039        3.55410                 NaN   8.23351       0.644952        47.2140        32.0430     
  1107.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.28877        3.57774                 NaN   8.24072       0.644546        47.2040        32.0443     
  1105.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.29050        3.57789                 NaN   8.24135       0.644239        47.2004        32.0456     
  1104.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.29570        3.57325                 NaN   8.24168       0.644121        47.1983        32.0470     
  1102.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.30008        3.56958                 NaN   8.24207       0.643974        47.1960        32.0483     
  1101.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.33359        3.53444                 NaN   8.23461       0.644299        47.2043        32.0487     
  1099.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.98469        2.18669                 NaN   8.67395       0.569486        46.5217        32.0634     
  1098.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.95591        2.21704                 NaN   8.67703       0.569019        46.5161        32.0649     
  1096.60        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.09477        10.0820                 NaN   8.68283       0.567808        46.5064        32.0662     
  1095.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.36987        3.49819                 NaN   8.23654       0.644016        47.1975        32.0539     
  1093.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.234853        8.52520        3.09335        8.23140       0.645566        47.2180        32.0516     
  1092.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.44185        3.43045                 NaN   8.23733       0.642874        47.1900        32.0575     
  1090.65        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.29588        3.56419                 NaN   8.21606       0.647562        47.2252        32.0512     
  1089.17        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.76567        8.31629                 NaN   8.60583       0.593484        46.6506        32.0682     
  1087.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.81224        8.27040                 NaN   8.60677       0.593013        46.6491        32.0685     
  1086.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.00103        2.58909        6.48503        8.56570       0.598162        46.6930        32.0680     
  1084.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.3574       0.827327                 NaN   8.73417       0.559685        46.4551        32.0663     
  1083.22        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.16486        6.00332        4.98427        8.66660       0.576847        46.5326        32.0715     
  1081.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.81518        8.27069                 NaN   8.62562       0.591838        46.6227        32.0739     
  1080.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.49310        3.38333                 NaN   8.24022       0.641806        47.1741        32.0675     
  1078.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.377838        11.8295                 NaN   8.74551       0.554981        46.4210        32.0711     
  1077.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.7658        1.41299                 NaN   8.73117       0.559977        46.4576        32.0725     
  1075.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.1453        1.06807                 NaN   8.75194       0.553404        46.4026        32.0787     
  1074.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.9367        1.27367                 NaN   8.75156       0.554302        46.4034        32.0804     
  1072.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.44901        10.7596                 NaN   8.75156       0.554981        46.4031        32.0818     
  1071.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.96720        9.19525                 NaN   8.70747       0.569962        46.4721        32.0880     
  1069.85        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.73999        10.4643                 NaN   8.75194       0.556165        46.4027        32.0849     
  1068.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.85810        10.3449                 NaN   8.75262       0.556514        46.4015        32.0864     
  1066.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.361026        8.52002        2.96581        8.22858       0.646912        47.2069        32.0708     
  1065.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.60220        9.58060                 NaN   8.74339       0.563834        46.4157        32.0943     
  1063.90        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.14970        10.0502                 NaN   8.75558       0.557262        46.3960        32.0912     
  1062.42        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.23295        9.96663                 NaN   8.75636       0.557478        46.3937        32.0929     
  1060.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.588933        8.71353        2.53335        8.21828       0.647022        47.2260        32.0728     
  1059.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.51546        9.17091       0.556992E-003   8.13339       0.667725        47.4736        32.0384     
  1057.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.51539        9.17065       0.549934E-003   8.13338       0.667712        47.4730        32.0393     
  1056.47        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.50974        9.68932                 NaN   8.76242       0.557703        46.3818        32.0990     
  1054.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.56935        9.62986                 NaN   8.76402       0.557709        46.3785        32.1006     
  1053.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.51559        9.16994                 NaN   8.13335       0.667677        47.4714        32.0420     
  1052.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.42237        2.77938                 NaN   8.76870       0.556920        46.3673        32.1053     
  1050.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.51545        9.16940                 NaN   8.13333       0.667651        47.4704        32.0438     
  1049.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.85985        9.34445                 NaN   8.77442       0.557008        46.3547        32.1096     
  1047.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.37787        2.82296                 NaN   8.77259       0.557485        46.3607        32.1084     
  1046.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.51523        9.16859                 NaN   8.13332       0.667612        47.4687        32.0465     
  1044.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.29341        2.90862                 NaN   8.77632       0.557281        46.3528        32.1116     
  1043.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.94871        9.25401                 NaN   8.77823       0.557160        46.3487        32.1132     
  1041.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.98756        9.21591                 NaN   8.78006       0.557026        46.3446        32.1148     
  1040.12        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.18062        3.02380                 NaN   8.78221       0.556827        46.3401        32.1164     
  1038.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.51448        9.16716       0.516528E-003   8.13330       0.667543        47.4660        32.0510     
