|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3.5/EETA/EETA_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          San(TH)        ilm            q              hed           
  1197.23        500.000        88.7397                 NaN  0.962563       0.599111                 NaN  0.899489                 NaN   4.26645       0.758508E-001   4.45679                 NaN
  1196.16        500.000        95.3681                 NaN  0.252193       0.451515                 NaN  0.358989                 NaN   1.76416       0.306394E-001   1.77440                 NaN
  1195.10        500.000        75.8382                 NaN   1.29719        2.31061                 NaN   1.94953                 NaN   9.23064       0.133520        9.24036                 NaN
  1194.04        500.000        99.0659                 NaN  0.132041       0.112781E-002            NaN  0.747597E-001            NaN  0.359140       0.536759E-002  0.361648                 NaN
  1192.98        500.000       100.0000                 NaN  0.482195E-005            NaN            NaN  0.131611E-005            NaN            NaN            NaN  0.606705E-005            NaN
  1191.92        500.000        99.9994       0.492539E-005            NaN            NaN            NaN  0.371809E-004  0.231984E-004  0.247420E-003  0.572430E-005  0.227754E-003  0.250989E-004
  1190.86        500.000        69.5371                 NaN   3.78154                 NaN            NaN   2.28868                 NaN   12.2510       0.178250        11.9635                 NaN
  1189.80        500.000                 NaN            NaN   9.11891        2.37931       0.102033E-003   7.27967                 NaN   40.9881       0.596812        39.6371                 NaN
  1188.74        500.000                 NaN            NaN   9.07167        2.42737       0.372807E-005   7.28091                 NaN   40.9863       0.596530        39.6372                 NaN
  1187.68        500.000                 NaN            NaN   11.2450       0.295434                 NaN   7.30853                 NaN   40.9243       0.582884        39.6439                 NaN
  1186.62        500.000                 NaN            NaN   9.11942        2.37411                 NaN   7.28009                 NaN   40.9917       0.598436        39.6362                 NaN
  1185.56        500.000                 NaN            NaN   9.06585        2.42865                 NaN   7.28117                 NaN   40.9899       0.598031        39.6364                 NaN
  1184.50        500.000                 NaN            NaN   11.5472                 NaN            NaN   7.31444                 NaN   40.9128       0.580460        39.6451                 NaN
  1183.44        500.000                 NaN            NaN   10.6744       0.874315                 NaN   7.31598                 NaN   40.9103       0.579742        39.6453                 NaN
  1182.38        500.000                 NaN            NaN   6.32379        5.19845                 NaN   7.30266                 NaN   40.9469       0.587664        39.6405                 NaN
  1181.32        500.000                 NaN            NaN   6.25872        5.26466                 NaN   7.30389                 NaN   40.9448       0.587209        39.6407                 NaN
  1180.26        500.000                 NaN            NaN   6.15451        5.37016                 NaN   7.30520                 NaN   40.9425       0.586687        39.6409                 NaN
  1179.20        500.000                 NaN            NaN   8.75535        2.74417       0.202225E-005   7.28942                 NaN   40.9780       0.595883        39.6371                 NaN
  1178.14        500.000                 NaN            NaN   5.95865        5.56862                 NaN   7.30801                 NaN   40.9378       0.585604        39.6413                 NaN
  1177.08        500.000                 NaN            NaN   5.86396        5.66462                 NaN   7.30940                 NaN   40.9354       0.585068        39.6415                 NaN
  1176.02        500.000                 NaN            NaN   5.76325        5.76667                 NaN   7.31081                 NaN   40.9330       0.584521        39.6417                 NaN
  1174.96        500.000                 NaN            NaN   5.65771        5.87363                 NaN   7.31225                 NaN   40.9305       0.583945        39.6420                 NaN
  1173.90        500.000                 NaN            NaN   8.54916        2.95568       0.228114E-005   7.29278                 NaN   40.9706       0.593682        39.6381                 NaN
  1172.84        500.000                 NaN            NaN   8.50102        3.00495                 NaN   7.29378                 NaN   40.9687       0.593251        39.6383                 NaN
  1171.78        500.000                 NaN            NaN   8.36113        3.14575                 NaN   7.30052                 NaN   40.9619       0.592414        39.6382                 NaN
  1170.72        500.000                 NaN            NaN   6.86956        4.65503                 NaN   7.30847                 NaN   40.9394       0.586555        39.6410                 NaN
  1169.66        500.000                 NaN            NaN   10.3749       0.400672E-004            NaN   7.23099       0.767341        41.1418       0.643629        39.8414                 NaN
  1168.60        500.000                 NaN            NaN   7.66600        3.86830                 NaN   7.28441                 NaN   40.9429       0.592830        39.6455                 NaN
  1167.54        500.000                 NaN            NaN   11.4617       0.274442E-001            NaN   7.30766                 NaN   40.9737       0.596856        39.6326                 NaN
  1166.48        500.000                 NaN            NaN   6.22651        5.30578                 NaN   7.31647                 NaN   40.9249       0.583725        39.6426                 NaN
  1165.41        500.000                 NaN            NaN   7.53810        4.00060                 NaN   7.28627                 NaN   40.9372       0.591486        39.6464                 NaN
  1164.35        500.000                 NaN            NaN   3.92370        7.62196                 NaN   7.33326                 NaN   40.9018       0.575901        39.6434                 NaN
  1163.29        500.000                 NaN            NaN   3.81813        7.72910                 NaN   7.33476                 NaN   40.8993       0.575183        39.6436                 NaN
  1162.23        500.000                 NaN            NaN   4.33514        7.21412                 NaN   7.33041                 NaN   40.8988       0.576772        39.6447                 NaN
  1161.17        500.000                 NaN            NaN   11.5498                 NaN            NaN   7.33849                 NaN   40.8931       0.574762        39.6439                 NaN
  1160.11        500.000                 NaN            NaN   11.5595                 NaN            NaN   7.33685                 NaN   40.8829       0.574147        39.6465                 NaN
  1159.05        500.000                 NaN            NaN   11.5719                 NaN            NaN   7.34357                 NaN   40.8666       0.569282        39.6486                 NaN
  1157.99        500.000                 NaN            NaN   6.52388        5.00948       0.258648E-005   7.32636                 NaN   40.9088       0.585490        39.6459                 NaN
  1156.93        500.000                 NaN            NaN   6.44550        5.09256                 NaN   7.32745                 NaN   40.9072       0.581331        39.6460                 NaN
  1155.87        500.000                 NaN            NaN   7.56395        3.95906       0.284858E-005   7.31481                 NaN   40.9353       0.586056        39.6408                 NaN
  1154.81        500.000                 NaN            NaN   7.57889        3.94526       0.346530E-005   7.31702                 NaN   40.9325       0.585150        39.6412                 NaN
  1153.75        500.000                 NaN            NaN   7.39019        4.13547       0.222016E-005   7.31842                 NaN   40.9297       0.584755        39.6414                 NaN
  1152.69        500.000                 NaN            NaN   2.24161        9.33035                 NaN   7.37664                 NaN   40.8406       0.564031        39.6467                 NaN
  1151.63        500.000                 NaN            NaN   11.5926                 NaN            NaN   7.36746                 NaN   40.8277       0.560590        39.6517                 NaN
  1150.57        500.000                 NaN            NaN   11.5993                 NaN            NaN   7.37031                 NaN   40.8197       0.557965        39.6526                 NaN
  1149.51        500.000                 NaN            NaN   7.59942        3.93543                 NaN   7.32742                 NaN   40.9074       0.584098        39.6463                 NaN
  1148.45        500.000                 NaN            NaN   7.50799        4.02767                 NaN   7.32820                 NaN   40.9061       0.583698        39.6464                 NaN
  1147.39        500.000                 NaN            NaN   7.41935        4.11729                 NaN   7.32931                 NaN   40.9043       0.583245        39.6465                 NaN
  1146.33        500.000                 NaN            NaN   4.80369        6.75677                 NaN   7.36925                 NaN   40.8654       0.561084        39.6438                 NaN
  1145.27        500.000                 NaN            NaN   7.24277        4.29644                 NaN   7.33169                 NaN   40.9000       0.582103        39.6470                 NaN
  1144.21        500.000                 NaN            NaN  0.709689E-001   11.5217                 NaN   7.36948                 NaN   40.8261       0.560203        39.6516                 NaN
  1143.15        500.000                 NaN            NaN  0.220611        11.3728                 NaN   7.37274                 NaN   40.8219       0.559812        39.6521                 NaN
  1142.09        500.000                 NaN            NaN   11.5919                 NaN            NaN   7.36306                 NaN   40.8265       0.565423        39.6531                 NaN
  1141.03        500.000                 NaN            NaN  0.997270        10.6154                 NaN   7.38179                 NaN   40.7985       0.552208        39.6549                 NaN
  1139.97        500.000                 NaN            NaN   1.22248        10.3925                 NaN   7.38318                 NaN   40.7950       0.551532        39.6554                 NaN
  1138.91        500.000                 NaN            NaN   1.51456        10.1023                 NaN   7.38555                 NaN   40.7886       0.552117        39.6569                 NaN
  1137.85        500.000                 NaN            NaN   2.85513        8.75658                 NaN   7.38457                 NaN   40.7963       0.552743        39.6547                 NaN
  1136.79        500.000                 NaN            NaN  0.624492        10.9865                 NaN   7.38619                 NaN   40.7958       0.552614        39.6544                 NaN
  1135.72        500.000                 NaN            NaN   6.79137        4.75607       0.204031E-005   7.33765                 NaN   40.8941       0.575903        39.6449                 NaN
  1134.66        500.000                 NaN            NaN  0.987269        10.6281                 NaN   7.38986                 NaN   40.7888       0.550813        39.6552                 NaN
  1133.60        500.000                 NaN            NaN   6.63119        4.92071       0.163134E-005   7.34388                 NaN   40.8843       0.574331        39.6456                 NaN
  1132.54        500.000                 NaN            NaN   6.49641        5.05796       0.127417E-005   7.34683                 NaN   40.8792       0.573530        39.6460                 NaN
  1131.48        500.000                 NaN            NaN   6.68548        4.86819       0.175408E-005   7.34425                 NaN   40.8824       0.573727        39.6460                 NaN
  1130.42        500.000                 NaN            NaN   1.59218        6.08231                 NaN   7.11206        2.64844        41.4607       0.742152        40.3621                 NaN
  1129.36        500.000                 NaN            NaN   1.61155        6.05254                 NaN   7.11108        2.65498        41.4634       0.742778        40.3637                 NaN
  1128.30        500.000                 NaN            NaN   4.27082        7.34893                 NaN   7.39513                 NaN   40.7798       0.549121        39.6562                 NaN
  1127.24        500.000                 NaN            NaN   1.62855        6.02868                 NaN   7.11030        2.65905        41.4655       0.743279        40.3647                 NaN
  1126.18        500.000                 NaN            NaN   4.11903        2.27242        5.17085        7.35232                 NaN   40.8683       0.569859        39.6472                 NaN
  1125.12        500.000                 NaN            NaN   2.70450        8.91843                 NaN   7.39939                 NaN   40.7736       0.547498        39.6566                 NaN
  1124.06        500.000                 NaN            NaN   1.64348        6.00720                 NaN   7.10961        2.66305        41.4673       0.743715        40.3656                 NaN
  1123.00        500.000                 NaN            NaN  0.750684E-001   3.63686        7.92642        7.40946                 NaN   40.7517       0.541413        39.6591                 NaN
  1121.94        500.000                 NaN            NaN   4.68963        6.94448                 NaN   7.40782                 NaN   40.7567       0.542979        39.6584                 NaN
  1120.88        500.000                 NaN            NaN   3.68940        7.94606                 NaN   7.40906                 NaN   40.7544       0.542452        39.6586                 NaN
  1119.82        500.000                 NaN            NaN   3.88232        7.75504                 NaN   7.41058                 NaN   40.7516       0.541603        39.6588                 NaN
  1118.76        500.000                 NaN            NaN   4.85946        6.77483                 NaN   7.40942                 NaN   40.7550       0.542812        39.6585                 NaN
  1117.70        500.000                 NaN            NaN   5.10360        6.53267                 NaN   7.41123                 NaN   40.7517       0.541987        39.6588                 NaN
  1116.64        500.000                 NaN            NaN   3.87495        7.77058                 NaN   7.41663                 NaN   40.7370       0.539960        39.6609                 NaN
  1115.58        500.000                 NaN            NaN   1.65762        5.98707                 NaN   7.10897        2.66668        41.4691       0.744120        40.3665                 NaN
  1114.52        500.000                 NaN            NaN   6.70324        4.94864                 NaN   7.42278                 NaN   40.7282       0.535835        39.6613                 NaN
  1113.46        500.000                 NaN            NaN   6.87944        4.77444                 NaN   7.42463                 NaN   40.7248       0.534998        39.6617                 NaN
  1112.40        500.000                 NaN            NaN   1.65940        5.98457                 NaN   7.10889        2.66712        41.4693       0.744169        40.3666                 NaN
  1111.34        500.000                 NaN            NaN   7.33246        4.32566                 NaN   7.42857                 NaN   40.7178       0.533214        39.6623                 NaN
  1110.28        500.000                 NaN            NaN   8.16829        3.49348                 NaN   7.43167                 NaN   40.7120       0.531749        39.6628                 NaN
  1109.22        500.000                 NaN            NaN   5.73233        5.92476                 NaN   7.42737                 NaN   40.7196       0.533598        39.6623                 NaN
  1108.16        500.000                 NaN            NaN   1.66075        5.98269                 NaN   7.10883        2.66743        41.4694       0.744206        40.3667                 NaN
  1107.10        500.000                 NaN            NaN   6.46410        5.19948                 NaN   7.43390                 NaN   40.7084       0.530820        39.6633                 NaN
  1106.04        500.000                 NaN            NaN   1.66116        5.98212                 NaN   7.10882        2.66753        41.4695       0.744218        40.3667                 NaN
  1104.97        500.000                 NaN            NaN   7.19949        4.46069                 NaN   7.43013                 NaN   40.7129       0.533630        39.6631                 NaN
  1103.91        500.000                 NaN            NaN   7.45871        4.20709                 NaN   7.43753                 NaN   40.7034       0.529715        39.6636                 NaN
  1102.85        500.000                 NaN            NaN   7.91848        3.74311                 NaN   7.42613                 NaN   40.7114       0.534493        39.6664                 NaN
  1101.79        500.000                 NaN            NaN   1.66171        5.98137                 NaN   7.10879        2.66765        41.4695       0.744232        40.3667                 NaN
  1100.73        500.000                 NaN            NaN   5.28598        6.10660                 NaN   7.41064       0.175629        40.7652       0.547739        39.7082                 NaN
  1099.67        500.000                 NaN            NaN   7.24528        4.42730                 NaN   7.44393                 NaN   40.6919       0.526876        39.6647                 NaN
  1098.61        500.000                 NaN            NaN   7.41435        4.26073                 NaN   7.44610                 NaN   40.6879       0.525842        39.6651                 NaN
  1097.55        500.000                 NaN            NaN   9.90917        1.77702                 NaN   7.45205                 NaN   40.6727       0.522362        39.6667                 NaN
  1096.49        500.000                 NaN            NaN   10.6345        1.05399                 NaN   7.45604                 NaN   40.6687       0.520256        39.6665                 NaN
  1095.43        500.000                 NaN            NaN   6.42543        5.25914                 NaN   7.45434                 NaN   40.6732       0.521733        39.6662                 NaN
  1094.37        500.000                 NaN            NaN   8.11441        3.57110                 NaN   7.45511                 NaN   40.6712       0.521489        39.6667                 NaN
  1093.31        500.000                 NaN            NaN   8.29415        3.39413                 NaN   7.45746                 NaN   40.6668       0.520336        39.6671                 NaN
  1092.25        500.000                 NaN            NaN   8.47986        3.21128                 NaN   7.45987                 NaN   40.6623       0.519150        39.6676                 NaN
  1091.19        500.000                 NaN            NaN   7.93610        3.75937                 NaN   7.46345                 NaN   40.6559       0.517242        39.6680                 NaN
  1090.13        500.000                 NaN            NaN   1.66232        5.98054                 NaN   7.10877        2.66778        41.4696       0.744248        40.3667                 NaN
  1089.07        500.000                 NaN            NaN   9.95492        1.73528                 NaN   7.46250                 NaN   40.6609       0.518752        39.6676                 NaN
  1088.01        500.000                 NaN            NaN   10.0980        1.59635                 NaN   7.46563                 NaN   40.6547       0.517089        39.6682                 NaN
  1086.95        500.000                 NaN            NaN   10.2562        1.44249                 NaN   7.46890                 NaN   40.6482       0.515338        39.6688                 NaN
  1085.89        500.000                 NaN            NaN   10.4331        1.27028                 NaN   7.47232                 NaN   40.6414       0.513483        39.6694                 NaN
  1084.83        500.000                 NaN            NaN   10.1191        1.59528                 NaN   7.47880                 NaN   40.6264       0.509524        39.6709                 NaN
  1083.77        500.000                 NaN            NaN   10.5975        1.11986                 NaN   7.48238                 NaN   40.6215       0.507739        39.6710                 NaN
  1082.71        500.000                 NaN            NaN   10.9270       0.796289                 NaN   7.48563                 NaN   40.6132       0.505865        39.6720                 NaN
  1081.65        500.000                 NaN            NaN   11.5368       0.192117                 NaN   7.48975                 NaN   40.6051       0.503583        39.6727                 NaN
  1080.59        500.000                 NaN            NaN   11.5317                 NaN            NaN   7.47515       0.134296        40.6373       0.512908        39.7087                 NaN
  1079.53        500.000                 NaN            NaN   4.17070        5.46171                 NaN   7.29420        1.37915        41.0340       0.626160        40.0340                 NaN
  1078.47        500.000                 NaN            NaN   10.3888                 NaN            NaN   7.37530       0.897442        40.8528       0.575165        39.9105                 NaN
  1077.41        500.000                 NaN            NaN   10.0580                 NaN            NaN   7.34543        1.11714        40.9170       0.593842        39.9686                 NaN
  1076.35        500.000                 NaN            NaN   3.39116        5.71099                 NaN   7.25010        1.73673        41.1276       0.653796        40.1296                 NaN
  1075.28        500.000                 NaN            NaN   9.69674                 NaN            NaN   7.31316        1.35725        40.9864       0.614196        40.0323                 NaN
  1074.22        500.000                 NaN            NaN   9.57239                 NaN            NaN   7.30223        1.44001        41.0099       0.621147        40.0543                 NaN
  1073.16        500.000                 NaN            NaN   1.66254        5.98025                 NaN   7.10876        2.66782        41.4696       0.744254        40.3667                 NaN
  1072.10        500.000                 NaN            NaN   9.36753                 NaN            NaN   7.28437        1.57646        41.0484       0.632567        40.0907                 NaN
  1071.04        500.000                 NaN            NaN   9.28149                 NaN            NaN   7.27697        1.63385        41.0643       0.637335        40.1061                 NaN
  1069.98        500.000                 NaN            NaN   9.20459                 NaN            NaN   7.27042        1.68521        41.0784       0.641570        40.1199                 NaN
  1068.92        500.000                 NaN            NaN   9.13472                 NaN            NaN   7.26453        1.73192        41.0910       0.645397        40.1324                 NaN
  1067.86        500.000                 NaN            NaN   9.07055                 NaN            NaN   7.25917        1.77486        41.1026       0.648891        40.1440                 NaN
  1066.80        500.000                 NaN            NaN   9.01110                 NaN            NaN   7.25425        1.81469        41.1131       0.652111        40.1547                 NaN
  1065.74        500.000                 NaN            NaN   8.95514                 NaN            NaN   7.24965        1.85221        41.1230       0.655131        40.1649                 NaN
  1064.68        500.000                 NaN            NaN   8.90354                 NaN            NaN   7.24547        1.88687        41.1320       0.657891        40.1743                 NaN
  1063.62        500.000                 NaN            NaN   8.85396                 NaN            NaN   7.24146        1.92017        41.1406       0.660541        40.1833                 NaN
  1062.56        500.000                 NaN            NaN   1.66258        5.98020                 NaN   7.10876        2.66783        41.4696       0.744255        40.3667                 NaN
  1061.50        500.000                 NaN            NaN   1.66258        5.98019                 NaN   7.10876        2.66783        41.4696       0.744255        40.3667                 NaN
  1060.44        500.000                 NaN            NaN   1.66258        5.98019                 NaN   7.10876        2.66783        41.4696       0.744255        40.3667                 NaN
  1059.38        500.000                 NaN            NaN   1.66258        5.98019                 NaN   7.10876        2.66783        41.4696       0.744255        40.3667                 NaN
  1058.32        500.000                 NaN            NaN   1.66259        5.98018                 NaN   7.10876        2.66783        41.4696       0.744255        40.3667                 NaN
  1057.26        500.000                 NaN            NaN   1.66259        5.98018                 NaN   7.10876        2.66783        41.4696       0.744255        40.3667                 NaN
  1056.20        500.000                 NaN            NaN   1.66259        5.98018                 NaN   7.10876        2.66783        41.4696       0.744255        40.3667                 NaN
  1055.14        500.000                 NaN            NaN   1.66259        5.98018                 NaN   7.10876        2.66783        41.4696       0.744255        40.3667                 NaN
  1054.08        500.000                 NaN            NaN   1.66259        5.98017                 NaN   7.10876        2.66783        41.4696       0.744255        40.3667                 NaN
  1053.02        500.000                 NaN            NaN   1.66259        5.98017                 NaN   7.10876        2.66783        41.4696       0.744255        40.3667                 NaN
  1051.96        500.000                 NaN            NaN   1.66260        5.98017                 NaN   7.10876        2.66783        41.4696       0.744255        40.3667                 NaN
  1050.90        500.000                 NaN            NaN   1.66260        5.98017                 NaN   7.10876        2.66783        41.4696       0.744255        40.3667                 NaN
  1049.84        500.000                 NaN            NaN   1.66260        5.98017                 NaN   7.10876        2.66783        41.4696       0.744255        40.3667                 NaN
  1048.78        500.000                 NaN            NaN   1.66260        5.98017                 NaN   7.10876        2.66783        41.4696       0.744255        40.3667                 NaN
  1047.72        500.000                 NaN            NaN   1.66260        5.98016                 NaN   7.10876        2.66783        41.4696       0.744255        40.3667                 NaN
  1046.66        500.000                 NaN            NaN   1.66260        5.98016                 NaN   7.10876        2.66783        41.4696       0.744255        40.3667                 NaN
  1045.60        500.000                 NaN            NaN   1.66260        5.98016                 NaN   7.10876        2.66783        41.4696       0.744255        40.3667                 NaN
  1044.53        500.000                 NaN            NaN   1.66260        5.98016                 NaN   7.10876        2.66783        41.4696       0.744255        40.3667                 NaN
  1043.47        500.000                 NaN            NaN   1.66260        5.98016                 NaN   7.10875        2.66783        41.4696       0.744255        40.3667                 NaN
  1042.41        500.000                 NaN            NaN   1.66264        5.98011                 NaN   7.10875        2.66784        41.4697       0.744256        40.3667                 NaN
  1041.35        500.000                 NaN            NaN   1.66261        5.98016                 NaN   7.10876        2.66783        41.4696       0.744256        40.3667                 NaN
  1040.29        500.000                 NaN            NaN   1.66261        5.98016                 NaN   7.10876        2.66783        41.4696       0.744256        40.3667                 NaN
  1039.23        500.000                 NaN            NaN   1.66261        5.98016                 NaN   7.10876        2.66783        41.4696       0.744256        40.3667                 NaN
  1038.17        500.000                 NaN            NaN   1.66261        5.98016                 NaN   7.10875        2.66783        41.4696       0.744256        40.3667                 NaN
  1037.11        500.000                 NaN            NaN   1.66261        5.98015                 NaN   7.10875        2.66783        41.4696       0.744256        40.3667                 NaN
  1036.05        500.000                 NaN            NaN   1.66261        5.98015                 NaN   7.10875        2.66783        41.4696       0.744256        40.3667                 NaN
  1034.99        500.000                 NaN            NaN   1.66261        5.98015                 NaN   7.10875        2.66783        41.4696       0.744256        40.3667                 NaN
  1033.93        500.000                 NaN            NaN   1.66261        5.98015                 NaN   7.10875        2.66783        41.4696       0.744256        40.3667                 NaN
  1032.87        500.000                 NaN            NaN   1.66264        5.98011                 NaN   7.10875        2.66784        41.4697       0.744256        40.3667                 NaN
  1031.81        500.000                 NaN            NaN   1.66261        5.98015                 NaN   7.10875        2.66783        41.4696       0.744256        40.3667                 NaN
  1030.75        500.000                 NaN            NaN   1.66264        5.98011                 NaN   7.10875        2.66784        41.4697       0.744256        40.3667                 NaN
  1029.69        500.000                 NaN            NaN   1.66261        5.98015                 NaN   7.10875        2.66783        41.4696       0.744256        40.3667                 NaN
  1028.63        500.000                 NaN            NaN   1.66261        5.98015                 NaN   7.10875        2.66783        41.4696       0.744256        40.3667                 NaN
  1027.57        500.000                 NaN            NaN   1.66264        5.98011                 NaN   7.10875        2.66784        41.4697       0.744256        40.3667                 NaN
  1026.51        500.000                 NaN            NaN   1.66264        5.98011                 NaN   7.10875        2.66784        41.4697       0.744256        40.3667                 NaN
  1025.45        500.000                 NaN            NaN   1.66261        5.98015                 NaN   7.10875        2.66783        41.4696       0.744256        40.3667                 NaN
  1024.39        500.000                 NaN            NaN   1.66261        5.98015                 NaN   7.10875        2.66783        41.4696       0.744256        40.3667                 NaN
  1023.33        500.000                 NaN            NaN   1.66261        5.98015                 NaN   7.10875        2.66783        41.4696       0.744256        40.3667                 NaN
  1022.27        500.000                 NaN            NaN   1.66264        5.98011                 NaN   7.10875        2.66784        41.4697       0.744256        40.3667                 NaN
  1021.21        500.000                 NaN            NaN   1.66261        5.98015                 NaN   7.10875        2.66783        41.4696       0.744256        40.3667                 NaN
  1020.15        500.000                 NaN            NaN   1.66261        5.98015                 NaN   7.10875        2.66783        41.4696       0.744256        40.3667                 NaN
  1019.09        500.000                 NaN            NaN   1.66261        5.98015                 NaN   7.10875        2.66783        41.4696       0.744256        40.3667                 NaN
  1018.03        500.000                 NaN            NaN   1.66261        5.98015                 NaN   7.10875        2.66783        41.4696       0.744256        40.3667                 NaN
  1016.97        500.000                 NaN            NaN   1.66261        5.98015                 NaN   7.10875        2.66783        41.4696       0.744256        40.3667                 NaN
  1015.91        500.000                 NaN            NaN   1.66261        5.98015                 NaN   7.10875        2.66783        41.4696       0.744256        40.3667                 NaN
  1014.84        500.000                 NaN            NaN   1.66261        5.98015                 NaN   7.10875        2.66783        41.4696       0.744256        40.3667                 NaN
  1013.78        500.000                 NaN            NaN   1.66261        5.98015                 NaN   7.10875        2.66783        41.4696       0.744256        40.3667                 NaN
  1012.72        500.000                 NaN            NaN   1.66261        5.98015                 NaN   7.10875        2.66783        41.4696       0.744256        40.3667                 NaN
  1011.66        500.000                 NaN            NaN   1.66261        5.98015                 NaN   7.10875        2.66783        41.4696       0.744256        40.3667                 NaN
  1010.60        500.000                 NaN            NaN   1.66261        5.98015                 NaN   7.10875        2.66783        41.4696       0.744256        40.3667                 NaN
  1009.54        500.000                 NaN            NaN   1.66261        5.98015                 NaN   7.10875        2.66783        41.4696       0.744256        40.3667                 NaN
  1008.48        500.000                 NaN            NaN   1.66261        5.98015                 NaN   7.10875        2.66783        41.4696       0.744256        40.3667                 NaN
  1007.42        500.000                 NaN            NaN   1.66261        5.98015                 NaN   7.10875        2.66783        41.4696       0.744256        40.3667                 NaN
  1006.36        500.000                 NaN            NaN   1.66261        5.98015                 NaN   7.10875        2.66783        41.4696       0.744256        40.3667                 NaN
  1005.30        500.000                 NaN            NaN   1.66261        5.98016                 NaN   7.10875        2.66783        41.4696       0.744256        40.3667                 NaN
  1004.24        500.000                 NaN            NaN   1.66261        5.98016                 NaN   7.10875        2.66783        41.4696       0.744256        40.3667                 NaN
  1003.18        500.000                 NaN            NaN   1.66260        5.98016                 NaN   7.10875        2.66783        41.4696       0.744256        40.3667                 NaN
  1002.12        500.000                 NaN            NaN   1.66260        5.98016                 NaN   7.10875        2.66783        41.4696       0.744256        40.3667                 NaN
  1001.06        500.000                 NaN            NaN   1.66260        5.98016                 NaN   7.10875        2.66783        41.4696       0.744256        40.3667                 NaN
