|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.75/EETA/EETA_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        iron           O(HP)          Sp(TH)         an             San(TH)        ilm            q             
  1236.45        2500.00        97.0552                 NaN  0.438001                 NaN            NaN            NaN            NaN            NaN  0.236724        2.10251       0.167611                 NaN
  1235.28        2500.00        99.3194                 NaN  0.824789E-001            NaN            NaN            NaN            NaN            NaN  0.467147E-001  0.380353       0.178941E-001  0.153208     
  1234.12        2500.00        96.8227                 NaN  0.742911                 NaN            NaN            NaN            NaN            NaN  0.431570       0.855706       0.114758E-001   1.13560     
  1232.95        2500.00        81.6291                 NaN   2.80345                 NaN            NaN            NaN            NaN            NaN   1.52227        8.32952       0.228154        5.48752     
  1231.79        2500.00        42.3420                 NaN   8.11733                 NaN            NaN            NaN            NaN            NaN   4.71654        25.5844       0.724745        18.5150     
  1230.62        2500.00                 NaN            NaN  0.369821        8.51559        5.54204                 NaN            NaN            NaN   8.18637        44.1186        1.14936        32.1183     
  1229.46        2500.00                 NaN            NaN   14.5390                 NaN            NaN            NaN            NaN            NaN   8.25252        43.9501        1.11884        32.1395     
  1228.29        2500.00                 NaN            NaN  0.289666        8.82679        5.30294                 NaN            NaN            NaN   8.17196        44.1412        1.15133        32.1161     
  1227.13        2500.00                 NaN            NaN   4.08854        10.4039                 NaN            NaN            NaN            NaN   8.23172        44.0140        1.13174        32.1301     
  1225.96        2500.00                 NaN            NaN   4.10381        10.3900                 NaN            NaN            NaN            NaN   8.23416        44.0107        1.13113        32.1303     
  1224.80        2500.00                 NaN            NaN   4.11813        10.3770                 NaN            NaN            NaN            NaN   8.23660        44.0073        1.13050        32.1305     
  1223.63        2500.00                 NaN            NaN   4.13370        10.3628                 NaN            NaN            NaN            NaN   8.23905        44.0039        1.12987        32.1307     
  1222.47        2500.00                 NaN            NaN   14.5507                 NaN            NaN            NaN            NaN            NaN   8.26533        43.9319        1.11254        32.1395     
  1221.30        2500.00                 NaN            NaN   5.45121       0.956776        8.13388                 NaN            NaN            NaN   8.20938        43.9992        1.11105        32.1385     
  1220.14        2500.00                 NaN            NaN   14.5544                 NaN            NaN            NaN            NaN            NaN   8.27017        43.9235        1.11135        32.1405     
  1218.98        2500.00                 NaN            NaN   6.25492        8.22863                 NaN            NaN            NaN            NaN   8.23812        44.0184        1.13254        32.1274     
  1217.81        2500.00                 NaN            NaN   14.5635                 NaN            NaN            NaN            NaN            NaN   8.28008        43.9042        1.10849        32.1437     
  1216.65        2500.00                 NaN            NaN   14.5593                 NaN            NaN            NaN            NaN            NaN   8.28411        43.9056        1.10818        32.1429     
  1215.48        2500.00                 NaN            NaN   3.69787        10.8145                 NaN            NaN            NaN            NaN   8.25969        43.9714        1.12336        32.1332     
  1214.32        2500.00                 NaN            NaN   14.5755                 NaN            NaN            NaN            NaN            NaN   8.29297        43.8819        1.10405        32.1456     
  1213.15        2500.00                 NaN            NaN   14.5743                 NaN            NaN            NaN            NaN            NaN   8.29285        43.8833        1.10380        32.1458     
  1211.99        2500.00                 NaN            NaN  0.348995        8.81242        5.29167                 NaN            NaN            NaN   8.22283        44.0578        1.14205        32.1242     
  1210.82        2500.00                 NaN            NaN  0.413399        8.78152        5.26444                 NaN            NaN            NaN   8.21590        44.0600        1.14133        32.1234     
  1209.66        2500.00                 NaN            NaN  0.380476        8.84861        5.23384                 NaN            NaN            NaN   8.21848        44.0536        1.14059        32.1244     
  1208.49        2500.00                 NaN            NaN   14.5680                 NaN            NaN            NaN            NaN            NaN   8.30003        43.8821        1.10586        32.1440     
  1207.33        2500.00                 NaN            NaN   9.29402        5.16249                 NaN            NaN            NaN            NaN   8.23533        44.0467        1.13675        32.1247     
  1206.16        2500.00                 NaN            NaN   4.06706        10.4809                 NaN            NaN            NaN            NaN   8.27288        43.9308        1.10894        32.1394     
  1205.00        2500.00                 NaN            NaN  0.426350        8.83735        5.18845                 NaN            NaN            NaN   8.23211        44.0535        1.13960        32.1227     
  1203.83        2500.00                 NaN            NaN   3.85629        10.6713                 NaN            NaN            NaN            NaN   8.28425        43.9361        1.11654        32.1355     
  1202.67        2500.00                 NaN            NaN   3.88349        10.6458                 NaN            NaN            NaN            NaN   8.28713        43.9315        1.11611        32.1360     
  1201.50        2500.00                 NaN            NaN   14.5806                 NaN            NaN            NaN            NaN            NaN   8.31666        43.8562        1.10045        32.1461     
  1200.34        2500.00                 NaN            NaN   3.95308        10.5791                 NaN            NaN            NaN            NaN   8.29169        43.9250        1.11474        32.1364     
  1199.17        2500.00                 NaN            NaN  0.466893        8.75225        5.25580                 NaN            NaN            NaN   8.24959        44.0220        1.12873        32.1247     
  1198.01        2500.00                 NaN            NaN   5.15362       0.269161        9.15689                 NaN            NaN            NaN   8.26792        43.9125        1.09552        32.1444     
  1196.84        2500.00                 NaN            NaN   5.16099       0.232865        9.18825                 NaN            NaN            NaN   8.27067        43.9079        1.09448        32.1448     
  1195.68        2500.00                 NaN            NaN   9.19768        5.27517                 NaN            NaN            NaN            NaN   8.24441        44.0244        1.13241        32.1259     
  1194.52        2500.00                 NaN            NaN  0.364808        8.84009        5.26538                 NaN            NaN            NaN   8.25569        44.0192        1.13041        32.1244     
  1193.35        2500.00                 NaN            NaN   8.98828        5.50007                 NaN            NaN            NaN            NaN   8.25316        44.0054        1.12507        32.1280     
  1192.19        2500.00                 NaN            NaN   3.50553        11.0431                 NaN            NaN            NaN            NaN   8.31226        43.8923        1.10782        32.1390     
  1191.02        2500.00                 NaN            NaN   9.14194        5.32641                 NaN            NaN            NaN            NaN   8.25847        44.0187        1.12973        32.1247     
  1189.86        2500.00                 NaN            NaN   4.00281        10.5451                 NaN            NaN            NaN            NaN   8.31414        43.8914        1.10777        32.1388     
  1188.69        2500.00                 NaN            NaN   4.32555        10.2349                 NaN            NaN            NaN            NaN   8.30637        43.8892        1.10285        32.1411     
  1187.53        2500.00                 NaN            NaN   9.32318        5.14981                 NaN            NaN            NaN            NaN   8.26803        44.0064        1.12700        32.1256     
  1186.36        2500.00                 NaN            NaN   3.84574        10.7088                 NaN            NaN            NaN            NaN   8.32266        43.8781        1.10493        32.1398     
  1185.20        2500.00                 NaN            NaN   4.02710        10.5281                 NaN            NaN            NaN            NaN   8.32437        43.8757        1.10476        32.1400     
  1184.03        2500.00                 NaN            NaN   4.42509        10.1273                 NaN            NaN            NaN            NaN   8.32384        43.8786        1.10556        32.1396     
  1182.87        2500.00                 NaN            NaN   4.46218        10.0918                 NaN            NaN            NaN            NaN   8.32613        43.8752        1.10488        32.1398     
  1181.70        2500.00                 NaN            NaN   4.55684        9.99805                 NaN            NaN            NaN            NaN   8.32794        43.8728        1.10438        32.1400     
  1180.54        2500.00                 NaN            NaN   3.65208        10.9141                 NaN            NaN            NaN            NaN   8.33694        43.8549        1.10023        32.1418     
  1179.37        2500.00                 NaN            NaN   3.86608        10.6955                 NaN            NaN            NaN            NaN   8.33831        43.8623        1.09998        32.1379     
  1178.21        2500.00                 NaN            NaN   5.24496        9.32435                 NaN            NaN            NaN            NaN   8.33738        43.8519        1.09889        32.1425     
  1177.04        2500.00                 NaN            NaN   5.25456        9.31663                 NaN            NaN            NaN            NaN   8.33987        43.8480        1.09810        32.1429     
  1175.88        2500.00                 NaN            NaN   5.26481        9.30826                 NaN            NaN            NaN            NaN   8.34237        43.8441        1.09730        32.1432     
  1174.71        2500.00                 NaN            NaN   5.27471        9.30028                 NaN            NaN            NaN            NaN   8.34486        43.8402        1.09650        32.1435     
  1173.55        2500.00                 NaN            NaN   5.28448        9.29241                 NaN            NaN            NaN            NaN   8.34737        43.8363        1.09570        32.1438     
  1172.38        2500.00                 NaN            NaN   5.29345        9.28537                 NaN            NaN            NaN            NaN   8.34988        43.8323        1.09488        32.1441     
  1171.22        2500.00                 NaN            NaN   5.30354        9.27721                 NaN            NaN            NaN            NaN   8.35238        43.8284        1.09407        32.1444     
  1170.06        2500.00                 NaN            NaN   4.73575        9.84103                 NaN            NaN            NaN            NaN   8.35730        43.8275        1.09516        32.1433     
  1168.89        2500.00                 NaN            NaN   4.93031        9.64691                 NaN            NaN            NaN            NaN   8.35889        43.8258        1.09478        32.1433     
  1167.73        2500.00                 NaN            NaN   5.15767        9.41963                 NaN            NaN            NaN            NaN   8.36033        43.8246        1.09451        32.1432     
  1166.56        2500.00                 NaN            NaN   5.33975        9.24890                 NaN            NaN            NaN            NaN   8.36241        43.8124        1.09077        32.1457     
  1165.40        2500.00                 NaN            NaN   5.34818        9.24248                 NaN            NaN            NaN            NaN   8.36492        43.8084        1.08993        32.1461     
  1164.23        2500.00                 NaN            NaN   5.35672        9.23596                 NaN            NaN            NaN            NaN   8.36743        43.8044        1.08909        32.1464     
  1163.07        2500.00                 NaN            NaN   5.36566        9.22905                 NaN            NaN            NaN            NaN   8.36994        43.8004        1.08825        32.1467     
  1161.90        2500.00                 NaN            NaN   5.37332        9.22345                 NaN            NaN            NaN            NaN   8.37245        43.7963        1.08740        32.1471     
  1160.74        2500.00                 NaN            NaN   5.38132        9.21751                 NaN            NaN            NaN            NaN   8.37496        43.7922        1.08655        32.1474     
  1159.57        2500.00                 NaN            NaN   5.38902        9.21189                 NaN            NaN            NaN            NaN   8.37748        43.7881        1.08569        32.1478     
  1158.41        2500.00                 NaN            NaN   9.30442        5.21999       0.191111E-005            NaN            NaN            NaN   8.32611        43.9064        1.10918        32.1339     
  1157.24        2500.00                 NaN            NaN   5.40447        9.20063                 NaN            NaN            NaN            NaN   8.38252        43.7799        1.08396        32.1485     
  1156.08        2500.00                 NaN            NaN   5.41179        9.19542                 NaN            NaN            NaN            NaN   8.38504        43.7758        1.08309        32.1488     
  1154.91        2500.00                 NaN            NaN   5.41926        9.19008                 NaN            NaN            NaN            NaN   8.38756        43.7717        1.08221        32.1492     
  1153.75        2500.00                 NaN            NaN   9.31200        5.22042       0.184181E-005            NaN            NaN            NaN   8.33598        43.8904        1.10594        32.1353     
  1152.58        2500.00                 NaN            NaN   9.31372        5.22072       0.182521E-005            NaN            NaN            NaN   8.33845        43.8863        1.10512        32.1356     
  1151.42        2500.00                 NaN            NaN   9.31490        5.22157       0.180832E-005            NaN            NaN            NaN   8.34089        43.8823        1.10430        32.1360     
  1150.25        2500.00                 NaN            NaN   9.31662        5.22189       0.179157E-005            NaN            NaN            NaN   8.34337        43.8783        1.10348        32.1364     
  1149.09        2500.00                 NaN            NaN   9.31791        5.22266       0.177519E-005            NaN            NaN            NaN   8.34583        43.8742        1.10266        32.1367     
  1147.92        2500.00                 NaN            NaN   9.31909        5.22355       0.175862E-005            NaN            NaN            NaN   8.34827        43.8702        1.10183        32.1371     
  1146.76        2500.00                 NaN            NaN   9.38498        5.15561       0.197691E-005            NaN            NaN            NaN   8.35739        43.8637        1.10185        32.1365     
  1145.60        2500.00                 NaN            NaN   9.32121        5.22557       0.172603E-005            NaN            NaN            NaN   8.35319        43.8621        1.10017        32.1378     
  1144.43        2500.00                 NaN            NaN   3.26314        11.3757                 NaN            NaN            NaN            NaN   8.42206        43.7139        1.07113        32.1541     
  1143.27        2500.00                 NaN            NaN   9.32304        5.22793       0.169372E-005            NaN            NaN            NaN   8.35809        43.8539        1.09849        32.1385     
  1142.10        2500.00                 NaN            NaN   9.32383        5.22925       0.167767E-005            NaN            NaN            NaN   8.36054        43.8498        1.09765        32.1389     
  1140.94        2500.00                 NaN            NaN   9.32442        5.23076       0.166130E-005            NaN            NaN            NaN   8.36301        43.8457        1.09682        32.1393     
  1139.77        2500.00                 NaN            NaN   9.57613        4.98110       0.168246E-005            NaN            NaN            NaN   8.36692        43.8407        1.09576        32.1394     
  1138.61        2500.00                 NaN            NaN   9.50096        5.05845       0.165579E-005            NaN            NaN            NaN   8.36892        43.8368        1.09496        32.1399     
  1137.44        2500.00                 NaN            NaN   9.34728        5.21432       0.161760E-005            NaN            NaN            NaN   8.37045        43.8333        1.09424        32.1404     
  1136.28        2500.00                 NaN            NaN   9.32623        5.23753       0.159887E-005            NaN            NaN            NaN   8.37277        43.8293        1.09340        32.1408     
  1135.11        2500.00                 NaN            NaN   9.32641        5.23952       0.158337E-005            NaN            NaN            NaN   8.37521        43.8251        1.09255        32.1412     
  1133.95        2500.00                 NaN            NaN   9.32641        5.24168       0.156788E-005            NaN            NaN            NaN   8.37764        43.8210        1.09169        32.1416     
  1132.78        2500.00                 NaN            NaN   9.32657        5.24370       0.155262E-005            NaN            NaN            NaN   8.38009        43.8169        1.09082        32.1419     
  1131.62        2500.00                 NaN            NaN   9.32649        5.24598       0.153739E-005            NaN            NaN            NaN   8.38252        43.8127        1.08996        32.1423     
  1130.45        2500.00                 NaN            NaN   9.32647        5.24818                 NaN            NaN            NaN            NaN   8.38497        43.8086        1.08909        32.1427     
  1129.29        2500.00                 NaN            NaN   14.7214                 NaN            NaN            NaN            NaN            NaN   8.48679        43.5812        1.04140        32.1692     
  1128.12        2500.00                 NaN            NaN   9.77110        4.80821       0.155921E-005            NaN            NaN            NaN   8.39268        43.7980        1.08682        32.1432     
  1126.96        2500.00                 NaN            NaN   14.7206                 NaN            NaN            NaN            NaN            NaN   8.48870        43.5805        1.04131        32.1689     
  1125.79        2500.00                 NaN            NaN   3.42768        11.3096                 NaN            NaN            NaN            NaN   8.50149        43.5586        1.03174        32.1708     
  1124.63        2500.00                 NaN            NaN   14.7269                 NaN            NaN            NaN            NaN            NaN   8.49486        43.5692        1.03895        32.1701     
  1123.46        2500.00                 NaN            NaN   14.7193                 NaN            NaN            NaN            NaN            NaN   8.49104        43.5793        1.04162        32.1688     
  1122.30        2500.00                 NaN            NaN   9.12843        5.59906                 NaN            NaN            NaN            NaN   8.49279        43.5707        1.03878        32.1702     
  1121.14        2500.00                 NaN            NaN   14.7331                 NaN            NaN            NaN            NaN            NaN   8.50270        43.5572        1.03599        32.1710     
  1119.97        2500.00                 NaN            NaN   14.7428                 NaN            NaN            NaN            NaN            NaN   8.50830        43.5433        1.03274        32.1728     
  1118.81        2500.00                 NaN            NaN   9.19990        5.43026                 NaN            NaN            NaN            NaN   8.38899        43.7531        1.07797        32.1497     
  1117.64        2500.00                 NaN            NaN   9.19986        5.43272                 NaN            NaN            NaN            NaN   8.39129        43.7489        1.07706        32.1502     
  1116.48        2500.00                 NaN            NaN   4.62775        10.0730                 NaN            NaN            NaN            NaN   8.48493        43.6043        1.04551        32.1645     
  1115.31        2500.00                 NaN            NaN   9.21433        5.42264                 NaN            NaN            NaN            NaN   8.39810        43.7389        1.07522        32.1508     
  1114.15        2500.00                 NaN            NaN   9.21398        5.42554                 NaN            NaN            NaN            NaN   8.39964        43.7352        1.07440        32.1513     
  1112.98        2500.00                 NaN            NaN   9.21184        5.43010                 NaN            NaN            NaN            NaN   8.40196        43.7309        1.07347        32.1517     
  1111.82        2500.00                 NaN            NaN   9.19898        5.44578                 NaN            NaN            NaN            NaN   8.40278        43.7277        1.07247        32.1523     
  1110.65        2500.00                 NaN            NaN   5.40585        9.28043                 NaN            NaN            NaN            NaN   8.47827        43.6227        1.05060        32.1622     
  1109.49        2500.00                 NaN            NaN   5.40749        9.28208                 NaN            NaN            NaN            NaN   8.47971        43.6182        1.04964        32.1629     
  1108.32        2500.00                 NaN            NaN   5.12608        9.64055                 NaN            NaN            NaN            NaN   8.53109        43.5023        1.02294        32.1771     
  1107.16        2500.00                 NaN            NaN   6.25094        8.50264                 NaN            NaN            NaN            NaN   8.51852        43.5252        1.02758        32.1751     
  1105.99        2500.00                 NaN            NaN   9.30752        5.31524                 NaN            NaN            NaN            NaN   8.43580        43.7198        1.07028        32.1514     
  1104.83        2500.00                 NaN            NaN   14.7877                 NaN            NaN            NaN            NaN            NaN   8.54740        43.4685        1.01538        32.1810     
  1103.66        2500.00                 NaN            NaN   5.77907        8.93536                 NaN            NaN            NaN            NaN   8.49921        43.5791        1.03998        32.1673     
  1102.50        2500.00                 NaN            NaN   5.75237        8.96343                 NaN            NaN            NaN            NaN   8.49810        43.5776        1.04077        32.1678     
  1101.33        2500.00                 NaN            NaN   5.78983        8.92924                 NaN            NaN            NaN            NaN   8.50116        43.5723        1.03901        32.1684     
  1100.17        2500.00                 NaN            NaN   5.60987        9.08653                 NaN            NaN            NaN            NaN   8.49412        43.5992        1.04615        32.1642     
  1099.00        2500.00                 NaN            NaN   5.65210        9.05693                 NaN            NaN            NaN            NaN   8.49976        43.5774        1.04471        32.1691     
  1097.84        2500.00                 NaN            NaN   5.91365        8.80722                 NaN            NaN            NaN            NaN   8.50547        43.5669        1.03768        32.1691     
  1096.68        2500.00                 NaN            NaN   5.90871        8.81827                 NaN            NaN            NaN            NaN   8.51075        43.5580        1.03477        32.1695     
  1095.51        2500.00                 NaN            NaN   6.73940        8.01106                 NaN            NaN            NaN            NaN   8.46967        43.5803        1.02633        32.1732     
  1094.35        2500.00                 NaN            NaN   5.98398        8.74981                 NaN            NaN            NaN            NaN   8.51806        43.5448        1.03248        32.1709     
  1093.18        2500.00                 NaN            NaN   6.01916        8.71532                 NaN            NaN            NaN            NaN   8.51850        43.5446        1.03178        32.1706     
  1092.02        2500.00                 NaN            NaN   6.76528        8.00364                 NaN            NaN            NaN            NaN   8.47699        43.5541        1.02127        32.1788     
  1090.85        2500.00                 NaN            NaN   14.8122                 NaN            NaN            NaN            NaN            NaN   8.57702        43.4216        1.00462        32.1846     
  1089.69        2500.00                 NaN            NaN   6.87520        7.87585                 NaN            NaN            NaN            NaN   8.49034        43.5629        1.02223        32.1734     
  1088.52        2500.00                 NaN            NaN   7.11798        7.65313                 NaN            NaN            NaN            NaN   8.49167        43.5438        1.01656        32.1769     
  1087.36        2500.00                 NaN            NaN   7.24060        7.49236                 NaN            NaN            NaN            NaN   8.49508        43.5711        1.03055        32.1703     
  1086.19        2500.00                 NaN            NaN   7.50612        7.21249                 NaN            NaN            NaN            NaN   8.50112        43.5756        1.03647        32.1682     
  1085.03        2500.00                 NaN            NaN   8.46079        6.22996                 NaN            NaN            NaN            NaN   8.49318        43.6049        1.04720        32.1639     
  1083.86        2500.00                 NaN            NaN   8.55762        6.14047                 NaN            NaN            NaN            NaN   8.49707        43.5962        1.04376        32.1649     
  1082.70        2500.00                 NaN            NaN   8.57032        6.12438                 NaN            NaN            NaN            NaN   8.50033        43.5955        1.04429        32.1652     
  1081.53        2500.00                 NaN            NaN   8.62845        6.06741                 NaN            NaN            NaN            NaN   8.50234        43.5925        1.04371        32.1656     
  1080.37        2500.00                 NaN            NaN   8.42999        6.27113                 NaN            NaN            NaN            NaN   8.49861        43.5922        1.04267        32.1654     
  1079.20        2500.00                 NaN            NaN   8.50557        6.19756                 NaN            NaN            NaN            NaN   8.50705        43.5846        1.03975        32.1654     
  1078.04        2500.00                 NaN            NaN   8.49454        6.20715                 NaN            NaN            NaN            NaN   8.50725        43.5848        1.04078        32.1655     
  1076.87        2500.00                 NaN            NaN   8.46171        6.24416                 NaN            NaN            NaN            NaN   8.50788        43.5797        1.04002        32.1665     
  1075.71        2500.00                 NaN            NaN   8.39415        6.31955                 NaN            NaN            NaN            NaN   8.51249        43.5667        1.03837        32.1687     
  1074.54        2500.00                 NaN            NaN   8.44442        6.27038                 NaN            NaN            NaN            NaN   8.51588        43.5638        1.03697        32.1686     
  1073.38        2500.00                 NaN            NaN   5.57519        9.21634                 NaN            NaN            NaN            NaN   8.56908        43.4490        1.00976        32.1807     
  1072.22        2500.00                 NaN            NaN   5.49756        9.28283                 NaN            NaN            NaN            NaN   8.56281        43.4638        1.01416        32.1788     
  1071.05        2500.00                 NaN            NaN   5.44765        9.33669                 NaN            NaN            NaN            NaN   8.56595        43.4575        1.01266        32.1795     
  1069.89        2500.00                 NaN            NaN   5.48899        9.29778                 NaN            NaN            NaN            NaN   8.56832        43.4532        1.01172        32.1800     
  1068.72        2500.00                 NaN            NaN   5.46905        9.32111                 NaN            NaN            NaN            NaN   8.57147        43.4474        1.01042        32.1806     
  1067.56        2500.00                 NaN            NaN   5.39178        9.40266                 NaN            NaN            NaN            NaN   8.57515        43.4403        1.00877        32.1813     
  1066.39        2500.00                 NaN            NaN   5.63937        9.17000                 NaN            NaN            NaN            NaN   8.58489        43.4189        1.00296        32.1839     
  1065.23        2500.00                 NaN            NaN   5.61002        9.20330                 NaN            NaN            NaN            NaN   8.58789        43.4127        1.00148        32.1846     
  1064.06        2500.00                 NaN            NaN   5.61623        9.20024                 NaN            NaN            NaN            NaN   8.59038        43.4077        1.00030        32.1852     
  1062.90        2500.00                 NaN            NaN   5.64423        9.15896                 NaN            NaN            NaN            NaN   8.58236        43.4259        1.00551        32.1830     
  1061.73        2500.00                 NaN            NaN   5.63315        9.18886                 NaN            NaN            NaN            NaN   8.59686        43.3970       0.998038        32.1861     
  1060.57        2500.00                 NaN            NaN   5.66311        9.16204                 NaN            NaN            NaN            NaN   8.59787        43.3933       0.996961        32.1867     
  1059.40        2500.00                 NaN            NaN   5.76865        9.05800                 NaN            NaN            NaN            NaN   8.59921        43.3907       0.996413        32.1870     
  1058.24        2500.00                 NaN            NaN   7.06496        7.75858                 NaN            NaN            NaN            NaN   8.55245        43.4395       0.997313        32.1872     
  1057.07        2500.00                 NaN            NaN   5.83701        8.99506                 NaN            NaN            NaN            NaN   8.60377        43.3817       0.994374        32.1881     
  1055.91        2500.00                 NaN            NaN   7.09495        7.73359       0.495072E-005            NaN            NaN            NaN   8.55732        43.4307       0.995310        32.1881     
  1054.74        2500.00                 NaN            NaN   6.06349        8.75464                 NaN            NaN            NaN            NaN   8.59515        43.4008       0.999970        32.1859     
  1053.58        2500.00                 NaN            NaN   7.08430        7.75185                 NaN            NaN            NaN            NaN   8.56164        43.4205       0.992404        32.1893     
  1052.41        2500.00                 NaN            NaN   8.60120        6.16118                 NaN            NaN            NaN            NaN   8.55733        43.4848        1.01893        32.1765     
  1051.25        2500.00                 NaN            NaN   7.14274        7.69740                 NaN            NaN            NaN            NaN   8.56681        43.4119       0.990950        32.1902     
  1050.08        2500.00                 NaN            NaN   7.13198        7.71232                 NaN            NaN            NaN            NaN   8.56868        43.4069       0.989370        32.1908     
  1048.92        2500.00                 NaN            NaN   7.14722        7.69989                 NaN            NaN            NaN            NaN   8.57100        43.4023       0.988325        32.1913     
  1047.76        2500.00                 NaN            NaN   7.16518        7.68463                 NaN            NaN            NaN            NaN   8.57330        43.3977       0.987323        32.1918     
  1046.59        2500.00                 NaN            NaN   7.18362        7.66887                 NaN            NaN            NaN            NaN   8.57558        43.3933       0.986333        32.1923     
  1045.43        2500.00                 NaN            NaN   7.24088        7.61497                 NaN            NaN            NaN            NaN   8.58008        43.3865       0.984719        32.1928     
  1044.26        2500.00                 NaN            NaN   6.44048        4.49055        3.93185                 NaN            NaN            NaN   8.63460        43.3271       0.981821        32.1936     
  1043.10        2500.00                 NaN            NaN   7.24107        7.61954                 NaN            NaN            NaN            NaN   8.58237        43.3798       0.983323        32.1939     
  1041.93        2500.00                 NaN            NaN   7.26130        7.60201                 NaN            NaN            NaN            NaN   8.58459        43.3754       0.982322        32.1944     
  1040.77        2500.00                 NaN            NaN   2.06432        12.8818                 NaN            NaN            NaN            NaN   8.69636        43.2003       0.949931        32.2074     
  1039.60        2500.00                 NaN            NaN   7.30227        7.56644                 NaN            NaN            NaN            NaN   8.58900        43.3665       0.980317        32.1954     
  1038.44        2500.00                 NaN            NaN   10.0464        4.91529                 NaN            NaN            NaN            NaN   8.70348        43.1782       0.945765        32.2109     
  1037.27        2500.00                 NaN            NaN   2.78331        12.1692                 NaN            NaN            NaN            NaN   8.70156        43.1896       0.947638        32.2087     
  1036.11        2500.00                 NaN            NaN   2.93875        12.0156                 NaN            NaN            NaN            NaN   8.70308        43.1864       0.946984        32.2091     
  1034.94        2500.00                 NaN            NaN   2.97097        11.9868                 NaN            NaN            NaN            NaN   8.70581        43.1810       0.945688        32.2097     
  1033.78        2500.00                 NaN            NaN   3.00139        11.9597                 NaN            NaN            NaN            NaN   8.70855        43.1756       0.944389        32.2104     
  1032.61        2500.00                 NaN            NaN   3.04271        11.9218                 NaN            NaN            NaN            NaN   8.71128        43.1701       0.943086        32.2110     
  1031.45        2500.00                 NaN            NaN   9.29383        5.50644                 NaN            NaN            NaN            NaN   8.54420        43.4727       0.999275        32.1836     
  1030.28        2500.00                 NaN            NaN   9.28332        5.51815                 NaN            NaN            NaN            NaN   8.54612        43.4699       0.998740        32.1838     
  1029.12        2500.00                 NaN            NaN   9.27277        5.52990                 NaN            NaN            NaN            NaN   8.54803        43.4671       0.998203        32.1840     
  1027.95        2500.00                 NaN            NaN   9.26227        5.54162                 NaN            NaN            NaN            NaN   8.54996        43.4643       0.997658        32.1842     
  1026.79        2500.00                 NaN            NaN   9.25187        5.55324                 NaN            NaN            NaN            NaN   8.55188        43.4615       0.997115        32.1844     
  1025.62        2500.00                 NaN            NaN   9.24139        5.56492                 NaN            NaN            NaN            NaN   8.55379        43.4587       0.996574        32.1846     
  1024.46        2500.00                 NaN            NaN   9.23094        5.57659                 NaN            NaN            NaN            NaN   8.55571        43.4559       0.996030        32.1848     
  1023.30        2500.00                 NaN            NaN   9.22045        5.58827                 NaN            NaN            NaN            NaN   8.55760        43.4531       0.995497        32.1850     
  1022.13        2500.00                 NaN            NaN   9.21008        5.59985                 NaN            NaN            NaN            NaN   8.55950        43.4504       0.994952        32.1853     
  1020.97        2500.00                 NaN            NaN   9.19971        5.61143                 NaN            NaN            NaN            NaN   8.56140        43.4476       0.994410        32.1855     
  1019.80        2500.00                 NaN            NaN   9.18934        5.62300                 NaN            NaN            NaN            NaN   8.56329        43.4448       0.993871        32.1857     
  1018.64        2500.00                 NaN            NaN   9.17891        5.63464                 NaN            NaN            NaN            NaN   8.56518        43.4421       0.993330        32.1859     
  1017.47        2500.00                 NaN            NaN   9.16860        5.64615                 NaN            NaN            NaN            NaN   8.56706        43.4393       0.992786        32.1861     
  1016.31        2500.00                 NaN            NaN   9.15828        5.65769                 NaN            NaN            NaN            NaN   8.56895        43.4365       0.992249        32.1863     
  1015.14        2500.00                 NaN            NaN   9.14800        5.66918                 NaN            NaN            NaN            NaN   8.57083        43.4338       0.991706        32.1865     
  1013.98        2500.00                 NaN            NaN   9.13776        5.68063                 NaN            NaN            NaN            NaN   8.57271        43.4310       0.991163        32.1867     
  1012.81        2500.00                 NaN            NaN   9.12753        5.69207                 NaN            NaN            NaN            NaN   8.57458        43.4283       0.990620        32.1869     
  1011.65        2500.00                 NaN            NaN   9.11728        5.70353                 NaN            NaN            NaN            NaN   8.57645        43.4255       0.990078        32.1871     
  1010.48        2500.00                 NaN            NaN   9.10713        5.71489                 NaN            NaN            NaN            NaN   8.57831        43.4228       0.989534        32.1873     
  1009.32        2500.00                 NaN            NaN   9.09711        5.72612                 NaN            NaN            NaN            NaN   8.58017        43.4201       0.988990        32.1875     
  1008.15        2500.00                 NaN            NaN   9.08692        5.73753                 NaN            NaN            NaN            NaN   8.58203        43.4173       0.988447        32.1878     
  1006.99        2500.00                 NaN            NaN   9.07681        5.74884                 NaN            NaN            NaN            NaN   8.58389        43.4146       0.987904        32.1880     
  1005.82        2500.00                 NaN            NaN   9.06681        5.76006                 NaN            NaN            NaN            NaN   8.58574        43.4119       0.987358        32.1882     
  1004.66        2500.00                 NaN            NaN   9.05688        5.77121                 NaN            NaN            NaN            NaN   8.58760        43.4091       0.986813        32.1884     
  1003.49        2500.00                 NaN            NaN   9.04677        5.78252                 NaN            NaN            NaN            NaN   8.58942        43.4064       0.986273        32.1886     
  1002.33        2500.00                 NaN            NaN   9.03688        5.79363                 NaN            NaN            NaN            NaN   8.59127        43.4037       0.985722        32.1888     
