|6.6.6
Archiving\03_Data\eqLP/QFM_m4.75/TIS/TIS_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           iron           Ni             Sp(TH)         O(HP)          O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1378.21        500.000        15.0089       0.885450                 NaN            NaN  0.811307        25.4623                 NaN            NaN   30.2462        21.1631        6.42280                 NaN            NaN
  1375.00        500.000        15.0083       0.885461                 NaN            NaN  0.811332        25.4623                 NaN            NaN   30.2463        21.1631        6.42320                 NaN            NaN
  1371.79        500.000        15.0077       0.885472                 NaN            NaN  0.811357        25.4624                 NaN            NaN   30.2464        21.1631        6.42359                 NaN            NaN
  1368.59        500.000        15.0072       0.885484                 NaN            NaN  0.811382        25.4625                 NaN            NaN   30.2464        21.1631        6.42399                 NaN            NaN
  1365.38        500.000        15.0066       0.885495                 NaN            NaN  0.811407        25.4625                 NaN            NaN   30.2465        21.1631        6.42439                 NaN            NaN
  1362.18        500.000        15.0061       0.885507                 NaN            NaN  0.811432        25.4626                 NaN            NaN   30.2466        21.1630        6.42478                 NaN            NaN
  1358.97        500.000        9.08770       0.890473                 NaN            NaN  0.817744        25.6691                 NaN            NaN   32.7612        21.8902        8.88366                 NaN            NaN
  1355.77        500.000        9.08742       0.890480                 NaN            NaN  0.817765        25.6690                 NaN            NaN   32.7611        21.8900        8.88417                 NaN            NaN
  1352.56        500.000        9.08714       0.890487                 NaN            NaN  0.817786        25.6690                 NaN            NaN   32.7610        21.8899        8.88467                 NaN            NaN
  1349.36        500.000        9.08686       0.890494                 NaN            NaN  0.817807        25.6689                 NaN            NaN   32.7609        21.8898        8.88518                 NaN            NaN
  1346.15        500.000        9.08659       0.890501                 NaN            NaN  0.817828        25.6689                 NaN            NaN   32.7609        21.8897        8.88568                 NaN            NaN
  1342.95        500.000        9.08631       0.890508                 NaN            NaN  0.817849        25.6688                 NaN            NaN   32.7608        21.8896        8.88619                 NaN            NaN
  1339.74        500.000        9.08602       0.890515                 NaN            NaN  0.817870        25.6687                 NaN            NaN   32.7607        21.8895        8.88669                 NaN            NaN
  1336.54        500.000        9.08574       0.890522                 NaN            NaN  0.817891        25.6687                 NaN            NaN   32.7606        21.8893        8.88720                 NaN            NaN
  1333.33        500.000        5.26016       0.893878                 NaN            NaN  0.819825        25.7210                 NaN            NaN   21.8864        34.6753        10.7434                 NaN            NaN
  1330.13        500.000        5.26003       0.893882                 NaN            NaN  0.819844        25.7209                 NaN            NaN   21.8862        34.6751        10.7440                 NaN            NaN
  1326.92        500.000        5.25990       0.893887                 NaN            NaN  0.819863        25.7208                 NaN            NaN   21.8860        34.6749        10.7446                 NaN            NaN
  1323.72        500.000        5.25978       0.893891                 NaN            NaN  0.819881        25.7206                 NaN            NaN   21.8859        34.6748        10.7452                 NaN            NaN
  1320.51        500.000        5.25965       0.893895                 NaN            NaN  0.819900        25.7205                 NaN            NaN   21.8857        34.6746        10.7458                 NaN            NaN
  1317.31        500.000        5.25952       0.893900                 NaN            NaN  0.819919        25.7204                 NaN            NaN   21.8855        34.6744        10.7463                 NaN            NaN
  1314.10        500.000        5.25939       0.893904                 NaN            NaN  0.819938        25.7202                 NaN            NaN   21.8853        34.6743        10.7469                 NaN            NaN
  1310.90        500.000        5.25926       0.893908                 NaN            NaN  0.819956        25.7201                 NaN            NaN   21.8852        34.6741        10.7475                 NaN            NaN
  1307.69        500.000        2.45177       0.896555                 NaN            NaN  0.817521        25.6786                 NaN            NaN   21.5854        36.3164        12.2537                 NaN            NaN
  1304.49        500.000        2.14830       0.896859                 NaN            NaN  0.816640        25.6691                 NaN            NaN   36.5060        21.5402        12.4229                 NaN            NaN
  1301.28        500.000                 NaN  0.898428                 NaN            NaN  0.815919        25.6578                 NaN            NaN   37.0744        21.6480        12.7939        1.11142                 NaN
  1298.08        500.000                 NaN  0.898429                 NaN            NaN  0.815936        25.6576                 NaN            NaN   37.0742        21.6478        12.7946        1.11144                 NaN
  1294.87        500.000                 NaN  0.898343                 NaN            NaN  0.819500        25.6753                 NaN            NaN   21.6510        36.9993        12.8407        1.11583                 NaN
  1291.67        500.000                 NaN  0.898345                 NaN            NaN  0.819516        25.6751                 NaN            NaN   21.6508        36.9990        12.8414        1.11584                 NaN
  1288.46        500.000                 NaN  0.898347                 NaN            NaN  0.819533        25.6749                 NaN            NaN   21.6505        36.9987        12.8420        1.11585                 NaN
  1285.26        500.000                 NaN  0.898348                 NaN            NaN  0.819549        25.6747                 NaN            NaN   21.6503        36.9985        12.8427        1.11586                 NaN
  1282.05        500.000                 NaN  0.898178                 NaN            NaN  0.826210        25.7099                 NaN            NaN   21.6424        36.8665        12.9325        1.12430                 NaN
  1278.85        500.000                 NaN  0.898179                 NaN            NaN  0.826226        25.7097                 NaN            NaN   21.6422        36.8663        12.9331        1.12432                 NaN
  1275.64        500.000                 NaN  0.898181                 NaN            NaN  0.826243        25.7095                 NaN            NaN   21.6419        36.8660        12.9338        1.12433                 NaN
  1272.44        500.000                 NaN  0.898182                 NaN            NaN  0.826259        25.7093                 NaN            NaN   21.6417        36.8657        12.9344        1.12434                 NaN
  1269.23        500.000                 NaN  0.898184                 NaN            NaN  0.826275        25.7091                 NaN            NaN   21.6415        36.8655        12.9351        1.12435                 NaN
  1266.03        500.000                 NaN  0.898185                 NaN            NaN  0.826291        25.7089                 NaN            NaN   21.6413        36.8652        12.9358        1.12436                 NaN
  1262.82        500.000                 NaN  0.898187                 NaN            NaN  0.826308        25.7087                 NaN            NaN   21.6410        36.8650        12.9364        1.12438                 NaN
  1259.62        500.000                 NaN  0.898188                 NaN            NaN  0.826324        25.7085                 NaN            NaN   21.6408        36.8647        12.9371        1.12439                 NaN
  1256.41        500.000                 NaN  0.897869                 NaN            NaN  0.839962        25.7720                 NaN            NaN   36.6445        21.6038        13.1030        1.13885                 NaN
  1253.21        500.000                 NaN  0.897871                 NaN            NaN  0.839979        25.7718                 NaN            NaN   36.6442        21.6036        13.1037        1.13886                 NaN
  1250.00        500.000                 NaN  0.897872                 NaN            NaN  0.839995        25.7716                 NaN            NaN   36.6440        21.6033        13.1044        1.13887                 NaN
  1246.79        500.000                 NaN  0.897873                 NaN            NaN  0.840011        25.7714                 NaN            NaN   36.6437        21.6031        13.1050        1.13888                 NaN
  1243.59        500.000                 NaN  0.897874                 NaN            NaN  0.840027        25.7712                 NaN            NaN   36.6435        21.6029        13.1057        1.13889                 NaN
  1240.38        500.000                 NaN  0.897876                 NaN            NaN  0.840043        25.7709                 NaN            NaN   36.6432        21.6027        13.1064        1.13891                 NaN
  1237.18        500.000                 NaN  0.897877                 NaN            NaN  0.840059        25.7707                 NaN            NaN   36.6429        21.6024        13.1070        1.13892                 NaN
  1233.97        500.000                 NaN  0.897878                 NaN            NaN  0.840075        25.7705                 NaN            NaN   36.6427        21.6022        13.1077        1.13893                 NaN
  1230.77        500.000                 NaN  0.897584                 NaN            NaN  0.852918        25.8284                 NaN            NaN   36.4644        21.5447        13.2610        1.15093                 NaN
  1227.56        500.000                 NaN  0.897585                 NaN            NaN  0.852934        25.8282                 NaN            NaN   36.4642        21.5445        13.2616        1.15094                 NaN
  1224.36        500.000                 NaN  0.897517                 NaN            NaN  0.856183        25.8417                 NaN            NaN   21.5254        36.4270        13.2983        1.15391                 NaN
  1221.15        500.000                 NaN  0.897483                 NaN            NaN  0.857683        25.8481                 NaN            NaN   21.5169        36.4080        13.3167        1.15516                 NaN
  1217.95        500.000                 NaN  0.897465                 NaN            NaN  0.853972        25.8571                 NaN  0.203143        21.5368        36.1666        13.3225        1.16231                 NaN
  1214.74        500.000                 NaN  0.897466                 NaN            NaN  0.853988        25.8569                 NaN  0.203141        21.5366        36.1664        13.3232        1.16232                 NaN
  1211.54        500.000                 NaN  0.897467                 NaN            NaN  0.854004        25.8566                 NaN  0.203139        21.5364        36.1661        13.3239        1.16233                 NaN
  1208.33        500.000                 NaN  0.897468                 NaN            NaN  0.854019        25.8564                 NaN  0.203137        21.5361        36.1659        13.3246        1.16234                 NaN
  1205.13        500.000                 NaN  0.897436                 NaN            NaN  0.828623        25.8968                 NaN   1.44094        21.6651        34.7514        13.3183        1.20144                 NaN
  1201.92        500.000                 NaN  0.897436                 NaN            NaN  0.828638        25.8966                 NaN   1.44093        21.6648        34.7512        13.3190        1.20145                 NaN
  1198.72        500.000                 NaN  0.897437                 NaN            NaN  0.828653        25.8964                 NaN   1.44091        21.6646        34.7509        13.3196        1.20146                 NaN
  1195.51        500.000                 NaN  0.897438                 NaN            NaN  0.828669        25.8962                 NaN   1.44090        21.6644        34.7507        13.3203        1.20147                 NaN
  1192.31        500.000                 NaN  0.897439                 NaN            NaN  0.828684        25.8959                 NaN   1.44089        21.6641        34.7505        13.3210        1.20148                 NaN
  1189.10        500.000                 NaN  0.897439                 NaN            NaN  0.828699        25.8957                 NaN   1.44087        21.6639        34.7502        13.3217        1.20150                 NaN
  1185.90        500.000                 NaN  0.897440                 NaN            NaN  0.828714        25.8955                 NaN   1.44086        21.6637        34.7500        13.3223        1.20151                 NaN
  1182.69        500.000                 NaN  0.897441                 NaN            NaN  0.828729        25.8953                 NaN   1.44085        21.6634        34.7498        13.3230        1.20152                 NaN
  1179.49        500.000                 NaN  0.897388                 NaN            NaN  0.786123        25.9664                 NaN   3.71147        21.8430        32.2112        13.3177        1.26676                 NaN
  1176.28        500.000                 NaN  0.897389                 NaN            NaN  0.786137        25.9661                 NaN   3.71143        21.8428        32.2110        13.3183        1.26677                 NaN
  1173.08        500.000                 NaN  0.897389                 NaN            NaN  0.786151        25.9659                 NaN   3.71140        21.8426        32.2108        13.3190        1.26678                 NaN
  1169.87        500.000                 NaN  0.897390                 NaN            NaN  0.786166        25.9657                 NaN   3.71136        21.8423        32.2106        13.3197        1.26680                 NaN
  1166.67        500.000                 NaN  0.897391                 NaN            NaN  0.786180        25.9655                 NaN   3.71133        21.8421        32.2104        13.3204        1.26681                 NaN
  1163.46        500.000                 NaN  0.897391                 NaN            NaN  0.786194        25.9653                 NaN   3.71130        21.8418        32.2102        13.3210        1.26682                 NaN
  1160.26        500.000                 NaN  0.897391                 NaN            NaN  0.786208        25.9650                 NaN   3.71126        21.8416        32.2100        13.3217        1.26683                 NaN
  1157.05        500.000                 NaN  0.897392                 NaN            NaN  0.786222        25.9648                 NaN   3.71123        21.8414        32.2098        13.3224        1.26685                 NaN
  1153.85        500.000                 NaN  0.897354                 NaN            NaN  0.753351        26.0238                 NaN   5.73977        30.0017        21.9407        13.3283        1.31510                 NaN
  1150.64        500.000                 NaN  0.897354                 NaN            NaN  0.753365        26.0235                 NaN   5.73972        30.0015        21.9405        13.3289        1.31511                 NaN
  1147.44        500.000                 NaN  0.897354                 NaN            NaN  0.753378        26.0233                 NaN   5.73967        30.0013        21.9402        13.3296        1.31513                 NaN
  1144.23        500.000                 NaN  0.897355                 NaN            NaN  0.753392        26.0231                 NaN   5.73961        30.0011        21.9400        13.3303        1.31514                 NaN
  1141.03        500.000                 NaN  0.897355                 NaN            NaN  0.753405        26.0229                 NaN   5.73956        30.0009        21.9398        13.3310        1.31515                 NaN
  1137.82        500.000                 NaN  0.897355                 NaN            NaN  0.753418        26.0227                 NaN   5.73951        30.0007        21.9395        13.3316        1.31517                 NaN
  1134.62        500.000                 NaN  0.897355                 NaN            NaN  0.753432        26.0224                 NaN   5.73946        30.0006        21.9393        13.3323        1.31518                 NaN
  1131.41        500.000                 NaN  0.897356                 NaN            NaN  0.753445        26.0222                 NaN   5.73941        30.0004        21.9390        13.3330        1.31519                 NaN
  1128.21        500.000                 NaN  0.897330                 NaN            NaN  0.728954        26.0704                 NaN   7.57296        28.0515        21.9819        13.3493        1.34767                 NaN
  1125.00        500.000                 NaN  0.897330                 NaN            NaN  0.728967        26.0702                 NaN   7.57289        28.0513        21.9817        13.3499        1.34769                 NaN
  1121.79        500.000                 NaN  0.897330                 NaN            NaN  0.728980        26.0700                 NaN   7.57282        28.0511        21.9815        13.3506        1.34770                 NaN
  1118.59        500.000                 NaN  0.897330                 NaN            NaN  0.728992        26.0698                 NaN   7.57276        28.0510        21.9812        13.3513        1.34771                 NaN
  1115.38        500.000                 NaN  0.897322                 NaN            NaN  0.719479        26.0901                 NaN   8.42982        27.1538        21.9876        13.3636        1.35818                 NaN
  1112.18        500.000                 NaN  0.897322                 NaN            NaN  0.719491        26.0899                 NaN   8.42975        27.1536        21.9874        13.3643        1.35819                 NaN
  1108.97        500.000                 NaN  0.897319                 NaN            NaN  0.715352        26.0997                 NaN   8.84603        26.7232        21.9839        13.3718        1.36276                 NaN
  1105.77        500.000                 NaN  0.897315                 NaN            NaN  0.713540        26.1036                 NaN   9.04568        26.5176        21.9827        13.3770                 NaN   1.36258     
  1102.56        500.000                 NaN  0.897314                 NaN            NaN  0.711673        26.1083                 NaN   9.25264        21.9818        26.3023        13.3801                 NaN   1.36587     
  1099.36        500.000                 NaN  0.897314                 NaN            NaN  0.711686        26.1080                 NaN   9.25256        21.9816        26.3021        13.3808                 NaN   1.36586     
  1096.15        500.000                 NaN  0.897314                 NaN            NaN  0.711698        26.1078                 NaN   9.25248        21.9813        26.3020        13.3815                 NaN   1.36585     
  1092.95        500.000                 NaN  0.897314                 NaN            NaN  0.711711        26.1076                 NaN   9.25241        21.9811        26.3019        13.3821                 NaN   1.36584     
  1089.74        500.000                 NaN  0.897314                 NaN            NaN  0.711723        26.1074                 NaN   9.25233        21.9809        26.3017        13.3828                 NaN   1.36583     
  1086.54        500.000                 NaN  0.897314                 NaN            NaN  0.711736        26.1071                 NaN   9.25225        21.9806        26.3016        13.3835                 NaN   1.36582     
  1083.33        500.000                 NaN  0.897314                 NaN            NaN  0.711748        26.1069                 NaN   9.25217        21.9804        26.3015        13.3842                 NaN   1.36580     
  1080.13        500.000                 NaN  0.897314                 NaN            NaN  0.711760        26.1067                 NaN   9.25210        21.9802        26.3013        13.3848                 NaN   1.36578     
  1076.92        500.000                 NaN  0.897300                 NaN            NaN  0.701059        26.1398                 NaN   10.8100        21.9536        24.7019        13.4115                 NaN   1.38478     
  1073.72        500.000                 NaN  0.897300                 NaN            NaN  0.701071        26.1396                 NaN   10.8099        21.9534        24.7017        13.4122                 NaN   1.38476     
  1070.51        500.000                 NaN  0.897297                 NaN            NaN  0.699340        26.1466                 NaN   11.1827        24.3216        21.9439        13.4204                 NaN   1.38825     
  1067.31        500.000                 NaN  0.897296                 NaN            NaN  0.698665        26.1499                 NaN   11.3664        24.1353        21.9377        13.4249                 NaN   1.38995     
  1064.10        500.000                 NaN  0.897572                 NaN            NaN  0.743003        25.9571       0.613559E-001   11.4413        24.1833        22.0671        13.3317                 NaN   1.31757     
  1060.90        500.000                 NaN  0.897572                 NaN            NaN  0.743016        25.9569       0.613555E-001   11.4412        24.1832        22.0669        13.3324                 NaN   1.31754     
  1057.69        500.000                 NaN  0.897572                 NaN            NaN  0.743029        25.9567       0.613551E-001   11.4411        24.1831        22.0667        13.3330                 NaN   1.31751     
  1054.49        500.000                 NaN  0.897572                 NaN            NaN  0.743042        25.9565       0.613547E-001   11.4410        24.1830        22.0664        13.3337                 NaN   1.31748     
  1051.28        500.000                 NaN  0.897547                 NaN            NaN  0.739447        25.9555       0.790639E-001   12.1543        23.4591        22.0324        13.3584                 NaN   1.32417     
  1048.08        500.000                 NaN  0.897547                 NaN            NaN  0.739460        25.9553       0.790634E-001   12.1542        23.4590        22.0322        13.3591                 NaN   1.32414     
  1044.87        500.000                 NaN  0.897547                 NaN            NaN  0.739473        25.9551       0.790628E-001   12.1541        23.4589        22.0319        13.3598                 NaN   1.32411     
  1041.67        500.000                 NaN  0.897547                 NaN            NaN  0.739486        25.9549       0.790623E-001   12.1540        23.4588        22.0317        13.3604                 NaN   1.32408     
  1038.46        500.000                 NaN  0.897415                 NaN            NaN  0.734072        25.7877       0.303336        12.2861        21.9899        23.2236        13.3874                 NaN   1.39056     
  1035.26        500.000                 NaN  0.897543                 NaN            NaN  0.738538        25.8658       0.186042        13.0618        21.9903        22.5434        13.3812                 NaN   1.33532     
  1032.05        500.000                 NaN  0.897282                 NaN            NaN  0.696685        26.1805                 NaN   13.2961        22.1934        21.8526        13.4784                 NaN   1.40497     
  1028.85        500.000                 NaN  0.897281                 NaN            NaN  0.696696        26.1803                 NaN   13.2960        22.1933        21.8524        13.4791                 NaN   1.40493     
  1025.64        500.000                 NaN  0.897279                 NaN            NaN  0.697481        26.1850                 NaN   13.6284        21.8330        21.8630        13.4890                 NaN   1.40700     
  1022.44        500.000                 NaN  0.897279                 NaN            NaN  0.697492        26.1847                 NaN   13.6282        21.8327        21.8629        13.4896                 NaN   1.40696     
  1019.23        500.000                 NaN  0.897278                 NaN            NaN  0.697504        26.1845                 NaN   13.6281        21.8325        21.8628        13.4903                 NaN   1.40693     
  1016.03        500.000                 NaN  0.897278                 NaN            NaN  0.697516        26.1843                 NaN   13.6280        21.8323        21.8627        13.4910                 NaN   1.40689     
  1012.82        500.000                 NaN  0.897277                 NaN            NaN  0.697527        26.1841                 NaN   13.6279        21.8320        21.8627        13.4917                 NaN   1.40686     
  1009.62        500.000                 NaN  0.897277                 NaN            NaN  0.697539        26.1838                 NaN   13.6278        21.8318        21.8626        13.4923                 NaN   1.40683     
  1006.41        500.000                 NaN  0.897276                 NaN            NaN  0.697551        26.1836                 NaN   13.6277        21.8315        21.8625        13.4930                 NaN   1.40679     
  1003.21        500.000                 NaN  0.897276                 NaN            NaN  0.697562        26.1834                 NaN   13.6276        21.8313        21.8624        13.4937                 NaN   1.40676     
  1000.00        500.000                 NaN  0.897266                 NaN            NaN  0.703949        26.1996                 NaN   14.9208        20.5836        21.7476        13.5336                 NaN   1.41346     
