|6.6.6
Archiving\03_Data\eqfracLP/QFM_m5/YM20/YM20_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        Opx(TH)        O(HP)          O(HP)          pxmn           Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           San(TH)        ilm            q             
  1310.44        500.000                 NaN   99.4382                 NaN            NaN            NaN            NaN            NaN  0.144468       0.255920                 NaN  0.160284       0.116182E-002            NaN            NaN            NaN
  1309.07        500.000                 NaN   99.4444                 NaN            NaN            NaN            NaN            NaN  0.142016       0.254570                 NaN  0.158270       0.716056E-003            NaN            NaN            NaN
  1307.69        500.000                 NaN   99.4506                 NaN            NaN            NaN            NaN            NaN  0.139649       0.252931                 NaN  0.156389       0.402593E-003            NaN            NaN            NaN
  1306.32        500.000                 NaN   99.4564                 NaN            NaN            NaN            NaN            NaN  0.137458       0.251399                 NaN  0.154621       0.109796E-003            NaN            NaN            NaN
  1304.95        500.000                 NaN   99.4621                 NaN            NaN            NaN            NaN            NaN  0.248993       0.135998                 NaN  0.152908                 NaN            NaN            NaN            NaN
  1303.57        500.000                 NaN   99.4681                 NaN            NaN            NaN            NaN            NaN  0.246064       0.134336                 NaN  0.151149       0.330672E-003            NaN            NaN            NaN
  1302.20        500.000                 NaN   99.4735                 NaN            NaN            NaN            NaN            NaN  0.132303       0.244617                 NaN  0.149548                 NaN            NaN            NaN            NaN
  1300.83        500.000                 NaN   99.4791                 NaN            NaN            NaN            NaN            NaN  0.130424       0.242627                 NaN  0.147879                 NaN            NaN            NaN            NaN
  1299.45        500.000                 NaN   99.4847                 NaN            NaN            NaN            NaN            NaN  0.129010       0.240044                 NaN  0.146236                 NaN            NaN            NaN            NaN
  1298.08        500.000                 NaN   99.4898                 NaN            NaN            NaN            NaN            NaN  0.238163       0.127303                 NaN  0.144707                 NaN            NaN            NaN            NaN
  1296.70        500.000                 NaN   95.6148                 NaN            NaN            NaN            NaN            NaN  0.489245       0.914787                 NaN  0.553919       0.942121E-002   2.41785                 NaN            NaN
  1295.33        500.000                 NaN   84.1984                 NaN            NaN            NaN            NaN            NaN   2.81262        1.59787                 NaN   1.76354       0.634586E-001   9.56415                 NaN            NaN
  1293.96        500.000                 NaN   86.7897                 NaN            NaN            NaN            NaN            NaN   2.36020        1.33994                 NaN   1.47832       0.443541E-001   7.98752                 NaN            NaN
  1292.58        500.000                 NaN   88.6678                 NaN            NaN            NaN            NaN            NaN   1.15206        2.03106                 NaN   1.27151       0.312184E-001   6.84635                 NaN            NaN
  1291.21        500.000                 NaN   90.0809                 NaN            NaN            NaN            NaN            NaN   1.01090        1.78276                 NaN   1.11566       0.214229E-001   5.98834                 NaN            NaN
  1289.84        500.000                 NaN   91.1733                 NaN            NaN            NaN            NaN            NaN   1.58948       0.900546                 NaN  0.995209       0.145260E-001   5.32698                 NaN            NaN
  1288.46        500.000                 NaN   92.0782                 NaN            NaN            NaN            NaN            NaN  0.812421        1.42681                 NaN  0.895029       0.947670E-002   4.77810                 NaN            NaN
  1287.09        500.000                 NaN   92.7958                 NaN            NaN            NaN            NaN            NaN   1.29963       0.738940                 NaN  0.815847       0.532928E-002   4.34442                 NaN            NaN
  1285.72        500.000                 NaN   93.3966                 NaN            NaN            NaN            NaN            NaN  0.679653        1.18997                 NaN  0.749283       0.252725E-002   3.98199                 NaN            NaN
  1284.34        500.000                 NaN   93.9148                 NaN            NaN            NaN            NaN            NaN  0.627579        1.09666                 NaN  0.691777                 NaN   3.66921                 NaN            NaN
  1282.97        500.000                 NaN   94.3425                 NaN            NaN            NaN            NaN            NaN   1.00450       0.591460                 NaN  0.646391       0.457393E-002   3.41056                 NaN            NaN
  1281.59        500.000                 NaN   94.7459                 NaN            NaN            NaN            NaN            NaN  0.550594       0.934422                 NaN  0.599831                 NaN   3.16930                 NaN            NaN
  1280.22        500.000                 NaN   95.0774                 NaN            NaN            NaN            NaN            NaN  0.519177       0.869968                 NaN  0.563082                 NaN   2.97033                 NaN            NaN
  1278.85        500.000                 NaN   95.3720                 NaN            NaN            NaN            NaN            NaN  0.812246       0.491975                 NaN  0.530239                 NaN   2.79353                 NaN            NaN
  1277.47        500.000                 NaN   95.6399                 NaN            NaN            NaN            NaN            NaN  0.467094       0.759541                 NaN  0.500238                 NaN   2.63318                 NaN            NaN
  1276.10        500.000                 NaN   95.8778                 NaN            NaN            NaN            NaN            NaN  0.713937       0.443738                 NaN  0.473462                 NaN   2.49103                 NaN            NaN
  1274.73        500.000                 NaN   96.0942                 NaN            NaN            NaN            NaN            NaN  0.422956       0.671818                 NaN  0.449195                 NaN   2.36188                 NaN            NaN
  1273.35        500.000                 NaN   96.2891                 NaN            NaN            NaN            NaN            NaN  0.405047       0.633163                 NaN  0.426901                 NaN   2.24574                 NaN            NaN
  1271.98        500.000                 NaN   96.4673                 NaN            NaN            NaN            NaN            NaN  0.598907       0.387245                 NaN  0.406711                 NaN   2.13984                 NaN            NaN
  1270.61        500.000                 NaN   96.6311                 NaN            NaN            NaN            NaN            NaN  0.372392       0.566022                 NaN  0.387932                 NaN   2.04253                 NaN            NaN
  1269.23        500.000                 NaN   96.7821                 NaN            NaN            NaN            NaN            NaN  0.537260       0.357420                 NaN  0.370702                 NaN   1.95256                 NaN            NaN
  1267.86        500.000                 NaN   96.9213                 NaN            NaN            NaN            NaN            NaN  0.509716       0.344047                 NaN  0.354608                 NaN   1.87035                 NaN            NaN
  1266.49        500.000                 NaN   97.0505                 NaN            NaN            NaN            NaN            NaN  0.330697       0.485006                 NaN  0.339640                 NaN   1.79415                 NaN            NaN
  1265.11        500.000                 NaN   97.1681                 NaN            NaN            NaN            NaN            NaN  0.461873       0.319952                 NaN  0.326052                 NaN   1.72403                 NaN            NaN
  1263.74        500.000                 NaN   97.2744                 NaN            NaN            NaN            NaN            NaN  0.309453       0.441011                 NaN  0.313748                 NaN   1.66141                 NaN            NaN
  1262.36        500.000                 NaN   97.3898                 NaN            NaN            NaN            NaN            NaN  0.297890       0.419330                 NaN  0.300251                 NaN   1.59277                 NaN            NaN
  1260.99        500.000                 NaN   97.4793                 NaN            NaN            NaN            NaN            NaN  0.288212       0.402676                 NaN  0.289847                 NaN   1.53999                 NaN            NaN
  1259.62        500.000                 NaN   97.5723                 NaN            NaN            NaN            NaN            NaN  0.279858       0.383855                 NaN  0.278808                 NaN   1.48516                 NaN            NaN
  1258.24        500.000                 NaN   97.6572                 NaN            NaN            NaN            NaN            NaN  0.367102       0.271445                 NaN  0.268899                 NaN   1.43537                 NaN            NaN
  1256.87        500.000                 NaN   97.7371                 NaN            NaN            NaN            NaN            NaN  0.262230       0.353025                 NaN  0.259391                 NaN   1.38829                 NaN            NaN
  1255.50        500.000                 NaN   97.8143                 NaN            NaN            NaN            NaN            NaN  0.255222       0.337596                 NaN  0.250236                 NaN   1.34263                 NaN            NaN
  1254.12        500.000                 NaN   97.8859                 NaN            NaN            NaN            NaN            NaN  0.248271       0.323410                 NaN  0.241659                 NaN   1.30080                 NaN            NaN
  1252.75        500.000                 NaN   97.9532                 NaN            NaN            NaN            NaN            NaN  0.241321       0.311111                 NaN  0.233777                 NaN   1.26062                 NaN            NaN
  1251.38        500.000                 NaN   98.0152                 NaN            NaN            NaN            NaN            NaN  0.235352       0.299027                 NaN  0.226370                 NaN   1.22404                 NaN            NaN
  1250.00        500.000                 NaN   98.0791                 NaN            NaN            NaN            NaN            NaN  0.287589       0.227833                 NaN  0.218660                 NaN   1.18678                 NaN            NaN
  1248.63        500.000                 NaN   98.1328                 NaN            NaN            NaN            NaN            NaN  0.276852       0.223234                 NaN  0.212278                 NaN   1.15487                 NaN            NaN
  1247.25        500.000                 NaN   98.1931                 NaN            NaN            NaN            NaN            NaN  0.265927       0.216406                 NaN  0.204967                 NaN   1.11960                 NaN            NaN
  1245.88        500.000                 NaN   98.2437                 NaN            NaN            NaN            NaN            NaN  0.211180       0.256421                 NaN  0.199041                 NaN   1.08964                 NaN            NaN
  1244.51        500.000                 NaN   98.2934                 NaN            NaN            NaN            NaN            NaN  0.246966       0.205872                 NaN  0.192924                 NaN   1.06081                 NaN            NaN
  1243.13        500.000                 NaN   98.3398                 NaN            NaN            NaN            NaN            NaN  0.201469       0.238332                 NaN  0.187253                 NaN   1.03313                 NaN            NaN
  1241.76        500.000                 NaN   98.3884                 NaN            NaN            NaN            NaN            NaN  0.229248       0.196571                 NaN  0.181469                 NaN   1.00430                 NaN            NaN
  1240.39        500.000                 NaN   98.4254                 NaN            NaN            NaN            NaN            NaN  0.192001       0.222781                 NaN  0.177053                 NaN  0.982726                 NaN            NaN
  1239.01        500.000                 NaN   98.4739                 NaN            NaN            NaN            NaN            NaN  0.213723       0.187630                 NaN  0.171197                 NaN  0.953585                 NaN            NaN
  1237.64        500.000                 NaN   98.5106                 NaN            NaN            NaN            NaN            NaN  0.184286       0.206577                 NaN  0.166661                 NaN  0.931848                 NaN            NaN
  1236.27        500.000                 NaN   98.5485                 NaN            NaN            NaN            NaN            NaN  0.199862       0.179836                 NaN  0.162150                 NaN  0.909639                 NaN            NaN
  1234.89        500.000                 NaN   98.5858                 NaN            NaN            NaN            NaN            NaN  0.175687       0.192877                 NaN  0.157560                 NaN  0.888082                 NaN            NaN
  1233.52        500.000                 NaN   98.6142                 NaN            NaN            NaN            NaN            NaN  0.172188       0.188079                 NaN  0.154310                 NaN  0.871240                 NaN            NaN
  1232.14        500.000                 NaN   98.6594                 NaN            NaN            NaN            NaN            NaN  0.168553       0.180684                 NaN  0.148681                 NaN  0.842683                 NaN            NaN
  1230.77        500.000                 NaN   98.6851                 NaN            NaN            NaN            NaN            NaN  0.166558       0.174383                 NaN  0.145566                 NaN  0.828429                 NaN            NaN
  1229.40        500.000                 NaN   98.7158                 NaN            NaN            NaN            NaN            NaN  0.163497       0.168976                 NaN  0.141826                 NaN  0.809899                 NaN            NaN
  1228.02        500.000                 NaN   98.7460                 NaN            NaN            NaN            NaN            NaN  0.163521       0.160195                 NaN  0.138147                 NaN  0.792172                 NaN            NaN
  1226.65        500.000                 NaN   98.7737                 NaN            NaN            NaN            NaN            NaN  0.157338       0.158594                 NaN  0.134824                 NaN  0.775506                 NaN            NaN
  1225.28        500.000                 NaN   98.8015                 NaN            NaN            NaN            NaN            NaN  0.155008       0.153309                 NaN  0.131404                 NaN  0.758811                 NaN            NaN
  1223.90        500.000                 NaN   98.8293                 NaN            NaN            NaN            NaN            NaN  0.148376       0.151776                 NaN  0.127980                 NaN  0.742572                 NaN            NaN
  1222.53        500.000                 NaN   98.8526                 NaN            NaN            NaN            NaN            NaN  0.149731       0.144282                 NaN  0.125284                 NaN  0.728102                 NaN            NaN
  1221.16        500.000                 NaN   98.8793                 NaN            NaN            NaN            NaN            NaN  0.138478       0.148054                 NaN  0.121921                 NaN  0.712266                 NaN            NaN
  1219.78        500.000                 NaN   98.9017                 NaN            NaN            NaN            NaN            NaN  0.146618       0.133789                 NaN  0.119197                 NaN  0.698688                 NaN            NaN
  1218.41        500.000                 NaN   98.9260                 NaN            NaN            NaN            NaN            NaN  0.143693       0.129386                 NaN  0.116196                 NaN  0.684703                 NaN            NaN
  1217.03        500.000                 NaN   98.9482                 NaN            NaN            NaN            NaN            NaN  0.124991       0.142151                 NaN  0.113505                 NaN  0.671121                 NaN            NaN
  1215.66        500.000                 NaN   98.9561                 NaN            NaN            NaN            NaN            NaN  0.107366       0.154542                 NaN  0.112239                 NaN  0.666385       0.339226E-002            NaN
  1214.29        500.000                 NaN   98.8222                 NaN            NaN            NaN            NaN            NaN  0.257572                 NaN            NaN  0.125159                 NaN  0.750915       0.441365E-001            NaN
  1212.91        500.000                 NaN   98.4865                 NaN            NaN            NaN            NaN            NaN  0.277179                 NaN            NaN  0.147535                 NaN  0.873142       0.471576E-001  0.168455     
  1211.54        500.000                 NaN   91.8581                 NaN            NaN            NaN            NaN            NaN  0.768000                 NaN            NaN  0.623805                 NaN   3.37695       0.123745        3.24935     
  1210.17        500.000                 NaN   92.1470                 NaN            NaN            NaN            NaN            NaN  0.744989                 NaN            NaN  0.598856                 NaN   3.25459       0.117528        3.13707     
  1208.79        500.000                 NaN   92.3899                 NaN            NaN            NaN            NaN            NaN  0.728035                 NaN            NaN  0.579962                 NaN   3.14976       0.110897        3.04143     
  1207.42        500.000                 NaN   92.5910                 NaN            NaN            NaN            NaN            NaN  0.712411                 NaN            NaN  0.562796                 NaN   3.06489       0.105842        2.96309     
  1206.05        500.000                 NaN   92.7342                 NaN            NaN            NaN            NaN            NaN  0.702437                 NaN            NaN  0.550753                 NaN   3.00352       0.101091        2.90796     
  1204.67        500.000                 NaN   92.8197                 NaN            NaN            NaN            NaN            NaN  0.698612                 NaN            NaN  0.542490                 NaN   2.96701       0.974561E-001   2.87470     
  1203.30        500.000                 NaN   92.8483                 NaN            NaN            NaN            NaN            NaN  0.698674                 NaN            NaN  0.538783                 NaN   2.95504       0.942630E-001   2.86495     
  1201.92        500.000                 NaN   92.8020                 NaN            NaN            NaN            NaN            NaN  0.704936                 NaN            NaN  0.540961                 NaN   2.97551       0.919061E-001   2.88470     
  1200.55        500.000                 NaN   92.6219                 NaN            NaN            NaN            NaN            NaN  0.724666                 NaN            NaN  0.552162                 NaN   3.05232       0.908614E-001   2.95813     
  1199.18        500.000                 NaN   92.2843                 NaN            NaN            NaN            NaN            NaN  0.704408                 NaN            NaN  0.558190                 NaN   3.22764       0.999315E-001   3.12552     
  1197.80        500.000                 NaN   83.5631                 NaN            NaN            NaN            NaN            NaN   1.14651                 NaN            NaN   1.22106       0.146063        6.64508       0.182151        7.09600     
  1196.43        500.000                 NaN   96.7019                 NaN            NaN            NaN            NaN            NaN  0.412772       0.209855                 NaN  0.230053       0.293748E-001   1.52281       0.225300E-001  0.870715     
  1195.06        500.000                 NaN   80.2753                 NaN            NaN            NaN            NaN            NaN   1.51404                 NaN            NaN   1.45642       0.102063        8.04780       0.210165        8.39424     
  1193.68        500.000                 NaN   70.1757                 NaN            NaN            NaN            NaN            NaN   2.36869                 NaN            NaN   2.00968       0.212653        13.1895       0.274496        11.7692     
  1192.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.41991                 NaN            NaN   6.75629       0.855991        42.6702       0.926805        41.3708     
  1190.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.46199                 NaN            NaN   6.75978       0.840821        42.6590       0.924580        41.3538     
  1189.56        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.53199                 NaN            NaN   6.76578       0.815889        42.6395       0.920621        41.3262     
  1188.19        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60559                 NaN            NaN   6.77211       0.789623        42.6191       0.916447        41.2971     
  1186.81        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.98969                 NaN            NaN   6.80373       0.649971        42.5207       0.895310        41.1406     
  1185.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.77989                 NaN            NaN   6.78699       0.727091        42.5718       0.906551        41.2277     
  1184.07        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.87970                 NaN            NaN   6.79566       0.691426        42.5443       0.900802        41.1881     
  1182.69        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.09982                 NaN            NaN   6.81343       0.610751        42.4900       0.888885        41.0972     
  1181.32        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.16847                 NaN            NaN   6.81900       0.585582        42.4730       0.885149        41.0688     
  1179.95        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.20919                 NaN            NaN   6.82253       0.570935        42.4621       0.882793        41.0525     
  1178.57        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.38984                 NaN            NaN   6.83967       0.507965        42.4074       0.871462        40.9836     
  1177.20        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.56593                 NaN            NaN   6.85475       0.444362        42.3610       0.861346        40.9126     
  1175.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.76426                 NaN            NaN   6.87156       0.372490        42.3095       0.850022        40.8322     
  1174.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.01591                 NaN            NaN   6.89905       0.283272        42.2356       0.833136        40.7330     
  1173.08        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.12332                 NaN            NaN   6.90885       0.244474        42.2070       0.826719        40.6896     
  1171.70        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.70328                 NaN            NaN   6.96002       0.341599E-001   42.0557       0.792715        40.4541     
  1170.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.80234                 NaN            NaN   6.97329                 NaN   42.0228       0.785025        40.4166     
  1168.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.79017                 NaN            NaN   6.95984                 NaN   42.0443       0.790807        40.4149     
  1167.58        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.80314                 NaN            NaN   6.97400                 NaN   42.0215       0.784716        40.4167     
  1166.21        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.79417                 NaN            NaN   6.96359                 NaN   42.0375       0.789164        40.4156     
  1164.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.79600                 NaN            NaN   6.96528                 NaN   42.0344       0.788421        40.4159     
  1163.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.80874                 NaN            NaN   6.97944                 NaN   42.0119       0.782318        40.4176     
  1162.09        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.80872                 NaN            NaN   6.97942                 NaN   42.0120       0.782327        40.4176     
  1160.72        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.80389                 NaN            NaN   6.97405                 NaN   42.0205       0.784651        40.4169     
  1159.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.80453                 NaN            NaN   6.97461                 NaN   42.0194       0.784398        40.4170     
  1157.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.80409                 NaN            NaN   6.97255                 NaN   42.0210       0.785164        40.4172     
  1156.59        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.80554                 NaN            NaN   6.97383                 NaN   42.0186       0.784604        40.4175     
  1155.22        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.80703                 NaN            NaN   6.97512                 NaN   42.0161       0.784021        40.4177     
  1153.85        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.80874                 NaN            NaN   6.97944                 NaN   42.0119       0.782318        40.4176     
  1152.47        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.80992                 NaN            NaN   6.97758                 NaN   42.0114       0.782900        40.4182     
  1151.10        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.81141                 NaN            NaN   6.97884                 NaN   42.0090       0.782323        40.4185     
  1149.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.81086                 NaN            NaN   6.97991                 NaN   42.0089       0.782023        40.4183     
  1148.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.81643                 NaN            NaN   6.98194                 NaN   42.0013       0.780794        40.4195     
  1146.98        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.81022                 NaN            NaN   6.97998                 NaN   42.0099       0.782002        40.4179     
  1145.61        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.81440                 NaN            NaN   6.98203                 NaN   42.0035       0.781137        40.4190     
  1144.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.81382                 NaN            NaN   6.98251                 NaN   42.0042       0.780817        40.4186     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.81202                 NaN            NaN   6.98156                 NaN   42.0066       0.781508        40.4183     
  1141.48        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.80998                 NaN            NaN   6.98046                 NaN   42.0093       0.782291        40.4180     
  1140.11        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.82824                 NaN            NaN   6.99181                 NaN   41.9822       0.776213        40.4215     
  1138.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.83819                 NaN            NaN   7.00184                 NaN   41.9654       0.771632        40.4229     
  1137.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.83931                 NaN            NaN   7.00473                 NaN   41.9628       0.770357        40.4229     
  1135.99        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.84150                 NaN            NaN   7.00462                 NaN   41.9601       0.770299        40.4235     
  1134.62        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.83599                 NaN            NaN   6.99829                 NaN   41.9697       0.773187        40.4229     
  1133.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.83526                 NaN            NaN   7.00110                 NaN   41.9684       0.772794        40.4224     
  1131.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.83544                 NaN            NaN   7.00163                 NaN   41.9680       0.772510        40.4224     
  1130.50        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.83901                 NaN            NaN   7.00416                 NaN   41.9625       0.771305        40.4230     
  1129.12        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.84459                 NaN            NaN   7.00523                 NaN   41.9560       0.769875        40.4243     
  1127.75        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.84666                 NaN            NaN   7.00690                 NaN   41.9527       0.769076        40.4247     
  1126.37        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.84890                 NaN            NaN   7.00867                 NaN   41.9491       0.768228        40.4251     
  1125.00        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.85227                 NaN            NaN   7.01285                 NaN   41.9431       0.766330        40.4254     
  1123.63        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.85335                 NaN            NaN   7.01221                 NaN   41.9421       0.766522        40.4258     
  1122.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.85526                 NaN            NaN   7.01381                 NaN   41.9390       0.765758        40.4262     
  1120.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.85763                 NaN            NaN   7.01565                 NaN   41.9353       0.764866        40.4266     
  1119.51        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.85857                 NaN            NaN   7.01840                 NaN   41.9330       0.763692        40.4264     
  1118.13        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.85996                 NaN            NaN   7.01941                 NaN   41.9308       0.763194        40.4266     
  1116.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.86429                 NaN            NaN   7.02093                 NaN   41.9248       0.762302        40.4277     
  1115.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.86463                 NaN            NaN   7.02204                 NaN   41.9239       0.761824        40.4277     
  1114.01        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.87169                 NaN            NaN   7.02920                 NaN   41.9112       0.759001        40.4289     
  1112.64        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.85745                 NaN            NaN   7.01708                 NaN   41.9338       0.764884        40.4268     
  1111.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.86811                 NaN            NaN   7.02532                 NaN   41.9182       0.760258        40.4281     
  1109.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.87441                 NaN            NaN   7.02910                 NaN   41.9086       0.758390        40.4295     
  1108.52        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.87225                 NaN            NaN   7.02831                 NaN   41.9118       0.758772        40.4289     
  1107.14        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.87461                 NaN            NaN   7.03001                 NaN   41.9082       0.757927        40.4293     
  1105.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.87714                 NaN            NaN   7.03312                 NaN   41.9028       0.757050        40.4299     
  1104.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.88012                 NaN            NaN   7.03396                 NaN   41.8997       0.755953        40.4303     
  1103.02        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.88340                 NaN            NaN   7.03632                 NaN   41.8946       0.754778        40.4309     
  1101.65        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.88719                 NaN            NaN   7.03903                 NaN   41.8888       0.753420        40.4316     
  1100.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.89462                 NaN            NaN   7.04548                 NaN   41.8753       0.751201        40.4334     
  1098.90        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.89677                 NaN            NaN   7.04684                 NaN   41.8725       0.750264        40.4336     
  1097.53        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.89849                 NaN            NaN   7.04814                 NaN   41.8699       0.749580        40.4339     
  1096.15        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.90041                 NaN            NaN   7.04974                 NaN   41.8667       0.748899        40.4343     
  1094.78        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.90219                 NaN            NaN   7.05090                 NaN   41.8643       0.748110        40.4345     
  1093.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.90419                 NaN            NaN   7.05239                 NaN   41.8613       0.747316        40.4348     
  1092.03        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.90631                 NaN            NaN   7.05395                 NaN   41.8581       0.746476        40.4352     
  1090.66        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.90857                 NaN            NaN   7.05560                 NaN   41.8547       0.745584        40.4355     
  1089.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.91239                 NaN            NaN   7.05802                 NaN   41.8497       0.743910        40.4360     
  1087.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.91358                 NaN            NaN   7.05924                 NaN   41.8472       0.743606        40.4363     
  1086.54        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.91695                 NaN            NaN   7.06164                 NaN   41.8425       0.742088        40.4368     
  1085.17        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.91939                 NaN            NaN   7.06343                 NaN   41.8386       0.741316        40.4373     
  1083.79        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.92120                 NaN            NaN   7.06555                 NaN   41.8343       0.740695        40.4383     
  1082.42        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.92512                 NaN            NaN   7.06778                 NaN   41.8299       0.738966        40.4382     
  1081.04        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.92567                 NaN            NaN   7.06845                 NaN   41.8286       0.738841        40.4384     
  1079.67        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.92915                 NaN            NaN   7.07098                 NaN   41.8235       0.737437        40.4390     
  1078.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.93261                 NaN            NaN   7.07348                 NaN   41.8183       0.736086        40.4395     
  1076.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.93556                 NaN            NaN   7.07570                 NaN   41.8138       0.734943        40.4400     
  1075.55        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.93793                 NaN            NaN   7.07752                 NaN   41.8101       0.734002        40.4405     
