|6.6.6
Archiving\03_Data\Deqfrac/QFM_m4.75/YM20/YM20_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             iron           San(TH)        ilm            ne             lc            
  1297.67        2500.00        88.3311                 NaN            NaN            NaN   2.52152                 NaN   1.58912       0.508520        6.77437       0.275384                 NaN            NaN
  1296.12        2500.00        82.5561                 NaN            NaN            NaN   4.08327                 NaN   2.16308       0.396435        10.1373       0.663819                 NaN            NaN
  1294.57        2500.00        86.2717                 NaN            NaN            NaN   2.21908        1.36345        1.54957       0.947468E-001   8.06949       0.431966                 NaN            NaN
  1293.02        2500.00        83.6132                 NaN            NaN            NaN   3.55882                 NaN   2.00288       0.400542        9.76367       0.660845                 NaN            NaN
  1291.47        2500.00        89.6354                 NaN            NaN            NaN   2.52112                 NaN   1.29364       0.209276        5.96248       0.378084                 NaN            NaN
  1289.92        2500.00        86.8113                 NaN            NaN            NaN  0.538694        2.52421        1.64453       0.283485        7.71155       0.486242                 NaN            NaN
  1288.37        2500.00        89.4191                 NaN            NaN            NaN   2.33399                 NaN   1.28390       0.258656        6.29203       0.412286                 NaN            NaN
  1286.81        2500.00        86.8616                 NaN            NaN            NaN   2.95624                 NaN   1.61680       0.309134        7.75872       0.497540                 NaN            NaN
  1285.26        2500.00        91.6465                 NaN            NaN            NaN   1.75360                 NaN  0.986835       0.229145        5.05180       0.332096                 NaN            NaN
  1283.71        2500.00        89.9351                 NaN            NaN            NaN   2.12114                 NaN   1.20000       0.266647        6.07975       0.397336                 NaN            NaN
  1282.16        2500.00        89.5992                 NaN            NaN            NaN   1.80429                 NaN   1.20174       0.327661        6.61818       0.448885                 NaN            NaN
  1280.61        2500.00        90.8366                 NaN            NaN            NaN   2.40644                 NaN   1.20362       0.223086        4.94680       0.383498                 NaN            NaN
  1279.06        2500.00        93.0160                 NaN  0.258385                 NaN   1.05460                 NaN  0.721209       0.101169        4.60481       0.243858                 NaN            NaN
  1277.51        2500.00        92.2017                 NaN  0.374702                 NaN   1.29337                 NaN  0.928206       0.113931        4.75692       0.331146                 NaN            NaN
  1275.96        2500.00        93.0124                 NaN  0.350984                 NaN   1.15275                 NaN  0.830821       0.996161E-001   4.25251       0.300907                 NaN            NaN
  1274.41        2500.00        93.5394                 NaN  0.340630                 NaN   1.05073                 NaN  0.764747       0.877676E-001   3.93436       0.282337                 NaN            NaN
  1272.86        2500.00        94.0682                 NaN  0.322876                 NaN  0.963076                 NaN  0.701584       0.776251E-001   3.60481       0.261833                 NaN            NaN
  1271.31        2500.00        92.9436                 NaN  0.373121                 NaN   1.14534                 NaN  0.857024       0.109724        4.25229       0.318878                 NaN            NaN
  1269.76        2500.00        96.6504                 NaN  0.209825                 NaN  0.545374                 NaN  0.370658       0.234860E-001   2.05457       0.145648                 NaN            NaN
  1268.21        2500.00        94.5968                 NaN  0.248892                 NaN  0.874030                 NaN  0.649955       0.142519        3.27814       0.209630                 NaN            NaN
  1266.66        2500.00        96.0007                 NaN  0.255602                 NaN  0.665816                 NaN  0.459079                 NaN   2.41276       0.206055                 NaN            NaN
  1265.11        2500.00        96.0126                 NaN  0.279357                 NaN  0.642878                 NaN  0.464894       0.145293E-001   2.39244       0.193332                 NaN            NaN
  1263.56        2500.00        96.3952                 NaN  0.694900E-001            NaN  0.869543                 NaN  0.526008       0.109493        1.82347       0.206785                 NaN            NaN
  1262.01        2500.00        95.3855                 NaN  0.395733                 NaN  0.486546                 NaN  0.437052                 NaN   3.13284       0.162305                 NaN            NaN
  1260.46        2500.00        96.9013                 NaN  0.240691                 NaN  0.504600                 NaN  0.358994                 NaN   1.84133       0.153062                 NaN            NaN
  1258.91        2500.00        96.9598                 NaN  0.220951                 NaN  0.503691                 NaN  0.353755       0.129226E-001   1.80456       0.144374                 NaN            NaN
  1257.36        2500.00        94.5807                 NaN  0.351993                 NaN  0.923271                 NaN  0.631352       0.439059E-001   3.21738       0.251420                 NaN            NaN
  1255.81        2500.00        93.0991                 NaN  0.356185                 NaN   1.13254                 NaN  0.605083                 NaN   3.45747       0.216655        1.13297                 NaN
  1254.26        2500.00                 NaN            NaN   3.79271                 NaN   17.7973                 NaN   8.33748       0.138711        44.8639        3.00898        15.6537        6.40723     
  1252.71        2500.00                 NaN            NaN   3.83749                 NaN   17.7960                 NaN   8.33689       0.114011        44.8550        3.00877        15.6795        6.37226     
  1251.16        2500.00                 NaN            NaN   3.87137                 NaN   17.7951                 NaN   8.33645       0.953204E-001   44.8560        3.00861        15.7028        6.33438     
  1249.61        2500.00                 NaN            NaN   4.07031                 NaN   17.6729                 NaN   8.38874                 NaN   44.7965        3.04266        15.7715        6.25737     
  1248.06        2500.00                 NaN            NaN   4.08014                 NaN   17.6287                 NaN   8.40927                 NaN   44.8519        3.05577        15.7912        6.18299     
  1246.51        2500.00                 NaN            NaN   4.07300                 NaN   17.6608                 NaN   8.39435                 NaN   44.8663        3.04624        15.8032        6.15600     
  1244.96        2500.00                 NaN            NaN   4.07433                 NaN   17.6549                 NaN   8.39712                 NaN   44.9015        3.04801        15.8193        6.10488     
  1243.41        2500.00                 NaN            NaN   4.07564                 NaN   17.6489                 NaN   8.39987                 NaN   44.9369        3.04977        15.8354        6.05344     
  1241.85        2500.00                 NaN            NaN   4.07695                 NaN   17.6431                 NaN   8.40260                 NaN   44.9727        3.05151        15.8517        6.00148     
  1240.30        2500.00                 NaN            NaN   4.07832                 NaN   17.6369                 NaN   8.40545                 NaN   45.0088        3.05334        15.8682        5.94901     
  1238.75        2500.00                 NaN            NaN   4.12527                 NaN   17.5248                 NaN   8.43849                 NaN   45.0981        3.06985        15.8851        5.85829     
  1237.20        2500.00                 NaN            NaN   4.17112                 NaN   17.5672                 NaN   8.41821                 NaN   45.1400        3.03524        15.8770        5.79126     
  1235.65        2500.00                 NaN            NaN   4.18358                 NaN   17.5486                 NaN   8.42428                 NaN   45.1756        3.03419        15.8948        5.73899     
  1234.10        2500.00                 NaN            NaN   4.19084                 NaN   17.5322                 NaN   8.43183                 NaN   45.2157        3.03681        15.9093        5.68324     
  1232.55        2500.00                 NaN            NaN   4.24080                 NaN   17.3236                 NaN   8.47064                 NaN   45.3276        3.07561        15.9373        5.62447     
  1231.00        2500.00                 NaN            NaN   4.20512                 NaN   17.5028                 NaN   8.44651                 NaN   45.2940        3.04084        15.9395        5.57125     
  1229.45        2500.00                 NaN            NaN   4.27958                 NaN   17.2560                 NaN   8.48145                 NaN   45.4284        3.07756        15.9663        5.51063     
  1227.90        2500.00                 NaN            NaN   4.29618                 NaN   17.2271                 NaN   8.48607                 NaN   45.4770        3.07839        15.9814        5.45385     
  1226.35        2500.00                 NaN            NaN   4.31791                 NaN   17.1892                 NaN   8.49212                 NaN   45.5302        3.07947        15.9960        5.39511     
  1224.80        2500.00                 NaN            NaN   4.34795                 NaN   17.1369                 NaN   8.50048                 NaN   45.5904        3.08097        16.0098        5.33346     
  1223.25        2500.00                 NaN            NaN   4.34795                 NaN   17.1369                 NaN   8.50048                 NaN   45.6261        3.08097        16.0271        5.28055     
  1221.70        2500.00                 NaN            NaN   4.34795                 NaN   17.1369                 NaN   8.50048                 NaN   45.6620        3.08097        16.0444        5.22727     
  1220.15        2500.00                 NaN            NaN   4.34795                 NaN   17.1369                 NaN   8.50048                 NaN   45.6982        3.08097        16.0619        5.17362     
  1218.60        2500.00                 NaN            NaN   4.34795                 NaN   17.1369                 NaN   8.50048                 NaN   45.7347        3.08097        16.0794        5.11961     
  1217.05        2500.00                 NaN            NaN   4.34795                 NaN   17.1369                 NaN   8.50048                 NaN   45.7716        3.08097        16.0972        5.06491     
  1215.50        2500.00                 NaN            NaN   4.34795                 NaN   17.1369                 NaN   8.50048                 NaN   45.8087        3.08097        16.1152        5.00983     
  1213.95        2500.00                 NaN            NaN   4.34795                 NaN   17.1369                 NaN   8.50048                 NaN   45.8461        3.08097        16.1332        4.95437     
  1212.40        2500.00                 NaN            NaN   4.34795                 NaN   17.1369                 NaN   8.50048                 NaN   45.8838        3.08097        16.1514        4.89853     
  1210.85        2500.00                 NaN            NaN   4.34795                 NaN   17.1369                 NaN   8.50048                 NaN   45.9217        3.08097        16.1697        4.84230     
  1209.30        2500.00                 NaN            NaN   4.34795                 NaN   17.1369                 NaN   8.50048                 NaN   45.9599        3.08097        16.1881        4.78568     
  1207.75        2500.00                 NaN            NaN   4.34795                 NaN   17.1369                 NaN   8.50048                 NaN   45.9984        3.08097        16.2067        4.72868     
  1206.20        2500.00                 NaN            NaN   4.34795                 NaN   17.1369                 NaN   8.50048                 NaN   46.0371        3.08097        16.2253        4.67128     
  1204.65        2500.00                 NaN            NaN   4.34795                 NaN   17.1369                 NaN   8.50048                 NaN   46.0763        3.08097        16.2443        4.61313     
  1203.10        2500.00                 NaN            NaN   4.34795                 NaN   17.1369                 NaN   8.50048                 NaN   46.1158        3.08097        16.2633        4.55458     
  1201.55        2500.00                 NaN            NaN   4.34795                 NaN   17.1369                 NaN   8.50048                 NaN   46.1556        3.08097        16.2825        4.49560     
  1200.00        2500.00                 NaN            NaN   4.41865                 NaN   17.1066                 NaN   8.63651                 NaN   46.1538        3.07629        16.2845        4.32364     
  1198.44        2500.00                 NaN            NaN   4.43107                 NaN   17.1058                 NaN   8.64710                 NaN   46.1904        3.07240        16.3006        4.25262     
  1196.89        2500.00                 NaN            NaN   4.44147                 NaN   17.1051                 NaN   8.65598                 NaN   46.2278        3.06914        16.3174        4.18302     
  1195.34        2500.00                 NaN            NaN   4.44147                 NaN   17.1051                 NaN   8.65598                 NaN   46.2688        3.06914        16.3372        4.12227     
  1193.79        2500.00                 NaN            NaN   4.44147                 NaN   17.1051                 NaN   8.65598                 NaN   46.3101        3.06914        16.3571        4.06109     
  1192.24        2500.00                 NaN            NaN   4.44147                 NaN   17.1051                 NaN   8.65598                 NaN   46.3516        3.06914        16.3772        3.99947     
  1190.69        2500.00                 NaN            NaN   4.44147                 NaN   17.1051                 NaN   8.65598                 NaN   46.3935        3.06914        16.3974        3.93743     
  1189.14        2500.00                 NaN            NaN   4.44147                 NaN   17.1051                 NaN   8.65598                 NaN   46.4358        3.06914        16.4178        3.87476     
  1187.59        2500.00                 NaN            NaN   4.44147                 NaN   17.1051                 NaN   8.65598                 NaN   46.4783        3.06914        16.4383        3.81164     
  1186.04        2500.00                 NaN            NaN   4.44147                 NaN   17.1051                 NaN   8.65598                 NaN   46.5212        3.06914        16.4590        3.74808     
  1184.49        2500.00                 NaN            NaN   4.44147                 NaN   17.1051                 NaN   8.65598                 NaN   46.5644        3.06914        16.4798        3.68407     
  1182.94        2500.00                 NaN            NaN   4.44147                 NaN   17.1051                 NaN   8.65598                 NaN   46.6080        3.06914        16.5009        3.61942     
  1181.39        2500.00                 NaN            NaN   4.44147                 NaN   17.1051                 NaN   8.65598                 NaN   46.6519        3.06914        16.5220        3.55430     
  1179.84        2500.00                 NaN            NaN   4.44147                 NaN   17.1051                 NaN   8.65598                 NaN   46.6962        3.06914        16.5434        3.48872     
  1178.29        2500.00                 NaN            NaN   4.44147                 NaN   17.1051                 NaN   8.65598                 NaN   46.7407        3.06914        16.5649        3.42269     
  1176.74        2500.00                 NaN            NaN   4.44147                 NaN   17.1051                 NaN   8.65598                 NaN   46.7857        3.06914        16.5866        3.35598     
  1175.19        2500.00                 NaN            NaN   4.44147                 NaN   17.1051                 NaN   8.65598                 NaN   46.8310        3.06914        16.6085        3.28878     
  1173.64        2500.00                 NaN            NaN   4.44147                 NaN   17.1051                 NaN   8.65598                 NaN   46.8767        3.06914        16.6305        3.22112     
  1172.09        2500.00                 NaN            NaN   4.44147                 NaN   17.1051                 NaN   8.65598                 NaN   46.9226        3.06914        16.6527        3.15298     
  1170.54        2500.00                 NaN            NaN   4.44147                 NaN   17.1051                 NaN   8.65598                 NaN   46.9691        3.06914        16.6750        3.08417     
  1168.99        2500.00                 NaN            NaN   4.48547                 NaN   17.0393                 NaN   8.70542                 NaN   47.0389        3.07599        16.6891        2.96574     
  1167.44        2500.00                 NaN            NaN   4.48815                 NaN   17.0361                 NaN   8.71232                 NaN   47.0882        3.07736        16.7096        2.88829     
  1165.89        2500.00                 NaN            NaN   4.57092                 NaN   16.8742                 NaN   8.76849                 NaN   47.2087        3.09379        16.7306        2.75326     
  1164.34        2500.00                 NaN            NaN   4.50174                 NaN   17.0176                 NaN   8.72401                 NaN   47.1883        3.07777        16.7549        2.73563     
  1162.79        2500.00                 NaN            NaN   4.55630                 NaN   16.9288                 NaN   8.77782                 NaN   47.2734        3.08687        16.7713        2.60540     
  1161.24        2500.00                 NaN            NaN   4.51196                 NaN   17.0050                 NaN   8.73616                 NaN   47.2894        3.07880        16.7996        2.57906     
  1159.69        2500.00                 NaN            NaN   4.51738                 NaN   16.9981                 NaN   8.74225                 NaN   47.3407        3.07927        16.8223        2.50005     
  1158.14        2500.00                 NaN            NaN   4.52532                 NaN   16.9881                 NaN   8.74758                 NaN   47.3920        3.07884        16.8465        2.42171     
  1156.59        2500.00                 NaN            NaN   4.56554                 NaN   16.8943                 NaN   8.77192                 NaN   47.4906        3.09125        16.8701        2.31634     
  1155.04        2500.00                 NaN            NaN   4.56644                 NaN   16.8910                 NaN   8.77136                 NaN   47.5427        3.09167        16.8947        2.24215     
  1153.48        2500.00                 NaN            NaN   4.56410                 NaN   16.8997                 NaN   8.77285                 NaN   47.5882        3.09057        16.9182        2.16641     
  1151.93        2500.00                 NaN            NaN   4.56397                 NaN   16.9002                 NaN   8.77293                 NaN   47.6390        3.09050        16.9427        2.09064     
  1150.38        2500.00                 NaN            NaN   4.56885                 NaN   16.8819                 NaN   8.76982                 NaN   47.7012        3.09281        16.9695        2.01585     
  1148.83        2500.00                 NaN            NaN   4.56215                 NaN   16.9070                 NaN   8.77410                 NaN   47.7384        3.08964        16.9919        1.93690     
  1147.28        2500.00                 NaN            NaN   4.56746                 NaN   16.8871                 NaN   8.77070                 NaN   47.8022        3.09216        17.0192        1.86118     
  1145.73        2500.00                 NaN            NaN   4.55969                 NaN   16.9162                 NaN   8.77567                 NaN   47.8379        3.08848        17.0415        1.78067     
  1144.18        2500.00                 NaN            NaN   4.56478                 NaN   16.8971                 NaN   8.77241                 NaN   47.9022        3.09089        17.0692        1.70348     
  1142.63        2500.00                 NaN            NaN   4.55903                 NaN   16.9187                 NaN   8.77610                 NaN   47.9430        3.08816        17.0926        1.62247     
  1141.08        2500.00                 NaN            NaN   4.58943                 NaN   16.9113                 NaN   8.81201                 NaN   47.9848        3.08133        17.1141        1.50696     
  1139.53        2500.00                 NaN            NaN   4.59413                 NaN   16.9086                 NaN   8.81701                 NaN   48.0402        3.08072        17.1396        1.41968     
  1137.98        2500.00                 NaN            NaN   4.58643                 NaN   16.9097                 NaN   8.80647                 NaN   48.0970        3.08201        17.1683        1.35014     
  1136.43        2500.00                 NaN            NaN   4.56923                 NaN   16.8805                 NaN   8.76958                 NaN   48.1836        3.09299        17.2021        1.30197     
  1134.88        2500.00                 NaN            NaN   4.56923                 NaN   16.8805                 NaN   8.76958                 NaN   48.2392        3.09299        17.2289        1.21960     
  1133.33        2500.00                 NaN            NaN   4.61322                 NaN   16.8904                 NaN   8.84050                 NaN   48.2689        3.08169        17.2423        1.06291     
  1131.78        2500.00                 NaN            NaN   4.61816                 NaN   16.8862                 NaN   8.84629                 NaN   48.3268        3.08168        17.2687       0.972121     
  1130.23        2500.00                 NaN            NaN   4.62297                 NaN   16.8823                 NaN   8.85210                 NaN   48.3851        3.08167        17.2952       0.880647     
  1128.68        2500.00                 NaN            NaN   4.62800                 NaN   16.8782                 NaN   8.85784                 NaN   48.4437        3.08159        17.3220       0.788699     
  1127.13        2500.00                 NaN            NaN   4.63291                 NaN   16.8747                 NaN   8.86370                 NaN   48.5026        3.08144        17.3489       0.695710     
  1125.58        2500.00                 NaN            NaN   4.63780                 NaN   16.8709                 NaN   8.86939                 NaN   48.5623        3.08137        17.3762       0.602121     
  1124.03        2500.00                 NaN            NaN   4.64270                 NaN   16.8671                 NaN   8.87511                 NaN   48.6224        3.08129        17.4036       0.507856     
  1122.48        2500.00                 NaN            NaN   4.69174                 NaN   16.7000                 NaN   8.87231                 NaN   48.7743        3.10513        17.4392       0.417333     
  1120.93        2500.00                 NaN            NaN   4.65676                 NaN   16.8531                 NaN   8.88527                 NaN   48.7437        3.07987        17.4613       0.320029     
  1119.38        2500.00                 NaN            NaN   4.65773                 NaN   16.8559                 NaN   8.89210                 NaN   48.8046        3.08075        17.4872       0.221620     
  1117.83        2500.00                 NaN            NaN   4.57527       0.116473        16.7000                 NaN   8.87231                 NaN   48.9543        3.10513        17.5260       0.150569     
  1116.28        2500.00                 NaN            NaN   4.66660                 NaN   16.8506                 NaN   8.90365                 NaN   48.9289        3.08055        17.5441       0.256207E-001
  1114.73        2500.00                 NaN            NaN   4.67011                 NaN   16.8487                 NaN   8.91032                 NaN   48.9406        3.08033        17.5500                 NaN
  1113.18        2500.00                 NaN            NaN   4.67523                 NaN   16.8440                 NaN   8.91551                 NaN   48.9379        3.07987        17.5474                 NaN
  1111.63        2500.00                 NaN            NaN   4.69178                 NaN   16.7677                 NaN   8.90665                 NaN   48.9888        3.09377        17.5513                 NaN
  1110.07        2500.00                 NaN            NaN   4.67245                 NaN   16.7978                 NaN   8.89693                 NaN   48.9834        3.09052        17.5588                 NaN
  1108.52        2500.00                 NaN            NaN   4.68547                 NaN   16.8367                 NaN   8.93396                 NaN   48.9245        3.07920        17.5401                 NaN
  1106.97        2500.00                 NaN            NaN   4.68934                 NaN   16.8354                 NaN   8.93987                 NaN   48.9199        3.07897        17.5365                 NaN
  1105.42        2500.00                 NaN            NaN   4.69434                 NaN   16.8306                 NaN   8.94555                 NaN   48.9163        3.07842        17.5348                 NaN
  1103.87        2500.00                 NaN            NaN   4.69828                 NaN   16.8288                 NaN   8.95143                 NaN   48.9114        3.07793        17.5321                 NaN
  1102.32        2500.00                 NaN            NaN   4.70202                 NaN   16.8269                 NaN   8.95737                 NaN   48.9068        3.07753        17.5294                 NaN
  1100.77        2500.00                 NaN            NaN   4.72362                 NaN   16.7441                 NaN   8.94648                 NaN   48.9598        3.08990        17.5361                 NaN
  1099.22        2500.00                 NaN            NaN   4.70964                 NaN   16.8227                 NaN   8.96923                 NaN   48.8974        3.07655        17.5245                 NaN
  1097.67        2500.00                 NaN            NaN   4.71328                 NaN   16.8213                 NaN   8.97514                 NaN   48.8925        3.07611        17.5217                 NaN
  1096.12        2500.00                 NaN            NaN   4.71796                 NaN   16.8189                 NaN   8.98080                 NaN   48.8879        3.07541        17.5191                 NaN
  1094.57        2500.00                 NaN            NaN   4.72032                 NaN   16.8033                 NaN   8.98867                 NaN   48.8859        3.07548        17.5263                 NaN
  1093.02        2500.00                 NaN            NaN   4.72492                 NaN   16.8162                 NaN   8.99278                 NaN   48.8777        3.07428        17.5141                 NaN
  1091.47        2500.00                 NaN            NaN   4.73070                 NaN   16.8114                 NaN   8.99801                 NaN   48.8740        3.07336        17.5125                 NaN
  1089.92        2500.00                 NaN            NaN   4.73269                 NaN   16.8121                 NaN   9.00442                 NaN   48.8681        3.07297        17.5097                 NaN
  1088.37        2500.00                 NaN            NaN   4.73562                 NaN   16.8129                 NaN   9.01055                 NaN   48.8623        3.07247        17.5062                 NaN
  1086.82        2500.00                 NaN            NaN   4.73863                 NaN   16.8134                 NaN   9.01665                 NaN   48.8565        3.07190        17.5029                 NaN
  1085.27        2500.00                 NaN            NaN   4.74369                 NaN   16.8105                 NaN   9.02501                 NaN   48.8497        3.07110        17.5000                 NaN
  1083.72        2500.00                 NaN            NaN   4.74660                 NaN   16.8096                 NaN   9.03034                 NaN   48.8449        3.07056        17.4979                 NaN
  1082.17        2500.00                 NaN            NaN   4.74970                 NaN   16.7974                 NaN   9.03566                 NaN   48.8442        3.07062        17.5024                 NaN
  1080.62        2500.00                 NaN            NaN   4.75288                 NaN   16.8128                 NaN   9.04034                 NaN   48.8340        3.06889        17.4911                 NaN
  1079.07        2500.00                 NaN            NaN   4.75818                 NaN   16.8089                 NaN   9.04561                 NaN   48.8297        3.06782        17.4898                 NaN
  1077.52        2500.00                 NaN            NaN   4.76065                 NaN   16.8111                 NaN   9.05186                 NaN   48.8231        3.06716        17.4861                 NaN
  1075.97        2500.00                 NaN            NaN   4.76327                 NaN   16.8132                 NaN   9.05807                 NaN   48.8166        3.06643        17.4824                 NaN
  1074.42        2500.00                 NaN            NaN   4.76607                 NaN   16.8151                 NaN   9.06423                 NaN   48.8100        3.06563        17.4789                 NaN
  1072.87        2500.00                 NaN            NaN   4.77635                 NaN   16.8043                 NaN   9.08355                 NaN   48.7947        3.06342        17.4777                 NaN
  1071.32        2500.00                 NaN            NaN   4.77356                 NaN   16.8150                 NaN   9.07621                 NaN   48.7979        3.06359        17.4737                 NaN
  1069.77        2500.00                 NaN            NaN   4.77575                 NaN   16.8143                 NaN   9.08278                 NaN   48.7920        3.06307        17.4720                 NaN
  1068.22        2500.00                 NaN            NaN   4.79373                 NaN   16.7559                 NaN   9.07203                 NaN   48.8329        3.07245        17.4729                 NaN
  1066.67        2500.00                 NaN            NaN   4.78051                 NaN   16.7986                 NaN   9.08261                 NaN   48.7992        3.06475        17.4744                 NaN
  1065.11        2500.00                 NaN            NaN   4.78093                 NaN   16.7989                 NaN   9.08355                 NaN   48.7981        3.06458        17.4739                 NaN
  1063.56        2500.00                 NaN            NaN   4.78133                 NaN   16.7993                 NaN   9.08446                 NaN   48.7970        3.06440        17.4735                 NaN
  1062.01        2500.00                 NaN            NaN   4.79142                 NaN   16.8298                 NaN   9.11272                 NaN   48.7567        3.05772        17.4516                 NaN
  1060.46        2500.00                 NaN            NaN   4.79628                 NaN   16.8279                 NaN   9.11818                 NaN   48.7511        3.05620        17.4503                 NaN
  1058.91        2500.00                 NaN            NaN   4.79945                 NaN   16.8311                 NaN   9.12473                 NaN   48.7431        3.05471        17.4469                 NaN
  1057.36        2500.00                 NaN            NaN   4.80512                 NaN   16.8368                 NaN   9.13052                 NaN   48.7345        3.05327        17.4399                 NaN
  1055.81        2500.00                 NaN            NaN   4.80837                 NaN   16.8392                 NaN   9.13663                 NaN   48.7272        3.05199        17.4366                 NaN
  1054.26        2500.00                 NaN            NaN   4.80814                 NaN   16.8387                 NaN   9.14280                 NaN   48.7220        3.05131        17.4371                 NaN
  1052.71        2500.00                 NaN            NaN   4.81169                 NaN   16.8408                 NaN   9.14882                 NaN   48.7148        3.04994        17.4339                 NaN
  1051.16        2500.00                 NaN            NaN   4.81402                 NaN   16.8456                 NaN   9.15527                 NaN   48.7065        3.04865        17.4299                 NaN
  1049.61        2500.00                 NaN            NaN   4.81755                 NaN   16.8480                 NaN   9.16132                 NaN   48.6992        3.04722        17.4267                 NaN
  1048.06        2500.00                 NaN            NaN   4.82042                 NaN   16.8519                 NaN   9.16762                 NaN   48.6911        3.04581        17.4231                 NaN
  1046.51        2500.00                 NaN            NaN   4.82154                 NaN   16.8610                 NaN   9.17473                 NaN   48.6809        3.04452        17.4173                 NaN
  1044.96        2500.00                 NaN            NaN   4.82480                 NaN   16.8592                 NaN   9.18004                 NaN   48.6759        3.04292        17.4171                 NaN
  1043.41        2500.00                 NaN            NaN   4.84780                 NaN   16.8918                 NaN   9.23408                 NaN   48.6061        3.03045        17.3897                 NaN
  1041.86        2500.00                 NaN            NaN   4.83174                 NaN   16.8694                 NaN   9.19309                 NaN   48.6578        3.03979        17.4082                 NaN
  1040.31        2500.00                 NaN            NaN   4.83187                 NaN   16.8803                 NaN   9.20048                 NaN   48.6468        3.03851        17.4021                 NaN
  1038.76        2500.00                 NaN            NaN   4.85711                 NaN   16.9329                 NaN   9.26538                 NaN   48.5571        3.02088        17.3667                 NaN
  1037.21        2500.00                 NaN            NaN   4.84780                 NaN   16.8918                 NaN   9.23408                 NaN   48.6061        3.03045        17.3897                 NaN
  1035.66        2500.00                 NaN            NaN   4.84127                 NaN   16.8947                 NaN   9.22144                 NaN   48.6188        3.03306        17.3908                 NaN
  1034.11        2500.00                 NaN            NaN   4.84539                 NaN   16.8956                 NaN   9.22568                 NaN   48.6131        3.03140        17.3888                 NaN
  1032.56        2500.00                 NaN            NaN   4.85712                 NaN   16.9329                 NaN   9.26543                 NaN   48.5570        3.02087        17.3667                 NaN
  1031.01        2500.00                 NaN            NaN   4.85712                 NaN   16.9329                 NaN   9.26543                 NaN   48.5570        3.02087        17.3667                 NaN
  1029.46        2500.00                 NaN            NaN   4.85712                 NaN   16.9329                 NaN   9.26543                 NaN   48.5570        3.02087        17.3667                 NaN
  1027.91        2500.00                 NaN            NaN   4.85712                 NaN   16.9329                 NaN   9.26543                 NaN   48.5570        3.02087        17.3667                 NaN
  1026.36        2500.00                 NaN            NaN   4.85712                 NaN   16.9329                 NaN   9.26543                 NaN   48.5570        3.02087        17.3667                 NaN
  1024.81        2500.00                 NaN            NaN   4.85712                 NaN   16.9329                 NaN   9.26543                 NaN   48.5570        3.02087        17.3667                 NaN
  1023.26        2500.00                 NaN            NaN   4.86148                 NaN   16.9458                 NaN   9.27387                 NaN   48.5423        3.01809        17.3584                 NaN
  1021.70        2500.00                 NaN            NaN   4.86363                 NaN   16.9543                 NaN   9.28103                 NaN   48.5313        3.01594        17.3538                 NaN
  1020.15        2500.00                 NaN            NaN   4.86583                 NaN   16.9629                 NaN   9.28823                 NaN   48.5201        3.01374        17.3492                 NaN
  1018.60        2500.00                 NaN            NaN   4.86800                 NaN   16.9717                 NaN   9.29550                 NaN   48.5087        3.01150        17.3445                 NaN
  1017.05        2500.00                 NaN            NaN   4.87642                 NaN   16.9852                 NaN   9.31701                 NaN   48.4794        3.00530        17.3366                 NaN
  1015.50        2500.00                 NaN            NaN   4.87717                 NaN   16.9858                 NaN   9.31871                 NaN   48.4773        3.00483        17.3362                 NaN
  1013.95        2500.00                 NaN            NaN   4.87717                 NaN   16.9858                 NaN   9.31871                 NaN   48.4773        3.00483        17.3362                 NaN
  1012.40        2500.00                 NaN            NaN   4.87717                 NaN   16.9858                 NaN   9.31871                 NaN   48.4773        3.00483        17.3362                 NaN
  1010.85        2500.00                 NaN            NaN   4.88333                 NaN   17.0076                 NaN   9.33065                 NaN   48.4546        2.99937        17.3245                 NaN
  1009.30        2500.00                 NaN            NaN   4.88125                 NaN   17.0282                 NaN   9.34007                 NaN   48.4373        2.99694        17.3162                 NaN
  1007.75        2500.00                 NaN            NaN   4.88742                 NaN   17.0275                 NaN   9.34581                 NaN   48.4300        2.99431        17.3149                 NaN
  1006.20        2500.00                 NaN            NaN   4.89642                 NaN   16.9762                 NaN   9.33482                 NaN   48.4707        3.00505        17.3168                 NaN
  1004.65        2500.00                 NaN            NaN   4.89858                 NaN   16.9866                 NaN   9.34248                 NaN   48.4581        3.00238        17.3119                 NaN
  1003.10        2500.00                 NaN            NaN   4.90139                 NaN   16.9956                 NaN   9.34991                 NaN   48.4460        2.99965        17.3075                 NaN
  1001.55        2500.00                 NaN            NaN   4.90457                 NaN   17.0038                 NaN   9.35725                 NaN   48.4342        2.99685        17.3033                 NaN
  1000.00        2500.00                 NaN            NaN   4.90790                 NaN   17.0118                 NaN   9.36458                 NaN   48.4224        2.99402        17.2993                 NaN
