|6.6.6
Archiving\03_Data\eqLP/QFM_m5/LAR/LAR_1.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       pxmn           iron           Sp(TH)         Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1275.64        500.000                 NaN  0.901308                 NaN   1.04906                 NaN   24.5493        39.5400        18.2240        10.9837        4.75270                 NaN
  1272.44        500.000                 NaN  0.901308                 NaN   1.04906                 NaN   24.5493        39.5400        18.2240        10.9837        4.75270                 NaN
  1269.23        500.000                 NaN  0.901308                 NaN   1.05333                 NaN   24.5712        39.4482        18.2518        11.0206        4.75351                 NaN
  1266.03        500.000                 NaN  0.901308                 NaN   1.05333                 NaN   24.5712        39.4482        18.2518        11.0206        4.75351                 NaN
  1262.82        500.000                 NaN  0.901308                 NaN   1.05333                 NaN   24.5712        39.4482        18.2518        11.0206        4.75351                 NaN
  1259.62        500.000                 NaN  0.901308                 NaN   1.05333                 NaN   24.5712        39.4482        18.2518        11.0206        4.75351                 NaN
  1256.41        500.000                 NaN  0.901309                 NaN   1.06126                 NaN   24.6188        39.2627        18.3085        11.0918        4.75573                 NaN
  1253.21        500.000                 NaN  0.901309                 NaN   1.06126                 NaN   24.6188        39.2627        18.3085        11.0918        4.75573                 NaN
  1250.00        500.000                 NaN  0.901309                 NaN   1.06126                 NaN   24.6188        39.2627        18.3085        11.0918        4.75573                 NaN
  1246.79        500.000                 NaN  0.901309                 NaN   1.06126                 NaN   24.6188        39.2627        18.3085        11.0918        4.75573                 NaN
  1243.59        500.000                 NaN  0.901309                 NaN   1.06126                 NaN   24.6188        39.2627        18.3085        11.0918        4.75573                 NaN
  1240.38        500.000                 NaN  0.901309                 NaN   1.06126                 NaN   24.6188        39.2627        18.3085        11.0918        4.75573                 NaN
  1237.18        500.000                 NaN  0.901309                 NaN   1.06126                 NaN   24.6188        39.2627        18.3085        11.0918        4.75573                 NaN
  1233.97        500.000                 NaN  0.901309                 NaN   1.06126                 NaN   24.6188        39.2627        18.3085        11.0918        4.75573                 NaN
  1230.77        500.000                 NaN  0.901309                 NaN   1.07706                 NaN   24.7050        38.9621        18.3699        11.2260        4.75863                 NaN
  1227.56        500.000                 NaN  0.901309                 NaN   1.07706                 NaN   24.7050        38.9621        18.3699        11.2260        4.75863                 NaN
  1224.36        500.000                 NaN  0.901309                 NaN   1.07706                 NaN   24.7050        38.9621        18.3699        11.2260        4.75863                 NaN
  1221.15        500.000                 NaN  0.901309                 NaN   1.07706                 NaN   24.7050        38.9621        18.3699        11.2260        4.75863                 NaN
  1217.95        500.000                 NaN  0.901309                 NaN   1.07706                 NaN   24.7050        38.9621        18.3699        11.2260        4.75863                 NaN
  1214.74        500.000                 NaN  0.901309                 NaN   1.07706                 NaN   24.7050        38.9621        18.3699        11.2260        4.75863                 NaN
  1211.54        500.000                 NaN  0.901309                 NaN   1.07706                 NaN   24.7050        38.9621        18.3699        11.2260        4.75863                 NaN
  1208.33        500.000                 NaN  0.901309                 NaN   1.07706                 NaN   24.7050        38.9621        18.3699        11.2260        4.75863                 NaN
  1205.13        500.000                 NaN  0.901309                 NaN   1.09249                 NaN   24.7831        38.7176        18.3961        11.3505        4.75888                 NaN
  1201.92        500.000                 NaN  0.901309                 NaN   1.09249                 NaN   24.7831        38.7176        18.3961        11.3505        4.75888                 NaN
  1198.72        500.000                 NaN  0.901309                 NaN   1.09249                 NaN   24.7831        38.7176        18.3961        11.3505        4.75888                 NaN
  1195.51        500.000                 NaN  0.901309                 NaN   1.09249                 NaN   24.7831        38.7176        18.3961        11.3505        4.75888                 NaN
  1192.31        500.000                 NaN  0.901310                 NaN   1.10014                 NaN   24.8230        38.6091        18.3983        11.4095        4.75873                 NaN
  1189.10        500.000                 NaN  0.901310                 NaN   1.10014                 NaN   24.8230        38.6091        18.3983        11.4095        4.75873                 NaN
  1185.90        500.000                 NaN  0.901310                 NaN   1.10391                 NaN   24.8404        38.5596        18.3985        11.4378        4.75845                 NaN
  1182.69        500.000                 NaN  0.901310                 NaN   1.10574                 NaN   24.8504        18.3996        38.5326        11.4520        4.75829                 NaN
  1179.49        500.000                 NaN  0.901310                 NaN   1.09530       0.375956        24.8768        38.0870        18.4488        11.4470        4.76778                 NaN
  1176.28        500.000                 NaN  0.901310                 NaN   1.09530       0.375956        24.8768        38.0870        18.4488        11.4470        4.76778                 NaN
  1173.08        500.000                 NaN  0.901310                 NaN   1.09530       0.375956        24.8768        38.0870        18.4488        11.4470        4.76778                 NaN
  1169.87        500.000                 NaN  0.901310                 NaN   1.09530       0.375956        24.8768        38.0870        18.4488        11.4470        4.76778                 NaN
  1166.67        500.000                 NaN  0.901310                 NaN   1.09530       0.375956        24.8768        38.0870        18.4488        11.4470        4.76778                 NaN
  1163.46        500.000                 NaN  0.901310                 NaN   1.09530       0.375956        24.8768        38.0870        18.4488        11.4470        4.76778                 NaN
  1160.26        500.000                 NaN  0.901310                 NaN   1.09530       0.375956        24.8768        38.0870        18.4488        11.4470        4.76778                 NaN
  1157.05        500.000                 NaN  0.901310                 NaN   1.09530       0.375956        24.8768        38.0870        18.4488        11.4470        4.76778                 NaN
  1153.85        500.000                 NaN  0.901308                 NaN   1.03701        2.73949        24.9472        35.4338        18.6933        11.4434        4.80450                 NaN
  1150.64        500.000                 NaN  0.901308                 NaN   1.03701        2.73949        24.9472        35.4338        18.6933        11.4434        4.80450                 NaN
  1147.44        500.000                 NaN  0.901308                 NaN   1.03701        2.73949        24.9472        35.4338        18.6933        11.4434        4.80450                 NaN
  1144.23        500.000                 NaN  0.901308                 NaN   1.03701        2.73949        24.9472        35.4338        18.6933        11.4434        4.80450                 NaN
  1141.03        500.000                 NaN  0.901308                 NaN   1.03701        2.73949        24.9472        35.4338        18.6933        11.4434        4.80450                 NaN
  1137.82        500.000                 NaN  0.901308                 NaN   1.03701        2.73949        24.9472        35.4338        18.6933        11.4434        4.80450                 NaN
  1134.62        500.000                 NaN  0.901308                 NaN   1.03701        2.73949        24.9472        35.4338        18.6933        11.4434        4.80450                 NaN
  1131.41        500.000                 NaN  0.901308                 NaN   1.03701        2.73949        24.9472        35.4338        18.6933        11.4434        4.80450                 NaN
  1128.21        500.000                 NaN  0.901307                 NaN  0.983620        5.10458        25.0623        32.7949        18.8756        11.4365        4.84114                 NaN
  1125.00        500.000                 NaN  0.901307                 NaN  0.983620        5.10458        25.0623        32.7949        18.8756        11.4365        4.84114                 NaN
  1121.79        500.000                 NaN  0.901307                 NaN  0.983620        5.10458        25.0623        32.7949        18.8756        11.4365        4.84114                 NaN
  1118.59        500.000                 NaN  0.901307                 NaN  0.983620        5.10458        25.0623        32.7949        18.8756        11.4365        4.84114                 NaN
  1115.38        500.000                 NaN  0.901307                 NaN  0.983620        5.10458        25.0623        32.7949        18.8756        11.4365        4.84114                 NaN
  1112.18        500.000                 NaN  0.901307                 NaN  0.983620        5.10458        25.0623        32.7949        18.8756        11.4365        4.84114                 NaN
  1108.97        500.000                 NaN  0.901307                 NaN  0.983620        5.10458        25.0623        32.7949        18.8756        11.4365        4.84114                 NaN
  1105.77        500.000                 NaN  0.901307                 NaN  0.983620        5.10458        25.0623        32.7949        18.8756        11.4365        4.84114                 NaN
  1102.56        500.000                 NaN  0.901306                 NaN  0.947295        7.09147        25.1195        18.9737        30.6617        11.4504        4.85456                 NaN
  1099.36        500.000                 NaN  0.901306                 NaN  0.947295        7.09147        25.1195        18.9737        30.6617        11.4504        4.85456                 NaN
  1096.15        500.000                 NaN  0.901306                 NaN  0.947295        7.09147        25.1195        18.9737        30.6617        11.4504        4.85456                 NaN
  1092.95        500.000                 NaN  0.901306                 NaN  0.947295        7.09147        25.1195        18.9737        30.6617        11.4504        4.85456                 NaN
  1089.74        500.000                 NaN  0.901306                 NaN  0.947295        7.09147        25.1195        18.9737        30.6617        11.4504        4.85456                 NaN
  1086.54        500.000                 NaN  0.901306                 NaN  0.947295        7.09147        25.1195        18.9737        30.6617        11.4504        4.85456                 NaN
  1083.33        500.000                 NaN  0.901306                 NaN  0.947295        7.09147        25.1195        18.9737        30.6617        11.4504        4.85456                 NaN
  1080.13        500.000                 NaN  0.901306                 NaN  0.947295        7.09147        25.1195        18.9737        30.6617        11.4504        4.85456                 NaN
  1076.92        500.000                 NaN  0.901305                 NaN  0.919280        8.97120        25.1821        19.0239        28.6716        11.4712        4.85938                 NaN
  1073.72        500.000                 NaN  0.901305                 NaN  0.919280        8.97120        25.1821        19.0239        28.6716        11.4712        4.85938                 NaN
  1070.51        500.000                 NaN  0.901305                 NaN  0.919280        8.97120        25.1821        19.0239        28.6716        11.4712        4.85938                 NaN
  1067.31        500.000                 NaN  0.901305                 NaN  0.919280        8.97120        25.1821        19.0239        28.6716        11.4712        4.85938                 NaN
  1064.10        500.000                 NaN  0.901305                 NaN  0.919280        8.97120        25.1821        19.0239        28.6716        11.4712        4.85938                 NaN
  1060.90        500.000                 NaN  0.901305                 NaN  0.919280        8.97120        25.1821        19.0239        28.6716        11.4712        4.85938                 NaN
  1057.69        500.000                 NaN  0.901305                 NaN  0.919280        8.97120        25.1821        19.0239        28.6716        11.4712        4.85938                 NaN
  1054.49        500.000                 NaN  0.901305                 NaN  0.919280        8.97120        25.1821        19.0239        28.6716        11.4712        4.85938                 NaN
  1051.28        500.000                 NaN  0.901305                 NaN  0.900201        10.7145        25.2336        19.0329        26.8638        11.5007        4.85294                 NaN
  1048.08        500.000                 NaN  0.901305                 NaN  0.900201        10.7145        25.2336        19.0329        26.8638        11.5007        4.85294                 NaN
  1044.87        500.000                 NaN  0.901304                 NaN  0.896683        11.1368        25.2480        26.4277        19.0304        11.5090        4.85003                 NaN
  1041.67        500.000                 NaN  0.901304                 NaN  0.895155        11.3412        25.2517        19.0289        26.2199        11.5141        4.84778                 NaN
  1038.46        500.000                 NaN  0.901304                 NaN  0.894216        11.5106        25.2414        19.0236        26.0696        11.5284        3.19214        1.63869     
  1035.26        500.000                 NaN  0.901304                 NaN  0.892580        11.6973        25.2450        25.8996        19.0132        11.5471       0.112154        4.69171     
  1032.05        500.000                 NaN  0.901304                 NaN  0.891134        11.9173        25.2616        19.0104        25.6639        11.5481                 NaN   4.80634     
  1028.85        500.000                 NaN  0.901304                 NaN  0.891134        11.9173        25.2616        19.0104        25.6639        11.5481                 NaN   4.80634     
  1025.64        500.000                 NaN  0.901304                 NaN  0.889281        12.3192        25.2723        25.2495        19.0058        11.5531                 NaN   4.80946     
  1022.44        500.000                 NaN  0.901304                 NaN  0.889281        12.3192        25.2723        25.2495        19.0058        11.5531                 NaN   4.80946     
  1019.23        500.000                 NaN  0.901304                 NaN  0.889281        12.3192        25.2723        25.2495        19.0058        11.5531                 NaN   4.80946     
  1016.03        500.000                 NaN  0.901304                 NaN  0.889281        12.3192        25.2723        25.2495        19.0058        11.5531                 NaN   4.80946     
  1012.82        500.000                 NaN  0.901304                 NaN  0.889281        12.3192        25.2723        25.2495        19.0058        11.5531                 NaN   4.80946     
  1009.62        500.000                 NaN  0.901304                 NaN  0.889281        12.3192        25.2723        25.2495        19.0058        11.5531                 NaN   4.80946     
  1006.41        500.000                 NaN  0.901304                 NaN  0.889281        12.3192        25.2723        25.2495        19.0058        11.5531                 NaN   4.80946     
  1003.21        500.000                 NaN  0.901304                 NaN  0.889281        12.3192        25.2723        25.2495        19.0058        11.5531                 NaN   4.80946     
  1000.00        500.000                 NaN  0.901303                 NaN  0.887304        13.8711        25.3200        18.9705        23.6542        11.5739                 NaN   4.82176     
