|6.6.6
Archiving\03_Data\eq/QFM_m0.5/YM20/YM20_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          mang           pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1294.87        2500.00                 NaN   49.1863                 NaN  0.684688        1.37813        27.1893        10.2430        5.83066        2.58544        2.90239                 NaN
  1291.67        2500.00                 NaN   49.1863                 NaN  0.684688        1.37813        27.1893        10.2430        5.83066        2.58544        2.90239                 NaN
  1288.46        2500.00                 NaN   49.1863                 NaN  0.684688        1.37813        27.1893        10.2430        5.83066        2.58544        2.90239                 NaN
  1285.26        2500.00                 NaN   49.1863                 NaN  0.684688        1.37813        27.1893        10.2430        5.83066        2.58544        2.90239                 NaN
  1282.05        2500.00                 NaN   49.2636                 NaN  0.684699        1.41993        27.1525        5.70469        10.1507        2.70885        2.91504                 NaN
  1278.85        2500.00                 NaN   49.2636                 NaN  0.684699        1.41993        27.1525        5.70469        10.1507        2.70885        2.91504                 NaN
  1275.64        2500.00                 NaN   49.2636                 NaN  0.684699        1.41993        27.1525        5.70469        10.1507        2.70885        2.91504                 NaN
  1272.44        2500.00                 NaN   49.2636                 NaN  0.684699        1.41993        27.1525        5.70469        10.1507        2.70885        2.91504                 NaN
  1269.23        2500.00                 NaN   49.2636                 NaN  0.684699        1.41993        27.1525        5.70469        10.1507        2.70885        2.91504                 NaN
  1266.03        2500.00                 NaN   49.2636                 NaN  0.684699        1.41993        27.1525        5.70469        10.1507        2.70885        2.91504                 NaN
  1262.82        2500.00                 NaN   49.2636                 NaN  0.684699        1.41993        27.1525        5.70469        10.1507        2.70885        2.91504                 NaN
  1259.62        2500.00                 NaN   49.2636                 NaN  0.684699        1.41993        27.1525        5.70469        10.1507        2.70885        2.91504                 NaN
  1256.41        2500.00                 NaN   49.3296                 NaN  0.684710        1.46365        27.1196        5.58318        10.0720        2.82209        2.92517                 NaN
  1253.21        2500.00                 NaN   49.3296                 NaN  0.684710        1.46365        27.1196        5.58318        10.0720        2.82209        2.92517                 NaN
  1250.00        2500.00                 NaN   49.3296                 NaN  0.684710        1.46365        27.1196        5.58318        10.0720        2.82209        2.92517                 NaN
  1246.79        2500.00                 NaN   49.3296                 NaN  0.684710        1.46365        27.1196        5.58318        10.0720        2.82209        2.92517                 NaN
  1243.59        2500.00                 NaN   49.3296                 NaN  0.684710        1.46365        27.1196        5.58318        10.0720        2.82209        2.92517                 NaN
  1240.38        2500.00                 NaN   49.3296                 NaN  0.684710        1.46365        27.1196        5.58318        10.0720        2.82209        2.92517                 NaN
  1237.18        2500.00                 NaN   49.3296                 NaN  0.684710        1.46365        27.1196        5.58318        10.0720        2.82209        2.92517                 NaN
  1233.97        2500.00                 NaN   49.3296                 NaN  0.684710        1.46365        27.1196        5.58318        10.0720        2.82209        2.92517                 NaN
  1230.77        2500.00                 NaN   49.3820                 NaN  0.684720        1.51029        27.0962        10.0055        5.46448        2.92369        2.93306                 NaN
  1227.56        2500.00                 NaN   49.3820                 NaN  0.684720        1.51029        27.0962        10.0055        5.46448        2.92369        2.93306                 NaN
  1224.36        2500.00                 NaN   49.3820                 NaN  0.684720        1.51029        27.0962        10.0055        5.46448        2.92369        2.93306                 NaN
  1221.15        2500.00                 NaN   49.3820                 NaN  0.684720        1.51029        27.0962        10.0055        5.46448        2.92369        2.93306                 NaN
  1217.95        2500.00                 NaN   49.3820                 NaN  0.684720        1.51029        27.0962        10.0055        5.46448        2.92369        2.93306                 NaN
  1214.74        2500.00                 NaN   49.3820                 NaN  0.684720        1.51029        27.0962        10.0055        5.46448        2.92369        2.93306                 NaN
  1211.54        2500.00                 NaN   49.3820                 NaN  0.684720        1.51029        27.0962        10.0055        5.46448        2.92369        2.93306                 NaN
  1208.33        2500.00                 NaN   49.3820                 NaN  0.684720        1.51029        27.0962        10.0055        5.46448        2.92369        2.93306                 NaN
  1205.13        2500.00                 NaN   49.4226                 NaN  0.684729        1.55940        27.0819        9.94889        5.34837        3.01516        2.93893                 NaN
  1201.92        2500.00                 NaN   49.4226                 NaN  0.684729        1.55940        27.0819        9.94889        5.34837        3.01516        2.93893                 NaN
  1198.72        2500.00                 NaN   49.4226                 NaN  0.684729        1.55940        27.0819        9.94889        5.34837        3.01516        2.93893                 NaN
  1195.51        2500.00                 NaN   49.4226                 NaN  0.684729        1.55940        27.0819        9.94889        5.34837        3.01516        2.93893                 NaN
  1192.31        2500.00                 NaN   49.4226                 NaN  0.684729        1.55940        27.0819        9.94889        5.34837        3.01516        2.93893                 NaN
  1189.10        2500.00                 NaN   49.4226                 NaN  0.684729        1.55940        27.0819        9.94889        5.34837        3.01516        2.93893                 NaN
  1185.90        2500.00                 NaN   49.4226                 NaN  0.684729        1.55940        27.0819        9.94889        5.34837        3.01516        2.93893                 NaN
  1182.69        2500.00                 NaN   49.4226                 NaN  0.684729        1.55940        27.0819        9.94889        5.34837        3.01516        2.93893                 NaN
  1179.49        2500.00                 NaN   49.4511                 NaN  0.684738        1.61140        27.0783        9.90228        5.23340        3.09602        2.94273                 NaN
  1176.28        2500.00                 NaN   49.4511                 NaN  0.684738        1.61140        27.0783        9.90228        5.23340        3.09602        2.94273                 NaN
  1173.08        2500.00                 NaN   49.4511                 NaN  0.684738        1.61140        27.0783        9.90228        5.23340        3.09602        2.94273                 NaN
  1169.87        2500.00                 NaN   49.4511                 NaN  0.684738        1.61140        27.0783        9.90228        5.23340        3.09602        2.94273                 NaN
  1166.67        2500.00                 NaN   49.4511                 NaN  0.684738        1.61140        27.0783        9.90228        5.23340        3.09602        2.94273                 NaN
  1163.46        2500.00                 NaN   49.4511                 NaN  0.684738        1.61140        27.0783        9.90228        5.23340        3.09602        2.94273                 NaN
  1160.26        2500.00                 NaN   49.4511                 NaN  0.684738        1.61140        27.0783        9.90228        5.23340        3.09602        2.94273                 NaN
  1157.05        2500.00                 NaN   49.4511                 NaN  0.684738        1.61140        27.0783        9.90228        5.23340        3.09602        2.94273                 NaN
  1153.85        2500.00                 NaN   49.4665                 NaN  0.684746        1.66668        27.0874        5.11943        9.86469        3.16633        2.94427                 NaN
  1150.64        2500.00                 NaN   49.4665                 NaN  0.684746        1.66668        27.0874        5.11943        9.86469        3.16633        2.94427                 NaN
  1147.44        2500.00                 NaN   49.4665                 NaN  0.684746        1.66668        27.0874        5.11943        9.86469        3.16633        2.94427                 NaN
  1144.23        2500.00                 NaN   49.4665                 NaN  0.684746        1.66668        27.0874        5.11943        9.86469        3.16633        2.94427                 NaN
  1141.03        2500.00                 NaN   49.4665                 NaN  0.684746        1.66668        27.0874        5.11943        9.86469        3.16633        2.94427                 NaN
  1137.82        2500.00                 NaN   49.4665                 NaN  0.684746        1.66668        27.0874        5.11943        9.86469        3.16633        2.94427                 NaN
  1134.62        2500.00                 NaN   49.4665                 NaN  0.684746        1.66668        27.0874        5.11943        9.86469        3.16633        2.94427                 NaN
  1131.41        2500.00                 NaN   49.4665                 NaN  0.684746        1.66668        27.0874        5.11943        9.86469        3.16633        2.94427                 NaN
  1128.21        2500.00                 NaN   49.4678                 NaN  0.684753        1.72607        27.1111        9.83594        5.00559        3.22513        2.94360                 NaN
  1125.00        2500.00                 NaN   49.4678                 NaN  0.684753        1.72607        27.1111        9.83594        5.00559        3.22513        2.94360                 NaN
  1121.79        2500.00                 NaN   49.4678                 NaN  0.684753        1.72607        27.1111        9.83594        5.00559        3.22513        2.94360                 NaN
  1118.59        2500.00                 NaN   49.4678                 NaN  0.684753        1.72607        27.1111        9.83594        5.00559        3.22513        2.94360                 NaN
  1115.38        2500.00                 NaN   49.4678                 NaN  0.684753        1.72607        27.1111        9.83594        5.00559        3.22513        2.94360                 NaN
  1112.18        2500.00                 NaN   49.4678                 NaN  0.684753        1.72607        27.1111        9.83594        5.00559        3.22513        2.94360                 NaN
  1108.97        2500.00                 NaN   49.4678                 NaN  0.684753        1.72607        27.1111        9.83594        5.00559        3.22513        2.94360                 NaN
  1105.77        2500.00                 NaN   49.4678                 NaN  0.684753        1.72607        27.1111        9.83594        5.00559        3.22513        2.94360                 NaN
  1102.56        2500.00                 NaN   49.4550                 NaN  0.684760        1.78972        27.1491        9.81620        4.89196        3.27293        2.94036                 NaN
  1099.36        2500.00                 NaN   49.4550                 NaN  0.684760        1.78972        27.1491        9.81620        4.89196        3.27293        2.94036                 NaN
  1096.15        2500.00                 NaN   49.4550                 NaN  0.684760        1.78972        27.1491        9.81620        4.89196        3.27293        2.94036                 NaN
  1092.95        2500.00                 NaN   49.4550                 NaN  0.684760        1.78972        27.1491        9.81620        4.89196        3.27293        2.94036                 NaN
  1089.74        2500.00                 NaN   49.4550                 NaN  0.684760        1.78972        27.1491        9.81620        4.89196        3.27293        2.94036                 NaN
  1086.54        2500.00                 NaN   49.4550                 NaN  0.684760        1.78972        27.1491        9.81620        4.89196        3.27293        2.94036                 NaN
  1083.33        2500.00                 NaN   49.4550                 NaN  0.684760        1.78972        27.1491        9.81620        4.89196        3.27293        2.94036                 NaN
  1080.13        2500.00                 NaN   49.4550                 NaN  0.684760        1.78972        27.1491        9.81620        4.89196        3.27293        2.94036                 NaN
  1076.92        2500.00                 NaN   49.4268                 NaN  0.684766        1.85842        27.2031        9.80506        4.77849        3.30880        2.93461                 NaN
  1073.72        2500.00                 NaN   49.4268                 NaN  0.684766        1.85842        27.2031        9.80506        4.77849        3.30880        2.93461                 NaN
  1070.51        2500.00                 NaN   49.4268                 NaN  0.684766        1.85842        27.2031        9.80506        4.77849        3.30880        2.93461                 NaN
  1067.31        2500.00                 NaN   49.4268                 NaN  0.684766        1.85842        27.2031        9.80506        4.77849        3.30880        2.93461                 NaN
  1064.10        2500.00                 NaN   49.4075                 NaN  0.684769        1.89461        27.2358        9.80324        4.72109        3.32246        2.93051                 NaN
  1060.90        2500.00                 NaN   49.4075                 NaN  0.684769        1.89461        27.2358        9.80324        4.72109        3.32246        2.93051                 NaN
  1057.69        2500.00                 NaN   49.3962                 NaN  0.684771        1.91328        27.2540        4.69246        9.80292        3.32826        2.92817                 NaN
  1054.49        2500.00                 NaN   49.3889                 NaN  0.684771        1.92325        27.2643        9.80419        4.67803        3.32988        2.92671                 NaN
  1051.28        2500.00                 NaN   49.3812                 NaN  0.684772        1.93279        27.2743        4.66534        9.80537        3.33288        2.59822       0.325115     
  1048.08        2500.00                 NaN   49.3812                 NaN  0.684772        1.93279        27.2743        4.66534        9.80537        3.33288        2.59822       0.325115     
  1044.87        2500.00                 NaN   49.3545                 NaN  0.684773        1.95419        27.2980        9.81894        4.64941        3.33720       0.370370        2.53265     
  1041.67        2500.00                 NaN   49.3445                 NaN  0.684773        1.96444        27.3097        4.63686        9.82150        3.33888                 NaN   2.89930     
  1038.46        2500.00                 NaN   49.3395                 NaN  0.684774        1.97430        27.3188        4.62108        9.82182        3.33993                 NaN   2.89984     
  1035.26        2500.00                 NaN   49.3395                 NaN  0.684774        1.97430        27.3188        4.62108        9.82182        3.33993                 NaN   2.89984     
  1032.05        2500.00                 NaN   49.3395                 NaN  0.684774        1.97430        27.3188        4.62108        9.82182        3.33993                 NaN   2.89984     
  1028.85        2500.00                 NaN   49.3395                 NaN  0.684774        1.97430        27.3188        4.62108        9.82182        3.33993                 NaN   2.89984     
  1025.64        2500.00                 NaN   49.3102                 NaN  0.684777        2.01560        27.3634        9.82332        4.55902        3.34107                 NaN   2.90263     
  1022.44        2500.00                 NaN   49.3102                 NaN  0.684777        2.01560        27.3634        9.82332        4.55902        3.34107                 NaN   2.90263     
  1019.23        2500.00                 NaN   49.3102                 NaN  0.684777        2.01560        27.3634        9.82332        4.55902        3.34107                 NaN   2.90263     
  1016.03        2500.00                 NaN   49.3102                 NaN  0.684777        2.01560        27.3634        9.82332        4.55902        3.34107                 NaN   2.90263     
  1012.82        2500.00                 NaN   49.3102                 NaN  0.684777        2.01560        27.3634        9.82332        4.55902        3.34107                 NaN   2.90263     
  1009.62        2500.00                 NaN   49.3102                 NaN  0.684777        2.01560        27.3634        9.82332        4.55902        3.34107                 NaN   2.90263     
  1006.41        2500.00                 NaN   49.3102                 NaN  0.684777        2.01560        27.3634        9.82332        4.55902        3.34107                 NaN   2.90263     
  1003.21        2500.00                 NaN   49.3102                 NaN  0.684777        2.01560        27.3634        9.82332        4.55902        3.34107                 NaN   2.90263     
  1000.00        2500.00                 NaN   49.2419                 NaN  0.684782        2.10326        27.4608        9.83478        4.43391        3.33199                 NaN   2.90852     
