|6.6.6
Archiving\03_Data\eq/QFM_m0.5/YM20/YM20_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          mang           pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1294.87        2500.00                 NaN   47.9815                 NaN  0.613892        1.09525        27.1382        10.3761        5.90628        3.12153        3.76721                 NaN
  1291.67        2500.00                 NaN   47.9812                 NaN  0.613897        1.09528        27.1382        10.3761        5.90631        3.12170        3.76728                 NaN
  1288.46        2500.00                 NaN   47.9809                 NaN  0.613901        1.09530        27.1382        10.3761        5.90633        3.12188        3.76735                 NaN
  1285.26        2500.00                 NaN   47.9806                 NaN  0.613905        1.09533        27.1382        10.3761        5.90636        3.12205        3.76742                 NaN
  1282.05        2500.00                 NaN   48.0400                 NaN  0.613765        1.12782        27.0986        5.78036        10.2862        3.27044        3.78287                 NaN
  1278.85        2500.00                 NaN   48.0397                 NaN  0.613769        1.12784        27.0986        5.78039        10.2862        3.27063        3.78294                 NaN
  1275.64        2500.00                 NaN   48.0394                 NaN  0.613774        1.12787        27.0986        5.78041        10.2862        3.27081        3.78301                 NaN
  1272.44        2500.00                 NaN   48.0391                 NaN  0.613778        1.12789        27.0986        5.78044        10.2862        3.27099        3.78308                 NaN
  1269.23        2500.00                 NaN   48.0387                 NaN  0.613782        1.12792        27.0986        5.78047        10.2861        3.27117        3.78315                 NaN
  1266.03        2500.00                 NaN   48.0384                 NaN  0.613786        1.12795        27.0986        5.78049        10.2861        3.27136        3.78321                 NaN
  1262.82        2500.00                 NaN   48.0381                 NaN  0.613790        1.12797        27.0986        5.78052        10.2861        3.27154        3.78328                 NaN
  1259.62        2500.00                 NaN   48.0378                 NaN  0.613795        1.12800        27.0987        5.78055        10.2861        3.27172        3.78335                 NaN
  1256.41        2500.00                 NaN   48.0877                 NaN  0.613670        1.16216        27.0639        5.65913        10.2099        3.40791        3.79563                 NaN
  1253.21        2500.00                 NaN   48.0874                 NaN  0.613675        1.16219        27.0639        5.65916        10.2099        3.40810        3.79570                 NaN
  1250.00        2500.00                 NaN   48.0871                 NaN  0.613679        1.16221        27.0639        5.65919        10.2099        3.40829        3.79576                 NaN
  1246.79        2500.00                 NaN   48.0868                 NaN  0.613683        1.16224        27.0639        5.65922        10.2099        3.40848        3.79583                 NaN
  1243.59        2500.00                 NaN   48.0864                 NaN  0.613687        1.16227        27.0639        5.65924        10.2099        3.40867        3.79590                 NaN
  1240.38        2500.00                 NaN   48.0861                 NaN  0.613691        1.16229        27.0640        5.65927        10.2098        3.40886        3.79597                 NaN
  1237.18        2500.00                 NaN   48.0858                 NaN  0.613695        1.16232        27.0640        5.65930        10.2098        3.40905        3.79603                 NaN
  1233.97        2500.00                 NaN   48.0855                 NaN  0.613699        1.16234        27.0640        5.65933        10.2098        3.40924        3.79610                 NaN
  1230.77        2500.00                 NaN   48.1242                 NaN  0.613592        1.19895        27.0391        10.1462        5.54089        3.53148        3.80559                 NaN
  1227.56        2500.00                 NaN   48.1239                 NaN  0.613596        1.19898        27.0391        10.1462        5.54092        3.53168        3.80566                 NaN
  1224.36        2500.00                 NaN   48.1236                 NaN  0.613600        1.19900        27.0391        10.1461        5.54094        3.53188        3.80573                 NaN
  1221.15        2500.00                 NaN   48.1233                 NaN  0.613604        1.19903        27.0391        10.1461        5.54097        3.53207        3.80579                 NaN
  1217.95        2500.00                 NaN   48.1230                 NaN  0.613608        1.19906        27.0392        10.1461        5.54100        3.53227        3.80586                 NaN
  1214.74        2500.00                 NaN   48.1226                 NaN  0.613612        1.19908        27.0392        10.1461        5.54103        3.53246        3.80593                 NaN
  1211.54        2500.00                 NaN   48.1223                 NaN  0.613615        1.19911        27.0392        10.1461        5.54106        3.53266        3.80599                 NaN
  1208.33        2500.00                 NaN   48.1220                 NaN  0.613619        1.19914        27.0392        10.1460        5.54109        3.53285        3.80606                 NaN
  1205.13        2500.00                 NaN   48.1511                 NaN  0.613528        1.23784        27.0238        10.0924        5.42537        3.64297        3.81301                 NaN
  1201.92        2500.00                 NaN   48.1508                 NaN  0.613532        1.23787        27.0238        10.0923        5.42540        3.64317        3.81308                 NaN
  1198.72        2500.00                 NaN   48.1504                 NaN  0.613536        1.23790        27.0239        10.0923        5.42543        3.64337        3.81315                 NaN
  1195.51        2500.00                 NaN   48.1501                 NaN  0.613539        1.23792        27.0239        10.0923        5.42546        3.64357        3.81321                 NaN
  1192.31        2500.00                 NaN   48.1498                 NaN  0.613543        1.23795        27.0239        10.0923        5.42549        3.64377        3.81328                 NaN
  1189.10        2500.00                 NaN   48.1494                 NaN  0.613547        1.23798        27.0239        10.0923        5.42552        3.64397        3.81334                 NaN
  1185.90        2500.00                 NaN   48.1491                 NaN  0.613550        1.23801        27.0240        10.0922        5.42555        3.64417        3.81341                 NaN
  1182.69        2500.00                 NaN   48.1488                 NaN  0.613554        1.23803        27.0240        10.0922        5.42558        3.64438        3.81348                 NaN
  1179.49        2500.00                 NaN   48.1678                 NaN  0.613480        1.27920        27.0200        10.0487        5.31114        3.74180        3.81784                 NaN
  1176.28        2500.00                 NaN   48.1674                 NaN  0.613483        1.27923        27.0200        10.0487        5.31117        3.74201        3.81791                 NaN
  1173.08        2500.00                 NaN   48.1671                 NaN  0.613487        1.27926        27.0201        10.0487        5.31120        3.74222        3.81797                 NaN
  1169.87        2500.00                 NaN   48.1668                 NaN  0.613490        1.27929        27.0201        10.0487        5.31123        3.74242        3.81804                 NaN
  1166.67        2500.00                 NaN   48.1664                 NaN  0.613494        1.27932        27.0201        10.0487        5.31126        3.74263        3.81810                 NaN
  1163.46        2500.00                 NaN   48.1661                 NaN  0.613497        1.27935        27.0202        10.0486        5.31129        3.74283        3.81817                 NaN
  1160.26        2500.00                 NaN   48.1657                 NaN  0.613500        1.27937        27.0202        10.0486        5.31132        3.74304        3.81823                 NaN
  1157.05        2500.00                 NaN   48.1654                 NaN  0.613504        1.27940        27.0202        10.0486        5.31135        3.74325        3.81830                 NaN
  1153.85        2500.00                 NaN   48.1737                 NaN  0.613446        1.32339        27.0293        5.19801        10.0143        3.82803        3.81984                 NaN
  1150.64        2500.00                 NaN   48.1733                 NaN  0.613449        1.32342        27.0293        5.19804        10.0143        3.82824        3.81991                 NaN
  1147.44        2500.00                 NaN   48.1730                 NaN  0.613453        1.32345        27.0294        5.19807        10.0142        3.82845        3.81997                 NaN
  1144.23        2500.00                 NaN   48.1726                 NaN  0.613456        1.32348        27.0294        5.19810        10.0142        3.82866        3.82003                 NaN
  1141.03        2500.00                 NaN   48.1723                 NaN  0.613459        1.32351        27.0294        5.19813        10.0142        3.82887        3.82010                 NaN
  1137.82        2500.00                 NaN   48.1719                 NaN  0.613463        1.32354        27.0295        5.19816        10.0142        3.82908        3.82016                 NaN
  1134.62        2500.00                 NaN   48.1716                 NaN  0.613466        1.32357        27.0295        5.19819        10.0142        3.82929        3.82023                 NaN
  1131.41        2500.00                 NaN   48.1712                 NaN  0.613469        1.32360        27.0295        5.19823        10.0141        3.82950        3.82029                 NaN
  1128.21        2500.00                 NaN   48.1679                 NaN  0.613429        1.37114        27.0537        9.98899        5.08525        3.90051        3.81909                 NaN
  1125.00        2500.00                 NaN   48.1675                 NaN  0.613433        1.37117        27.0538        9.98897        5.08528        3.90073        3.81915                 NaN
  1121.79        2500.00                 NaN   48.1671                 NaN  0.613436        1.37120        27.0538        9.98895        5.08531        3.90094        3.81922                 NaN
  1118.59        2500.00                 NaN   48.1668                 NaN  0.613439        1.37123        27.0538        9.98892        5.08534        3.90115        3.81928                 NaN
  1115.38        2500.00                 NaN   48.1664                 NaN  0.613442        1.37126        27.0539        9.98890        5.08538        3.90137        3.81934                 NaN
  1112.18        2500.00                 NaN   48.1661                 NaN  0.613445        1.37129        27.0539        9.98888        5.08541        3.90158        3.81941                 NaN
  1108.97        2500.00                 NaN   48.1657                 NaN  0.613448        1.37132        27.0539        9.98885        5.08544        3.90179        3.81947                 NaN
  1105.77        2500.00                 NaN   48.1654                 NaN  0.613451        1.37135        27.0540        9.98883        5.08547        3.90201        3.81953                 NaN
  1102.56        2500.00                 NaN   48.1503                 NaN  0.613429        1.42252        27.0931        9.97293        4.97272        3.95986        3.81510                 NaN
  1099.36        2500.00                 NaN   48.1499                 NaN  0.613433        1.42255        27.0932        9.97291        4.97275        3.96008        3.81516                 NaN
  1096.15        2500.00                 NaN   48.1496                 NaN  0.613436        1.42258        27.0932        9.97288        4.97278        3.96030        3.81522                 NaN
  1092.95        2500.00                 NaN   48.1492                 NaN  0.613439        1.42261        27.0933        9.97286        4.97281        3.96051        3.81529                 NaN
  1089.74        2500.00                 NaN   48.1489                 NaN  0.613441        1.42264        27.0933        9.97283        4.97285        3.96073        3.81535                 NaN
  1086.54        2500.00                 NaN   48.1485                 NaN  0.613444        1.42267        27.0933        9.97281        4.97288        3.96094        3.81541                 NaN
  1083.33        2500.00                 NaN   48.1482                 NaN  0.613447        1.42270        27.0934        9.97278        4.97291        3.96116        3.81547                 NaN
  1080.13        2500.00                 NaN   48.1478                 NaN  0.613450        1.42273        27.0934        9.97276        4.97294        3.96138        3.81554                 NaN
  1076.92        2500.00                 NaN   48.1200                 NaN  0.613448        1.47827        27.1489        9.96587        4.86059        4.00493        3.80797                 NaN
  1073.72        2500.00                 NaN   48.1196                 NaN  0.613451        1.47830        27.1490        9.96584        4.86062        4.00515        3.80803                 NaN
  1070.51        2500.00                 NaN   48.1193                 NaN  0.613454        1.47833        27.1490        9.96581        4.86065        4.00537        3.80810                 NaN
  1067.31        2500.00                 NaN   48.1189                 NaN  0.613456        1.47837        27.1490        9.96579        4.86069        4.00559        3.80816                 NaN
  1064.10        2500.00                 NaN   48.1001                 NaN  0.613464        1.50783        27.1832        9.96618        4.80396        4.02236        3.80286                 NaN
  1060.90        2500.00                 NaN   48.0998                 NaN  0.613467        1.50786        27.1833        9.96615        4.80399        4.02258        3.80293                 NaN
  1057.69        2500.00                 NaN   48.0889                 NaN  0.613474        1.52308        27.2021        4.77570        9.96695        4.02984        3.79994                 NaN
  1054.49        2500.00                 NaN   48.0818                 NaN  0.613481        1.53126        27.2130        9.96879        4.76149        4.03205        3.79811                 NaN
  1051.28        2500.00                 NaN   48.0747                 NaN  0.613488        1.53905        27.2232        4.74924        9.97099        4.03592        3.37192       0.421458     
  1048.08        2500.00                 NaN   48.0744                 NaN  0.613490        1.53908        27.2233        4.74927        9.97097        4.03614        3.37197       0.421450     
  1044.87        2500.00                 NaN   48.0497                 NaN  0.613513        1.55680        27.2486        9.98953        4.73626        4.04171       0.480735        3.28314     
  1041.67        2500.00                 NaN   48.0409                 NaN  0.613520        1.56517        27.2603        4.72429        9.99336        4.04400                 NaN   3.75840     
  1038.46        2500.00                 NaN   48.0351                 NaN  0.613526        1.57332        27.2705        4.70874        9.99426        4.04550                 NaN   3.75905     
  1035.26        2500.00                 NaN   48.0348                 NaN  0.613530        1.57335        27.2706        4.70878        9.99425        4.04573                 NaN   3.75898     
  1032.05        2500.00                 NaN   48.0345                 NaN  0.613533        1.57339        27.2706        4.70882        9.99424        4.04595                 NaN   3.75892     
  1028.85        2500.00                 NaN   48.0342                 NaN  0.613536        1.57342        27.2707        4.70887        9.99423        4.04618                 NaN   3.75885     
  1025.64        2500.00                 NaN   48.0080                 NaN  0.613551        1.60713        27.3158        9.99820        4.64710        4.04784                 NaN   3.76245     
  1022.44        2500.00                 NaN   48.0077                 NaN  0.613555        1.60716        27.3158        9.99819        4.64714        4.04807                 NaN   3.76239     
  1019.23        2500.00                 NaN   48.0073                 NaN  0.613558        1.60720        27.3159        9.99818        4.64718        4.04829                 NaN   3.76232     
  1016.03        2500.00                 NaN   48.0070                 NaN  0.613561        1.60723        27.3160        9.99816        4.64723        4.04852                 NaN   3.76226     
  1012.82        2500.00                 NaN   48.0067                 NaN  0.613565        1.60727        27.3161        9.99815        4.64727        4.04874                 NaN   3.76220     
  1009.62        2500.00                 NaN   48.0064                 NaN  0.613568        1.60730        27.3162        9.99814        4.64731        4.04896                 NaN   3.76214     
  1006.41        2500.00                 NaN   48.0061                 NaN  0.613571        1.60734        27.3163        9.99812        4.64735        4.04919                 NaN   3.76208     
  1003.21        2500.00                 NaN   48.0058                 NaN  0.613574        1.60737        27.3163        9.99811        4.64739        4.04941                 NaN   3.76202     
  1000.00        2500.00                 NaN   47.9438                 NaN  0.613616        1.67935        27.4167        10.0148        4.52308        4.03886                 NaN   3.76981     
